снаружи	बाहर	снаружи	बाहर	ADV	ADV;NOM;MASC;SG;3
отдых	अवकाश	отдых	अवकाश	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
отдых	रेस्ट	отдых	रेस्ट	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
отдых	छुट्टी	отдых	छुट्टी	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
отдых	अवकाश	отдых	अवकाश	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
путеводитель	guidebook	путеводитель	guidebook	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
прокси	प्रॉक्सी	прокси	प्रॉक्सी	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
пустой	खाली	пустой	खाली	ADJ;NOM;MASC;SG	ADJ
пустой	खाली	пустой	खाली	ADJ;NOM;MASC;SG	ADJ
практическая	व्यावहारिक	практический	व्यावहारिक	ADJ;NOM;FEM;SG	ADJ;NOM
зло	तकलीफ़	зло	तकलीफ़	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
зло	बुराई	зло	बुराई	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
успешное	सफल	успешный	सफल	ADJ;NOM;NEUT;SG	ADJ
успешное	कामयाब	успешный	कामयाब	ADJ;NOM;NEUT;SG	ADJ
шахта	शाफ्ट	шахта	शाफ्ट	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
презентация	प्रस्तुति	презентация	प्रस्तुति	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
презентация	प्रस्तुतिकरण	презентация	प्रस्तुतिकरण	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
презентация	प्रस्तुतीकरण	презентация	प्रस्तुतीकरण	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
шлем	हेलमेट	шлем	हेलमेट	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
шлем	हेल्मेट	шлем	हेल्मेट	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
комната	कमरे	комната	कमरा	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
комната	रूम	комната	रूम	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
труба	पाइप	труба	पाइप	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
ставка	बोली	ставка	बोली	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
ставка	दर	ставка	दर	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
ставка	रेट	ставка	रेट	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
ставка	शर्त	ставка	शर्त	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
психолог	मनोवैज्ञानिक	психолог	मनोवैज्ञानिक	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
глубокий	गहरी	глубокий	गहरा	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
глубокий	गहरा	глубокий	गहरा	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
глубокий	गहन	глубокий	गहन	ADJ;NOM;MASC;SG	ADJ;NOM
коробка	डिब्बा	коробка	डिब्बा	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
коробка	बॉक्स	коробка	बॉक्स	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
коробка	बक्सा	коробка	बक्सा	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
синоним	समानार्थी	синоньмый	समानार्थी	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
синоним	पर्यायवाची	синоньмый	पर्यायवाची	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
синоним	पर्याय	синоньмый	पर्याय	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
сёстры	बहनें	сестра	बहन	N;ANIM;NOM;MASC;PL	N;NOM;FEM;PL;3
винтовка	राइफल	винтовка	राइफल	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
видение	दर्शन	видение	दर्शन	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
видение	दृष्टि	видение	दृष्टि	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
махараджа	महाराजा	махарадж	महाराजा	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
паспорт	पासपोर्ट	паспорт	पासपोर्ट	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
вмешательство	इंटरफेस	вмешательство	इंटरफेस	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
вмешательство	हस्तक्षेप	вмешательство	हस्तक्षेप	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
вмешательство	हस्तक्षेप	вмешательство	हस्तक्षेप	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
толкование	व्याख्या	толкование	व्याख्या	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
толкование	निर्वचन	толкование	निर्वचन	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
ветки	शाखाएं	ветка	शाखा	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;3
ветки	शाखाएँ	ветка	शाखा	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;3
рай	स्वर्ग	рай	स्वर्ग	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
рай	जन्नत	рай	जन्नत	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
рай	स्वर्ग	рай	स्वर्ग	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
демократия	लोकतंत्र	демократия	लोकतंत्र	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
контент	विषयवस्तु	контент	विषयवस्तु	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
контент	सामग्री	контент	सामग्री	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
землетрясение	भूकंप	землетрясение	भूकंप	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
повествование	कहानी	повествование	कहानी	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
повествование	कथा	повествование	कथा	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
стадия	चरण	стадия	चरण	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
стадия	स्टेज	стадия	स्टेज	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
персонал	कार्मिक	персонал	कार्मिक	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
персонал	स्टाफ़	персонал	स्टाफ़	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
персонал	स्टाफ	персонал	स्टाफ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
тупик	गतिरोध	тупик	गतिरोध	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
раствор	हल	раствор	हल	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
раствор	समाधान	раствор	समाधान	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
заложников	बंधकों	заложник	बंधक	N;ANIM;ACC;MASC;PL	N;ACC;MASC;PL;3
объявление	घोषणा	объявление	घोषणा	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
паук	स्पाइडर	паук	स्पाइडर	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
паук	मकड़ी	паук	मकडीा	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
матрица	मैट्रिक्स	матрица	मैट्रिक्स	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
продажа	बिक्री	продажа	बिक्री	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
продажа	विक्रय	продажа	विक्रय	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
продажа	बिक्री	продажа	बिक्री	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
избрание	चुनाव	избрание	चुनाव	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
жуан	जोआओ	жуан	जोआओ	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
жуан	जोआओ	жуан	जोआओ	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
прыжок	कूद	прыжок	कूद	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
прыжок	कूद	прыжок	कूद	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
местонахождение	लोकेशन	местонахождение	लोकेशन	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
местонахождение	अवस्थिति	местонахождение	अवस्थिति	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
местонахождение	स्थान	местонахождение	स्थान	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
бенедикт	बेनेडिक्ट	бенедикт	बेनेडिक्ट	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
мышцы	मांसपेशियां	мышца	मांसपेशी	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;3
обелиск	obelisk	обелиск	obelisk	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
ггц	ghz	ггц	ghz	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
дуб	quercus	дуб	ओ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
братство	बिरादरी	братство	बिरादरी	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
братство	भाईचारा	братство	भाईचारा	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
братство	भाईचारे	братство	भाईचारा	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
спросил	पुछा	спросить	पुछा	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
спросил	माँगी	спросить	मांग	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
спросил	पूछा	спросить	पूछ	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
генератор	जेनरेटर	генератор	जेनरेटर	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
генератор	जनरेटर	генератор	जनरेटर	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
змея	सांप	змея	सांप	N;ANIM;NOM;FEM;SG	N;NOM;MASC;SG;3
змея	साँप	змея	साँप	N;ANIM;NOM;FEM;SG	N;NOM;MASC;SG;3
кадр	फ्रेम	кадр	फ्रेम	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
кадр	ढांचा	кадр	ढांचा	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
кадр	गठन	кадр	गठन	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
кадр	फ़्रेम	кадр	फंरेरल	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
кадр	गोली	кадр	गोली	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
кадр	शॉट	кадр	शॉट	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
архипелаг	द्वीपसमूह	архипелаг	द्वीपसमूह	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
юмор	हास्य	юмор	हास्य	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
квадрат	वर्ग	квадрат	वर्ग	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
квадрат	स्क्वायर	квадрат	स्क्वायर	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
квадрат	वर्गाकार	квадрат	वर्गाकार	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
квадрат	वर्गाकार	квадрат	वर्गाकार	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
приют	आश्रय	приют	आश्रय	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
приют	अनाथालय	приют	अनाथालय	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
редактирование	संपादन	редактирование	संपादन	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
редактирование	सम्पादन	редактирование	सम्पादन	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
редактирование	संपादन	редактирование	संपादन	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
глубокое	गहरी	глубокий	गहरा	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
глубокое	गहरा	глубокий	गहरा	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
глубокое	गहन	глубокий	गहन	ADJ;NOM;NEUT;SG	ADJ;NOM
устойчивость	संधारणीयता	устойчивость	संधारणीयता	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
устойчивость	निरंतरता	устойчивость	निरंतरता	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
устойчивость	स्थिरता	устойчивость	स्थिरता	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
отмена	निरस्त	отмена	निरस्त	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
отмена	रद्दीकरण	отмена	रद्दीकरण	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
служение	सेवारत	служение	सेवारत	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
сена	सेना	сено	सेना	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
блюдо	डिश	блюдо	डिश	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
платон	प्लेटो	платон	प्लेटो	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
религиозная	धार्मिक	религиозный	धार्मिक	ADJ;NOM;FEM;SG	ADJ;NOM
мелодии	धुनें	мелодия	धुन	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;3
кон	कोह्न	кон	कोह्न		
кон	कॉन	кон	कॉन		
справедливость	न्याय	справедливость	न्याय	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
справедливость	इक्विटी	справедливость	इक्विटी	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
справедливость	निष्पक्षता	справедливость	निष्पक्षता	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
остаток	बैलेंस	остаток	बैलेंस	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
остаток	संतुलन	остаток	संतुलन	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
плод	फल	плод	फल	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
плод	भ्रूण	плод	भ्रूण	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
восхождение	आरोहण	восхождение	आरोहण	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
пустынь	रेगिस्तान	пустынь	रेगिस्तान	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
настройки	सेटिंग्स	настройка	सेटिंग	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;3
творческая	रचनात्मक	творческий	रचनात्मक	ADJ;NOM;FEM;SG	ADJ
невеста	दुल्हन	невеста	दुल्हन	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;3
невеста	बहू	невеста	बहू	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;3
критические	आलोचनात्मक	критический	आलोचनात्मक	ADJ;NOM;PL	ADJ;NOM
критические	महत्वपूर्ण	критический	महत्वपूर्ण	ADJ;NOM;PL	ADJ
критические	गंभीर	критический	गंभीर	ADJ;NOM;PL	ADJ
платье	गाउन	платье	गाउन	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
платье	परिधान	платье	परिधान	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
платье	ड्रेस	платье	ड्रेस	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
платье	पोशाक	платье	पोशाक	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
стенки	दीवारें	стенка	दीवार	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;3
скрыть	छुपाएँ	скрыть	छुपा	V;PFV;NFIN;ACT	V;SBJV;PL;FIN;ACT
тоннель	सुरंग	тоннель	सुरंग	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
масштаб	पैमाना	масштаб	पैमाना	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
масштаб	मापक	масштаб	मापक	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
масштаб	स्केल	масштаб	स्केल	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
масштаб	ज़ूम	масштаб	ज़ूम	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
петь	गा	петь	गा	V;IPFV;NFIN;ACT	V;SG;FIN;ACT
череп	खोपड़ी	череп	खोपडी	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
череп	कपाल	череп	कपाल	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
традиционное	परंपरागत	традиционный	परंपरागत	ADJ;NOM;NEUT;SG	ADJ
марти	मार्टी	март	मार्टी	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
дай	दे	дать	दे	V;PFV;IMP;SG;2;FIN;ACT	V;FIN;ACT
неподалеку	आसपास	неподалеку	आसपास	ADV	ADV;NOM;MASC;SG;3
аспект	आयाम	аспект	आयाम	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
аспект	पहलु	аспект	पहलु	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
аспект	पहलू	аспект	पहलू	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
пиво	बियर	пиво	बियर	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
албания	अल्बानियाई	албания	अल्बानियाई	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
вариации	विसंगतियाँ	вариация	विसंगति	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;3
отзыв	पुनर्भरण	отзыв	पुनर्भरण	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
отзыв	प्रतिक्रिया	отзыв	प्रतिक्रिया	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
совести	अंतरात्मा	совесть	अंतरात्मा	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
прием	रिसेप्शन	прием	रिसेप्शन	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
роуз	रोज	роуз	रोज	N;ANIM;NOM;FEM;SG	N;NOM;MASC;SG;3
терапия	चिकित्सक	терапия	चिकित्सक	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
терапия	चिकित्सा	терапия	चिकित्सा	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
умение	निपुणता	умение	निपुणता	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
умение	क्षमता	умение	क्षमता	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
пас	दर्रा	пас	दर्रा	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
тяга	इच्छा	тяга	इच्छा	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
огромная	विशाल	огромный	विशाल	ADJ;NOM;FEM;SG	ADJ;NOM
боец	लड़ाकू	боец	लड़ाकू	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
боец	फाइटर	боец	फाइटर	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
боец	सेनानी	боец	सेनानी	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
тунис	ट्यूनीशिया	тунис	ट्यूनीशिया	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
готовность	तत्परता	готовность	तत्परता	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
фигуристы	स्केटर्स	фигурист	स्केटर	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL;3
вольф	भेड़िया	вольфа	भेड़िया	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
стабилизации	स्थिरीकरण	стабилизация	स्थिरीकरण	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
ось	धुरी	ось	धुरी	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
ось	धुरी	ось	धुरी	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
ось	अक्ष	ось	अक्ष	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
региональная	क्षेत्रीय	региональный	क्षेत्रीय	ADJ;NOM;FEM;SG	ADJ;NOM
независимое	स्वतंत्र	независимый	स्वतंत्र	ADJ;NOM;NEUT;SG	ADJ;NOM
законопроект	बिल	законопроект	बिल	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
законопроект	विधेयक	законопроект	विधेयक	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
сильная	मजबूत	сильный	मजबूत	ADJ;NOM;FEM;SG	ADJ
стабильности	स्थिरता	стабильность	स्थिरता	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
сегмент	सेगमेंट	сегмент	सेगमेंट	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
сегмент	खण्ड	сегмент	खण्ड	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
маркс	मार्क्स	маркс	मार्क्स	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
богатство	माल	богатство	माल	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
молоко	दूध	молоко	दूध	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
измерение	आयाम	измерение	आयाम	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
измерение	मूल्यांकन	измерение	मूल्यांकन	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
измерение	मापन	измерение	मापन	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
патрулирование	गश्ती	патрулирование	गश्ती	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
патрулирование	गश्त	патрулирование	गश्त	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
доступно	उपलब्ध	доступный	उपलब्ध	ADJ;NEUT;SG	ADJ
сток	स्टोक	сток	स्टोक	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
клан	गोत्र	клан	गोत्र	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
насилие	हिंसा	насилие	हिंसा	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
слои	परतें	слой	परत	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;3
изготовитель	उत्पादक	изготовитель	उत्पादक	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
изготовитель	निर्माता	изготовитель	निर्माता	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
пересечение	चौराहे	пересечение	चौराहा	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
пересечение	प्रतिच्छेद	пересечение	प्रतिच्छेद	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
пение	गाना	пение	गाना	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
пение	गायन	пение	गायन	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
запах	खुशबू	запах	खुशबू	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
заряд	प्रभार	заряд	प्रभार	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
заряд	चार्ज	заряд	चार्ज	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
заряд	चार्जिंग	заряд	चार्जिंग	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
скопление	क्लस्टर	скопление	कलस्टर	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
спорные	विवादित	спорный	विवादित	ADJ;NOM;PL	ADJ
спорные	विवादास्पद	спорный	विवादास्पद	ADJ;NOM;PL	ADJ
телескоп	दूरदर्शी	телескоп	दूरदर्शी	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
выразить	एक्स्प्रेस	выразить	एक्स्प्रेस	V;PFV;NFIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
минус	ऋण	минус	ऋण	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
калгари	कैलगरी	калгарь	कैलगरी	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
уголь	कोयला	уголь	कोयला	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
уголь	कोयले	уголь	कोयला	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
уголь	चारकोल	уголь	चारकोल	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
уголь	कोयला	уголь	कोयला	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
преподавать	सिखा	преподавать	सिखा	V;IPFV;NFIN;ACT	V;MASC;SG;V.PTCP;ACT
сунь	सूर्य	сунь	सूर्य	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
митинг	रैली	митинг	रैली	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
поёт	गाती	поёт	गाती	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;FEM;SG;V.PTCP;ACT
присвоение	विनियोग	присвоение	विनियोग	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
присвоение	आरोपण	присвоение	आरोपण	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
снаряд	प्रक्षेप्य	снаряд	प्रक्षेप्य	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
сложная	जटिल	сложный	जटिल	ADJ;NOM;FEM;SG	ADJ
сложная	जटिल	сложный	जटिल	ADJ;NOM;FEM;SG	ADJ
прочность	ताकत	прочность	ताकत	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
прочность	मजबूती	прочность	मजबूती	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
прочность	शक्ति	прочность	शक्ति	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
обуви	जूता	обувь	जूता	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
брюссель	ब्रुसेल्स	брюссель	ब्रुसेल	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
брюссель	ब्रसेल्स	брюссель	ब्रसेल	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
достоверность	विश्वसनीयता	достоверность	विश्वसनीयता	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
достоверность	विश्वसनीयता	достоверность	विश्वसनीयता	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
евангелие	सुसमाचार	евангелие	सुसमाचार	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
вирус	वाइरस	вирус	वाइरस	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
вирус	विषाणु	вирус	विषाणु	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
вирус	वायरस	вирус	वायरस	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
кпп	चौकी	кппа	चौकी	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
калибр	कैलिबर	калибр	कैलिबर	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
растительности	वनस्पति	растительность	वनस्पति	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
цирк	सर्कस	цирк	सर्कस	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
жук	कीड़ा	жук	कीड़ा	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
посредник	प्रदूषक	посредник	प्रदूषक	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
посредник	मध्यस्थ	посредник	मध्यस्थ	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
сок	जूस	сок	जूस	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
сок	रस	сок	रस	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
