من	從	مِن	從	ADP	ADP
البطن	肚皮	بَطن	肚皮	N;NOM;DEF;SG	N
البطن	腹	بَطن	腹	N;NOM;DEF;SG	N
البطن	腹	بَطن	腹	N;NOM;DEF;SG	N
الزوجة	妻子	زَوجَة	妻子	N;NOM;DEF;SG	N
رعب	恐怖	رَعب	恐怖	N;NOM;INDF;SG	N
كفاءة	效率	كَفَاءَة	效率	N;NOM;INDF;SG	N
الحصن	堡	حَصن	堡	N;NOM;DEF;SG	N
الخطة	計畫	خُطَّة	計畫	N;NOM;DEF;SG	N
الجدار	壁	جِدَار	壁	N;NOM;DEF;SG	N
الجدار	牆壁	جِدَار	牆壁	N;NOM;DEF;SG	N
الجدار	圍牆	جِدَار	圍牆	N;NOM;DEF;SG	N
الجدار	牆	جِدَار	牆	N;NOM;DEF;SG	N
الحبوب	糧食	حَبّ	糧食	N;NOM;DEF;PL	N
الحبوب	穀物	حَبّ	穀物	N;NOM;DEF;PL	N
الحبوب	糧	حَبّ	糧	N;NOM;DEF;PL	N
الحبوب	丸	حَبّ	丸	N;NOM;DEF;PL	N
الحبوب	藥片	حَبّ	藥片	N;NOM;DEF;PL	N
الحبوب	藥	حَبّ	藥	N;NOM;DEF;PL	N
ثقة	信心	ثِقَة	信心	N;NOM;INDF;SG	N
ثقة	自信	ثِقَة	自信	N;NOM;INDF;SG	N
ثقة	信心	ثِقَة	信心	N;NOM;INDF;SG	N
ثقة	自信	ثِقَة	自信	N;NOM;INDF;SG	N
ثقة	信任	ثِقَة	信任	N;NOM;INDF;SG	N
ثقة	信託	ثِقَة	信託	N;NOM;INDF;SG	N
دفن	埋葬	دَفَن	埋葬	V;PFV;MASC;SG;3;ACT	V
حضر	出席	حَضَر	出席	V;PFV;MASC;SG;3;ACT	V
الحديقة	園	حَدِيقَة	園	N;NOM;DEF;SG	N
الحديقة	園林	حَدِيقَة	園林	N;NOM;DEF;SG	N
الحديقة	花園	حَدِيقَة	花園	N;NOM;DEF;SG	N
الحديقة	園藝	حَدِيقَة	園藝	N;NOM;DEF;SG	N
دورية	巡邏	دَورِيَّة	巡邏	N;NOM;INDF;SG	N
الزهرة	花	زُهرَة	花	N;NOM;DEF;SG	N
الزهرة	花兒	زُهرَة	花兒	N;NOM;DEF;SG	N
الزهرة	花朵	زُهرَة	花朵	N;NOM;DEF;SG	N
مناخ	氣候	مُنَاخ	氣候	N;NOM;INDF;SG	N
فرص	機遇	فُرصَة	機遇	N;NOM;INDF;PL	N
فرص	機會	فُرصَة	機會	N;NOM;INDF;PL	N
الشعور	感覺	شُعُور	感覺	N;NOM;DEF;SG	N
فنان	藝術	فَنّ	藝術	N;NOM;INDF;SG	N
فنان	藝人	فَنّ	藝人	N;NOM;INDF;SG	N
السلع	商品	سِلعَة	商品	N;NOM;DEF;PL	N
السلع	商品	سِلعَة	商品	N;NOM;DEF;PL	N
السلع	貨物	سِلعَة	貨物	N;NOM;DEF;PL	N
ثلاثين	三十	ثَلَاثُون	三十	NUM;NOM;INDF	NUM
نقابة	聯盟	نِقَابَة	聯盟	N;NOM;INDF;SG	N
نقابة	工會	نِقَابَة	工會	N;NOM;INDF;SG	N
نقابة	公會	نِقَابَة	公會	N;NOM;INDF;SG	N
الفساد	腐敗	فَسَاد	腐敗	N;NOM;DEF;SG	N
الورق	紙	وَرَق	紙	N;NOM;DEF;SG	N
الورق	紙張	وَرَق	紙張	N;NOM;DEF;SG	N
الورق	論文	وَرَق	論文	N;NOM;DEF;SG	N
مطارات	機場	مَطَار	機場	N;NOM;INDF;PL	N
العملة	貨幣	عُملَة	貨幣	N;NOM;DEF;SG	N
العملة	幣值	عُملَة	幣值	N;NOM;DEF;SG	N
الصحفي	記者	صُحُفِيّ	記者	N;NOM;DEF;SG	N
الحبيب	愛人	الحبيب	愛人	N;NOM;DEF;SG	N
الحبيب	情人	الحبيب	情人	N;NOM;DEF;SG	N
الاختبار	測試	اِختِبَار	測試	N;NOM;DEF;SG	N
الاختبار	試驗	اِختِبَار	試驗	N;NOM;DEF;SG	N
الاختبار	測驗	اِختِبَار	測驗	N;NOM;DEF;SG	N
الاختبار	測試	اِختِبَار	測試	N;NOM;DEF;SG	N
الاختبار	測驗	اِختِبَار	測驗	N;NOM;DEF;SG	N
الاختبار	檢驗	اِختِبَار	檢驗	N;NOM;DEF;SG	N
الاختبار	試驗	اِختِبَار	試驗	N;NOM;DEF;SG	N
الاختبار	測驗	اِختِبَار	測驗	N;NOM;DEF;SG	N
السكري	糖尿	سُكَّرِيّ	糖尿	N;NOM;DEF;SG	N
السكري	糖尿	سُكَّرِيّ	糖尿	N;NOM;DEF;SG	N
تكاليف	費用	تَكلِفَة	費用	N;NOM;INDF;PL	N
تكاليف	成本	تَكلِفَة	成本	N;NOM;INDF;PL	N
الموظفين	人員	مُوَظَّف	人員	N;NOM;DEF;PL	N
الموظفين	人事	مُوَظَّف	人事	N;NOM;DEF;PL	N
الموظفين	僱員	مُوَظَّف	僱員	N;NOM;DEF;PL	N
الموظفين	員工	مُوَظَّف	員工	N;NOM;DEF;PL	N
بوابات	門戶	بَوَّابَة	門戶	N;NOM;INDF;PL	N
التقى	遇見	اِلتَقَى	遇見	V;PFV;MASC;SG;3;ACT	V
الفائز	勝者	فَائِز	勝者	N;NOM;DEF;SG	N
الفائز	贏家	فَائِز	贏家	N;NOM;DEF;SG	N
المسابقة	競爭	مُسَابَقَة	競爭	N;NOM;DEF;SG	N
المسابقة	競賽	مُسَابَقَة	競賽	N;NOM;DEF;SG	N
المسابقة	比賽	مُسَابَقَة	比賽	N;NOM;DEF;SG	N
المسابقة	競賽	مُسَابَقَة	競賽	N;NOM;DEF;SG	N
الركاب	乘客	رَاكِب	乘客	N;NOM;DEF;PL	N
الركاب	旅客	رَاكِب	旅客	N;NOM;DEF;PL	N
دقة	精度	دِقَّة	精度	N;ACC;INDF;SG	N
دقة	精准	دِقَّة	精准	N;ACC;INDF;SG	N
دقة	精確	دِقَّة	精確	N;ACC;INDF;SG	N
دقة	精密	دِقَّة	精密	N;ACC;INDF;SG	N
دقة	精度	دِقَّة	精度	N;ACC;INDF;SG	N
الطائفة	邪教	طَائِفَة	邪教	N;NOM;DEF;SG	N
الطائفة	教派	طَائِفَة	教派	N;NOM;DEF;SG	N
الطائفة	種姓	طَائِفَة	種姓	N;NOM;DEF;SG	N
الساحلية	沿海	سَاحِلِيَّة	沿海	N;NOM;DEF;SG	N
الميناء	埠	مِينَاء	埠	N;NOM;DEF;SG	N
الميناء	港口	مِينَاء	港口	N;NOM;DEF;SG	N
الميناء	海港	مِينَاء	海港	N;NOM;DEF;SG	N
الميناء	港口	مِينَاء	港口	N;NOM;DEF;SG	N
التوازن	平衡	تَوَازُن	平衡	N;NOM;DEF;SG	N
التوازن	結餘	تَوَازُن	結餘	N;NOM;DEF;SG	N
التوازن	均衡	تَوَازُن	均衡	N;NOM;DEF;SG	N
التوازن	餘額	تَوَازُن	餘額	N;NOM;DEF;SG	N
غادر	休假	غَادَر	休假	V;PFV;MASC;SG;3;ACT	V
غادر	離開	غَادَر	離開	V;PFV;MASC;SG;3;ACT	V
الصواريخ	導彈	صَارُوخ	導彈	N;NOM;DEF;PL	N
الصواريخ	火箭	صَارُوخ	火箭	N;NOM;DEF;PL	N
مشاهدة	手錶	مُشَاهَدَة	手錶	N;NOM;INDF;SG	N
مذهب	教義	مذهب	教義	N;NOM;INDF;SG	N
مذهب	信條	مذهب	信條	N;NOM;INDF;SG	N
مذهب	教條	مذهب	教條	N;NOM;INDF;SG	N
مذهب	原則	مذهب	原則	N;NOM;INDF;SG	N
مذهب	學說	مذهب	學說	N;NOM;INDF;SG	N
مذهب	教義	مذهب	教義	N;NOM;INDF;SG	N
مذهب	理論	مذهب	理論	N;NOM;INDF;SG	N
مذهب	原理	مذهب	原理	N;NOM;INDF;SG	N
الزجاج	玻璃	زُجَاج	玻璃	N;NOM;DEF;SG	N
تخزين	店	تَخزِين	店	N;NOM;INDF;SG	N
تخزين	商店	تَخزِين	商店	N;NOM;INDF;SG	N
الشوارع	街道	شَارِع	街道	N;NOM;DEF;PL	N
المرور	交通	مُرُور	交通	N;NOM;DEF;SG	N
مقاتل	拳手	مَقتِل	拳手	N;NOM;INDF;SG	N
مقاتل	鬥士	مَقتِل	鬥士	N;NOM;INDF;SG	N
الحكومات	政府	حُكُومَة	政府	N;NOM;DEF;PL	N
الحكومات	政府	حُكُومَة	政府	N;NOM;DEF;PL	N
الاستثمار	投資	اِستِثمَار	投資	N;NOM;DEF;SG	N
الاستثمار	投資	اِستِثمَار	投資	N;NOM;DEF;SG	N
الاستثمار	投資	اِستِثمَار	投資	N;NOM;DEF;SG	N
مفاهيم	概念	مَفهُوم	概念	N;NOM;INDF;PL	N
مفاهيم	理念	مَفهُوم	理念	N;NOM;INDF;PL	N
الرصاص	鉛	رَصَاص	鉛	N;NOM;DEF;SG	N
الميزانية	預算	مِيزَانِيَّة	預算	N;NOM;DEF;SG	N
البترول	石油	بِترُول	石油	N;NOM;DEF;SG	N
القياس	計量	قِيَاس	計量	N;NOM;DEF;SG	N
القياس	量度	قِيَاس	量度	N;NOM;DEF;SG	N
القياس	度量	قِيَاس	度量	N;NOM;DEF;SG	N
القياس	計量	قِيَاس	計量	N;NOM;DEF;SG	N
القياس	量度	قِيَاس	量度	N;NOM;DEF;SG	N
القياس	計量	قِيَاس	計量	N;NOM;DEF;SG	N
القياس	度量	قِيَاس	度量	N;NOM;DEF;SG	N
الطفولة	童年	طُفُولَة	童年	N;NOM;DEF;SG	N
الذيل	尾巴	ذَيل	尾巴	N;NOM;DEF;SG	N
الذيل	尾	ذَيل	尾	N;NOM;DEF;SG	N
الذيل	尾	ذَيل	尾	N;NOM;DEF;SG	N
الذيل	背面	ذَيل	背面	N;NOM;DEF;SG	N
الذيل	反面	ذَيل	反面	N;NOM;DEF;SG	N
مساء	晚間	مَسَاء	晚間	N;NOM;INDF;SG	N
مساء	晚上	مَسَاء	晚上	N;NOM;INDF;SG	N
مساء	傍晚	مَسَاء	傍晚	N;NOM;INDF;SG	N
مساء	下午	مَسَاء	下午	N;NOM;INDF;SG	N
مساء	午	مَسَاء	午	N;NOM;INDF;SG	N
تعاني	受	عَانَى	受	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
الجمع	複數	جَمع	複數	N;NOM;DEF;SG	N
شك	疑問	شَكّ	疑問	N;NOM;INDF;SG	N
التوحيد	整合	تَوحِيد	整合	N;NOM;DEF;SG	N
مستقبل	今後	مُستَقبَل	今後	N;NOM;INDF;SG	N
مستقبل	將來	مُستَقبَل	將來	N;NOM;INDF;SG	N
مستقبل	未來	مُستَقبَل	未來	N;NOM;INDF;SG	N
المكونات	元件	مُكَوِّن	元件	N;NOM;DEF;PL	N
المكونات	元素	مُكَوِّن	元素	N;NOM;DEF;PL	N
المكونات	成分	مُكَوِّن	成分	N;NOM;DEF;PL	N
المكونات	原料	مُكَوِّن	原料	N;NOM;DEF;PL	N
المكونات	成份	مُكَوِّن	成份	N;NOM;DEF;PL	N
العلامات	標記	عَلَامَة	標記	N;NOM;DEF;PL	N
العلامات	標籤	عَلَامَة	標籤	N;NOM;DEF;PL	N
العلامات	跡象	عَلَامَة	跡象	N;NOM;DEF;PL	N
العلامات	標誌	عَلَامَة	標誌	N;NOM;DEF;PL	N
الجمال	美容	جَمَل	美容	N;NOM;DEF;SG	N
الجمال	美女	جَمَل	美女	N;NOM;DEF;SG	N
الشهادة	憑證	شَهَادَة	憑證	N;NOM;DEF;SG	N
الشهادة	證書	شَهَادَة	證書	N;NOM;DEF;SG	N
الشهادة	證言	شَهَادَة	證言	N;NOM;DEF;SG	N
الشهادة	證詞	شَهَادَة	證詞	N;NOM;DEF;SG	N
الحساب	帳號	حِسَاب	帳號	N;NOM;DEF;SG	N
الحساب	帳戶	حِسَاب	帳戶	N;NOM;DEF;SG	N
الحساب	算術	حِسَاب	算術	N;NOM;DEF;SG	N
العقلية	心態	عَقلِيَّة	心態	N;NOM;DEF;SG	N
العقلية	心智	عَقلِيَّة	心智	N;NOM;DEF;SG	N
العقلية	心理	عَقلِيَّة	心理	N;NOM;DEF;SG	N
العقلية	精神	عَقلِيَّة	精神	N;NOM;DEF;SG	N
العقلية	心態	عَقلِيَّة	心態	N;NOM;DEF;SG	N
تجارب	試驗	تَجرِبَة	試驗	N;NOM;INDF;PL	N
تجارب	實驗	تَجرِبَة	實驗	N;NOM;INDF;PL	N
العمود	柱	عُمُود	柱	N;NOM;DEF;SG	N
العمود	專欄	عُمُود	專欄	N;NOM;DEF;SG	N
العمود	欄	عُمُود	欄	N;NOM;DEF;SG	N
عروض	優惠	عَرض	優惠	N;NOM;INDF;PL	N
منافسة	競爭	مُنَافَسَة	競爭	N;NOM;INDF;SG	N
منافسة	競賽	مُنَافَسَة	競賽	N;NOM;INDF;SG	N
مجلات	雜誌	مَجَلَّة	雜誌	N;NOM;INDF;PL	N
نقد	批判	نَقد	批判	N;NOM;INDF;SG	N
نقد	批判	نَقد	批判	N;NOM;INDF;SG	N
نقد	現金	نَقد	現金	N;NOM;INDF;SG	N
قبة	穹	قبة	穹	N;NOM;INDF;SG	N
قبة	圓頂	قبة	圓頂	N;NOM;INDF;SG	N
نبذة	文摘	نبذة	文摘	N;NOM;INDF;SG	N
المحركات	引擎	مُحَرِّك	引擎	N;NOM;DEF;PL	N
الربع	季度	رُبع	季度	N;NOM;DEF;SG	N
مهنة	職業	مِهنَة	職業	N;NOM;INDF;SG	N
مهنة	職業	مِهنَة	職業	N;NOM;INDF;SG	N
مهنة	專業	مِهنَة	專業	N;NOM;INDF;SG	N
الخلاف	爭議	خِلَاف	爭議	N;NOM;DEF;SG	N
الخلاف	分歧	خِلَاف	分歧	N;NOM;DEF;SG	N
حكاية	動態	حِكَايَة	動態	N;NOM;INDF;SG	N
حكاية	故事	حِكَايَة	故事	N;NOM;INDF;SG	N
السرية	機密	سِرِّيَّة	機密	N;NOM;DEF;SG	N
مترا	米	مِتر	米	N;ACC;INDF;SG	N
مترا	公尺	مِتر	公尺	N;ACC;INDF;SG	N
المحقق	警探	مُحَقَّق	警探	N;NOM;DEF;SG	N
اعتبر	考慮	اِعتَبَر	考慮	V;PFV;MASC;SG;3;ACT	V
صحف	報章	صَحِيفَة	報章	N;NOM;INDF;PL	N
صحف	報刊	صَحِيفَة	報刊	N;NOM;INDF;PL	N
صحف	論文	صَحِيفَة	論文	N;NOM;INDF;PL	N
الجهود	努力	جَهد	努力	N;NOM;DEF;PL	N
الساق	腿	سَاق	腿	N;NOM;DEF;SG	N
الشهداء	烈士	شَهِيد	烈士	N;NOM;DEF;PL	N
اللهجة	話	لَهجَة	話	N;NOM;DEF;SG	N
اللهجة	方言	لَهجَة	方言	N;NOM;DEF;SG	N
الظهر	正午	ظُهر	正午	N;NOM;DEF;SG	N
الظهر	中午	ظُهر	中午	N;NOM;DEF;SG	N
العيش	活	عَيش	活	N;NOM;DEF;SG	N
صدور	乳房	صُدُور	乳房	N;NOM;INDF;SG	N
كسر	破碎	كَسر	破碎	N;NOM;INDF;SG	N
كسر	破損	كَسر	破損	N;NOM;INDF;SG	N
كسر	骨折	كَسر	骨折	N;NOM;INDF;SG	N
صلاحية	有效性	صَلَاحِيَّة	有效性	N;NOM;INDF;SG	N
صحراء	沙漠	صَحرَاء	沙漠	N;NOM;INDF;SG	N
صحراء	荒漠	صَحرَاء	荒漠	N;NOM;INDF;SG	N
التقارير	報告	تَقرِير	報告	N;NOM;DEF;PL	N
المهرجان	節慶	مَهرَجَان	節慶	N;NOM;DEF;SG	N
المهرجان	節日	مَهرَجَان	節日	N;NOM;DEF;SG	N
المهرجان	狂	مَهرَجَان	狂	N;NOM;DEF;SG	N
ناقش	討論	نَاقَش	討論	V;PFV;MASC;SG;3;ACT	V
الفحم	煤礦	فَحم	煤礦	N;NOM;DEF;SG	N
الفحم	煤炭	فَحم	煤炭	N;NOM;DEF;SG	N
الفحم	煤	فَحم	煤	N;NOM;DEF;SG	N
الفحم	炭	فَحم	炭	N;NOM;DEF;SG	N
الفحم	木炭	فَحم	木炭	N;NOM;DEF;SG	N
الحدائق	花園	حَدِيقَة	花園	N;NOM;DEF;PL	N
الحدائق	公園	حَدِيقَة	公園	N;NOM;DEF;PL	N
الكوكب	行星	كُوَكب	行星	N;NOM;DEF;SG	N
الكوكب	星球	كُوَكب	星球	N;NOM;DEF;SG	N
المصطلحات	術語	مُصطَلَح	術語	N;NOM;DEF;PL	N
المصطلحات	條款	مُصطَلَح	條款	N;NOM;DEF;PL	N
المصطلحات	術語	مُصطَلَح	術語	N;NOM;DEF;PL	N
المسار	曲目	مَسَار	曲目	N;NOM;DEF;SG	N
المسار	軌道	مَسَار	軌道	N;NOM;DEF;SG	N
المسار	軌跡	مَسَار	軌跡	N;NOM;DEF;SG	N
المسار	路徑	مَسَار	路徑	N;NOM;DEF;SG	N
الموجات	海浪	مُوَجَّات	海浪	N;NOM;DEF;PL	N
الموجات	波浪	مُوَجَّات	波浪	N;NOM;DEF;PL	N
مروحية	直升	مِروَحِيَّة	直升	N;NOM;INDF;SG	N
شوارع	街道	شَارِع	街道	N;NOM;INDF;PL	N
المعلمين	教師	مُعَلِّم	教師	N;NOM;DEF;PL	N
خطوة	台階	خَطوَة	台階	N;NOM;INDF;SG	N
خطوة	步驟	خَطوَة	步驟	N;NOM;INDF;SG	N
خطوة	步	خَطوَة	步	N;NOM;INDF;SG	N
المخاطر	危害	مَخَاطِر	危害	N;NOM;DEF;PL	N
المخاطر	風險	مَخَاطِر	風險	N;NOM;DEF;PL	N
المخاطر	風險	مَخَاطِر	風險	N;NOM;DEF;PL	N
الجنة	天國	جَنَّة	天國	N;NOM;DEF;SG	N
الجنة	天堂	جَنَّة	天堂	N;NOM;DEF;SG	N
الجنة	天堂	جَنَّة	天堂	N;NOM;DEF;SG	N
الجنة	樂園	جَنَّة	樂園	N;NOM;DEF;SG	N
المحافظات	各省	مُحَافِظَة	各省	N;NOM;DEF;PL	N
المحافظات	省份	مُحَافِظَة	省份	N;NOM;DEF;PL	N
المحافظات	各省	مُحَافِظَة	各省	N;NOM;DEF;PL	N
المناصب	職位	مُنَاصِب	職位	N;NOM;DEF;PL	N
الذكاء	智慧	ذَكَاء	智慧	N;NOM;DEF;SG	N
الذكاء	情報	ذَكَاء	情報	N;NOM;DEF;SG	N
الذكاء	智力	ذَكَاء	智力	N;NOM;DEF;SG	N
توليد	世代	تَولِيد	世代	N;NOM;INDF;SG	N
المركب	船	مُرَكَّب	船	N;NOM;DEF;SG	N
المركب	船隻	مُرَكَّب	船隻	N;NOM;DEF;SG	N
المركب	艇	مُرَكَّب	艇	N;NOM;DEF;SG	N
تردد	頻率	تَرَدُّد	頻率	N;NOM;INDF;SG	N
دم	血液	دَم	血液	N;NOM;INDF;SG	N
دم	血	دَم	血	N;NOM;INDF;SG	N
دم	血跡	دَم	血跡	N;NOM;INDF;SG	N
دم	鮮血	دَم	鮮血	N;NOM;INDF;SG	N
الغازات	氣體	غَاز	氣體	N;NOM;DEF;PL	N
معدات	硬體	مُعَدَّات	硬體	N;NOM;INDF;PL	N
معدات	裝備	مُعَدَّات	裝備	N;NOM;INDF;PL	N
طابع	蓋章	طَابِع	蓋章	N;NOM;INDF;SG	N
طابع	郵票	طَابِع	郵票	N;NOM;INDF;SG	N
طابع	印章	طَابِع	印章	N;NOM;INDF;SG	N
التنفيذ	處	تَنفِيذ	處	N;NOM;DEF;SG	N
المبادئ	原則	مَبدَأ	原則	N;NOM;DEF;PL	N
التسويق	行銷	تَسوِيق	行銷	N;NOM;DEF;SG	N
السمك	魚類	سَمَك	魚類	N;NOM;DEF;SG	N
السمك	魚	سَمَك	魚	N;NOM;DEF;SG	N
السمك	魚兒	سَمَك	魚兒	N;NOM;DEF;SG	N
الخوف	恐懼	خَوف	恐懼	N;NOM;DEF;SG	N
تجميع	彙總	تَجمِيع	彙總	N;NOM;INDF;SG	N
مجرة	星系	مِجرَة	星系	N;NOM;INDF;SG	N
ذكرى	週年	ذِكرَى	週年	N;NOM;INDF;SG	N
ذكرى	記憶	ذِكرَى	記憶	N;NOM;INDF;SG	N
ذكرى	記憶	ذِكرَى	記憶	N;NOM;INDF;SG	N
ذكرى	記憶	ذِكرَى	記憶	N;NOM;INDF;SG	N
المحاكم	法庭	مَحكَمَة	法庭	N;NOM;DEF;PL	N
المحاكم	法庭	مَحكَمَة	法庭	N;NOM;DEF;PL	N
المحاكم	法院	مَحكَمَة	法院	N;NOM;DEF;PL	N
المحاكم	法庭	مَحكَمَة	法庭	N;NOM;DEF;PL	N
المحاكم	法院	مَحكَمَة	法院	N;NOM;DEF;PL	N
انهيار	折疊	اِنهِيَار	折疊	N;NOM;INDF;SG	N
انهيار	倒塌	اِنهِيَار	倒塌	N;NOM;INDF;SG	N
المكتبات	圖書	مَكتَبَة	圖書	N;NOM;DEF;PL	N
المكتبات	書店	مَكتَبَة	書店	N;NOM;DEF;PL	N
المشاة	步兵	مَاشِي	步兵	N;NOM;DEF;PL	N
الدهون	肥	دَهن	肥	N;NOM;DEF;PL	N
الدهون	脂	دَهن	脂	N;NOM;DEF;PL	N
الدهون	胖	دَهن	胖	N;NOM;DEF;PL	N
يشعر	感受	شَعَر	感受	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
الميدالية	獎章	مِيدَالِيَّة	獎章	N;NOM;DEF;SG	N
الميدالية	勳章	مِيدَالِيَّة	勳章	N;NOM;DEF;SG	N
الميدالية	獎牌	مِيدَالِيَّة	獎牌	N;NOM;DEF;SG	N
الميدالية	獎章	مِيدَالِيَّة	獎章	N;NOM;DEF;SG	N
السؤال	問題	سُؤَال	問題	N;NOM;DEF;SG	N
طرد	包裝	طَرد	包裝	N;NOM;INDF;SG	N
البول	尿	بَول	尿	N;NOM;DEF;SG	N
البول	尿	بَول	尿	N;NOM;DEF;SG	N
الرموز	符號	رَمز	符號	N;NOM;DEF;PL	N
مشرف	主管	مشرف	主管	N;NOM;INDF;SG	N
مشرف	督導	مشرف	督導	N;NOM;INDF;SG	N
الموجة	浪潮	مُوجَة	浪潮	N;NOM;DEF;SG	N
الموجة	波	مُوجَة	波	N;NOM;DEF;SG	N
الموجة	波浪	مُوجَة	波浪	N;NOM;DEF;SG	N
القوالب	樣板	قَالِب	樣板	N;NOM;DEF;PL	N
القوالب	模板	قَالِب	模板	N;NOM;DEF;PL	N
القوالب	模具	قَالِب	模具	N;NOM;DEF;PL	N
الكلي	宏觀	كُلِّيّ	宏觀	N;NOM;DEF;SG	N
كهربائي	電氣	كَهرَبَائِيّ	電氣	N;NOM;INDF;SG	N
كهربائي	電工	كَهرَبَائِيّ	電工	N;NOM;INDF;SG	N
كهربائي	電氣	كَهرَبَائِيّ	電氣	N;NOM;INDF;SG	N
كهربائي	電	كَهرَبَائِيّ	電	N;NOM;INDF;SG	N
كهربائي	電動	كَهرَبَائِيّ	電動	N;NOM;INDF;SG	N
الجمعيات	社團	جَمعِيَّة	社團	N;NOM;DEF;PL	N
الجمعيات	集會	جَمعِيَّة	集會	N;NOM;DEF;PL	N
الجمعيات	社會	جَمعِيَّة	社會	N;NOM;DEF;PL	N
مخاطر	風險	مَخَاطِر	風險	N;NOM;INDF;PL	N
التوجه	方向	تَوَجُّه	方向	N;NOM;DEF;SG	N
الكم	袖子	كَمّ	袖子	N;NOM;DEF;SG	N
الكم	袖套	كَمّ	袖套	N;NOM;DEF;SG	N
السد	壩	سُدّ	壩	N;NOM;DEF;SG	N
السد	水電	سُدّ	水電	N;NOM;DEF;SG	N
السد	水庫	سُدّ	水庫	N;NOM;DEF;SG	N
السد	大壩	سُدّ	大壩	N;NOM;DEF;SG	N
السد	水壩	سُدّ	水壩	N;NOM;DEF;SG	N
شهور	月	شَهر	月	N;NOM;INDF;PL	N
شهور	月份	شَهر	月份	N;NOM;INDF;PL	N
ميزانية	預算	مِيزَانِيَّة	預算	N;NOM;INDF;SG	N
الشريان	動脈	شَرِين	動脈	N;NOM;DEF;SG	N
العروض	優惠	عَرض	優惠	N;NOM;DEF;PL	N
لوحات	板	لَوحَة	板	N;NOM;INDF;PL	N
لوحات	油畫	لَوحَة	油畫	N;NOM;INDF;PL	N
لوحات	繪畫	لَوحَة	繪畫	N;NOM;INDF;PL	N
عمود	柱	عمود	柱	N;NOM;INDF;SG	N
عمود	專欄	عمود	專欄	N;NOM;INDF;SG	N
عمود	欄	عمود	欄	N;NOM;INDF;SG	N
الفيروسات	病毒	فَيرُوس	病毒	N;NOM;DEF;PL	N
الفيروسات	防毒	فَيرُوس	防毒	N;NOM;DEF;PL	N
البعثة	任務	بَعثَة	任務	N;NOM;DEF;SG	N
عمال	工人	عَامِل	工人	N;NOM;INDF;PL	N
تحميل	負載	تَحمِيل	負載	N;NOM;INDF;SG	N
مفتاح	鑰匙	مفتاح	鑰匙	N;NOM;INDF;SG	N
مفتاح	鍵	مفتاح	鍵	N;NOM;INDF;SG	N
مفتاح	關鍵	مفتاح	關鍵	N;NOM;INDF;SG	N
زواج	婚姻	زَوَاج	婚姻	N;NOM;INDF;SG	N
زواج	婚禮	زَوَاج	婚禮	N;NOM;INDF;SG	N
الكحول	醇	كُحُول	醇	N;NOM;DEF;SG	N
الكحول	酒精	كُحُول	酒精	N;NOM;DEF;SG	N
الكحول	酒	كُحُول	酒	N;NOM;DEF;SG	N
الكحول	酒類	كُحُول	酒類	N;NOM;DEF;SG	N
المساواة	平等	مُسَاوَاة	平等	N;NOM;DEF;SG	N
العملاء	客戶	عَمِيل	客戶	N;NOM;DEF;PL	N
العملاء	顧客	عَمِيل	顧客	N;NOM;DEF;PL	N
العملاء	客戶	عَمِيل	客戶	N;NOM;DEF;PL	N
مسؤولية	責任	مَسؤُولِيَّة	責任	N;NOM;INDF;SG	N
مسؤولية	負債	مَسؤُولِيَّة	負債	N;NOM;INDF;SG	N
مسؤولية	責任	مَسؤُولِيَّة	責任	N;NOM;INDF;SG	N
التلاميذ	學生	تِلمِيذ	學生	N;NOM;DEF;PL	N
خبر	新聞	خَبَر	新聞	N;NOM;INDF;SG	N
الاستقرار	穩定	اِستِقرَار	穩定	N;NOM;DEF;SG	N
تسعى	尋求	سَعَى	尋求	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
اقتراح	提案	اِقتِرَاح	提案	N;NOM;INDF;SG	N
رغبة	願望	رَغبَة	願望	N;NOM;INDF;SG	N
رغبة	慾望	رَغبَة	慾望	N;NOM;INDF;SG	N
الصندوق	箱	صُندُوق	箱	N;NOM;DEF;SG	N
الصندوق	框	صُندُوق	框	N;NOM;DEF;SG	N
الصندوق	盒	صُندُوق	盒	N;NOM;DEF;SG	N
الصندوق	盒子	صُندُوق	盒子	N;NOM;DEF;SG	N
الصندوق	方	صُندُوق	方	N;NOM;DEF;SG	N
الصندوق	基金	صُندُوق	基金	N;NOM;DEF;SG	N
الصندوق	樹幹	صُندُوق	樹幹	N;NOM;DEF;SG	N
الصليب	十字	صَلِيب	十字	N;NOM;DEF;SG	N
الصليب	十字	صَلِيب	十字	N;NOM;DEF;SG	N
الصليب	交叉	صَلِيب	交叉	N;NOM;DEF;SG	N
مشهورة	著名	مَشهُور	著名	ADJ;NOM;INDF;FEM;SG	ADJ
حروف	信	حَرف	信	N;NOM;INDF;PL	N
حروف	字母	حَرف	字母	N;NOM;INDF;PL	N
حروف	信件	حَرف	信件	N;NOM;INDF;PL	N
مشاة	步兵	مَاشِي	步兵	N;NOM;INDF;PL	N
سمح	允許	سَمَح	允許	V;PFV;MASC;SG;3;ACT	V
النصب	碑	نَصب	碑	N;NOM;DEF;SG	N
بريد	郵件	بَرِيد	郵件	N;NOM;INDF;SG	N
بريد	郵寄	بَرِيد	郵寄	N;NOM;INDF;SG	N
