rodzeństwa	兄妹	rodzeństwo	兄妹	N;NOM;NEUT;SG	N
ciężar	份量	ciężar	份量	N;NOM;MASC;SG	N
rękopisy	手稿	rękopis	手稿	N;NOM;MASC;PL	N
targi	展覽	targa	展覽	N;NOM;MASC;PL	N
targi	展	targa	展	N;NOM;MASC;PL	N
targi	展覽	targa	展覽	N;NOM;MASC;PL	N
targi	公平	targa	公平	N;NOM;MASC;PL	N
wybitny	傑出	wybitny	傑出	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
epizod	插曲	epizod	插曲	N;NOM;MASC;SG	N
epizod	集	epizod	集	N;NOM;MASC;SG	N
wspomnieć	提及	wspomnieć	提及	V;PFV;NFIN;ACT	V
mleka	乳	mleko	乳	N;GEN;NEUT;SG	N
mleka	牛奶	mleko	牛奶	N;GEN;NEUT;SG	N
mleka	奶	mleko	奶	N;GEN;NEUT;SG	N
anteny	天線	antena	天線	N;ACC;FEM;PL	N
komentarzy	意見	komentarz	意見	N;GEN;MASC;PL	N
fundusze	基金	fundusz	基金	N;NOM;MASC;PL	N
fundusze	資金	fundusz	資金	N;NOM;MASC;PL	N
fundusze	基金	fundusz	基金	N;NOM;MASC;PL	N
modułu	單元	moduł	單元	N;GEN;MASC;SG	N
modułu	模組	moduł	模組	N;GEN;MASC;SG	N
wąskie	狹窄	wąsk	狹窄	ADJ;NOM;NEUT;SG	ADJ
magazyny	雜誌	magazyn	雜誌	N;NOM;MASC;PL	N
kwasów	酸	kwas	酸	N;GEN;MASC;PL	N
atmosferę	氣氛	atmosfera	氣氛	N;ACC;FEM;SG	N
atmosferę	大氣	atmosfera	大氣	N;ACC;FEM;SG	N
atmosferę	大氣	atmosfera	大氣	N;ACC;FEM;SG	N
atmosferę	氛圍	atmosfera	氛圍	N;ACC;FEM;SG	N
zamknięcie	關機	zamknięcie	關機	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N
logiki	邏輯	logika	邏輯	N;GEN;FEM;SG	N
pożywienia	營養	pożywienie	營養	N;GEN;NEUT;SG	N
trans	跨	trans	跨		
portale	門戶	portal	門戶	N;NOM;MASC;PL	N
niezależność	獨立	niezależność	獨立	N;NOM;FEM;SG	N
genealogia	家譜	genealogia	家譜	N;NOM;FEM;SG	N
galaxy	星系	galar	星系	N;ACC;MASC;SG	N
ławki	書	ławka	書	N;ACC;FEM;PL	N
ławki	板凳	ławka	板凳	N;ACC;FEM;PL	N
ławki	長凳	ławka	長凳	N;ACC;FEM;PL	N
ławki	長椅	ławka	長椅	N;ACC;FEM;PL	N
ławki	板凳	ławka	板凳	N;ACC;FEM;PL	N
anatomii	解剖	anatomia	解剖		
postęp	進步	postęp	進步	N;NOM;MASC;SG	N
postęp	進度	postęp	進度	N;NOM;MASC;SG	N
rejony	區域	rejon	區域	N;NOM;MASC;PL	N
łańcucha	鏈	łańcuch	鏈	N;GEN;MASC;SG	N
łańcucha	連鎖	łańcuch	連鎖	N;GEN;MASC;SG	N
łańcucha	鏈	łańcuch	鏈	N;GEN;MASC;SG	N
okazów	標本	okaz	標本	N;GEN;MASC;PL	N
mnicha	僧侶	mnichy	僧侶	N;ACC;MASC;SG	N
mnicha	僧	mnichy	僧	N;ACC;MASC;SG	N
ekranu	螢幕	ekran	螢幕	N;GEN;MASC;SG	N
dusza	靈魂	dusza	靈魂	N;NOM;FEM;SG	N
obcy	異形	obcy	異形	N;NOM;MASC;SG	N
obcy	外星	obcy	外星	N;NOM;MASC;SG	N
obcy	異形	obcy	異形	N;NOM;MASC;SG	N
obcy	外僑	obcy	外僑	N;NOM;MASC;SG	N
obcy	外國	obcy	外國	N;NOM;MASC;SG	N
obcy	外星	obcy	外星	N;NOM;MASC;SG	N
obcy	陌生	obcy	陌生	N;NOM;MASC;SG	N
certyfikat	認證	certyfikat	認證	N;ACC;MASC;SG	N
certyfikat	憑證	certyfikat	憑證	N;ACC;MASC;SG	N
certyfikat	證書	certyfikat	證書	N;ACC;MASC;SG	N
certyfikat	認證	certyfikat	認證	N;ACC;MASC;SG	N
sługa	傭人	sługa	傭人	N;NOM;MASC;SG	N
odsetek	百分	odsetka	百分	N;ACC;MASC;SG	N
odsetek	比例	odsetka	比例	N;ACC;MASC;SG	N
odsetek	興趣	odsetka	興趣	N;ACC;MASC;SG	N
odsetek	利息	odsetka	利息	N;ACC;MASC;SG	N
zapytanie	查詢	zapytać	查詢	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N
zapytanie	查詢	zapytać	查詢	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N
symbolu	符號	symbol	符號	N;GEN;MASC;SG	N
rozwinąć	擴張	rozwinąć	擴張	V;PFV;NFIN;ACT	V
rozwinąć	擴展	rozwinąć	擴展	V;PFV;NFIN;ACT	V
rozwinąć	拓展	rozwinąć	拓展	V;PFV;NFIN;ACT	V
rozwinąć	擴大	rozwinąć	擴大	V;PFV;NFIN;ACT	V
dziki	狂	dzik	狂	N;NOM;MASC;SG	N
dziki	野性	dzik	野性	N;NOM;MASC;SG	N
dziki	野生	dzik	野生	N;NOM;MASC;SG	N
dziki	野人	dzik	野人	N;NOM;MASC;SG	N
dziki	野蠻	dzik	野蠻	N;NOM;MASC;SG	N
dziki	凶	dzik	凶	N;NOM;MASC;SG	N
dziki	兇猛	dzik	兇猛	N;NOM;MASC;SG	N
zebranie	聚會	zebranie	聚會	N;NOM;NEUT;SG	N
zebranie	會議	zebranie	會議	N;NOM;NEUT;SG	N
obywatelstwa	公民	obywatelstwo	公民	N;NOM;NEUT;SG	N
kilogramów	千克	kilogram	千克	N;GEN;MASC;PL	N
kilogramów	公斤	kilogram	公斤	N;GEN;MASC;PL	N
rich	富	richy	富		
strajk	罷工	strajk	罷工	N;NOM;MASC;SG	N
bramę	門	brama	門	N;ACC;FEM;SG	N
bramę	大門	brama	大門	N;ACC;FEM;SG	N
kolumnie	柱	kolumna	柱	N;DAT;FEM;SG	N
kolumnie	專欄	kolumna	專欄	N;DAT;FEM;SG	N
kolumnie	欄	kolumna	欄	N;DAT;FEM;SG	N
wydawać	花費	wydawać	花費	V;IPFV;NFIN;ACT	V
życiorys	傳記	życiorys	傳記	N;NOM;MASC;SG	N
życiorys	自傳	życiorys	自傳	N;NOM;MASC;SG	N
życiorys	履歷	życiorys	履歷	N;NOM;MASC;SG	N
życiorys	簡歷	życiorys	簡歷	N;NOM;MASC;SG	N
komunikat	通訊	komunikat	通訊	N;NOM;MASC;SG	N
komunikat	留言	komunikat	留言	N;NOM;MASC;SG	N
komunikat	訊息	komunikat	訊息	N;NOM;MASC;SG	N
komunikat	信件	komunikat	信件	N;NOM;MASC;SG	N
podatek	稅務	podatek	稅務	N;ACC;MASC;SG	N
podatek	稅	podatek	稅	N;ACC;MASC;SG	N
podatek	稅	podatek	稅	N;ACC;MASC;SG	N
podatek	稅金	podatek	稅金	N;ACC;MASC;SG	N
oświadczenie	宣言	oświadczenie	宣言	N;NOM;NEUT;SG	N
uczuć	感情	uczucie	感情	N;GEN;NEUT;PL	N
wygrać	贏	wygrać	贏	V;PFV;NFIN;ACT	V
klinice	門診	klinika	門診	N;DAT;FEM;SG	N
klinice	診	klinika	診	N;DAT;FEM;SG	N
geometrii	幾何	geometria	幾何	N;GEN;FEM;SG	N
sygnały	訊號	sygnał	訊號	N;NOM;MASC;PL	N
chronić	保護	chronić	保護	V;IPFV;NFIN;ACT	V
zapisy	紀錄	zapis	紀錄	N;NOM;MASC;PL	N
zapisy	條目	zapis	條目	N;NOM;MASC;PL	N
uszkodzenie	損壞	uszkodzić	損壞	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N
uszkodzenie	損傷	uszkodzić	損傷	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N
uszkodzenie	損傷	uszkodzić	損傷	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N
uszkodzenie	損壞	uszkodzić	損壞	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N
uszkodzenie	損害	uszkodzić	損害	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N
rozgłos	宣傳	rozgłos	宣傳	N;NOM;MASC;SG	N
dziewczynka	女生	dziewczynka	女生	N;NOM;FEM;SG	N
dziewczynka	姑娘	dziewczynka	姑娘	N;NOM;FEM;SG	N
dziewczynka	女孩	dziewczynka	女孩	N;NOM;FEM;SG	N
zbudować	建	zbudować	建	V;PFV;NFIN;ACT	V
zbudować	建立	zbudować	建立	V;PFV;NFIN;ACT	V
uczucie	感覺	uczucie	感覺	N;NOM;NEUT;SG	N
polowania	獵	polowanie	獵	N;NOM;NEUT;SG	N
morderca	殺手	morderca	殺手	N;NOM;MASC;SG	N
morderca	刺客	morderca	刺客	N;NOM;MASC;SG	N
babcia	祖母	babcia	祖母	N;NOM;FEM;SG	N
babcia	奶奶	babcia	奶奶	N;NOM;FEM;SG	N
edytor	編輯	edytor	編輯	N;NOM;MASC;SG	N
reguła	細則	reguła	細則	N;NOM;FEM;SG	N
łączność	通訊	łączność	通訊	N;NOM;FEM;SG	N
zagadnienie	題目	zagadnić	題目	N;NOM;NEUT;SG	N
zagadnienie	話題	zagadnić	話題	N;NOM;NEUT;SG	N
zagadnienie	專題	zagadnić	專題	N;NOM;NEUT;SG	N
zagadnienie	主題	zagadnić	主題	N;NOM;NEUT;SG	N
partnera	伴侶	partner	伴侶	N;ACC;MASC;SG	N
partnera	夥伴	partner	夥伴	N;ACC;MASC;SG	N
partnera	搭檔	partner	搭檔	N;ACC;MASC;SG	N
organizmy	有	organizm	有	V;IPFV;IMP;PL;1;FIN;ACT	V
organizmy	有	organizm	有	V;IPFV;IMP;PL;1;FIN;ACT	V
sobotę	星期	sobota	星期	N;ACC;FEM;SG	N
sobotę	週六	sobota	週六	N;ACC;FEM;SG	N
netto	淨	netto	淨		
zapotrzebowanie	需求	zapotrzebowanie	需求	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N
msza	質量	msza	質量	N;NOM;FEM;SG	N
msza	彌撒	msza	彌撒	N;NOM;FEM;SG	N
równości	平等	równość	平等	N;GEN;FEM;SG	N
polecam	推薦	polecać	推薦	V;IPFV;IND;SG;1;PRS;FIN;ACT	V
myśliwiec	拳手	myśliwiec	拳手	N;NOM;MASC;SG	N
myśliwiec	鬥士	myśliwiec	鬥士	N;NOM;MASC;SG	N
kąta	角度	kąta	角度	N;GEN;MASC;SG	N
kąta	角	kąta	角	N;GEN;MASC;SG	N
umysł	腦子	umysł	腦子	N;NOM;MASC;SG	N
umysł	大腦	umysł	大腦	N;NOM;MASC;SG	N
umysł	腦	umysł	腦	N;NOM;MASC;SG	N
umysł	腦	umysł	腦	N;NOM;MASC;SG	N
umysł	頭腦	umysł	頭腦	N;NOM;MASC;SG	N
umysł	心靈	umysł	心靈	N;NOM;MASC;SG	N
klanu	氏族	klan	氏族	N;GEN;MASC;SG	N
klanu	部族	klan	部族	N;GEN;MASC;SG	N
klanu	氏	klan	氏	N;GEN;MASC;SG	N
renowacji	整修	renowacja	整修	N;GEN;FEM;SG	N
renowacji	翻新	renowacja	翻新	N;GEN;FEM;SG	N
renowacji	裝修	renowacja	裝修	N;GEN;FEM;SG	N
renowacji	整修	renowacja	整修	N;GEN;FEM;SG	N
renowacji	翻新	renowacja	翻新	N;GEN;FEM;SG	N
mnisi	僧侶	małić	僧侶	N;NOM;MASC;PL	N
przewozu	馬車	przewóz	馬車	N;GEN;MASC;SG	N
muzea	博物	muzea	博物	N;NOM;NEUT;PL	N
pomysły	想法	pomysł	想法	N;NOM;MASC;PL	N
inwestycje	投資	inwestycja	投資	N;NOM;FEM;PL	N
inwestycje	投資	inwestycja	投資	N;NOM;FEM;PL	N
inwestycje	投資	inwestycja	投資	N;NOM;FEM;PL	N
klejnot	寶石	klejnot	寶石	N;NOM;MASC;SG	N
klejnot	寶石	klejnot	寶石	N;NOM;MASC;SG	N
akwarium	水族	akwarium	水族	N;ACC;NEUT;SG	N
akwarium	水族	akwarium	水族	N;ACC;NEUT;SG	N
hodowla	農耕	hodowle	農耕	N;NOM;FEM;SG	N
hodowla	耕作	hodowle	耕作	N;NOM;FEM;SG	N
hodowla	務	hodowle	務	N;NOM;FEM;SG	N
hodowla	農業	hodowle	農業	N;NOM;FEM;SG	N
grzyb	真菌	grzyb	真菌	N;NOM;MASC;SG	N
grzyb	蘑菇	grzyb	蘑菇	N;NOM;MASC;SG	N
obrót	行銷	obrót	行銷	N;NOM;MASC;SG	N
obrót	輪值	obrót	輪值	N;NOM;MASC;SG	N
obrót	支點	obrót	支點	N;NOM;MASC;SG	N
obrót	週轉	obrót	週轉	N;NOM;MASC;SG	N
poświęcenie	奉獻	poświęcenie	奉獻	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N
poświęcenie	犧牲	poświęcenie	犧牲	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N
poświęcenie	奉獻	poświęcenie	奉獻	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N
naruszenie	違約	naruszenie	違約	N;NOM;NEUT;SG	N
peron	站台	peron	站台	N;NOM;MASC;SG	N
peron	平台	peron	平台	N;NOM;MASC;SG	N
sanatorium	療	sanatorium	療	N;NOM;NEUT;SG	N
rozprawę	論文	rozprawa	論文	N;ACC;FEM;SG	N
pielęgniarka	護士	pielęgniarka	護士	N;NOM;FEM;SG	N
branża	部門	branż	部門	N;NOM;FEM;SG	N
branża	工業	branż	工業	N;NOM;FEM;SG	N
branża	產業	branż	產業	N;NOM;FEM;SG	N
branża	行業	branż	行業	N;NOM;FEM;SG	N
branża	業界	branż	業界	N;NOM;FEM;SG	N
zając	野兔	zając	野兔	N;NOM;MASC;SG	N
zając	兔	zając	兔	N;NOM;MASC;SG	N
zając	野兔	zając	野兔	N;NOM;MASC;SG	N
zając	兔	zając	兔	N;NOM;MASC;SG	N
zając	兔子	zając	兔子	N;NOM;MASC;SG	N
technologie	技術	technologia	技術	N;NOM;FEM;PL	N
technologie	技術	technologia	技術	N;NOM;FEM;PL	N
technologie	科技	technologia	科技	N;NOM;FEM;PL	N
deszcz	雨	deszcz	雨	N;NOM;MASC;SG	N
deszcz	下雨	deszcz	下雨	N;NOM;MASC;SG	N
deszcz	雨水	deszcz	雨水	N;NOM;MASC;SG	N
małżeństw	婚姻	małżeństwo	婚姻	N;GEN;NEUT;PL	N
stopa	腳	stopa	腳	N;NOM;FEM;SG	N
stopa	英尺	stopa	英尺	N;NOM;FEM;SG	N
stopa	速率	stopa	速率	N;NOM;FEM;SG	N
stopa	率	stopa	率	N;NOM;FEM;SG	N
stopa	利率	stopa	利率	N;NOM;FEM;SG	N
formacje	編隊	formacja	編隊	N;NOM;FEM;PL	N
chory	生病	chory	生病	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V
chory	生病	chory	生病	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V
geolog	地質	geolog	地質	N;NOM;MASC;SG	N
wędrówki	徘徊	wędrówka	徘徊	N;ACC;FEM;PL	N
prawdopodobieństwa	概率	prawdopodobieństwo	概率	N;NOM;NEUT;SG	N
prawdopodobieństwa	概率	prawdopodobieństwo	概率	N;NOM;NEUT;SG	N
prawdopodobieństwa	可能	prawdopodobieństwo	可能	N;NOM;NEUT;SG	N
urodziny	生日	urodziny	生日	N;NOM;NEUT;PL	N
urodziny	生日	urodziny	生日	N;NOM;NEUT;PL	N
pętla	環	pętlać	環	N;NOM;FEM;SG	N
pętla	迴圈	pętlać	迴圈	N;NOM;FEM;SG	N
węża	蛇	wąż	蛇	N;ACC;MASC;SG	N
górników	礦	górnik	礦	N;ACC;MASC;PL	N
strach	恐懼	strach	恐懼	N;NOM;MASC;SG	N
jakikolwiek	任何	jakikolwiek	任何	DET;NOM;MASC;SG	DET
cukru	食糖	cukr	食糖	N;GEN;MASC;SG	N
cukru	糖業	cukr	糖業	N;GEN;MASC;SG	N
cukru	糖	cukr	糖	N;GEN;MASC;SG	N
marzeń	夢	marzenie	夢	N;GEN;NEUT;PL	N
marzeń	夢境	marzenie	夢境	N;GEN;NEUT;PL	N
marzeń	夢想	marzenie	夢想	N;GEN;NEUT;PL	N
nośniki	媒體	nośnik	媒體	N;NOM;MASC;PL	N
nośniki	媒介	nośnik	媒介	N;NOM;MASC;PL	N
klient	客戶	klient	客戶	N;NOM;MASC;SG	N
klient	顧客	klient	顧客	N;NOM;MASC;SG	N
klient	客戶	klient	客戶	N;NOM;MASC;SG	N
strzelcy	射手	strzelec	射手	N;NOM;MASC;PL	N
strzelcy	槍手	strzelec	槍手	N;NOM;MASC;PL	N
terroru	恐	terror	恐	N;GEN;MASC;SG	N
terroru	恐怖	terror	恐怖	N;GEN;MASC;SG	N
konwój	船隊	konwój	船隊	N;NOM;MASC;SG	N
konwój	車隊	konwój	車隊	N;NOM;MASC;SG	N
staż	實習	staż	實習	N;NOM;MASC;SG	N
odporność	阻力	odporność	阻力	N;ACC;FEM;SG	N
odporność	電阻	odporność	電阻	N;ACC;FEM;SG	N
odporność	豁免權	odporność	豁免權	N;ACC;FEM;SG	N
odporność	免疫	odporność	免疫	N;ACC;FEM;SG	N
odporność	韌性	odporność	韌性	N;ACC;FEM;SG	N
deklaracja	宣言	deklaracja	宣言	N;NOM;FEM;SG	N
sprzeczności	矛盾	sprzeczność	矛盾	N;GEN;FEM;SG	N
sprzeczności	矛盾	sprzeczność	矛盾	N;GEN;FEM;SG	N
wpisy	警示	wpis	警示	N;NOM;MASC;PL	N
wpisy	條目	wpis	條目	N;NOM;MASC;PL	N
niższa	更低	nissza	更低	ADJ;NOM;CMPR;FEM;SG	ADJ
niższa	較低	nissza	較低	ADJ;NOM;CMPR;FEM;SG	ADJ
dostawy	裝運	dostawa	裝運	N;ACC;MASC;SG	N
dostawy	用品	dostawa	用品	N;ACC;MASC;SG	N
epoka	紀元	epoka	紀元	N;NOM;FEM;SG	N
wizja	視覺	wizja	視覺	N;NOM;FEM;SG	N
wizja	願景	wizja	願景	N;NOM;FEM;SG	N
wizja	展望	wizja	展望	N;NOM;FEM;SG	N
kazania	傳道	kazanie	傳道	N;NOM;NEUT;SG	N
rytm	韻律	rytm	韻律	N;NOM;MASC;SG	N
rytm	節奏	rytm	節奏	N;NOM;MASC;SG	N
formowania	成型	formować	成型	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	N
przeszkody	壁壘	przeszkoda	壁壘	N;NOM;FEM;PL	N
przeszkody	屏障	przeszkoda	屏障	N;NOM;FEM;PL	N
przeszkody	障礙	przeszkoda	障礙	N;NOM;FEM;PL	N
przeszkody	障礙	przeszkoda	障礙	N;NOM;FEM;PL	N
przeszkody	障礙	przeszkoda	障礙	N;NOM;FEM;PL	N
eksperymentów	試驗	eksperyment	試驗	N;GEN;MASC;PL	N
eksperymentów	實驗	eksperyment	實驗	N;GEN;MASC;PL	N
turbiny	渦輪	turbina	渦輪	N;ACC;FEM;PL	N
turbiny	輪機	turbina	輪機	N;ACC;FEM;PL	N
turbiny	渦輪	turbina	渦輪	N;ACC;FEM;PL	N
mięso	肉	mięso	肉	N;NOM;NEUT;SG	N
mięso	肉類	mięso	肉類	N;NOM;NEUT;SG	N
przedmieścia	郊區	przedmieścia	郊區	N;NOM;NEUT;PL	N
przedmieścia	郊區	przedmieścia	郊區	N;NOM;NEUT;PL	N
przedmieścia	郊區	przedmieścia	郊區	N;NOM;NEUT;PL	N
witam	歡迎	witać	歡迎	V;IPFV;IND;SG;1;PRS;FIN;ACT	V
najmłodszych	最小	mody	最小	ADJ;ACC;CMPR;MASC;PL	ADJ
cecha	特性	cechać	特性	N;NOM;FEM;SG	N
cecha	特點	cechać	特點	N;NOM;FEM;SG	N
cecha	特徵	cechać	特徵	N;NOM;FEM;SG	N
cecha	功能	cechać	功能	N;NOM;FEM;SG	N
cecha	特色	cechać	特色	N;NOM;FEM;SG	N
cecha	特徵	cechać	特徵	N;NOM;FEM;SG	N
cecha	特質	cechać	特質	N;NOM;FEM;SG	N
kurier	信使	kurier	信使	N;NOM;MASC;SG	N
napisy	字幕	napis	字幕	N;NOM;MASC;PL	N
macierz	母體	macierz	母體	N;NOM;FEM;SG	N
macierz	矩陣	macierz	矩陣	N;NOM;FEM;SG	N
konsorcjum	財團	konsorcjum	財團	N;NOM;NEUT;SG	N
skórę	肌膚	skóra	肌膚	N;ACC;FEM;SG	N
rezydencja	住宅	rezydencja	住宅	N;NOM;FEM;SG	N
rezydencja	居所	rezydencja	居所	N;NOM;FEM;SG	N
rezydencja	住宅	rezydencja	住宅	N;NOM;FEM;SG	N
rezydencja	官邸	rezydencja	官邸	N;NOM;FEM;SG	N
modernizację	現代	modernizacja	現代	N;ACC;FEM;SG	N
dialekt	話	dialekt	話	N;NOM;MASC;SG	N
dialekt	方言	dialekt	方言	N;NOM;MASC;SG	N
krewnych	親屬	krewny	親屬	N;ACC;MASC;PL	N
krewnych	親戚	krewny	親戚	N;ACC;MASC;PL	N
politycy	政治	polityk	政治	N;NOM;MASC;PL	N
politycy	政治	polityk	政治	N;NOM;MASC;PL	N
politycy	政界	polityk	政界	N;NOM;MASC;PL	N
politycy	政客	polityk	政客	N;NOM;MASC;PL	N
politycy	政治	polityk	政治	N;NOM;MASC;PL	N
politycy	政客	polityk	政客	N;NOM;MASC;PL	N
politycy	政治	polityk	政治	N;NOM;MASC;PL	N
śmigłowiec	直升	śmigłowiec	直升	N;NOM;MASC;SG	N
interfejs	介面	interfejs	介面	N;NOM;MASC;SG	N
zagranicą	國外	zagranica	國外	N;INS;FEM;SG	N
przypominam	提醒	przypominać	提醒	V;IPFV;IND;SG;1;PRS;FIN;ACT	V
kliniki	診	klinika	診	N;GEN;FEM;SG	N
kliniki	門診	klinika	門診	N;GEN;FEM;SG	N
kliniki	診	klinika	診	N;GEN;FEM;SG	N
minerałów	礦	minerał	礦	N;GEN;MASC;PL	N
minerałów	礦物	minerał	礦物	N;GEN;MASC;PL	N
minerałów	礦	minerał	礦	N;GEN;MASC;PL	N
magazynie	倉庫	magazyn	倉庫	N;DAT;MASC;SG	N
magazynie	倉儲	magazyn	倉儲	N;DAT;MASC;SG	N
bogata	豐富	bogat	豐富	ADJ;NOM;FEM;SG	ADJ
bogata	富裕	bogat	富裕	ADJ;NOM;FEM;SG	ADJ
humoru	幽默	humor	幽默	N;GEN;MASC;SG	N
humoru	幽默	humor	幽默	N;GEN;MASC;SG	N
publiczność	觀眾	publiczność	觀眾	N;NOM;FEM;SG	N
osocza	等	osocze	等	N;GEN;NEUT;SG	N
osocza	血漿	osocze	血漿	N;GEN;NEUT;SG	N
mitologia	神話	mitologia	神話	N;NOM;FEM;SG	N
omega	ō	omeg	ō		
konfiguracji	配置	konfiguracja	配置	N;GEN;FEM;SG	N
najmłodszy	最小	młody	最小	ADJ;NOM;CMPR;MASC;SG	ADJ
fizjologii	生理	fizjologia	生理	N;GEN;FEM;SG	N
eksport	出口	eksport	出口	N;NOM;MASC;SG	N
eksport	出口	eksport	出口	N;NOM;MASC;SG	N
zebrania	會議	zebraniać	會議	N;NOM;NEUT;SG	N
dyplomacji	外交	dyplomacja	外交	N;GEN;FEM;SG	N
zawory	閥	zawór	閥	N;NOM;MASC;PL	N
zawory	閥門	zawór	閥門	N;NOM;MASC;PL	N
wesele	婚禮	wesele	婚禮	N;NOM;NEUT;SG	N
zalety	優點	zaleta	優點	N;NOM;MASC;PL	N
zalety	長處	zaleta	長處	N;NOM;MASC;PL	N
zalety	優勢	zaleta	優勢	N;NOM;MASC;PL	N
przeszłość	過往	przeszłość	過往	N;NOM;FEM;SG	N
przeszłość	過去	przeszłość	過去	N;NOM;FEM;SG	N
siatki	籃網	siatka	籃網	N;GEN;FEM;SG	N
siatki	漁網	siatka	漁網	N;GEN;FEM;SG	N
siatki	蚊帳	siatka	蚊帳	N;GEN;FEM;SG	N
siatki	電網	siatka	電網	N;GEN;FEM;SG	N
szacunek	尊重	szacunek	尊重	N;ACC;MASC;SG	N
pomieszczenie	房間	pomieszczenie	房間	N;NOM;NEUT;SG	N
pomieszczenie	房	pomieszczenie	房	N;NOM;NEUT;SG	N
zrezygnować	辭職	zrezygnować	辭職	V;PFV;NFIN;ACT	V
korespondencji	書信	korespondencja	書信	N;GEN;FEM;SG	N
kochanka	情婦	kochanka	情婦	N;NOM;FEM;SG	N
kochanka	女	kochanka	女	N;NOM;FEM;SG	N
kochanka	愛人	kochanka	愛人	N;NOM;FEM;SG	N
kochanka	情人	kochanka	情人	N;NOM;FEM;SG	N
władcę	尺子	władca	尺子	N;ACC;MASC;SG	N
alfabet	字母	alfabet	字母	N;NOM;MASC;SG	N
ciągł	持續	ciąg	持續	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V
hełm	頭盔	hełm	頭盔	N;ACC;MASC;SG	N
hełm	盔	hełm	盔	N;ACC;MASC;SG	N
potasu	鉀	potas	鉀	N;NOM;MASC;SG	N
zapewniają	確保	zapewniać	確保	V;IPFV;IND;PL;3;PRS;FIN;ACT	V
gospodarza	主機	gospodarz	主機	N;ACC;MASC;SG	N
pasek	脫衣	pask	脫衣	N;NOM;MASC;SG	N
pasek	地帶	pask	地帶	N;NOM;MASC;SG	N
pasek	皮帶	pask	皮帶	N;NOM;MASC;SG	N
pasek	腰帶	pask	腰帶	N;NOM;MASC;SG	N
pasek	皮帶	pask	皮帶	N;NOM;MASC;SG	N
wyborców	選民	wyborca	選民	N;ACC;MASC;PL	N
zaplanowano	排定	zaplanować	排定	V;PFV;IND;0;PST;FIN;ACT	V
dobór	挑選	dobór	挑選	V;IPFV;IND;PRS;FIN;ACT	V
dobór	選取	dobór	選取	V;IPFV;IND;PRS;FIN;ACT	V
dobór	選擇	dobór	選擇	V;IPFV;IND;PRS;FIN;ACT	V
triumf	勝利	triumf	勝利	N;NOM;MASC;SG	N
umożliwić	啟用	umożliwić	啟用	V;PFV;NFIN;ACT	V
umożliwić	允許	umożliwić	允許	V;PFV;NFIN;ACT	V
wieżowiec	摩天	wieżowiec	摩天	N;NOM;MASC;SG	N
wymarły	滅絕	wymrzeć	滅絕	V;PFV;MASC;IND;SG;PST;FIN;ACT	V
okazy	標本	okaz	標本	N;NOM;MASC;PL	N
okazy	樣本	okaz	樣本	N;NOM;MASC;PL	N
okazy	標本	okaz	標本	N;NOM;MASC;PL	N
wanna	浴盆	wanna	浴盆	N;NOM;FEM;SG	N
wanna	浴缸	wanna	浴缸	N;NOM;FEM;SG	N
wanna	浴缸	wanna	浴缸	N;NOM;FEM;SG	N
wanna	浴	wanna	浴	N;NOM;FEM;SG	N
zróżnicowane	多樣	zróżnicować	多樣	ADJ;NOM;NEUT;SG	ADJ
filtr	篩選	filtr	篩選	N;NOM;MASC;SG	N
filtr	過濾	filtr	過濾	N;NOM;MASC;SG	N
strachu	恐懼	strach	恐懼	N;GEN;MASC;SG	N
elvis	貓	elvis	貓	N;NOM;MASC;SG	N
kruk	烏鴉	kruk	烏鴉	N;NOM;MASC;SG	N
kruk	烏鴉	kruk	烏鴉	N;NOM;MASC;SG	N
ekonomia	經濟	ekonomia	經濟	N;NOM;FEM;SG	N
ekonomia	經濟	ekonomia	經濟	N;NOM;FEM;SG	N
ekonomia	經濟	ekonomia	經濟	N;NOM;FEM;SG	N
rywali	對手	rywać	對手	N;ACC;MASC;PL	N
raju	天堂	raj	天堂	N;GEN;MASC;SG	N
raju	樂園	raj	樂園	N;GEN;MASC;SG	N
zamki	鎖	zamek	鎖	V;IPFV;IND;PRS;FIN;ACT	V
etapach	階段	etap	階段	N;GEN;MASC;PL	N
emocje	情感	emocja	情感	N;NOM;FEM;PL	N
emocje	感情	emocja	感情	N;NOM;FEM;PL	N
emocje	情緒	emocja	情緒	N;NOM;FEM;PL	N
emocje	情感	emocja	情感	N;NOM;FEM;PL	N
