ve	e	ve	e	CONJ	CONJ
yaşlı	maior	yaşlı	maior	ADJ	ADJ
alanları	campos	alan	campo	N;ACC;PL;3	N
alanları	campo	alan	campo	N;ACC;PL;3	N
alanları	leiras	alan	leira	N;ACC;PL;3	N
alanları	zonas	alan	zona	N;ACC;PL;3	N
alanları	áreas	alan	área	N;ACC;PL;3	N
oluşturulan	xerado	oluş	xerar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
oluşturulan	creamos	oluş	crear	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
oluşturulan	creou	oluş	crear	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
oluşturulan	creado	oluş	crear	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
oluşturulan	creei	oluş	crear	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
oluşturulan	creados	oluş	crear	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
karakteri	carácter	karakteri	carácter	N;ESS;SG;3	N
esnasında	na	esna	na	N;ESS;SG;3	N
devletler	estados	devlet	estado	N;NOM;PL;3	N
tour	xira	tour	xira	N;NOM;SG;3	N
açıldı	abrimos	aç	abrimo	V;PFV;IND;SG;3;POS;PST;PASS	V
açıldı	abriu	aç	abriu	V;PFV;IND;SG;3;POS;PST;PASS	V
yerleri	lugares	yer	lugar	N;ACC;PL;3	N
yerleri	sitios	yer	sitio	N;ACC;PL;3	N
yerleri	lugares	yer	lugar	N;ACC;PL;3	N
sabah	día	sabah	día	N;NOM;SG;3	N
sabah	pola	sabah	pola	N;NOM;SG;3	N
sabah	días	sabah	día	N;NOM;SG;3	N
sabah	bos	sabah	bo	N;NOM;SG;3	N
gruplar	dous	grup	dous	N;NOM;PL;3	N
gruplar	grupos	grup	grupo	N;NOM;PL;3	N
filmler	filmes	film	filme	N;NOM;PL;3	N
filmler	filmes	film	filme	N;NOM;PL;3	N
filmler	cinema	film	cinema	N;NOM;PL;3	N
sistemleri	sistemas	sistem	sistema	N;ACC;PL;3	N
hareketler	movemento	hareket	movemento	N;NOM;PL;3	N
hareketler	movementos	hareket	movemento	N;NOM;PL;3	N
hareketler	movimento	hareket	movimento	N;NOM;PL;3	N
hareketler	xesto	hareket	xesto	N;NOM;PL;3	N
hareketler	accións	hareket	acción	N;NOM;PL;3	N
hareketler	actividade	hareket	actividade	N;NOM;PL;3	N
hareketler	movementos	hareket	movemento	N;NOM;PL;3	N
komitesi	comité	komite	comité	N;NOM;SG;3	N
edebiyatı	literatura	edebiyat	literatura	N;ACC;SG;3	N
filmleri	filmes	film	filme	N;ACC;PL;3	N
ödüller	premios	ödül	premio	N;NOM;PL;3	N
servisi	servizo	servi	servizo	N;NOM;SG;3	N
sıcaklık	temperatura	sıcaklık	temperatura	N;NOM;SG;3	N
sıcaklık	calefacción	sıcaklık	calefacción	N;NOM;SG;3	N
sıcaklık	calor	sıcaklık	calor	N;NOM;SG;3	N
sıcaklık	calor	sıcaklık	calor	N;NOM;SG;3	N
ürünleri	produtos	ürün	produto	N;ACC;PL;3	N
ürünleri	orixe	ürün	orixe	N;ACC;PL;3	N
aracılığıyla	través	aracılık	través	N;INS;SG;3	N
aracılığıyla	rúa	aracılık	rúa	N;INS;SG;3	N
aracılığıyla	través	aracılık	través	N;INS;SG;3	N
geç	mo	geç	mo		
getirdi	trouxen	getir	trouxar	V;PFV;IND;SG;3;POS;PST	V
yazılım	software	yazılım	software	N;NOM;SG;3	N
tanınan	recoñeceu	tanı	recoñecer	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
karısı	muller	karı	muller	N;NOM;SG;3	N
karısı	esposa	karı	esposa	N;NOM;SG;3	N
karısı	dona	karı	don	N;NOM;SG;3	N
matematik	matemáticas	matematik	matemáticas	N;NOM;SG;3	N
matematik	matemáticas	matematik	matemáticas	N;NOM;SG;3	N
salonu	corredor	salon	corredor	N;ACC;SG;3	N
salonu	concello	salon	concello	N;ACC;SG;3	N
salonu	sede	salon	sede	N;ACC;SG;3	N
seçilen	escollida	seç	escollida	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
evlendi	casou	evlen	casar	V;PFV;IND;SG;3;POS;PST	V
evlendi	casar	evlen	casar	V;PFV;IND;SG;3;POS;PST	V
evlendi	casado	evlen	casado	V;PFV;IND;SG;3;POS;PST	V
yaşadı	vivimos	yaşa	vivir	V;PFV;IND;SG;3;POS;PST	V
yaşadı	viviron	yaşa	ver	V;PFV;IND;SG;3;POS;PST	V
yaşadı	viviu	yaşa	vivir	V;PFV;IND;SG;3;POS;PST	V
yaşadı	viviamos	yaşa	vivir	V;PFV;IND;SG;3;POS;PST	V
yaşadı	vivían	yaşa	vivir	V;PFV;IND;SG;3;POS;PST	V
yaşadı	vivín	yaşa	vivir	V;PFV;IND;SG;3;POS;PST	V
yaşadı	vivía	yaşa	vivir	V;PFV;IND;SG;3;POS;PST	V
takımlar	traxes	takım	traxe	N;NOM;PL;3	N
teorisi	teoría	teori	teoría	N;NOM;SG;3	N
harita	mapa	harit	mapa	N;NOM;SG;3	N
değişiklikler	cambios	değişiklik	cambio	N;NOM;PL;3	N
uzunluğu	lonxitude	uzunluk	lonxitude	N;ACC;SG;3	N
işler	traballos	iş	traballo	N;NOM;PL;3	N
işler	traballo	iş	traballo	N;NOM;PL;3	N
şeyler	cousas	şey	cousa	N;NOM;PL;3	N
şeyler	cousas	şey	cousa	N;NOM;PL;3	N
şeyler	material	şey	material	N;NOM;PL;3	N
otomobil	coche	otomobil	coche	N;NOM;SG;3	N
otomobil	auto	otomobil	auto	N;NOM;SG;3	N
otomobil	carro	otomobil	carro	N;NOM;SG;3	N
kutusu	caixa	kutu	caixa	N;NOM;SG;3	N
kutusu	palco	kutu	palco	N;NOM;SG;3	N
istiyorum	quero	iste	quero	V;PROG;IND;SG;1;POS;INFM;PRS	V
istiyorum	queremos	iste	querer	V;PROG;IND;SG;1;POS;INFM;PRS	V
istiyorum	quere	iste	querer	V;PROG;IND;SG;1;POS;INFM;PRS	V
istiyorum	queren	iste	querer	V;PROG;IND;SG;1;POS;INFM;PRS	V
istiyorum	queres	iste	quere	V;PROG;IND;SG;1;POS;INFM;PRS	V
kullanıldı	adoitaba	kullan	adoitar	V;PFV;IND;SG;3;POS;PST;PASS	V
blue	azul	blue	azul	N;NOM;SG;3	N
blue	azuis	blue	azuis	N;NOM;SG;3	N
ilişkileri	relación	ilişki	relación	N;ACC;PL;3	N
ilişkileri	relacións	ilişki	relación	N;ACC;PL;3	N
ilişkileri	relacións	ilişki	relación	N;ACC;PL;3	N
oylama	votamos	oyla	votar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
oylama	votan	oyla	votar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
oylama	votar	oyla	votar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
oylama	voten	oyla	votar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
çekti	sacou	çek	sacar	V;PFV;IND;SG;3;POS;PST	V
sekreteri	secretaria	sekreter	secretaria	N;ACC;SG;3	N
sekreteri	secretario	sekreter	secretario	N;ACC;SG;3	N
sekreteri	estado	sekreter	estado	N;ACC;SG;3	N
düştü	caeu	düş	caeu	V;PFV;IND;SG;3;POS;PST	V
düştü	namorou	düş	namorar	V;PFV;IND;SG;3;POS;PST	V
düştü	adormeceu	düş	adormecer	V;PFV;IND;SG;3;POS;PST	V
düştü	cae	düş	caer	V;PFV;IND;SG;3;POS;PST	V
düştü	caeu	düş	caeu	V;PFV;IND;SG;3;POS;PST	V
düştü	namorado	düş	namorar	V;PFV;IND;SG;3;POS;PST	V
desteği	apoio	destek	apoio	N;NOM;SG;3	N
yüksekliği	altura	yükseklik	altura	N;ACC;SG;3	N
başarısız	cardíacos	başarısız	cardíaco	ADJ	ADJ
ilişki	relación	ilişki	relación	N;NOM;SG;3	N
ilişki	relacións	ilişki	relación	N;NOM;SG;3	N
ilişki	relación	ilişki	relación	N;NOM;SG;3	N
ilişki	relación	ilişki	relación	N;NOM;SG;3	N
imzaladı	asinado	imzala	asinar	V;PFV;IND;SG;3;POS;PST	V
isimleri	nomes	isim	nome	N;ACC;PL;3	N
isimleri	nome	isim	nome	N;ACC;PL;3	N
kitapları	libros	kitap	libro	N;ACC;PL;3	N
birini	alguén	biri	alguén	PRO;ACC;SG;3	PRO
öldürüldü	mataron	öl	matar	V;PFV;IND;SG;3;POS;PST;PASS	V
öldürüldü	matou	öl	matar	V;PFV;IND;SG;3;POS;PST;PASS	V
öldürüldü	asasinado	öl	asasinar	V;PFV;IND;SG;3;POS;PST;PASS	V
demek	significa	de	significar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
demek	dicir	de	dicir	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
demek	quere	de	querer	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
köprüsü	oco	köprü	oco	N;NOM;SG;3	N
köprüsü	ponte	köprü	ponte	N;NOM;SG;3	N
yılların	anos	yıl	ano	N;GEN;PL;3	N
araştırmalar	investigar	araştır	investigar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
seçilmiş	escollida	seç	escollida	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V
kütüphanesi	biblioteca	kütüphane	biblioteca	N;NOM;SG;3	N
air	aire	air	aire	N;NOM;SG;3	N
air	ar	air	ar	N;NOM;SG;3	N
şehristanı	condado	şehristan	condado	N;NOM;SG;3	N
sanatsal	artístico	sanatsal	artístico	ADJ	ADJ
sesi	volume	ses	volume	N;NOM;SG;3	N
sesi	voz	ses	voz	N;NOM;SG;3	N
gösterilmiştir	amosado	göster	amosar	V;PFV;NFH;SG;3;POS;PST;PASS	V
gösterilmiştir	demostrado	göster	demostrar	V;PFV;NFH;SG;3;POS;PST;PASS	V
yerler	lugares	yer	lugar	N;NOM;PL;3	N
yerler	sitios	yer	sitio	N;NOM;PL;3	N
yerler	lugares	yer	lugar	N;NOM;PL;3	N
sürümü	versión	sürü	versión	N;ACC;SG;3	N
hristiyan	cristiáns	hristiyan	cristián	N;NOM;SG;3	N
komisyonu	comisión	komisyon	comisión	N;ACC;SG;3	N
geliştirme	da	geliş	da	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
geliştirme	desenvolvendo	geliş	desenvolver	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
geliştirme	desenvolver	geliş	desenvolver	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
geliştirme	mellora	geliş	mellorar	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
teklif	poxa	teklif	poxa	N;NOM;SG;3	N
teklif	proposta	teklif	proposta	N;NOM;SG;3	N
teklif	proposición	teklif	proposición	N;NOM;SG;3	N
teklif	oferta	teklif	oferta	N;NOM;SG;3	N
ayak	pé	ayak	pé	N;NOM;SG;3	N
ayak	infantaría	ayak	infantar	N;NOM;SG;3	N
ayak	metros	ayak	metro	N;NOM;SG;3	N
ayak	pés	ayak	pés	N;NOM;SG;3	N
ayak	pé	ayak	pé	N;NOM;SG;3	N
teşekkür	grazas	teşekkür	graza	N;NOM;SG;3	N
teşekkür	gracias	teşekkür	gracia	N;NOM;SG;3	N
siz	que	siz	que	PRO;NOM;PL;2	PRO
sizin	túa	siz	teu	PRO;GEN;PL;2	PRO
sizin	túa	siz	teu	PRO;GEN;PL;2	PRO
hayatta	vida	hayat	vida	N;ESS;SG;3	N
bağımsızlık	independencia	bağımsızlık	independencia	N;NOM;SG;3	N
kulesi	torre	kule	torre	N;NOM;SG;3	N
istasyonu	comisaría	ista	comisar	N;ACC;SG;3	N
istasyonu	estación	ista	estación	N;ACC;SG;3	N
mühendislik	enxeñería	mühendislik	enxeñería	N;NOM;SG;3	N
oyunlar	xogos	oyun	xogo	N;NOM;PL;3	N
oyunlar	videoxogos	oyun	videoxogos	N;NOM;PL;3	N
dedi	dixo	de	dicir	V;PFV;IND;SG;3;POS;PST	V
dedi	dixeron	de	dacer	V;PFV;IND;SG;3;POS;PST	V
dedi	dixen	de	dixir	V;PFV;IND;SG;3;POS;PST	V
çocuklar	rapaces	çocuk	rapaz	N;NOM;PL;3	N
çocuklar	nenos	çocuk	neno	N;NOM;PL;3	N
çocuklar	mozos	çocuk	mozo	N;NOM;PL;3	N
çocuklar	nenos	çocuk	neno	N;NOM;PL;3	N
çocuklar	fillos	çocuk	fillo	N;NOM;PL;3	N
çocuklar	rapaces	çocuk	rapaz	N;NOM;PL;3	N
çocuklar	mozos	çocuk	mozo	N;NOM;PL;3	N
çocuklar	tipos	çocuk	tipo	N;NOM;PL;3	N
çocuklar	mozos	çocuk	mozo	N;NOM;PL;3	N
çocuklar	rapaces	çocuk	rapaz	N;NOM;PL;3	N
çocuklar	tíos	çocuk	tíos	N;NOM;PL;3	N
çocuklar	homes	çocuk	home	N;NOM;PL;3	N
çocuklar	nenos	çocuk	neno	N;NOM;PL;3	N
çocuklar	fillos	çocuk	fillo	N;NOM;PL;3	N
çocuklar	nenas	çocuk	neno	N;NOM;PL;3	N
facebook	facebook	facebook	facebook	N;NOM;SG;3	N
paralel	paralelo	paralel	paralelo	ADJ	ADJ
erişim	acceso	erişim	acceso	N;NOM;SG;3	N
yaşamış	vivimos	yaşa	vivir	V;PFV;NFH;IND;SG;3;POS;PST	V
yaşamış	viviron	yaşa	ver	V;PFV;NFH;IND;SG;3;POS;PST	V
yaşamış	viviu	yaşa	vivir	V;PFV;NFH;IND;SG;3;POS;PST	V
yaşamış	viviamos	yaşa	vivir	V;PFV;NFH;IND;SG;3;POS;PST	V
yaşamış	vivían	yaşa	vivir	V;PFV;NFH;IND;SG;3;POS;PST	V
yaşamış	vivín	yaşa	vivir	V;PFV;NFH;IND;SG;3;POS;PST	V
yaşamış	vivía	yaşa	vivir	V;PFV;NFH;IND;SG;3;POS;PST	V
kelimesi	palabra	kelime	palabra	N;NOM;SG;3	N
istedi	preguntou	iste	preguntar	V;PFV;IND;SG;3;POS;PST	V
vergi	impostos	vergi	imposto	N;NOM;SG;3	N
vergi	impostos	vergi	imposto	N;NOM;SG;3	N
hastalık	enfermidade	hastalık	enfermidade	N;NOM;SG;3	N
hastalık	doenza	hastalık	doenza	N;NOM;SG;3	N
hastalık	enfermidades	hastalık	enfermidade	N;NOM;SG;3	N
hastalık	enfermidade	hastalık	enfermidade	N;NOM;SG;3	N
hastalık	cardíacas	hastalık	cardíaco	N;NOM;SG;3	N
hastalık	enfermidades	hastalık	enfermidade	N;NOM;SG;3	N
hastalık	enfermedades	hastalık	enfermedade	N;NOM;SG;3	N
hastalık	doenzas	hastalık	doenza	N;NOM;SG;3	N
galerisi	galería	galeri	galería	N;ACC;PL;3	N
galerisi	louvre	galeri	louvrer	N;ACC;PL;3	N
şekli	forma	şekli	forma	N;ACC;SG;3	N
şekli	dunha	şekli	dunha	N;ACC;SG;3	N
adları	nomes	ad	nome	N;ACC;PL;3	N
adları	nome	ad	nome	N;ACC;PL;3	N
içeriği	contido	içerik	contido	N;NOM;SG;3	N
etkileri	efectos	etki	efecto	N;ACC;PL;3	N
dolar	dólares	dolar	dólar	N;NOM;SG;3	N
dolar	dólar	dolar	dólar	N;NOM;SG;3	N
dolar	cartos	dolar	carto	N;NOM;SG;3	N
belirtti	dixeron	belir	dacer	V;PFV;IND;SG;3;POS;PST;CAUS	V
akşam	tarde	akşam	tarde	N;NOM;SG;3	N
akşam	noite	akşam	noite	N;NOM;SG;3	N
akşam	noites	akşam	noite	N;NOM;SG;3	N
akşam	tardes	akşam	tarde	N;NOM;SG;3	N
bayrağı	bandeira	bayrak	bandeira	N;NOM;SG;3	N
yolları	formas	yol	forma	N;NOM;PL;3	N
yolları	xeitos	yol	xeito	N;NOM;PL;3	N
yolları	xeito	yol	xeito	N;NOM;PL;3	N
yolları	maneiras	yol	maneira	N;NOM;PL;3	N
yolları	forma	yol	forma	N;NOM;PL;3	N
gösterildi	amosado	göster	amosar	V;PFV;IND;SG;3;POS;PST;PASS	V
gösterildi	demostrado	göster	demostrar	V;PFV;IND;SG;3;POS;PST;PASS	V
köyleri	aldeas	köy	aldea	N;ACC;PL;3	N
köyleri	pobos	köy	pobo	N;ACC;PL;3	N
vermiş	deume	ver	deume	V;PFV;NFH;IND;SG;3;POS;PST	V
vermiş	deu	ver	dar	V;PFV;NFH;IND;SG;3;POS;PST	V
bulunması	atopar	bulun	atopar	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V
verilmiş	dado	ver	dar	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V
özellikler	características	özellik	característica	N;NOM;PL;3	N
özellikler	características	özellik	característica	N;NOM;PL;3	N
özellikler	atributos	özellik	atributo	N;NOM;PL;3	N
özellikler	propiedades	özellik	propiedade	N;NOM;PL;3	N
taşındı	mudouse	taşı	mudouse	V;PFV;IND;SG;3;POS;PST;PASS	V
gösterilen	amosado	göster	amosar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
gösterilen	demostrado	göster	demostrar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
başlığı	título	başlık	título	N;NOM;SG;3	N
dersleri	clases	ders	clase	N;NOM;PL;3	N
kolordu	corpo	kolor	corpo	N;NOM;SG;3	N
kolordu	fuxitivos	kolor	fuxitivo	N;NOM;SG;3	N
isimler	nomes	isim	nome	N;NOM;PL;3	N
isimler	nome	isim	nome	N;NOM;PL;3	N
madalyası	medalla	madalya	medalla	N;NOM;SG;3	N
gönderildi	enviou	gönder	enviar	V;PFV;IND;SG;3;POS;PST;PASS	V
gönderildi	mandou	gönder	mandar	V;PFV;IND;SG;3;POS;PST;PASS	V
gönderildi	no	gönder	no	V;PFV;IND;SG;3;POS;PST;PASS	V
varlığını	presenza	varlık	presenza	N;ACC;SG;3	N
kişiye	persoa	kişi	persoa	N;DAT;SG;3	N
varlığı	presenza	varlık	presenza	N;NOM;SG;3	N
oda	sala	oda	sala	N;NOM;SG;3	N
oda	habitación	oda	habitación	N;NOM;SG;3	N
oda	cuartos	oda	cuarto	N;NOM;SG;3	N
oda	salas	oda	sala	N;NOM;SG;3	N
oda	habitacións	oda	habitación	N;NOM;SG;3	N
okuma	lin	oku	lin	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
okuma	ler	oku	ler	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
okuma	lendo	oku	lendo	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
okuma	ler	oku	ler	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
grupları	dous	grup	dous	N;ACC;PL;3	N
grupları	grupos	grup	grupo	N;ACC;PL;3	N
yöntemi	método	yöntem	método	N;ACC;SG;3	N
museum	museo	museum	museo	N;NOM;SG;3	N
karakterler	idiogramas	karak	idiograma	N;NOM;PL;3	N
karakterler	personaxes	karak	personaxe	N;NOM;PL;3	N
alanlar	campos	alan	campo	N;NOM;PL;3	N
alanlar	campo	alan	campo	N;NOM;PL;3	N
alanlar	leiras	alan	leira	N;NOM;PL;3	N
alanlar	zonas	alan	zona	N;NOM;PL;3	N
alanlar	áreas	alan	área	N;NOM;PL;3	N
sorunları	problemas	sorun	problema	N;ACC;PL;3	N
sorunları	cuestións	sorun	cuestión	N;ACC;PL;3	N
sorunları	temas	sorun	tema	N;ACC;PL;3	N
sorunları	asuntos	sorun	asunto	N;ACC;PL;3	N
eve	fogar	ev	fogar	N;DAT;SG;3	N
eve	casa	ev	casa	N;DAT;SG;3	N
eve	á	ev	á	N;DAT;SG;3	N
eve	na	ev	na	N;DAT;SG;3	N
eve	aninovo	ev	aninovo	N;DAT;SG;3	N
eve	data	ev	data	N;DAT;SG;3	N
eve	véspera	ev	véspera	N;DAT;SG;3	N
seyahat	cara	seyahat	cara	N;NOM;SG;3	N
seyahat	viaxe	seyahat	viaxe	N;NOM;SG;3	N
özgürlük	liberdade	özgürlük	liberdade	N;NOM;SG;3	N
özgürlük	liberdade	özgürlük	liberdade	N;NOM;SG;3	N
özgürlük	libertade	özgürlük	libertade	N;NOM;SG;3	N
hizmetleri	servizos	hizmet	servizo	N;NOM;PL;3	N
şikayet	informe	şikayet	informe	N;NOM;SG;3	N
şikayet	denuncia	şikayet	denuncia	N;NOM;SG;3	N
şikayet	información	şikayet	información	N;NOM;SG;3	N
öğrenciler	estudantes	öğrenci	estudantes	N;NOM;PL;3	N
öğrenciler	alumnos	öğrenci	alumno	N;NOM;PL;3	N
herkese	mundo	herkes	mundo	N;DAT;SG;3	N
herkese	mundo	herkes	mundo	N;DAT;SG;3	N
caddesi	avenida	cadde	avenida	N;NOM;SG;3	N
planı	plan	plan	plan	N;ACC;SG;3	N
planı	plano	plan	plano	N;ACC;SG;3	N
planı	posición	plan	posición	N;ACC;SG;3	N
planı	oferta	plan	oferta	N;ACC;SG;3	N
kökeni	orixe	köken	orixe	N;ACC;SG;3	N
fabrikası	fábrica	fabrikası	fábrica	N;NOM;SG;3	N
fabrikası	fábricas	fabrikası	fábrica	N;NOM;SG;3	N
fabrikası	industriais	fabrikası	industrial	N;NOM;SG;3	N
kullanmak	usando	kullan	usar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
kullanmak	usar	kullan	usar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
kullanmak	usan	kullan	usar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
kullanmak	usamos	kullan	usar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
kullanmak	usar	kullan	usar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
kullanmak	usan	kullan	usar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
yazarlar	escritores	yazar	escritor	N;NOM;PL;3	N
açılış	apertura	açılış	apertura	N;NOM;SG;3	N
numarası	número	numara	número	N;NOM;SG;3	N
kalabalık	multitude	kalabalık	multitude	N;NOM;SG;3	N
kalabalık	masa	kalabalık	masa	N;NOM;SG;3	N
kalabalık	vista	kalabalık	vista	N;NOM;SG;3	N
kalabalık	xente	kalabalık	xente	N;NOM;SG;3	N
kalabalık	xente	kalabalık	xente	N;NOM;SG;3	N
kuzeyde	norte	kuzeyde	norte	N;ESS;SG;3	N
korumak	protexe	koru	protexer	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
korumak	protexer	koru	protexer	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
korumak	protexen	koru	protexer	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
korumak	protexerse	koru	protexerse	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
geliyor	vir	gel	vir	V;PROG;IND;SG;3;POS;INFM;PRS	V
geliyor	vén	gel	vir	V;PROG;IND;SG;3;POS;INFM;PRS	V
geliyor	vou	gel	var	V;PROG;IND;SG;3;POS;INFM;PRS	V
makale	artigo	makale	artigo	N;NOM;SG;3	N
makale	artigos	makale	artigo	N;NOM;SG;3	N
politikası	política	politikası	política	N;NOM;SG;3	N
politikası	póliza	politikası	póliza	N;NOM;SG;3	N
örneği	exemplo	örnek	exemplo	N;NOM;SG;3	N
yöntem	método	yöntem	método	N;NOM;SG;3	N
bulunmuş	atopei	bul	atopar	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V
bulunmuş	atopamos	bul	atopar	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V
bulunmuş	atoparon	bul	atopar	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V
bulunmuş	atopou	bul	atopar	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V
bulmak	atopar	bul	atopar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
bulmak	atopar	bul	atopar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
sınırı	límite	sınır	límite	N;ACC;SG;3	N
mesafe	distancia	mesafe	distancia	N;NOM;SG;3	N
mesafe	distancias	mesafe	distancia	N;NOM;SG;3	N
mesafe	rango	mesafe	rango	N;NOM;SG;3	N
mesafe	cadea	mesafe	cadea	N;NOM;SG;3	N
mesafe	abano	mesafe	abano	N;NOM;SG;3	N
mezarlığı	cemiterio	mezarlık	cemiterio	N;NOM;SG;3	N
ülkeleri	países	ülke	país	N;ACC;PL;3	N
ülkeleri	paises	ülke	país	N;ACC;PL;3	N
köpek	can	köpek	can	N;NOM;SG;3	N
köpek	cans	köpek	can	N;NOM;SG;3	N
köpek	can	köpek	can	N;NOM;SG;3	N
parçaları	pezas	parça	peza	N;ACC;PL;3	N
parçaları	clave	parça	clave	N;ACC;PL;3	N
parçaları	anacos	parça	anaco	N;ACC;PL;3	N
parçaları	pedazos	parça	pedazo	N;ACC;PL;3	N
parçaları	partes	parça	parte	N;ACC;PL;3	N
parçaları	partes	parça	parte	N;ACC;PL;3	N
parçaları	pezas	parça	peza	N;ACC;PL;3	N
golden	ouro	gol	ouro	N;AT+ABL;SG;3	N
kredi	tarxetas	kredi	tarxeta	N;NOM;SG;3	N
kredi	crédito	kredi	crédito	N;NOM;SG;3	N
kredi	préstamo	kredi	préstamo	N;NOM;SG;3	N
kapı	porta	kapı	porta	N;NOM;SG;3	N
kapı	portas	kapı	porta	N;NOM;SG;3	N
kapı	porta	kapı	porta	N;NOM;SG;3	N
ağırlığı	peso	ağırlık	peso	N;NOM;SG;3	N
ağırlığı	importancia	ağırlık	importancia	N;NOM;SG;3	N
kuralları	regras	kural	regra	N;ACC;PL;3	N
kuralları	normas	kural	norma	N;ACC;PL;3	N
diller	idiomas	dil	idioma	N;NOM;PL;3	N
diller	linguaxes	dil	linguaxe	N;NOM;PL;3	N
diller	linguas	dil	lingua	N;NOM;PL;3	N
önemi	importancia	önem	importancia	N;NOM;SG;3	N
sandalye	cadeira	sandalye	cadeira	N;NOM;SG;3	N
sokak	rúa	sokak	rúa	N;NOM;SG;3	N
sokak	rúas	sokak	rúa	N;NOM;SG;3	N
sokak	polas	sokak	pola	N;NOM;SG;3	N
sokak	rúa	sokak	rúa	N;NOM;SG;3	N
karayolu	estrada	karayolu	estrada	N;NOM;SG;3	N
karayolu	camiño	karayolu	camiño	N;NOM;SG;3	N
karayolu	estrada	karayolu	estrada	N;NOM;SG;3	N
kraliçe	raíña	kraliçe	raíña	N;NOM;SG;3	N
seni	que	sen	que	PRO;ACC;SG;2	PRO
bize	nos	biz	nos	PRO;DAT;PL;1	PRO
konular	temas	konu	tema	N;NOM;PL;3	N
konular	temas	konu	tema	N;NOM;PL;3	N
konular	suxeitos	konu	suxeito	N;NOM;PL;3	N
america	estados	america	estado	N;NOM;SG;3	N
matematiksel	matemática	matematiksel	matemático	ADJ	ADJ
bölgeleri	rexións	bölge	rexión	N;ACC;PL;3	N
fikri	idea	fikir	idea	N;NOM;SG;3	N
sorunlar	problemas	sorun	problema	N;NOM;PL;3	N
sorunlar	problemas	sorun	problema	N;NOM;PL;3	N
sorunlar	problema	sorun	problema	N;NOM;PL;3	N
sorunlar	problemas	sorun	problema	N;NOM;PL;3	N
sorunlar	cuestións	sorun	cuestión	N;NOM;PL;3	N
sorunlar	temas	sorun	tema	N;NOM;PL;3	N
sorunlar	asuntos	sorun	asunto	N;NOM;PL;3	N
programları	programas	program	programa	N;NOM;PL;3	N
kitaplar	libros	kitap	libro	N;NOM;PL;3	N
askerler	tropas	asker	tropa	N;NOM;PL;3	N
fonksiyonu	función	fonksiyon	función	N;NOM;SG;3	N
daire	plano	daire	plano	N;NOM;SG;3	N
daire	círculo	daire	círculo	N;NOM;SG;3	N
daire	apartamento	daire	apartamento	N;NOM;SG;3	N
daire	piso	daire	piso	N;NOM;SG;3	N
ilişkisi	relación	ilişki	relación	N;NOM;SG;3	N
haritası	mapa	harita	mapa	N;NOM;SG;3	N
makine	máquina	makine	máquina	N;NOM;SG;3	N
makine	lavadora	makine	lavador	N;NOM;SG;3	N
makine	maquinaria	makine	maquinaria	N;NOM;SG;3	N
makine	metralladoras	makine	metrallador	N;NOM;SG;3	N
