para	for	para	for	ADP	ADP
mesa	tabel	mesa	tabel	N;FEM;SG	N;INDF;MASC+FEM;SG
revisão	gennemgang	revisão	gennemgang	N;FEM;SG	N;INDF;MASC+FEM;SG
revisão	anmeldelse	revisão	anmeldelse	N;FEM;SG	N;INDF;MASC+FEM;SG
revisão	revidering	revisão	revidering	N;FEM;SG	N;INDF;MASC+FEM;SG
revisão	revision	revisão	revision	N;FEM;SG	N;INDF;MASC+FEM;SG
inimigo	fjenden	inimigo	fjende	N;MASC;SG	N;DEF;MASC+FEM;SG
inimigo	fjende	inimigo	fjende	N;MASC;SG	N;INDF;MASC+FEM;SG
inimigo	fjende	inimigo	fjende	N;MASC;SG	N;INDF;MASC+FEM;SG
citação	citat	citação	citat	N;FEM;SG	N;INDF;NEUT;SG
citação	citat	citação	citat	N;FEM;SG	N;INDF;NEUT;SG
elevado	forhøjet	elevar	forhøje	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
elevado	ophøjet	elevar	ophøj	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
aves	fugle	ave	fugl	N;FEM;PL	N;INDF;MASC+FEM;PL
fábrica	fabrik	fábrica	fabrik	N;FEM;SG	N;INDF;MASC+FEM;SG
visita	besøg	visita	besøg	N;FEM;SG	N;INDF;NEUT;SG
visita	visit	visita	visit	N;FEM;SG	N;INDF;MASC+FEM;SG
visita	besøg	visita	besøg	N;FEM;SG	N;INDF;NEUT;SG
stone	smæk	stone	smæk	N;MASC;SG	N;INDF;NEUT;SG
stone	sten	stone	sten	N;MASC;SG	N;INDF;MASC+FEM;SG
assistente	medhjælper	assistente	medhjælpe	N;MASC;SG	N;INDF;MASC+FEM;SG
assistente	assistent	assistente	assistent	N;MASC;SG	N;INDF;MASC+FEM;SG
assistente	guiden	assistente	guid	N;MASC;SG	N;DEF;MASC+FEM;SG
assistente	troldmanden	assistente	troldmand	N;MASC;SG	N;DEF;MASC+FEM;SG
assistente	troldmand	assistente	troldmand	N;MASC;SG	N;INDF;MASC+FEM;SG
assistente	guide	assistente	guide	N;MASC;SG	N;INDF;MASC+FEM;SG
existir	eksisterer	existir	eksistere	V;NFIN	V;IND;PRS;FIN;ACT
existir	eksistere	existir	eksistere	V;NFIN	V;NFIN;ACT
existir	findes	existir	findes	V;NFIN	V;IND;PRS;FIN;ACT
contendo	indeholder	conter	indeholde	V;V.MSDR	V;IND;PRS;FIN;ACT
contendo	indeholdende	conter	indeholde	V;V.MSDR	V;PRS;V.PTCP
âmbito	rækkevidde	âmbito	rækkevidde	N;MASC;SG	N;INDF;MASC+FEM;SG
âmbito	omfang	âmbito	omfang	N;MASC;SG	N;INDF;NEUT;SG
âmbito	anvendelsesområde	âmbito	anvendelsesområde	N;MASC;SG	N;INDF;NEUT;SG
boy	dreng	boy	dreng	N;MASC;SG	N;INDF;MASC+FEM;SG
boy	knægt	boy	knægt	N;MASC;SG	N;INDF;MASC+FEM;SG
litoral	kystlinje	litoral	kystlinje	N;MASC;SG	N;INDF;MASC+FEM;SG
litoral	kyst	litoral	kyst	N;MASC;SG	N;INDF;MASC+FEM;SG
villa	villa	villa	villa	N;MASC;SG	N;INDF;MASC+FEM;SG
villa	villaen	villa	villa	N;MASC;SG	N;DEF;MASC+FEM;SG
chinês	kineser	chinês	kineser	N;MASC;SG	N;INDF;MASC+FEM;SG
proprietário	ejers	proprietário	eje	N;MASC;SG	N;GEN;INDF;MASC+FEM;SG
proprietário	ejeren	proprietário	ejer	N;MASC;SG	N;DEF;MASC+FEM;SG
trabalha	arbejder	trabalhar	arbejde	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
trabalha	virker	trabalhar	virke	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
cunha	kile	cunha	kile	N;FEM;SG	N;INDF;MASC+FEM;SG
razões	grunde	razão	grund	N;FEM;PL	N;INDF;MASC+FEM;PL
razões	årsager	razão	årsag	N;FEM;PL	N;INDF;MASC+FEM;PL
razões	begrundelser	razão	begrundelse	N;FEM;PL	N;INDF;MASC+FEM;PL
aviso	meddelelse	aviso	meddelelse	N;MASC;SG	N;INDF;MASC+FEM;SG
aviso	bekendtgørelse	aviso	bekendtgørelse	N;MASC;SG	N;INDF;MASC+FEM;SG
aviso	advarsel	aviso	advarsel	N;MASC;SG	N;INDF;MASC+FEM;SG
aviso	varsling	aviso	varsling	N;MASC;SG	N;INDF;MASC+FEM;SG
doenças	sygdomme	doença	sygdom	N;FEM;PL	N;INDF;MASC+FEM;PL
doenças	sygdomme	doença	sygdom	N;FEM;PL	N;INDF;MASC+FEM;PL
competiu	konkurrerede	competir	konkurrere	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
participações	aktieposter	participação	aktiepost	N;FEM;PL	N;INDF;MASC+FEM;PL
bloqueado	blokeret	bloqueado	blokere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
bloqueado	spærret	bloqueado	spærre	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
remix	remix	remix	remix	N;MASC;SG	N;INDF;NEUT;SG
visual	visuelt	visual	visuelt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
visual	visuel	visual	visuel	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
fama	berømmelse	fama	berømmelse	N;FEM;SG	N;INDF;MASC+FEM;SG
conferência	konference	conferência	konference	N;FEM;SG	N;INDF;MASC+FEM;SG
conferência	konferencen	conferência	konference	N;FEM;SG	N;DEF;MASC+FEM;SG
oferece	tilbyder	oferecer	tilbyde	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
autoridades	myndighederne	autoridade	myndighed	N;FEM;PL	N;DEF;MASC+FEM;PL
autoridades	myndigheder	autoridade	myndighed	N;FEM;PL	N;INDF;MASC+FEM;PL
seguido	fulgte	seguir	følge	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
seguido	efterfulgt	seguir	efterfølge	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
seguido	fulgt	seguir	følge	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
seguido	følges	seguir	følges	V;MASC;SG;V.PTCP	V;NFIN;PASS
útil	nyttig	útil	nyttig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
útil	brugbar	útil	brugbar	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
útil	nyttigt	útil	nyttigt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
útil	hjælpsom	útil	hjælpsom	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
útil	nyttig	útil	nyttig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
útil	nyttigt	útil	nyttigt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
útil	praktisk	útil	praktisk	ADJ;MASC;SG	ADJ;INDF;SG
coluna	søjle	coluna	søjle	N;FEM;SG	N;INDF;MASC+FEM;SG
coluna	kolonne	coluna	kolon	N;FEM;SG	N;INDF;MASC+FEM;SG
secretaria	registret	secretaria	registret	N;FEM;SG	N;DEF;NEUT;SG
secretaria	sekretariat	secretaria	sekretariat	N;FEM;SG	N;INDF;NEUT;SG
secretaria	sekretariatet	secretaria	sekretariat	N;FEM;SG	N;DEF;NEUT;SG
disputada	bestridt	disputar	bestridt	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
disputada	anfægtede	disputar	anfægte	V;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
disputada	anfægtet	disputar	anfægte	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
indo	går	ir	gå	V;V.MSDR	V;IND;PRS;FIN;ACT
aliados	allierede	aliado	alliere	V;MASC;PL;V.PTCP	V;PL;PST;V.PTCP
aliados	allierede	aliado	alliere	V;MASC;PL;V.PTCP	V;PL;PST;V.PTCP
entender	forstår	entender	forstå	V;NFIN	V;IND;PRS;FIN;ACT
entender	forstå	entender	forstå	V;NFIN	V;NFIN;ACT
entender	forstået	entender	forstå	V;NFIN	V;INDF;SG;PST;V.PTCP
exatamente	præcis	exatamente	præcis	ADV	ADV
vii	vii	ver	vii	NUM	NUM
dificuldades	vanskeligheder	dificuldade	vanskelighed	N;FEM;PL	N;INDF;MASC+FEM;PL
dificuldades	vanskeligheder	dificuldade	vanskelighed	N;FEM;PL	N;INDF;MASC+FEM;PL
reação	tilbagemelding	reação	tilbagemelding	N;FEM;SG	N;INDF;MASC+FEM;SG
reação	reaktion	reação	reaktion	N;FEM;SG	N;INDF;MASC+FEM;SG
reação	reaktionen	reação	reaktion	N;FEM;SG	N;DEF;MASC+FEM;SG
protagonista	hovedperson	protagonista	hovedperson	N;MASC;SG	N;INDF;MASC+FEM;SG
fatos	facts	fato	facts	N;MASC;PL	N;INDF;NEUT;PL
fatos	kendsgerninger	fato	kendsgerning	N;MASC;PL	N;INDF;MASC+FEM;PL
fatos	kostumer	fato	kostum	N;MASC;PL	N;INDF;NEUT;PL
fatos	dragter	fato	dragte	N;MASC;PL	N;INDF;MASC+FEM;PL
regular	regelmæssig	regular	regelmæssig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
nave	skibet	nave	skib	N;FEM;SG	N;DEF;NEUT;SG
nave	skib	nave	skib	N;FEM;SG	N;INDF;NEUT;SG
tempestade	tordenvejr	tempestade	tordenvejr	N;FEM;SG	N;INDF;NEUT;SG
tempestade	stormen	tempestade	stor	N;FEM;SG	N;DEF;MASC+FEM;SG
tempestade	stormvejr	tempestade	stormvejr	N;FEM;SG	N;INDF;NEUT;SG
tempestade	storm	tempestade	storm	N;FEM;SG	N;INDF;MASC+FEM;SG
tempestade	uvejr	tempestade	uvejr	N;FEM;SG	N;INDF;NEUT;SG
tempestade	tempest	tempestade	tempest	N;FEM;SG	N;INDF;MASC+FEM;SG
pedidos	anvendelser	pedido	anvendelse	N;MASC;PL	N;INDF;MASC+FEM;PL
pedidos	ansøgninger	pedido	ansøgning	N;MASC;PL	N;INDF;MASC+FEM;PL
pedidos	applikationer	pedido	applikation	N;MASC;PL	N;INDF;MASC+FEM;PL
pedidos	forespørgsler	pedido	forespørgsel	N;MASC;PL	N;INDF;MASC+FEM;PL
pedidos	anmodninger	pedido	anmodning	N;MASC;PL	N;INDF;MASC+FEM;PL
interna	intern	interno	intern	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
estrangeiros	udlændinge	estrangeiro	udlænding	N;MASC;PL	N;INDF;MASC+FEM;PL
oportunidade	chance	oportunidade	chance	N;FEM;SG	N;INDF;MASC+FEM;SG
oportunidade	mulighed	oportunidade	mulighed	N;FEM;SG	N;INDF;MASC+FEM;SG
folha	blad	folha	blad	N;FEM;SG	N;INDF;NEUT;SG
folha	ark	folha	ark	N;FEM;SG	N;INDF;NEUT;SG
folha	lagen	folha	lag	N;FEM;SG	N;DEF;MASC+FEM;SG
series	serier	ser	serie	N;MASC;PL	N;INDF;MASC+FEM;PL
gravou	indspillet	gravar	indspille	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
gravou	optaget	gravar	optage	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
gravou	registreret	gravar	registrere	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
gravou	indspillede	gravar	indspille	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
atleta	atlet	atleta	at	N;MASC;SG	N;INDF;MASC+FEM;SG
criados	oprettede	criar	oprette	V;MASC;PL;V.PTCP	V;IND;PST;FIN;ACT
teresa	thérèse	teresa	thérèse	N;FEM;SG	N;INDF;MASC+FEM;SG
teresa	theresa	teresa	theresa	N;FEM;SG	N;INDF;MASC+FEM;SG
terminal	terminal	terminal	terminal	N;MASC;SG	N;INDF;MASC+FEM;SG
terminal	terminalen	terminal	terminale	N;MASC;SG	N;DEF;MASC+FEM;SG
medo	angst	medo	angst	N;MASC;SG	N;INDF;MASC+FEM;SG
medo	frygt	medo	frygt	N;MASC;SG	N;INDF;MASC+FEM;SG
domingos	søndage	domingo	søndag	N;MASC;PL	N;INDF;MASC+FEM;PL
latino	latino	latino	latino	N;MASC;SG	N;INDF;MASC+FEM;SG
alice	alice	alice	alice	N;FEM;SG	N;INDF;MASC+FEM;SG
polônia	polens	polônia	polen	N;FEM;SG	N;GEN;DEF;MASC+FEM;SG
classificado	bedømt	classificar	bedømme	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
classificado	vurderet	classificar	vurdere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
classificado	bedømte	classificar	bedømme	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
classificado	klassificeret	classificar	klassificere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
classificado	rangeret	classificar	rangere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
hollywood	hollywood	hollywood	hollywood	N;MASC;SG	N;INDF;MASC+FEM;SG
veículo	køretøj	veículo	køretøj	N;MASC;SG	N;INDF;NEUT;SG
veículo	køretøjet	veículo	køretøj	N;MASC;SG	N;DEF;NEUT;SG
desejo	ønske	desejo	ønske	N;MASC;SG	N;INDF;NEUT;SG
desejo	begær	desejo	begær	N;MASC;SG	N;INDF;NEUT;SG
desejo	lyst	desejo	lyst	N;MASC;SG	N;INDF;MASC+FEM;SG
desejo	ønske	desejo	ønske	N;MASC;SG	N;INDF;NEUT;SG
assinou	undertegnet	assinar	undertegne	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
assinou	undertegnede	assinar	undertegne	V;IND;SG;3;PST;FIN	V;DEF;SG;PST;V.PTCP
assinou	underskrevet	assinar	underskrive	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
assinou	signeret	assinar	signere	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
onda	vink	onda	vink	N;FEM;SG	N;INDF;NEUT;SG
onda	bølgen	onda	bølg	N;FEM;SG	N;DEF;MASC+FEM;SG
onda	bølge	onda	bølge	N;FEM;SG	N;INDF;MASC+FEM;SG
inaugurado	indviet	inaugurar	indvie	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
inaugurado	indviede	inaugurar	indvie	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
derrotado	besejret	derrotar	besejre	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
derrotado	slået	derrotar	slå	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
derrotado	besejrede	derrotar	besejre	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
professores	professorer	professor	professor	N;MASC;PL	N;INDF;MASC+FEM;PL
professores	lærere	professor	lærer	N;MASC;PL	N;INDF;MASC+FEM;PL
professores	undervisere	professor	undervisere	N;MASC;PL	N;INDF;MASC+FEM;PL
professores	lærerne	professor	lærer	N;MASC;PL	N;DEF;MASC+FEM;PL
tentando	forsøger	tentar	forsøge	V;V.MSDR	V;IND;PRS;FIN;ACT
tentando	prøver	tentar	prøve	V;V.MSDR	V;IND;PRS;FIN;ACT
seguiu	fulgte	seguir	følge	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
seguiu	efterfulgt	seguir	efterfølge	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
seguiu	fulgt	seguir	følge	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
seguiu	følges	seguir	følges	V;IND;SG;3;PST;FIN	V;NFIN;PASS
feminina	hunkøn	feminino	hunkøn	N;FEM;SG	N;INDF;NEUT;SG
documentário	dokumentar	documentário	dokumentar	N;MASC;SG	N;INDF;NEUT;SG
documentário	dokumentarfilm	documentário	dokumentarfilm	N;MASC;SG	N;INDF;NEUT;SG
actual	aktuel	actual	aktuel	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
actual	aktuelt	actual	aktuel	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
actual	løbende	actual	løbende	ADJ;MASC;SG	ADJ
actual	nuværende	actual	nuværende	ADJ;MASC;SG	ADJ
ciclista	cykelrytter	ciclista	cykelrytter	N;MASC;SG	N;INDF;MASC+FEM;SG
canadense	canadier	canadense	canadie	N;MASC;SG	N;INDF;MASC+FEM;SG
pediu	spurgte	pedir	spørge	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
pediu	spurgt	pedir	spørge	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
terreno	terrænet	terreno	terræn	N;MASC;SG	N;DEF;NEUT;SG
terreno	terræn	terreno	terræn	N;MASC;SG	N;INDF;NEUT;SG
terreno	jorden	terreno	jord	N;MASC;SG	N;DEF;MASC+FEM;SG
terreno	jord	terreno	jord	N;MASC;SG	N;INDF;MASC+FEM;SG
animação	animation	animação	animation	N;FEM;SG	N;INDF;MASC+FEM;SG
guia	vejledningen	guia	vejledning	N;FEM;SG	N;DEF;MASC+FEM;SG
guia	guide	guia	guide	N;FEM;SG	N;INDF;MASC+FEM;SG
guia	vejledning	guia	vejledning	N;FEM;SG	N;INDF;MASC+FEM;SG
caça	jagten	caça	jagt	N;FEM;SG	N;DEF;MASC+FEM;SG
caça	jagt	caça	jagt	N;FEM;SG	N;INDF;MASC+FEM;SG
caça	jagten	caça	jagt	N;FEM;SG	N;DEF;MASC+FEM;SG
caça	jagt	caça	jagt	N;FEM;SG	N;INDF;MASC+FEM;SG
arcebispo	ærkebiskop	None	ærkebiskop	N;MASC;SG	N;INDF;MASC+FEM;SG
arcebispo	ærkebiskoppen	None	ærkebiskop	N;MASC;SG	N;DEF;MASC+FEM;SG
violência	vold	violência	vold	N;FEM;SG	N;INDF;MASC+FEM;SG
verdadeira	ægte	verdadeiro	ægte	ADJ;FEM;SG	ADJ
verdadeira	sandt	verdadeiro	sinde	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
policial	officer	policial	officer	N;MASC;SG	N;INDF;MASC+FEM;SG
policial	politimand	policial	politimand	N;MASC;SG	N;INDF;MASC+FEM;SG
órgãos	organerne	órgão	organ	N;MASC;PL	N;DEF;MASC+FEM;PL
órgãos	organer	órgão	organ	N;MASC;PL	N;INDF;MASC+FEM;PL
órgãos	karrosserier	órgão	karrosseri	N;MASC;PL	N;INDF;NEUT;PL
órgãos	kroppe	órgão	kroppe	N;MASC;PL	N;INDF;MASC+FEM;PL
órgãos	organer	órgão	organ	N;MASC;PL	N;INDF;MASC+FEM;PL
curto	kort	curto	kort	ADJ;MASC;SG	ADJ;INDF;SG
corinthians	korintherbrev	corinthian	korintherbrev	N;MASC;SG	N;INDF;MASC+FEM;SG
estudar	studere	estudar	studere	V;NFIN	V;NFIN;ACT
estudar	studerer	estudar	studere	V;NFIN	V;IND;PRS;FIN;ACT
moradores	residenter	morador	resident	N;MASC;PL	N;INDF;MASC+FEM;PL
moradores	indbyggere	morador	indbygger	N;MASC;PL	N;INDF;MASC+FEM;PL
moradores	beboere	morador	beboer	N;MASC;PL	N;INDF;MASC+FEM;PL
loja	butik	loja	butik	N;FEM;SG	N;INDF;MASC+FEM;SG
loja	forretning	loja	forretning	N;FEM;SG	N;INDF;MASC+FEM;SG
loja	butik	loja	butik	N;FEM;SG	N;INDF;MASC+FEM;SG
resolução	opløsning	resolução	opløsning	N;FEM;SG	N;INDF;MASC+FEM;SG
resolução	resolution	resolução	resolution	N;FEM;SG	N;INDF;MASC+FEM;SG
resolução	beslutning	resolução	beslutning	N;FEM;SG	N;INDF;MASC+FEM;SG
diferenças	uoverensstemmelser	diferença	uoverensstemmelse	N;FEM;PL	N;INDF;MASC+FEM;PL
diferenças	forskelle	diferença	forskel	N;FEM;PL	N;INDF;MASC+FEM;PL
diferenças	forskellene	diferença	forskel	N;FEM;PL	N;DEF;MASC+FEM;PL
eurovisão	eurovision	eurovisão	eurovision	N;FEM;SG	N;INDF;MASC+FEM;SG
apelido	øgenavn	apelido	øgenavn	N;MASC;SG	N;INDF;NEUT;SG
apelido	kælenavn	apelido	kælenavn	N;MASC;SG	N;INDF;NEUT;SG
apelido	kaldenavn	apelido	kaldenavn	N;MASC;SG	N;INDF;NEUT;SG
apelido	efternavn	apelido	efternavn	N;MASC;SG	N;INDF;NEUT;SG
ave	fuglen	ave	fugl	N;FEM;SG	N;DEF;MASC+FEM;SG
ave	fugl	ave	fugl	N;FEM;SG	N;INDF;MASC+FEM;SG
responsabilidade	ansvar	responsabilidade	ansvar	N;FEM;SG	N;INDF;NEUT;SG
responsabilidade	erstatningsansvar	responsabilidade	erstatningsansvar	N;FEM;SG	N;INDF;MASC+FEM;SG
responsabilidade	hæftelse	responsabilidade	hæftelse	N;FEM;SG	N;INDF;MASC+FEM;SG
responsabilidade	ansvar	responsabilidade	ansvar	N;FEM;SG	N;INDF;NEUT;SG
responsabilidade	ansvaret	responsabilidade	ansvar	N;FEM;SG	N;DEF;NEUT;SG
responsabilidade	ansvarlighed	responsabilidade	ansvarlighed	N;FEM;SG	N;INDF;MASC+FEM;SG
responsabilidade	ansvarlighed	responsabilidade	ansvarlighed	N;FEM;SG	N;INDF;MASC+FEM;SG
avião	fly	avião	fly	N;MASC;SG	N;INDF;NEUT;SG
avião	flyvemaskine	avião	flyvemaskine	N;MASC;SG	N;INDF;MASC+FEM;SG
avião	fly	avião	fly	N;MASC;SG	N;INDF;NEUT;SG
avião	fly	avião	fly	N;MASC;SG	N;INDF;NEUT;SG
avião	luftfartøj	avião	luftfartøj	N;MASC;SG	N;INDF;NEUT;SG
avião	flyvemaskinen	avião	flyvemaskine	N;MASC;SG	N;DEF;MASC+FEM;SG
avião	flyvemaskine	avião	flyvemaskine	N;MASC;SG	N;INDF;MASC+FEM;SG
sinais	signalerne	sinal	signal	N;MASC;PL	N;DEF;NEUT;PL
sinais	signaler	sinal	signal	N;MASC;PL	N;INDF;NEUT;PL
sinais	skilte	sinal	skille	N;MASC;PL	N;INDF;MASC+FEM;PL
equivalente	ækvivalent	equivalente	ækvivalent	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
equivalente	tilsvarende	equivalente	tilsvarende	ADJ;MASC;SG	ADJ
licença	licens	licença	lic	N;FEM;SG	N;INDF;MASC+FEM;SG
licença	licens	licença	lic	N;FEM;SG	N;INDF;MASC+FEM;SG
licença	kørekort	licença	kørekort	N;FEM;SG	N;INDF;NEUT;SG
aparecem	fremstår	aparecer	fremstår	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;ACT
aparecem	vises	aparecer	vise	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;PASS
mix	mix	mix	milli	N;MASC;SG	N;INDF;NEUT;SG
mix	blanding	mix	blanding	N;MASC;SG	N;INDF;MASC+FEM;SG
dividido	divideret	dividir	dividere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
dividido	opdelt	dividir	opdele	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
dividido	splittet	dividir	splitte	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
beleza	skønhed	beleza	skønhed	N;FEM;SG	N;INDF;MASC+FEM;SG
beleza	skønheden	beleza	skønheden	N;FEM;SG	N;DEF;MASC+FEM;SG
pés	fødderne	pé	fod	N;MASC;PL	N;DEF;MASC+FEM;PL
pés	fødder	pé	fod	N;MASC;PL	N;INDF;MASC+FEM;PL
interesses	interesser	interesse	interesse	N;MASC;PL	N;INDF;MASC+FEM;PL
air	luften	air	luft	N;MASC;SG	N;DEF;MASC+FEM;SG
air	luft	air	luft	N;MASC;SG	N;INDF;MASC+FEM;SG
destacado	fremhævede	destacar	fremhæve	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
destacado	fremhævet	destacar	fremhæve	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
destacado	udstationeret	destacar	udstationere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
destacado	udlånt	destacar	udlån	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
pacífico	stillehavet	pacífico	stillehavet	N;MASC;SG	N;DEF;NEUT;SG
relacionamento	relation	relacionamento	relation	N;MASC;SG	N;INDF;MASC+FEM;SG
relacionamento	forholdet	relacionamento	forhold	N;MASC;SG	N;DEF;NEUT;SG
relacionamento	forhold	relacionamento	forhold	N;MASC;SG	N;INDF;NEUT;SG
tópico	emne	tópico	emne	N;MASC;SG	N;INDF;NEUT;SG
tópico	emnet	tópico	emne	N;MASC;SG	N;DEF;NEUT;SG
part	del	part	del	N;MASC;SG	N;INDF;MASC+FEM;SG
festas	festligheder	festa	festlighed	N;FEM;PL	N;INDF;MASC+FEM;PL
festas	festivaler	festa	festival	N;FEM;PL	N;INDF;MASC+FEM;PL
festas	fester	festa	fest	N;FEM;PL	N;INDF;MASC+FEM;PL
festas	parter	festa	part	N;FEM;PL	N;INDF;MASC+FEM;PL
festas	parterne	festa	part	N;FEM;PL	N;DEF;MASC+FEM;PL
festas	partier	festa	parti	N;FEM;PL	N;INDF;NEUT;PL
media	medier	media	medie	N;MASC;PL	N;INDF;NEUT;PL
media	medierne	media	medie	N;MASC;PL	N;DEF;NEUT;PL
lojas	forretninger	loja	forretning	N;FEM;PL	N;INDF;MASC+FEM;PL
lojas	butikker	loja	butik	N;FEM;PL	N;INDF;MASC+FEM;PL
lojas	forretninger	loja	forretning	N;FEM;PL	N;INDF;MASC+FEM;PL
lojas	butikkerne	loja	butik	N;FEM;PL	N;DEF;MASC+FEM;PL
lojas	butikker	loja	butik	N;FEM;PL	N;INDF;MASC+FEM;PL
figuras	tal	figura	tal	N;FEM;PL	N;INDF;NEUT;PL
figuras	tallene	figura	tal	N;FEM;PL	N;DEF;NEUT;PL
figuras	figurer	figura	figur	N;FEM;PL	N;INDF;MASC+FEM;PL
tio	onkel	tio	onkel	N;MASC;SG	N;INDF;MASC+FEM;SG
tio	farbror	tio	farbror	N;MASC;SG	N;INDF;MASC+FEM;SG
atualizado	opgraderet	atualizar	opgradere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
atualizado	ajourført	atualizar	ajourført	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
atualizado	opdateret	atualizar	opdatere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
belém	belém	belém	belém	N;MASC;SG	N;INDF;MASC+FEM;SG
belém	bethlehem	belém	bethlehem	N;MASC;SG	N;INDF;MASC+FEM;SG
foto	foto	foto	foto	N;FEM;SG	N;INDF;NEUT;SG
foto	billede	foto	billede	N;FEM;SG	N;INDF;NEUT;SG
foto	billed	foto	billed	N;FEM;SG	N;INDF;NEUT;SG
foto	billede	foto	billede	N;FEM;SG	N;INDF;NEUT;SG
coelho	kanin	coelho	kanin	N;MASC;SG	N;INDF;MASC+FEM;SG
coelho	kanin	coelho	kanin	N;MASC;SG	N;INDF;MASC+FEM;SG
proteger	beskytter	proteger	beskytte	V;NFIN	V;IND;PRS;FIN;ACT
proteger	beskytte	proteger	beskytte	V;NFIN	V;NFIN;ACT
proteger	beskyt	proteger	beskyt	V;NFIN	V;IMP
proteger	beskytte	proteger	beskytte	V;NFIN	V;NFIN;ACT
criando	opretter	criar	oprette	V;V.MSDR	V;IND;PRS;FIN;ACT
criando	oprette	criar	oprette	V;V.MSDR	V;NFIN;ACT
criando	skabe	criar	skabe	V;V.MSDR	V;NFIN;ACT
cardeal	kardinal	cardeal	kardinal	N;MASC;SG	N;INDF;MASC+FEM;SG
cardeal	kardinalen	cardeal	kardinal	N;MASC;SG	N;DEF;MASC+FEM;SG
bens	varer	bem	vare	N;MASC;PL	N;INDF;MASC+FEM;PL
braço	arm	braço	arm	N;MASC;SG	N;INDF;MASC+FEM;SG
