hostince	herbergen	hostinec	herbergen	N;INAN;NOM;MASC;PL;POS	N;PL
odolnost	resistentie	odolnost	resistentie	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
odolnost	verzet	odolnost	verzet	N;NOM;FEM;SG;POS	N;NEUT;SG
odolnost	veerkracht	odolnost	veerkracht	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
připojit	bijvoegen	připojit	bijvoegen	V;PFV;POS;NFIN	V;NFIN
připojit	meedoen	připojit	meedoen	V;PFV;POS;NFIN	V;NFIN
připojit	verbind	připojit	verbind	V;PFV;POS;NFIN	V;SG;PRS;FIN
připojit	verbinden	připojit	verbinden	V;PFV;POS;NFIN	V;NFIN
zajímavý	interessante	zajímavý	interessant	ADJ;INAN;NOM;MASC;SG;POS	ADJ
zajímavý	interessant	zajímavý	interessant	ADJ;INAN;NOM;MASC;SG;POS	ADJ
classic	klassieker	classic	klassieker	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
classic	classic	classic	classic	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
přispívá	bijdragende	přispívat	bijdragend	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;V.PTCP
přispívá	bijdraagt	přispívat	bijdragen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;SG;PRS;FIN
vyhrát	win	vyhrát	winnen	V;POS;NFIN	V;SG;PRS;FIN
vyhrát	winnen	vyhrát	winnen	V;POS;NFIN	V;NFIN
jídla	levensmiddelen	jídlo	levensmiddelen	N;NOM;NEUT;PL;POS	N;PL
jídla	maaltijden	jídlo	maaltijd	N;NOM;NEUT;PL;POS	N;PL
turistika	toerisme	turistika	toerisme	N;NOM;FEM;SG;POS	N;NEUT;SG
rozhovory	gesprekken	rozhovor	gesprek	N;INAN;NOM;MASC;PL;POS	N;PL
rozhovory	conversaties	rozhovor	conversatie	N;INAN;NOM;MASC;PL;POS	N;PL
rozhovory	interviews	rozhovor	interview	N;INAN;NOM;MASC;PL;POS	N;PL
rozhovory	gesprekken	rozhovor	gesprek	N;INAN;NOM;MASC;PL;POS	N;PL
radost	joy	radost	joy	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
radost	blijdschap	radost	blijdschap	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
radost	vreugde	radost	vreugde	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
radost	happy	radost	happy	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
office	bureau	office	bureau	N;NOM;FEM;SG;POS	N;NEUT;SG
office	kantoor	office	kantoor	N;NOM;FEM;SG;POS	N;NEUT;SG
odměny	beloningen	odměna	beloning	N;NOM;FEM;PL;POS	N;PL
dostatečné	voldoende	dostatečný	voldoende	ADJ;NOM;NEUT;SG;POS	ADJ
dědice	erfgenaam	dědic	erfgenaam	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
ukázat	tonen	ukázat	tonen	V;POS;NFIN	V;NFIN
impérium	keizerrijk	impérium	keizerrijk	N;NOM;NEUT;SG;POS	N;NEUT;SG
impérium	imperium	impérium	imperium	N;NOM;NEUT;SG;POS	N;NEUT;SG
impérium	empire	impérium	empire	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
dopisy	letteren	dopis	letteren	N;INAN;NOM;MASC;PL;POS	N;PL
dopisy	letters	dopis	letter	N;INAN;NOM;MASC;PL;POS	N;PL
dopisy	brieven	dopis	brief	N;INAN;NOM;MASC;PL;POS	N;PL
ledu	ijs	led	ijs	N;INAN;GEN;MASC;SG;POS	N;NEUT;SG
ledu	ice	led	ice	N;INAN;GEN;MASC;SG;POS	N;MASC+FEM;SG
prozatímní	tussentijds	prozatímní	tussentijds	ADJ;NOM;MASC;SG;POS	ADJ
prozatímní	tussentijdse	prozatímní	tussentijds	ADJ;NOM;MASC;SG;POS	ADJ
prozatímní	voorlopige	prozatímní	voorlopig	ADJ;NOM;MASC;SG;POS	ADJ
prozatímní	voorlopig	prozatímní	voorlopig	ADJ;NOM;MASC;SG;POS	ADJ
obilí	graan	obilí	graan	N;NOM;NEUT;SG;POS	N;NEUT;SG
působnosti	draagwijdte	působnost	draagwijdte	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
působnosti	toepassingsgebied	působnost	toepassingsgebied	N;NOM;FEM;SG;POS	N;NEUT;SG
působnosti	reikwijdte	působnost	reikwijdte	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
odborník	specialist	odborník	specialist	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
odborník	expert	odborník	expert	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
portály	portalen	portál	portaal	N;INAN;NOM;MASC;PL;POS	N;PL
deklarace	aangifte	deklarace	aangifte	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
deklarace	declaratie	deklarace	declaratie	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
deklarace	verklaring	deklarace	verklaring	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
přidání	toevoeging	přidání	toevoeging	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
náměstek	plaatsvervanger	náměstek	plaatsvervanger	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
náměstek	hulpsheriff	náměstek	hulpsheriff	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
plod	foetus	plod	foetus	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
plod	foetus	plod	foetus	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
instalace	installatie	instalace	installatie	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
instalace	inbouw	instalace	inbouw	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
chlapci	boys	chlapec	boys	N;ANIM;NOM;MASC;PL;POS	N;PL
chlapci	jongens	chlapec	jongens	N;ANIM;NOM;MASC;PL;POS	N;PL
organické	biologisch	organický	biologisch	ADJ;NOM;MASC;SG;POS	ADJ
organické	organische	organický	organisch	ADJ;NOM;MASC;SG;POS	ADJ
organické	organisch	organický	organisch	ADJ;NOM;MASC;SG;POS	ADJ
revize	revisie	revize	revisie	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
revize	herziening	revize	herziening	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
morální	morele	morální	moreel	ADJ;NOM;MASC;SG;POS	ADJ
morální	moreel	morální	moreel	ADJ;NOM;MASC;SG;POS	ADJ
koalici	coalitie	koalice	coalitie	N;ACC;FEM;SG;POS	N;MASC+FEM;SG
utrpení	miserie	utrpení	miserie	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
utrpení	ellende	utrpení	ellende	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
pseudonym	pseudoniem	pseudonym	pseudoniem	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
závislé	afhankelijke	závislý	afhankelijk	ADJ;NOM;NEUT;SG;POS	ADJ
závislé	afhankelijk	závislý	afhankelijk	ADJ;NOM;NEUT;SG;POS	ADJ
báze	base	báze	base	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
báze	basis	báze	basis	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
fotografování	fotografie	fotografování	fotografie	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
rozšiřuje	verlengt	rozšiřovat	verlengen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;SG;PRS;FIN
sadu	boomgaard	sada	boomgaard	N;ACC;FEM;SG;POS	N;MASC+FEM;SG
dobýt	veroveren	dobýt	veroveren	V;POS;NFIN	V;NFIN
dobýt	overwinnen	dobýt	overwinnen	V;POS;NFIN	V;NFIN
získávání	aankoop	získávání	aankoop	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
získávání	acquisitie	získávání	acquisitie	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
získávání	verwerving	získávání	verwerving	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
získávání	overname	získávání	overname	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
získávání	aanwinst	získávání	aanwinst	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
agrární	agrarische	agrární	agrarisch	ADJ;NOM;MASC;SG;POS	ADJ
agrární	agrarisch	agrární	agrarisch	ADJ;NOM;MASC;SG;POS	ADJ
vlastník	eigenaar	vlastník	eigenaar	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
vlastník	baasje	vlastník	baas	N;ANIM;NOM;MASC;SG;POS	N;NEUT;SG
politiků	politici	politik	politicus	N;ANIM;GEN;MASC;PL;POS	N;PL
střela	shot	střela	shot	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
střela	schot	střela	schot	N;NOM;FEM;SG;POS	N;NEUT;SG
střela	raket	střela	raket	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
ptáky	vogels	pták	vogel	N;ANIM;ACC;MASC;PL;POS	N;PL
ptáky	hanen	pták	haan	N;ANIM;ACC;MASC;PL;POS	N;PL
definovat	definiëren	definovat	definiër	V;POS;NFIN	V;NFIN
definovat	definieer	definovat	definieer	V;POS;NFIN	V;SG;PRS;FIN
eddie	eddie	eddie	eddie	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
eddie	eddy	eddie	eddy	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
snadné	rustig	snadný	rustig	ADJ;NOM;NEUT;SG;POS	ADJ
snadné	eenvoudig	snadný	eenvoudig	ADJ;NOM;NEUT;SG;POS	ADJ
snadné	makkelijk	snadný	makkelijk	ADJ;NOM;NEUT;SG;POS	ADJ
snadné	gemakkelijk	snadný	gemakkelijk	ADJ;NOM;NEUT;SG;POS	ADJ
vizuální	visueel	vizuální	visueel	ADJ;NOM;MASC;SG;POS	ADJ
vizuální	visuele	vizuální	visueel	ADJ;NOM;MASC;SG;POS	ADJ
vchod	entree	vchod	entree	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
vchod	ingang	vchod	ingang	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
viditelné	zichtbaar	viditelný	zichtbaar	ADJ;NOM;NEUT;SG;POS	ADJ
viditelné	zichtbare	viditelný	zichtbaar	ADJ;NOM;NEUT;SG;POS	ADJ
trpěl	leed	trpět	lijden	V;MASC;SG;POS;PST;V.PTCP;ACT	V;SG;PST;FIN
hit	hit	hit	hit	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
hit	treffer	hit	treffer	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
poznal	herkende	poznat	herken	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;SG;PST;FIN
poznal	erkende	poznat	erkennen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;FIN
poznal	herkend	poznat	herkend	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
poznal	erkend	poznat	erkend	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
vždycky	altijd	vždycky	altijd	ADV	ADV
spiknutí	plot	spiknutí	plot	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
spiknutí	perceel	spiknutí	perceel	N;NOM;NEUT;SG;POS	N;NEUT;SG
spiknutí	complot	spiknutí	complot	N;NOM;NEUT;SG;POS	N;NEUT;SG
spiknutí	complot	spiknutí	complot	N;NOM;NEUT;SG;POS	N;NEUT;SG
spiknutí	samenzwering	spiknutí	samenzwering	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
diskutovat	bespreken	diskutovat	bespreken	V;IPFV;POS;NFIN	V;NFIN
diskutovat	bespreek	diskutovat	bespreken	V;IPFV;POS;NFIN	V;SG;PRS;FIN
naději	hoop	naděje	hoop	N;ACC;FEM;SG;POS	N;MASC+FEM;SG
naději	hope	naděje	hope	N;ACC;FEM;SG;POS	N;MASC+FEM;SG
stanoví	specificeert	stanovit	specificeren	V;PFV;IND;SG;3;POS;PRS;FIN;ACT	V;SG;PRS;FIN
stanoví	specificeren	stanovit	specificeren	V;PFV;IND;SG;3;POS;PRS;FIN;ACT	V;NFIN
továrně	fabriek	továrna	fabriek	N;DAT;FEM;SG;POS	N;MASC+FEM;SG
továrně	factory	továrna	factory	N;DAT;FEM;SG;POS	N;MASC+FEM;SG
pořady	shows	pořad	show	N;INAN;NOM;MASC;PL;POS	N;PL
křesťanská	christelijke	křesťanský	christelijk	ADJ;NOM;FEM;SG;POS	ADJ
křesťanská	christelijk	křesťanský	christelijk	ADJ;NOM;FEM;SG;POS	ADJ
odhalení	onthulling	odhalení	onthulling	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
odhalení	onthulling	odhalení	onthulling	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
odhalení	openbaring	odhalení	openbaring	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
odhalení	openbaring	odhalení	openbaring	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
pojmenoval	genoemd	pojmenovat	noemen	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
pojmenoval	genaamd	pojmenovat	genaamd	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
pojmenoval	benoemde	pojmenovat	benoemen	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
terén	terrein	terén	terrein	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
sociolog	socioloog	sociolog	socioloog	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
trend	trend	trend	trenden	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
trend	tendens	trend	tendens	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
dno	bodem	dno	bodem	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
dno	onderkant	dno	onderkant	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
dno	bottom	dno	bottom	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
aktivista	activist	aktivista	activist	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
arabové	arabieren	arabový	arabier	N;ANIM;NOM;MASC;PL;POS	N;PL
císařovna	keizerin	císařovna	keizerin	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
udržovat	handhaven	udržovat	handhaven	V;IPFV;POS;NFIN	V;NFIN
zachycuje	vangt	zachycovat	vangen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;SG;PRS;FIN
aspekty	aspecten	aspekt	aspect	N;INAN;NOM;MASC;PL;POS	N;PL
souvislost	aansluiting	souvislost	aansluiting	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
souvislost	verbinding	souvislost	verbinding	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
souvislost	connectie	souvislost	connectie	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
souvislost	link	souvislost	link	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
souvislost	koppeling	souvislost	koppeling	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
výuky	lesgeven	výuka	lesgeven	N;NOM;FEM;SG;POS	N;NEUT;SG
pobočka	bijkantoor	pobočka	bijkantoor	N;NOM;FEM;SG;POS	N;NEUT;SG
pobočka	filiaal	pobočka	filiaal	N;NOM;FEM;SG;POS	N;NEUT;SG
pobočka	branch	pobočka	branch	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
pobočka	tak	pobočka	tak	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
irena	irena	iren	irena	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
irena	irene	iren	ireen	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
švýcarské	zwitserse	švýcarský	zwitsers	ADJ;NOM;MASC;SG;POS	ADJ
ukládání	besparing	ukládání	besparing	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
dočasné	tijdelijk	dočasný	tijdelijk	ADJ;NOM;NEUT;SG;POS	ADJ
dočasné	tijdelijke	dočasný	tijdelijk	ADJ;NOM;NEUT;SG;POS	ADJ
chaty	chats	chata	chat	N;NOM;FEM;PL;POS	N;PL
chaty	huisjes	chata	huis	N;NOM;FEM;PL;POS	N;PL
fakta	feiten	faktum	feit	N;NOM;NEUT;PL;POS	N;PL
admirál	admiraal	admirál	admiraal	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
řazení	rangschikking	řazení	rangschikking	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
řazení	ranglijst	řazení	ranglijst	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
tkáně	weefsels	tkáň	weefsel	N;NOM;FEM;PL;POS	N;PL
orel	eagle	orel	eag	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
orel	arend	orel	arend	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
orel	adelaar	orel	adelaar	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
orel	munt	orel	munt	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
jasný	duidelijk	jasný	duidelijk	ADJ;INAN;NOM;MASC;SG;POS	ADJ
jasný	helder	jasný	helder	ADJ;INAN;NOM;MASC;SG;POS	ADJ
učebnice	schoolboeken	učebnice	schoolboek	N;NOM;FEM;PL;POS	N;PL
poskytl	verstrekt	poskytnout	verstrekken	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
poskytl	verstrekte	poskytnout	verstrekken	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;SG;PST;FIN
značek	merken	značka	merk	N;GEN;FEM;PL;POS	N;PL
značek	brands	značka	brand	N;GEN;FEM;PL;POS	N;PL
patnáct	vijftien	patnáct	vijftien	NUM;NOM;SG	NUM
tibetu	tibet	tibet	tibet	N;INAN;DAT;MASC;SG;POS	N;NEUT;SG
vypukla	uitgebarsten	vypuknout	uitbarsten	V;PFV;POS;PST;V.PTCP;ACT	V;V.PTCP
hity	hits	hit	hits	N;INAN;NOM;MASC;PL;POS	N;PL
hity	treffers	hit	treffer	N;INAN;NOM;MASC;PL;POS	N;PL
tragédie	tragedie	tragedie	tragedie	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
kritické	kritische	kritický	kritisch	ADJ;NOM;NEUT;SG;POS	ADJ
kritické	kritisch	kritický	kritisch	ADJ;NOM;NEUT;SG;POS	ADJ
cenné	kostbaar	cenný	kostbaar	ADJ;NOM;MASC;PL;POS	ADJ
cenné	waardevol	cenný	waardevol	ADJ;NOM;MASC;PL;POS	ADJ
cenné	waardevolle	cenný	waardevol	ADJ;NOM;MASC;PL;POS	ADJ
faktor	factor	faktor	factor	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
soudy	rechtbanken	soud	rechtbank	N;INAN;NOM;MASC;PL;POS	N;PL
chodit	wandelen	chodit	wandelen	V;IPFV;POS;NFIN	V;NFIN
chodit	lopen	chodit	lopen	V;IPFV;POS;NFIN	V;NFIN
chodit	lopend	chodit	lopen	V;IPFV;POS;NFIN	V;V.PTCP
chodit	lopen	chodit	lopen	V;IPFV;POS;NFIN	V;NFIN
nežádoucí	ongewenste	žádoucí	ongewenste	ADJ;NOM;MASC;SG;NEG	ADJ
nežádoucí	ongewenst	žádoucí	ongewenst	ADJ;NOM;MASC;SG;NEG	ADJ
nežádoucí	ongewenste	žádoucí	ongewenste	ADJ;NOM;MASC;SG;NEG	ADJ
nežádoucí	ongewenst	žádoucí	ongewenst	ADJ;NOM;MASC;SG;NEG	ADJ
vrah	moordenaar	vrah	moordenaar	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
vrah	moordenaar	vrah	moordenaar	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
tvůrci	scheppers	tvůrce	schepper	N;ANIM;NOM;MASC;PL;POS	N;PL
tvůrci	makers	tvůrce	maker	N;ANIM;NOM;MASC;PL;POS	N;PL
tvůrci	makers	tvůrce	maker	N;ANIM;NOM;MASC;PL;POS	N;PL
potenciální	potentiële	potenciální	potentiel	ADJ;NOM;MASC;SG;POS	ADJ
souboj	duel	souboj	duel	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
znečištění	verontreiniging	znečištění	verontreiniging	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
znečištění	vervuiling	znečištění	vervuiling	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
bytosti	wezens	bytost	wezen	N;NOM;FEM;PL;POS	N;PL
bytosti	wezens	bytost	wezen	N;NOM;FEM;PL;POS	N;PL
bytosti	schepsels	bytost	schepsel	N;NOM;FEM;PL;POS	N;PL
léčení	genezing	léčení	genezing	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
léčení	behandeling	léčení	behandeling	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
písničky	nummers	písnička	nummer	N;NOM;FEM;PL;POS	N;PL
písničky	liederen	písnička	lied	N;NOM;FEM;PL;POS	N;PL
písničky	songs	písnička	songs	N;NOM;FEM;PL;POS	N;PL
písničky	liedjes	písnička	lied	N;NOM;FEM;PL;POS	N;PL
vyžadují	vereisen	vyžadovat	vereisen	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT	V;NFIN
bolest	pijn	bolest	pijn	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
ploché	plat	plochý	plat	ADJ;NOM;NEUT;SG;POS	ADJ
peugeot	peugeot	peugeot	peugeot	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
opakování	herhaling	opakování	herhaling	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
opakování	herhaling	opakování	herhaling	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
opakování	herhaling	opakování	herhaling	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
roviny	vlakten	rovina	vlakken	N;NOM;FEM;PL;POS	N;PL
roviny	plains	rovina	plains	N;NOM;FEM;PL;POS	N;PL
roviny	vlaktes	rovina	vlakte	N;NOM;FEM;PL;POS	N;PL
roviny	vliegtuigen	rovina	vliegtuig	N;NOM;FEM;PL;POS	N;PL
rozvíjí	ontwikkelt	rozvíjet	ontwikkelen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;SG;PRS;FIN
klasického	klassiek	klasický	klassiek	ADJ;ANIM;GEN;MASC;SG;POS	ADJ
klasického	klassieke	klasický	klassiek	ADJ;ANIM;GEN;MASC;SG;POS	ADJ
bloků	blokken	blok	blok	N;INAN;GEN;MASC;PL;POS	N;PL
sněhu	sneeuw	sníh	sneeuw	N;INAN;GEN;MASC;SG;POS	N;MASC+FEM;SG
leonard	leonard	leonard	leonard	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
propagaci	bevordering	propagace	bevordering	N;ACC;FEM;SG;POS	N;MASC+FEM;SG
propagaci	promotie	propagace	promotie	N;ACC;FEM;SG;POS	N;MASC+FEM;SG
stupnice	schaal	stupnice	schaal	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
přehrada	dam	přehrada	dam	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
přehrada	stuwdam	přehrada	stuwdam	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
přehrada	stuwmeer	přehrada	stuwmeer	N;NOM;FEM;SG;POS	N;NEUT;SG
přehrada	reservoir	přehrada	reservoir	N;NOM;FEM;SG;POS	N;NEUT;SG
kristina	kristina	kristina	kristina	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
menšiny	minderheden	menšina	minderheid	N;NOM;FEM;PL;POS	N;PL
sebastian	sebastian	sebastian	sebastian	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
sebastian	sebastiaan	sebastian	sebastiaan	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
prokopa	procopius	prokop	procopius	N;ANIM;ACC;MASC;SG;POS	N;MASC+FEM;SG
odráží	weerspiegeld	odrážet	weerspiegeld	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;V.PTCP
odráží	reflecteert	odrážet	reflecteren	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;SG;PRS;FIN
odráží	weerspiegelt	odrážet	weerspiegelen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;SG;PRS;FIN
usnesení	resolutie	usnesení	resolutie	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
stěna	prikbord	stěna	prikbord	N;NOM;FEM;SG;POS	N;NEUT;SG
stěna	wand	stěna	wand	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
stěna	muur	stěna	muur	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
tendence	neiging	tendence	neiging	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
tendence	tendens	tendence	tendens	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
berdych	berdych	berdy	berdych	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
tma	duisternis	tma	duisternis	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
prsten	ring	prsten	ring	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
kořist	buit	kořist	buit	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
kořist	oorlogsbuit	kořist	oorlogsbuit	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
kořist	buit	kořist	buit	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
kořist	booty	kořist	booty	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
kořist	buit	kořist	buit	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
kořist	prooi	kořist	prooi	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
skladatelů	componisten	skladatel	componist	N;ANIM;GEN;MASC;PL;POS	N;PL
virginie	virginia	virginie	virginia	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
účastníky	deelnemers	účastník	deelnemer	N;ANIM;ACC;MASC;PL;POS	N;PL
demonstrace	betoging	demonstrace	betoging	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
demonstrace	demonstratie	demonstrace	demonstratie	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
posílení	versterking	posílení	versterking	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
posílení	versterking	posílení	versterking	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
posílení	versteviging	posílení	versteviging	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
způsobilo	veroorzaakte	způsobit	veroorzaken	V;PFV;NEUT;SG;POS;PST;V.PTCP;ACT	V;SG;PST;FIN
způsobilo	veroorzaakt	způsobit	veroorzaken	V;PFV;NEUT;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
metoděje	methodius	metoděj	methodius	N;ANIM;NOM;MASC;PL;POS	N;PL
interní	intern	interní	intern	ADJ;NOM;MASC;SG;POS	ADJ
interní	inwendig	interní	inwendig	ADJ;NOM;MASC;SG;POS	ADJ
rohy	hoekjes	roh	hoek	N;INAN;NOM;MASC;PL;POS	N;PL
rohy	hoeken	roh	hoek	N;INAN;NOM;MASC;PL;POS	N;PL
rohy	hoorns	roh	hoorn	N;INAN;NOM;MASC;PL;POS	N;PL
rohy	toeters	roh	toeter	N;INAN;NOM;MASC;PL;POS	N;PL
rohy	horens	roh	horens	N;INAN;NOM;MASC;PL;POS	N;PL
spuštění	lancering	spuštění	lancering	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
spuštění	lancering	spuštění	lancering	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
lotus	lotus	lotus	lotus	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
dodává	voegt	dodávat	voegen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;SG;PRS;FIN
dodává	levert	dodávat	leveren	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;SG;PRS;FIN
