על	關於	על	關於	ADP	ADP
מרצה	講課	הרצה	講課	N;MASC;SG	N
שיט	航行	שיט	航行	N;MASC;SG	N
שיט	帆船	שיט	帆船	N;MASC;SG	N
שיט	航海	שיט	航海	N;MASC;SG	N
דואר	郵件	דואר	郵件	N;MASC;SG	N
דואר	郵寄	דואר	郵寄	N;MASC;SG	N
דואר	信件	דואר	信件	N;MASC;SG	N
משתנים	變數	משתנה	變數	N;MASC;PL	N
זר	陌生	זר	陌生	ADJ;MASC;SG	ADJ
סמכות	權威	סמכות	權威	N;FEM;SG	N
אדמות	土地	אדמה	土地	N;FEM;PL	N
ניסויים	試驗	ניסוי	試驗	N;MASC;PL	N
ניסויים	實驗	ניסוי	實驗	N;MASC;PL	N
נתפס	抓到	נתפס	抓到	V;MASC;SG;3;PST;MID	V
רגע	等	רגע	等	N;MASC;SG	N
סיור	游	סיור	游	N;MASC;SG	N
סיור	導覽	סיור	導覽	N;MASC;SG	N
סיור	旅遊	סיור	旅遊	N;MASC;SG	N
סיור	巡邏	סיור	巡邏	N;MASC;SG	N
תנאים	術語	תנאי	術語	N;MASC;PL	N
תנאים	條款	תנאי	條款	N;MASC;PL	N
תנאים	條件	תנאי	條件	N;MASC;PL	N
אמא	母后	אמא	母后	N;FEM;SG	N
אמא	母親	אמא	母親	N;FEM;SG	N
התוכן	內容	התוכן	內容	N;MASC;SG	N
מוזיקאים	樂手	הוזיק	樂手	N;MASC;PL	N
קיר	壁	קיר	壁	N;MASC;SG	N
קיר	牆壁	קיר	牆壁	N;MASC;SG	N
קיר	圍牆	קיר	圍牆	N;MASC;SG	N
קיר	牆	קיר	牆	N;MASC;SG	N
סייע	協助	סייע	協助	V;MASC;SG;3;PST;ACT	V
לחקור	探索	חקר	探索	V;NFIN;ACT	V
לחקור	探索	חקר	探索	V;NFIN;ACT	V
לחקור	調查	חקר	調查	V;NFIN;ACT	V
מזג	天氣	מזג	天氣	N;MASC;SG	N
מזג	氣象	מזג	氣象	N;MASC;SG	N
מזג	脾氣	מזג	脾氣	N;MASC;SG	N
מזג	音律	מזג	音律	N;MASC;SG	N
מזג	氣質	מזג	氣質	N;MASC;SG	N
לתרום	捐獻	תרם	捐獻	V;NFIN;ACT	V
לתרום	捐贈	תרם	捐贈	V;NFIN;ACT	V
לתרום	捐款	תרם	捐款	V;NFIN;ACT	V
לתרום	捐	תרם	捐	V;NFIN;ACT	V
להסיר	刪除	הסיר	刪除	V;NFIN;ACT	V
להסיר	移除	הסיר	移除	V;NFIN;ACT	V
לשכנע	說服	שכנע	說服	V;NFIN;ACT	V
לשכנע	說服	שכנע	說服	V;NFIN;ACT	V
בודדים	孤單	בודד	孤單	N;MASC;PL	N
בודדים	寂寞	בודד	寂寞	N;MASC;PL	N
בודדים	孤獨	בודד	孤獨	N;MASC;PL	N
מתאימה	適合	התאים	適合	V;FEM;SG;V.PTCP;ACT	V
מתאימה	適合	התאים	適合	V;FEM;SG;V.PTCP;ACT	V
חמור	重度	חמור	重度	N;MASC;SG	N
חמור	驢	חמור	驢	N;MASC;SG	N
חמור	驢子	חמור	驢子	N;MASC;SG	N
שופט	法官	שופט	法官	N;MASC;SG	N
שופט	裁判	שופט	裁判	N;MASC;SG	N
שופט	裁判	שופט	裁判	N;MASC;SG	N
מוגבלת	受限	הוגבל	受限	V;FEM;SG;V.PTCP;PASS	V
מוגבלת	受限	הוגבל	受限	V;FEM;SG;V.PTCP;PASS	V
מעגל	圓形	מעגל	圓形	N;MASC;SG	N
מעגל	圓圈	מעגל	圓圈	N;MASC;SG	N
מעגל	迴圈	מעגל	迴圈	N;MASC;SG	N
מעגל	圈	מעגל	圈	N;MASC;SG	N
שורות	線	שורה	線	N;FEM;PL	N
שורות	線	שורה	線	N;FEM;PL	N
גיוס	草稿	גיוס	草稿	N;MASC;SG	N
תלמיד	學生	תלמיד	學生	N;MASC;SG	N
עמדות	職位	עמדה	職位	N;FEM;PL	N
משימה	任務	משימה	任務	N;FEM;SG	N
משימה	任務	משימה	任務	N;FEM;SG	N
משימה	任務	משימה	任務	N;FEM;SG	N
מכילה	含有	הכיל	含有	V;FEM;SG;V.PTCP;ACT	V
מכילה	包含	הכיל	包含	V;FEM;SG;V.PTCP;ACT	V
אלבומים	相簿	אלבום	相簿	N;MASC;PL	N
אלבומים	專輯	אלבום	專輯	N;MASC;PL	N
השבטים	部族	השבט	部族	N;MASC;PL	N
השבטים	部落	השבט	部落	N;MASC;PL	N
הוראות	指令	הוראה	指令	N;FEM;PL	N
כתובות	地址	כתובת	地址	N;FEM;PL	N
להבטיח	確保	הבטיח	確保	V;NFIN;ACT	V
מוסר	道義	מוסר	道義	N;MASC;SG	N
מוסר	道德	מוסר	道德	N;MASC;SG	N
מוסר	道德	מוסר	道德	N;MASC;SG	N
ניתנת	准予	ניתן	准予	V;FEM;SG;V.PTCP;MID	V
איבר	肢	איבר	肢	N;MASC;SG	N
איבר	器官	איבר	器官	N;MASC;SG	N
איבר	器官	איבר	器官	N;MASC;SG	N
איבר	風琴	איבר	風琴	N;MASC;SG	N
להילחם	打	נלחם	打	V;NFIN;MID	V
טכנולוגיה	技術	טכנולוגיה	技術	N;FEM;SG	N
טכנולוגיה	科技	טכנולוגיה	科技	N;FEM;SG	N
השפעות	特效	השפעה	特效	N;FEM;PL	N
השפעות	效應	השפעה	效應	N;FEM;PL	N
השפעות	效果	השפעה	效果	N;FEM;PL	N
מדענים	科學	מדען	科學	N;MASC;PL	N
הצבעות	選票	הצבעה	選票	N;FEM;PL	N
חוג	圓形	חוג	圓形	N;MASC;SG	N
חוג	圓圈	חוג	圓圈	N;MASC;SG	N
חוג	迴圈	חוג	迴圈	N;MASC;SG	N
חוג	圈	חוג	圈	N;MASC;SG	N
הזכויות	權利	הזכות	權利	N;FEM;PL	N
מתקדם	漸進	התקדם	漸進	V;MASC;SG;V.PTCP	V
שכבות	層層	שכבה	層層	N;FEM;PL	N
שכבות	層	שכבה	層	N;FEM;PL	N
שכבות	各層	שכבה	各層	N;FEM;PL	N
שכבות	層次	שכבה	層次	N;FEM;PL	N
מבקרים	遊客	מבקר	遊客	N;MASC;PL	N
מבקרים	訪客	מבקר	訪客	N;MASC;PL	N
תאוריה	理論	תאוריה	理論	N;FEM;SG	N
תאוריה	論	תאוריה	論	N;FEM;SG	N
הפרעות	干擾	הפרעה	干擾	N;FEM;PL	N
מגדר	性別	מגדר	性別	N;MASC;SG	N
צומת	節點	צומת	節點	N;FEM;SG	N
צומת	路口	צומת	路口	N;FEM;SG	N
כללים	規則	כלל	規則	N;MASC;PL	N
כללים	細則	כלל	細則	N;MASC;PL	N
סוכנות	機構	סוכנות	機構	N;FEM;SG	N
סרטן	癌症	סרטן	癌症	N;MASC;SG	N
סרטן	癌	סרטן	癌	N;MASC;SG	N
שיניים	牙科	שן	牙科	N;FEM;PL	N
שיניים	牙醫	שן	牙醫	N;FEM;PL	N
שיניים	牙齒	שן	牙齒	N;FEM;PL	N
שיניים	牙	שן	牙	N;FEM;PL	N
שיניים	牙齒	שן	牙齒	N;FEM;PL	N
מוחלטת	絕對	מוחלט	絕對	ADJ;FEM;SG	ADJ
מוכרת	熟悉	מוכר	熟悉	ADJ;FEM;SG	ADJ
אמצע	中間	אמצע	中間	N;MASC;SG	N
לתרגם	翻譯	רתגם	翻譯	V;NFIN;ACT	V
לברוח	逃離	ברח	逃離	V;NFIN;ACT	V
גרעין	核	גרעין	核	N;MASC;SG	N
גרעין	核子	גרעין	核子	N;MASC;SG	N
גרעין	核	גרעין	核	N;MASC;SG	N
גרעין	核心	גרעין	核心	N;MASC;SG	N
גרעין	核心	גרעין	核心	N;MASC;SG	N
קומות	地板	קומה	地板	N;FEM;PL	N
ציורים	圖畫	ציור	圖畫	N;MASC;PL	N
ציורים	圖紙	ציור	圖紙	N;MASC;PL	N
ציורים	繪圖	ציור	繪圖	N;MASC;PL	N
ציורים	油畫	ציור	油畫	N;MASC;PL	N
ציורים	繪畫	ציור	繪畫	N;MASC;PL	N
הזדמנות	機會	הזדמנות	機會	N;FEM;SG	N
הזדמנות	機遇	הזדמנות	機遇	N;FEM;SG	N
הזדמנות	機會	הזדמנות	機會	N;FEM;SG	N
התקדמות	進步	התקדמות	進步	N;FEM;SG	N
התקדמות	進度	התקדמות	進度	N;FEM;SG	N
פילוסופיה	哲學	פילוסופיה	哲學	N	N
פילוסופיה	理念	פילוסופיה	理念	N	N
פרחים	花	פרח	花	N;MASC;PL	N
פרחים	鮮花	פרח	鮮花	N;MASC;PL	N
פרחים	花卉	פרח	花卉	N;MASC;PL	N
פרחים	花兒	פרח	花兒	N;MASC;PL	N
פרחים	花朵	פרח	花朵	N;MASC;PL	N
המקורות	起源	המקורה	起源	N;FEM;PL	N
למלא	填寫	מילא	填寫	V;NFIN;ACT	V
למלא	填滿	מילא	填滿	V;NFIN;ACT	V
למלא	填充	מילא	填充	V;NFIN;ACT	V
למלא	填補	מילא	填補	V;NFIN;ACT	V
פליטים	難民	פליט	難民	N;MASC;PL	N
פליטים	難民	פליט	難民	N;MASC;PL	N
מסה	質量	מסה	質量	N;FEM;SG	N
מסה	彌撒	מסה	彌撒	N;FEM;SG	N
לסיים	完成	סיים	完成	V;NFIN;ACT	V
כשל	失敗	כשל	失敗		
ארכיון	檔案	ארכיון	檔案	N;MASC;SG	N
ארכיון	歸檔	ארכיון	歸檔	N;MASC;SG	N
ארכיון	檔案	ארכיון	檔案	N;MASC;SG	N
חלקה	光滑	חלקה	光滑	N;FEM;SG	N
חלקה	平滑	חלקה	平滑	N;FEM;SG	N
גלריה	畫廊	גלריה	畫廊	N;FEM;SG	N
הסכים	議定	הסכים	議定	V;MASC;SG;3;PST;ACT	V
הסכים	同意	הסכים	同意	V;MASC;SG;3;PST;ACT	V
צבעים	顏色	צבע	顏色	N;MASC;PL	N
צבעים	色彩	צבע	色彩	N;MASC;PL	N
צבעים	顏色	צבע	顏色	N;MASC;PL	N
צבעים	色彩	צבע	色彩	N;MASC;PL	N
שיקול	審議	שיקול	審議	N;MASC;SG	N
מפורסמים	著名	מפורסם	著名	ADJ;MASC;PL	ADJ
תפילה	禱告	תפילה	禱告	N;FEM;SG	N
תפילה	禱告	תפילה	禱告	N;FEM;SG	N
הנוסעים	乘客	הנוסע	乘客	N	N
הנוסעים	旅客	הנוסע	旅客	N	N
מונחים	術語	מונח	術語	N;MASC;PL	N
מונחים	條款	מונח	條款	N;MASC;PL	N
חקירה	訊	חקירה	訊	N;FEM;SG	N
חקירה	審訊	חקירה	審訊	N;FEM;SG	N
חקירה	查詢	חקירה	查詢	N;FEM;SG	N
חקירה	查詢	חקירה	查詢	N;FEM;SG	N
פוליטיקה	政治	פוליטיקה	政治	N;FEM;SG	N
פוליטיקה	政治	פוליטיקה	政治	N;FEM;SG	N
הפרשים	騎兵	הפרש	騎兵	N;MASC;PL	N
מדד	索引	מדד	索引	N;MASC;SG	N
מדד	指數	מדד	指數	N;MASC;SG	N
מדד	度量	מדד	度量	N;MASC;SG	N
מומחה	專家	מומחה	專家	N;MASC;SG	N
מומחה	專家	מומחה	專家	N;MASC;SG	N
סיכון	風險	סיכון	風險	N;MASC;SG	N
נוח	舒適	נוח	舒適	ADJ;MASC;SG	ADJ
נוח	舒服	נוח	舒服	ADJ;MASC;SG	ADJ
נוח	舒適	נוח	舒適	ADJ;MASC;SG	ADJ
נוח	舒服	נוח	舒服	ADJ;MASC;SG	ADJ
נוח	舒適	נוח	舒適	ADJ;MASC;SG	ADJ
אלמנטים	元素	אלמנט	元素	N;MASC;PL	N
אלמנטים	要件	אלמנט	要件	N;MASC;PL	N
נאסר	禁止	נאסר	禁止	V;MASC;SG;3;PST;MID	V
תחומים	地區	תחום	地區	N;MASC;PL	N
חלונות	窗	חלון	窗	N;MASC;PL	N
מקבלת	接收	קיבל	接收	V;FEM;SG;V.PTCP;ACT	V
מפעילים	經營	מפעיל	經營	V;MASC;PL;V.PTCP;ACT	V
מתמטיקה	數學	מתמטיקה	數學	N;FEM;SG	N
מתמטיקה	數學	מתמטיקה	數學	N;FEM;SG	N
מתמטיקה	數學	מתמטיקה	數學	N;FEM;SG	N
התפתח	進化	התפתח	進化	V;MASC;SG;3;PST	V
סמלים	符號	סמל	符號	N;MASC;PL	N
סמלים	聖像	סמל	聖像	N;MASC;PL	N
מדיה	媒體	מדיה	媒體	N;MASC;SG	N
מדיה	媒介	מדיה	媒介	N;MASC;SG	N
מדיה	介質	מדיה	介質	N;MASC;SG	N
מדיה	中型	מדיה	中型	N;MASC;SG	N
מדיה	中	מדיה	中	N;MASC;SG	N
מדיה	媒介	מדיה	媒介	N;MASC;SG	N
רשימות	名單	רשימה	名單	N;FEM;PL	N
אימון	鍛鍊	אימון	鍛鍊	N;MASC;SG	N
אימון	健身	אימון	健身	N;MASC;SG	N
אימון	實踐	אימון	實踐	N;MASC;SG	N
אימון	培訓	אימון	培訓	N;MASC;SG	N
טלפון	電話	טלפון	電話	N;MASC;SG	N
טלפון	手機	טלפון	手機	N;MASC;SG	N
טלפון	電話	טלפון	電話	N;MASC;SG	N
הוצאות	費用	הוצאה	費用	N;FEM;PL	N
הוצאות	開支	הוצאה	開支	N;FEM;PL	N
הוצאות	支出	הוצאה	支出	N;FEM;PL	N
להוביל	領先	הוביל	領先	V;NFIN;ACT	V
להוביל	帶頭	הוביל	帶頭	V;NFIN;ACT	V
נטל	重擔	נטל	重擔	N;MASC;SG	N
נטל	擔子	נטל	擔子	N;MASC;SG	N
מפורסם	有	מפורסם	有	V;MASC;SG;V.PTCP;PASS	V
כרטיס	售票	כרטיס	售票	N;MASC;SG	N
כרטיס	票	כרטיס	票	N;MASC;SG	N
כרטיס	門票	כרטיס	門票	N;MASC;SG	N
כרטיס	車票	כרטיס	車票	N;MASC;SG	N
כרטיס	名片	כרטיס	名片	N;MASC;SG	N
כרטיס	紙牌	כרטיס	紙牌	N;MASC;SG	N
כרטיס	卡片	כרטיס	卡片	N;MASC;SG	N
יוצרת	創建	יצר	創建	V;FEM;SG;V.PTCP;ACT	V
אלפים	數千	אלפים	數千	NUM;MASC;PL	NUM
סימנים	標記	סימן	標記	N;MASC;PL	N
סימנים	跡象	סימן	跡象	N;MASC;PL	N
סימנים	標誌	סימן	標誌	N;MASC;PL	N
עיניים	眼神	עין	眼神	N;FEM;PL	N
עיניים	眼睛	עין	眼睛	N;FEM;PL	N
עיניים	眼	עין	眼	N;FEM;PL	N
מחבלים	恐怖	מחבל	恐怖	N;MASC;PL	N
התוצאות	成果	התוצאות	成果	N;FEM;SG	N
התוצאות	結果	התוצאות	結果	N;FEM;SG	N
עזבו	休假	עזב	休假	V;PL;3;PST;ACT	V
עזבו	離開	עזב	離開	V;PL;3;PST;ACT	V
קשורים	相關	קשר	相關	V;MASC;PL;V.PTCP;ACT	V
טורניר	錦標	טורניר	錦標	N;MASC;SG	N
סיכוי	機會	סיכוי	機會	N;MASC;SG	N
התעלה	運河	התעלה	運河	N;FEM;SG	N
נמצאה	找到	נמצא	找到	V;FEM;SG;3;PST;MID	V
נמצאה	發現	נמצא	發現	V;FEM;SG;3;PST;MID	V
מתקן	裝置	מתקן	裝置	N;MASC;SG	N
מתקן	設施	מתקן	設施	N;MASC;SG	N
פרשנות	口譯	פרשנות	口譯	N;FEM;SG	N
הכנסה	收益	הכנסה	收益	N;FEM;SG	N
הכנסה	稅	הכנסה	稅	N;FEM;SG	N
הכנסה	收入	הכנסה	收入	N;FEM;SG	N
הכנסה	收入	הכנסה	收入	N;FEM;SG	N
אבידות	虧損	אבדה	虧損	N;FEM;PL	N
אבידות	損失	אבדה	損失	N;FEM;PL	N
אבידות	傷亡	אבדה	傷亡	N;FEM;PL	N
מחזיק	持有	החזיק	持有	V;MASC;SG;V.PTCP;ACT	V
מחזיק	控股	החזיק	控股	V;MASC;SG;V.PTCP;ACT	V
נבחרים	精選	נבחר	精選	N;MASC;PL	N
בירה	啤酒	בירה	啤酒	N;FEM;SG	N
מצווה	訂購	ציווה	訂購	V;FEM;SG;V.PTCP;ACT	V
מצווה	命令	ציווה	命令	V;FEM;SG;V.PTCP;ACT	V
מצור	圍城	מצור	圍城	N;MASC;SG	N
מכתבים	信	מכתב	信	N;MASC;PL	N
מכתבים	字母	מכתב	字母	N;MASC;PL	N
מכתבים	信件	מכתב	信件	N;MASC;PL	N
רביעית	第四	רביעית	第四	NUM;FEM;SG	NUM
מוכרים	賣方	מוכר	賣方	N;MASC;PL	N
עומדים	站立	עמד	站立	V;MASC;PL;V.PTCP;ACT	V
עלות	費用	עלות	費用	N;FEM;SG	N
עלות	成本	עלות	成本	N;FEM;SG	N
פעילויות	活動	פעילות	活動	N;FEM;PL	N
מכונית	車	מכונית	車	N;FEM;SG	N
מכונית	汽車	מכונית	汽車	N;FEM;SG	N
כוונה	意圖	כוונה	意圖	N;FEM;SG	N
כוונה	意向	כוונה	意向	N;FEM;SG	N
כוונה	意圖	כוונה	意圖	N;FEM;SG	N
כוונה	意向	כוונה	意向	N;FEM;SG	N
עשיר	豐富	עשיר	豐富	ADJ;MASC;SG	ADJ
נדיר	難得	נדיר	難得		
מחנות	營地	מחנה	營地	N;MASC;PL	N
לוחות	平板	לוח	平板	N;MASC;PL	N
לוחות	板	לוח	板	N;MASC;PL	N
חצר	院子	חצר	院子	N;FEM;SG	N
חצר	庭院	חצר	庭院	N;FEM;SG	N
חצר	院子	חצר	院子	N;FEM;SG	N
חצר	碼	חצר	碼	N;FEM;SG	N
חצר	庭院	חצר	庭院	N;FEM;SG	N
גנים	基因	גן	基因	N;MASC;PL	N
גנים	花園	גן	花園	N;MASC;PL	N
אדריכלות	結構	אדריכלות	結構	N;FEM;SG	N
אדריכלות	架構	אדריכלות	架構	N;FEM;SG	N
אדריכלות	建築	אדריכלות	建築	N;FEM;SG	N
קרובים	親屬	קרוב	親屬	N;MASC;PL	N
קרובים	親戚	קרוב	親戚	N;MASC;PL	N
דיוק	公爵	דיוק	公爵	N;MASC;SG	N
דיוק	精度	דיוק	精度	N;MASC;SG	N
דיוק	精准	דיוק	精准	N;MASC;SG	N
דיוק	精確	דיוק	精確	N;MASC;SG	N
דיוק	精密	דיוק	精密	N;MASC;SG	N
דיוק	精度	דיוק	精度	N;MASC;SG	N
ביטוח	保險	ביטוח	保險	N;MASC;SG	N
ביטוח	保險	ביטוח	保險	N;MASC;SG	N
נישואים	婚姻	נישואין	婚姻	N;MASC;PL	N
נישואים	婚姻	נישואין	婚姻	N;MASC;PL	N
רגילה	普通	רגיל	普通	ADJ;FEM;SG	ADJ
הנחה	折扣	הנחה	折扣	N;FEM;SG	N
הנחה	優惠	הנחה	優惠	N;FEM;SG	N
הנחה	假設	הנחה	假設	N;FEM;SG	N
משרת	管家	משרה	管家	N;FEM;SG	N
משרת	傭人	משרה	傭人	N;FEM;SG	N
עובדת	工程	עובדה	工程	N;FEM;SG	N
עובדת	作品	עובדה	作品	N;FEM;SG	N
עובדת	工作	עובדה	工作	N;FEM;SG	N
הענק	巨	הענק	巨		
אסון	災害	אסון	災害	N;MASC;SG	N
אסון	災難	אסון	災難	N;MASC;SG	N
קשורה	相關	קשר	相關	V;FEM;SG;V.PTCP;ACT	V
קווים	線	קווה	線	N;MASC;PL	N
קווים	線	קווה	線	N;MASC;PL	N
סמכויות	權力	סמכות	權力	N;FEM;PL	N
אדומים	紅	אדום	紅	N;MASC;PL	N
אדומים	紅色	אדום	紅色	N;MASC;PL	N
לכלול	排除	כלל	排除	V;NFIN;ACT	V
תוספת	額外	תוספת	額外	N;FEM;SG	N
מסמכים	論文	מסמך	論文	N;MASC;PL	N
אפקט	特效	אפקט	特效	N;MASC;SG	N
אפקט	效果	אפקט	效果	N;MASC;SG	N
אפקט	效應	אפקט	效應	N;MASC;SG	N
ציד	獵	ציד	獵	N;MASC;SG	N
תגובות	反應	תגובה	反應	N;FEM;PL	N
תגובות	心情	תגובה	心情	N;FEM;PL	N
תגובות	意見	תגובה	意見	N;FEM;PL	N
תוקף	有效性	תוקף	有效性	N;MASC;SG	N
משתמשת	使用	השתמש	使用	V;FEM;SG;V.PTCP	V
תופים	鼓聲	תוף	鼓聲	N;MASC;PL	N
תופים	鼓	תוף	鼓	N;MASC;PL	N
תקליטים	紀錄	תקליט	紀錄	N;MASC;PL	N
התנגד	抵制	התנגד	抵制	V;MASC;SG;3;PST	V
התנגד	抗拒	התנגד	抗拒	V;MASC;SG;3;PST	V
לתפוס	接住	תפס	接住	V;NFIN;ACT	V
רגשות	反應	רגש	反應	N;MASC;PL	N
רגשות	心情	רגש	心情	N;MASC;PL	N
רגשות	情感	רגש	情感	N;MASC;PL	N
רגשות	感情	רגש	感情	N;MASC;PL	N
רגשות	情緒	רגש	情緒	N;MASC;PL	N
רגשות	感情	רגש	感情	N;MASC;PL	N
נפרדים	分離	נפרד	分離	V;MASC;PL;V.PTCP;MID	V
נקבר	埋葬	נקבר	埋葬	V;MASC;SG;3;PST;MID	V
משטרה	警方	משטרה	警方	N;FEM;SG	N
משטרה	警務	משטרה	警務	N;FEM;SG	N
משטרה	警察	משטרה	警察	N;FEM;SG	N
ידידות	友情	ידידות	友情	N;FEM;SG	N
ידידות	友誼	ידידות	友誼	N;FEM;SG	N
השכלה	教育	השכלה	教育	N;FEM;SG	N
השכלה	學歷	השכלה	學歷	N;FEM;SG	N
שתיים	兩	שתיים	兩	NUM;FEM;SG	NUM
שתיים	兩	שתיים	兩	NUM;FEM;SG	NUM
שתיים	二	שתיים	二	NUM;FEM;SG	NUM
נהרות	河流	נהרה	河流	N;MASC;PL	N
להשפיע	搖擺	השפיע	搖擺	V;NFIN;ACT	V
נציג	代表	נציג	代表	N;MASC;SG	N
כנסייה	教會	כנסייה	教會	N;FEM;SG	N
כנסייה	教堂	כנסייה	教堂	N;FEM;SG	N
תיירות	旅遊	תיירות	旅遊	N;FEM;SG	N
תיירות	觀光	תיירות	觀光	N;FEM;SG	N
תיירות	遊客	תיירות	遊客	N;FEM;SG	N
תיירות	遊客	תיירות	遊客	N;FEM;SG	N
תיירות	旅遊	תיירות	旅遊	N;FEM;SG	N
לוחם	戰士	לוחם	戰士	N;MASC;SG	N
לוחם	勇士	לוחם	勇士	N;MASC;SG	N
לוחם	拳手	לוחם	拳手	N;MASC;SG	N
לוחם	鬥士	לוחם	鬥士	N;MASC;SG	N
רכבות	鐵路	רכבה	鐵路	N;FEM;PL	N
רכבות	鐵道	רכבה	鐵道	N;FEM;PL	N
רכבות	火車	רכבה	火車	N;FEM;PL	N
רכבות	列車	רכבה	列車	N;FEM;PL	N
הפסד	虧損	הפסד	虧損	N;MASC;SG	N
הפסד	損失	הפסד	損失	N;MASC;SG	N
מורכבים	復合	מורכב	復合	V;MASC;PL;V.PTCP;PASS	V
למכור	賣	מכר	賣	V;NFIN;ACT	V
למכור	出售	מכר	出售	V;NFIN;ACT	V
קושי	困難	קושי	困難	N;MASC;SG	N
קושי	難度	קושי	難度	N;MASC;SG	N
אבנים	岩	אבן	岩	N;FEM;PL	N
אבנים	岩石	אבן	岩石	N;FEM;PL	N
נמלט	逃犯	נמלט	逃犯	V;MASC;SG;3;PST;MID	V
ניתנה	准予	ניתן	准予	V;FEM;SG;3;PST;MID	V
פולנים	極地	פולני	極地	N;MASC;PL	N
קבצים	文件	קבץ	文件	N;MASC;PL	N
קבצים	檔案	קבץ	檔案	N;MASC;PL	N
חקלאות	農耕	חקלאות	農耕	N;FEM;SG	N
חקלאות	耕作	חקלאות	耕作	N;FEM;SG	N
חקלאות	務	חקלאות	務	N;FEM;SG	N
חקלאות	農業	חקלאות	農業	N;FEM;SG	N
חקלאות	農業	חקלאות	農業	N;FEM;SG	N
שליחים	信使	שליח	信使	N;MASC;PL	N
פוליטיקאי	政客	פוליטיקאי	政客	N;MASC;SG	N
פוליטיקאי	政治	פוליטיקאי	政治	N;MASC;SG	N
סלעים	岩	סלע	岩	N;MASC;PL	N
סלעים	岩石	סלע	岩石	N;MASC;PL	N
הצנחנים	傘兵	הצנחן	傘兵	N;MASC;PL	N
ההפקה	產量	ההפקה	產量	N;FEM;SG	N
ניצול	剝削	ניצול	剝削	N;MASC;SG	N
ניצול	生	ניצול	生	N;MASC;SG	N
מבחר	甄選	מבחר	甄選	N;MASC;SG	N
נוטה	倚	נטה	倚	V;MASC;SG;V.PTCP;ACT	V
נטייה	方向	נטייה	方向	N;FEM;SG	N
נטייה	傾向	נטייה	傾向	N;FEM;SG	N
נטייה	傾向	נטייה	傾向	N;FEM;SG	N
נטייה	意向	נטייה	意向	N;FEM;SG	N
פסלים	雕像	פסל	雕像	N;MASC;PL	N
פסלים	塑像	פסל	塑像	N;MASC;PL	N
פסלים	雕塑	פסל	雕塑	N;MASC;PL	N
רמה	階級	רמה	階級	N;FEM;SG	N
רמה	類	רמה	類	N;FEM;SG	N
רמה	類別	רמה	類別	N;FEM;SG	N
רמה	課堂	רמה	課堂	N;FEM;SG	N
רמה	班級	רמה	班級	N;FEM;SG	N
רמה	層次	רמה	層次	N;FEM;SG	N
רמה	級別	רמה	級別	N;FEM;SG	N
רמה	等級	רמה	等級	N;FEM;SG	N
רמה	關卡	רמה	關卡	N;FEM;SG	N
כאב	痛	כאב	痛	N;MASC;SG	N
כאב	傷痛	כאב	傷痛	N;MASC;SG	N
כאב	疼痛	כאב	疼痛	N;MASC;SG	N
כאב	痛苦	כאב	痛苦	N;MASC;SG	N
כאב	心疼	כאב	心疼	N;MASC;SG	N
גלים	海浪	גל	海浪	N;MASC;PL	N
גלים	波浪	גל	波浪	N;MASC;PL	N
עונש	罰	עונש	罰	N;MASC;SG	N
עונש	懲罰	עונש	懲罰	N;MASC;SG	N
עונש	處罰	עונש	處罰	N;MASC;SG	N
עונש	刑罰	עונש	刑罰	N;MASC;SG	N
עונש	刑罰	עונש	刑罰	N;MASC;SG	N
עונש	懲罰	עונש	懲罰	N;MASC;SG	N
עונש	處罰	עונש	處罰	N;MASC;SG	N
שחמט	象棋	שחמט	象棋	N;MASC;SG	N
שחמט	西洋	שחמט	西洋	N;MASC;SG	N
עובדות	事實	עובדה	事實	N;FEM;PL	N
נחתם	署名	נחתם	署名	V;MASC;SG;3;PST;MID	V
נחתם	簽署	נחתם	簽署	V;MASC;SG;3;PST;MID	V
מרוץ	比賽	מרוץ	比賽	N;MASC;SG	N
מרוץ	賽	מרוץ	賽	N;MASC;SG	N
מרוץ	種族	מרוץ	種族	N;MASC;SG	N
מרוץ	競賽	מרוץ	競賽	N;MASC;SG	N
מרוץ	賽車	מרוץ	賽車	N;MASC;SG	N
מחליט	決定	מחליט	決定	V;MASC;SG;V.PTCP;ACT	V
סביבה	環境	סביבה	環境	N;FEM;SG	N
הפליטים	難民	הפליט	難民	N;MASC;PL	N
חלקיקים	顆	חלקיק	顆	N;MASC;PL	N
חלקיקים	粒子	חלקיק	粒子	N;MASC;PL	N
חלקיקים	微粒	חלקיק	微粒	N;MASC;PL	N
חלקיקים	顆	חלקיק	顆	N;MASC;PL	N
חלקיקים	粒子	חלקיק	粒子	N;MASC;PL	N
חלקיקים	微粒	חלקיק	微粒	N;MASC;PL	N
הקרנה	篩選	הקרנה	篩選	N;FEM;SG	N
נמנע	棄權	נמנע	棄權	V;MASC;SG;MID	V
נמנע	無	נמנע	無	V;MASC;SG;MID	V
פרויקטים	項目	פרויקט	項目	N;MASC;PL	N
נער	男孩	נער	男孩	N;MASC;SG	N
פונקציות	函數	פונקציה	函數	N;FEM;PL	N
חלון	窗	חלון	窗	N;MASC;SG	N
חלון	窗戶	חלון	窗戶	N;MASC;SG	N
חלון	窗	חלון	窗	N;MASC;SG	N
שדרות	大道	שדרה	大道	N;FEM;PL	N
שדרות	大街	שדרה	大街	N;FEM;PL	N
שדרות	大道	שדרה	大道	N;FEM;PL	N
