اتھاہ	deep	اتھاہ	deep		
بتلانا	opisać	بتلانا	opisać	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بتیانا	mówić	بتیا	mówić	V;MASC;SG;NFIN;ACT	V;IPFV;NFIN;ACT
بٹ	drogi	بٹ	droga		
بٹ	road	بٹ	road		
بٹ	twist	بٹ	twist		
بٹ	waga	بٹ	waga		
بٹ	way	بٹ	wy		
بٹانا	współpracować	بٹا	współpracować	V;MASC;SG;NFIN;ACT	V;IPFV;NFIN;ACT
بٹانا	pomoc	بٹا	pomoc	V;MASC;SG;NFIN;ACT	V;IPFV;IND;SG;2;FIN;ACT
بٹائی	podział	بٹائی	podziać	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
بٹن	przycisk	بٹن	przycisk		
بٹنا	zyskać	بٹ	zyskać	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بٹنا	uzyskiwać	بٹ	uzyskiwać	V;MASC;SG;NFIN;ACT	V;IPFV;NFIN;ACT
بٹنا	uzyskać	بٹ	uzyskać	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بٹورنا	zgromadzić	بٹور	zgromadzić	V;NFIN;ACT	V;PFV;NFIN;ACT
بٹورنا	otrzymywać	بٹور	otrzymywać	V;NFIN;ACT	V;IPFV;NFIN;ACT
بٹورنا	odbierać	بٹور	odbierać	V;NFIN;ACT	V;IPFV;NFIN;ACT
بٹورنا	otrzymać	بٹور	otrzymać	V;NFIN;ACT	V;PFV;NFIN;ACT
بٹورنا	zebrać	بٹور	zebrać	V;NFIN;ACT	V;PFV;NFIN;ACT
بجا	odpowiednie	بجا	odpowiedni	V;ACT	V;PFV;IND;SG;FIN;ACT
بجا	odpowiednie	بجا	odpowiedni	V;ACT	V;PFV;IND;SG;FIN;ACT
بجا	odpowiednie	بجا	odpowiedni	V;ACT	V;PFV;IND;SG;FIN;ACT
بجا	odpowiednie	بجا	odpowiedni	V;ACT	V;PFV;IND;SG;FIN;ACT
بجالانا	wykonać	بجالانا	wykonać	V;NFIN;ACT	V;PFV;NFIN;ACT
بجالانا	wykonać	بجالانا	wykonać	V;NFIN;ACT	V;PFV;NFIN;ACT
بجالانا	wykonaj	بجالانا	wykonać	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
بِجار	mocna	بِجار	mocny		
بجر	hard	بجر	hard		
بجر	twarde	بجر	twardy		
بجر	trudne	بجر	trudny		
بجر	diament	بجر	diament		
بجر	diamond	بجر	diamond		
بجر	piorun	بجر	piorun		
بجر	mocna	بجر	mocny		
بجر	piorun	بجر	piorun		
بجر	heavy	بجر	heav		
بِجوا	bud	بِجوا	bud		
بجوڑنا	pokonać	بجوڑ	pokonać	V;NFIN;ACT	V;PFV;NFIN;ACT
بجے	czas	بج	czas	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بچا	pozostało	بچا	pozostać	V;ACT	V;PFV;NEUT;IND;SG;PST;FIN;ACT
بچا	pozostały	بچا	pozostać	V;ACT	V;PFV;FEM;IND;PL;PST;FIN;ACT
بچا	pozostała	بچا	pozostać	V;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
بِچار	refleksji	بِچار	refleksja		
بِچارنا	zgadnij	بِچار	zgadnąć	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
بِچارنا	zbadać	بِچار	zbadać	V;NFIN;ACT	V;PFV;NFIN;ACT
بِچارنا	zdecydować	بِچار	zdecydować	V;NFIN;ACT	V;PFV;NFIN;ACT
بِچارنا	pomyśl	بِچار	pomyśleć	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
بِچارنا	myśl	بِچار	myśleć	V;NFIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
بچانا	zachować	بچا	zachować	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بچانا	zachowaj	بچا	zachować	V;MASC;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
بچانا	uniknąć	بچا	uniknąć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بچانا	unikać	بچا	unikać	V;MASC;SG;NFIN;ACT	V;IPFV;NFIN;ACT
بچانا	unikaj	بچا	unikać	V;MASC;SG;NFIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
بچانا	bronić	بچا	bronić	V;MASC;SG;NFIN;ACT	V;IPFV;NFIN;ACT
بچانا	uratować	بچا	uratować	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بچانا	uratować	بچا	uratować	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بچانا	zachowaj	بچا	zachować	V;MASC;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
بچانا	zapisać	بچا	zapisać	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بچانا	zapisz	بچا	zapisać	V;MASC;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
بچانا	zachować	بچا	zachować	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بچانا	zachowaj	بچا	zachować	V;MASC;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
بچانا	uniknąć	بچا	uniknąć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بچانا	unikać	بچا	unikać	V;MASC;SG;NFIN;ACT	V;IPFV;NFIN;ACT
بچانا	unikaj	بچا	unikać	V;MASC;SG;NFIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
بچانا	bronić	بچا	bronić	V;MASC;SG;NFIN;ACT	V;IPFV;NFIN;ACT
بچانا	uratować	بچا	uratować	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بچانا	uratować	بچا	uratować	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بچانا	zachowaj	بچا	zachować	V;MASC;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
بچانا	zapisać	بچا	zapisać	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بچانا	zapisz	بچا	zapisać	V;MASC;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
بچانا	chronić	بچا	chronić	V;MASC;SG;NFIN;ACT	V;IPFV;NFIN;ACT
بچانا	chroń	بچا	chroń	V;MASC;SG;NFIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
بچائو	uciec	بچائو	uciec	V;PFV;PL;V.PTCP;ACT	V;PFV;NFIN;ACT
بچائو	uratować	بچائو	uratować	V;PFV;PL;V.PTCP;ACT	V;PFV;NFIN;ACT
بچپن	dzieciństwo	بچپن	dzieciństwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بچت	zysk	بچت	zysk	N;NOM;FEM;SG;3	N;NOM;MASC;SG
بچت	oszczędność	بچت	oszczędność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بچت	pozostałość	بچت	pozostałość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بچت	zysk	بچت	zysk	N;NOM;FEM;SG;3	N;NOM;MASC;SG
بچت	ochrona	بچت	ochrona	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بچت	nadmiar	بچت	nadmiar	N;NOM;FEM;SG;3	N;NOM;MASC;SG
بچت	nadwyżka	بچت	nadwyżka	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بچت	bezpieczeństwa	بچت	bezpieczeństwo	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
بچت	bezpieczeństwo	بچت	bezpieczeństwo	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
بچت	bilans	بچت	bilans	N;NOM;FEM;SG;3	N;NOM;MASC;SG
بچت	saldo	بچت	saldo	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
بچت	równowaga	بچت	równowaga	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بچکانا	mał	بچکا	mała	V;MASC;SG;NFIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
بِچکنا	odwrót	بِچک	odwrót	V;ACT	V;IPFV;IND;SG;PRS;FIN;ACT
بِچّل	pośredni	بِچّل	pośredni		
بِچلنا	odwrót	بنچل	odwrót	V;SG;NFIN;ACT	V;IPFV;IND;SG;PRS;FIN;ACT
بچنا	przetrwać	بچ	przetrwać	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بچنا	przeżyć	بچ	przeżyć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بچنا	odzyskać	بچ	odzyskać	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بچنا	żyj	بچ	żyć	V;MASC;SG;NFIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
بچنا	przetrwać	بچ	przetrwać	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بچنا	przeżyć	بچ	przeżyć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بچنا	odzyskać	بچ	odzyskać	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بچنا	uniknąć	بچ	uniknąć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بچنا	unikać	بچ	unikać	V;MASC;SG;NFIN;ACT	V;IPFV;NFIN;ACT
بچنا	unikaj	بچ	unikać	V;MASC;SG;NFIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
بچنا	żyj	بچ	żyć	V;MASC;SG;NFIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
بچّہ	child	بچّہ	child		
بچّہ	niemowląt	بچّہ	niemowlęty		
بچّہ	baby	بچّہ	baba		
بِچھڑا	odszedł	بڑچھڑا	odejść	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
بِچھڑنا	wygasają	بنچھڑ	wygasać	V;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
بِچھنا	zniszczyć	بنچھ	zniszczyć	V;SG;NFIN;ACT	V;PFV;NFIN;ACT
بِحار	morza	بِحار	morze	N	N;GEN;NEUT;SG
بِحار	oceanów	بِحار	ocean	N	N;GEN;MASC;PL
بحال	ustanowione	بحال	ustanowić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
بحال	ustanowiony	بحال	ustanowić	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
بحال	odświeżona	بحال	odświeżyć	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
بحال	potwierdzona	بحال	potwierdzić	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
بحال	potwierdzone	بحال	potwierdzić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
بحال	przywrócony	بحال	przywrócić	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
بحال	przywrócone	بحال	przywrócić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
بحال	przywrócony	بحال	przywrócić	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
بحال	przywrócona	بحال	przywrócić	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
بحال	wesoła	بحال	wesoły	ADJ	ADJ;NOM;FEM;SG
بحال	wesoły	بحال	wesoły	ADJ	ADJ;NOM;MASC;SG
بحال	radosna	بحال	radosny	ADJ	ADJ;NOM;FEM;SG
بحال	radosny	بحال	radosny	ADJ	ADJ;NOM;MASC;SG
بحت	czysta	بحت	czysty		
بحث	spór	بحث	spór	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بحث	kłótnia	بحث	kłótnia	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بحث	argument	بحث	argument	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بحث	troska	بحث	troski	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بحث	debata	بحث	debata	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بحث	spór	بحث	spór	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بحث	kłótnia	بحث	kłótnia	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بحث	argument	بحث	argument	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بحث	troska	بحث	troski	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بحث	dyskusja	بحث	dyskusja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بحث	omówienie	بحث	omówienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بُحران	kryzys	بُحران	kryzys	N	N;NOM;MASC;SG
بُحران	kryzysu	بُحران	kryzys	N	N;GEN;MASC;SG
بحری	żołnierz	بحری	żołnierz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بُحور	oceanów	بُحور	ocean	N	N;GEN;MASC;PL
بُخار	pal	بُخار	pal		
بُخار	parowa	بُخار	parowy		
بُخار	pary	بُخار	para		
بُخار	para	بُخار	para		
بخرا	dywidendy	بخرا	dywidend		
بخشش	przebaczenie	بخشش	przebaczenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بخشش	wybaczenie	بخشش	wybaczyć	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
بخشش	prezent	بخشش	prezent	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بخشش	dar	بخشش	dar	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بخشش	przebaczenie	بخشش	przebaczenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بخشش	wybaczenie	بخشش	wybaczyć	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
بخشش	cynk	بخشش	cynk	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بخشش	wskazówka	بخشش	wskazówka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بخشش	prezent	بخشش	prezent	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بخشش	dar	بخشش	dar	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بد	świnia	بد	świnia	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بد	świnka	بد	świnka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بدبو	smród	بدبو	smród	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بدبو	smród	بدبو	smród	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بدتر	gorszy	بدتر	zły	ADJ	ADJ;NOM;CMPR;MASC;SG
بدتر	gorsze	بدتر	zły	ADJ	ADJ;NOM;CMPR;NEUT;SG
بدتر	gorszy	بدتر	zły	ADJ	ADJ;NOM;CMPR;MASC;SG
بدتمیز	bezczelny	بدتمیز	bezczelny	ADJ	ADJ;NOM;MASC;SG
بدتمیز	bezczelny	بدتمیز	bezczelny	ADJ	ADJ;NOM;MASC;SG
بدتمیز	niegrzeczny	بدتمیز	niegrzeczny	ADJ	ADJ;NOM;MASC;SG
بدتمیز	niegrzeczne	بدتمیز	niegrzeczny	ADJ	ADJ;NOM;NEUT;SG
بدحواسی	zamęt	بدحواسی	zamęt	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بدحواسی	zamieszanie	بدحواسی	zamieszanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بدحواسی	zakłopotanie	بدحواسی	zakłopotanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بدحواسی	poruszenie	بدحواسی	poruszenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بدحواسی	pobudzenie	بدحواسی	pobudzić	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بدعقیدہ	sceptyczny	بدعقیدہ	sceptyczny	ADJ	ADJ;NOM;MASC;SG
بدعنوان	skorumpowany	بدعنوان	skorumpować	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
بدفعلی	cudzołóstwo	بدفعلی	cudzołóstwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بدمذاق	literatury	بدمذاق	literatura	N	N;GEN;FEM;SG
بدمذاق	literaturze	بدمذاق	literatura	N	N;DAT;FEM;SG
بدمذاق	literaturę	بدمذاق	literatura	N	N;ACC;FEM;SG
بدمذاق	literatura	بدمذاق	literatura	N	N;NOM;FEM;SG
بدمذاق	muzyka	بدمذاق	muzyka	N	N;NOM;FEM;SG
بدنام	niesławny	بدنام	niesławny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
بِد	age	بِد	age		
بِد	nuts	بِد	nuts		
بِدا	adieu	بِدا	adieu		
بدَر	out	بدَر	out		
بدرجہ	daleki	بدرجہ	daleki	ADJ	ADJ;NOM;MASC;SG
بدرجہ	dalekie	بدرجہ	daleki	ADJ	ADJ;NOM;NEUT;SG
بدرقہ	eskortę	بدرقہ	eskorta		
بدرقہ	eskorta	بدرقہ	eskort		
بِدکانا	przestraszyć	بِدکانا	przestraszyć	V;ACT	V;PFV;NFIN;ACT
بِدکانا	odwieść	بِدکانا	odwieść	V;ACT	V;PFV;NFIN;ACT
بدل	zastąpić	بدل	zastąpić	V;ACT	V;PFV;NFIN;ACT
بدل	zmienić	بدل	zmienić	V;ACT	V;PFV;NFIN;ACT
بدل	zmień	بدل	zmień	V;ACT	V;PFV;IMP;SG;2;FIN;ACT
بدل	zastąpić	بدل	zastąpić	V;ACT	V;PFV;NFIN;ACT
بدل	zmienić	بدل	zmienić	V;ACT	V;PFV;NFIN;ACT
بدل	zmień	بدل	zmień	V;ACT	V;PFV;IMP;SG;2;FIN;ACT
بدِل	szczerze	بدِل	szczerze		
بدلا	wróć	بدل	wróć	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;IMP;SG;2;FIN;ACT
بدلنا	zmodyfikować	بدل	zmodyfikować	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بدلنا	zmodyfikować	بدل	zmodyfikować	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بدلنا	zmienić	بدل	zmienić	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بدلنا	zmień	بدل	zmień	V;MASC;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
بدو	pustyni	بدو	pustynia		
بدو	pustynia	بدو	pustynia		
بدو	start	بدو	start		
بدیسی	zagraniczny	بدیسی	zagraniczny	ADJ	ADJ;NOM;MASC;SG
بدیسی	zagranicznych	بدیسی	zagraniczny	ADJ	ADJ;GEN;MASC;PL
بدیسی	zagraniczna	بدیسی	zagraniczny	ADJ	ADJ;NOM;FEM;SG
بدیسی	zagraniczne	بدیسی	zagraniczny	ADJ	ADJ;NOM;NEUT;SG
بدیسی	dziwny	بدیسی	dziwny	ADJ	ADJ;NOM;MASC;SG
بدیسی	dziwna	بدیسی	dziwny	ADJ	ADJ;NOM;FEM;SG
بدیسی	dziwne	بدیسی	dziwny	ADJ	ADJ;NOM;NEUT;SG
بُدھ	środy	بُدھ	środa		
بُدھ	środa	بُدھ	środa		
بُدھ	buddy	بُدھ	buddy		
بُدھ	prudence	بُدھ	prudenka		
بدھنا	rozwinąć	بدھ	rozwinąć	V;SG;NFIN;ACT	V;PFV;NFIN;ACT
بدھنا	rosnąć	بدھ	rosnąć	V;SG;NFIN;ACT	V;IPFV;NFIN;ACT
بدھنا	zabij	بدھ	zabić	V;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
بدھنا	złamać	بدھ	złamać	V;SG;NFIN;ACT	V;PFV;NFIN;ACT
بِڈارنا	wygnać	بِڈار	wygnać	V;SG;NFIN;ACT	V;PFV;NFIN;ACT
بِڈارنا	wykluczyć	بِڈار	wykluczyć	V;SG;NFIN;ACT	V;PFV;NFIN;ACT
بذر	spermy	بذر	spermy		
بذر	nasion	بذر	nasiono		
بذر	ziarno	بذر	ziarno		
بذر	spore	بذر	spory		
بذل	darowizny	بذل	darowizna		
بذلہ	żart	بذلہ	żart		
بر	piersi	بر	pierś		
بر	powyżej	بر	powyżej		
بر	land	بر	land		
بر	pamięci	بر	pamięć		
بر	darowizny	بر	darowizna		
بر	liść	بر	liść		
بر	przeciw	بر	przeciw		
بر	wasp	بر	wasp		
بر	okaziciela	بر	okaziciel		
بر	dala	بر	dala		
بر	pierś	بر	pierś		
بر	piersi	بر	pierś		
بر	superior	بر	superior		
بر	body	بر	bód		
بر	nadwozia	بر	nadwóziać		
برخورد	dobrobytu	برخورد	dobrobyt	N	N;GEN;MASC;SG
برخورد	pomyślności	برخورد	pomyślność	N	N;GEN;FEM;SG
برخورد	dobrobyt	برخورد	dobrobyt	N	N;NOM;MASC;SG
برخورد	szczęście	برخورد	szczęście	N	N;NOM;NEUT;SG
برخورد	szczęścia	برخورد	szczęście	N	N;GEN;NEUT;SG
برخورد	sukces	برخورد	sukces	N	N;NOM;MASC;SG
برخورد	sukcesu	برخورد	sukces	N	N;GEN;MASC;SG
برخورد	sukcesów	برخورد	sukces	N	N;GEN;MASC;PL
برخورد	sukcesy	برخورد	sukces	N	N;NOM;MASC;PL
برخورد	powodzenie	برخورد	powodzenie	N	N;NOM;NEUT;SG
برافروختہ	wściekłe	برافروختہ	wściekły	ADJ	ADJ;NOM;NEUT;SG
برانداختہ	zniszczona	برانداختہ	zniszczyć	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
برانداختہ	zniszczone	برانداختہ	zniszczyć	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
برانداختہ	zniszczony	برانداختہ	zniszczyć	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
برانداختہ	zburzony	برانداختہ	zburzyć	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
برانداختہ	zdenerwowana	برانداختہ	zdenerwować	ADJ	ADJ;NOM;FEM;SG
برانداختہ	zdenerwowany	برانداختہ	zdenerwowany	ADJ	ADJ;NOM;MASC;SG
برآر	producent	برآر	producent		
برآر	producenta	برآر	producent		
برآمدگی	odzyskanie	برآمدگی	odzyskać	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
برآمدگی	odzysk	برآمدگی	odzysk	N;NOM;FEM;SG;3	N;NOM;MASC;SG
برآمدگی	odzyskiwanie	برآمدگی	odzyskiwać	N;NOM;FEM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
برتر	przełożony	برتر	przełożyć	N;NOM;MASC;SG;3	N;NOM;MASC;SG
برتری	przewaga	برتری	przewaga	N;NOM;MASC;SG;3	N;NOM;FEM;SG
برتری	wysokość	برتری	wysokość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
برتری	doskonałość	برتری	doskonałość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
برجا	odpowiednie	برجا	odpowiedni	V;MASC;SG;V.PTCP;ACT	V;PFV;IND;SG;FIN;ACT
برجستہ	apt	برجستہ	apt		
برجستہ	apt	برجستہ	apt		
برحق	prawda	برحق	prawda	N;NOM;MASC;SG;3	N;NOM;FEM;SG
برحق	prawo	برحق	prawo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
برخلاف	przeciwko	برخلاف	przeciwko	ADP	ADP
برخوردار	synu	برخوردار	syn	N	N;VOC;MASC;SG
برخوردار	syn	برخوردار	syn	N	N;NOM;MASC;SG
برخوردار	zamożnych	برخوردار	zamożny	N	N;GEN;MASC;PL
برسرِپیکار	walka	برسرِپیکار	walka	N;SG	N;NOM;FEM;SG
برسرِپیکار	walki	برسرِپیکار	walka	N;SG	N;ACC;FEM;SG
برطرف	zwolniony	برطرف	zwolnić	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
برطرف	porzucone	برطرف	porzucić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
برطرف	odrzucone	برطرف	odrzucić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
برطرف	odrzucony	برطرف	odrzucić	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
برطرف	znikający	برطرف	znikać	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
برطرفی	oddalenie	برطرفی	oddalić	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
برطرفی	zwolnienie	برطرفی	zwolnienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG;V.MSDR
برطرفی	zwolnienia	برطرفی	zwolnienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
برطرفی	absolutorium	برطرفی	absolutorium	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
برطرفی	oddalenie	برطرفی	oddalić	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
برطرفی	zwolnienie	برطرفی	zwolnienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG;V.MSDR
برطرفی	zwolnienia	برطرفی	zwolnienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
برقرار	ustanowione	برقرار	ustanowić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
برقرار	ustanowiony	برقرار	ustanowić	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
برقرار	stałego	برقرار	stały	ADJ	ADJ;ACC;MASC;SG
برقرار	stojący	برقرار	stać	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
برقرار	istniejące	برقرار	istnieć	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
برقرار	istniejąca	برقرار	istnieć	ADJ	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT
برقرار	istniejących	برقرار	istnieć	ADJ	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
برقرار	istniejący	برقرار	istnieć	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
برقرار	ustalone	برقرار	ustalić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
برقرار	ustalona	برقرار	ustalić	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
برلانا	osiągnąć	برلانا	osiągnąć	V;SG;NFIN;ACT	V;PFV;NFIN;ACT
برملا	otwórz	برملا	otwórzyć	V;MASC;SG;ACT	V;PFV;IMP;SG;2;FIN;ACT
بُر	pochwy	بُر	pochwa		
بُر	pochwa	بُر	pochwać		
برابر	dokładne	برابر	dokładny	ADJ	ADJ;NOM;NEUT;SG
برابر	dokładny	برابر	dokładny	ADJ	ADJ;NOM;MASC;SG
برابر	dokładna	برابر	dokładny	ADJ	ADJ;NOM;FEM;SG
برابر	równoległego	برابر	równoległy	ADJ	ADJ;ACC;MASC;SG
برابر	równoległych	برابر	równoległy	ADJ	ADJ;GEN;MASC;PL
برابر	podobna	برابر	podobny	ADJ	ADJ;NOM;FEM;SG
برابر	podobny	برابر	podobny	ADJ	ADJ;NOM;MASC;SG
برابر	podobne	برابر	podobny	ADJ	ADJ;NOM;NEUT;SG
برابر	dokładne	برابر	dokładny	ADJ	ADJ;NOM;NEUT;SG
برابر	dokładna	برابر	dokładny	ADJ	ADJ;NOM;FEM;SG
برابر	dokładny	برابر	dokładny	ADJ	ADJ;NOM;MASC;SG
برابر	dokładne	برابر	dokładny	ADJ	ADJ;NOM;NEUT;SG
برابر	precyzyjne	برابر	precyzyjny	ADJ	ADJ;NOM;NEUT;SG
برابر	dokładny	برابر	dokładny	ADJ	ADJ;NOM;MASC;SG
برابر	dokładna	برابر	dokładny	ADJ	ADJ;NOM;FEM;SG
برابر	jednolita	برابر	jednolit	ADJ	ADJ;NOM;FEM;SG
برابر	jednolity	برابر	jednolit	ADJ	ADJ;NOM;MASC;SG
برابر	odpowiadający	برابر	odpowiadać	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
