organisms	الكائن	organisms	كَائِن	N;NOM;MASC;SG	N;NOM;DEF;SG
pērtiķi	القرود	pērtiķis	قَرد	N;NOM;MASC;PL	N;NOM;DEF;PL
pērtiķi	قرود	pērtiķis	قَرد	N;NOM;MASC;PL	N;NOM;INDF;PL
aizstāt	تجاوز	aizstāt	تَجَاوَز	V;POS;NFIN	V;PFV;MASC;SG;3;ACT
aizstāt	يستعاض	aizstāt	اِستَعَاض	V;POS;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
aizstāt	تستبدل	aizstāt	اِستَبدَل	V;POS;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
aizstāt	استبدل	aizstāt	اِستَبدَل	V;POS;NFIN	V;PFV;MASC;SG;3;ACT
godalgas	جوائز	godalga	جَائِزَة	N;NOM;FEM;PL	N;NOM;INDF;PL
godalgas	الجوائز	godalga	جَائِزَة	N;NOM;FEM;PL	N;NOM;DEF;PL
slavenais	شهيرة	slavenais	شَهِيرَة	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
slavenais	مشهور	slavenais	مَشهُور	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
slavenais	شهير	slavenais	شَهِير	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
slavenais	مشهورة	slavenais	مَشهُور	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
testa	الاختبار	tests	اِختِبَار	N;NOM;MASC;SG	N;NOM;DEF;SG
testa	اختبار	tests	اِختِبَار	N;NOM;MASC;SG	N;NOM;INDF;SG
gatavi	مستعدون	gatavs	مُستَعِدّ	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;MASC;PL
izplatīt	توزع	izplatīt	توزع	V;POS;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
izplatīt	يوزع	izplatīt	وَزَّع	V;POS;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
emocijas	العواطف	emocija	عَاطِفَة	N;NOM;FEM;PL	N;NOM;DEF;PL
emocijas	عواطف	emocija	عَاطِفَة	N;NOM;FEM;PL	N;NOM;INDF;PL
emocijas	المشاعر	emocija	مَشعَر	N;NOM;FEM;PL	N;NOM;DEF;PL
emocijas	العواطف	emocija	عَاطِفَة	N;NOM;FEM;PL	N;NOM;DEF;PL
izlaist	تخطى	izlaist	تَخَطَّى	V;POS;NFIN	V;PFV;MASC;SG;3;ACT
atklājumi	الاكتشافات	atklājums	اِكتِشَاف	N;NOM;MASC;PL	N;NOM;DEF;PL
zilonis	الفيل	zilonis	فِيل	N;NOM;MASC;SG	N;NOM;DEF;SG
zilonis	فيلا	zilonis	فِيلَّا	N;NOM;MASC;SG	N;NOM;INDF;SG
izstrādājumi	مقالات	izstrādājums	مَقَالَة	N;NOM;MASC;PL	N;NOM;INDF;PL
izstrādājumi	المقالات	izstrādājums	المقالات	N;NOM;MASC;PL	N;NOM;DEF;PL
izstrādājumi	منتجات	izstrādājums	مُنتَج	N;NOM;MASC;PL	N;NOM;INDF;PL
izstrādājumi	المنتجات	izstrādājums	مُنتَج	N;NOM;MASC;PL	N;NOM;DEF;PL
izstrādājumi	الاستعدادات	izstrādājums	اِستِعدَاد	N;NOM;MASC;PL	N;NOM;DEF;PL
izstrādājumi	التحضيرات	izstrādājums	تَحضِير	N;NOM;MASC;PL	N;NOM;DEF;PL
gatava	مستعد	gatava	مُستَعِدّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
gatava	جاهزة	gatava	جَاهِز	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
gatava	جاهز	gatava	جَاهِز	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
apstrāde	التعامل	apstrāde	تَعَامُل	N;NOM;FEM;SG	N;NOM;DEF;SG
apstrāde	مناولة	apstrāde	مُنَاوَلَة	N;NOM;FEM;SG	N;NOM;INDF;SG
apstrāde	معالجة	apstrāde	مُعَالَجَة	N;NOM;FEM;SG	N;NOM;INDF;SG
apstrāde	التجهيز	apstrāde	تَجهِيز	N;NOM;FEM;SG	N;NOM;DEF;SG
apstrāde	المعالجة	apstrāde	مُعَالَجَة	N;NOM;FEM;SG	N;NOM;DEF;SG
apstrāde	تجهيز	apstrāde	تَجهِيز	N;NOM;FEM;SG	N;NOM;INDF;SG
apstrāde	معاملة	apstrāde	مُعَامَلَة	N;NOM;FEM;SG	N;NOM;INDF;SG
apstrāde	معالجة	apstrāde	مُعَالَجَة	N;NOM;FEM;SG	N;NOM;INDF;SG
apstrāde	العلاج	apstrāde	عِلَاج	N;NOM;FEM;SG	N;NOM;DEF;SG
apstrāde	المعاملة	apstrāde	مُعَامَلَة	N;NOM;FEM;SG	N;NOM;DEF;SG
apstrāde	علاج	apstrāde	عِلَاج	N;NOM;FEM;SG	N;NOM;INDF;SG
apstrāde	المعالجة	apstrāde	مُعَالَجَة	N;NOM;FEM;SG	N;NOM;DEF;SG
profesionālais	مهنية	profesionāls	مِهنِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
profesionālais	مهني	profesionāls	مِهنِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
profesionālais	محترف	profesionāls	مُحتَرَف	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
profesionālais	احترافية	profesionāls	احترافية	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
zināja	عرفت	zināt	عَرَف	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
galerijas	معارض	galerija	مَعرِض	N;NOM;FEM;PL	N;NOM;INDF;PL
tops	القمة	tops	قِمَّة	N;NOM;MASC;SG	N;NOM;DEF;SG
tops	قمة	tops	قِمَّة	N;NOM;MASC;SG	N;NOM;INDF;SG
bojājumi	الافات	bojājums	أَلفَة	N;NOM;MASC;PL	N;NOM;DEF;PL
uzlabojumi	التحسينات	uzlabojums	تَحسِين	N;NOM;MASC;PL	N;NOM;DEF;PL
uzlabojumi	تحسينات	uzlabojums	تَحسِين	N;NOM;MASC;PL	N;NOM;INDF;PL
eksports	التصدير	eksports	تَصدِير	N;NOM;MASC;SG	N;NOM;DEF;SG
eksports	تصدير	eksports	تَصدِير	N;NOM;MASC;SG	N;NOM;INDF;SG
partneris	شريك	partneris	شَرِيك	N;NOM;MASC;SG	N;NOM;INDF;SG
partneris	شريكة	partneris	شَرِيكَة	N;NOM;MASC;SG	N;NOM;INDF;SG
partneris	الشريك	partneris	شَرِيك	N;NOM;MASC;SG	N;NOM;DEF;SG
piesārņojums	التلوث	piesārņojums	تَلَوُّث	N;NOM;MASC;SG	N;NOM;DEF;SG
piesārņojums	تلوث	piesārņojums	تَلَوُّث	N;NOM;MASC;SG	N;NOM;INDF;SG
piesārņojums	التلوث	piesārņojums	تَلَوُّث	N;NOM;MASC;SG	N;NOM;DEF;SG
piesārņojums	تلوث	piesārņojums	تَلَوُّث	N;NOM;MASC;SG	N;NOM;INDF;SG
kaza	ماعز	kaza	مَاعِز	N;NOM;FEM;SG	N;NOM;INDF;SG
kaza	الماعز	kaza	مَاعِز	N;NOM;FEM;SG	N;NOM;DEF;SG
modelēšanas	نمذجة	modelēšana	نَمَذ	N;NOM;FEM;SG	N;NOM;INDF;SG
kopsavilkums	الموجز	kopsavilkums	مُوجز	N;NOM;MASC;SG	N;NOM;DEF;SG
kopsavilkums	الملخص	kopsavilkums	مُلخَص	N;NOM;MASC;SG	N;NOM;DEF;SG
kopsavilkums	ملخص	kopsavilkums	مُلخَص	N;NOM;MASC;SG	N;NOM;INDF;SG
kopsavilkums	موجز	kopsavilkums	مُوجَز	N;NOM;MASC;SG	N;NOM;INDF;SG
dzenītis	الرفراف	dzenītis	رَفرَاف	N;NOM;MASC;SG	N;NOM;DEF;SG
kadrs	الاطار	kadrs	إِطَار	N;NOM;MASC;SG	N;NOM;DEF;SG
kadrs	اطار	kadrs	إِطَار	N;NOM;MASC;SG	N;NOM;INDF;SG
izdzīvoja	نجا	izdzīvot	نَجَا	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
proza	النثر	proza	نَثر	N;NOM;FEM;SG	N;NOM;DEF;SG
mūki	الرهبان	mūki	رَهَبَان	N;NOM;MASC;PL	N;NOM;DEF;PL
filiāles	الفروع	filiāle	فَرع	N;NOM;FEM;PL	N;NOM;DEF;PL
filiāles	فروع	filiāle	فَرع	N;NOM;FEM;PL	N;NOM;INDF;PL
apsolīja	وعدت	apsolīt	وَعَد	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
atpūšas	يستريح	atpūsties	اِستَرَاح	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
atpūšas	ترتاح	atpūsties	اِرتَاح	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
alternatīva	البديل	alternatīva	بَدِيل	N;NOM;FEM;SG	N;NOM;DEF;SG
alternatīva	بديل	alternatīva	بَدِيل	N;NOM;FEM;SG	N;NOM;INDF;SG
alternatīva	بديلة	alternatīva	بَدِيلَة	N;NOM;FEM;SG	N;NOM;INDF;SG
iznīcina	دمر	iznīcināt	دَمَّر	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;MASC;SG;3;ACT
iznīcina	دمرت	iznīcināt	دَمَّر	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;FEM;SG;3;ACT
bruņurupucis	سلحفاة	bruņurupucis	سُلحَفَاة	N;NOM;MASC;SG	N;NOM;INDF;SG
bruņurupucis	السلحفاة	bruņurupucis	سُلحَفَاة	N;NOM;MASC;SG	N;NOM;DEF;SG
stabila	مستقر	stabila	مُستَقِرّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
stabila	مستقرة	stabila	مُستَقِرّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
sākts	بدات	sākt	بَدَأ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
sākts	بدا	sākt	بَدَا	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
izpildīta	انجزت	izpildīt	أَنجَز	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;FEM;SG;3;PASS
iejaukšanās	التدخل	iejaukšanās	تَدَخُّل	N;NOM;FEM;SG	N;NOM;DEF;SG
iejaukšanās	التدخل	iejaukšanās	تَدَخُّل	N;NOM;FEM;SG	N;NOM;DEF;SG
iejaukšanās	تدخل	iejaukšanās	تَدَخُّل	N;NOM;FEM;SG	N;NOM;INDF;SG
garša	ذوق	garša	ذَوق	N;NOM;FEM;SG	N;NOM;INDF;SG
garša	الذوق	garša	ذَوق	N;NOM;FEM;SG	N;NOM;DEF;SG
garša	نكهة	garša	نَكهَة	N;NOM;FEM;SG	N;NOM;INDF;SG
garša	النكهة	garša	نَكهَة	N;NOM;FEM;SG	N;NOM;DEF;SG
iegūtā	اكتسبت	iegūt	اِكتَسَب	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
iegūtā	اكتسب	iegūt	اِكتَسَب	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
uzsvars	التشديد	uzsvars	تَشدِيد	N;NOM;MASC;SG	N;NOM;DEF;SG
karsts	ساخنة	karsts	سَاخِن	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
karsts	ساخن	karsts	سَاخِن	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
kalējs	الحداد	kalējs	حِدَاد	N;NOM;MASC;SG	N;NOM;DEF;SG
eksperiments	التجربة	eksperiments	تَجرِبَة	N;NOM;MASC;SG	N;NOM;DEF;SG
eksperiments	تجربة	eksperiments	تَجرِبَة	N;NOM;MASC;SG	N;NOM;INDF;SG
moto	شعار	moto	شِعَار	N	N;NOM;INDF;SG
alternatīvas	البدائل	alternatīva	بَدِيل	N;NOM;FEM;PL	N;NOM;DEF;PL
alternatīvas	بدائل	alternatīva	بَدِيل	N;NOM;FEM;PL	N;NOM;INDF;PL
desmitgades	عقود	desmitgade	عَقد	N;NOM;FEM;PL	N;NOM;INDF;PL
nodevas	رسوم	nodeva	رَسم	N;NOM;FEM;PL	N;NOM;INDF;PL
nodevas	الرسوم	nodeva	رَسم	N;NOM;FEM;PL	N;NOM;DEF;PL
nodevas	الواجبات	nodeva	وَاجِب	N;NOM;FEM;PL	N;NOM;DEF;PL
nodevas	واجبات	nodeva	وَاجِب	N;NOM;FEM;PL	N;NOM;INDF;PL
konstitucionālā	الدستورية	konstiocionāla	دُستُورِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
konstitucionālā	دستورية	konstiocionāla	دُستُورِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
konstitucionālā	دستوري	konstiocionāla	دُستُورِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
uzsvēra	شدد	uzsvērt	شَدَّد	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
zālīte	الحشيش	zālīte	الحشيش	N;NOM;FEM;SG	N;NOM;DEF;SG
amatpersona	مسؤول	amatpersons	مَسؤُول	N;NOM;FEM;SG	N;NOM;INDF;SG
amatpersona	الضابط	amatpersons	ضَابِط	N;NOM;FEM;SG	N;NOM;DEF;SG
amatpersona	ضابط	amatpersons	ضَابِط	N;NOM;FEM;SG	N;NOM;INDF;SG
manevrs	مناورة	manevrs	مُنَاوَرَة	N;NOM;MASC;SG	N;NOM;INDF;SG
manevrs	المناورة	manevrs	مُنَاوَرَة	N;NOM;MASC;SG	N;NOM;DEF;SG
manevrs	مناورة	manevrs	مُنَاوَرَة	N;NOM;MASC;SG	N;NOM;INDF;SG
apraksti	شروح	apraksts	شَرح	N;NOM;MASC;PL	N;NOM;INDF;PL
ievietoja	نشرت	ievietot	نَشَر	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
dibinātāja	المؤسس	dibinātāja	مُؤَسِّس	N;NOM;FEM;SG	N;NOM;DEF;SG
algas	مرتبات	alga	مُرَتَّب	N;NOM;FEM;PL	N;NOM;INDF;PL
algas	اجور	alga	اجور	N;NOM;FEM;PL	N;NOM;INDF;PL
algas	الاجور	alga	أَجر	N;NOM;FEM;PL	N;NOM;DEF;PL
algas	مرتبات	alga	مُرَتَّب	N;NOM;FEM;PL	N;NOM;INDF;PL
algas	الرواتب	alga	الرواتب	N;NOM;FEM;PL	N;NOM;DEF;PL
algas	المرتبات	alga	مُرَتَّب	N;NOM;FEM;PL	N;NOM;DEF;PL
ilustrācija	التوضيح	ilustrācija	تَوضِيح	N;NOM;FEM;SG	N;NOM;DEF;SG
montāža	جمعية	montāža	جَمعِيَّة	N;NOM;FEM;SG	N;NOM;INDF;SG
montāža	الجمعية	montāža	جَمعِيَّة	N;NOM;FEM;SG	N;NOM;DEF;SG
scenārijs	سيناريو	scenārijs	سِينَارِيُو	N;NOM;MASC;SG	N;NOM;INDF;SG
oficiāls	رسمي	oficiāls	رَسمِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
oficiāls	الرسمي	oficiāls	رَسمِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
oficiāls	رسمية	oficiāls	رَسمِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
ģipša	الجص	ģipt	جَصّ	N;NOM;MASC;SG	N;NOM;DEF;SG
ģipša	الجبس	ģipt	جِبس	N;NOM;MASC;SG	N;NOM;DEF;SG
pārtika	طعام	pārtika	طَعَام	N;NOM;FEM;SG	N;NOM;INDF;SG
pārtika	غذاء	pārtika	غِذَاء	N;NOM;FEM;SG	N;NOM;INDF;SG
pārtika	الطعام	pārtika	طَعَام	N;NOM;FEM;SG	N;NOM;DEF;SG
pārtika	الغذاء	pārtika	غِذَاء	N;NOM;FEM;SG	N;NOM;DEF;SG
upuris	التضحية	upuris	تَضحِيَة	N;NOM;MASC;SG	N;NOM;DEF;SG
upuris	تضحية	upuris	تَضحِيَة	N;NOM;MASC;SG	N;NOM;INDF;SG
upuris	ضحية	upuris	ضَحِيَّة	N;NOM;MASC;SG	N;NOM;INDF;SG
upuris	الضحية	upuris	ضَحِيَّة	N;NOM;MASC;SG	N;NOM;DEF;SG
pievienošanās	الانضمام	pievienošanās	اِنضِمَام	N;NOM;FEM;SG	N;NOM;DEF;SG
pievienošanās	انضمام	pievienošanās	اِنضِمَام	N;NOM;FEM;SG	N;NOM;INDF;SG
lūgums	طلب	lūgums	طَلَب	N;NOM;MASC;SG	N;NOM;INDF;SG
lūgums	الطلب	lūgums	طَلَب	N;NOM;MASC;SG	N;NOM;DEF;SG
pirts	حمام	pirts	حمام	N;NOM;FEM;SG	N;NOM;INDF;SG
pirts	الحمام	pirts	حَمَام	N;NOM;FEM;SG	N;NOM;DEF;SG
dibināšana	التشكيل	dibināšana	تَشكِيل	N;NOM;FEM;SG	N;NOM;DEF;SG
dibināšana	تشكيل	dibināšana	تَشكِيل	N;NOM;FEM;SG	N;NOM;INDF;SG
žurka	جرذ	žurka	جُرذ	N;NOM;FEM;SG	N;NOM;INDF;SG
paņēmiens	تقنية	paņēmiens	تَقنِيَّة	N;NOM;MASC;SG	N;NOM;INDF;SG
paņēmiens	التقنية	paņēmiens	تَقنِيَّة	N;NOM;MASC;SG	N;NOM;DEF;SG
ekonomiskais	اقتصادية	ekonomisks	اِقتِصَادِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
veicināšanas	الترقيات	veicināšana	تُرقِيّ	N;NOM;FEM;PL	N;NOM;DEF;PL
membrānas	الاغشية	membrāna	أَغشِيّ	N;NOM;FEM;PL	N;NOM;DEF;PL
strūklaka	النافورة	strūklaks	النافورة	N;NOM;MASC;SG	N;NOM;DEF;SG
strūklaka	نافورة	strūklaks	نافورة	N;NOM;MASC;SG	N;NOM;INDF;SG
korekcijas	تعديلات	korekcija	تَعدِيل	N;NOM;FEM;PL	N;NOM;INDF;PL
korekcijas	التسويات	korekcija	تَسوِيَة	N;NOM;FEM;PL	N;NOM;DEF;PL
korekcijas	التعديلات	korekcija	تَعدِيل	N;NOM;FEM;PL	N;NOM;DEF;PL
motīvs	الميزة	motīvs	مِيزَة	N;NOM;MASC;SG	N;NOM;DEF;SG
motīvs	ميزة	motīvs	مِيزَة	N;NOM;MASC;SG	N;NOM;INDF;SG
motīvs	سمة	motīvs	سِمَّة	N;NOM;MASC;SG	N;NOM;INDF;SG
zilbes	المقاطع	zilbe	مَقطَع	N;NOM;FEM;PL	N;NOM;DEF;PL
zilbes	مقاطع	zilbe	مَقطَعَة	N;NOM;FEM;PL	N;NOM;INDF;PL
ātrākais	الاسرع	ātrs	أَسرَع	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;DEF;MASC;SG
noslēdzas	ينتهي	noslēgties	اِنتَهَى	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
dziedāt	يغني	dziedāt	غَنَّى	V;POS;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
dziedāt	يغني	dziedāt	غَنَّى	V;POS;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
dziedāt	تغني	dziedāt	غَنِيّ	V;POS;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
sapnis	الحلم	sapnis	حُلم	N;NOM;MASC;SG	N;NOM;DEF;SG
sapnis	حلم	sapnis	حُلم	N;NOM;MASC;SG	N;NOM;INDF;SG
krogs	الحانة	krogs	حَانَة	N;NOM;MASC;SG	N;NOM;DEF;SG
krogs	حانة	krogs	حَانَة	N;NOM;MASC;SG	N;NOM;INDF;SG
pakistāna	باكستان	pakistāns	بَاكِستَان	N;NOM;FEM;SG	N;NOM;INDF;SG
klātbūtne	التواجد	klātbūtne	تَوَاجُد	N;NOM;FEM;SG	N;NOM;DEF;SG
klātbūtne	الوجود	klātbūtne	وُجُود	N;NOM;FEM;SG	N;NOM;DEF;SG
priekšrocība	الميزة	priekšrocība	مِيزَة	N;NOM;FEM;SG	N;NOM;DEF;SG
priekšrocība	ميزة	priekšrocība	مِيزَة	N;NOM;FEM;SG	N;NOM;INDF;SG
priekšrocība	مزية	priekšrocība	مَزِيَّة	N;NOM;FEM;SG	N;NOM;INDF;SG
secināja	اختتمت	secināt	اِختَتَم	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
zaudēt	تخسر	zaudēt	خَسِر	V;POS;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
obligāta	الزامية	obligāta	زَامِي	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
obligāta	الالزامية	obligāta	إِلزَامِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
obligāta	الزامية	obligāta	زَامِي	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
obligāta	الالزامية	obligāta	إِلزَامِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
obligāta	الزامية	obligāta	زَامِي	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
konsultants	مستشار	konsultants	مُستَشَار	N;NOM;MASC;SG	N;NOM;INDF;SG
konsultants	مستشار	konsultants	مُستَشَار	N;NOM;MASC;SG	N;NOM;INDF;SG
konsultants	مستشار	konsultants	مُستَشَار	N;NOM;MASC;SG	N;NOM;INDF;SG
konsultants	مستشارة	konsultants	مُستَشَارَة	N;NOM;MASC;SG	N;NOM;INDF;SG
kompleksi	المجمعات	komplekss	مُجَمِّعَة	N;NOM;MASC;PL	N;NOM;DEF;PL
kompleksi	مجمعات	komplekss	مُجَمَّع	N;NOM;MASC;PL	N;NOM;INDF;PL
kompleksi	الجمعيات	komplekss	جَمعِيَّة	N;NOM;MASC;PL	N;NOM;DEF;PL
kompleksi	التجمعات	komplekss	تَجَمُّع	N;NOM;MASC;PL	N;NOM;DEF;PL
stratēģija	استراتيجية	stratēģija	إِسترَاتِيجِيَّة	N;NOM;FEM;SG	N;NOM;INDF;SG
stratēģija	الاستراتيجية	stratēģija	إِسترَاتِيجِيَّة	N;NOM;FEM;SG	N;NOM;DEF;SG
visums	الكون	visums	كَون	N;NOM;MASC;SG	N;NOM;DEF;SG
paplašināšanās	التوسيع	paplašināšanās	تَوسِيع	N;NOM;FEM;SG	N;NOM;DEF;SG
paplašināšanās	التوسع	paplašināšanās	تَوَسُّع	N;NOM;FEM;SG	N;NOM;DEF;SG
paplašināšanās	التوسيع	paplašināšanās	تَوسِيع	N;NOM;FEM;SG	N;NOM;DEF;SG
paplašināšanās	توسع	paplašināšanās	تَوَسُّع	N;NOM;FEM;SG	N;NOM;INDF;SG
paplašināšanās	توسيع	paplašināšanās	تَوسِيع	N;NOM;FEM;SG	N;NOM;INDF;SG
pārkāpums	الاخلال	pārkāpums	خِلل	N;NOM;MASC;SG	N;NOM;DEF;SG
pārkāpums	خرق	pārkāpums	خَرِق	N;NOM;MASC;SG	N;NOM;INDF;SG
pārkāpums	اختراق	pārkāpums	اِختِرَاق	N;NOM;MASC;SG	N;NOM;INDF;SG
pārkāpums	الخرق	pārkāpums	خَرِيق	N;NOM;MASC;SG	N;NOM;DEF;SG
pastiprināta	عزز	pastiprināt	عَزَّز	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
pastiprināta	عزز	pastiprināt	عَزَّز	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
vēsturiska	تاريخي	vēsturiska	تَارِيخِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
vēsturiska	تاريخية	vēsturiska	تَارِيخِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
žēlastības	الرحمة	žēlastība	رَحمَة	N;NOM;FEM;SG	N;NOM;DEF;SG
vads	السين	vads	سَين	N;NOM;MASC;SG	N;NOM;DEF;SG
sadursme	اصطدام	sadursme	اِصطِدَام	N;NOM;FEM;SG	N;NOM;INDF;SG
sadursme	الاصطدام	sadursme	اِصطِدَام	N;NOM;FEM;SG	N;NOM;DEF;SG
sadursme	تصادم	sadursme	تَصَادَم	N;NOM;FEM;SG	N;NOM;INDF;SG
sadursme	اشتباك	sadursme	اِشتِبَاك	N;NOM;FEM;SG	N;NOM;INDF;SG
izplatīties	انتشر	izplatīties	اِنتَشَر	V;POS;REFL;NFIN	V;PFV;MASC;SG;3;ACT
birža	تبادل	birzs	تَبَادُل	N;NOM;FEM;SG	N;NOM;INDF;SG
birža	التبادل	birzs	تَبَادُل	N;NOM;FEM;SG	N;NOM;DEF;SG
masters	الماجستير	masters	الماجستير	N;NOM;MASC;SG	N;NOM;DEF;SG
atoms	ذرة	atoms	ذُرَّة	N;NOM;MASC;SG	N;NOM;INDF;SG
atoms	الذرة	atoms	ذُرَة	N;NOM;MASC;SG	N;NOM;DEF;SG
standarti	معايير	standarts	مِعيَار	N;NOM;MASC;PL	N;NOM;INDF;PL
standarti	المقاييس	standarts	مِقيَاس	N;NOM;MASC;PL	N;NOM;DEF;PL
standarti	المعايير	standarts	مِعيَار	N;NOM;MASC;PL	N;NOM;DEF;PL
dzesēšanas	تبريد	dzesēšana	تَبرِيد	N;NOM;FEM;SG	N;NOM;INDF;SG
dzesēšanas	التبريد	dzesēšana	تَبرِيد	N;NOM;FEM;SG	N;NOM;DEF;SG
vingrošana	الجمباز	vingrošana	جُمبَاز	N;NOM;FEM;SG	N;NOM;DEF;SG
boksa	الملاكمة	bokss	مُلَاكَمَة	N;NOM;MASC;SG	N;NOM;DEF;SG
boksa	ملاكمة	bokss	مُلَاكَمَة	N;NOM;MASC;SG	N;NOM;INDF;SG
monēta	عملة	monēta	عُملَة	N;NOM;FEM;SG	N;NOM;INDF;SG
holokausta	محرقة	holokausts	محرقة	N;NOM;MASC;SG	N;NOM;INDF;SG
holokausta	المحرقة	holokausts	مُحرَق	N;NOM;MASC;SG	N;NOM;DEF;SG
tieša	مباشر	tieša	مُبَاشِر	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
tieša	المباشر	tieša	مُبَاشِر	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
ātrs	سريعة	ātrs	سَرِيع	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
ātrs	سريع	ātrs	سَرِيع	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
ātrs	سريعة	ātrs	سَرِيع	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
ātrs	سريع	ātrs	سَرِيع	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
stingra	صارم	stingra	صَارِم	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
stingra	صارمة	stingra	صَارِم	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
stingra	جامدة	stingra	جَامِد	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
stingra	جامد	stingra	جَامِد	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
dejo	يرقص	dejot	رَقَّص	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
