категория	kategori	категория	kategori	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
съветник	kommunalråd	съветник	kommunalråd	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
старт	start	старт	star	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
инициатива	initiativ	инициатива	initiativ	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
инициатива	initiative	инициатива	initiative	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
някога	någonsin	някога	någonsin	ADV	ADV
отделение	kupé	отделение	kupé	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
отделение	utrymme	отделение	utrymme	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
отделение	delområde	отделение	delområde	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
отделение	fack	отделение	fack	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
бозайници	däggdjur	бозайник	däggdjur	N;INDF;FEM;PL	N;NOM;INDF;NEUT;PL
бозайници	däggdjur	бозайник	däggdjur	N;INDF;FEM;PL	N;NOM;INDF;NEUT;PL
бозайници	däggdjur	бозайник	däggdjur	N;INDF;FEM;PL	N;NOM;INDF;NEUT;PL
романът	romanen	роман	roman	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
въздух	air	въздух	air	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
въздух	luft	въздух	luft	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
конструкция	byggverksamhet	конструкция	byggverksamhet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
конструкция	konstruktion	конструкция	konstruktion	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
конструкция	struktur	конструкция	struktur	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
съвременен	modernt	съвременен	modern	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
съвременен	nutida	съвременен	nutida	ADJ;INDF;MASC;SG	ADJ;NOM
варира	varierar	варир	variera	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
варира	varierar	варир	variera	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
икони	ikoner	икона	ikon	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
кръв	blod	кръв	blod	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
кръв	blood	кръв	blood	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
йерусалим	jerusalem	йерусалим	jerusalem	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
йерусалим	jerusalems	йерусалим	jerusalem	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
форум	forum	форум	forum	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
съединения	föreningar	съединение	förening	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
храмът	templet	храм	tempel	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
департамент	department	департамент	department	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
департамент	avdelning	департамент	avdelning	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
участниците	deltagarna	участник	deltagare	N;DEF;MASC;PL	N;NOM;DEF;MASC+FEM;PL
главни	huvudsakliga	главен	huvudsaklig	ADJ;INDF;PL	ADJ;NOM;PL
традиции	traditioner	традиция	tradition	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
традиции	traditioner	традиция	tradition	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
явно	tydligen	явно	tydligen	ADV	ADV
явно	uppenbarligen	явно	uppenbarligen	ADV	ADV
приложения	tillämpningar	приложение	tillämpning	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
приложения	ansökningar	приложение	ansökning	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
приложения	applikationer	приложение	applikation	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
приложения	appar	приложение	appe	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
приложения	applikationer	приложение	applikation	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
приложения	bilagor	приложение	bilagor	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
печат	stämpel	печат	stämpel	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
печат	utskrift	печат	utskrift	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
печат	tryckeri	печат	tryckeri	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
печат	tryckning	печат	tryckning	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
печат	säl	печат	säl	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
печат	sigill	печат	sigill	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
печат	seal	печат	seal	N;INDF;MASC;SG	N
печат	tryck	печат	tryck	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
служители	anställda	служител	anställd	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
служители	medarbetare	служител	medarbetare	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
служители	tjänare	служител	tjänare	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
намаляване	reduktion	намаляване	reduktion	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
намаляване	minskning	намаляване	minskning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
намаляване	reducering	намаляване	reducering	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
намаляване	nedsättning	намаляване	nedsättning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
намаляване	sänkning	намаляване	sänkning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
намаляване	minskning	намаляване	minskning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
качество	kvalité	качество	kvalité	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
качество	kvalitet	качество	kvalitet	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
десетки	dussintals	десятка	dussintal	N;INDF;FEM;PL	N;NOM;INDF;NEUT;PL
двадесет	tjugo	двадесет	tjugo	NUM;INDF;PL	NUM;NOM
сезони	årstider	сезон	årstid	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
сезони	säsonger	сезон	säsong	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
драматичен	dramatisk	драматичен	dramatisk	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
диригент	dirigent	диригент	dirigent	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
личност	person	личност	person	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
личност	personlighet	личност	personlighet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
разказ	saga	разказ	saga	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
разказ	berättelse	разказ	berättelse	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
разказ	berättelse	разказ	berättelse	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
раждането	födseln	раждане	födsel	N;DEF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
модул	modul	модул	modul	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
добавя	tillfogar	добавям	tillfoga	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
сърби	serber	сърбин	serber	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
картина	tavla	картина	tavla	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
картина	målning	картина	målning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
обръща	ritar	обръщам-(се)	rita	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
обръща	tecknar	обръщам-(се)	teckna	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
обръща	drar	обръщам-(се)	dra	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
очаква	förväntar	очаквам	förvänta	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
преводач	översättare	преводач	översättare	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
преводач	tolk	преводач	tolk	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
обича	gillar	обичам	gilla	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
изображение	avbild	изображение	avbild	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
изображение	image	изображение	image	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
изображение	bild	изображение	bild	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
строителство	byggverksamhet	строителство	byggverksamhet	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
строителство	konstruktion	строителство	konstruktion	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
здраве	hälsa	здраве	hälsa	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
дълбоко	djupt	дълбоко	djup	ADV	ADV
дълбоко	djupt	дълбоко	djup	ADV	ADV
относително	relativt	относително	relativt	ADV	ADV
относително	relativt	относително	relativt	ADV	ADV
относително	förhållandevis	относително	förhållandevis	ADV	ADV
различно	annorlunda	различно	annorlunda	ADV	ADV
афганистан	afghanistan	афганистан	afghanistan	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
глави	huvuden	глава	huvud	N;INDF;FEM;PL	N;NOM;INDF;NEUT;PL
покрива	tak	покрив	tak	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
екипаж	besättning	екипаж	besättning	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
екипаж	manskap	екипаж	manskap	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
екипаж	crew	екипаж	crew	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
века	århundradet	век	århundrad	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
асистент	biträdande	асистент	biträdande	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
асистент	assistent	асистент	assistent	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
пътуване	travel	пътуване	travel	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
пътуване	resa	пътуване	resa	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
пътуване	resande	пътуване	resa	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
пътуване	färd	пътуване	färd	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
пътуване	resa	пътуване	resa	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
пътуване	resa	пътуване	resa	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
пътуване	resande	пътуване	resa	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
пътуване	resa	пътуване	resa	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
пътуване	resa	пътуване	resa	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
пътуване	resande	пътуване	resa	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
продължителност	löptid	продължителност	löptid	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
продължителност	längd	продължителност	längd	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
продължителност	varaktighet	продължителност	varaktighet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
активна	aktiv	активна	aktiv	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
собствен	eget	собствен	egen	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
собствен	egen	собствен	egen	ADJ;INDF;MASC;SG	ADJ;NOM;MASC+FEM;SG
специалист	specialist	специалист	specialist	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
хаджи	hadji	хаджи	hadji	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
месо	kött	месо	kött	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
цена	pris	цена	pris	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
цена	kostnad	цена	kostnad	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
представени	presenteras	представя-(се)	presentera	V;PFV;INDF;PL;V.PTCP;PASS	V;IND;PRS;FIN;PASS
представени	representeras	представя-(се)	representera	V;PFV;INDF;PL;V.PTCP;PASS	V;IND;PRS;NFIN;PASS
прилага	genomför	прилагам	genomför	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
настъпва	inträffar	настъпвам	inträffa	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
настъпва	förekommer	настъпвам	förekomma	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
водач	vägledning	водач	vägledning	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
водач	vägvisare	водач	vägvis	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
водач	guide	водач	gui	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
владетели	härskare	владетел	härskare	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ръце	armar	ръка	arm	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
посочено	citeras	посоча	citera	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;NFIN;PASS
коментар	kommentar	коментар	kommentar	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
популярна	populärt	популярен	populär	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
популярна	populär	популярен	populär	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
стандарт	standard	стандарт	standard	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
региони	regioner	регион	region	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
региони	områden	регион	område	N;INDF;MASC;PL	N;NOM;INDF;NEUT;PL
популярен	populärt	популярен	populär	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
популярен	populär	популярен	populär	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
съседните	angränsande	съседен	angränsande	ADJ;DEF;PL	ADJ;NOM;PRS;V.PTCP
студио	studio	студио	studio	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
студио	ateljé	студио	ateljé	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
административни	administrativa	административен	administrativ	ADJ;INDF;PL	ADJ;NOM;PL
червена	rött	червен	rött	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
червена	röd	червен	röd	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
пистата	track	писта	track	N;DEF;FEM;SG	N;NOM;MASC+FEM;SG
съдбата	ödet	съдба	öd	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
съдбата	ödet	съдба	öd	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
чувства	känslor	чувство	känsla	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
жанр	genre	жанр	genre	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
културен	kulturellt	културен	kulturell	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
културен	kulturell	културен	kulturell	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
обяснява	förklarar	обяснявам-(се)	förklara	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
врата	dörr	врата	dörr	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
врата	hals	врата	hals	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
врата	nacke	врата	nacke	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
юрист	jurist	юрист	jurist	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
юрист	advokat	юрист	advoka	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
слава	slava	слава	slava	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
слава	berömmelse	слава	berömmelse	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
слава	fame	слава	fam	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
слава	ära	слава	ära	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
слава	härlighet	слава	härlighet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
слава	glory	слава	glory	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ниски	låga	нисък	låg	ADJ;INDF;PL	ADJ;NOM;PL
предоставя	tillhandahåller	предоставям	tillhandahålla	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
монарси	monarker	монарх	monark	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
естествени	naturliga	естествен	naturlig	ADJ;INDF;PL	ADJ;NOM;PL
кухня	kök	кухня	kök	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
предприятия	inrättningar	предприятие	inrättning	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
предприятия	anläggningar	предприятие	anläggning	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
предприятия	företag	предприятие	företag	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;PL
празници	högtider	празник	högtid	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
празници	helgdagar	празник	helgdag	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
празници	helger	празник	helg	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
лигата	ligan	лига	ligan	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
лигата	förbundet	лига	förbund	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
откриване	discovery	откриване	discovery	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
откриване	öppnande	откриване	öppnande	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
откриване	öppning	откриване	öppning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
оборудване	utrustning	оборудване	utrustning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
фабрика	fabrik	фабрика	fabrik	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
фабрика	factory	фабрика	factory	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
мисии	beskickningar	мисия	beskickning	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
рейн	regn	рейн	regn	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
рейн	rain	рейн	rain	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
списания	dagböcker	списание	dagböck	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
списания	journaler	списание	journal	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
списания	tidskrifter	списание	tidskrift	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
списания	tidningar	списание	tidning	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
списания	tidskrifter	списание	tidskrift	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
клубът	klubben	клуб	klubb	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
играл	lekte	играя	leka	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;IMP;FIN;ACT
играл	spelat	играя	spela	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;V.CVB;ACT
играл	spelade	играя	spela	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
положението	läget	положение	läge	N;DEF;NEUT;SG	N;NOM;DEF;NEUT;SG
положението	situationen	положение	situation	N;DEF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
значителна	avsevärd	значителен	avsevärd	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
значителна	betydande	значителен	betydande	ADJ;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
значителна	betydelsefull	значителен	betydelsefull	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
значителна	avsevärd	значителен	avsevärd	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
значителна	betydande	значителен	betydande	ADJ;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
медии	medier	медия	medie	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
медии	massmedia	медия	massmedium	N;INDF;FEM;PL	N;NOM;INDF;NEUT;PL
номиниран	nomineras	номинирам	nominera	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;IND;NFIN;PASS
кратка	kortfattad	кратък	kortfattad	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
вокал	sång	вокал	sång	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
усилия	insatser	усилие	insats	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
усилия	ansträngningar	усилие	ansträngning	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
представена	representeras	представя-(се)	representera	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;IND;PRS;NFIN;PASS
представена	presenteras	представя-(се)	presentera	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;IND;PRS;FIN;PASS
контакт	kontakt	контакт	kontakt	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
космоса	rymden	космос	rymd	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
средновековна	medeltida	средновековен	medeltida	ADJ;INDF;FEM;SG	ADJ;NOM
костур	abborre	костур	abborre	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
костур	bas	костур	ba	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
костур	bass	костур	bass	N;INDF;MASC;SG	N
среден	genomsnittligt	среден	genomsnittlig	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
среден	genomsnittlig	среден	genomsnittlig	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
среден	medelhög	среден	medelhög	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
среден	medellång	среден	medellång	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
среден	medelstor	среден	medelstor	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
независима	självständig	независим	självständig	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
независима	oberoende	независим	oberoende	ADJ;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
независима	självständigt	независим	självständig	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
независима	fristående	независим	fristående	ADJ;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
фактори	faktorer	фактор	faktor	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
туризъм	turism	туризъм	turism	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
туризъм	vandring	туризъм	vandring	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
бронзов	brons	бронзов	brons	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
географска	geografisk	географски	geografisk	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
географска	geografisk	географски	geografisk	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
активен	aktiv	активен	aktiv	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
буква	brev	буква	brev	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
буква	bokstav	буква	bokstav	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
буква	skrivelse	буква	skrivelse	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
спомени	minnen	споменя	min	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
спомени	minnen	споменя	min	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
бъдеще	framtid	бъдеще	framtid	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
бъдеще	future	бъдеще	future	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
отваря	öppnar	отварям-(се)	öppna	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
изследовател	upptäcktsresande	изследовател	upptäcktsresa	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
хранене	nutrition	хранене	nutrition	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
хранене	kost	хранене	kost	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
хранене	näring	хранене	näring	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
хранене	utfodring	хранене	utfodring	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
хранене	mjöl	хранене	mjöl	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
хранене	måltid	хранене	måltid	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
бразилски	brasiliansk	бразилски	brasiliansk	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
племе	stam	племе	stam	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
псевдоним	alias	псевдоня	alia	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
псевдоним	pseudonym	псевдоня	pseudonym	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
пети	femte	пети	fem	ADJ;INDF;MASC;SG	ADJ;NOM
вътрешни	interna	вътрешен	intern	ADJ;INDF;PL	ADJ;NOM;PL
вино	vin	вино	vin	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
заслуги	meriter	заслуга	merit	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
заслуги	förtjänster	заслуга	förtjänst	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
заслуги	meriter	заслуга	merit	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
заслуги	förtjänster	заслуга	förtjänst	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
типове	typer	тип	typ	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
диск	skiva	диск	skiva	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
диск	disk	диск	disk	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
диск	skiva	диск	skiva	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
разкрива	avslöjar	разкривам-(се)	avslöja	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
кожа	läder	кожа	lad	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
кожа	hud	кожа	hud	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
кожа	skinn	кожа	skinn	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
кожа	skin	кожа	skin	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
