die	de	die	de	DET;DEF	DET;DEF
geleenthede	gelegenheden	geleentheid	gelegenheid	N;PL	N;PL
geleenthede	gebeurtenissen	geleentheid	gebeurtenis	N;PL	N;PL
geleenthede	evenementen	geleentheid	evenement	N;PL	N;PL
digters	dichters	digters	dichter	N;PL	N;PL
hemel	hemel	hemel	hemel	N;SG	N;MASC+FEM;SG
hemel	hemel	hemel	hemel	N;SG	N;MASC+FEM;SG
titels	titels	titels	titel	N;PL	N;PL
krugersdorp	krugersdorp	krugersdorp	krugersdorp	N;SG	N;MASC+FEM;SG
kategorieë	categorieën	kategorie	categorieën	N;PL	N;PL
uitstekende	uitstekend	uitstek	uitstekend	ADJ;NOM	ADJ
uitstekende	excellent	uitstek	excellent	ADJ;NOM	ADJ
uitstekende	voortreffelijk	uitstek	voortreffelijk	ADJ;NOM	ADJ
begraafplaas	kerkhof	begraafplaas	kerkhof	N;SG	N;NEUT;SG
begraafplaas	begraafplaats	begraafplaas	begraafplaats	N;SG	N;MASC+FEM;SG
geïdentifiseer	geïdentificeerde	identifiseer	dentificeren	V;PST;V.PTCP	V;SG;PST;FIN
geïdentifiseer	geïdentificeerd	identifiseer	dentificeren	V;PST;V.PTCP	V;V.PTCP
besorg	bezorgd	besorg	bezorgd	V;PRS	V;V.PTCP
onthul	onthullen	onthul	onthullen	V;PRS	V;NFIN
onthul	onthult	onthul	onthullen	V;PRS	V;SG;PRS;FIN
onthul	openbaren	onthul	openbaar	V;PRS	V;NFIN
misluk	gezakt	misluk	zakken	V;PRS	V;V.PTCP
misluk	mislukt	misluk	mislukken	V;PRS	V;V.PTCP
misluk	gefaald	misluk	falen	V;PRS	V;V.PTCP
moslems	moslims	moslem	moslims	N;PL	N;PL
airbus	airbus	airbus	Airbus	N;SG	N;MASC+FEM;SG
arms	wapens	arms	wapen	N;PL	N;PL
arms	armen	arms	arm	N;PL	N;PL
duim	centimeters	duim	centimeter	N;PL	N;PL
selle	cellen	selle	cel	N;PL	N;PL
demokrasie	democratie	demokrasie	democratie	N;SG	N;MASC+FEM;SG
praktiese	praktische	prakties	praktisch	ADJ;NOM	ADJ
praktiese	praktisch	prakties	praktisch	ADJ;NOM	ADJ
klip	steen	klip	steen	N;SG	N;MASC+FEM;SG
klip	natuursteen	klip	natuursteen	N;SG	N;NEUT;SG
klip	stone	klip	stone	N;SG	N;MASC+FEM;SG
lutherse	lutherse	luthers	luthers	ADJ;NOM	ADJ
gehaal	opgehaald	gehaal	ophalen	V;PST;V.PTCP	V;V.PTCP
boeddhisme	boeddhisme	boeddhisme	boeddhisme	N;SG	N;NEUT;SG
heuwel	heuvel	heuwel	heuvel	N;SG	N;MASC+FEM;SG
heuwel	hill	heuwel	hill	N;SG	N;MASC+FEM;SG
lesers	lezers	leser	lezer	N;PL	N;PL
oral	overal	oral	overal	ADV	ADV
komeet	comet	komeet	comet	N;SG	N;MASC+FEM;SG
komeet	komeet	komeet	komeet	N;SG	N;MASC+FEM;SG
stelling	statement	stelling	statement	N;SG	N;NEUT;SG
stelling	verklaring	stelling	verklaring	N;SG	N;MASC+FEM;SG
tipes	soorten	tipes	soort	N;PL	N;PL
tipes	types	tipes	type	N;PL	N;PL
sagte	zachte	sagte	zacht	ADJ;NOM	ADJ
sagte	zacht	sagte	zacht	ADJ;NOM	ADJ
biologiese	biologische	biologies	biologisch	ADJ;NOM	ADJ
biologiese	biologisch	biologies	biologisch	ADJ;NOM	ADJ
lisensie	rijbewijs	lisensie	rijbewijs	N;SG	N;NEUT;SG
lisensie	licentie	lisensie	licentie	N;SG	N;MASC+FEM;SG
lisensie	rijbewijs	lisensie	rijbewijs	N;SG	N;NEUT;SG
lisensie	licentie	lisensie	licentie	N;SG	N;MASC+FEM;SG
lisensie	vergunning	lisensie	vergunning	N;SG	N;MASC+FEM;SG
uitstalling	tentoonstelling	uitstalling	tentoonstelling	N;SG	N;MASC+FEM;SG
uitstalling	bewijsstuk	uitstalling	bewijsstuk	N;SG	N;NEUT;SG
teenoorgestelde	tegengesteld	teenoorgesteld	tegengesteld	ADJ;NOM	ADJ
velde	velden	vel	vellen	N;PL	N;PL
velde	fields	vel	fields	N;PL	N;PL
velde	akkers	vel	akker	N;PL	N;PL
aansig	viewer	aansig	viewer	N;SG	N;MASC+FEM;SG
aansig	kijker	aansig	kijker	N;SG	N;MASC+FEM;SG
aansig	weergave	aansig	weergave	N;SG	N;MASC+FEM;SG
aansig	display	aansig	display	N;SG	N;NEUT;SG
aansig	weergave	aansig	weergave	N;SG	N;MASC+FEM;SG
aansig	uitzicht	aansig	uitzicht	N;SG	N;NEUT;SG
afgeleë	remote	afleë	remote	N;SG	N;MASC+FEM;SG
afgeleë	afstandsbediening	afleë	afstandsbediening	N;SG	N;MASC+FEM;SG
klanke	klanken	klank	klank	N;PL	N;PL
klanke	geluiden	klank	geluiden	N;PL	N;PL
rewolusionêre	revolutionair	rewolusionêre	revolutionair	ADJ;NOM	ADJ
rewolusionêre	revolutionaire	rewolusionêre	revolutionair	ADJ;NOM	ADJ
godin	godin	godin	godin	N;SG	N;MASC+FEM;SG
mis	nevel	mis	nevel	N;SG	N;MASC+FEM;SG
mis	nevel	mis	nevel	N;SG	N;MASC+FEM;SG
albums	albums	albums	album	N;PL	N;PL
waterval	waterval	waterval	waterval	N;SG	N;MASC+FEM;SG
luitenant	luitenant	luitenant	luitenant	N;SG	N;MASC+FEM;SG
toespraak	spraak	toespraak	spraak	N;SG	N;MASC+FEM;SG
toespraak	toespraak	toespraak	toespraak	N;SG	N;MASC+FEM;SG
toespraak	speech	toespraak	speech	N;SG	N;MASC+FEM;SG
toespraak	redevoering	toespraak	redevoering	N;SG	N;MASC+FEM;SG
meen	geloven	meen	geloven	V;PRS	V;NFIN
voertuie	voertuigen	voertuig	voertuig	N;PL	N;PL
springbok	springbok	springbok	springbok	N;SG	N;MASC+FEM;SG
onderdruk	onderdrukken	onderdruk	onderdrukken	V;PRS	V;NFIN
trein	trein	trein	trein	N;SG	N;MASC+FEM;SG
georganiseer	georganiseerd	organiseer	organiseren	V;PST;V.PTCP	V;V.PTCP
georganiseer	georganiseerde	organiseer	organiseren	V;PST;V.PTCP	V;V.PTCP
patroon	patroon	patroon	patroon	N;SG	N;NEUT;SG
kwaliteit	kwaliteit	kwaliteit	kwaliteit	N;SG	N;MASC+FEM;SG
takke	bijkantoren	tak	bijkantoor	N;PL	N;PL
takke	takken	tak	tak	N;PL	N;PL
takke	branches	tak	branche	N;PL	N;PL
takke	filialen	tak	filiaal	N;PL	N;PL
houding	attitude	houding	attitude	N;SG	N;MASC+FEM;SG
houding	houding	houding	houding	N;SG	N;MASC+FEM;SG
deelnemers	deelnemers	deelnemer	deelnemer	N;PL	N;PL
ervaring	ervaring	ervaring	ervaring	N;SG	N;MASC+FEM;SG
tuisblad	home	tuisblad	home	N;SG	N;MASC+FEM;SG
tuisblad	huis	tuisblad	huis	N;SG	N;NEUT;SG
tuisblad	startpagina	tuisblad	startpagina	N;SG	N;MASC+FEM;SG
gelyke	peer	gelyk	peer	N;SG	N;MASC+FEM;SG
merk	taggen	merk	taggen	V;PRS	V;NFIN
merk	markeren	merk	markeren	V;PRS	V;NFIN
gevorderde	gevorderden	vorder	vorderen	ADJ;NOM	ADJ
slang	slang	slang	slang	N;SG	N;MASC+FEM;SG
slang	snake	slang	snake	N;SG	N;MASC+FEM;SG
voorspel	voorspellen	voorspel	voorspellen	V;PRS	V;NFIN
geassosieer	geassocieerd	assosieer	associëren	V;PST;V.PTCP	V;V.PTCP
geassosieer	geassocieerde	assosieer	geassocieerd	V;PST;V.PTCP	V;V.PTCP
simptome	symptomen	simptome	symptoom	N;PL	N;PL
hervorming	reformatie	hervorming	reformatie	N;SG	N;MASC+FEM;SG
genre	genre	genr	genre	N;SG	N;NEUT;SG
parke	parken	park	park	N;PL	N;PL
gesinne	families	gesin	familie	N;PL	N;PL
gesinne	gezinnen	gesin	gezin	N;PL	N;PL
rasse	rassen	rasse	ras	N;PL	N;PL
pruisiese	pruisische	pruisies	pruisisch	ADJ;NOM	ADJ
tref	opleggen	tref	opleggen	V;PRS	V;NFIN
tref	geraakt	tref	raken	V;PRS	V;V.PTCP
wal	wal	wal	wal	N;SG	N;MASC+FEM;SG
bedreiging	dreigement	bedreiging	dreigement	N;SG	N;NEUT;SG
bedreiging	bedreiging	bedreiging	bedreiging	N;SG	N;MASC+FEM;SG
bedreiging	dreiging	bedreiging	dreiging	N;SG	N;MASC+FEM;SG
uitleg	indeling	uitleg	indeling	N;SG	N;MASC+FEM;SG
uitleg	opmaak	uitleg	opmaak	N;SG	N;MASC+FEM;SG
uitleg	layout	uitleg	layout	N;SG	N;MASC+FEM;SG
smaak	proeven	smaak	proeven	V;PRS	V;NFIN
smaak	proeft	smaak	proeven	V;PRS	V;SG;PRS;FIN
spore	paden	spor	pad	N;PL	N;PL
aardbewing	aardbeving	aardbewing	aardbeving	N;SG	N;MASC+FEM;SG
woestyn	dessert	woestyn	dessert	N;SG	N;NEUT;SG
woestyn	toetje	woestyn	toetje	N;SG	N;NEUT;SG
woestyn	woestijn	woestyn	woestijn	N;SG	N;MASC+FEM;SG
kolle	puntjes	kol	punt	N;PL	N;PL
kolle	stippen	kol	stippen	N;PL	N;PL
kolle	vlekken	kol	vlek	N;PL	N;PL
kolle	plekken	kol	plekken	N;PL	N;PL
kolle	spots	kol	spots	N;PL	N;PL
kookkuns	keuken	kookkuns	keuken	N;SG	N;MASC+FEM;SG
meisie	meis	meisie	meis	N;SG	N;MASC+FEM;SG
meisie	meisje	meisie	meisje	N;SG	N;NEUT;SG
meisie	meid	meisie	meid	N;SG	N;MASC+FEM;SG
radius	straal	radius	straal	N;SG	N;MASC+FEM;SG
radius	radius	radius	radius	N;SG	N;MASC+FEM;SG
werknemers	medewerkers	werknemer	medewerker	N;PL	N;PL
werknemers	werknemers	werknemer	werknemer	N;PL	N;PL
reageer	reageer	reageer	reageren	V;PRS	V;SG;PRS;FIN
reageer	reageren	reageer	reageren	V;PRS	V;NFIN
reageer	reageer	reageer	reageren	V;PRS	V;SG;PRS;FIN
reageer	reageren	reageer	reageren	V;PRS	V;NFIN
tronk	gevangenis	tronk	gevangenis	N;SG	N;MASC+FEM;SG
tronk	gevangenis	tronk	gevangenis	N;SG	N;MASC+FEM;SG
enjins	motoren	enjins	motor	N;PL	N;PL
evolusie	ontwikkeling	evolusie	ontwikkeling	N;SG	N;MASC+FEM;SG
evolusie	evolutie	evolusie	evolutie	N;SG	N;MASC+FEM;SG
sektor	sector	sektor	sector	N;SG	N;MASC+FEM;SG
addisionele	extra	addisioneel	extra	ADJ;NOM	ADJ
leierskap	leiderschap	leierskap	leiderschap	N;SG	N;NEUT;SG
keulen	cologne	keulen	cologne	N;SG	N;MASC+FEM;SG
alma	alma	alma	alma	N;SG	N;MASC+FEM;SG
afrigter	trainer	afrigter	trainer	N;SG	N;MASC+FEM;SG
afrigter	coach	afrigter	coach	N;SG	N;MASC+FEM;SG
afrigter	koets	afrigter	koets	N;SG	N;MASC+FEM;SG
pond	pond	pond	pond	N;SG	N;NEUT;SG
mites	mythen	mite	mythen	N;PL	N;PL
mites	mythes	mite	mythes	N;PL	N;PL
items	items	item	item	N;PL	N;PL
winkels	winkels	winkels	winkel	N;PL	N;PL
azerbeidjan	azerbeidzjan	azerbeidjan	azerbeidzjan	N;SG	N;NEUT;SG
genetiese	genetische	geneties	genetisch	ADJ;NOM	ADJ
genetiese	genetisch	geneties	genetisch	ADJ;NOM	ADJ
films	films	films	film	N;PL	N;PL
oseane	oceanen	oseane	oceaan	N;PL	N;PL
geëis	geclaimd	eis	claimen	V;PST;V.PTCP	V;V.PTCP
geëis	opgeëist	eis	oplissen	V;PST;V.PTCP	V;V.PTCP
geëis	claimde	eis	claimen	V;PST;V.PTCP	V;SG;PST;FIN
geëis	beweerde	eis	beweren	V;PST;V.PTCP	V;SG;PST;FIN
geëis	geclaimde	eis	claimen	V;PST;V.PTCP	V;V.PTCP
afstammelinge	nakomelingen	afstammeling	nakomeling	N;PL	N;PL
afstammelinge	afstammelingen	afstammeling	afstammeling	N;PL	N;PL
boeing	boeing	boeing	boeing	N;SG	N;MASC+FEM;SG
feite	feiten	feit	feit	N;PL	N;PL
sirkel	kring	sirkel	kring	N;SG	N;MASC+FEM;SG
sirkel	cirkel	sirkel	cirkel	N;SG	N;MASC+FEM;SG
perspektief	perspectief	perspektief	perspectief	N;SG	N;NEUT;SG
kings	koningen	king	koning	N;PL	N;PL
helderheid	helderheid	helderheid	helderheid	N;SG	N;MASC+FEM;SG
toepassings	toepassingen	toepassing	toepassing	N;PL	N;PL
toepassings	applicaties	toepassing	applicatie	N;PL	N;PL
toepassings	toepassingen	toepassing	toepassing	N;PL	N;PL
toepassings	apps	toepassing	apps	N;PL	N;PL
weduwee	weduwnaar	weduwee	weduwnaar	N;SG	N;MASC+FEM;SG
weduwee	weduwe	weduwee	weduwe	N;SG	N;MASC+FEM;SG
weduwee	weduwe	weduwee	weduwe	N;SG	N;MASC+FEM;SG
fiksie	fictie	fiksie	fictie	N;SG	N;MASC+FEM;SG
metale	metalen	metaal	metalen	N;PL	N;PL
klubs	clubs	klubs	club	N;PL	N;PL
domein	domein	domein	domein	N;SG	N;NEUT;SG
newton	newton	newton	newton	N;SG	N;MASC+FEM;SG
blootgestel	belicht	blootstel	belicht	V;PST;V.PTCP	V;V.PTCP
blootgestel	blootgesteld	blootstel	blootstellen	V;PST;V.PTCP	V;V.PTCP
individu	individu	individu	individu	N;SG	N;NEUT;SG
oorsig	overzicht	oorsig	overzicht	N;SG	N;NEUT;SG
oorsig	beoordeling	oorsig	beoordeling	N;SG	N;MASC+FEM;SG
oorsig	recensie	oorsig	recensie	N;SG	N;MASC+FEM;SG
oorsig	herziening	oorsig	herziening	N;SG	N;MASC+FEM;SG
sade	sade	sade	sade	N;SG	N;MASC+FEM;SG
misdaad	misdrijf	misdaad	misdrijf	N;SG	N;NEUT;SG
misdaad	misdaad	misdaad	misdaad	N;SG	N;MASC+FEM;SG
misdaad	criminaliteit	misdaad	criminaliteit	N;SG	N;MASC+FEM;SG
villa	vakantiewoning	villa	vakantiewoning	N;SG	N;MASC+FEM;SG
sneeu	savannah	sneeu	savannah	N;SG	N;MASC+FEM;SG
sneeu	savanne	sneeu	savanne	N;SG	N;MASC+FEM;SG
sneeu	sneeuw	sneeu	sneeuw	N;SG	N;MASC+FEM;SG
stabiele	stabiel	stabiel	stabiel	ADJ;NOM	ADJ
stabiele	stabiele	stabiel	stabiel	ADJ;NOM	ADJ
vertalings	vertalingen	vertaling	vertaling	N;PL	N;PL
oosterse	oosters	oosters	ooster	ADJ;NOM	ADJ
oosterse	oosterse	oosters	oosters	ADJ;NOM	ADJ
optiese	optisch	optiese	optisch	ADJ;NOM	ADJ
optiese	optische	optiese	optisch	ADJ;NOM	ADJ
lokomotief	locomotief	lokomotief	locomotief	N;SG	N;MASC+FEM;SG
ontwerpe	designs	ontwerp	designs	N;PL	N;PL
uitdrukking	uitdrukking	uitdrukking	uitdrukking	N;SG	N;MASC+FEM;SG
uitdrukking	expressie	uitdrukking	expressie	N;SG	N;MASC+FEM;SG
uitwissing	uitsterven	uitwissing	uitsterven	N;SG	N;NEUT;SG
uitwissing	uitroeiing	uitwissing	uitroeiing	N;SG	N;MASC+FEM;SG
sout	zout	sout	zout	N;SG	N;NEUT;SG
dak	dakota	dak	dakota	N;SG	N;MASC+FEM;SG
hernoem	hernoemen	hernoem	hernoemen	V;PRS	V;NFIN
gewildheid	populariteit	gewildheid	populariteit	N;SG	N;MASC+FEM;SG
vaandel	stuurman	vaandel	stuurman	N;SG	N;MASC+FEM;SG
vaandel	cadet	vaandel	cadet	N;SG	N;MASC+FEM;SG
vaandel	vaandrig	vaandel	vaandrig	N;SG	N;MASC+FEM;SG
vaandel	kadet	vaandel	kadet	N;SG	N;MASC+FEM;SG
lot	noodlot	lot	noodlot	N;SG	N;NEUT;SG
lot	lot	lot	lot	N;SG	N;NEUT;SG
vyand	vijand	vyand	vijand	N;SG	N;MASC+FEM;SG
opname	enquete	opname	enqueten	N;SG	N;MASC+FEM;SG
opname	enquête	opname	enquyt	N;SG	N;MASC+FEM;SG
vlaktes	vlakten	vlakte	vlakken	N;PL	N;PL
vlaktes	plains	vlakte	plains	N;PL	N;PL
vlaktes	vlaktes	vlakte	vlakte	N;PL	N;PL
skenk	doneren	skenk	doneren	V;PRS	V;NFIN
skiet	schieten	skiet	schieten	V;PRS	V;NFIN
skiet	schiet	skiet	schieten	V;PRS	V;SG;PRS;FIN
skiet	schieten	skiet	schieten	V;PRS	V;NFIN
noordwestelike	noordwestelijke	noordwestelik	noordwestelijk	ADJ;NOM	ADJ
koor	koor	koor	koor	N;SG	N;NEUT;SG
magtige	machtig	magtig	machtig	ADJ;NOM	ADJ
magtige	machtige	magtig	machtig	ADJ;NOM	ADJ
manne	mannen	man	mannen	N;PL	N;PL
bewegings	moties	beweging	motie	N;PL	N;PL
skandinawiese	scandinavische	skandinawies	scandinavisch	ADJ;NOM	ADJ
geag	beschouwd	geag	beschouwen	V;PRS	V;V.PTCP
geag	overwogen	geag	overwegen	V;PRS	V;V.PTCP
geag	geacht	geag	achten	V;PRS	V;V.PTCP
amptenare	ambtenaren	amptenaar	ambtenaar	N;PL	N;PL
amptenare	functionarissen	amptenaar	functionaris	N;PL	N;PL
musiekgroep	band	musiekgroep	band	N;SG	N;MASC+FEM;SG
persoonlikheid	persoonlijkheid	persoonlikheid	persoonlijkheid	N;SG	N;MASC+FEM;SG
onderhou	handhaven	onderhou	handhaven	V;PRS	V;NFIN
uitgawes	edities	uitgawe	editie	N;PL	N;PL
arktiese	arctische	arkties	arctisch	ADJ;NOM	ADJ
monumente	monumenten	monument	monument	N;PL	N;PL
lading	charge	lading	charge	N;SG	N;MASC+FEM;SG
nek	hals	nek	hals	N;SG	N;MASC+FEM;SG
nek	nek	nek	nek	N;SG	N;MASC+FEM;SG
bemark	promoten	bemark	promoot	V;PRS	V;NFIN
bemark	promoot	bemark	promoot	V;PRS	V;SG;PRS;FIN
bemark	bevorderen	bemark	bevorderen	V;PRS	V;NFIN
staal	staal	staal	staal	N;SG	N;NEUT;SG
verwelkom	verwelkomen	verwelkom	verwelkomen	V;PRS	V;NFIN
stoor	bewaren	stoor	bewaren	V;PRS	V;NFIN
mensdom	mensheid	mensdom	mensheid	N;SG	N;MASC+FEM;SG
atome	atomen	atom	atomen	N;PL	N;PL
omvang	bereik	omvang	bereik	N;SG	N;NEUT;SG
mater	mater	mater	mater	N;SG	N;MASC+FEM;SG
mater	takel	mater	takel	N;SG	N;MASC+FEM;SG
diepte	diepte	diepte	diepte	N;SG	N;MASC+FEM;SG
diepte	diepgang	diepte	diepgang	N;SG	N;MASC+FEM;SG
tegniek	techniek	tegniek	techniek	N;SG	N;MASC+FEM;SG
markte	markten	mark	markt	N;PL	N;PL
geïnspireer	inspirerend	inspireer	inspireren	V;PST;V.PTCP	V;V.PTCP
geïnspireer	geïnspireerd	inspireer	inspireren	V;PST;V.PTCP	V;V.PTCP
geïnspireer	geïnspireerde	inspireer	inspireren	V;PST;V.PTCP	V;V.PTCP
jersey	trui	jersey	trui	N;SG	N;MASC+FEM;SG
jersey	jersey	jersey	jersey	N;SG	N;MASC+FEM;SG
krim	krim	krim	krim	N;SG	N;MASC+FEM;SG
identifiseer	identificeren	identifiseer	identificeren	V;PRS	V;NFIN
armoede	armoede	armoede	armoede	N;SG	N;MASC+FEM;SG
seisoene	seizoenen	seisoen	seizoen	N;PL	N;PL
moorde	moorden	moord	moord	N;PL	N;PL
ridder	ridder	ridder	ridder	N;SG	N;MASC+FEM;SG
uraan	uranium	uraan	uranium	N;SG	N;NEUT;SG
uraan	euro	uraan	euro	N;SG	N;MASC+FEM;SG
naaswenner	runner	naaswenner	runner	N;SG	N;MASC+FEM;SG
naaswenner	renner	naaswenner	renner	N;SG	N;MASC+FEM;SG
naaswenner	loper	naaswenner	loper	N;SG	N;MASC+FEM;SG
inderdaad	inderdaad	inderdaad	inderdaad	ADV	ADV
dubbele	dubbel	dubbel	dubbel	ADJ;NOM	ADJ
dubbele	dubbele	dubbel	dubbel	ADJ;NOM	ADJ
kontrak	contract	kontrak	contract	N;SG	N;NEUT;SG
klassifikasie	indeling	klassifikasie	indeling	N;SG	N;MASC+FEM;SG
klassifikasie	classificatie	klassifikasie	classificatie	N;SG	N;MASC+FEM;SG
beeste	runderen	bees	rund	N;PL	N;PL
opgelewer	terugkeren	oplewer	terugkeren	V;PST;V.PTCP	V;NFIN
verken	ontdekken	verken	ontdekken	V;PRS	V;NFIN
verken	verkennen	verken	verkennen	V;PRS	V;NFIN
invloedryke	invloedrijk	invloedryk	invloedrijk	ADJ;NOM	ADJ
invloedryke	invloedrijke	invloedryk	invloedrijk	ADJ;NOM	ADJ
analise	analyse	analise	analyse	N;SG	N;MASC+FEM;SG
galery	galerie	galery	galerie	N;SG	N;MASC+FEM;SG
galery	galerij	galery	galerij	N;SG	N;MASC+FEM;SG
ondergrondse	ondergronds	ondergronds	ondergrond	ADJ;NOM	ADJ
faktor	factor	faktor	factor	N;SG	N;MASC+FEM;SG
blok	blokkeren	blok	blokkeren	V;PRS	V;NFIN
versier	inrichten	versier	inrichten	V;PRS	V;NFIN
versier	versieren	versier	versieren	V;PRS	V;NFIN
vermoed	verdacht	vermoed	verdenken	V;PRS	V;V.PTCP
vermoed	verdachte	vermoed	verdenken	V;PRS	V;V.PTCP
geselskap	samenleving	geselskap	samenleving	N;SG	N;MASC+FEM;SG
geselskap	genootschap	geselskap	genootschap	N;SG	N;NEUT;SG
geselskap	maatschappij	geselskap	maatschappij	N;SG	N;MASC+FEM;SG
bevry	bevrijd	bevry	bevrijden	V;PRS	V;V.PTCP
gevul	gevuld	vul	vullen	V;PST;V.PTCP	V;V.PTCP
gevul	opgevuld	vul	opvullen	V;PST;V.PTCP	V;V.PTCP
gevul	ingevuld	vul	invullen	V;PST;V.PTCP	V;V.PTCP
termyn	term	termyn	term	N;SG	N;MASC+FEM;SG
wysigings	bewerkingen	wysiging	bewerking	N;PL	N;PL
wysigings	updates	wysiging	update	N;PL	N;PL
gedagtes	gedachten	dagte	gedacht	N;PL	N;PL
gedagtes	gedachtes	dagte	dachtel	N;PL	N;PL
satelliete	satellieten	satelliet	satelliet	N;PL	N;PL
kanale	kanalen	kanaal	kanaal	N;PL	N;PL
kwart	kwart	kwart	kwart	N;SG	N;NEUT;SG
kwart	kwartaal	kwart	kwartaal	N;SG	N;NEUT;SG
kwart	kwartje	kwart	kwartje	N;SG	N;NEUT;SG
voertuig	voertuig	voertuig	voertuig	N;SG	N;NEUT;SG
grondwetlike	constitutionele	grondwetlik	constitutioneel	ADJ;NOM	ADJ
grondwetlike	grondwettelijke	grondwetlik	grondwettelijk	ADJ;NOM	ADJ
grondwetlike	constitutioneel	grondwetlik	constitutioneel	ADJ;NOM	ADJ
grondwetlike	grondwettelijk	grondwetlik	grondwettelijk	ADJ;NOM	ADJ
kontinent	continent	kontinent	continent	N;SG	N;NEUT;SG
spektrum	spectrum	spektrum	spectrum	N;SG	N;NEUT;SG
swerm	kudde	swerm	kudden	N;SG	N;MASC+FEM;SG
alabama	alabama	alabama	alabama	N;SG	N;NEUT;SG
aanleg	flair	aanleg	flair	N;SG	N;MASC+FEM;SG
toelaat	toestaan	toelaat	toestaan	V;PRS	V;NFIN
sigbare	zichtbaar	sigbaar	zichtbaar	ADJ;NOM	ADJ
sigbare	zichtbare	sigbaar	zichtbaar	ADJ;NOM	ADJ
getuienis	getuige	getuienis	getuige	N;SG	N;MASC+FEM;SG
getuienis	bewijs	getuienis	bewijs	N;SG	N;NEUT;SG
getuienis	bewijsmateriaal	getuienis	bewijsmateriaal	N;SG	N;NEUT;SG
landgoed	landgoed	landgoed	landgoed	N;SG	N;NEUT;SG
afstande	afstanden	afstande	afstand	N;PL	N;PL
tema	thema	tema	thema	N;SG	N;NEUT;SG
afkorting	afkorting	afkorting	afkorting	N;SG	N;MASC+FEM;SG
venus	venus	venus	venus	N;SG	N;MASC+FEM;SG
rykdom	rijkdom	rykdom	rijkdom	N;SG	N;MASC+FEM;SG
kontinentale	continental	kontinentaal	continental	N;SG	N;MASC+FEM;SG
presidensiële	presidentiële	presidensieel	presidentiel	ADJ;NOM	ADJ
presidensiële	presidentieel	presidensieel	presidentieel	ADJ;NOM	ADJ
volgelinge	volgers	volgeling	volger	N;PL	N;PL
volgelinge	volgelingen	volgeling	volgeling	N;PL	N;PL
ingenieurswese	engineering	ingenieurswese	engineering	N;SG	N;MASC+FEM;SG
ingenieurswese	machinebouw	ingenieurswese	machinebouw	N;SG	N;MASC+FEM;SG
ingenieurswese	techniek	ingenieurswese	techniek	N;SG	N;MASC+FEM;SG
kitaar	guitar	kitaar	guitar	N;SG	N;MASC+FEM;SG
kitaar	gitaar	kitaar	gitaar	N;SG	N;MASC+FEM;SG
verhoor	beproeving	verhoor	beproeving	N;SG	N;MASC+FEM;SG
verhoor	proces	verhoor	proces	N;SG	N;NEUT;SG
verhoor	rechtzaak	verhoor	rechtzaak	N;SG	N;MASC+FEM;SG
verhoor	rechtszaak	verhoor	rechtszaak	N;SG	N;MASC+FEM;SG
verhoor	proef	verhoor	proef	N;SG	N;MASC+FEM;SG
verhoor	gehoor	verhoor	gehoor	N;SG	N;NEUT;SG
verhoor	hoorzitting	verhoor	hoorzitting	N;SG	N;MASC+FEM;SG
verwydering	verwijdering	verwydering	verwijdering	N;SG	N;MASC+FEM;SG
akteurs	acteurs	akteur	acteur	N;PL	N;PL
akteurs	actoren	akteur	actor	N;PL	N;PL
agentskap	bureau	agentskap	bureau	N;SG	N;NEUT;SG
agentskap	agentschap	agentskap	agentschap	N;SG	N;NEUT;SG
handtekening	handtekening	handtekening	handtekening	N;SG	N;MASC+FEM;SG
handtekening	ondertekening	handtekening	ondertekening	N;SG	N;MASC+FEM;SG
geloods	gelanceerd	geloods	lanceren	V;PST;V.PTCP	V;V.PTCP
ligter	lichter	ligter	licht	ADJ;NOM;CMPR	ADJ;CMPR
ligter	lichtere	ligter	licht	ADJ;NOM;CMPR	ADJ;CMPR
siel	ziel	siel	ziel	N;SG	N;MASC+FEM;SG
siel	soul	siel	soul	N;SG	N;MASC+FEM;SG
teenstander	tegenstander	teenstander	tegenstander	N;SG	N;MASC+FEM;SG
ewenaar	evenaar	ewenaar	evenaar	N;SG	N;MASC+FEM;SG
lidmaatskap	lidmaatschap	lidmaatskap	lidmaatschap	N;SG	N;NEUT;SG
lugredery	luchtvaartmaatschappij	lugredery	luchtvaartmaatschappij	N;SG	N;MASC+FEM;SG
cornelis	cornelis	cornelis	cornelis	N;SG	N;MASC+FEM;SG
gestoor	gered	stoor	redden	V;PST;V.PTCP	V;V.PTCP
gestoor	bewaard	stoor	bewaren	V;PST;V.PTCP	V;V.PTCP
gestoor	opgeslagen	stoor	opslaan	V;PST;V.PTCP	V;V.PTCP
nederlande	nederland	nederland	nederland	N;SG	N;NEUT;SG
kock	kock	kock	kopken	N;SG	N;MASC+FEM;SG
mode	kleding	mode	kleding	N;SG	N;MASC+FEM;SG
mode	mode	mode	mode	N;SG	N;MASC+FEM;SG
platform	perron	platform	perron	N;SG	N;NEUT;SG
platform	platform	platform	platform	N;SG	N;NEUT;SG
torings	torens	toring	torens	N;PL	N;PL
herhaal	reflecteren	herhaal	reflecteren	V;PRS	V;NFIN
herhaal	weerspiegelen	herhaal	weerspiegelen	V;PRS	V;NFIN
herhaal	herhalen	herhaal	herhalen	V;PRS	V;NFIN
herhaal	herhaal	herhaal	herhaal	V;PRS	V;SG;PRS;FIN
brood	brood	brood	brood	N;SG	N;NEUT;SG
