blev	滞在	blive	滞在	V;IND;PST;FIN;ACT	V
race	レース	race	レース	N;INDF;MASC+FEM;SG	N
plante	プラント	plante	プラント	N;INDF;MASC+FEM;SG	N
plante	植物	plante	植物	N;INDF;MASC+FEM;SG	N
heavy	ヘビー	heavy	ヘビー	N;INDF;NEUT;SG	N
selskaber	会社	selskab	会社	N;INDF;NEUT;PL	N
talent	タレント	talent	タレント	N;INDF;NEUT;SG	N
talent	才能	talent	才能	N;INDF;NEUT;SG	N
tronen	玉座	trone	玉座	N;DEF;MASC+FEM;SG	N
forsvare	擁護	forsvare	擁護	V;NFIN;ACT	V
princippet	原理	princip	原理	N;DEF;NEUT;SG	N
mord	殺人	mord	殺人	N;INDF;NEUT;SG	N
godkendt	認可	godkende	認可	V;INDF;SG;PST;V.PTCP	V
forhandlinger	ネゴシエーション	forhandling	ネゴシエーション	N;INDF;MASC+FEM;PL	N
ejes	所有	eje	所有	V;IND;PRS;FIN;PASS	V
kommunikation	通信	kommunikation	通信	N;INDF;MASC+FEM;SG	N
kommunikation	コミュニケーション	kommunikation	コミュニケーション	N;INDF;MASC+FEM;SG	N
kommunikation	通信	kommunikation	通信	N;INDF;MASC+FEM;SG	N
kommunikation	コミュニケーション	kommunikation	コミュニケーション	N;INDF;MASC+FEM;SG	N
tilhængere	フォロワー	tilhænger	フォロワー	N;INDF;MASC+FEM;PL	N
tilhængere	サポーター	tilhænger	サポーター	N;INDF;MASC+FEM;PL	N
smukke	美しい	smukke	美しい	ADJ;PL	ADJ
smukke	可愛い	smukke	可愛い	ADJ;PL	ADJ
smukke	豪華	smukke	豪華	ADJ;PL	ADJ
smukke	ゴージャス	smukke	ゴージャス	ADJ;PL	ADJ
tema	テーマ	tema	テーマ	N;INDF;NEUT;SG	N
fase	フェーズ	fase	フェーズ	N;INDF;MASC+FEM;SG	N
fase	位相	fase	位相	N;INDF;MASC+FEM;SG	N
fase	舞台	fase	舞台	N;INDF;MASC+FEM;SG	N
fase	ステージ	fase	ステージ	N;INDF;MASC+FEM;SG	N
rytter	馬術	rytte	馬術	N;INDF;MASC+FEM;SG	N
normal	普通	normal	普通	ADJ;INDF;MASC+FEM;SG	ADJ
journal	ジャーナル	journal	ジャーナル	N;INDF;MASC+FEM;SG	N
journal	日記	journal	日記	N;INDF;MASC+FEM;SG	N
bevægelser	動き	bevægelse	動き	N;INDF;MASC+FEM;PL	N
bevægelser	ムーブメント	bevægelse	ムーブメント	N;INDF;MASC+FEM;PL	N
bevægelser	楽章	bevægelse	楽章	N;INDF;MASC+FEM;PL	N
købmand	商人	købmand	商人	N;INDF;MASC+FEM;SG	N
spilleren	プレイヤー	spiller	プレイヤー	N;DEF;MASC+FEM;SG	N
spilleren	プレーヤー	spiller	プレーヤー	N;DEF;MASC+FEM;SG	N
flåden	海軍	flåd	海軍	N;DEF;MASC+FEM;SG	N
flåden	ネイビー	flåd	ネイビー	N;DEF;MASC+FEM;SG	N
flåden	艦隊	flåd	艦隊	N;DEF;MASC+FEM;SG	N
artilleri	大砲	artilleri	大砲	N;INDF;NEUT;SG	N
genstande	記事	genstand	記事	N;INDF;MASC+FEM;PL	N
genstande	冠詞	genstand	冠詞	N;INDF;MASC+FEM;PL	N
genstande	オブジェクト	genstand	オブジェクト	N;INDF;MASC+FEM;PL	N
genstande	アイテム	genstand	アイテム	N;INDF;MASC+FEM;PL	N
genstande	品物	genstand	品物	N;INDF;MASC+FEM;PL	N
erstatning	報酬	erstatning	報酬	N;INDF;MASC+FEM;SG	N
erstatning	置換	erstatning	置換	N;INDF;MASC+FEM;SG	N
erstatning	ダメージ	erstatning	ダメージ	N;INDF;MASC+FEM;SG	N
erstatning	損害賠償	erstatning	損害賠償	N;INDF;MASC+FEM;SG	N
erstatning	置換	erstatning	置換	N;INDF;MASC+FEM;SG	N
sygdomme	疾患	sygdom	疾患	N;INDF;MASC+FEM;PL	N
sygdomme	病気	sygdom	病気	N;INDF;MASC+FEM;PL	N
sygdomme	疾病	sygdom	疾病	N;INDF;MASC+FEM;PL	N
registreret	検知	registrere	検知	V;INDF;SG;PST;V.PTCP	V
modstander	相手	modstander	相手	N;INDF;MASC+FEM;SG	N
modstander	相手	modstander	相手	N;INDF;MASC+FEM;SG	N
absolut	絶対	absolut	絶対	ADV	ADV
hot	ホット	hot	ホット	N;INDF;NEUT;SG	N
blod	血液	blod	血液	N;INDF;NEUT;SG	N
bogstav	手紙	bogstav	手紙	N;INDF;NEUT;SG	N
bogstav	レター	bogstav	レター	N;INDF;NEUT;SG	N
akademi	アカデミー	akademi	アカデミー	N;INDF;NEUT;SG	N
academy	アカデミー	academy	アカデミー	N;INDF;MASC+FEM;SG	N
marine	海軍	marine	海軍	N;INDF;MASC+FEM;SG	N
marine	ネイビー	marine	ネイビー	N;INDF;MASC+FEM;SG	N
marine	マリン	marine	マリン	N;INDF;MASC+FEM;SG	N
bund	ボトム	bund	ボトム	N;INDF;MASC+FEM;SG	N
detaljer	詳細	detalje	詳細	N;INDF;MASC+FEM;PL	N
detaljer	ディテール	detalje	ディテール	N;INDF;MASC+FEM;PL	N
forgænger	前身	forgænger	前身	N;INDF;MASC+FEM;SG	N
tegner	描画	tegne	描画	V;IND;PRS;FIN;ACT	V
rester	残り	rest	残り	N;INDF;MASC+FEM;PL	N
dannelse	フォーメーション	dannelse	フォーメーション	N;INDF;MASC+FEM;SG	N
redde	保存	redde	保存	V;NFIN;ACT	V
redde	救助	redde	救助	V;NFIN;ACT	V
nævner	言及	nævne	言及	V;IND;PRS;FIN;ACT	V
nævner	言及	nævne	言及	V;IND;PRS;FIN;ACT	V
landskab	田舎	landskab	田舎	N;INDF;NEUT;SG	N
landskab	横長	landskab	横長	N;INDF;NEUT;SG	N
landskab	風景	landskab	風景	N;INDF;NEUT;SG	N
landskab	横向き	landskab	横向き	N;INDF;NEUT;SG	N
flygte	脱出	flygte	脱出	V;NFIN;ACT	V
kant	エッジ	kant	エッジ	N;INDF;MASC+FEM;SG	N
kant	ボーダー	kant	ボーダー	N;INDF;MASC+FEM;SG	N
kant	国境	kant	国境	N;INDF;MASC+FEM;SG	N
hvidt	白い	hvid	白い	ADJ;INDF;NEUT;SG	ADJ
tøj	服装	tøj	服装	N;INDF;NEUT;SG	N
tøj	衣装	tøj	衣装	N;INDF;NEUT;SG	N
tøj	被服	tøj	被服	N;INDF;NEUT;SG	N
tøj	被服	tøj	被服	N;INDF;NEUT;SG	N
tøj	洋服	tøj	洋服	N;INDF;NEUT;SG	N
motorer	エンジン	motor	エンジン	N;INDF;MASC+FEM;PL	N
årsagen	原因	årsag	原因	N;DEF;MASC+FEM;SG	N
offentligheden	公衆	offentlighed	公衆	N;DEF;MASC+FEM;SG	N
offentligheden	パブリック	offentlighed	パブリック	N;DEF;MASC+FEM;SG	N
baby	ベイビー	baby	ベイビー	N;INDF;MASC+FEM;SG	N
baby	赤ちゃん	baby	赤ちゃん	N;INDF;MASC+FEM;SG	N
district	地区	district	地区	N;INDF;NEUT;SG	N
nation	国民	nation	国民	N;INDF;MASC+FEM;SG	N
popularitet	人気	popularitet	人気	N;INDF;MASC+FEM;SG	N
plader	シート	plade	シート	N;INDF;MASC+FEM;PL	N
plader	レコード	plade	レコード	N;INDF;MASC+FEM;PL	N
plader	シート	plade	シート	N;INDF;MASC+FEM;PL	N
plader	シーツ	plade	シーツ	N;INDF;MASC+FEM;PL	N
plader	プレート	plade	プレート	N;INDF;MASC+FEM;PL	N
hilsen	あいさつ	hilse	あいさつ	N;INDF;MASC+FEM;SG	N
hilsen	あいさつ	hilse	あいさつ	N;INDF;MASC+FEM;SG	N
gas	気体	gas	気体	N;INDF;MASC+FEM;SG	N
gas	ガス	gas	ガス	N;INDF;MASC+FEM;SG	N
temperatur	気温	temperatur	気温	N;INDF;MASC+FEM;SG	N
temperatur	温度	temperatur	温度	N;INDF;MASC+FEM;SG	N
besættelse	執念	besættelse	執念	N;INDF;MASC+FEM;SG	N
besættelse	職業	besættelse	職業	N;INDF;MASC+FEM;SG	N
bære	運ぶ	bære	運ぶ	V;NFIN;ACT	V
bære	持ち込み	bære	持ち込み	V;NFIN;ACT	V
bære	着る	bære	着る	V;NFIN;ACT	V
ide	アイデア	ide	アイデア	N;INDF;MASC+FEM;SG	N
ide	観念	ide	観念	N;INDF;MASC+FEM;SG	N
ide	アイディア	ide	アイディア	N;INDF;MASC+FEM;SG	N
site	サイト	site	サイト	N;INDF;NEUT;SG	N
site	敷地	site	敷地	N;INDF;NEUT;SG	N
global	グローバル	global	グローバル	ADJ;INDF;MASC+FEM;SG	ADJ
varianter	バリエーション	variant	バリエーション	N;INDF;MASC+FEM;PL	N
varianter	変奏曲	variant	変奏曲	N;INDF;MASC+FEM;PL	N
violin	ヴァイオリン	violin	ヴァイオリン	N;INDF;MASC+FEM;SG	N
violin	バイオリン	violin	バイオリン	N;INDF;MASC+FEM;SG	N
arsenal	工廠	arsenal	工廠	N;DEF;MASC+FEM;SG	N
hovedrollen	主演	hovedrol	主演	N;DEF;MASC+FEM;SG	N
kejseren	皇帝	kejser	皇帝	N;DEF;MASC+FEM;SG	N
kejseren	天皇	kejser	天皇	N;DEF;MASC+FEM;SG	N
andel	比率	andel	比率	N;INDF;MASC+FEM;SG	N
andel	割合	andel	割合	N;INDF;MASC+FEM;SG	N
andel	シェア	andel	シェア	N;INDF;MASC+FEM;SG	N
horn	クラクション	horn	クラクション	N;INDF;MASC+FEM;SG	N
horn	ホーン	horn	ホーン	N;INDF;MASC+FEM;SG	N
motoren	エンジン	motor	エンジン	N;DEF;MASC+FEM;SG	N
trommeslager	ドラマー	trommeslag	ドラマー	N;INDF;MASC+FEM;PL	N
kommentarer	コメント	kommentar	コメント	N;INDF;MASC+FEM;PL	N
vindere	勝者	vinder	勝者	N;INDF;MASC+FEM;PL	N
vindere	チャンピオン	vinder	チャンピオン	N;INDF;MASC+FEM;PL	N
pres	プッシュ	pres	プッシュ	N;INDF;NEUT;SG	N
pres	気圧	pres	気圧	N;INDF;NEUT;SG	N
pres	圧力	pres	圧力	N;INDF;NEUT;SG	N
pres	圧力	pres	圧力	N;INDF;NEUT;SG	N
opdager	発見	opdage	発見	V;IND;PRS;FIN;ACT	V
ruten	経路	ruten	経路	N;DEF;MASC+FEM;SG	N
akademiet	アカデミー	akademium	アカデミー	N;DEF;NEUT;SG	N
bjergene	山地	bjerg	山地	N;DEF;NEUT;PL	N
bjergene	山脈	bjerg	山脈	N;DEF;NEUT;PL	N
erobre	征服	erobre	征服	V;NFIN;ACT	V
boliger	住居	bolig	住居	N;INDF;MASC+FEM;PL	N
boliger	住宅	bolig	住宅	N;INDF;MASC+FEM;PL	N
tegning	図面	tegning	図面	N;INDF;MASC+FEM;SG	N
tegning	ドローイング	tegning	ドローイング	N;INDF;MASC+FEM;SG	N
aviser	新聞紙	avis	新聞紙	N;INDF;MASC+FEM;PL	N
aviser	新聞	avis	新聞	N;INDF;MASC+FEM;PL	N
lån	ローン	lån	ローン	N;INDF;NEUT;PL	N
lån	ローン	lån	ローン	N;INDF;NEUT;PL	N
symfoni	交響曲	symfoni	交響曲	N;INDF;MASC+FEM;SG	N
symfoni	シンフォニー	symfoni	シンフォニー	N;INDF;MASC+FEM;SG	N
reklame	広告	reklame	広告	N;INDF;MASC+FEM;SG	N
reklame	広告	reklame	広告	N;INDF;MASC+FEM;SG	N
teorien	セオリー	teori	セオリー	N;DEF;MASC+FEM;SG	N
teorien	理論	teori	理論	N;DEF;MASC+FEM;SG	N
fællesskab	コミュニティ	fællesskab	コミュニティ	N;INDF;NEUT;SG	N
mærke	感じる	mærke	感じる	V;NFIN;ACT	V
krone	クラウン	krone	クラウン	N;INDF;MASC+FEM;SG	N
krone	ヘッド	krone	ヘッド	N;INDF;MASC+FEM;SG	N
trin	ステップ	trin	ステップ	N;INDF;NEUT;SG	N
trin	歩数	trin	歩数	N;INDF;NEUT;SG	N
trin	手順	trin	手順	N;INDF;NEUT;SG	N
trin	ステップ	trin	ステップ	N;INDF;NEUT;SG	N
kredsløb	軌道	kredsløb	軌道	N;INDF;NEUT;SG	N
kredsløb	サーキット	kredsløb	サーキット	N;INDF;NEUT;SG	N
kredsløb	回路	kredsløb	回路	N;INDF;NEUT;SG	N
agent	エージェント	agent	エージェント	N;INDF;MASC+FEM;SG	N
agent	代理人	agent	代理人	N;INDF;MASC+FEM;SG	N
fortællinger	記事	fortælling	記事	N;INDF;MASC+FEM;PL	N
fortællinger	ストーリー	fortælling	ストーリー	N;INDF;MASC+FEM;PL	N
bolig	住居	bolig	住居	N;INDF;MASC+FEM;SG	N
bolig	住居	bolig	住居	N;INDF;MASC+FEM;SG	N
bolig	居所	bolig	居所	N;INDF;MASC+FEM;SG	N
bolig	住居	bolig	住居	N;INDF;MASC+FEM;SG	N
bolig	住宅	bolig	住宅	N;INDF;MASC+FEM;SG	N
bolig	宿泊	bolig	宿泊	N;INDF;MASC+FEM;SG	N
interessant	おもしろい	interessant	おもしろい	ADJ;INDF;SG	ADJ
interessant	面白い	interessant	面白い	ADJ;INDF;SG	ADJ
politikere	政治家	politiker	政治家	N;INDF;MASC+FEM;PL	N
genstand	オブジェクト	genstand	オブジェクト	N;INDF;MASC+FEM;SG	N
institution	制度	institution	制度	N;INDF;MASC+FEM;SG	N
institution	施設	institution	施設	N;INDF;MASC+FEM;SG	N
institution	機関	institution	機関	N;INDF;MASC+FEM;SG	N
køn	性別	køn	性別	N;INDF;MASC+FEM;SG	N
køn	ジェンダー	køn	ジェンダー	N;INDF;MASC+FEM;SG	N
køn	性別	køn	性別	N;INDF;MASC+FEM;SG	N
køn	セックス	køn	セックス	N;INDF;MASC+FEM;SG	N
euro	ユーロ	euro	ユーロ	N;INDF;MASC+FEM;SG	N
floder	河川	flode	河川	N;INDF;MASC+FEM;PL	N
bønder	農民	bonde	農民	N;INDF;MASC+FEM;PL	N
web	ウェブ	web	ウェブ	N;INDF;MASC+FEM;SG	N
modtage	受け取る	modtage	受け取る	V;NFIN;ACT	V
modtage	受信	modtage	受信	V;NFIN;ACT	V
lejligheder	アパート	lejlighed	アパート	N;INDF;MASC+FEM;PL	N
overgang	変遷	overgang	変遷	N;INDF;MASC+FEM;SG	N
tillader	許可	tillade	許可	V;IND;PRS;FIN;ACT	V
operationer	演算	operation	演算	N;INDF;MASC+FEM;PL	N
operationer	オペレーション	operation	オペレーション	N;INDF;MASC+FEM;PL	N
passerer	合格	passere	合格	V;IND;PRS;FIN;ACT	V
rene	純粋	ren	純粋	ADJ;PL	ADJ
rene	きれい	ren	きれい	ADJ;PL	ADJ
alvorlige	深刻	alvorlig	深刻	ADJ;PL	ADJ
kombination	コンビネーション	kombination	コンビネーション	N;INDF;MASC+FEM;SG	N
action	アクション	action	アクション	N;INDF;MASC+FEM;SG	N
baner	車線	bane	車線	N;INDF;MASC+FEM;PL	N
skridt	ステップ	skridt	ステップ	N;INDF;NEUT;SG	N
skridt	歩数	skridt	歩数	N;INDF;NEUT;SG	N
skridt	手順	skridt	手順	N;INDF;NEUT;SG	N
skridt	ステップ	skridt	ステップ	N;INDF;NEUT;SG	N
ble	おむつ	ble	おむつ	N;INDF;MASC+FEM;SG	N
ble	オムツ	ble	オムツ	N;INDF;MASC+FEM;SG	N
hammer	ハンマー	hammer	ハンマー	N;INDF;MASC+FEM;SG	N
teorier	理論	teori	理論	N;INDF;MASC+FEM;PL	N
målt	測定	måle	測定	V;INDF;SG;PST;V.PTCP	V
plade	アルバム	plade	アルバム	N;INDF;MASC+FEM;SG	N
plade	レコード	plade	レコード	N;INDF;MASC+FEM;SG	N
plade	プレート	plade	プレート	N;INDF;MASC+FEM;SG	N
skuespillere	俳優	skuespiller	俳優	N;INDF;MASC+FEM;PL	N
følelser	感情	følelse	感情	N;INDF;MASC+FEM;PL	N
følelser	感情	følelse	感情	N;INDF;MASC+FEM;PL	N
følelser	気持ち	følelse	気持ち	N;INDF;MASC+FEM;PL	N
følelser	感情	følelse	感情	N;INDF;MASC+FEM;PL	N
frue	愛人	frue	愛人	N;INDF;MASC+FEM;SG	N
frue	レディ	frue	レディ	N;INDF;MASC+FEM;SG	N
kronen	クラウン	kron	クラウン	N;DEF;MASC+FEM;SG	N
episoder	エピソード	episode	エピソード	N;INDF;MASC+FEM;PL	N
fødselsdag	生年月	fødselsdag	生年月	N;INDF;MASC+FEM;SG	N
fødselsdag	バースデー	fødselsdag	バースデー	N;INDF;MASC+FEM;SG	N
fattige	かわい	fattig	かわい	ADJ;PL	ADJ
master	マスター	mast	マスター	N;INDF;MASC+FEM;PL	N
bataljon	大隊	bataljon	大隊	N;INDF;MASC+FEM;SG	N
besatte	占領	besætte	占領	V;PST;FIN;ACT	V
besatte	執着	besætte	執着	V;PST;FIN;ACT	V
adfærd	挙動	adfærd	挙動	N;INDF;MASC+FEM;SG	N
adfærd	挙動	adfærd	挙動	N;INDF;MASC+FEM;SG	N
brugeren	ユーザー	bruger	ユーザー	N;DEF;MASC+FEM;SG	N
brugeren	ユーザ	bruger	ユーザ	N;DEF;MASC+FEM;SG	N
pensioneret	退職	pensionere	退職	V;INDF;SG;PST;V.PTCP	V
pensioneret	引退	pensionere	引退	V;INDF;SG;PST;V.PTCP	V
tone	トーン	tone	トーン	N;INDF;MASC+FEM;SG	N
arresteret	逮捕	arrestere	逮捕	V;INDF;SG;PST;V.PTCP	V
demokrati	民主主義	demokrati	民主主義	N;INDF;NEUT;SG	N
zone	ゾーン	zone	ゾーン	N;INDF;MASC+FEM;SG	N
nemt	易しい	nemt	易しい	ADJ;INDF;NEUT;SG	ADJ
nemt	やさしい	nemt	やさしい	ADJ;INDF;NEUT;SG	ADJ
nemt	簡単	nemt	簡単	ADJ;INDF;NEUT;SG	ADJ
angivet	指定	angive	指定	V;INDF;SG;PST;V.PTCP	V
stamme	部族	stamme	部族	N;INDF;MASC+FEM;SG	N
indbyggerne	住民	indbygger	住民	N;DEF;MASC+FEM;PL	N
restaurant	レストラン	restaurant	レストラン	N;INDF;MASC+FEM;SG	N
restaurant	飲食店	restaurant	飲食店	N;INDF;MASC+FEM;SG	N
onkel	叔父	onkel	叔父	N;INDF;MASC+FEM;SG	N
onkel	伯父	onkel	伯父	N;INDF;MASC+FEM;SG	N
onkel	おじさん	onkel	おじさん	N;INDF;MASC+FEM;SG	N
onkel	おじ	onkel	おじる	N;INDF;MASC+FEM;SG	N
hjerte	心臓	hjerte	心臓	N;INDF;NEUT;SG	N
hjerte	ハート	hjerte	ハート	N;INDF;NEUT;SG	N
afsluttede	終了	afslutte	終了	V;IND;PST;FIN;ACT	V
atlet	アスリート	at	アスリート	N;INDF;MASC+FEM;SG	N
anmeldelser	レビュー	anmeldelse	レビュー	N;INDF;MASC+FEM;PL	N
anmeldelser	お	anmeldelse	お	N;INDF;MASC+FEM;PL	N
takt	ストローク	takt	ストローク	N;INDF;MASC+FEM;SG	N
budget	予算	budget	予算	N;INDF;NEUT;SG	N
dokumenter	ドキュメント	dokument	ドキュメント	N;INDF;NEUT;PL	N
dokumenter	書類	dokument	書類	N;INDF;NEUT;PL	N
dokumenter	文書	dokument	文書	N;INDF;NEUT;PL	N
hul	ホール	hul	ホール	N;INDF;NEUT;SG	N
hul	中空	hul	中空	N;INDF;NEUT;SG	N
info	情報	info	情報	N;INDF;NEUT;SG	N
løn	給料	løn	給料	N;INDF;MASC+FEM;SG	N
løn	俸給	løn	俸給	N;INDF;MASC+FEM;SG	N
løn	給与	løn	給与	N;INDF;MASC+FEM;SG	N
løn	賃金	løn	賃金	N;INDF;MASC+FEM;SG	N
gammelt	古い	gammel	古い	ADJ;INDF;NEUT;SG	ADJ
territorium	縄張り	territorium	縄張り	N;INDF;NEUT;SG	N
ledelsen	マネジメント	ledelse	マネジメント	N;DEF;MASC+FEM;SG	N
ledelsen	マネージメント	ledelse	マネージメント	N;DEF;MASC+FEM;SG	N
kendskab	知識	kendskab	知識	N;INDF;NEUT;SG	N
skifter	切り替え	skifte	切り替える	V;IND;PRS;FIN;ACT	V
falde	落ちる	falde	落ちる	V;NFIN;ACT	V
falde	落下	falde	落下	V;NFIN;ACT	V
dirigent	車	dirigent	車	N;INDF;MASC+FEM;SG	N
positive	ポジティブ	positiv	ポジティブ	ADJ;PL	ADJ
positiv	ポジティブ	positiv	ポジティブ	ADJ;INDF;MASC+FEM;SG	ADJ
reglen	ルール	regel	ルール	N;DEF;MASC+FEM;SG	N
studie	スタジオ	studie	スタジオ	N;INDF;NEUT;SG	N
identitet	アイデンティティー	identitet	アイデンティティー	N;INDF;MASC+FEM;SG	N
identitet	アイデンティティ	identitet	アイデンティティ	N;INDF;MASC+FEM;SG	N
gren	支店	gren	支店	N;INDF;MASC+FEM;SG	N
gren	支社	gren	支社	N;INDF;MASC+FEM;SG	N
gren	ブランチ	gren	ブランチ	N;INDF;MASC+FEM;SG	N
gren	支部	gren	支部	N;INDF;MASC+FEM;SG	N
teams	チーム	teams	チーム	N;INDF;NEUT;PL	N
krige	戦争	krig	戦争	N;INDF;MASC+FEM;PL	N
krige	戦争	krig	戦争	N;INDF;MASC+FEM;PL	N
japanerne	日本人	japaner	日本人	N;DEF;MASC+FEM;PL	N
japanerne	ジャパニーズ	japaner	ジャパニーズ	N;DEF;MASC+FEM;PL	N
japanerne	日本語	japaner	日本語	N;DEF;MASC+FEM;PL	N
hærens	軍隊	hær	軍隊	N;GEN;DEF;MASC+FEM;SG	N
hærens	陸軍	hær	陸軍	N;GEN;DEF;MASC+FEM;SG	N
skuespilleren	俳優	skuespiller	俳優	N;DEF;MASC+FEM;SG	N
hund	イヌ	hund	イヌ	N;INDF;MASC+FEM;SG	N
vidner	証人	vidne	証人	N;INDF;NEUT;PL	N
vidner	証人	vidne	証人	N;INDF;NEUT;PL	N
kritiseret	批評	kritisere	批評	V;INDF;SG;PST;V.PTCP	V
kritiseret	批判	kritisere	批判	V;INDF;SG;PST;V.PTCP	V
tit	しばしば	tit	しばしば	ADV	ADV
dollars	ドル	dollar	ドル	N;INDF;MASC+FEM;SG	N
søndag	日曜日	søndag	日曜日	N;INDF;MASC+FEM;SG	N
levetid	長寿	levetid	長寿	N;INDF;MASC+FEM;SG	N
levetid	生涯	levetid	生涯	N;INDF;MASC+FEM;SG	N
levetid	通算	levetid	通算	N;INDF;MASC+FEM;SG	N
dalen	バレー	dal	バレー	N;DEF;MASC+FEM;SG	N
erfaring	エクスペリエンス	erfaring	エクスペリエンス	N;INDF;MASC+FEM;SG	N
øge	増加	øge	増加	V;NFIN;ACT	V
øge	増額	øge	増額	V;NFIN;ACT	V
øge	増やす	øge	増やす	V;NFIN;ACT	V
afviste	辞退	afvise	辞退	V;IND;PST;FIN;ACT	V
afviste	却下	afvise	却下	V;IND;PST;FIN;ACT	V
afviste	拒否	afvise	拒否	V;IND;PST;FIN;ACT	V
frø	種子	frø	種子	N;INDF;NEUT;PL	N
frø	シード	frø	シード	N;INDF;NEUT;PL	N
frø	種子	frø	種子	N;INDF;NEUT;PL	N
frø	シード	frø	シード	N;INDF;NEUT;PL	N
frø	カエル	frø	カエル	N;INDF;NEUT;PL	N
kapel	チャペル	kapel	チャペル	N;INDF;NEUT;SG	N
singler	シングルス	singel	シングルス	N;INDF;MASC+FEM;PL	N
superligaen	専攻	superliga	専攻	N;DEF;MASC+FEM;SG	N
forskelle	差分	forskel	差分	N;INDF;MASC+FEM;PL	N
adresse	アドレス	adresse	アドレス	N;INDF;MASC+FEM;SG	N
adresse	住所	adresse	住所	N;INDF;MASC+FEM;SG	N
naturlig	自然	naturlig	自然	ADJ;INDF;MASC+FEM;SG	ADJ
bryde	休憩	bryde	休憩	V;NFIN;ACT	V
bryde	区切り	bryde	区切り	V;NFIN;ACT	V
bundet	束縛	binde	束縛	V;INDF;SG;PST;V.PTCP	V
bundet	バウンド	binde	バウンド	V;INDF;SG;PST;V.PTCP	V
teologi	神学	teologi	神学	N;INDF;MASC+FEM;SG	N
lektor	講師	lektor	講師	N;INDF;MASC+FEM;SG	N
ross	ロス	ross	ロス	N;INDF;MASC+FEM;SG	N
overfladen	表面	overflad	表面	N;DEF;MASC+FEM;SG	N
overfladen	曲面	overflad	曲面	N;DEF;MASC+FEM;SG	N
fonden	ファンド	fond	ファンド	N;DEF;MASC+FEM;SG	N
konflikten	紛争	konflikt	紛争	N;DEF;MASC+FEM;SG	N
konflikten	コンフリクト	konflikt	コンフリクト	N;DEF;MASC+FEM;SG	N
haven	庭園	have	庭園	N;DEF;MASC+FEM;SG	N
foundation	財団	foundation	財団	N;INDF;MASC+FEM;SG	N
foundation	ファンデーション	foundation	ファンデーション	N;INDF;MASC+FEM;SG	N
foundation	ファウンデーション	foundation	ファウンデーション	N;INDF;MASC+FEM;SG	N
opfundet	発明	opfinde	発明	V;INDF;SG;PST;V.PTCP	V
plus	プラス	plus	プラス	N;INDF;MASC+FEM;SG	N
personlighed	個性	personlighed	個性	N;INDF;MASC+FEM;SG	N
personlighed	人柄	personlighed	人柄	N;INDF;MASC+FEM;SG	N
personlighed	性格	personlighed	性格	N;INDF;MASC+FEM;SG	N
personlighed	人格	personlighed	人格	N;INDF;MASC+FEM;SG	N
personlighed	パーソナリティ	personlighed	パーソナリティ	N;INDF;MASC+FEM;SG	N
arkiv	書庫	arkiv	書庫	N;INDF;NEUT;SG	N
arkiv	アーカイブ	arkiv	アーカイブ	N;INDF;NEUT;SG	N
arkiv	アーカイブ	arkiv	アーカイブ	N;INDF;NEUT;SG	N
fødsel	分娩	fødsel	分娩	N;INDF;MASC+FEM;SG	N
jurist	弁護士	jurist	弁護士	N;INDF;MASC+FEM;SG	N
sol	太陽	sol	太陽	N;INDF;MASC+FEM;SG	N
tilføje	追加	tilføje	追加	V;NFIN;ACT	V
tilføje	加算	tilføje	加算	V;NFIN;ACT	V
jernbaner	鉄道	jernbane	鉄道	N;INDF;MASC+FEM;PL	N
jernbaner	鉄道	jernbane	鉄道	N;INDF;MASC+FEM;PL	N
overensstemmelse	コンプライアンス	overensstemmelse	コンプライアンス	N;INDF;MASC+FEM;SG	N
overensstemmelse	一貫	overensstemmelse	一貫	N;INDF;MASC+FEM;SG	N
endeligt	ついに	endelig	ついに	ADV	ADV
endeligt	やっと	endelig	やっと	ADV	ADV
endeligt	遂に	endelig	遂にる	ADV	ADV
pianist	ピアニスト	pianist	ピアニスト	N;INDF;MASC+FEM;SG	N
planet	惑星	plan	惑星	N;DEF;NEUT;SG	N
patienter	患者	patient	患者	N;INDF;MASC+FEM;PL	N
simple	シンプル	simpel	シンプル	ADJ;PL	ADJ
simple	簡単	simpel	簡単	ADJ;PL	ADJ
simple	単純	simpel	単純	ADJ;PL	ADJ
embede	事務局	embed	事務局	N;INDF;NEUT;SG	N
embede	事務所	embed	事務所	N;INDF;NEUT;SG	N
embede	オフィス	embed	オフィス	N;INDF;NEUT;SG	N
scener	シーン	scene	シーン	N;INDF;MASC+FEM;PL	N
scener	場面	scene	場面	N;INDF;MASC+FEM;PL	N
unionen	ユニオン	union	ユニオン	N;DEF;MASC+FEM;SG	N
alvorlig	深刻	alvorlig	深刻	ADJ;INDF;MASC+FEM;SG	ADJ
rod	ロッド	rod	ロッド	N;INDF;MASC+FEM;SG	N
soldat	兵士	soldat	兵士	N;INDF;MASC+FEM;SG	N
soldat	兵隊	soldat	兵隊	N;INDF;MASC+FEM;SG	N
kapacitet	定員	kapacitet	定員	N;INDF;MASC+FEM;SG	N
kapacitet	容量	kapacitet	容量	N;INDF;MASC+FEM;SG	N
gæster	ビジター	gæst	ビジター	N;INDF;MASC+FEM;PL	N
korn	穀物	korn	穀物	N;INDF;NEUT;SG	N
korn	シリアル	korn	シリアル	N;INDF;NEUT;SG	N
korn	シリアル	korn	シリアル	N;INDF;NEUT;SG	N
