del	de	del	de	ADP;MASC;SG	ADP
aumentar	aumenta	aumentar	aumentar	V;NFIN	V
aumentar	aumentar	aumentar	aumentar	V;NFIN	V
aumentar	aumentar	aumentar	aumentar	V;NFIN	V
adicionales	adicional	adicional	adicional	ADJ;PL	ADJ
prisioneros	preso	prisionero	preso	N;MASC;PL	N
prisioneros	prisioneira	prisionero	prisioneira	N;MASC;PL	N
prisioneros	prisioneiro	prisionero	prisioneiro	N;MASC;PL	N
prisioneros	prisioneiros	prisionero	prisioneiro	N;MASC;PL	N
prisioneros	presos	prisionero	preso	N;MASC;PL	N
prisioneros	prisioneiros	prisionero	prisioneiro	N;MASC;PL	N
actitud	actitude	actitud	actitude	N;FEM;SG	N
actitud	atrancos	actitud	atranco	N;FEM;SG	N
borde	fronteira	borde	fronteira	N;MASC;SG	N
war	guerra	war	guerra	N;SG	N
moda	moda	moda	modo	N;FEM;SG	N
otoño	caída	otoño	caída	N;MASC;SG	N
otoño	outono	otoño	outono	N;MASC;SG	N
tienda	tenda	tienda	tenda	N;FEM;SG	N
tienda	delegados	tienda	delegado	N;FEM;SG	N
tienda	tenda	tienda	tenda	N;FEM;SG	N
tienda	almacéns	tienda	almacén	N;FEM;SG	N
tienda	almacén	tienda	almacén	N;FEM;SG	N
tienda	tenda	tienda	tenda	N;FEM;SG	N
tienda	carpa	tienda	carpa	N;FEM;SG	N
temperaturas	temperatura	temperatura	temperatura	N;FEM;PL	N
campañas	campañas	campaña	campaña	N;FEM;PL	N
campañas	campaña	campaña	campaña	N;FEM;PL	N
reducir	reducir	reducir	reducir	V;NFIN	V
reducir	reducir	reducir	reducir	V;NFIN	V
descubrió	descubrimos	descubrir	descubrir	V;IND;SG;3;PST;FIN	V
descubrió	descuberto	descubrir	descuberto	V;IND;SG;3;PST;FIN	V
descubrió	descubriu	descubrir	descubriu	V;IND;SG;3;PST;FIN	V
descubrió	descubrín	descubrir	descubrín	V;IND;SG;3;PST;FIN	V
buscando	mirando	buscar	mirar	V;V.MSDR	V
buscando	mirar	buscar	mirar	V;V.MSDR	V
buscando	buscando	buscar	buscar	V;V.MSDR	V
buscando	buscando	buscar	buscar	V;V.MSDR	V
buscando	busca	buscar	buscar	V;V.MSDR	V
cárcel	preso	cárcel	preso	N;FEM;SG	N
cárcel	cadea	cárcel	cadea	N;FEM;SG	N
cárcel	caldeiro	cárcel	caldeiro	N;FEM;SG	N
cárcel	prisión	cárcel	prisión	N;FEM;SG	N
cárcel	cadea	cárcel	cadea	N;FEM;SG	N
cuento	conto	cuento	conto	N;MASC;SG	N
cuento	fadas	cuento	facer	N;MASC;SG	N
imposible	imposible	imposible	imposible	ADJ;SG	ADJ
imposible	imposíbel	imposible	imposíbel	ADJ;SG	ADJ
prácticas	prácticas	práctica	práctica	N;FEM;PL	N
audio	audio	audio	audio	N;MASC;SG	N
toro	touro	toro	touro	N;MASC;SG	N
reducción	redución	reducción	redución	N;FEM;SG	N
registros	discos	registro	disco	N;MASC;PL	N
ligeramente	lixeiramente	ligeramente	lixeiramente	ADV	ADV
fotografías	fotos	fotografía	foto	N;FEM;PL	N
fotografías	fotografías	fotografía	fotografía	N;FEM;PL	N
fotografías	fotos	fotografía	foto	N;FEM;PL	N
fotografías	fotografías	fotografía	fotografía	N;FEM;PL	N
fotografías	foto	fotografía	foto	N;FEM;PL	N
fotografías	fotos	fotografía	foto	N;FEM;PL	N
fotografías	imaxes	fotografía	imaxe	N;FEM;PL	N
fotografías	fotografías	fotografía	fotografía	N;FEM;PL	N
nuestros	noso	nuestro	noso	DET;MASC;PL;1	DET
nuestros	nosas	nuestro	noso	DET;MASC;PL;1	DET
nuestros	nosa	nuestro	noso	DET;MASC;PL;1	DET
nuestros	nosos	nuestro	noso	DET;MASC;PL;1	DET
nuestros	o	nuestro	o	DET;MASC;PL;1	DET
nuestros	a	nuestro	o	DET;MASC;PL;1	DET
nuestros	os	nuestro	o	DET;MASC;PL;1	DET
continua	continuo	continuo	continuo	ADJ;FEM;SG	ADJ
continua	continua	continuo	continuo	ADJ;FEM;SG	ADJ
candidatos	candidatos	candidato	candidato	N;MASC;PL	N
dueño	dono	dueño	dono	N;MASC;SG	N
puedo	poden	poder	poder	V;IND;SG;1;PRS;FIN	V
puedo	podo	poder	podar	V;IND;SG;1;PRS;FIN	V
puedo	podes	poder	poder	V;IND;SG;1;PRS;FIN	V
puedo	podemos	poder	poder	V;IND;SG;1;PRS;FIN	V
puedo	pode	poder	poder	V;IND;SG;1;PRS;FIN	V
investigadores	investigadores	investigador	investigador	N;MASC;PL	N
bordo	bordo	bordo	bordo	N	N
bordo	marcha	bordo	marcha	N	N
ejercicio	exercicio	ejercicio	exercicio	N;MASC;SG	N
oferta	oferta	oferta	oferta	N;FEM;SG	N
variedades	variedades	variedad	variedade	N;FEM;PL	N
ventaja	vantaxe	ventaja	vantaxe	N;FEM;SG	N
revela	revelar	revelar	revelar	V;IND;SG;3;PRS;FIN	V
revela	revelan	revelar	revelar	V;IND;SG;3;PRS;FIN	V
revela	revela	revelar	revelar	V;IND;SG;3;PRS;FIN	V
humor	humor	humor	humor	N;MASC;SG	N
humor	humor	humor	humor	N;MASC;SG	N
humor	ánimo	humor	ánimo	N;MASC;SG	N
influencias	influencia	influencia	influencia	N;FEM;PL	N
bomba	surtidor	bomba	surtidor	N;FEM;SG	N
bomba	bomba	bomba	bomba	N;FEM;SG	N
mostrar	amosar	mostrar	amosar	V;NFIN	V
necesaria	necesario	necesario	necesario	ADJ;FEM;SG	ADJ
necesaria	necesaria	necesario	necesario	ADJ;FEM;SG	ADJ
necesaria	necesarios	necesario	necesario	ADJ;FEM;SG	ADJ
necesaria	necesarias	necesario	necesario	ADJ;FEM;SG	ADJ
necesaria	preciso	necesario	preciso	ADJ;FEM;SG	ADJ
cien	300	cien	300	NUM;PL	NUM
cien	100	cien	100	NUM;PL	NUM
arquitectos	arquitecto	arquitecto	arquitecto	N;MASC;PL	N
arquitectos	arquitectos	arquitecto	arquitecto	N;MASC;PL	N
mostró	mostrou	mostrar	mostrar	V;IND;SG;3;PST;FIN	V
mostró	demostramos	mostrar	demostrar	V;IND;SG;3;PST;FIN	V
cooperación	cooperación	cooperación	cooperación	N;FEM;SG	N
editar	editar	editar	editar	V;NFIN	V
monedas	moeda	moneda	moeda	N;FEM;PL	N
consenso	consenso	consenso	consenso	N;MASC;SG	N
cristal	vaso	cristal	vaso	N;MASC;SG	N
cristal	vidro	cristal	vidro	N;MASC;SG	N
cristal	cristal	cristal	cristal	N;MASC;SG	N
cristal	copa	cristal	copa	N;MASC;SG	N
visual	visual	visual	visual	ADJ;SG	ADJ
visual	visuais	visual	visual	ADJ;SG	ADJ
bloque	mazá	bloque	mazá	N;MASC;SG	N
bloque	bloque	bloque	bloque	N;MASC;SG	N
bloque	acceso	bloque	acceso	N;MASC;SG	N
bloque	barracón	bloque	barracón	N;MASC;SG	N
desconocido	descoñecida	desconocido	descoñecido	ADJ;MASC;SG;V.PTCP	ADJ
almirante	almirante	almirante	almirante	N;MASC;SG	N
eléctrico	eléctricas	eléctrico	eléctrico	ADJ;MASC;SG	ADJ
eléctrico	eléctrica	eléctrico	eléctrico	ADJ;MASC;SG	ADJ
play	xogo	play	xogo	N	N
pensar	pensando	pensar	pensar	V;NFIN	V
pensar	pensar	pensar	pensar	V;NFIN	V
pensar	penso	pensar	penso	V;NFIN	V
pensar	pensar	pensar	pensar	V;NFIN	V
pensar	creo	pensar	creo	V;NFIN	V
empate	gravata	empate	gravatar	N;MASC;SG	N
empate	átenos	empate	átenos	N;MASC;SG	N
empate	sur	empate	sur	N;MASC;SG	N
tono	ton	tono	ton	N;MASC;SG	N
adn	adn	adn	adn	N;MASC;SG	N
confianza	confianza	confianza	confianza	N;FEM;SG	N
confianza	confianza	confianza	confianza	N;FEM;SG	N
confianza	confianza	confianza	confianza	N;FEM;SG	N
funciona	funciona	funcionar	funcionar	V;IND;SG;3;PRS;FIN	V
funciona	traballa	funcionar	traballar	V;IND;SG;3;PRS;FIN	V
excelente	excelentes	excelente	excelente	ADJ;SG	ADJ
excelente	excelente	excelente	excelente	ADJ;SG	ADJ
ido	marchou	ir	marchar	V;MASC;SG;PST;V.PTCP	V
publicidad	publicidade	publicidad	publicidade	N;FEM;SG	N
publicidad	publicidade	publicidad	publicidade	N;FEM;SG	N
inauguración	apertura	inauguración	apertura	N;FEM;SG	N
hipótesis	hipóteses	hipótesis	hipótese	N;FEM	N
hipótesis	hipótese	hipótesis	hipótese	N;FEM	N
atacar	atacar	atacar	atacar	V;NFIN	V
parques	parque	parque	parque	N;MASC;PL	N
centrales	central	central	central	N;FEM;PL	N
centrales	centro	central	centro	N;FEM;PL	N
progreso	progreso	progreso	progreso	N;MASC;SG	N
progreso	proceso	progreso	proceso	N;MASC;SG	N
progreso	progresos	progreso	progreso	N;MASC;SG	N
cup	cunca	cupo	cunca	N;FEM;SG	N
cup	café	cupo	café	N;FEM;SG	N
nosotros	que	yo	que	PRO;MASC;PL;1	PRO
nosotros	nos	yo	nos	PRO;MASC;PL;1	PRO
selva	bosques	selva	bosque	N;FEM;SG	N
selva	selva	selva	selvar	N;FEM;SG	N
selva	bosque	selva	bosque	N;FEM;SG	N
florencia	florence	florencia	florence	N;FEM;SG	N
elegir	escoller	elegir	escoller	V;NFIN	V
elegir	elixir	elegir	elixir	V;NFIN	V
elegir	escollen	elegir	escoller	V;NFIN	V
elegir	escoller	elegir	escoller	V;NFIN	V
elegir	escolle	elegir	escoller	V;NFIN	V
elegir	recoller	elegir	recoller	V;NFIN	V
tripulación	tripulación	tripulación	tripulación	N;FEM;SG	N
tripulación	equipo	tripulación	equipo	N;FEM;SG	N
defender	defender	defender	defender	V;NFIN	V
secuencia	secuencia	secuencia	secuencia	N;FEM;SG	N
electrónico	electrónica	electrónico	electrónico	ADJ;MASC;SG	ADJ
electrónico	electrónico	electrónico	electrónico	ADJ;MASC;SG	ADJ
millas	quilómetros	milla	quilómetros	N;FEM;PL	N
millas	millas	milla	milla	N;FEM;PL	N
millas	kilómetros	milla	kilómetro	N;FEM;PL	N
permitir	permitir	permitir	permitir	V;NFIN	V
permitir	permitirán	permitir	permitir	V;NFIN	V
permitir	permiten	permitir	permitir	V;NFIN	V
permitir	permitiría	permitir	permitir	V;NFIN	V
permitir	permitimos	permitir	permitir	V;NFIN	V
permitir	permítame	permitir	permítame	V;NFIN	V
modernos	modernos	moderno	moderno	ADJ;MASC;PL	ADJ
modernos	moderna	moderno	moderno	ADJ;MASC;PL	ADJ
modernos	modernas	moderno	moderno	ADJ;MASC;PL	ADJ
modernos	moderno	moderno	moderno	ADJ;MASC;PL	ADJ
porcentaje	cento	porcentaje	cento	N;MASC;SG	N
mata	matar	matar	matar	V;IND;SG;3;PRS;FIN	V
aventura	aventura	aventura	aventura	N;FEM;SG	N
brazo	brazo	brazo	brazo	N;MASC;SG	N
brazo	brazos	brazo	brazo	N;MASC;SG	N
brazo	armas	brazo	arma	N;MASC;SG	N
sal	sal	sal	sal	N;FEM;SG	N
body	corpo	body	corpo	N	N
ruinas	ruínas	ruina	ruína	N;FEM;PL	N
observar	observar	observar	observar	V;NFIN	V
parecido	similar	parecido	similar	ADJ;MASC;SG;V.PTCP	ADJ
parecido	similares	parecido	similar	ADJ;MASC;SG;V.PTCP	ADJ
parecido	semellantes	parecido	semellante	ADJ;MASC;SG;V.PTCP	ADJ
parecido	semellante	parecido	semellante	ADJ;MASC;SG;V.PTCP	ADJ
parecido	parecidas	parecido	parecer	ADJ;MASC;SG;V.PTCP	ADJ
aceite	petróleo	aceite	petróleo	N;MASC;SG	N
aceite	aceite	aceite	aceite	N;MASC;SG	N
regla	norma	regla	norma	N;FEM;SG	N
regla	regra	regla	regra	N;FEM;SG	N
tumba	foxas	tumba	foxa	N;FEM;SG	N
tumba	tumbas	tumba	tumba	N;FEM;SG	N
tumba	tumba	tumba	tumbar	N;FEM;SG	N
empleado	asistente	empleado	asistente	ADJ;MASC;SG;V.PTCP	ADJ
cuidado	prudente	cuidado	prudente	ADJ;MASC;SG;V.PTCP	ADJ
sun	sol	sun	sol	N;SG	N
alias	alias	alias	alio	N;MASC;SG	N
ideal	ideal	ideal	ideal	ADJ;SG	ADJ
mecanismo	mecanismo	mecanismo	mecanismo	N;MASC;SG	N
rocas	rocha	roca	rocha	N;FEM;PL	N
rocas	pedra	roca	pedra	N;FEM;PL	N
rocas	rock	roca	rock	N;FEM;PL	N
rocas	rochas	roca	rocha	N;FEM;PL	N
rocas	xeo	roca	xeo	N;FEM;PL	N
rocas	pedras	roca	pedra	N;FEM;PL	N
dama	señora	dama	señor	N;FEM;SG	N
dama	dama	dama	dama	N;FEM;SG	N
dama	muller	dama	muller	N;FEM;SG	N
dama	nai	dama	nai	N;FEM;SG	N
dificultades	dificultades	dificultad	dificultade	N;FEM;PL	N
daño	dano	daño	dano	N;MASC;SG	N
daño	danos	daño	dano	N;MASC;SG	N
daño	dano	daño	dano	N;MASC;SG	N
inversión	investimento	inversión	investimento	N;FEM;SG	N
flujo	fluxo	flujo	fluxo	N;MASC;SG	N
flujo	transmisión	flujo	transmisión	N;MASC;SG	N
eva	aninovo	eve	aninovo	N;FEM;SG	N
eva	data	eve	data	N;FEM;SG	N
eva	véspera	eve	véspera	N;FEM;SG	N
adquirió	adquirían	adquirir	adquirir	V;IND;SG;3;PST;FIN	V
conceptos	conceptos	concepto	concepto	N;MASC;PL	N
east	leste	east	leste	N;MASC;SG	N
east	oriente	east	oriente	N;MASC;SG	N
duró	durou	durar	durar	V;IND;SG;3;PST;FIN	V
rosas	rosas	rosa	rosa	N;FEM;PL	N
psicología	psicoloxía	psicología	psicoloxía	N;FEM;SG	N
municipalidad	concello	municipalidad	concello	N;FEM;SG	N
rose	rose	rose	rose	N	N
aprendizaje	aprendizaxe	aprendizaje	aprendizaxe	N;MASC;SG	N
grabar	gravar	grabar	gravar	V;NFIN	V
relato	conto	relato	conto	N;MASC;SG	N
relato	fadas	relato	facer	N;MASC;SG	N
capaces	capaz	capaz	capaz	ADJ;PL	ADJ
interesante	interesante	interesante	interesante	ADJ;SG	ADJ
interesante	interesantes	interesante	interesante	ADJ;SG	ADJ
reformas	reforma	reforma	reforma	N;FEM;PL	N
esposo	marido	esposo	marido	N;MASC;SG	N
esposo	home	esposo	home	N;MASC;SG	N
representar	representa	representar	representar	V;NFIN	V
representar	representan	representar	representar	V;NFIN	V
creando	crear	crear	crear	V;V.MSDR	V
creando	creando	crear	crear	V;V.MSDR	V
respeto	respeto	respeto	respeto	N;MASC;SG	N
respeto	respecto	respeto	respecto	N;MASC;SG	N
correo	correo	correo	correo	N;MASC;SG	N
correo	correo	correo	correo	N;MASC;SG	N
tecnologías	tecnoloxías	tecnología	tecnoloxía	N;FEM;PL	N
abre	abertos	abrir	aberto	V;IND;SG;3;PRS;FIN	V
abre	abrir	abrir	abrir	V;IND;SG;3;PRS;FIN	V
abre	aberto	abrir	abrir	V;IND;SG;3;PRS;FIN	V
abre	abre	abrir	abre	V;IND;SG;3;PRS;FIN	V
abre	abra	abrir	abra	V;IND;SG;3;PRS;FIN	V
abre	abre	abrir	abre	V;IND;SG;3;PRS;FIN	V
abre	abra	abrir	abra	V;IND;SG;3;PRS;FIN	V
griegos	grego	griego	grego	N;MASC;PL	N
caracteres	idiogramas	carácter	idiograma	N;MASC;PL	N
caracteres	personaxes	carácter	personaxe	N;MASC;PL	N
petróleo	petróleo	petróleo	petróleo	N;MASC;SG	N
petróleo	aceite	petróleo	aceite	N;MASC;SG	N
intercambio	intercambio	intercambio	intercambio	N;MASC;SG	N
aviso	conta	aviso	conta	N;MASC;SG	N
aviso	aviso	aviso	aviso	N;MASC;SG	N
absoluta	absoluto	absoluto	absoluto	ADJ;FEM;SG	ADJ
absoluta	absolutos	absoluto	absoluto	ADJ;FEM;SG	ADJ
dónde	onde	dónde	onde	PRO	PRO
famosos	famoso	famoso	famoso	ADJ;MASC;PL	ADJ
famosos	famosos	famoso	famoso	ADJ;MASC;PL	ADJ
famosos	famosa	famoso	famor	ADJ;MASC;PL	ADJ
duro	duro	duro	duro	ADJ;MASC;SG	ADJ
duro	duros	duro	duro	ADJ;MASC;SG	ADJ
duro	duras	duro	duro	ADJ;MASC;SG	ADJ
duro	difícil	duro	difícil	ADJ;MASC;SG	ADJ
duro	duro	duro	duro	ADJ;MASC;SG	ADJ
duro	duro	duro	duro	ADJ;MASC;SG	ADJ
duro	duros	duro	duro	ADJ;MASC;SG	ADJ
duro	difícil	duro	difícil	ADJ;MASC;SG	ADJ
huevos	ovos	huevo	ovo	N;MASC;PL	N
dibujo	debuxo	dibujo	debuxo	N;MASC;SG	N
frío	frío	frío	frío	N;MASC;SG	N
frío	fría	frío	fría	N;MASC;SG	N
frío	arrefriado	frío	arrefriar	N;MASC;SG	N
decisiones	decisións	decisión	decisión	N;FEM;PL	N
esculturas	esculturas	escultura	escultura	N;FEM;PL	N
patio	patio	patio	patio	N;MASC;SG	N
patio	xardín	patio	xardír	N;MASC;SG	N
patio	pendente	patio	pendente	N;MASC;SG	N
conocimientos	coñecemento	conocimiento	coñecemento	N;MASC;PL	N
conocimientos	coñecementos	conocimiento	coñecemento	N;MASC;PL	N
angel	anxo	angel	anxo	N;MASC;SG	N
añadir	engadindo	añadir	engadir	V;NFIN	V
añadir	engadir	añadir	engadir	V;NFIN	V
añadir	engadir	añadir	engadir	V;NFIN	V
brillante	brillante	brillante	brillante	ADJ;SG	ADJ
brillante	brillantes	brillante	brillante	ADJ;SG	ADJ
brillante	brillante	brillante	brillante	ADJ;SG	ADJ
brillante	brillante	brillante	brillante	ADJ;SG	ADJ
brillante	brillantes	brillante	brillante	ADJ;SG	ADJ
existía	existiu	existir	existir	V;IND;SG;3;IPFV;FIN	V
mide	medir	medir	medir	V;IND;SG;3;PRS;FIN	V
mide	medimos	medir	medir	V;IND;SG;3;PRS;FIN	V
leche	leite	leche	leite	N;FEM;SG	N
sociedades	sociedades	sociedad	sociedade	N;FEM;PL	N
sociedades	sociedade	sociedad	sociedade	N;FEM;PL	N
pagar	prestar	pagar	prestar	V;NFIN	V
pagar	pagando	pagar	pagar	V;NFIN	V
pagar	pagar	pagar	pagar	V;NFIN	V
pagar	paga	pagar	pagar	V;NFIN	V
pagar	pagar	pagar	pagar	V;NFIN	V
puertos	porto	puerto	porto	N;MASC;PL	N
salta	mo	salta	mo		
tormenta	treboada	tormenta	treboar	N;FEM;SG	N
transformación	procesamento	transformación	procesamento	N;FEM;SG	N
transformación	transformación	transformación	transformación	N;FEM;SG	N
ejércitos	exércitos	ejército	exército	N;MASC;PL	N
genera	xerar	generar	xerar	V;IND;SG;3;PRS;FIN	V
rebeldes	rebeldes	rebelde	rebelde	N;PL	N
rebeldes	rebelde	rebelde	rebeldar	N;PL	N
rebeldes	rebeldes	rebelde	rebelde	N;PL	N
visitantes	visitantes	visitante	visitante	N;PL	N
ropa	roupa	ropa	roupa	N;FEM;SG	N
ropa	roupa	ropa	roupa	N;FEM;SG	N
ropa	roupas	ropa	roupa	N;FEM;SG	N
máquinas	maquinaria	máquina	maquinaria	N;FEM;PL	N
máquinas	máquinas	máquina	máquina	N;FEM;PL	N
máquinas	máquinas	máquina	máquina	N;FEM;PL	N
máquinas	lavadoras	máquina	lavador	N;FEM;PL	N
acabar	terminar	acabar	terminar	V;NFIN	V
acabar	rematar	acabar	rematar	V;NFIN	V
acabar	acabar	acabar	acabar	V;NFIN	V
soledad	soidade	soledad	soidade	N;FEM;SG	N
tiendas	compras	tienda	compra	N;FEM;PL	N
tiendas	almacéns	tienda	almacén	N;FEM;PL	N
tiendas	depósitos	tienda	depósito	N;FEM;PL	N
tiendas	provisións	tienda	provisión	N;FEM;PL	N
tiendas	tendas	tienda	tenda	N;FEM;PL	N
cuello	pescozo	cuello	pescozo	N;MASC;SG	N
cuello	par	cuello	par	N;MASC;SG	N
cuello	caluga	cuello	caluga	N;MASC;SG	N
orientales	oriental	oriental	oriental	ADJ;PL	ADJ
orientales	orientais	oriental	oriental	ADJ;PL	ADJ
orientales	oriental	oriental	oriental	ADJ;PL	ADJ
asalto	asalto	asalto	asalto	N;MASC;SG	N
científicas	científica	científico	científico	ADJ;FEM;PL	ADJ
científicas	científico	científico	científico	ADJ;FEM;PL	ADJ
científicas	científicos	científico	científico	ADJ;FEM;PL	ADJ
procesión	desfile	procesión	desfile	N;FEM;SG	N
democrático	democrático	democrático	democrático	ADJ;MASC;SG	ADJ
compromiso	compromiso	compromiso	compromiso	N;MASC;SG	N
compromiso	compromiso	compromiso	compromiso	N;MASC;SG	N
compromiso	mecanismo	compromiso	mecanismo	N;MASC;SG	N
compromiso	mecanismos	compromiso	mecanismo	N;MASC;SG	N
consecuencias	implicacións	consecuencia	implicación	N;FEM;PL	N
consecuencias	consecuencias	consecuencia	consecuencia	N;FEM;PL	N
abuelo	avó	abuelo	avó	N;MASC;SG	N
quizá	quizáis	quizá	quizáis	ADV	ADV
quizá	quizais	quizá	quizais	ADV	ADV
quizá	cadra	quizá	cadra	ADV	ADV
quizá	talvez	quizá	talvez	ADV	ADV
quizá	cadra	quizá	cadra	ADV	ADV
quizá	quizais	quizá	quizais	ADV	ADV
quizá	talvez	quizá	talvez	ADV	ADV
novia	moza	novia	mozo	N;FEM;SG	N
novia	noiva	novia	noiva	N;FEM;SG	N
utilización	uso	utilización	uso	N;FEM;SG	N
heridos	feridos	herido	ferido	N;MASC;PL	N
heridos	feridos	herido	ferido	N;MASC;PL	N
heridos	ferido	herido	ferido	N;MASC;PL	N
activos	activa	activo	activo	N;MASC;PL	N
activos	activo	activo	activo	N;MASC;PL	N
activos	activos	activo	activo	N;MASC;PL	N
activos	militante	activo	militante	N;MASC;PL	N
activos	bens	activo	ben	N;MASC;PL	N
viva	vida	viva	vida	N;FEM;SG	N
quince	quince	quince	quince	NUM;PL	NUM
minerales	minerais	mineral	mineral	N;PL	N
miedo	medo	miedo	medo	N;MASC;SG	N
miedo	medo	miedo	medo	N;MASC;SG	N
comenzar	comezar	comenzar	comezar	V;NFIN	V
comenzar	comezan	comenzar	comezar	V;NFIN	V
comenzar	comezamos	comenzar	comezar	V;NFIN	V
servir	servir	servir	servir	V;NFIN	V
servir	cumprir	servir	cumprir	V;NFIN	V
servir	servir	servir	servir	V;NFIN	V
servir	serven	servir	servir	V;NFIN	V
death	morte	death	morte	N	N
alimentación	comida	alimentación	comida	N;FEM;SG	N
alimentación	alimentos	alimentación	alimento	N;FEM;SG	N
navidad	nadal	navidad	nadal	N;FEM;SG	N
aprobación	adopción	aprobación	adopción	N;FEM;SG	N
aprobación	aprobación	aprobación	aprobación	N;FEM;SG	N
intelectual	intelectual	intelectual	intelectual	ADJ;SG	ADJ
luchar	loitar	luchar	loitar	V;NFIN	V
traslado	traslado	traslado	traslado	N;MASC;SG	N
pertenecen	pertencen	pertenecer	pertencer	V;IND;PL;3;PRS;FIN	V
desaparición	desaparición	desaparición	desaparición	N;FEM;SG	N
desaparición	desaparición	desaparición	desaparición	N;FEM;SG	N
resolver	resolver	resolver	resolver	V;NFIN	V
resolver	solucionar	resolver	solucionar	V;NFIN	V
resolver	resolver	resolver	resolver	V;NFIN	V
cuentas	contas	cuenta	conta	N;FEM;PL	N
lluvia	chuvia	lluvia	chuvia	N;FEM;SG	N
lluvia	choiva	lluvia	choiva	N;FEM;SG	N
lluvia	razas	lluvia	raza	N;FEM;SG	N
interno	interno	interno	interno	ADJ;MASC;SG	ADJ
interno	interna	interno	interno	ADJ;MASC;SG	ADJ
tradiciones	tradicións	tradición	tradición	N;FEM;PL	N
tradiciones	tradición	tradición	tradición	N;FEM;PL	N
tradiciones	tradicións	tradición	tradición	N;FEM;PL	N
dispositivos	aparello	dispositivo	aparello	N;MASC;PL	N
dispositivos	dispositivo	dispositivo	dispositivo	N;MASC;PL	N
dispositivos	historias	dispositivo	historia	N;MASC;PL	N
dispositivos	mecanismo	dispositivo	mecanismo	N;MASC;PL	N
dispositivos	mecanismos	dispositivo	mecanismo	N;MASC;PL	N
dispositivos	dispositivos	dispositivo	dispositivo	N;MASC;PL	N
dispositivos	aparellos	dispositivo	aparello	N;MASC;PL	N
dispositivos	utensilios	dispositivo	utensilio	N;MASC;PL	N
marcador	teas	marcador	teu	N;MASC;SG	N
crucero	levádeme	crucero	levádeme	N;MASC;SG	N
videos	vídeos	video	vídeos	N;MASC;PL	N
directora	dirección	directora	dirección	N;FEM;SG	N
directora	señora	directora	señor	N;FEM;SG	N
road	estrada	road	estrada	N;MASC	N
road	camiño	road	camiño	N;MASC	N
coste	custo	coste	custo	N;MASC;SG	N
coste	costa	coste	costa	N;MASC;SG	N
coste	custos	coste	custo	N;MASC;SG	N
polo	polo	polo	polo	N;MASC;SG	N
polo	poste	polo	postar	N;MASC;SG	N
medias	calcetíns	medias	calcetíns	N;FEM;PL	N
proteínas	proteína	proteína	proteína	N;FEM;PL	N
proteínas	proteínas	proteína	proteína	N;FEM;PL	N
depresión	depresión	depresión	depresión	N;FEM;SG	N
depresión	posparto	depresión	posparto	N;FEM;SG	N
clientes	cliente	cliente	cliente	N;PL	N
clientes	clientes	cliente	cliente	N;PL	N
clientes	cliente	cliente	cliente	N;PL	N
barra	pola	barra	pola	N;FEM;SG	N
barra	taberna	barra	taberno	N;FEM;SG	N
barra	bar	barra	bar	N;FEM;SG	N
destruir	destruíndo	destruir	destruír	V;NFIN	V
destruir	destrúen	destruir	destruír	V;NFIN	V
destruir	destruír	destruir	destruír	V;NFIN	V
destruir	destrúe	destruir	destruír	V;NFIN	V
mente	mente	mente	mente	N;FEM;SG	N
limitada	limitado	limitado	limitado	ADJ;FEM;SG;V.PTCP	ADJ
limitada	limitada	limitado	limitado	ADJ;FEM;SG;V.PTCP	ADJ
tus	túa	tu	teu	PRO;SG;2	PRO
relatos	historias	relato	historia	N;MASC;PL	N
relatos	contas	relato	conta	N;MASC;PL	N
sesión	sesión	sesión	sesión	N;FEM;SG	N
union	unión	union	unión	N;SG	N
union	sindicato	union	sindicato	N;SG	N
union	sindicalista	union	sindicalista	N;SG	N
union	sindical	union	sindical	N;SG	N
carbono	carbono	carbono	carbono	N;MASC;SG	N
históricas	históricas	histórico	histórico	ADJ;FEM;PL	ADJ
históricas	histórica	histórico	histórico	ADJ;FEM;PL	ADJ
históricas	históricos	histórico	histórico	ADJ;FEM;PL	ADJ
históricas	histórico	histórico	histórico	ADJ;FEM;PL	ADJ
históricas	histórica	histórico	histórico	ADJ;FEM;PL	ADJ
wild	salvaxe	wild	salvaxe	N	N
wild	salvaxes	wild	salvaxe	N	N
plazas	lugares	plaza	lugar	N;FEM;PL	N
plazas	sitios	plaza	sitio	N;FEM;PL	N
prefectura	prefeitura	prefectura	prefeitura	N;FEM;SG	N
específicamente	especificamente	específicamente	especificamente	ADV	ADV
occidentales	occidental	occidental	occidental	ADJ;PL	ADJ
existente	existente	existente	existente	ADJ;SG	ADJ
existente	existentes	existente	existente	ADJ;SG	ADJ
techo	teito	techo	teito	N;MASC;SG	N
implica	implica	implicar	implicar	V;IND;SG;3;PRS;FIN	V
comando	orde	comando	orde	N;MASC;SG	N
comando	motoras	comando	motora	N;MASC;SG	N
comando	ordes	comando	orde	N;MASC;SG	N
comando	mando	comando	mando	N;MASC;SG	N
incendio	lume	incendio	lume	N;MASC;SG	N
incendio	fogo	incendio	fogo	N;MASC;SG	N
intentos	intentos	intento	intento	N;MASC;PL	N
cae	cae	caer	caer	V;IND;SG;3;PRS;FIN	V
cuestiones	preguntas	cuestión	pregunta	N;FEM;PL	N
cuestiones	pregunta	cuestión	pregunta	N;FEM;PL	N
cuestiones	cuestións	cuestión	cuestión	N;FEM;PL	N
cuestiones	problemas	cuestión	problema	N;FEM;PL	N
