neueren	новіші	neu	новіший	ADJ	ADJ;NOM;RL;PL
reagieren	відповідає	reagieren	відповідати	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
entsprechender	відповідний	entsprechend	відповідний	ADJ	ADJ;NOM;MASC;SG
ausgewählte	вибрані	ausgewählt	вибраний	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;PL;V.PTCP;PASS
britisch	британська	britisch	британський	ADJ	ADJ;NOM;FEM;SG
britisch	британські	britisch	британський	ADJ	ADJ;NOM;PL
entdecken	дослідити	entdecken	дослідити	V;NFIN	V;PFV;NFIN
entdecken	виявляти	entdecken	виявляти	V;NFIN	V;IPFV;NFIN
entdecken	виявити	entdecken	виявити	V;NFIN	V;PFV;NFIN
entdecken	знайдіть	entdecken	знайти	V;NFIN	V;PFV;IMP;PL;2;FIN
auffällig	помітні	auffällig	помітний	ADJ	ADJ;NOM;PL
seltene	рідкісні	selten	рідкісний	ADJ;NOM;PL	ADJ;NOM;PL
wortes	слово	wort	слово	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
jederzeit	завжди	jederzeit	завжди	ADV	ADV
geeignete	відповідні	geeignet	відповідний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
schien	здалося	scheinen	здатися	V;IND;SG;3;PST;FIN	V;PFV;NEUT;IND;SG;PST;FIN
schien	здавалося	scheinen	здаватися	V;IND;SG;3;PST;FIN	V;IPFV;NEUT;IND;SG;PST;FIN
modellen	моделі	modell	модель	N;PL	N;INAN;NOM;FEM;PL
modellen	моделей	modell	модель	N;PL	N;INAN;GEN;FEM;PL
gedenken	згадувати	gedenken	згадувати	V;NFIN	V;IPFV;NFIN
gedenken	згадуючи	gedenken	згадувати	V;NFIN	V;IPFV;PRS;V.CVB
gedenken	вшанувати	gedenken	вшанувати	V;NFIN	V;IPFV;NFIN
gesendet	надіслано	senden	надіслати	V;V.PTCP	V;PFV;IND;0;FIN
gesendet	опубліковано	senden	опубліковано	V;V.PTCP	V;PFV;IND;0;FIN
anleitung	інструкція	anleitung	інструкція	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
anleitung	підручник	anleitung	підручник	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
anleitung	підручник	anleitung	підручник	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
anleitung	навчання	anleitung	навчання	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
komplexe	складні	komplex	складний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
türme	вежі	türm	вежа	N;NOM;PL	N;INAN;NOM;FEM;PL
hut	шапка	hun	шапка	N;SG	N;INAN;NOM;FEM;SG
hut	капелюх	hun	капелюю	N;SG	N;INAN;NOM;MASC;SG
kommerziellen	комерційне	kommerziell	комерційний	ADJ	ADJ;NOM;NEUT;SG
kommerziellen	комерційного	kommerziell	комерційний	ADJ	ADJ;GEN;MASC;SG
kommerziellen	комерційні	kommerziell	комерційний	ADJ	ADJ;NOM;PL
kommerziellen	комерційна	kommerziell	комерційний	ADJ	ADJ;NOM;FEM;SG
kommerziellen	комерційний	kommerziell	комерційний	ADJ	ADJ;NOM;MASC;SG
bestände	запас	beständen	запас	N;NOM	N;INAN;NOM;MASC;SG
bestände	стада	beständen	стад	N;NOM	N;INAN;NOM;FEM;PL
weswegen	чому	weswegen	чому	ADV	ADV
beeinflussen	вплине	beeinflussen	вплина	V;NFIN	V;PFV;IND;SG;3;FUT;FIN
beeinflussen	вплинути	beeinflussen	вплинути	V;NFIN	V;PFV;NFIN
beeinflussen	впливати	beeinflussen	впливати	V;NFIN	V;IPFV;NFIN
beeinflussen	впливати	beeinflussen	впливати	V;NFIN	V;IPFV;NFIN
ermitteln	розслідує	ermitteln	розслідувати	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
ermitteln	розглядаємо	ermitteln	розглядати	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN
ermitteln	перевіряли	ermitteln	перевіряти	V;NFIN	V;IPFV;IND;PL;PST;FIN
ermitteln	виявляти	ermitteln	виявляти	V;NFIN	V;IPFV;NFIN
ermitteln	виявити	ermitteln	виявити	V;NFIN	V;PFV;NFIN
ermitteln	ідентифікувати	ermitteln	ідентифікувати	V;NFIN	V;IPFV;NFIN
aktueller	поточні	aktuell	поточний	ADJ	ADJ;NOM;PL
aktueller	поточний	aktuell	поточний	ADJ	ADJ;NOM;MASC;SG
aktueller	поточна	aktuell	поточний	ADJ	ADJ;NOM;FEM;SG
schoss	застрелив	schießen	застрелити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
klassiker	класична	klassik	класичний	ADJ	ADJ;NOM;FEM;SG
klassiker	класична	klassik	класичний	ADJ	ADJ;NOM;FEM;SG
klassiker	класичні	klassik	класичний	ADJ	ADJ;NOM;PL
klassiker	класичний	klassik	класичний	ADJ	ADJ;NOM;MASC;SG
klassiker	класичне	klassik	класичний	ADJ	ADJ;NOM;NEUT;SG
erfordert	вимагаючи	erfordern	вимагати	V;SG;FIN	V;IPFV;PRS;V.CVB
erfordert	потребує	erfordern	потребувати	V;SG;FIN	V;IPFV;IND;SG;3;PRS;FIN
erfordert	вимагає	erfordern	вимагати	V;SG;FIN	V;IPFV;IND;SG;3;PRS;FIN
lehren	вчить	lehren	вчити	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
lehren	навчати	lehren	навчати	V;NFIN	V;IPFV;NFIN
lehren	викладати	lehren	викладати	V;NFIN	V;IPFV;NFIN
lehren	навчити	lehren	навчити	V;NFIN	V;PFV;NFIN
höfe	двори	hofen	двір	N;NOM;PL	N;INAN;NOM;MASC;PL
höfe	суди	hofen	судити	N;NOM;PL	N;INAN;NOM;MASC;PL
ungarisch	угорська	ungarisch	угорський	ADJ	ADJ;NOM;FEM;SG
ungarisch	угорський	ungarisch	угорський	ADJ	ADJ;NOM;MASC;SG
tool	засіб	tool	засіб	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
tool	інструмент	tool	інструмент	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
glatt	простий	glatt	простий	ADJ	ADJ;NOM;MASC;SG
glatt	скромні	glatt	скромний	ADJ	ADJ;NOM;PL
glatt	звичайний	glatt	звичайний	ADJ	ADJ;NOM;MASC;SG
glatt	плавне	glatt	плавний	ADJ	ADJ;NOM;NEUT;SG
glatt	плавні	glatt	плавний	ADJ	ADJ;NOM;PL
glatt	гладкий	glatt	гладкий	ADJ	ADJ;NOM;MASC;SG
erwerb	поглинання	erwerben	поглинання	N	N;INAN;NOM;NEUT;SG
erwerb	покупка	erwerben	покупка	N	N;INAN;NOM;FEM;SG
erwerb	придбання	erwerben	придбання	N	N;INAN;NOM;NEUT;SG
erwerb	покупку	erwerben	покупка	N	N;INAN;ACC;FEM;SG
erwerb	збору	erwerben	збір	N	N;INAN;GEN;MASC;SG
niedriger	нижній	niedrig	нижній	ADJ	ADJ;DAT;FEM;SG
niedriger	нижня	niedrig	нижній	ADJ	ADJ;NOM;FEM;SG
niedriger	нижча	niedrig	нижча	ADJ	ADJ;NOM;RL;FEM;SG
portugiesischer	португальська	portugiesisch	португальський	ADJ	ADJ;NOM;FEM;SG
bittet	запрошує	bitten	запрошувати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
bittet	запитує	bitten	запитувати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
bittet	питає	bitten	питати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
apostolischen	апостольська	apostolisch	апостольський	ADJ;MASC;SG	ADJ;NOM;FEM;SG
erlauben	ввімкнути	erlauben	ввімкнути	V;NFIN	V;PFV;NFIN
erlauben	увімкнути	erlauben	увімкнути	V;NFIN	V;PFV;NFIN
erlauben	дозволити	erlauben	дозволити	V;NFIN	V;PFV;NFIN
erlauben	дозволяти	erlauben	дозволяти	V;NFIN	V;IPFV;NFIN
erlauben	дозволити	erlauben	дозволити	V;NFIN	V;PFV;NFIN
erlauben	дозволяють	erlauben	дозволяти	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
tschechisch	чеською	tschechisch	чеська	ADJ	ADJ;INS;FEM;SG
tschechisch	чеської	tschechisch	чеський	ADJ	ADJ;GEN;FEM;SG
tschechisch	чеська	tschechisch	чеський	ADJ	ADJ;NOM;FEM;SG
angebote	особливі	angebit	особливий	ADJ;NOM;PL	ADJ;NOM;PL
angebote	спеціальні	angebit	спеціальний	ADJ;NOM;PL	ADJ;NOM;PL
zugewiesen	виділено	zuweisen	виділити	V;V.PTCP	V;PFV;IND;0;FIN
zugewiesen	виділив	zuweisen	виділити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
zugewiesen	віддано	zuweisen	віддати	V;V.PTCP	V;PFV;IND;0;FIN
grundlegend	основне	grundlegend	основний	ADJ	ADJ;NOM;NEUT;SG
grundlegend	фундаментальні	grundlegend	фундаментальний	ADJ	ADJ;NOM;PL
ermittlungen	розслідувати	ermittlung	розслідувати	V;PL	V;PFV;NFIN
verwechseln	збивати	verwechseln	збивати	V;NFIN	V;IPFV;NFIN
verwechseln	плутайте	verwechseln	плутати	V;NFIN	V;IPFV;IMP;PL;2;FIN
verschieden	різні	verschieden	різний	ADJ	ADJ;NOM;PL
verschieden	різних	verschieden	різний	ADJ	ADJ;ACC;PL
verschieden	відмінні	verschieden	відмінний	ADJ	ADJ;NOM;PL
verschieden	особливі	verschieden	особливий	ADJ	ADJ;NOM;PL
verschieden	різноманітні	verschieden	різноманітний	ADJ	ADJ;NOM;PL
verschieden	різні	verschieden	різний	ADJ	ADJ;NOM;PL
umstände	обставин	umstehen	обставина	N	N;INAN;GEN;FEM;PL
umstände	обставини	umstehen	обставина	N	N;INAN;NOM;FEM;PL
durchführen	виконують	durchfahren|durchführen	виконувати	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
durchführen	виконати	durchfahren|durchführen	виконати	V;NFIN	V;PFV;NFIN
erwünscht	бажану	erwünscht	бажаний	ADJ	ADJ;ACC;FEM;SG
erwünscht	бажаного	erwünscht	бажаний	ADJ	ADJ;GEN;NEUT;SG
konzentriert	фокусується	konzentrieren	фокусуватися	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
geäußert	вимовив	äußern	вимовити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
inschriften	написів	inschrift	напис	N;PL	N;INAN;GEN;MASC;PL
inschriften	текстами	inschrift	текст	N;PL	N;INAN;INS;MASC;PL
zähne	зуб	zähnen	зуб	N;NOM;SG	N;INAN;NOM;MASC;SG
zähne	зубна	zähnen	зубна	N;NOM;SG	N;INAN;NOM;FEM;SG
basierend	засновані	basierend	заснований	ADJ	ADJ;PFV;NOM;PL;V.PTCP;PASS
basierend	заснований	basierend	заснований	ADJ	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
freuen	радіти	freuen	радіти	V;NFIN	V;IPFV;NFIN
gültig	чинного	gültig	чинний	ADJ	ADJ;GEN;MASC;SG
gültig	дійсний	gültig	дійсний	ADJ	ADJ;NOM;MASC;SG
gültig	чинний	gültig	чинний	ADJ	ADJ;NOM;MASC;SG
gültig	чинну	gültig	чинний	ADJ	ADJ;ACC;FEM;SG
statthalter	губернатор	statthalter	губернатор	ADJ	ADJ;NOM;MASC;SG
umgehen	обходити	umgehen	обходити	V;NFIN	V;IPFV;NFIN
umgehen	обійти	umgehen	обійти	V;NFIN	V;PFV;NFIN
germanischen	германські	germanisch	германський	ADJ	ADJ;NOM;PL
abbruch	аборт	abbruch	аборт	N;SG	N;INAN;NOM;MASC;SG
abbruch	знесення	abbruch	знесення	N;SG	N;INAN;NOM;NEUT;SG
bricht	рветься	brechen	рватися	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
bricht	настає	brechen	наставати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
verarbeitung	опрацювання	verarbeitung	опрацювання	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
verarbeitung	обробка	verarbeitung	обробка	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
sechste	шоста	sechst	шоста	ADJ;NOM	ADJ;NOM;FEM;SG
sechste	шостий	sechst	шостий	ADJ;NOM	ADJ;NOM;MASC;SG
sechste	шосте	sechst	шостий	ADJ;NOM	ADJ;NOM;NEUT;SG
empfohlen	рекомендовано	empfehlen	рекомендовано	V;V.PTCP	V;PFV;IND;0;FIN
empfohlen	рекомендується	empfehlen	рекомендуватися	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
empfohlen	порадив	empfehlen	порадити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
empfohlen	порадила	empfehlen	порадити	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
vernichtet	знищено	vernichten	знищено	V;V.PTCP	V;PFV;IND;0;FIN
vernichtet	зруйновано	vernichten	зруйновано	V;V.PTCP	V;PFV;IND;0;FIN
vernichtet	знищили	vernichten	знищити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
vernichtet	знищить	vernichten	знищити	V;V.PTCP	V;PFV;IND;SG;3;FUT;FIN
vernichtet	знищити	vernichten	знищити	V;V.PTCP	V;PFV;NFIN
frühling	весняна	frühling	весняний	ADJ	ADJ;NOM;FEM;SG
frühling	весняний	frühling	весняний	ADJ	ADJ;NOM;MASC;SG
frühling	весняні	frühling	весняний	ADJ	ADJ;NOM;PL
romanischen	романський	romanisch	романський	ADJ	ADJ;NOM;MASC;SG
akzeptieren	прийняти	akzeptieren	прийняти	V;NFIN	V;PFV;NFIN
akzeptieren	прийміть	akzeptieren	прийміти	V;NFIN	V;PFV;IMP;PL;2;FIN
akzeptieren	приймаємо	akzeptieren	приймати	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN
akzeptieren	погодитися	akzeptieren	погодитися	V;NFIN	V;PFV;NFIN
akzeptieren	приймаю	akzeptieren	приймати	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
renovierung	запровадження	renovierung	запровадження	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
renovierung	реконструкція	renovierung	реконструкція	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
übersehen	пропустила	übersehen	пропустити	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
übersehen	пропустили	übersehen	пропустити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
übersehen	пропустив	übersehen	пропустити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
gleichung	рівняння	gleichung	рівняння	N;SG	N;INAN;NOM;NEUT;SG
mögen	сподобалась	mögen	сподобатися	V;FIN	V;PFV;FEM;IND;SG;PST;FIN
mögen	подобатися	mögen	подобатися	V;FIN	V;IPFV;NFIN
mögen	подобається	mögen	подобатися	V;FIN	V;IPFV;IND;SG;3;PRS;FIN
mögen	подобається	mögen	подобатися	V;FIN	V;IPFV;IND;SG;3;PRS;FIN
behauptete	забрала	behaupten	забрати	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN
direkter	пряма	direkt	пряма	ADJ	ADJ;NOM;FEM;SG
direkter	прямий	direkt	прямий	ADJ	ADJ;NOM;MASC;SG
direkter	прямі	direkt	прямий	ADJ	ADJ;NOM;PL
anzeigen	показати	anzeigen	показати	V;NFIN	V;PFV;NFIN
anzeigen	показувати	anzeigen	показувати	V;NFIN	V;IPFV;NFIN
anzeigen	переглянути	anzeigen	переглянути	V;NFIN	V;PFV;NFIN
anzeigen	показати	anzeigen	показати	V;NFIN	V;PFV;NFIN
anzeigen	показувати	anzeigen	показувати	V;NFIN	V;IPFV;NFIN
angetrieben	вивезли	antreiben	вивезти	V;V.PTCP	V;PFV;IND;PL;PST;FIN
wiederholen	повторюється	wiederholen	повторюватися	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
wiederholen	повторювати	wiederholen	повторювати	V;NFIN	V;IPFV;NFIN
wiederholen	повторити	wiederholen	повторити	V;NFIN	V;PFV;NFIN
wiederholen	повторюю	wiederholen	повторювати	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
wiederholen	повторити	wiederholen	повторити	V;NFIN	V;PFV;NFIN
wiederholen	відтворити	wiederholen	відтворити	V;NFIN	V;PFV;NFIN
wiederholen	повторити	wiederholen	повторити	V;NFIN	V;PFV;NFIN
wohnt	живе	wohnen	жити	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
wohnt	згортається	wohnen	згортатися	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
dominiert	домінує	dominieren	домінувати	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
dominiert	домінують	dominieren	домінувати	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
dominiert	захоплюють	dominieren	захоплювати	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
geschafft	переживали	schaffen	переживати	V;V.PTCP	V;IPFV;IND;PL;PST;FIN
geschafft	вдалося	schaffen	вдатися	V;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN
geschafft	зуміли	schaffen	зуміти	V;V.PTCP	V;PFV;IND;PL;PST;FIN
geschafft	керується	schaffen	керуватися	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
geschafft	зробила	schaffen	зробити	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
geschafft	зроблено	schaffen	зробити	V;V.PTCP	V;PFV;IND;0;FIN
geschafft	закінчили	schaffen	закінчити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
geschafft	виконано	schaffen	виконати	V;V.PTCP	V;PFV;IND;0;FIN
jubiläum	ювілей	jubiläum	ювілий	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
jubiläum	річниця	jubiläum	річниця	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
jubiläum	ювілей	jubiläum	ювілий	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
schriftlich	записані	schriftlich	записаний	ADJ	ADJ;PFV;NOM;PL;V.PTCP;PASS
verfolgte	піднімалася	verfolgen	підніматися	V;IND;SG;3;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN
angewandt	застосовано	anwenden	застосовано	V;V.PTCP	V;PFV;IND;0;FIN
angewandt	звернулася	anwenden	звернутися	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
zehnten	десяту	zehnt	десятий	ADJ	ADJ;ACC;FEM;SG
zehnten	десятий	zehnt	десятий	ADJ	ADJ;NOM;MASC;SG
eingeleitet	ініціювали	einleiten	ініціювати	V;V.PTCP	V;PFV;IND;PL;PST;FIN
eingeleitet	започаткував	einleiten	започаткувати	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
indirekt	непрямим	indirekt	непрямий	ADJ	ADJ;INS;NEUT;SG
bestätigung	підтвердження	Bestätigung	підтвердження	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
bestätigung	перевірка	Bestätigung	перевірка	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
wiederherstellen	відновити	wiederherstellen	відновити	V;NFIN	V;PFV;NFIN
wiederherstellen	відновити	wiederherstellen	відновити	V;NFIN	V;PFV;NFIN
wiederherstellen	повторити	wiederherstellen	повторити	V;NFIN	V;PFV;NFIN
beseitigt	вирішено	beseitigen	вирішити	V;V.PTCP	V;PFV;IND;0;FIN
beseitigt	вирішили	beseitigen	вирішити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
beseitigt	позбулися	beseitigen	позбутися	V;V.PTCP	V;PFV;IND;PL;PST;FIN
aufschwung	відродження	aufschwang	відродження	N	N;INAN;NOM;NEUT;SG
verteidigte	захищав	verteidigen	захищати	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN
empfehlung	пропозиція	empfehlung	пропозиція	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
bedrohung	загроза	bedrohung	загроза	N;FEM;SG	N;INAN;NOM;FEM;SG
bedrohung	загрозу	bedrohung	загроза	N;FEM;SG	N;INAN;ACC;FEM;SG
bedrohung	загроза	bedrohung	загроза	N;FEM;SG	N;INAN;NOM;FEM;SG
bedrohung	погроза	bedrohung	погроза	N;FEM;SG	N;INAN;NOM;FEM;SG
bedrohung	загрозу	bedrohung	загроза	N;FEM;SG	N;INAN;ACC;FEM;SG
einweihung	рішучість	einweihung	рішучість	N	N;INAN;NOM;FEM;SG
einweihung	інавгурація	einweihung	інавгурація	N	N;INAN;NOM;FEM;SG
vollendet	завершив	vollenden	завершити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
vollendet	завершує	vollenden	завершувати	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
landung	посадка	landung	посадка	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
sozialer	соціальне	sozial	соціальний	ADJ	ADJ;NOM;NEUT;SG
sozialer	соціальні	sozial	соціальний	ADJ	ADJ;NOM;PL
sozialer	соціальна	sozial	соціальний	ADJ	ADJ;NOM;FEM;SG
sozialer	соціальний	sozial	соціальний	ADJ	ADJ;NOM;MASC;SG
statistischen	статистичні	statistisch	статистичний	ADJ;NOM	ADJ;NOM;PL
besiegt	підкорили	besiegen	підкорити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
besiegt	бив	besiegen	бити	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
besiegt	побили	besiegen	побити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
besiegt	перемогли	besiegen	перемогти	V;V.PTCP	V;PFV;IND;PL;PST;FIN
entwürfe	чернетки	entwürfen	чернетка	N;NOM;MASC;PL	N;INAN;NOM;FEM;PL
schwimmen	плавати	schwimmen	плавати	V;NFIN	V;IPFV;NFIN
protest	протест	protest	протест	N	N;INAN;NOM;MASC;SG
protest	протести	protest	протест	N	N;INAN;NOM;MASC;PL
färbung	фарбування	färbung	фарбування	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
färbung	розфарбування	färbung	розфарбування	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
ausstrahlung	трансляція	ausstrahlung	трансляція	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
ausstrahlung	харизма	ausstrahlung	харизма	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
ausstrahlung	трансляція	ausstrahlung	трансляція	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
indischer	індійська	indisch	індійський	ADJ	ADJ;NOM;FEM;SG
indischer	індійський	indisch	індійський	ADJ	ADJ;NOM;MASC;SG
genehmigt	підтримую	hehmigen	підтримувати	V;V.PTCP	V;IPFV;IND;SG;1;PRS;FIN
genehmigt	затвердити	hehmigen	затвердити	V;V.PTCP	V;PFV;NFIN
genehmigt	підтверджено	hehmigen	підтверджити	V;V.PTCP	V;PFV;IND;0;FIN
genehmigt	затверджено	hehmigen	затверджити	V;V.PTCP	V;PFV;IND;0;FIN
genehmigt	надавати	hehmigen	надавати	V;V.PTCP	V;IPFV;NFIN
kommerzielle	комерційні	kommerziell	комерційний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
korrigieren	виправити	korrigieren	виправити	V;NFIN	V;PFV;NFIN
korrigieren	виправте	korrigieren	виправати	V;NFIN	V;PFV;IMP;SG;2;FIN
korrigieren	виправити	korrigieren	виправити	V;NFIN	V;PFV;NFIN
erfüllung	стандарту	Erfüllung	стандарт	N;SG	N;INAN;GEN;MASC;SG
erfüllung	рак	Erfüllung	рак	N;SG	N;INAN;NOM;MASC;SG
einheitlich	уніфіковані	einheitlich	уніфікований	ADJ	ADJ;PFV;NOM;PL;V.PTCP;PASS
einheitlich	універсальний	einheitlich	універсальний	ADJ	ADJ;NOM;MASC;SG
einheitlich	унітарна	einheitlich	унітарний	ADJ	ADJ;NOM;FEM;SG
ehrungen	вшановує	ehringen	вшановувати	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
auftauchen	спостерігали	auftauchen	спостерігати	V;NFIN	V;IPFV;IND;PL;PST;FIN
einbau	інкорпорація	einbau	інкорпорація	N;SG	N;INAN;NOM;FEM;SG
einbau	монтування	einbau	монтування	N;SG	N;INAN;NOM;NEUT;SG
einbau	встановлення	einbau	встановлення	N;SG	N;INAN;NOM;NEUT;SG
breitengrad	паралельний	breitengrad	паралельний	ADJ	ADJ;NOM;MASC;SG
breitengrad	паралельні	breitengrad	паралельний	ADJ	ADJ;NOM;PL
sitzung	сеанс	sitzung	сеанс	N;SG	N;INAN;NOM;MASC;SG
sitzung	сеансу	sitzung	сеанс	N;SG	N;INAN;GEN;MASC;SG
sitzung	сесія	sitzung	сесія	N;SG	N;INAN;NOM;FEM;SG
sitzung	засідання	sitzung	засідання	N;SG	N;INAN;NOM;NEUT;SG
sitzung	нарада	sitzung	нарада	N;SG	N;INAN;NOM;FEM;SG
sitzung	зустріч	sitzung	зустріч	N;SG	N;INAN;NOM;FEM;SG
wohin	звідки	wohin	звідки	ADV	ADV
wohin	куди	wohin	куди	ADV	ADV
relevanter	актуальна	relevant	актуальний	ADJ	ADJ;NOM;FEM;SG
teilnahmen	відвідали	teilnehmen	відвідати	V;IND;PL;3;PST;FIN	V;PFV;IND;PL;PST;FIN
benutzung	користування	Benutzung	користування	N;FEM;SG	N;INAN;NOM;NEUT;SG
benutzung	використання	Benutzung	використання	N;FEM;SG	N;INAN;NOM;NEUT;SG
lernt	вивчає	lernen	вивчати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
verträge	контракти	verträgen	контракт	N;NOM;PL	N;INAN;NOM;MASC;PL
verträge	договори	verträgen	договори	N;NOM;PL	N;INAN;NOM;MASC;PL
perfekt	ідеальні	perfekt	ідеальний	ADJ	ADJ;NOM;PL
perfekt	ідеальне	perfekt	ідеальний	ADJ	ADJ;NOM;NEUT;SG
perfekt	ідеальна	perfekt	ідеальний	ADJ	ADJ;NOM;FEM;SG
kommunisten	комуністи	kommunist	комуніст	N;PL	N;ANIM;NOM;MASC;PL
eingegangen	отримано	eingehen	отримати	V;V.PTCP	V;PFV;IND;0;FIN
eingegangen	отримали	eingehen	отримати	V;V.PTCP	V;PFV;IND;PL;PST;FIN
eingegangen	отримала	eingehen	отримати	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
definieren	визначає	definieren	визначати	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
definieren	вказати	definieren	вказати	V;NFIN	V;PFV;NFIN
definieren	визначати	definieren	визначати	V;NFIN	V;IPFV;NFIN
definieren	визначити	definieren	визначити	V;NFIN	V;PFV;NFIN
konto	рахунок	konto	рахунок	N;NOM;SG	N;INAN;NOM;MASC;SG
inhaftiert	затримала	inhaftieren	затримати	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
inhaftiert	заарештовано	inhaftieren	заарештовано	V;V.PTCP	V;PFV;IND;0;FIN
inhaftiert	закрила	inhaftieren	закрити	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
erlernte	навчився	erlernen	навчитися	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
erlernte	вивчив	erlernen	вивчити	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
präsentierte	презентувала	präsentieren	презентувати	V;IND;SG;3;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN
grammatik	граматична	grammatik	граматичний	ADJ	ADJ;NOM;FEM;SG
lustig	смішний	lustig	смішний	ADJ	ADJ;NOM;MASC;SG
lustig	смішне	lustig	смішний	ADJ	ADJ;NOM;NEUT;SG
lustig	смішні	lustig	смішній	ADJ	ADJ;NOM;PL
lustig	веселі	lustig	веселя	ADJ	ADJ;NOM;PL
lustig	кумедні	lustig	кумедний	ADJ	ADJ;NOM;PL
