kiinnostuneita	interesați	kiinnostua	interesat	V;PRT;PL;V.PTCP;ACT	V;IND;PL;2;IPFV;FIN
valloittaa	cuceri	valloittaa	cucere	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
istuu	stând	istua	sta	V;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
tuntea	simți	tuntea	simți	V;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
tuntea	simte	tuntea	simți	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
tulot	venituri	tulo	venit	N;NOM;PL	N;INDF;FEM;PL
tulot	încasări	tulo	încasare	N;NOM;PL	N;INDF;FEM;PL
tulot	venituri	tulo	venit	N;NOM;PL	N;INDF;FEM;PL
manhattan	manhattan	manhattaa	manhattan	N;NOM;SG	N;INDF;MASC;SG
akateeminen	academic	akateeminen	academic	ADJ;NOM;SG	ADJ;INDF;MASC;SG
solmun	nod	solmu	nod	N;GEN;SG	N;INDF;MASC;SG
teollinen	industrial	teollinen	industrial	ADJ;NOM;SG	ADJ;INDF;MASC;SG
hallitsijat	conducători	hallitsija	conducător	N;NOM;PL	N;INDF;MASC;PL
ensisijainen	prioritar	ensisijainen	prioritar	ADJ;NOM;SG	ADJ;INDF;MASC;SG
poliitikot	politicieni	poliitikko	politician	N;NOM;PL	N;INDF;MASC;PL
vapautta	freedom	vapaus	freedom	N;PRT;SG	N;INDF;MASC;SG
laajentunut	mărită	laajentua	mărita	V;NOM;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
polttoainetta	combustibil	poltto#aine	combustibil	N;PRT;SG	N;INDF;MASC;SG
polttoainetta	carburant	poltto#aine	carburant	N;PRT;SG	N;INDF;MASC;SG
lääkkeitä	medicamente	lääke	medicament	N;PRT;PL	N;INDF;FEM;PL
vahvaa	puternic	vahva	puternic	ADJ;PRT;SG	ADJ;INDF;MASC;SG
kerho	club	kerho	club	N;NOM;SG	N;INDF;MASC;SG
rahoitus	finante	rahoitus	finante	N;NOM;SG	N;INDF;FEM;SG
rahoitus	finanţe	rahoitus	finanţe	N;NOM;SG	N;INDF;MASC;SG
tiibetin	tibet	tiibetti	tibet	N;GEN;SG	N;INDF;MASC;SG
tiibetin	tibet	tiibetti	tibet	N;GEN;SG	N;INDF;MASC;SG
neutraali	neutru	neutraali	neutru	ADJ;NOM;SG	ADJ;INDF;MASC;SG
kohtuullisen	moderat	kohtuullinen	moderat	ADJ;GEN;SG	ADJ;INDF;MASC;SG
vastauksen	răspuns	vastaus	răspuns	N;GEN;SG	N;INDF;MASC;SG
hai	rechin	hai	rechin	N;NOM;SG	N;INDF;MASC;SG
este	obstacol	este	obstacol	N;NOM;SG	N;INDF;MASC;SG
poikkeuksia	excepții	poikkeus	excepție	N;PRT;PL	N;INDF;FEM;PL
poikkeuksia	excepții	poikkeus	excepție	N;PRT;PL	N;INDF;FEM;PL
poikkeuksia	scutiri	poikkeus	scutire	N;PRT;PL	N;INDF;FEM;PL
poikkeuksia	derogări	poikkeus	derogare	N;PRT;PL	N;INDF;FEM;PL
kori	cos	kori	cos	N;NOM;SG	N;INDF;MASC;SG
nuoriso	tineret	nuoriso	tineret	N;NOM;SG	N;INDF;MASC;SG
ehdotuksia	propuneri	ehdotus	propunere	N;PRT;PL	N;INDF;FEM;PL
ehdotuksia	sugestii	ehdotus	sugestie	N;PRT;PL	N;INDF;FEM;PL
signaalin	semnal	signaali	semnal	N;GEN;SG	N;INDF;MASC;SG
johtajia	conducători	johtaja	conducător	N;PRT;PL	N;INDF;MASC;PL
johtajia	lideri	johtaja	lider	N;PRT;PL	N;INDF;MASC;PL
komissio	comision	komissio	comision	N;NOM;SG	N;INDF;MASC;SG
kaveri	tip	kaveri	tip	N;NOM;SG	N;INDF;MASC;SG
kaveri	prieten	kaveri	prieten	N;NOM;SG	N;INDF;MASC;SG
hollanti	dutch	hollanti	dutch	N;NOM;SG	N;INDF;MASC;SG
henkisen	intelectual	henkinen	intelectual	ADJ;GEN;SG	ADJ;INDF;MASC;SG
isis	isis	isis	isis	N;NOM;SG	N;INDF;MASC;SG
lainaa	împrumut	laina	împrumut	N;PRT;SG	N;INDF;MASC;SG
lainaa	împrumut	laina	împrumut	N;PRT;SG	N;INDF;MASC;SG
asiantuntijat	specialisti	asian#tuntija	specialist	N;NOM;PL	N;INDF;MASC;PL
asiantuntijat	experți	asian#tuntija	expert	N;NOM;PL	N;INDF;MASC;PL
asiantuntijat	experti	asian#tuntija	expert	N;NOM;PL	N;INDF;MASC;PL
asentaa	instalează	asentaa	instala	V;SG;NFIN;ACT	V;IND;3;PRS;FIN
liikunta	exercițiu	liikunta	exercițiu	N;NOM;SG	N;INDF;MASC;SG
liikunta	exercitiu	liikunta	exercitiu	N;NOM;SG	N;INDF;MASC;SG
allas	biliard	allas	biliard	N;NOM;SG	N;INDF;MASC;SG
järvessä	lac	järvi	lac	N;IN+ESS;SG	N;INDF;MASC;SG
jalo	noble	jalo	noble	N;NOM;SG	N;INDF;MASC;SG
kersantti	sergent	kersantti	sergent	N;NOM;SG	N;INDF;MASC;SG
metropolitan	metropolitan	metro#politta	metropolitan	N;NOM;SG	N;INDF;MASC;SG
aivot	creiere	aivot	creiere	N;NOM;PL	N;INDF;FEM;PL
munkki	calugar	munkki	calugar	N;NOM;SG	N;INDF;MASC;SG
munkki	călugăr	munkki	călugăr	N;NOM;SG	N;INDF;MASC;SG
block	bloc	block	bloc	N;NOM;SG	N;INDF;MASC;SG
block	block	block	block	N;NOM;SG	N;INDF;MASC;SG
olentoja	ființe	olento	ființă	N;PRT;PL	N;INDF;FEM;PL
olentoja	fiinte	olento	fiinte	N;PRT;PL	N;INDF;FEM;PL
olentoja	creaturi	olento	creatură	N;PRT;PL	N;INDF;FEM;PL
vesillä	ape	vesi	apă	N;AT+ESS
;PL	N;INDF;FEM;PL
markkinointi	marketing	markkinointi	marketing	N;NOM;SG	N;INDF;MASC;SG
kaasua	gaz	kaasu	gaz	N;PRT;SG	N;INDF;MASC;SG
batmanin	batman	batman	batman	N;GEN;SG	N;INDF;MASC;SG
zeus	zeus	zeus	zeu	N;NOM;SG	N;INDF;MASC;SG
syyn	motiv	syy	motiv	N;GEN;SG	N;INDF;MASC;SG
piquet	piquet	piquet	piquet	N;NOM;SG	N;INDF;MASC;SG
lennot	zboruri	lento	zbor	N;NOM;PL	N;INDF;FEM;PL
liikkeiden	mișcări	liike	mișcare	N;GEN;PL	N;INDF;FEM;PL
liikkeiden	miscari	liike	miscar	N;GEN;PL	N;INDF;FEM;PL
konsuli	consul	konsuli	cons	N;NOM;SG	N;INDF;MASC;SG
solo	solo	solo	solo	N;NOM;SG	N;INDF;MASC;SG
kaupallista	comercial	kaupallinen	comercial	ADJ;PRT;SG	ADJ;INDF;MASC;SG
työntekijän	lucrător	työ#tekijä	lucrător	N;GEN;SG	N;INDF;MASC;SG
työntekijän	muncitor	työ#tekijä	muncitor	N;GEN;SG	N;INDF;MASC;SG
vaarallista	periculos	vaarallinen	periculos	ADJ;PRT;SG	ADJ;INDF;MASC;SG
eteneminen	avans	eteneminen	avans	N;NOM;SG	N;INDF;MASC;SG
viholliset	dusmani	vihollinen	dusman	N;NOM;PL	N;INDF;MASC;PL
viholliset	inamici	vihollinen	inamic	N;NOM;PL	N;INDF;MASC;PL
viholliset	dușmani	vihollinen	dușman	N;NOM;PL	N;INDF;MASC;PL
innokas	nerăbdător	innokas	nerăbdător	ADJ;NOM;SG	ADJ;INDF;MASC;SG
innokas	dornic	innokas	dornic	ADJ;NOM;SG	ADJ;INDF;MASC;SG
innokas	entuziast	innokas	entuziast	ADJ;NOM;SG	ADJ;INDF;MASC;SG
kap	cape	kap	cape	N;GEN;SG	N;INDF;MASC;SG
sähköinen	electric	sähköinen	electric	ADJ;NOM;SG	ADJ;INDF;MASC;SG
sähköinen	electronic	sähköinen	electronic	ADJ;NOM;SG	ADJ;INDF;MASC;SG
sähköinen	electric	sähköinen	electric	ADJ;NOM;SG	ADJ;INDF;MASC;SG
melbourne	melbourne	melbourn	melbournă	N;NOM;SG	N;INDF;MASC;SG
fabian	fabian	fabia	fabian	N;GEN;SG	N;INDF;MASC;SG
tehtaiden	uzine	tehdas	uzină	N;GEN;PL	N;INDF;FEM;PL
tehtaiden	fabrici	tehdas	fabrică	N;GEN;PL	N;INDF;FEM;PL
luonnetta	personaj	luonne	personaj	N;PRT;SG	N;INDF;MASC;SG
luonnetta	caracter	luonne	caracter	N;PRT;SG	N;INDF;MASC;SG
orion	orion	orion	orion	N;NOM;SG	N;INDF;MASC;SG
määrät	sume	määrä	sumă	N;NOM;PL	N;INDF;FEM;PL
määrät	cantități	määrä	cantitate	N;NOM;PL	N;INDF;FEM;PL
iskee	lovește	iskeä	lovi	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
teräsmies	superman	teräs#mies	superman	N;NOM;SG	N;INDF;MASC;SG
veroja	impozite	vero	impozit	N;PRT;PL	N;INDF;FEM;PL
veroja	impozite	vero	impozit	N;PRT;PL	N;INDF;FEM;PL
veroja	taxe	vero	taxă	N;PRT;PL	N;INDF;FEM;PL
yksinäinen	singuratic	yksinäinen	singuratic	ADJ;NOM;SG	ADJ;INDF;MASC;SG
yksinäinen	singur	yksinäinen	singur	ADJ;NOM;SG	ADJ;INDF;MASC;SG
neuvoja	sfaturi	neuvo	sfat	N;PRT;PL	N;INDF;FEM;PL
poikkeuksellisesti	excepțional	poikkeuksellisesti	excepțional	ADV	ADV
seksiä	sex	seksi	sex	N;PRT;SG	N;INDF;MASC;SG
esseitä	eseuri	esse	eseu	N;PRT;PL	N;INDF;FEM;PL
fanny	fanny	fanny	fanny	N;NOM;SG	N;INDF;MASC;SG
raketti	rocket	raketti	rocket	N;NOM;SG	N;INDF;MASC;SG
ajettu	conducând	ajaa	conduce	V;NOM;SG;V.PTCP;PASS	V;V.MSDR
vuosisata	secol	vuosi#sata	secol	N;NOM;SG	N;INDF;MASC;SG
periaatteita	principii	periaate	princip	N;PRT;PL	N;INDF;FEM;PL
sisarukset	surori	sisarus	soră	N;NOM;PL	N;INDF;FEM;PL
sisarukset	frați	sisarus	frate	N;NOM;PL	N;INDF;MASC;PL
konkurssin	faliment	konkurssi	faliment	N;GEN;SG	N;INDF;MASC;SG
sisäiset	interne	sisäinen	intern	ADJ;NOM;PL	ADJ;INDF;FEM;PL
piirrokset	schite	piirros	schită	N;NOM;PL	N;INDF;FEM;PL
piirrokset	desene	piirros	desen	N;NOM;PL	N;INDF;FEM;PL
loistava	genial	loistava	genial	ADJ;NOM;SG	ADJ;INDF;MASC;SG
loistava	superb	loistava	superb	ADJ;NOM;SG	ADJ;INDF;MASC;SG
lahjakas	talentat	lahjakas	talentat	ADJ;NOM;SG	ADJ;INDF;MASC;SG
lahjakas	dotat	lahjakas	dota	ADJ;NOM;SG	ADJ;INDF;MASC;SG
lahjakas	înzestrat	lahjakas	înzestra	ADJ;NOM;SG	ADJ;INDF;MASC;SG
lahjakas	talentat	lahjakas	talentat	ADJ;NOM;SG	ADJ;INDF;MASC;SG
pyrkimys	quest	pyrkimys	quest	N;NOM;SG	N;INDF;MASC;SG
riita	litigiu	riita	litigiu	N;NOM;SG	N;INDF;MASC;SG
tavalliset	ordinare	tavallinen	ordinare	ADJ;NOM;PL	ADJ;INDF;FEM;PL
suoritin	procesor	suorittaa	procesor	N;NOM;SG	N;INDF;MASC;SG
suoritin	cpu	suorittaa	cpu	N;NOM;SG	N
flanderin	flamand	flanderi	flama	N;GEN;SG	N;INDF;MASC;SG
arvokas	valoros	arvokas	valoros	ADJ;NOM;SG	ADJ;INDF;MASC;SG
arvokas	prețios	arvokas	prețios	ADJ;NOM;SG	ADJ;INDF;MASC;SG
arvokas	pretios	arvokas	pretios	ADJ;NOM;SG	ADJ;INDF;MASC;SG
matkustajia	pasageri	matkustaja	pasager	N;PRT;PL	N;INDF;MASC;PL
alppien	alpine	alppi	alpin	N;GEN;PL	N;INDF;FEM;PL
loki	log	loki	log	N;NOM;SG	N;INDF;MASC;SG
loki	jurnal	loki	jurnal	N;NOM;SG	N;INDF;MASC;SG
rms	smr	rms	smr	N;NOM;SG	N;INDF;MASC;SG
kgb	kgb	kgb	kgb	N;NOM;SG	N
jarrut	frâne	jarru	frâne	N;NOM;PL	N;INDF;FEM;PL
kristitty	creștin	kristitty	creștin	ADJ;NOM;SG	ADJ;INDF;MASC;SG
turkkilaiset	turci	turkki#lainen	turc	N;NOM;PL	N;INDF;MASC;PL
biologinen	biologic	biologinen	biologic	ADJ;NOM;SG	ADJ;INDF;MASC;SG
riskiä	risc	riski	risc	N;PRT;SG	N;INDF;MASC;SG
välttämätön	indispensabil	välttämätön	indispensabil	ADJ;NOM;SG	ADJ;INDF;MASC;SG
gif	gif	gif	gif	N;NOM;SG	N;INDF;MASC;SG
ihastunut	zdrobi	ihastua	zdrobi	V;NOM;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
sos	sos	sos	sos	N;NOM;SG	N;INDF;MASC;SG
lumen	lumen	lumi	lumen	N;GEN;SG	N;INDF;MASC;SG
ign	ign	ign	ign	N;NOM;SG	N;INDF;MASC
julma	crud	julma	crud	ADJ;NOM;SG	ADJ;INDF;MASC;SG
kommunismin	comunism	kommunismi	comunism	N;GEN;SG	N;INDF;MASC;SG
tavoitteita	goluri	tavoite	gol	N;PRT;PL	N;INDF;FEM;PL
tavoitteita	obiective	tavoite	obiectiv	N;PRT;PL	N;INDF;FEM;PL
yhteisöjen	comunități	yhteisö	comunitate	N;GEN;PL	N;INDF;FEM;PL
kansalaiset	cetățeni	kansalainen	cetățean	N;NOM;PL	N;INDF;MASC;PL
odotetaan	aștept	odottaa	aștepta	V;IND;PRS;FIN;PASS	V;IND;SG;1;PRS;FIN
lohikäärmeen	balaur	lohi#käärme	balaur	N;GEN;SG	N;INDF;MASC;SG
lohikäärmeen	dragon	lohi#käärme	dragon	N;GEN;SG	N;INDF;MASC;SG
vaunu	cărucior	vaunu	cărucior	N;NOM;SG	N;INDF;MASC;SG
vaunu	vagon	vaunu	vagon	N;NOM;SG	N;INDF;MASC;SG
renkaan	pneu	rengas	pneu	N;GEN;SG	N;INDF;MASC;SG
tunteet	emotii	tunne	emotie	N;NOM;PL	N;INDF;FEM;PL
tunteet	emoții	tunne	emoție	N;NOM;PL	N;INDF;FEM;PL
tunteet	sentimente	tunne	sentiment	N;NOM;PL	N;INDF;FEM;PL
käsitteet	notiuni	käsite	notiune	N;NOM;PL	N;INDF;FEM;PL
käsitteet	concepte	käsite	concept	N;NOM;PL	N;INDF;FEM;PL
kenttää	câmp	kenttä	câmp	N;PRT;SG	N;INDF;MASC;SG
kenttää	field	kenttä	field	N;PRT;SG	N;INDF;MASC;SG
kenttää	teren	kenttä	teren	N;PRT;SG	N;INDF;MASC;SG
allegro	allegro	allegro	allegro	N;NOM;SG	N;INDF;MASC;SG
todistajat	martori	todistaja	martor	N;NOM;PL	N;INDF;MASC;PL
todistajat	martori	todistaja	martor	N;NOM;PL	N;INDF;MASC;PL
kurssi	curs	kurssi	curs	N;NOM;SG	N;INDF;MASC;SG
arvostusta	prestigiu	arvostus	prestigiu	N;PRT;SG	N;INDF;MASC;SG
alkoholi	alcool	alkoholi	alcool	N;NOM;SG	N;INDF;MASC;SG
taidot	aptitudini	taito	aptitudine	N;NOM;PL	N;INDF;FEM;PL
taidot	competențe	taito	competență	N;NOM;PL	N;INDF;FEM;PL
lääkkeet	droguri	lääke	drog	N;NOM;PL	N;INDF;FEM;PL
lääkkeet	medicamente	lääke	medicament	N;NOM;PL	N;INDF;FEM;PL
lääkkeet	medicamente	lääke	medicament	N;NOM;PL	N;INDF;FEM;PL
hinnat	preturi	hinta	pretură	N;NOM;PL	N;INDF;FEM;PL
hinnat	prețuri	hinta	preț	N;NOM;PL	N;INDF;FEM;PL
kolmio	triunghi	kolmio	triunghi	N;NOM;SG	N;INDF;MASC;SG
arkeologi	arheolog	arkeologi	arheolog	N;NOM;SG	N;INDF;MASC;SG
arkeologi	arheolog	arkeologi	arheolog	N;NOM;SG	N;INDF;MASC;SG
puutteita	deficiențe	puute	deficiență	N;PRT;PL	N;INDF;FEM;PL
puutteita	slăbiciuni	puute	slăbiciune	N;PRT;PL	N;INDF;FEM;PL
puutteita	deficiențe	puute	deficiență	N;PRT;PL	N;INDF;FEM;PL
helmikuu	februarie	helmikuu	februarie	N;NOM;SG	N;INDF;MASC;SG
salaperäinen	misterios	sala#peräinen	misterios	ADJ;NOM;SG	ADJ;INDF;MASC;SG
hulk	hulk	hulkka	hulk	N;NOM;SG	N;INDF;MASC;SG
coupe	coupe	coupe	coupă	N;NOM;SG	N;INDF;MASC
lääkärit	medici	lääkäri	medic	N;NOM;PL	N;INDF;MASC;PL
lääkärit	doctori	lääkäri	doctor	N;NOM;PL	N;INDF;MASC;PL
lääkärit	medici	lääkäri	medic	N;NOM;PL	N;INDF;MASC;PL
laituri	quay	laituri	quay	N;NOM;SG	N;INDF;MASC;SG
laituri	dig	laituri	dig	N;NOM;SG	N;INDF;MASC;SG
käynnistää	lansează	käynnistää	lansa	V;IND;SG;3;PRS;FIN;ACT	V;IND;3;PRS;FIN
sims	sims	simsi	sims	N;NOM;SG	N;INDF;MASC;SG
karkeasti	aproximativ	karkeasti	aproximativ	ADV	ADV
markkinoiden	piețe	markkinat	piață	N;GEN;PL	N;INDF;FEM;PL
klaani	clan	klaa	clan	N;NOM;SG	N;INDF;MASC;SG
nya	nya	tymä	nya	N;NOM;SG	N;INDF;MASC;SG
maidon	lapte	maito	lapte	N;GEN;SG	N;INDF;MASC;SG
keksiä	inventează	keksiä	inventa	V;SG;NFIN;ACT	V;IND;3;PRS;FIN
keksiä	inventa	keksiä	inventa	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
verkosto	network	verkosto	network	N;NOM;SG	N;INDF;MASC;SG
matkustajat	pasageri	matkustaja	pasager	N;NOM;PL	N;INDF;MASC;PL
matkustajat	călători	matkustaja	călător	N;NOM;PL	N;INDF;MASC;PL
matkustajat	călătorii	matkustaja	călătorie	N;NOM;PL	N;INDF;FEM;PL
matkustajat	pasageri	matkustaja	pasager	N;NOM;PL	N;INDF;MASC;PL
pato	baraj	pato	baraj	N;NOM;SG	N;INDF;MASC;SG
raudan	fier	rauta	fier	N;GEN;SG	N;INDF;MASC;SG
kansanäänestys	referendum	kansan#äänestys	referendum	N;NOM;SG	N;INDF;MASC;SG
pojanpoika	nepot	pojan#poika	nepot	N;NOM;SG	N;INDF;MASC;SG
syvästi	profund	syvästi	profund	ADV	ADV
myrkyllinen	toxic	myrkyllinen	toxic	ADJ;NOM;SG	ADJ;INDF;MASC;SG
myrkyllinen	otrăvitor	myrkyllinen	otrăvitor	ADJ;NOM;SG	ADJ;INDF;MASC;SG
myrkyllinen	otrăvitoare	myrkyllinen	otrăvitor	ADJ;NOM;SG	ADJ;INDF;FEM
myrkyllinen	veninos	myrkyllinen	veninos	ADJ;NOM;SG	ADJ;INDF;MASC;SG
todistus	certificat	todistus	certificat	N;NOM;SG	N;INDF;MASC;SG
ajoneuvo	vehicul	ajo#neuvo	vehicul	N;NOM;SG	N;INDF;MASC;SG
tea	ceai	tea	ceai	N;NOM;SG	N;INDF;MASC;SG
vapaaehtoinen	voluntar	vapaa#ehtoinen	voluntar	ADJ;NOM;SG	ADJ;INDF;MASC;SG
vapaaehtoinen	voluntar	vapaa#ehtoinen	voluntar	ADJ;NOM;SG	ADJ;INDF;MASC;SG
puolison	soț	puoliso	soț	N;GEN;SG	N;INDF;MASC;SG
kreikkaa	grec	kreikka	grec	N;PRT;SG	N;INDF;MASC;SG
hiljattain	recent	hiljattain	recent	ADV	ADV
rakenteet	structuri	rakenne	structură	N;NOM;PL	N;INDF;FEM;PL
liiketoiminta	business	liike#toimi	business	N;NOM;SG	N;INDF;MASC;SG
tutkijoita	cercetatori	tutkija	cercetator	N;PRT;PL	N;INDF;MASC;PL
tutkijoita	cercetători	tutkija	cercetător	N;PRT;PL	N;INDF;MASC;PL
tutkijoita	cercetători	tutkija	cercetător	N;PRT;PL	N;INDF;MASC;PL
kazan	kazan	kaza	kazan	N;NOM;SG	N;INDF;MASC;SG
viikoittain	săptămânal	viikoittain	săptămânal	ADV	ADV
asiantuntijoiden	specialisti	asian#tuntija	specialist	N;GEN;PL	N;INDF;MASC;PL
asiantuntijoiden	experți	asian#tuntija	expert	N;GEN;PL	N;INDF;MASC;PL
asiantuntijoiden	experti	asian#tuntija	expert	N;GEN;PL	N;INDF;MASC;PL
lainsäädäntö	law	lain#säädäntö	law	N;NOM;SG	N;INDF;MASC;SG
päivittää	actualizează	päivittää	actualiza	V;SG;NFIN;ACT	V;IND;3;PRS;FIN
shop	shop	shop	shop	N;NOM;SG	N;INDF;MASC;SG
shop	magazin	shop	magazin	N;NOM;SG	N;INDF;MASC;SG
urkuri	organist	urkuri	organist	N;NOM;SG	N;INDF;MASC;SG
kaivaa	sapă	kaivata	săpa	V;SG;NFIN;ACT	V;IND;3;PRS;FIN
kaivaa	săpând	kaivata	săpa	V;SG;NFIN;ACT	V;V.MSDR
url	url	url	url	N;NOM;SG	N;INDF;MASC;SG
murmanskin	murmansk	murmans	murmansk	N;GEN;SG	N;INDF;MASC;SG
kykyjä	talente	kyky	talent	N;PRT;PL	N;INDF;FEM;PL
vuosikymmenellä	deceniu	vuosi#kymmenen	deceniu	N;AT+ESS
;SG	N;INDF;MASC;SG
näyttö	ecran	näyttö	ecran	N;NOM;SG	N;INDF;MASC;SG
otteita	extracte	ote	extract	N;PRT;PL	N;INDF;FEM;PL
seksuaalinen	sexual	seksuaalinen	sexual	ADJ;NOM;SG	ADJ;INDF;MASC;SG
seksuaalinen	sexual	seksuaalinen	sexual	ADJ;NOM;SG	ADJ;INDF;MASC;SG
ruusun	trandafir	ruusu	trandafir	N;GEN;SG	N;INDF;MASC;SG
egyptiläinen	egiptean	egyptiläinen	egiptean	ADJ;NOM;SG	ADJ;INDF;MASC;SG
fakta	fapt	fakta	fapt	N;NOM;SG	N;INDF;MASC;SG
tilapäisesti	temporar	tila#päisesti	temporar	ADV	ADV
kävely	walk	kävely	walk	N;NOM;SG	N;INDF;MASC;SG
lokit	jurnale	loki	jurnal	N;NOM;PL	N;INDF;FEM;PL
eno	unchi	eno	unchi	N;NOM;SG	N;INDF;MASC;SG
tulivuori	vulcan	tuli#vuori	vulcan	N;NOM;SG	N;INDF;MASC;SG
kaula	gât	kaula	gât	N;NOM;SG	N;INDF;MASC;SG
petroskoi	petrozavodsk	petroskoida	petrozavodske	N;NOM;SG	N;INDF;MASC;SG
kaduilla	străzi	katu	stradă	N;AT+ESS
;PL	N;INDF;FEM;PL
kaduilla	strazi	katu	strad	N;AT+ESS
;PL	N;INDF;FEM;PL
diktaattori	dictator	diktaattori	dictator	N;NOM;SG	N;INDF;MASC;SG
juutalaista	evreu	juutalainen	evreu	N;PRT;SG	N;INDF;MASC;SG
intiaaneja	indieni	intiaani	indian	N;PRT;PL	N;INDF;MASC;PL
rinnakkain	paralel	rinnakkain	paralel	ADV	ADV
hyönteiset	insecte	hyönteinen	insect	N;NOM;PL	N;INDF;FEM;PL
tuomarit	judecători	tuomari	judecător	N;NOM;PL	N;INDF;MASC;PL
suosii	preferă	suosia	prefera	V;IND;SG;3;PRS;FIN;ACT	V;IND;3;PRS;FIN
suosii	favorizează	suosia	favoriza	V;IND;SG;3;PRS;FIN;ACT	V;IND;3;PRS;FIN
sivusta	flanc	sivusta	flanc	N;IN+ABL;SG	N;INDF;MASC;SG
akateemisen	academic	akateeminen	academic	ADJ;GEN;SG	ADJ;INDF;MASC;SG
