que	že	que	že	CONJ	CONJ
universitats	univerzity	universitat	univerzita	N;FEM;PL	N;NOM;FEM;PL
universitats	univerzít	universitat	univerzit	N;FEM;PL	N;GEN;FEM;PL
poders	právomoci	poder	právomoc	N;MASC;PL	N;NOM;FEM;PL
cavallers	páni	cavaller	pán	N;MASC;PL	N;ANIM;NOM;MASC;PL
cavallers	pánov	cavaller	pán	N;MASC;PL	N;ANIM;ACC;MASC;PL
savoia	savoy	saver	savoy	N;FEM;SG	N;NOM;MASC;SG
savoia	savoia	saver	savod	N;FEM;SG	N;NOM;FEM;SG
letònia	lotyšskom	letònia	lotyšský	ADJ;FEM;SG	ADJ;INS;NEUT;SG
equació	rovnica	equació	rovnica	N;FEM;SG	N;NOM;FEM;SG
enterrat	pochovaný	enterrat	pochovaný	ADJ;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
enterrat	pochovaná	enterrat	pochovaný	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
enterrat	pochované	enterrat	pochovaný	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
petició	žiadosť	petició	žiadosť	N;FEM;SG	N;NOM;FEM;SG
petició	požiadavka	petició	požiadavka	N;FEM;SG	N;NOM;FEM;SG
petició	prosba	petició	prosba	N;FEM;SG	N;NOM;FEM;SG
petició	petíciu	petició	petícia	N;FEM;SG	N;ACC;FEM;SG
escapar	uniknúť	escapar	uniknúť	V;NFIN	V;PFV;POS;NFIN
escapar	ujsť	escapar	ujsť	V;NFIN	V;PFV;POS;NFIN
escapar	utiecť	escapar	utiecť	V;NFIN	V;PFV;POS;NFIN
metro	metra	metro	metra	N;MASC;SG	N;INAN;GEN;MASC;SG
metro	metrom	metro	meter	N;MASC;SG	N;INAN;INS;MASC;SG
metro	metro	metro	metro	N;MASC;SG	N;NOM;NEUT;SG
metro	metro	metro	metro	N;MASC;SG	N;NOM;NEUT;SG
diaris	novín	diari	noviny	N;MASC;PL	N;GEN;FEM;PL
diaris	noviny	diari	noviny	N;MASC;PL	N;NOM;FEM;PL
diaris	denníky	diari	denník	N;MASC;PL	N;INAN;NOM;MASC;PL
diaris	časopisy	diari	časopis	N;MASC;PL	N;INAN;NOM;MASC;PL
diaris	denníky	diari	denník	N;MASC;PL	N;INAN;NOM;MASC;PL
càncer	karcinóm	càncer	karcin	N;MASC;SG	N;INAN;NOM;MASC;SG
càncer	rakovina	càncer	rakovina	N;MASC;SG	N;NOM;FEM;SG
càncer	rakovinu	càncer	rakovina	N;MASC;SG	N;ACC;FEM;SG
graus	stupňov	grau	stupeň	N;MASC;PL	N;INAN;GEN;MASC;PL
graus	stupne	grau	stupeň	N;MASC;PL	N;INAN;NOM;MASC;PL
historiadors	historici	historiador	historica	N;MASC;PL	N;ANIM;NOM;MASC;PL
majoritàriament	najčastejšie	majoritàriament	často	ADV	ADV;RL
majoritàriament	väčšinou	majoritàriament	väčšinou	ADV	ADV
majoritàriament	hlavne	majoritàriament	hlavne	ADV	ADV
majoritàriament	prevažne	majoritàriament	prevažne	ADV	ADV
majoritàriament	zväčša	majoritàriament	zväčša	ADV	ADV
usos	použitia	ús	použitie	N;MASC;PL	N;NOM;NEUT;PL
turc	turecká	turc	turecký	ADJ;MASC;SG	ADJ;NOM;FEM;SG
turc	turecké	turc	turecký	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
turc	turecký	turc	turecký	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
caracteritza	charakterizovať	caracteritzar	charakterizovať	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
nominacions	nominácie	nominació	nominácia	N;FEM;PL	N;NOM;FEM;PL
mor	zomrie	mor	zomrieť	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
mor	umrie	mor	umrieť	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
sobirania	zvrchovanosť	sobirania	zvrchovanosť	N;FEM;SG	N;NOM;FEM;SG
sobirania	suverenitu	sobirania	suverenita	N;FEM;SG	N;ACC;FEM;SG
jazz	jazz	jazz	jazz	N;MASC;SG	N;INAN;NOM;MASC;SG
dissenyat	projektované	dissenyat	projektovaný	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dissenyat	navrhnuté	dissenyat	navrhnutý	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dissenyat	konštruované	dissenyat	konštruovaný	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dissenyat	navrhnutá	dissenyat	navrhnutý	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
dissenyat	navrhnutý	dissenyat	navrhnutý	ADJ;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
monedes	mince	moneda	minca	N;FEM;PL	N;NOM;FEM;PL
monedes	meny	moneda	mena	N;FEM;PL	N;NOM;FEM;PL
fragments	fragmenty	fragment	fragment	N;MASC;PL	N;INAN;NOM;MASC;PL
fragments	úlomky	fragment	úlomok	N;MASC;PL	N;INAN;NOM;MASC;PL
temporal	dočasné	temporal	dočasný	ADJ;SG	ADJ;NOM;NEUT;SG
temporal	dočasný	temporal	dočasný	ADJ;SG	ADJ;INAN;NOM;MASC;SG
temporal	dočasná	temporal	dočasný	ADJ;SG	ADJ;NOM;FEM;SG
confederació	konfederáciou	confederació	konfederácia	N;FEM;SG	N;INS;FEM;SG
confederació	konfederácia	confederació	konfederácia	N;FEM;SG	N;NOM;FEM;SG
localització	umiestnenie	localització	umiestnenie	N;FEM;SG	N;NOM;NEUT;SG
localització	miesto	localització	miesto	N;FEM;SG	N;NOM;NEUT;SG
localització	poloha	localització	poloha	N;FEM;SG	N;NOM;FEM;SG
localització	lokalita	localització	lokalita	N;FEM;SG	N;NOM;FEM;SG
senador	senátor	senador	senátor	N;MASC;SG	N;ANIM;NOM;MASC;SG
senador	senátorka	senador	senátorka	N;MASC;SG	N;NOM;FEM;SG
senador	senátora	senador	senátor	N;MASC;SG	N;ANIM;ACC;MASC;SG
basílica	bazilika	basílica	bazilika	N;FEM;SG	N;NOM;FEM;SG
existir	existovať	existir	existovať	V;NFIN	V;IPFV;POS;NFIN
existir	existujú	existir	existovať	V;NFIN	V;IPFV;IND;PL;3;POS;PRS;FIN
potencial	potenciál	potencial	potenciál	N;MASC;SG	N;INAN;NOM;MASC;SG
potencial	potenciálu	potencial	potenciál	N;MASC;SG	N;INAN;GEN;MASC;SG
tennis	tenis	tennis	tenis	N;MASC;SG	N;INAN;NOM;MASC;SG
cobert	zakryté	cobert	zakrytý	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
cobert	pokryté	cobert	pokrytý	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
cobert	pokrytý	cobert	pokrytý	ADJ;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
oficines	úrady	oficina	úrad	N;FEM;PL	N;INAN;NOM;MASC;PL
oficines	kancelárie	oficina	kancelária	N;FEM;PL	N;NOM;FEM;PL
neerlandès	holandská	neerlandès	holandský	ADJ;MASC;SG	ADJ;NOM;FEM;SG
neerlandès	holandské	neerlandès	holandský	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
neerlandès	holandskej	neerlandès	holandský	ADJ;MASC;SG	ADJ;GEN;FEM;SG
neerlandès	holandský	neerlandès	holandský	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
turcs	turci	turc	turec	N;MASC;PL	N;ANIM;NOM;MASC;PL
traduït	preložené	traduït	preložený	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
traduït	preložený	traduït	preložený	ADJ;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
moral	morálny	moral	morálny	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
moral	morálnu	moral	morálny	ADJ;SG	ADJ;ACC;FEM;SG
moral	morálne	moral	morálne	ADJ;SG	ADJ;NOM;NEUT;SG
moral	morálna	moral	morálny	ADJ;SG	ADJ;NOM;FEM;SG
barreja	miešať	barrejar	miešať	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
barreja	zmiešať	barrejar	zmiešať	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
equador	rovník	equador	rovník	N;MASC;SG	N;INAN;NOM;MASC;SG
equador	ekvádor	equador	ekvádor	N;MASC;SG	N;INAN;NOM;MASC;SG
notícia	spravodajstvo	notícia	spravodajstvo	N;FEM;SG	N;NOM;NEUT;SG
notícia	novinka	notícia	novinka	N;FEM;SG	N;NOM;FEM;SG
femelles	samice	femella	samica	N;FEM;PL	N;NOM;NEUT;PL
femelles	samíc	femella	samíc	N;FEM;PL	N;GEN;NEUT;PL
femelles	ženy	femella	žena	N;FEM;PL	N;NOM;FEM;PL
publica	viazať	publicar	viazať	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
publica	zaviazať	publicar	zaviazať	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
publica	spáchať	publicar	spáchať	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
catòlic	katolíckej	catòlic	katolícky	ADJ;MASC;SG	ADJ;GEN;FEM;SG
acer	oceľ	acer	oceľ	N;MASC;SG	N;NOM;FEM;SG
farmàcia	lekáreň	farmàcia	lekáreň	N;FEM;SG	N;NOM;FEM;SG
celebració	oslava	celebració	oslava	N;FEM;SG	N;NOM;FEM;SG
celebració	oslavu	celebració	oslava	N;FEM;SG	N;ACC;FEM;SG
informe	správa	informe	správa	N;MASC;SG	N;NOM;FEM;SG
informe	hlásenie	informe	hlásenie	N;MASC;SG	N;NOM;NEUT;SG
dictadura	diktatúra	dictadura	diktatúra	N;FEM;SG	N;NOM;FEM;SG
finlàndia	fínska	finlàndia	fínsky	ADJ;FEM;SG	ADJ;NOM;FEM;SG
recents	posledných	recent	posledný	ADJ;PL	ADJ;GEN;MASC;PL
cursos	kurzy	curs	kurza	N;MASC;PL	N;INAN;NOM;MASC;PL
cursos	kurzov	curs	kurzov	N;MASC;PL	N;INAN;GEN;MASC;PL
seqüència	postupnosť	seqüència	postupnosť	N;FEM;SG	N;NOM;FEM;SG
seqüència	sekvencia	seqüència	sekvencia	N;FEM;SG	N;NOM;FEM;SG
galícia	galícii	galícia	galícia	N;FEM;SG	N;DAT;FEM;SG
flux	tok	flux	tok	N;MASC;SG	N;INAN;NOM;MASC;SG
flux	toku	flux	tok	N;MASC;SG	N;INAN;GEN;MASC;SG
flux	prietok	flux	prietok	N;MASC;SG	N;INAN;NOM;MASC;SG
acabada	hotové	acabar	hotový	ADJ;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG
acabada	ukončené	acabar	ukončený	ADJ;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
acabada	dokončené	acabar	dokončený	ADJ;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
estàtua	sochu	estàtua	socha	N;FEM;SG	N;ACC;FEM;SG
estàtua	socha	estàtua	socha	N;FEM;SG	N;NOM;FEM;SG
secundari	sekundárne	secundari	sekundárne	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
secundari	sekundárna	secundari	sekundárny	ADJ;MASC;SG	ADJ;NOM;FEM;SG
secundari	sekundárny	secundari	sekundárny	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG
secundari	druhotné	secundari	druhotný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
cotxe	auto	cotxe	auto	N;MASC;SG	N;NOM;NEUT;SG
cotxe	autom	cotxe	auto	N;MASC;SG	N;INS;NEUT;SG
registres	záznamy	registre	záznam	N;MASC;PL	N;INAN;NOM;MASC;PL
registres	záznamov	registre	záznam	N;MASC;PL	N;INAN;GEN;MASC;PL
registres	platne	registre	platňa	N;MASC;PL	N;NOM;FEM;PL
esforços	snahy	esforç	snaha	N;MASC;PL	N;NOM;FEM;PL
líders	predstavitelia	líder	predstaviteľ	N;PL	N;ANIM;NOM;MASC;PL
líders	lídri	líder	lídri	N;PL	N;ANIM;NOM;MASC;PL
líders	vodcovia	líder	vodca	N;PL	N;ANIM;NOM;MASC;PL
líders	vodcov	líder	vodca	N;PL	N;ANIM;ACC;MASC;PL
fotos	fotografie	foto	fotografia	N;FEM;PL	N;NOM;FEM;PL
fotos	fotky	foto	fotka	N;FEM;PL	N;NOM;FEM;PL
fotos	fotiek	foto	fotka	N;FEM;PL	N;GEN;FEM;PL
jardins	záhrad	jardí	záhrad	N;MASC;PL	N;GEN;FEM;PL
jardins	záhrady	jardí	záhrada	N;MASC;PL	N;NOM;FEM;PL
soviètic	sovietsky	soviètic	sovietsky	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
soviètic	sovietskeho	soviètic	sovietsky	ADJ;MASC;SG	ADJ;GEN;MASC;SG
seguidors	stopárov	seguidor	stopár	N;MASC;PL	N;ANIM;ACC;MASC;PL
campanyes	kampaní	campanya	kampaň	N;FEM;PL	N;GEN;FEM;PL
campanyes	kampane	campanya	kampaň	N;FEM;PL	N;NOM;FEM;PL
cinquè	piaty	cinquè	piaty	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG
cinquè	piata	cinquè	piata	ADJ;MASC;SG	ADJ;NOM;FEM;SG
cinquè	piate	cinquè	piaty	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
noia	dievča	noia	dievča	N;FEM;SG	N;NOM;NEUT;SG
noia	dievčatko	noia	dievčatko	N;FEM;SG	N;NOM;NEUT;SG
aprendre	učiť	aprendre	učiť	V;NFIN	V;IPFV;POS;NFIN
radiació	radiácia	radiació	radiácia	N;FEM;SG	N;NOM;FEM;SG
radiació	žiarenie	radiació	žiarenie	N;FEM;SG	N;NOM;NEUT;SG
noblesa	vznešenosť	noblesa	vznešenosť	N;FEM;SG	N;NOM;FEM;SG
interessant	zaujímavá	interessant	zaujímavý	ADJ;SG	ADJ;NOM;FEM;SG
interessant	zaujímavé	interessant	zaujímavý	ADJ;SG	ADJ;NOM;NEUT;SG
interessant	zaujímavý	interessant	zaujímavý	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
químic	chemické	químic	chemický	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
químic	chemická	químic	chemický	ADJ;MASC;SG	ADJ;NOM;FEM;SG
químic	chemickej	químic	chemický	ADJ;MASC;SG	ADJ;GEN;FEM;SG
químic	chemický	químic	chemický	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG
pertanyen	patria	pertànyer	patriť	V;IND;PL;3;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
pertanyen	patriť	pertànyer	patriť	V;IND;PL;3;PRS;FIN	V;IPFV;POS;NFIN
ports	prístavy	port	prístava	N;MASC;PL	N;NOM;FEM;PL
ports	prístavov	port	prístav	N;MASC;PL	N;INAN;GEN;MASC;PL
idiomes	jazyky	idioma	jazyk	N;MASC;PL	N;INAN;NOM;MASC;PL
idiomes	jazykoch	idioma	jazyk	N;MASC;PL	N;INAN;GEN;MASC;PL
idiomes	jazykov	idioma	jazyk	N;MASC;PL	N;INAN;GEN;MASC;PL
teories	teórií	teoria	teória	N;FEM;PL	N;GEN;FEM;PL
teories	teórie	teoria	teória	N;FEM;PL	N;NOM;FEM;PL
catòlics	katolíkov	catòlic	katolík	N;MASC;PL	N;ANIM;ACC;MASC;PL
raça	plemeno	raça	plemeno	N;FEM;SG	N;NOM;NEUT;SG
missions	misií	missió	misia	N;FEM;PL	N;GEN;FEM;PL
missions	misie	missió	misia	N;FEM;PL	N;NOM;FEM;PL
missions	poslania	missió	poslanie	N;FEM;PL	N;NOM;NEUT;PL
navegació	navigácia	navegació	navigácia	N;FEM;SG	N;NOM;FEM;SG
navegació	navigáciu	navegació	navigácia	N;FEM;SG	N;ACC;FEM;SG
hidrogen	vodík	hidrogen	vodík	N;MASC;SG	N;INAN;NOM;MASC;SG
hidrogen	vodíka	hidrogen	vodík	N;MASC;SG	N;INAN;GEN;MASC;SG
jurisdicció	príslušnosť	jurisdicció	príslušnosť	N;FEM;SG	N;NOM;FEM;SG
jurisdicció	právomoc	jurisdicció	právomoc	N;FEM;SG	N;NOM;FEM;SG
separació	oddeľovanie	separació	oddeľovanie	N;FEM;SG	N;NOM;NEUT;SG
separació	oddelenie	separació	oddelenie	N;FEM;SG	N;NOM;NEUT;SG
popularitat	popularita	popularitat	popularita	N;FEM;SG	N;NOM;FEM;SG
divisions	divízie	divisió	divízia	N;FEM;PL	N;NOM;FEM;PL
divisions	odbory	divisió	odbor	N;FEM;PL	N;INAN;NOM;MASC;PL
símbols	symboly	símbol	symbol	N;MASC;PL	N;INAN;NOM;MASC;PL
símbols	symbolov	símbol	symbol	N;MASC;PL	N;INAN;GEN;MASC;PL
literari	literárny	literari	literárny	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
indis	indiáni	indi	indiáň	N;MASC;PL	N;ANIM;NOM;MASC;PL
indis	indiánov	indi	indián	N;MASC;PL	N;ANIM;ACC;MASC;PL
senyora	madam	senyora	madam	N;FEM;SG	N;NOM;FEM;SG
senyora	pani	senyora	pani	N;FEM;SG	N;NOM;FEM;SG
senyora	dáma	senyora	dáma	N;FEM;SG	N;NOM;FEM;SG
senyora	lady	senyora	lada	N;FEM;SG	N;NOM;FEM;SG
sort	štastie	sort	štastie	N;FEM;SG	N;NOM;NEUT;SG
sort	šťastie	sort	šťastie	N;FEM;SG	N;NOM;NEUT;SG
andalusia	andalúzii	andalusia	andalúzia	N;FEM;SG	N;DAT;FEM;SG
índex	index	índex	index	N;MASC;SG	N;INAN;NOM;MASC;SG
mecànica	mechanické	mecànic	mechanický	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
mecànica	mechanická	mecànic	mechanický	ADJ;FEM;SG	ADJ;NOM;FEM;SG
mecànica	mechanický	mecànic	mechanický	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG
realització	realizácia	realització	realizácia	N;FEM;SG	N;NOM;FEM;SG
realització	uvedomenie	realització	uvedomenie	N;FEM;SG	N;NOM;NEUT;SG
realització	realizácia	realització	realizácia	N;FEM;SG	N;NOM;FEM;SG
explotació	vykorisťovanie	explotació	vykorisťovanie	N;FEM;SG	N;NOM;NEUT;SG
explotació	využívanie	explotació	využívanie	N;FEM;SG	N;NOM;NEUT;SG
conservador	konzervatívne	conservador	konzervatívne	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
conservador	konzervatívny	conservador	konzervatívny	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
preparar	pripraviť	preparar	pripraviť	V;NFIN	V;PFV;POS;NFIN
concepció	koncepcia	concepció	koncepcia	N;FEM;SG	N;NOM;FEM;SG
passos	krokov	pas	krok	N;MASC;PL	N;INAN;GEN;MASC;PL
passos	schody	pas	schod	N;MASC;PL	N;INAN;NOM;MASC;PL
passos	kroky	pas	krok	N;MASC;PL	N;INAN;NOM;MASC;PL
passos	stopách	pas	stopa	N;MASC;PL	N;GEN;FEM;PL
passos	kroky	pas	krok	N;MASC;PL	N;INAN;NOM;MASC;PL
mecanisme	mechanizmus	mecanisme	mechanizmus	N;MASC;SG	N;INAN;NOM;MASC;SG
empresari	podnikateľ	empresari	podnikateľ	N;MASC;SG	N;ANIM;NOM;MASC;SG
empresari	zamestnávateľa	empresari	zamestnávateľ	N;MASC;SG	N;ANIM;ACC;MASC;SG
empresari	zamestnávateľ	empresari	zamestnávateľ	N;MASC;SG	N;ANIM;NOM;MASC;SG
empresari	zamestnávateľom	empresari	zamestnávateľ	N;MASC;SG	N;ANIM;INS;MASC;SG
regles	pravidlá	regla	pravidlo	N;FEM;PL	N;NOM;NEUT;PL
regles	pravidlách	regla	pravidlo	N;FEM;PL	N;INS;NEUT;PL
regles	pravidiel	regla	pravidlo	N;FEM;PL	N;GEN;NEUT;PL
regles	predpisy	regla	predpis	N;FEM;PL	N;INAN;NOM;MASC;PL
regles	pravidla	regla	pravidlo	N;FEM;PL	N;NOM;NEUT;PL
regles	vládcovia	regla	vládca	N;FEM;PL	N;ANIM;NOM;MASC;PL
conservat	zachované	conservar	zachovaný	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
conservat	konzervované	conservar	konzervovaný	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
exclusivament	výhradne	exclusivament	výhradne	ADV	ADV
exclusivament	výlučne	exclusivament	výlučne	ADV	ADV
xarxes	siete	xarxa	sieť	N;FEM;PL	N;NOM;FEM;PL
xarxes	sietí	xarxa	sieť	N;FEM;PL	N;GEN;FEM;PL
senyals	signály	senyal	signál	N;MASC;PL	N;INAN;NOM;MASC;PL
senyals	signálov	senyal	signál	N;MASC;PL	N;INAN;GEN;MASC;PL
senyals	znaky	senyal	znak	N;MASC;PL	N;INAN;NOM;MASC;PL
senyals	znamenia	senyal	znamenie	N;MASC;PL	N;NOM;NEUT;PL
senyals	príznaky	senyal	príznak	N;MASC;PL	N;INAN;NOM;MASC;PL
senyals	značky	senyal	značka	N;MASC;PL	N;NOM;FEM;PL
prat	prat	prat	prat	N;MASC;SG	N;INAN;NOM;MASC;SG
eina	nástroja	eina	nástroj	N;FEM;SG	N;INAN;GEN;MASC;SG
eina	nástroj	eina	nástroj	N;FEM;SG	N;INAN;NOM;MASC;SG
eina	náradie	eina	náradie	N;FEM;SG	N;NOM;NEUT;SG
termini	pojem	termini	pojem	N;MASC;SG	N;INAN;NOM;MASC;SG
termini	termín	termini	termina	N;MASC;SG	N;INAN;NOM;MASC;SG
termini	pomenovanie	termini	pomenovanie	N;MASC;SG	N;NOM;NEUT;SG
alaska	aljašku	alaskar	aljaška	N;MASC;SG	N;INAN;GEN;MASC;SG
competir	súperiť	competir	súperiť	V;NFIN	V;IPFV;POS;NFIN
competir	súťažiť	competir	súťažiť	V;NFIN	V;IPFV;POS;NFIN
competir	konkurovať	competir	konkurovať	V;NFIN	V;IPFV;POS;NFIN
assistència	pomoc	assistència	pomoc	N;FEM;SG	N;ACC;FEM;SG
matí	ráno	matí	ráno	N;MASC;SG	N;NOM;NEUT;SG
distingir	rozlišovať	distingir	rozlišovať	V;NFIN	V;IPFV;POS;NFIN
caràcters	postavy	caràcter	postava	N;MASC;PL	N;NOM;FEM;PL
caràcters	znaky	caràcter	znak	N;MASC;PL	N;INAN;NOM;MASC;PL
caràcters	znakov	caràcter	znak	N;MASC;PL	N;INAN;GEN;MASC;PL
investigacions	vyšetrovania	investigació	vyšetrovanie	N;FEM;PL	N;NOM;NEUT;PL
investigacions	vyšetrenia	investigació	vyšetrenie	N;FEM;PL	N;NOM;NEUT;PL
regla	pravidlo	regla	pravidlo	N;FEM;SG	N;NOM;NEUT;SG
desenvolupa	vyvíja	desenvolupar	vyvíjať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
desenvolupa	rozvíja	desenvolupar	rozvíjať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
campiona	champion	campiona	champion	N;FEM;SG	N;ANIM;NOM;MASC;SG
campiona	šampión	campiona	šampión	N;FEM;SG	N;ANIM;NOM;MASC;SG
repartiment	cast	repartiment	cast	N;MASC;SG	N;NOM;FEM;SG
repartiment	obsadenie	repartiment	obsadenie	N;MASC;SG	N;NOM;NEUT;SG
causes	príčiny	causa	príčina	N;FEM;PL	N;NOM;FEM;PL
causes	príčin	causa	príčina	N;FEM;PL	N;GEN;FEM;PL
parcialment	čiastočne	parcialment	čiastočne	ADV	ADV
parcialment	čiastočne	parcialment	čiastočne	ADV	ADV
alternativa	alternatíva	alternativa	alternatíva	N;FEM;SG	N;NOM;FEM;SG
debat	diskusia	debat	diskusi	N;MASC;SG	N;NOM;FEM;SG
debat	diskusiu	debat	diskusia	N;MASC;SG	N;ACC;FEM;SG
debat	diskusia	debat	diskusi	N;MASC;SG	N;NOM;FEM;SG
debat	rozprava	debat	rozprava	N;MASC;SG	N;NOM;FEM;SG
debat	debata	debat	debata	N;MASC;SG	N;NOM;FEM;SG
compromís	zapojenie	compromís	zapojenie	N;MASC;SG	N;NOM;NEUT;SG
compromís	interakcia	compromís	interakcia	N;MASC;SG	N;NOM;FEM;SG
compromís	angažovanosť	compromís	angažovanosť	N;MASC;SG	N;NOM;FEM;SG
compromís	odhodlanie	compromís	odhodlanie	N;MASC;SG	N;NOM;NEUT;SG
compromís	záväzok	compromís	záväzok	N;MASC;SG	N;INAN;NOM;MASC;SG
compromís	angažovanosť	compromís	angažovanosť	N;MASC;SG	N;NOM;FEM;SG
absoluta	absolútna	absolut	absolútny	ADJ;FEM;SG	ADJ;NOM;FEM;SG
absoluta	absolútny	absolut	absolútny	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;SG
aprovat	schválený	aprovat	schválený	ADJ;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG
aprovat	schválená	aprovat	schválený	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
aprovat	schválené	aprovat	schválený	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
contes	príbehov	conte	príbeh	N;MASC;PL	N;INAN;GEN;MASC;PL
professió	povolanie	professió	povolanie	N;FEM;SG	N;NOM;NEUT;SG
professió	profesia	professió	profesi	N;FEM;SG	N;NOM;NEUT;SG
quantitats	množstvá	quantitat	množstvo	N;FEM;PL	N;NOM;NEUT;PL
audiència	publikum	audiència	publikum	N;FEM;SG	N;NOM;NEUT;SG
audiència	obecenstvo	audiència	obecenstvo	N;FEM;SG	N;NOM;NEUT;SG
suprem	supreme	suprem	suprem	N;MASC;SG	N;INAN;NOM;MASC;SG
quadres	stoly	quadre	stôl	N;MASC;PL	N;INAN;NOM;MASC;PL
quadres	tabuľky	quadre	tabuľka	N;MASC;PL	N;NOM;FEM;PL
existents	existujúcich	existent	existujúci	ADJ;PL	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
estatut	štatútu	estatut	štatút	N;MASC;SG	N;INAN;GEN;MASC;SG
estatut	štatút	estatut	štatút	N;MASC;SG	N;INAN;NOM;MASC;SG
editors	redaktorov	editor	redaktor	N;MASC;PL	N;ANIM;ACC;MASC;PL
coneixements	znalosti	coneixement	znalosť	N;MASC;PL	N;NOM;FEM;PL
coneixements	poznatky	coneixement	poznatok	N;MASC;PL	N;INAN;NOM;MASC;PL
coneixements	vedomosti	coneixement	vedomosť	N;MASC;PL	N;NOM;FEM;PL
coneixements	vedomostí	coneixement	vedomosť	N;MASC;PL	N;GEN;FEM;PL
òrgan	orgán	òrgan	orgán	N;MASC;SG	N;INAN;NOM;MASC;SG
polonès	poľská	polonès	poľský	ADJ;MASC;SG	ADJ;NOM;FEM;SG
polonès	poľské	polonès	poľský	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
polonès	poľský	polonès	poľský	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
competicions	súťaže	competició	súťaž	N;FEM;PL	N;NOM;FEM;PL
competicions	súťaží	competició	súťaž	N;FEM;PL	N;GEN;FEM;PL
oklahoma	oklahoma	oklahom	oklah	N;MASC;SG	N;INAN;NOM;MASC;SG
diumenge	nedeľa	diumenge	nedeľa	N	N;NOM;FEM;SG
