dan	ve	dan	ve	CONJ	CONJ
sastra	edebiyat	sastra	edebiyat	N	N;NOM;SG;3
digital	dijital	digital	dijital	N;SG	N;NOM;SG;3
ibukota	başkenti	ibukota	başkent	N;SG	N;NOM;SG;3
laboratorium	laboratuar	laboratorium	laboratuar	N	N;NOM;SG;3
laboratorium	laboratuar	laboratorium	laboratuar	N	N;NOM;SG;3
laboratorium	laboratuvarları	laboratorium	laboratuvar	N	N;ACC;PL;3
laboratorium	laboratuar	laboratorium	laboratuar	N	N;NOM;SG;3
diambil	alınmış	diambil	al	V;SG;PASS	V;PFV;NFH;IND;POS;PST;PASS
diambil	alındı	diambil	al	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
diambil	alınan	diambil	al	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
diambil	aldı	diambil	al	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
diambil	alınır	diambil	al	V;SG;PASS	V;IPFV;IND;SG;3;POS;PASS
cabang	dalın	cabang	dal	N;SG	N;GEN;SG;3
hotel	otelde	hotel	otel	N;SG	N;ESS;SG;3
hotel	otel	hotel	otel	N;SG	N;NOM;SG;3
hotel	hotel	hotel	hotel	N;SG	N;NOM;SG;3
hotel	otel	hotel	otel	N;SG	N;NOM;SG;3
novel	romanlar	novel	roman	N	N;NOM;PL;3
sifat	emlak	sifat	emlak	N;SG	N;NOM;SG;3
tulisan	yazarlık	tulisan	yazarlık	N;SG	N;NOM;SG;3
diadakan	tutulan	diadakan	tut	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
diadakan	düzenlenen	diadakan	düzenle	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
listrik	elektrik	listrik	elektrik	N;SG	N;NOM;SG;3
listrik	elektrik	listrik	elektrik	N;SG	N;NOM;SG;3
listrik	elektrik	listrik	elektrik	N;SG	N;NOM;SG;3
studio	stüdyosu	studio	stüdyo	N;SG	N;NOM;SG;3
maskapai	havayolları	maskapai	havayol	N	N;NOM;PL;3
maskapai	havayolu	maskapai	havayolu	N	N;NOM;SG;3
tradisi	gelenek	tradisi	gelenek	N;SG	N;NOM;SG;3
tradisi	gelenek	tradisi	gelenek	N;SG	N;NOM;SG;3
diproduksi	üretildi	diproduksi	üre	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
diproduksi	üretilmiş	diproduksi	üre	V;SG;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
diproduksi	üretilen	diproduksi	üre	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
diproduksi	üretilen	diproduksi	üre	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
diproduksi	üretilmiş	diproduksi	üre	V;SG;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
meningkatkan	artıyor	mentingkatkan	art	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
pasal	bolum	pasal	bol	N;SG	N;NOM;SG;3
pasal	madde	pasal	madde	N;SG	N;NOM;SG;3
pasal	makale	pasal	makale	N;SG	N;NOM;SG;3
dibentuk	oluştu	dibentuk	oluş	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
dibentuk	oluşturulmuş	dibentuk	oluş	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
siswa	öğrenci	siswa	öğrenci	N;SG	N;NOM;SG;3
jelas	açık	jelas	açık	ADJ;SG	ADJ
keuangan	finansman	keuangan	finansman	N;SG	N;NOM;SG;3
memang	hakikaten	memang	hakikaten	ADV	ADV
memang	gerçekten	memang	gerçekten	ADV	ADV
kemungkinan	olasılık	kemungkinan	olasılık	N;SG	N;NOM;SG;3
kemungkinan	olasılık	kemungkinan	olasılık	N;SG	N;NOM;SG;3
kemungkinan	olasılık	kemungkinan	olasılık	N;SG	N;NOM;SG;3
berakhir	bitiyor	berakhir	bit	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
berakhir	biter	berakhir	bit	V;SG;ACT	V;IPFV;IND;SG;3;POS
pimpinan	liderlik	pimpinan	liderlik	N;SG	N;NOM;SG;3
kemerdekaan	özgürlük	kemerdekaan	özgürlük	N;SG	N;NOM;SG;3
kemerdekaan	özgürlüğü	kemerdekaan	özgürlük	N;SG	N;ACC;SG;3
kemerdekaan	hürriyet	kemerdekaan	hürriyet	N;SG	N;NOM;SG;3
kemerdekaan	bağımsızlığı	kemerdekaan	bağımsızlık	N;SG	N;ACC;SG;3
kemerdekaan	bağımsızlık	kemerdekaan	bağımsızlık	N;SG	N;NOM;SG;3
berusaha	denemek	berusaha	de	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
publik	kamu	publik	kamu	N	N;NOM;SG;3
sutradara	direktör	sutradara	direk	N;SG	N;NOM;SG;3
angka	numarası	angka	numara	N;SG	N;NOM;SG;3
konsep	taslağı	konsep	taslak	N;SG	N;NOM;SG;3
mengembangkan	gelişmekte	menkembangkan	geliş	V;SG;ACT	V;PROG;IND;SG;3;POS;FORM;PRS
mengembangkan	gelişmiş	menkembangkan	geliş	V;SG;ACT	V;PFV;NFH;IND;POS;PST;V.PTCP
merasa	hissediyorum	menrasa	hisset	V;SG;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
merasa	hissetmek	menrasa	hisset	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
merasa	hissediyorum	menrasa	hisset	V;SG;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
merasa	hissediyor	menrasa	hisset	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
merasa	hissediyorum	menrasa	hisset	V;SG;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
merasa	hissediyor	menrasa	hisset	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
merasa	hissetmek	menrasa	hisset	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
merasa	hissettim	menrasa	hisset	V;SG;ACT	V;PFV;IND;SG;1;POS;PST
disutradarai	yönlendirilmiş	disutradarai	yönlen	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
danau	gol	danau	gol	N;SG	N;NOM;SG;3
danau	lake	danau	lake	N;SG	N;NOM;SG;3
danau	gölü	danau	göl	N;SG	N;ACC;SG;3
area	alanı	area	alan	N;SG	N;NOM;SG;3
tahu	biliyor	tahu	bil	V;SG	V;PROG;IND;SG;3;POS;INFM;PRS
bupati	vekiller	bupati	vekil	N	N;NOM;PL;3
ukuran	büyüklük	ukuran	büyüklük	N;SG	N;NOM;SG;3
ukuran	boyu	ukuran	boy	N;SG	N;NOM;SG;3
dikembangkan	gelişmiş	dikembangkan	geliş	V;SG;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP
dikembangkan	geliştirilmiş	dikembangkan	geliş	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
dikembangkan	geliştirildi	dikembangkan	geliş	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
direktur	direktör	direktur	direk	N;SG	N;NOM;SG;3
pesan	mesajınız	pesan	mesaj	N;SG	N;NOM;SG;3
pesan	mesajı	pesan	mesaj	N;SG	N;ACC;SG;3
pertahanan	defans	pertahanan	defans	N;SG	N;NOM;SG;3
pertahanan	defans	pertahanan	defans	N;SG	N;NOM;SG;3
menampilkan	gösteriyor	mentampilkan	göster	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
menampilkan	gösteriyor	mentampilkan	göster	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
pekerjaan	iş	pekerjaan	iş	N;SG	N;NOM;SG;3
pekerjaan	iş	pekerjaan	iş	N;SG	N;NOM;SG;3
pekerjaan	iş	pekerjaan	iş	N;SG	N;NOM;SG;3
kementerian	bakanlığı	kementerian	bakanlık	N;SG	N;NOM;SG;3
kementerian	bakanlık	kementerian	bakanlık	N;SG	N;NOM;SG;3
rencana	planı	rencana	plan	N;SG	N;ACC;SG;3
aliran	akımı	aliran	akım	N;SG	N;NOM;SG;3
aliran	akışı	aliran	akış	N;SG	N;NOM;SG;3
berjalan	yürüyen	berjalan	yürü	V;SG;ACT	V;PFV;IND;POS;PRS;V.PTCP
berjalan	yürümek	berjalan	yürü	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
berjalan	yürüyorum	berjalan	yürü	V;SG;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
berjalan	yürüyor	berjalan	yürü	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
berjalan	koşarak	berjalan	koş	V;SG;ACT	V;PFV;IND;POS;PRS;V.CVB
berjalan	koşmak	berjalan	koş	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
berjalan	koşarken	berjalan	koş	V;SG;ACT	V;IPFV;IND;SG;3;POS;V.CVB
berjalan	koşuyor	berjalan	koş	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
berjalan	yürü	berjalan	yürü	V;SG;ACT	V;PFV;IMP;SG;2;POS;PRS
penumpang	yolcusu	pentumpang	yolcu	N;SG	N;NOM;SG;3
upacara	töreni	upacara	tören	N;SG	N;NOM;SG;3
manajemen	yönetimi	manajemen	yönetim	N;SG	N;NOM;SG;3
manajemen	menajerlik	manajemen	menajerlik	N;SG	N;NOM;SG;3
terkait	bağlandı	terkait	bağla	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
terkait	bağlanmış	terkait	bağla	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
murid	öğrenci	murid	öğrenci	N;SG	N;NOM;SG;3
mengandung	içerdiği	menkandung	içer	V;SG;ACT	V;PFV;IND;POS;PST;V.PTCP
mengandung	içeriyor	menkandung	içer	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
mengandung	içeriyor	menkandung	içer	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
saluran	kanalı	saluran	kanalı	N;SG	N;ACC;SG;3
akademi	akademi	akademi	akadem	N;SG	N;NOM;SG;3
akademi	akademisi	akademi	akadem	N;SG	N;NOM;SG;3
akademi	akademide	akademi	akadem	N;SG	N;ESS;SG;3
pinjaman	kredi	pinjaman	kredi	N;SG	N;NOM;SG;3
metode	yöntemi	metode	yöntem	N;SG	N;ACC;SG;3
metode	yöntem	metode	yöntem	N;SG	N;NOM;SG;3
predator	yırtıcılar	predator	yırtıcı	N	N;NOM;PL;3
cahaya	aydınlık	cahaya	aydınlık	N;SG	N;NOM;SG;3
pengaruh	etkisi	pengaruh	etki	N;SG	N;NOM;SG;3
airlines	havayolları	airlines	havayol	N	N;NOM;PL;3
airlines	airlines	airlines	airlines	N	N;NOM;SG;3
airlines	havayolu	airlines	havayolu	N	N;NOM;SG;3
kompetisi	müsabaka	kompetisi	müsabaka	N;SG	N;NOM;SG;3
hijau	yeşil	hijau	yeşil	ADJ;SG	ADJ
hijau	yeşili	hijau	yeşil	ADJ;SG	ADJ;ACC;SG;3
kecepatan	sürat	kecepatan	sürat	N;SG	N;NOM;SG;3
mengetahui	bilmek	menketahui	bil	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
mencoba	denemek	mencoba	de	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
mencoba	denedi	mencoba	dene	V;SG;ACT	V;PFV;IND;SG;3;POS;PST
mencoba	denedim	mencoba	dene	V;SG;ACT	V;PFV;IND;SG;1;POS;PST
pasangan	partner	pasangan	partner	N;SG	N;NOM;SG;3
menolak	reddetmek	mentolak	reddet	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
menolak	reddetti	mentolak	reddet	V;SG;ACT	V;PFV;IND;SG;3;POS;PST
menolak	reddetmek	mentolak	reddet	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
mengubah	değişiyor	menubah	değiş	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
korban	zayiat	korban	zayiat	N;SG	N;NOM;SG;3
pelabuhan	limanı	penlabuhan	liman	N;SG	N;NOM;SG;3
genre	türler	genre	tür	N	N;NOM;PL;3
jembatan	briç	jembatan	briç	N;SG	N;NOM;SG;3
jembatan	köprüsü	jembatan	köprü	N;SG	N;NOM;SG;3
yayasan	vakfı	yayasan	vakıf	N;SG	N;ACC;SG;3
keamanan	güvenlik	keamanan	güvenlik	N;SG	N;NOM;SG;3
keamanan	güvenliği	keamanan	güvenlik	N;SG	N;NOM;SG;3
keamanan	emniyet	keamanan	emniyet	N;SG	N;NOM;SG;3
keamanan	güvenlik	keamanan	güvenlik	N;SG	N;NOM;SG;3
keamanan	emniyeti	keamanan	emniyet	N;SG	N;ACC;SG;3
pendiri	kurucusu	pendiri	kurucu	N;SG	N;NOM;SG;3
perbedaan	fark	perbedaan	fark	N;SG	N;NOM;SG;3
perbedaan	tutarsızlık	perbedaan	tutarsızlık	N;SG	N;NOM;SG;3
pintu	kapı	pintu	kapı	N;SG	N;NOM;SG;3
pintu	kapı	pintu	kapı	N;SG	N;NOM;SG;3
pembuat	yaradan	penbuat	yara	N;SG	N;AT+ABL;SG;3
pembuat	yaratıcısı	penbuat	yaratıcı	N;SG	N;NOM;SG;3
tumbuh	büyüyor	tumbuh	büyü	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
tumbuh	büyümek	tumbuh	büyü	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
tumbuh	büyümüş	tumbuh	büyü	V;SG;ACT	V;PFV;NFH;IND;SG;3;POS;PST
tumbuh	büyüdü	tumbuh	büyü	V;SG;ACT	V;PFV;IND;SG;3;POS;PST
tumbuh	büyümek	tumbuh	büyü	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
tumbuh	büyüyor	tumbuh	büyü	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
menciptakan	yaratma	menciptakan	yarat	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
menciptakan	yaratmak	menciptakan	yarat	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
menciptakan	yaratır	menciptakan	yarat	V;SG;ACT	V;IPFV;IND;SG;3;POS
difusi	difüzyon	difusi	difüzyon	N;SG	N;NOM;SG;3
jasa	hizmet	jasa	hizmet	N;SG	N;NOM;SG;3
jasa	servisi	jasa	servi	N;SG	N;NOM;SG;3
jasa	hizmet	jasa	hizmet	N;SG	N;NOM;SG;3
swasta	özel	swasta	özel	ADJ;SG	ADJ
dulu	öncelikle	dulu	öncelik	N	N;INS;SG;3
pegunungan	mountain	pegunungan	mountain	N;SG	N;NOM;SG;3
kelahiran	doğumu	kelahiran	doğum	N;SG	N;ACC;SG;3
kelahiran	doğum	kelahiran	doğum	N;SG	N;NOM;SG;3
bendera	bayrağı	bendera	bayrak	N;SG	N;NOM;SG;3
pelayanan	hizmet	penlayanan	hizmet	N;SG	N;NOM;SG;3
pelayanan	servisi	penlayanan	servi	N;SG	N;NOM;SG;3
pelayanan	hizmet	penlayanan	hizmet	N;SG	N;NOM;SG;3
pelayanan	bakanlığı	penlayanan	bakanlık	N;SG	N;NOM;SG;3
pelayanan	bakanlık	penlayanan	bakanlık	N;SG	N;NOM;SG;3
fitur	özelliği	fitur	özellik	N;SG	N;NOM;SG;3
artinya	anlamı	arti	anlam	N;SG	N;ACC;SG;3
artinya	anlamı	arti	anlam	N;SG	N;ACC;SG;3
misi	görev	misi	görev	N;SG	N;NOM;SG;3
satelit	uydu	satelit	uy	N;SG	N;NOM;SG;3
berusia	yaşlanmış	berusia	yaşla	V;SG;ACT	V;PFV;NFH;IND;SG;3;POS;PST
massa	kitleler	massa	kitle	N	N;NOM;PL;3
dibagi	bölündü	dibagi	böl	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
dibagi	bölünmüş	dibagi	böl	V;SG;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
jawab	cevap	jawab	cevap	N;SG;ACT	N;NOM;SG;3
jawab	cevapla	jawab	cevap	N;SG;ACT	N;NOM;SG;3
bar	barlar	bar	bar	N	N;NOM;PL;3
bar	çubuklar	bar	çubuk	N	N;NOM;PL;3
bar	parmaklıklar	bar	parmaklık	N	N;NOM;PL;3
bar	bar	bar	bar	N	N;NOM;SG;3
berkata	dedi	berkata	de	V;SG;ACT	V;PFV;IND;SG;3;POS;PST
berkata	diyor	berkata	de	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
nominasi	adaylığı	nominasi	adaylık	N;SG	N;NOM;SG;3
desain	dizayn	desain	dizayn	N;SG	N;NOM;SG;3
dibuka	açıldı	dibuka	aç	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
dibuka	açılan	dibuka	aç	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
dibuka	açtı	dibuka	aç	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
dibuka	açılmış	dibuka	aç	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
dibuka	açılacak	dibuka	aç	V;SG;PASS	V;PFV;IND;SG;3;POS;FUT;PASS
dibuka	açılır	dibuka	aç	V;SG;PASS	V;IPFV;IND;SG;3;POS;PASS
dibuka	açılıyor	dibuka	aç	V;SG;PASS	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
terima	kabul	terrima	kabul	N;SG;ACT	N;NOM;SG;3
system	sistem	system	sistem	N	N;NOM;SG;3
system	sistemi	system	sistem	N	N;ACC;SG;3
sekretaris	sekreteri	sekretaris	sekreter	N;SG	N;ACC;SG;3
biru	blue	biru	blue	N;SG	N;NOM;SG;3
entertainment	eğlence	entertainment	eğlence	N	N;NOM;SG;3
olimpiade	olimpiyat	olimpiade	olimpiyat	N;SG	N;NOM;SG;3
olimpiade	olimpik	olimpiade	ol	N;SG	N;NOM;SG;3
olimpiade	olimpiyat	olimpiade	olimpiyat	N;SG	N;NOM;SG;3
olimpiade	olimpiyat	olimpiade	olimpiyat	N;SG	N;NOM;SG;3
penampilan	görünüşü	pentampilan	görünüş	N;SG	N;NOM;SG;3
penampilan	görünümü	pentampilan	görün	N;SG	N;NOM;SG;3
penampilan	görünüm	pentampilan	görün	N;SG	N;NOM;SG;3
efek	etkisi	efek	etki	N;SG	N;NOM;SG;3
pembuatan	yaratılış	penbuatan	yarat	N;SG	N;NOM;SG;3
ajaran	doktrini	ajaran	doktr	N;SG	N;ACC;SG;3
harga	fiyatı	harga	fiyat	N;SG	N;ACC;SG;3
kebutuhan	ihtiyacım	kebutuhan	ihtiyaç	N;SG	N;NOM;SG;3
kebutuhan	zorunluluk	kebutuhan	zorunluluk	N;SG	N;NOM;SG;3
menyediakan	sağlıyorum	mensediakan	sağla	V;SG;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
menyediakan	sağlayan	mensediakan	sağla	V;SG;ACT	V;PFV;IND;POS;PRS;V.PTCP
menyediakan	sağlar	mensediakan	sağ	V;SG;ACT	V;IPFV;IND;SG;3;POS
terminal	terminalleri	terminal	terminal	N	N;ACC;PL;3
biaya	maliyeti	biaya	maliyet	N;SG	N;NOM;SG;3
biaya	maliyet	biaya	maliyet	N;SG	N;NOM;SG;3
biaya	maliyeti	biaya	maliyet	N;SG	N;NOM;SG;3
biaya	maliyet	biaya	maliyet	N;SG	N;NOM;SG;3
terbagi	bölündü	terbagi	böl	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
terbagi	bölünmüş	terbagi	böl	V;SG;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
game	maç	game	maç	N;SG	N;NOM;SG;3
pertemuan	toplantı	pertemuan	toplantı	N;SG	N;NOM;SG;3
pertemuan	toplantı	pertemuan	toplantı	N;SG	N;NOM;SG;3
administrasi	yönetimi	administrasi	yönetim	N;SG	N;NOM;SG;3
indah	güzel	indah	güzel	ADJ;SG	ADJ
indah	güzel	indah	güzel	ADJ;SG	ADJ
mencakup	kapsıyor	mencakup	kapsa	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
perwakilan	temsilcisi	perwakilan	temsilci	N;SG	N;NOM;SG;3
pagi	sabah	pagi	sabah	N;SG	N;NOM;SG;3
dilihat	görüldü	dilihat	gör	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
dilihat	görülen	dilihat	gör	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
dilihat	görüntülenen	dilihat	görüntüle	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
percaya	inanmak	percaya	inan	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
percaya	inanmak	percaya	inan	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
sarana	anlamı	sarana	anlam	N;SG	N;ACC;SG;3
volume	sesi	volume	ses	N;SG	N;NOM;SG;3
volume	ses	volume	ses	N;SG	N;NOM;SG;3
volume	hacmi	volume	hacim	N;SG	N;ACC;SG;3
tari	dans	tari	dans	N;SG	N;NOM;SG;3
kopi	kahve	kopi	kahve	N;SG	N;NOM;SG;3
region	bölgeler	region	bölge	N	N;NOM;PL;3
region	bölgeleri	region	bölge	N	N;ACC;PL;3
region	bölgede	region	bölge	N	N;ESS;SG;3
region	bölgesi	region	bölge	N	N;NOM;SG;3
diterima	alındı	diterima	al	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
diterima	alınan	diterima	al	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
diterima	aldı	diterima	al	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
makam	mezarlık	makam	mezarlık	N;SG	N;NOM;SG;3
makam	mezarlığı	makam	mezarlık	N;SG	N;NOM;SG;3
ketinggian	yükseklik	ketinggian	yükseklik	N;SG	N;NOM;SG;3
ketinggian	yükseklik	ketinggian	yükseklik	N;SG	N;NOM;SG;3
ketinggian	yükseklik	ketinggian	yükseklik	N;SG	N;NOM;SG;3
kejuaraan	şampiyonası	kejuaraan	şampiyon	N;SG	N;NOM;SG;3
kejuaraan	şampiyonluk	kejuaraan	şampiyonluk	N;SG	N;NOM;SG;3
kejuaraan	şampiyona	kejuaraan	şampiyon	N;SG	N;DAT;SG;3
kejuaraan	şampiyonası	kejuaraan	şampiyon	N;SG	N;NOM;SG;3
kejuaraan	şampiyonluk	kejuaraan	şampiyonluk	N;SG	N;NOM;SG;3
kejuaraan	şampiyona	kejuaraan	şampiyon	N;SG	N;DAT;SG;3
pembentukan	oluşumu	penbentukan	oluş	N;SG	N;ACC;SG;3
pembentukan	düzeni	penbentukan	düzen	N;SG	N;NOM;SG;3
mengumumkan	duyurdu	menumumkan	duyur	V;SG;ACT	V;PFV;IND;SG;3;POS;PST
dipilih	seçilmiş	dipilih	seç	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
dipilih	seçilen	dipilih	seç	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
dipilih	seçildi	dipilih	seç	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
dipilih	seçilmiş	dipilih	seç	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
dipilih	seçilen	dipilih	seç	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
dipilih	seçildi	dipilih	seç	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
konser	konser	konser	konser	N;SG	N;NOM;SG;3
konser	konser	konser	konser	N;SG	N;NOM;SG;3
suka	beğendi	suka	beğen	V;SG	V;PFV;IND;SG;3;POS;PST
suka	beğenilen	suka	beğen	V;SG	V;PFV;IND;POS;PRS;V.PTCP;PASS
suka	seviyor	suka	sev	V;SG	V;PROG;IND;SG;3;POS;INFM;PRS
channel	kanalı	channel	kanalı	N	N;ACC;SG;3
parlemen	parlamentosu	parlemen	parlamentosu	N;SG	N;NOM;SG;3
penonton	görüntüleyici	pentonton	görüntüleyici	N;SG	N;NOM;SG;3
fisika	fiziği	fisika	fizik	N;SG	N;NOM;SG;3
komandan	kumandan	komandan	kumandan	N;SG	N;NOM;SG;3
komandan	kumandan	komandan	kumandan	N;SG	N;NOM;SG;3
motor	motosiklet	motor	motosiklet	N;SG	N;NOM;SG;3
lulus	geçtim	lulus	geç	V;SG	V;PFV;IND;SG;1;POS;PST
lulus	geçti	lulus	geç	V;SG	V;PFV;IND;SG;3;POS;PST
pernikahan	evlilik	pernikahan	evlilik	N;SG	N;NOM;SG;3
pernikahan	evlilik	pernikahan	evlilik	N;SG	N;NOM;SG;3
memasuki	giriyor	menmasuki	gir	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
memasuki	girer	menmasuki	gir	V;SG;ACT	V;IPFV;IND;SG;3;POS
memasuki	giriyor	menmasuki	gir	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
memasuki	giriyorum	menmasuki	gir	V;SG;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
memasuki	girmek	menmasuki	gir	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
memasuki	girerken	menmasuki	gir	V;SG;ACT	V;IPFV;IND;SG;3;POS;V.CVB
turnamen	turnuvası	turnamen	turnuva	N;SG	N;NOM;SG;3
turnamen	turnuva	turnamen	tur	N;SG	N;NOM;SG;3
turnamen	turnuva	turnamen	tur	N;SG	N;NOM;SG;3
menyelesaikan	tamamlamak	menselesaikan	tamamla	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
menyelesaikan	bitirmek	menselesaikan	bitir	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
kuil	tapınak	kuil	tapınak	N;SG	N;NOM;SG;3
kuil	tapınağı	kuil	tapınak	N;SG	N;NOM;SG;3
lambang	amblemi	lambang	amblem	N;SG	N;ACC;SG;3
sederhana	basit	sederhana	basit	ADJ;SG	ADJ
dukungan	destekle	dukungan	destek	N;SG	N;INS;SG;3
dukungan	desteği	dukungan	destek	N;SG	N;NOM;SG;3
teater	tiyatro	teater	tiyatro	N	N;NOM;SG;3
teater	tiyatro	teater	tiyatro	N	N;NOM;SG;3
teater	tiyatro	teater	tiyatro	N	N;NOM;SG;3
teater	sinemalarda	teater	sinema	N	N;ESS;PL;3
teater	tiyatrolar	teater	tiyatro	N	N;NOM;PL;3
teater	tiyatrolar	teater	tiyatro	N	N;NOM;PL;3
menjelaskan	açıkladı	menjelaskan	açıkla	V;SG;ACT	V;PFV;IND;SG;3;POS;PST
menjelaskan	açıklıyor	menjelaskan	açıkla	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
lebar	geniş	lebar	geniş	ADJ;SG	ADJ
menara	tower	menara	tower	N;SG	N;NOM;SG;3
menara	kulesi	menara	kule	N;SG	N;NOM;SG;3
benteng	kalesi	benteng	kale	N	N;NOM;SG;3
logo	logosu	logo	logo	N;SG	N;NOM;SG;3
transportasi	taşımacılık	transportasi	taşımacılık	N;SG	N;NOM;SG;3
transportasi	ulaşım	transportasi	ulaşım	N;SG	N;NOM;SG;3
transportasi	ulaşım	transportasi	ulaşım	N;SG	N;NOM;SG;3
memainkan	oynuyor	menmainkan	oyna	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
memainkan	oynuyor	menmainkan	oyna	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
memainkan	oynamak	menmainkan	oyna	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
faktor	faktörü	faktor	faktörü	N;SG	N;ACC;SG;3
link	bağlantılar	link	bağlantı	N	N;NOM;PL;3
link	bağlantıları	link	bağlantı	N	N;NOM;PL;3
peta	harita	peta	harit	N;SG	N;NOM;SG;3
