hab	hab	hab	hab	N;FEM;SG	N;INDF;MASC+FEM;SG
tanques	kampvogne	tanque	kampvogne	N;MASC;PL	N;INDF;MASC+FEM;PL
ideologia	ideologi	ideologia	ideologi	N;FEM;SG	N;INDF;MASC+FEM;SG
implica	implicerer	implicar	implicere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
implica	indebærer	implicar	indebære	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
gerente	driftsleder	gerente	driftsleder	N;MASC;SG	N;INDF;MASC+FEM;SG
gerente	manager	gerente	manager	N;MASC;SG	N;INDF;MASC+FEM;SG
gerente	leder	gerente	leder	N;MASC;SG	N;INDF;MASC+FEM;SG
urss	ussr	ur	ussr	N;FEM;SG	N;INDF;MASC+FEM;SG
urss	sovjetunionen	ur	sovjetunion	N;FEM;SG	N;DEF;MASC+FEM;SG
reconhecer	genkender	reconhecer	genkende	V;NFIN	V;IND;PRS;FIN;ACT
reconhecer	genkende	reconhecer	genke	V;NFIN	V;NFIN;ACT
reconhecer	genkender	reconhecer	genkende	V;NFIN	V;IND;PRS;FIN;ACT
reconhecer	anerkende	reconhecer	anerkende	V;NFIN	V;NFIN;ACT
reconhecer	anerkender	reconhecer	anerkende	V;NFIN	V;IND;PRS;FIN;ACT
reconhecer	anerkende	reconhecer	anerkende	V;NFIN	V;NFIN;ACT
atrações	forlystelser	atração	forlystelse	N;FEM;PL	N;INDF;MASC+FEM;PL
atrações	attraktioner	atração	attraktion	N;FEM;PL	N;INDF;MASC+FEM;PL
atrações	seværdigheder	atração	seværdighed	N;FEM;PL	N;INDF;MASC+FEM;PL
adotou	vedtaget	adotar	vedtage	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
adotou	adopteret	adotar	adoptere	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
prazer	nydelse	prazer	nydelse	N;MASC;SG	N;INDF;MASC+FEM;SG
prazer	fornøjelse	prazer	fornøjelse	N;MASC;SG	N;INDF;MASC+FEM;SG
avisado	advaret	avisar	advare	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
avisado	advarede	avisar	advare	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
rené	rené	rené	rené	N;MASC;SG	N;INDF;MASC+FEM;SG
rené	rené	rené	rené	N;MASC;SG	N;INDF;MASC+FEM;SG
actor	skuespilleren	actor	skuespiller	N;MASC;SG	N;DEF;MASC+FEM;SG
actor	skuespiller	actor	skuespiller	N;MASC;SG	N;INDF;MASC+FEM;SG
actor	aktør	actor	aktør	N;MASC;SG	N;INDF;MASC+FEM;SG
assinar	abonnere	assinar	abonner	V;NFIN	V;NFIN;ACT
assinar	tilmeld	assinar	tilmeld	V;NFIN	V;IMP
assinar	tegne	assinar	tegne	V;NFIN	V;NFIN;ACT
assinar	underskriver	assinar	underskrive	V;NFIN	V;IND;PRS;FIN;ACT
ofereceu	tilbudte	oferecer	tilbudt	V;IND;SG;3;PST;FIN	V;SG;PST;V.PTCP
ofereceu	tilbudt	oferecer	tilbudt	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
ofereceu	udbudt	oferecer	udbudt	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
caridade	velgørenhed	caridade	velgørenhed	N;FEM;SG	N;INDF;MASC+FEM;SG
caridade	velgørenhed	caridade	velgørenhed	N;FEM;SG	N;INDF;MASC+FEM;SG
integrada	integreret	integrar	integrere	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
carvão	kul	carvão	kul	N;MASC;SG	N;INDF;NEUT;SG
carvão	stenkul	carvão	stenkul	N;MASC;SG	N;INDF;MASC+FEM;SG
carvão	trækul	carvão	trækul	N;MASC;SG	N;INDF;NEUT;SG
pistas	baner	pista	bane	N;FEM;PL	N;INDF;MASC+FEM;PL
pistas	skråninger	pista	skråning	N;FEM;PL	N;INDF;MASC+FEM;PL
cordilheira	rækkevidde	cordilheira	rækkevidde	N;FEM;SG	N;INDF;MASC+FEM;SG
cordilheira	afstand	cordilheira	afstand	N;FEM;SG	N;INDF;MASC+FEM;SG
cordilheira	sortiment	cordilheira	sortiment	N;FEM;SG	N;INDF;NEUT;SG
cordilheira	interval	cordilheira	interval	N;FEM;SG	N;INDF;NEUT;SG
presa	anholdt	presa	anholde	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
presa	arresteret	presa	arrestere	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
noites	aftener	noite	aften	N;FEM;PL	N;INDF;MASC+FEM;PL
noites	nætter	noite	nætte	N;FEM;PL	N;INDF;MASC+FEM;PL
noites	aftener	noite	aften	N;FEM;PL	N;INDF;MASC+FEM;PL
departamentos	afdelingerne	departamento	afdeling	N;MASC;PL	N;DEF;MASC+FEM;PL
departamentos	departementer	departamento	departement	N;MASC;PL	N;INDF;NEUT;PL
departamentos	afdelinger	departamento	afdeling	N;MASC;PL	N;INDF;MASC+FEM;PL
barcos	bådene	barco	båd	N;MASC;PL	N;DEF;MASC+FEM;PL
arredores	omgivelser	arredores	omgivelse	N;MASC;PL	N;INDF;MASC+FEM;PL
arredores	omgivelserne	arredores	omgivelse	N;MASC;PL	N;DEF;MASC+FEM;PL
malta	maltas	malta	maltas	N;FEM;SG	N;INDF;MASC+FEM;SG
malta	malta	malta	malta	N;FEM;SG	N;INDF;MASC+FEM;SG
oponente	modstanderen	oponente	modstander	N;MASC;SG	N;DEF;MASC+FEM;SG
oponente	modstander	oponente	modstander	N;MASC;SG	N;INDF;MASC+FEM;SG
hunter	jægeren	hunter	jæger	N;MASC;SG	N;DEF;MASC+FEM;SG
hunter	jæger	hunter	jæge	N;MASC;SG	N;INDF;MASC+FEM;SG
iniciando	begynder	iniciar	begynde	V;V.MSDR	V;IND;PRS;FIN;ACT
iniciando	begynder	iniciar	begynde	V;V.MSDR	V;IND;PRS;FIN;ACT
iniciando	startende	iniciar	starte	V;V.MSDR	V;PRS;V.PTCP
iniciando	starter	iniciar	starte	V;V.MSDR	V;IND;PRS;FIN;ACT
iniciando	igangsætter	iniciar	igangsætte	V;V.MSDR	V;IND;PRS;FIN;ACT
forest	skov	forest	skov	N;MASC;SG	N;INDF;MASC+FEM;SG
forest	skoven	forest	skov	N;MASC;SG	N;DEF;MASC+FEM;SG
consideração	overvejelse	consideração	overvejelse	N;FEM;SG	N;INDF;MASC+FEM;SG
consideração	hensyntagen	consideração	hensyntagen	N;FEM;SG	N;INDF;MASC+FEM;SG
episcopal	episkopale	episcopal	episkopal	N;MASC;SG	N;INDF;MASC+FEM;SG
visitou	besøgte	visitar	besøge	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
visitou	besøgt	visitar	besøge	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
salva	redder	salvar	redder	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
salva	gemmer	salvar	gemme	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
salva	gemme	salvar	gemme	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
premier	premier	premier	premie	N;MASC;SG	N;INDF;MASC+FEM;SG
extensa	omfattende	extenso	omfattende	ADJ;FEM;SG	ADJ
extensa	ekstensiv	extenso	ekstensiv	ADJ;FEM;SG	ADJ;INDF;SG
justo	retskaffen	justo	retskaffe	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
justo	retfærdig	justo	retfærdig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
justo	rimelig	justo	rimelig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
justo	rimeligt	justo	rimelig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
justo	retfærdig	justo	retfærdig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
justo	fair	justo	fair	ADJ;MASC;SG	ADJ
humberto	humbert	humberto	humber	N;MASC;SG	N;INDF;MASC+FEM;SG
humberto	umberto	humberto	umberto	N;MASC;SG	N;INDF;MASC+FEM;SG
humberto	hubert	humberto	hubert	N;MASC;SG	N;INDF;MASC+FEM;SG
átomos	atomer	átomo	atome	N;MASC;PL	N;INDF;MASC+FEM;PL
vanessa	vanessa	vanesso	vanessa	N;FEM;SG	N;INDF;MASC+FEM;SG
comunistas	kommunisterne	comunista	kommunist	N;MASC;PL	N;DEF;MASC+FEM;PL
comunistas	kommunister	comunista	kommunist	N;MASC;PL	N;INDF;MASC+FEM;PL
comunistas	kommunister	comunista	kommunist	N;MASC;PL	N;INDF;MASC+FEM;PL
rodovias	hovedveje	rodovia	hovedveje	N;FEM;PL	N;INDF;NEUT;PL
rodovias	motorveje	rodovia	motorvej	N;FEM;PL	N;INDF;MASC+FEM;PL
rodovias	landeveje	rodovia	landeveje	N;FEM;PL	N;INDF;NEUT;PL
sepultado	begravet	sepultado	begrave	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
sepultado	begravede	sepultado	begrave	V;MASC;SG;V.PTCP	V;PST;V.PTCP
inspirada	inspireret	inspirar	inspirere	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
absurdo	absurd	absurdo	absurd	ADJ;MASC;SG	ADJ;INDF;SG
absurdo	pjat	absurdo	pjat	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
frankfurt	frankfurt	frankfurt	frankfurt	N;MASC;SG	N;INDF;MASC+FEM;SG
lara	lara	lara	lara	N;FEM;SG	N;INDF;MASC+FEM;SG
inovação	fornyelse	inovação	fornyelse	N;FEM;SG	N;INDF;MASC+FEM;SG
inovação	nyskabelse	inovação	nyskabelse	N;FEM;SG	N;INDF;MASC+FEM;SG
inovação	innovation	inovação	innovation	N;FEM;SG	N;INDF;MASC+FEM;SG
falhas	fiaskoer	falha	fiasko	N;FEM;PL	N;INDF;MASC+FEM;PL
nbc	nbc	nbc	nbc	N;FEM;SG	N;INDF;MASC+FEM;SG
fundir	flette	fundir	flet	V;NFIN	V;NFIN;ACT
fundir	fusionere	fundir	fusionere	V;NFIN	V;NFIN;ACT
felicidade	lykken	felicidade	lykke	N;FEM;SG	N;DEF;MASC+FEM;SG
felicidade	glæde	felicidade	glæde	N;FEM;SG	N;INDF;MASC+FEM;SG
felicidade	lykke	felicidade	lykke	N;FEM;SG	N;INDF;MASC+FEM;SG
suficientes	tilstrækkelige	suficiente	tilstrækkelig	ADJ;MASC;PL	ADJ;PL
performances	forestillinger	performance	forestilling	N;FEM;PL	N;INDF;MASC+FEM;PL
triunfo	triumf	triunfo	triumf	N;MASC;SG	N;INDF;MASC+FEM;SG
telescópio	kikkert	telescópio	kikkert	N;MASC;SG	N;INDF;MASC+FEM;SG
telescópio	teleskop	telescópio	teleskop	N;MASC;SG	N;INDF;NEUT;SG
tronco	overkrop	tronco	overkrop	N;MASC;SG	N;INDF;MASC+FEM;SG
tronco	torso	tronco	torso	N;MASC;SG	N;INDF;MASC+FEM;SG
tronco	bagagerum	tronco	bagagerum	N;MASC;SG	N;INDF;NEUT;SG
tronco	kuffert	tronco	kuffer	N;MASC;SG	N;INDF;MASC+FEM;SG
tronco	bagagerummet	tronco	bagagerum	N;MASC;SG	N;DEF;NEUT;SG
caverna	hule	cavernar	hule	N;FEM;SG	N;INDF;MASC+FEM;SG
caverna	grotte	cavernar	grotte	N;FEM;SG	N;INDF;MASC+FEM;SG
caverna	hulen	cavernar	hulen	N;FEM;SG	N;DEF;MASC+FEM;SG
promessa	love	promessa	love	N;FEM;SG	N;INDF;MASC+FEM;SG
promessa	pant	promessa	pant	N;FEM;SG	N;INDF;MASC+FEM;SG
liverpool	liverpool	liverpool	liverpool	N;MASC;SG	N;INDF;MASC+FEM;SG
alternativas	alternativer	alternativa	alternativ	N;FEM;PL	N;INDF;MASC+FEM;PL
bebê	baby	bebê	baby	N;MASC;SG	N;INDF;MASC+FEM;SG
bebê	skat	bebê	skat	N;MASC;SG	N;INDF;MASC+FEM;SG
comparado	sammenlignet	comparar	sammenligne	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
comparado	sammenholdt	comparar	sammenholde	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
propõe	foreslår	propor	foreslå	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
propõe	foreslå	propor	foreslå	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
virginia	virginia	virginia	virginia	N;FEM;SG	N;INDF;MASC+FEM;SG
transformado	forvandlet	transformar	forvandle	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
transformado	omdannet	transformar	omdanne	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
resultante	resulterende	resultante	resultere	ADJ;MASC;SG	ADJ
resultante	resulterende	resultante	resultere	ADJ;MASC;SG	ADJ
portos	havne	porto	havne	N;MASC;PL	N;INDF;MASC+FEM;PL
portos	porte	porto	porte	N;MASC;PL	N;INDF;MASC+FEM;PL
adversários	modstandere	adversário	modstander	N;MASC;PL	N;INDF;MASC+FEM;PL
adversários	modstanderne	adversário	modstander	N;MASC;PL	N;DEF;MASC+FEM;PL
minuto	minut	minuto	minut	N;MASC;SG	N;INDF;NEUT;SG
reitor	dekan	reitor	dekan	N;MASC;SG	N;INDF;MASC+FEM;SG
reitor	rektor	reitor	rektor	N;MASC;SG	N;INDF;MASC+FEM;SG
edge	rand	edge	rand	N;MASC;SG	N;INDF;MASC+FEM;SG
edge	kant	edge	kant	N;MASC;SG	N;INDF;MASC+FEM;SG
edge	kanten	edge	kant	N;MASC;SG	N;DEF;MASC+FEM;SG
contemporâneo	moderne	contemporâneo	moderne	ADJ;MASC;SG	ADJ
noiva	bruden	noiva	brud	N;FEM;SG	N;DEF;MASC+FEM;SG
noiva	brud	noiva	brud	N;FEM;SG	N;INDF;NEUT;SG
emi	emi	eme	emi	N;MASC;SG	N;INDF;NEUT;SG
pavilhão	flag	pavilhão	flag	N;MASC;SG	N;INDF;NEUT;SG
pavilhão	pavillon	pavilhão	pavillon	N;MASC;SG	N;INDF;MASC+FEM;SG
spin	spin	spin	spin	N;MASC;SG	N;INDF;NEUT;SG
proximidade	nærhed	proximidade	nærhed	N;FEM;SG	N;INDF;MASC+FEM;SG
proximidade	nærhed	proximidade	nærhed	N;FEM;SG	N;INDF;MASC+FEM;SG
inserir	indsæt	inserir	indsætte	V;NFIN	V;IMP
inserir	indsætte	inserir	indsætte	V;NFIN	V;NFIN;ACT
insiste	insisterer	insistir	insistere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
insiste	insistere	insistir	insistere	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
insiste	insisterer	insistir	insistere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
borda	fælg	borda	fælg	N;FEM;SG	N;INDF;MASC+FEM;SG
borda	rim	borda	rim	N;FEM;SG	N;INDF;NEUT;SG
borda	rand	borda	rand	N;FEM;SG	N;INDF;MASC+FEM;SG
borda	kant	borda	kant	N;FEM;SG	N;INDF;MASC+FEM;SG
borda	kanten	borda	kant	N;FEM;SG	N;DEF;MASC+FEM;SG
borda	grænse	borda	grænse	N;FEM;SG	N;INDF;MASC+FEM;SG
borda	kant	borda	kant	N;FEM;SG	N;INDF;MASC+FEM;SG
borda	grænsen	borda	grænse	N;FEM;SG	N;DEF;MASC+FEM;SG
funcionário	medarbejder	funcionário	medarbejder	N;MASC;SG	N;INDF;MASC+FEM;SG
funcionário	arbejdstager	funcionário	arbejdstage	N;MASC;SG	N;INDF;MASC+FEM;SG
funcionário	lønmodtager	funcionário	lønmodtager	N;MASC;SG	N;INDF;MASC+FEM;SG
funcionário	embedsmand	funcionário	embedsmand	N;MASC;SG	N;INDF;MASC+FEM;SG
funcionário	tjenestemand	funcionário	tjenestemand	N;MASC;SG	N;INDF;MASC+FEM;SG
percepção	opfattelse	percepção	opfattelse	N;FEM;SG	N;INDF;MASC+FEM;SG
percepção	opfattelsen	percepção	opfattelse	N;FEM;SG	N;DEF;MASC+FEM;SG
ganho	vinding	ganho	vinding	N;MASC;SG	N;INDF;MASC+FEM;SG
ganho	gevinst	ganho	gevinst	N;MASC;SG	N;INDF;MASC+FEM;SG
frequentes	hyppige	frequente	hyppig	ADJ;MASC;PL	ADJ;PL
frequentes	almindelige	frequente	almindelig	ADJ;MASC;PL	ADJ;PL
frequentes	fælles	frequente	fælles	ADJ;MASC;PL	ADJ
fechada	lukket	fechar	lukke	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
cinza	aske	cinza	aske	N;FEM;SG	N;INDF;NEUT;SG
oxigênio	ilt	oxigênio	ilt	N;MASC;SG	N;INDF;MASC+FEM;SG
oxigênio	oxygen	oxigênio	oxygen	N;MASC;SG	N;DEF;MASC+FEM;SG
serie	serie	seriar	serie	N;FEM;SG	N;INDF;MASC+FEM;SG
frequente	fælles	frequente	fælles	ADJ;MASC;SG	ADJ
frequente	almindelig	frequente	almindelig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
frequente	hyppig	frequente	hyppig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
enviada	afsendt	enviar	afsende	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
enviada	sendes	enviar	sende	V;FEM;SG;V.PTCP	V;IND;PRS;FIN;PASS
enviada	sendte	enviar	sende	V;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
enviada	sendt	enviar	sende	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
muralha	væg	muralha	væg	N;FEM;SG	N;INDF;MASC+FEM;SG
muralha	væggen	muralha	væg	N;FEM;SG	N;DEF;MASC+FEM;SG
muralha	mur	muralha	mur	N;FEM;SG	N;INDF;MASC+FEM;SG
mercedes	mercedes	mercede	mercede	N;MASC;SG	N;INDF;MASC+FEM;SG
machos	hannerne	macho	hanne	N;MASC;PL	N;DEF;MASC+FEM;PL
machos	hanner	macho	hanne	N;MASC;PL	N;INDF;MASC+FEM;PL
machos	mænd	macho	mand	N;MASC;PL	N;INDF;MASC+FEM;PL
difíceis	svære	difícil	svær	ADJ;MASC;PL	ADJ;PL
sargento	sergent	sargento	sergent	N;MASC;SG	N;INDF;MASC+FEM;SG
sargento	sergenten	sargento	sergent	N;MASC;SG	N;DEF;MASC+FEM;SG
sargento	sergent	sargento	sergent	N;MASC;SG	N;INDF;MASC+FEM;SG
sargento	sergeant	sargento	sergeant	N;MASC;SG	N;INDF;MASC+FEM;SG
rachel	rachel	rachel	rachel	N;FEM;SG	N;INDF;MASC+FEM;SG
renovação	renovering	renovação	renovering	N;FEM;SG	N;INDF;MASC+FEM;SG
renovação	istandsættelse	renovação	istandsættelse	N;FEM;SG	N;INDF;MASC+FEM;SG
renovação	renovering	renovação	renovering	N;FEM;SG	N;INDF;MASC+FEM;SG
renovação	renovation	renovação	renovation	N;FEM;SG	N;INDF;MASC+FEM;SG
renovação	fornyelse	renovação	fornyelse	N;FEM;SG	N;INDF;MASC+FEM;SG
renovação	forlængelse	renovação	forlængelse	N;FEM;SG	N;INDF;MASC+FEM;SG
manchete	overskriften	manchete	overskrift	N;FEM;SG	N;DEF;MASC+FEM;SG
manchete	overskrift	manchete	overskrift	N;FEM;SG	N;INDF;MASC+FEM;SG
fragmentos	brudstykker	fragmento	brudstykker	N;MASC;PL	N;INDF;NEUT;PL
fragmentos	fragmenter	fragmento	fragment	N;MASC;PL	N;INDF;NEUT;PL
exclusivo	eksklusivt	exclusivo	eksklusiv	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
exclusivo	eksklusiv	exclusivo	eksklusiv	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
geometria	geometri	geometria	geometri	N;FEM;SG	N;INDF;MASC+FEM;SG
crônica	chronicle	crônico	chronicle	N;FEM;SG	N;INDF;MASC+FEM;SG
apoiado	bakket	apoiar	bakke	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
apoiado	bakkes	apoiar	bakke	V;MASC;SG;V.PTCP	V;IND;PRS;FIN;PASS
apoiado	støttede	apoiar	støtte	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
apoiado	understøttet	apoiar	understøtte	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
apoiado	støttet	apoiar	støtte	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
eficaz	effektiv	eficaz	effektiv	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
eficaz	effektivt	eficaz	effektiv	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
centímetros	centimeter	centímetro	centimeter	N;MASC;PL	N;INDF;MASC+FEM;PL
centímetros	tommer	centímetro	tom	N;MASC;PL	N;INDF;MASC+FEM;PL
centímetros	centimeter	centímetro	centimeter	N;MASC;PL	N;INDF;MASC+FEM;PL
secundárias	sekundære	secundário	sekundær	ADJ;FEM;PL	ADJ;PL
fenômenos	fænomener	fenômeno	fænomene	N;MASC;PL	N;INDF;NEUT;PL
enterrado	begravet	enterrar	begrave	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
enterrado	begravede	enterrar	begrave	V;MASC;SG;V.PTCP	V;PST;V.PTCP
líbia	libyen	líbia	liby	N;FEM;SG	N;DEF;MASC+FEM;SG
líbia	libyens	líbia	libye	N;FEM;SG	N;GEN;DEF;MASC+FEM;SG
embarcações	fartøjer	embarcação	fartøj	N;FEM;PL	N;INDF;NEUT;PL
embarcações	skibe	embarcação	skib	N;FEM;PL	N;INDF;NEUT;PL
pouso	landing	pouso	landing	N;MASC;SG	N;INDF;MASC+FEM;SG
issn	issn	issn	issn	N;MASC;SG	N;INDF;NEUT;SG
confrontos	konfrontationer	confronto	konfrontation	N;MASC;PL	N;INDF;MASC+FEM;PL
confrontos	konfrontationer	confronto	konfrontation	N;MASC;PL	N;INDF;MASC+FEM;PL
criaturas	væsner	criatura	væsne	N;FEM;PL	N;INDF;MASC+FEM;PL
criaturas	væsener	criatura	væsen	N;FEM;PL	N;INDF;MASC+FEM;PL
criaturas	skabninger	criatura	skabning	N;FEM;PL	N;INDF;MASC+FEM;PL
euro	euroen	euro	euro	N;MASC;SG	N;DEF;MASC+FEM;SG
euro	euro	euro	euro	N;MASC;SG	N;INDF;MASC+FEM;SG
colapso	sammenbrud	colapso	sammenbrud	N;MASC;SG	N;INDF;NEUT;SG
colapso	kollaps	colapso	kollaps	N;MASC;SG	N;INDF;NEUT;SG
matheus	matheus	matheu	matheus	N;MASC;SG	N;INDF;MASC+FEM;SG
pátria	fædreland	pátria	fædreland	N;FEM;SG	N;INDF;NEUT;SG
pátria	fædreland	pátria	fædreland	N;FEM;SG	N;INDF;NEUT;SG
pátria	hjemlandet	pátria	hjemland	N;FEM;SG	N;DEF;NEUT;SG
pátria	hjemland	pátria	hjemland	N;FEM;SG	N;INDF;NEUT;SG
pátria	fædrelandet	pátria	fædreland	N;FEM;SG	N;DEF;NEUT;SG
pátria	fædreland	pátria	fædreland	N;FEM;SG	N;INDF;NEUT;SG
tigre	tiger	tigre	tige	N;MASC;SG	N;INDF;MASC+FEM;SG
tigre	tigeren	tigre	tiger	N;MASC;SG	N;DEF;MASC+FEM;SG
pescoço	hals	pescoço	hals	N;MASC;SG	N;INDF;MASC+FEM;SG
pescoço	halsen	pescoço	hals	N;MASC;SG	N;DEF;MASC+FEM;SG
pescoço	nakken	pescoço	nakke	N;MASC;SG	N;DEF;MASC+FEM;SG
pescoço	nakke	pescoço	nakke	N;MASC;SG	N;INDF;MASC+FEM;SG
competir	dyste	competir	dyste	V;NFIN	V;NFIN;ACT
competir	konkurrerer	competir	konkurrere	V;NFIN	V;IND;PRS;FIN;ACT
competir	konkurrere	competir	konkurrer	V;NFIN	V;NFIN;ACT
competir	konkurrerende	competir	konkurrere	V;NFIN	V;PRS;V.PTCP
operar	operere	operar	operere	V;NFIN	V;NFIN;ACT
operar	opererer	operar	operere	V;NFIN	V;IND;PRS;FIN;ACT
semestre	halvår	semestre	halvår	N;MASC;SG	N;INDF;NEUT;SG
semestre	semester	semestre	semester	N;MASC;SG	N;INDF;NEUT;SG
ring	ringen	ring	ring	N;MASC;SG	N;DEF;MASC+FEM;SG
temática	emne	temático	emne	N;FEM;SG	N;INDF;NEUT;SG
temática	tema	temático	tema	N;FEM;SG	N;INDF;NEUT;SG
oficina	workshop	oficina	workshop	N;FEM;SG	N;INDF;MASC+FEM;SG
oficina	værkstedet	oficina	værksted	N;FEM;SG	N;DEF;NEUT;SG
oficina	værksted	oficina	værksted	N;FEM;SG	N;INDF;NEUT;SG
estêvão	stephen	estêvão	steph	N;MASC;SG	N;INDF;MASC+FEM;SG
invenção	opfindelsen	invenção	opfindelse	N;FEM;SG	N;DEF;MASC+FEM;SG
invenção	opfindelse	invenção	opfindelse	N;FEM;SG	N;INDF;MASC+FEM;SG
hidrogênio	brint	hidrogênio	brint	N;MASC;SG	N;INDF;NEUT;SG
hidrogênio	hydrogen	hidrogênio	hydrogen	N;MASC;SG	N;INDF;MASC+FEM;SG
perdida	tabte	perder	tabe	V;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
perdida	mistede	perder	miste	V;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
perdida	tabt	perder	tabe	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
perdida	mistet	perder	miste	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
almas	sjæle	alma	sjæle	N;FEM;PL	N;INDF;MASC+FEM;PL
jurisdição	jurisdiktion	jurisdição	jurisdiktion	N;FEM;SG	N;INDF;MASC+FEM;SG
jurisdição	kompetence	jurisdição	kompetence	N;FEM;SG	N;INDF;MASC+FEM;SG
adolfo	adolf	adolfo	adolf	N;MASC;SG	N;INDF;MASC+FEM;SG
bactérias	bakterier	bactéria	bakterie	N;FEM;PL	N;INDF;MASC+FEM;PL
progressivo	progressiv	progressivo	progressiv	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
progressivo	fremadskridende	progressivo	fremadskridende	ADJ;MASC;SG	ADJ
colaborou	samarbejdede	colaborar	samarbejde	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
requer	kræver	requerer	kræve	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
requer	fordrer	requerer	fordre	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
tentaram	forsøgte	tentar	forsøge	V;IND;PL;3;FIN	V;IND;PST;FIN;ACT
tentaram	prøvede	tentar	prøve	V;IND;PL;3;FIN	V;IND;PST;FIN;ACT
reeleito	genvalgt	reeleger	genvalg	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
verso	vers	verso	vers	N;MASC;SG	N;INDF;NEUT;SG
ligeiramente	lidt	ligeiramente	lidt	ADV	ADV
futuros	fremtidige	futuro	fremtidig	ADJ;MASC;PL	ADJ;PL
impróprio	upassende	impróprio	upassende	ADJ;MASC;SG	ADJ
impróprio	uhensigtsmæssig	impróprio	uhensigtsmæssig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
impróprio	uegnet	impróprio	uegnet	ADJ;MASC;SG	ADJ;INDF;SG
impróprio	uhensigtsmæssig	impróprio	uhensigtsmæssig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
impróprio	upassende	impróprio	upassende	ADJ;MASC;SG	ADJ
inferiores	ringere	inferior	ringer	ADJ;MASC;PL	ADJ;CMPR
potências	kræfter	potências	kraft	N;FEM;PL	N;INDF;MASC+FEM;PL
potências	beføjelser	potências	beføjelse	N;FEM;PL	N;INDF;MASC+FEM;PL
toque	touch	toque	touch	N;MASC;SG	N;INDF;MASC+FEM;SG
