من	od	مِن	od	ADP	ADP
الاعتراف	uznawanie	اِعتِرَاف	uznawać	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
الاعتراف	potwierdzenie	اِعتِرَاف	potwierdzenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
البرمجة	programowanie	بَرمَجَة	programować	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
يجمع	zbiera	جَمَّع	zbierać	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
يجمع	gromadzi	جَمَّع	gromadzić	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
عائلات	rodziny	عَائِلَة	rodzina	N;NOM;INDF;PL	N;NOM;FEM;PL
لسان	język	لِسَان	język	N;NOM;INDF;SG	N;NOM;MASC;SG
لسان	karta	لِسَان	karta	N;NOM;INDF;SG	N;NOM;FEM;SG
الباردة	chłód	بَارِد	chłód	N;NOM;DEF;SG	N;NOM;MASC;SG
التاسعة	dziewiąty	تَاسِع	dziewić	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
المعلم	mistrz	مُعلِم	mistrz	N;NOM;DEF;SG	N;NOM;MASC;SG
المعلم	nauczyciel	مُعلِم	nauczyciel	N;NOM;DEF;SG	N;NOM;MASC;SG
المعلم	nauczycielka	مُعلِم	nauczycielka	N;NOM;DEF;SG	N;NOM;FEM;SG
صحية	zdrowe	صِحِّيّ	zdrowy	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
الملابس	ubrania	مَلبَس	ubranie	N;NOM;DEF;PL	N;NOM;NEUT;PL
الملابس	ubrania	مَلبَس	ubranie	N;NOM;DEF;PL	N;NOM;NEUT;PL
الجسر	most	جِسر	most	N;NOM;DEF;SG	N;NOM;MASC;SG
الجسر	mostek	جِسر	mostek	N;NOM;DEF;SG	N;NOM;MASC;SG
خسارة	strata	خَسَارَة	strata	N;NOM;INDF;SG	N;NOM;FEM;SG
المقر	siedziba	مَقَرّ	siedziba	N;NOM;DEF;SG	N;NOM;FEM;SG
المقر	siedziba	مَقَرّ	siedziba	N;NOM;DEF;SG	N;NOM;FEM;SG
الفتاة	dziewczyna	فَتَاة	dziewczyna	N;NOM;DEF;SG	N;NOM;FEM;SG
الفتاة	dziewczynka	فَتَاة	dziewczynka	N;NOM;DEF;SG	N;NOM;FEM;SG
المهاجرين	imigranci	مُهَاجِر	imigrant	N;NOM;DEF;PL	N;NOM;MASC;PL
المهاجرين	imigranci	مُهَاجِر	imigrant	N;NOM;DEF;PL	N;NOM;MASC;PL
تخصص	specjalizacja	خَصَّص	specjalizacja	N;NOM;INDF;SG	N;NOM;FEM;SG
تخصص	specjalność	خَصَّص	specjalność	N;NOM;INDF;SG	N;NOM;FEM;SG
المخدرات	prochy	مُخَدِّر	prochy	N;NOM;DEF;PL	N;NOM;MASC;PL
المخدرات	narkotyki	مُخَدِّر	narkotyk	N;NOM;DEF;PL	N;NOM;MASC;PL
المخدرات	leki	مُخَدِّر	lek	N;NOM;DEF;PL	N;NOM;MASC;PL
اجتماعي	towarzyski	اِجتِمَاعِيّ	towarzyski	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
اجتماعي	towarzyska	اِجتِمَاعِيّ	towarzyski	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
اجتماعي	społeczna	اِجتِمَاعِيّ	społeczny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
اجتماعي	towarzyskie	اِجتِمَاعِيّ	towarzyski	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
اجتماعي	społeczne	اِجتِمَاعِيّ	społeczny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
اجتماعي	socjalna	اِجتِمَاعِيّ	socjalny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
اجتماعي	społeczny	اِجتِمَاعِيّ	społeczny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
رائعة	cudowna	رَائِع	cudowny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
البرج	wieża	بُرج	wieża	N;NOM;DEF;SG	N;NOM;FEM;SG
الوظيفة	funkcja	وَظِيفَة	funkcja	N;NOM;DEF;SG	N;NOM;FEM;SG
الوظيفة	zlecenie	وَظِيفَة	zlecenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الوظيفة	praca	وَظِيفَة	praca	N;NOM;DEF;SG	N;NOM;FEM;SG
برمجة	programowanie	برمجة	programować	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
الرئة	płuco	رِئَة	płuco	N;NOM;DEF;SG	N;NOM;NEUT;SG
شعوب	narody	شَعب	naród	N;NOM;INDF;PL	N;NOM;MASC;PL
يحدد	określa	حَدَّد	określać	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
يحدد	określa	حَدَّد	określać	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
قارة	kontynent	قَارَّة	kontynent	N;NOM;INDF;SG	N;NOM;MASC;SG
الثنائي	binarne	ثُنَائِيّ	binarny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
الثنائي	dwustronne	ثُنَائِيّ	dwustronny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
جوية	powietrzne	جَوِّيّ	powietrzny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
المعاصر	współczesna	مُعَاصِر	współczesny	N;NOM;DEF;SG	N;NOM;FEM;SG
رحلات	loty	رِحلَة	lot	N;NOM;INDF;PL	N;NOM;MASC;PL
رحلات	wyjazdy	رِحلَة	wyjazd	N;NOM;INDF;PL	N;NOM;MASC;PL
رحلات	wycieczki	رِحلَة	wycieczka	N;NOM;INDF;PL	N;NOM;FEM;PL
قصائد	wiersze	قَصِيدَة	wiersz	N;NOM;INDF;PL	N;NOM;MASC;PL
اليوناني	grecki	يُونَانِيّ	grecki	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
اليوناني	grecka	يُونَانِيّ	grecki	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
اليوناني	greckie	يُونَانِيّ	grecki	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
ولادة	poród	وِلَادَة	poród	N;NOM;INDF;SG	N;NOM;MASC;SG
ولادة	urodzenia	وِلَادَة	urodzić	N;NOM;INDF;SG	N;NOM;NEUT;SG
ولادة	poród	وِلَادَة	poród	N;NOM;INDF;SG	N;NOM;MASC;SG
ولادة	narodziny	وِلَادَة	narodziny	N;NOM;INDF;SG	N;NOM;NEUT;SG
الذرة	kukurydza	ذُرَة	kukurydz	N;NOM;DEF;SG	N;NOM;FEM;SG
مناصب	stanowiska	مَنصِب	stanowisko	N;NOM;INDF;PL	N;NOM;NEUT;PL
مناصب	pozycje	مَنصِب	pozycja	N;NOM;INDF;PL	N;NOM;FEM;PL
الرحم	łono	رَحم	łono	N;NOM;DEF;SG	N;NOM;NEUT;SG
صاروخ	rakieta	صَارُوخ	rakieta	N;NOM;INDF;SG	N;NOM;FEM;SG
صاروخ	pocisk	صَارُوخ	pocisk	N;NOM;INDF;SG	N;NOM;MASC;SG
صاروخ	rakieta	صَارُوخ	rakieta	N;NOM;INDF;SG	N;NOM;FEM;SG
التسجيل	nagrywanie	تَسجِيل	nagrywać	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
التسجيل	nagranie	تَسجِيل	nagranie	N;NOM;DEF;SG	N;NOM;NEUT;SG
التسجيل	zapisywanie	تَسجِيل	zapisywać	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
التسجيل	rejestrowanie	تَسجِيل	rejestrować	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
التسجيل	rejestr	تَسجِيل	rejestr	N;NOM;DEF;SG	N;NOM;MASC;SG
التسجيل	rejestracja	تَسجِيل	rejestracja	N;NOM;DEF;SG	N;NOM;FEM;SG
التحول	przesunięcie	تَحَوُّل	przesunąć	N;NOM;DEF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
التحول	przemiana	تَحَوُّل	przemiać	N;NOM;DEF;SG	N;NOM;FEM;SG
التحول	transformacja	تَحَوُّل	transformacja	N;NOM;DEF;SG	N;NOM;FEM;SG
التحول	przekształcenie	تَحَوُّل	przekształcenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
التحول	przemiana	تَحَوُّل	przemiać	N;NOM;DEF;SG	N;NOM;FEM;SG
التحول	transformacja	تَحَوُّل	transformacja	N;NOM;DEF;SG	N;NOM;FEM;SG
يدرس	studiuje	دَرَس	studiować	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
ترجع	zwraca	رَجَع	zwracać	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
ترجع	powraca	رَجَع	powracać	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
عقود	kontrakty	عَقد	kontrakt	N;NOM;INDF;PL	N;NOM;MASC;PL
الوسائل	środki	وَسِيلَة	środek	N;NOM;DEF;PL	N;NOM;MASC;PL
حادث	incydent	حَادِث	incydent	N;NOM;INDF;SG	N;NOM;MASC;SG
حادث	wypadek	حَادِث	wypadek	N;NOM;INDF;SG	N;NOM;MASC;SG
حادث	awaria	حَادِث	awariać	N;NOM;INDF;SG	N;NOM;FEM;SG
التنفس	oddychanie	تَنَفُّس	oddychać	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
التنفس	oddech	تَنَفُّس	oddech	N;NOM;DEF;SG	N;NOM;MASC;SG
الذكر	samiec	ذِكر	samiec	N;NOM;DEF;SG	N;NOM;MASC;SG
الذكر	mężczyzna	ذِكر	mężczyzna	N;NOM;DEF;SG	N;NOM;MASC;SG
كيميائي	chemiczne	كِيمِيَائِيّ	chemiczny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
جراحة	zabieg	جِرَاحَة	zabieg	N;NOM;INDF;SG	N;NOM;MASC;SG
جراحة	operacja	جِرَاحَة	operacja	N;NOM;INDF;SG	N;NOM;FEM;SG
عشيرة	ród	عشيرة	ród	N;NOM;INDF;SG	N;NOM;MASC;SG
قبر	grobowiec	قَبر	grobowiec	N;NOM;INDF;SG	N;NOM;MASC;SG
الروس	rosjanie	رُوسِيّ	rosjanin	N;NOM;DEF;PL	N;NOM;MASC;PL
جوانب	aspekty	جَانِب	aspekt	N;NOM;INDF;PL	N;NOM;MASC;PL
جوانب	boki	جَانِب	boki	N;NOM;INDF;PL	N;NOM;MASC;PL
غلاف	okładka	غِلَاف	okładka	N;NOM;INDF;SG	N;NOM;FEM;SG
لحم	mięso	لَحم	mięso	N;NOM;INDF;SG	N;NOM;NEUT;SG
البيان	manifest	بَيَان	manifest	N;NOM;DEF;SG	N;NOM;MASC;SG
البيان	deklaracja	بَيَان	deklaracja	N;NOM;DEF;SG	N;NOM;FEM;SG
البيان	oświadczenie	بَيَان	oświadczenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
البيان	oświadczenia	بَيَان	oświadczenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
البيان	stwierdzenie	بَيَان	stwierdzenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الكواكب	planety	كَاكِب	planet	N;NOM;DEF;PL	N;NOM;FEM;PL
الجيوش	armie	جَيش	arma	N;NOM;DEF;PL	N;NOM;FEM;PL
شدة	natężenie	شِدَّة	natężenie	N;NOM;INDF;SG	N;NOM;NEUT;SG
شدة	intensywność	شِدَّة	intensywność	N;NOM;INDF;SG	N;NOM;FEM;SG
شدة	nasilenie	شِدَّة	nasilić	N;NOM;INDF;SG	N;NOM;NEUT;SG
البيزنطية	bizantyjskie	بِيزنطِيّ	bizantyjski	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
فعالية	skuteczność	فَعَّالِيَّة	skuteczność	N;NOM;INDF;SG	N;NOM;FEM;SG
فعالية	efektywność	فَعَّالِيَّة	efektywność	N;NOM;INDF;SG	N;NOM;FEM;SG
فعالية	skuteczność	فَعَّالِيَّة	skuteczność	N;NOM;INDF;SG	N;NOM;FEM;SG
فعالية	efektywność	فَعَّالِيَّة	efektywność	N;NOM;INDF;SG	N;NOM;FEM;SG
قتال	walka	قِتَال	walka	N;NOM;INDF;SG	N;NOM;FEM;SG
قتال	walka	قِتَال	walka	N;NOM;INDF;SG	N;NOM;FEM;SG
الحادث	incydent	حَادِث	incydent	N;NOM;DEF;SG	N;NOM;MASC;SG
الحادث	wypadek	حَادِث	wypadek	N;NOM;DEF;SG	N;NOM;MASC;SG
الحادث	awaria	حَادِث	awariać	N;NOM;DEF;SG	N;NOM;FEM;SG
حاسوب	komputer	حاسوب	komputer	N;NOM;INDF;SG	N;NOM;MASC;SG
الاتفاقية	konwent	اِتِّفَاقِيَّة	konwent	N;NOM;DEF;SG	N;NOM;MASC;SG
الاتفاقية	zjazd	اِتِّفَاقِيَّة	zjazd	N;NOM;DEF;SG	N;NOM;MASC;SG
الاتفاقية	konwencja	اِتِّفَاقِيَّة	konwencja	N;NOM;DEF;SG	N;NOM;FEM;SG
هجرة	migracja	هِجرَة	migracja	N;NOM;INDF;SG	N;NOM;FEM;SG
هجرة	imigracja	هِجرَة	imigracja	N;NOM;INDF;SG	N;NOM;FEM;SG
تقارير	raporty	تَقرِير	raport	N;NOM;INDF;PL	N;NOM;MASC;PL
تقارير	sprawozdania	تَقرِير	sprawozdać	N;NOM;INDF;PL	N;NOM;NEUT;PL
جمعة	piątek	جمعة	piątek	N;NOM;INDF;SG	N;NOM;MASC;SG
المعبد	świątynia	مَعبَد	świątynia	N;NOM;DEF;SG	N;NOM;FEM;SG
المعبد	temple	مَعبَد	temple	N;NOM;DEF;SG	N;NOM;NEUT;SG
الصلة	znaczenie	صِلَة	znaczenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الصلة	znaczenia	صِلَة	znaczenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الصلة	przydatność	صِلَة	przydatność	N;NOM;DEF;SG	N;NOM;FEM;SG
طبعة	wydanie	طبعة	wydanie	N;NOM;INDF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
طبعة	edycja	طبعة	edycja	N;NOM;INDF;SG	N;NOM;FEM;SG
الغرفة	pomieszczenie	غُرفَة	pomieszczenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الغرفة	pokój	غُرفَة	pokój	N;NOM;DEF;SG	N;NOM;MASC;SG
المعادلة	wzór	مُعَادَلَة	wzór	N;NOM;DEF;SG	N;NOM;MASC;SG
المعادلة	formuła	مُعَادَلَة	formuła	N;NOM;DEF;SG	N;NOM;FEM;SG
المعادلة	równanie	مُعَادَلَة	równać	N;NOM;DEF;SG	N;NOM;NEUT;SG
الفرع	dział	فَرع	dziać	N;NOM;DEF;SG	N;NOM;MASC;SG
الفرع	sekcja	فَرع	sekcja	N;NOM;DEF;SG	N;NOM;FEM;SG
الفرع	oddział	فَرع	oddział	N;NOM;DEF;SG	N;NOM;MASC;SG
قرون	rogi	قَرن	róg	N;NOM;INDF;PL	N;NOM;MASC;PL
هندي	indyjskie	هِندِيّ	indyjski	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
هندي	indyjska	هِندِيّ	indyjski	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
هندي	indyjski	هِندِيّ	indyjski	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
المسائل	zagadnienia	مَسأَلَة	zagadnienie	N;NOM;DEF;PL	N;NOM;NEUT;PL
المسائل	kwestie	مَسأَلَة	kwest	N;NOM;DEF;PL	N;NOM;FEM;PL
المسائل	problemy	مَسأَلَة	problem	N;NOM;DEF;PL	N;NOM;MASC;PL
عمق	głębokość	عُمق	głębokość	N;NOM;INDF;SG	N;NOM;FEM;SG
العذراء	panna	عَذرَاء	panna	N;NOM;DEF;SG	N;NOM;FEM;SG
العذراء	dziewica	عَذرَاء	dziewica	N;NOM;DEF;SG	N;NOM;FEM;SG
تعادل	remis	تَعَادُل	remis	N;NOM;INDF;SG	N;NOM;MASC;SG
تعادل	krawat	تَعَادُل	krawat	N;NOM;INDF;SG	N;NOM;MASC;SG
جدار	ściana	جِدَار	ściana	N;NOM;INDF;SG	N;NOM;FEM;SG
جدار	mur	جِدَار	mur	N;NOM;INDF;SG	N;NOM;MASC;SG
جدار	tablica	جِدَار	tablica	N;NOM;INDF;SG	N;NOM;FEM;SG
بقيت	pozostał	بَقِي	pozostać	V;PFV;FEM;SG;3;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
منخفض	niskie	مُنخَفِض	niski	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
منخفض	niski	مُنخَفِض	niski	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
جناح	skrzydło	جَنَاح	skrzydło	N;NOM;INDF;SG	N;NOM;NEUT;SG
البذور	nasiona	بَذر	nasiono	N;NOM;DEF;PL	N;NOM;NEUT;PL
البذور	nasiona	بَذر	nasiono	N;NOM;DEF;PL	N;NOM;NEUT;PL
مشهد	scena	مَشهَد	scena	N;NOM;INDF;SG	N;NOM;FEM;SG
الاعتبار	rozważenie	اِعتِبَار	rozważenie	N;NOM;DEF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
انفجار	wybuch	اِنفِجَار	wybuch	N;NOM;INDF;SG	N;NOM;MASC;SG
انفجار	eksplozja	اِنفِجَار	eksplozja	N;NOM;INDF;SG	N;NOM;FEM;SG
الوكالة	agencja	وِكَالَة	agencja	N;NOM;DEF;SG	N;NOM;FEM;SG
بعثة	misja	بَعثَة	misja	N;NOM;INDF;SG	N;NOM;FEM;SG
بعثة	ekspedycja	بَعثَة	ekspedycja	N;NOM;INDF;SG	N;NOM;FEM;SG
بعثة	wyprawa	بَعثَة	wyprawa	N;NOM;INDF;SG	N;NOM;FEM;SG
الهوية	identyfikacja	هُوِيَّة	identyfikacja	N;NOM;DEF;SG	N;NOM;FEM;SG
صياغة	sformułowanie	صِيَاغَة	sformułować	N;NOM;INDF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
صياغة	brzmienie	صِيَاغَة	brzmienie	N;NOM;INDF;SG	N;NOM;NEUT;SG
الغدة	gruczoł	غُدَّة	gruczoła	N;NOM;DEF;SG	N;NOM;MASC;SG
الخطر	zagrożenie	خَطَر	zagrożenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الخطر	niebezpieczeństwo	خَطَر	niebezpieczeństwo	N;NOM;DEF;SG	N;NOM;NEUT;SG
الثقة	zaufanie	ثِقَة	zaufanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الثقة	zaufanie	ثِقَة	zaufanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
العنصر	przedmiot	عُنصُر	przedmiot	N;NOM;DEF;SG	N;NOM;MASC;SG
العنصر	pozycja	عُنصُر	pozycja	N;NOM;DEF;SG	N;NOM;FEM;SG
العنصر	element	عُنصُر	element	N;NOM;DEF;SG	N;NOM;MASC;SG
العنصر	element	عُنصُر	element	N;NOM;DEF;SG	N;NOM;MASC;SG
العنصر	komponent	عُنصُر	komponent	N;NOM;DEF;SG	N;NOM;MASC;SG
العنصر	składnik	عُنصُر	składnik	N;NOM;DEF;SG	N;NOM;MASC;SG
العنصر	pierwiastek	عُنصُر	pierwiastka	N;NOM;DEF;SG	N;NOM;MASC;SG
العنصر	element	عُنصُر	element	N;NOM;DEF;SG	N;NOM;MASC;SG
اتصالات	kontakty	اِتِّصَال	kontakt	N;NOM;INDF;PL	N;NOM;MASC;PL
مبكر	wczesny	مُبَكِّر	wczesny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
منفصلة	dyskretny	مُنفَصِل	dyskretny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
منفصلة	osobne	مُنفَصِل	osobny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
منفصلة	odrębne	مُنفَصِل	odrębny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
منفصلة	oddzielne	مُنفَصِل	oddzielny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
المساهمة	składka	مُسَاهَمَة	składka	N;NOM;DEF;SG	N;NOM;FEM;SG
المساهمة	wkład	مُسَاهَمَة	wkład	N;NOM;DEF;SG	N;NOM;MASC;SG
الحل	rozwiązanie	حَلّ	rozwiązanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الحل	roztwór	حَلّ	roztwór	N;NOM;DEF;SG	N;NOM;MASC;SG
التوزيع	dystrybucja	تَوزِيع	dystrybucja	N;NOM;DEF;SG	N;NOM;FEM;SG
التوزيع	rozkład	تَوزِيع	rozkład	N;NOM;DEF;SG	N;NOM;MASC;SG
نادرة	rzadka	نَادِر	rzadka	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
نادرة	rzadkie	نَادِر	rzadki	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
نادرة	rzadki	نَادِر	rzadka	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
البطن	brzuch	بَطن	brzuch	N;NOM;DEF;SG	N;NOM;MASC;SG
البطن	brzuch	بَطن	brzuch	N;NOM;DEF;SG	N;NOM;MASC;SG
كاتدرائية	katedra	كَاتِدرَائِيَّة	katedra	N;NOM;INDF;SG	N;NOM;FEM;SG
الزوجة	żona	زَوجَة	żona	N;NOM;DEF;SG	N;NOM;FEM;SG
يعلم	wie	عَلِم	wiedzieć	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
رعب	horror	رَعب	horror	N;NOM;INDF;SG	N;NOM;MASC;SG
كفاءة	efektywność	كَفَاءَة	efektywność	N;NOM;INDF;SG	N;NOM;FEM;SG
كفاءة	skuteczność	كَفَاءَة	skuteczność	N;NOM;INDF;SG	N;NOM;FEM;SG
كفاءة	sprawność	كَفَاءَة	sprawność	N;NOM;INDF;SG	N;NOM;FEM;SG
الحصن	forteca	حَصن	forteca	N;NOM;DEF;SG	N;NOM;FEM;SG
الحصن	fort	حَصن	fort	N;NOM;DEF;SG	N;NOM;MASC;SG
سوداء	czarna	أَسوَد	czarny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
سوداء	czarne	أَسوَد	czarny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
سوداء	czarny	أَسوَد	czarny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
الخطة	plan	خُطَّة	plan	N;NOM;DEF;SG	N;NOM;MASC;SG
استبدال	wymiana	اِستِبدَال	wymianać	N;NOM;INDF;SG	N;NOM;FEM;SG
استبدال	zastąpienia	اِستِبدَال	zastąpić	N;NOM;INDF;SG	N;NOM;NEUT;SG
استبدال	zastępstwo	اِستِبدَال	zastępstwo	N;NOM;INDF;SG	N;NOM;NEUT;SG
استبدال	zastąpienie	اِستِبدَال	zastąpienie	N;NOM;INDF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
استبدال	zastąpienia	اِستِبدَال	zastąpić	N;NOM;INDF;SG	N;NOM;NEUT;SG
استبدال	zastąpienie	اِستِبدَال	zastąpienie	N;NOM;INDF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
الجدار	ściana	جِدَار	ściana	N;NOM;DEF;SG	N;NOM;FEM;SG
الجدار	mur	جِدَار	mur	N;NOM;DEF;SG	N;NOM;MASC;SG
الجدار	tablica	جِدَار	tablica	N;NOM;DEF;SG	N;NOM;FEM;SG
الحبوب	pigułki	حَبّ	pigułek	N;NOM;DEF;PL	N;NOM;FEM;PL
يضع	kładzie	وَضَع	kłaść	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
يضع	stawia	وَضَع	stawiać	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
ثقة	zaufanie	ثِقَة	zaufanie	N;NOM;INDF;SG	N;NOM;NEUT;SG
ثقة	zaufanie	ثِقَة	zaufanie	N;NOM;INDF;SG	N;NOM;NEUT;SG
قادر	zdolne	قَادِر	zdolny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
قادر	zdolna	قَادِر	zdolny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
قادر	zdolny	قَادِر	zdolny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
قادر	zdolne	قَادِر	zdolny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
قادر	zdolna	قَادِر	zdolny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
قادر	zdolny	قَادِر	zdolny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
الحديقة	ogród	حَدِيقَة	ogród	N;NOM;DEF;SG	N;NOM;MASC;SG
الحديقة	ogródek	حَدِيقَة	ogródek	N;NOM;DEF;SG	N;NOM;MASC;SG
توسيع	rozszerzenie	تَوسِيع	rozszerzenie	N;NOM;INDF;SG	N;NOM;NEUT;SG
المتقدمة	zaawansowane	مُتَقَدِّم	zaawansować	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
المتقدمة	zaawansowana	مُتَقَدِّم	zaawansować	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
المتقدمة	zaawansowany	مُتَقَدِّم	zaawansowany	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
تركية	turecka	تُركِيّ	turecka	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
تركية	tureckie	تُركِيّ	turecki	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
تركية	turecki	تُركِيّ	turecka	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
دورية	patrol	دَورِيَّة	patrol	N;NOM;INDF;SG	N;NOM;MASC;SG
الزهرة	kwiat	زُهرَة	kwiat	N;NOM;DEF;SG	N;NOM;MASC;SG
الزهرة	kwiatek	زُهرَة	kwiatek	N;NOM;DEF;SG	N;NOM;MASC;SG
مناخ	klimat	مُنَاخ	klimat	N;NOM;INDF;SG	N;NOM;MASC;SG
القطبية	polarne	قَطبِيّ	polarny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
فرص	szanse	فُرصَة	szansa	N;NOM;INDF;PL	N;NOM;FEM;PL
فرص	okazje	فُرصَة	okazjy	N;NOM;INDF;PL	N;NOM;FEM;PL
الشعور	uczucie	شُعُور	uczucie	N;NOM;DEF;SG	N;NOM;NEUT;SG
فنان	artystka	فَنّ	artystka	N;NOM;INDF;SG	N;NOM;FEM;SG
فنان	artysta	فَنّ	artysta	N;NOM;INDF;SG	N;NOM;MASC;SG
فنان	wykonawca	فَنّ	wykonawca	N;NOM;INDF;SG	N;NOM;MASC;SG
السلع	towary	سِلعَة	towar	N;NOM;DEF;PL	N;NOM;MASC;PL
نقابة	związek	نِقَابَة	związek	N;NOM;INDF;SG	N;NOM;MASC;SG
