van	سے	van	سے	ADP	ADP
bedrag	جسامت	bedrag	جسامت	N;NEUT;SG	N;NOM;MASC;SG;3
overeenkomst	اقرار	overeenkomst	اقرار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
overeenkomst	معاہدہ	overeenkomst	معاہدہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
overeenkomst	توافق	overeenkomst	توافق	N;MASC+FEM;SG	N;NOM;MASC;SG;3
geef	لگانا	geven	لگا	V;SG;PRS;FIN	V;MASC;SG;NFIN;ACT
geef	پڑھنا	geven	پڑھ	V;SG;PRS;FIN	V;MASC;SG;NFIN;ACT
geef	بتانا	geven	بتا	V;SG;PRS;FIN	V;MASC;SG;NFIN;ACT
geef	بولنا	geven	بول	V;SG;PRS;FIN	V;MASC;SG;NFIN;ACT
geef	سنانا	geven	سنا	V;SG;PRS;FIN	V;MASC;SG;NFIN;ACT
geef	کہنا	geven	کہہ	V;SG;PRS;FIN	V;MASC;NFIN
ras	وراثت	ras	وراثت	N;NEUT;SG	N;NOM;MASC;SG;3
ras	نوع	ras	نوع	N;NEUT;SG	N;NOM;MASC;SG;3
ras	نسل	ras	نسل	N;NEUT;SG	N;NOM;MASC;SG;3
ras	قبیلہ	ras	قبیلہ	N;NEUT;SG	N;NOM;MASC;SG;3
ras	مشین	ras	مشین	N;NEUT;SG	N;NOM;MASC;SG;3
ras	گروہ	ras	گروہ	N;NEUT;SG	N;NOM;MASC;SG;3
ras	قبیلہ	ras	قبیلہ	N;NEUT;SG	N;NOM;MASC;SG;3
ras	مشین	ras	مشین	N;NEUT;SG	N;NOM;MASC;SG;3
ras	گروہ	ras	گروہ	N;NEUT;SG	N;NOM;MASC;SG;3
ras	خاندان	ras	خاندان	N;NEUT;SG	N;NOM;MASC;SG;3
commissaris	کمشنر	commissaris	کمشنر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
werkelijk	مناسب	werkelijk	مناسب	ADJ	ADJ
verjaardag	سالگرہ	verjaardag	سالگرہ	N;MASC+FEM;SG	N;NOM;FEM;SG;3
milieu	ماحول	milieu	ماحول	N;NEUT;SG	N;NOM;MASC;SG;3
communicatie	راستہ	communicatie	راستہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
slachtoffer	شکار	slachtoffer	شکار	N;NEUT;SG	N;NOM;MASC;SG;3
slachtoffer	نشانہ	slachtoffer	نشانہ	N;NEUT;SG	N;NOM;MASC;SG;3
breedte	چوڑائی	breedte	چوڑائی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
breedte	وسعت	breedte	وسعت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bay	خانہ	bay	خانہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bay	ضلع	bay	ضلع	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bay	خانہ	bay	خانہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bay	ضلع	bay	ضلع	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vocht	رطوبت	vocht	رطوبت	N;NEUT;SG	N;NOM;FEM;SG;3
vocht	رطوبت	vocht	رطوبت	N;NEUT;SG	N;NOM;FEM;SG;3
vocht	نمی	vocht	نمی	N;NEUT;SG	N;NOM;MASC;SG;3
feitelijk	واقعتہً	feitelijk	واقعتہً	ADJ	ADJ
behoefte	بحران	behoefte	بحران	N;MASC+FEM;SG	N;NOM;MASC;SG;3
behoefte	بحران	behoefte	بحران	N;MASC+FEM;SG	N;NOM;MASC;SG;3
behoefte	ضرورت	behoefte	ضرورت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
behoefte	حاجت	behoefte	حاجت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
dertien	13	dertien	13	NUM	NUM
helder	صاف	helder	صاف	ADJ	ADJ
helder	واضح	helder	واضح	ADJ	ADJ
helder	چکنی	helder	چکنی	ADJ	ADJ;FEM
helder	قائل	helder	قائل	ADJ	ADJ
helder	واضح	helder	واضح	ADJ	ADJ
helder	علاحدہ	helder	علحدہ	ADJ	ADJ
helder	مطمئن	helder	مطمئن	ADJ	ADJ
helder	صاف	helder	صاف	ADJ	ADJ
helder	قائل	helder	قائل	ADJ	ADJ
helder	واضح	helder	واضح	ADJ	ADJ
helder	علاحدہ	helder	علحدہ	ADJ	ADJ
helder	مطمئن	helder	مطمئن	ADJ	ADJ
helder	روشن	helder	روشن	ADJ	ADJ
helder	ذہین	helder	ذہین	ADJ	ADJ
hoofdzakelijk	بیشتر	hoofdzakelijk	بیشتر	ADJ	ADJ
droge	سادہ	droog	سادہ	ADJ	ADJ
droge	خشک	droog	خشک	ADJ	ADJ
droge	سادہ	droog	سادہ	ADJ	ADJ
droge	خشک	droog	خشک	ADJ	ADJ
dokter	استاد	dokter	استاد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tante	خالہ	tante	خالہ	N;MASC+FEM;SG	N;NOM;FEM;SG;3
tante	پھوپھی	tante	پھوپھی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
waard	معزز	waard	معزز	ADJ	ADJ
waard	لائق	waard	لائق	ADJ	ADJ
waard	معزز	waard	معزز	ADJ	ADJ
formatie	ترتیب	formatie	ترتیب	N;MASC+FEM;SG	N;NOM;FEM;SG;3
vijand	حریف	vijand	حریف	N;MASC+FEM;SG	N;NOM;MASC;SG;3
erkenning	اقرار	erkenning	اقرار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
erkenning	تسلیم	erkenning	تسلیم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
erkenning	شناخت	erkenning	شناخت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
feest	دعوت	feest	دعوت	N;NEUT;SG	N;NOM;FEM;SG;3
prof	پروفیسر.	prof	پروفیسر.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
inzet	رائے	inzet	رائے	N;MASC+FEM;SG	N;NOM;MASC;SG;3
inzet	رائے	inzet	رائے	N;MASC+FEM;SG	N;NOM;MASC;SG;3
inzet	شرط	inzet	شرط	N;MASC+FEM;SG	N;NOM;FEM;SG;3
set	موج	set	موج	N;MASC+FEM;SG	N;NOM;MASC;SG;3
set	جماعت	set	جماعت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
set	بہاؤ	set	بہاؤ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
set	وضع	set	وضع	N;MASC+FEM;SG	N;NOM;MASC;SG;3
set	کل	set	کل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
set	گروہ	set	گروہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
set	بغض	set	بغض	N;MASC+FEM;SG	N;NOM;MASC;SG;3
set	رجحان	set	رجحان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
set	مشین	set	مشین	N;MASC+FEM;SG	N;NOM;MASC;SG;3
set	موج	set	موج	N;MASC+FEM;SG	N;NOM;MASC;SG;3
set	جماعت	set	جماعت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
set	بہاؤ	set	بہاؤ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
set	وضع	set	وضع	N;MASC+FEM;SG	N;NOM;MASC;SG;3
set	کل	set	کل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
set	گروہ	set	گروہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
set	بغض	set	بغض	N;MASC+FEM;SG	N;NOM;MASC;SG;3
set	رجحان	set	رجحان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
set	مشین	set	مشین	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verkrijgen	پانا	verkrijgen	پانا	V;NFIN	V;SG;NFIN;ACT
voorjaar	لچک	voorjaar	لچک	N;NEUT;SG	N;NOM;MASC;SG;3
voorjaar	لچک	voorjaar	لچک	N;NEUT;SG	N;NOM;MASC;SG;3
voorjaar	چھلانگ	voorjaar	چھلانگ	N;NEUT;SG	N;NOM;MASC;SG;3
reguliere	منظم	regulier	منظم	ADJ	ADJ
reguliere	مستقل	regulier	مستقل	ADJ	ADJ
reguliere	مربوط	regulier	مربوط	ADJ	ADJ
reguliere	مکمل	regulier	مکمل	ADJ	ADJ
aanduiding	القاب	aanduiding	القاب	N;MASC+FEM;SG	N;NOM;MASC;SG;3
aanduiding	نام	aanduiding	نام	N;MASC+FEM;SG	N;NOM;MASC;SG;3
regionaal	علاقائی	regionaal	علاقائی	ADJ	ADJ
object	مقصد	object	مقصد	N;NEUT;SG	N;NOM;MASC;SG;3
reeksen	تماشوں	reeks	تماشہ	N;PL	N;ACC;MASC;PL;3
procedure	کام	procedure	کام	N;MASC+FEM;SG	N;NOM;MASC;SG;3
procedure	عمل	procedure	عمل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
procedure	فعل	procedure	فعل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
handelen	ڈھونگ	handelen	ڈھونگ	V;NFIN	V;SG;ACT
handelen	کارروائی.	handelen	کارروائی.	V;NFIN	V;PFV;FEM;SG;V.PTCP;ACT
handelen	ڈھونگ	handelen	ڈھونگ	V;NFIN	V;SG;ACT
handelen	کارروائی.	handelen	کارروائی.	V;NFIN	V;PFV;FEM;SG;V.PTCP;ACT
partner	ساتھی	partner	ساتھی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
partner	ساتھی	partner	ساتھی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
maat	حجم	maat	حجم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
maat	پیمائش.	maat	پیمائش.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
echtgenoot	خاوند	echtgenoot	خاوند	N;MASC+FEM;SG	N;NOM;MASC;SG;3
weduwe	بیوہ	weduwe	بیوہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bewijzen	آزمانا	bewijzen	آزما	V;NFIN	V;SG;ACT
liberaal	فیاضانہ	liberaal	فیاضانہ	ADJ	ADJ
liberaal	بھرپور	liberaal	بھرپور	ADJ	ADJ
verdienste	شرف	verdienste	شرف	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verdienste	اچھائی	verdienste	اچھائی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
verdienste	خوبی	verdienste	خوبی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verdienste	فضلیت	verdienste	فضلیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
controleren	تھامنا	controleren	تھامنا	V;NFIN	V;SG;NFIN;ACT
controleren	ڈانٹنا	controleren	ڈانٹ	V;NFIN	V;NFIN
controleren	تھامنا	controleren	تھامنا	V;NFIN	V;SG;NFIN;ACT
controleren	ڈانٹنا	controleren	ڈانٹ	V;NFIN	V;NFIN
light	روشنی	light	روشنی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
light	پتلا	light	پتلا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
light	چمک	light	چمک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
light	کثافت	light	کثافت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
light	روشنی	light	روشنی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
light	پتلا	light	پتلا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
light	جوت	light	جوت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
light	چمک	light	چمک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
light	چراغ	light	چراغ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
light	کثافت	light	کثافت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opkomst	ظہور	opkomst	ظہور	N;MASC+FEM;SG	N;NOM;MASC;SG;3
herstellen	بلانا	herstellen	بلانا	V;NFIN	V;MASC;SG;NFIN;ACT
lastig	مشکل	lastig	مشکل	ADJ	ADJ
lastig	پیچیدہ	lastig	پیچیدہ	ADJ	ADJ
veilig	معتبر	veilig	معتبر	ADJ	ADJ
veilig	یقینی	veilig	یقینی	ADJ	ADJ
veilig	کمزور	veilig	کمزور	ADJ	ADJ
veilig	یقینی	veilig	یقینی	ADJ	ADJ
veilig	کمزور	veilig	کمزور	ADJ	ADJ
veilig	محفوظ	veilig	محفوظ	ADJ	ADJ
veilig	یقینی	veilig	یقینی	ADJ	ADJ
onderneming	گروہ	onderneming	گروہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
onderneming	صحبت	onderneming	صحبت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
onderneming	مہم	onderneming	مہم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
arbeid	روزگار	arbeid	روزگار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
arbeid	شغل	arbeid	شغل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
arbeid	کام	arbeid	کام	N;MASC+FEM;SG	N;NOM;MASC;SG;3
arbeid	دھندا	arbeid	دھندا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
arbeid	روزگار	arbeid	روزگار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
arbeid	مشقت	arbeid	مشقت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
klok	گھڑی	klok	گھڑی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
klok	گھنٹہ	klok	گھنٹہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
duizend	ہزار	duizend	ہزار	NUM	NUM
kranten	اشتہارات	krant	اشتہار	N;PL	N;NOM;MASC;PL;3
bel	جگانا	bellen	جگا	V;SG;PRS;FIN	V;MASC;SG;NFIN;ACT
bel	رکھنا	bellen	رکھ	V;SG;PRS;FIN	V;MASC;SG;NFIN;ACT
bel	چیخ	bellen	چیخ	V;SG;PRS;FIN	V;ACT
bel	سمجھنا	bellen	سمجھ	V;SG;PRS;FIN	V;MASC;SG;NFIN;ACT
bel	پکار	bellen	پکار	V;SG;PRS;FIN	V;SG;ACT
vrouwtje	پرزہ	vrouwtje	پرزہ	N;NEUT;SG	N;NOM;MASC;SG;3
vrouwtje	عورت	vrouwtje	عورت	N;NEUT;SG	N;NOM;MASC;SG;3
vrouwtje	پرزہ	vrouwtje	پرزہ	N;NEUT;SG	N;NOM;MASC;SG;3
vrouwtje	عورت	vrouwtje	عورت	N;NEUT;SG	N;NOM;MASC;SG;3
marokko	مراقشی.	marokko	مراقشی.	N;NEUT;SG	N;NOM;MASC;SG;3
constant	مستقل	constant	مستقل	ADJ	ADJ
constant	جاری	constant	جاری	ADJ	ADJ
constant	متواتر	constant	متواتر	ADJ	ADJ
poëzie	لطافت	poëzie	لطافت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
leeg	خالی	leeg	خالی	ADJ	ADJ
leeg	یکسر	leeg	یکسر	ADJ	ADJ
chef	برتر	chef	برتر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schedel	کھوپڑی	schedel	کھوپڑی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schedel	کھوپڑی	schedel	کھوپڑی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schedel	سر	schedel	سر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schedel	کھوپڑی	schedel	کھوپڑی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vrouwelijk	زنانہ	vrouwelijk	زنانہ	ADJ	ADJ
vrouwelijk	زنانہ	vrouwelijk	زنانہ	ADJ	ADJ
ingenieur	انجینئر	ingenieur	انجینئر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
magazine	کیمرے	magazine	کیمرا	N;NEUT;SG	N;NOM;MASC;SG;3
gezondheid	صحت	gezondheid	صحت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
losse	عیّاش.	losse	عیّاش.	ADJ	ADJ
losse	متفرق	losse	متفرق	ADJ	ADJ
oudheid	قدامت	oudheid	قدامت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
nederzetting	دیوار	nederzetting	دیوار	N;MASC+FEM;SG	N;NOM;FEM;SG;3
nederzetting	تصفیہ	nederzetting	تصفیہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
muzikant	موسیقار	muzikant	موسیقار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gezelschap	گروہ	gezelschap	گروہ	N;NEUT;SG	N;NOM;MASC;SG;3
gezelschap	صحبت	gezelschap	صحبت	N;NEUT;SG	N;NOM;FEM;SG;3
geneeskunde	تدارک	geneeskunde	تدارک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
geneeskunde	علاج	geneeskunde	علاج	N;MASC+FEM;SG	N;NOM;MASC;SG;3
activiteit	تابکاری	activiteit	تابکاری	N;MASC+FEM;SG	N;NOM;MASC;SG;3
activiteit	مصروفیت	activiteit	مصروفیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
account	بیان	accounen	بیان	N;NEUT;SG	N;NOM;MASC;SG;3
talent	فطانت	talent	فطانت	N;NEUT;SG	N;NOM;MASC;SG;3
egyptische	مصری	egyptisch	مصری	ADJ	ADJ
romp	غلاف	romp	غلاف	N;MASC+FEM;SG	N;NOM;MASC;SG;3
romp	جہاز	romp	جہاز	N;MASC+FEM;SG	N;NOM;MASC;SG;3
achterzijde	چوتڑ	achterzijde	چوتڑ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
achterzijde	عقب	achterzijde	عقب	N;MASC+FEM;SG	N;NOM;MASC;SG;3
achterzijde	چوتڑ	achterzijde	چوتڑ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
mannelijk	مردانہ	mannelijk	مردانہ	ADJ	ADJ
visie	نظر	visie	نظر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
populariteit	شہرت	populariteit	شہرت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
populariteit	شہرت	populariteit	شہرت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
populariteit	مقبولیت	populariteit	مقبولیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
onderkant	برداشت	onderkant	برداشت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
onderkant	سکت	onderkant	سکت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
onderkant	اندازہ	onderkant	اندازہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
onderkant	اصلیت	onderkant	اصلیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
onderkant	حقیقت	onderkant	حقیقت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
onderkant	بنیاد	onderkant	بنیاد	N;MASC+FEM;SG	N;NOM;FEM;SG;3
onderkant	تاب	onderkant	تاب	N;MASC+FEM;SG	N;NOM;MASC;SG;3
onderkant	دریا	onderkant	دریا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
dikke	قریبی	dik	قریبی	ADJ	ADJ
dikke	گہرے	dik	گہرے	ADJ	ADJ;ACC;MASC;SG
dikke	قریبی	dik	قریبی	ADJ	ADJ
dikke	گہرے	dik	گہرے	ADJ	ADJ;ACC;MASC;SG
dikke	روغنی	dik	روغنی	ADJ	ADJ
dikke	زرخیز	dik	زرخیز	ADJ	ADJ
dikke	مقتدر	dik	مقتدر	ADJ	ADJ
dikke	موٹا	dik	موٹا	ADJ	ADJ;NOM;MASC;SG
dikke	روغنی	dik	روغنی	ADJ	ADJ
dikke	زرخیز	dik	زرخیز	ADJ	ADJ
dikke	مقتدر	dik	مقتدر	ADJ	ADJ
scheiding	جدائی	scheiding	جدا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
scheiding	افتراق.	scheiding	افتراق.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sectie	گروہ	sectie	گروہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sectie	طبقہ	sectie	طبقہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
medewerker	صحبت	medewerker	صحبت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
beer	ریچھ	beer	ریچھ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
beer	موجب	beer	موجب	N;MASC+FEM;SG	N;NOM;MASC;SG;3
beer	ریچھ	beer	ریچھ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
beer	موجب	beer	موجب	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kleding	طرزِعمل	kleding	طرزِعمل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kleding	لباس	kleding	لباس	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kleding	بستر	kleding	بستر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kleding	لباس	kleding	لباس	N;MASC+FEM;SG	N;NOM;MASC;SG;3
management	دھوکا	management	دھوکا	N;NEUT;SG	N;NOM;MASC;SG;3
management	انتظام	management	انتظام	N;NEUT;SG	N;NOM;MASC;SG;3
vergelijkbare	مثنٰی	vergelijkbaar	مثنٰی	ADJ	ADJ
recent	حالیہ	recent	حالیہ	ADJ	ADJ
recent	جدید	recent	جدید	ADJ	ADJ
vierkante	روایتی	vierkant	روایتی	ADJ	ADJ
vierkante	موافق	vierkant	موافق	ADJ	ADJ
vierkante	آراستہ	vierkant	آراستہ	ADJ	ADJ
vierkante	پرانا	vierkant	پرانا	ADJ	ADJ;NOM;MASC;SG
vierkante	منصفانہ	vierkant	منصفانہ	ADJ	ADJ
vierkante	مرتب	vierkant	مرتب	ADJ	ADJ
vierkante	روایتی	vierkant	روایتی	ADJ	ADJ
vierkante	موافق	vierkant	موافق	ADJ	ADJ
vierkante	آراستہ	vierkant	آراستہ	ADJ	ADJ
vierkante	پرانا	vierkant	پرانا	ADJ	ADJ;NOM;MASC;SG
vierkante	منصفانہ	vierkant	منصفانہ	ADJ	ADJ
vierkante	مرتب	vierkant	مرتب	ADJ	ADJ
personeel	عصا	personeel	عصا	N;NEUT;SG	N;NOM;MASC;SG;3
dialect	تلفظ	dialect	تلفظ	N;NEUT;SG	N;NOM;MASC;SG;3
verval	جنگ	verval	جنگ	N;NEUT;SG	N;NOM;FEM;SG;3
verval	زندگی	verval	زندگی	N;NEUT;SG	N;NOM;FEM;SG;3
verval	دولت	verval	دولت	N;NEUT;SG	N;NOM;FEM;SG;3
verval	زور	verval	زور	N;NEUT;SG	N;NOM;MASC;SG;3
verval	توانائی	verval	توانائی	N;NEUT;SG	N;NOM;FEM;SG;3
economisch	معاشی	economisch	معاشی	ADJ	ADJ
economisch	عملی	economisch	عملی	ADJ	ADJ
economisch	کاروباری	economisch	کاروباری	ADJ	ADJ
alweer	دوبارہ	alweer	دوبارہ	ADV	ADV
spanning	جوش	spanning	جوش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
spanning	اشتعال	spanning	اشتعال	N;MASC+FEM;SG	N;NOM;MASC;SG;3
spanning	وولٹیج	spanning	وولٹیج	N;MASC+FEM;SG	N;NOM;FEM;SG;3
kwaad	برائی	kwaad	برائی	N;NEUT;SG	N;NOM;FEM;SG;3
kwaad	منحوس	kwaad	منحوس	N;NEUT;SG	N;SG
kwaad	برائی	kwaad	برائی	N;NEUT;SG	N;NOM;FEM;SG;3
kwaad	منحوس	kwaad	منحوس	N;NEUT;SG	N;SG
zicht	نظر	zicht	نظر	N;NEUT;SG	N;NOM;MASC;SG;3
zicht	رویت	zicht	رویت	N;NEUT;SG	N;NOM;MASC;SG;3
opbrengst	حاصل	opbrengst	حاصل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opbrengst	پیداوار	opbrengst	پیداوار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
onderhoud	استقرار.	onderhoud	استقرار.	N;NEUT;SG	N;NOM;MASC;SG;3
onderhoud	پرورش	onderhoud	پرورش	N;NEUT;SG	N;NOM;FEM;SG;3
prestatie	قصہ	prestatie	قصہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
prestatie	قضیہ	prestatie	قضیہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
prestatie	کارنامہ	prestatie	کارنامہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
prestatie	اہلیت	prestatie	اہلیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
prestatie	تکمیل	prestatie	تکمیل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
prestatie	کارنامہ	prestatie	کارنامہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
prestatie	بجاآوری	prestatie	بجاآوری	N;MASC+FEM;SG	N;NOM;MASC;SG;3
prestatie	اہلیت	prestatie	اہلیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
prestatie	تکمیل	prestatie	تکمیل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
prestatie	کارنامہ	prestatie	کارنامہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verre	مبہم	ver	مبہم	ADJ	ADJ
verre	متفاوت	ver	متفاوت	ADJ	ADJ
verre	مبہم	ver	مبہم	ADJ	ADJ
verre	متفاوت	ver	متفاوت	ADJ	ADJ
dead	حتمی	dead	حتمی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
dead	ساکت	dead	ساکت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
dead	حتمی	dead	حتمی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
dead	ساکت	dead	ساکت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
earth	دنیا	earth	دنیا	N;MASC+FEM;SG	N;NOM;FEM;SG;3
jane	عورت	jane	عورت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
run	دوڑ	run	دوڑ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
run	حملہ	run	حملہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
defensie	حمایت	defensie	حمایت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
defensie	مدافعت	defensie	مدافعت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
defensie	تائید	defensie	تائید	N;MASC+FEM;SG	N;NOM;MASC;SG;3
trouwen	جوڑنا-	trouwen	جوڑنا-	V;NFIN	V;SG;NFIN;ACT
formeel	ظاہری	formeel	ظاہری	ADJ	ADJ
formeel	واضح	formeel	واضح	ADJ	ADJ
formeel	اصولی	formeel	اصولی	ADJ	ADJ
formeel	رسمی	formeel	رسمی	ADJ	ADJ
formeel	ظاہری	formeel	ظاہری	ADJ	ADJ
formeel	واضح	formeel	واضح	ADJ	ADJ
formeel	اصولی	formeel	اصولی	ADJ	ADJ
artiest	موسیقار	artiest	موسیقار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
inkomen	آمدنی	inkomen	آمدنی	N;NEUT;SG	N;NOM;FEM;SG;3
inkomen	آمد	inkomen	آمد	N;NEUT;SG	N;NOM;MASC;SG;3
aanpassen	سنوارنا	aanpassen	سنوار	V;NFIN	V;MASC;SG;NFIN;ACT
aanpassen	بدلنا.	aanpassen	بدلنا.	V;NFIN	V;NFIN;ACT
nadruk	زور	nadruk	زور	N;MASC+FEM;SG	N;NOM;MASC;SG;3
nadruk	بیان	nadruk	بیان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
nadruk	سختی	nadruk	سختی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
dream	غفلت	dream	غفلت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
beslag	گروہ	beslag	گروہ	N;NEUT;SG	N;NOM;MASC;SG;3
beslag	گروہ	beslag	گروہ	N;NEUT;SG	N;NOM;MASC;SG;3
beslag	انڈے	beslag	انڈے	N;NEUT;SG	N;NOM;MASC;SG;3
beslag	دودھ	beslag	دودھ	N;NEUT;SG	N;NOM;MASC;SG;3
ontmoet	جُڑنا	ontmoeten	جُڑ	V;V.PTCP	V;SG;NFIN;ACT
ontmoet	بھڑنا.	ontmoeten	بھڑنا.	V;V.PTCP	V;SG;NFIN;ACT
ontmoet	ملنا	ontmoeten	مل	V;V.PTCP	V;MASC;SG;NFIN;ACT
commando	قبضہ	commando	قبضہ	N;NEUT;SG	N;NOM;MASC;SG;3
commando	موجب	commando	موجب	N;NEUT;SG	N;NOM;MASC;SG;3
commando	اختیار	commando	اختیار	N;NEUT;SG	N;NOM;MASC;SG;3
