için	za	için	za		
bilimsel	vedecká	bilimsel	vedecký	ADJ	ADJ;NOM;FEM;SG
bilimsel	vedecké	bilimsel	vedecký	ADJ	ADJ;NOM;NEUT;SG
aşk	laska	aşk	laska	N;NOM;SG;3	N;NOM;FEM;SG
aşk	láska	aşk	láska	N;NOM;SG;3	N;NOM;FEM;SG
etkisi	dosah	etki	dosah	N;NOM;SG;3	N;INAN;NOM;MASC;SG
etkisi	vplyv	etki	vplyv	N;NOM;SG;3	N;INAN;NOM;MASC;SG
etkisi	náraz	etki	náraz	N;NOM;SG;3	N;INAN;NOM;MASC;SG
etkisi	ovplyvnenie	etki	ovplyvnenie	N;NOM;SG;3	N;NOM;NEUT;SG
etkisi	ovplyvňovanie	etki	ovplyvňovanie	N;NOM;SG;3	N;NOM;NEUT;SG
etkisi	vplyv	etki	vplyv	N;NOM;SG;3	N;INAN;NOM;MASC;SG
etkisi	efekt	etki	efekt	N;NOM;SG;3	N;INAN;NOM;MASC;SG
etkisi	účinok	etki	účinok	N;NOM;SG;3	N;INAN;NOM;MASC;SG
etkisi	vplyv	etki	vplyv	N;NOM;SG;3	N;INAN;NOM;MASC;SG
müdürlüğü	riaditeľstvo	müdürlük	riaditeľstvo	N;NOM;SG;3	N;NOM;NEUT;SG
yeşil	zelený	yeşil	zelený	ADJ	ADJ;ANIM;NOM;MASC;SG
yeşil	zelené	yeşil	zelený	ADJ	ADJ;NOM;NEUT;SG
yeşil	zelená	yeşil	zelený	ADJ	ADJ;NOM;FEM;SG
ailesi	rodinka	aile	rodinka	N;NOM;SG;3	N;NOM;FEM;SG
ailesi	family	aile	famila	N;NOM;SG;3	N;NOM;FEM;SG
ailesi	rodina	aile	rodina	N;NOM;SG;3	N;NOM;FEM;SG
insanlar	ľudia	insan	človek	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
insanlar	ludia	insan	ludia	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
insanlar	ľudia	insan	človek	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
parçası	časť	parça	časť	N;NOM;SG;3	N;NOM;FEM;SG
parçası	čast	parça	čast	N;NOM;SG;3	N;NOM;FEM;SG
parçası	súčasť	parça	súčasť	N;NOM;SG;3	N;NOM;FEM;SG
samsun	samsun	samsun	samsun		
bilgisayar	počítač	bilgisayar	počítač	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sınırları	hranice	sınır	hranica	N;NOM;PL;3	N;NOM;FEM;PL
sınırları	okraje	sınır	okraj	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sınırları	hranice	sınır	hranica	N;NOM;PL;3	N;NOM;FEM;PL
sınırları	medze	sınır	medza	N;NOM;PL;3	N;NOM;FEM;PL
sınırları	limity	sınır	limita	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sınırları	obmedzenia	sınır	obmedzenie	N;NOM;PL;3	N;NOM;NEUT;PL
parlaklık	svietivosť	parlaklık	svietivosť	N;NOM;SG;3	N;NOM;FEM;SG
parlaklık	jas	parlaklık	jas	N;NOM;SG;3	N;INAN;NOM;MASC;SG
demokratik	demokratické	demokratik	demokratický	ADJ	ADJ;NOM;NEUT;SG
demokratik	demokratickej	demokratik	demokratický	ADJ	ADJ;GEN;FEM;SG
demokratik	demokratická	demokratik	demokratický	ADJ	ADJ;NOM;FEM;SG
demokratik	demokratický	demokratik	demokratický	ADJ	ADJ;INAN;NOM;MASC;SG
demokratik	demokratických	demokratik	demokratický	ADJ	ADJ;GEN;MASC;PL
vb	atď	vb	atď		
sistem	systém	sistem	systém	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sistem	sústava	sistem	sústava	N;NOM;SG;3	N;NOM;FEM;SG
şimdi	teraz	şimdi	teraz	ADV	ADV
amacı	účel	amaç	účel	N;NOM;SG;3	N;INAN;NOM;MASC;SG
özellikleri	ukazovatele	özellik	ukazovateľ	N;NOM;PL;3	N;INAN;NOM;MASC;PL
özellikleri	vlastnosti	özellik	vlastnosť	N;NOM;PL;3	N;NOM;FEM;PL
özellikleri	charakteristiky	özellik	charakteristika	N;NOM;PL;3	N;NOM;FEM;PL
özellikleri	atribúty	özellik	atribút	N;NOM;PL;3	N;INAN;NOM;MASC;PL
özellikleri	funkcie	özellik	funkcia	N;NOM;PL;3	N;NOM;FEM;PL
özellikleri	vlastnosti	özellik	vlastnosť	N;NOM;PL;3	N;NOM;FEM;PL
özellikleri	charakteristiky	özellik	charakteristika	N;NOM;PL;3	N;NOM;FEM;PL
özellikleri	prvky	özellik	prvok	N;NOM;PL;3	N;INAN;NOM;MASC;PL
özellikleri	vlastnosti	özellik	vlastnosť	N;NOM;PL;3	N;NOM;FEM;PL
özellikleri	nehnuteľnosti	özellik	nehnuteľnosť	N;NOM;PL;3	N;NOM;FEM;PL
sovyetler	sovieti	sovyet	sovetieť	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
kişilik	odtlačok	kişilik	odtlačok	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kişilik	osobnosť	kişilik	osobnosť	N;NOM;SG;3	N;NOM;FEM;SG
boş	prázdne	boş	prázdny	ADJ	ADJ;NOM;NEUT;SG
boş	prázdny	boş	prázdny	ADJ	ADJ;INAN;NOM;MASC;SG
boş	prázdny	boş	prázdny	ADJ	ADJ;INAN;NOM;MASC;SG
boş	prázdne	boş	prázdny	ADJ	ADJ;NOM;NEUT;SG
adası	ostrove	ada	ostrov	N;NOM;SG;3	N;INAN;NOM;MASC;SG
adası	ostrov	ada	ostrov	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kim	kto	kim	kto	PRO;NOM;SG;3	PRO;ANIM;NOM;MASC;SG
federasyonu	federácia	federasyon	federácia	N;NOM;SG;3	N;NOM;FEM;SG
uyum	dodržiavanie	uyum	dodržiavanie	N;NOM;SG;3	N;NOM;NEUT;SG
uyum	súlad	uyum	súlad	N;NOM;SG;3	N;INAN;NOM;MASC;SG
resimleri	obrazy	resim	obraz	N;NOM;PL;3	N;INAN;NOM;MASC;PL
resimleri	fotky	resim	fotka	N;NOM;PL;3	N;NOM;FEM;PL
resimleri	obrázky	resim	obrázok	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yapısı	konštrukcia	yapı	konštrukcia	N;NOM;SG;3	N;NOM;FEM;SG
yapısı	štruktúra	yapı	štruktúra	N;NOM;SG;3	N;NOM;FEM;SG
iletişim	oznamovanie	iletiş	oznamovanie	N;NOM;SG;3	N;NOM;NEUT;SG
iletişim	komunikácia	iletiş	komunikácia	N;NOM;SG;3	N;NOM;FEM;SG
iletişim	oznámenie	iletiş	oznámenie	N;NOM;SG;3	N;NOM;NEUT;SG
iletişim	kontakt	iletiş	kontakt	N;NOM;SG;3	N;INAN;NOM;MASC;SG
iletişim	komunikácia	iletiş	komunikácia	N;NOM;SG;3	N;NOM;FEM;SG
attı	hodil	at	hodiť	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
öğrenci	kadet	öğrenci	kadet	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
öğrenci	študent	öğrenci	študent	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
öğrenci	študentka	öğrenci	študentka	N;NOM;SG;3	N;NOM;FEM;SG
üyeleri	poslanci	üye	poslanec	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
üyeleri	členovia	üye	člen	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
kolay	ľahké	kolay	ľahký	ADJ	ADJ;NOM;NEUT;SG
kolay	jednoduché	kolay	jednoduchý	ADJ	ADJ;NOM;NEUT;SG
baba	ocko	baba	ocko	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
baba	otec	baba	otec	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
baba	ocko	baba	ocko	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
baba	otecko	baba	otecko	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
baba	tatko	baba	tatko	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
baba	otec	baba	otec	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
sonuçlar	výsledky	sonuç	výsledok	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sonuçlar	výstupy	sonuç	výstup	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sonuçlar	výsledky	sonuç	výsledok	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sonuçlar	vysledky	sonuç	vysledok	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sonuçlar	následky	sonuç	následok	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sonuçlar	dôsledky	sonuç	dôsledok	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sonuçlar	závery	sonuç	záver	N;NOM;PL;3	N;INAN;NOM;MASC;PL
onları	nich	o	on	PRO;ACC;PL;3	PRO;ANIM;ACC;MASC;PL;3
soğuk	chladené	soğuk	chladený	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
soğuk	studená	soğuk	studený	ADJ	ADJ;NOM;FEM;SG
soğuk	studené	soğuk	studený	ADJ	ADJ;NOM;NEUT;SG
soğuk	chladná	soğuk	chladný	ADJ	ADJ;NOM;FEM;SG
kültürel	kultúrna	kültürel	kultúrny	ADJ	ADJ;NOM;FEM;SG
kültürel	kultúrny	kültürel	kultúrny	ADJ	ADJ;INAN;NOM;MASC;SG
kültürel	kultúrne	kültürel	kultúrny	ADJ	ADJ;NOM;NEUT;SG
kurdu	vlk	kurt	vlk	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
birisi	niekto	biri	niekto	PRO;NOM;SG;3	PRO;ANIM;NOM;MASC;SG
birisi	niekoho	biri	niekto	PRO;NOM;SG;3	PRO;ANIM;NOM;MASC;SG
birisi	niekto	biri	niekto	PRO;NOM;SG;3	PRO;ANIM;NOM;MASC;SG
birisi	niekoho	biri	niekto	PRO;NOM;SG;3	PRO;ANIM;NOM;MASC;SG
projesi	projekt	proje	projekt	N;NOM;SG;3	N;INAN;NOM;MASC;SG
nedeni	motív	neden	motív	N;NOM;SG;3	N;INAN;NOM;MASC;SG
nedeni	rozum	neden	rozum	N;NOM;SG;3	N;INAN;NOM;MASC;SG
nedeni	príčina	neden	príčina	N;NOM;SG;3	N;NOM;FEM;SG
nedeni	dôvod	neden	dôvod	N;NOM;SG;3	N;INAN;NOM;MASC;SG
nedeni	dovod	neden	dovod	N;NOM;SG;3	N;INAN;NOM;MASC;SG
nedeni	príčina	neden	príčina	N;NOM;SG;3	N;NOM;FEM;SG
kararı	rozhodnutie	karar	rozhodnutie	N;NOM;SG;3	N;NOM;NEUT;SG
kamu	public	kamu	publica	N;NOM;SG;3	N;NOM;FEM;SG
kamu	verejnosť	kamu	verejnosť	N;NOM;SG;3	N;NOM;FEM;SG
kişiler	osoby	kişi	osoba	N;NOM;PL;3	N;NOM;FEM;PL
kişiler	ludia	kişi	ludia	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
kişiler	ľudia	kişi	človek	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
kişiler	kontakty	kişi	kontakt	N;NOM;PL;3	N;INAN;NOM;MASC;PL
uydu	satelit	uy	satelit	N;NOM;SG;3	N;INAN;NOM;MASC;SG
basit	jednoduchý	basit	jednoduchý	ADJ	ADJ;ANIM;NOM;MASC;SG
basit	jednoduchá	basit	jednoduchý	ADJ	ADJ;NOM;FEM;SG
basit	jednoduché	basit	jednoduchý	ADJ	ADJ;NOM;NEUT;SG
kaynaklar	zdroje	kaynak	zdroj	N;NOM;PL;3	N;INAN;NOM;MASC;PL
kaynaklar	zdroje	kaynak	zdroj	N;NOM;PL;3	N;INAN;NOM;MASC;PL
kaynaklar	prostriedky	kaynak	prostriedok	N;NOM;PL;3	N;INAN;NOM;MASC;PL
cumhurbaşkanı	prezidentka	cumhurbaşkanı	prezidentka	N;NOM;SG;3	N;NOM;FEM;SG
cumhurbaşkanı	prezident	cumhurbaşkanı	prezident	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
cumhurbaşkanı	predseda	cumhurbaşkanı	predseda	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
alındı	dostala	al	dostať	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;POS;PST;V.PTCP
alındı	získala	al	získať	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;POS;PST;V.PTCP
boyu	výška	boy	výška	N;NOM;SG;3	N;NOM;FEM;SG
boyu	dĺžka	boy	dĺžka	N;NOM;SG;3	N;NOM;FEM;SG
boyu	velkost	boy	velkost	N;NOM;SG;3	N;NOM;FEM;SG
boyu	veľkosť	boy	veľkosť	N;NOM;SG;3	N;NOM;FEM;SG
defans	ochranca	defans	ochranca	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
defans	obranca	defans	obranca	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
defans	obhajca	defans	obhajca	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
defans	obrana	defans	obrana	N;NOM;SG;3	N;NOM;FEM;SG
defans	obhajoba	defans	obhajoba	N;NOM;SG;3	N;NOM;FEM;SG
defans	obrana	defans	obrana	N;NOM;SG;3	N;NOM;FEM;SG
defans	obhajoba	defans	obhajoba	N;NOM;SG;3	N;NOM;FEM;SG
yardımcısı	asistent	yardımcı	asistent	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
yardımcısı	asistentka	yardımcı	asistentka	N;NOM;SG;3	N;NOM;FEM;SG
yardımcısı	námestník	yardımcı	námestník	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
yardımcısı	zástupca	yardımcı	zástupca	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
yardımcısı	vice	yardımcı	vica	N;NOM;SG;3	N;NOM;MASC;SG
almanca	nemecky	al	nemecky	ADV	ADV
çözünürlük	rozlíšenie	çözünürlük	rozlíšenie	N;NOM;SG;3	N;NOM;NEUT;SG
çözünürlük	rezolúcia	çözünürlük	rezolúcia	N;NOM;SG;3	N;NOM;FEM;SG
çözünürlük	uznesenie	çözünürlük	uznesenie	N;NOM;SG;3	N;NOM;NEUT;SG
ad	názov	ad	názov	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ad	meno	ad	meno	N;NOM;SG;3	N;NOM;NEUT;SG
birden	náhle	birden	náhle	ADV	ADV
birden	zrazu	birden	zrazu	ADV	ADV
american	američan	american	američan	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
american	american	american	american	N;NOM;SG;3	N;NOM;FEM;SG
direktör	riaditeľka	direk	riaditeľka	N;NOM;SG;3	N;NOM;FEM;SG
direktör	réžia	direk	réžia	N;NOM;SG;3	N;NOM;FEM;SG
direktör	riaditeľ	direk	riaditeľ	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
anne	mamička	anne	mamička	N;NOM;SG;3	N;NOM;FEM;SG
anne	maminka	anne	maminka	N;NOM;SG;3	N;NOM;FEM;SG
anne	mamička	anne	mamička	N;NOM;SG;3	N;NOM;FEM;SG
anne	mama	anne	mama	N;NOM;SG;3	N;NOM;FEM;SG
anne	mama	anne	mama	N;NOM;SG;3	N;NOM;FEM;SG
anne	matka	anne	matka	N;NOM;SG;3	N;NOM;FEM;SG
anne	mama	anne	mama	N;NOM;SG;3	N;NOM;FEM;SG
akademisi	akadémia	akadem	akadémia	N;NOM;SG;3	N;NOM;FEM;SG
ince	tenšie	ince	teno	ADJ	ADJ;NOM;CMPR;NEUT;SG
ince	jemné	ince	jemný	ADJ	ADJ;NOM;NEUT;SG
ince	nenápadné	ince	nenápadný	ADJ	ADJ;NOM;NEUT;SG
ince	jemný	ince	jemný	ADJ	ADJ;ANIM;NOM;MASC;SG
ince	tenké	ince	tenký	ADJ	ADJ;NOM;NEUT;SG
ince	tenká	ince	tenký	ADJ	ADJ;NOM;FEM;SG
ince	štíhly	ince	štíhly	ADJ	ADJ;ANIM;NOM;MASC;SG
ince	tenký	ince	tenký	ADJ	ADJ;ANIM;NOM;MASC;SG
ince	štíhly	ince	štíhly	ADJ	ADJ;ANIM;NOM;MASC;SG
ciddi	závažné	ciddi	závažný	ADJ	ADJ;NOM;NEUT;SG
ciddi	závažná	ciddi	závažný	ADJ	ADJ;NOM;FEM;SG
ciddi	vážny	ciddi	vážny	ADJ	ADJ;ANIM;NOM;MASC;SG
ciddi	vážna	ciddi	vážna	ADJ	ADJ;NOM;FEM;SG
ceza	trest	ceza	trest	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ceza	pokuta	ceza	pokut	N;NOM;SG;3	N;NOM;FEM;SG
ceza	sankcia	ceza	sankcia	N;NOM;SG;3	N;NOM;FEM;SG
ceza	treste	ceza	trest	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ceza	trest	ceza	trest	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ceza	potrestanie	ceza	potrestanie	N;NOM;SG;3	N;NOM;NEUT;SG
ceza	zadržanie	ceza	zadržanie	N;NOM;SG;3	N;NOM;NEUT;SG
ceza	zadržiavanie	ceza	zadržiavanie	N;NOM;SG;3	N;NOM;NEUT;SG
ceza	zaistenie	ceza	zaistenie	N;NOM;SG;3	N;NOM;NEUT;SG
ceza	rozsudok	ceza	rozsudok	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ceza	veta	ceza	veto	N;NOM;SG;3	N;NOM;FEM;SG
özelliği	motív	özellik	motív	N;NOM;SG;3	N;INAN;NOM;MASC;SG
özelliği	funkcia	özellik	funkcia	N;NOM;SG;3	N;NOM;FEM;SG
özelliği	vlastnosť	özellik	vlastnosť	N;NOM;SG;3	N;NOM;FEM;SG
özelliği	prvok	özellik	prvok	N;NOM;SG;3	N;INAN;NOM;MASC;SG
şampiyonlar	majstri	şampiyon	majster	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
şampiyonlar	šampióni	şampiyon	šampióň	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
şampiyonlar	majstrov	şampiyon	majster	N;NOM;PL;3	N;INAN;NOM;MASC;PL
başbakan	premiér	başbakan	premiér	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
terk	dovolenka	terk	dovolenka	N;NOM;SG;3	N;NOM;FEM;SG
terk	opustenie	terk	opustenie	N;NOM;SG;3	N;NOM;NEUT;SG
getirildi	priniesla	getir	priniesť	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;POS;PST;V.PTCP
getirildi	priniesol	getir	priniesť	V;PFV;IND;SG;3;POS;PST;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
getirildi	prinieslo	getir	priniesť	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;POS;PST;V.PTCP
sekiz	osem	sekiz	osem	NUM	NUM;NOM;NEUT;SG
sekiz	ôsmimi	sekiz	osem	NUM	NUM;INS;MASC;PL
sekiz	ôsmich	sekiz	osem	NUM	NUM;GEN;MASC;PL
yemek	obed	yemek	obed	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yemek	jedlo	yemek	jedlo	N;NOM;SG;3	N;NOM;NEUT;SG
yemek	stravovanie	yemek	stravovanie	N;NOM;SG;3	N;NOM;NEUT;SG
yemek	večere	yemek	večer	N;NOM;SG;3	N;NOM;FEM;SG
yemek	miska	yemek	misko	N;NOM;SG;3	N;NOM;FEM;SG
yemek	múka	yemek	múka	N;NOM;SG;3	N;NOM;FEM;SG
yemek	jedlo	yemek	jedlo	N;NOM;SG;3	N;NOM;NEUT;SG
yemek	múčka	yemek	múčka	N;NOM;SG;3	N;NOM;FEM;SG
dans	dance	dans	daňca	N;NOM;SG;3	N;INAN;NOM;MASC;SG
dans	tanec	dans	tanec	N;NOM;SG;3	N;INAN;NOM;MASC;SG
dans	tanec	dans	tanec	N;NOM;SG;3	N;INAN;NOM;MASC;SG
dans	tancovanie	dans	tancovanie	N;NOM;SG;3	N;NOM;NEUT;SG
international	international	international	internationať	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ulaşım	preprava	ulaşım	preprava	N;NOM;SG;3	N;NOM;FEM;SG
ulaşım	prevoz	ulaşım	prevoz	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ulaşım	doprava	ulaşım	doprava	N;NOM;SG;3	N;NOM;FEM;SG
ulaşım	preprava	ulaşım	preprava	N;NOM;SG;3	N;NOM;FEM;SG
ulaşım	transport	ulaşım	transport	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ulaşım	doprava	ulaşım	doprava	N;NOM;SG;3	N;NOM;FEM;SG
önem	dôležitosť	önem	dôležitosť	N;NOM;SG;3	N;NOM;FEM;SG
önem	význam	önem	význam	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yavaş	pomalé	yavaş	pomalý	ADJ	ADJ;NOM;NEUT;SG
yavaş	pomalá	yavaş	pomalý	ADJ	ADJ;NOM;FEM;SG
yavaş	pomalý	yavaş	pomalý	ADJ	ADJ;ANIM;NOM;MASC;SG
yavaş	ľahké	yavaş	ľahký	ADJ	ADJ;NOM;NEUT;SG
yavaş	jednoduché	yavaş	jednoduchý	ADJ	ADJ;NOM;NEUT;SG
ülkeler	národy	ülke	národ	N;NOM;PL;3	N;INAN;NOM;MASC;PL
ülkeler	štáty	ülke	štát	N;NOM;PL;3	N;INAN;NOM;MASC;PL
ülkeler	krajiny	ülke	krajina	N;NOM;PL;3	N;NOM;FEM;PL
düzenleme	upraviť	düzenle	upraviť	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;POS;NFIN
ziyaret	návšteva	ziyaret	návšteva	N;NOM;SG;3	N;NOM;FEM;SG
ziyaret	návšteva	ziyaret	návšteva	N;NOM;SG;3	N;NOM;FEM;SG
antlaşması	zmluva	antlaşma	zmluva	N;NOM;SG;3	N;NOM;FEM;SG
sen	ty	sen	ty	PRO;NOM;SG;2	PRO;NOM;SG;2
yazdı	napísala	yaz	napísať	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;POS;PST;V.PTCP
yazdı	napísal	yaz	napísať	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
önceden	predtým	önceden	predtým	ADV	ADV
önceden	dopredu	önceden	dopredu	ADV	ADV
önceden	vopred	önceden	vopred	ADV	ADV
önceden	predtým	önceden	predtým	ADV	ADV
hafif	ľahký	hafif	ľahký	ADJ	ADJ;INAN;NOM;MASC;SG
hafif	mierny	hafif	mierny	ADJ	ADJ;INAN;NOM;MASC;SG
hafif	mierna	hafif	mierny	ADJ	ADJ;NOM;FEM;SG
hafif	ľahkých	hafif	ľahký	ADJ	ADJ;GEN;MASC;PL
hafif	ľahká	hafif	ľahký	ADJ	ADJ;NOM;FEM;SG
lideri	vodca	lider	vodca	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
lideri	líder	lider	líder	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
toplumsal	sociálne	toplumsal	sociálny	ADJ	ADJ;NOM;NEUT;SG
toplumsal	spoločenské	toplumsal	spoločenský	ADJ	ADJ;NOM;NEUT;SG
toplumsal	sociálny	toplumsal	sociálny	ADJ	ADJ;ANIM;NOM;MASC;SG
toplumsal	sociálna	toplumsal	sociálny	ADJ	ADJ;NOM;FEM;SG
toplumsal	spoločenský	toplumsal	spoločenský	ADJ	ADJ;ANIM;NOM;MASC;SG
yazılmış	napísal	yaz	napísať	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
şehirler	mestá	şehir	mesto	N;NOM;PL;3	N;NOM;NEUT;PL
şehirler	mestá	şehir	mesto	N;NOM;PL;3	N;NOM;NEUT;PL
kalesi	zámok	kale	zámok	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kalesi	hrad	kale	hrad	N;NOM;SG;3	N;INAN;NOM;MASC;SG
uçak	lietadlo	uçak	lietadlo	N;NOM;SG;3	N;NOM;NEUT;SG
uçak	lietadlo	uçak	lietadlo	N;NOM;SG;3	N;NOM;NEUT;SG
uçak	rovina	uçak	rovina	N;NOM;SG;3	N;NOM;FEM;SG
uçak	lietadlo	uçak	lietadlo	N;NOM;SG;3	N;NOM;NEUT;SG
uçak	lietadlo	uçak	lietadlo	N;NOM;SG;3	N;NOM;NEUT;SG
uçak	letúne	uçak	letúna	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
uçak	letún	uçak	letún	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
gerçekten	vskutku	gerçekten	vskutku	ADV	ADV
gerçekten	skutočne	gerçekten	skutočne	ADV	ADV
gerçekten	skutočne	gerçekten	skutočne	ADV	ADV
gerçekten	vážne	gerçekten	vážne	ADV	ADV
savaşları	vojny	savaş	vojna	N;NOM;PL;3	N;NOM;FEM;PL
kurucusu	zakladateľ	kurucu	zakladateľ	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
yükseldi	vystúpil	yüksel	vystúpiť	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
üretilen	vyrobiť	üre	vyrobiť	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;POS;NFIN
sayılı	očíslované	sayılı	očíslovaný	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
herkes	vsetci	herkes	vsetec	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
herkes	kazdy	herkes	kazdy	N;NOM;SG;3	N;INAN;NOM;MASC;SG
herkes	vsetci	herkes	vsetec	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
mühendisliği	inžinierstvo	mühendislik	inžinierstvo	N;NOM;SG;3	N;NOM;NEUT;SG
dağları	hory	dağ	hory	N;NOM;PL;3	N;NOM;FEM;PL
dağları	pohoria	dağ	pohoriť	N;NOM;PL;3	N;NOM;NEUT;PL
dağları	vrchy	dağ	vrch	N;NOM;PL;3	N;INAN;NOM;MASC;PL
ilişkiler	vzťahy	ilişki	vzťah	N;NOM;PL;3	N;INAN;NOM;MASC;PL
ilişkiler	vzťahy	ilişki	vzťah	N;NOM;PL;3	N;INAN;NOM;MASC;PL
görüntü	image	görüntü	imag	N;NOM;SG;3	N;INAN;NOM;MASC;SG
görüntü	obrázok	görüntü	obrázok	N;NOM;SG;3	N;INAN;NOM;MASC;SG
görüntü	obraz	görüntü	obraz	N;NOM;SG;3	N;INAN;NOM;MASC;SG
şablonu	šablónu	şablo	šablón	N;ACC;SG;3	N;ACC;FEM;SG
başardı	uspel	baş	uspieť	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
açıkladı	vysvetlila	açıkla	vysvetliť	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;POS;PST;V.PTCP
açıkladı	vysvetliť	açıkla	vysvetliť	V;PFV;IND;SG;3;POS;PST	V;PFV;POS;NFIN
açıkladı	vysvetlil	açıkla	vysvetliť	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
bilimler	vedy	bilim	veda	N;NOM;PL;3	N;NOM;FEM;PL
hep	vždy	hep	vždy	ADV	ADV
konser	koncerte	konser	koncert	N;NOM;SG;3	N;INAN;NOM;MASC;SG
konser	koncert	konser	koncert	N;NOM;SG;3	N;INAN;NOM;MASC;SG
işbirliği	spolupráca	işbirliği	spolupráca	N;NOM;SG;3	N;NOM;FEM;SG
işbirliği	družstvo	işbirliği	družstvo	N;NOM;SG;3	N;NOM;NEUT;SG
işbirliği	spolupráca	işbirliği	spolupráca	N;NOM;SG;3	N;NOM;FEM;SG
istatistikleri	štatistiky	ista	štatistika	N;NOM;PL;3	N;NOM;FEM;PL
istatistikleri	štatistiky	ista	štatistika	N;NOM;PL;3	N;NOM;FEM;PL
