visaugstākā	最高	augsta	最高	ADJ;NOM;CMPR;FEM;SG	ADJ
evaņģēlijs	福音	evaņģēlijs	福音	N;NOM;MASC;SG	N
tēju	茶葉	tēja	茶葉	N;ACC;FEM;SG	N
tēju	茶	tēja	茶	N;ACC;FEM;SG	N
mitoloģija	神話	mitoloģija	神話	N;NOM;FEM;SG	N
alkoholu	醇	alkohols	醇	N;ACC;MASC;SG	N
alkoholu	酒精	alkohols	酒精	N;ACC;MASC;SG	N
alkoholu	酒	alkohols	酒	N;ACC;MASC;SG	N
alkoholu	酒類	alkohols	酒類	N;ACC;MASC;SG	N
katalogs	編目	katalogs	編目	N;NOM;MASC;SG	N
ikonu	圖示	ikons	圖示	N;ACC;MASC;SG	N
inženierijas	工程	inženierija	工程	N;NOM;FEM;PL	N
inženierijas	工程	inženierija	工程	N;NOM;FEM;PL	N
parādu	債務	parādīt	債務	N;ACC;MASC;SG	N
atbildēt	回答	atbildēt	回答	V;POS;NFIN	V
atbildēt	回覆	atbildēt	回覆	V;POS;NFIN	V
ūsas	鬍	ūsas	鬍	N;NOM;FEM	N
ūsas	鬍子	ūsas	鬍子	N;NOM;FEM	N
ūsas	鬍	ūsas	鬍	N;NOM;FEM	N
ūsas	鬍子	ūsas	鬍子	N;NOM;FEM	N
ūsas	鬍	ūsas	鬍	N;NOM;FEM	N
vasks	蠟	vasks	蠟	N;NOM;MASC;SG	N
izmeklēšanu	查詢	izmeklēšana	查詢	N;ACC;FEM;SG	N
upurus	犧牲	upuris	犧牲	N;ACC;MASC;PL	N
horizonta	地平	horizonts	地平	N;GEN;MASC;SG	N
žestu	手勢	žests	手勢	N;ACC;MASC;SG	N
žestu	姿態	žests	姿態	N;ACC;MASC;SG	N
slava	名望	slava	名望	N;NOM;FEM;SG	N
slava	名氣	slava	名氣	N;NOM;FEM;SG	N
slava	榮耀	slava	榮耀	N;NOM;FEM;SG	N
slava	光榮	slava	光榮	N;NOM;FEM;SG	N
ķieģeļi	磚頭	ķieģelis	磚頭	N;NOM;MASC;PL	N
ķieģeļi	磚	ķieģelis	磚	N;NOM;MASC;PL	N
ķieģeļi	磚塊	ķieģelis	磚塊	N;NOM;MASC;PL	N
sprints	衝刺	sprints	衝刺	N;NOM;MASC;SG	N
dvēseli	靈魂	dvēselis	靈魂	N;ACC;MASC;SG	N
studē	學習	studēt	學習	V;FH;IND;3;POS;PRS;FIN;ACT	V
pārraudzībā	監督	pārraudzība	監督	N;ESS;FEM;SG	N
kāzu	婚禮	kāzas	婚禮	N;ACC;FEM;SG	N
žūrija	小組	žūrija	小組	N;NOM;FEM;SG	N
žūrija	面板	žūrija	面板	N;NOM;FEM;SG	N
piesārņojuma	污染	piesārņojums	污染	N;GEN;MASC;SG	N
haizivis	鯊魚	haizivis	鯊魚	N;NOM;FEM;PL	N
haizivis	鯊	haizivis	鯊	N;NOM;FEM;PL	N
haizivis	鯊魚	haizivis	鯊魚	N;NOM;FEM;PL	N
pārvērst	轉換	pārvērst	轉換	V;POS;NFIN	V
miglas	大霧	migla	大霧	N;NOM;FEM;PL	N
miglas	迷霧	migla	迷霧	N;NOM;FEM;PL	N
miglas	霧	migla	霧	N;NOM;FEM;PL	N
ceturksnī	季刊	ceturksnis	季刊	N;ESS;MASC;SG	N
ceturksnī	季度	ceturksnis	季度	N;ESS;MASC;SG	N
patronas	墨盒	patrona	墨盒	N;NOM;FEM	N
stariem	射線	stars	射線	N;DAT;MASC;PL	N
ārvalstīs	國外	ārvalsts	國外	N;ESS;FEM;PL	N
līmeņi	關卡	līmenis	關卡	N;NOM;MASC;PL	N
rumbas	樞紐	rumba	樞紐	N;NOM;FEM;PL	N
rumbas	中	rumba	中	N;NOM;FEM;PL	N
rumbas	樞紐	rumba	樞紐	N;NOM;FEM;PL	N
rumbas	中	rumba	中	N;NOM;FEM;PL	N
orientācijas	方向	orientācija	方向	N;NOM;FEM;PL	N
koncepcija	構想	koncepcija	構想	N;NOM;FEM;SG	N
koncepcija	概念	koncepcija	概念	N;NOM;FEM;SG	N
koncepcija	理念	koncepcija	理念	N;NOM;FEM;SG	N
pūķi	龍	pūķe	龍	N;NOM;MASC;PL	N
pūķi	龍	pūķe	龍	N;NOM;MASC;PL	N
pūķi	神龍	pūķe	神龍	N;NOM;MASC;PL	N
ikona	圖示	ikons	圖示	N;NOM;FEM;SG	N
zīmola	品牌	zīmols	品牌	N;GEN;MASC;SG	N
tulkot	翻譯	tulkot	翻譯	V;POS;NFIN	V
pārliecību	勸說	pārliecība	勸說	N;ACC;FEM;SG	N
pārliecību	信念	pārliecība	信念	N;ACC;FEM;SG	N
izvirza	提名	izvirzīt	提名	V;FH;IND;3;POS;PRS;FIN;ACT	V
paraugus	樣品	paraugs	樣品	N;ACC;MASC;PL	N
paraugus	樣本	paraugs	樣本	N;ACC;MASC;PL	N
šauri	狹窄	šauri	狹窄	ADJ;NOM;MASC;PL	ADJ
saskaras	面對	saskarties	面對	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V
pacēlums	海拔	pacēlums	海拔	N;NOM;MASC;SG	N
ziņa	留言	ziņa	留言	N;NOM;FEM;SG	N
ziņa	訊息	ziņa	訊息	N;NOM;FEM;SG	N
ziņa	信件	ziņa	信件	N;NOM;FEM;SG	N
plates	板	plate	板	N;NOM;FEM;PL	N
emblēma	國徽	emblēma	國徽	N;NOM;FEM;SG	N
kritērijs	基準	kritērijs	基準	N;NOM;MASC;SG	N
kritērijs	標準	kritērijs	標準	N;NOM;MASC;SG	N
apšaudes	槍戰	apšaude	槍戰	N;NOM;FEM;PL	N
uzrauga	監視	uzraugt	監視	V;FH;IND;3;POS;PRS;FIN;ACT	V
uzrauga	監測	uzraugt	監測	V;FH;IND;3;POS;PRS;FIN;ACT	V
zvejnieks	漁民	zvejnieks	漁民	N;NOM;MASC;SG	N
aizliegtas	禁止	aizliegt	禁止	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V
aizliegtas	禁止	aizliegt	禁止	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V
aizliegtas	違禁	aizliegt	違禁	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V
inde	毒藥	inde	毒藥	N;NOM;FEM;SG	N
inde	毒	inde	毒	N;NOM;FEM;SG	N
inde	毒物	inde	毒物	N;NOM;FEM;SG	N
mezgli	節點	mezgli	節點	N;NOM;MASC;PL	N
brīdis	時刻	brīdis	時刻	N;NOM;MASC;SG	N
sarežģīts	複雜	sarežģīts	複雜	ADJ;NOM;MASC;SG	ADJ
sarežģīts	複雜	sarežģīts	複雜	ADJ;NOM;MASC;SG	ADJ
fosfora	磷	fosfora	磷	N;NOM;FEM;SG	N
palāta	法庭	palātīt	法庭	N;NOM;FEM;SG	N
palāta	法院	palātīt	法院	N;NOM;FEM;SG	N
locītavu	關節	locītava	關節	N;ACC;FEM;SG	N
jaunatne	青年	jaunatne	青年	N;NOM;FEM;SG	N
jaunatne	青春	jaunatne	青春	N;NOM;FEM;SG	N
jaunatne	青少	jaunatne	青少	N;NOM;FEM;SG	N
kaņepju	麻	kaņept	麻	N;ACC;FEM;PL	N
sekundēs	秒	sekundēt	秒	N;ESS;FEM;PL	N
sekundēs	秒數	sekundēt	秒數	N;ESS;FEM;PL	N
jēdzieni	概念	jēdziens	概念	N;NOM;MASC;PL	N
jēdzieni	理念	jēdziens	理念	N;NOM;MASC;PL	N
pabeidz	完成	pabeigt	完成	V;IMP;SG;2;POS;FIN;ACT	V
pārstāvniecības	代表	pārstāvniecība	代表	N;NOM;FEM;PL	N
orgānus	器官	orgāns	器官	N;ACC;MASC;PL	N
restorāns	飯店	restorāns	飯店	N;NOM;MASC;SG	N
restorāns	餐廳	restorāns	餐廳	N;NOM;MASC;SG	N
restorāns	餐館	restorāns	餐館	N;NOM;MASC;SG	N
arodbiedrības	工會	arodbiedrība	工會	N;NOM;FEM;PL	N
depresija	抑鬱	depresija	抑鬱	N;NOM;FEM;SG	N
depresija	沮喪	depresija	沮喪	N;NOM;FEM;SG	N
grāvju	溝渠	grāvis	溝渠	N;GEN;MASC;PL	N
debates	辯論	debate	辯論	N;NOM;FEM;PL	N
debates	辯論	debate	辯論	N;NOM;FEM;PL	N
zarus	分行	zars	分行	N;ACC;MASC;PL	N
zarus	樹枝	zars	樹枝	N;ACC;MASC;PL	N
zarus	分支	zars	分支	N;ACC;MASC;PL	N
identitāte	身分	identitāte	身分	N;NOM;FEM;SG	N
identitāte	身份	identitāte	身份	N;NOM;FEM;SG	N
moments	時刻	moments	時刻	N;NOM;MASC;SG	N
meklēšana	搜尋	meklēšana	搜尋	N;NOM;FEM;SG	N
meklēšana	搜尋	meklēšana	搜尋	N;NOM;FEM;SG	N
vēlmes	願望	vēlme	願望	N;NOM;FEM;PL	N
vēlmes	慾望	vēlme	慾望	N;NOM;FEM;PL	N
augustīns	河馬	augustīns	河馬	N;NOM;MASC;SG	N
ķīnieši	中文	ķīnietis	中文	N;NOM;MASC;PL	N
tauriņi	蝴蝶	tauriņš	蝴蝶	N;NOM;MASC;PL	N
tauriņi	弓	tauriņš	弓	N;NOM;MASC;PL	N
filozofi	哲學	filozofs	哲學	N;NOM;MASC;PL	N
dāvanas	禮物	dāvana	禮物	N;NOM;FEM;PL	N
dāvanas	禮品	dāvana	禮品	N;NOM;FEM;PL	N
bēres	葬禮	bēres	葬禮	N;NOM;FEM;PL	N
celms	株	celms	株	N;NOM;MASC;SG	N
šautenes	步槍	šautene	步槍	N;NOM;FEM;PL	N
šautenes	槍支	šautene	槍支	N;NOM;FEM;PL	N
šautenes	槍械	šautene	槍械	N;NOM;FEM;PL	N
aprakstīt	描述	aprakstīt	描述	V;POS;NFIN	V
pakauša	枕骨	pakaust	枕骨	N;NOM;FEM;SG	N
plāksnītes	條	plāksnīte	條	N;NOM;FEM;PL	N
kokapstrādes	木工	kokapstrāde	木工	N;NOM;FEM;PL	N
kokapstrādes	木工	kokapstrāde	木工	N;NOM;FEM;PL	N
slāpekli	氮	slāpeklis	氮	N;ACC;MASC;SG	N
laimes	財富	laime	財富	N;NOM;FEM;PL	N
laimes	幸福	laime	幸福	N;NOM;FEM;PL	N
pionieru	先鋒	pionieris	先鋒	N;ACC;MASC;PL	N
pionieru	先驅	pionieris	先驅	N;ACC;MASC;PL	N
tēvocis	舅舅	tēvocis	舅舅	N;NOM;MASC;SG	N
tēvocis	伯父	tēvocis	伯父	N;NOM;MASC;SG	N
tēvocis	叔叔	tēvocis	叔叔	N;NOM;MASC;SG	N
kolonna	柱	kolonna	柱	N;NOM;FEM;SG	N
kolonna	專欄	kolonna	專欄	N;NOM;FEM;SG	N
kolonna	欄	kolonna	欄	N;NOM;FEM;SG	N
stimulē	刺激	stimulēt	刺激	V;FH;IND;3;POS;PRS;FIN;ACT	V
stimulē	激發	stimulēt	激發	V;FH;IND;3;POS;PRS;FIN;ACT	V
pica	披薩	pica	披薩	N;NOM;FEM;SG	N
pleca	肩	plecs	肩	N;GEN;MASC;SG	N
pleca	肩膀	plecs	肩膀	N;GEN;MASC;SG	N
taka	軌跡	taka	軌跡	N;NOM;FEM;SG	N
taka	小徑	taka	小徑	N;NOM;FEM;SG	N
gaiļa	公雞	gaiļa	公雞	N;NOM;FEM;SG	N
vijole	琴	vijole	琴	N;NOM;FEM;SG	N
vijole	提琴	vijole	提琴	N;NOM;FEM;SG	N
kāpnēm	梯子	kāpnes	梯子	N;DAT;FEM	N
kāpnēm	梯	kāpnes	梯	N;DAT;FEM	N
kāpnēm	階梯	kāpnes	階梯	N;DAT;FEM	N
pakete	包裝	pakete	包裝	N;NOM;FEM;SG	N
kolēģija	學院	kolēģija	學院	N;NOM;FEM;SG	N
kolēģija	書院	kolēģija	書院	N;NOM;FEM;SG	N
kolēģija	大學	kolēģija	大學	N;NOM;FEM;SG	N
ziloņi	象	zilonis	象	N;NOM;MASC;PL	N
ziloņi	大象	zilonis	大象	N;NOM;MASC;PL	N
intervijas	面試	intervija	面試	N;NOM;FEM;PL	N
intervijas	面試	intervija	面試	N;NOM;FEM;PL	N
šķiršanās	分手	šķiršanās	分手	N;NOM;FEM;SG	N
sarakstus	名單	saraksts	名單	N;ACC;MASC;PL	N
izmeklēšana	查詢	izmeklēšana	查詢	N;NOM;FEM;SG	N
zeltā	黃金	zelts	黃金	N;ESS;MASC;SG	N
zeltā	金色	zelts	金色	N;ESS;MASC;SG	N
sastāvdaļām	元素	sastāvdaļa	元素	N;DAT;FEM;PL	N
sastāvdaļām	成分	sastāvdaļa	成分	N;DAT;FEM;PL	N
sastāvdaļām	原料	sastāvdaļa	原料	N;DAT;FEM;PL	N
sastāvdaļām	成份	sastāvdaļa	成份	N;DAT;FEM;PL	N
tests	測試	tests	測試	N;NOM;MASC;SG	N
tests	試驗	tests	試驗	N;NOM;MASC;SG	N
tests	測驗	tests	測驗	N;NOM;MASC;SG	N
trušu	野兔	trusis	野兔	N;GEN;MASC;PL	N
trušu	兔	trusis	兔	N;GEN;MASC;PL	N
trušu	兔子	trusis	兔子	N;GEN;MASC;PL	N
zemākas	更低	zema	更低	ADJ;NOM;CMPR;FEM;PL	ADJ
zemākas	較低	zema	較低	ADJ;NOM;CMPR;FEM;PL	ADJ
senči	祖先	sencis	祖先	N;NOM;MASC;PL	N
senči	古人	sencis	古人	N;NOM;MASC;PL	N
istabu	房間	istaba	房間	N;ACC;FEM;SG	N
istabu	房	istaba	房	N;ACC;FEM;SG	N
mehānismi	機制	mehānisms	機制	N;NOM;MASC;PL	N
mehānismi	機械	mehānisms	機械	N;NOM;MASC;PL	N
fotogrāfijā	像片	fotogrāfija	像片	N;ESS;FEM;SG	N
fotogrāfijā	照片	fotogrāfija	照片	N;ESS;FEM;SG	N
labojumi	校正	labojums	校正	N;NOM;MASC;PL	N
labojumi	矯	labojums	矯	N;NOM;MASC;PL	N
spirāles	鬍	spirāle	鬍	N;NOM;FEM;PL	N
photo	像片	photo	像片	N	N
photo	照片	photo	照片	N	N
teikums	句子	teikums	句子	N;NOM;MASC;SG	N
teikums	刑期	teikums	刑期	N;NOM;MASC;SG	N
teikums	句子	teikums	句子	N;NOM;MASC;SG	N
teikums	刑期	teikums	刑期	N;NOM;MASC;SG	N
līkne	曲線	līkne	曲線	N;NOM;FEM;SG	N
aristokrātu	高尚	aristokrāts	高尚	N;ACC;MASC;SG	N
aristokrātu	貴族	aristokrāts	貴族	N;ACC;MASC;SG	N
auksts	寒冷	auksts	寒冷	ADJ;NOM;MASC;SG	ADJ
audzēšana	農耕	audzēšana	農耕	N;NOM;FEM;SG	N
audzēšana	耕作	audzēšana	耕作	N;NOM;FEM;SG	N
audzēšana	務	audzēšana	務	N;NOM;FEM;SG	N
audzēšana	農業	audzēšana	農業	N;NOM;FEM;SG	N
raksturot	描述	raksturēt	描述	V;POS;NFIN	V
izmēģinājuma	試點	izmēģinājums	試點	N;GEN;MASC;SG	N
ēdiens	糧食	ēdiens	糧食	N;NOM;MASC;SG	N
ēdiens	食品	ēdiens	食品	N;NOM;MASC;SG	N
ēdiens	食物	ēdiens	食物	N;NOM;MASC;SG	N
ēdiens	餐	ēdiens	餐	N;NOM;MASC;SG	N
ēdiens	飯	ēdiens	飯	N;NOM;MASC;SG	N
pasūtīja	委託	pasūtīt	委託	V;FH;IND;3;POS;PST;FIN;ACT	V
ragiem	牛角	rags	牛角	N;DAT;MASC;PL	N
tauki	肥	tauki	肥	N;NOM;MASC	N
tauki	脂	tauki	脂	N;NOM;MASC	N
tauki	胖	tauki	胖	N;NOM;MASC	N
metāli	金屬	metāle	金屬	N;NOM;MASC;PL	N
koalīcija	聯盟	koalīcija	聯盟	N;NOM;FEM;SG	N
koalīcija	聯軍	koalīcija	聯軍	N;NOM;FEM;SG	N
izteiksme	表情	izteiksme	表情	N;NOM;FEM;SG	N
mēbeles	家	mēbele	家	N;NOM;FEM;PL	N
mēbeles	傢具	mēbele	傢具	N;NOM;FEM;PL	N
mēbeles	傢俱	mēbele	傢俱	N;NOM;FEM;PL	N
riepas	輪胎	riepa	輪胎	N;NOM;FEM;PL	N
riepas	輪胎	riepa	輪胎	N;NOM;FEM;PL	N
drēbes	服裝	drēbe	服裝	N;NOM;FEM;PL	N
drēbes	衣物	drēbe	衣物	N;NOM;FEM;PL	N
drēbes	衣服	drēbe	衣服	N;NOM;FEM;PL	N
atklājot	揭示	atklāt	揭示	V;V.CVB	V
ievadīt	輸入	ievadīt	輸入	V;POS;NFIN	V
vokālā	聲樂	vokāls	聲樂	N;ESS;MASC;SG	N
hektāru	公頃	hektārs	公頃	N;ACC;MASC;SG	N
domstarpības	爭端	domstarpība	爭端	N;NOM;FEM;PL	N
domstarpības	糾紛	domstarpība	糾紛	N;NOM;FEM;PL	N
domstarpības	爭議	domstarpība	爭議	N;NOM;FEM;PL	N
domstarpības	分歧	domstarpība	分歧	N;NOM;FEM;PL	N
domstarpības	分歧	domstarpība	分歧	N;NOM;FEM;PL	N
domstarpības	爭端	domstarpība	爭端	N;NOM;FEM;PL	N
domstarpības	糾紛	domstarpība	糾紛	N;NOM;FEM;PL	N
domstarpības	爭議	domstarpība	爭議	N;NOM;FEM;PL	N
rediģēšanas	剪輯	rediģēšana	剪輯	N;NOM;FEM;SG	N
rediģēšanas	編輯	rediģēšana	編輯	N;NOM;FEM;SG	N
aizvietot	替代	aizvietot	替代	V;POS;NFIN	V
aizvietot	取代	aizvietot	取代	V;POS;NFIN	V
aizvietot	替換	aizvietot	替換	V;POS;NFIN	V
aizvietot	更換	aizvietot	更換	V;POS;NFIN	V
aizvietot	代替	aizvietot	代替	V;POS;NFIN	V
kokmateriālu	木材	kokmateriāls	木材	N;ACC;MASC;SG	N
laime	幸福	laime	幸福	N;NOM;FEM;SG	N
sasniegšanas	成績	sasniegšana	成績	N;GEN;FEM;SG	N
garīdznieku	神學	garīdznieks	神學	N;ACC;MASC;SG	N
deguns	鼻	deguns	鼻	N;NOM;MASC;SG	N
deguns	鼻子	deguns	鼻子	N;NOM;MASC;SG	N
finansējums	財務	finansējums	財務	N;NOM;MASC;SG	N
vanagi	老鷹	vanags	老鷹	N;NOM;MASC;PL	N
grafiks	圖表	grafiks	圖表	N;NOM;MASC;SG	N
grafiks	圖形	grafiks	圖形	N;NOM;MASC;SG	N
grafiks	圖	grafiks	圖	N;NOM;MASC;SG	N
grafiks	附表	grafiks	附表	N;NOM;MASC;SG	N
katastrofu	災害	katastrofa	災害	N;ACC;FEM;SG	N
katastrofu	災難	katastrofa	災難	N;ACC;FEM;SG	N
laiva	船	laiva	船	N;NOM;FEM;SG	N
laiva	船隻	laiva	船隻	N;NOM;FEM;SG	N
laiva	艇	laiva	艇	N;NOM;FEM;SG	N
stārķis	鸛	stārķis	鸛	N;NOM;MASC;SG	N
jahtu	遊艇	jahts	遊艇	N;ACC;MASC;SG	N
staigāt	散步	staigāt	散步	V;POS;NFIN	V
staigāt	走路	staigāt	走路	V;POS;NFIN	V
aprēķināts	估計	aprēķināt	估計	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
aprēķināts	預估	aprēķināt	預估	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
atols	環礁	atols	環礁	N;NOM;MASC;SG	N
truši	野兔	truši	野兔	N;NOM;MASC;PL	N
truši	兔	truši	兔	N;NOM;MASC;PL	N
truši	兔子	truši	兔子	N;NOM;MASC;PL	N
strīdu	爭端	strīds	爭端	N;ACC;MASC;SG	N
strīdu	糾紛	strīds	糾紛	N;ACC;MASC;SG	N
strīdu	爭議	strīds	爭議	N;ACC;MASC;SG	N
galaxy	星系	galaxy	星系	N;NOM;FEM;SG	N
kapitāls	資本	kapitāls	資本	N;NOM;MASC;SG	N
kapitāls	首都	kapitāls	首都	N;NOM;MASC;SG	N
zvejnieki	漁民	zvejnieks	漁民	N;NOM;MASC;PL	N
zvejnieki	漁民	zvejnieks	漁民	N;NOM;MASC;PL	N
skatuve	場景	skatuve	場景	N;NOM;FEM;SG	N
skatuve	現場	skatuve	現場	N;NOM;FEM;SG	N
ikonas	圖示	ikona	圖示	N;NOM;FEM;PL	N
ikonas	聖像	ikona	聖像	N;NOM;FEM;PL	N
attīstījies	進化	attīstīties	進化	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP	V
odze	毒蛇	odze	毒蛇	N;NOM;FEM;SG	N
loģika	邏輯	loģika	邏輯	N;NOM;FEM;SG	N
pūķis	龍	pūķis	龍	N;NOM;MASC;SG	N
pūķis	神龍	pūķis	神龍	N;NOM;MASC;SG	N
teikumu	句子	teikums	句子	N;ACC;MASC;SG	N
teikumu	刑期	teikums	刑期	N;ACC;MASC;SG	N
likme	速率	likme	速率	N;NOM;FEM;SG	N
likme	率	likme	率	N;NOM;FEM;SG	N
likme	利率	likme	利率	N;NOM;FEM;SG	N
ledāji	冰川	ledājs	冰川	N;NOM;MASC;PL	N
saīsināts	縮短	saīsināt	縮短	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
saīsināts	濃縮	saīsināt	濃縮	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
zvani	鐘聲	zvans	鐘聲	N;NOM;MASC;PL	N
kalēju	鐵匠	kalēt	鐵匠	N;ACC;MASC;SG	N
vārdnīcu	詞典	vārdnīca	詞典	N;ACC;FEM;SG	N
vārdnīcu	字典	vārdnīca	字典	N;ACC;FEM;SG	N
vārdnīcu	詞彙	vārdnīca	詞彙	N;ACC;FEM;SG	N
vārdnīcu	字彙	vārdnīca	字彙	N;ACC;FEM;SG	N
iemaņas	技能	iemaņa	技能	N;NOM;FEM;PL	N
iemaņas	技藝	iemaņa	技藝	N;NOM;FEM;PL	N
iemaņas	技巧	iemaņa	技巧	N;NOM;FEM;PL	N
iemaņas	技能	iemaņa	技能	N;NOM;FEM;PL	N
aizbēgt	逃離	aizbēgt	逃離	V;POS;NFIN	V
milzīgas	巨大	milzīga	巨大	ADJ;NOM;FEM;PL	ADJ
noliedz	否認	noliegt	否認	V;FH;IND;3;POS;PRS;FIN;ACT	V
bandas	黑幫	banda	黑幫	N;NOM;FEM;PL	N
bandas	幫派	banda	幫派	N;NOM;FEM;PL	N
bandas	幫派	banda	幫派	N;NOM;FEM;PL	N
satikās	遇見	satikties	遇見	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V
iekaisums	炎症	iekaisums	炎症	N;NOM;MASC;SG	N
negatīvs	負面	negatīvs	負面	N;NOM;MASC;SG	N
negatīvs	陰性	negatīvs	陰性	N;NOM;MASC;SG	N
negatīvs	消極	negatīvs	消極	N;NOM;MASC;SG	N
sabrukumu	折疊	sabrukums	折疊	N;ACC;MASC;SG	N
sabrukumu	倒塌	sabrukums	倒塌	N;ACC;MASC;SG	N
klepus	咳嗽	klepus	咳嗽	N;NOM;MASC;SG	N
mālu	泥	mālu	泥	N;ACC;FEM;SG	N
kaulus	骨	kauls	骨	N;ACC;MASC;PL	N
kaulus	骨骼	kauls	骨骼	N;ACC;MASC;PL	N
kaulus	骨頭	kauls	骨頭	N;ACC;MASC;PL	N
atkritumi	廢物	atkritumi	廢物	N;NOM;MASC	N
atkritumi	廢物	atkritumi	廢物	N;NOM;MASC	N
pretrunas	矛盾	pretruna	矛盾	N;NOM;FEM;PL	N
pretrunas	矛盾	pretruna	矛盾	N;NOM;FEM;PL	N
eņģeļi	天使	eņģelis	天使	N;NOM;MASC;PL	N
kažokādu	皮草	kažokāds	皮草	N;ACC;MASC;SG	N
kažokādu	皮毛	kažokāds	皮毛	N;ACC;MASC;SG	N
vakars	晚間	vakars	晚間	N;NOM;MASC;SG	N
vakars	晚上	vakars	晚上	N;NOM;MASC;SG	N
vakars	傍晚	vakars	傍晚	N;NOM;MASC;SG	N
izvirduma	火山	izvirdums	火山	N;GEN;MASC;SG	N
varavīksne	彩虹	varavīksne	彩虹	N;NOM;FEM;SG	N
apmācība	培訓	apmācība	培訓	N;NOM;FEM;SG	N
temps	節奏	temps	節奏	N;NOM;MASC;SG	N
temps	拍子	temps	拍子	N;NOM;MASC;SG	N
secība	秩序	secība	秩序	N;NOM;FEM;SG	N
secība	順序	secība	順序	N;NOM;FEM;SG	N
secība	序列	secība	序列	N;NOM;FEM;SG	N
secība	數列	secība	數列	N;NOM;FEM;SG	N
secība	順序	secība	順序	N;NOM;FEM;SG	N
saglabāšanas	養護	saglabāšana	養護	N;NOM;FEM;SG	N
saglabāšanas	保育	saglabāšana	保育	N;NOM;FEM;SG	N
sula	汁	sula	汁	N;NOM;FEM;SG	N
sula	果汁	sula	果汁	N;NOM;FEM;SG	N
aviokompānijas	航空	aviokompānija	航空	N;NOM;FEM;PL	N
aviokompānijas	航空	aviokompānija	航空	N;NOM;FEM;PL	N
viesuļvētra	颱風	viesuļvētra	颱風	N;NOM;FEM;SG	N
bokss	拳擊	bokss	拳擊	N;NOM;MASC;SG	N
nedēļās	星期	nedēļa	星期	N;ESS;FEM;PL	N
nedēļās	週數	nedēļa	週數	N;ESS;FEM;PL	N
socioloģija	社會	socioloģija	社會	N;NOM;FEM;SG	N
uzturēšana	維護	uzturēšana	維護	N;NOM;FEM;SG	N
bagātības	寶物	bagātība	寶物	N;NOM;FEM;PL	N
bagātības	財寶	bagātība	財寶	N;NOM;FEM;PL	N
bagātības	寶藏	bagātība	寶藏	N;NOM;FEM;PL	N
bagātības	財富	bagātība	財富	N;NOM;FEM;PL	N
bagātības	財富	bagātība	財富	N;NOM;FEM;PL	N
motora	引擎	motors	引擎	N;GEN;MASC;SG	N
reliģijām	宗教	reliģija	宗教	N;DAT;FEM;PL	N
viesiem	賓	viesis	賓	N;DAT;MASC;PL	N
viesiem	來賓	viesis	來賓	N;DAT;MASC;PL	N
viesiem	客人	viesis	客人	N;DAT;MASC;PL	N
cirka	馬戲	cirks	馬戲	N;GEN;MASC;SG	N
cirka	馬戲	cirks	馬戲	N;GEN;MASC;SG	N
bloki	區塊	bloks	區塊	N;NOM;MASC;PL	N
bloki	積木	bloks	積木	N;NOM;MASC;PL	N
nopirkt	購買	nopirkt	購買	V;POS;NFIN	V
nopirkt	買	nopirkt	買	V;POS;NFIN	V
pabeigti	完成	pabeigt	完成	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V
svinības	慶典	svinība	慶典	N;NOM;FEM;PL	N
izolēta	孤立	izolēt	孤立	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
vāvere	松鼠	vāvere	松鼠	N;NOM;FEM;SG	N
stūri	角落	stūre	角落	N;ACC;FEM;SG	N
stūri	轉角	stūre	轉角	N;ACC;FEM;SG	N
stūri	角	stūre	角	N;ACC;FEM;SG	N
stūri	角落	stūre	角落	N;ACC;FEM;SG	N
mērīšanas	計量	mērīšana	計量	N;NOM;FEM;SG	N
mērīšanas	量度	mērīšana	量度	N;NOM;FEM;SG	N
nogalināšanas	殺戮	nogalināšana	殺戮	N;NOM;FEM;PL	N
ozona	臭氧	ozons	臭氧	N;NOM;FEM;SG	N
ozona	旋風	ozons	旋風	N;NOM;FEM;SG	N
skolotājiem	教師	skolotājs	教師	N;DAT;MASC;PL	N
efektivitāte	效率	efektivitāte	效率	N;NOM;FEM;SG	N
efektivitāte	成效	efektivitāte	成效	N;NOM;FEM;SG	N
efektivitāte	有效性	efektivitāte	有效性	N;NOM;FEM;SG	N
efektivitāte	效能	efektivitāte	效能	N;NOM;FEM;SG	N
efektivitāte	效率	efektivitāte	效率	N;NOM;FEM;SG	N
efektivitāte	功效	efektivitāte	功效	N;NOM;FEM;SG	N
starus	射線	stari	射線	N;ACC;MASC;PL	N
komponentes	元件	komponente	元件	N;NOM;FEM;PL	N
pagalma	院子	pagalms	院子	N;GEN;MASC;SG	N
pagalma	庭院	pagalms	庭院	N;GEN;MASC;SG	N
halo	光環	halot	光環	N	N
