par	אודות	par	אודות		
leģiona	לגיון	leģions	None	N;GEN;MASC;SG	N;MASC;SG
komandiera	מפקד	komandieris	מפקד	N;GEN;MASC;SG	N;MASC;SG
acīm	עיניים	acs	עין	N;DAT;FEM;PL	N;FEM;PL
acīm	העיניים	acs	העיניים	N;DAT;FEM;PL	N
plūsmas	זרמים	plūsma	זרם	N;NOM;FEM;PL	N;MASC;PL
plūsmas	נחלים	plūsma	נחל	N;NOM;FEM;PL	N;MASC;PL
spiediens	לחץ	spiediens	לחץ	N;NOM;MASC;SG	N;MASC;SG
melna	שחורה	melna	שחורה	ADJ;NOM;FEM;SG	ADJ;FEM;SG
melna	שחור	melna	שחור	ADJ;NOM;FEM;SG	ADJ;MASC;SG
draugiem	ידידים	draugs	ידיד	N;DAT;MASC;PL	N;MASC;PL
draugiem	חברים	draugs	חבר	N;DAT;MASC;PL	N;MASC;PL
īss	קצר	īss	קצר	ADJ;NOM;MASC;SG	ADJ;MASC;SG
sēklas	גרעינים	sēkla	גרעין	N;NOM;FEM;PL	N;MASC;PL
sēklas	זרעים	sēkla	זרע	N;NOM;FEM;PL	N;MASC;PL
izlaists	השמיטה	izlaist	השמיט	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;3;PST;ACT
lauks	שטח	lauks	שטח	N;NOM;MASC;SG	N;MASC;SG
lauks	שדה	lauks	שדה	N;NOM;MASC;SG	N;MASC;SG
attīstīta	התפתח	attīstīt	התפתח	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;SG;3;PST
attīstīta	התפתחה	attīstīt	התפתח	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;SG;3;PST
kukaiņu	חרקים	kukains	חרק	N;GEN;MASC;PL	N;MASC;PL
orgānu	איבר	orgāns	איבר	N;ACC;MASC;SG	N;MASC;SG
orgānu	איבר	orgāns	איבר	N;ACC;MASC;SG	N;MASC;SG
autobusi	אוטובוסים	autobuss	אוטובוס	N;NOM;MASC;PL	N;MASC;PL
minerālu	מינרל	minerāla	מינרל	N;ACC;MASC;SG	N;MASC;SG
reakcija	תגובה	reakcija	תגובה	N;NOM;FEM;SG	N;FEM;SG
reakcija	תשובה	reakcija	תשובה	N;NOM;FEM;SG	N;FEM;SG
reakcija	תגובה	reakcija	תגובה	N;NOM;FEM;SG	N;FEM;SG
vīrs	בעל	vīrs	בעל	N;NOM;MASC;SG	N;MASC;SG
laiki	פעמים	laiks	פעם	N;NOM;MASC;PL	N;FEM;PL
laiki	זמנים	laiks	זמן	N;NOM;MASC;PL	N;MASC;PL
centrālais	מרכזי	centrāls	מרכזי	ADJ;NOM;MASC;SG	ADJ;MASC;SG
pieņemt	לקבל	pieņemt	קיבל	V;POS;NFIN	V;NFIN;ACT
iespējama	אפשרי	iespējama	אפשרי	ADJ;NOM;FEM;SG	ADJ;MASC;SG
misija	משימה	misija	משימה	N;NOM;FEM;SG	N;FEM;SG
nāve	מוות	nāve	מוות	N;NOM;FEM;SG	N;MASC;SG
atstāt	עזבו	atstāt	עזב	V;POS;NFIN	V;PL;3;PST;ACT
noslēguma	סגירת	noslēgums	סגירה	N;GEN;MASC;SG	N;PSSD;FEM;SG
noslēguma	סגירה	noslēgums	סגירה	N;GEN;MASC;SG	N;FEM;SG
apvidus	שטח	apvidus	שטח	N;NOM;MASC;SG	N;MASC;SG
dzelzceļš	רכבת	dzelzceļš	רכבת	N;NOM;MASC;SG	N;FEM;SG
dzelzceļš	מעקה	dzelzceļš	מעקה	N;NOM;MASC;SG	N;MASC;SG
dzelzceļš	רכבת	dzelzceļš	רכבת	N;NOM;MASC;SG	N;FEM;SG
dokumentu	מסמך	dokuments	מסמך	N;ACC;MASC;SG	N;MASC;SG
pārvalda	לנהל	pārvaldīt	ניהל	V;FH;IND;3;POS;PRS;FIN;ACT	V;NFIN;ACT
domāju	לחשוב	domāt	חשב	V;FH;IND;SG;1;POS;PRS;FIN;ACT	V;NFIN;ACT
kālija	אשלגן	kālija	אשלגן	N;NOM;FEM;SG	N;MASC;SG
tvaika	אדים	tvaika	אדים	N;NOM;MASC;SG	N;MASC;SG
tvaika	קיטור	tvaika	קיטור	N;NOM;MASC;SG	N;MASC;SG
skaidrs	ברור	skaidrs	ברור	ADJ;NOM;MASC;SG	ADJ;MASC;SG
skaidrs	נקי	skaidrs	נקי	ADJ;NOM;MASC;SG	ADJ;MASC;SG
drupas	הריסות	drupa	הריסה	N;NOM;FEM;PL	N;FEM;PL
dārza	הגינה	dārzs	הגין	N;GEN;MASC;SG	N;FEM;SG
dārza	גן	dārzs	גן	N;GEN;MASC;SG	N;MASC;SG
dārza	גינה	dārzs	גינה	N;GEN;MASC;SG	N;FEM;SG
ainavu	נוף	ainava	נוף	N;ACC;FEM;SG	N;MASC;SG
preces	סחורות	prece	סחורה	N;NOM;FEM;PL	N;FEM;PL
preces	סחורות	prece	סחורה	N;NOM;FEM;PL	N;FEM;PL
iegūts	הושג	iegūt	הושג	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;PASS
mēģinājums	ניסיון	mēģinājums	ניסיון	N;NOM;MASC;SG	N;MASC;SG
mēģinājums	נסיון	mēģinājums	ניסיון	N;NOM;MASC;SG	N;MASC;SG
mēģinājums	החזרה	mēģinājums	החזרה	N;NOM;MASC;SG	N;FEM;SG
vēstules	אותיות	vēstule	אות	N;NOM;FEM;PL	N;FEM;PL
vēstules	מכתבים	vēstule	מכתב	N;NOM;FEM;PL	N;MASC;PL
vēstules	הודעות	vēstule	הודעה	N;NOM;FEM;PL	N;FEM;PL
vēstules	מסרים	vēstule	מסר	N;NOM;FEM;PL	N;MASC;PL
nolemts	החליטה	nolemt	החליט	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;3;PST;ACT
nolemts	החלטתי	nolemt	החלטתי	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;SG;1;PST;ACT
nolemts	הוחלט	nolemt	הוחלט	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;PASS
nolemts	החליט	nolemt	החליט	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;ACT
tirgotājs	סוחר	tirgotājs	סוחר	N;NOM;MASC;SG	N;MASC;SG
tirgotājs	סוחר	tirgotājs	סוחר	N;NOM;MASC;SG	N;MASC;SG
ieguvējs	מנצח	ieguvējs	מנצח	N;NOM;MASC;SG	N;MASC;SG
raķetes	טילים	raķete	טיל	N;NOM;FEM;PL	N;MASC;PL
raķetes	רקטות	raķete	רקטה	N;NOM;FEM;PL	N;FEM;PL
raķetes	טילים	raķete	טיל	N;NOM;FEM;PL	N;MASC;PL
vācietis	גרמני	vācietis	גרמני	N;NOM;MASC;SG	N;MASC;SG
izplatība	הפצה	izplatība	הפצה	N;NOM;FEM;SG	N;FEM;SG
izplatība	התפלגות	izplatība	התפלגות	N;NOM;FEM;SG	N;FEM;SG
autore	סופרת	autore	סופר	N;NOM;FEM;SG	N;FEM;SG
autore	סופר	autore	סופר	N;NOM;FEM;SG	N;MASC;SG
izstāde	תערוכה	izstāde	תערוכה	N;NOM;FEM;SG	N;FEM;SG
skatītāji	צופים	skatītājs	צופה	N;NOM;MASC;PL	N;MASC;PL
skatītāji	הצופים	skatītājs	הצוף	N;NOM;MASC;PL	N;MASC;PL
skatītāji	צופים	skatītājs	צופה	N;NOM;MASC;PL	N;MASC;PL
pozīcija	עמדה	pozīcija	עמדה	N;NOM;FEM;SG	N;FEM;SG
pozīcija	משרה	pozīcija	משרה	N;NOM;FEM;SG	N;FEM;SG
pozīcija	העמדה	pozīcija	העמדה	N;NOM;FEM;SG	N;FEM;SG
spalvas	נוצות	spalva	נוצה	N;NOM;FEM;PL	N;FEM;PL
mazuļus	גורים	mazulis	גורה	N;ACC;MASC;PL	N;MASC;PL
skaidri	בבירור	skaidri	בבירור	ADV	ADV
mašīnas	מכונות	mašīna	מכונה	N;NOM;FEM;PL	N;FEM;PL
ziedi	פרחים	zieds	פרח	N;NOM;MASC;PL	N;MASC;PL
elektriskā	חשמלי	elektriska	חשמל	ADJ;NOM;FEM;SG	ADJ;MASC;SG
iezīmes	תכונות	iezīme	תכונה	N;NOM;FEM;PL	N;FEM;PL
ķīmija	כימיה	ķīmija	כימיה	N;NOM;FEM;SG	N;FEM;SG
izmēri	מימדים	izmēre	ימד	N;NOM;MASC;PL	N;MASC;PL
izmēri	ממדים	izmēre	ממד	N;NOM;MASC;PL	N;MASC;PL
izmēri	מידות	izmēre	מידה	N;NOM;MASC;PL	N;FEM;PL
izmēri	מידות	izmēre	מידה	N;NOM;MASC;PL	N;FEM;PL
senators	סנאטור	senators	סנטור	N;NOM;MASC;SG	N;MASC;SG
kongress	קונגרס	kongress	קונגרס	N;NOM;MASC;SG	N;MASC;SG
sākotnējā	ראשוני	sākotnēja	ראשוני	ADJ;ESS;FEM;SG	ADJ;MASC;SG
sākotnējā	מקורי	sākotnēja	מקורי	ADJ;ESS;FEM;SG	ADJ;MASC;SG
siltuma	חימום	siltums	חימום	N;GEN;MASC;SG	N;MASC;SG
vienotība	האחדות	vienotība	האחדה	N;NOM;FEM;SG	N;FEM;SG
alas	מערות	ala	מערה	N;NOM;FEM;PL	N;FEM;PL
uzņēma	אירח	uzņemt	אירח	V;FH;IND;3;POS;PST;FIN;ACT	V;MASC;SG;3;PST;ACT
studijā	אולפן	studija	אולפן	N;ESS;FEM;SG	N;MASC;SG
pretinieku	יריב	pretinieks	יריב	N;ACC;MASC;SG	N;MASC;SG
vadītāji	מנהיגים	vadītājs	מנהיג	N;NOM;MASC;PL	N;MASC;PL
vadītāji	מושלים	vadītājs	מושל	N;NOM;MASC;PL	N;MASC;PL
vadītāji	נהגים	vadītājs	נהג	N;NOM;MASC;PL	N;MASC;PL
okeāns	אוקיינוס	okeāns	אוקיינוס	N;NOM;MASC;SG	N;MASC;SG
pievienot	להוסיף	pievienot	הוסיף	V;POS;NFIN	V;NFIN;ACT
klasē	כיתה	klase	כיתה	N;ESS;FEM;SG	N;FEM;SG
mākslinieki	אומנים	mākslinieks	אמן	N;NOM;MASC;PL	N;MASC;PL
mākslinieki	אמנים	mākslinieks	אמן	N;NOM;MASC;PL	N;MASC;PL
mākslinieki	אמני	mākslinieks	אמן	N;NOM;MASC;PL	N;PSSD;MASC;PL
lidmašīna	מטוס	lidmašīna	מטוס	N;NOM;FEM;SG	N;MASC;SG
lidmašīna	מישור	lidmašīna	מישור	N;NOM;FEM;SG	N;MASC;SG
lidmašīna	מטוס	lidmašīna	מטוס	N;NOM;FEM;SG	N;MASC;SG
lidmašīna	סילון	lidmašīna	סילון	N;NOM;FEM;SG	N;MASC;SG
lidmašīna	מטוס	lidmašīna	מטוס	N;NOM;FEM;SG	N;MASC;SG
lodes	קליעים	lode	קליע	N;NOM;FEM;PL	N;MASC;PL
lodes	כדורים	lode	כדור	N;NOM;FEM;PL	N;MASC;PL
skābekļa	חמצן	skābeklis	חמצן	N;GEN;MASC;SG	N;MASC;SG
operators	מרכזיה	operators	מרכזייה	N;NOM;MASC;SG	N;FEM;SG
operators	מרכזייה	operators	מרכזייה	N;NOM;MASC;SG	N;FEM;SG
provincēm	מחוזות	province	מחוז	N;DAT;FEM;PL	N;MASC;PL
ekonomiskā	כלכלי	ekonomiska	כלכלי	ADJ;NOM;FEM;SG	ADJ;MASC;SG
virsnieki	קצינים	virsnieks	קצין	N;NOM;MASC;PL	N;MASC;PL
virsnieki	שוטרים	virsnieks	שוטר	N;NOM;MASC;PL	N;MASC;PL
radot	יוצר	radot	יצר	V;V.CVB	V;MASC;SG;V.PTCP;ACT
radot	יוצרת	radot	יצר	V;V.CVB	V;FEM;SG;V.PTCP;ACT
atstājot	עוזב	atstāt	עוזב	V;V.CVB	V;MASC;SG;V.PTCP;ACT
atstājot	עוזבת	atstāt	עזב	V;V.CVB	V;FEM;SG;V.PTCP;ACT
atstājot	עוזבים	atstāt	עזב	V;V.CVB	V;MASC;PL;V.PTCP;ACT
vēlētāji	בוחרים	vēlētājs	בוחר	N;NOM;MASC;PL	N;MASC;PL
signālu	איתות	signāls	איתות	N;ACC;MASC;SG	N;FEM;SG
veltīta	הקדיש	veltīt	הקדיש	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;SG;3;PST;ACT
veltīta	מוקדש	veltīt	הוקדש	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;PASS
nopietni	רצינית	nopietni	רציני	ADV	ADV
nopietni	ברצינות	nopietni	ברצינות	ADV	ADV
mazie	קטנים	mazs	קטן	ADJ;NOM;MASC;PL	ADJ;MASC;PL
mazie	קטנות	mazs	קטן	ADJ;NOM;MASC;PL	ADJ;FEM;PL
mazas	קטנים	maza	קטן	ADJ;NOM;FEM;PL	ADJ;MASC;PL
mazas	קטנות	maza	קטן	ADJ;NOM;FEM;PL	ADJ;FEM;PL
fabrika	מפעל	fabrika	מפעל	N;NOM;FEM;SG	N;MASC;SG
fabrika	חרושת	fabrika	חרושת	N;NOM;FEM;SG	N;FEM;SG
spēcīga	חזקה	spēcīga	חזק	ADJ;NOM;FEM;SG	ADJ;FEM;SG
spēcīga	חזק	spēcīga	חזק	ADJ;NOM;FEM;SG	ADJ;MASC;SG
meklēt	למצוא	meklēt	מצא	V;POS;NFIN	V;NFIN;ACT
meklēt	תמצא	meklēt	מצא	V;POS;NFIN	V;MASC;SG;2;FUT;ACT
meklēt	מצא	meklēt	מצא	V;POS;NFIN	V;MASC;SG;3;PST;ACT
ekonomikā	כלכלה	ekonomika	כלכלה	N;ESS;FEM;SG	N;FEM;SG
maksimālais	מירבי	maksimāls	מרבי	ADJ;NOM;MASC;SG	ADJ;MASC;SG
maksimālais	מקסימלי	maksimāls	מקסימלי	ADJ;NOM;MASC;SG	ADJ;MASC;SG
lasīt	לקרוא	lasīt	קרא	V;POS;NFIN	V;NFIN;ACT
lasīt	קרא	lasīt	קרא	V;POS;NFIN	V;MASC;SG;3;PST;ACT
formāli	רשמית	formāli	רשמית	ADV	ADV
lēni	לאט	lēni	לאט	ADV	ADV
balsošanas	הצבעה	balsošana	הצבעה	N;NOM;FEM;SG	N;FEM;SG
nākotnē	עתיד	nākotne	עתיד	N;ESS;FEM;SG	N;MASC;SG
revolūcija	מהפכה	revolūcija	מהפכה	N;NOM;FEM;SG	N;FEM;SG
reklāmas	מודעות	reklāma	מודעה	N;NOM;FEM;PL	N;FEM;PL
mazs	קטן	mazs	קטן	ADJ;NOM;MASC;SG	ADJ;MASC;SG
mazs	קטנה	mazs	קטן	ADJ;NOM;MASC;SG	ADJ;FEM;SG
mazs	נמוך	mazs	נמוך	ADJ;NOM;MASC;SG	ADJ;MASC;SG
mazs	נמוכה	mazs	נמוך	ADJ;NOM;MASC;SG	ADJ;FEM;SG
sabrukuma	קריסה	sabrukums	קריסה	N;GEN;MASC;SG	N;FEM;SG
sabrukuma	התמוטטות	sabrukums	התמוטטות	N;GEN;MASC;SG	N;FEM;SG
sākotnējais	ראשוני	sākotnējs	ראשוני	ADJ;NOM;MASC;SG	ADJ;MASC;SG
sākotnējais	מקורי	sākotnējs	מקורי	ADJ;NOM;MASC;SG	ADJ;MASC;SG
dzīvniekus	חיות	dzīvnieks	חיה	N;ACC;MASC;PL	N;FEM;PL
gals	תשר	gals	תשר	N;NOM;MASC;SG	N;MASC;SG
pārtraukta	בוטל	pārtraukt	בוטל	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;SG;3;PST;PASS
pārtraukta	בוטלה	pārtraukt	בוטל	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;SG;3;PST;PASS
pārtraukta	הופסקה	pārtraukt	הופסק	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;SG;3;PST;PASS
pārtraukta	הופסק	pārtraukt	הופסק	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;SG;3;PST;PASS
fotogrāfija	תצלום	fotogrāfija	תצלום	N;NOM;FEM;SG	N;MASC;SG
kopa	קבע	kopt	קבע	N;NOM;FEM;SG	N;MASC;SG
dzinējs	מנוע	dzinējs	מנוע	N;NOM;MASC;SG	N;MASC;SG
ādu	עור	āda	עור	N;ACC;FEM;SG	N;MASC;SG
arguments	טיעון	arguments	טיעון	N;NOM;MASC;SG	N;MASC;SG
arguments	ויכוח	arguments	ויכוח	N;NOM;MASC;SG	N;MASC;SG
koki	עצים	koks	עץ	N;NOM;MASC;PL	N;MASC;PL
arestēts	נעצרה	arestēt	נעצר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;3;PST;MID
arestēts	נעצר	arestēt	נעצר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;MID
maiņas	משמרות	maiņa	משמרת	N;NOM;FEM;PL	N;FEM;PL
debess	שמימי	debess	שמימי	N;NOM;FEM;SG	N;MASC;SG
laulības	נישואים	laulība	נישואין	N;NOM;FEM;PL	N;MASC;PL
laulības	נישואין	laulība	נישואין	N;NOM;FEM;PL	N;MASC;PL
laulības	נישואים	laulība	נישואין	N;NOM;FEM;PL	N;MASC;PL
svarīga	חשוב	svarīga	חשוב	ADJ;NOM;FEM;SG	ADJ;MASC;SG
svarīga	חשובה	svarīga	חשוב	ADJ;NOM;FEM;SG	ADJ;FEM;SG
biezums	עובי	biezums	עובי	N;NOM;MASC;SG	N;MASC;SG
protokols	פרוטוקול	protokols	פרוטוקול	N;NOM;MASC;SG	N;MASC;SG
apkalpe	צוות	apkalpe	צוות	N;NOM;FEM;SG	N;FEM;SG
albumus	אלבומים	albums	אלבום	N;ACC;MASC;PL	N;MASC;PL
ieraksti	תקליטים	ierakste	תקליט	N;NOM;MASC;PL	N;MASC;PL
ieraksti	רישומים	ierakste	רישום	N;NOM;MASC;PL	N;MASC;PL
ieraksti	רשומות	ierakste	רשם	N;NOM;MASC;PL	N;FEM;PL
ieraksti	פרסומים	ierakste	פרסום	N;NOM;MASC;PL	N;MASC;PL
ieraksti	פוסטים	ierakste	פוסט	N;NOM;MASC;PL	N;MASC;PL
ieraksti	ערכים	ierakste	ערך	N;NOM;MASC;PL	N;MASC;PL
ieraksti	כניסות	ierakste	כניסה	N;NOM;MASC;PL	N;FEM;PL
ieraksti	רשומות	ierakste	רשם	N;NOM;MASC;PL	N;FEM;PL
priekšrocības	יתרונות	priekšrocība	יתרון	N;NOM;FEM;PL	N;MASC;PL
nogalināti	נהרגו	nogalināt	נהרג	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;PL;3;PST;MID
vētras	סערות	vētra	סערה	N;NOM;FEM;PL	N;FEM;PL
vētras	סופות	vētra	סופה	N;NOM;FEM;PL	N;FEM;PL
varonis	גיבורה	varonis	גיבור	N;NOM;MASC;SG	N;FEM;SG
varonis	גיבור	varonis	גיבור	N;NOM;MASC;SG	N;MASC;SG
izdevies	מנוהלת	izdoties	מנוהל	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP	V;FEM;SG;V.PTCP;PASS
izdevies	הצליחה	izdoties	הצליח	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP	V;FEM;SG;3;PST;ACT
izdevies	הצליח	izdoties	הצליח	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP	V;MASC;SG;3;PST;ACT
konferencē	ועידה	konference	ועידה	N;ESS;FEM;SG	N;FEM;SG
frakcijas	שברים	frakcija	שבר	N;NOM;FEM;PL	N;MASC;PL
nedēļā	שבוע	nedēļa	שבוע	N;ESS;FEM;SG	N;MASC;SG
nedēļā	שבועי	nedēļa	שבועי	N;ESS;FEM;SG	N;MASC;SG
komunistu	הקומוניסטית	komunists	הקומוניסטי	N;ACC;MASC;SG	N
komunistu	קומוניסט	komunists	קומוניסט	N;ACC;MASC;SG	N;MASC;SG
populāra	פופולרי	populāra	פופולרי	ADJ;NOM;FEM;SG	ADJ;MASC;SG
populāra	פופולרית	populāra	פופולרית	ADJ;NOM;FEM;SG	ADJ;FEM;SG
corporation	תאגיד	corporation	תאגיד	N;NOM;MASC	N;MASC;SG
zivīm	דגים	zivs	דג	N;DAT;FEM;PL	N;MASC;PL
domēna	תחום	domēns	תחום	N;NOM;MASC;SG	N;MASC;SG
ražot	לייצר	ražot	ייצר	V;POS;NFIN	V;NFIN;ACT
medicīna	רפואה	medicīna	רפואה	N;NOM;FEM;SG	N;FEM;SG
medicīna	תרופה	medicīna	תרופה	N;NOM;FEM;SG	N;FEM;SG
kameras	מצלמות	kamera	מצלמה	N;NOM;FEM;PL	N;FEM;PL
augums	גובה	augums	גובה	N;NOM;MASC;SG	N;MASC;SG
mainīts	השתנה	mainīt	השתנה	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST
mainīts	השתנתה	mainīt	השתנה	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;3;PST
mainīts	השתנה	mainīt	השתנה	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST
vāji	בצמצום	vāji	בצמצום	ADV	ADV
līdzekļi	משאבים	līdzeklis	משאב	N;NOM;MASC;PL	N;MASC;PL
līdzekļi	אמצעים	līdzeklis	אמצעי	N;NOM;MASC;PL	N;MASC;PL
dzimtene	מולדת	dzimtene	מולדת	N;NOM;FEM;SG	N;FEM;SG
dot	לתת	dot	נתן	V;POS;NFIN	V;NFIN;ACT
varianti	גרסאות	variants	גרסה	N;NOM;MASC;PL	N;FEM;PL
stāsti	סיפורים	stāsts	סיפור	N;NOM;MASC;PL	N;MASC;PL
klubos	מועדונים	klubs	מועדון	N;ESS;MASC;PL	N;MASC;PL
biroja	משרד	birojs	משרד	N;GEN;MASC;SG	N;MASC;SG
organizē	לארגן	organizēt	ארגן	V;IMP;2;POS;FIN;ACT	V;NFIN;ACT
pieminēts	הוזכר	pieminēt	הוזכר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;PASS
pieminēts	מוזכר	pieminēt	הוזכר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;PASS
pieminēts	הזכיר	pieminēt	הזכיר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;ACT
pieminēts	להזכיר	pieminēt	הזכיר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;NFIN;ACT
kandidāts	מועמדת	kandidāts	מועמד	N;NOM;MASC;SG	N;FEM;SG
kandidāts	מועמד	kandidāts	מועמד	N;NOM;MASC;SG	N;MASC;SG
novados	מחוזות	novads	מחוז	N;ESS;MASC;PL	N;MASC;PL
molekulas	מולקולות	molekula	מולקולה	N;NOM;FEM;PL	N;FEM;PL
daļiņas	חלקיקים	daļiņa	חלקיק	N;NOM;FEM;PL	N;MASC;PL
daļiņas	חלקיקים	daļiņa	חלקיק	N;NOM;FEM;PL	N;MASC;PL
platforma	פלטפורמה	platforma	פלטפורמה	N;NOM;FEM;SG	N;FEM;SG
platforma	הפלטפורמה	platforma	הפלטפורמה	N;NOM;FEM;SG	N;FEM;SG
lietota	משומש	lietot	משומש	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;PASS
nesen	לאחרונה	nesen	לאחרונה	ADV	ADV
nesen	לאחרונה	nesen	לאחרונה	ADV	ADV
info	מידע	info	מידע	N	N;MASC;SG
ceremonijā	טקס	ceremonija	טקס	N;ESS;FEM;SG	N;MASC;SG
vietējie	מקומיים	vietējs	מקומי	ADJ;NOM;MASC;PL	ADJ;MASC;PL
vietējie	מקומיים	vietējs	מקומי	ADJ;NOM;MASC;PL	ADJ;MASC;PL
atrasts	נמצא	atrast	נמצא	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;MID
atrasts	נמצאה	atrast	נמצא	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;3;PST;MID
atrasts	מצאתי	atrast	מצא	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;SG;1;PST;ACT
atrasts	מצא	atrast	מצא	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;ACT
aģentūra	סוכנות	aģentūra	סוכנות	N;NOM;FEM;SG	N;FEM;SG
aģentūra	הסוכנות	aģentūra	הסוכנות	N;NOM;FEM;SG	N;FEM
atbalsts	סיוע	atbalsts	סיוע	N;NOM;MASC;SG	N;MASC;SG
atbalsts	תמיכה	atbalsts	תמיכה	N;NOM;MASC;SG	N;FEM;SG
zemāk	להלן	zemi	להלן	ADV;CMPR	ADV
sarkana	אדום	sarkana	אדום	ADJ;NOM;FEM;SG	ADJ;MASC;SG
kursu	קורס	kurss	קורס	N;ACC;MASC;SG	N;MASC;SG
kursu	מסלול	kurss	מסלול	N;ACC;MASC;SG	N;MASC;SG
fona	רקע	fona	רקע	N;NOM;MASC;SG	N;MASC;SG
persiešu	פרסי	persietas	פרס	N;GEN;MASC;PL	N;MASC;PL
dzimtenē	מולדת	dzimtene	מולדת	N;ESS;FEM;SG	N;FEM;SG
savienojums	חיבור	savienojums	חיבור	N;NOM;MASC;SG	N;MASC;SG
savienojums	קשר	savienojums	קשר	N;NOM;MASC;SG	N;MASC;SG
kopiju	עותק	kopija	עותק	N;ACC;FEM;SG	N;MASC;SG
kopiju	העתקה	kopija	העתקה	N;ACC;FEM;SG	N;FEM;SG
mājā	בית	māja	בית	N;ESS;FEM;SG	N;MASC;SG
kopas	אשכולות	kopa	אשכולה	N;NOM;FEM;PL	N;MASC;PL
atrastas	נמצאו	atrast	נמצא	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;PL;3;PST;MID
attīstīties	להתפתח	attīstīties	התפתח	V;POS;REFL;NFIN	V;NFIN
apakšējā	תחתון	apakšēja	תחתון	ADJ;NOM;FEM;SG	ADJ;MASC;SG
apakšējā	תחתון	apakšēja	תחתון	ADJ;NOM;FEM;SG	ADJ;MASC;SG
kabinets	ארון	kabinets	ארון	N;NOM;MASC;SG	N;MASC;SG
materiāls	חומר	materiāls	חומר	N;NOM;MASC;SG	N;MASC;SG
arhitektūra	ארכיטקטורה	arhitektūra	ארכיטקטורה	N;NOM;FEM;SG	N;FEM;SG
arhitektūra	אדריכלות	arhitektūra	אדריכלות	N;NOM;FEM;SG	N;FEM;SG
uzlabot	לשפר	uzlabot	שיפר	V;POS;NFIN	V;NFIN;ACT
atsevišķa	נפרד	atsevišķa	נפרד	ADJ;NOM;FEM;SG	ADJ;MASC;SG
krīzes	משברים	krīze	משבר	N;NOM;FEM;PL	N;MASC;PL
runa	נאום	runa	נאום	N;NOM;FEM;SG	N;MASC;SG
runa	דיבור	runa	דיבור	N;NOM;FEM;SG	N;MASC;SG
periodi	תקופות	periods	תקופה	N;NOM;MASC;PL	N;FEM;PL
periodi	מחזורים	periods	מחזור	N;NOM;MASC;PL	N;MASC;PL
tērauda	פלדה	tērauds	פלד	N;NOM;MASC;SG	N;FEM;SG
ārā	החוצה	ārā	החוצה	ADV	ADV
pārraides	השידורים	pārraide	השידור	N;NOM;FEM;PL	N;MASC;PL
pārraides	שידורים	pārraide	שידור	N;NOM;FEM;PL	N;MASC;PL
pieminekļu	אנדרטאות	piemineklis	אנדרטאות	N;GEN;MASC;PL	N;FEM;PL
formulas	נוסחאות	formula	נוסחה	N;NOM;FEM;PL	N;FEM;PL
konstrukcijas	מבנים	konstrukcija	מבנה	N;NOM;FEM;PL	N;MASC;PL
