interior	интерьер	interior	интерьер	N;SG	N;INAN;NOM;MASC;SG
rongga	полость	rongga	полость	N;SG	N;INAN;NOM;FEM;SG
rongga	кариеса	rongga	кариес	N;SG	N;INAN;GEN;MASC;SG
persepsi	восприятие	persepsi	восприятие	N;SG	N;INAN;NOM;NEUT;SG
persepsi	восприятие	persepsi	восприятие	N;SG	N;INAN;NOM;NEUT;SG
disepakati	согласовано	disepakati	согласовать	V;SG;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
kaset	кассета	kaset	кассета	N	N;INAN;NOM;FEM;SG
kaset	кассеты	kaset	кассета	N	N;INAN;NOM;MASC;PL
kaset	кассеты	kaset	кассета	N	N;INAN;NOM;MASC;PL
kaset	ленты	kaset	лента	N	N;INAN;NOM;FEM;PL
biarawan	монах	biarawan	монах	N	N;ANIM;NOM;MASC;SG
biarawan	монк	biarawan	монк	N	N;INAN;NOM;MASC;SG
biarawan	монахов	biarawan	монах	N	N;ANIM;GEN;MASC;PL
biarawan	монахи	biarawan	монах	N	N;ANIM;NOM;MASC;PL
dipecat	уволена	dipecat	вололен	V;SG;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
dipecat	уволен	dipecat	уволить	V;SG;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
memulihkan	восстанавливает	menpulihkan	восстанавливать	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
memulihkan	восстановить	menpulihkan	восстановить	V;SG;ACT	V;PFV;NFIN;ACT
pemindahan	перенос	penpindahan	перенос	N;SG	N;INAN;NOM;MASC;SG
pemindahan	смещение	penpindahan	смещение	N;SG	N;INAN;NOM;NEUT;SG
pemindahan	перемещение	penpindahan	перемещение	N;SG	N;INAN;NOM;NEUT;SG
bing	бинг	bing	бинг	N	N;ANIM;NOM;MASC;SG
nampak	видимые	nampak	видимый	V	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
nampak	видимых	nampak	видимый	V	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
bubuk	порошок	bubuk	порошок	N;SG	N;INAN;NOM;MASC;SG
bubuk	порох	bubuk	порох	N;SG	N;INAN;NOM;MASC;SG
pembacaan	чтение	penbacaan	чтение	N;SG	N;INAN;NOM;NEUT;SG
kelinci	заяц	kelinci	заяц	N	N;ANIM;NOM;MASC;SG
kelinci	кролики	kelinci	кролик	N	N;ANIM;NOM;MASC;PL
kelinci	кроликов	kelinci	кролик	N	N;ANIM;GEN;MASC;PL
kelinci	зайчик	kelinci	зайчик	N	N;ANIM;NOM;MASC;SG
kelinci	зайка	kelinci	зайка	N	N;ANIM;NOM;FEM;SG
kelinci	банни	kelinci	банний	N	N;ANIM;NOM;MASC;SG
kelinci	заяц	kelinci	заяц	N	N;ANIM;NOM;MASC;SG
kelinci	кролик	kelinci	кролик	N	N;ANIM;NOM;MASC;SG
nasionalisme	национализм	nasionalisme	национализм	N;SG	N;INAN;NOM;MASC;SG
implementasi	осуществление	implementasi	осуществление	N;SG	N;INAN;NOM;NEUT;SG
implementasi	реализация	implementasi	реализация	N;SG	N;INAN;NOM;FEM;SG
implementasi	осуществления	implementasi	осуществление	N;SG	N;INAN;NOM;NEUT;SG
implementasi	выполнение	implementasi	выполнение	N;SG	N;INAN;NOM;NEUT;SG
penempatan	размещение	pentempatan	размещение	N;SG	N;INAN;NOM;NEUT;SG
terkuat	сильнейший	terkuat	сильный	ADJ;RL;SG	ADJ;NOM;RL;MASC;SG
katak	жаба	katak	жаба	N;SG	N;ANIM;NOM;FEM;SG
katak	лягушка	katak	лягушка	N;SG	N;ANIM;NOM;FEM;SG
menghukum	наказать	menhukum	наказать	V;SG;ACT	V;PFV;NFIN;ACT
menghukum	наказывать	menhukum	наказывать	V;SG;ACT	V;IPFV;NFIN;ACT
imigrasi	иммиграция	imigrasi	иммиграция	N;SG	N;INAN;NOM;FEM;SG
imigrasi	иммиграции	imigrasi	иммиграция	N;SG	N;INAN;NOM;FEM;SG
prototipe	прототип	prototipe	прототип	N;SG	N;INAN;NOM;MASC;SG
subyek	субъекты	subyek	субъект	N	N;INAN;NOM;MASC;PL
subyek	предметы	subyek	предмет	N	N;INAN;NOM;MASC;PL
subyek	предмет	subyek	предмет	N	N;INAN;NOM;MASC;SG
subyek	субъект	subyek	субъект	N	N;ANIM;NOM;MASC;SG
subyek	объект	subyek	объект	N	N;INAN;NOM;MASC;SG
subyek	тема	subyek	тема	N	N;INAN;NOM;FEM;SG
kolektif	коллективных	kolektif	коллективный	ADJ	ADJ;GEN;PL
kolektif	коллективные	kolektif	коллективный	ADJ	ADJ;NOM;PL
kolektif	коллективная	kolektif	коллективный	ADJ	ADJ;NOM;FEM;SG
kolektif	коллективное	kolektif	коллективный	ADJ	ADJ;NOM;NEUT;SG
dynamo	динамо	dynamo	динамо	N;SG	N;INAN;NOM;NEUT;SG
meniru	подражать	mentiru	подражать	V;SG;ACT	V;IPFV;NFIN;ACT
ester	эстер	ester	эстер	N	N;ANIM;NOM;FEM;SG
ester	эстер	ester	эстер	N	N;ANIM;NOM;FEM;SG
nyonya	мадам	nyonya	мада	N	N;ANIM;DAT;FEM;PL
nyonya	хозяйка	nyonya	хозяйка	N	N;ANIM;NOM;FEM;SG
nyonya	любовница	nyonya	любовница	N	N;ANIM;NOM;FEM;SG
nyonya	госпожа	nyonya	госпожа	N	N;ANIM;NOM;FEM;SG
nyonya	дама	nyonya	дама	N	N;ANIM;NOM;FEM;SG
nyonya	леди	nyonya	леди	N	N;ANIM;NOM;FEM;SG
oksida	оксид	oksida	оксид	N;SG	N;INAN;NOM;MASC;SG
hobi	хобби	hobi	хобби	N;SG	N;INAN;NOM;NEUT;SG
hobi	хобби	hobi	хобби	N;SG	N;INAN;NOM;NEUT;SG
rotasi	вращения	rotasi	вращение	N	N;INAN;NOM;NEUT;PL
rotasi	ротации	rotasi	ротация	N	N;INAN;NOM;FEM;PL
rotasi	вращение	rotasi	вращение	N	N;INAN;NOM;NEUT;SG
jamaika	ямайка	jamaika	ямайка	N;SG	N;INAN;NOM;FEM;SG
balasan	ответ	balasan	ответ	N;SG;ACT	N;INAN;NOM;MASC;SG
undian	лотерею	undian	лотерея	N;SG	N;INAN;ACC;FEM;SG
penguasaan	хранение	penkuasaan	хранение	N;SG	N;INAN;NOM;NEUT;SG
penguasaan	владение	penkuasaan	владение	N;SG	N;INAN;NOM;NEUT;SG
penguasaan	обладание	penkuasaan	обладание	N;SG	N;INAN;NOM;NEUT;SG
penguasaan	мастерство	penkuasaan	мастерство	N;SG	N;INAN;NOM;NEUT;SG
prioritas	приоритет	prioritas	приоритет	N;SG	N;INAN;NOM;MASC;SG
penerjemah	переводчик	penterjemah	переводчик	N;SG	N;ANIM;NOM;MASC;SG
penerjemah	переводчик	penterjemah	переводчик	N;SG	N;ANIM;NOM;MASC;SG
mahabharata	махабхарата	mahabharata	махабхарат	N	N;INAN;NOM;FEM;SG
performa	исполнение	performa	исполнение	N;SG	N;INAN;NOM;NEUT;SG
performa	производительность	performa	производительность	N;SG	N;INAN;NOM;FEM;SG
persentase	процент	persentase	процент	N;SG	N;INAN;NOM;MASC;SG
strip	полоски	strip	полоска	N	N;INAN;NOM;FEM;PL
strip	стрип	strip	стрип	N	N;INAN;NOM;FEM;SG
strip	полоса	strip	полоса	N	N;INAN;NOM;FEM;SG
marx	маркс	marx	маркс	N	N;ANIM;NOM;MASC;SG
champion	чемпион	champion	чемпион	N	N;ANIM;NOM;MASC;SG
menggali	копать	mengali	копать	V;SG;ACT	V;IPFV;NFIN;ACT
menggali	копать	mengali	копать	V;SG;ACT	V;IPFV;NFIN;ACT
elektronika	электроники	elektronika	электроника	N	N;INAN;NOM;FEM;SG
neutron	нейтронов	neutron	нейтрон	N	N;INAN;GEN;MASC;PL
neutron	нейтрон	neutron	нейтрон	N	N;INAN;NOM;MASC;SG
triliun	трлн	triliun	триллион	N;SG	N;INAN;NOM;MASC;SG
sengketa	спор	sengketa	спор	N;SG	N;INAN;NOM;MASC;SG
sengketa	спора	sengketa	спор	N;SG	N;INAN;GEN;MASC;SG
pengasingan	изгнании	penasingan	изгнание	N;SG	N;INAN;ESS;NEUT;SG
pengasingan	изгнание	penasingan	изгнание	N;SG	N;INAN;NOM;NEUT;SG
liburan	праздником	liburan	праздник	N;SG	N;INAN;INS;MASC;SG
liburan	праздник	liburan	праздник	N;SG	N;INAN;NOM;MASC;SG
liburan	отдых	liburan	отдых	N;SG	N;INAN;NOM;MASC;SG
liburan	отдых	liburan	отдых	N;SG	N;INAN;NOM;MASC;SG
liburan	отпуск	liburan	отпуск	N;SG	N;INAN;NOM;MASC;SG
teras	терраса	teras	терраса	N;SG	N;INAN;NOM;FEM;SG
personil	персонал	personil	персонал	N;SG	N;INAN;NOM;MASC;SG
acuan	ссылка	acuan	ссылка	N;SG	N;INAN;NOM;FEM;SG
rekomendasi	рекомендация	rekomendasi	рекомендация	N;SG	N;INAN;NOM;FEM;SG
rekomendasi	рекомендацию	rekomendasi	рекомендация	N;SG	N;INAN;ACC;FEM;SG
pengadaan	закупка	penadaan	закупка	N;SG	N;INAN;NOM;FEM;SG
kisaran	дальность	kisaran	дальность	N;SG	N;INAN;NOM;FEM;SG
kisaran	диапазон	kisaran	диапазон	N;SG	N;INAN;NOM;MASC;SG
imbang	ничья	imbang	ничья	N;SG	N;INAN;NOM;FEM;SG
imbang	галстук	imbang	галстук	N;SG	N;INAN;NOM;MASC;SG
imbang	ничья	imbang	ничья	N;SG	N;INAN;NOM;FEM;SG
pembatasan	ограниченность	penbatasan	ограниченность	N;SG	N;INAN;NOM;FEM;SG
pembatasan	ограничение	penbatasan	ограничение	N;SG	N;INAN;NOM;NEUT;SG
pembatasan	ограничение	penbatasan	ограничение	N;SG	N;INAN;NOM;NEUT;SG
nubuat	пророчества	nubuat	пророчество	N	N;INAN;NOM;NEUT;PL
nubuat	пророчество	nubuat	пророчество	N	N;INAN;NOM;NEUT;SG
nubuat	предсказание	nubuat	предсказание	N	N;INAN;NOM;NEUT;SG
nubuat	пророчества	nubuat	пророчество	N	N;INAN;NOM;NEUT;PL
penanda	маркер	pentanda	маркер	N;SG	N;INAN;NOM;MASC;SG
menyembunyikan	спрятал	mensembunyikan	прятать	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
menyembunyikan	скрывать	mensembunyikan	скрывать	V;SG;ACT	V;IPFV;NFIN;ACT
menyembunyikan	скрыть	mensembunyikan	скрыть	V;SG;ACT	V;PFV;NFIN;ACT
menyembunyikan	спрятать	mensembunyikan	прятать	V;SG;ACT	V;PFV;NFIN;ACT
menyembunyikan	скрывает	mensembunyikan	скрывать	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menyembunyikan	скрывает	mensembunyikan	скрывать	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menyembunyikan	скрываю	mensembunyikan	скрывать	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
dongeng	сказка	dongeng	сказка	N;SG	N;INAN;NOM;FEM;SG
dongeng	сказка	dongeng	сказка	N;SG	N;INAN;NOM;FEM;SG
aroma	аромат	aroma	аромат	N;SG	N;INAN;NOM;MASC;SG
aroma	запах	aroma	запах	N;SG	N;INAN;NOM;MASC;SG
aroma	аромат	aroma	аромат	N;SG	N;INAN;NOM;MASC;SG
penggantian	замена	pengantian	замена	N;SG	N;INAN;NOM;FEM;SG
penggantian	замену	pengantian	замена	N;SG	N;INAN;ACC;FEM;SG
penggantian	замена	pengantian	замена	N;SG	N;INAN;NOM;FEM;SG
suite	люкс	suite	люкс	N	N;INAN;NOM;MASC;SG
reputasi	репутацию	reputasi	репутация	N;SG	N;INAN;ACC;FEM;SG
reputasi	репутация	reputasi	репутация	N;SG	N;INAN;NOM;FEM;SG
mengenali	признать	menkenali	признать	V;SG;ACT	V;PFV;NFIN;ACT
mengenali	узнаешь	menkenali	узнавать	V;SG;ACT	V;IPFV;IND;SG;2;PRS;FIN;ACT
mengenali	распознать	menkenali	распознать	V;SG;ACT	V;PFV;NFIN;ACT
mengenali	признавая	menkenali	признавать	V;SG;ACT	V;IPFV;PRS;V.CVB;ACT
mengenali	распознать	menkenali	распознать	V;SG;ACT	V;PFV;NFIN;ACT
wawasan	статистика	wawasan	статистика	N;SG	N;INAN;NOM;FEM;SG
wawasan	статистику	wawasan	статистика	N;SG	N;INAN;ACC;FEM;SG
keunikan	уникальность	keunikan	уникальность	N;SG	N;INAN;NOM;FEM;SG
asumsi	предположение	asumsi	предположение	N;SG	N;INAN;NOM;NEUT;SG
asumsi	допущение	asumsi	допущение	N;SG	N;INAN;NOM;NEUT;SG
kiper	вратарь	kiper	вратарь	N;SG	N;ANIM;NOM;MASC;SG
kiper	вратарь	kiper	вратарь	N;SG	N;ANIM;NOM;MASC;SG
lancar	гладко	lancar	гладкий	ADJ;SG	ADJ;NEUT;SG
bengkel	практикум	bengkel	практикум	N;SG	N;INAN;NOM;MASC;SG
bengkel	семинар	bengkel	семинар	N;SG	N;INAN;NOM;MASC;SG
bengkel	мастерская	bengkel	мастерская	N;SG	N;INAN;NOM;FEM;SG
penawaran	сделку	pentawaran	сделка	N;SG	N;INAN;ACC;FEM;SG
penawaran	сделка	pentawaran	сделка	N;SG	N;INAN;NOM;FEM;SG
penawaran	предложение	pentawaran	предложение	N;SG	N;INAN;NOM;NEUT;SG
penawaran	ставка	pentawaran	ставка	N;SG	N;INAN;NOM;FEM;SG
pengalihan	перенаправление	penalihan	перенаправление	N;SG	N;INAN;NOM;NEUT;SG
lithuania	литве	lithuania	литв	N;SG	N;INAN;NOM;FEM;SG
lithuania	литва	lithuania	литва	N;SG	N;INAN;NOM;FEM;SG
kalsium	кальция	kalsium	кальций	N	N;INAN;NOM;MASC;SG
teror	террор	teror	террор	N;SG	N;INAN;NOM;MASC;SG
obligasi	бонд	obligasi	бонд	N;SG	N;ANIM;NOM;MASC;SG
waralaba	франшиза	waralaba	франшиз	N;SG	N;INAN;NOM;FEM;SG
tingkah	поведение	tingkah	поведение	N;SG	N;INAN;NOM;NEUT;SG
ketahanan	выносливость	ketahanan	выносливость	N;SG	N;INAN;NOM;FEM;SG
ketahanan	стойкость	ketahanan	стойкость	N;SG	N;INAN;NOM;FEM;SG
ketahanan	устойчивость	ketahanan	устойчивость	N;SG	N;INAN;NOM;FEM;SG
ketahanan	сопротивления	ketahanan	сопротивление	N;SG	N;INAN;NOM;NEUT;SG
ketahanan	сопротивление	ketahanan	сопротивление	N;SG	N;INAN;NOM;NEUT;SG
beku	фрост	beku	фрост	N;SG	N;INAN;NOM;MASC;SG
beku	мороз	beku	мороз	N;SG	N;INAN;NOM;MASC;SG
desktop	пк	desktop	пк	N;SG	N;INAN;NOM;MASC;SG
metabolisme	метаболизм	metabolisme	метаболизм	N;SG	N;INAN;NOM;MASC;SG
surel	почте	surel	почта	N	N;INAN;DAT;FEM;SG
surel	почта	surel	почта	N	N;INAN;NOM;FEM;SG
diakhiri	прекращено	diakhiri	прекратить	V;SG;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
tren	тенденция	tren	тенденция	N;SG	N;INAN;NOM;FEM;SG
aluminium	алюминия	aluminium	алюминий	N;SG	N;INAN;GEN;MASC;SG
aluminium	алюминия	aluminium	алюминий	N;SG	N;INAN;GEN;MASC;SG
ranah	домены	ranah	домена	N	N;INAN;NOM;MASC;PL
ranah	домен	ranah	домя	N	N;INAN;NOM;MASC;SG
ranah	домена	ranah	домя	N	N;INAN;GEN;MASC;SG
natrium	натрия	natrium	натрий	N	N;INAN;NOM;MASC;SG
banteng	бык	banteng	бык	N;SG	N;ANIM;NOM;MASC;SG
turbin	турбина	turbin	турбина	N;SG	N;INAN;NOM;FEM;SG
kabin	домики	kabin	домик	N	N;INAN;NOM;MASC;PL
kabin	домик	kabin	домик	N	N;INAN;NOM;MASC;SG
shogun	сёгун	shogun	сёгун	N	N;ANIM;NOM;MASC;SG
gencatan	перемирие	gencatan	перемирие	N;SG	N;INAN;NOM;NEUT;SG
daur	цикла	daur	цикл	N;SG	N;INAN;GEN;MASC;SG
daur	цикл	daur	цикл	N;SG	N;INAN;NOM;MASC;SG
piramida	пирамида	piramida	пирамида	N	N;INAN;NOM;FEM;SG
piramida	пирамиды	piramida	пирамида	N	N;INAN;NOM;FEM;PL
semut	муравей	semut	мурав	N;SG	N;ANIM;NOM;MASC;SG
mengamankan	обезопасить	menamankan	обезопасить	V;SG;ACT	V;PFV;NFIN;ACT
percetakan	печать	percetakan	печать	N;SG	N;INAN;NOM;FEM;SG
percetakan	принтер	percetakan	принтер	N;SG	N;INAN;NOM;MASC;SG
motivasi	мотивация	motivasi	мотивация	N;SG	N;INAN;NOM;FEM;SG
kas	кэш	kas	кэш	N;SG	N;INAN;NOM;MASC;SG
teknisi	техника	teknisi	техника	N;SG	N;INAN;NOM;FEM;SG
teknisi	инженер	teknisi	инженер	N;SG	N;ANIM;NOM;MASC;SG
indikator	индикатор	indikator	индикатор	N;SG	N;INAN;NOM;MASC;SG
indikator	показатель	indikator	показатель	N;SG	N;INAN;NOM;MASC;SG
helium	гелий	helium	гелий	N	N;INAN;NOM;MASC;SG
kemarahan	гнев	kemarahan	гнев	N;SG	N;INAN;NOM;MASC;SG
kemarahan	ярость	kemarahan	ярость	N;SG	N;INAN;NOM;FEM;SG
kemarahan	злость	kemarahan	злость	N;SG	N;INAN;NOM;FEM;SG
kemarahan	фьюри	kemarahan	фьюри	N;SG	N;ANIM;NOM;MASC;SG
kemarahan	ярость	kemarahan	ярость	N;SG	N;INAN;NOM;FEM;SG
kemarahan	возмущение	kemarahan	возмущение	N;SG	N;INAN;NOM;NEUT;SG
kemarahan	гнев	kemarahan	гнев	N;SG	N;INAN;NOM;MASC;SG
kemarahan	ярость	kemarahan	ярость	N;SG	N;INAN;NOM;FEM;SG
notaris	нотариус	notaris	нотариус	N	N;ANIM;NOM;MASC;SG
pembeli	покупателя	penbeli	покупатель	N;SG	N;ANIM;ACC;MASC;SG
pembeli	покупатель	penbeli	покупатель	N;SG	N;ANIM;NOM;MASC;SG
pembeli	покупателем	penbeli	покупатель	N;SG	N;ANIM;INS;MASC;SG
mengobati	лечить	menobati	лечить	V;SG;ACT	V;IPFV;NFIN;ACT
sunting	правка	sunting	правка	N	N;INAN;NOM;FEM;SG
sunting	редактирование	sunting	редактирование	N	N;INAN;NOM;NEUT;SG
sunting	правки	sunting	правка	N	N;INAN;NOM;FEM;PL
taat	послушным	taat	послушный	ADJ;SG	ADJ;INS;NEUT;SG
kuna	куна	kuna	кун	N	N;ANIM;ACC;MASC;SG
stasi	штази	stasi	штази	N	N;INAN;NOM;MASC;SG
kehamilan	беременности	kehamilan	беременность	N;SG	N;INAN;NOM;FEM;SG
kehamilan	беременность	kehamilan	беременность	N;SG	N;INAN;NOM;FEM;SG
balas	ответить	balas	ответить	V;SG;ACT	V;PFV;NFIN;ACT
keberanian	мужество	keberanian	мужество	N;SG	N;INAN;NOM;NEUT;SG
keberanian	храбрость	keberanian	храбрость	N;SG	N;INAN;NOM;FEM;SG
keberanian	смелость	keberanian	смелость	N;SG	N;INAN;NOM;FEM;SG
keberanian	дерзость	keberanian	дерзость	N;SG	N;INAN;NOM;FEM;SG
keberanian	смелость	keberanian	смелость	N;SG	N;INAN;NOM;FEM;SG
keberanian	храбрость	keberanian	храбрость	N;SG	N;INAN;NOM;FEM;SG
sekte	культ	sekte	культ	N	N;INAN;NOM;MASC;SG
sekte	секты	sekte	секта	N	N;INAN;NOM;FEM;PL
melodi	мелоди	melodi	мелодь	N;SG	N;INAN;NOM;FEM;SG
melodi	мелодия	melodi	мелодия	N;SG	N;INAN;NOM;FEM;SG
tangki	танкер	tangki	танкер	N;SG	N;INAN;NOM;MASC;SG
tangki	танк	tangki	танк	N;SG	N;INAN;NOM;MASC;SG
tangki	цистерна	tangki	цистерна	N;SG	N;INAN;NOM;FEM;SG
saingan	соперник	saingan	соперник	N;SG	N;ANIM;NOM;MASC;SG
ost	ост	ost	ост	N	N;INAN;NOM;MASC;SG
fluida	жидкость	fluida	жидкость	N	N;INAN;NOM;FEM;SG
pesanan	орден	pesanan	орден	N;SG	N;INAN;NOM;MASC;SG
pesanan	заказ	pesanan	заказ	N;SG	N;INAN;NOM;MASC;SG
pesanan	приказ	pesanan	приказ	N;SG	N;INAN;NOM;MASC;SG
pesanan	порядок	pesanan	порядок	N;SG	N;INAN;NOM;MASC;SG
pesanan	приказ	pesanan	приказ	N;SG	N;INAN;NOM;MASC;SG
restorasi	восстановление	restorasi	восстановление	N;SG	N;INAN;NOM;NEUT;SG
restorasi	восстановления	restorasi	восстановление	N;SG	N;INAN;GEN;NEUT;SG
martir	мучеников	martir	мученик	N	N;ANIM;GEN;MASC;PL
martir	мученик	martir	мученик	N	N;ANIM;NOM;MASC;SG
menggambar	рисовать	mengambar	рисовать	V;SG;ACT	V;IPFV;NFIN;ACT
menggambar	привлечь	mengambar	привлечь	V;SG;ACT	V;PFV;NFIN;ACT
menggambar	нарисовать	mengambar	нарисовать	V;SG;ACT	V;PFV;NFIN;ACT
beristirahat	отдыхает	beristirahat	отдыхать	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
beristirahat	отдохнуть	beristirahat	отдохнуть	V;SG;ACT	V;PFV;NFIN;ACT
glass	стакан	glass	стакан	N	N;INAN;NOM;MASC;SG
glass	стекло	glass	стекло	N	N;INAN;NOM;NEUT;SG
glass	бокал	glass	бокал	N	N;INAN;NOM;MASC;SG
glass	стекла	glass	стекло	N	N;INAN;NOM;NEUT;PL
benyamin	бенджамин	benyamin	бенджамин	N	N;ANIM;NOM;MASC;SG
psikologis	психолог	psikologis	психолог	N;SG	N;ANIM;NOM;MASC;SG
psikologis	психолога	psikologis	психолог	N;SG	N;ANIM;ACC;MASC;SG
kromosom	хромосома	kromosom	хромосом	N;SG	N;INAN;NOM;FEM;SG
konsol	консолей	konsol	консоль	N	N;INAN;GEN;MASC;PL
konsol	консоли	konsol	консоль	N	N;INAN;NOM;FEM;PL
konsol	консоль	konsol	консоль	N	N;INAN;NOM;FEM;SG
angkut	транспорт	angkut	транспорт	N;SG;ACT	N;INAN;NOM;MASC;SG
angkut	перевозка	angkut	перевозка	N;SG;ACT	N;INAN;NOM;FEM;SG
pakan	ленте	pakan	лента	N;SG	N;INAN;DAT;FEM;SG
pakan	лента	pakan	лента	N;SG	N;INAN;NOM;FEM;SG
pakan	корма	pakan	корм	N;SG	N;INAN;GEN;MASC;SG
pakan	ленту	pakan	лента	N;SG	N;INAN;ACC;FEM;SG
pakan	корм	pakan	корм	N;SG	N;INAN;NOM;MASC;SG
pakan	корма	pakan	корм	N;SG	N;INAN;GEN;MASC;SG
tarekat	тарикат	tarekat	тарикат	N	N;INAN;NOM;MASC;SG
lituania	литве	lituania	литв	N;SG	N;INAN;NOM;FEM;SG
lituania	литва	lituania	литва	N;SG	N;INAN;NOM;FEM;SG
landak	дикобраз	landak	дикобраз	N	N;ANIM;NOM;MASC;SG
landak	ежа	landak	еж	N	N;ANIM;ACC;MASC;SG
mendapati	нашла	mendapati	найти	V;SG;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
kuis	викторины	kuis	викторина	N	N;INAN;NOM;FEM;PL
kuis	тест	kuis	тест	N	N;INAN;NOM;MASC;SG
kotoran	грязь	kotoran	грязь	N;SG	N;INAN;NOM;FEM;SG
kotoran	грязь	kotoran	грязь	N;SG	N;INAN;NOM;FEM;SG
kotoran	дерьмо	kotoran	дерьмо	N;SG	N;INAN;NOM;NEUT;SG
kotoran	говно	kotoran	говно	N;SG	N;INAN;NOM;NEUT;SG
keberatan	протестую	keberatan	протестой	N;SG	N;INAN;ACC;FEM;SG
keberatan	возражение	keberatan	возражение	N;SG	N;INAN;NOM;NEUT;SG
transistor	транзисторов	transistor	транзистор	N	N;INAN;GEN;MASC;PL
transistor	транзистор	transistor	транзистор	N	N;INAN;NOM;MASC;SG
membenci	ненавидел	menbenci	ненавидеть	V;SG;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
membenci	ненавидела	menbenci	ненавидеть	V;SG;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
membenci	ненавидеть	menbenci	ненавидеть	V;SG;ACT	V;IPFV;NFIN;ACT
membenci	ненавижу	menbenci	ненавидеть	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
membenci	ненавидит	menbenci	ненавидеть	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
sheila	шейла	sheila	шейл	N	N;ANIM;NOM;FEM;SG
penganiayaan	беспредел	penaniayaan	беспредел	N;SG	N;INAN;NOM;MASC;SG
penganiayaan	преследование	penaniayaan	преследование	N;SG	N;INAN;NOM;NEUT;SG
stabilitas	стабильность	stabilitas	стабильность	N;SG	N;INAN;NOM;FEM;SG
stabilitas	стабильности	stabilitas	стабильность	N;SG	N;INAN;NOM;FEM;SG
antropologi	антропологии	antropologi	антропология	N	N;INAN;NOM;FEM;PL
hutang	долг	hutang	долг	N;SG	N;INAN;NOM;MASC;SG
hutang	задолженность	hutang	задолженность	N;SG	N;INAN;NOM;FEM;SG
pendahulu	предшественника	pendahulu	предшественник	N;SG	N;ANIM;ACC;MASC;SG
pendahulu	предшественник	pendahulu	предшественник	N;SG	N;ANIM;NOM;MASC;SG
membujuk	убедил	menbujuk	убедить	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
membujuk	убедить	menbujuk	убедить	V;SG;ACT	V;PFV;NFIN;ACT
degradasi	деградации	degradasi	деградация	N;SG	N;INAN;NOM;FEM;SG
degradasi	деградация	degradasi	деградация	N;SG	N;INAN;NOM;FEM;SG
penyelamatan	спасение	penselamatan	спасение	N;SG	N;INAN;NOM;NEUT;SG
gif	gif	gif	gif	N;SG	N;INAN;NOM;MASC;SG
simple	простой	simple	простой	ADJ	ADJ;NOM;MASC;SG
simple	простое	simple	простой	ADJ	ADJ;NOM;NEUT;SG
simple	простая	simple	простой	ADJ	ADJ;NOM;FEM;SG
simple	простые	simple	простой	ADJ	ADJ;NOM;PL
sejuk	круто	sejuk	крутой	ADJ;SG	ADJ;NEUT;SG
sejuk	крутая	sejuk	крутой	ADJ;SG	ADJ;NOM;FEM;SG
bibit	семя	bibit	семя	N;SG	N;INAN;NOM;NEUT;SG
mencalonkan	назначить	mencalonkan	назначить	V;SG;ACT	V;PFV;NFIN;ACT
terlambat	поздний	terlambat	поздний	ADJ;SG	ADJ;NOM;MASC;SG
pemandu	проводник	penpandu	проводник	N;SG	N;INAN;NOM;MASC;SG
pemandu	гид	penpandu	гид	N;SG	N;INAN;NOM;MASC;SG
pemandu	руководство	penpandu	руководство	N;SG	N;INAN;NOM;NEUT;SG
novelis	писатель	novelis	писатель	N	N;ANIM;NOM;MASC;SG
upah	зарплата	upah	зарплата	N;SG	N;INAN;NOM;FEM;SG
upah	зарплата	upah	зарплата	N;SG	N;INAN;NOM;FEM;SG
konsensus	консенсус	konsensus	консенсус	N;SG	N;INAN;NOM;MASC;SG
konsensus	консенсуса	konsensus	консенсус	N;SG	N;INAN;GEN;MASC;SG
taufan	тайфун	taufan	тайфун	N;SG	N;INAN;NOM;MASC;SG
merugikan	вредит	menrugikan	вредить	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
avatar	аватар	avatar	аватар	N;SG	N;INAN;NOM;MASC;SG
iris	айрис	iris	айрис	N;SG	N;ANIM;NOM;FEM;SG
memperingatkan	предупреждал	menperingatkan	предупреждать	V;SG;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
memperingatkan	предупредила	menperingatkan	предупредить	V;SG;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
