voor	priekš	voor	priekš	ADP	ADP
donkere	tumšs	donker	tumšs	ADJ	ADJ;NOM;MASC;SG
nederlaag	sakāvi	nederlaag	sakāve	N;MASC+FEM;SG	N;ACC;FEM;SG
conclusie	noslēgšana	conclusie	noslēgšana	N;MASC+FEM;SG	N;NOM;FEM;SG
conclusie	secinājums	conclusie	secinājums	N;MASC+FEM;SG	N;NOM;MASC;SG
voorwaarden	apzīmējumi	voorwaarde	apzīmējums	N;PL	N;NOM;MASC;PL
voorwaarden	termini	voorwaarde	termins	N;PL	N;NOM;MASC;PL
voorwaarden	apstākļi	voorwaarde	apstāklis	N;PL	N;NOM;MASC;PL
voorwaarden	nosacījumi	voorwaarde	nosacījums	N;PL	N;NOM;MASC;PL
voorwaarden	stāvokļi	voorwaarde	stāvoklis	N;PL	N;NOM;MASC;PL
stappen	pakāpieni	stap	pakāpiens	N;PL	N;NOM;MASC;PL
stappen	soļi	stap	solis	N;PL	N;NOM;MASC;PL
stappen	posmi	stap	posme	N;PL	N;NOM;MASC;PL
kandidaten	kandidāti	kandidaat	kandidāts	N;PL	N;NOM;MASC;PL
kandidaten	kandidātus	kandidaat	kandidāts	N;PL	N;ACC;MASC;PL
kandidaten	kandidātiem	kandidaat	kandidāts	N;PL	N;DAT;MASC;PL
firma	firma	firma	firma	N;MASC+FEM;SG	N;NOM;FEM;SG
serieus	nopietna	serieus	nopietna	ADJ	ADJ;NOM;FEM;SG
serieus	nopietns	serieus	nopietns	ADJ	ADJ;NOM;MASC;SG
serieus	nopietnas	serieus	nopietna	ADJ	ADJ;NOM;FEM;PL
bijen	bitēm	bij	bite	N;PL	N;DAT;FEM;PL
bijen	bites	bij	bite	N;PL	N;NOM;FEM;PL
bijen	bišu	bij	bite	N;PL	N;ACC;FEM;PL
krijg	iegūsti	krijgen	iegūt	V;SG;PRS;FIN	V;IMP;SG;2;POS;FIN;ACT
krijg	dabūt	krijgen	dabūt	V;SG;PRS;FIN	V;POS;NFIN
onderhouden	uzturēts	onderhouden	uzturēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
vergeten	aizmirsu	vergeten	aizmirst	V;V.PTCP	V;FH;IND;SG;1;POS;PRS;FIN;ACT
vergeten	aizmirsa	vergeten	aizmirst	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
vergeten	aizmirst	vergeten	aizmirst	V;V.PTCP	V;POS;FIN;ACT
vergeten	aizmirsti	vergeten	aizmirst	V;V.PTCP	V;IMP;PL;2;POS;FIN;ACT
vergeten	aizmirsuši	vergeten	aizmirst	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
vergeten	aizmirsti	vergeten	aizmirst	V;V.PTCP	V;IMP;PL;2;POS;FIN;ACT
vergeten	aizmirsis	vergeten	aizmirst	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
vos	lapsa	vos	lapsa	N;MASC+FEM;SG	N;NOM;FEM;SG
hernoemen	pārdēvēt	hernoemen	pārdēvēt	V;NFIN	V;POS;NFIN
uitgeroepen	pasludināja	uitroepen	pasludināt	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
wetten	likumus	wet	likums	N;PL	N;ACC;MASC;PL
wetten	likumi	wet	likums	N;PL	N;NOM;MASC;PL
planeet	planēta	planeet	planēta	N;MASC+FEM;SG	N;NOM;FEM;SG
planeet	planētu	planeet	planēta	N;MASC+FEM;SG	N;ACC;FEM;SG
zeg	pateikt	zeggen	pateikt	V;SG;PRS;FIN	V;POS;NFIN
zeg	teikt	zeggen	teikt	V;SG;PRS;FIN	V;POS;NFIN
atletiek	vieglatlētika	atletiek	vieglatlētika	N;MASC+FEM;SG	N;NOM;FEM;SG
verdwijnen	pazūd	verdwijnen	pazust	V;PL;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
verdwijnen	pazūd	verdwijnen	pazust	V;PL;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
verdwijnen	izzust	verdwijnen	izzust	V;PL;PRS;FIN	V;POS;NFIN
verdwijnen	pazust	verdwijnen	pazust	V;PL;PRS;FIN	V;POS;NFIN
woordenboek	vārdnīca	woordenboek	vārdnīca	N;NEUT;SG	N;NOM;FEM;SG
woordenboek	vārdnīcu	woordenboek	vārdnīca	N;NEUT;SG	N;ACC;FEM;SG
toneel	posms	toneel	posms	N;NEUT;SG	N;NOM;MASC;SG
toneel	stadija	toneel	stadija	N;NEUT;SG	N;NOM;FEM;SG
bezwaar	iebildumu	bezwaar	iebildums	N;NEUT;SG	N;ACC;MASC;SG
bezwaar	iebildums	bezwaar	iebildums	N;NEUT;SG	N;NOM;MASC;SG
doctor	ārsts	doctor	ārsts	N;MASC+FEM;SG	N;NOM;MASC;SG
zinnen	frāzes	zin	frāze	N;PL	N;NOM;FEM;PL
districten	apgabali	district	apgabali	N;PL	N;NOM;MASC;PL
districten	rajoni	district	rajons	N;PL	N;NOM;MASC;PL
lokaal	vietējie	lokaal	vietējs	ADJ	ADJ;NOM;MASC;PL
lokaal	vietējā	lokaal	vietējs	ADJ	ADJ;NOM;FEM;SG
lokaal	vietējais	lokaal	vietējs	ADJ	ADJ;NOM;MASC;SG
lokaal	lokāla	lokaal	lokāls	ADJ	ADJ;NOM;FEM;SG
lokaal	lokālā	lokaal	lokāls	ADJ	ADJ;NOM;FEM;SG
pianist	pianistu	pianist	pianist	N;MASC+FEM;SG	N;ACC;MASC;SG
instellingen	institūcijas	instelling	institūcija	N;PL	N;NOM;FEM;PL
instellingen	iestādes	instelling	iestāde	N;PL	N;NOM;FEM;PL
instellingen	iestatījumi	instelling	iestatījums	N;PL	N;NOM;MASC;PL
instellingen	uzstādījumi	instelling	uzstādījums	N;PL	N;NOM;MASC;PL
negatieve	negatīvā	negatief	negatīva	ADJ	ADJ;NOM;FEM;SG
negatieve	negatīva	negatief	negatīva	ADJ	ADJ;NOM;FEM;SG
verwerkt	pārstrādāta	verwerken	pārstrādāt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
verwerkt	pārstrādāti	verwerken	pārstrādāt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
verwerkt	pārstrādāts	verwerken	pārstrādāt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
verwerkt	pārstrādātas	verwerken	pārstrādāt	V;V.PTCP	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
verwerkt	apstrādāti	verwerken	apstrādāt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
gelezen	lasi	lezen	lasīt	V;V.PTCP	V;IMP;SG;2;POS;FIN;ACT
gelezen	lasīt	lezen	lasīt	V;V.PTCP	V;POS;NFIN
verbeterde	uzlabota	verbeteren	uzlabot	V;SG;PST;FIN	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
verbeterde	uzlabots	verbeteren	uzlabot	V;SG;PST;FIN	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
verbeterde	uzlabojies	verbeteren	uzlaboties	V;SG;PST;FIN	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP
volle	pilnu	vol	pilna	ADJ	ADJ;ACC;MASC;SG
volle	pilnas	vol	pilna	ADJ	ADJ;NOM;FEM;PL
volle	pilns	vol	pilns	ADJ	ADJ;NOM;MASC;SG
volle	pilnā	vol	pilns	ADJ	ADJ;NOM;FEM;SG
volle	pilni	vol	pilns	ADJ	ADJ;NOM;MASC;PL
volle	pilna	vol	pilna	ADJ	ADJ;NOM;FEM;SG
verbleef	palika	verblijven	palikt	V;SG;PST;FIN	V;FH;IND;3;POS;PST;FIN;ACT
besluiten	lēmumi	besluit	lēmums	N;PL	N;NOM;MASC;PL
besluiten	lēmumus	besluit	lēmums	N;PL	N;ACC;MASC;PL
artikels	izstrādājumi	artikel	izstrādājums	N;PL	N;NOM;MASC;PL
artikels	panti	artikel	pants	N;PL	N;NOM;MASC;PL
benoeming	iecelšana	benoeming	iecelšana	N;MASC+FEM;SG	N;NOM;FEM;SG
benoeming	tikšanās	benoeming	tikšanās	N;MASC+FEM;SG	N;NOM;FEM;SG
benoeming	iecelšanu	benoeming	iecelšana	N;MASC+FEM;SG	N;ACC;FEM;SG
bewerken	labot	bewerken	labot	V;NFIN	V;POS;NFIN
bewerken	rediģēt	bewerken	rediģēt	V;NFIN	V;POS;NFIN
kortrijk	kortreika	kortrijk	kortreika	N;NEUT;SG	N;NOM;MASC;SG
logo	logo	logo	logs	N;NEUT;SG	N
logo	logotips	logo	logotips	N;NEUT;SG	N;NOM;MASC;SG
nominaties	kandidāti	nominatie	kandidāts	N;PL	N;NOM;MASC;PL
nominaties	kandidatūras	nominatie	kandidatūra	N;PL	N;NOM;FEM;PL
nominaties	nominācijas	nominatie	nominācija	N;PL	N;NOM;FEM;PL
maak	padarīt	maken	padarīt	V;SG;PRS;FIN	V;POS;NFIN
maak	padarītu	maken	padarīt	V;SG;PRS;FIN	V;COND;POS;FIN;ACT
hoogtepunt	maksimums	hoogtepunt	maksimums	N;NEUT;SG	N;NOM;MASC;SG
hoogtepunt	pīķa	hoogtepunt	pīķis	N;NEUT;SG	N;NOM;MASC;SG
rose	roze	rose	roze	N;MASC+FEM;SG	N;NOM;FEM;SG
vochtige	mitra	vochtig	mitra	ADJ	ADJ;NOM;FEM;SG
vochtige	mitrs	vochtig	mitrs	ADJ	ADJ;NOM;MASC;SG
vochtige	mitru	vochtig	mitrs	ADJ	ADJ;ACC;MASC;SG
vochtige	slapja	vochtig	slapja	ADJ	ADJ;NOM;FEM;SG
vochtige	mitra	vochtig	mitra	ADJ	ADJ;NOM;FEM;SG
gelijke	vienlīdzīga	gelijk	vienlīdzīga	ADJ	ADJ;NOM;FEM;SG
gelijke	līdzvērtīgs	gelijk	līdzvērtīgs	ADJ	ADJ;NOM;MASC;SG
gelijke	vienāda	gelijk	vienāda	ADJ	ADJ;NOM;FEM;SG
gelijke	vienāds	gelijk	vienāds	ADJ	ADJ;NOM;MASC;SG
acteurs	dalībnieki	acteur	dalībnieks	N;PL	N;NOM;MASC;PL
acteurs	aktieri	acteur	aktieris	N;PL	N;NOM;MASC;PL
behoud	saglabāšanās	behoud	saglabāšanās	N;NEUT;SG	N;NOM;FEM;SG
behoud	saglabāšanas	behoud	saglabāšana	N;NEUT;SG	N;NOM;FEM;SG
behoud	saglabāšana	behoud	saglabāšana	N;NEUT;SG	N;NOM;FEM;SG
behoud	saglabāšanu	behoud	saglabāšana	N;NEUT;SG	N;ACC;FEM;SG
behoud	saglabāšana	behoud	saglabāšana	N;NEUT;SG	N;NOM;FEM;SG
behoud	saglabāšana	behoud	saglabāšana	N;NEUT;SG	N;NOM;FEM;SG
behoud	aizture	behoud	aizture	N;NEUT;SG	N;NOM;FEM;SG
criteria	kritēriji	criterium	kritērijs	N;PL	N;NOM;MASC;PL
varianten	varianti	variant	variants	N;PL	N;NOM;MASC;PL
varianten	variantiem	variant	variants	N;PL	N;DAT;MASC;PL
varianten	variantus	variant	variants	N;PL	N;ACC;MASC;PL
varianten	variācijas	variant	variācija	N;PL	N;NOM;FEM;PL
zand	smilts	zand	smilts	N;NEUT;SG	N;NOM;FEM;SG
lot	partija	lot	partija	N;NEUT;SG	N;NOM;FEM;SG
lot	likteni	lot	liktene	N;NEUT;SG	N;ACC;MASC;SG
lot	liktenis	lot	liktenis	N;NEUT;SG	N;NOM;MASC;SG
lot	likteņa	lot	liktenis	N;NEUT;SG	N;GEN;MASC;SG
lot	liktenim	lot	liktenis	N;NEUT;SG	N;DAT;MASC;SG
lot	likteņa	lot	liktenis	N;NEUT;SG	N;GEN;MASC;SG
lot	liktenis	lot	liktenis	N;NEUT;SG	N;NOM;MASC;SG
lot	likteni	lot	liktene	N;NEUT;SG	N;ACC;MASC;SG
nymphalidae	nymphalidae	nymphalidae	nymphalidae	N;MASC+FEM;SG	N;NOM;FEM;SG
opgelost	atrisināta	oplossen	atrisināt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
opgelost	atrisināts	oplossen	atrisināt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
opgelost	atrisināti	oplossen	atrisināt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
opgelost	atrisinātas	oplossen	atrisināt	V;V.PTCP	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
opgelost	atrisināt	oplossen	atrisināt	V;V.PTCP	V;POS;NFIN
opgelost	atrisināta	oplossen	atrisināt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
opgelost	atrisināts	oplossen	atrisināt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
opgelost	atrisinātas	oplossen	atrisināt	V;V.PTCP	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
opgelost	izšķīdināta	oplossen	izšķīdināt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
opgelost	izšķīdušā	oplossen	izšķīst	V;V.PTCP	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
kopen	nopirkt	kopen	nopirkt	V;NFIN	V;POS;NFIN
kopen	pirkt	kopen	pirkt	V;NFIN	V;POS;NFIN
kopen	pērkot	kopen	pērkot	V;NFIN	V;V.CVB
kopen	pērk	kopen	pirkt	V;NFIN	V;FH;IND;3;POS;PRS;FIN;ACT
amerikanen	amerikāņi	amerikaan	amerikānis	N;PL	N;NOM;MASC;PL
zuster	māsa	zuster	māsa	N;MASC+FEM;SG	N;NOM;FEM;SG
zuster	māsiņa	zuster	māsiņa	N;MASC+FEM;SG	N;NOM;FEM;SG
zuster	medmāsa	zuster	medmāsa	N;MASC+FEM;SG	N;NOM;FEM;SG
kroatië	horvātija	kroatië	horvātija	N;NEUT;SG	N;NOM;FEM;SG
gouda	gouda	gouda	goust	N;NEUT;SG	N;NOM;FEM;SG
verlengde	pagarināts	verlengen	pagarināt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
verlengde	pagarināta	verlengen	pagarināt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
zachte	mīksto	zacht	mīksta	ADJ	ADJ;ACC;MASC;SG
zachte	mīksti	zacht	mīksts	ADJ	ADJ;NOM;MASC;PL
zachte	maiga	zacht	maiga	ADJ	ADJ;NOM;FEM;SG
zachte	mīkstie	zacht	mīksts	ADJ	ADJ;NOM;MASC;PL
zachte	mīksta	zacht	mīksta	ADJ	ADJ;NOM;FEM;SG
zachte	mīksts	zacht	mīksts	ADJ	ADJ;NOM;MASC;SG
papier	papīrs	papier	papīrs	N;NEUT;SG	N;NOM;MASC;SG
papier	papīra	papier	papīrs	N;NEUT;SG	N;GEN;MASC;SG
wisten	zināja	weten	zināt	V;PL;PST;FIN	V;FH;IND;3;POS;PST;FIN;ACT
wisten	pazina	weten	pazīt	V;PL;PST;FIN	V;FH;IND;3;POS;PST;FIN;ACT
gas	gāze	gas	gāze	N;NEUT;SG	N;NOM;FEM;SG
beïnvloed	ietekmēts	beïnvloeden	ietekmēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
beïnvloed	ietekmējis	beïnvloeden	ietekmēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
beïnvloed	ietekmēts	beïnvloeden	ietekmēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
beïnvloed	skartas	beïnvloeden	skarta	V;V.PTCP	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
beïnvloed	ietekmēta	beïnvloeden	ietekmēt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
beïnvloed	ietekmēti	beïnvloeden	ietekmēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
beïnvloed	skarti	beïnvloeden	skarts	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
eieren	olas	ei	ola	N;PL	N;NOM;FEM;PL
eieren	ikri	ei	ikri	N;PL	N;NOM;MASC;PL
eieren	olas	ei	ola	N;PL	N;NOM;FEM;PL
geïnspireerd	iedvesmoja	inspireren	iedvesmot	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
bands	joslas	bands	josla	N;PL	N;NOM;FEM;PL
deelnemen	piedalās	deelnemen	piedalīties	V;NFIN	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
deelnemen	piedalīties	deelnemen	piedalīties	V;NFIN	V;POS;REFL;NFIN
handig	ērts	handig	ērts	ADJ	ADJ;NOM;MASC;SG
handig	ērta	handig	ērta	ADJ	ADJ;NOM;FEM;SG
discussies	apspriedes	discussie	apspriede	N;PL	N;NOM;FEM;PL
discussies	diskusijas	discussie	diskusija	N;PL	N;NOM;FEM;PL
discussies	pārrunas	discussie	pārruna	N;PL	N;NOM;FEM;PL
discussies	diskusijas	discussie	diskusija	N;PL	N;NOM;FEM;PL
discussies	pavedieni	discussie	pavediens	N;PL	N;NOM;MASC;PL
discussies	debates	discussie	debate	N;PL	N;NOM;FEM;PL
miss	jaunkundze	missen	jaunkundze	N;MASC+FEM;SG	N;NOM;FEM;SG
toevoeging	pievienošana	toevoeging	pievienošana	N;MASC+FEM;SG	N;NOM;FEM;SG
bedrag	apjoms	bedrag	apjoms	N;NEUT;SG	N;NOM;MASC;SG
bedrag	apmērs	bedrag	apmērs	N;NEUT;SG	N;NOM;MASC;SG
bedrag	summa	bedrag	summa	N;NEUT;SG	N;NOM;FEM;SG
danny	denijs	danny	denijs	N;MASC+FEM;SG	N;NOM;MASC;SG
voorwerpen	objekti	voorwerp	objekts	N;PL	N;NOM;MASC;PL
voorwerpen	priekšmeti	voorwerp	priekšmets	N;PL	N;NOM;MASC;PL
overeenkomst	vienošanās	overeenkomst	vienošanās	N;MASC+FEM;SG	N;NOM;FEM;SG
overeenkomst	nolīgumu	overeenkomst	nolīgums	N;MASC+FEM;SG	N;ACC;MASC;SG
overeenkomst	nolīgums	overeenkomst	nolīgums	N;MASC+FEM;SG	N;NOM;MASC;SG
passagiers	pasažierus	passagier	pasažieris	N;PL	N;ACC;MASC;PL
passagiers	pasažieri	passagier	pasažieris	N;PL	N;NOM;MASC;PL
passagiers	pasažieriem	passagier	pasažieris	N;PL	N;DAT;MASC;PL
voorgesteld	ieteikts	voorstellen	ieteikt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
voorgesteld	ierosināja	voorstellen	ierosināt	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
voorgesteld	ieteica	voorstellen	ieteikt	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
voorgesteld	ierosināts	voorstellen	ierosināt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
voorgesteld	ierosināts	voorstellen	ierosināt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
voorgesteld	ierosinātā	voorstellen	ierosināt	V;V.PTCP	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
voorgesteld	ierosināta	voorstellen	ierosināt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
voorgesteld	piedāvātais	voorstellen	piedāvāt	V;V.PTCP	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
voorgesteld	ierosinātie	voorstellen	ierosināt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
liederen	dziesmas	lied	dziesma	N;PL	N;NOM;FEM;PL
doelman	vārtsargs	doelman	vārtsargs	N;MASC+FEM;SG	N;NOM;MASC;SG
christendom	kristietība	christendom	kristietība	N;NEUT;SG	N;NOM;FEM;SG
geef	iedot	geven	iedot	V;SG;PRS;FIN	V;POS;NFIN
geef	dod	geven	dot	V;SG;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
geef	dot	geven	dot	V;SG;PRS;FIN	V;POS;NFIN
tram	tramvaju	tram	tramvajs	N;MASC+FEM;SG	N;ACC;MASC;SG
tram	tramvajs	tram	tramvajs	N;MASC+FEM;SG	N;NOM;MASC;SG
tram	tramvaju	tram	tramvajs	N;MASC+FEM;SG	N;ACC;MASC;SG
tram	tramvaja	tram	tramvajs	N;MASC+FEM;SG	N;GEN;MASC;SG
tram	tramvajs	tram	tramvajs	N;MASC+FEM;SG	N;NOM;MASC;SG
ontslagen	atlaists	ontslaan	atlaist	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
ontslagen	atlaists	ontslaan	atlaist	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
ontslagen	noraidīts	ontslaan	noraidīt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
ontslagen	noraidīja	ontslaan	noraidīt	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
schild	vairogs	schild	vairogs	N;NEUT;SG	N;NOM;MASC;SG
langere	ilgāku	lang	ilgs	ADJ;CMPR	ADJ;ACC;CMPR;MASC;SG
langere	ilgāka	lang	ilga	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
langere	garāks	lang	gars	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
langere	ilgāks	lang	ilgs	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
ras	šķirne	ras	šķirne	N;NEUT;SG	N;NOM;FEM;SG
ras	rase	ras	rase	N;NEUT;SG	N;NOM;FEM;SG
ras	skrējiens	ras	skrējiens	N;NEUT;SG	N;NOM;MASC;SG
commissaris	komisārs	commissaris	komisārs	N;MASC+FEM;SG	N;NOM;MASC;SG
laura	lora	laura	lora	N;MASC+FEM;SG	N;NOM;FEM;SG
bruin	brūnais	bruin	brūns	ADJ	ADJ;NOM;MASC;SG
bruin	brūna	bruin	brūns	ADJ	ADJ;NOM;FEM;SG
bruin	brūns	bruin	brūns	ADJ	ADJ;NOM;MASC;SG
leftarm	leftarm	leftarm	leftarm	N;MASC+FEM;SG	N;NOM;MASC;SG
vrouwtjes	mātītes	vrouw	mātīte	N;PL	N;NOM;FEM;PL
milieu	vide	milieu	vide	N;NEUT;SG	N;NOM;FEM;SG
manieren	veidi	manier	veids	N;PL	N;NOM;MASC;PL
manieren	manieres	manier	maniere	N;PL	N;NOM;FEM;PL
acties	darbības	actie	darbība	N;PL	N;NOM;FEM;PL
communicatie	komunikācija	communicatie	komunikācija	N;MASC+FEM;SG	N;NOM;FEM;SG
communicatie	paziņojums	communicatie	paziņojums	N;MASC+FEM;SG	N;NOM;MASC;SG
communicatie	saziņa	communicatie	saziņa	N;MASC+FEM;SG	N;NOM;FEM;SG
communicatie	komunikācija	communicatie	komunikācija	N;MASC+FEM;SG	N;NOM;FEM;SG
communicatie	saziņa	communicatie	saziņa	N;MASC+FEM;SG	N;NOM;FEM;SG
communicatie	komunikāciju	communicatie	komunikācija	N;MASC+FEM;SG	N;ACC;FEM;SG
slachtoffer	upuris	slachtoffer	upuris	N;NEUT;SG	N;NOM;MASC;SG
breedte	platumā	breedte	platums	N;MASC+FEM;SG	N;ESS;MASC;SG
breedte	platums	breedte	platums	N;MASC+FEM;SG	N;NOM;MASC;SG
platform	perona	platform	perons	N;NEUT;SG	N;GEN;MASC;SG
platform	platforma	platform	platforma	N;NEUT;SG	N;NOM;FEM;SG
platform	platformai	platform	platforma	N;NEUT;SG	N;DAT;FEM;SG
bay	līcis	bay	līcis	N;MASC+FEM;SG	N;NOM;MASC;SG
bay	sekcija	bay	sekcija	N;MASC+FEM;SG	N;NOM;FEM;SG
diploma	diplomu	diploma	diploms	N;NEUT;SG	N;ACC;MASC;SG
diploma	diploma	diploma	diploms	N;NEUT;SG	N;NOM;MASC;SG
diploma	diploms	diploma	diploms	N;NEUT;SG	N;NOM;MASC;SG
eva	priekšvakarā	eva	priekšvakars	N;MASC+FEM;SG	N;ESS;MASC;SG
afgekort	saīsinātā	afkorten	saīsināt	V;V.PTCP	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
afgekort	saīsināts	afkorten	saīsināt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
vocht	mitrums	vocht	mitrums	N;NEUT;SG	N;NOM;MASC;SG
organiseren	organizēt	organiseren	organizēt	V;NFIN	V;POS;NFIN
organiseren	organizē	organiseren	organizēt	V;NFIN	V;IMP;2;POS;FIN;ACT
organiseren	organizēt	organiseren	organizēt	V;NFIN	V;POS;NFIN
organiseren	organizē	organiseren	organizēt	V;NFIN	V;IMP;2;POS;FIN;ACT
organiseren	organizēt	organiseren	organizēt	V;NFIN	V;POS;NFIN
kevers	vaboles	kever	Vabole	N;PL	N;NOM;FEM;PL
mevrouw	kundze	mevrouw	kundze	N;MASC+FEM;SG	N;NOM;FEM;SG
vernietigd	iznīcināta	vernietigen	iznīcināt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
vernietigd	iznīcināts	vernietigen	iznīcināt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
vernietigd	iznīcināti	vernietigen	iznīcināt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
vernietigd	iznīcina	vernietigen	iznīcināt	V;V.PTCP	V;FH;IND;3;POS;PRS;FIN;ACT
vergeleken	salīdzināja	vergelijken	salīdzināt	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
behoefte	vajadzība	behoefte	vajadzība	N;MASC+FEM;SG	N;NOM;FEM;SG
behoefte	nepieciešamība	behoefte	nepieciešamība	N;MASC+FEM;SG	N;NOM;FEM;SG
inleiding	ievešana	inleiding	ievešana	N;MASC+FEM;SG	N;NOM;FEM;SG
inleiding	ieviešanu	inleiding	ieviešana	N;MASC+FEM;SG	N;ACC;FEM;SG
inleiding	ievads	inleiding	ievads	N;MASC+FEM;SG	N;NOM;MASC;SG
willy	villijs	willy	villijs	N;MASC+FEM;SG	N;NOM;MASC;SG
tegenstanders	pretiniekiem	tegenstander	pretinieks	N;PL	N;DAT;MASC;PL
tegenstanders	pretinieki	tegenstander	pretinieks	N;PL	N;NOM;MASC;PL
dertien	trīspadsmit	dertien	trīspadsmit	NUM	NUM;PL
helder	skaidra	helder	skaidrs	ADJ	ADJ;NOM;FEM;SG
helder	skaidrs	helder	skaidrs	ADJ	ADJ;NOM;MASC;SG
helder	dzidrs	helder	dzidrs	ADJ	ADJ;NOM;MASC;SG
helder	gaišs	helder	gaišs	ADJ	ADJ;NOM;MASC;SG
administratieve	administratīvā	administratief	administratīva	ADJ	ADJ;NOM;FEM;SG
administratieve	administratīvais	administratief	administratīvs	ADJ	ADJ;NOM;MASC;SG
administratieve	administratīva	administratief	administratīva	ADJ	ADJ;NOM;FEM;SG
administratieve	administratīvie	administratief	administratīvs	ADJ	ADJ;NOM;MASC;PL
klimaat	klimats	klimaat	klimats	N;NEUT;SG	N;NOM;MASC;SG
gekocht	iepirka	kopen	iepirkt	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
gekocht	iegādāts	kopen	iegādāt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gekocht	pirkta	kopen	pirkt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
gekocht	nopirkts	kopen	nopirkt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gekocht	nopirka	kopen	nopirkt	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
droge	sausa	droog	sausa	ADJ	ADJ;NOM;FEM;SG
droge	sausā	droog	sausa	ADJ	ADJ;NOM;FEM;SG
