que	ότι	que	ότι	CONJ	CONJ
representantes	εκπροσώπους	representante	εκπρόσωπος	N;PL	N;NOM;MASC;PL
representantes	αντιπρόσωποι	representante	αντιπρόσωπος	N;PL	N;NOM;MASC;PL
representantes	εκπρόσωποι	representante	εκπρόσωπος	N;PL	N;NOM;MASC;PL
frank	φρανκ	frank	φρανκ	N;SG	N
programación	πρόγραμμα	programación	πρόγραμμα	N;FEM;SG	N;NOM;NEUT;SG
programación	χρονοδιάγραμμα	programación	χρονοδιάγραμμα	N;FEM;SG	N;NOM;NEUT;SG
programación	προγραμματισμός	programación	προγραμματισμός	N;FEM;SG	N;NOM;MASC;SG
programación	προγραμμα	programación	προγραμμα	N;FEM;SG	N;NOM;NEUT;SG
programación	προγραμματισμού	programación	προγραμματισμός	N;FEM;SG	N;GEN;MASC;SG
programación	προγραμματισμός	programación	προγραμματισμός	N;FEM;SG	N;NOM;MASC;SG
programación	προγραμματισμός	programación	προγραμματισμός	N;FEM;SG	N;NOM;MASC;SG
entidad	οντότητα	entidad	οντότητα	N;FEM;SG	N;NOM;FEM;SG
compañeros	συνέταιροι	compañero	συνέταιρος	N;MASC;PL	N;NOM;MASC;PL
compañeros	εταίροι	compañero	εταίρος	N;MASC;PL	N;NOM;MASC;PL
compañeros	συνεργάτες	compañero	συνεργάτης	N;MASC;PL	N;NOM;MASC;PL
compañeros	εταίρων	compañero	εταίρος	N;MASC;PL	N;GEN;MASC;PL
compañeros	συναδέλφους	compañero	συνάδελφος	N;MASC;PL	N;ACC;MASC;PL
compañeros	συνάδελφοι	compañero	συνάδελφος	N;MASC;PL	N;VOC;MASC;PL
compañeros	συμμαθητές	compañero	συμμαθητής	N;MASC;PL	N;NOM;MASC;PL
compañeros	συντρόφους	compañero	σύντροφος	N;MASC;PL	N;ACC;MASC;PL
compañeros	σύντροφοι	compañero	σύντροφος	N;MASC;PL	N;NOM;MASC;PL
compañeros	σύντροφοι	compañero	σύντροφος	N;MASC;PL	N;NOM;MASC;PL
animal	ζώο	animal	ζώο	N;MASC;SG	N;NOM;NEUT;SG
grand	χιλιάρικο	grand	χιλιάρικο	N;MASC;SG	N;NOM;NEUT;SG
escultura	γλυπτό	escultura	γλυπτό	N;FEM;SG	N;NOM;NEUT;SG
destacar	επισημάνω	destacar	επισημαίνω	V;NFIN	V;PFV;IND;SG;1;FIN;ACT
motivos	λόγους	motivo	λόγος	N;MASC;PL	N;ACC;MASC;PL
motivos	λόγοι	motivo	λόγος	N;MASC;PL	N;NOM;MASC;PL
motivos	εκκλήσεις	motivo	έκκληση	N;MASC;PL	N;NOM;FEM;PL
motivos	κίνητρα	motivo	κίνητρο	N;MASC;PL	N;NOM;NEUT;PL
espacios	χώροι	espacio	χώρος	N;MASC;PL	N;NOM;MASC;PL
espacios	χώρους	espacio	χώρος	N;MASC;PL	N;ACC;MASC;PL
introducción	εισαγωγη	introducción	εισαγωγή	N;FEM;SG	N;NOM;FEM;SG
introducción	εισαγωγή	introducción	εισαγωγή	N;FEM;SG	N;NOM;FEM;SG
fuertes	δυνατοί	fuerte	δυνατός	ADJ;PL	ADJ;NOM;MASC;PL
bases	βάσεις	base	βάση	N;PL	N;NOM;FEM;PL
chino	κινέζος	chino	κινέζος	N;MASC;SG	N;NOM;MASC;SG
chino	κινέζος	chino	κινέζος	N;MASC;SG	N;NOM;MASC;SG
entorno	περιβάλλον	entorno	περιβάλλον	N;MASC;SG	N;NOM;NEUT;SG
fauna	πανίδα	fauna	πανίδα	N;FEM;SG	N;NOM;MASC;SG
raíz	ρίζα	raíz	ρίζος	N;FEM;SG	N;NOM;FEM;SG
profundidad	βάθος	profundidad	βάθος	N;FEM;SG	N;ACC;NEUT;SG
sirve	εξυπηρετεί	servir	εξυπηρίζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
sirve	υπηρετεί	servir	υπηρώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
japonesa	γιαπωνέζικο	japonés	γιαπωνέζικος	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
científicos	επιστήμονες	científico	επιστήμονας	N;MASC;PL	N;NOM;MASC;PL
cabe	χωράει	caber	χωρώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
universidades	πανεπιστημίων	universidad	πανεπιστήμιο	N;FEM;PL	N;GEN;NEUT;PL
universidades	πανεπιστήμια	universidad	πανεπιστήμιο	N;FEM;PL	N;NOM;NEUT;PL
universidades	κολέγια	universidad	κολέγιος	N;FEM;PL	N;NOM;NEUT;PL
universidades	κολλέγια	universidad	κολλέγιο	N;FEM;PL	N;NOM;NEUT;PL
termina	τελειώνει	terminar	τελειώνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
ciudadanos	πολίτες	ciudadano	πολίτης	N;MASC;PL	N;NOM;MASC;PL
símbolo	σύμβολο	símbolo	σύμβολο	N;MASC;SG	N;NOM;NEUT;SG
copias	αντίγραφα	copia	αντίγραφο	N;FEM;PL	N;NOM;NEUT;PL
copias	αντίτυπα	copia	αντίτυπο	N;FEM;PL	N;NOM;NEUT;PL
primaria	στοιχειώδες	primario	στοιχειώδης	N;FEM;SG	N;NOM;NEUT;SG
primaria	πρωτογενής	primario	πρωτογενής	N;FEM;SG	N;NOM;MASC;SG
primaria	πρωτογενούς	primario	πρωτογενής	N;FEM;SG	N;GEN;MASC;SG
primaria	πρωτεύον	primario	πρωτεύων	N;FEM;SG	N;NOM;NEUT;SG
distritos	συνοικίες	distrito	συνοικία	N;MASC;PL	N;NOM;FEM;PL
rápido	γρήγορη	rápido	γρήγορος	ADJ;MASC;SG	ADJ;NOM;FEM;SG
rápido	γρήγορη	rápido	γρήγορος	ADJ;MASC;SG	ADJ;NOM;FEM;SG
moderno	σύγχρονο	moderno	σύγχρονο	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
moderno	σύγχρονη	moderno	σύγχρονος	ADJ;MASC;SG	ADJ;NOM;FEM;SG
eléctrica	ηλεκτρική	eléctrico	ηλεκτρικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
eléctrica	ηλεκτρικός	eléctrico	ηλεκτρικός	ADJ;FEM;SG	ADJ;NOM;MASC;SG
eléctrica	ηλεκτρικό	eléctrico	ηλεκτρικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
eléctrica	ηλεκτρική	eléctrico	ηλεκτρικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
eléctrica	ηλεκτρικός	eléctrico	ηλεκτρικός	ADJ;FEM;SG	ADJ;NOM;MASC;SG
moreno	καφέ	moreno	καφένας	N;MASC;SG	N;NOM;NEUT;SG
utilizando	χρησιμοποιώντας	utilizar	χρησιμοποιώ	V;V.MSDR	V;IPFV;V.CVB;ACT
pobreza	φτώχειας	pobreza	φτώχεια	N;FEM;SG	N;GEN;FEM;SG
pobreza	φτώχεια	pobreza	φτώχεια	N;FEM;SG	N;NOM;FEM;SG
pobreza	φτώχια	pobreza	φτώχιο	N;FEM;SG	N;NOM;FEM;SG
film	μεμβράνη	film	μεμβράνη	N;MASC;SG	N;NOM;FEM;SG
film	ταινία	film	ταινία	N;MASC;SG	N;NOM;FEM;SG
film	ταινια	film	ταινιά	N;MASC;SG	N;NOM;FEM;SG
film	φιλμ	film	φιλμ	N;MASC;SG	N;NOM;NEUT;SG
fachada	προσωπείο	fachada	προσωπείο	N;FEM;SG	N;NOM;NEUT;SG
fachada	πρόσοψη	fachada	πρόσοψη	N;FEM;SG	N;NOM;FEM;SG
fachada	μπροστινό	fachada	μπροστινός	N;FEM;SG	N;NOM;NEUT;SG
fachada	μέτωπο	fachada	μέτωπο	N;FEM;SG	N;NOM;NEUT;SG
fachada	πρόσοψη	fachada	πρόσοψη	N;FEM;SG	N;NOM;FEM;SG
error	λάθος	error	λάθος	N;MASC;SG	N;NOM;NEUT;SG
error	λάθος	error	λάθος	N;MASC;SG	N;NOM;NEUT;SG
error	σφάλμα	error	σφάλμα	N;MASC;SG	N;NOM;NEUT;SG
ministros	υπουργών	ministro	υπουργός	N;MASC;PL	N;GEN;MASC;PL
ministros	υπουργοί	ministro	υπουργός	N;MASC;PL	N;NOM;MASC;PL
ministros	υπουργούς	ministro	υπουργός	N;MASC;PL	N;ACC;MASC;PL
ventas	πωλήσεων	venta	πώληση	N;FEM;PL	N;GEN;FEM;PL
ventas	πωλήσεις	venta	πώληση	N;FEM;PL	N;NOM;FEM;PL
conservación	διατήρηση	conservación	διατήρηση	N;FEM;SG	N;ACC;FEM;SG
conservación	διαφύλαξη	conservación	διαφύλαξη	N;FEM;SG	N;ACC;FEM;SG
conservación	διατήρηση	conservación	διατήρηση	N;FEM;SG	N;ACC;FEM;SG
cambió	αλλάξει	cambiar	αλλάζω	V;IND;SG;3;PST;FIN	V;PFV;NFIN;ACT
cambió	άλλαξε	cambiar	αλλάζω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
contexto	πλαίσιο	contexto	πλαίσιο	N;MASC;SG	N;NOM;NEUT;SG
propiedades	ακίνητα	propiedad	ακίνητος	N;FEM;PL	N;NOM;NEUT;PL
propiedades	ιδιότητες	propiedad	ιδιότητα	N;FEM;PL	N;NOM;FEM;PL
propiedades	ακίνητα	propiedad	ακίνητος	N;FEM;PL	N;NOM;NEUT;PL
enfermedades	αρρώστιες	enfermedad	αρρώστια	N;FEM;PL	N;NOM;FEM;PL
enfermedades	ασθένειες	enfermedad	ασθένεια	N;FEM;PL	N;NOM;FEM;PL
prácticamente	πρακτικά	prácticamente	πρακτικά	ADV	ADV
cola	ουρά	cola	ουρώ	N;FEM;SG	N;NOM;FEM;SG
cola	ουράς	cola	ουρός	N;FEM;SG	N;GEN;FEM;SG
cola	ουρά	cola	ουρώ	N;FEM;SG	N;NOM;FEM;SG
cola	κόλλα	cola	κόλλος	N;FEM;SG	N;NOM;FEM;SG
constante	σταθερό	constante	σταθερός	ADJ;SG	ADJ;NOM;NEUT;SG
constante	σταθερή	constante	σταθερός	ADJ;SG	ADJ;NOM;FEM;SG
constante	σταθερός	constante	σταθερός	ADJ;SG	ADJ;NOM;MASC;SG
asesinato	δολοφονία	asesinato	δολοφονία	N;MASC;SG	N;NOM;FEM;SG
asesinato	δολοφονία	asesinato	δολοφονία	N;MASC;SG	N;NOM;FEM;SG
asesinato	φόνος	asesinato	φόνος	N;MASC;SG	N;NOM;MASC;SG
asesinato	φόνο	asesinato	φόνο	N;MASC;SG	N;ACC;MASC;SG
cádiz	κάδιξ	cádiz	κάδιξς	N;MASC;SG	N
celebra	γιορτάζει	celebrar	γιορτάζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
recibir	λαμβάνουν	recibir	λαμβάνω	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
recibir	λάβετε	recibir	λαμβάνω	V;NFIN	V;PFV;IMP;PL;2;FIN;ACT
fábrica	εργοστάσιο	fábrica	εργοστάσιο	N;FEM;SG	N;NOM;NEUT;SG
hacienda	εφορία	hacienda	εφορία	N;FEM;SG	N;ACC;FEM;SG
hacienda	θησαυροφυλάκιο	hacienda	θησαυροφυλάκιο	N;FEM;SG	N;NOM;NEUT;SG
sufrió	υπέστη	sufrir	υφίσταμαι	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
sufrió	υπέφερε	sufrir	υποφέρω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
restauración	τροφοδοσίας	restauración	τροφοδοσία	N;FEM;SG	N;GEN;FEM;SG
restauración	τροφοδοσία	restauración	τροφοδοσία	N;FEM;SG	N;ACC;FEM;SG
restauración	αποκατάσταση	restauración	αποκατάσταση	N;FEM;SG	N;ACC;FEM;SG
roca	πέτρα	roca	πέτρο	N;FEM;SG	N;NOM;FEM;SG
roca	βράχος	roca	βράχος	N;FEM;SG	N;NOM;MASC;SG
roca	ρόκα	roca	ρόκος	N;FEM;SG	N;NOM;FEM;SG
cargos	κατηγορίες	cargo	κατηγορία	N;MASC;PL	N;NOM;FEM;PL
cargos	κατηγοριες	cargo	κατηγορία	N;MASC;PL	N;NOM;FEM;PL
cargos	επιβαρύνσεις	cargo	επιβάρυνση	N;MASC;PL	N;NOM;FEM;PL
prisión	φυλακή	prisión	φυλακή	N;FEM;SG	N;ACC;FEM;SG
prisión	φυλακή	prisión	φυλακή	N;FEM;SG	N;ACC;FEM;SG
dirigente	ηγέτης	dirigente	ηγέτης	N;SG	N;NOM;MASC;SG
dirigente	αρχηγός	dirigente	αρχηγός	N;SG	N;NOM;MASC;SG
consta	αποτελείται	constar	αποτελώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
religiosos	θρησκευτικές	religioso	θρησκευτικός	ADJ;MASC;PL	ADJ;NOM;FEM;PL
pintores	ζωγράφοι	pintor	ζωγράφος	N;MASC;PL	N;NOM;MASC;PL
privada	ιδιωτική	privado	ιδιωτικός	ADJ;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG
privada	ιδιωτικό	privado	ιδιωτικός	ADJ;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG
privada	ιδιωτικός	privado	ιδιωτικός	ADJ;FEM;SG;V.PTCP	ADJ;NOM;MASC;SG
intervención	παρέμβασης	intervención	παρέμβαση	N;FEM;SG	N;GEN;FEM;SG
intervención	παρέμβαση	intervención	παρέμβαση	N;FEM;SG	N;ACC;FEM;SG
juicio	κριση	juicio	κριση	N;MASC;SG	N;NOM;FEM;SG
juicio	κρίση	juicio	κρίση	N;MASC;SG	N;NOM;FEM;SG
juicio	δίκη	juicio	δίκη	N;MASC;SG	N;NOM;FEM;SG
juicio	δίκης	juicio	δίκη	N;MASC;SG	N;GEN;FEM;SG
escenas	σκηνές	escena	σκηνός	N;FEM;PL	N;NOM;FEM;PL
ingreso	εισόδημα	ingreso	εισόδημα	N;MASC;SG	N;NOM;NEUT;SG
ingreso	εισοδήματος	ingreso	εισόδημα	N;MASC;SG	N;GEN;NEUT;SG
permaneció	παρέμενε	permanecer	παραμένω	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PST;FIN;ACT
permaneció	παρέμεινε	permanecer	παραμένω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
ascendencia	κάθοδο	ascendencia	κάθοδος	N;FEM;SG	N;ACC;FEM;SG
ascendencia	καθόδου	ascendencia	κάθοδος	N;FEM;SG	N;GEN;FEM;SG
expansión	επέκταση	expansión	επέκταση	N;FEM;SG	N;ACC;FEM;SG
entrenadores	προπονητές	entrenador	προπονητής	N;MASC;PL	N;NOM;MASC;PL
entrenadores	εκπαιδευτές	entrenador	εκπαιδευτής	N;MASC;PL	N;NOM;MASC;PL
entrenadores	εκπαιδευτών	entrenador	εκπαίδευτος	N;MASC;PL	N;GEN;MASC;PL
igualmente	επισης	igualmente	επισης	ADV	ADV
igualmente	επίσης	igualmente	επίσης	ADV	ADV
igualmente	εξίσου	igualmente	εξίσου	ADV	ADV
igualmente	ομοίως	igualmente	ομοίως	ADV	ADV
igualmente	παρομοίως	igualmente	παρομοίως	ADV	ADV
igualmente	ομοίως	igualmente	ομοίως	ADV	ADV
igualmente	παρομοίως	igualmente	παρομοίως	ADV	ADV
tradicionales	παραδοσιακές	tradicional	παραδοσιακός	ADJ;PL	ADJ;NOM;FEM;PL
pan	τηγάνι	pan	τηγάνι	N;MASC;SG	N;NOM;NEUT;SG
pan	ψωμί	pan	ψωμί	N;MASC;SG	N;NOM;NEUT;SG
quinta	πέμπτος	quinto	πέμπτος	ADJ;FEM;SG	ADJ;NOM;MASC;SG
trono	θρόνος	trono	θρόνος	N;MASC;SG	N;NOM;MASC;SG
trono	θρόνο	trono	θρόνος	N;MASC;SG	N;ACC;MASC;SG
inmediatamente	αμέσως	inmediatamente	αμέσως	ADV	ADV
familiar	οικεία	familiar	οικεία	ADJ;SG	ADJ;NOM;FEM;SG
familiar	οικείο	familiar	οικείο	ADJ;SG	ADJ;NOM;NEUT;SG
riesgo	κίνδυνος	riesgo	κίνδυνος	N;MASC;SG	N;NOM;MASC;SG
riesgo	κίνδυνο	riesgo	κίνδυνος	N;MASC;SG	N;ACC;MASC;SG
riesgo	ρίσκο	riesgo	Ρίσκο	N;MASC;SG	N;NOM;NEUT;SG
riesgo	κινδύνου	riesgo	κίνδυνος	N;MASC;SG	N;GEN;MASC;SG
hablar	μιλήσω	hablar	μιλώ	V;NFIN	V;PFV;IND;SG;1;FIN;ACT
hablar	μιλήστε	hablar	μιλώ	V;NFIN	V;PFV;IMP;PL;2;FIN;ACT
hablar	μιλήστε	hablar	μιλώ	V;NFIN	V;PFV;IMP;PL;2;FIN;ACT
inicia	ξεκινά	iniciar	ξεκινός	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
inicia	ξεκινάει	iniciar	ξεκινώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
inicia	αρχίζει	iniciar	αρχίζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
inicia	ξεκινά	iniciar	ξεκινός	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
inicia	ξεκινάει	iniciar	ξεκινώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
inicia	αρχίζει	iniciar	αρχίζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
inicia	κινήσει	iniciar	κινώ	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
windows	παραθύρων	windows	παράθυρος	N;MASC	N;GEN;NEUT;PL
windows	παράθυρα	windows	παράθυρα	N;MASC	N;NOM;NEUT;PL
ermita	παρεκκλήσι	ermitir	παρεκκλήσι	N;FEM;SG	N;NOM;NEUT;SG
ermita	εκκλησάκι	ermitir	εκκλησάκι	N;FEM;SG	N;NOM;NEUT;SG
caza	κυνήγι	caza	κυνήγι	N;FEM;SG	N;NOM;NEUT;SG
caza	κυνήγι	caza	κυνήγι	N;FEM;SG	N;NOM;NEUT;SG
reacción	αντίδραση	reacción	αντίδραση	N;FEM;SG	N;ACC;FEM;SG
humanidad	ανθρωπιά	humanidad	ανθρωπιά	N;FEM;SG	N;ACC;FEM;SG
humanidad	ανθρωπότητας	humanidad	ανθρωπότητα	N;FEM;SG	N;GEN;FEM;SG
humanidad	ανθρωπότητα	humanidad	ανθρωπότητα	N;FEM;SG	N;ACC;FEM;SG
guerrero	πολεμιστής	guerrero	πολεμιστής	N;MASC;SG	N;NOM;MASC;SG
guerrero	πολεμιστή	guerrero	πολεμιστής	N;MASC;SG	N;ACC;MASC;SG
tramo	τέντωμα	tramo	τέντωμα	N;MASC;SG	N;NOM;NEUT;SG
representante	αντιπρόσωπος	representante	αντιπρόσωπος	N;SG	N;NOM;MASC;SG
representante	εκπρόσωπος	representante	εκπρόσωπος	N;SG	N;NOM;MASC;SG
empieza	ξεκινά	empezar	ξεκινός	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
empieza	ξεκινάει	empezar	ξεκινώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
empieza	αρχίζει	empezar	αρχίζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
empieza	ξεκινά	empezar	ξεκινός	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
empieza	ξεκινάει	empezar	ξεκινώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
empieza	αρχίζει	empezar	αρχίζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
comprende	κατανοεί	comprender	κατανός	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
comprende	καταλαβαίνει	comprender	καταλαβαίνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
perfil	προφιλ	perfil	προφιλ	N;MASC;SG	N;NOM;NEUT;SG
perfil	προφίλ	perfil	προφίλ	N;MASC;SG	N;ACC;NEUT;SG
escocia	σκοτία	escocia	σκοτία	N;FEM;SG	N;ACC;FEM;SG
definición	ορισμός	definición	ορισμός	N;FEM;SG	N;NOM;MASC;SG
amarillo	κίτρινος	amarillo	κίτρινος	ADJ;MASC;SG	ADJ;NOM;MASC;SG
amarillo	κίτρινη	amarillo	κίτρινος	ADJ;MASC;SG	ADJ;NOM;FEM;SG
piel	δέρμα	piel	δέρμα	N;FEM;SG	N;NOM;NEUT;SG
piel	δερμα	piel	δερμα	N;FEM;SG	N;NOM;NEUT;SG
piel	δερμάτινο	piel	δερματινός	N;FEM;SG	N;NOM;NEUT;SG
piel	γούνα	piel	γούνας	N;FEM;SG	N;NOM;FEM;SG
piel	τρίχωμα	piel	τρίχωμα	N;FEM;SG	N;NOM;NEUT;SG
piel	δέρμα	piel	δέρμα	N;FEM;SG	N;NOM;NEUT;SG
piel	πετσί	piel	πετσί	N;FEM;SG	N;NOM;NEUT;SG
piel	δερμα	piel	δερμα	N;FEM;SG	N;NOM;NEUT;SG
primavera	ελατήριο	primavera	ελατήριο	N;FEM;SG	N;NOM;NEUT;SG
primavera	άνοιξη	primavera	άνοιξη	N;FEM;SG	N;NOM;FEM;SG
primavera	ανοιξη	primavera	ανοιξη	N;FEM;SG	N;NOM;FEM;SG
primavera	πριμαβέρα	primavera	πριμαβέρα	N;FEM;SG	N
primavera	ανοιξη	primavera	ανοιξη	N;FEM;SG	N;NOM;FEM;SG
gas	αερίου	gas	αέριο	N;MASC;SG	N;GEN;NEUT;SG
gas	αέριο	gas	αέριο	N;MASC;SG	N;NOM;NEUT;SG
gas	βενζίνη	gas	βενζίνη	N;MASC;SG	N;NOM;FEM;SG
solución	διάλυμα	solución	διάλυμα	N;FEM;SG	N;NOM;NEUT;SG
solución	λυση	solución	λυση	N;FEM;SG	N;ACC;FEM;SG
solución	λύση	solución	λύση	N;FEM;SG	N;NOM;FEM;SG
diferencias	διαφορές	diferencia	διαφορά	N;FEM;PL	N;NOM;FEM;PL
dimensiones	διαστάσεις	dimensión	διάσταση	N;FEM;PL	N;NOM;FEM;PL
dimensiones	διαστάσεις	dimensión	διάσταση	N;FEM;PL	N;NOM;FEM;PL
objetivos	στόχοι	objetivo	στόχος	N;MASC;PL	N;NOM;MASC;PL
objetivos	στόχων	objetivo	στόχος	N;MASC;PL	N;GEN;MASC;PL
objetivos	στόχοι	objetivo	στόχος	N;MASC;PL	N;NOM;MASC;PL
objetivos	στόχους	objetivo	στόχος	N;MASC;PL	N;ACC;MASC;PL
objetivos	στόχοι	objetivo	στόχος	N;MASC;PL	N;NOM;MASC;PL
objetivos	σκοποί	objetivo	σκοπός	N;MASC;PL	N;NOM;MASC;PL
objetivos	στόχοι	objetivo	στόχος	N;MASC;PL	N;NOM;MASC;PL
fusión	συγχώνευση	fusión	συγχώνευση	N;FEM;SG	N;NOM;FEM;SG
fusión	συγχώνευση	fusión	συγχώνευση	N;FEM;SG	N;NOM;FEM;SG
fusión	συγχώνευση	fusión	συγχώνευση	N;FEM;SG	N;NOM;FEM;SG
fusión	σύντηξη	fusión	σύντηξη	N;FEM;SG	N;ACC;FEM;SG
fusión	τήξη	fusión	τήξη	N;FEM;SG	N;NOM;FEM;SG
fusión	σύντηξης	fusión	σύντηξη	N;FEM;SG	N;GEN;FEM;SG
coro	χορωδία	coro	χορωδία	N;MASC;SG	N;NOM;FEM;SG
coro	χορωδία	coro	χορωδία	N;MASC;SG	N;NOM;FEM;SG
eje	άξονας	eje	άξονας	N;MASC;SG	N;NOM;MASC;SG
eje	άξονα	eje	άξονας	N;MASC;SG	N;ACC;MASC;SG
eje	άξονας	eje	άξονας	N;MASC;SG	N;NOM;MASC;SG
eje	άξονα	eje	άξονας	N;MASC;SG	N;ACC;MASC;SG
pone	βάζει	poner	βάζει	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
mary	μαίρη	mary	μαίρης	N;FEM;SG	N;NOM;FEM;SG
regimiento	σύνταγμα	regimiento	σύνταγμα	N;MASC;SG	N;NOM;NEUT;SG
formando	σχηματίζεται	formar	σχηματίζω	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;PASS
canto	τραγουδι	canto	τραγουδι	N;MASC;SG	N;NOM;NEUT;SG
canto	τραγούδι	canto	τραγούδι	N;MASC;SG	N;NOM;NEUT;SG
canto	άσμα	canto	άσμα	N;MASC;SG	N;NOM;NEUT;SG
canto	τραγούδα	canto	τραγούδα	N;MASC;SG	N;NOM;SG
canto	τραγούδι	canto	τραγούδι	N;MASC;SG	N;NOM;NEUT;SG
licencia	δίπλωμα	licencia	δίπλωμα	N;FEM;SG	N;NOM;NEUT;SG
licencia	άδεια	licencia	άδεια	N;FEM;SG	N;NOM;FEM;SG
licencia	αδειοδότησης	licencia	αδειοδότηση	N;FEM;SG	N;GEN;FEM;SG
licencia	αδειοδότηση	licencia	αδειοδότηση	N;FEM;SG	N;ACC;FEM;SG
licencia	άδεια	licencia	άδεια	N;FEM;SG	N;NOM;FEM;SG
licencia	αδεια	licencia	αδεια	N;FEM;SG	N;NOM;FEM;SG
idiomas	γλώσσες	idioma	γλώσσα	N;MASC;PL	N;NOM;FEM;PL
directa	άμεσο	directo	άμεσος	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
directa	άμεση	directo	άμεσος	ADJ;FEM;SG	ADJ;NOM;FEM;SG
directa	άμεσος	directo	άμεσος	ADJ;FEM;SG	ADJ;NOM;MASC;SG
posiblemente	πιθανόν	posiblemente	πιθανώς	ADV	ADV
posiblemente	πιθανώς	posiblemente	πιθανώς	ADV	ADV
posiblemente	ενδεχομένως	posiblemente	ενδεχομένως	ADV	ADV
continente	ενδοχώρα	continente	ενδοχώρας	N;MASC;SG	N;NOM;FEM;SG
continente	ήπειρο	continente	ήπειρο	N;MASC;SG	N;ACC;FEM;SG
cartas	κάρτες	carta	κάρτες	N;FEM;PL	N;NOM;FEM;PL
cartas	φύλλα	carta	φύλλο	N;FEM;PL	N;NOM;NEUT;PL
cartas	γράμματα	carta	γράμμα	N;FEM;PL	N;NOM;NEUT;PL
cartas	επιστολές	carta	επιστολή	N;FEM;PL	N;NOM;FEM;PL
cartas	γραμματα	carta	γράμμα	N;FEM;PL	N;NOM;NEUT;PL
corrientes	ροές	corriente	ροή	N;FEM;PL	N;NOM;FEM;PL
corrientes	ρεύματα	corriente	ρεύμα	N;FEM;PL	N;NOM;NEUT;PL
femenina	θηλυκή	femenino	θηλυκός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
poemas	ποιήματα	poema	ποίημα	N;MASC;PL	N;NOM;NEUT;PL
palma	παλάμη	palma	παλάμα	N;FEM;SG	N;NOM;FEM;SG
enemigo	εχθρός	enemigo	εχθρός	N;MASC;SG	N;NOM;MASC;SG
enemigo	εχθρό	enemigo	εχθρό	N;MASC;SG	N;ACC;MASC;SG
enemigo	εχθρός	enemigo	εχθρός	N;MASC;SG	N;NOM;MASC;SG
cielo	παράδεισος	cielo	παράδεισος	N;MASC;SG	N;NOM;MASC;SG
cielo	παράδεισο	cielo	παράδεισος	N;MASC;SG	N;ACC;MASC;SG
cielo	ουρανού	cielo	ουρανός	N;MASC;SG	N;GEN;NEUT;SG
cielo	ουρανό	cielo	ουρανός	N;MASC;SG	N;ACC;MASC;SG
