پَوڑھنا	descansa	پَوڑھنا	descansar	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
تصعید	sublimació	تصعید	sublimació	N;NOM;MASC;SG;3	N;FEM;SG
تصعید	elevació	تصعید	elevació	N;NOM;MASC;SG;3	N;FEM;SG
تصفیہ	decisió	تصفیہ	decisió	N;NOM;MASC;SG;3	N;FEM;SG
تصفیہ	purificació	تصفیہ	purificació	N;NOM;MASC;SG;3	N;FEM;SG
تصفیہ	conciliació	تصفیہ	conciliació	N;NOM;MASC;SG;3	N;FEM;SG
تصفیہ	ajust	تصفیہ	ajust	N;NOM;MASC;SG;3	N;MASC;SG
تصفیہ	ajustament	تصفیہ	ajustament	N;NOM;MASC;SG;3	N;MASC;SG
تصنیف	llibre	تصنیف	llibre	N;NOM;MASC;SG;3	N;MASC;SG
تصنیف	article	تصنیف	article	N;NOM;MASC;SG;3	N;MASC;SG
تصویر	foto	تصویر	foto	N;NOM;MASC;SG;3	N;FEM;SG
تصویر	retrat	تصویر	retrat	N;NOM;MASC;SG;3	N;MASC;SG
تصویر	pintura	تصویر	pintura	N;NOM;MASC;SG;3	N;FEM;SG
تصویر	imatge	تصویر	imatge	N;NOM;MASC;SG;3	N;FEM;SG
تصویر	foto	تصویر	foto	N;NOM;MASC;SG;3	N;FEM;SG
تصویر	retrat	تصویر	retrat	N;NOM;MASC;SG;3	N;MASC;SG
تصویر	pintura	تصویر	pintura	N;NOM;MASC;SG;3	N;FEM;SG
تصویر	imatge	تصویر	imatge	N;NOM;MASC;SG;3	N;FEM;SG
تصویری	pictòrics	تصویری	pictòric	ADJ	ADJ;MASC;PL
تضاد	incoherència	تضاد	incoherència	N;NOM;MASC;SG;3	N;FEM;SG
تضاد	contradicció	تضاد	contradicció	N;NOM;MASC;SG;3	N;FEM;SG
تضاد	incoherència	تضاد	incoherència	N;NOM;MASC;SG;3	N;FEM;SG
تضاد	oposició	تضاد	oposició	N;NOM;MASC;SG;3	N;FEM;SG
تضحیکی	ridícul	تضحیکی	ridícul	ADJ	ADJ;MASC;SG
تضمین	inclusió	تضمین	inclusió	N;NOM;MASC;SG;3	N;FEM;SG
تطابُق	adaptació	تطابُق	adaptació	N;NOM;MASC;SG;3	N;FEM;SG
تطابُق	conformitat	تطابُق	conformitat	N;NOM;MASC;SG;3	N;FEM;SG
تطابُق	correspondència	تطابُق	correspondència	N;NOM;MASC;SG;3	N;FEM;SG
تطبیق	comparació	تطبیق	comparació	N;NOM;MASC;SG;3	N;FEM;SG
تطبیق	conformitat	تطبیق	conformitat	N;NOM;MASC;SG;3	N;FEM;SG
تعارض	confrontació	تعارض	confrontació	N;NOM;MASC;SG;3	N;FEM;SG
تعارض	competició	تعارض	competició	N;NOM;MASC;SG;3	N;FEM;SG
تعارض	competència	تعارض	competència	N;NOM;MASC;SG;3	N;FEM;SG
تعارض	incoherència	تعارض	incoherència	N;NOM;MASC;SG;3	N;FEM;SG
تعارض	oposició	تعارض	oposició	N;NOM;MASC;SG;3	N;FEM;SG
تعارض	contradicció	تعارض	contradicció	N;NOM;MASC;SG;3	N;FEM;SG
تعارف	suborn	تعارف	suborn	N;NOM;MASC;SG;3	N;MASC;SG
تعارف	introducció	تعارف	introducció	N;NOM;MASC;SG;3	N;FEM;SG
تعب	dol	تعب	dol		
تعبُّس	irritabilitat	تعبُّس	irritabilitat	N;NOM;MASC;SG;3	N;FEM;SG
تعبیر	explicació	تعبیر	explicació	N;NOM;FEM;SG;3	N;FEM;SG
تعداد	número	تعداد	número	N;NOM;MASC;SG;3	N;MASC;SG
تعداد	nombre	تعداد	nombre	N;NOM;MASC;SG;3	N;MASC;SG
تعداد	sumatori	تعداد	sumatori	N;NOM;MASC;SG;3	N;MASC;SG
تعداد	quantitat	تعداد	quantitat	N;NOM;MASC;SG;3	N;FEM;SG
تعداد	import	تعداد	import	N;NOM;MASC;SG;3	N;MASC;SG
تعداد	quantia	تعداد	quantia	N;NOM;MASC;SG;3	N;FEM;SG
تعداد	enumeració	تعداد	enumeració	N;NOM;MASC;SG;3	N;FEM;SG
تعدیل	ajust	تعدیل	ajust	N;NOM;MASC;SG;3	N;MASC;SG
تعدیل	ajustament	تعدیل	ajustament	N;NOM;MASC;SG;3	N;MASC;SG
تعدیل	equiparació	تعدیل	equiparació	N;NOM;MASC;SG;3	N;FEM;SG
تعدیل	neutralització	تعدیل	neutralització	N;NOM;MASC;SG;3	N;FEM;SG
تعدیل	ajust	تعدیل	ajust	N;NOM;MASC;SG;3	N;MASC;SG
تعدیل	ajustament	تعدیل	ajustament	N;NOM;MASC;SG;3	N;MASC;SG
تعدیل	equiparació	تعدیل	equiparació	N;NOM;MASC;SG;3	N;FEM;SG
تعریف	descripció	تعریف	descripció	N;NOM;MASC;SG;3	N;FEM;SG
تعریف	definició	تعریف	definició	N;NOM;MASC;SG;3	N;FEM;SG
تعریف	explicació	تعریف	explicació	N;NOM;MASC;SG;3	N;FEM;SG
تعریف	descripció	تعریف	descripció	N;NOM;MASC;SG;3	N;FEM;SG
تعریف	definició	تعریف	definició	N;NOM;MASC;SG;3	N;FEM;SG
تعریف	explicació	تعریف	explicació	N;NOM;MASC;SG;3	N;FEM;SG
تعریف	admiració	تعریف	admiració	N;NOM;MASC;SG;3	N;FEM;SG
تعریف	elogi	تعریف	elogi	N;NOM;MASC;SG;3	N;MASC;SG
تعریفی	encomiable	تعریفی	encomiable	ADJ	ADJ;SG
تعزیر	amonestació	تعزیر	amonestació	N;NOM;MASC;SG;3	N;FEM;SG
تعزیر	sanció	تعزیر	sanció	N;NOM;MASC;SG;3	N;FEM;SG
تعزیر	penalització	تعزیر	penalització	N;NOM;MASC;SG;3	N;FEM;SG
تعزیر	pena	تعزیر	pena	N;NOM;MASC;SG;3	N;FEM;SG
تعزیر	amonestació	تعزیر	amonestació	N;NOM;MASC;SG;3	N;FEM;SG
تعسُّر	dificultat	تعسُّر	dificultat	N;NOM;MASC;SG;3	N;FEM;SG
تعسُّر	pobresa	تعسُّر	pobresa	N;NOM;MASC;SG;3	N;FEM;SG
تعسُّف	perversió	تعسُّف	perversió	N;NOM;MASC;SG;3	N;FEM;SG
تعشُّق	amor	تعشُّق	amor	N;NOM;MASC;SG;3	N;MASC;SG
تعشُّق	desig	تعشُّق	desig	N;NOM;MASC;SG;3	N;MASC;SG
تعشُّق	anhel	تعشُّق	anhel	N;NOM;MASC;SG;3	N;MASC;SG
تعشُّق	desig	تعشُّق	desig	N;NOM;MASC;SG;3	N;MASC;SG
تعطّر	aroma	تعطّر	aroma		
تعطّف	favor	تعطّف	favor		
تعظیم	reverència	تعظیم	reverència	N;NOM;FEM;SG;3	N;FEM;SG
تعظیم	reverència	تعظیم	reverència	N;NOM;FEM;SG;3	N;FEM;SG
تعظیم	adoració	تعظیم	adoració	N;NOM;FEM;SG;3	N;FEM;SG
تعلُّقہ	possessió	تعلُّقہ	possessió	N;NOM;MASC;SG;3	N;FEM;SG
تعلیم	ensenyament	تعلیم	ensenyament	N;NOM;FEM;SG;3	N;MASC;SG
تعلیم	docència	تعلیم	docència	N;NOM;FEM;SG;3	N;FEM;SG
تعلیم	educació	تعلیم	educació	N;NOM;FEM;SG;3	N;FEM;SG
تعلیم	instrucció	تعلیم	instrucció	N;NOM;FEM;SG;3	N;FEM;SG
تعلیم	ensenyament	تعلیم	ensenyament	N;NOM;FEM;SG;3	N;MASC;SG
تعلیم	docència	تعلیم	docència	N;NOM;FEM;SG;3	N;FEM;SG
تعلیم	educació	تعلیم	educació	N;NOM;FEM;SG;3	N;FEM;SG
تعمیر	edifici	تعمیر	edifici	N;NOM;FEM;SG;3	N;MASC;SG
تعمیر	edificació	تعمیر	edificació	N;NOM;FEM;SG;3	N;FEM;SG
تعمیر	construcció	تعمیر	construcció	N;NOM;FEM;SG;3	N;FEM;SG
تعمیر	edifici	تعمیر	edifici	N;NOM;FEM;SG;3	N;MASC;SG
تعمیر	edificació	تعمیر	edificació	N;NOM;FEM;SG;3	N;FEM;SG
تعمیری	constructiu	تعمیری	constructiu	ADJ	ADJ;MASC;SG
تعمیری	constructives	تعمیری	constructiu	ADJ	ADJ;FEM;PL
تعمیل	execució	تعمیل	execució	N;NOM;MASC;SG;3	N;FEM;SG
تعمیل	actuació	تعمیل	actuació	N;NOM;MASC;SG;3	N;FEM;SG
تعمیل	rendiment	تعمیل	rendiment	N;NOM;MASC;SG;3	N;MASC;SG
تعمیل	obediència	تعمیل	obediència	N;NOM;MASC;SG;3	N;FEM;SG
تعمیل	execució	تعمیل	execució	N;NOM;MASC;SG;3	N;FEM;SG
تعمیل	actuació	تعمیل	actuació	N;NOM;MASC;SG;3	N;FEM;SG
تعمیل	rendiment	تعمیل	rendiment	N;NOM;MASC;SG;3	N;MASC;SG
تعمیل	acompliment	تعمیل	acompliment	N;NOM;MASC;SG;3	N;MASC;SG
تعمیل	compliment	تعمیل	compliment	N;NOM;MASC;SG;3	N;MASC;SG
تعمیل	obediència	تعمیل	obediència	N;NOM;MASC;SG;3	N;FEM;SG
تغذیہ	nutrició	تغذیہ	nutrició	N;NOM;MASC;SG;3	N;FEM;SG
تغذیہ	nutrició	تغذیہ	nutrició	N;NOM;MASC;SG;3	N;FEM;SG
تغییر	canvi	تغییر	canvi		
تَف	calor	تَف	calor		
تَف	foc	تَف	foc		
تُف	esprai	تُف	espraire		
تفارُق	divisió	تفارُق	divisió	N;NOM;MASC;SG;3	N;FEM;SG
تفارُق	separació	تفارُق	separació	N;NOM;MASC;SG;3	N;FEM;SG
تفارُق	diferència	تفارُق	diferència	N;NOM;MASC;SG;3	N;FEM;SG
تفاوُل	auspici	تفاوُل	auspicar		
تفت	calent	تفت	calent		
تفت	calor	تفت	calor		
تفت	warm	تفت	warm		
تفتیش	recerca	تفتیش	recerca	N;NOM;FEM;SG;3	N;FEM;SG
تفتیش	investigació	تفتیش	investigació	N;NOM;FEM;SG;3	N;FEM;SG
تفتیش	sonda	تفتیش	sonda	N;NOM;FEM;SG;3	N;FEM;SG
تفحُّص	recerca	تفحُّص	recerca	N;NOM;MASC;SG;3	N;FEM;SG
تفحُّص	investigació	تفحُّص	investigació	N;NOM;MASC;SG;3	N;FEM;SG
تفرقہ	divisió	تفرقہ	divisió	N;NOM;MASC;SG;3	N;FEM;SG
تفرقہ	discòrdia	تفرقہ	discòrdia	N;NOM;MASC;SG;3	N;FEM;SG
تفرقہ	separació	تفرقہ	separació	N;NOM;MASC;SG;3	N;FEM;SG
تفرقہ	dispersió	تفرقہ	dispersió	N;NOM;MASC;SG;3	N;FEM;SG
تفرُّقی	diferencial	تفرُّقی	diferencial	ADJ	ADJ;SG
تفرہ	orgull	تفرہ	orgull		
تفریح	diversió	تفریح	diversió	N;NOM;MASC;SG;3	N;FEM;SG
تفریح	diversió	تفریح	diversió	N;NOM;MASC;SG;3	N;FEM;SG
تفریح	entreteniment	تفریح	entreteniment	N;NOM;MASC;SG;3	N;MASC;SG
تفریح	recreació	تفریح	recreació	N;NOM;MASC;SG;3	N;FEM;SG
تفریح	esbarjo	تفریح	esbarjo	N;NOM;MASC;SG;3	N;MASC;SG
تفریح	oci	تفریح	oci	N;NOM;MASC;SG;3	N;MASC;SG
تفریحی	entretingut	تفریحی	entretir	ADJ	ADJ;MASC;SG;V.PTCP
تفریحی	recreatius	تفریحی	recreatiu	ADJ	ADJ;MASC;PL
تفریحی	recreatiu	تفریحی	recreatiu	ADJ	ADJ;MASC;SG
تفریحی	entretingut	تفریحی	entretir	ADJ	ADJ;MASC;SG;V.PTCP
تفریط	deficiència	تفریط	deficiència	N;NOM;MASC;SG;3	N;FEM;SG
تفریق	distinció	تفریق	distinció	N;NOM;MASC;SG;3	N;FEM;SG
تفریق	separació	تفریق	separació	N;NOM;MASC;SG;3	N;FEM;SG
تفریق	classificació	تفریق	classificació	N;NOM;MASC;SG;3	N;FEM;SG
تفریق	distinció	تفریق	distinció	N;NOM;MASC;SG;3	N;FEM;SG
تفریق	resta	تفریق	resta	N;NOM;MASC;SG;3	N;FEM;SG
تفریق	separació	تفریق	separació	N;NOM;MASC;SG;3	N;FEM;SG
تفریق	classificació	تفریق	classificació	N;NOM;MASC;SG;3	N;FEM;SG
تفصیل	explicació	تفصیل	explicació	N;NOM;MASC;SG;3	N;FEM;SG
تفصیلی	detallat	تفصیلی	detallat	ADJ	ADJ;MASC;SG;V.PTCP
تفصیلی	detallats	تفصیلی	detallat	ADJ	ADJ;MASC;PL;V.PTCP
تفصیلیہ	colon	تفصیلیہ	colon	ADJ	ADJ;MASC;SG
تفہیم	explicació	تفہیم	explicació	N;NOM;MASC;SG;3	N;FEM;SG
تفہیم	esclariment	تفہیم	esclariment	N;NOM;MASC;SG;3	N;MASC;SG
تفہیم	ensenyament	تفہیم	ensenyament	N;NOM;MASC;SG;3	N;MASC;SG
تفہیم	docència	تفہیم	docència	N;NOM;MASC;SG;3	N;FEM;SG
تقارُب	proximitat	تقارُب	proximitat	N;NOM;MASC;SG;3	N;FEM;SG
تقارُب	convergència	تقارُب	convergència	N;NOM;MASC;SG;3	N;FEM;SG
تقاصُر	reducció	تقاصُر	reducció	N;NOM;MASC;SG;3	N;FEM;SG
تقاصُر	disminució	تقاصُر	disminució	N;NOM;MASC;SG;3	N;FEM;SG
تقاضا	demanda	تقاضا	demanda	N;NOM;MASC;SG;3	N;FEM;SG
تقاضا	reivindicació	تقاضا	reivindicació	N;NOM;MASC;SG;3	N;FEM;SG
تقاضا	reclamació	تقاضا	reclamació	N;NOM;MASC;SG;3	N;FEM;SG
تقاطُع	intersecció	تقاطُع	intersecció	N;NOM;MASC;SG;3	N;FEM;SG
تقبُّض	contracció	تقبُّض	contracció	N;NOM;MASC;SG;3	N;FEM;SG
تقدُّس	santedat	تقدُّس	santedat	N;NOM;MASC;SG;3	N;FEM;SG
تقدُّس	puresa	تقدُّس	puresa	N;NOM;MASC;SG;3	N;FEM;SG
تقدیر	fortuna	تقدیر	fortuna	N;NOM;FEM;SG;3	N;FEM;SG
تقدیر	estimació	تقدیر	estimació	N;NOM;FEM;SG;3	N;FEM;SG
تقدیر	predestinació	تقدیر	predestinació	N;NOM;FEM;SG;3	N;FEM;SG
تقدیر	fortuna	تقدیر	fortuna	N;NOM;FEM;SG;3	N;FEM;SG
تقدیر	estimació	تقدیر	estimació	N;NOM;FEM;SG;3	N;FEM;SG
تقدیر	destinació	تقدیر	destinació	N;NOM;FEM;SG;3	N;FEM;SG
تقدیر	destí	تقدیر	destí	N;NOM;FEM;SG;3	N;MASC;SG
تقدیر	predestinació	تقدیر	predestinació	N;NOM;FEM;SG;3	N;FEM;SG
تقریب	ritu	تقریب	ritu	N;NOM;FEM;SG;3	N;MASC;SG
تقریب	festival	تقریب	festival	N;NOM;FEM;SG;3	N;MASC;SG
تقریب	recomanació	تقریب	recomanació	N;NOM;FEM;SG;3	N;FEM;SG
تقریب	plantejament	تقریب	plantejament	N;NOM;FEM;SG;3	N;MASC;SG
تقریب	enfocament	تقریب	enfocament	N;NOM;FEM;SG;3	N;MASC;SG
تقریب	proximitat	تقریب	proximitat	N;NOM;FEM;SG;3	N;FEM;SG
تقریب	ocasió	تقریب	ocasió	N;NOM;FEM;SG;3	N;FEM;SG
تقریب	introducció	تقریب	introducció	N;NOM;FEM;SG;3	N;FEM;SG
تقریب	raó	تقریب	raó	N;NOM;FEM;SG;3	N;FEM;SG
تقریب	motiu	تقریب	motiu	N;NOM;FEM;SG;3	N;MASC;SG
تقریب	ritu	تقریب	ritu	N;NOM;FEM;SG;3	N;MASC;SG
تقریب	festival	تقریب	festival	N;NOM;FEM;SG;3	N;MASC;SG
تقریب	recomanació	تقریب	recomanació	N;NOM;FEM;SG;3	N;FEM;SG
تقریب	plantejament	تقریب	plantejament	N;NOM;FEM;SG;3	N;MASC;SG
تقریب	enfocament	تقریب	enfocament	N;NOM;FEM;SG;3	N;MASC;SG
تقریب	proximitat	تقریب	proximitat	N;NOM;FEM;SG;3	N;FEM;SG
تقریب	ocasió	تقریب	ocasió	N;NOM;FEM;SG;3	N;FEM;SG
تقریب	cerimònia	تقریب	cerimònia	N;NOM;FEM;SG;3	N;FEM;SG
تقریب	introducció	تقریب	introducció	N;NOM;FEM;SG;3	N;FEM;SG
تقریب	raó	تقریب	raó	N;NOM;FEM;SG;3	N;FEM;SG
تقریب	motiu	تقریب	motiu	N;NOM;FEM;SG;3	N;MASC;SG
تقریر	discurs	تقریر	discurs	N;NOM;FEM;SG;3	N;MASC;SG
تقریر	discurs	تقریر	discurs	N;NOM;FEM;SG;3	N;MASC;SG
تقریر	discurs	تقریر	discurs	N;NOM;FEM;SG;3	N;MASC;SG
تقریرکرنا	adreça	تقریرکرنا	adreçar	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
تقریری	argumentativa	تقریری	argumentatiu	ADJ	ADJ;FEM;SG
تقریری	verbal	تقریری	verbal	ADJ	ADJ;SG
تقریری	oral	تقریری	oral	ADJ	ADJ;SG
تقریری	orals	تقریری	oral	ADJ	ADJ;PL
تقسیم	divisió	تقسیم	divisió	N;NOM;FEM;SG;3	N;FEM;SG
تقطیب	polarització	تقطیب	polarització	N;NOM;MASC;SG;3	N;FEM;SG
تقلُّص	contracció	تقلُّص	contracció	N;NOM;MASC;SG;3	N;FEM;SG
تقلید	emulació	تقلید	emulació	N;NOM;MASC;SG;3	N;FEM;SG
تقلید	imitació	تقلید	imitació	N;NOM;MASC;SG;3	N;FEM;SG
تقلید	conformitat	تقلید	conformitat	N;NOM;MASC;SG;3	N;FEM;SG
تقلیدکرنا	segueix	تقلیدکرنا	seguir	V;NFIN	V;IND;SG;3;PRS;FIN
تقلیدکرنا	segueixi	تقلیدکرنا	seguir	V;NFIN	V;SBJV;SG;3;PRS;FIN
تقلیدکرنا	emular	تقلیدکرنا	emular	V;NFIN	V;NFIN
تقلیدی	imitats	تقلیدی	imitat	ADJ	ADJ;MASC;PL;V.PTCP
تقویت	enfortiment	تقویت	enfortiment	N;NOM;MASC;SG;3	N;MASC;SG
تقویت	assegurament	تقویت	assegurament	N;NOM;MASC;SG;3	N;MASC;SG
تقویت	reforçament	تقویت	reforçament	N;NOM;MASC;SG;3	N;MASC;SG
تکافضیحتی	dinàstiques	تکافضیحتی	dinàstic	ADJ;NOM	ADJ;FEM;PL
تکاثُر	prosperitat	تکاثُر	prosperitat	N;NOM;MASC;SG;3	N;FEM;SG
تکاثُر	abundància	تکاثُر	abundància	N;NOM;MASC;SG;3	N;FEM;SG
تکاثُف	gruix	تکاثُف	gruix	N;NOM;MASC;SG;3	N;MASC;SG
تکان	traç	تکان	traç		
تکان	assalt	تکان	assalt		
تکان	traç	تکان	traç		
تکان	assalt	تکان	assalt		
تکبُّر	prepotència	تکبُّر	prepotència	N;NOM;MASC;SG;3	N;FEM;SG
تکبُّر	arrogància	تکبُّر	arrogància	N;NOM;MASC;SG;3	N;FEM;SG
تکثیر	increment	تکثیر	increment	N;NOM;MASC;SG;3	N;MASC;SG
تکثیر	augment	تکثیر	augment	N;NOM;MASC;SG;3	N;MASC;SG
تکثیر	excés	تکثیر	excés	N;NOM;MASC;SG;3	N;MASC;SG
تکثیر	multiplicació	تکثیر	multiplicació	N;NOM;MASC;SG;3	N;FEM;SG
تکثیف	condensació	تکثیف	condensació	N;NOM;MASC;SG;3	N;FEM;SG
تکدُّر	terbolesa	تکدُّر	terbolesa	N;NOM;MASC;SG;3	N;FEM;SG
تکذیب	contradicció	تکذیب	contradicció	N;NOM;MASC;SG;3	N;FEM;SG
تکرار	controvèrsia	تکرار	controvèrsia	N;NOM;MASC;SG;3	N;FEM;SG
تکرار	controvèrsia	تکرار	controvèrsia	N;NOM;MASC;SG;3	N;FEM;SG
تکرار	argument	تکرار	argument	N;NOM;MASC;SG;3	N;MASC;SG
تکرار	repetició	تکرار	repetició	N;NOM;MASC;SG;3	N;FEM;SG
تکرار	controvèrsia	تکرار	controvèrsia	N;NOM;MASC;SG;3	N;FEM;SG
تکرار	controvèrsia	تکرار	controvèrsia	N;NOM;MASC;SG;3	N;FEM;SG
تکرار	argument	تکرار	argument	N;NOM;MASC;SG;3	N;MASC;SG
تکرار	repetició	تکرار	repetició	N;NOM;MASC;SG;3	N;FEM;SG
تکریم	civisme	تکریم	civisme	N;NOM;MASC;SG;3	N;MASC;SG
تکریم	reverència	تکریم	reverència	N;NOM;MASC;SG;3	N;FEM;SG
تکریم	civisme	تکریم	civisme	N;NOM;MASC;SG;3	N;MASC;SG
تکریم	reverència	تکریم	reverència	N;NOM;MASC;SG;3	N;FEM;SG
تکڑ	força	تکڑ	força		
تکڑا	stout	تکڑ	stout		
تکلُّف	restricció	تکلُّف	restricció	N;NOM;MASC;SG;3	N;FEM;SG
تکلُّف	cerimònia	تکلُّف	cerimònia	N;NOM;MASC;SG;3	N;FEM;SG
تکلُّف	formalitat	تکلُّف	formalitat	N;NOM;MASC;SG;3	N;FEM;SG
تکلُّفات	cerimònies	تکلق۔ف	cerimònia	N;NOM;MASC;PL;3	N;FEM;PL
تکلیف	dificultat	تکلیف	dificultat	N;NOM;FEM;SG;3	N;FEM;SG
تکلیف	angoixa	تکلیف	angoixa	N;NOM;FEM;SG;3	N;FEM;SG
تکلیف	patiment	تکلیف	patiment	N;NOM;FEM;SG;3	N;MASC;SG
تکلیف	sofriment	تکلیف	sofriment	N;NOM;FEM;SG;3	N;MASC;SG
تکلیف	dolor	تکلیف	dolor	N;NOM;FEM;SG;3	N;MASC;SG
تکمیل	execució	تکمیل	execució	N;NOM;MASC;SG;3	N;FEM;SG
تکمیل	perfecció	تکمیل	perfecció	N;NOM;MASC;SG;3	N;FEM;SG
تکمیل	rescissió	تکمیل	rescissió	N;NOM;MASC;SG;3	N;FEM;SG
تکمیل	terminació	تکمیل	terminació	N;NOM;MASC;SG;3	N;FEM;SG
تکمیل	concertació	تکمیل	concertació	N;NOM;MASC;SG;3	N;FEM;SG
تکمیل	conclusió	تکمیل	conclusió	N;NOM;MASC;SG;3	N;FEM;SG
تکمیل	execució	تکمیل	execució	N;NOM;MASC;SG;3	N;FEM;SG
تکمیل	perfecció	تکمیل	perfecció	N;NOM;MASC;SG;3	N;FEM;SG
تکمیل	rescissió	تکمیل	rescissió	N;NOM;MASC;SG;3	N;FEM;SG
تکمیل	terminació	تکمیل	terminació	N;NOM;MASC;SG;3	N;FEM;SG
تکمیل	concertació	تکمیل	concertació	N;NOM;MASC;SG;3	N;FEM;SG
تکمیل	conclusió	تکمیل	conclusió	N;NOM;MASC;SG;3	N;FEM;SG
تکمیل	finalització	تکمیل	finalització	N;NOM;MASC;SG;3	N;FEM;SG
تکمیل	compleció	تکمیل	compleció	N;NOM;MASC;SG;3	N;FEM;SG
تکنا	ogle	تکنا	ogle		
تکنیکی	tècnic	تکنیکی	tècnic	ADJ	ADJ;MASC;SG
تکوین	creació	تکوین	creació	N;NOM;MASC;SG;3	N;FEM;SG
تکوین	gènesi	تکوین	gènesi	N;NOM;MASC;SG;3	N;FEM;SG
تکوین	creació	تکوین	creació	N;NOM;MASC;SG;3	N;FEM;SG
تِکھارنا	establirà	تِکھار	establir	V;SG;NFIN;ACT	V;IND;SG;3;FUT;FIN
تِکھارنا	confirmar	تِکھار	confirmar	V;SG;NFIN;ACT	V;NFIN
تِکھارنا	confirma	تِکھار	confirmar	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
تگاور	encontre	تگاور	encontre		
تگیں	valent	تگیں	valent		
تِل	til	تِل	til		
تَلا	base	تَلا	base		
تلاش	anhel	تلاش	anhel	N;NOM;FEM;SG;3	N;MASC;SG
تلاش	desig	تلاش	desig	N;NOM;FEM;SG;3	N;MASC;SG
تلاش	anhel	تلاش	anhel	N;NOM;FEM;SG;3	N;MASC;SG
تلاش	desig	تلاش	desig	N;NOM;FEM;SG;3	N;MASC;SG
تلافی	rescabalament	تلافی	rescabalament	N;NOM;MASC;SG;3	N;MASC;SG
تلافی	compensació	تلافی	compensació	N;NOM;MASC;SG;3	N;FEM;SG
تلافی	indemnització	تلافی	indemnització	N;NOM;MASC;SG;3	N;FEM;SG
تلافی	expiació	تلافی	expiació	N;NOM;MASC;SG;3	N;FEM;SG
تلافی	rescabalament	تلافی	rescabalament	N;NOM;MASC;SG;3	N;MASC;SG
تلافی	compensació	تلافی	compensació	N;NOM;MASC;SG;3	N;FEM;SG
تلافی	indemnització	تلافی	indemnització	N;NOM;MASC;SG;3	N;FEM;SG
تلافی	expiació	تلافی	expiació	N;NOM;MASC;SG;3	N;FEM;SG
تلّڑ	panxa	تلّڑ	panxa		
تلّڑ	belly	تلّڑ	belly		
تلف	pèrdua	تلف	pèrdua	N;NOM;MASC;SG;3	N;FEM;SG
تلف	destrucció	تلف	destrucció	N;NOM;MASC;SG;3	N;FEM;SG
تلف	despesa	تلف	despesa	N;NOM;MASC;SG;3	N;FEM;SG
تلفی	defunció	تلفی	defunció	N;NOM;MASC;SG;3	N;FEM;SG
تلفی	destrucció	تلفی	destrucció	N;NOM;MASC;SG;3	N;FEM;SG
تلفی	devastació	تلفی	devastació	N;NOM;MASC;SG;3	N;FEM;SG
تلقین	ensenyament	تلقین	ensenyament	N;NOM;FEM;SG;3	N;MASC;SG
تلقین	docència	تلقین	docència	N;NOM;FEM;SG;3	N;FEM;SG
تلقین	persuasió	تلقین	persuasió	N;NOM;FEM;SG;3	N;FEM;SG
تِلک	tilak	تِلک	tilak		
تِلک	dot	تِلک	dot		
تلم	servent	تلم	servent		
تلی	fregit	تلی	fregir	N;NOM;FEM;SG;3	N;MASC;SG
تماس	contacte	تماس	contacte		
تماس	touch	تماس	touch		
تمام	sencer	تمام	sencer	ADJ	ADJ;MASC;SG
تمام	sencera	تمام	sencer	ADJ	ADJ;FEM;SG
تمام	final	تمام	final	ADJ	ADJ;SG
تمام	total	تمام	total	ADJ	ADJ;SG
تمام	plens	تمام	ple	ADJ	ADJ;MASC;PL
تمام	ple	تمام	ple	ADJ	ADJ;MASC;SG
تمام	plena	تمام	ple	ADJ	ADJ;FEM;SG
تمام	sencer	تمام	sencer	ADJ	ADJ;MASC;SG
تمام	sencera	تمام	sencer	ADJ	ADJ;FEM;SG
تمام	final	تمام	final	ADJ	ADJ;SG
تمام	total	تمام	total	ADJ	ADJ;SG
تمام	plens	تمام	ple	ADJ	ADJ;MASC;PL
تمام	ple	تمام	ple	ADJ	ADJ;MASC;SG
تمام	plena	تمام	ple	ADJ	ADJ;FEM;SG
تمام	completa	تمام	complet	ADJ	ADJ;FEM;SG
تمام	complet	تمام	complet	ADJ	ADJ;MASC;SG
تمامی	darrer	تمامی	darrer	ADJ	ADJ;MASC;SG
تمامی	últim	تمامی	últim	ADJ	ADJ;MASC;SG
تمامی	última	تمامی	últim	ADJ	ADJ;FEM;SG
تمامی	darrera	تمامی	darrer	ADJ	ADJ;FEM;SG
تمامی	sencer	تمامی	sencer	ADJ	ADJ;MASC;SG
تمامی	sencera	تمامی	sencer	ADJ	ADJ;FEM;SG
تمامی	concloents	تمامی	concloent	ADJ	ADJ;PL
تمامی	total	تمامی	total	ADJ	ADJ;SG
تمامی	completa	تمامی	complet	ADJ	ADJ;FEM;SG
تمامی	complet	تمامی	complet	ADJ	ADJ;MASC;SG
تمثیل	instància	تمثیل	instància	N;NOM;MASC;SG;3	N;FEM;SG
تمثیل	analogia	تمثیل	analogia	N;NOM;MASC;SG;3	N;FEM;SG
تمثیل	comparació	تمثیل	comparació	N;NOM;MASC;SG;3	N;FEM;SG
تمثیل	instància	تمثیل	instància	N;NOM;MASC;SG;3	N;FEM;SG
تمثیل	analogia	تمثیل	analogia	N;NOM;MASC;SG;3	N;FEM;SG
تمثیل	comparació	تمثیل	comparació	N;NOM;MASC;SG;3	N;FEM;SG
