nov	nov	nov	nov		
elektrik	electrica	elektrik	electrica	N;SG	N;FEM;SG
elektrik	electricidad	elektrik	electricidad	N;SG	N;FEM;SG
dorongan	estímulo	dorongan	estímulo	N;SG	N;MASC;SG
dorongan	aliento	dorongan	aliento	N;SG	N;MASC;SG
dorongan	empuje	dorongan	empuje	N;SG	N;MASC;SG
penayangan	entrega	pentayangan	entrega	N;SG	N;FEM;SG
penayangan	parto	pentayangan	parto	N;SG	N;MASC;SG
ulangan	deuteronomio	ulangan	deuteronomio	N;SG	N;MASC;SG
batin	interior	batin	interior	N;SG	N;MASC;SG
perbudakan	servidumbre	perbudakan	servidumbre	N;SG	N;FEM;SG
perbudakan	esclavitud	perbudakan	esclavitud	N;SG	N;FEM;SG
perbudakan	esclavitud	perbudakan	esclavitud	N;SG	N;FEM;SG
mengabaikan	ignorando	menabaikan	ignorar	V;SG;ACT	V;V.MSDR
mengabaikan	ignorar	menabaikan	ignorar	V;SG;ACT	V;NFIN
konversi	reconversión	konversi	reconversión	N;SG	N;FEM;SG
konversi	conversión	konversi	conversión	N;SG	N;FEM;SG
sakramen	sacramento	sakramen	sacramento	N;SG	N;MASC;SG
botani	botánica	botani	botánica	N;SG	N;FEM;SG
botani	botánica	botani	botánica	N;SG	N;FEM;SG
botani	botánico	botani	botánico	N;SG	N;MASC;SG
menghalangi	obstruir	menhalangi	obstruir	V;SG;ACT	V;NFIN
pembicara	orador	penbicara	orador	N;SG	N;MASC;SG
pembicara	altavoz	penbicara	altavoz	N;SG	N;MASC;SG
pembicara	orador	penbicara	orador	N;SG	N;MASC;SG
pembicara	parlante	penbicara	parlante	N;SG	N;SG
pembicara	oradora	penbicara	oradora	N;SG	N;FEM;SG
intervensi	intervención	intervensi	intervención	N;SG	N;FEM;SG
kemarau	sequía	kemarau	sequía	N;SG	N;FEM;SG
didorong	empujó	didorong	empujar	V;SG;PASS	V;IND;SG;3;PST;FIN
didorong	alienta	didorong	alentar	V;SG;PASS	V;IND;SG;3;PRS;FIN
kesaksian	testimonio	kesaksian	testimonio	N;SG	N;MASC;SG
kesaksian	testimonio	kesaksian	testimonio	N;SG	N;MASC;SG
kuantum	cuántico	kuantum	cuántico	N;SG	N;MASC;SG
kuantum	cuántica	kuantum	cuántico	N;SG	N;FEM;SG
penutupan	cierre	pentutupan	cierre	N;SG	N;MASC;SG
penutupan	clausura	pentutupan	clausura	N;SG	N;FEM;SG
penutupan	cierre	pentutupan	cierre	N;SG	N;MASC;SG
penutupan	clausura	pentutupan	clausura	N;SG	N;FEM;SG
keanekaragaman	diversidad	keanekaragaman	diversidad	N;SG	N;FEM;SG
dihadapi	enfrentando	dihadapi	enfrentar	V;SG;PASS	V;V.MSDR
dihadapi	afrontar	dihadapi	afrontar	V;SG;PASS	V;NFIN
dihadapi	afrontando	dihadapi	afrontar	V;SG;PASS	V;V.MSDR
dihadapi	enfrentó	dihadapi	enfrentar	V;SG;PASS	V;IND;SG;3;PST;FIN
kanji	kanji	kanji	kanji	N	N;MASC;SG
renovasi	remodelación	renovasi	remodelación	N;SG	N;FEM;SG
renovasi	renovación	renovasi	renovación	N;SG	N;FEM;SG
investigasi	investigación	investigasi	investigación	N;SG	N;FEM;SG
investigasi	investigacion	investigasi	investigacion	N;SG	N;FEM;SG
deret	catena	deret	catena	N;SG	N;FEM;SG
deret	serie	deret	serie	N;SG	N;FEM;SG
takahashi	takahashi	takahashi	takahashi	N	N;FEM;SG
nopember	noviembre	nopember	noviembre	N	N
percepatan	aceleración	percepatan	aceleración	N;SG	N;FEM;SG
nara	nara	nara	nara	N;SG	N;MASC;SG
kader	kader	kader	kader	N;SG	N;SG
dicari	buscó	dicari	buscar	V;SG;PASS	V;IND;SG;3;PST;FIN
dicari	quería	dicari	querer	V;SG;PASS	V;IND;SG;3;IPFV;FIN
dicari	busqué	dicari	busqué	V;SG;PASS	V;IND;SG;1;PST;FIN
pemilih	votante	penpilih	votante	N;SG	N;SG
pemilih	elector	penpilih	elector	N;SG	N;MASC;SG
pemilih	selector	penpilih	selector	N;SG	N;MASC;SG
bereaksi	reacciona	berreaksi	reaccionar	V;SG;ACT	V;IND;SG;3;PRS;FIN
bereaksi	reaccionando	berreaksi	reaccionar	V;SG;ACT	V;V.MSDR
bereaksi	reaccionar	berreaksi	reaccionar	V;SG;ACT	V;NFIN
bereaksi	reaccionó	berreaksi	reaccionar	V;SG;ACT	V;IND;SG;3;PST;FIN
bereaksi	reacciona	berreaksi	reaccionar	V;SG;ACT	V;IND;SG;3;PRS;FIN
bereaksi	reaccionar	berreaksi	reaccionar	V;SG;ACT	V;NFIN
berkolaborasi	colaborar	berkolaborasi	colaborar	V;SG;ACT	V;NFIN
berkolaborasi	colabora	berkolaborasi	colaborar	V;SG;ACT	V;IND;SG;3;PRS;FIN
berkolaborasi	colabore	berkolaborasi	colaborar	V;SG;ACT	V;SBJV;SG;3;FIN
berkolaborasi	colaborar	berkolaborasi	colaborar	V;SG;ACT	V;NFIN
berkolaborasi	colaborando	berkolaborasi	colaborar	V;SG;ACT	V;V.MSDR
terbalik	invertir	terbalik	invertir	V;SG;PASS	V;NFIN
terbalik	revertir	terbalik	revertir	V;SG;PASS	V;NFIN
diidentifikasi	identifica	diidentifikasi	identificar	V;SG;PASS	V;IND;SG;3;PRS;FIN
arashi	arashi	arashi	arashi	N	N
pemulihan	recuperación	penpulihan	recuperación	N;SG	N;FEM;SG
pemulihan	valorización	penpulihan	valorización	N;SG	N;FEM;SG
pemulihan	sanación	penpulihan	sanación	N;SG	N;FEM;SG
pemulihan	curación	penpulihan	curación	N;SG	N;FEM;SG
katalog	catálogos	katalog	catálogo	N	N;MASC;PL
katalog	catálogo	katalog	catálogo	N	N;MASC;SG
katalog	catalogo	katalog	catalogo	N	N;MASC;SG
katalog	catálogos	katalog	catálogo	N	N;MASC;PL
katalog	catálogo	katalog	catálogo	N	N;MASC;SG
katalog	catalogo	katalog	catalogo	N	N;MASC;SG
katalog	catálogos	katalog	catálogo	N	N;MASC;PL
artistik	artística	artistik	artístico	ADJ;SG	ADJ;FEM;SG
artistik	artístico	artistik	artístico	ADJ;SG	ADJ;MASC;SG
pemusik	músico	penmusik	músico	N;SG	N;MASC;SG
diputuskan	decidió	diputuskan	decidir	V;SG;PASS	V;IND;SG;3;PST;FIN
kejam	despiadada	kejam	despiadado	ADJ;SG	ADJ;FEM;SG;V.PTCP
kejam	despiadado	kejam	despiadado	ADJ;SG	ADJ;MASC;SG;V.PTCP
kejam	cruel	kejam	cruel	ADJ;SG	ADJ;SG
kejam	despiadada	kejam	despiadado	ADJ;SG	ADJ;FEM;SG;V.PTCP
kejam	despiadado	kejam	despiadado	ADJ;SG	ADJ;MASC;SG;V.PTCP
menanyakan	pregunte	mentanyakan	pregunte	V;SG;ACT	V;SBJV;SG;3;FIN
menanyakan	preguntar	mentanyakan	preguntar	V;SG;ACT	V;NFIN
menanyakan	preguntando	mentanyakan	preguntar	V;SG;ACT	V;V.MSDR
menanyakan	pidiendo	mentanyakan	pedir	V;SG;ACT	V;V.MSDR
mantra	mantra	mantra	mantra	N	N;MASC;SG
mantra	conjuro	mantra	conjuro	N	N;MASC;SG
mantra	hechizo	mantra	hechizo	N	N;MASC;SG
mantra	encantamiento	mantra	encantamiento	N	N;MASC;SG
mantra	conjuro	mantra	conjuro	N	N;MASC;SG
logistik	logística	logistik	logística	N	N;FEM;SG
logistik	logística	logistik	logística	N	N;FEM;SG
kegelapan	dark	kegelapan	dark	N;SG	N
kegelapan	oscuridad	kegelapan	oscuridad	N;SG	N;FEM;SG
kegelapan	oscuridad	kegelapan	oscuridad	N;SG	N;FEM;SG
reporter	reportero	reporter	reportero	N;SG	N;MASC;SG
reporter	periodista	reporter	periodista	N;SG	N;SG
reporter	reportera	reporter	reportera	N;SG	N;FEM;SG
pengunduran	dimisión	penunduran	dimisión	N;SG	N;FEM;SG
pengunduran	resignación	penunduran	resignación	N;SG	N;FEM;SG
pengunduran	renuncia	penunduran	renuncia	N;SG	N;FEM;SG
parit	zanja	parit	zanja	N;SG	N;FEM;SG
parit	trinchera	parit	trinchera	N;SG	N;FEM;SG
parit	trinchera	parit	trinchera	N;SG	N;FEM;SG
parit	zanja	parit	zanja	N;SG	N;FEM;SG
parit	fosa	parit	fosa	N;SG	N;FEM;SG
parit	foso	parit	foso	N;SG	N;MASC;SG
registrasi	inscripción	registrasi	inscripción	N	N;FEM;SG
registrasi	registro	registrasi	registro	N	N;MASC;SG
registrasi	matrícula	registrasi	matrícula	N	N;FEM;SG
registrasi	inscripciones	registrasi	inscripción	N	N;FEM;PL
debat	debate	debat	debate	N;SG	N;MASC;SG
debat	debate	debat	debate	N;SG	N;MASC;SG
motogp	motogp	motogp	motogp	N;SG	N;MASC;SG
menabrak	chocando	mentabrak	chocar	V;SG;ACT	V;V.MSDR
menabrak	estrellarse	mentabrak	estrellarse	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
menabrak	chocando	mentabrak	chocar	V;SG;ACT	V;V.MSDR
kemiripan	semejanza	kemiripan	semejanza	N;SG	N;FEM;SG
kemiripan	similitud	kemiripan	similitud	N;SG	N;FEM;SG
kemiripan	semejanza	kemiripan	semejanza	N;SG	N;FEM;SG
kemiripan	afinidad	kemiripan	afinidad	N;SG	N;FEM;SG
kemiripan	semejanza	kemiripan	semejanza	N;SG	N;FEM;SG
pemancar	transmisor	penpancar	transmisor	N;SG	N;MASC;SG
teolog	teólogo	teolog	teólogo	N;SG	N;MASC;SG
opsi	opcion	opsi	opcion	N;SG	N;FEM;SG
opsi	opción	opsi	opción	N;SG	N;FEM;SG
altar	altar	altar	altar	N;SG	N;MASC;SG
isteri	esposa	isteri	esposa	N;SG	N;FEM;SG
isteri	mujer	isteri	mujer	N;SG	N;FEM;SG
wacana	discurso	wacana	discurso	N;SG	N;MASC;SG
benediktus	benedicto	benediktus	benedicto	N	N;MASC;SG
inisiatif	iniciativa	inisiatif	iniciativa	N;SG	N;FEM;SG
terusan	canal	terusan	canal	N;SG	N;MASC;SG
umpan	feed	umpan	feed	N;SG	N;MASC;SG
umpan	alimentación	umpan	alimentación	N;SG	N;FEM;SG
umpan	alimento	umpan	alimento	N;SG	N;MASC;SG
umpan	cebo	umpan	cebo	N;SG	N;MASC;SG
umpan	carnada	umpan	carnada	N;SG	N;FEM;SG
umpan	anzuelo	umpan	anzuelo	N;SG	N;MASC;SG
tengkorak	cráneo	tengkorak	cráneo	N;SG	N;MASC;SG
tengkorak	calavera	tengkorak	calavero	N;SG	N;FEM;SG
tengkorak	cráneo	tengkorak	cráneo	N;SG	N;MASC;SG
tengkorak	skull	tengkorak	skull	N;SG	N
kemasan	envase	kemasan	envase	N;SG	N;MASC;SG
kemasan	embalaje	kemasan	embalaje	N;SG	N;MASC;SG
kemasan	embalaje	kemasan	embalaje	N;SG	N;MASC;SG
kemasan	empaque	kemasan	empaque	N;SG	N;MASC;SG
hayati	biodiversidad	hayati	biodiversidad	N;SG	N;FEM;SG
selebriti	celebridades	selebriti	celebridad	N	N;FEM;PL
selebriti	celebridad	selebriti	celebridad	N	N;FEM;SG
selebriti	celebridades	selebriti	celebridad	N	N;FEM;PL
bidadari	angelito	bidadari	angelito	N;SG	N;MASC;SG
bidadari	angel	bidadari	angel	N;SG	N;MASC;SG
bidadari	ángel	bidadari	ángel	N;SG	N;MASC;SG
perhiasan	joyería	perhiasan	joyería	N;SG	N;FEM;SG
perhiasan	joya	perhiasan	joya	N;SG	N;FEM;SG
perhiasan	bisutería	perhiasan	bisutería	N;SG	N;FEM;SG
perhiasan	joyería	perhiasan	joyería	N;SG	N;FEM;SG
perhiasan	bisutería	perhiasan	bisutería	N;SG	N;FEM;SG
dikurangi	deducir	dikurangi	deducir	V;SG;PASS	V;NFIN
kehakiman	judicatura	kehakiman	judicatura	N;SG	N;FEM;SG
kehakiman	magistratura	kehakiman	magistratura	N;SG	N;FEM;SG
topografi	topografía	topografi	topografía	N	N;FEM;SG
memancing	pescar	menpancing	pescar	V;SG;ACT	V;NFIN
memancing	pescando	menpancing	pescar	V;SG;ACT	V;V.MSDR
perspektif	perspectiva	perspektif	perspectiva	N;SG	N;FEM;SG
perspektif	perspectiva	perspektif	perspectiva	N;SG	N;FEM;SG
relasi	relación	relasi	relación	N;SG	N;FEM;SG
progresif	progresivo	progresif	progresivo	ADJ;SG	ADJ;MASC;SG
progresif	progresiva	progresif	progresivo	ADJ;SG	ADJ;FEM;SG
perkusi	percusión	perkusi	percusión	N	N;FEM;SG
penata	estilista	pentata	estilista	N;SG	N;SG
oct	oct	oct	oct		
penanaman	plantación	pentanaman	plantación	N;SG	N;FEM;SG
penanaman	siembra	pentanaman	siembra	N;SG	N;FEM;SG
penanaman	cultivo	pentanaman	cultivo	N;SG	N;MASC;SG
dibayar	pagó	dibayar	pagar	V;SG;PASS	V;IND;SG;3;PST;FIN
dinamika	dinámica	dinamika	dinámica	N	N;FEM;SG
terungkap	reveló	terungkap	revelar	V;SG;PASS	V;IND;SG;3;PST;FIN
ronde	redonda	ronde	redonda	N	N;FEM;SG
ronde	ronda	ronde	ronda	N	N;FEM;SG
ronde	round	ronde	round	N	N;MASC;SG
bak	bañera	bak	bañera	N;SG	N;FEM;SG
bak	bak	bak	bak	N;SG	N;MASC;SG
borussia	borussia	borussia	borussia	N	N;MASC;SG
mengindikasikan	indica	menindikasikan	indicar	V;SG;ACT	V;IND;SG;3;PRS;FIN
mengindikasikan	indique	menindikasikan	indicar	V;SG;ACT	V;IMP;SG;3;FIN
mengindikasikan	indicar	menindikasikan	indicar	V;SG;ACT	V;NFIN
berkomentar	comentando	berkomentar	comentar	V;SG;ACT	V;V.MSDR
berkomentar	comento	berkomentar	comentar	V;SG;ACT	V;IND;SG;1;PRS;FIN
berkomentar	comentó	berkomentar	comentar	V;SG;ACT	V;IND;SG;3;PST;FIN
menyertakan	incluye	menyertakan	incluir	V	V;IND;SG;3;PRS;FIN
menyertakan	incluyen	menyertakan	incluir	V	V;IND;PL;3;PRS;FIN
menyertakan	incluya	menyertakan	incluir	V	V;SBJV;SG;3;FIN
menyertakan	incluyan	menyertakan	incluir	V	V;IMP;PL;3;FIN
menyertakan	incluir	menyertakan	incluir	V	V;NFIN
menyertakan	incluye	menyertakan	incluir	V	V;IND;SG;3;PRS;FIN
wajar	razonable	wajar	razonable	ADJ;SG	ADJ;SG
akademis	académico	akademis	académico	ADJ;SG	ADJ;MASC;SG
akademis	académica	akademis	académico	ADJ;SG	ADJ;FEM;SG
peralihan	transición	peralihan	transición	N;SG	N;FEM;SG
pengeluaran	gasto	penkeluaran	gasto	N;SG	N;MASC;SG
pengeluaran	gasto	penkeluaran	gasto	N;SG	N;MASC;SG
pengeluaran	gasto	penkeluaran	gasto	N;SG	N;MASC;SG
ubah	modificar	ubah	modificar	V;SG;ACT	V;NFIN
ubah	modifique	ubah	modificar	V;SG;ACT	V;IMP;SG;3;FIN
ubah	modifica	ubah	modificar	V;SG;ACT	V;IND;SG;3;PRS;FIN
ubah	cambiar	ubah	cambiar	V;SG;ACT	V;NFIN
ubah	cambia	ubah	cambiar	V;SG;ACT	V;IND;SG;3;PRS;FIN
dominasi	dominio	dominasi	dominio	N;SG	N;MASC;SG
dominasi	dominación	dominasi	dominación	N;SG	N;FEM;SG
dominasi	predominio	dominasi	predominio	N;SG	N;MASC;SG
dominasi	dominio	dominasi	dominio	N;SG	N;MASC;SG
dominasi	dominación	dominasi	dominación	N;SG	N;FEM;SG
pemanasan	calefacción	penpanasan	calefacción	N;SG	N;FEM;SG
pemanasan	calentamiento	penpanasan	calentamiento	N;SG	N;MASC;SG
pemanasan	calentamiento	penpanasan	calentamiento	N;SG	N;MASC;SG
kontributor	contribuyente	kontributor	contribuyente	N;SG	N;MASC;SG
kontributor	colaboradora	kontributor	colaborador	N;SG	N;FEM;SG
kontributor	colaborador	kontributor	colaborador	N;SG	N;MASC;SG
kawat	alambre	kawat	alambre	N;SG	N;MASC;SG
kawat	alambre	kawat	alambre	N;SG	N;MASC;SG
kawat	wire	kawat	wire	N;SG	N;SG
rongga	cavidad	rongga	cavidad	N;SG	N;FEM;SG
persepsi	percepción	persepsi	percepción	N;SG	N;FEM;SG
persepsi	percepción	persepsi	percepción	N;SG	N;FEM;SG
kaset	cassette	kaset	cassette	N	N;MASC;SG
kaset	casetes	kaset	casete	N	N;MASC;PL
kaset	cintas	kaset	cinta	N	N;FEM;PL
kaset	cintas	kaset	cinta	N	N;FEM;PL
biarawan	monje	biarawan	monje	N	N;MASC;SG
biarawan	monje	biarawan	monje	N	N;MASC;SG
biarawan	monjes	biarawan	monje	N	N;MASC;PL
celana	short	celana	short	N;SG	N
celana	pantalón	celana	pantalón	N;SG	N;MASC;SG
celana	pantalón	celana	pantalón	N;SG	N;MASC;SG
pemberi	dador	penberi	dador	N;SG	N;MASC;SG
memulihkan	recuperando	menpulihkan	recuperar	V;SG;ACT	V;V.MSDR
memulihkan	restaura	menpulihkan	restaura	V;SG;ACT	V;IND;SG;3;PRS;FIN
memulihkan	recuperar	menpulihkan	recuperar	V;SG;ACT	V;NFIN
memulihkan	recupera	menpulihkan	recuperar	V;SG;ACT	V;IND;SG;3;PRS;FIN
memulihkan	recupere	menpulihkan	recuperar	V;SG;ACT	V;SBJV;SG;3;FIN
memulihkan	recuperarse	menpulihkan	recuperar	V;SG;ACT	V;SBJV;SG;3;IPFV;FIN
memulihkan	restaurando	menpulihkan	restaurar	V;SG;ACT	V;V.MSDR
memulihkan	restaurar	menpulihkan	restaurar	V;SG;ACT	V;NFIN
pemindahan	transferencia	penpindahan	transferencia	N;SG	N;FEM;SG
pemindahan	desplazamiento	penpindahan	desplazamiento	N;SG	N;MASC;SG
bing	bing	bing	bing	N	N;MASC;SG
bubuk	pólvora	bubuk	pólvora	N;SG	N;FEM;SG
bubuk	polvo	bubuk	polvo	N;SG	N;MASC;SG
pembacaan	reading	penbacaan	reading	N;SG	N
pembacaan	lectura	penbacaan	lectura	N;SG	N;FEM;SG
keperawatan	enfermería	keperawatan	enfermería	N;SG	N;FEM;SG
itunes	itunes	itunes	itun	N;SG	N;MASC
jurnalistik	periodismo	jurnalistik	periodismo	N;SG	N;MASC;SG
kelinci	liebre	kelinci	liebre	N	N;FEM;SG
kelinci	conejos	kelinci	conejo	N	N;MASC;PL
kelinci	conejito	kelinci	conejito	N	N;MASC;SG
kelinci	conejo	kelinci	conejo	N	N;MASC;SG
kelinci	bunny	kelinci	bunny	N	N;MASC;SG
kelinci	conejita	kelinci	conejitar	N	N;FEM;SG
kelinci	conejos	kelinci	conejo	N	N;MASC;PL
kelinci	conejo	kelinci	conejo	N	N;MASC;SG
nasionalisme	nacionalismo	nasionalisme	nacionalismo	N;SG	N;MASC;SG
implementasi	implementación	implementasi	implementación	N;SG	N;FEM;SG
implementasi	aplicación	implementasi	aplicación	N;SG	N;FEM;SG
penempatan	colocación	pentempatan	colocación	N;SG	N;FEM;SG
penempatan	ubicación	pentempatan	ubicación	N;SG	N;FEM;SG
disambut	saludó	disambut	saludar	V;SG;PASS	V;IND;SG;3;PST;FIN
peresmian	inauguración	peresmian	inauguración	N;SG	N;FEM;SG
peresmian	investidura	peresmian	investidura	N;SG	N;FEM;SG
diketuai	presidió	diketuai	pesidir	V;SG;PASS	V;IND;SG;3;PST;FIN
terpencil	aislado	terpencil	aislado	ADJ;SG	ADJ;MASC;SG;V.PTCP
terpencil	aislada	terpencil	aislada	ADJ;SG	ADJ;FEM;SG;V.PTCP
katak	sapo	katak	sapo	N;SG	N;MASC;SG
katak	sapo	katak	sapo	N;SG	N;MASC;SG
katak	rana	katak	rana	N;SG	N;FEM;SG
menghukum	castigar	menhukum	castigar	V;SG;ACT	V;NFIN
menghukum	castigando	menhukum	castigar	V;SG;ACT	V;V.MSDR
menghukum	castigar	menhukum	castigar	V;SG;ACT	V;NFIN
menghukum	castiga	menhukum	castigar	V;SG;ACT	V;IND;SG;3;PRS;FIN
imigrasi	inmigración	imigrasi	inmigración	N;SG	N;FEM;SG
drastis	drástica	drastis	drástico	ADJ;SG	ADJ;FEM;SG
drastis	drástico	drastis	drástico	ADJ;SG	ADJ;MASC;SG
prototipe	prototipo	prototipe	prototipo	N;SG	N;MASC;SG
subyek	materias	subyek	materia	N	N;FEM;PL
subyek	asignaturas	subyek	asignatura	N	N;FEM;PL
subyek	súbditos	subyek	súbdito	N	N;MASC;PL
subyek	asignatura	subyek	asignatura	N	N;FEM;SG
subyek	asunto	subyek	asunto	N	N;MASC;SG
subyek	súbdito	subyek	súbdito	N	N;MASC;SG
subyek	tema	subyek	tema	N	N;MASC;SG
kolektif	colectivas	kolektif	colectivo	ADJ	ADJ;FEM;PL
kolektif	colectiva	kolektif	colectivo	ADJ	ADJ;FEM;SG
dynamo	dynamo	dynamo	dynamo	N;SG	N;MASC;SG
dynamo	dinamo	dynamo	dinamo	N;SG	N;MASC;SG
meniru	imita	mentiru	imitir	V;SG;ACT	V;IND;SG;3;PRS;FIN
meniru	imitar	mentiru	imitar	V;SG;ACT	V;NFIN
meniru	suplantando	mentiru	suplantar	V;SG;ACT	V;V.MSDR
ester	éster	ester	ester	N	N;MASC;SG
ester	esther	ester	esther	N	N;FEM;SG
nyonya	señora	nyonya	señora	N	N;FEM;SG
nyonya	madame	nyonya	madame	N	N;FEM;SG
nyonya	madam	nyonya	madam	N	N;SG
nyonya	señora	nyonya	señora	N	N;FEM;SG
nyonya	señora	nyonya	señora	N	N;FEM;SG
nyonya	dama	nyonya	dama	N	N;FEM;SG
nyonya	senora	nyonya	senoro	N	N;FEM;SG
oksida	óxido	oksida	óxido	N;SG	N;MASC;SG
hobi	hobby	hobi	hobby	N;SG	N;MASC;SG
hobi	pasatiempo	hobi	pasatiempo	N;SG	N;MASC;SG
hobi	afición	hobi	afición	N;SG	N;FEM;SG
rotasi	rotación	rotasi	rotación	N	N;FEM;SG
jamaika	jamaica	jamaika	jamaica	N;SG	N;FEM;SG
jamaika	jamaica	jamaika	jamaica	N;SG	N;FEM;SG
jamaika	jamaiquino	jamaika	jamaiquino	N;SG	N;MASC;SG
balasan	contestación	balasan	contestación	N;SG;ACT	N;FEM;SG
balasan	respuesta	balasan	respuesta	N;SG;ACT	N;FEM;SG
undian	sorteo	undian	sorteo	N;SG	N;MASC;SG
undian	lotería	undian	lotería	N;SG	N;FEM;SG
penguasaan	posesión	penkuasaan	posesión	N;SG	N;FEM;SG
penguasaan	tenencia	penkuasaan	tenencia	N;SG	N;FEM;SG
penguasaan	maestría	penkuasaan	maestría	N;SG	N;FEM;SG
gantung	ahorcamiento	gantung	ahorcamiento	N;SG	N;MASC;SG
prioritas	prelación	prioritas	prelación	N;SG	N;FEM;SG
prioritas	prioridad	prioritas	prioridad	N;SG	N;FEM;SG
penerjemah	traductor	penterjemah	traductor	N;SG	N;MASC;SG
penerjemah	traductora	penterjemah	traductor	N;SG	N;FEM;SG
penerjemah	intérprete	penterjemah	intérprete	N;SG	N;SG
penerjemah	traductor	penterjemah	traductor	N;SG	N;MASC;SG
performa	rendimiento	performa	rendimiento	N;SG	N;MASC;SG
performa	desempeño	performa	desempeño	N;SG	N;MASC;SG
performa	actuación	performa	actuación	N;SG	N;FEM;SG
performa	performance	performa	performance	N;SG	N;FEM;SG
persentase	porcentaje	persentase	porcentaje	N;SG	N;MASC;SG
persentase	porcentaje	persentase	porcentaje	N;SG	N;MASC;SG
persentase	porcentaje	persentase	porcentaje	N;SG	N;MASC;SG
menimpa	anular	mentimpa	anular	V;SG;ACT	V;NFIN
strip	tiras	strip	tira	N	N;FEM;PL
strip	franja	strip	franja	N	N;FEM;SG
strip	tiras	strip	tira	N	N;FEM;PL
strip	strip	strip	strip	N	N;MASC;SG
marx	marx	marx	marx	N	N;MASC;SG
champion	campeón	champion	campeón	N	N;MASC;SG
champion	campeona	champion	campeona	N	N;FEM;SG
champion	campeon	champion	campeon	N	N;MASC;SG
champion	champion	champion	champion	N	N;MASC;SG
menggali	exhumar	mengali	exhumar	V;SG;ACT	V;NFIN
menggali	excavar	mengali	excavar	V;SG;ACT	V;NFIN
menggali	cavar	mengali	cavar	V;SG;ACT	V;NFIN
menggali	excavando	mengali	excavar	V;SG;ACT	V;V.MSDR
menggali	cavando	mengali	cavar	V;SG;ACT	V;V.MSDR
menggali	cavar	mengali	cavar	V;SG;ACT	V;NFIN
menggali	excavar	mengali	excavar	V;SG;ACT	V;NFIN
elektronika	electronic	elektronika	electronic	N	N;MASC;SG
neutron	neutrones	neutron	neutrón	N	N;MASC;PL
neutron	neutrones	neutron	neutrón	N	N;MASC;PL
triliun	billón	triliun	billón	N;SG	N;MASC;SG
sengketa	disputa	sengketa	disputa	N;SG	N;FEM;SG
sengketa	contencioso	sengketa	contencioso	N;SG	N;MASC;SG
sengketa	disputa	sengketa	disputa	N;SG	N;FEM;SG
sengketa	controversia	sengketa	controversia	N;SG	N;FEM;SG
pengasingan	exilio	penasingan	exilio	N;SG	N;MASC;SG
pengasingan	destierro	penasingan	destierro	N;SG	N;MASC;SG
pengasingan	reclusión	penasingan	reclusión	N;SG	N;FEM;SG
teras	terraza	teras	terraza	N;SG	N;FEM;SG
teras	patio	teras	patio	N;SG	N;MASC;SG
acuan	referencia	acuan	referencia	N;SG	N;FEM;SG
rekomendasi	recomendación	rekomendasi	recomendación	N;SG	N;FEM;SG
pengadaan	contratación	penadaan	contratación	N;SG	N;FEM;SG
pengadaan	adquisición	penadaan	adquisición	N;SG	N;FEM;SG
pengadaan	proxenetismo	penadaan	proxenetismo	N;SG	N;MASC;SG
kisaran	alcance	kisaran	alcance	N;SG	N;MASC;SG
kisaran	intervalo	kisaran	intervalo	N;SG	N;MASC;SG
kisaran	gama	kisaran	gama	N;SG	N;FEM;SG
kisaran	rango	kisaran	rango	N;SG	N;MASC;SG
kisaran	cordillera	kisaran	cordillera	N;SG	N;FEM;SG
imbang	tie	imbang	tie	N;SG	N
imbang	empate	imbang	empate	N;SG	N;MASC;SG
imbang	corbata	imbang	corbata	N;SG	N;FEM;SG
imbang	empate	imbang	empate	N;SG	N;MASC;SG
imbang	sorteo	imbang	sorteo	N;SG	N;MASC;SG
pembatasan	restricción	penbatasan	restricción	N;SG	N;FEM;SG
tangkai	tallo	tangkai	tallo	N;SG	N;MASC;SG
perorangan	individuo	perorangan	individuo	N;SG	N;MASC;SG
nubuat	profecías	nubuat	profecía	N	N;FEM;PL
nubuat	profecía	nubuat	profecía	N	N;FEM;SG
soto	soto	soto	soto	N	N;MASC;SG
penanda	marcador	pentanda	marcador	N;SG	N;MASC;SG
menyembunyikan	escondió	mensembunyikan	esconder	V;SG;ACT	V;IND;SG;3;PST;FIN
menyembunyikan	ocultar	mensembunyikan	ocultar	V;SG;ACT	V;NFIN
menyembunyikan	ocultarse	mensembunyikan	ocultarse	V;SG;ACT	V;SBJV;SG;3;IPFV;FIN
menyembunyikan	esconderse	mensembunyikan	esconderse	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
menyembunyikan	esconder	mensembunyikan	esconder	V;SG;ACT	V;NFIN
menyembunyikan	esconde	mensembunyikan	esconder	V;SG;ACT	V;IND;SG;3;PRS;FIN
menyembunyikan	escondiendo	mensembunyikan	esconder	V;SG;ACT	V;V.MSDR
menyembunyikan	ocultar	mensembunyikan	ocultar	V;SG;ACT	V;NFIN
menyembunyikan	ocultando	mensembunyikan	ocultar	V;SG;ACT	V;V.MSDR
dongeng	cuento	dongeng	cuento	N;SG	N;MASC;SG
dongeng	relato	dongeng	relato	N;SG	N;MASC;SG
aroma	aroma	aroma	aroma	N;SG	N;MASC;SG
aroma	fragancia	aroma	fragancia	N;SG	N;FEM;SG
aroma	olor	aroma	olor	N;SG	N;MASC;SG
