年	イヤー	年	イヤー	N	N
曲目	トラック	曲目	トラック	N	N
東區	イースト	東區	イースト	N	N
定期	レギュラー	定期	レギュラー	N	N
席位	座席	席位	座席	N	N
管制	コントロール	管制	コントロール	V	V
咖啡	コーヒー	咖啡	コーヒー	N	N
胸	乳房	胸	乳房	N	N
胸	母乳	胸	母乳	N	N
星座	星座	星座	星座	N	N
星座	星座	星座	星座	N	N
貴族	尊い	貴族	尊いる	N	N
貴族	貴族	貴族	貴族	N	N
訊息	メッセージ	訊息	メッセージ	N	N
訊息	伝言	訊息	伝言	N	N
訊息	メッセージ	訊息	メッセージ	N	N
浪漫	ロマンス	浪漫	ロマンス	N	N
窗	windows	窗	windows	N	N
窗	ウィンドウ	窗	ウィンドウ	N	N
主權	主権	主權	主権	N	N
主權	主権	主權	主権	N	N
探索	探検	探索	探検	V	V
探索	探検	探索	探検	V	V
探索	探検	探索	探検	V	V
探索	発見	探索	発見	V	V
探索	発見	探索	発見	V	V
簽約	署名	簽約	署名	V	V
簽約	調印	簽約	調印	V	V
晚間	夕方	晚間	夕方	N	N
手槍	拳銃	手槍	拳銃	N	N
手槍	ピストル	手槍	ピストル	N	N
月份	ヶ月	月份	ヶ月	N	N
月份	月間	月份	月間	N	N
軸	シャフト	軸	シャフト	N	N
內地	内部	內地	内部	N	N
內地	内装	內地	内装	N	N
內地	内面	內地	内面	N	N
內地	インテリア	內地	インテリア	N	N
內地	内陸	內地	内陸	N	N
內地	本土	內地	本土	N	N
觀光	観光	觀光	観光	N	N
弟子	弟子	弟子	弟子	N	N
價格	価格	價格	価格	N	N
價格	プライス	價格	プライス	N	N
價格	対価	價格	対価	N	N
價格	値段	價格	値段	N	N
價格	価格	價格	価格	N	N
銅	青	銅	青	N	N
銅	ブロンズ	銅	ブロンズ	N	N
事實	真理	事實	真理	N	N
巨人	ジャイアンツ	巨人	ジャイアンツ	N	N
巨人	ジャイアント	巨人	ジャイアント	N	N
無限	無限	無限	無限	N	N
無限	無制	無限	無制	N	N
王后	女王	王后	女王	N	N
永遠	フォーエバー	永遠	フォーエバー	N	N
難	一生	難	一生	N	N
難	ハード	難	ハード	N	N
污染	汚染	污染	汚染	N	N
污染	公害	污染	公害	N	N
污染	汚染	污染	汚染	N	N
戰術	戦術	戰術	戦術	N	N
戰術	戦術	戰術	戦術	N	N
宿舍	学寮	宿舍	学寮	N	N
宿舍	ホステル	宿舍	ホステル	N	N
追求	追跡	追求	追跡	V	V
追求	追求	追求	追求	V	V
衛生	衛生	衛生	衛生	N	N
符號	シンボル	符號	シンボル	N	N
符號	記号	符號	記号	N	N
符號	シンボル	符號	シンボル	N	N
符號	記号	符號	記号	N	N
議題	トピック	議題	トピック	N	N
燈	ライト	燈	ライト	N	N
燈	ランプ	燈	ランプ	N	N
交換	交換	交換	交換	V	V
交易	交換	交易	交換	V	V
印象	インプレッション	印象	インプレッション	N	N
印象	インプレッション	印象	インプレッション	N	N
乳	牛乳	乳	牛乳	N	N
乳	ミルク	乳	ミルク	N	N
神奇	素晴らしい	神奇	素晴らしい	ADJ	ADJ
神奇	凄い	神奇	凄い	ADJ	ADJ
神奇	すごい	神奇	すごい	ADJ	ADJ
週刊	毎週	週刊	毎週	N	N
週刊	週間	週刊	週間	N	N
週刊	週刊	週刊	週刊	N	N
示威	実演	示威	実演	V	V
撞擊	衝突	撞擊	衝突	V	V
日子	日数	日子	日数	N	N
種子	種子	種子	種子	N	N
種子	シード	種子	シード	N	N
種子	種子	種子	種子	N	N
種子	シード	種子	シード	N	N
樂園	パラダイス	樂園	パラダイス	N	N
樂園	楽園	樂園	楽園	N	N
標本	標本	標本	標本	N	N
標本	見本	標本	見本	N	N
標本	標本	標本	標本	N	N
呈現	提示	呈現	提示	V	V
維護	メンテナンス	維護	メンテナンス	N	N
鼓勵	すすめる	鼓勵	すすめる	V	V
鼓勵	奨励	鼓勵	奨励	V	V
鼓勵	激励	鼓勵	激励	V	V
考試	審査	考試	審査	N	N
考試	試験	考試	試験	N	N
考試	検査	考試	検査	N	N
考試	取調	考試	取調	N	N
考試	試験	考試	試験	N	N
考試	試験	考試	試験	N	N
輸入	入力	輸入	入力	V	V
金剛	金剛	金剛	金剛	N	N
競賽	人種	競賽	人種	N	N
競賽	競走	競賽	競走	N	N
競賽	レース	競賽	レース	N	N
競賽	競技	競賽	競技	N	N
競賽	コンペ	競賽	コンペ	N	N
競賽	競争	競賽	競争	N	N
競賽	コンペティション	競賽	コンペティション	N	N
競賽	コンテスト	競賽	コンテスト	N	N
競賽	コンテスト	競賽	コンテスト	N	N
場地	会場	場地	会場	N	N
場地	会場	場地	会場	N	N
首歌	歌曲	首歌	歌曲	N	N
首歌	ソング	首歌	ソング	N	N
神話	神話	神話	神話	N	N
神話	神話	神話	神話	N	N
神話	神話	神話	神話	N	N
股票	株式	股票	株式	N	N
股票	ストック	股票	ストック	N	N
實現	気づき	實現	気づく	V	V
實現	実現	實現	実現	V	V
實現	換価	實現	換価	V	V
戰場	戦場	戰場	戦場	N	N
戰場	戦場	戰場	戦場	N	N
價	プライス	價	プライス	N	N
價	対価	價	対価	N	N
價	値段	價	値段	N	N
價	価格	價	価格	N	N
機車	スクーター	機車	スクーター	N	N
機車	バイク	機車	バイク	N	N
機車	オートバイ	機車	オートバイ	N	N
機車	機関	機車	機関	N	N
技巧	トリック	技巧	トリック	N	N
技巧	スキル	技巧	スキル	N	N
技巧	テクニック	技巧	テクニック	N	N
技巧	技法	技巧	技法	N	N
外國	外国	外國	外国	N	N
帽	キャップ	帽	キャップ	N	N
帽	ハット	帽	ハット	N	N
帽	帽子	帽	帽子	N	N
公寓	フラット	公寓	フラット	N	N
公寓	コンドミニアム	公寓	コンドミニアム	N	N
公寓	マンション	公寓	マンション	N	N
公寓	アパート	公寓	アパート	N	N
公寓	アパート	公寓	アパート	N	N
接管	買収	接管	買収	V	V
聯絡	連絡	聯絡	連絡	V	V
下載	ダウンロード	下載	ダウンロード	V	V
下載	ダウンロード	下載	ダウンロード	V	V
下載	ダウンロード	下載	ダウンロード	V	V
獅子	ライオン	獅子	ライオン	N	N
獅子	獅子	獅子	獅子	N	N
獅子	ライオン	獅子	ライオン	N	N
裡面	インサイド	裡面	インサイド	N	N
梯	ラダー	梯	ラダー	N	N
梯	梯子	梯	梯子	N	N
租借	賃貸	租借	賃貸	N	N
租借	賃貸借	租借	賃貸借	N	N
釋放	釈放	釋放	釈放	V	V
戰艦	戦艦	戰艦	戦艦	N	N
戰艦	軍艦	戰艦	軍艦	N	N
戰艦	軍艦	戰艦	軍艦	N	N
登記	登録	登記	登録	V	V
登記	登録	登記	登録	V	V
黃色	イエロー	黃色	イエロー	N	N
黃色	黄色	黃色	黄色	N	N
學士	独身	學士	独身	N	N
批判	評論	批判	評論	N	N
批判	クリティカル	批判	クリティカル	N	N
傀儡	パペット	傀儡	パペット	N	N
傀儡	パペット	傀儡	パペット	N	N
馬力	馬力	馬力	馬力	N	N
海水	海水	海水	海水	N	N
村民	村民	村民	村民	N	N
村民	村人	村民	村人	N	N
招生	入場	招生	入場	V	V
招生	入学	招生	入学	V	V
拱	アーチ	拱	アーチ	N	N
寶貝	ベイビー	寶貝	ベイビー	N	N
寶貝	赤ちゃん	寶貝	赤ちゃん	N	N
公會	ギルド	公會	ギルド	N	N
實力	体力	實力	体力	N	N
實力	強度	實力	強度	N	N
獎金	ボーナス	獎金	ボーナス	N	N
營業	開館	營業	開館	V	V
營業	開く	營業	開く	V	V
檢查	チェック	檢查	チェック	V	V
增強	強化	增強	強化	V	V
神父	父親	神父	父親	N	N
沙漠	デザート	沙漠	デザート	N	N
沙漠	砂漠	沙漠	砂漠	N	N
沙漠	砂漠	沙漠	砂漠	N	N
障礙	障壁	障礙	障壁	N	N
炸彈	爆弾	炸彈	爆弾	N	N
空氣	空気	空氣	空気	N	N
空氣	航空	空氣	航空	N	N
小孩	子供	小孩	子供	N	N
鰻	ウナギ	鰻	ウナギ	N	N
鰻	うなぎ	鰻	うなぎ	N	N
保險	保険	保險	保険	N	N
遺址	廃墟	遺址	廃墟	N	N
遺址	遺跡	遺址	遺跡	N	N
煤	石炭	煤	石炭	N	N
姐姐	姉妹	姐姐	姉妹	N	N
單打	シングルス	單打	シングルス	N	N
子	弾丸	子	弾丸	N	N
子	銃弾	子	銃弾	N	N
週期	サイクル	週期	サイクル	N	N
週期	サイクル	週期	サイクル	N	N
彩虹	レインボー	彩虹	レインボー	N	N
賽車	競走	賽車	競走	N	N
賽車	レース	賽車	レース	N	N
模仿	真似	模仿	真似る	V	V
模仿	模倣	模仿	模倣	V	V
論壇	フォーラム	論壇	フォーラム	N	N
論壇	フォーラム	論壇	フォーラム	N	N
祖先	先祖	祖先	先祖	N	N
祖先	先祖	祖先	先祖	N	N
複雜	複雑	複雜	複雑	ADJ	ADJ
複雜	複雑	複雜	複雑	ADJ	ADJ
戰略	戦略	戰略	戦略	N	N
復興	ルネッサンス	復興	ルネッサンス	N	N
復興	リバイバル	復興	リバイバル	N	N
個性	個性	個性	個性	N	N
個性	個性	個性	個性	N	N
個性	人柄	個性	人柄	N	N
個性	性格	個性	性格	N	N
個性	人格	個性	人格	N	N
個性	パーソナリティ	個性	パーソナリティ	N	N
教室	教室	教室	教室	N	N
教室	教室	教室	教室	N	N
自主	自治	自主	自治	N	N
自主	自律	自主	自律	N	N
預定	予約	預定	予約	V	V
寄生	寄生	寄生	寄生	V	V
寄生	寄生	寄生	寄生	V	V
歌詞	歌詞	歌詞	歌詞	N	N
歌詞	作詞	歌詞	作詞	N	N
拯救	救済	拯救	救済	V	V
拯救	救助	拯救	救助	V	V
型態	種類	型態	種類	N	N
型態	タイプ	型態	タイプ	N	N
病人	患者	病人	患者	N	N
病人	患者	病人	患者	N	N
消防	火事	消防	火事	N	N
消防	ファイア	消防	ファイア	N	N
消防	火災	消防	火災	N	N
消防	消防	消防	消防	N	N
優惠	オファー	優惠	オファー	N	N
優惠	クーポン	優惠	クーポン	N	N
優惠	割引	優惠	割引	N	N
優惠	ディスカウント	優惠	ディスカウント	N	N
優惠	クーポン	優惠	クーポン	N	N
公頃	ヘクタール	公頃	ヘクタール	N	N
公頃	ヘクタール	公頃	ヘクタール	N	N
搖滾	ロッキング	搖滾	ロッキング	N	N
搖滾	ロック	搖滾	ロック	N	N
修訂	改正	修訂	改正	V	V
修訂	改定	修訂	改定	V	V
勞工	分娩	勞工	分娩	N	N
勞工	労働	勞工	労働	N	N
勞工	分娩	勞工	分娩	N	N
勞工	労働	勞工	労働	N	N
前面	フロント	前面	フロント	N	N
前面	表側	前面	表側	N	N
前面	前面	前面	前面	N	N
寺院	修道	寺院	修道	N	N
寺院	僧院	寺院	僧院	N	N
寺院	修道	寺院	修道	N	N
寺院	僧院	寺院	僧院	N	N
執政	支配	執政	支配	V	V
執政	裁定	執政	裁定	V	V
專題	話題	專題	話題	N	N
專題	トピック	專題	トピック	N	N
專題	トピック	專題	トピック	N	N
專題	テーマ	專題	テーマ	N	N
刊登	公開	刊登	公開	V	V
氣候	気候	氣候	気候	N	N
頻率	周波	頻率	周波	N	N
頻率	周波	頻率	周波	N	N
頻率	頻度	頻率	頻度	N	N
片段	フラグメント	片段	フラグメント	N	N
片段	断片	片段	断片	N	N
片段	フラグメント	片段	フラグメント	N	N
片段	クリップ	片段	クリップ	N	N
割	切り取り	割	切り取り	V	V
劇團	劇団	劇團	劇団	N	N
泡	バブル	泡	バブル	N	N
諮詢	諮問	諮詢	諮問	N	N
分離	別居	分離	別居	V	V
分離	分離	分離	分離	V	V
品質	品質	品質	品質	N	N
品質	クオリティ	品質	クオリティ	N	N
品質	画質	品質	画質	N	N
品質	資質	品質	資質	N	N
液	流体	液	流体	N	N
液	液体	液	液体	N	N
詩人	詩人	詩人	詩人	N	N
詩人	歌人	詩人	歌人	N	N
辦法	方法	辦法	方法	N	N
資產	アセット	資產	アセット	N	N
資產	資産	資產	資産	N	N
資產	アセット	資產	アセット	N	N
資產	資産	資產	資産	N	N
紀錄	ドキュメンタリー	紀錄	ドキュメンタリー	N	N
名詞	名詞	名詞	名詞	N	N
夢想	ドリーム	夢想	ドリーム	N	N
覆蓋	上書き	覆蓋	上書き	V	V
覆蓋	上書き	覆蓋	上書き	V	V
寫作	筆記	寫作	筆記	N	N
弦	和音	弦	和音	N	N
弦	ストリング	弦	ストリング	N	N
日記	ジャーナル	日記	ジャーナル	N	N
日記	日記	日記	日記	N	N
日記	日記	日記	日記	N	N
大地	地球	大地	地球	N	N
大地	アース	大地	アース	N	N
醇	アルコール	醇	アルコール	N	N
世代	世代	世代	世代	N	N
世代	世代	世代	世代	N	N
王室	王族	王室	王族	N	N
航空	キャリア	航空	キャリア	N	N
移植	移植	移植	移植	V	V
決議	解像	決議	解像	N	N
姐妹	姉妹	姐妹	姉妹	N	N
姐妹	姉妹	姐妹	姉妹	N	N
高地	高地	高地	高地	N	N
高地	高地	高地	高地	N	N
高地	高地	高地	高地	N	N
高地	テラ	高地	テラ	N	N
王位	玉座	王位	玉座	N	N
試驗	実験	試驗	実験	N	N
試驗	テスト	試驗	テスト	N	N
試驗	実験	試驗	実験	N	N
試驗	テスト	試驗	テスト	N	N
習慣	習慣	習慣	習慣	N	N
習慣	習慣	習慣	習慣	N	N
酮	ケトン	酮	ケトン	N	N
資金	資金	資金	資金	N	N
忍者	忍者	忍者	忍者	N	N
忍者	忍者	忍者	忍者	N	N
機制	メカニズム	機制	メカニズム	N	N
機制	機構	機制	機構	N	N
機制	メカニズム	機制	メカニズム	N	N
尤其	特に	尤其	特に	ADV	ADV
紙	用紙	紙	用紙	N	N
紙	ペーパー	紙	ペーパー	N	N
降落	着陸	降落	着陸	V	V
降落	上陸	降落	上陸	V	V
五	五	五	五	NUM	NUM
防衛	抗弁	防衛	抗弁	V	V
輸出	出力	輸出	出力	N	N
首映	初演	首映	初演	N	N
首映	プレミア	首映	プレミア	N	N
首映	初演	首映	初演	N	N
藥	医学	藥	医学	N	N
思考	思考	思考	思考	N	N
思考	反射	思考	反射	N	N
思考	反射	思考	反射	N	N
思考	リフレクション	思考	リフレクション	N	N
慶祝	祝う	慶祝	祝う	V	V
認證	認証	認證	認証	N	N
生長	栽培	生長	栽培	V	V
生長	成長	生長	成長	V	V
情人	恋人	情人	恋人	N	N
情人	恋人	情人	恋人	N	N
性別	性別	性別	性別	N	N
性別	ジェンダー	性別	ジェンダー	N	N
性別	性別	性別	性別	N	N
性別	セックス	性別	セックス	N	N
腔	虫	腔	虫	N	N
邊界	境界	邊界	境界	N	N
邊界	ボーダー	邊界	ボーダー	N	N
邊界	国境	邊界	国境	N	N
邊界	境界	邊界	境界	N	N
蛤	ハマグリ	蛤	ハマグリ	N	N
蛤	アサリ	蛤	アサリ	N	N
蛤	ハマグリ	蛤	ハマグリ	N	N
差距	隙間	差距	隙間	N	N
差距	ギャップ	差距	ギャップ	N	N
差距	ギャップ	差距	ギャップ	N	N
盒	ボックス	盒	ボックス	N	N
豬	ブタ	豬	ブタ	N	N
豬	ブタ	豬	ブタ	N	N
牆	ウォール	牆	ウォール	N	N
貨幣	通貨	貨幣	通貨	N	N
貨幣	通貨	貨幣	通貨	N	N
隸屬	所属	隸屬	所属	V	V
企圖	試み	企圖	試みる	V	V
蝴蝶	バタフライ	蝴蝶	バタフライ	N	N
社團	組合	社團	組合	N	N
鯨	クジラ	鯨	クジラ	N	N
鯨	クジラ	鯨	クジラ	N	N
優勢	利点	優勢	利点	N	N
優勢	長所	優勢	長所	N	N
優勢	利点	優勢	利点	N	N
現實	リアリティ	現實	リアリティ	N	N
現實	現実	現實	現実	N	N
形態	形態	形態	形態	N	N
真相	真理	真相	真理	N	N
步行	ウォーキング	步行	ウォーキング	N	N
步行	歩行	步行	歩行	N	N
步行	ウォーク	步行	ウォーク	N	N
步行	歩行	步行	歩行	N	N
步行	徒歩	步行	徒歩	N	N
車廂	コンパートメント	車廂	コンパートメント	N	N
假設	仮説	假設	仮説	N	N
搭配	混ぜる	搭配	混ぜる	V	V
轉移	移転	轉移	移転	V	V
轉移	転送	轉移	転送	V	V
轉移	乗り換え	轉移	乗り換える	V	V
轉移	譲渡	轉移	譲渡	V	V
周邊	周囲	周邊	周囲	N	N
繁忙	忙しい	繁忙	忙しい	ADJ	ADJ
排除	除外	排除	除外	V	V
排除	除外	排除	除外	V	V
排除	除外	排除	除外	V	V
婦女	女性	婦女	女性	N	N
改進	改良	改進	改良	V	V
改進	改善	改進	改善	V	V
改進	改良	改進	改良	V	V
改進	改善	改進	改善	V	V
改進	向上	改進	向上	V	V
改進	改善	改進	改善	V	V
正義	正義	正義	正義	N	N
艇	ボート	艇	ボート	N	N
艇	ボート	艇	ボート	N	N
模擬	アナログ	模擬	アナログ	N	N
模擬	シミュレーション	模擬	シミュレーション	N	N
模擬	アナログ	模擬	アナログ	N	N
模擬	シミュレーション	模擬	シミュレーション	N	N
貨物	貨物	貨物	貨物	N	N
貨物	商品	貨物	商品	N	N
貨物	貨物	貨物	貨物	N	N
貨物	物品	貨物	物品	N	N
局部	地元	局部	地元	N	N
局部	一部	局部	一部	N	N
天才	天才	天才	天才	N	N
天才	タレント	天才	タレント	N	N
影響	影響	影響	影響	V	V
附屬	アフィリエイト	附屬	アフィリエイト	N	N
海峽	海峡	海峽	海峡	N	N
海峽	海峡	海峽	海峡	N	N
海峽	チャネル	海峽	チャネル	N	N
海峽	チャンネル	海峽	チャンネル	N	N
海峽	海峡	海峽	海峡	N	N
保育	保全	保育	保全	N	N
筆	鉛	筆	鉛	N	N
筆	ペンシル	筆	ペンシル	N	N
筆	ペン	筆	ペン	N	N
筆	ペン	筆	ペン	N	N
垃圾	ごみ箱	垃圾	ごみ箱	N	N
垃圾	ゴミ	垃圾	ゴミ	N	N
垃圾	ごみ	垃圾	ごみ	N	N
垃圾	ゴミ	垃圾	ゴミ	N	N
垃圾	ごみ	垃圾	ごみ	N	N
音樂	コンサート	音樂	コンサート	N	N
音樂	コンサート	音樂	コンサート	N	N
國籍	国籍	國籍	国籍	N	N
刺激	刺激	刺激	刺激	V	V
借用	借用	借用	借用	V	V
借用	借りる	借用	借りる	V	V
租	レンタル	租	レンタル	N	N
租	家賃	租	家賃	N	N
勇士	戦士	勇士	戦士	N	N
勇士	戦士	勇士	戦士	N	N
因子	ファクター	因子	ファクター	N	N
因子	因子	因子	因子	N	N
因子	係数	因子	係数	N	N
儲存	備蓄	儲存	備蓄	V	V
卡通	カートゥーン	卡通	カートゥーン	N	N
成年	成人	成年	成人	N	N
成年	大人	成年	大人	N	N
職位	ポジション	職位	ポジション	N	N
職位	ポジション	職位	ポジション	N	N
職位	役職	職位	役職	N	N
繁殖	伝播	繁殖	伝播	V	V
繁殖	布教	繁殖	布教	V	V
繁殖	繁殖	繁殖	繁殖	V	V
繁殖	模写	繁殖	模写	V	V
水晶	結晶	水晶	結晶	N	N
水晶	クリスタル	水晶	クリスタル	N	N
訊號	シグナル	訊號	シグナル	N	N
訊號	合図	訊號	合図	N	N
訊號	信号	訊號	信号	N	N
訊號	シグナル	訊號	シグナル	N	N
訊號	信号	訊號	信号	N	N
血液	血液	血液	血液	N	N
日常	日常	日常	日常	N	N
日常	毎日	日常	毎日	N	N
主人	マスター	主人	マスター	N	N
審查	レビュー	審查	レビュー	N	N
審查	レビュー	審查	レビュー	N	N
審查	審査	審查	審査	N	N
分解	分解	分解	分解	V	V
分解	腐敗	分解	腐敗	V	V
福音	ゴスペル	福音	ゴスペル	N	N
福音	福音書	福音	福音書	N	N
可能	可能性	可能	可能性	N	N
可能	確率	可能	確率	N	N
可能	可能性	可能	可能性	N	N
草地	芝生	草地	芝生	N	N
草地	草地	草地	草地	N	N
中午	正午	中午	正午	N	N
中午	正午	中午	正午	N	N
中午	昼間	中午	昼間	N	N
談判	交渉	談判	交渉	V	V
談判	交渉	談判	交渉	V	V
談判	交渉	談判	交渉	V	V
流通	流れ	流通	流れる	V	V
費用	手数	費用	手数	N	N
費用	料金	費用	料金	N	N
費用	費用	費用	費用	N	N
費用	原価	費用	原価	N	N
費用	コスト	費用	コスト	N	N
費用	費用	費用	費用	N	N
費用	経費	費用	経費	N	N
費用	費用	費用	費用	N	N
費用	コスト	費用	コスト	N	N
費用	手数	費用	手数	N	N
購物	ショップ	購物	ショップ	N	N
購物	ショッピング	購物	ショッピング	N	N
購物	買い物	購物	買い物	N	N
購物	買物	購物	買物	N	N
天氣	天気	天氣	天気	N	N
天氣	気象	天氣	気象	N	N
撤銷	否認	撤銷	否認	V	V
撤銷	撤回	撤銷	撤回	V	V
撤銷	取り消す	撤銷	取り消す	V	V
撤銷	取り消し	撤銷	取り消し	V	V
撤銷	取り消す	撤銷	取り消す	V	V
外觀	外観	外觀	外観	N	N
氣體	気体	氣體	気体	N	N
氣體	ガス	氣體	ガス	N	N
氣體	気体	氣體	気体	N	N
喇嘛	ラーマ	喇嘛	ラーマ	N	N
灰色	灰色	灰色	灰色	N	N
灰色	グレー	灰色	グレー	N	N
灰色	灰色	灰色	灰色	N	N
灰色	グレー	灰色	グレー	N	N
累積	貯める	累積	貯める	V	V
累積	蓄積	累積	蓄積	V	V
累積	集積	累積	集積	V	V
秩序	オーダー	秩序	オーダー	N	N
鋼琴	ピアノ	鋼琴	ピアノ	N	N
監獄	刑務所	監獄	刑務所	N	N
監獄	監獄	監獄	監獄	N	N
監獄	刑務所	監獄	刑務所	N	N
監獄	監獄	監獄	監獄	N	N
區間	間隔	區間	間隔	N	N
區間	音程	區間	音程	N	N
區間	インターバル	區間	インターバル	N	N
區間	区間	區間	区間	N	N
邊境	ボーダー	邊境	ボーダー	N	N
邊境	国境	邊境	国境	N	N
邊境	フロンティア	邊境	フロンティア	N	N
獵	ハンティング	獵	ハンティング	N	N
獵	狩猟	獵	狩猟	N	N
遺產	遺産	遺產	遺産	N	N
獨特	ユニーク	獨特	ユニーク	ADJ	ADJ
獨特	独特	獨特	独特	ADJ	ADJ
電氣	エレクトリック	電氣	エレクトリック	N	N
電氣	電気	電氣	電気	N	N
眉	眉毛	眉	眉毛	N	N
股權	持分	股權	持分	N	N
評估	査定	評估	査定	V	V
評估	評価	評估	評価	V	V
評估	評価	評估	評価	V	V
記憶	ラム	記憶	ラム	N	N
記憶	メモリ	記憶	メモリ	N	N
記憶	メモリー	記憶	メモリー	N	N
擴展	拡張	擴展	拡張	V	V
擴展	延長	擴展	延長	V	V
擴展	延長	擴展	延長	V	V
擴展	延長	擴展	延長	V	V
擴展	膨張	擴展	膨張	V	V
飯店	ホテル	飯店	ホテル	N	N
飯店	レストラン	飯店	レストラン	N	N
飯店	レストラン	飯店	レストラン	N	N
飯店	飲食店	飯店	飲食店	N	N
建國	創設	建國	創設	V	V
下游	下流	下游	下流	N	N
快樂	ハッピー	快樂	ハッピー	N	N
守護	後見	守護	後見	N	N
守護	ガード	守護	ガード	N	N
頭部	ヘッド	頭部	ヘッド	N	N
頭部	頭部	頭部	頭部	N	N
玩具	おもちゃ	玩具	おもちゃ	N	N
玩具	おもちゃ	玩具	おもちゃ	N	N
盆地	盆地	盆地	盆地	N	N
增長	成長	增長	成長	V	V
增長	発育	增長	発育	V	V
粉絲	ファン	粉絲	ファン	N	N
粉絲	ファン	粉絲	ファン	N	N
消除	除去	消除	除去	V	V
拖	ドラッグ	拖	ドラッグ	V	V
畫家	画家	畫家	画家	N	N
畫家	画家	畫家	画家	N	N
消滅	破壊	消滅	破壊	V	V
形狀	形状	形狀	形状	N	N
形狀	シェイプ	形狀	シェイプ	N	N
形狀	図形	形狀	図形	N	N
形狀	形状	形狀	形状	N	N
形狀	シェイプ	形狀	シェイプ	N	N
兵器	武器	兵器	武器	N	N
兵器	兵器	兵器	兵器	N	N
兵器	武器	兵器	武器	N	N
報紙	新聞紙	報紙	新聞紙	N	N
報紙	新聞	報紙	新聞	N	N
硫	硫黄	硫	硫黄	N	N
硫	硫黄	硫	硫黄	N	N
腰	ウエスト	腰	ウエスト	N	N
強化	強化	強化	強化	V	V
強化	強化	強化	強化	V	V
地產	プロパティ	地產	プロパティ	N	N
地產	財産	地產	財産	N	N
天堂	天国	天堂	天国	N	N
天堂	パラダイス	天堂	パラダイス	N	N
天堂	楽園	天堂	楽園	N	N
代表	表現	代表	表現	V	V
關鍵	キー	關鍵	キー	N	N
框架	フレーム	框架	フレーム	N	N
框架	フレーム	框架	フレーム	N	N
槍管	バレル	槍管	バレル	N	N
室內	室内	室內	室内	N	N
室內	屋内	室內	屋内	N	N
室內	屋内	室內	屋内	N	N
突擊	暴行	突擊	暴行	V	V
中	ミディアム	中	ミディアム	N	N
中	メディア	中	メディア	N	N
武士	武士	武士	武士	N	N
淡	ペール	淡	ペール	N	N
巨星	スーパースター	巨星	スーパースター	N	N
國旗	国旗	國旗	国旗	N	N
判決	審判	判決	審判	N	N
判決	判決	判決	判決	N	N
判決	評決	判決	評決	N	N
案例	ケース	案例	ケース	N	N
案例	事例	案例	事例	N	N
案例	ケース	案例	ケース	N	N
職員	事務員	職員	事務員	N	N
職員	書記官	職員	書記官	N	N
職員	事務職	職員	事務職	N	N
原料	材料	原料	材料	N	N
原料	食材	原料	食材	N	N
原料	成分	原料	成分	N	N
服裝	被服	服裝	被服	N	N
服裝	洋服	服裝	洋服	N	N
服裝	被服	服裝	被服	N	N
服裝	コスチューム	服裝	コスチューム	N	N
服裝	仮装	服裝	仮装	N	N
服裝	衣装	服裝	衣装	N	N
服裝	装束	服裝	装束	N	N
服裝	服飾	服裝	服飾	N	N
服裝	コスチューム	服裝	コスチューム	N	N
服裝	衣装	服裝	衣装	N	N
服裝	装束	服裝	装束	N	N
雷達	レーダー	雷達	レーダー	N	N
排球	バレーボール	排球	バレーボール	N	N
滅絕	絶滅	滅絕	絶滅	V	V
滅絕	絶滅	滅絕	絶滅	V	V
滅絕	消滅	滅絕	消滅	V	V
溫泉	温泉	溫泉	温泉	N	N
航行	航法	航行	航法	N	N
航行	ナビゲーション	航行	ナビゲーション	N	N
航行	セーリング	航行	セーリング	N	N
流亡	亡命	流亡	亡命	V	V
傾向	傾向	傾向	傾向	N	N
修復	修理	修復	修理	V	V
修復	修正	修復	修正	V	V
修復	修復	修復	修復	V	V
修復	復元	修復	復元	V	V
瓶	ボトル	瓶	ボトル	N	N
領地	縄張り	領地	縄張り	N	N
飲食	料理	飲食	料理	V	V
飲食	食べる	飲食	食べる	V	V
輻射	放射能	輻射	放射能	N	N
輻射	放射線	輻射	放射線	N	N
輻射	放射	輻射	放射	N	N
驚	ショック	驚	ショック	N	N
驚	衝撃	驚	衝撃	N	N
女友	ガール	女友	ガール	N	N
奶	牛乳	奶	牛乳	N	N
奶	ミルク	奶	ミルク	N	N
季節	季節	季節	季節	N	N
季節	季節	季節	季節	N	N
季節	シーズン	季節	シーズン	N	N
季節	季節	季節	季節	N	N
季節	シーズン	季節	シーズン	N	N
生態	生態学	生態	生態学	N	N
生態	エコロジー	生態	エコロジー	N	N
生態	生態学	生態	生態学	N	N
雞	鶏肉	雞	鶏肉	N	N
雞	ニワトリ	雞	ニワトリ	N	N
雞	チキン	雞	チキン	N	N
夥伴	パートナー	夥伴	パートナー	N	N
夥伴	パートナー	夥伴	パートナー	N	N
床	ベッド	床	ベッド	N	N
床	ベッド	床	ベッド	N	N
袋	バッグ	袋	バッグ	N	N
袋	かばん	袋	かばん	N	N
袋	バッグ	袋	バッグ	N	N
重力	重力	重力	重力	N	N
判斷	判断	判斷	判断	V	V
判斷	判断	判斷	判断	V	V
散文	散文	散文	散文	N	N
秘書	秘書	秘書	秘書	N	N
棕	褐色	棕	褐色	N	N
棕	茶色	棕	茶色	N	N
棕	ブラウン	棕	ブラウン	N	N
藥物	薬物	藥物	薬物	N	N
藥物	医学	藥物	医学	N	N
