got	got	got	got	N;MASC+FEM;SG	N;NOM;MASC;SG
petra	petra	petra	peter	N;MASC+FEM;SG	N;NOM;MASC;SG
vie	vie	vie	vie	N;MASC+FEM;SG	N;NOM;MASC;SG
tanzania	tanzaniji	tanzania	tanzanija	N;NEUT;SG	N;DAT;FEM;SG
mer	mer	mer	mera	N;MASC+FEM;SG	N;NOM;MASC;SG
taalkundige	jezikovno	taalkundig	jezikoven	ADJ	ADJ;NOM;NEUT;SG
ontwikkelt	razvije	ontwikkelen	razviti	V;SG;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
fortuna	fortuna	fortuna	fortuna	N;MASC+FEM;SG	N;NOM;FEM;SG
voegt	doda	voegen	dodati	V;SG;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
dalai	dalai	dalai	dalati	N;MASC+FEM;SG	N;NOM;MASC;SG
pavel	pavel	pavel	paveti	N;MASC+FEM;SG	N;NOM;MASC;SG
edelen	plemiči	edelen	plemič	N;PL	N;NOM;MASC;PL
edelen	plemiči	edelen	plemič	N;PL	N;NOM;MASC;PL
avro	avro	avro	avra	N;MASC+FEM;SG	N;ACC;FEM;SG
tradities	tradicije	traditie	tradicija	N;PL	N;NOM;FEM;PL
tradities	tradicije	traditie	tradicija	N;PL	N;NOM;FEM;PL
coördinaten	koordinate	coprdinaat	koordinata	N;PL	N;NOM;FEM;PL
normandie	normandie	normandie	normandie	N;MASC+FEM;SG	N;NOM;MASC;SG
viktor	viktor	viktor	viktor	N;MASC+FEM;SG	N;NOM;MASC;SG
wisconsin	wisconsinu	wisconsin	wisconsin	N;MASC+FEM;SG	N;DAT;MASC;SG
volwassenen	odrasle	volwassenen	odrasel	ADJ	ADJ;NOM;FEM;PL;V.PTCP
volwassenen	odrasli	volwassenen	odrasel	ADJ	ADJ;NOM;MASC;PL;V.PTCP
volwassenen	odraslih	volwassenen	odrasel	ADJ	ADJ;GEN;MASC;PL;V.PTCP
volwassenen	odrasel	volwassenen	odrasel	ADJ	ADJ;NOM;INDF;MASC;SG;V.PTCP
volwassenen	odrasli	volwassenen	odrasel	ADJ	ADJ;NOM;MASC;PL;V.PTCP
julian	julian	julian	julian	N;MASC+FEM;SG	N;NOM;MASC;SG
verpleegster	bolničarka	verpleegster	bolničarka	N;MASC+FEM;SG	N;NOM;FEM;SG
verpleegster	sestra	verpleegster	sestra	N;MASC+FEM;SG	N;NOM;FEM;SG
herhaling	ponavljanje	herhaling	ponavljanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
herhaling	ponovitev	herhaling	ponovitev	N;MASC+FEM;SG	N;NOM;FEM;SG
herhaling	ponavljanje	herhaling	ponavljanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
herhaling	ponovitev	herhaling	ponovitev	N;MASC+FEM;SG	N;NOM;FEM;SG
herhaling	ponovitev	herhaling	ponovitev	N;MASC+FEM;SG	N;NOM;FEM;SG
adelaar	orel	adelaar	orela	N;MASC+FEM;SG	N;NOM;MASC;SG
adelaar	eagle	adelaar	eagel	N;MASC+FEM;SG	N;NOM;MASC;SG
adelaar	orla	adelaar	orel	N;MASC+FEM;SG	N;NOM;MASC;SG
miste	zgrešil	missen	zgrešiti	V;SG;PST;FIN	V;PFV;MASC;SG;V.PTCP
miste	zgrešila	missen	zgrešiti	V;SG;PST;FIN	V;PFV;FEM;SG;V.PTCP
miste	zamudil	missen	zamuditi	V;SG;PST;FIN	V;PFV;MASC;SG;V.PTCP
staudinger	staudinger	staudinger	staudinger	N;MASC+FEM;SG	N;NOM;MASC;SG
scenarioschrijver	scenarist	scenarioschrijver	scenarist	N;MASC+FEM;SG	N;NOM;MASC;SG
rechtstreekse	neposredni	rechtstreeks	neposreden	ADJ	ADJ;NOM;MASC;SG
rechtstreekse	neposreden	rechtstreeks	neposreden	ADJ	ADJ;NOM;INDF;MASC;SG
rechtstreekse	neposredna	rechtstreeks	neposreden	ADJ	ADJ;NOM;FEM;SG
rechtstreekse	neposredne	rechtstreeks	neposreden	ADJ	ADJ;NOM;FEM;PL
kiss	poljubček	kissen	poljubček	N;MASC+FEM;SG	N;NOM;MASC;SG
kiss	poljub	kissen	poljub	N;MASC+FEM;SG	N;NOM;MASC;SG
beoefend	vadil	beoefenen	vaditi	V;V.PTCP	V;IPFV;MASC;SG;V.PTCP
beoefend	vadila	beoefenen	vaditi	V;V.PTCP	V;IPFV;FEM;SG;V.PTCP
beoefend	vadili	beoefenen	vaditi	V;V.PTCP	V;IPFV;MASC;PL;V.PTCP
renovatie	prenovo	renovatie	prenova	N;MASC+FEM;SG	N;ACC;FEM;SG
renovatie	obnova	renovatie	obnova	N;MASC+FEM;SG	N;NOM;FEM;SG
renovatie	prenova	renovatie	prenova	N;MASC+FEM;SG	N;NOM;FEM;SG
gesprekken	pogovori	gesprek	pogovor	N;PL	N;NOM;MASC;PL
gesprekken	pogovori	gesprek	pogovor	N;PL	N;NOM;MASC;PL
noordse	nordijskih	noords	nordijski	ADJ	ADJ;GEN;MASC;PL
uitnodiging	povabilo	uitnodiging	povabilo	N;MASC+FEM;SG	N;NOM;NEUT;SG
uitnodiging	vabilo	uitnodiging	vabilo	N;MASC+FEM;SG	N;NOM;NEUT;SG
uitnodiging	povabilo	uitnodiging	povabilo	N;MASC+FEM;SG	N;NOM;NEUT;SG
uitnodiging	vabilo	uitnodiging	vabilo	N;MASC+FEM;SG	N;NOM;NEUT;SG
juridisch	pravno	juridisch	praven	ADJ	ADJ;NOM;NEUT;SG
juridisch	legalno	juridisch	legalen	ADJ	ADJ;NOM;NEUT;SG
juridisch	pravna	juridisch	praven	ADJ	ADJ;NOM;FEM;SG
juridisch	pravno	juridisch	praven	ADJ	ADJ;NOM;NEUT;SG
juridisch	pravne	juridisch	praven	ADJ	ADJ;NOM;FEM;PL
componenten	komponente	component	komponent	N;PL	N;NOM;FEM;PL
knopen	gumbi	knopen	gumba	N;PL	N;NOM;MASC;PL
knopen	vozlov	knopen	vozel	N;PL	N;GEN;MASC;PL
knopen	vozli	knopen	vozel	N;PL	N;NOM;MASC;PL
knopen	vozlišča	knopen	vozlišče	N;PL	N;NOM;NEUT;PL
vervullen	izpolnil	vervullen	izpolniti	V;NFIN	V;PFV;MASC;SG;V.PTCP
vervullen	izpolni	vervullen	izpolniti	V;NFIN	V;PFV;IND;SG;3;PRS;FIN
waardig	vredna	waardig	vreden	ADJ	ADJ;NOM;FEM;SG
waardig	vreden	waardig	vreden	ADJ	ADJ;NOM;INDF;MASC;SG
waardig	vredni	waardig	vreden	ADJ	ADJ;NOM;MASC;PL
vrucht	sadje	vrucht	sadje	N;MASC+FEM;SG	N;NOM;NEUT;SG
impact	učinek	impact	učinek	N;MASC+FEM;SG	N;NOM;MASC;SG
impact	trk	impact	trk	N;MASC+FEM;SG	N;NOM;MASC;SG
impact	vpliv	impact	vpliv	N;MASC+FEM;SG	N;NOM;MASC;SG
vancouver	vancouver	vancouver	vancouver	N;MASC+FEM;SG	N;NOM;MASC;SG
armoede	revščina	armoede	revščina	N;MASC+FEM;SG	N;NOM;FEM;SG
vooruitgang	progress	vooruitgang	progress	N;MASC+FEM;SG	N;NOM;MASC;SG
vooruitgang	napredek	vooruitgang	napredek	N;MASC+FEM;SG	N;NOM;MASC;SG
rondes	krogov	rondes	krog	N;PL	N;GEN;MASC;PL
rondes	kroge	rondes	krog	N;PL	N;ACC;MASC;PL
rondes	nabojev	rondes	nabojev	N;PL	N;GEN;MASC;PL
stark	stark	stark	starka	N;MASC+FEM;SG	N;NOM;MASC;SG
collecties	zbirke	collectie	zbirka	N;PL	N;NOM;FEM;PL
continentale	celinske	continentaal	celinski	ADJ	ADJ;NOM;FEM;PL
continentale	celinski	continentaal	celinski	ADJ	ADJ;NOM;MASC;SG
aanraking	dotik	aanraking	dotik	N;MASC+FEM;SG	N;NOM;MASC;SG
zwaarden	meči	zwaard	meč	N;PL	N;NOM;MASC;PL
canon	canon	canon	canon	N;MASC+FEM;SG	N;NOM;MASC;SG
onnodig	nepotrebna	onnodig	nepotreben	ADJ	ADJ;NOM;FEM;SG
onnodig	nepotrebno	onnodig	nepotreben	ADJ	ADJ;NOM;NEUT;SG
onnodig	nepotrebne	onnodig	nepotreben	ADJ	ADJ;NOM;FEM;PL
owen	owen	owen	owen	N;MASC+FEM;SG	N;NOM;MASC;SG
suggestie	predlog	suggestie	predlog	N;MASC+FEM;SG	N;NOM;MASC;SG
residentie	prebivanje	residentie	prebivanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
residentie	bivališče	residentie	bivališče	N;MASC+FEM;SG	N;NOM;NEUT;SG
residentie	bivanje	residentie	bivanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
residentie	rezidenca	residentie	rezidenca	N;MASC+FEM;SG	N;NOM;FEM;SG
residentie	prebivališče	residentie	prebivališče	N;MASC+FEM;SG	N;NOM;NEUT;SG
medina	medina	medina	medina	N;MASC+FEM;SG	N;NOM;MASC;SG
verdiensten	dohodki	verdienste	dohodek	N;PL	N;NOM;MASC;PL
verdiensten	zaslug	verdienste	zasluga	N;PL	N;GEN;FEM;PL
verdiensten	zasluge	verdienste	zasluga	N;PL	N;NOM;FEM;PL
discografie	diskografija	discografie	diskografija	N;MASC+FEM;SG	N;NOM;FEM;SG
pascal	pascal	pascal	pascati	N;MASC+FEM;SG	N;NOM;MASC;SG
romeo	romeo	romeo	romeo	N;MASC+FEM;SG	N;NOM;MASC;SG
kwetsbaar	krhke	kwetsbaar	krhek	ADJ	ADJ;NOM;FEM;PL
kwetsbaar	krhka	kwetsbaar	krhek	ADJ	ADJ;NOM;FEM;SG
kwetsbaar	krhko	kwetsbaar	krhek	ADJ	ADJ;NOM;NEUT;SG
kwetsbaar	krhek	kwetsbaar	krhek	ADJ	ADJ;NOM;INDF;MASC;SG
kwetsbaar	ranljive	kwetsbaar	ranljiv	ADJ	ADJ;NOM;FEM;PL
kwetsbaar	ranljiv	kwetsbaar	ranljiv	ADJ	ADJ;NOM;INDF;MASC;SG
kwetsbaar	ranljivo	kwetsbaar	ranljivo	ADJ	ADJ;NOM;NEUT;SG
kwetsbaar	ranljiva	kwetsbaar	ranljiv	ADJ	ADJ;NOM;FEM;SG
kwetsbaar	ranljivi	kwetsbaar	ranljiv	ADJ	ADJ;NOM;MASC;PL
automatische	samodejni	automatisch	samodejen	ADJ	ADJ;NOM;MASC;SG
automatische	samodejna	automatisch	samodejen	ADJ	ADJ;NOM;FEM;SG
tours	ogledi	tours	ogled	N;PL	N;NOM;MASC;PL
tours	izleti	tours	izleti	N;PL	N;NOM;MASC;PL
diplomatieke	diplomatsko	diplomatiek	diplomatski	ADJ	ADJ;NOM;NEUT;SG
diplomatieke	diplomatskih	diplomatiek	diplomatski	ADJ	ADJ;GEN;MASC;PL
diplomatieke	diplomatski	diplomatiek	diplomatski	ADJ	ADJ;NOM;MASC;SG
diplomatieke	diplomatska	diplomatiek	diplomatski	ADJ	ADJ;NOM;FEM;SG
dossier	datoteka	dossier	datoteka	N;NEUT;SG	N;NOM;FEM;SG
dossier	datoteko	dossier	datoteka	N;NEUT;SG	N;ACC;FEM;SG
cook	kuhar	cook	kuhara	N;MASC+FEM;SG	N;NOM;MASC;SG
cook	kuharica	cook	kuharica	N;MASC+FEM;SG	N;NOM;FEM;SG
gepromoveerd	spodbujati	promoveren	spodbujati	V;V.PTCP	V;IPFV;NFIN
millennium	tisočletje	millennium	tisočletje	N;NEUT;SG	N;NOM;NEUT;SG
suárez	suárez	suárez	sukrez	N;MASC+FEM;SG	N;NOM;MASC;SG
roemeens	romunski	roemeens	romunski	ADJ	ADJ;NOM;MASC;SG
emmy	emmy	emmy	emmy	N;MASC+FEM;SG	N;NOM;FEM;SG
atleten	športniki	atleten	športnik	N;PL	N;NOM;MASC;PL
atleten	športnike	atleten	športnik	N;PL	N;ACC;MASC;PL
var	var	var	vara	N;MASC+FEM;SG	N;NOM;MASC;SG
operaties	operacije	operatie	operacija	N;PL	N;NOM;FEM;PL
operaties	operacije	operatie	operacija	N;PL	N;NOM;FEM;PL
kazachstan	kazahstan	kazachstan	kazahstan	N;NEUT;SG	N;NOM;MASC;SG
plots	nenadoma	plot	nenadoma	ADV	ADV
plots	naenkrat	plot	naenkrat	ADV	ADV
gustave	gustave	gustave	gustava	N;MASC+FEM;SG	N;NOM;MASC;SG
integraal	sestavni	integraal	sestaven	ADJ	ADJ;NOM;DEF;MASC;SG
walt	walt	wallen	walt	N;MASC+FEM;SG	N;NOM;MASC;SG
hervorming	reformo	hervorming	reforma	N;MASC+FEM;SG	N;ACC;FEM;SG
hervorming	reforma	hervorming	reforma	N;MASC+FEM;SG	N;NOM;FEM;SG
andrej	andreja	andrej	andreja	N;MASC+FEM;SG	N;NOM;MASC;SG
verhuisd	preselil	verhuizen	preseliti	V;V.PTCP	V;PFV;MASC;SG;V.PTCP
tang	tang	tang	tang	N;MASC+FEM;SG	N;NOM;MASC;SG
aangekomen	prispele	aankomen	prispeti	V;V.PTCP	V;PFV;FEM;PL;V.PTCP
aangekomen	prispel	aankomen	prispeti	V;V.PTCP	V;PFV;MASC;SG;V.PTCP
aangekomen	prispela	aankomen	prispeti	V;V.PTCP	V;PFV;FEM;SG;V.PTCP
aangekomen	prispeli	aankomen	prispeti	V;V.PTCP	V;PFV;MASC;PL;V.PTCP
perron	ploščad	perron	ploščad	N;NEUT;SG	N;NOM;FEM;SG
perron	platforma	perron	platform	N;NEUT;SG	N;NOM;FEM;SG
perron	platformo	perron	platforma	N;NEUT;SG	N;ACC;FEM;SG
paraguay	paragvaj	paraguay	paragvaj	N;NEUT;SG	N;NOM;FEM;SG
blessure	poškodba	blessure	poškodba	N;MASC+FEM;SG	N;NOM;FEM;SG
civiele	civilno	civiel	civilen	ADJ	ADJ;NOM;NEUT;SG
civiele	civilna	civiel	civilen	ADJ	ADJ;NOM;FEM;SG
civiele	civilne	civiel	civilen	ADJ	ADJ;NOM;FEM;PL
cilinder	valj	cilinder	valja	N;MASC+FEM;SG	N;NOM;MASC;SG
cilinder	cilinder	cilinder	cilinder	N;MASC+FEM;SG	N;NOM;MASC;SG
kramer	kramer	kramer	kramer	N;MASC+FEM;SG	N;NOM;MASC;SG
txt	txt	txe	txt	N;MASC+FEM;SG	N;NOM;MASC;SG
theoretische	teoretična	theoretisch	teoretičen	ADJ	ADJ;NOM;FEM;SG
theoretische	teoretični	theoretisch	teoretičen	ADJ	ADJ;NOM;MASC;PL
kilometers	kilometre	kilometer	kilometer	N;PL	N;ACC;MASC;PL
kilometers	kilometri	kilometer	kilometer	N;PL	N;NOM;MASC;PL
kilometers	kilometrov	kilometer	kilometer	N;PL	N;GEN;MASC;PL
kilometers	milj	kilometer	milja	N;PL	N;NOM;FEM;PL
kilometers	kilometre	kilometer	kilometer	N;PL	N;ACC;MASC;PL
kilometers	kilometrov	kilometer	kilometer	N;PL	N;GEN;MASC;PL
kilometers	kilometri	kilometer	kilometer	N;PL	N;NOM;MASC;PL
kilometers	kilometre	kilometer	kilometer	N;PL	N;ACC;MASC;PL
kilometers	kilometrov	kilometer	kilometer	N;PL	N;GEN;MASC;PL
kilometers	kilometri	kilometer	kilometer	N;PL	N;NOM;MASC;PL
avontuur	pustolovščina	avontuur	pustolovščina	N;NEUT;SG	N;NOM;FEM;SG
avontuur	pustolovščino	avontuur	pustolovščina	N;NEUT;SG	N;ACC;FEM;SG
avontuur	avantura	avontuur	avantura	N;NEUT;SG	N;NOM;FEM;SG
aragón	aragón	aragón	aragón	N;MASC+FEM;SG	N;NOM;MASC;SG
aragón	aragon	aragón	aragon	N;MASC+FEM;SG	N;NOM;MASC;SG
krabben	praska	krabben	praska	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
motieven	motivi	motief	motiv	N;PL	N;NOM;MASC;PL
motieven	motive	motief	motiv	N;PL	N;ACC;MASC;PL
motieven	motivi	motief	motiv	N;PL	N;NOM;MASC;PL
geruchten	govorice	gerucht	govorica	N;PL	N;NOM;FEM;PL
geruchten	govorice	gerucht	govorica	N;PL	N;NOM;FEM;PL
geruchten	govorice	gerucht	govorica	N;PL	N;NOM;FEM;PL
manhattan	manhattan	manhattan	manhattan	N;MASC+FEM;SG	N;NOM;MASC;SG
arrest	sodba	arrest	sodba	N;NEUT;SG	N;NOM;FEM;SG
arrest	presoja	arrest	presoja	N;NEUT;SG	N;NOM;FEM;SG
repertoire	repertoar	repertoire	repertoar	N;NEUT;SG	N;NOM;MASC;SG
lijstje	spisek	lijst	spisek	N;NEUT;SG	N;NOM;MASC;SG
lijstje	seznam	lijst	seznam	N;NEUT;SG	N;NOM;MASC;SG
woestijn	puščava	woestijn	puščava	N;MASC+FEM;SG	N;NOM;FEM;SG
woestijn	puščavi	woestijn	puščava	N;MASC+FEM;SG	N;DAT;FEM;SG
meters	metrov	meter	meter	N;PL	N;GEN;MASC;PL
meters	metrov	meter	meter	N;PL	N;GEN;MASC;PL
liberalen	liberalcev	liberaal	liberalec	N;PL	N;GEN;MASC;PL
liberalen	liberalci	liberaal	liberalec	N;PL	N;NOM;MASC;PL
adressen	naslovi	adres	naslov	N;PL	N;NOM;MASC;PL
brooklyn	brooklyn	brooklyn	brooklyn	N;MASC+FEM;SG	N;NOM;MASC;SG
verminderen	zmanjšati	verminderen	zmanjšati	V;NFIN	V;PFV;NFIN
kelder	klet	kelder	klet	N;MASC+FEM;SG	N;NOM;FEM;SG
kelder	klet	kelder	klet	N;MASC+FEM;SG	N;NOM;FEM;SG
batavia	batavia	batavia	batavia	N;MASC+FEM;SG	N;NOM;FEM;SG
suggereert	namiguje	suggereren	namigovati	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
suggereert	predlaga	suggereren	predlagati	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
update	posodabljanje	update	posodabljanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
update	posodobitev	update	posodobitev	N;MASC+FEM;SG	N;NOM;FEM;SG
achteruit	vzvratno	achteruit	vzvraten	ADV	ADV
suiker	sladkorja	suiker	sladkor	N;MASC+FEM;SG	N;GEN;MASC;SG
suiker	sladkor	suiker	sladkor	N;MASC+FEM;SG	N;NOM;MASC;SG
ondernemingen	podjetja	onderneming	podjetje	N;PL	N;NOM;NEUT;PL
ondernemingen	podjetji	onderneming	podjetje	N;PL	N;NOM;NEUT;PL
bariton	bariton	bariton	bariton	N;MASC+FEM;SG	N;NOM;MASC;SG
loge	koča	loog	kočati	N;MASC+FEM;SG	N;NOM;FEM;SG
loge	koči	loog	koča	N;MASC+FEM;SG	N;NOM;FEM;SG
opent	odpre	openen	odpreti	V;SG;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
slaap	spi	slapen	spati	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
slaap	spati	slapen	spati	V;SG;PRS;FIN	V;IPFV;NFIN
wallonië	valonija	wallonië	valonija	N;NEUT;SG	N;NOM;FEM;SG
bioscoop	gledališče	bioscoop	gledališče	N;MASC+FEM;SG	N;NOM;NEUT;SG
bioscoop	kino	bioscoop	kino	N;MASC+FEM;SG	N;NOM;MASC;SG
bioscoop	kino	bioscoop	kino	N;MASC+FEM;SG	N;NOM;MASC;SG
bibliografie	bibliografijo	bibliografie	bibliografija	N;MASC+FEM;SG	N;ACC;FEM;SG
kromme	ovinek	krom	ovinek	N;MASC+FEM;SG	N;NOM;MASC;SG
kromme	krivulja	krom	krivulje	N;MASC+FEM;SG	N;NOM;FEM;SG
kromme	krivuljo	krom	krivulja	N;MASC+FEM;SG	N;ACC;FEM;SG
fin	fin	fin	fin	N;MASC+FEM;SG	N;NOM;MASC;SG
vergelijk	primerjaj	vergelijk	primerjaj	V;SG;PRS;FIN	V;IPFV;IMP;SG;2;FIN
vergelijk	primerjati	vergelijk	primerjati	V;SG;PRS;FIN	V;IPFV;NFIN
begeleid	pospremili	begeleiden	pospremiti	V;V.PTCP	V;PFV;MASC;PL;V.PTCP
lichter	lažji	licht	lahek	ADJ;CMPR	ADJ;NOM;DEF;CMPR;MASC;SG
lichter	lažja	licht	lahek	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
elzas	alzacija	elzas	alzacija	N;MASC+FEM;SG	N;NOM;FEM;SG
doornik	tournai	doornik	tournati	N;NEUT;SG	N;NOM;MASC;SG
congregatie	kongregacija	congregatie	kongregacija	N;MASC+FEM;SG	N;NOM;FEM;SG
donau	donavi	donau	donava	N;MASC+FEM;SG	N;NOM;FEM;SG
japanners	japonci	japanner	japonec	N;PL	N;NOM;MASC;PL
begrafenis	pokop	begrafenis	pokop	N;MASC+FEM;SG	N;NOM;MASC;SG
begrafenis	pogreba	begrafenis	pogreb	N;MASC+FEM;SG	N;NOM;MASC;SG
begrafenis	pogreb	begrafenis	pogreb	N;MASC+FEM;SG	N;NOM;MASC;SG
gewoonte	navada	gewoonte	navada	N;MASC+FEM;SG	N;NOM;FEM;SG
cantate	kantata	cantate	kantat	N;MASC+FEM;SG	N;NOM;FEM;SG
stamboom	rodovnik	stamboom	rodovnik	N;MASC+FEM;SG	N;NOM;MASC;SG
klik	klikni	klik	kliken	V;SG;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
guyana	gvajana	guyana	gvajana	N;NEUT;SG	N;NOM;FEM;SG
guyana	gvajani	guyana	gvajan	N;NEUT;SG	N;NOM;FEM;SG
lucy	lucija	lucy	lucija	N;MASC+FEM;SG	N;NOM;FEM;SG
onlangs	nedavno	onlangs	nedavno	ADV	ADV
erger	slabše	erg	slab	ADJ;CMPR	ADJ;NOM;CMPR;NEUT;SG
erger	hujše	erg	hud	ADJ;CMPR	ADJ;NOM;CMPR;NEUT;SG
full	full	full	full	N;MASC+FEM;SG	N;NOM;MASC;SG
minimale	minimalne	minimaal	minimalen	ADJ	ADJ;NOM;FEM;PL
minimale	minimalna	minimaal	minimalen	ADJ	ADJ;NOM;FEM;SG
put	jamo	putten	jama	N;MASC+FEM;SG	N;ACC;FEM;SG
put	brezno	putten	brezno	N;MASC+FEM;SG	N;NOM;NEUT;SG
communisten	komunisti	communist	komunist	N;PL	N;NOM;MASC;PL
communisten	komunistov	communist	komunist	N;PL	N;GEN;MASC;PL
wakker	budna	wakker	buden	ADJ	ADJ;NOM;FEM;SG
wakker	buden	wakker	buden	ADJ	ADJ;NOM;INDF;MASC;SG
wakker	budni	wakker	buden	ADJ	ADJ;NOM;MASC;PL
heersers	vladarji	heerser	vladar	N;PL	N;NOM;MASC;PL
econoom	ekonomist	econoom	ekonomist	N;MASC+FEM;SG	N;NOM;MASC;SG
planning	razporejanje	planning	razporejanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
planning	razporejanja	planning	razporejanje	N;MASC+FEM;SG	N;GEN;NEUT;SG
planning	načrtovanje	planning	načrtovanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
planning	urnik	planning	urnik	N;MASC+FEM;SG	N;NOM;MASC;SG
planning	razpored	planning	razpored	N;MASC+FEM;SG	N;NOM;MASC;SG
lezingen	predavanja	lezing	predavanje	N;PL	N;NOM;NEUT;PL
lezingen	predavanj	lezing	predavanje	N;PL	N;GEN;NEUT;PL
verdiende	zaslužil	verdienen	zaslužiti	V;SG;PST;FIN	V;PFV;MASC;SG;V.PTCP
verdiende	zaslužil	verdienen	zaslužiti	V;SG;PST;FIN	V;PFV;MASC;SG;V.PTCP
goddelijke	božanski	goddelijk	božanski	ADJ	ADJ;NOM;MASC;SG
goddelijke	božanska	goddelijk	božanski	ADJ	ADJ;NOM;FEM;SG
goddelijke	božansko	goddelijk	božanski	ADJ	ADJ;NOM;NEUT;SG
goddelijke	božanske	goddelijk	božanski	ADJ	ADJ;NOM;FEM;PL
draad	žica	draad	žica	N;MASC+FEM;SG	N;NOM;FEM;SG
draad	žico	draad	žica	N;MASC+FEM;SG	N;ACC;FEM;SG
draad	nit	draad	nit	N;MASC+FEM;SG	N;NOM;FEM;SG
vee	vee	vee	vee	N;NEUT;SG	N;NOM;MASC;SG
vee	živina	vee	živina	N;NEUT;SG	N;NOM;FEM;SG
vee	živino	vee	živina	N;NEUT;SG	N;ACC;FEM;SG
vee	govedo	vee	goveda	N;NEUT;SG	N;ACC;FEM;SG
vee	živina	vee	živina	N;NEUT;SG	N;NOM;FEM;SG
vee	goveda	vee	govedati	N;NEUT;SG	N;NOM;MASC;SG
wetboek	kodo	wetboek	koda	N;NEUT;SG	N;ACC;FEM;SG
wetboek	šifra	wetboek	šifra	N;NEUT;SG	N;NOM;FEM;SG
wetboek	oznaka	wetboek	oznakati	N;NEUT;SG	N;NOM;FEM;SG
wetboek	koda	wetboek	koda	N;NEUT;SG	N;NOM;FEM;SG
angela	angela	angela	angel	N;MASC+FEM;SG	N;NOM;MASC;SG
jürgen	jürgen	jurgen	jürgen	N;MASC+FEM;SG	N;NOM;MASC;SG
duels	dvobojih	duel	dvoboj	N;PL	N;ESS;MASC;PL
raden	ugibati	raden	ugibati	V;NFIN	V;IPFV;NFIN
kijkers	gledalce	kijker	gledalec	N;PL	N;ACC;MASC;PL
kijkers	gledalci	kijker	gledalec	N;PL	N;NOM;MASC;PL
kijkers	gledalcem	kijker	gledalec	N;PL	N;DAT;MASC;PL
hood	kapuco	hood	kapuca	N;MASC+FEM;SG	N;ACC;FEM;SG
hood	hood	hood	hooda	N;MASC+FEM;SG	N;NOM;MASC;SG
ghost	duh	ghost	duh	N;MASC+FEM;SG	N;NOM;MASC;SG
vinci	vinci	vinci	vinec	N;MASC+FEM;SG	N;NOM;MASC;SG
kolom	stolpec	kolom	stolpec	N;MASC+FEM;SG	N;NOM;MASC;SG
kolom	kolona	kolom	kolona	N;MASC+FEM;SG	N;NOM;FEM;SG
opsomming	oštevilčenje	opsomming	oštevilčenje	N;MASC+FEM;SG	N;NOM;NEUT;SG
marino	marino	marino	marina	N;MASC+FEM;SG	N;ACC;FEM;SG
lombardije	lombardija	lombardije	lombardija	N;MASC+FEM;SG	N;NOM;FEM;SG
fresco	fresco	fresco	fresca	N;MASC+FEM;SG	N;NOM;MASC;SG
violen	violine	viol	violina	N;PL	N;NOM;FEM;PL
buis	cev	buis	cev	N;MASC+FEM;SG	N;NOM;FEM;SG
bord	plošča	bord	plošča	N;NEUT;SG	N;NOM;FEM;SG
bord	krožnik	bord	krožnik	N;NEUT;SG	N;NOM;MASC;SG
bord	tablica	bord	tablica	N;NEUT;SG	N;NOM;FEM;SG
bord	desko	bord	desko	N;NEUT;SG	N;ACC;FEM;SG
bord	krovu	bord	krov	N;NEUT;SG	N;DAT;MASC;SG
bord	deska	bord	deska	N;NEUT;SG	N;NOM;FEM;SG
bord	tabla	bord	tabel	N;NEUT;SG	N;NOM;FEM;SG
louisiana	louisiani	louisiana	louisian	N;MASC+FEM;SG	N;NOM;MASC;SG
face	obraz	face	obraz	N;MASC+FEM;SG	N;NOM;MASC;SG
face	obraza	face	obraz	N;MASC+FEM;SG	N;GEN;MASC;SG
face	face	face	faca	N;MASC+FEM;SG	N;NOM;FEM;SG
terminal	terminal	terminal	terminal	N;MASC+FEM;SG	N;NOM;MASC;SG
terminal	terminalu	terminal	terminal	N;MASC+FEM;SG	N;DAT;MASC;SG
continu	neprekinjen	continu	neprekinjen	ADJ	ADJ;NOM;INDF;MASC;SG
gegraven	izkopal	griven	izkopati	V;V.PTCP	V;PFV;MASC;SG;V.PTCP
gegraven	izkopali	griven	izkopati	V;V.PTCP	V;PFV;MASC;PL;V.PTCP
gegraven	kopal	griven	kopati	V;V.PTCP	V;IPFV;MASC;SG;V.PTCP
rossi	rossi	rossi	rossi	N;MASC+FEM;SG	N;NOM;MASC;SG
beveiliging	varnost	beveiliging	varnost	N;MASC+FEM;SG	N;NOM;FEM;SG
