ideale	ذہنی	ideal	ذہنی	ADJ;NOM;FEM;SG	ADJ
alarm	متوجہ.	alarmen	متوجہ.	ADJ	ADJ
alarm	خبردار	alarmen	خبردار	ADJ	ADJ
vernichten	مٹانا	vernichten	مٹا	V;NFIN	V;MASC;SG;NFIN;ACT
vernichten	مٹانا	vernichten	مٹا	V;NFIN	V;MASC;SG;NFIN;ACT
vernichten	ڈھانا	vernichten	ڈھانا	V;NFIN	V;SG;ACT
vernichten	مارنا	vernichten	مار	V;NFIN	V;MASC;SG;NFIN;ACT
senf	خردل.	senf	خردل.		
trauer	رنجیدہ	trau	رنجیدہ	ADJ	ADJ
trauer	رنجیدہ	trau	رنجیدہ	ADJ	ADJ
schief	ناہموار	schief	ناہموار	ADJ	ADJ
schief	ناہموار	schief	ناہموار	ADJ	ADJ
warmen	(	warm	(		
warmen	تاؤ	warm	تاؤ		
warmen	(	warm	(		
warmen	تاؤ	warm	تاؤ		
gemisch	متحد	gemisch	متحد	ADJ	ADJ
gemisch	آمیزہ	gemisch	آمیزہ	ADJ	ADJ
gemisch	آمیزہ	gemisch	آمیزہ	ADJ	ADJ
linearen	لمبا	linear	لمبا	ADJ	ADJ;NOM;MASC
rudern	پھٹکارنا.	rudern	پھٹکارنان	V;NFIN	V;SG;NFIN;ACT
rudern	ڈانٹنا	rudern	ڈانٹ	V;NFIN	V;NFIN
rudern	پھٹکارنا.	rudern	پھٹکارنان	V;NFIN	V;SG;NFIN;ACT
rudern	ڈانٹنا	rudern	ڈانٹ	V;NFIN	V;NFIN
seemann	ملاح.	seemann	ملاح.		
freundliche	موافق.	freundlich	موافق.	ADJ;NOM;FEM;SG	ADJ
freundliche	موافق.	freundlich	موافق.	ADJ;NOM;FEM;SG	ADJ
freundliche	دوستانہ	freundlich	دوستانہ	ADJ;NOM;FEM;SG	ADJ
legislative	قانونی	legislativ	قانونی	ADJ;NOM;FEM;PL	ADJ
bear	بھالو	bear	بھالو		
bear	جننا	bear	جننا		
bear	بھالو	bear	بھالو		
stoppen	تاننا	stoppen	تان	V;NFIN	V;SG;NFIN;ACT
stoppen	تاننا	stoppen	تان	V;NFIN	V;SG;NFIN;ACT
stoppen	ٹھہرنا	stoppen	ٹھہر	V;NFIN	V;MASC;SG;NFIN;ACT
stoppen	تھامنا	stoppen	تھامنا	V;NFIN	V;SG;NFIN;ACT
stoppen	رُکنا	stoppen	رُک	V;NFIN	V;SG;NFIN;ACT
stoppen	ہچکچانا	stoppen	ہچکچا	V;NFIN	V;MASC;SG;NFIN;ACT
stoppen	جھجکنا	stoppen	جھجک	V;NFIN	V;SG;NFIN;ACT
stoppen	رُکنا	stoppen	رُک	V;NFIN	V;SG;NFIN;ACT
stoppen	ہچکچانا	stoppen	ہچکچا	V;NFIN	V;MASC;SG;NFIN;ACT
stoppen	جھجکنا	stoppen	جھجک	V;NFIN	V;SG;NFIN;ACT
dynamischen	فعال	dynamisch	فعال	ADJ	ADJ
unternehmensgruppe	گروہ	unternehmensgruppe	گروہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
unternehmensgruppe	جمعیت	unternehmensgruppe	جمعیت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
unternehmensgruppe	گروہ	unternehmensgruppe	گروہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
unternehmensgruppe	جمعیت	unternehmensgruppe	جمعیت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
unternehmensgruppe	جماعت	unternehmensgruppe	جماعت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
ausgeprägte	نمایاں	ausgeprägt	نمایاں	ADJ;NOM;FEM;PL	ADJ
winde	آہنچہ.	wehden	آہنچہ.		
erfordern	چاہنا	erfordern	چاہ	V;NFIN	V;MASC;SG;NFIN;ACT
geografischen	جغرافیائی	geografisch	جغرافیائی	ADJ	ADJ;NOM
metropolregion	اصل	metropolregion	اصل	ADJ	ADJ
interessanten	دلچسپ	interessant	دلچسپ	ADJ	ADJ
screen	غلّے	screen	غلّہ		
screen	روک.	screen	روک.		
screen	غلّے	screen	غلّہ		
screen	روک.	screen	روک.		
spezifisch	واضح	spezifisch	واضح	ADJ	ADJ
schneiden	ٹکڑے	schneiden	ٹکڑے	V;NFIN	V;PFV;MASC;PL;V.PTCP;ACT
schneiden	چاقو	schneiden	چاقو	V;NFIN	V;MASC;SG;V.PTCP;ACT
schneiden	نگینے	schneiden	نگینہ	V;NFIN	V;MASC;SG;ACT
schneiden	دوڑنا.	schneiden	دوڑنا.	V;NFIN	V;MASC;SG;NFIN;ACT
schneiden	کاٹنے	schneiden	کاٹ	V;NFIN	V;ACC;NFIN
schneiden	ٹکڑے	schneiden	ٹکڑے	V;NFIN	V;PFV;MASC;PL;V.PTCP;ACT
schneiden	چاقو	schneiden	چاقو	V;NFIN	V;MASC;SG;V.PTCP;ACT
schneiden	نگینے	schneiden	نگینہ	V;NFIN	V;MASC;SG;ACT
schneiden	دوڑنا.	schneiden	دوڑنا.	V;NFIN	V;MASC;SG;NFIN;ACT
schneiden	کاٹنے	schneiden	کاٹ	V;NFIN	V;ACC;NFIN
schneiden	کترنیں	schneiden	کترن	V;NFIN	V;PL;FIN;ACT
gegenseitige	مشترک.	gegenseitig	مشترک.	ADJ;NOM;FEM;PL	ADJ
gegenseitige	باہمی	gegenseitig	باہمی	ADJ;NOM;FEM;PL	ADJ
gegenseitige	مشترک.	gegenseitig	مشترک.	ADJ;NOM;FEM;PL	ADJ
gegenseitige	جوابی	gegenseitig	جوابی	ADJ;NOM;FEM;PL	ADJ
gegenseitige	تکمیلی	gegenseitig	تکمیلی	ADJ;NOM;FEM;PL	ADJ
gegenseitige	جوابی	gegenseitig	جوابی	ADJ;NOM;FEM;PL	ADJ
gegenseitige	تکمیلی	gegenseitig	تکمیلی	ADJ;NOM;FEM;PL	ADJ
gegenseitige	باہمی	gegenseitig	باہمی	ADJ;NOM;FEM;PL	ADJ
klassizismus	قدیم	klassizismus	قدیم	ADJ	ADJ
gesandten	نمائندہ	gesandt	نمائندہ	ADJ	ADJ
dramen	کھیل.	dramen	کھیل.		
dramen	کھیل.	dramen	کھیل.		
verfügbarkeit	دستیابی	verfügbarkeit	دستیابی	ADJ	ADJ
pin	بروچ.	pin	بروچ.		
pin	up	pin	up		
ohr	سماعت	ohr	سماعت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
erliegen	مرنا	erliegen	مر	V;NFIN	V;MASC;SG;NFIN;ACT
ernsthafte	اہم	ernsthaft	اہم	ADJ;NOM;FEM;PL	ADJ
ernsthafte	معقول.	ernsthaft	معقول.	ADJ;NOM;FEM;PL	ADJ
ernsthafte	معتبر	ernsthaft	معتبر	ADJ;NOM;FEM;PL	ADJ
ernsthafte	اہم	ernsthaft	اہم	ADJ;NOM;FEM;PL	ADJ
ernsthafte	معقول.	ernsthaft	معقول.	ADJ;NOM;FEM;PL	ADJ
ernsthafte	معتبر	ernsthaft	معتبر	ADJ;NOM;FEM;PL	ADJ
ernsthafte	سنجیدہ	ernsthaft	سنجیدہ	ADJ;NOM;FEM;PL	ADJ
besorgt	مضطرب	besorgt	مضطرب	ADJ	ADJ
besorgt	متفکّر	besorgt	متفکّر	ADJ	ADJ
installieren	لگانا	installieren	لگا	V;NFIN	V;MASC;SG;NFIN;ACT
heilung	(	heilung	(		
wichtigkeit	معنویت.	wichtigkeit	معنویت.	ADJ	ADJ
wichtigkeit	معنویت.	wichtigkeit	معنویت.	ADJ	ADJ
geschäftsstelle	مہربانی	geschäftsstelle	مہربانی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
geschäftsstelle	عہدہ	geschäftsstelle	عہدہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
geschäftsstelle	مہربانی	geschäftsstelle	مہربانی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
geschäftsstelle	دفتر	geschäftsstelle	دفتر	N;NOM;FEM;SG	N;NOM;MASC;SG;3
geschäftsstelle	عہدہ	geschäftsstelle	عہدہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
geschäftsstelle	رجسٹری	geschäftsstelle	رجسٹری	N;NOM;FEM;SG	N;NOM;MASC;SG;3
roboter	مشینی	robot	مشینی	ADJ	ADJ
gesundheitswesen	مضبوطی	gesundheitswesen	مضبوطی	ADJ	ADJ
milieu	ماحول	milieu	ماحول	N;NOM;SG	N;NOM;MASC;SG;3
mächtig	طاقتور	mächtig	طاقتور	ADJ	ADJ
mächtig	قوی	mächtig	قوی	ADJ	ADJ
mächtig	زبردست	mächtig	زبردست	ADJ	ADJ
mächtig	طاقتور	mächtig	طاقتور	ADJ	ADJ
ausgezeichnete	بہترین	ausgezeichnet	بہترین	ADJ;NOM;FEM;SG	ADJ
ausgezeichnete	اعلیٰ	ausgezeichnet	اعلیٰ	ADJ;NOM;FEM;SG	ADJ
ausgezeichnete	شاندار	ausgezeichnet	شاندار	ADJ;NOM;FEM;SG	ADJ
ausgezeichnete	اعلیٰ	ausgezeichnet	اعلیٰ	ADJ;NOM;FEM;SG	ADJ
moralischen	مقولہ	moralisch	مقولہ	ADJ;ACC;SG	ADJ
haken	جال.	haken	جال.		
verfallen	رینجھنے	verfallen	رینجھنے	V;V.PTCP	V;NFIN
verfallen	گلنا	verfallen	گلنا	V;V.PTCP	V;SG;NFIN;ACT
kaputt	ناہموار	kaputt	ناہموار	ADJ	ADJ
wertvollen	قیمتی	wertvoll	قیمتی	ADJ	ADJ;NOM
loge	سمانا	logen	سمانا		
zwerg	کوچک.	zwerg	کوچک.		
traurig	شرمناک	traurig	شرمناک	ADJ	ADJ
traurig	رنجیدہ	traurig	رنجیدہ	ADJ	ADJ
traurig	شرمناک	traurig	شرمناک	ADJ	ADJ
strahlen	چمکنا	strahlen	چمک	V;NFIN	V;MASC;SG;NFIN;ACT
mehrfache	مخلوط	mehrfach	مخلوط	ADJ;NOM;FEM;PL	ADJ
mehrfache	متنوع.	mehrfach	متنوع.	ADJ;NOM;FEM;PL	ADJ
stromversorgung	صلاحیت	stromversorgung	صلاحیت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
stromversorgung	صلاحیت	stromversorgung	صلاحیت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
stromversorgung	بل	stromversorgung	بل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
süß	ذہین	süß	ذہین	ADJ	ADJ
süß	خوبصورت	süß	خوبصورت	ADJ	ADJ
süß	ذاتی	süß	ذاتی	ADJ	ADJ
süß	پسندیدہ	süß	پسندیدہ	ADJ	ADJ
süß	خصوصی	süß	خصوصی	ADJ	ADJ
komplexes	مربوط	komplex	مربوط	ADJ;NOM;NEUT;SG	ADJ
komplexes	مربوط	komplex	مربوط	ADJ;NOM;NEUT;SG	ADJ
komplexes	پیچیدہ	komplex	پیچیدہ	ADJ;NOM;NEUT;SG	ADJ
kristalle	صاف	kristall	صاف	ADJ;NOM	ADJ
zulässige	جائز	zulässig	جائز	ADJ;NOM;FEM;PL	ADJ
stürzen	ابھرنا.	stürzen	ابھرنا.	V;NFIN	V;MASC;SG;NFIN;ACT
stürzen	اترنا	stürzen	اتر	V;NFIN	V;MASC;SG;NFIN;ACT
stürzen	ڈھانا	stürzen	ڈھانا	V;NFIN	V;SG;ACT
stürzen	گرانا	stürzen	گرانا	V;NFIN	V;MASC;SG;NFIN;ACT
vernünftigen	متوازن	vernünftigen	متوازن	ADJ	ADJ
vernünftigen	واضح	vernünftigen	واضح	ADJ	ADJ
vernünftigen	متوازن	vernünftigen	متوازن	ADJ	ADJ
vernünftigen	واضح	vernünftigen	واضح	ADJ	ADJ
vernünftigen	معقول	vernünftigen	معقول	ADJ	ADJ
vernünftigen	مناسب	vernünftigen	مناسب	ADJ	ADJ
vernünftigen	متوازن	vernünftigen	متوازن	ADJ	ADJ
vernünftigen	فہمیدہ.	vernünftigen	فہمیدہ.	ADJ	ADJ
vernünftigen	مناسب	vernünftigen	مناسب	ADJ	ADJ
vernünftigen	معقول	vernünftigen	معقول	ADJ	ADJ
vernünftigen	متوازن	vernünftigen	متوازن	ADJ	ADJ
vernünftigen	فہمیدہ.	vernünftigen	فہمیدہ.	ADJ	ADJ
nachschlagewerk	مختصر	nachschlagewerk	مختصر	ADJ	ADJ
ace	یکہ	ace	یکہ		
unerwünschte	غیرمطلوبہ	unerwünscht	غیرمطلوبہ	ADJ;NOM;FEM;PL	ADJ
spezielles	مطلوبہ	speziell	مطلوبہ	ADJ;NOM;NEUT;SG	ADJ
spezielles	امتیازی	speziell	امتیازی	ADJ;NOM;NEUT;SG	ADJ
spezielles	اعلیٰ	speziell	اعلیٰ	ADJ;NOM;NEUT;SG	ADJ
spezielles	مقررہ	speziell	مقررہ	ADJ;NOM;NEUT;SG	ADJ
gefälle	ڈھالو	gefallen	ڈھالو		
inventar	فرد	inventar	فرد	N	N;NOM;MASC;SG;3
komplexer	مربوط	komplex	مربوط	ADJ	ADJ
komplexer	مربوط	komplex	مربوط	ADJ	ADJ
komplexer	پیچیدہ	komplex	پیچیدہ	ADJ	ADJ
zusätzliches	اضافی	zusätzlich	اضافی	ADJ;NOM;NEUT;SG	ADJ
zusätzliches	زائد	zusätzlich	زائد	ADJ;NOM;NEUT;SG	ADJ
zusätzliches	زائد	zusätzlich	زائد	ADJ;NOM;NEUT;SG	ADJ
zusätzliches	مزید	zusätzlich	مزید	ADJ;NOM;NEUT;SG	ADJ
zusätzliches	اضافی	zusätzlich	اضافی	ADJ;NOM;NEUT;SG	ADJ
zusätzliches	ذیلی	zusätzlich	ذیلی	ADJ;NOM;NEUT;SG	ADJ
zusätzliches	زائد	zusätzlich	زائد	ADJ;NOM;NEUT;SG	ADJ
zusätzliches	مزید	zusätzlich	مزید	ADJ;NOM;NEUT;SG	ADJ
richtigkeit	درستی	richtigkeit	درستی	ADJ	ADJ
offensichtliche	ظاہری	offensichtlich	ظاہری	ADJ;NOM;FEM;PL	ADJ
offensichtliche	آشکار	offensichtlich	آشکار	ADJ;NOM;FEM;PL	ADJ
offensichtliche	واضح	offensichtlich	واضح	ADJ;NOM;FEM;PL	ADJ
offensichtliche	آشکار	offensichtlich	آشکار	ADJ;NOM;FEM;PL	ADJ
offensichtliche	عیاں	offensichtlich	عیاں	ADJ;NOM;FEM;PL	ADJ
offensichtliche	واضح	offensichtlich	واضح	ADJ;NOM;FEM;PL	ADJ
günstige	موزوں	günstig	موزوں	ADJ;NOM;FEM;PL	ADJ
günstige	موافق	günstig	موافق	ADJ;NOM;FEM;PL	ADJ
günstige	مثبت	günstig	مثبت	ADJ;NOM;FEM;PL	ADJ
günstige	متفق	günstig	متفق	ADJ;NOM;FEM;PL	ADJ
günstige	معمولی	günstig	معمولی	ADJ;NOM;FEM;PL	ADJ
günstige	کمتر	günstig	کمتر	ADJ;NOM;FEM;PL	ADJ
günstige	معمولی	günstig	معمولی	ADJ;NOM;FEM;PL	ADJ
günstige	کمتر	günstig	کمتر	ADJ;NOM;FEM;PL	ADJ
günstige	گھٹیا	günstig	گھٹیا	ADJ;NOM;FEM;PL	ADJ
etage	میدان	etag	میدان	N;NOM;SG	N;NOM;MASC;SG;3
etage	غار	etag	غار	N;NOM;SG	N;NOM;MASC;SG;3
anwendbar	موزوں	anwendbar	موزوں	ADJ	ADJ
anwendbar	مناسب	anwendbar	مناسب	ADJ	ADJ
impuls	جوش	impuls	جوش	N;NOM;SG	N;NOM;MASC;SG;3
impuls	ابھار	impuls	ابھار	N;NOM;SG	N;NOM;MASC;SG;3
impuls	جوش	impuls	جوش	N;NOM;SG	N;NOM;MASC;SG;3
impuls	احساس	impuls	احساس	N;NOM;SG	N;NOM;MASC;SG;3
impuls	جذبہ	impuls	جذبہ	N;NOM;SG	N;NOM;MASC;SG;3
schenken	لگانا	schenken	لگا	V;NFIN	V;MASC;SG;NFIN;ACT
schenken	پڑھنا	schenken	پڑھ	V;NFIN	V;MASC;SG;NFIN;ACT
schenken	بتانا	schenken	بتا	V;NFIN	V;MASC;SG;NFIN;ACT
schenken	بولنا	schenken	بول	V;NFIN	V;MASC;SG;NFIN;ACT
schenken	سنانا	schenken	سنا	V;NFIN	V;MASC;SG;NFIN;ACT
schenken	کہنا	schenken	کہہ	V;NFIN	V;MASC;NFIN
ausgeglichen	ٹہنی	ausgeglichen	ٹہنی	ADJ	ADJ
fahrwerk	معطلی	fahrwerk	معطلی	ADJ	ADJ
fahrwerk	موزوں	fahrwerk	موزوں	ADJ	ADJ
ähm	اوں	er|es	اوں		
experimentellen	اختباری	experimentell	اختباری	ADJ	ADJ;NOM
experimentellen	عارضی	experimentell	عارضی	ADJ	ADJ
tendenziell	متحرک	tendenziell	متحرک	ADJ	ADJ
tendenziell	راغب	tendenziell	راغب	ADJ	ADJ
tendenziell	ممد	tendenziell	ممد	ADJ	ADJ
päpstliche	آمرانہ	päpstlich	آمرانہ	ADJ;NOM;FEM;PL	ADJ
milde	ٹھس	milde	ٹھس		
milde	ٹھس	milde	ٹھس		
kompatibel	روادار	kompatibel	روادار	ADJ	ADJ
kompatibel	موافق	kompatibel	موافق	ADJ	ADJ
uff	اوہ	uff	اوہ		
uff	اکتاہٹ	uff	اکتاہٹ		
sprecherin	ناطق.	sprecherin	ناطق.	ADJ	ADJ
sprecherin	نمائندہ	sprecherin	نمائندہ	ADJ	ADJ
sprecherin	ناطق.	sprecherin	ناطق.	ADJ	ADJ
sprecherin	نمائندہ	sprecherin	نمائندہ	ADJ	ADJ
göttliche	ربّانی	göttlich	ربّانی	ADJ;NOM;FEM;PL	ADJ
göttliche	متبرک	göttlich	متبرک	ADJ;NOM;FEM;PL	ADJ
weizen	گیہوں	weizen	گیہوں		
gegenseitigen	مشترک.	gegenseitig	مشترک.	ADJ	ADJ
gegenseitigen	باہمی	gegenseitig	باہمی	ADJ	ADJ
gegenseitigen	مشترک.	gegenseitig	مشترک.	ADJ	ADJ
gegenseitigen	جوابی	gegenseitig	جوابی	ADJ	ADJ
gegenseitigen	تکمیلی	gegenseitig	تکمیلی	ADJ	ADJ
gegenseitigen	جوابی	gegenseitig	جوابی	ADJ	ADJ
gegenseitigen	تکمیلی	gegenseitig	تکمیلی	ADJ	ADJ
gegenseitigen	باہمی	gegenseitig	باہمی	ADJ	ADJ
pen	قلم	pen	قلم		
bewerben	چلانا	bewerben	چلا	V;NFIN	V;MASC;SG;NFIN;ACT
bewerben	چڑھانا	bewerben	چڑھا	V;NFIN	V;MASC;SG;NFIN;ACT
bewerben	اٹھانا	bewerben	اٹھا	V;NFIN	V;MASC;SG;NFIN;ACT
geometrischen	ہموار	geometrisch	ہموار	ADJ	ADJ
hervorragend	بہترین	hervorragend	بہترین	ADJ	ADJ
hervorragend	اعلیٰ	hervorragend	اعلیٰ	ADJ	ADJ
hervorragend	شاندار	hervorragend	شاندار	ADJ	ADJ
hervorragend	اعلیٰ	hervorragend	اعلیٰ	ADJ	ADJ
romantische	غیرحقیقی	romantisch	غیرحقیقی	ADJ;NOM;FEM;PL	ADJ
romantische	تخیئلی	romantisch	تخیئلی	ADJ;NOM;FEM;PL	ADJ
romantische	رومانی	romantisch	رومانی	ADJ;NOM;FEM;PL	ADJ
rechtfertigung	درست	rechtfertigung	درست	ADJ	ADJ
dienstleistung	بجلی	dienstleistung	بجلی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
dienstleistung	دعا	dienstleistung	دعا	N;NOM;FEM;SG	N;NOM;FEM;SG;3
dienstleistung	گیس	dienstleistung	گیس	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dienstleistung	خدمت	dienstleistung	خدمت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
geometrische	ہموار	geometrisch	ہموار	ADJ;NOM;FEM;PL	ADJ
auflösen	بکھیرنا.	auflösen	بکھیرنا.	V;NFIN	V;SG;ACT
pure	off	pur	off		
pure	عمود	pur	عمود		
pure	(	pur	(		
pure	عین	pur	عین		
pure	طاہر	pur	طاہر		
pure	فقط.	pur	فقط.		
pure	طاہر	pur	طاہر		
pure	محض	pur	محض		
pure	سچّا	pur	سچّا		
pure	پاک	pur	پاک		
pure	فقط.	pur	فقط.		
iranische	ایرانی	iranisch	ایرانی	ADJ;NOM;FEM;PL	ADJ
joch	بہنگی	joch	بہنگی		
verlängern	دینا	verlängern	دے	V;NFIN	V;MASC;SG;NFIN;ACT
verlängern	بتانا	verlängern	بتا	V;NFIN	V;MASC;SG;NFIN;ACT
verlängern	دہرانا	verlängern	دہرانا	V;NFIN	V;MASC;SG;V.PTCP;ACT
verlängern	بڑھانا	verlängern	بڑھا	V;NFIN	V;MASC;SG;NFIN;ACT
trick	بیکار	trick	بیکار		
konföderation	اتحادی	konföderation	اتحادی	ADJ	ADJ
reiten	چھیڑنا.	reiten	چھیڑنا.	V;NFIN	V;NFIN;ACT
reiten	بیٹھنا	reiten	بیٹھ	V;NFIN	V;MASC;SG;NFIN;ACT
reiten	پھلانگنے	reiten	پھلانگنے	V;NFIN	V;NFIN;ACT
reiten	پھلانگنے	reiten	پھلانگنے	V;NFIN	V;NFIN;ACT
haftung	ملحق	haftung	ملحق	N;SG	N;NOM;MASC;SG;3
entsprechung	مماثل	entsprechung	مماثل	ADJ	ADJ
entsprechung	یکساں	entsprechung	یکساں	ADJ	ADJ
wächter	نگہبانی	wacht	نگہبانی	ADJ	ADJ
idealen	ذہنی	ideal	ذہنی	ADJ	ADJ
ärztin	استاد	ärztin	استاد	N;SG	N;NOM;MASC;SG;3
schwanger	پُرتخیّل	schwanger	پُرتخیّل	ADJ	ADJ
schwanger	پُرمغز	schwanger	پُرمغز	ADJ	ADJ
binder	طبلق.	binder	طبلق.		
mitteilung	مشاہدہ	mitteilung	مشاہدہ	N;FEM;SG	N;NOM;MASC;SG;3
mitteilung	توجہ	mitteilung	توجہ	N;FEM;SG	N;NOM;MASC;SG;3
mitteilung	مہم	mitteilung	مہم	N;FEM;SG	N;NOM;MASC;SG;3
mitteilung	پیغام	mitteilung	پیغام	N;FEM;SG	N;NOM;MASC;SG;3
mitteilung	ارشاد	mitteilung	ارشاد	N;FEM;SG	N;NOM;MASC;SG;3
mitteilung	مقصد	mitteilung	مقصد	N;FEM;SG	N;NOM;MASC;SG;3
mitteilung	اعلان	mitteilung	اعلان	N;FEM;SG	N;NOM;MASC;SG;3
mitteilung	راستہ	mitteilung	راستہ	N;FEM;SG	N;NOM;MASC;SG;3
mitmachen	باندھنا	mitmachen	باندھنا	V;NFIN	V;NFIN;ACT
grass	چراگاہ.	graß	چراگاہ.		
festhalten	پانا	festhalten	پانا	V;NFIN	V;SG;NFIN;ACT
festhalten	ماننا.	festhalten	ماننا.	V;NFIN	V;NFIN;ACT
festhalten	پانا	festhalten	پانا	V;NFIN	V;SG;NFIN;ACT
festhalten	ماننا.	festhalten	ماننا.	V;NFIN	V;NFIN;ACT
festhalten	سنبھالنا	festhalten	سنبھال	V;NFIN	V;MASC;SG;NFIN;ACT
ofen	تنور	ofen	تنور	N	N;NOM;MASC;SG;3
rasen	چراگاہ.	rasen	چراگاہ.		
unbedeutend	معمولی	unbedeutend	معمولی	ADJ	ADJ
unbedeutend	لایعنی	unbedeutend	لایعنی	ADJ	ADJ
unbedeutend	غیراہم	unbedeutend	غیراہم	ADJ	ADJ
jahreszeit	ماہر	jahreszeit	ماہر	ADJ	ADJ
jahreszeit	مناسب	jahreszeit	مناسب	ADJ	ADJ
zeige	دکھاوا	zeigen	دکھا	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
zeige	دکھانا	zeigen	دکھا	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
zeige	دکھاوا	zeigen	دکھا	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
zeige	دکھانا	zeigen	دکھا	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
lückenhaft	ناہموار.	lückenhaft	ناہموار.	ADJ	ADJ
lückenhaft	متفرق.	lückenhaft	متفرق.	ADJ	ADJ
lückenhaft	نامکمل	lückenhaft	نامکمل	ADJ	ADJ
trivial	فرسودہ	trivial	فرسودہ	ADJ	ADJ
trivial	فرسودہ	trivial	فرسودہ	ADJ	ADJ
frische	ستھرا	frisch	ستھرا	ADJ;NOM;FEM;PL	ADJ
frische	مستعد	frisch	مستعد	ADJ;NOM;FEM;PL	ADJ
statische	جامد	statisch	جامد	ADJ;NOM;FEM;PL	ADJ
sakrament	باطنی	sakrament	باطنی	ADJ	ADJ
konstrukteur	مخصوص	konstrukteur	مخصوص	ADJ	ADJ
zinsen	بیاج.	zinsen	بیاج.		
zinsen	بیاج.	zinsen	بیاج.		
vorschrift	(	vorschreifen	(		
sinken	چھانا	sinken	چھانا	V;NFIN	V;SG;NFIN;ACT
verbrennung	احتراق	verbrennung	احتراق	N;NOM;FEM;SG	N;NOM;MASC;SG;3
verbrennung	داغ	verbrennung	داغ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ritual	رواج	ritual	رواج	N;NOM;SG	N;NOM;MASC;SG;3
ritual	ریت	ritual	ریت	N;NOM;SG	N;NOM;MASC;SG;3
lesbar	واضح	lesbar	واضح	ADJ	ADJ
lesbar	صاف	lesbar	صاف	ADJ	ADJ
hub	وار	hub	وار		
hub	ضرب	hub	ضرب		
beweist	آزمانا	beweisen	آزما	V;IND;SG;3;PRS;FIN	V;SG;ACT
drohung	(	drohung	(		
drohung	(	drohung	(		
fliegende	مختصر	fliegend	مختصر	ADJ;NOM;FEM;PL	ADJ
gemischte	مخلوط	gemischt	مخلوط	ADJ;NOM;FEM;PL	ADJ
verbindlich	لازمی	verbindlich	لازمی	ADJ	ADJ
verbindlich	ناگزیر	verbindlich	ناگزیر	ADJ	ADJ
verbindlich	اصلی	verbindlich	اصلی	ADJ	ADJ
veraltete	پرانا	veraltet	پرانا	ADJ;NOM;SG	ADJ;NOM;MASC;SG
veraltete	فرسودہ	veraltet	فرسودہ	ADJ;NOM;SG	ADJ
veraltete	منسوخ	veraltet	منسوخ	ADJ;NOM;SG	ADJ
veraltete	ابتدائی	veraltet	ابتدائی	ADJ;NOM;SG	ADJ
veraltete	پسماندہ	veraltet	پسماندہ	ADJ;NOM;SG	ADJ
veraltete	منسوخ	veraltet	منسوخ	ADJ;NOM;SG	ADJ
veraltete	ابتدائی	veraltet	ابتدائی	ADJ;NOM;SG	ADJ
veraltete	متروک	veraltet	متروک	ADJ;NOM;SG	ADJ
veraltete	پسماندہ	veraltet	پسماندہ	ADJ;NOM;SG	ADJ
liberaler	فیاضانہ	liberal	فیاضانہ	ADJ	ADJ
liberaler	بھرپور	liberal	بھرپور	ADJ	ADJ
aufwärts	سامنے	aufwärts	سامنے	ADV	ADV;NOM;MASC;SG;3
heimisch	خلقی	heimisch	خلقی	ADJ	ADJ
darm	قعر	darm	قعر		
darm	خلاصہ.	darm	خلاصہ.		
beispielhaft	مثالی	beispielhaft	مثالی	ADJ	ADJ
frame	پنجر	framen	پنجر		
frame	(	framen	(		
frame	ہاڑ	framen	ہاڑ		
frame	پنجر	framen	پنجر		
frame	(	framen	(		
frame	ڈھانچا	framen	ڈھانچا		
frame	ہاڑ	framen	ہاڑ		
seil	لہاس	seil	لہاس		
seil	(	seil	(		
seil	(	seil	(		
seil	لہاس	seil	لہاس		
seil	(	seil	(		
seil	(	seil	(		
gefährlichen	خطرناک	gefährlich	خطرناک	ADJ	ADJ
gefährlichen	خطرناک	gefährlich	خطرناک	ADJ	ADJ
metzger	خونخوار	metzger	خونخوار		
architektonische	تعمیراتی	architektonisch	تعمیراتی	ADJ;NOM;FEM;PL	ADJ;NOM
fernen	خفیف	fern	خفیف		
fernen	خفیف	fern	خفیف		
fernen	دُور	fern	دُور		
