com	mit	com	mit	ADP	ADP
possíveis	mögliche	possível	möglich	ADJ;MASC;PL	ADJ;NOM;FEM;PL
possíveis	möglich	possível	möglich	ADJ;MASC;PL	ADJ
unânime	einmütig	unânime	einmütig	ADJ;MASC;SG	ADJ
unânime	einstimmig	unânime	einstimmig	ADJ;MASC;SG	ADJ
unânime	einstimmigkeit	unânime	einstimmigkeit	ADJ;MASC;SG	ADJ
unânime	einstimmigen	unânime	einstimmig	ADJ;MASC;SG	ADJ
semelhantes	vergleichbar	semelhante	vergleichbar	ADJ;MASC;PL	ADJ
semelhantes	ähnliche	semelhante	ähnlich	ADJ;MASC;PL	ADJ;NOM;FEM;PL
semelhantes	ähnlich	semelhante	ähnlich	ADJ;MASC;PL	ADJ
semelhantes	ähnlichen	semelhante	ähnlich	ADJ;MASC;PL	ADJ
chaves	tasten	chave	tasten	N;MASC;PL	N
end	ende	end	ende	N;MASC;SG	N;ACC;NEUT;SG
consumo	konsum	consumo	konsum	N;MASC;SG	N;SG
consumo	verzehr	consumo	verzehr	N;MASC;SG	N;SG
motores	motoren	motor	motor	N;MASC;PL	N;NOM;PL
motores	triebwerke	motor	triebwerk	N;MASC;PL	N;NOM;FEM;PL
motores	motoren	motor	motor	N;MASC;PL	N;NOM;PL
portas	tore	porta	tor	N;FEM;PL	N;NOM;NEUT;PL
portas	tür	porta	tür	N;FEM;PL	N
magnitude	ausmaß	magnitude	ausmaß	N;FEM;SG	N;NOM;SG
camisa	shirt	camisa	shirt	N;FEM;SG	N;NOM;SG
camisa	hemd	camisa	hemd	N;FEM;SG	N;NOM;SG
iniciativa	initiative	iniciativa	initiativ	N;FEM;SG	N;NOM;FEM;SG
normas	standards	norma	standards	N;FEM;PL	N;NOM
últimas	letzten	último	letzt	ADJ;FEM;PL	ADJ;PL
últimas	aktuellste	último	aktuell	ADJ;FEM;PL	ADJ;NOM;FEM;PL
últimas	neuesten	último	neu	ADJ;FEM;PL	ADJ
últimas	neueste	último	neu	ADJ;FEM;PL	ADJ;NOM;FEM;PL
últimas	aktuelle	último	aktuell	ADJ;FEM;PL	ADJ;NOM;FEM;PL
patrimônio	erbe	patrimônio	erben	N;MASC;SG	N;NOM;NEUT;SG
redução	verringerung	redução	verringerung	N;FEM;SG	N;NOM;FEM;SG
redução	ermäßigung	redução	Ermäßigung	N;FEM;SG	N;NOM;SG
redução	reduktion	redução	Reduktion	N;FEM;SG	N;SG
redução	reduzierung	redução	Reduzierung	N;FEM;SG	N;NOM;FEM;SG
redução	kürzung	redução	kürzung	N;FEM;SG	N;NOM;FEM;SG
enredo	fläche	enredo	fläche	N;MASC;SG	N;NOM;FEM;SG
enredo	zeichnung	enredo	zeichnung	N;MASC;SG	N;NOM;FEM;SG
cônjuge	ehefrau	cônjuge	ehefrau	N;MASC;SG	N;NOM;FEM;SG
chamou	aufgerufen	chamar	aufrufen	V;IND;SG;3;PST;FIN	V;V.PTCP
chamou	angerufen	chamar	anrufen	V;IND;SG;3;PST;FIN	V;V.PTCP
chamou	rief	chamar	rufen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
chamou	genannt	chamar	nennen	V;IND;SG;3;PST;FIN	V;V.PTCP
chamou	gerufen	chamar	rufen	V;IND;SG;3;PST;FIN	V;V.PTCP
pior	schlimmste	mau	schlimm	ADJ;MASC;SG	ADJ;NOM;SG
pior	schlimmsten	mau	schlimm	ADJ;MASC;SG	ADJ
pior	schlechteste	mau	schlecht	ADJ;MASC;SG	ADJ;NOM;FEM;SG
pior	schlechter	mau	schlecht	ADJ;MASC;SG	ADJ
pior	schlimmeres	mau	schlimmer	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
pior	schlechteren	mau	schlecht	ADJ;MASC;SG	ADJ
pior	schlimmer	mau	schlimm	ADJ;MASC;SG	ADJ
registros	datensätze	registro	datensatz	N;MASC;PL	N;NOM;FEM;PL
registros	registrierungen	registro	registrierung	N;MASC;PL	N;NOM;FEM;PL
goleiro	torwart	goleiro	torwart	N;MASC;SG	N;NOM;MASC;SG
goleiro	torwart	goleiro	torwart	N;MASC;SG	N;NOM;MASC;SG
contos	erzählungen	conto	erzählingen	N;MASC;PL	N;NOM;FEM;PL
trinta	dreißig	trinta	dreißig	NUM	NUM
death	todesstrafe	death	todesstraf	N;MASC;SG	N;NOM;FEM;SG
trabalhando	arbeiten	trabalhar	arbeiten	V;V.MSDR	V;NFIN
publicações	veröffentlichungen	publicação	veröffentlichung	N;FEM;PL	N;NOM;FEM;PL
publicações	publikationen	publicação	publikationen	N;FEM;PL	N;NOM;FEM;PL
ranking	rangliste	ranking	ranglist	N;MASC;SG	N;NOM;FEM;SG
ranking	rangliste	ranking	ranglist	N;MASC;SG	N;NOM;FEM;SG
size	größe	sizer	groß	N;MASC;SG	N;NOM;FEM;SG
escravos	sklaven	escravo	sklaven	N;MASC;PL	N;PL
escravos	sklaven	escravo	sklaven	N;MASC;PL	N;PL
sites	standorte	site	standort	N;MASC;PL	N;NOM
corpos	karosserien	corpo	karosserie	N;MASC;PL	N;NOM;PL
candidatos	kandidaten	candidato	kandidat	N;MASC;PL	N;NOM;PL
candidatos	beitrittskandidaten	candidato	beitrittskandidaten	N;MASC;PL	N;NOM;PL
candidatos	kandidaten	candidato	kandidat	N;MASC;PL	N;NOM;PL
candidatos	kandidat	candidato	kandidat	N;MASC;PL	N
finalização	fertigstellung	finalização	fertigstellung	N;FEM;SG	N;NOM;FEM;SG
finalização	fertigstellung	finalização	fertigstellung	N;FEM;SG	N;NOM;FEM;SG
finalização	antragstellung	finalização	antragstellung	N;FEM;SG	N;NOM;FEM;SG
finalização	einreichung	finalização	einreichung	N;FEM;SG	N;NOM;FEM;SG
existente	bestehenden	existente	bestehend	ADJ;MASC;SG	ADJ
resolver	auflösen	resolver	auflösen	V;NFIN	V;NFIN
resolver	lösen	resolver	lösen	V;NFIN	V;NFIN
resolver	beheben	resolver	beheben	V;NFIN	V;NFIN
resolver	lösen	resolver	lösen	V;NFIN	V;NFIN
ferramenta	tool	ferramenta	tool	N;FEM;SG	N;NOM;NEUT;SG
ferramenta	werkzeug	ferramenta	werkzeug	N;FEM;SG	N;NOM;SG
promovido	gefördert	promover	fördern	V;MASC;SG;V.PTCP	V;V.PTCP
promovido	befördert	promover	befördern	V;MASC;SG;V.PTCP	V;V.PTCP
promovido	beworben	promover	bewerben	V;MASC;SG;V.PTCP	V;V.PTCP
assassinato	anschlag	assassinato	anschlagen	N;MASC;SG	N;SG
assassinato	attentat	assassinato	attentaben	N;MASC;SG	N;NOM;SG
vendeu	verkauft	vender	verkaufen	V;IND;SG;3;PST;FIN	V;V.PTCP
vendeu	verkaufte	vender	verkaufen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
grave	schwerwiegend	grave	schwerwiegend	ADJ;MASC;SG	ADJ
grave	ernsthaft	grave	ernsthaft	ADJ;MASC;SG	ADJ
grave	ernste	grave	ernst	ADJ;MASC;SG	ADJ;NOM;SG
grave	schwer	grave	schwer	ADJ;MASC;SG	ADJ
grave	schwerwiegend	grave	schwerwiegend	ADJ;MASC;SG	ADJ
grave	schweren	grave	schwer	ADJ;MASC;SG	ADJ;SG
traz	mitbringen	trazer	mitbringen	V;IND;SG;3;PRS;FIN	V;NFIN
traz	bringen	trazer	bringen	V;IND;SG;3;PRS;FIN	V;NFIN
traz	bringt	trazer	bringen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
traz	bringt	trazer	bringen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
permanente	permanente	permanente	permanent	ADJ;MASC;SG	ADJ;NOM;FEM;SG
permanente	dauerhaft	permanente	dauerhaft	ADJ;MASC;SG	ADJ
permanente	permanent	permanente	permanent	ADJ;MASC;SG	ADJ
permanente	ständigen	permanente	ständig	ADJ;MASC;SG	ADJ
instalação	einbau	instalação	einbau	N;FEM;SG	N;SG
instalação	installation	instalação	installation	N;FEM;SG	N;SG
instalação	anlage	instalação	anlage	N;FEM;SG	N;NOM;FEM;SG
instalação	installation	instalação	installation	N;FEM;SG	N;SG
considera	überlegen	considerar	überlegen	V;IND;SG;3;PRS;FIN	V;NFIN
considera	betrachten	considerar	betrachten	V;IND;SG;3;PRS;FIN	V;NFIN
considera	erwägen	considerar	erwägen	V;IND;SG;3;PRS;FIN	V;NFIN
status	status	status	status	N;MASC;SG	N
retirada	widerruf	retirada	widerrufen	N;FEM;SG	N
retirada	entzug	retirada	entzagen	N;FEM;SG	N
retirada	rücknahme	retirada	rücknahm	N;FEM;SG	N;SG
interessante	interessanten	interessante	interessant	ADJ;MASC;SG	ADJ
interessante	interessanter	interessante	interessant	ADJ;MASC;SG	ADJ
interessante	interessantes	interessante	interessant	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
interessante	interessant	interessante	interessant	ADJ;MASC;SG	ADJ
zonas	zonen	zona	zon	N;FEM;PL	N;NOM;PL
relacionadas	verwandten	relacionar	verwandt	V;FEM;PL;V.PTCP	V;PL;FIN
contratado	angeheuert	contratar	anpeuern	V;MASC;SG;V.PTCP	V;V.PTCP
contratado	eingestellt	contratar	einstellen	V;MASC;SG;V.PTCP	V;V.PTCP
association	assoziation	association	assoziation	N;MASC;SG	N;NOM;FEM;SG
association	vereinigung	association	vereinigung	N;MASC;SG	N;NOM;FEM;SG
padrões	standards	padrão	standards	N;MASC;PL	N;NOM
representou	repräsentierte	representar	repräsentieren	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
representou	vertreten	representar	vertreten	V;IND;SG;3;PST;FIN	V;V.PTCP
representou	repräsentiert	representar	repräsentieren	V;IND;SG;3;PST;FIN	V;V.PTCP
representou	vertrat	representar	vertreten	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
representando	repräsentieren	representar	repräsentieren	V;V.MSDR	V;NFIN
representando	repräsentiert	representar	repräsentieren	V;V.MSDR	V;V.PTCP
representando	vertreten	representar	vertreten	V;V.MSDR	V;V.PTCP
ajudou	geholfen	ajudar	helfen	V;IND;SG;3;PST;FIN	V;V.PTCP
ajudou	half	ajudar	helfen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
responsáveis	verantwortlich	responsável	verantwortlich	ADJ;MASC;PL	ADJ
responsáveis	verantwortliche	responsável	verantwortlich	ADJ;MASC;PL	ADJ;NOM;FEM;PL
responsáveis	verantwortlicher	responsável	verantwortlicher	ADJ;MASC;PL	ADJ
college	hochschule	college	hochschule	N;MASC;SG	N;NOM;FEM;SG
amarelo	gelb	amarelo	gelb	ADJ;MASC;SG	ADJ
considerando	erwägung	considerar	Erwägung	V;V.MSDR	V
mister	herr	mister	herr	N;MASC;SG	N;NOM;MASC;SG
interpretada	ausgelegt	interpretar	auslegen	V;FEM;SG;V.PTCP	V;V.PTCP
interpretada	interpretiert	interpretar	interpretieren	V;FEM;SG;V.PTCP	V;V.PTCP
nascida	geboren	nascer	gebären	V;FEM;SG;V.PTCP	V;V.PTCP
nascida	geb	nascer	geb	V;FEM;SG;V.PTCP	V;V.PTCP
cidadãos	bürgerinnen	cidadão	bürgerinnen	N;MASC;PL	N;NOM;PL
salvar	speichern	salvar	speichern	V;NFIN	V;NFIN
salvar	sparen	salvar	sparen	V;NFIN	V;NFIN
salvar	retten	salvar	retten	V;NFIN	V;NFIN
salvar	speichere	salvar	speich	V;NFIN	V;IND;SG;3;PRS;FIN
salvar	speichern	salvar	speichern	V;NFIN	V;NFIN
salvar	sparen	salvar	sparen	V;NFIN	V;NFIN
salvar	retten	salvar	retten	V;NFIN	V;NFIN
cadeia	kette	cadeia	kett	N;FEM;SG	N;NOM;FEM;SG
orientação	anleitung	orientação	anleitung	N;FEM;SG	N;NOM;FEM;SG
orientação	orientierung	orientação	orientierung	N;FEM;SG	N;NOM;FEM;SG
opções	optionen	opção	option	N;FEM;PL	N;NOM;FEM;PL
funcionários	beamte	funcionário	beamt	N;MASC;PL	N;NOM;FEM;PL
pib	bip	pib	bip	N;MASC;SG	N;NOM;NEUT;SG
pib	bip	pib	bip	N;MASC;SG	N;NOM;NEUT;SG
trouxe	gebracht	trazer	bringen	V;IND;SG;3;PST;FIN	V;V.PTCP
trouxe	brachte	trazer	bringen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
trouxe	mitgebracht	trazer	mitbringen	V;IND;SG;3;PST;FIN	V;V.PTCP
documento	dokument	documento	dokument	N;MASC;SG	N;NOM;NEUT;SG
documento	dokumente	documento	dokument	N;MASC;SG	N;NOM;SG
comitê	ausschuss	comitê	ausschassen	N;MASC;SG	N
comitê	ausschuß	comitê	ausscheßen	N;MASC;SG	N;SG
produziu	produziert	produzir	produzieren	V;IND;SG;3;PST;FIN	V;V.PTCP
produziu	hergestellt	produzir	herstellen	V;IND;SG;3;PST;FIN	V;V.PTCP
produziu	erzeugt	produzir	erzeugen	V;IND;SG;3;PST;FIN	V;V.PTCP
margens	margen	margem	margen	N;FEM;PL	N
destruição	verwüstung	destruição	verwüstung	N;FEM;SG	N;NOM;SG
destruição	vernichtung	destruição	vernichtung	N;FEM;SG	N;NOM;FEM;SG
permitindo	ermöglichen	permitir	ermöglichen	V;V.MSDR	V;NFIN
ativo	aktiven	ativo	aktiv	ADJ;MASC;SG	ADJ
ativo	aktiv	ativo	aktiv	ADJ;MASC;SG	ADJ
ativo	aktiver	ativo	aktiv	ADJ;MASC;SG	ADJ
ativo	vermögenswerte	ativo	vermögenswert	ADJ;MASC;SG	ADJ;NOM;FEM;SG
descrito	beschrieb	descrever	beschreiben	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
descrito	beschreibt	descrever	beschreiben	V;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN
descrito	beschrieben	descrever	beschreiben	V;MASC;SG;V.PTCP	V;V.PTCP
próximos	bevorstehende	próximo	bevorstehend	ADJ;MASC;PL	ADJ;NOM;FEM;PL
próximos	anstehende	próximo	anstehend	ADJ;MASC;PL	ADJ;NOM;FEM;PL
próximos	kommende	próximo	kommend	ADJ;MASC;PL	ADJ;NOM;FEM;PL
próximos	kommenden	próximo	kommend	ADJ;MASC;PL	ADJ;PL
próximos	nächste	próximo	nah	ADJ;MASC;PL	ADJ;NOM;FEM;PL
cria	schafft	criar	schaffen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
cria	erstellt	criar	erstellen	V;IND;SG;3;PRS;FIN	V;V.PTCP
cria	erzeugt	criar	erzeugen	V;IND;SG;3;PRS;FIN	V;V.PTCP
cria	erschafft	criar	erschaffen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
cria	erstellen	criar	erstellen	V;IND;SG;3;PRS;FIN	V;NFIN
cria	schaffen	criar	schaffen	V;IND;SG;3;PRS;FIN	V;NFIN
cria	erzeugen	criar	erzeugen	V;IND;SG;3;PRS;FIN	V;NFIN
cria	erstelle	criar	erstelle	V;IND;SG;3;PRS;FIN	V;SG;FIN
cria	anlegen	criar	anlegen	V;IND;SG;3;PRS;FIN	V;NFIN
raça	züchtung	raça	züchtung	N;FEM;SG	N;NOM;FEM;SG
bilhões	milliarden	bilhão	milliarden	N;MASC;PL	N;NOM;FEM;PL
bilhões	milliarden	bilhão	milliarden	N;MASC;PL	N;NOM;FEM;PL
bilhões	billionen	bilhão	billion	N;MASC;PL	N;NOM;FEM;PL
contar	zählt	contar	zählen	V;NFIN	V;IND;SG;3;PRS;FIN
contar	zählen	contar	zählen	V;NFIN	V;NFIN
contar	gezählt	contar	zählen	V;NFIN	V;V.PTCP
papéis	papiere	papel	papieren	N;MASC;PL	N;NOM;PL
propostas	ausschreibungen	proposta	ausschreibung	N;FEM;PL	N;NOM;FEM;PL
direta	direkten	direto	direkt	ADJ;FEM;SG	ADJ
direta	direkt	direto	direkt	ADJ;FEM;SG	ADJ
direta	direkter	direto	direkt	ADJ;FEM;SG	ADJ
direta	direktes	direto	direkt	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
acontecimentos	veranstaltungen	acontecimento	veranstaltung	N;MASC;PL	N;NOM;FEM;PL
acontecimentos	anlässe	acontecimento	anlassen	N;MASC;PL	N;NOM;FEM;PL
marcada	etikettiert	marcar	etikettieren	V;FEM;SG;V.PTCP	V;V.PTCP
tag	tag	tag	tagen	N;FEM;SG	N;NOM;MASC;SG
medieval	mittelalterlichen	medieval	mittelalterlich	ADJ;MASC;SG	ADJ
perdido	verlor	perder	verlieren	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
perdido	verirrt	perder	verirren	V;MASC;SG;V.PTCP	V;V.PTCP
perdido	verloren	perder	verlieren	V;MASC;SG;V.PTCP	V;V.PTCP
participaram	teilgenommen	participar	teilnehmen	V;IND;PL;3;FIN	V;V.PTCP
participaram	teilnahmen	participar	teilnehmen	V;IND;PL;3;FIN	V;IND;PL;3;PST;FIN
servir	servieren	servir	servieren	V;NFIN	V;NFIN
servir	dienen	servir	dienen	V;NFIN	V;NFIN
servir	servieren	servir	servieren	V;NFIN	V;NFIN
servir	dienen	servir	dienen	V;NFIN	V;NFIN
lutar	bekämpfen	lutar	bekämpfen	V;NFIN	V;NFIN
lutar	kämpfen	lutar	kämpfen	V;NFIN	V;NFIN
potência	leistung	potência	leistung	N;FEM;SG	N;NOM;FEM;SG
potência	stromversorgung	potência	stromversorgung	N;FEM;SG	N;NOM;FEM;SG
imigrantes	migranten	imigrante	migrant	N;MASC;PL	N;PL
imigrantes	immigranten	imigrante	immigrant	N;MASC;PL	N;PL
imigrantes	immigranten	imigrante	immigrant	N;MASC;PL	N;PL
funciona	funktioniert	funcionar	funktionieren	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
funciona	arbeiten	funcionar	arbeiten	V;IND;SG;3;PRS;FIN	V;NFIN
funciona	arbeitet	funcionar	arbeiten	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
árvores	bäume	árvore	bäumen	N;FEM;PL	N;NOM;MASC;PL
levado	getroffen	levar	treffen|triefen	V;MASC;SG;V.PTCP	V;V.PTCP
levado	genommen	levar	nehmen	V;MASC;SG;V.PTCP	V;V.PTCP
levado	mitgenommen	levar	mitnehmen	V;MASC;SG;V.PTCP	V;V.PTCP
levado	aufgenommen	levar	aufnehmen	V;MASC;SG;V.PTCP	V;V.PTCP
assinatura	unterzeichnung	assinatura	unterzeichnung	N;FEM;SG	N;SG
assinatura	zeichnung	assinatura	zeichnung	N;FEM;SG	N;NOM;FEM;SG
assinatura	unterzeichnung	assinatura	unterzeichnung	N;FEM;SG	N;SG
certeza	sicherheit	certeza	sicherheit	N;FEM;SG	N;NOM;SG
organizado	organisierte	organizar	organisieren	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
organizado	veranstaltet	organizar	veranstalten	V;MASC;SG;V.PTCP	V;V.PTCP
organizado	organisierte	organizar	organisieren	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
organizado	veranstaltet	organizar	veranstalten	V;MASC;SG;V.PTCP	V;V.PTCP
partidos	vertragsparteien	partido	vertragspartei	N;MASC;PL	N;NOM;FEM;PL
partidos	parteien	partido	partei	N;MASC;PL	N;NOM;FEM;PL
exibição	ausstellung	exibição	ausstellingen	N;FEM;SG	N;NOM;FEM;SG
exibição	ausstellung	exibição	ausstellingen	N;FEM;SG	N;NOM;FEM;SG
exibição	messegelände	exibição	messegelände	N;FEM;SG	N;NOM;FEM;SG
exibição	darstellung	exibição	darstellung	N;FEM;SG	N;NOM;FEM;SG
treinamento	ausbildung	treinamento	ausbildung	N;MASC;SG	N;FEM;SG
treinamento	schulung	treinamento	schulung	N;MASC;SG	N;NOM;FEM;SG
treinamento	fortbildung	treinamento	fortbildung	N;MASC;SG	N;NOM;FEM;SG
lateral	seite	lateral	seit	N;MASC;SG	N
mitologia	mythologie	mitologia	mythologie	N;FEM;SG	N;NOM;FEM;SG
publicados	publiziert	publicar	publizieren	V;MASC;PL;V.PTCP	V;V.PTCP
publicados	erschienen	publicar	erscheinen	V;MASC;PL;V.PTCP	V;V.PTCP
publicados	veröffentlicht	publicar	veröffentlichen	V;MASC;PL;V.PTCP	V;V.PTCP
necessária	notwendig	necessário	notwendig	ADJ;FEM;SG	ADJ
necessária	erforderlich	necessário	erforderlich	ADJ;FEM;SG	ADJ
necessária	erforderlich	necessário	erforderlich	ADJ;FEM;SG	ADJ
necessária	notwendig	necessário	notwendig	ADJ;FEM;SG	ADJ
necessária	erforderlich	necessário	erforderlich	ADJ;FEM;SG	ADJ
necessária	notwendig	necessário	notwendig	ADJ;FEM;SG	ADJ
necessária	nötig	necessário	nötig	ADJ;FEM;SG	ADJ
individuais	einzelzimmer	individual	einzelzimmer	ADJ;MASC;PL	ADJ
individuais	individuelle	individual	individuell	ADJ;MASC;PL	ADJ;NOM;FEM;PL
individuais	einzelnen	individual	einzeln	ADJ;MASC;PL	ADJ
individuais	einzelperson	individual	einzelperson	ADJ;MASC;PL	ADJ
individuais	individuell	individual	individuell	ADJ;MASC;PL	ADJ
elite	eliten	elite	elit	N;FEM;SG	N
emprego	beschäftigung	emprego	Beschäftigung	N;MASC;SG	N;NOM;FEM;SG
científico	wissenschaftlich	científico	wissenschaftlich	ADJ;MASC;SG	ADJ
científico	wissenschaftlichen	científico	wissenschaftlich	ADJ;MASC;SG	ADJ
mostrou	zeigte	mostrar	zeigen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
vendido	verkauft	vender	verkaufen	V;MASC;SG;V.PTCP	V;V.PTCP
vendido	verkaufte	vender	verkaufen	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
divisões	divisionen	divisão	division	N;FEM;PL	N;NOM;PL
divisões	abteilungen	divisão	abteilingen	N;FEM;PL	N;NOM;FEM;PL
recepção	quittung	recepção	quittangen	N;FEM;SG	N;SG
ambiental	umweltfragen	ambiental	umweltfragen	ADJ;MASC;SG	ADJ
ambiental	umweltpolitik	ambiental	umweltpolitik	ADJ;MASC;SG	ADJ
ambiental	umweltschutz	ambiental	umweltschutz	ADJ;MASC;SG	ADJ
aviões	flugzeuge	avião	flugzeug	N;MASC;PL	N;NOM;NEUT;PL
aviões	flugzeuge	avião	flugzeug	N;MASC;PL	N;NOM;NEUT;PL
aviões	flugzeugen	avião	flugzeug	N;MASC;PL	N;NOM;FEM;PL
aviões	flugzeuge	avião	flugzeug	N;MASC;PL	N;NOM;NEUT;PL
aviões	flugzeuge	avião	flugzeug	N;MASC;PL	N;NOM;NEUT;PL
inicia	startet	iniciar	starten	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
inicia	fängt	iniciar	fängen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
inicia	beginnt	iniciar	beginnen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
centenas	hunderten	centena	hundert	N;FEM;PL	N;PL
permitir	erlauben	permitir	erlauben	V;NFIN	V;NFIN
permitir	zulassen	permitir	zulassen	V;NFIN	V;NFIN
permitir	gestatten	permitir	gestatten	V;NFIN	V;NFIN
permitir	ermöglichen	permitir	ermöglichen	V;NFIN	V;NFIN
permitir	erlauben	permitir	erlauben	V;NFIN	V;NFIN
permitir	zulassen	permitir	zulassen	V;NFIN	V;NFIN
juvenil	jugendlicher	juvenil	jugendlich	ADJ;MASC;SG	ADJ
juvenil	kindisch	juvenil	kindisch	ADJ;MASC;SG	ADJ
song	lied	song	lied	N;MASC;SG	N;NOM;NEUT;SG
aeronaves	flugzeuge	aeronave	flugzeug	N;FEM;PL	N;NOM;NEUT;PL
assumir	annehmen	assumir	annehmen	V;NFIN	V;NFIN
assumir	übernehmen	assumir	übernehmen	V;NFIN	V;NFIN
citado	angeführt	citar	anführen	V;MASC;SG;V.PTCP	V;V.PTCP
citado	zitierte	citar	zitieren	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
citado	zitiert	citar	zitieren	V;MASC;SG;V.PTCP	V;V.PTCP
citado	zitierte	citar	zitieren	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
citado	notiert	citar	notieren	V;MASC;SG;V.PTCP	V;V.PTCP
citado	zitiert	citar	zitieren	V;MASC;SG;V.PTCP	V;V.PTCP
correio	mail	correio	mail	N;MASC;SG	N;NOM;FEM;SG
superiores	vorgesetzter	alto	vorgesetzter	ADJ;MASC;PL	ADJ
superiores	vorgesetzter	alto	vorgesetzter	ADJ;MASC;PL	ADJ
orçamento	haushaltsplan	orçamento	haushaltsplan	N;MASC;SG	N
específico	spezifisch	específico	spezifisch	ADJ;MASC;SG	ADJ
específico	spezifischen	específico	spezifisch	ADJ;MASC;SG	ADJ
concentração	fusion	concentração	fusion	N;FEM;SG	N;NOM;SG
salas	zimmer	sala	zimmer	N;FEM;PL	N
salas	räume	sala	räumen	N;FEM;PL	N;NOM;MASC;PL
caiu	abgestürzt	cair	abstürzen	V;IND;SG;3;PST;FIN	V;V.PTCP
caiu	stürzte	cair	stürzen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
caiu	gefallen	cair	fallen|gefallen	V;IND;SG;3;PST;FIN	V;V.PTCP
caiu	fiel	cair	fallen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
caiu	gestürzt	cair	stürzen	V;IND;SG;3;PST;FIN	V;V.PTCP
caiu	fiel	cair	fallen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
caiu	fallengelassen	cair	fallenlassen	V;IND;SG;3;PST;FIN	V;V.PTCP
caiu	abgeworfen	cair	abwerfen	V;IND;SG;3;PST;FIN	V;V.PTCP
transferência	überweisung	transferência	überweisung	N;FEM;SG	N;NOM;FEM;SG
associado	assoziierte	associar	assoziieren	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
associado	assoziiert	associar	assoziieren	V;MASC;SG;V.PTCP	V;V.PTCP
associado	assoziierte	associar	assoziieren	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
associado	verknüpfen	associar	verknüpfen	V;MASC;SG;V.PTCP	V;NFIN
abrir	geöffnet	abrir	öffnen	V;NFIN	V;V.PTCP
abrir	öffnen	abrir	öffnen	V;NFIN	V;NFIN
extinta	erloschen	extinguir	erlöschen	V;FEM;SG;V.PTCP	V;V.PTCP
extinta	ausgelöscht	extinguir	auslöschen	V;FEM;SG;V.PTCP	V;V.PTCP
extinta	ausgerottet	extinguir	ausrotten	V;FEM;SG;V.PTCP	V;V.PTCP
extinta	aussterben	extinguir	aussterben	V;FEM;SG;V.PTCP	V;NFIN
extinta	ausgestorben	extinguir	aussterben	V;FEM;SG;V.PTCP	V;V.PTCP
intervenção	eingriffe	intervenção	eingriff	N;FEM;SG	N
incluir	einschließen	incluir	einschließen	V;NFIN	V;NFIN
incluir	enthalten	incluir	enthalten	V;NFIN	V;NFIN
incluir	beinhalten	incluir	beinhalten	V;NFIN	V;NFIN
incluir	umfassen	incluir	umfassen	V;NFIN	V;NFIN
altas	hohe	alto	hoch	ADJ;FEM;PL	ADJ;NOM;FEM;PL
altas	hohen	alto	hoch	ADJ;FEM;PL	ADJ;PL
altas	hoch	alto	hoch	ADJ;FEM;PL	ADJ
altas	groß	alto	groß	ADJ;FEM;PL	ADJ
fluxo	fluss	fluxo	flassen	N;MASC;SG	N;NOM;MASC;SG
fluxo	fluss	fluxo	flassen	N;MASC;SG	N;NOM;MASC;SG
esforço	aufwand	esforço	aufwinden	N;MASC;SG	N
termina	endet	terminar	enden	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
termina	enden	terminar	enden	V;IND;SG;3;PRS;FIN	V;NFIN
indivíduo	individuum	indivíduo	individuum	N;MASC;SG	N;SG
