van	din	van	din	ADP	ADP;ACC
wetenschappen	stiinte	wetenschap	stiinte	N;PL	N;INDF;FEM;PL
ingesteld	stabileste	instellen	stabili	V;V.PTCP	V;IND;SG;3;PRS;FIN
ingesteld	seteaza	instellen	setează	V;V.PTCP	V;IND;SG;3;IPFV;FIN
sterren	staruri	ster	star	N;PL	N;INDF;FEM;PL
sterren	stelele	ster	stea	N;PL	N;DEF;FEM;PL
sterren	stele	ster	stea	N;PL	N;INDF;FEM;PL
vergelijkbaar	comparabil	vergelijkbaar	comparabil	ADJ	ADJ;INDF;MASC;SG
vergelijkbaar	comparabile	vergelijkbaar	comparabil	ADJ	ADJ;INDF;FEM;PL
vergelijkbaar	comparabila	vergelijkbaar	comparabil	ADJ	ADJ;DEF;FEM;SG
vergelijkbaar	asemanator	vergelijkbaar	asemanator	ADJ	ADJ;INDF;MASC;SG
vergelijkbaar	similar	vergelijkbaar	similar	ADJ	ADJ;INDF;MASC;SG
vergelijkbaar	asemanator	vergelijkbaar	asemanator	ADJ	ADJ;INDF;MASC;SG
vergelijkbaar	asemanatoare	vergelijkbaar	asemanator	ADJ	ADJ;INDF;FEM
vergelijkbaar	similara	vergelijkbaar	similar	ADJ	ADJ;DEF;FEM;SG
vergelijkbaar	similare	vergelijkbaar	similar	ADJ	ADJ;INDF;FEM;PL
echtgenote	sotul	echtgenote	sot	N;MASC+FEM;SG	N;DEF;MASC;SG
echtgenote	sotie	echtgenote	sotie	N;MASC+FEM;SG	N;INDF;FEM;SG
echtgenote	sotia	echtgenote	sotie	N;MASC+FEM;SG	N;DEF;FEM;SG
echtgenote	sotia	echtgenote	sotie	N;MASC+FEM;SG	N;DEF;FEM;SG
echtgenote	sotie	echtgenote	sotie	N;MASC+FEM;SG	N;INDF;FEM;SG
echtgenote	nevasta	echtgenote	nevastă	N;MASC+FEM;SG	N;DEF;FEM;SG
bevel	mandat	bevel	mandat	N;NEUT;SG	N;INDF;MASC;SG
bevel	mandatul	bevel	mandat	N;NEUT;SG	N;DEF;MASC;SG
sociaal	sociale	sociaal	social	ADJ	ADJ;INDF;FEM;PL
groeien	creste	groeien	creste	V;NFIN	V;IND;SG;3;PRS;FIN
groeien	creste	groeien	creste	V;NFIN	V;IND;SG;3;PRS;FIN
groeien	cresc	groeien	crește	V;NFIN	V;IND;PL;3;PRS;FIN
groeien	creste	groeien	creste	V;NFIN	V;IND;SG;3;PRS;FIN
enigszins	usor	enigszins	usor	ADV	ADV
enigszins	oarecum	enigszins	oarecum	ADV	ADV
line	linia	lin	linie	N;MASC+FEM;SG	N;DEF;FEM;SG
line	linie	lin	linie	N;MASC+FEM;SG	N;INDF;FEM;SG
spoor	pista	spoor	pistă	N;NEUT;SG	N;DEF;FEM;SG
spoor	pista	spoor	pistă	N;NEUT;SG	N;DEF;FEM;SG
spoor	traseu	spoor	traseu	N;NEUT;SG	N;INDF;MASC;SG
bezetting	ocupare	bezetting	ocupare	N;MASC+FEM;SG	N;INDF;FEM;SG
bezetting	ocupatie	bezetting	ocupatie	N;MASC+FEM;SG	N;INDF;FEM;SG
bezetting	ocupatie	bezetting	ocupatie	N;MASC+FEM;SG	N;INDF;FEM;SG
indische	indian	indisch	indian	ADJ	ADJ;INDF;MASC;SG
union	uniunea	union	uniune	N;MASC+FEM;SG	N;DEF;FEM;SG
union	sindicat	union	sindica	N;MASC+FEM;SG	N;INDF;MASC;SG
union	uniunii	union	uniune	N;MASC+FEM;SG	N;DEF;FEM;SG
union	uniune	union	uniune	N;MASC+FEM;SG	N;INDF;FEM;SG
arm	saraca	arm	saracă	ADJ	ADJ;DEF;FEM;SG
spin	rotire	spin	rotire	N;MASC+FEM;SG	N;INDF;FEM;SG
spin	spin	spin	spin	N;MASC+FEM;SG	N;INDF;MASC;SG
spin	paianjen	spin	paianjen	N;MASC+FEM;SG	N;INDF;MASC;SG
spin	paianjenul	spin	paianjen	N;MASC+FEM;SG	N;DEF;MASC;SG
spin	paianjen	spin	paianjen	N;MASC+FEM;SG	N;INDF;MASC;SG
spin	spider	spin	spider	N;MASC+FEM;SG	N;INDF;MASC;SG
scenario	scenariul	scenario	scenariu	N;NEUT;SG	N;DEF;MASC;SG
scenario	scenariu	scenario	scenariu	N;NEUT;SG	N;INDF;MASC;SG
scenario	scenariul	scenario	scenariu	N;NEUT;SG	N;DEF;MASC;SG
scenario	scenariu	scenario	scenariu	N;NEUT;SG	N;INDF;MASC;SG
scenario	scenariul	scenario	scenariu	N;NEUT;SG	N;DEF;MASC;SG
scenario	scenariu	scenario	scenariu	N;NEUT;SG	N;INDF;MASC;SG
scenario	script	scenario	script	N;NEUT;SG	N;INDF;MASC;SG
sommigen	unele	sommigen	unul	PRO	PRO;FEM;PL;3
sommigen	unii	sommigen	unul	PRO	PRO;MASC;PL;3
kardinaal	cardinal	kardinaal	cardinal	N;MASC+FEM;SG	N;INDF;MASC;SG
kardinaal	cardinalul	kardinaal	cardinal	N;MASC+FEM;SG	N;DEF;MASC;SG
medewerkers	angajatii	medewerker	angajat	N;PL	N;DEF;MASC;PL
medewerkers	asociatii	medewerker	asociat	N;PL	N;INDF;FEM;PL
gitarist	chitarist	gitarist	chitarist	N;MASC+FEM;SG	N;INDF;MASC;SG
gitarist	chitaristul	gitarist	chitarist	N;MASC+FEM;SG	N;DEF;MASC;SG
bodem	solul	bodem	sol	N;MASC+FEM;SG	N;DEF;MASC;SG
bodem	sol	bodem	sol	N;MASC+FEM;SG	N;INDF;MASC;SG
omroep	radiodifuziune	omroep	radiodifuziune	N;MASC+FEM;SG	N;INDF;FEM;SG
letter	scrisoare	letter	scrisoare	N;MASC+FEM;SG	N;INDF;FEM;SG
letter	scrisoarea	letter	scrisoare	N;MASC+FEM;SG	N;DEF;FEM;SG
letter	litera	letter	literă	N;MASC+FEM;SG	N;DEF;FEM;SG
ontslag	concedierea	ontslag	concediere	N;NEUT;SG	N;DEF;FEM;SG
ontslag	demiterea	ontslag	demitere	N;NEUT;SG	N;DEF;FEM;SG
ontslag	concediere	ontslag	concediere	N;NEUT;SG	N;INDF;FEM;SG
ontslag	demisia	ontslag	demisie	N;NEUT;SG	N;DEF;FEM;SG
ontslag	demisie	ontslag	demisie	N;NEUT;SG	N;INDF;FEM;SG
leefde	trait	leven	trai	V;SG;PST;FIN	V;MASC;SG;V.PTCP
leefde	trait	leven	trai	V;SG;PST;FIN	V;MASC;SG;V.PTCP
werkelijkheid	realitate	werkelijkheid	realitate	N;MASC+FEM;SG	N;INDF;FEM;SG
werkelijkheid	realitatea	werkelijkheid	realitate	N;MASC+FEM;SG	N;DEF;FEM;SG
stoffen	tesaturi	stof	tesat	N;PL	N;INDF;FEM;PL
stoffen	substante	stof	substant	N;PL	N;INDF;FEM;PL
stoffen	substante	stof	substant	N;PL	N;INDF;FEM;PL
vorst	frost	vorst	frost	N;MASC+FEM;SG	N;INDF;MASC;SG
victoria	victoria	victoria	victorie	N;MASC+FEM;SG	N;DEF;FEM;SG
zone	zona	zone	zonă	N;MASC+FEM;SG	N;DEF;FEM;SG
zone	zona	zone	zonă	N;MASC+FEM;SG	N;DEF;FEM;SG
duur	scumpa	duur	scumpa	ADJ	ADJ;DEF;FEM;SG
duur	scumpa	duur	scumpa	ADJ	ADJ;DEF;FEM;SG
duur	scumpe	duur	scump	ADJ	ADJ;INDF;FEM;PL
leveren	livreaza	leveren	livrează	V;NFIN	V;IND;SG;3;IPFV;FIN
leveren	livra	leveren	livră	V;NFIN	V;IND;SG;3;IPFV;FIN
bosch	bosch	bosch	bosch	N;MASC+FEM;SG	N;INDF;MASC;SG
verlies	pierderea	verlies	pierdere	N;NEUT;SG	N;DEF;FEM;SG
verlies	pierdere	verlies	pierdere	N;NEUT;SG	N;INDF;FEM;SG
paard	calul	paard	cal	N;NEUT;SG	N;DEF;MASC;SG
paard	cal	paard	cal	N;NEUT;SG	N;INDF;MASC;SG
diep	adanca	diep	adanca	ADJ	ADJ;DEF;FEM;SG
muzikale	muzical	muzikaal	muzical	ADJ	ADJ;INDF;MASC;SG
gevaar	pericolul	gevaar	pericol	N;NEUT;SG	N;DEF;MASC;SG
gevaar	primejdie	gevaar	primejdie	N;NEUT;SG	N;INDF;FEM;SG
gevaar	pericol	gevaar	pericol	N;NEUT;SG	N;INDF;MASC;SG
gevaar	hazard	gevaar	hazard	N;NEUT;SG	N;INDF;MASC;SG
gevaar	pericol	gevaar	pericol	N;NEUT;SG	N;INDF;MASC;SG
element	elementul	element	element	N;NEUT;SG	N;DEF;MASC;SG
element	element	element	element	N;NEUT;SG	N;INDF;MASC;SG
volwassen	matur	volwassen	matur	ADJ	ADJ;INDF;MASC;SG
volwassen	maturi	volwassen	matur	ADJ	ADJ;INDF;MASC;PL
plaat	farfurie	plaat	farfurie	N;MASC+FEM;SG	N;INDF;FEM;SG
plaat	placa	plaat	placă	N;MASC+FEM;SG	N;DEF;FEM;SG
optredens	spectacole	optredens	spectacol	N;PL	N;INDF;FEM;PL
grondwet	constitutia	grondwet	constitutie	N;MASC+FEM;SG	N;DEF;FEM;SG
grondwet	constitutie	grondwet	constitutie	N;MASC+FEM;SG	N;INDF;FEM;SG
grondwet	constitutie	grondwet	constitutie	N;MASC+FEM;SG	N;INDF;FEM;SG
grondwet	constitutia	grondwet	constitutie	N;MASC+FEM;SG	N;DEF;FEM;SG
rijdt	conduce	rijden	conduce	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
winst	profit	winst	profit	N;MASC+FEM;SG	N;INDF;MASC;SG
winst	profitul	winst	profit	N;MASC+FEM;SG	N;DEF;MASC;SG
interieur	interior	interieur	interior	N;NEUT;SG	N;INDF;MASC;SG
heerlijkheid	glorie	heerlijkheid	glorie	N;MASC+FEM;SG	N;INDF;FEM;SG
heerlijkheid	glory	heerlijkheid	glory	N;MASC+FEM;SG	N;INDF;MASC;SG
gemiddeld	mediu	gemiddeld	mediu	ADJ	ADJ;INDF;MASC;SG
architectuur	arhitectura	architectuur	arhitectură	N;MASC+FEM;SG	N;DEF;FEM;SG
architectuur	arhitectura	architectuur	arhitectură	N;MASC+FEM;SG	N;DEF;FEM;SG
recente	recente	recent	recent	ADJ	ADJ;INDF;FEM;PL
recente	recenta	recent	recent	ADJ	ADJ;DEF;FEM;SG
recente	recenta	recent	recent	ADJ	ADJ;DEF;FEM;SG
gevangenis	inchisoare	gevangenis	inchisoare	N;MASC+FEM;SG	N;INDF;FEM;SG
gevangenis	puscarie	gevangenis	puscarie	N;MASC+FEM;SG	N;INDF;FEM;SG
gevangenis	inchisoarea	gevangenis	inchisoare	N;MASC+FEM;SG	N;DEF;FEM;SG
gevangenis	inchisoare	gevangenis	inchisoare	N;MASC+FEM;SG	N;INDF;FEM;SG
gevangenis	inchisoare	gevangenis	inchisoare	N;MASC+FEM;SG	N;INDF;FEM;SG
gevangenis	inchisoarea	gevangenis	inchisoare	N;MASC+FEM;SG	N;DEF;FEM;SG
gevangenis	inchisoarea	gevangenis	inchisoare	N;MASC+FEM;SG	N;DEF;FEM;SG
marcus	marcus	marcus	marcus	N;MASC+FEM;SG	N;INDF;MASC;SG
maan	luna	maan	lună	N;MASC+FEM;SG	N;DEF;FEM;SG
maan	luna	maan	lună	N;MASC+FEM;SG	N;DEF;FEM;SG
maan	moon	maan	moon	N;MASC+FEM;SG	N;INDF;MASC;SG
samenstelling	compozitia	samenstelling	compozitie	N;MASC+FEM;SG	N;DEF;FEM;SG
samenstelling	compozitia	samenstelling	compozitie	N;MASC+FEM;SG	N;DEF;FEM;SG
samenstelling	compozitie	samenstelling	compozitie	N;MASC+FEM;SG	N;INDF;FEM;SG
wild	salbatic	wild	salbatic	ADJ	ADJ;INDF;MASC;SG
wild	salbatic	wild	salbatic	ADJ	ADJ;INDF;MASC;SG
wild	salbatice	wild	salbatic	ADJ	ADJ;INDF;FEM;PL
canadese	canadieni	canadees	canadian	ADJ	ADJ;INDF;MASC;PL
canadese	canadiana	canadees	canadiană	ADJ	ADJ;DEF;FEM;SG
canadese	canadiene	canadees	canadian	ADJ	ADJ;INDF;FEM;PL
canadese	canadian	canadees	canadian	ADJ	ADJ;INDF;MASC;SG
ierse	irlandezi	iers	irlandez	ADJ	ADJ;INDF;MASC;PL
ierse	irlandez	iers	irlandez	ADJ	ADJ;INDF;MASC;SG
ierse	irlandeza	iers	irlandeză	ADJ	ADJ;DEF;FEM;SG
pop	papusa	pop	papusă	N;MASC+FEM;SG	N;DEF;FEM;SG
pop	papusa	pop	papusă	N;MASC+FEM;SG	N;DEF;FEM;SG
lijsten	liste	lijst	listă	N;PL	N;INDF;FEM;PL
lijsten	listele	lijst	listă	N;PL	N;DEF;FEM;PL
doorverwijspagina	dezambiguizare	doorverwijspagina	dezambiguizare	N;MASC+FEM;SG	N;INDF;FEM;SG
brons	bronz	brons	bronz	N;NEUT;SG	N;INDF;MASC;SG
heuvel	colina	heuvel	colină	N;MASC+FEM;SG	N;DEF;FEM;SG
heuvel	dealul	heuvel	deal	N;MASC+FEM;SG	N;DEF;MASC;SG
heuvel	deal	heuvel	deal	N;MASC+FEM;SG	N;INDF;MASC;SG
awards	premii	awards	premiu	N;PL	N;INDF;FEM;PL
awards	premiile	awards	premiu	N;PL	N;DEF;FEM;PL
akkoord	convenit	akkoord	convenit	ADJ	ADJ;INDF;MASC;SG
akkoord	convenite	akkoord	conveni	ADJ	ADJ;INDF;FEM;PL
ideeën	idei	idee	idee	N;PL	N;INDF;FEM;PL
ideeën	ideile	idee	idee	N;PL	N;DEF;FEM;PL
senaat	senatul	senaat	senat	N;MASC+FEM;SG	N;DEF;MASC;SG
senaat	senat	senaat	sena	N;MASC+FEM;SG	N;INDF;MASC;SG
senaat	senatului	senaat	senat	N;MASC+FEM;SG	N;DEF;MASC;SG
sluit	inchide	sluiten	inchide	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
sluit	inchide	sluiten	inchide	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
arnold	arnold	arnold	arnold	N;MASC+FEM;SG	N;INDF;MASC;SG
tachtig	optzeci	tachtig	optzeci	NUM	NUM;PL
rechtstreeks	directa	rechtstreeks	directa	ADJ	ADJ;DEF;FEM;SG
rechtstreeks	directe	rechtstreeks	direct	ADJ	ADJ;INDF;FEM;PL
rechtstreeks	directa	rechtstreeks	directa	ADJ	ADJ;DEF;FEM;SG
bus	bus	bus	bus	N;MASC+FEM;SG	N;INDF;MASC;SG
bus	autocar	bus	autocar	N;MASC+FEM;SG	N;INDF;MASC;SG
bus	autobuz	bus	autobuz	N;MASC+FEM;SG	N;INDF;MASC;SG
bus	autobuzul	bus	autobuz	N;MASC+FEM;SG	N;DEF;MASC;SG
communistische	comunist	communistisch	comunist	ADJ	ADJ;INDF;MASC;SG
communistische	comunista	communistisch	comunista	ADJ	ADJ;DEF;FEM;SG
communistische	comuniste	communistisch	comunist	ADJ	ADJ;INDF;FEM;PL
betalen	plateste	betalen	platest	V;NFIN	V;IND;SG;3;PRS;FIN
projecten	proiectele	project	proiect	N;PL	N;DEF;FEM;PL
projecten	proiecte	project	proiect	N;PL	N;INDF;FEM;PL
producer	producator	producer	producator	N;MASC+FEM;SG	N;INDF;MASC;SG
producer	producator	producer	producator	N;MASC+FEM;SG	N;INDF;MASC;SG
veiligheid	securitate	veiligheid	securitate	N;MASC+FEM;SG	N;INDF;FEM;SG
veiligheid	securitatea	veiligheid	securitate	N;MASC+FEM;SG	N;DEF;FEM;SG
veiligheid	paza	veiligheid	pază	N;MASC+FEM;SG	N;DEF;FEM;SG
veiligheid	paza	veiligheid	pază	N;MASC+FEM;SG	N;DEF;FEM;SG
veiligheid	siguranta	veiligheid	sigurantă	N;MASC+FEM;SG	N;DEF;FEM;SG
veiligheid	siguranta	veiligheid	sigurantă	N;MASC+FEM;SG	N;DEF;FEM;SG
veiligheid	siguranta	veiligheid	sigurantă	N;MASC+FEM;SG	N;DEF;FEM;SG
elders	altundeva	elders	altundeva	ADV	ADV
academy	academy	academy	academy	N;MASC+FEM;SG	N;INDF;MASC;SG
academy	academia	academy	academie	N;MASC+FEM;SG	N;DEF;FEM;SG
academy	academie	academy	academie	N;MASC+FEM;SG	N;INDF;FEM;SG
terugkeer	retur	terugkeer	retur	N;MASC+FEM;SG	N;INDF;MASC;SG
terugkeer	intoarcere	terugkeer	intoarcere	N;MASC+FEM;SG	N;INDF;FEM;SG
professioneel	profesional	professioneel	profesional	ADJ	ADJ;INDF;MASC;SG
professioneel	profesionale	professioneel	profesional	ADJ	ADJ;INDF;FEM;PL
professioneel	profesionista	professioneel	profesionist	ADJ	ADJ;DEF;FEM;SG
professioneel	profesionist	professioneel	profesionist	ADJ	ADJ;INDF;MASC;SG
professioneel	profesional	professioneel	profesional	ADJ	ADJ;INDF;MASC;SG
schrijvers	scriitorii	schrijver	scriitor	N;PL	N;DEF;MASC;PL
schrijvers	scriitorilor	schrijver	scriitor	N;PL	N;DEF;MASC;PL
schrijvers	scriitori	schrijver	scriitor	N;PL	N;INDF;MASC;PL
schrijvers	autori	schrijver	autor	N;PL	N;INDF;MASC;PL
schrijvers	autorilor	schrijver	autor	N;PL	N;DEF;MASC;PL
schrijvers	autorii	schrijver	autor	N;PL	N;DEF;MASC;PL
dames	doamnelor	dame	doamnă	N;PL	N;DEF;FEM;PL
dames	doamnele	dame	domn	N;PL	N;DEF;FEM;PL
zelfstandig	independente	zelfstandig	independent	ADJ	ADJ;INDF;FEM;PL
redelijk	echitabil	redelijk	echitabil	ADJ	ADJ;INDF;MASC;SG
redelijk	rezonabila	redelijk	rezonabil	ADJ	ADJ;DEF;FEM;SG
redelijk	rezonabile	redelijk	rezonabil	ADJ	ADJ;INDF;FEM;PL
compleet	completa	compleet	completa	ADJ	ADJ;DEF;FEM;SG
compleet	completa	compleet	completa	ADJ	ADJ;DEF;FEM;SG
compleet	complete	compleet	complet	ADJ	ADJ;INDF;FEM;PL
wijken	cartiere	wijken	cartier	N;PL	N;INDF;FEM;PL
wijken	districtele	wijken	district	N;PL	N;DEF;FEM;PL
wijken	districte	wijken	district	N;PL	N;INDF;FEM;PL
wijken	cartierele	wijken	cartier	N;PL	N;DEF;FEM;PL
wijken	cartiere	wijken	cartier	N;PL	N;INDF;FEM;PL
wijken	cartierele	wijken	cartier	N;PL	N;DEF;FEM;PL
wijken	cartiere	wijken	cartier	N;PL	N;INDF;FEM;PL
capaciteit	capacitatea	capaciteit	capacitate	N;MASC+FEM;SG	N;DEF;FEM;SG
capaciteit	capacitate	capaciteit	capacitate	N;MASC+FEM;SG	N;INDF;FEM;SG
archief	arhiva	archief	arhivă	N;NEUT;SG	N;DEF;FEM;SG
archief	arhiva	archief	arhivă	N;NEUT;SG	N;DEF;FEM;SG
archief	arhiva	archief	arhivă	N;NEUT;SG	N;DEF;FEM;SG
archief	arhiva	archief	arhivă	N;NEUT;SG	N;DEF;FEM;SG
onduidelijk	neclare	onduidelijk	neclar	ADJ	ADJ;INDF;FEM;PL
onduidelijk	neclara	onduidelijk	neclara	ADJ	ADJ;DEF;FEM;SG
toernooien	turnee	toernooien	turnee	N;PL	N;INDF;FEM;PL
dam	baraj	dam	baraj	N;MASC+FEM;SG	N;INDF;MASC;SG
dam	barajul	dam	baraj	N;MASC+FEM;SG	N;DEF;MASC;SG
constructie	constructie	constructie	constructie	N;MASC+FEM;SG	N;INDF;FEM;SG
constructie	constructie	constructie	constructie	N;MASC+FEM;SG	N;INDF;FEM;SG
bart	bart	bart	bart	N;MASC+FEM;SG	N;INDF;MASC;SG
comité	comitetul	comité	comitet	N;NEUT;SG	N;DEF;MASC;SG
comité	comitet	comité	comitet	N;NEUT;SG	N;INDF;MASC;SG
wiskunde	matematica	wiskunde	matematică	N;MASC+FEM;SG	N;DEF;FEM;SG
wiskunde	matematica	wiskunde	matematică	N;MASC+FEM;SG	N;DEF;FEM;SG
wiskunde	matematica	wiskunde	matematică	N;MASC+FEM;SG	N;DEF;FEM;SG
wiskunde	matematica	wiskunde	matematică	N;MASC+FEM;SG	N;DEF;FEM;SG
wiskunde	matematica	wiskunde	matematică	N;MASC+FEM;SG	N;DEF;FEM;SG
vuur	focul	vuur	foc	N;NEUT;SG	N;DEF;MASC;SG
vuur	incendiu	vuur	incendiu	N;NEUT;SG	N;INDF;MASC;SG
vuur	foc	vuur	foc	N;NEUT;SG	N;INDF;MASC;SG
olie	petrol	olie	petrol	N;MASC+FEM;SG	N;INDF;MASC;SG
olie	ulei	olie	ulei	N;MASC+FEM;SG	N;INDF;MASC;SG
olie	petrolul	olie	petrol	N;MASC+FEM;SG	N;DEF;MASC;SG
august	august	august	august	N;MASC+FEM;SG	N;INDF;MASC;SG
vermelding	intrarea	vermelding	intrare	N;MASC+FEM;SG	N;DEF;FEM;SG
vermelding	intrare	vermelding	intrare	N;MASC+FEM;SG	N;INDF;FEM;SG
boer	taran	boer	taran	N;MASC+FEM;SG	N;INDF;MASC;SG
boer	agricultor	boer	agricultor	N;MASC+FEM;SG	N;INDF;MASC;SG
boer	farmer	boer	farmer	N;MASC+FEM;SG	N;INDF;MASC;SG
boer	fermier	boer	fermier	N;MASC+FEM;SG	N;INDF;MASC;SG
sloveense	sloven	sloveens	sloven	ADJ	ADJ;INDF;MASC;SG
geïntroduceerd	introduse	introduceren	introduce	V;V.PTCP	V;IND;PL;3;PST;FIN
verwijzing	sesizare	verwijzing	sesizare	N;MASC+FEM;SG	N;INDF;FEM;SG
verwijzing	trimitere	verwijzing	trimitere	N;MASC+FEM;SG	N;INDF;FEM;SG
verwijzing	referinta	verwijzing	referint	N;MASC+FEM;SG	N;DEF;FEM;SG
verwijzing	referinta	verwijzing	referint	N;MASC+FEM;SG	N;DEF;FEM;SG
verwijzing	trimitere	verwijzing	trimitere	N;MASC+FEM;SG	N;INDF;FEM;SG
ingevoerd	introduse	invoeren	introduce	V;V.PTCP	V;IND;PL;3;PST;FIN
nergens	niciunde	nergens	niciunde	ADV	ADV
avond	seara	avond	seară	N;MASC+FEM;SG	N;DEF;FEM;SG
avond	seara	avond	seară	N;MASC+FEM;SG	N;DEF;FEM;SG
avond	noapte	avond	noapte	N;MASC+FEM;SG	N;INDF;FEM;SG
noodzakelijk	necesara	noodzakelijk	necesar	ADJ	ADJ;DEF;FEM;SG
noodzakelijk	necesare	noodzakelijk	necesar	ADJ	ADJ;INDF;FEM;PL
noodzakelijk	necesara	noodzakelijk	necesar	ADJ	ADJ;DEF;FEM;SG
spelling	ortografie	spelling	ortografie	N;MASC+FEM;SG	N;INDF;FEM;SG
bericht	mesajul	bericht	mesaj	N;NEUT;SG	N;DEF;MASC;SG
bericht	mesaj	bericht	mesaj	N;NEUT;SG	N;INDF;MASC;SG
bericht	post	bericht	post	N;NEUT;SG	N;INDF;MASC;SG
bericht	postare	bericht	postare	N;NEUT;SG	N;INDF;FEM;SG
bericht	postarea	bericht	postare	N;NEUT;SG	N;DEF;FEM;SG
uitgever	editor	uitgever	editor	N;MASC+FEM;SG	N;INDF;MASC;SG
uitgever	editura	uitgever	editură	N;MASC+FEM;SG	N;DEF;FEM;SG
uitgever	emitentul	uitgever	emitent	N;MASC+FEM;SG	N;DEF;MASC;SG
uitgever	emitentului	uitgever	emitent	N;MASC+FEM;SG	N;DEF;MASC;SG
uitgever	emitent	uitgever	emitent	N;MASC+FEM;SG	N;INDF;MASC;SG
uitgever	editorul	uitgever	editor	N;MASC+FEM;SG	N;DEF;MASC;SG
uitgever	redactor	uitgever	redactor	N;MASC+FEM;SG	N;INDF;MASC;SG
uitgever	editor	uitgever	editor	N;MASC+FEM;SG	N;INDF;MASC;SG
neef	varul	neef	var	N;MASC+FEM;SG	N;DEF;MASC;SG
neef	nepotul	neef	nepot	N;MASC+FEM;SG	N;DEF;MASC;SG
neef	nepot	neef	nepot	N;MASC+FEM;SG	N;INDF;MASC;SG
geraakt	loveste	raken	lovest	V;V.PTCP	V;IND;SG;3;PRS;FIN
teken	semn	teken	semn	N;NEUT;SG	N;INDF;MASC;SG
teken	semnul	teken	semn	N;NEUT;SG	N;DEF;MASC;SG
huishoudens	gospodarii	huishouden	gospodar	N;PL	N;INDF;FEM;PL
huishoudens	gospodariile	huishouden	gospodarie	N;PL	N;DEF;FEM;PL
huishoudens	gospodariilor	huishouden	gospodarie	N;PL	N;DEF;FEM;PL
langzaam	lenta	langzaam	lent	ADJ	ADJ;DEF;FEM;SG
getal	numar	getal	numar	N;NEUT;SG	N;INDF;MASC;SG
getal	numar	getal	numar	N;NEUT;SG	N;INDF;MASC;SG
getal	numarul	getal	numar	N;NEUT;SG	N;DEF;MASC;SG
dans	dans	dans	dans	N;MASC+FEM;SG	N;INDF;MASC;SG
leopold	leopold	leopold	leopold	N;MASC+FEM;SG	N;INDF;MASC;SG
verandering	schimbare	verandering	schimbare	N;MASC+FEM;SG	N;INDF;FEM;SG
verandering	schimbarea	verandering	schimbare	N;MASC+FEM;SG	N;DEF;FEM;SG
grenzen	limite	grens	limită	N;PL	N;INDF;FEM;PL
grenzen	limitele	grens	limită	N;PL	N;DEF;FEM;PL
grenzen	limite	grens	limită	N;PL	N;INDF;FEM;PL
grenzen	limitele	grens	limită	N;PL	N;DEF;FEM;PL
grenzen	frontiere	grens	frontiere	N;PL	N;INDF;FEM;PL
grenzen	frontiere	grens	frontiere	N;PL	N;INDF;FEM;PL
grenzen	frontierele	grens	frontieră	N;PL	N;DEF;FEM;PL
grenzen	granitele	grens	granit	N;PL	N;DEF;FEM;PL
living	living	living	living	N;MASC+FEM;SG	N;INDF;MASC;SG
snelle	rapida	snel	rapida	ADJ	ADJ;DEF;FEM;SG
snelle	rapida	snel	rapida	ADJ	ADJ;DEF;FEM;SG
voorstellen	propuneri	voorstel	propunere	N;PL	N;INDF;FEM;PL
voorstellen	propunerile	voorstel	propunere	N;PL	N;DEF;FEM;PL
doelpunt	gol	doelpunt	gol	N;NEUT;SG	N;INDF;MASC;SG
doelpunt	obiectiv	doelpunt	obiectiv	N;NEUT;SG	N;INDF;MASC;SG
doelpunt	scopul	doelpunt	scop	N;NEUT;SG	N;DEF;MASC;SG
wilt	vrei	willen	vrea	V;SG;PRS;FIN	V;IND;SG;2;PRS;FIN
wilt	vreau	willen	vrea	V;SG;PRS;FIN	V;IND;SG;1;PRS;FIN
geheim	clasificate	geheim	clasificat	ADJ	ADJ;INDF;FEM;PL
geheim	clasificat	geheim	clasifica	ADJ	ADJ;INDF;MASC;SG
geheim	clasificata	geheim	clasificat	ADJ	ADJ;DEF;FEM;SG
wiskundige	matematic	wiskundig	matematic	ADJ	ADJ;INDF;MASC;SG
advies	aviz	advies	aviz	N;NEUT;SG	N;INDF;MASC;SG
advies	opinie	advies	opinie	N;NEUT;SG	N;INDF;FEM;SG
advies	sfat	advies	sfat	N;NEUT;SG	N;INDF;MASC;SG
advies	sfatul	advies	sfat	N;NEUT;SG	N;DEF;MASC;SG
advies	consultanta	advies	consultant	N;NEUT;SG	N;DEF;FEM;SG
advies	consultanta	advies	consultant	N;NEUT;SG	N;DEF;FEM;SG
lezer	cititorul	lezer	cititor	N;MASC+FEM;SG	N;DEF;MASC;SG
lezer	cititor	lezer	cititor	N;MASC+FEM;SG	N;INDF;MASC;SG
back	spate	back	spate	N;MASC+FEM;SG	N;INDF;MASC;SG
vluchten	zborurile	vlucht	zbor	N;PL	N;DEF;FEM;PL
vluchten	zboruri	vlucht	zbor	N;PL	N;INDF;FEM;PL
für	für	für	für	N;MASC+FEM;SG	N;INDF;MASC;SG
verwacht	asteptam	verwachten	astepta	V;V.PTCP	V;IND;1;IPFV;FIN
arena	arena	arena	arena	N;MASC+FEM;SG	N;DEF;FEM;SG
arena	arena	arena	arena	N;MASC+FEM;SG	N;DEF;FEM;SG
complete	completa	compleet	completa	ADJ	ADJ;DEF;FEM;SG
