para	dla	para	dla	ADP	ADP
assinatura	subskrypcji	assinatura	subskrypcja	N;FEM;SG	N;GEN;FEM;SG
assinatura	podpis	assinatura	podpis	N;FEM;SG	N;ACC;MASC;SG
certeza	pewności	certeza	pewność	N;FEM;SG	N;GEN;FEM;SG
certeza	pewność	certeza	pewność	N;FEM;SG	N;NOM;FEM;SG
metrô	metra	metrô	metr	N;MASC;SG	N;GEN;MASC;SG
metrô	metrem	metrô	metr	N;MASC;SG	N;INS;MASC;SG
metrô	metra	metrô	metr	N;MASC;SG	N;GEN;MASC;SG
partidos	partie	partido	partia	N;MASC;PL	N;NOM;FEM;PL
alternativa	alternatywa	alternativa	alternatywa	N;FEM;SG	N;NOM;FEM;SG
xavier	xavier	xavier	xavier	N;MASC;SG	N;NOM;MASC;SG
exibição	dowód	exibição	dowód	N;FEM;SG	N;ACC;MASC;SG
exibição	wystawa	exibição	wystawa	N;FEM;SG	N;NOM;FEM;SG
exibição	wystawę	exibição	wystawa	N;FEM;SG	N;ACC;FEM;SG
exibição	wystawa	exibição	wystawa	N;FEM;SG	N;NOM;FEM;SG
exibição	wystawy	exibição	wystawa	N;FEM;SG	N;ACC;FEM;SG
exibição	wyświetlacz	exibição	wyświetlacz	N;FEM;SG	N;NOM;MASC;SG
exibição	wyświetlanie	exibição	wyświetlać	N;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
exibição	wyświetlania	exibição	wyświetlanie	N;FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
habitats	siedliska	habitat	siedlisko	N;MASC;PL	N;NOM;NEUT;PL
habitats	siedlisk	habitat	siedlisk	N;MASC;PL	N;GEN;NEUT;PL
habitats	siedliska	habitat	siedlisko	N;MASC;PL	N;NOM;NEUT;PL
treinamento	kształcenie	treinamento	kształcenie	N;MASC;SG	N;NOM;NEUT;SG
treinamento	szkolenia	treinamento	szkolić	N;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
treinamento	trening	treinamento	trening	N;MASC;SG	N;NOM;MASC;SG
treinamento	szkolenie	treinamento	szkolenie	N;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
mitologia	mitologia	mitologia	mitologia	N;FEM;SG	N;NOM;FEM;SG
mitologia	mitologii	mitologia	mitologia	N;FEM;SG	N;GEN;FEM;SG
publicados	opublikowano	publicar	opublikować	V;MASC;PL;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
necessária	potrzebny	necessário	potrzebny	ADJ;FEM;SG	ADJ;NOM;MASC;SG
necessária	potrzebna	necessário	potrzebny	ADJ;FEM;SG	ADJ;NOM;FEM;SG
necessária	potrzebne	necessário	potrzebny	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
necessária	wymagana	necessário	wymagać	ADJ;FEM;SG	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
necessária	wymagane	necessário	wymagać	ADJ;FEM;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
necessária	wymagany	necessário	wymagać	ADJ;FEM;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
necessária	niezbędny	necessário	niezbędny	ADJ;FEM;SG	ADJ;NOM;MASC;SG
necessária	konieczny	necessário	konieczny	ADJ;FEM;SG	ADJ;NOM;MASC;SG
necessária	konieczna	necessário	konieczny	ADJ;FEM;SG	ADJ;NOM;FEM;SG
necessária	niezbędne	necessário	niezbędny	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
necessária	konieczne	necessário	konieczny	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
kevin	kevina	kevin	kevina	N;MASC;SG	N;ACC;MASC;SG
kevin	kevinem	kevin	kevin	N;MASC;SG	N;INS;MASC;SG
individuais	poszczególnych	individual	poszczególny	ADJ;MASC;PL	ADJ;GEN;MASC;PL
elite	elita	elite	elita	N;FEM;SG	N;NOM;FEM;SG
emprego	zlecenie	emprego	zlecenie	N;MASC;SG	N;NOM;NEUT;SG
emprego	pracy	emprego	praca	N;MASC;SG	N;GEN;FEM;SG
emprego	praca	emprego	praca	N;MASC;SG	N;NOM;FEM;SG
emprego	zatrudnienie	emprego	zatrudnienie	N;MASC;SG	N;NOM;NEUT;SG
emprego	zatrudnienia	emprego	zatrudnienie	N;MASC;SG	N;GEN;NEUT;SG
científico	naukowy	científico	naukowy	ADJ;MASC;SG	ADJ;NOM;MASC;SG
científico	naukowe	científico	naukowy	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
mostrou	pokazało	mostrar	pokazać	V;IND;SG;3;PST;FIN	V;PFV;NEUT;IND;SG;PST;FIN;ACT
mostrou	pokazał	mostrar	pokazać	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
mostrou	wykazało	mostrar	wykazać	V;IND;SG;3;PST;FIN	V;PFV;NEUT;IND;SG;PST;FIN;ACT
mostrou	pokazała	mostrar	pokazać	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;ACT
vendido	sprzedano	vender	sprzedać	V;MASC;SG;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
divisões	dywizje	divisão	dywizja	N;FEM;PL	N;NOM;FEM;PL
divisões	podziały	divisão	podział	N;FEM;PL	N;NOM;MASC;PL
recepção	odbiór	recepção	odbiór	N;FEM;SG	N;NOM;MASC;SG
recepção	rachunek	recepção	rachunek	N;FEM;SG	N;ACC;MASC;SG
recepção	otrzymaniu	recepção	otrzymać	N;FEM;SG	N;PFV;DAT;NEUT;SG;POS;V.MSDR
recepção	recepcji	recepção	recepcja	N;FEM;SG	N;GEN;FEM;SG
recepção	odbiór	recepção	odbiór	N;FEM;SG	N;NOM;MASC;SG
recepção	recepcja	recepção	recepcja	N;FEM;SG	N;NOM;FEM;SG
ambiental	środowiskowe	ambiental	środowiskowy	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
aviões	samolotów	avião	samolot	N;MASC;PL	N;GEN;MASC;PL
aviões	samoloty	avião	samolot	N;MASC;PL	N;NOM;MASC;PL
aviões	samoloty	avião	samolot	N;MASC;PL	N;NOM;MASC;PL
aviões	samolotów	avião	samolot	N;MASC;PL	N;GEN;MASC;PL
aviões	samoloty	avião	samolot	N;MASC;PL	N;NOM;MASC;PL
aviões	samolotów	avião	samolot	N;MASC;PL	N;GEN;MASC;PL
aviões	płaszczyzny	avião	płaszczyzna	N;MASC;PL	N;ACC;FEM;PL
aviões	samoloty	avião	samolot	N;MASC;PL	N;NOM;MASC;PL
largura	szerokość	largura	szerokość	N;FEM;SG	N;NOM;FEM;SG
largura	szerokości	largura	szerokość	N;FEM;SG	N;GEN;FEM;SG
componentes	podzespoły	componente	podzespoły	N;MASC;PL	N;NOM;MASC;PL
componentes	komponenty	componente	komponent	N;MASC;PL	N;NOM;MASC;PL
cemitério	cmentarzu	cemitério	cmentarz	N;MASC;SG	N;DAT;MASC;SG
cemitério	cmentarz	cemitério	cmentarz	N;MASC;SG	N;NOM;MASC;SG
cemitério	cmentarzu	cemitério	cmentarz	N;MASC;SG	N;DAT;MASC;SG
cemitério	cmentarz	cemitério	cmentarz	N;MASC;SG	N;NOM;MASC;SG
gonçalo	gonzalo	gonçalo	gonzalić	N;MASC;SG	N;NOM;MASC;SG
consequência	konsekwencją	consequência	konsekwencja	N;FEM;SG	N;INS;FEM;SG
monteiro	monteiro	monteiro	monteiro	N;MASC;SG	N;NOM;MASC;SG
petróleo	oleju	petróleo	olej	N;MASC;SG	N;GEN;MASC;SG
petróleo	olej	petróleo	olej	N;MASC;SG	N;NOM;MASC;SG
petróleo	naftowa	petróleo	naftowy	N;MASC;SG	N;NOM;FEM;SG
permitir	umożliwić	permitir	umożliwić	V;NFIN	V;PFV;NFIN;ACT
paixão	pasję	paixão	pasja	N;FEM;SG	N;ACC;FEM;SG
paixão	pasja	paixão	pasja	N;FEM;SG	N;NOM;FEM;SG
paixão	namiętność	paixão	namiętność	N;FEM;SG	N;NOM;FEM;SG
paixão	pasji	paixão	pasja	N;FEM;SG	N;GEN;FEM;SG
paixão	namiętności	paixão	namiętność	N;FEM;SG	N;GEN;FEM;SG
humanidade	człowieczeństwa	humanidade	człowieczeństwo	N;FEM;SG	N;GEN;NEUT;SG
humanidade	ludzkość	humanidade	ludzkość	N;FEM;SG	N;NOM;FEM;SG
humanidade	ludzkości	humanidade	ludzkość	N;FEM;SG	N;GEN;FEM;SG
humanidade	człowieczeństwo	humanidade	człowieczeństwo	N;FEM;SG	N;NOM;NEUT;SG
humanidade	ludzkość	humanidade	ludzkość	N;FEM;SG	N;NOM;FEM;SG
humanidade	ludzkości	humanidade	ludzkość	N;FEM;SG	N;GEN;FEM;SG
song	piosenka	song	piosenka	N;MASC;SG	N;NOM;FEM;SG
song	utwór	song	utwór	N;MASC;SG	N;ACC;MASC;SG
aeronaves	samoloty	aeronave	samolot	N;FEM;PL	N;NOM;MASC;PL
assumir	zakładać	assumir	zakładać	V;NFIN	V;IPFV;NFIN;ACT
assumir	zakładaj	assumir	zakładać	V;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
gosto	smak	gosto	smak	N;MASC;SG	N;NOM;MASC;SG
gosto	gust	gosto	gust	N;MASC;SG	N;NOM;MASC;SG
gosto	smaku	gosto	smak	N;MASC;SG	N;GEN;MASC;SG
correio	poczta	correio	poczta	N;MASC;SG	N;NOM;FEM;SG
correio	kurier	correio	kurier	N;MASC;SG	N;NOM;MASC;SG
correio	kurierem	correio	kurier	N;MASC;SG	N;INS;MASC;SG
orçamento	budżetu	orçamento	budżet	N;MASC;SG	N;GEN;MASC;SG
orçamento	budżet	orçamento	budżet	N;MASC;SG	N;ACC;MASC;SG
específico	szczególne	específico	szczególny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
específico	konkretne	específico	konkretny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
específico	specyficzne	específico	specyficzny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
concentração	fuzja	concentração	fuzja	N;FEM;SG	N;NOM;FEM;SG
concentração	połączenie	concentração	połączenie	N;FEM;SG	N;NOM;NEUT;SG
concentração	łączenie	concentração	łączenie	N;FEM;SG	N;NOM;NEUT;SG
concentração	stężenia	concentração	stężyć	N;FEM;SG	N;NOM;NEUT;SG
concentração	koncentracja	concentração	koncentracja	N;FEM;SG	N;NOM;FEM;SG
concentração	stężenie	concentração	stężyć	N;FEM;SG	N;NOM;NEUT;SG
salas	pokoje	sala	pokój	N;FEM;PL	N;NOM;MASC;PL
campus	kampusu	campus	kampus	N;MASC;SG	N;GEN;MASC;SG
campus	kampus	campus	kampus	N;MASC;SG	N;NOM;MASC;SG
campus	kampusie	campus	kampus	N;MASC;SG	N;ACC;MASC;SG
caiu	rozbił	cair	rozbić	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
caiu	spadł	cair	spaść	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
caiu	spadła	cair	spaść	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;ACT
caiu	upadła	cair	upaść	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;ACT
caiu	upadł	cair	upaść	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
caiu	spadła	cair	spaść	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;ACT
mente	umysłu	mente	umysł	N;FEM;SG	N;GEN;MASC;SG
mente	umysł	mente	umysł	N;FEM;SG	N;NOM;MASC;SG
botafogo	botafogo	botafogo	botafogo	N;MASC;SG	N;NOM;MASC;SG
artilharia	artyleria	artilharia	artylerium	N;FEM;SG	N;NOM;FEM;SG
transferência	przenoszenie	transferência	przenosić	N;FEM;SG	N;NOM;NEUT;SG;POS;V.MSDR
transferência	transfer	transferência	transfer	N;FEM;SG	N;NOM;MASC;SG
transferência	przeniesienie	transferência	przeniesienie	N;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
transferência	przelew	transferência	przelew	N;FEM;SG	N;ACC;MASC;SG
transferência	przekazanie	transferência	przekazać	N;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
transferência	transferu	transferência	transfer	N;FEM;SG	N;GEN;MASC;SG
boston	bostonie	boston	boston	N;MASC;SG	N;NOM;MASC;SG
boston	boston	boston	boston	N;MASC;SG	N;NOM;MASC;SG
boston	bostonu	boston	boston	N;MASC;SG	N;GEN;MASC;SG
abrir	otwórz	abrir	otwórzyć	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
extinta	wymarły	extinguir	wymrzeć	V;FEM;SG;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
intervenção	interwencja	intervenção	interwencja	N;FEM;SG	N;NOM;FEM;SG
intervenção	interwencji	intervenção	interwencja	N;FEM;SG	N;DAT;FEM;SG
heart	serce	heart	serce	N;MASC;SG	N;NOM;NEUT;SG
heart	serca	heart	serce	N;MASC;SG	N;NOM;NEUT;SG
incluir	dołącz	incluir	dołączyć	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
incluir	obejmować	incluir	obejmować	V;NFIN	V;IPFV;NFIN;ACT
mecânica	mechanika	mecânico	mechanika	N;FEM;SG	N;ACC;MASC;SG
mecânica	mechanika	mecânico	mechanika	N;FEM;SG	N;ACC;MASC;SG
mecânica	mechanik	mecânico	mechanik	N;FEM;SG	N;NOM;MASC;SG
arquiteto	architektem	arquiteto	architekt	N;MASC;SG	N;INS;MASC;SG
arquiteto	architekta	arquiteto	architekta	N;MASC;SG	N;ACC;MASC;SG
arquiteto	architekt	arquiteto	architekt	N;MASC;SG	N;NOM;MASC;SG
fluxo	przepływu	fluxo	przepływ	N;MASC;SG	N;GEN;MASC;SG
fluxo	przepływ	fluxo	przepływ	N;MASC;SG	N;NOM;MASC;SG
fluxo	strumień	fluxo	strumień	N;MASC;SG	N;NOM;MASC;SG
esforço	wysiłek	esforço	wysiłek	N;MASC;SG	N;ACC;MASC;SG
esforço	nakład	esforço	nakład	N;MASC;SG	N;NOM;MASC;SG
esforço	wysiłku	esforço	wysiłek	N;MASC;SG	N;GEN;MASC;SG
termina	kończy	terminar	kończyć	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
passos	kroki	passo	krok	N;MASC;PL	N;NOM;MASC;PL
passos	kroków	passo	krok	N;MASC;PL	N;GEN;MASC;PL
passos	stopnie	passo	stopień	N;MASC;PL	N;NOM;MASC;PL
passos	etapy	passo	etap	N;MASC;PL	N;NOM;MASC;PL
passos	schody	passo	schody	N;MASC;PL	N;NOM;NEUT;PL
passos	kroki	passo	krok	N;MASC;PL	N;NOM;MASC;PL
sexto	szóstej	sexto	szósty	ADJ;MASC;SG	ADJ;GEN;FEM;SG
sexto	szósta	sexto	szósty	ADJ;MASC;SG	ADJ;NOM;FEM;SG
sexto	szósty	sexto	szósty	ADJ;MASC;SG	ADJ;NOM;MASC;SG
produtores	producenci	produtor	producent	N;MASC;PL	N;NOM;MASC;PL
produtores	producentów	produtor	producent	N;MASC;PL	N;ACC;MASC;PL
produtores	producentom	produtor	producent	N;MASC;PL	N;DAT;MASC;PL
influências	wpływy	influência	wpływ	N;FEM;PL	N;NOM;MASC;PL
influências	wpływy	influência	wpływ	N;FEM;PL	N;NOM;MASC;PL
influências	wpływów	influência	wpływ	N;FEM;PL	N;GEN;MASC;PL
vizinhos	sąsiadów	vizinho	sąsiad	N;MASC;PL	N;ACC;MASC;PL
vizinhos	sąsiedzi	vizinho	sąsiad	N;MASC;PL	N;NOM;MASC;PL
vizinhos	sąsiadów	vizinho	sąsiad	N;MASC;PL	N;ACC;MASC;PL
vizinhos	sąsiadami	vizinho	sąsiad	N;MASC;PL	N;INS;FEM;PL
vizinhos	sąsiedzi	vizinho	sąsiad	N;MASC;PL	N;NOM;MASC;PL
integração	integracja	integração	integracja	N;FEM;SG	N;NOM;FEM;SG
integração	integracji	integração	integracja	N;FEM;SG	N;GEN;FEM;SG
integração	integrację	integração	integracja	N;FEM;SG	N;ACC;FEM;SG
nocaute	nokaut	nocaute	nokaut	N;MASC;SG	N;NOM;MASC;SG
cresceu	rósł	crescer	rosnąć	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
alcançar	osiągać	alcançar	osiągać	V;NFIN	V;IPFV;NFIN;ACT
alcançar	osiągnąć	alcançar	osiągnąć	V;NFIN	V;PFV;NFIN;ACT
confederação	konfederacji	confederação	konfederacja	N;FEM;SG	N;GEN;FEM;SG
confederação	konfederacja	confederação	konfederacja	N;FEM;SG	N;NOM;FEM;SG
décimo	dziesiątej	décimo	dziesiąty	ADJ;MASC;SG	ADJ;GEN;FEM;SG
décimo	dziesiąty	décimo	dziesiąty	ADJ;MASC;SG	ADJ;NOM;MASC;SG
monumento	pomnik	monumento	pomnik	N;MASC;SG	N;ACC;MASC;SG
down	dół	down	dół	N;MASC;SG	N;NOM;MASC;SG
discurso	dyskursu	discurso	dyskurs	N;MASC;SG	N;GEN;MASC;SG
discurso	przemowa	discurso	przemować	N;MASC;SG	N;NOM;FEM;SG
discurso	przemówienie	discurso	przemówienie	N;MASC;SG	N;NOM;NEUT;SG
discurso	wystąpienie	discurso	wystąpienie	N;MASC;SG	N;NOM;NEUT;SG
colonial	kolonialnej	colonial	kolonialny	ADJ;MASC;SG	ADJ;GEN;FEM;SG
telefone	telefon	telefone	telefon	N;MASC;SG	N;NOM;MASC;SG
telefone	telefon	telefone	telefon	N;MASC;SG	N;NOM;MASC;SG
paredes	mury	parede	mur	N;FEM;PL	N;NOM;MASC;PL
paredes	ściany	parede	ściana	N;FEM;PL	N;ACC;FEM;PL
conservação	konserwacja	conservação	konserwacja	N;FEM;SG	N;NOM;FEM;SG
conheceu	spotkał	conhecer	spotkać	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
ameaça	zagrożenia	ameaça	zagrożenie	N;FEM;SG	N;NOM;NEUT;SG
ameaça	zagrożenie	ameaça	zagrożenie	N;FEM;SG	N;NOM;NEUT;SG
ameaça	groźba	ameaça	groźba	N;FEM;SG	N;NOM;FEM;SG
bíblia	biblia	bíblia	biblia	N;FEM;SG	N;NOM;FEM;SG
bíblia	biblię	bíblia	biblia	N;FEM;SG	N;ACC;FEM;SG
pergunta	pytanie	pergunta	pytanie	N;FEM;SG	N;NOM;NEUT;SG
declaração	deklaracja	declaração	deklaracja	N;FEM;SG	N;NOM;FEM;SG
declaração	oświadczenie	declaração	oświadczenie	N;FEM;SG	N;NOM;NEUT;SG
declaração	oświadczenia	declaração	oświadczenie	N;FEM;SG	N;NOM;NEUT;SG
declaração	stwierdzenie	declaração	stwierdzenie	N;FEM;SG	N;NOM;NEUT;SG
declaração	deklaracja	declaração	deklaracja	N;FEM;SG	N;NOM;FEM;SG
declaração	oświadczenie	declaração	oświadczenie	N;FEM;SG	N;NOM;NEUT;SG
declaração	deklarację	declaração	deklaracja	N;FEM;SG	N;ACC;FEM;SG
declaração	zgłoszenie	declaração	zgłosić	N;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
primo	kuzyn	primo	kuzyn	N;MASC;SG	N;NOM;MASC;SG
primo	kuzynka	primo	kuzynek	N;MASC;SG	N;NOM;FEM;SG
primo	kuzynie	primo	kuzynia	N;MASC;SG	N;DAT;MASC;SG
primo	kuzynie	primo	kuzynia	N;MASC;SG	N;DAT;MASC;SG
holanda	holandii	holandar	holandia	N;FEM;SG	N;GEN;FEM;SG
holanda	holandia	holandar	holandia	N;FEM;SG	N;NOM;FEM;SG
holanda	holandii	holandar	holandia	N;FEM;SG	N;GEN;FEM;SG
holanda	holandia	holandar	holandia	N;FEM;SG	N;NOM;FEM;SG
lenda	legendę	lenda	legenda	N;FEM;SG	N;ACC;FEM;SG
lenda	legenda	lenda	legenda	N;FEM;SG	N;NOM;FEM;SG
vítimas	ofiarami	vítima	ofiara	N;FEM;PL	N;INS;FEM;PL
vítimas	ofiary	vítima	ofiara	N;FEM;PL	N;NOM;FEM;PL
ideal	idealna	ideal	idealny	ADJ;MASC;SG	ADJ;NOM;FEM;SG
ideal	idealne	ideal	idealny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
ideal	idealny	ideal	idealny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
aventura	przygodę	aventura	przygoda	N;FEM;SG	N;ACC;FEM;SG
aventura	przygoda	aventura	przygoda	N;FEM;SG	N;NOM;FEM;SG
pedras	kamienie	pedra	kamień	N;FEM;PL	N;NOM;MASC;PL
pedras	kamienie	pedra	kamień	N;FEM;PL	N;NOM;MASC;PL
pedras	skały	pedra	skała	N;FEM;PL	N;ACC;FEM;PL
pedras	kamienie	pedra	kamień	N;FEM;PL	N;NOM;MASC;PL
plant	roślina	plant	roślina	N;MASC;SG	N;NOM;FEM;SG
desenhos	wzory	desenho	wzór	N;MASC;PL	N;NOM;MASC;PL
desenhos	projekty	desenho	projekt	N;MASC;PL	N;NOM;MASC;PL
desenhos	rysunki	desenho	rysunek	N;MASC;PL	N;NOM;MASC;PL
desenhos	szkice	desenho	szkic	N;MASC;PL	N;NOM;MASC;PL
sucessão	dziedziczenia	sucessão	dziedziczenie	N;FEM;SG	N;GEN;NEUT;SG
download	pobieranie	download	pobieranie	N;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
aparência	wygląd	aparência	wygląd	N;FEM;SG	N;NOM;MASC;SG
aparência	wystąpienie	aparência	wystąpienie	N;FEM;SG	N;NOM;NEUT;SG
apresentações	prezentacje	apresentação	prezentacja	N;FEM;PL	N;NOM;FEM;PL
freguesias	parafie	freguesia	paraf	N;FEM;PL	N;NOM;FEM;PL
observação	obserwacji	observação	obserwacja	N;FEM;SG	N;GEN;FEM;SG
observação	obserwację	observação	obserwacja	N;FEM;SG	N;ACC;FEM;SG
observação	obserwacja	observação	obserwacja	N;FEM;SG	N;NOM;FEM;SG
excelente	doskonała	excelente	doskonały	ADJ;MASC;SG	ADJ;NOM;FEM;SG
descobrir	odkryć	descobrir	odkryć	V;NFIN	V;PFV;NFIN;ACT
chão	piętrze	chão	piętro	N;MASC;SG	N;ACC;NEUT;SG
chão	piętro	chão	piętro	N;MASC;SG	N;NOM;NEUT;SG
chão	podłoga	chão	podłoga	N;MASC;SG	N;NOM;FEM;SG
deuses	bogowie	deus	bogowie	N;MASC;PL	N;NOM;MASC;PL
deuses	bogów	deus	bóg	N;MASC;PL	N;ACC;MASC;PL
grão	zboże	grão	zboże	N;MASC;SG	N;NOM;NEUT;SG
johnny	johnny	johnny	johnny	N;MASC;SG	N;NOM;MASC;SG
nick	nick	nick	nick	N;MASC;SG	N;NOM;MASC;SG
nick	nicka	nick	nicka	N;MASC;SG	N;ACC;MASC;SG
definido	zdefiniowano	definir	zdefiniować	V;MASC;SG;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
definido	ustaw	definir	ustawa	V;MASC;SG;V.PTCP	V;IPFV;IMP;SG;2;FIN;ACT
confiança	zaufanie	confiança	zaufanie	N;FEM;SG	N;NOM;NEUT;SG
confiança	zaufania	confiança	zaufanie	N;FEM;SG	N;GEN;NEUT;SG
confiança	zaufanie	confiança	zaufanie	N;FEM;SG	N;NOM;NEUT;SG
habilidade	umiejętności	habilidade	umiejętność	N;FEM;SG	N;ACC;FEM;SG
habilidade	umiejętność	habilidade	umiejętność	N;FEM;SG	N;NOM;FEM;SG
habilidade	zdolność	habilidade	zdolność	N;FEM;SG	N;NOM;FEM;SG
habilidade	umiejętność	habilidade	umiejętność	N;FEM;SG	N;NOM;FEM;SG
árabes	arabów	árabe	arab	N;MASC;PL	N;ACC;MASC;PL
tomé	tomaszu	tomé	tomasz	N;MASC;SG	N;VOC;MASC;SG
tomé	tomek	tomé	tomek	N;MASC;SG	N;NOM;MASC;SG
aspecto	aspekt	aspecto	aspekt	N;MASC;SG	N;NOM;MASC;SG
tratar	traktować	tratar	traktować	V;NFIN	V;IPFV;NFIN;ACT
tratar	traktuj	tratar	traktować	V;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
tratar	leczyć	tratar	leczyć	V;NFIN	V;IPFV;NFIN;ACT
ginástica	siłowni	ginástica	siłownia	N;FEM;SG	N;GEN;FEM;SG
ginástica	siłownia	ginástica	siłownia	N;FEM;SG	N;NOM;FEM;SG
ginástica	gimnastyka	ginástica	gimnastyka	N;FEM;SG	N;NOM;FEM;SG
sugestões	porady	sugestão	porada	N;FEM;PL	N;ACC;FEM;PL
sugestões	końcówki	sugestão	końcówka	N;FEM;PL	N;ACC;FEM;PL
sugestões	wskazówki	sugestão	wskazówka	N;FEM;PL	N;ACC;FEM;PL
sugestões	propozycje	sugestão	propozycja	N;FEM;PL	N;NOM;FEM;PL
blog	blog	blog	blog	N;MASC;SG	N;NOM;MASC;SG
blog	bloga	blog	bloga	N;MASC;SG	N;ACC;MASC;SG
blog	blogu	blog	blóg	N;MASC;SG	N;DAT;MASC;SG
açúcar	cukrem	açúcar	cukier	N;MASC;SG	N;INS;MASC;SG
açúcar	cukru	açúcar	cukr	N;MASC;SG	N;GEN;MASC;SG
açúcar	cukier	açúcar	cukier	N;MASC;SG	N;NOM;MASC;SG
laboratório	laboratorium	laboratório	laboratorium	N;MASC;SG	N;NOM;NEUT;SG
laboratório	laboratorium	laboratório	laboratorium	N;MASC;SG	N;NOM;NEUT;SG
drogas	prochy	droga	prochy	N;FEM;PL	N;NOM;MASC;PL
drogas	narkotyki	droga	narkotyk	N;FEM;PL	N;NOM;MASC;PL
drogas	leki	droga	lek	N;FEM;PL	N;NOM;MASC;PL
fases	fazy	fase	faza	N;FEM;PL	N;ACC;FEM;PL
fases	etapy	fase	etap	N;FEM;PL	N;NOM;MASC;PL
fases	etapach	fase	etap	N;FEM;PL	N;GEN;MASC;PL
jerusalém	jerozolimy	jerusalém	jerozolima	N;MASC;SG	N;GEN;FEM;SG
doutrina	doktryna	doutrina	doktryna	N;FEM;SG	N;NOM;FEM;SG
samuel	samuela	samuel	samuel	N;MASC;SG	N;GEN;MASC;SG
inteligência	wywiad	inteligência	wywiad	N;FEM;SG	N;NOM;MASC;SG
inteligência	wywiadu	inteligência	wywiad	N;FEM;SG	N;GEN;MASC;SG
inteligência	inteligencja	inteligência	inteligencja	N;FEM;SG	N;NOM;FEM;SG
space	przestrzeni	space	przestrzeń	N;MASC;SG	N;GEN;FEM;SG
space	przestrzeń	space	przestrzeń	N;MASC;SG	N;NOM;FEM;SG
escritores	pisarzy	escritor	pisarz	N;MASC;PL	N;GEN;MASC;PL
escritores	pisarze	escritor	pisarz	N;MASC;PL	N;NOM;MASC;PL
carregado	dodano	carregar	dodać	V;MASC;SG;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
carregado	przesłano	carregar	przesłać	V;MASC;SG;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
ford	forda	ford	ford	N;FEM;SG	N;ACC;MASC;SG
claramente	wyraźnie	claramente	wyraźnie	ADV	ADV
claramente	najwyraźniej	claramente	wyraźnie	ADV	ADV;RL
olho	oko	olho	oko	N;MASC;SG	N;NOM;NEUT;SG
ocorrido	wystąpiło	ocorrer	wystąpić	V;MASC;SG;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN;ACT
blues	bluesa	blues	blues	N;MASC;SG	N;ACC;MASC;SG
dificuldade	trudność	dificuldade	trudność	N;FEM;SG	N;NOM;FEM;SG
opiniões	przeglądy	opinião	przegląd	N;FEM;PL	N;NOM;MASC;PL
opiniões	opinie	opinião	opinia	N;FEM;PL	N;NOM;FEM;PL
opiniões	opinie	opinião	opinia	N;FEM;PL	N;NOM;FEM;PL
