スクロール	свитък	スクロール	свитък	N	N;INDF;MASC;SG
受け取り	получена	受け取る	получа	V	V;PFV;INDF;FEM;SG;V.PTCP;PASS
受け取り	получен	受け取る	получа	V	V;PFV;INDF;MASC;SG;V.PTCP;PASS
受け取り	получени	受け取る	получа	V	V;PFV;INDF;PL;V.PTCP;PASS
検察官	прокурор	検察官	прокурор	N	N;INDF;MASC;SG
ボトル	бутилки	ボトル	бутилка	N	N;INDF;FEM;PL
ボトル	бутилката	ボトル	бутилка	N	N;DEF;FEM;SG
ボトル	шише	ボトル	шише	N	N;INDF;NEUT;SG
ボトル	бутилка	ボトル	бутилка	N	N;INDF;FEM;SG
神風	камикадзе	神風	камикадзе	N	N;INDF;MASC;SG
クォーター	тримесечие	クォーター	тримесечие	N	N;INDF;NEUT;SG
グリッド	мрежа	グリッド	мрежа	N	N;INDF;FEM;SG
グリッド	решетка	グリッド	решетка	N	N;INDF;FEM;SG
リチウム	литий	リチウム	литий	N	N;INDF;MASC;PL
ラバー	каучук	ラバー	каучук	N	N;INDF;MASC;SG
ラバー	гума	ラバー	гума	N	N;INDF;FEM;SG
便所	тоалетните	便所	тоалетен	N	N;DEF;FEM;PL
便所	тоалетни	便所	тоалетен	N	N;INDF;MASC;PL
インタラクティブ	интерактивни	インタラクティブ	интерактивен	ADJ	ADJ;INDF;PL
セール	разпродажба	セール	разпродажба	N	N;INDF;FEM;SG
セール	продажба	セール	продажба	N	N;INDF;FEM;SG
用紙	хартия	用紙	хартия	N	N;INDF;FEM;SG
きれい	чист	きれい	чист	ADJ	ADJ;INDF;MASC;SG
きれい	чисти	きれい	чистя	ADJ	ADJ;INDF;PL
きれい	чиста	きれい	чист	ADJ	ADJ;INDF;FEM;SG
気球	балон	気球	балон	N	N;INDF;MASC;SG
イケメン	красавец	イケメン	красавец	N	N;INDF;MASC;SG
リンパ	лимфната	リンパ	лимфен	N	N;DEF;FEM;SG
リンパ	лимфните	リンパ	лимфен	N	N;DEF;FEM;PL
フィルタ	филтър	フィルタ	филтър	N	N;INDF;MASC;SG
フィルタ	филтриране	フィルタ	филтриране	N	N;INDF;NEUT;SG
フィルタ	филтри	フィルタ	филтър	N	N;INDF;MASC;PL
スクリュー	винт	スクリュー	винт	N	N;INDF;MASC;SG
祈祷	молитва	祈祷	молитва	N	N;INDF;FEM;SG
募金	дарение	募金	дарение	N	N;INDF;NEUT;SG
募金	дарение	募金	дарение	N	N;INDF;NEUT;SG
募金	дарения	募金	дарение	N	N;INDF;NEUT;PL
作物	култури	作物	култура	N	N;INDF;FEM;PL
作物	насаждения	作物	насаждение	N	N;INDF;NEUT;PL
村人	селяните	村人	селянин	N	N;DEF;MASC;PL
村人	селяни	村人	селянин	N	N;INDF;MASC;PL
トカゲ	гущери	トカゲ	гущеря	N	N;INDF;MASC;PL
トカゲ	гущер	トカゲ	гущер	N	N;INDF;MASC;SG
トカゲ	гущера	トカゲ	гущер	N	N;DEF;MASC;SG
参道	подход	参道	подход	N	N;INDF;MASC;SG
飢饉	глад	飢饉	глад	N	N;INDF;MASC;SG
ピストル	пистолет	ピストル	пистолет	N	N;INDF;MASC;SG
ブランチ	клон	ブランチ	клон	N	N;INDF;MASC;SG
ブランチ	клонче	ブランチ	клонче	N	N;INDF;NEUT;SG
ブランチ	клонка	ブランチ	клонка	N	N;INDF;FEM;SG
聖歌	химн	聖歌	химн	N	N;INDF;MASC;SG
聖歌	химни	聖歌	химен	N	N;INDF;FEM;PL
漁師	рибарите	漁師	рибар	N	N;DEF;MASC;PL
漁師	рибари	漁師	рибар	N	N;INDF;MASC;PL
漁師	рибар	漁師	рибар	N	N;INDF;MASC;SG
なぜ	защото	なぜ	защото	ADV	ADV
塩素	хлор	塩素	хлор	N	N;INDF;MASC;SG
釈迦	шака	釈迦	шака	N	N;INDF;MASC;PL
つぼみ	пъпки	つぼみ	пъпка	N	N;INDF;FEM;PL
パッチ	пластир	パッチ	пластир	N	N;INDF;MASC;SG
パッチ	пач	パッチ	пач	N	N;INDF;MASC;SG
美学	естетика	美学	естетика	N	N;INDF;FEM;SG
筆記	писане	筆記	писане	N	N;INDF;NEUT;SG
リハビリ	рехабилитация	リハビリ	рехабилитация	N	N;INDF;FEM;SG
テリア	териери	テリア	териера	N	N;INDF;MASC;PL
テリア	териер	テリア	териер	N	N;INDF;MASC;SG
苦情	оплаквания	苦情	оплакване	N	N;INDF;NEUT;PL
苦情	жалби	苦情	жалба	N	N;INDF;FEM;PL
苦情	жалби	苦情	жалба	N	N;INDF;FEM;PL
苦情	оплакване	苦情	оплакване	N	N;INDF;NEUT;SG
苦情	жалба	苦情	жалба	N	N;INDF;FEM;SG
代名詞	местоимения	代名詞	местоимение	N	N;INDF;NEUT;PL
代名詞	местоимение	代名詞	местоимение	N	N;INDF;NEUT;SG
静脈	вени	静脈	вен	N	N;INDF;FEM;PL
静脈	вена	静脈	вена	N	N;INDF;FEM;SG
静脈	вената	静脈	вен	N	N;DEF;FEM;SG
チューン	мелодия	チューン	мелодия	N	N;INDF;FEM;SG
ハウ	хоу	ハウ	хоу	N	N;INDF;FEM;SG
ハウ	хау	ハウ	хау	N	N;INDF;FEM;SG
エデン	идън	エデン	идън	N	N;INDF;MASC;SG
エデン	едем	エデン	едем	N	N;INDF;MASC;SG
デザート	десерта	デザート	десер	N	N;DEF;FEM;SG
デザート	десерти	デザート	десерта	N	N;INDF;FEM;PL
デザート	десерт	デザート	десерт	N	N;INDF;MASC;SG
デザート	пустиня	デザート	пустиня	N	N;INDF;FEM;SG
デザート	пустинята	デザート	пустиня	N	N;DEF;FEM;SG
デザート	десерти	デザート	десерта	N	N;INDF;FEM;PL
リバイバル	възраждане	リバイバル	възраждане	N	N;INDF;NEUT;SG
リバイバル	съживяване	リバイバル	съживяване	N	N;INDF;NEUT;SG
動脈	артерия	動脈	артерия	N	N;INDF;FEM;SG
動脈	артерията	動脈	артерия	N	N;DEF;FEM;SG
動脈	артерии	動脈	артерия	N	N;INDF;FEM;PL
動脈	артериите	動脈	артерия	N	N;DEF;FEM;PL
リュック	раницата	リュック	раница	N	N;DEF;FEM;SG
リュック	раница	リュック	раница	N	N;INDF;FEM;SG
織物	текстил	織物	текстя	N	N;INDF;MASC;SG
織物	тъкане	織物	тъкане	N	N;INDF;NEUT;SG
織物	плат	織物	плат	N	N;INDF;MASC;SG
織物	платове	織物	плат	N	N;INDF;MASC;PL
織物	тъкан	織物	тъкан	N	N;INDF;FEM;SG
織物	текстил	織物	текстя	N	N;INDF;MASC;SG
礼	учтивост	礼	учтивост	N	N;INDF;FEM;SG
ゴリラ	горилата	ゴリラ	горял	N	N;DEF;NEUT;PL
ゴリラ	горила	ゴリラ	горя-(се)	N	N;INDF;FEM;SG
ゴリラ	горили	ゴリラ	горя-(се)	N	N;INDF;MASC;PL
ゴリラ	горилите	ゴリラ	горя-(се)	N	N;DEF;MASC;PL
リサイタル	съображение	リサイタル	съображение	N	N;INDF;NEUT;SG
リサイタル	рецитал	リサイタル	рецитал	N	N;INDF;MASC;SG
ダイヤル	набиране	ダイヤル	набиране	N	N;INDF;NEUT;SG
ダイヤル	набиране	ダイヤル	набиране	N	N;INDF;NEUT;SG
ポロ	поло	ポロ	поло	N	N;INDF;NEUT;SG
日没	сънсет	日没	сънсет	N	N;INDF;MASC;SG
日没	залез	日没	залез	N	N;INDF;MASC;SG
日没	залез	日没	залез	N	N;INDF;MASC;SG
ディナー	вечери	ディナー	вечеря	N	N;INDF;FEM;PL
ディナー	вечерята	ディナー	вечеря	N	N;DEF;FEM;SG
ディナー	вечеря	ディナー	вечеря	N	N;INDF;FEM;SG
白金	платина	白金	платина	N	N;INDF;FEM;SG
コンタクト	контакт	コンタクト	контакт	N	N;INDF;MASC;SG
コンタクト	контакти	コンタクト	контакт	N	N;INDF;MASC;PL
バスケット	кош	バスケット	кош	N	N;INDF;MASC;SG
バスケット	кошница	バスケット	кошница	N	N;INDF;FEM;SG
特製	специалност	特製	специалност	N	N;INDF;FEM;SG
特製	специалитет	特製	специалитет	N	N;INDF;MASC;SG
快感	удоволствие	快感	удоволствие	N	N;INDF;NEUT;SG
叔母	леля	叔母	леля	N	N;INDF;FEM;SG
段落	параграф	段落	параграф	N	N;INDF;MASC;SG
段落	абзац	段落	абзац	N	N;INDF;MASC;SG
段落	параграфи	段落	параграф	N	N;INDF;MASC;PL
ハーモニー	хармъни	ハーモニー	хармън	N	N;INDF;MASC;SG
ハーモニー	хармония	ハーモニー	хармония	N	N;INDF;FEM;SG
アイディア	идея	アイディア	идея	N	N;INDF;FEM;SG
アイディア	идеи	アイディア	идея	N	N;INDF;FEM;PL
アンプ	усилвател	アンプ	усилвател	N	N;INDF;MASC;SG
アンプ	усилватели	アンプ	усилвател	N	N;INDF;MASC;PL
宝物	съкровища	宝物	съкровище	N	N;INDF;NEUT;PL
宝物	съкровищата	宝物	съкровище	N	N;DEF;NEUT;PL
宝物	съкровища	宝物	съкровище	N	N;INDF;NEUT;PL
宝物	съкровище	宝物	съкровище	N	N;INDF;NEUT;SG
ギフト	подаръци	ギフト	подарък	N	N;INDF;MASC;PL
ギフト	подаръците	ギフト	подарък	N	N;DEF;MASC;PL
ギフト	дарове	ギフト	дар	N	N;INDF;MASC;PL
ギフト	подарък	ギフト	подарък	N	N;INDF;MASC;SG
ギフト	дарба	ギフト	дарба	N	N;INDF;FEM;SG
ギフト	дар	ギフト	дар	N	N;INDF;MASC;SG
理性	причина	理性	причина	N	N;INDF;FEM;SG
構文	синтаксис	構文	синтаксис	N	N;INDF;MASC;SG
光景	гледки	光景	гледка	N	N;INDF;FEM;PL
光景	забележителности	光景	забележителност	N	N;INDF;FEM;PL
安い	евтин	安い	евтин	ADJ	ADJ;INDF;MASC;SG
安い	евтини	安い	евтин	ADJ	ADJ;INDF;PL
安い	евтина	安い	евтин	ADJ	ADJ;INDF;FEM;SG
ハーレム	харлем	ハーレム	харлем	N	N;INDF;MASC;SG
サンズ	пясък	サンズ	пясък	N	N;INDF;MASC;SG
サンズ	сандс	サンズ	сандс	N	N;INDF;FEM;SG
サンズ	пясъци	サンズ	пясък	N	N;INDF;MASC;PL
バタフライ	пеперудата	バタフライ	пеперуда	N	N;DEF;FEM;SG
バタフライ	пеперуда	バタフライ	пеперуда	N	N;INDF;FEM;SG
チャレンジャー	претендент	チャレンジャー	претендент	N	N;INDF;MASC;SG
チャレンジャー	чалънджър	チャレンジャー	чалънджър	N	N;INDF;MASC;SG
ゴマ	сезам	ゴマ	сезам	N	N;INDF;FEM;SG
サザン	южен	サザン	южен	N	N;INDF;MASC;SG
図形	геометрията	図形	геометрия	N	N;DEF;FEM;SG
図形	геометрия	図形	геометрия	N	N;INDF;FEM;SG
図形	формата	図形	форма	N	N;DEF;FEM;SG
図形	форма	図形	форма	N	N;INDF;FEM;SG
おば	леля	おば	леля	N	N;INDF;FEM;SG
おば	лели	おば	лели	N	N;INDF;MASC;PL
ベイビー	бебе	ベイビー	бебе	N	N;INDF;NEUT;SG
ベイビー	бейби	ベイビー	бейба	N	N;INDF;NEUT;SG
参事官	съветници	参事官	съветник	N	N;INDF;MASC;PL
参事官	съветник	参事官	съветник	N	N;INDF;MASC;SG
トレーラー	ремарке	トレーラー	ремарке	N	N;INDF;NEUT;SG
トレーラー	каравана	トレーラー	каравам-(се)	N	N;INDF;FEM;SG
毛皮	козина	毛皮	козина	N	N;INDF;FEM;SG
毛皮	козината	毛皮	козина	N	N;DEF;FEM;SG
毛皮	кожи	毛皮	кожа	N	N;INDF;FEM;PL
コロシアム	колизеум	コロシアム	колизеум	N	N;INDF;MASC;SG
コロシアム	колизея	コロシアム	колизея	N	N;DEF;MASC;SG
シンフォニー	симфония	シンフォニー	симфония	N	N;INDF;FEM;SG
ゴールキーパー	вратар	ゴールキーパー	вратар	N	N;INDF;MASC;SG
条文	разпоредба	条文	разпоредба	N	N;INDF;FEM;SG
条文	предоставяне	条文	предоставяне	N	N;INDF;NEUT;SG
条文	осигуряване	条文	осигуряване	N	N;INDF;NEUT;SG
条文	разпоредби	条文	разпоредба	N	N;INDF;FEM;PL
条文	провизии	条文	провизия	N	N;INDF;FEM;PL
ごみ	котило	ごみ	котило	N	N;INDF;NEUT;SG
ごみ	боклук	ごみ	боклук	N	N;INDF;MASC;SG
ごみ	боклуци	ごみ	боклук	N	N;INDF;MASC;PL
ごみ	боклук	ごみ	боклук	N	N;INDF;MASC;SG
ハーブ	билка	ハーブ	билка	N	N;INDF;FEM;SG
ハーブ	биле	ハーブ	съм	N	N;INDF;NEUT;SG
ハーブ	билки	ハーブ	билка	N	N;INDF;FEM;PL
ジョーク	шега	ジョーク	шега	N	N;INDF;FEM;SG
ジョーク	лаф	ジョーク	лаф	N	N;INDF;MASC;SG
ジョーク	виц	ジョーク	виц	N	N;INDF;MASC;SG
ジョーク	шеги	ジョーク	шег	N	N;INDF;MASC;PL
ジョーク	вицове	ジョーク	виц	N	N;INDF;MASC;PL
クロス	кросоувър	クロス	кросоувър	N	N;INDF;MASC;SG
コウモリ	бат	コウモリ	бат	N	N;INDF;MASC;SG
コウモリ	прилеп	コウモリ	прилеп	N	N;INDF;MASC;SG
コウモリ	бухалка	コウモリ	бухалка	N	N;INDF;FEM;SG
コウモリ	прилепи	コウモリ	прилепя-(се)	N	N;INDF;FEM;PL
コウモリ	бухалки	コウモリ	бухалка	N	N;INDF;FEM;PL
バール	бар	バール	бар	N	N;INDF;MASC;SG
バール	барът	バール	бар	N	N;DEF;MASC;SG
ユーモア	хумор	ユーモア	хумор	N	N;INDF;MASC;SG
ユーモア	хумор	ユーモア	хумор	N	N;INDF;MASC;SG
溶液	разтвор	溶液	разтвор	N	N;INDF;MASC;SG
溶液	решение	溶液	решение	N	N;INDF;NEUT;SG
ウイスキー	уиски	ウイスキー	уиски	N	N;INDF;NEUT;SG
ウイスキー	уиски	ウイスキー	уиски	N	N;INDF;NEUT;SG
総局	дирекция	総局	дирекция	N	N;INDF;FEM;SG
総局	дирекцията	総局	дирекция	N	N;DEF;FEM;SG
コンポーネント	елемент	コンポーネント	елемент	N	N;INDF;MASC;SG
コンポーネント	компонент	コンポーネント	компонент	N	N;INDF;MASC;SG
コンポーネント	компоненти	コンポーネント	компонент	N	N;INDF;MASC;PL
聴覚	слух	聴覚	слух	N	N;INDF;MASC;SG
聴覚	изслушването	聴覚	изслушване	N	N;DEF;NEUT;SG
聴覚	изслушване	聴覚	изслушване	N	N;INDF;NEUT;SG
トリガー	задействане	トリガー	задействане	N	N;INDF;NEUT;SG
トリガー	спусък	トリガー	спусък	N	N;INDF;MASC;SG
トリガー	спусъка	トリガー	спусък	N	N;DEF;MASC;SG
刻印	щамповане	刻印	щамповане	N	N;INDF;NEUT;SG
チューリップ	лалета	チューリップ	лалет	N	N;INDF;NEUT;PL
チューリップ	лале	チューリップ	лале	N	N;INDF;NEUT;SG
プランニング	планиране	プランニング	планиране	N	N;INDF;NEUT;SG
曲面	повърхност	曲面	повърхност	N	N;INDF;FEM;SG
曲面	повърхността	曲面	повърхност	N	N;DEF;FEM;SG
薬剤師	фармацевт	薬剤師	фармацевт	N	N;INDF;MASC;SG
ミーティング	срещи	ミーティング	среща	N	N;INDF;FEM;PL
ミーティング	събрания	ミーティング	събрание	N	N;INDF;NEUT;PL
ミーティング	заседания	ミーティング	заседание	N	N;INDF;NEUT;PL
ミーティング	заседание	ミーティング	заседание	N	N;INDF;NEUT;SG
ミーティング	среща	ミーティング	среща	N	N;INDF;FEM;SG
ミーティング	съвещание	ミーティング	съвещание	N	N;INDF;NEUT;SG
ミーティング	събрание	ミーティング	събрание	N	N;INDF;NEUT;SG
ミーティング	срещата	ミーティング	среща	N	N;DEF;FEM;SG
カーペット	килими	カーペット	килим	N	N;INDF;FEM;PL
カーペット	килим	カーペット	килим	N	N;INDF;MASC;SG
カビ	плесен	カビ	плесен	N	N;INDF;FEM;SG
カビ	мухъл	カビ	мухъл	N	N;INDF;MASC;SG
カビ	плесен	カビ	плесен	N	N;INDF;FEM;SG
カビ	мухъл	カビ	мухъл	N	N;INDF;MASC;SG
カビ	плесени	カビ	плеса	N	N;INDF;MASC;PL
ギャップ	пропуски	ギャップ	пропуски	N	N;INDF;MASC;PL
ギャップ	празнина	ギャップ	празнина	N	N;INDF;FEM;SG
ギャップ	пролука	ギャップ	пролука	N	N;INDF;FEM;SG
乗り物	возила	乗り物	возило	N	N;INDF;NEUT;PL
乗り物	автомобили	乗り物	автомобил	N	N;INDF;MASC;PL
乗り物	автомобил	乗り物	автомобил	N	N;INDF;MASC;SG
乗り物	возило	乗り物	вози	N	N;INDF;NEUT;SG
ダニ	тик	ダニ	тик	N	N;INDF;MASC;SG
ダニ	дани	ダニ	дани	N	N;INDF;MASC;SG
暖房	нагряване	暖房	нагряване	N	N;INDF;NEUT;SG
暖房	отопление	暖房	отопление	N	N;INDF;NEUT;SG
暖房	парно	暖房	парно	N	N;INDF;NEUT;SG
暖房	подгряване	暖房	подгряване	N	N;INDF;NEUT;SG
暖房	загряване	暖房	загряване	N	N;INDF;NEUT;SG
イネ	ине	イネ	ине	N	N;INDF;MASC;SG
数量	количества	数量	количество	N	N;INDF;NEUT;PL
数量	количество	数量	количество	N	N;INDF;NEUT;SG
倍	мащабиране	倍	мащабиране	N	N;INDF;NEUT;SG
倍	увеличение	倍	увеличение	N	N;INDF;NEUT;SG
偽造	фалшифицирани	偽造	фалшифицирам	V	V;PFV;INDF;PL;V.PTCP;PASS
エメラルド	изумруди	エメラルド	изумрудя-(се)	N	N;INDF;MASC;PL
エメラルド	емералд	エメラルド	емералд	N	N;INDF;MASC;SG
太い	дебела	太い	дебел	ADJ	ADJ;INDF;FEM;SG
太い	плътна	太い	плътна	ADJ	ADJ;INDF;FEM;SG
太い	дебел	太い	дебел	ADJ	ADJ;INDF;MASC;SG
コックピット	кабината	コックピット	кабина	N	N;DEF;FEM;SG
匂い	миризма	匂い	миризма	N	N;INDF;FEM;SG
匂い	мирис	匂い	мирис	N	N;INDF;MASC;SG
精神病	психоза	精神病	психоз	N	N;INDF;FEM;SG
リハーサル	репетицията	リハーサル	репетиция	N	N;DEF;FEM;SG
リハーサル	репетиция	リハーサル	репетиция	N	N;INDF;FEM;SG
アスファルト	асфалт	アスファルト	асфалт	N	N;INDF;MASC;PL
祝う	празнуват	祝う	празнувам	V	V;IPFV;IND;PL;3;PRS;FIN;ACT
祝う	празнуваме	祝う	празнувам	V	V;IPFV;IND;PL;1;PRS;FIN;ACT
サラダ	салати	サラダ	салат	N	N;INDF;FEM;PL
サラダ	салата	サラダ	салата	N	N;INDF;FEM;SG
制動	спиране	制動	спиране	N	N;INDF;NEUT;SG
ドーピング	допинг	ドーピング	допинг	N	N;INDF;MASC;SG
十字路	кръстопът	十字路	кръстопът	N	N;INDF;MASC;SG
十字路	кръстопът	十字路	кръстопът	N	N;INDF;MASC;SG
ひどい	ужасна	ひどい	ужасен	ADJ	ADJ;INDF;FEM;SG
ひどい	ужасен	ひどい	ужасен	ADJ	ADJ;INDF;MASC;SG
ババ	баба	ババ	баба	N	N;INDF;FEM;SG
ババ	бъба	ババ	бъба	N	N;INDF;MASC;SG
ババ	буба	ババ	буба	N	N;INDF;FEM;SG
スペシャリスト	специалист	スペシャリスト	специалист	N	N;INDF;MASC;SG
軍備	въоръжение	軍備	въоръжение	N	N;INDF;NEUT;SG
パワフル	мощен	パワフル	мощен	ADJ	ADJ;INDF;MASC;SG
パワフル	мощна	パワフル	мощен	ADJ	ADJ;INDF;FEM;SG
放射能	радиоактивност	放射能	радиоактивност	N	N;INDF;FEM;SG
泣く	плачи	泣く	плача-(се)	V	V;IPFV;IMP;SG;2;FIN
泣く	плаче	泣く	плаче	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
泣く	плачат	泣く	плача-(се)	V	V;IPFV;IND;PL;3;PRS;FIN;ACT
観念	идея	観念	идея	N	N;INDF;FEM;SG
バタ	бата	バタ	бата	N	N;INDF;FEM;SG
マンガン	манган	マンガン	манган	N	N;INDF;MASC;SG
教訓	урок	教訓	урок	N	N;INDF;MASC;SG
教訓	поука	教訓	поука	N	N;INDF;FEM;SG
ハト	гълъбите	ハト	гълъб	N	N;DEF;FEM;PL
ハト	гълъби	ハト	гълъб	N	N;INDF;FEM;PL
ハト	гълъб	ハト	гълъб	N	N;INDF;MASC;SG
ハト	гълъби	ハト	гълъб	N	N;INDF;FEM;PL
給料	заплатата	給料	заплата	N	N;DEF;FEM;SG
給料	заплати	給料	заплата	N	N;INDF;FEM;PL
給料	заплата	給料	заплата	N	N;INDF;FEM;SG
打楽器	удряне	打楽器	удряне	N	N;INDF;NEUT;SG
肩書	заглавие	肩書	заглавие	N	N;INDF;NEUT;SG
肩書	дял	肩書	дял	N	N;INDF;MASC;SG
肩書	титла	肩書	титла	N	N;INDF;FEM;SG
コンペティション	конкуренция	コンペティション	конкуренция	N	N;INDF;FEM;SG
コンペティション	конкурс	コンペティション	конкурс	N	N;INDF;MASC;SG
コンペティション	състезание	コンペティション	състезание	N	N;INDF;NEUT;SG
成虫	имаго	成虫	имаго	N	N;INDF;NEUT;SG
ドリンク	пий	ドリンク	пий	N	N;INDF;MASC;SG
ドリンク	питие	ドリンク	питие	N	N;INDF;NEUT;SG
ドリンク	напитки	ドリンク	напитка	N	N;INDF;FEM;PL
ドリンク	питиета	ドリンク	питие	N	N;INDF;NEUT;PL
子宮	матката	子宮	матка	N	N;DEF;FEM;SG
子宮	матка	子宮	матка	N	N;INDF;FEM;SG
子宮	утробата	子宮	утроба	N	N;DEF;FEM;SG
子宮	утроба	子宮	утроба	N	N;INDF;FEM;SG
子宮	матка	子宮	матка	N	N;INDF;FEM;SG
航法	навигация	航法	навигация	N	N;INDF;FEM;SG
下水道	канализацията	下水道	канализация	N	N;DEF;FEM;SG
下水道	канализация	下水道	канализация	N	N;INDF;FEM;SG
下水道	канализация	下水道	канализация	N	N;INDF;FEM;SG
下水道	канализацията	下水道	канализация	N	N;DEF;FEM;SG
贈り物	подаръци	贈り物	подарък	N	N;INDF;MASC;PL
贈り物	подаръците	贈り物	подарък	N	N;DEF;MASC;PL
贈り物	дарове	贈り物	дар	N	N;INDF;MASC;PL
贈り物	подарък	贈り物	подарък	N	N;INDF;MASC;SG
贈り物	дарба	贈り物	дарба	N	N;INDF;FEM;SG
贈り物	дар	贈り物	дар	N	N;INDF;MASC;SG
退位	абдикацията	退位	абдикация	N	N;DEF;FEM;SG
検閲	цензурирани	検閲	цензурирам	V	V;PFV;INDF;PL;V.PTCP;PASS
オペレーション	операции	オペレーション	операция	N	N;INDF;FEM;PL
オペレーション	операцията	オペレーション	операция	N	N;DEF;FEM;SG
オペレーション	експлоатация	オペレーション	експлоатация	N	N;INDF;FEM;SG
オペレーション	функциониране	オペレーション	функциониране	N	N;INDF;NEUT;SG
オペレーション	операция	オペレーション	операция	N	N;INDF;FEM;SG
小麦	пшеница	小麦	пшеница	N	N;INDF;FEM;SG
小麦	жито	小麦	жито	N	N;INDF;NEUT;SG
パレット	палет	パレット	палет	N	N;INDF;MASC;SG
パレット	палитра	パレット	палитра	N	N;INDF;FEM;SG
フューチャー	бъдеще	フューチャー	бъдеще	N	N;INDF;NEUT;SG
フューチャー	бъдещето	フューチャー	бъдеще	N	N;DEF;NEUT;SG
狂気	лудница	狂気	лудница	N	N;INDF;FEM;SG
狂気	безумие	狂気	безумие	N	N;INDF;NEUT;SG
狂気	лудостта	狂気	лудост	N	N;DEF;FEM;SG
狂気	лудост	狂気	лудост	N	N;INDF;FEM;SG
狂気	безумие	狂気	безумие	N	N;INDF;NEUT;SG
狂気	лудост	狂気	лудост	N	N;INDF;FEM;SG
懸賞	награди	懸賞	награда	N	N;INDF;FEM;PL
ストーカー	преследвач	ストーカー	преследвач	N	N;INDF;MASC;SG
ロバ	магарета	ロバ	магаре	N	N;INDF;NEUT;PL
ロバ	магарето	ロバ	магаре	N	N;DEF;NEUT;SG
ロバ	магаре	ロバ	магаре	N	N;INDF;NEUT;SG
大麻	канабис	大麻	канабис	N	N;INDF;MASC;SG
村落	селата	村落	село	N	N;DEF;NEUT;PL
村落	селища	村落	селище	N	N;INDF;NEUT;PL
村落	села	村落	село	N	N;INDF;NEUT;PL
村落	село	村落	село	N	N;INDF;NEUT;SG
生態	екосистема	生態	екосистем	N	N;INDF;FEM;SG
生態	екосистеми	生態	екосистем	N	N;INDF;MASC;PL
生態	екосистеми	生態	екосистем	N	N;INDF;MASC;PL
生態	екосистемите	生態	екосистем	N	N;DEF;MASC;PL
かわいい	сладка	かわいい	сладка	ADJ	ADJ;INDF;FEM;SG
かわいい	сладък	かわいい	сладък	ADJ	ADJ;INDF;MASC;SG
モニュメント	паметници	モニュメント	паметник	N	N;INDF;MASC;PL
モニュメント	паметник	モニュメント	паметник	N	N;INDF;MASC;SG
ジャッジ	съдията	ジャッジ	съдия	N	N;DEF;MASC;SG
ジャッジ	съдия	ジャッジ	съдия	N	N;INDF;MASC;SG
ファインダー	откривателя	ファインダー	откривател	N	N;DEF;MASC;SG
覚書	меморандум	覚書	меморандум	N	N;INDF;MASC;SG
サンダー	гръм	サンダー	гръм	N	N;INDF;MASC;SG
サンダー	гръмотевица	サンダー	гръмотевица	N	N;INDF;FEM;SG
サンダー	гръмотевици	サンダー	гръмотевица	N	N;INDF;FEM;PL
紅茶	чай	紅茶	чай	N	N;INDF;MASC;SG
信じる	вярвай	信じる	вярвам	V	V;IPFV;IMP;SG;2;FIN
ハイライト	кичури	ハイライト	кичура	N	N;INDF;FEM;PL
ハイライト	осветяване	ハイライト	осветяване	N	N;INDF;NEUT;SG
マシーン	машинка	マシーン	машинка	N	N;INDF;FEM;SG
マシーン	машина	マシーン	машина	N	N;INDF;FEM;SG
ポーラ	паула	ポーラ	паула	N	N;INDF;FEM;SG
ポーラ	пола	ポーラ	пола	N	N;INDF;FEM;SG
船首	поклон	船首	поклон	N	N;INDF;MASC;SG
暗闇	мрака	暗闇	мрак	N	N;DEF;MASC;SG
暗闇	мракът	暗闇	мрак	N	N;DEF;MASC;SG
暗闇	тъмнината	暗闇	тъмнина	N	N;DEF;FEM;SG
暗闇	мрак	暗闇	мрак	N	N;INDF;MASC;SG
暗闇	тъмнина	暗闇	тъмнина	N	N;INDF;FEM;SG
リベラル	либерал	リベラル	либерам	N	N;INDF;MASC;SG
プロローグ	пролог	プロローグ	пролог	N	N;INDF;MASC;SG
果物	плодове	果物	плод	N	N;INDF;MASC;PL
果物	плод	果物	плод	N	N;INDF;MASC;SG
果物	плодове	果物	плод	N	N;INDF;MASC;PL
おじ	чичо	おじる	чичо	N	N;INDF;MASC;SG
おじ	чичовците	おじる	чичовец	N	N;DEF;MASC;PL
おじ	чичовци	おじる	чичовец	N	N;INDF;MASC;PL
停電	затъмнение	停電	затъмнение	N	N;INDF;NEUT;SG
爬虫	влечуги	爬虫	влечуг	N	N;INDF;MASC;PL
爬虫	влечуги	爬虫	влечуг	N	N;INDF;MASC;PL
五	пет	五	пет	NUM	NUM;INDF;PL
税金	данъци	税金	данък	N	N;INDF;MASC;PL
税金	данък	税金	данък	N	N;INDF;MASC;SG
税金	данъците	税金	данък	N	N;DEF;MASC;PL
税金	данъци	税金	данък	N	N;INDF;MASC;PL
球体	сферата	球体	сфера	N	N;DEF;FEM;SG
球体	сфера	球体	сфера	N	N;INDF;FEM;SG
領事	консул	領事	консул	N	N;INDF;MASC;SG
未熟	незрял	未熟	незрял	ADJ	ADJ;INDF;MASC;SG
染め	боядисана	染める	боядишан	V	V;PFV;INDF;FEM;SG;V.PTCP;PASS
染め	обагрени	染める	обагря-(се)	V	V;PFV;INDF;PL;V.PTCP;PASS
知識人	интелектуалци	知識人	интелектуалец	N	N;INDF;MASC;PL
