sound	geluid	sound	geluid	N	N;NEUT;SG
logo	logo	logo	logo	N;MASC;SG	N;NEUT;SG
sustancia	substantie	sustancia	substantie	N;FEM;SG	N;MASC+FEM;SG
holandés	nederlander	holandés	nederlander	N;MASC;SG	N;MASC+FEM;SG
holandés	hollander	holandés	hollander	N;MASC;SG	N;MASC+FEM;SG
estocolmo	stockholm	estocolmo	stockholm	N;MASC;SG	N;NEUT;SG
nasa	nasa	nasa	nasa	N;FEM;SG	N;MASC+FEM;SG
masiva	massief	masivo	massief	ADJ;FEM;SG	ADJ
masiva	enorme	masivo	enorm	ADJ;FEM;SG	ADJ
masiva	massaal	masivo	massaal	ADJ;FEM;SG	ADJ
masiva	massale	masivo	massaal	ADJ;FEM;SG	ADJ
viendo	kijken	ver	kijken	V;V.MSDR	V;NFIN
mercurio	mercury	mercurio	mercury	N;MASC;SG	N;MASC+FEM;SG
mercurio	mercurius	mercurio	mercurius	N;MASC;SG	N;MASC+FEM;SG
mercurio	kwik	mercurio	kwik	N;MASC;SG	N;NEUT;SG
moléculas	moleculen	molécula	molecul	N;FEM;PL	N;PL
regulación	regelgeving	regulación	regelgeving	N;FEM;SG	N;MASC+FEM;SG
regulación	regulering	regulación	regulering	N;FEM;SG	N;MASC+FEM;SG
regulación	verordening	regulación	verordening	N;FEM;SG	N;MASC+FEM;SG
sargento	sarge	sargento	sarg	N;MASC;SG	N;MASC+FEM;SG
sargento	sergeant	sargento	sergeant	N;MASC;SG	N;MASC+FEM;SG
sargento	sergeant	sargento	sergeant	N;MASC;SG	N;MASC+FEM;SG
alturas	hoogten	altura	hoogte	N;FEM;PL	N;PL
alturas	hoogtes	altura	hoog	N;FEM;PL	N;PL
creencia	overtuiging	creencia	overtuiging	N;FEM;SG	N;MASC+FEM;SG
aterrizaje	aanvoer	aterrizaje	aanvoer	N;MASC;SG	N;MASC+FEM;SG
aterrizaje	aanlanding	aterrizaje	aanlanding	N;MASC;SG	N;MASC+FEM;SG
aterrizaje	landing	aterrizaje	landing	N;MASC;SG	N;MASC+FEM;SG
campbell	campbell	campbell	campbell	N;SG	N;MASC+FEM;SG
danny	danny	danny	danny	N;MASC;SG	N;MASC+FEM;SG
ventajas	voordelen	ventaja	voordeel	N;FEM;PL	N;PL
ventajas	uitkeringen	ventaja	uitkering	N;FEM;PL	N;PL
ventajas	voordelen	ventaja	voordeel	N;FEM;PL	N;PL
requieren	vereisen	requerir	vereisen	V;IND;PL;3;PRS;FIN	V;NFIN
pretendía	voorgenomen	pretender	voornemen	V;IND;SG;3;IPFV;FIN	V;V.PTCP
pretendía	bedoeld	pretender	bedoelen	V;IND;SG;3;IPFV;FIN	V;V.PTCP
pretendía	bestemd	pretender	bestemmen	V;IND;SG;3;IPFV;FIN	V;V.PTCP
arsenal	arsenaal	arsenal	arsenaal	N;MASC;SG	N;NEUT;SG
arsenal	arsenaal	arsenal	arsenaal	N;MASC;SG	N;NEUT;SG
arsenal	arsenaal	arsenal	arsenaal	N;MASC;SG	N;NEUT;SG
arsenal	arsenal	arsenal	arsenal	N;MASC;SG	N;NEUT;SG
sociología	sociologie	sociología	sociologie	N;FEM;SG	N;MASC+FEM;SG
extrema	extreme	extremo	extreem	ADJ;FEM;SG	ADJ
extrema	extreem	extremo	extreem	ADJ;FEM;SG	ADJ
consola	console	consola	console	N;FEM;SG	N;MASC+FEM;SG
sentimiento	gevoel	sentimiento	gevoel	N;MASC;SG	N;NEUT;SG
sentimiento	sentiment	sentimiento	sentiment	N;MASC;SG	N;NEUT;SG
cargas	lasten	carga	last	N;FEM;PL	N;PL
cargas	aanklachten	carga	aanklacht	N;FEM;PL	N;PL
cargas	uploads	carga	uploads	N;FEM;PL	N;PL
cargas	lasten	carga	last	N;FEM;PL	N;PL
complutense	complutense	complutense	complutens	ADJ;SG	ADJ
trato	deal	trato	deal	N;MASC;SG	N;MASC+FEM;SG
suficientes	voldoende	suficiente	voldoende	ADJ;PL	ADJ
flash	flits	flash	flit	N;MASC;SG	N;MASC+FEM;SG
flash	flash	flash	flash	N;MASC;SG	N;MASC+FEM;SG
flash	flitser	flash	flitser	N;MASC;SG	N;MASC+FEM;SG
place	plaats	place	plaats	N	N;MASC+FEM;SG
proclamó	verkondigde	proclamar	verkondigen	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
proclamó	afgekondigd	proclamar	afkondigen	V;IND;SG;3;PST;FIN	V;V.PTCP
proclamó	uitgeroepen	proclamar	uitroepen	V;IND;SG;3;PST;FIN	V;V.PTCP
proclamó	verkondigd	proclamar	verkondigen	V;IND;SG;3;PST;FIN	V;V.PTCP
reality	werkelijkheid	reality	werkelijkheid	N;MASC;SG	N;MASC+FEM;SG
reality	realiteit	reality	realiteit	N;MASC;SG	N;MASC+FEM;SG
castillos	kastelen	castillo	kastelen	N;MASC;PL	N;PL
fuga	fuga	fuga	fuga	N;FEM;SG	N;MASC+FEM;SG
fuga	ontsnapping	fuga	ontsnapping	N;FEM;SG	N;MASC+FEM;SG
fuga	escape	fuga	escape	N;FEM;SG	N;MASC+FEM;SG
fuga	uitbraak	fuga	uitbraak	N;FEM;SG	N;MASC+FEM;SG
cleveland	cleveland	cleveland	cleveland	N;MASC;SG	N;MASC+FEM;SG
dorada	gouden	dorado	gouden	ADJ;FEM;SG;V.PTCP	ADJ
abuela	grootmoeder	abuela	grootmoeder	N;FEM;SG	N;MASC+FEM;SG
abuela	oma	abuela	oma	N;FEM;SG	N;MASC+FEM;SG
abuela	oma	abuela	oma	N;FEM;SG	N;MASC+FEM;SG
abuela	grootmoeder	abuela	grootmoeder	N;FEM;SG	N;MASC+FEM;SG
abuela	granny	abuela	granny	N;FEM;SG	N;MASC+FEM;SG
abuela	oma	abuela	oma	N;FEM;SG	N;MASC+FEM;SG
abuela	grootmoeder	abuela	grootmoeder	N;FEM;SG	N;MASC+FEM;SG
experto	expert	experto	expert	N;MASC;SG	N;MASC+FEM;SG
frontal	frontaal	frontal	frontaal	ADJ;SG	ADJ
frontal	frontale	frontal	frontaal	ADJ;SG	ADJ
borgoña	bourgogne	borgoña	bourgogne	N;FEM;SG	N;MASC+FEM;SG
borgoña	bourgondië	borgoña	bourgondië	N;FEM;SG	N;MASC+FEM;SG
huevo	eitje	huevo	eitje	N;MASC;SG	N;NEUT;SG
huevo	ei	huevo	ei	N;MASC;SG	N;NEUT;SG
tragedia	tragedie	tragedia	tragedie	N;FEM;SG	N;MASC+FEM;SG
lagunas	openingen	laguna	opening	N;FEM;PL	N;PL
lagunas	hiaten	laguna	haten	N;FEM;PL	N;PL
lagunas	lacunes	laguna	lacune	N;FEM;PL	N;PL
lagunas	leemten	laguna	leemte	N;FEM;PL	N;PL
lagunas	gaten	laguna	gat	N;FEM;PL	N;PL
lagunas	lagunes	laguna	lagune	N;FEM;PL	N;PL
beta	beta	beta	beta	N;FEM;SG	N;MASC+FEM;SG
beta	bèta	beta	bèta	N;FEM;SG	N;MASC+FEM;SG
contaminación	verontreiniging	contaminación	verontreiniging	N;FEM;SG	N;MASC+FEM;SG
contaminación	contaminatie	contaminación	contaminatie	N;FEM;SG	N;MASC+FEM;SG
contaminación	besmetting	contaminación	besmetting	N;FEM;SG	N;MASC+FEM;SG
contaminación	verontreiniging	contaminación	verontreiniging	N;FEM;SG	N;MASC+FEM;SG
contaminación	vervuiling	contaminación	vervuiling	N;FEM;SG	N;MASC+FEM;SG
charlotte	charlotte	charlotte	charlotte	N;MASC;SG	N;MASC+FEM;SG
azteca	azteca	azteca	azteca	N;SG	N;MASC+FEM;SG
patrones	patronen	patrón	patroon	N;MASC;PL	N;PL
patrones	sjablonen	patrón	sjabloon	N;MASC;PL	N;PL
patrones	werkgevers	patrón	werkgever	N;MASC;PL	N;PL
boeing	boeing	boeing	boeing	N;MASC;SG	N;MASC+FEM;SG
transmisiones	uitzendingen	transmisión	uitzending	N;FEM;PL	N;PL
enfrentar	confronteren	enfrentar	confronteren	V;NFIN	V;NFIN
ama	houdt	amar	houden	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
luchó	geworsteld	luchar	worstelen	V;IND;SG;3;PST;FIN	V;V.PTCP
luchó	worstelde	luchar	worstelen	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
luchó	worstelde	luchar	worstelen	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
luchó	gevochten	luchar	vechten	V;IND;SG;3;PST;FIN	V;V.PTCP
luchó	bevochten	luchar	bevechten	V;IND;SG;3;PST;FIN	V;V.PTCP
luchó	gestreden	luchar	strijden	V;IND;SG;3;PST;FIN	V;V.PTCP
viejos	ouwe	viejo	oud	ADJ;MASC;PL	ADJ
viejos	oude	viejo	oud	ADJ;MASC;PL	ADJ
viejos	oud	viejo	oud	ADJ;MASC;PL	ADJ
mediodía	middag	mediodía	middag	N;MASC;SG	N;MASC+FEM;SG
mediodía	middaguur	mediodía	middaguur	N;MASC;SG	N;NEUT;SG
traducciones	vertalingen	traducción	vertaling	N;FEM;PL	N;PL
traducciones	vertalingen	traducción	vertaling	N;FEM;PL	N;PL
pulgadas	centimeters	pulgado	centimeter	N;FEM;PL	N;PL
ladrillo	baksteen	ladrillo	baksteen	N;MASC;SG	N;MASC+FEM;SG
ladrillo	brick	ladrillo	brick	N;MASC;SG	N;MASC+FEM;SG
calvo	calvo	calvo	calvo	N;MASC;SG	N;MASC+FEM;SG
barbara	barbara	barbar	barbara	N;FEM;SG	N;MASC+FEM;SG
creer	geloven	creer	geloven	V;NFIN	V;NFIN
creer	geloof	creer	geloven	V;NFIN	V;SG;PRS;FIN
creer	geloven	creer	geloven	V;NFIN	V;NFIN
compartir	delen	compartir	delen	V;NFIN	V;NFIN
compartir	delen	compartir	delen	V;NFIN	V;NFIN
niñas	meiden	niña	meiden	N;FEM;PL	N;PL
niñas	meisjes	niña	meisje	N;FEM;PL	N;PL
niñas	girls	niña	girls	N;FEM;PL	N;PL
dependencia	afhankelijkheid	dependencia	afhankelijkheid	N;FEM;SG	N;MASC+FEM;SG
dependencia	afhankelijkheid	dependencia	afhankelijkheid	N;FEM;SG	N;MASC+FEM;SG
detective	detective	detective	detective	N;SG	N;MASC+FEM;SG
detective	rechercheur	detective	rechercheur	N;SG	N;MASC+FEM;SG
probar	bewijzen	probar	bewijzen	V;NFIN	V;NFIN
probar	probeer	probar	proberen	V;NFIN	V;SG;PRS;FIN
probar	proberen	probar	proberen	V;NFIN	V;NFIN
probar	testen	probar	testen	V;NFIN	V;NFIN
mónica	monica	mónico	monica	N;FEM;SG	N;MASC+FEM;SG
mónica	mónica	mónico	mónica	N;FEM;SG	N;MASC+FEM;SG
arroyos	kreken	arroyo	kreken	N;MASC;PL	N;PL
volante	flyer	volante	flyer	N;MASC;SG	N;MASC+FEM;SG
sabio	sage	sabio	sage	N;MASC;SG	N;MASC+FEM;SG
sabio	salie	sabio	salie	N;MASC;SG	N;MASC+FEM;SG
sabio	wijze	sabio	wijze	N;MASC;SG	N;MASC+FEM;SG
sabio	wise	sabio	wise	N;MASC;SG	N;MASC+FEM;SG
budapest	boedapest	budapest	boedapest	N;MASC;SG	N;MASC+FEM;SG
beca	beurs	beca	beurs	N;FEM;SG	N;MASC+FEM;SG
cráneo	schedel	cráneo	schedel	N;MASC;SG	N;MASC+FEM;SG
cráneo	schedel	cráneo	schedel	N;MASC;SG	N;MASC+FEM;SG
provocando	veroorzaken	provocar	veroorzaken	V;V.MSDR	V;NFIN
provocando	provoceren	provocar	provoceren	V;V.MSDR	V;NFIN
velocidades	snelheden	velocidad	snelheid	N;FEM;PL	N;PL
velocidades	snelheden	velocidad	snelheid	N;FEM;PL	N;PL
gobernante	heerser	gobernante	heerser	N;SG	N;MASC+FEM;SG
gobernante	liniaal	gobernante	liniaal	N;SG	N;MASC+FEM;SG
madison	madison	madison	madison	N;MASC;SG	N;MASC+FEM;SG
caridad	liefdadigheidsinstelling	caridad	liefdadigheidsinstelling	N;FEM;SG	N;MASC+FEM;SG
caridad	liefdadigheid	caridad	liefdadigheid	N;FEM;SG	N;MASC+FEM;SG
llave	key	llave	key	N;FEM;SG	N;MASC+FEM;SG
llave	sleutel	llave	sleutel	N;FEM;SG	N;MASC+FEM;SG
llave	toets	llave	toets	N;FEM;SG	N;MASC+FEM;SG
exclusiva	exclusieve	exclusivo	exclusief	ADJ;FEM;SG	ADJ
exclusiva	exclusief	exclusivo	exclusief	ADJ;FEM;SG	ADJ
estero	estero	estero	estero	N;MASC;SG	N;MASC+FEM;SG
manuscritos	manuscripten	manuscrito	manuscrip	N;MASC;PL	N;PL
manuscritos	handschriften	manuscrito	handschrift	N;MASC;PL	N;PL
major	majoor	major	majoor	N	N;MASC+FEM;SG
major	major	major	major	N	N;MASC+FEM;SG
major	hoofdvak	major	hoofdvak	N	N;NEUT;SG
demonio	daemon	demonio	daemon	N;MASC;SG	N;MASC+FEM;SG
demonio	duivel	demonio	duivel	N;MASC;SG	N;MASC+FEM;SG
demonio	demoon	demonio	demoon	N;MASC;SG	N;MASC+FEM;SG
demonio	demon	demonio	demon	N;MASC;SG	N;MASC+FEM;SG
demonio	duivel	demonio	duivel	N;MASC;SG	N;MASC+FEM;SG
note	noot	notar	noot	N	N;MASC+FEM;SG
note	briefje	notar	brief	N	N;NEUT;SG
note	notitie	notar	notitie	N	N;MASC+FEM;SG
note	opmerking	notar	opmerking	N	N;MASC+FEM;SG
carrillo	carrillo	carrillo	carrillo	N;MASC;SG	N;MASC+FEM;SG
televisa	televisa	televisa	televisa	N;FEM;SG	N;MASC+FEM;SG
malo	slechte	malo	slecht	ADJ;MASC;SG	ADJ
malo	slecht	malo	slecht	ADJ;MASC;SG	ADJ
materias	materialen	materia	materiaal	N;FEM;PL	N;PL
materias	onderdanen	materia	onderdaan	N;FEM;PL	N;PL
materias	onderwerpen	materia	onderwerp	N;FEM;PL	N;PL
materias	vakken	materia	vak	N;FEM;PL	N;PL
urbanas	stedelijk	urbano	stedelijk	ADJ;FEM;PL	ADJ
urbanas	stedelijke	urbano	stedelijk	ADJ;FEM;PL	ADJ
estándares	normen	estándar	norm	N;MASC;PL	N;PL
estándares	standaarden	estándar	standaard	N;MASC;PL	N;PL
estándares	standaards	estándar	standaard	N;MASC;PL	N;PL
básicas	fundamentele	básico	fundamenteel	ADJ;FEM;PL	ADJ
básicas	basic	básico	basic	ADJ;FEM;PL	ADJ
gases	gassen	gas	gas	N;MASC;PL	N;PL
boletín	newsletter	boletín	newsletter	N;MASC;SG	N;MASC+FEM;SG
boletín	nieuwsbrief	boletín	nieuwsbrief	N;MASC;SG	N;MASC+FEM;SG
boletín	bulletin	boletín	bulletin	N;MASC;SG	N;NEUT;SG
potencias	powers	potencia	power	N;FEM;PL	N;PL
potencias	bevoegdheden	potencia	bevoegdheid	N;FEM;PL	N;PL
potencias	krachten	potencia	kracht	N;FEM;PL	N;PL
ejemplar	kopiëren	ejemplar	kopier	V;NFIN	V;NFIN
ejemplar	kopieer	ejemplar	kopieer	V;NFIN	V;SG;PRS;FIN
express	express	express	express	N;MASC	N;MASC+FEM;SG
portugueses	portugezen	portugués	portugees	N;MASC;PL	N;PL
normales	normale	normal	normaal	ADJ;PL	ADJ
normales	normaal	normal	normaal	ADJ;PL	ADJ
basket	basket	basket	basket	N;MASC;SG	N;MASC+FEM;SG
basket	mand	basket	mand	N;MASC;SG	N;MASC+FEM;SG
basket	mandje	basket	mandje	N;MASC;SG	N;NEUT;SG
estelar	stellaire	estelar	stellair	ADJ;SG	ADJ
montaje	installatie	montaje	installatie	N;MASC;SG	N;MASC+FEM;SG
montaje	inbouw	montaje	inbouw	N;MASC;SG	N;MASC+FEM;SG
montaje	montage	montaje	montage	N;MASC;SG	N;MASC+FEM;SG
montaje	montage	montaje	montage	N;MASC;SG	N;MASC+FEM;SG
montaje	assemblee	montaje	assemblee	N;MASC;SG	N;MASC+FEM;SG
montaje	assemblage	montaje	assemblage	N;MASC;SG	N;MASC+FEM;SG
demo	demo	demo	demo	N;FEM;SG	N;MASC+FEM;SG
considerando	overwegen	considerar	overwegen	V;V.MSDR	V;NFIN
fotógrafo	fotografe	fotógrafo	fotograaf	N;MASC;SG	N;MASC+FEM;SG
fotógrafo	fotograaf	fotógrafo	fotograaf	N;MASC;SG	N;MASC+FEM;SG
porción	portie	porción	portie	N;FEM;SG	N;MASC+FEM;SG
combatientes	strijders	combatiente	strijder	N;PL	N;PL
combatientes	strijders	combatiente	strijder	N;PL	N;PL
combatientes	vechters	combatiente	vechter	N;PL	N;PL
combatientes	fighters	combatiente	fighter	N;PL	N;PL
combatientes	boksers	combatiente	bokser	N;PL	N;PL
oponente	tegenstander	oponente	tegenstander	N;SG	N;MASC+FEM;SG
prince	prince	prince	prince	N	N;MASC+FEM;SG
prince	prins	prince	prins	N	N;MASC+FEM;SG
pura	puur	puro	puur	ADJ;FEM;SG	ADJ
pura	zuiver	puro	zuiver	ADJ;FEM;SG	ADJ
pura	zuivere	puro	zuiver	ADJ;FEM;SG	ADJ
track	track	track	track	N;SG	N;MASC+FEM;SG
track	spoor	track	spoor	N;SG	N;NEUT;SG
parodia	parodie	parodia	parodie	N;FEM;SG	N;MASC+FEM;SG
evangelio	gospel	evangelio	gospel	N;MASC;SG	N;MASC+FEM;SG
evangelio	evangelie	evangelio	evangelie	N;MASC;SG	N;NEUT;SG
honda	katapult	honda	katapult	N;FEM;SG	N;MASC+FEM;SG
honda	honda	honda	honda	N;FEM;SG	N;MASC+FEM;SG
loira	loire	loira	loir	N;MASC;SG	N;MASC+FEM;SG
esfera	bol	esfera	bol	N;FEM;SG	N;MASC+FEM;SG
esfera	bol	esfera	bol	N;FEM;SG	N;MASC+FEM;SG
esfera	orb	esfera	orb	N;FEM;SG	N;NEUT;SG
muertes	sterfgevallen	muerte	sterfvallen	N;FEM;PL	N;PL
román	roman	román	roman	N;MASC;SG	N;MASC+FEM;SG
román	román	román	román	N;MASC;SG	N;MASC+FEM;SG
intenso	intensief	intenso	intensief	ADJ;MASC;SG	ADJ
intenso	intensieve	intenso	intensief	ADJ;MASC;SG	ADJ
intenso	intensief	intenso	intensief	ADJ;MASC;SG	ADJ
intenso	intens	intenso	intens	ADJ;MASC;SG	ADJ
intenso	heftig	intenso	heftig	ADJ;MASC;SG	ADJ
intenso	intense	intenso	intens	ADJ;MASC;SG	ADJ
alvarado	alvarado	alvarado	alvarado	N;MASC;SG	N;MASC+FEM;SG
ibáñez	ibáñez	ibáñez	ibáñez	N;MASC;SG	N;MASC+FEM;SG
litros	liters	litro	liter	N;MASC;PL	N;PL
penales	misdadig	penal	misdadig	ADJ;PL	ADJ
shows	shows	show	show	N;MASC;PL	N;PL
name	naam	name	naam	N	N;MASC+FEM;SG
consulado	consulaat	consulado	consulaat	N;MASC;SG	N;NEUT;SG
ingresar	inloggen	ingresar	inloggen	V;NFIN	V;NFIN
ingresar	aanmelden	ingresar	aanmelden	V;NFIN	V;PRS;NFIN
ingresar	invoeren	ingresar	invoeren	V;NFIN	V;NFIN
autorización	permissie	autorización	permissie	N;FEM;SG	N;MASC+FEM;SG
autorización	toestemming	autorización	toestemming	N;FEM;SG	N;MASC+FEM;SG
autorización	autorisatie	autorización	autorisatie	N;FEM;SG	N;MASC+FEM;SG
autorización	toestemming	autorización	toestemming	N;FEM;SG	N;MASC+FEM;SG
autorización	vergunning	autorización	vergunning	N;FEM;SG	N;MASC+FEM;SG
autorización	machtiging	autorización	machtiging	N;FEM;SG	N;MASC+FEM;SG
autorización	autorisatie	autorización	autorisatie	N;FEM;SG	N;MASC+FEM;SG
autorización	vergunning	autorización	vergunning	N;FEM;SG	N;MASC+FEM;SG
belén	bethlehem	belén	bethlehem	N;MASC;SG	N;NEUT;SG
discografía	discografie	discografía	discografie	N;FEM;SG	N;MASC+FEM;SG
rangers	rangers	rangers	ranger	N;MASC;PL	N;PL
envía	stuurt	enviar	sturen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
envía	verstuurt	enviar	versturen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
causando	veroorzaken	causar	veroorzaken	V;V.MSDR	V;NFIN
disparo	schot	disparo	schot	N;MASC;SG	N;NEUT;SG
disparo	schietpartij	disparo	schietpartij	N;MASC;SG	N;MASC+FEM;SG
disparo	shot	disparo	shot	N;MASC;SG	N;MASC+FEM;SG
disparo	schot	disparo	schot	N;MASC;SG	N;NEUT;SG
teorema	stelling	teorema	stelling	N;MASC;SG	N;MASC+FEM;SG
mega	mega	mega	mega	N;SG	N;MASC+FEM;SG
atacó	aangevallen	atacar	aanvallen	V;IND;SG;3;PST;FIN	V;V.PTCP
dinosaurios	dinosauriërs	dinosaurio	dinosauriër	N;MASC;PL	N;PL
dinosaurios	dinosaurussen	dinosaurio	dinosaurus	N;MASC;PL	N;PL
preparar	voorbereiden	preparar	voorbereiden	V;NFIN	V;NFIN
preparar	klaarmaken	preparar	klaarmaken	V;NFIN	V;NFIN
extranjera	buitenlands	extranjero	buitenlands	ADJ;FEM;SG	ADJ
caña	riet	caña	riet	N;FEM;SG	N;NEUT;SG
caña	hengel	caña	hengel	N;FEM;SG	N;MASC+FEM;SG
caña	pole	caña	pole	N;FEM;SG	N;MASC+FEM;SG
caña	pool	caña	pool	N;FEM;SG	N;MASC+FEM;SG
caña	paal	caña	paal	N;FEM;SG	N;MASC+FEM;SG
caña	cane	caña	cane	N;FEM;SG	N;MASC+FEM;SG
caña	rietsuiker	caña	rietsuiker	N;FEM;SG	N;MASC+FEM;SG
caña	wandelstok	caña	wandelstok	N;FEM;SG	N;MASC+FEM;SG
caña	stok	caña	stok	N;FEM;SG	N;MASC+FEM;SG
caña	hengel	caña	hengel	N;FEM;SG	N;MASC+FEM;SG
caña	rod	caña	rod	N;FEM;SG	N;MASC+FEM;SG
ética	ethiek	ética	ethiek	N;FEM;SG	N;MASC+FEM;SG
arquitectónico	architectonische	arquitectónico	architectonisch	ADJ;MASC;SG	ADJ
arquitectónico	architectonisch	arquitectónico	architectonisch	ADJ;MASC;SG	ADJ
correspondencia	briefwisseling	correspondencia	briefwisseling	N;FEM;SG	N;MASC+FEM;SG
correspondencia	correspondentie	correspondencia	correspondentie	N;FEM;SG	N;MASC+FEM;SG
correspondencia	mail	correspondencia	mail	N;FEM;SG	N;MASC+FEM;SG
correspondencia	post	correspondencia	post	N;FEM;SG	N;MASC+FEM;SG
monjes	monniken	monje	monniken	N;MASC;PL	N;PL
formatos	formaten	formato	formaat	N;MASC;PL	N;PL
bombardeo	bombardement	bombardeo	bombardement	N;MASC;SG	N;NEUT;SG
bombardeo	bombardement	bombardeo	bombardement	N;MASC;SG	N;NEUT;SG
bombardeo	bomaanslag	bombardeo	bomaanslag	N;MASC;SG	N;MASC+FEM;SG
respuestas	reacties	respuesta	reactie	N;FEM;PL	N;PL
respuestas	antwoorden	respuesta	antwoord	N;FEM;PL	N;PL
respuestas	antwoorden	respuesta	antwoord	N;FEM;PL	N;PL
duero	douro	duero	douro	N;MASC;SG	N;MASC+FEM;SG
duero	duero	duero	duero	N;MASC;SG	N;MASC+FEM;SG
cambiando	veranderen	cambiar	veranderen	V;V.MSDR	V;NFIN
cambiando	veranderende	cambiar	veranderen	V;V.MSDR	V;V.PTCP
típicos	typische	típico	typisch	ADJ;MASC;PL	ADJ
típicos	typisch	típico	typisch	ADJ;MASC;PL	ADJ
lento	langzame	lento	langzaam	ADJ;MASC;SG	ADJ
lento	traag	lento	traag	ADJ;MASC;SG	ADJ
lento	langzaam	lento	langzaam	ADJ;MASC;SG	ADJ
summer	zomer	summer	zomer	N	N;MASC+FEM;SG
dramaturgo	toneelschrijver	dramaturgo	toneelschrijver	N;MASC;SG	N;MASC+FEM;SG
seudónimo	pseudoniem	seudónimo	pseudoniem	N;MASC;SG	N;NEUT;SG
independientemente	ongeacht	independientemente	ongeacht	ADV	ADV
astronómico	astronomische	astronómico	astronomisch	ADJ;MASC;SG	ADJ
velázquez	velázquez	velázquez	velázquez	N;MASC;SG	N;MASC+FEM;SG
velázquez	velasquez	velázquez	velasquez	N;MASC;SG	N;MASC+FEM;SG
líbano	libanon	líbano	libanon	N;MASC;SG	N;NEUT;SG
túnez	tunis	túnez	tunis	N;MASC;SG	N;MASC+FEM;SG
cena	diner	cena	diner	N;FEM;SG	N;NEUT;SG
cena	avondeten	cena	avondeten	N;FEM;SG	N;NEUT;SG
cena	avondmaal	cena	avondmaal	N;FEM;SG	N;NEUT;SG
cena	avondeten	cena	avondeten	N;FEM;SG	N;NEUT;SG
incluidas	inclusief	incluir	inclusief	ADJ;FEM;PL;V.PTCP	ADJ
republicanos	republikeinen	republicano	republikein	N;MASC;PL	N;PL
republicanos	republikeinen	republicano	republikein	N;MASC;PL	N;PL
magic	magie	magic	magie	N	N;MASC+FEM;SG
magic	magic	magic	magic	N	N;MASC+FEM;SG
artísticas	artistieke	artístico	artistiek	ADJ;FEM;PL	ADJ
artísticas	artistiek	artístico	artistiek	ADJ;FEM;PL	ADJ
lujo	deluxe	lujo	deluxe	N;MASC;SG	N;MASC+FEM;SG
lujo	luxe	lujo	luxe	N;MASC;SG	N;MASC+FEM;SG
electrones	elektronen	electrón	elektroon	N;MASC;PL	N;PL
wood	hout	wood	hout	N	N;NEUT;SG
avances	voorschotten	avance	voorschot	N;MASC;PL	N;PL
avances	doorbraken	avance	doorbraak	N;MASC;PL	N;PL
avances	vorderingen	avance	vordering	N;MASC;PL	N;PL
vacaciones	vakanties	vacaciones	vakantie	N;FEM;PL	N;PL
vacaciones	feestdagen	vacaciones	feestdag	N;FEM;PL	N;PL
vacaciones	vakanties	vacaciones	vakantie	N;FEM;PL	N;PL
aerolínea	luchtvaartmaatschappij	aerolínea	luchtvaartmaatschappij	N;FEM;SG	N;MASC+FEM;SG
murallas	muren	muralla	muur	N;FEM;PL	N;PL
murallas	wanden	muralla	wand	N;FEM;PL	N;PL
descendiente	afstammeling	descendiente	afstammeling	N;SG	N;MASC+FEM;SG
sainte	sainte	sainte	sainte	N;FEM;SG	N;MASC+FEM;SG
cóndor	condor	cóndor	condor	N;MASC;SG	N;MASC+FEM;SG
reduce	reduceert	reducir	reduceren	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
reduce	vermindert	reducir	verminderen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
reduce	verminderen	reducir	verminderen	V;IND;SG;3;PRS;FIN	V;NFIN
reduce	reduceren	reducir	reduceren	V;IND;SG;3;PRS;FIN	V;NFIN
reduce	verkleinen	reducir	verkleinen	V;IND;SG;3;PRS;FIN	V;NFIN
esperando	wachtende	esperar	wachten	V;V.MSDR	V;V.PTCP
esperando	afwachten	esperar	afwachten	V;V.MSDR	V;NFIN
esperando	wachten	esperar	wachten	V;V.MSDR	V;NFIN
esperando	verwacht	esperar	verwachten	V;V.MSDR	V;V.PTCP
esperando	verwachten	esperar	verwachten	V;V.MSDR	V;NFIN
esperando	hoopt	esperar	hopen	V;V.MSDR	V;SG;PRS;FIN
esperando	hopen	esperar	hopen	V;V.MSDR	V;NFIN
esperando	hopend	esperar	hopen	V;V.MSDR	V;V.PTCP
específicas	specifiek	especifico	specifiek	ADJ;FEM;PL	ADJ
específicas	specifieke	especifico	specifiek	ADJ;FEM;PL	ADJ
manifestación	manifestatie	manifestación	manifestatie	N;FEM;SG	N;MASC+FEM;SG
manifestación	betoging	manifestación	betoging	N;FEM;SG	N;MASC+FEM;SG
manifestación	demonstratie	manifestación	demonstratie	N;FEM;SG	N;MASC+FEM;SG
robles	eiken	roble	eiken	N;MASC;PL	N;PL
robles	robles	roble	robles	N;MASC;PL	N;PL
trajo	gebracht	traer	brengen	V;IND;SG;3;PST;FIN	V;V.PTCP
trajo	meegebracht	traer	meebrengen	V;IND;SG;3;PST;FIN	V;V.PTCP
