sein	wand	sein	wand	N;NOM;SG	N;NOM;FEM;SG
ülalt	oben	ülalt	oben	ADV	ADV
formaat	dateiformat	formaat	dateiformat	N;NOM;SG	N;NOM;NEUT;SG
formaat	format	formaat	format	N;NOM;SG	N;NOM;NEUT;SG
lepingud	verträge	leping	verträgen	N;NOM;PL	N;NOM;PL
lepingud	verträge	leping	verträgen	N;NOM;PL	N;NOM;PL
räägi	sagen	rääkima	sagen	V;IMP;SG;2;PRS;FIN;ACT	V;NFIN
räägi	reden	rääkima	reden	V;IMP;SG;2;PRS;FIN;ACT	V;NFIN
räägi	sprechen	rääkima	sprechen	V;IMP;SG;2;PRS;FIN;ACT	V;NFIN
valima	auswählen	valima	auswählen	V;IN+ALL;V.CVB;ACT	V;NFIN
valima	wählen	valima	wählen	V;IN+ALL;V.CVB;ACT	V;NFIN
valima	wähle	valima	wählen	V;IN+ALL;V.CVB;ACT	V;SBJV;SG;3;PRS;FIN
valima	selektieren	valima	selektieren	V;IN+ALL;V.CVB;ACT	V;NFIN
valima	auswählen	valima	auswählen	V;IN+ALL;V.CVB;ACT	V;NFIN
valima	wählen	valima	wählen	V;IN+ALL;V.CVB;ACT	V;NFIN
valima	wähle	valima	wählen	V;IN+ALL;V.CVB;ACT	V;SBJV;SG;3;PRS;FIN
üleriigilise	bundesweit	üle_riigiline	bundesweit	ADJ;GEN;SG	ADJ
oksad	branchen	oks	branchen	N;NOM;PL	N;PL
lahkumine	abgang	lahkumine	abgehen	N;NOM;SG	N;SG
eelistatud	bevorzugter	eelista=tud	bevorzugt	ADJ;PST;V.PTCP;PASS	ADJ
eelistatud	bevorzugte	eelista=tud	bevorzugt	ADJ;PST;V.PTCP;PASS	ADJ;SG
eelistatud	bevorzugt	eelista=tud	bevorzugen	ADJ;PST;V.PTCP;PASS	ADJ
ülesehitus	rekonstruktion	üle_sehitus	rekonstruktion	N;NOM;SG	N;NOM;FEM;SG
ülesehitus	umbau	üle_sehitus	umbau	N;NOM;SG	N
ülesehitus	gliederung	üle_sehitus	gliederung	N;NOM;SG	N;NOM;FEM;SG
resolutsiooni	entschließung	resolutsioon	Entschließung	N;PRT;SG	N;FEM;SG
väljund	ausgabe	väljund	ausgeben	N;NOM;SG	N;NOM;FEM;SG
ligipääs	zugang	ligi_pääs	zugang	N;NOM;SG	N
ligipääs	zugriff	ligi_pääs	zugreifen	N;NOM;SG	N
psühholoogiline	psychisch	psühholoogiline	psychisch	ADJ;NOM;SG	ADJ
domineerib	dominiert	domineerima	dominieren	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
asendus	ersetzen	asenduma	ersetzen	V;IND;SG;3;PST;FIN;ACT	V;NFIN
asendus	ersetzen	asenduma	ersetzen	V;IND;SG;3;PST;FIN;ACT	V;NFIN
asendus	ersetzt	asenduma	ersetzen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
asendus	ersetzen	asenduma	ersetzen	V;IND;SG;3;PST;FIN;ACT	V;NFIN
asendus	austauschen	asenduma	austauschen	V;IND;SG;3;PST;FIN;ACT	V;NFIN
võidetud	gewonnene	võidetud	gewonnen	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG
mõjukas	einflussreichen	mõjukas	einflussreich	ADJ;NOM;SG	ADJ
harta	satzung	hartma	satzung	N;NOM;SG	N
allkiri	unterzeichnung	all_kiri	unterzeichnung	N;NOM;SG	N;SG
maas	hinunter	maas	hinunter	ADV	ADV
maas	abwärts	maas	abwärts	ADV	ADV
maas	unten	maas	unten	ADV	ADV
otsustav	entscheidend	otsustav	entscheidend	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ
otsustav	entscheidenden	otsustav	entscheidend	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ
palub	bittet	paluma	bitten	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
palub	fragt	paluma	fragen	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
mainis	erwähnte	mainima	erwähnen	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
mainis	erwähnt	mainima	erwähnen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
demokraadid	demokraten	demo_kraat	demokraten	N;NOM;PL	N;NOM;PL
vastuvõetud	angenommene	vastu_võetud	angenommen	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL
krooniline	chronischen	krooniline	chronisch	ADJ;NOM;SG	ADJ
krooniline	chronisch	krooniline	chronisch	ADJ;NOM;SG	ADJ
krooniline	chronischer	krooniline	chronisch	ADJ;NOM;SG	ADJ
leibkonna	haushalts	leibkond	haushalts	N;NOM;SG	N;NOM;NEUT;SG
istus	saß	istuma	sitzen	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
ajakirjad	fachzeitschriften	aja_kiri	fachzeitschrift	N;NOM;PL	N;NOM;FEM;PL
nähtamatu	unsichtbar	nähtamatu	unsichtbar	ADJ;NOM;SG	ADJ
nähtamatu	unsichtbaren	nähtamatu	unsichtbar	ADJ;NOM;SG	ADJ
nähtamatu	unbemerkt	nähtamatu	unbemerkt	ADJ;NOM;SG	ADJ
jätkati	fortgesetzt	jätkama	fortsetzen	V;IND;PST;FIN;PASS	V;V.PTCP
tõstmine	aufhebung	tõstmine	aufhebung	N;NOM;SG	N;NOM;FEM;SG
raamatukogude	bibliotheken	raamatu_kogu	bibliothek	N;GEN;PL	N
kümnes	zehnten	kümnes	zehnt	ADJ;NOM;SG	ADJ
jahu	mahlzeit	jahu	mahlzeit	N;PRT;SG	N;FEM;SG
täiustatud	fortgeschrittene	täiusta=tud	fortgeschritten	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL
marine	marine	marine	marin	N;NOM;SG	N;NOM;FEM;SG
kuulis	gehört	kuulma	gehören	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
kuulis	hörte	kuulma	hören	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
tuuleveski	windmühle	tuule_veski	windmühle	N;NOM;SG	N;NOM;FEM;SG
peegeldab	widerspiegelt	peegeldama	widerspiegeln	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
peegeldab	reflektiert	peegeldama	reflektieren	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
peegeldab	spiegelt	peegeldama	spiegeln	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
maandus	angelandet	maanduma	anlanden	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
maandus	gelandet	maanduma	landen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
maandus	landete	maanduma	landen	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
saavutab	erzielt	saavutama	erzielen	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
teatab	kündigt	teatama	kündigen	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
teatab	verkündet	teatama	verkünden	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
teatab	erklärt	teatama	erklären	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
teatab	deklariert	teatama	deklarieren	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
kohtunud	getroffen	kohtuma	treffen|triefen	V;PST;V.PTCP;ACT	V;V.PTCP
kohtunud	traf	kohtuma	treffen	V;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
kohtunud	erfüllt	kohtuma	erfüllen	V;PST;V.PTCP;ACT	V;V.PTCP
unustatud	vergessenen	unustatud	vergessen	ADJ;PST;V.PTCP;PASS	ADJ
unustatud	vergessenheit	unustatud	vergessenheit	ADJ;PST;V.PTCP;PASS	ADJ
unustatud	vergessene	unustatud	vergessen	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL
tseremoonia	trauung	tseremoonia	trauung	N;NOM;SG	N;NOM;FEM;SG
murdis	brach	murdma	brechen	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
murdis	gebrochen	murdma	brechen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
muudatus	änderung	muudatus	änderung	N;NOM;SG	N;NOM;FEM;SG
muudatus	abänderung	muudatus	abänderung	N;NOM;SG	N;NOM;FEM;SG
muudatus	veränderung	muudatus	veränderung	N;NOM;SG	N;NOM;FEM;SG
muudatus	änderung	muudatus	änderung	N;NOM;SG	N;NOM;FEM;SG
nõrgad	schwache	nõrk	schwach	ADJ;NOM;PL	ADJ;NOM;FEM;PL
nõrgad	schwachen	nõrk	schwachen	ADJ;NOM;PL	ADJ
nõrgad	schwach	nõrk	schwach	ADJ;NOM;PL	ADJ
nõrgad	schwacher	nõrk	schwach	ADJ;NOM;PL	ADJ
ice	eis	ice	eis	N;NOM;SG	N;NOM;NEUT;SG
tundlik	empfindlich	tundlik	empfindlich	ADJ;NOM;SG	ADJ
tundlik	sensibel	tundlik	sensibel	ADJ;NOM;SG	ADJ
väärib	verdient	väärima	verdienen	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
tõhus	effizient	tõhus	effizient	ADJ;NOM;SG	ADJ
tõhus	effizientes	tõhus	effizient	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
tõhus	effiziente	tõhus	effizient	ADJ;NOM;SG	ADJ;NOM;SG
tõhus	wirksam	tõhus	wirksam	ADJ;NOM;SG	ADJ
tõhus	effektiver	tõhus	effektiv	ADJ;NOM;SG	ADJ
tõhus	effektiv	tõhus	effektiv	ADJ;NOM;SG	ADJ
täiendav	zusätzliches	täiendav	zusätzlich	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;NEUT;SG
täiendav	zusätzlich	täiendav	zusätzlich	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ
täiendav	zusätzlichen	täiendav	zusätzlich	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ
täiendav	komplementär	täiendav	komplementär	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ
täiendav	zusätzliches	täiendav	zusätzlich	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;NEUT;SG
värvitud	gefärbt	värvi=tud	färben	ADJ;PST;V.PTCP;PASS	ADJ;V.PTCP
tööriist	tool	töö_riist	tool	N;NOM;SG	N;NOM;NEUT;SG
tööriist	werkzeug	töö_riist	werkzeug	N;NOM;SG	N;NOM;SG
rikutud	versaut	rikkuma	versauen	ADJ;PST;V.PTCP;PASS	ADJ
kohustuse	zusage	kohustus	zusage	N;GEN;SG	N;SG
protesti	protest	protest	protest	N;PRT;SG	N
protesti	einspruch	protest	einspruch	N;PRT;SG	N
hüppas	gesprungen	hüppama	springen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
hüppas	sprang	hüppama	springen	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
edit	bearbeitung	edit	bearbeitung	N;NOM;SG	N;NOM;FEM;SG
reageerivad	reagieren	reageerima	reagieren	V;IND;PL;3;PRS;FIN;ACT	V;NFIN
reageerivad	reagieren	reageerima	reagieren	V;IND;PL;3;PRS;FIN;ACT	V;NFIN
doc	doktor	doc	doktor	N;SG	N;SG
mitmekordne	mehrfach	mitme_kordne	mehrfach	ADJ;NOM;SG	ADJ
kandidaadid	kandidaten	kandidaat	kandidat	N;NOM;PL	N;NOM;PL
kandidaadid	beitrittskandidaten	kandidaat	beitrittskandidaten	N;NOM;PL	N;NOM;PL
eeskiri	regulierung	ees_kiri	Regulierung	N;NOM;SG	N;NOM;FEM;SG
eeskiri	verordnung	ees_kiri	verordnung	N;NOM;SG	N;NOM;SG
detailid	details	detail	details	N;NOM;PL	N;NOM;NEUT;PL
unikaalne	einmalig	unikaalne	einmalig	ADJ;NOM;SG	ADJ
unikaalne	einzigartig	unikaalne	einzigartig	ADJ;NOM;SG	ADJ
unikaalne	einzigartigen	unikaalne	einzigartig	ADJ;NOM;SG	ADJ
kasvatatud	gewachsen	kasvatatud	wachsen	V;PST;V.PTCP;PASS	V;V.PTCP
kasvatatud	angebaut	kasvatatud	anbauen	V;PST;V.PTCP;PASS	V;V.PTCP
kasvatatud	angehoben	kasvatatud	anheben	V;PST;V.PTCP;PASS	V;V.PTCP
kasvatatud	großgezogen	kasvatatud	großziehen	V;PST;V.PTCP;PASS	V;V.PTCP
kasvatatud	erhöht	kasvatatud	erhöhen	V;PST;V.PTCP;PASS	V;V.PTCP
kasvatatud	aufgezogen	kasvatatud	aufziehen	V;PST;V.PTCP;PASS	V;V.PTCP
kasvatatud	aufgewachsen	kasvatatud	aufwachsen	V;PST;V.PTCP;PASS	V;V.PTCP
kasvatatud	angesprochen	kasvatatud	ansprechen	V;PST;V.PTCP;PASS	V;V.PTCP
kasvatatud	aufgezogen	kasvatatud	aufziehen	V;PST;V.PTCP;PASS	V;V.PTCP
kasvatatud	aufgewachsen	kasvatatud	aufwachsen	V;PST;V.PTCP;PASS	V;V.PTCP
kasvatatud	gezüchtet	kasvatatud	züchten	V;PST;V.PTCP;PASS	V;V.PTCP
järsk	steile	järsk	steil	ADJ;NOM;SG	ADJ;NOM
järsk	steil	järsk	steil	ADJ;NOM;SG	ADJ
järsk	steiler	järsk	steil	ADJ;NOM;SG	ADJ
automaatne	automatik	automaatne	automatik	ADJ;NOM;SG	ADJ
automaatne	automatisch	automaatne	automatisch	ADJ;NOM;SG	ADJ
automaatne	automatischen	automaatne	automatisch	ADJ;NOM;SG	ADJ
automaatne	automatisches	automaatne	automatisch	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
automaatne	automatik	automaatne	automatik	ADJ;NOM;SG	ADJ
automaatne	automatisch	automaatne	automatisch	ADJ;NOM;SG	ADJ
tagama	sicherstellen	tagama	sicherstellen	V;IN+ALL;V.CVB;ACT	V;NFIN
tagama	sorgen	tagama	sorgen	V;IN+ALL;V.CVB;ACT	V;NFIN
tagama	gewährleisten	tagama	gewährleisten	V;IN+ALL;V.CVB;ACT	V;NFIN
vaene	schlecht	vaene	schlecht	ADJ;NOM;SG	ADJ
vaene	arme	vaene	arm	ADJ;NOM;SG	ADJ;NOM
vaene	arm	vaene	arm	ADJ;NOM;SG	ADJ
vaene	armen	vaene	arm	ADJ;NOM;SG	ADJ
vaene	armer	vaene	armer	ADJ;NOM;SG	ADJ
parandamine	korrektur	parandamine	korrektur	N;NOM;SG	N;SG
parandamine	korrektur	parandamine	korrektur	N;NOM;SG	N;SG
parandamine	verbesserung	parandamine	verbesserung	N;NOM;SG	N;NOM;FEM;SG
polüneesia	polynesische	polüneesia	polynesische	ADJ	ADJ;NOM;FEM;PL
tagumine	rückseite	tagumine	rückseite	ADJ;NOM;SG	ADJ
rikkumine	verletzung	rikkumine	verletzung	N;NOM;SG	N;FEM;SG
rikkumine	verletzung	rikkumine	verletzung	N;NOM;SG	N;FEM;SG
võistleja	kandidat	võistleja	kandidat	N;NOM;SG	N
sissepääs	eingang	sisse_pääs	eingehen	N;NOM;SG	N;SG
kaubamärk	marke	kauba_märk	marken	N;NOM;SG	N;NOM;FEM;SG
preestrid	priestern	preester	priestern	N;NOM;PL	N;PL
jälgimine	überwachung	jälgimine	überwachung	N;NOM;SG	N;SG
jälgimine	begleitung	jälgimine	begleitung	N;NOM;SG	N;NOM;FEM;SG
väärtuslik	wertvoller	väärtuslik	wertvoll	ADJ;NOM;SG	ADJ
väärtuslik	wertvollen	väärtuslik	wertvoll	ADJ;NOM;SG	ADJ
väärtuslik	wertvoll	väärtuslik	wertvoll	ADJ;NOM;SG	ADJ
ebaselge	undeutlich	eba_selg	undeutlich	ADJ;NOM;SG	ADJ
ebaselge	unklar	eba_selg	unklar	ADJ;NOM;SG	ADJ
teaduslikud	wissenschaftliche	teaduslik	wissenschaftlich	ADJ;NOM;PL	ADJ;NOM;FEM;PL
teaduslikud	wissenschaftlich	teaduslik	wissenschaftlich	ADJ;NOM;PL	ADJ
teaduslikud	wissenschaftlichen	teaduslik	wissenschaftlich	ADJ;NOM;PL	ADJ
konkurents	wettkampf	konkurents	wettkampf	N;NOM;SG	N
asjaolud	umstände	asja_olu	umstehen	N;NOM;PL	N
asjaolud	umstände	asja_olu	umstehen	N;NOM;PL	N
türklased	türken	türklane	türken	N;NOM;PL	N;PL
järeldus	fazit	järeldus	fazit	N;NOM;SG	N;NOM;NEUT;SG
kvartalis	quartal	kvartal	quartal	N;IN+ESS;SG	N
konstruktsioon	konstruktion	konstruktsioon	konstruktion	N;NOM;SG	N;SG
konstruktsioon	bau	konstruktsioon	bau	N;NOM;SG	N;SG
tõrjuda	abwehren	tõrjuma	abwehren	V;NFIN	V;NFIN
kattub	überschneidungen	kattuma	überschneidungen	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
kattub	überschneidungen	kattuma	überschneidungen	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
kattub	überschneiden	kattuma	überschneiden	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
soovitab	empfiehlt	soovitama	empfehlen	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
soovitab	suggeriert	soovitama	suggerieren	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
seinad	wände	sein	wanden	N;NOM;PL	N;NOM;PL
ümmargune	runden	ümmargune	rund	ADJ;NOM;SG	ADJ
ravida	heilen	ravima	heilen	V;NFIN	V;NFIN
taktika	taktik	taktika	taktik	N;NOM;SG	N;SG
taktika	taktik	taktika	taktik	N;NOM;SG	N;SG
skandaali	skandal	skandaal	skandal	N;PRT;SG	N
teenus	dienstleistung	teenus	dienstleistung	N;NOM;SG	N;NOM;FEM;SG
alalise	dauerhaft	alaline	dauerhaft	ADJ;GEN;SG	ADJ
alalise	permanent	alaline	permanent	ADJ;GEN;SG	ADJ
alalise	ständigen	alaline	ständig	ADJ;GEN;SG	ADJ
lõhn	geruch	lõhn	geruch	N;NOM;SG	N
lõhn	geruch	lõhn	geruch	N;NOM;SG	N
lõhn	duft	lõhn	duft	N;NOM;SG	N;SG
lõhn	geruch	lõhn	geruch	N;NOM;SG	N
lõhn	duft	lõhn	duft	N;NOM;SG	N;SG
seadusandlik	gesetzgebung	seadus_andlik	gesetzgebung	ADJ;NOM;SG	ADJ
seadusandlik	gesetzgebung	seadus_andlik	gesetzgebung	ADJ;NOM;SG	ADJ
seadusandlik	legislaturperiode	seadus_andlik	legislaturperiode	ADJ;NOM;SG	ADJ;NOM;FEM;SG
seadusandlik	gesetzgeber	seadus_andlik	gesetzgeber	ADJ;NOM;SG	ADJ
pruunid	braune	pruun	braun	ADJ;NOM;PL	ADJ;NOM;FEM;PL
pruunid	braun	pruun	braun	ADJ;NOM;PL	ADJ
pruunid	dunkelbraun	pruun	dunkelbraun	ADJ;NOM;PL	ADJ
allutatud	untergebenen	alluta=tud	untergeben	V;PST;V.PTCP;PASS	V;PL;FIN
allutatud	untergeordnet	alluta=tud	unterordnen	V;PST;V.PTCP;PASS	V;V.PTCP
allutatud	untergeordnet	alluta=tud	unterordnen	V;PST;V.PTCP;PASS	V;V.PTCP
algebra	kalkül	algebra	kalkül	N;NOM;SG	N;SG
vastastikune	gegenseitiger	vastastikune	gegenseitig	ADJ;NOM;SG	ADJ
vastastikune	gegenseitigen	vastastikune	gegenseitig	ADJ;NOM;SG	ADJ
vastastikune	wechselseitig	vastastikune	wechselseitig	ADJ;NOM;SG	ADJ
vastastikune	gegenseitiger	vastastikune	gegenseitig	ADJ;NOM;SG	ADJ
vastastikune	gegenseitigkeit	vastastikune	gegenseitigkeit	ADJ;NOM;SG	ADJ
vastastikune	gegenseitigen	vastastikune	gegenseitig	ADJ;NOM;SG	ADJ
tag	tag	tag	tagen	N;NOM;SG	N;NOM;MASC;SG
ostsid	gekauft	ostma	kaufen	V;IND;PL;3;PST;FIN;ACT	V;V.PTCP
ostsid	kauften	ostma	kaufen	V;IND;PL;3;PST;FIN;ACT	V;IND;PL;3;PST;FIN
vabanenud	freigelassen	vabanenud	freilassen	V;PST;V.PTCP;ACT	V;V.PTCP
vabanenud	erschienen	vabanenud	erscheinen	V;PST;V.PTCP;ACT	V;V.PTCP
vabanenud	freigegeben	vabanenud	freigeben	V;PST;V.PTCP;ACT	V;V.PTCP
vabanenud	veröffentlicht	vabanenud	veröffentlichen	V;PST;V.PTCP;ACT	V;V.PTCP
vabanenud	veröffentlichte	vabanenud	veröffentlichen	V;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
nupp	schaltfläche	nupp	schaltfläche	N;NOM;SG	N;NOM;FEM;SG
sisend	eingang	sisend	eingehen	N;NOM;SG	N;SG
sisend	eingabe	sisend	eingabe	N;NOM;SG	N;FEM;SG
areneda	weiterentwickeln	arenema	weiterentwickeln	V;NFIN	V;NFIN
areneda	entwickeln	arenema	entwickeln	V;NFIN	V;NFIN
kübar	hut	kübar	hun	N;NOM;SG	N;SG
kübar	kappe	kübar	kappen	N;NOM;SG	N;SG
kübar	mütze	kübar	mützen	N;NOM;SG	N;NOM;SG
peatub	stoppt	peatuma	stoppen	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
libeeria	liberianischen	libeeria	liberianisch	ADJ	ADJ;NOM;MASC;PL
publik	menge	publik	mengen	N;NOM;SG	N;NOM;FEM;SG
kaovad	verschwinden	kaduma	verschwinden	V;IND;PL;3;PRS;FIN;ACT	V;NFIN
lahendamine	auflösung	lahendamine	auflösung	N;NOM;SG	N;NOM;FEM;SG
lahendamine	entschließung	lahendamine	Entschließung	N;NOM;SG	N;FEM;SG
ehitab	baut	ehitama	bauen	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
kaevatud	ausgegraben	kaevatud	ausgegraben	V;PST;V.PTCP;PASS	V;V.PTCP
kaevatud	gegraben	kaevatud	gegraben	V;PST;V.PTCP;PASS	V;V.PTCP
lööb	schlägt	lööma	schlagen	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
tugevdada	stärken	tugevdama	stärken	V;NFIN	V;NFIN
tugevdada	verstärken	tugevdama	verstärken	V;NFIN	V;NFIN
tugevdada	verstärken	tugevdama	verstärken	V;NFIN	V;NFIN
identne	identischen	identne	identisch	ADJ;NOM;SG	ADJ
identne	identisch	identne	identisch	ADJ;NOM;SG	ADJ
indutseeritud	herbeigeführt	indutseeri=tud	herbeiführen	V;PST;V.PTCP;PASS	V;V.PTCP
indutseeritud	induziert	indutseeri=tud	induzieren	V;PST;V.PTCP;PASS	V;V.PTCP
vahendatud	vermittelte	vahendatud	vermitteln	V;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
vahendatud	ausgehandelt	vahendatud	aushandeln	V;PST;V.PTCP;PASS	V;V.PTCP
vahendatud	vermittelt	vahendatud	vermitteln	V;PST;V.PTCP;PASS	V;V.PTCP
vahendatud	vermittelten	vahendatud	vermitteln	V;PST;V.PTCP;PASS	V;IND;PL;3;PST;FIN
armas	schönen	armas	schön	ADJ;NOM;SG	ADJ
armas	herrlich	armas	herrlich	ADJ;NOM;SG	ADJ
veenis	überzeugte	veenma	überzeugen	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
veenis	überreden	veenma	überreden	V;IND;SG;3;PST;FIN;ACT	V;NFIN
veenis	überredet	veenma	überreden	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
paratamatu	unausweichlich	paratamatu	unausweichlich	ADJ;NOM;SG	ADJ
paratamatu	unvermeidbar	paratamatu	unvermeidbar	ADJ;NOM;SG	ADJ
paratamatu	unvermeidlichen	paratamatu	unvermeidlich	ADJ;NOM;SG	ADJ
paratamatu	unumgänglich	paratamatu	unumgänglich	ADJ;NOM;SG	ADJ
paratamatu	unvermeidlich	paratamatu	unvermeidlich	ADJ;NOM;SG	ADJ
reklaam	öffentlichkeitsarbeit	reklaam	öffentlichkeitsarbeit	N;NOM;SG	N;NOM;FEM;SG
reklaam	werbung	reklaam	werbung	N;NOM;SG	N;NOM;FEM;SG
tagurpidi	rückwärts	tagur_pidi	rückwärts	ADV	ADV
tagurpidi	rückwärts	tagur_pidi	rückwärts	ADV	ADV
ümar	gerundet	ümar	runden	ADJ;NOM;SG	ADJ;V.PTCP
ümar	runden	ümar	rund	ADJ;NOM;SG	ADJ
kuulas	gehört	kuulama	gehören	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
kuulas	hörte	kuulama	hören	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
kuulas	angehört	kuulama	angehören|anhören	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
kuulas	zugehört	kuulama	zugehören	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
aspekti	aspekt	aspekt	aspeken	N;PRT;SG	N;SG
regulaarne	regulär	regulaarne	regulär	ADJ;NOM;SG	ADJ
regulaarne	regelmäßiger	regulaarne	regelmäßig	ADJ;NOM;SG	ADJ
regulaarne	regelmäßig	regulaarne	regelmäßig	ADJ;NOM;SG	ADJ
aspektid	aspekte	aspekt	aspeken	N;NOM;PL	N;NOM;PL
positiivsed	positiver	positiivne	positiv	ADJ;NOM;PL	ADJ
positiivsed	positive	positiivne	positiv	ADJ;NOM;PL	ADJ;NOM;FEM;PL
positiivsed	positiv	positiivne	positiv	ADJ;NOM;PL	ADJ
positiivsed	positiven	positiivne	positiv	ADJ;NOM;PL	ADJ
tsitaat	angebot	tsitaat	anpieten	N;NOM;SG	N;NOM;NEUT;SG
tsitaat	angebot	tsitaat	anpieten	N;NOM;SG	N;NOM;NEUT;SG
tsitaat	notierung	tsitaat	notierung	N;NOM;SG	N;NOM;FEM;SG
silmapaistev	hervorragende	silma_paistev	hervorragend	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;FEM;SG
silmapaistev	hervorragend	silma_paistev	hervorragend	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ
liitumine	fusion	liitumine	fusion	N;NOM;SG	N;NOM;SG
ohutu	ungefährlich	ohutu	ungefährlich	ADJ;NOM;SG	ADJ
ohutu	harmlos	ohutu	harmlos	ADJ;NOM;SG	ADJ
ohutu	unschädlich	ohutu	unschädlich	ADJ;NOM;SG	ADJ
ohutu	sicher	ohutu	sicher	ADJ;NOM;SG	ADJ
legendaarne	legendären	legendaarne	legendär	ADJ;NOM;SG	ADJ
legendaarne	legendär	legendaarne	legendär	ADJ;NOM;SG	ADJ
ühendused	assoziationen	ühendus	assoziation	N;NOM;PL	N;NOM;FEM;PL
ühendused	vereinigungen	ühendus	vereinigung	N;NOM;PL	N;NOM;FEM;PL
ühendused	verbände	ühendus	verbänden	N;NOM;PL	N;NOM;PL
kitsad	schmalen	kitsas	schmal	ADJ;NOM;PL	ADJ
kitsad	eng	kitsas	eng	ADJ;NOM;PL	ADJ
kitsad	schmale	kitsas	schmal	ADJ;NOM;PL	ADJ;NOM;FEM;PL
kitsad	engen	kitsas	eng	ADJ;NOM;PL	ADJ
kitsad	schmal	kitsas	schmal	ADJ;NOM;PL	ADJ
selgitab	erklärt	selgitama	erklären	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
selgitab	erläutert	selgitama	erläutern	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
häiritud	beunruhigt	häiri=tud	beunruhigen	ADJ;PST;V.PTCP;PASS	ADJ;V.PTCP
häiritud	verstört	häiri=tud	verstören	ADJ;PST;V.PTCP;PASS	ADJ
rääkinud	sprach	rääkima	sprechen	V;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
rääkinud	gesprochen	rääkima	sprechen	V;PST;V.PTCP;ACT	V;V.PTCP
mõõdukas	mäßig	mõõdukas	mäßig	ADJ;NOM;SG	ADJ
