dihormati	respekteras	dihormati	respektera	V;SG;PASS	V;IND;PRS;FIN;PASS
fantasi	fantasy	fantasi	fantasy	N	N;NOM;INDF;MASC+FEM;SG
fantasi	fantasier	fantasi	fantasium	N	N;NOM;INDF;MASC+FEM;PL
mengutip	citerar	menutip	citera	V;SG;ACT	V;IND;PRS;FIN;ACT
mengutip	citerar	menutip	citera	V;SG;ACT	V;IND;PRS;FIN;ACT
mendiami	bebor	mendiami	bebo	V;SG;ACT	V;IND;PRS;FIN;ACT
haiti	haiti	haiti	haiti	N	N;NOM;INDF;NEUT;SG
manuskrip	manuskript	manuskrip	manuskript	N	N;NOM;INDF;NEUT;SG
manuskrip	manuskriptet	manuskrip	manuskript	N	N;NOM;DEF;NEUT;SG
manuskrip	manus	manuskrip	manus	N	N;NOM;INDF;NEUT;SG
manuskrip	manuskript	manuskrip	manuskript	N	N;NOM;INDF;NEUT;SG
negosiasi	förhandlingar	negosiasi	förhandling	N	N;NOM;INDF;MASC+FEM;PL
negosiasi	förhandling	negosiasi	förhandling	N	N;NOM;INDF;MASC+FEM;SG
negosiasi	förhandlingar	negosiasi	förhandling	N	N;NOM;INDF;MASC+FEM;PL
negosiasi	förhandling	negosiasi	förhandling	N	N;NOM;INDF;MASC+FEM;SG
negosiasi	förhandlingarna	negosiasi	förhandling	N	N;NOM;DEF;MASC+FEM;PL
negosiasi	förhandlingar	negosiasi	förhandling	N	N;NOM;INDF;MASC+FEM;PL
negosiasi	förhandling	negosiasi	förhandling	N	N;NOM;INDF;MASC+FEM;SG
sybra	sybra	sybra	sybra	N	N;NOM;INDF;MASC+FEM;SG
traktat	fördrag	traktat	fördrag	N	N;NOM;INDF;NEUT;SG
traktat	fördraget	traktat	fördrag	N	N;NOM;DEF;NEUT;SG
ragu	tveksam	ragu	tveksam	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
ragu	tveksamt	ragu	tveksam	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
syukur	tacksamhet	syukur	tacksamhet	N;SG	N;NOM;INDF;MASC+FEM;SG
syukur	thanksgiving	syukur	thanksgiving	N;SG	N;NOM;INDF;MASC+FEM;SG
syukur	tacksägelsedagen	syukur	tacksägelsedag	N;SG	N;NOM;DEF;MASC+FEM;SG
menghargai	uppskatta	menhargai	uppskatta	V;SG;ACT	V;IMP;FIN;ACT
menghargai	uppskattar	menhargai	uppskatta	V;SG;ACT	V;IND;PRS;FIN;ACT
menghargai	vårda	menhargai	vårda	V;SG;ACT	V;IMP;FIN;ACT
orkestra	orkestern	orkestra	orkester	N;SG	N;NOM;DEF;MASC+FEM;SG
orkestra	orkester	orkestra	orkest	N;SG	N;NOM;INDF;MASC+FEM;SG
suriname	surinam	suriname	surinam	N	N;NOM;INDF;MASC+FEM;SG
kapel	kapellet	kapel	kapell	N	N;NOM;DEF;NEUT;SG
kapel	kapell	kapel	kapell	N	N;NOM;INDF;NEUT;SG
hara	hara	hara	hara	N	N;NOM;INDF;MASC+FEM;SG
penyuntingan	redigering	penyuntingan	redigering	N	N;NOM;INDF;MASC+FEM;SG
kotor	smutsig	kotor	smutsig	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
kotor	smutsigt	kotor	smutsig	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
kotor	smutsig	kotor	smutsig	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
ramayana	ramayana	ramayana	ramayan	N;SG	N;NOM;INDF;MASC+FEM;SG
komet	komet	komet	komet	N	N;NOM;INDF;MASC+FEM;SG
komet	kometen	komet	komet	N	N;NOM;DEF;MASC+FEM;SG
komet	kometer	komet	komet	N	N;NOM;INDF;MASC+FEM;PL
impian	dream	impian	dream	N;SG	N;NOM;INDF;MASC+FEM;SG
impian	dröm	impian	dröm	N;SG	N;NOM;INDF;MASC+FEM;SG
impian	dreams	impian	dream	N;SG	N;NOM;INDF;MASC+FEM;SG
semester	termin	semester	termin	N	N;NOM;INDF;MASC+FEM;SG
semester	terminen	semester	termin	N	N;NOM;DEF;MASC+FEM;SG
terorisme	terrorismen	terorisme	terrorism	N;SG	N;NOM;DEF;MASC+FEM;SG
terorisme	terrorism	terorisme	terrorism	N;SG	N;NOM;INDF;MASC+FEM;SG
liputan	täckning	liputan	täckning	N;SG	N;NOM;INDF;MASC+FEM;SG
filter	filtret	filter	filtr	N;SG	N;NOM;DEF;NEUT;SG
menghambat	hindra	menhambat	hindra	V;SG;ACT	V;IMP;FIN;ACT
menghambat	hämma	menhambat	hämma	V;SG;ACT	V;IMP;NFIN;ACT
apel	äpple	apel	äpple	N;SG	N;NOM;INDF;NEUT;SG
narkoba	knark	narkoba	knark	N;SG	N;NOM;INDF;NEUT;SG
pencegahan	försiktighet	pencegahan	försiktighet	N;SG	N;NOM;INDF;MASC+FEM;SG
pencegahan	prevention	pencegahan	prevention	N;SG	N;NOM;INDF;MASC+FEM;SG
tumor	tumör	tumor	tumör	N;SG	N;NOM;INDF;MASC+FEM;SG
tumor	tumör	tumor	tumör	N;SG	N;NOM;INDF;MASC+FEM;SG
mie	nudlar	mie	nudla	N	N;NOM;INDF;NEUT;SG
mie	nudlar	mie	nudla	N	N;NOM;INDF;NEUT;SG
konstitusional	konstitutionell	konstitusional	konstitutionell	N	N;NOM;INDF;MASC+FEM;SG
obyek	objektet	obyek	objekt	N;SG	N;NOM;DEF;NEUT;SG
obyek	objekt	obyek	objekt	N;SG	N;NOM;INDF;NEUT;SG
obyek	föremål	obyek	föremål	N;SG	N;NOM;INDF;NEUT;SG
obyek	objekt	obyek	objekt	N;SG	N;NOM;INDF;NEUT;SG
obyek	föremål	obyek	föremål	N;SG	N;NOM;INDF;NEUT;SG
opini	yttrande	opini	yttra	N;SG	N;NOM;INDF;NEUT;SG
opini	yttrandet	opini	yttrande	N;SG	N;NOM;DEF;NEUT;SG
opini	opinion	opini	opinion	N;SG	N;NOM;INDF;MASC+FEM;SG
karate	karate	karate	karate	N	N;NOM;INDF;MASC+FEM;SG
pegulat	brottare	pegulat	brott	N;SG	N;NOM;INDF;MASC+FEM;SG
pegulat	brottare	pegulat	brott	N;SG	N;NOM;INDF;MASC+FEM;SG
pengucapan	uttal	penucapan	uttal	N;SG	N;NOM;INDF;NEUT;SG
ranting	kvist	ranting	kvist	N;SG	N;NOM;INDF;MASC+FEM;SG
ranting	gren	ranting	gren	N;SG	N;NOM;INDF;MASC+FEM;SG
ranting	filial	ranting	filial	N;SG	N;NOM;INDF;MASC+FEM;SG
ranting	branch	ranting	branch	N;SG	N;NOM;INDF;NEUT;SG
ranting	grenen	ranting	gren	N;SG	N;NOM;DEF;MASC+FEM;SG
menanam	planterar	menanam	plantera	V;SG;ACT	V;IND;PRS;FIN;ACT
istirahat	paus	istirahat	paus	N;SG	N;NOM;INDF;MASC+FEM;SG
istirahat	break	istirahat	break	N;SG	N;NOM;INDF;NEUT;SG
istirahat	rast	istirahat	rast	N;SG	N;NOM;INDF;MASC+FEM;SG
istirahat	brytning	istirahat	brytning	N;SG	N;NOM;INDF;MASC+FEM;SG
menyamar	imitera	mensamar	imitera	V;SG;ACT	V;IMP;FIN;ACT
menuduh	anklaga	mentuduh	anklaga	V;SG;ACT	V;IMP;FIN;ACT
menuduh	anklagar	mentuduh	anklaga	V;SG;ACT	V;IND;PRS;FIN;ACT
menuduh	anklaga	mentuduh	anklaga	V;SG;ACT	V;IMP;FIN;ACT
menuduh	anklagar	mentuduh	anklaga	V;SG;ACT	V;IND;PRS;FIN;ACT
tercepat	snabbaste	tercepat	snabb	ADJ;RL;SG	ADJ;NOM;DEF;RL
tercepat	snabbast	tercepat	snabb	ADJ;RL;SG	ADJ;NOM;INDF;RL
melintas	passerar	menlintas	passera	V;SG;ACT	V;IND;PRS;FIN;ACT
melintas	korsar	menlintas	korsa	V;SG;ACT	V;IND;PRS;FIN;ACT
alternative	alternativ	alternative	alternativ	N;SG	N;NOM;INDF;NEUT;SG
alternative	suppleant	alternative	suppleant	N;SG	N;NOM;INDF;MASC+FEM;SG
alternative	alternativ	alternative	alternativ	N;SG	N;NOM;INDF;NEUT;SG
bijaksana	klokt	bijaksana	klok	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
bijaksana	klok	bijaksana	klok	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
dukun	shaman	dukun	shaman	N;SG	N;NOM;INDF;MASC+FEM;SG
ekonom	ekonom	ekonom	ekonom	N;SG	N;NOM;INDF;MASC+FEM;SG
terpengaruh	påverkas	terpengaruh	påverka	V;SG;PASS	V;IND;PRS;FIN;PASS
browser	webbläsare	browser	webbläsare	N	N;NOM;INDF;MASC+FEM;SG
browser	webbläsaren	browser	pebbläsare	N	N;NOM;DEF;MASC+FEM;SG
browser	webbläsare	browser	webbläsare	N	N;NOM;INDF;MASC+FEM;SG
parade	paraden	parade	parad	N	N;NOM;DEF;MASC+FEM;SG
parade	parade	parade	para	N	N;NOM;INDF;MASC+FEM;SG
parade	parad	parade	para	N	N;NOM;INDF;MASC+FEM;SG
gembala	herder	gembala	herd	N;SG	N;NOM;INDF;MASC+FEM;SG
gembala	shepherd	gembala	shepherd	N;SG	N;NOM;INDF;MASC+FEM;SG
gembala	herden	gembala	herd	N;SG	N;NOM;DEF;MASC+FEM;SG
gembala	herde	gembala	herde	N;SG	N;NOM;INDF;MASC+FEM;SG
jejaring	nätverk	jejaring	nätverk	N;SG	N;NOM;INDF;NEUT;SG
dominika	dominikaner	dominika	dominikan	N	N;NOM;INDF;MASC+FEM;PL
terlaris	bästsäljare	terlaris	bästsäljare	N	N;NOM;INDF;MASC+FEM;PL
demo	demo	demo	demo	N;SG	N;NOM;INDF;MASC+FEM;SG
demo	demonstration	demo	demonstration	N;SG	N;NOM;INDF;MASC+FEM;SG
panorama	panorama	panorama	panoram	N;SG	N;NOM;INDF;MASC+FEM;SG
panorama	panorama	panorama	panoram	N;SG	N;NOM;INDF;MASC+FEM;SG
menyutradarai	regisserar	mensutradarai	regissera	V;SG;ACT	V;IND;PRS;FIN;ACT
menyutradarai	regissera	mensutradarai	regissera	V;SG;ACT	V;IMP;FIN;ACT
siluman	smyg	siluman	smyg	N;SG	N;NOM;INDF;MASC+FEM;SG
siluman	demon	siluman	demon	N;SG	N;NOM;INDF;MASC+FEM;SG
hormat	respekt	hormat	respekt	N;SG	N;NOM;INDF;MASC+FEM;SG
hormat	respekten	hormat	respekt	N;SG	N;NOM;DEF;MASC+FEM;SG
hormat	salut	hormat	salut	N;SG	N;NOM;INDF;MASC+FEM;SG
hormat	honnör	hormat	honnör	N;SG	N;NOM;INDF;MASC+FEM;SG
horizontal	horisontell	horizontal	horisontell	N	N;NOM;INDF;MASC+FEM;SG
horizontal	övergripande	horizontal	övergripande	N	N;NOM;INDF;NEUT;SG
layer	skikt	layer	skikt	N;SG	N;NOM;INDF;NEUT;SG
fotografer	fotograf	fotografer	fotograf	N;SG	N;NOM;INDF;MASC+FEM;SG
skandal	skandal	skandal	skandal	N;SG	N;NOM;INDF;MASC+FEM;SG
skandal	skandalen	skandal	skandal	N;SG	N;NOM;DEF;MASC+FEM;SG
pengabdian	hängivenhet	penabdian	hängivenhet	N;SG	N;NOM;INDF;MASC+FEM;SG
pengabdian	tillgivenhet	penabdian	tillgivenhet	N;SG	N;NOM;INDF;MASC+FEM;SG
lebah	bin	lebah	bi	N;SG	N;NOM;INDF;NEUT;SG
lebah	bi	lebah	bi	N;SG	N;NOM;INDF;MASC+FEM;SG
lebah	bee	lebah	bee	N;SG	N;NOM;INDF;MASC+FEM;SG
penyatuan	enandet	pensatuan	enand	N;SG	N;NOM;DEF;NEUT;SG
penyatuan	enande	pensatuan	enande	N;SG	N;NOM;INDF;NEUT;SG
menyesuaikan	anpassa	mensesuaikan	anpassa	V;SG;ACT	V;IMP;FIN;ACT
menyesuaikan	anpassa	mensesuaikan	anpassa	V;SG;ACT	V;IMP;FIN;ACT
menyesuaikan	justerar	mensesuaikan	justera	V;SG;ACT	V;IND;PRS;FIN;ACT
menyesuaikan	justera	mensesuaikan	justera	V;SG;ACT	V;IMP;FIN;ACT
menyesuaikan	anpassa	mensesuaikan	anpassa	V;SG;ACT	V;IMP;FIN;ACT
menyesuaikan	justera	mensesuaikan	justera	V;SG;ACT	V;IMP;FIN;ACT
berlalu	passerar	berlalu	passera	V;SG;ACT	V;IND;PRS;FIN;ACT
berlalu	gått	berlalu	gå	V;SG;ACT	V;V.CVB;ACT
pemandian	badplats	penmandian	badpla	N;SG	N;NOM;INDF;MASC+FEM;SG
pemandian	badhus	penmandian	badhus	N;SG	N;NOM;INDF;NEUT;SG
penasehat	rådgivning	pennasehat	rådgivning	N;SG	N;NOM;INDF;MASC+FEM;SG
penasehat	advokaten	pennasehat	advokat	N;SG	N;NOM;DEF;MASC+FEM;SG
bulanan	månad	bulanan	månad	N;SG	N;NOM;INDF;MASC+FEM;SG
bulanan	månadsvis	bulanan	månadsvis	N;SG	N;NOM;INDF;MASC+FEM;SG
bulanan	månaden	bulanan	månad	N;SG	N;NOM;DEF;MASC+FEM;SG
ekosistem	ekosystem	ekosistem	ekosystem	N	N;NOM;INDF;NEUT;SG
ekosistem	ekosystem	ekosistem	ekosystem	N	N;NOM;INDF;NEUT;SG
anatomi	anatomi	anatomi	anatomi	N;SG	N;NOM;INDF;MASC+FEM;SG
lucu	roligt	lucu	rolig	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
lucu	rolig	lucu	rolig	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
lucu	lustigt	lucu	lustig	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
lucu	söt	lucu	söta	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
mendidik	utbildar	mendidik	utbilda	V;SG;ACT	V;IND;PRS;FIN;ACT
mendidik	utbilda	mendidik	utbilda	V;SG;ACT	V;IMP;NFIN;ACT
mendidik	utbilda	mendidik	utbilda	V;SG;ACT	V;IMP;NFIN;ACT
dikutip	citeras	dikutip	citera	V;SG;PASS	V;NFIN;PASS
dikutip	citeras	dikutip	citera	V;SG;PASS	V;NFIN;PASS
dibahas	diskuterats	dibahas	diskutera	V;SG;PASS	V;V.CVB;PASS
dibahas	diskuterades	dibahas	diskutera	V;SG;PASS	V;IND;PST;FIN;PASS
dibahas	diskuteras	dibahas	diskutera	V;SG;PASS	V;IND;PRS;FIN;PASS
diklasifikasikan	klassificeras	diklasifikasikan	klassificera	V;SG;PASS	V;IND;NFIN;PASS
kultur	kulturen	kultur	kultur	N	N;NOM;DEF;MASC+FEM;SG
kultur	kulturens	kultur	kultur	N	N;GEN;DEF;MASC+FEM;SG
kultur	kultur	kultur	kultur	N	N;NOM;INDF;MASC+FEM;SG
kultur	kulturer	kultur	kultur	N	N;NOM;INDF;MASC+FEM;PL
kultur	kulturerna	kultur	kultur	N	N;NOM;DEF;MASC+FEM;PL
reproduksi	reproduktiv	reproduksi	reproduktiv	N;SG	N;NOM;INDF;MASC+FEM;SG
reproduksi	fortplantning	reproduksi	fortplantning	N;SG	N;NOM;INDF;MASC+FEM;SG
reproduksi	reproduktion	reproduksi	reproduktion	N;SG	N;NOM;INDF;MASC+FEM;SG
reproduksi	återgivning	reproduksi	återgivning	N;SG	N;NOM;INDF;MASC+FEM;SG
didistribusikan	distribueras	didistribusikan	distribuera	V;SG;PASS	V;IND;PRS;FIN;PASS
reruntuhan	spillror	reruntuhan	spillror	N	N;NOM;INDF;NEUT;SG
reruntuhan	bråte	reruntuhan	bråte	N	N;NOM;INDF;NEUT;SG
reruntuhan	vrak	reruntuhan	vrak	N	N;NOM;INDF;NEUT;SG
reruntuhan	vraket	reruntuhan	vraket	N	N;NOM;DEF;NEUT;SG
reruntuhan	ruinerna	reruntuhan	ruin	N	N;NOM;DEF;MASC+FEM;PL
reruntuhan	ruiner	reruntuhan	ruin	N	N;NOM;INDF;MASC+FEM;PL
reruntuhan	ruin	reruntuhan	ruin	N	N;NOM;INDF;MASC+FEM;SG
unicode	unicode	unicode	unicode	N	N;NOM;INDF;NEUT;SG
kemakmuran	välgång	kemakmuran	välgång	N;SG	N;NOM;INDF;MASC+FEM;SG
kemakmuran	välståndet	kemakmuran	välstånd	N;SG	N;NOM;DEF;NEUT;SG
kemakmuran	välfärd	kemakmuran	välfärd	N;SG	N;NOM;INDF;MASC+FEM;SG
kemakmuran	välstånd	kemakmuran	välstånd	N;SG	N;NOM;INDF;NEUT;SG
nafsu	lust	nafsu	lust	N;SG	N;NOM;INDF;MASC+FEM;SG
nafsu	lusta	nafsu	lusta	N;SG	N;NOM;INDF;MASC+FEM;SG
nafsu	lusten	nafsu	lust	N;SG	N;NOM;DEF;MASC+FEM;SG
nafsu	aptit	nafsu	aptit	N;SG	N;NOM;INDF;MASC+FEM;SG
nafsu	aptiten	nafsu	aptit	N;SG	N;NOM;DEF;MASC+FEM;SG
asuhan	uppfostran	asuhan	uppfostran	N;SG	N;NOM;INDF;MASC+FEM;SG
etanol	etanol	etanol	etanol	N	N;NOM;INDF;MASC+FEM;SG
heading	rubrik	heading	rubrik	N	N;NOM;INDF;MASC+FEM;SG
heading	rubriker	heading	rubrik	N	N;NOM;INDF;MASC+FEM;PL
heading	rubrikerna	heading	rubrik	N	N;NOM;DEF;MASC+FEM;PL
esai	uppsats	esai	uppsats	N;SG;ACT	N;NOM;INDF;MASC+FEM;SG
esai	uppsatsen	esai	uppsats	N;SG;ACT	N;NOM;DEF;MASC+FEM;SG
manik	pärlor	manik	pärla	N	N;NOM;INDF;MASC+FEM;PL
manik	manik	manik	manik	N	N;NOM;INDF;MASC+FEM;SG
kapas	bomull	kapas	bomull	N;SG	N;NOM;INDF;MASC+FEM;SG
kapas	cotton	kapas	cotton	N;SG	N;NOM;INDF;MASC+FEM;SG
paten	patent	paten	patent	N;SG	N;NOM;INDF;NEUT;SG
paten	patentet	paten	patente	N;SG	N;NOM;DEF;NEUT;SG
paten	patent	paten	patent	N;SG	N;NOM;INDF;NEUT;SG
melukis	målar	menlukis	måla	V;SG;ACT	V;IND;PRS;FIN;ACT
suksesi	följd	suksesi	följd	N;SG	N;NOM;INDF;MASC+FEM;SG
elektrik	electric	elektrik	electric	N;SG	N;NOM;INDF;NEUT;SG
dorongan	uppmuntran	dorongan	uppmuntran	N;SG	N;NOM;INDF;MASC+FEM;SG
dorongan	dragkraft	dorongan	dragkraft	N;SG	N;NOM;INDF;MASC+FEM;SG
penayangan	leverans	pentayangan	leverans	N;SG	N;NOM;INDF;MASC+FEM;SG
perbudakan	träldom	perbudakan	träldom	N;SG	N;NOM;INDF;MASC+FEM;SG
perbudakan	slaveriet	perbudakan	slaveri	N;SG	N;NOM;DEF;NEUT;SG
perbudakan	slaveri	perbudakan	slaveri	N;SG	N;NOM;INDF;NEUT;SG
perbudakan	slaveri	perbudakan	slaveri	N;SG	N;NOM;INDF;NEUT;SG
mengabaikan	ignorerar	menabaikan	ignorera	V;SG;ACT	V;IND;PRS;FIN;ACT
mengabaikan	ignorera	menabaikan	ignorera	V;SG;ACT	V;IMP;FIN;ACT
konversi	konvertering	konversi	konvertering	N;SG	N;NOM;INDF;MASC+FEM;SG
konversi	omställning	konversi	omställning	N;SG	N;NOM;INDF;MASC+FEM;SG
konversi	omvandling	konversi	omvandling	N;SG	N;NOM;INDF;MASC+FEM;SG
konversi	ombyggnad	konversi	ombyggnad	N;SG	N;NOM;INDF;MASC+FEM;SG
sakramen	sakrament	sakramen	sakrament	N;SG	N;NOM;INDF;NEUT;SG
botani	botanik	botani	botanik	N;SG	N;NOM;INDF;MASC+FEM;SG
intervensi	ingripande	intervensi	ingripande	N;SG	N;NOM;INDF;NEUT;SG
intervensi	intervention	intervensi	intervention	N;SG	N;NOM;INDF;MASC+FEM;SG
didorong	uppmuntras	didorong	uppmuntra	V;SG;PASS	V;NFIN;PASS
kesaksian	vittnesbörd	kesaksian	vittnesbörd	N;SG	N;NOM;INDF;NEUT;SG
kesaksian	vittnesmål	kesaksian	vittnesmål	N;SG	N;NOM;INDF;NEUT;SG
kesaksian	vittnesbörd	kesaksian	vittnesbörd	N;SG	N;NOM;INDF;NEUT;SG
kesaksian	vittnesmål	kesaksian	vittnesmål	N;SG	N;NOM;INDF;NEUT;SG
kuantum	quantum	kuantum	quantum	N;SG	N;NOM;INDF;NEUT;SG
mekanika	mekanik	mekanika	mekanik	N;SG	N;NOM;INDF;MASC+FEM;SG
penutupan	stängning	pentutupan	stängning	N;SG	N;NOM;INDF;MASC+FEM;SG
penutupan	nedläggning	pentutupan	nedläggning	N;SG	N;NOM;INDF;MASC+FEM;SG
penutupan	avslut	pentutupan	avslut	N;SG	N;NOM;INDF;NEUT;SG
penutupan	stängning	pentutupan	stängning	N;SG	N;NOM;INDF;MASC+FEM;SG
keanekaragaman	mångfald	keanekaragaman	mångfald	N;SG	N;NOM;INDF;MASC+FEM;SG
keanekaragaman	mångfalden	keanekaragaman	mångfald	N;SG	N;NOM;DEF;MASC+FEM;SG
dihadapi	påträffats	dihadapi	påträffa	V;SG;PASS	V;V.CVB;PASS
rapi	städat	rapi	städ	ADJ;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
rapi	snyggt	rapi	snygga	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
kanji	kanji	kanji	kanji	N	N;NOM;INDF;NEUT;SG
renovasi	renovering	renovasi	renovering	N;SG	N;NOM;INDF;MASC+FEM;SG
dikonsumsi	konsumeras	dikonsumsi	konsumera	V;SG;PASS	V;IND;NFIN;PASS
dikonsumsi	förbrukas	dikonsumsi	förbruka	V;SG;PASS	V;IND;PRS;FIN;PASS
investigasi	undersökningen	investigasi	undersökning	N;SG	N;NOM;DEF;MASC+FEM;SG
investigasi	utredning	investigasi	utredning	N;SG	N;NOM;INDF;MASC+FEM;SG
investigasi	undersökning	investigasi	undersökning	N;SG	N;NOM;INDF;MASC+FEM;SG
deret	catena	deret	cate	N;SG	N;NOM;DEF;MASC+FEM;SG
deret	serie	deret	serie	N;SG	N;NOM;INDF;MASC+FEM;SG
deret	serien	deret	serien	N;SG	N;NOM;DEF;MASC+FEM;SG
takahashi	takahashi	takahashi	takahashi	N	N;NOM;INDF;MASC+FEM;SG
nopember	november	nopember	november	N	N;NOM;INDF;MASC+FEM;SG
percepatan	acceleration	percepatan	acceleration	N;SG	N;NOM;INDF;MASC+FEM;SG
nara	nara	nara	nara	N;SG	N;NOM;INDF;MASC+FEM;SG
kader	kader	kader	kad	N;SG	N;NOM;INDF;MASC+FEM;SG
dicari	sökes	dicari	söka	V;SG;PASS	V;IND;PRS;FIN;PASS
tekstil	textil	tekstil	textil	N;SG	N;NOM;INDF;MASC+FEM;SG
tekstil	textil	tekstil	textil	N;SG	N;NOM;INDF;MASC+FEM;SG
pemilih	röstande	penpilih	röstande	N;SG	N;NOM;INDF;NEUT;SG
bereaksi	reagerar	berreaksi	reagera	V;SG;ACT	V;IND;PRS;FIN;ACT
bereaksi	reagera	berreaksi	reagera	V;SG;ACT	V;IMP;FIN;ACT
bereaksi	reagerar	berreaksi	reagera	V;SG;ACT	V;IND;PRS;FIN;ACT
bereaksi	reagera	berreaksi	reagera	V;SG;ACT	V;IMP;FIN;ACT
bereaksi	reagerar	berreaksi	reagera	V;SG;ACT	V;IND;PRS;FIN;ACT
berkolaborasi	samarbeta	berkolaborasi	samarbeta	V;SG;ACT	V;IMP;FIN;ACT
berkolaborasi	samarbetar	berkolaborasi	samarbeta	V;SG;ACT	V;IND;PRS;FIN;ACT
terbalik	vändas	terbalik	vända	V;SG;PASS	V;NFIN;PASS
diidentifikasi	identifieras	diidentifikasi	identifiera	V;SG;PASS	V;IND;PRS;NFIN;PASS
diidentifikasi	identifierats	diidentifikasi	identifiera	V;SG;PASS	V;V.CVB;PASS
diidentifikasi	identifierades	diidentifikasi	identifiera	V;SG;PASS	V;IND;PST;FIN;PASS
pemulihan	återvinning	penpulihan	återvinning	N;SG	N;NOM;INDF;MASC+FEM;SG
pemulihan	återhämtning	penpulihan	återhämtning	N;SG	N;NOM;INDF;MASC+FEM;SG
pemulihan	indrivning	penpulihan	indrivning	N;SG	N;NOM;INDF;MASC+FEM;SG
pemulihan	läkning	penpulihan	läkning	N;SG	N;NOM;INDF;MASC+FEM;SG
katalog	kataloger	katalog	katalog	N	N;NOM;INDF;MASC+FEM;PL
katalog	sortiment	katalog	sortiment	N	N;NOM;INDF;NEUT;SG
katalog	katalogen	katalog	katalog	N	N;NOM;DEF;MASC+FEM;SG
katalog	katalog	katalog	katalog	N	N;NOM;INDF;MASC+FEM;SG
katalog	kataloger	katalog	katalog	N	N;NOM;INDF;MASC+FEM;PL
katalog	katalog	katalog	katalog	N	N;NOM;INDF;MASC+FEM;SG
artistik	konstnärlig	artistik	konstnärlig	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
artistik	konstnärligt	artistik	konstnärlig	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
kejam	skoningslös	kejam	skoningslös	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
kejam	hänsynslös	kejam	hänsynslös	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
kejam	grym	kejam	grym	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
menanyakan	frågar	mentanyakan	fråga	V;SG;ACT	V;IND;PRS;FIN;ACT
mantra	mantra	mantra	mantra	N	N;NOM;INDF;NEUT;SG
mantra	förtrollning	mantra	förtrollning	N	N;NOM;INDF;MASC+FEM;SG
mantra	besvärjelse	mantra	besvärjelse	N	N;NOM;INDF;MASC+FEM;SG
mantra	stavar	mantra	stav	N	N;NOM;INDF;MASC+FEM;PL
mantra	trollformel	mantra	trollformel	N	N;NOM;INDF;MASC+FEM;SG
mantra	besvärjelse	mantra	besvärjelse	N	N;NOM;INDF;MASC+FEM;SG
logistik	logistik	logistik	logistik	N	N;NOM;INDF;MASC+FEM;SG
kegelapan	mörkret	kegelapan	mörker	N;SG	N;NOM;DEF;NEUT;SG
kegelapan	mörker	kegelapan	mörker	N;SG	N;NOM;INDF;NEUT;SG
reporter	reportern	reporter	report	N;SG	N;NOM;DEF;MASC+FEM;SG
reporter	journalist	reporter	journalist	N;SG	N;NOM;INDF;MASC+FEM;SG
reporter	reporter	reporter	report	N;SG	N;NOM;INDF;MASC+FEM;SG
pengunduran	avgång	penunduran	avgång	N;SG	N;NOM;INDF;MASC+FEM;SG
pengunduran	avskedsansökan	penunduran	avskedsansöka	N;SG	N;NOM;DEF;MASC+FEM;SG
pengunduran	avsked	penunduran	avsked	N;SG	N;NOM;INDF;NEUT;SG
dikelompokkan	grupperas	dikelompokkan	gruppera	V;SG;PASS	V;IND;PRS;NFIN;PASS
parit	diket	parit	dik	N;SG	N;NOM;DEF;NEUT;SG
parit	dike	parit	dike	N;SG	N;NOM;INDF;NEUT;SG
parit	parit	parit	parit	N;SG	N;NOM;INDF;MASC+FEM;SG
parit	trench	parit	trench	N;SG	N;NOM;INDF;MASC+FEM;SG
parit	vallgraven	parit	vallgrav	N;SG	N;NOM;DEF;MASC+FEM;SG
registrasi	registrering	registrasi	registrering	N	N;NOM;INDF;MASC+FEM;SG
registrasi	inskrivning	registrasi	inskrivning	N	N;NOM;INDF;MASC+FEM;SG
registrasi	registreringen	registrasi	registrering	N	N;NOM;DEF;MASC+FEM;SG
debat	debatt	debat	debatt	N;SG	N;NOM;INDF;MASC+FEM;SG
debat	debatten	debat	debatt	N;SG	N;NOM;DEF;MASC+FEM;SG
motogp	motogp	motogp	motogp	N;SG	N;NOM;INDF;MASC+FEM;SG
menabrak	kraschar	mentabrak	krascha	V;SG;ACT	V;IND;PRS;FIN;ACT
kemiripan	likhet	kemiripan	likhet	N;SG	N;NOM;INDF;MASC+FEM;SG
