رده	trieda	رده	trieda	N;SG	N;NOM;FEM;SG
مأموریت	poslaním	مأموریت	poslanie	N;SG	N;INS;NEUT;SG
قطار	vlaku	قطار	vlak	N;SG	N;INAN;GEN;MASC;SG
قطار	vlakom	قطار	vlak	N;SG	N;INAN;INS;MASC;SG
قطار	vlak	قطار	vlak	N;SG	N;INAN;NOM;MASC;SG
مهاجران	prisťahovalcom	مهاجر	prisťahovalec	N;PL	N;ANIM;DAT;MASC;PL
مهاجران	prisťahovalcov	مهاجر	prisťahovalec	N;PL	N;ANIM;ACC;MASC;PL
مهاجران	prisťahovalci	مهاجر	prisťahovalec	N;PL	N;ANIM;NOM;MASC;PL
مهاجران	imigrantov	مهاجر	imigrant	N;PL	N;ANIM;GEN;MASC;PL
مهاجران	migranti	مهاجر	migrant	N;PL	N;ANIM;NOM;MASC;PL
مهاجران	migrantov	مهاجر	migrant	N;PL	N;ANIM;GEN;MASC;PL
مهاجران	emigrantov	مهاجر	emigrant	N;PL	N;ANIM;GEN;MASC;PL
متحرک	mobile	متحرک	mobiť	N;SG	N;NOM;FEM;SG
متحرک	mobil	متحرک	mobiť	N;SG	N;INAN;NOM;MASC;SG
متحرک	mobil	متحرک	mobiť	N;SG	N;INAN;NOM;MASC;SG
کوهستان	hora	کوهستان	hora	N;SG	N;NOM;FEM;SG
ادیان	náboženstvá	None	náboženstvo	N;PL	N;NOM;NEUT;PL
ادیان	náboženstiev	None	náboženstvo	N;PL	N;GEN;NEUT;PL
حشرات	chyby	حشره	chyba	N;PL	N;NOM;FEM;PL
حشرات	chýb	حشره	chýb	N;PL	N;GEN;FEM;PL
حشرات	chrobákov	حشره	chrobák	N;PL	N;ANIM;GEN;MASC;PL
حشرات	chrobáky	حشره	chrobák	N;PL	N;INAN;NOM;MASC;PL
دیسک	disk	دیسک	disk	N;SG	N;INAN;NOM;MASC;SG
دیسک	disku	دیسک	disko	N;SG	N;NOM;NEUT;SG
دیسک	kotúč	دیسک	kotúč	N;SG	N;INAN;NOM;MASC;SG
دیسک	kotúča	دیسک	kotúč	N;SG	N;INAN;GEN;MASC;SG
دیسک	disk	دیسک	disk	N;SG	N;INAN;NOM;MASC;SG
دیسک	disku	دیسک	disko	N;SG	N;NOM;NEUT;SG
دوستی	priateľstvo	دوستی	priateľstvo	N;SG	N;NOM;NEUT;SG
دوستی	kamarát	دوستی	kamarát	N;SG	N;ANIM;NOM;MASC;SG
دوستی	kamarátka	دوستی	kamarátka	N;SG	N;NOM;FEM;SG
دوستی	priateľ	دوستی	priateľ	N;SG	N;ANIM;NOM;MASC;SG
نهضت	presun	نهضت	presun	N;SG	N;INAN;NOM;MASC;SG
نهضت	premiestňovanie	نهضت	premiestňovanie	N;SG	N;NOM;NEUT;SG
نهضت	pohyb	نهضت	pohyb	N;SG	N;INAN;NOM;MASC;SG
نهضت	hnutie	نهضت	hnutie	N;SG	N;NOM;NEUT;SG
کهنه	starý	کهنه	starý	ADJ	ADJ;ANIM;NOM;MASC;SG
کهنه	staré	کهنه	starý	ADJ	ADJ;NOM;NEUT;SG
کهنه	stará	کهنه	starý	ADJ	ADJ;NOM;FEM;SG
اجباری	sila	اجباری	sila	N;SG	N;NOM;FEM;SG
ضریب	koeficient	ضریب	koeficient	N;SG	N;INAN;NOM;MASC;SG
نان	kari	نان	kari	N;SG	N;NOM;FEM;SG
نان	nan	نان	nan	N;SG	N;INAN;NOM;MASC;SG
نان	chleba	نان	chlieb	N;SG	N;INAN;GEN;MASC;SG
نان	chlebík	نان	chlebík	N;SG	N;INAN;NOM;MASC;SG
نان	chlieb	نان	chlieb	N;SG	N;INAN;NOM;MASC;SG
خورده	zjedla	خورد#خور	zjesť	V;SG;3;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
خورده	jedol	خورد#خور	jesť	V;SG;3;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
خورده	zjedol	خورد#خور	zjesť	V;SG;3;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
خورده	zožral	خورد#خور	zožrať	V;SG;3;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
خورده	jedol	خورد#خور	jesť	V;SG;3;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
امریکا	amerika	امریکا	amerika	N;SG	N;NOM;FEM;SG
امریکا	amerike	امریکا	amerika	N;SG	N;DAT;FEM;SG
امریکا	ameriku	امریکا	amerika	N;SG	N;ACC;FEM;SG
یوروویژن	eurovision	یوروویژن	eurovision	N;SG	N;NOM;NEUT;SG
گرافیک	grafiku	گرافیک	grafik	N;SG	N;ACC;FEM;SG
گرافیک	grafika	گرافیک	grafika	N;SG	N;NOM;FEM;SG
معمار	architekt	معمار	architekt	N;SG	N;ANIM;NOM;MASC;SG
نیل	níle	نیل	nílo	N;SG	N;NOM;FEM;SG
گازی	moped	گاز	moped	N;SG	N;INAN;NOM;MASC;SG
مرکب	zlúčenina	None	zlúčenina	N;SG	N;NOM;FEM;SG
مرکب	atrament	None	atrament	N;SG	N;INAN;NOM;MASC;SG
ماندن	zostaň	ماندن	zostať	N;SG	N;ANIM;VOC;MASC;SG
نفس	dych	نفس	dych	N;SG	N;INAN;NOM;MASC;SG
نفس	dychom	نفس	dych	N;SG	N;INAN;INS;MASC;SG
نفس	nádych	نفس	nádych	N;SG	N;INAN;NOM;MASC;SG
نفس	samo	نفس	sám	N;SG	N;NOM;NEUT;SG
نفس	ega	نفس	ega	N;SG	N;GEN;NEUT;SG
نفس	duša	نفس	duša	N;SG	N;NOM;FEM;SG
نفس	dušu	نفس	duša	N;SG	N;ACC;FEM;SG
براون	braun	براون	braun	N;SG	N;ANIM;NOM;MASC;SG
واسطه	sprostredkovateľ	واسطه	sprostredkovateľ	N;SG	N;ANIM;NOM;MASC;SG
واسطه	prostredník	واسطه	prostredník	N;SG	N;ANIM;NOM;MASC;SG
واسطه	sprostredkovateľa	واسطه	sprostredkovateľ	N;SG	N;ANIM;ACC;MASC;SG
واسطه	sprostredkovateľ	واسطه	sprostredkovateľ	N;SG	N;ANIM;NOM;MASC;SG
فشرده	zips	فشرده	zips	N;SG	N;INAN;NOM;MASC;SG
فشرده	zip	فشرده	zip	N;SG	N;INAN;NOM;MASC;SG
مری	mária	None	máriť	N;SG	N;NOM;FEM;SG
شطرنج	šach	None	šach	N;SG	N;INAN;NOM;MASC;SG
شطرنج	šachu	None	šach	N;SG	N;INAN;GEN;MASC;SG
لیورپول	liverpool	لیورپول	liverpnúť	N;SG	N;INAN;NOM;MASC;SG
وسیع	širokú	وسیع	široký	N;SG	N;ACC;FEM;SG
تار	web	تار	web	N;SG	N;INAN;NOM;MASC;SG
تار	webe	تار	wiaba	N;SG	N;INAN;NOM;MASC;SG
تار	warp	تار	warp	N;SG	N;INAN;NOM;MASC;SG
تار	decht	تار	decht	N;SG	N;INAN;NOM;MASC;SG
تار	dechtu	تار	decht	N;SG	N;GEN;NEUT;SG
سودان	sudán	None	sudán	N;SG	N;INAN;NOM;MASC;SG
سودان	sudánu	None	sudán	N;SG	N;INAN;GEN;MASC;SG
اسلواکی	slovenčina	اسلواکی	slovenčina	N;SG	N;NOM;FEM;SG
اسلواکی	slovenka	اسلواکی	slovenko	N;SG	N;NOM;FEM;SG
اسلواکی	slovensko	اسلواکی	slovensko	N;SG	N;NOM;NEUT;SG
اسلواکی	slovakia	اسلواکی	slovakie	N;SG	N;NOM;NEUT;SG
حرم	útočisko	حرم	útočisko	N;SG	N;NOM;NEUT;SG
راهنما	manuál	None	manuál	N;SG	N;INAN;NOM;MASC;SG
راهنما	príručka	None	príručka	N;SG	N;NOM;FEM;SG
راهنما	príručke	None	príručka	N;SG	N;DAT;FEM;SG
راهنما	sprievodcu	None	sprievodca	N;SG	N;INAN;GEN;MASC;SG
راهنما	príručka	None	príručka	N;SG	N;NOM;FEM;SG
راهنما	sprievodca	None	sprievodca	N;SG	N;INAN;NOM;MASC;SG
راهنما	návod	None	návod	N;SG	N;INAN;NOM;MASC;SG
رمز	šifra	رمز	šifer	N;SG	N;NOM;FEM;SG
جونز	jonesa	جونز	jones	N;SG	N;ANIM;ACC;MASC;SG
جونز	jonesová	جونز	jonesová	N;SG	N;NOM;FEM;SG
استانداردهای	štandardov	استاندارد	štandard	N;PL	N;INAN;GEN;MASC;PL
استانداردهای	normy	استاندارد	norma	N;PL	N;NOM;FEM;PL
استانداردهای	štandardy	استاندارد	štandard	N;PL	N;INAN;NOM;MASC;PL
سران	šéfov	سر	šéf	N;PL	N;ANIM;ACC;MASC;PL
اپرا	opera	None	oper	N;SG	N;NOM;FEM;SG
اپرا	operu	None	opera	N;SG	N;ACC;FEM;SG
نمادهای	symboly	نماد	symbol	N;PL	N;INAN;NOM;MASC;PL
نمادهای	symbolov	نماد	symbol	N;PL	N;INAN;GEN;MASC;PL
بادی	kamarát	بادی	kamarát	N;SG	N;ANIM;NOM;MASC;SG
بادی	vietor	بادی	vietor	N;SG	N;INAN;NOM;MASC;SG
بادی	vetra	بادی	vetra	N;SG	N;INAN;NOM;MASC;SG
فرانسیس	františek	فرانسیس	františek	N;SG	N;ANIM;NOM;MASC;SG
خطاب	chattáb	خطاب	chattáb	N;SG	N;NOM;MASC;SG
سهم	príspevok	سهم	príspevok	N;SG	N;INAN;NOM;MASC;SG
سهم	prínos	سهم	prínos	N;SG	N;INAN;NOM;MASC;SG
دلیلی	rozum	دلیل	rozum	N;SG	N;INAN;NOM;MASC;SG
دلیلی	príčina	دلیل	príčina	N;SG	N;NOM;FEM;SG
دلیلی	dôvod	دلیل	dôvod	N;SG	N;INAN;NOM;MASC;SG
دلیلی	dovod	دلیل	dovod	N;SG	N;INAN;NOM;MASC;SG
ماجرای	dobrodružstvo	ماجرا	dobrodružstvo	N;SG	N;NOM;NEUT;SG
کارگر	robotníka	کارگر	robotník	N;SG	N;ANIM;ACC;MASC;SG
کارگر	robotník	کارگر	robotník	N;SG	N;ANIM;NOM;MASC;SG
کارگر	pracovníka	کارگر	pracovník	N;SG	N;ANIM;ACC;MASC;SG
کارگر	pracovníčka	کارگر	pracovníčko	N;SG	N;NOM;FEM;SG
کارگر	pracovník	کارگر	pracovník	N;SG	N;ANIM;NOM;MASC;SG
کارگر	robotník	کارگر	robotník	N;SG	N;ANIM;NOM;MASC;SG
دایره	kruh	دایره	kruh	N;SG	N;INAN;NOM;MASC;SG
دایره	krúžok	دایره	krúžok	N;SG	N;INAN;NOM;MASC;SG
دایره	kruhu	دایره	kruh	N;SG	N;INAN;GEN;MASC;SG
مغزی	mozog	مغزی	mozog	N;SG	N;INAN;NOM;MASC;SG
مغزی	mozgu	مغزی	mozog	N;SG	N;INAN;GEN;MASC;SG
پروفسور	profesor	پروفسور	profesor	N;SG	N;ANIM;NOM;MASC;SG
پروفسور	profesorka	پروفسور	profesorka	N;SG	N;NOM;FEM;SG
پروفسور	profesora	پروفسور	profesor	N;SG	N;ANIM;ACC;MASC;SG
مانی	mani	None	mani	N;SG	N;ANIM;NOM;MASC;SG
سرپرستی	priazeň	سرپرستی	priazeň	N;SG	N;NOM;FEM;SG
سرپرستی	dohľad	سرپرستی	dohľad	N;SG	N;INAN;NOM;MASC;SG
سرپرستی	dozor	سرپرستی	dozor	N;SG	N;INAN;NOM;MASC;SG
سرچشمه	fontána	سرچشمه	fontán	N;SG	N;NOM;FEM;SG
سرچشمه	fontáne	سرچشمه	fontána	N;SG	N;DAT;FEM;SG
عقاید	stanoviská	عقیده	stanovisko	N;PL	N;NOM;NEUT;PL
عقاید	stanovísk	عقیده	stanovísky	N;PL	N;GEN;FEM;PL
عقاید	názory	عقیده	názor	N;PL	N;INAN;NOM;MASC;PL
عقاید	viery	عقیده	viera	N;PL	N;NOM;FEM;PL
عقاید	presvedčenia	عقیده	presvedčenie	N;PL	N;NOM;NEUT;PL
انفجار	výbuchu	انفجار	výbuch	N;SG	N;INAN;GEN;MASC;SG
انفجار	výbuch	انفجار	výbuch	N;SG	N;INAN;NOM;MASC;SG
انفجار	výbuchu	انفجار	výbuch	N;SG	N;INAN;GEN;MASC;SG
انفجار	explóziu	انفجار	explózia	N;SG	N;ACC;FEM;SG
انفجار	explózia	انفجار	explózia	N;SG	N;NOM;FEM;SG
انفجار	výbuch	انفجار	výbuch	N;SG	N;INAN;NOM;MASC;SG
انفجار	detonáciu	انفجار	detonácia	N;SG	N;ACC;FEM;SG
خزندگان	plazy	خزنده	plaz	N;PL	N;INAN;NOM;MASC;PL
خزندگان	plazy	خزنده	plaz	N;PL	N;INAN;NOM;MASC;PL
تحمل	tolerancia	تحمل	tolerancia	N;SG	N;NOM;FEM;SG
تحمل	toleranciu	تحمل	tolerancia	N;SG	N;ACC;FEM;SG
بنیانگذار	zakladateľ	بنیانگذار	zakladateľ	N;SG	N;ANIM;NOM;MASC;SG
مقبره	hrobke	مقبره	hrobka	N;SG	N;DAT;FEM;SG
مقبره	hrobka	مقبره	hrobka	N;SG	N;NOM;FEM;SG
مقبره	hrob	مقبره	hrob	N;SG	N;INAN;NOM;MASC;SG
مقبره	hrobku	مقبره	hrobok	N;SG	N;ACC;FEM;SG
متخصص	odborník	متخصص	odborník	N;SG	N;ANIM;NOM;MASC;SG
متخصص	špecialista	متخصص	špecialista	N;SG	N;ANIM;NOM;MASC;SG
متخصص	odborník	متخصص	odborník	N;SG	N;ANIM;NOM;MASC;SG
متخصص	znalec	متخصص	znalec	N;SG	N;ANIM;NOM;MASC;SG
متخصص	expert	متخصص	expert	N;SG	N;ANIM;NOM;MASC;SG
عاشق	laska	عاشق	laska	N;SG	N;NOM;FEM;SG
عاشق	láska	عاشق	láska	N;SG	N;NOM;FEM;SG
لحظه	okamih	لحظه	okamih	N;SG	N;INAN;NOM;MASC;SG
لحظه	moment	لحظه	moment	N;SG	N;INAN;NOM;MASC;SG
لحظه	chvíľka	لحظه	chvíľka	N;SG	N;NOM;FEM;SG
لحظه	chvíľa	لحظه	chvíľa	N;SG	N;NOM;FEM;SG
شباهت	podobnosť	شباهت	podobnosť	N;SG	N;NOM;FEM;SG
شباهت	podobnosť	شباهت	podobnosť	N;SG	N;NOM;FEM;SG
شباهت	podoba	شباهت	podoba	N;SG	N;NOM;FEM;SG
شباهت	podobnosť	شباهت	podobnosť	N;SG	N;NOM;FEM;SG
داوران	sudcov	داور	sudca	N;PL	N;ANIM;ACC;MASC;PL
داوران	sudcovia	داور	sudca	N;PL	N;ANIM;NOM;MASC;PL
تسلیم	odovzdanie	تسلیم	odovzdanie	N;SG	N;NOM;NEUT;SG
تسلیم	predloženie	تسلیم	predloženie	N;SG	N;NOM;NEUT;SG
تسلیم	predkladanie	تسلیم	predkladanie	N;SG	N;NOM;NEUT;SG
تسلیم	podanie	تسلیم	podanie	N;SG	N;NOM;NEUT;SG
آستانه	prah	آستانه	prah	N;SG	N;INAN;NOM;MASC;SG
آستانه	hranica	آستانه	hranica	N;SG	N;NOM;FEM;SG
اثرات	efekty	اثر	efekt	N;PL	N;INAN;NOM;MASC;PL
اثرات	účinky	اثر	účinka	N;PL	N;INAN;NOM;MASC;PL
اثرات	vplyvy	اثر	vplyv	N;PL	N;INAN;NOM;MASC;PL
تعادل	zostatok	تعادل	zostatok	N;SG	N;INAN;NOM;MASC;SG
تعادل	rovnováha	تعادل	rovnováhať	N;SG	N;NOM;FEM;SG
تعادل	vyváženie	تعادل	vyváženie	N;SG	N;NOM;NEUT;SG
تعادل	saldo	تعادل	saldo	N;SG	N;INAN;NOM;MASC;SG
تعادل	rovnováhu	تعادل	rovnováha	N;SG	N;ACC;FEM;SG
تعادل	vyváženosť	تعادل	vyváženosť	N;SG	N;NOM;FEM;SG
تعادل	rovnováha	تعادل	rovnováhať	N;SG	N;NOM;FEM;SG
کاغذ	papiera	کاغذ	papier	N;SG	N;INAN;GEN;MASC;SG
کاغذ	papier	کاغذ	papier	N;SG	N;INAN;NOM;MASC;SG
زوج	párik	زوج	párik	N;SG	N;INAN;NOM;MASC;SG
زوج	dvojica	زوج	dvojica	N;SG	N;NOM;FEM;SG
زوج	párik	زوج	párik	N;SG	N;INAN;NOM;MASC;SG
زوج	dvojica	زوج	dvojica	N;SG	N;NOM;FEM;SG
فضانوردان	astronauti	فضانورد	astronaut	N;PL	N;ANIM;NOM;MASC;PL
گرگ	vlk	گرگ	vlk	N;SG	N;ANIM;NOM;MASC;SG
تعقیب	prenasledovanie	تعقیب	prenasledovanie	N;SG	N;NOM;NEUT;SG
یهودیت	judaizmus	یهودیت	judaizmus	N;SG	N;INAN;NOM;MASC;SG
آماری	štatistika	آماری	štatistika	N;SG	N;NOM;FEM;SG
هوش	inteligencia	هوش	inteligencia	N;SG	N;NOM;FEM;SG
هوش	spravodajstvo	هوش	spravodajstvo	N;SG	N;NOM;NEUT;SG
هوش	inteligenciu	هوش	inteligencia	N;SG	N;ACC;FEM;SG
لینوکس	linux	لینوکس	linux	N;SG	N;NOM;FEM;SG
سنگاپور	singapur	سنگاپور	singapur	N;SG	N;INAN;NOM;MASC;SG
سنگاپور	singapure	سنگاپور	singapur	N;SG	N;INAN;NOM;MASC;SG
مالیات	dane	مالیه	daň	N;PL	N;NOM;FEM;PL
مالیات	dane	مالیه	daň	N;PL	N;NOM;FEM;PL
مالیات	dane	مالیه	daň	N;PL	N;NOM;FEM;PL
مالیات	daní	مالیه	daň	N;PL	N;GEN;FEM;PL
کشتن	zabitie	کشتن	zabitie	N;SG	N;NOM;NEUT;SG
کشتن	zabíjanie	کشتن	zabíjanie	N;SG	N;NOM;NEUT;SG
عبری	hebrejčine	عبری	hebrejčine	N;SG	N;DAT;FEM;SG
آغازین	počiatočné	None	počiatočný	ADJ	ADJ;NOM;NEUT;SG
آغازین	počiatočný	None	počiatočný	ADJ	ADJ;INAN;NOM;MASC;SG
آغازین	počiatočná	None	počiatočný	ADJ	ADJ;NOM;FEM;SG
سواحل	brehy	ساحل	breh	N;PL	N;INAN;NOM;MASC;PL
سواحل	pláže	ساحل	pláž	N;PL	N;NOM;FEM;PL
یادگیری	učenie	یادگیری	učenie	N;SG	N;NOM;NEUT;SG
مجازات	trest	مجازات	trest	N;SG	N;INAN;NOM;MASC;SG
مجازات	pokuta	مجازات	pokut	N;SG	N;NOM;FEM;SG
مجازات	sankcia	مجازات	sankcia	N;SG	N;NOM;FEM;SG
مجازات	treste	مجازات	trest	N;SG	N;INAN;NOM;MASC;SG
مجازات	trest	مجازات	trest	N;SG	N;INAN;NOM;MASC;SG
مجازات	potrestanie	مجازات	potrestanie	N;SG	N;NOM;NEUT;SG
مجازات	trestom	مجازات	trest	N;SG	N;INAN;INS;MASC;SG
سازمانی	podnik	None	podnik	N;SG	N;INAN;NOM;MASC;SG
سازمانی	podnikanie	None	podnikanie	N;SG	N;NOM;NEUT;SG
سازمانی	enterprise	None	enterprisa	N;SG	N;NOM;FEM;SG
دوک	vojvoda	دوک	vojvoda	N;SG	N;ANIM;NOM;MASC;SG
رز	ruža	رز	ruža	N;SG	N;NOM;FEM;SG
رز	rosa	رز	rosa	N;SG	N;NOM;FEM;SG
سکه	minca	سکه	minca	N;SG	N;NOM;FEM;SG
سکه	mincu	سکه	minca	N;SG	N;ACC;FEM;SG
نمودار	diagram	نمودار	diagram	N;SG	N;INAN;NOM;MASC;SG
نمودار	schéma	نمودار	schéma	N;SG	N;NOM;FEM;SG
نمودار	graf	نمودار	graf	N;SG	N;INAN;NOM;MASC;SG
هالیوود	hollywoode	هالیوود	hollywoode	N;SG	N;INAN;NOM;MASC;SG
هالیوود	hollywoodu	هالیوود	hollywooda	N;SG	N;INAN;GEN;MASC;SG
بمب	bomba	بمب	bomba	N;SG	N;NOM;FEM;SG
محلول	riesenie	None	riesenie	N;SG	N;NOM;NEUT;SG
محلول	riešenie	None	riešenie	N;SG	N;NOM;NEUT;SG
محلول	roztok	None	roztok	N;SG	N;INAN;NOM;MASC;SG
بچه	bábätko	بچه	bábätko	N;SG	N;NOM;NEUT;SG
بچه	dieťa	بچه	dieťa	N;SG	N;NOM;NEUT;SG
بچه	dieťa	بچه	dieťa	N;SG	N;NOM;NEUT;SG
کمبریج	cambridge	کمبریج	cambridga	N;SG	N;INAN;NOM;MASC;SG
دختری	dievča	None	dievča	N;SG	N;NOM;NEUT;SG
دختری	dievčatko	None	dievčatko	N;SG	N;NOM;NEUT;SG
نمک	soľ	نمک	soľ	N;SG	N;NOM;FEM;SG
عمران	imran	عمران	imran	N;SG	N;ANIM;NOM;MASC;SG
استون	kameň	استون	kameň	N;SG	N;INAN;NOM;MASC;SG
استون	kameňa	استون	kameňa	N;SG	N;INAN;GEN;MASC;SG
استون	acetón	استون	acetón	N;SG	N;INAN;NOM;MASC;SG
معماران	architektov	معمار	architekt	N;PL	N;ANIM;ACC;MASC;PL
موجودات	stvorenia	None	stvorenie	N;PL	N;NOM;NEUT;PL
موجودات	bytosti	None	bytosť	N;PL	N;NOM;FEM;PL
موجودات	tvory	None	tvor	N;PL	N;INAN;NOM;MASC;PL
موش	potkan	موش	potkan	N;SG	N;ANIM;NOM;MASC;SG
موش	myš	موش	myš	N;SG	N;NOM;FEM;SG
موش	myška	موش	myška	N;SG	N;NOM;FEM;SG
موش	myši	موش	myš	N;SG	N;VOC;FEM;SG
آگاه	oboznámený	آگاه	oboznámený	ADJ	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
آگاه	informovaní	آگاه	informovaný	ADJ	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
آگاه	informované	آگاه	informovaný	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
آگاه	informovaný	آگاه	informovaný	ADJ	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
آگاه	vedomý	آگاه	vedomý	ADJ	ADJ;ANIM;NOM;MASC;SG
آگاه	vedomá	آگاه	vedomý	ADJ	ADJ;NOM;FEM;SG
تفکیک	disociácia	تفکیک	disociácia	N;SG	N;NOM;FEM;SG
تفکیک	oddeľovanie	تفکیک	oddeľovanie	N;SG	N;NOM;NEUT;SG
تفکیک	oddelenie	تفکیک	oddelenie	N;SG	N;NOM;NEUT;SG
جامد	tuhá	جامد	tuhý	N;SG	N;NOM;FEM;SG
اخراج	deportáciu	اخراج	deportácia	N;SG	N;ACC;FEM;SG
اخراج	vyhostenie	اخراج	vyhostenie	N;SG	N;NOM;NEUT;SG
اخراج	padáka	اخراج	padák	N;SG	N;ANIM;ACC;MASC;SG
دژ	pevnosť	دژ	pevnosť	N;SG	N;NOM;FEM;SG
دژ	pevnosť	دژ	pevnosť	N;SG	N;NOM;FEM;SG
جمعیتی	populácia	جمعیتی	populácia	N;SG	N;NOM;FEM;SG
جمعیتی	obyvateľstvo	جمعیتی	obyvateľstvo	N;SG	N;NOM;NEUT;SG
جمعیتی	populáciu	جمعیتی	populácia	N;SG	N;ACC;FEM;SG
دموکراسی	demokraciu	None	demokracia	N;SG	N;ACC;FEM;SG
دموکراسی	demokracia	None	demokracia	N;SG	N;NOM;FEM;SG
شکسته	pokazená	شکسته	pokazený	ADJ;SG;3;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
شکسته	zlomený	شکسته	zlomený	ADJ;SG;3;V.PTCP	ADJ;ANIM;NOM;MASC;SG
شکسته	zlomená	شکسته	zlomenať	ADJ;SG;3;V.PTCP	ADJ;NOM;FEM;SG
لوکزامبورگ	luxembursko	لوکزامبورگ	luxembursko	N;SG	N;NOM;NEUT;SG
ماداگاسکار	madagaskaru	ماداگاسکار	madagaskar	N;SG	N;INAN;GEN;MASC;SG
بارگذاری	zaťaženie	بارگذاری	zaťaženie	N;SG	N;NOM;NEUT;SG
بارگذاری	nakladanie	بارگذاری	nakladanie	N;SG	N;NOM;NEUT;SG
بارگذاری	zaťaženie	بارگذاری	zaťaženie	N;SG	N;NOM;NEUT;SG
بارگذاری	nahrávanie	بارگذاری	nahrávanie	N;SG	N;NOM;NEUT;SG
بارگذاری	nahrávanie	بارگذاری	nahrávanie	N;SG	N;NOM;NEUT;SG
جانی	johnnyho	جانی	johnny	N;SG	N;ANIM;GEN;MASC;SG
هیل	hale	هیل	hala	N;SG	N;DAT;FEM;SG
هیل	kopci	هیل	kopec	N;SG	N;INAN;ESS;MASC;SG
هیل	kopca	هیل	kopec	N;SG	N;INAN;GEN;MASC;SG
هیل	kopec	هیل	kopec	N;SG	N;INAN;NOM;MASC;SG
مار	hada	مار	hada	N;SG	N;ANIM;ACC;MASC;SG
مار	had	مار	had	N;SG	N;ANIM;NOM;MASC;SG
شواهد	dôkazy	شاهد	dôkaz	N;PL	N;INAN;NOM;MASC;PL
دهان	huba	دهان	huba	N;SG	N;NOM;FEM;SG
مهاجمان	votrelci	None	votrelec	N;PL	N;ANIM;NOM;MASC;PL
مهاجمان	zabijakov	None	zabijak	N;PL	N;ANIM;GEN;MASC;PL
مهاجمان	vrahovia	None	vrah	N;PL	N;ANIM;NOM;MASC;PL
مهاجمان	zabijaci	None	zabijaci	N;PL	N;ANIM;NOM;MASC;PL
وست	západ	None	západ	N;SG	N;INAN;NOM;MASC;SG
شک	pochybnosť	شک	pochybnosť	N;SG	N;NOM;FEM;SG
شیطان	diabla	شیطان	diabol	N;SG	N;ANIM;NOM;MASC;SG
شیطان	čert	شیطان	čert	N;SG	N;ANIM;NOM;MASC;SG
شیطان	diabol	شیطان	diabnuť	N;SG	N;ANIM;NOM;MASC;SG
جفت	párik	None	párik	N;SG	N;INAN;NOM;MASC;SG
جفت	dvojica	None	dvojica	N;SG	N;NOM;FEM;SG
جفت	placenta	None	placent	N;SG	N;NOM;FEM;SG
ابر	oblak	ابر	oblak	N;SG	N;INAN;NOM;MASC;SG
ابر	mrak	ابر	mrak	N;SG	N;INAN;NOM;MASC;SG
ابر	cloud	ابر	cloud	N;SG	N;NOM;MASC;SG
عمیق	hlboké	عمیق	hlboký	ADJ	ADJ;NOM;NEUT;SG
ویلیامز	williams	ویلیامز	williams	N;SG	N;ANIM;NOM;MASC;SG
دستگیری	zatknutie	دستگیری	zatknutie	N;SG	N;NOM;NEUT;SG
دستگیری	zadržanie	دستگیری	zadržanie	N;SG	N;NOM;NEUT;SG
دستگیری	zachytenie	دستگیری	zachytenie	N;SG	N;NOM;NEUT;SG
دستگیری	zachytávanie	دستگیری	zachytávanie	N;SG	N;NOM;NEUT;SG
دستگیری	zatýkanie	دستگیری	zatýkanie	N;SG	N;NOM;NEUT;SG
تست	test	None	test	N;SG	N;INAN;NOM;MASC;SG
تست	skúška	None	skúška	N;SG	N;NOM;FEM;SG
تست	skúške	None	skúška	N;SG	N;DAT;FEM;SG
تست	testovanie	None	testovanie	N;SG	N;NOM;NEUT;SG
تست	skúška	None	skúška	N;SG	N;NOM;FEM;SG
تست	skúšanie	None	skúšanie	N;SG	N;NOM;NEUT;SG
اساتید	majstri	استاد	majster	N;PL	N;ANIM;NOM;MASC;PL
اساتید	kapitánov	استاد	kapitán	N;PL	N;ANIM;ACC;MASC;PL
اساتید	majstrov	استاد	majster	N;PL	N;INAN;NOM;MASC;PL
اساتید	učitelia	استاد	učiteľ	N;PL	N;ANIM;NOM;MASC;PL
اساتید	učiteľov	استاد	učiteľ	N;PL	N;ANIM;ACC;MASC;PL
تنوع	rôznorodosť	تنوع	rôznorodosť	N;SG	N;NOM;FEM;SG
تنوع	rozmanitosť	تنوع	rozmanitosť	N;SG	N;NOM;FEM;SG
تنوع	rozmanitosti	تنوع	rozmanitosť	N;SG	N;GEN;FEM;SG
تنوع	odchýlka	تنوع	odchýlka	N;SG	N;NOM;FEM;SG
تنوع	odrodu	تنوع	odrod	N;SG	N;ACC;FEM;SG
تنوع	rôznorodosť	تنوع	rôznorodosť	N;SG	N;NOM;FEM;SG
