цинка	جست	цинк	جست	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
приверженность	عہد	приверженность	عہد	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
хорош	مناسب	хороший	مناسب	ADJ;MASC;SG	ADJ
хорош	اچھا	хороший	اچھا	ADJ;MASC;SG	ADJ;NOM;MASC;SG
хорош	مفید	хороший	مفید	ADJ;MASC;SG	ADJ
хорош	موافق	хороший	موافق	ADJ;MASC;SG	ADJ
хорош	معقول	хороший	معقول	ADJ;MASC;SG	ADJ
хорош	دلچسپ	хороший	دلچسپ	ADJ;MASC;SG	ADJ
хорош	پُرکشش	хороший	پُرکشش	ADJ;MASC;SG	ADJ
идентификация	شناخت	идентификация	شناخت	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
идентификация	پہچان	идентификация	پہچان	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
чума	وبال	чума	وبال	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
феодальной	قدیم	феодальный	قدیم	ADJ;INS;FEM;SG	ADJ
феодальной	دقیانوسی	феодальный	دقیانوسی	ADJ;INS;FEM;SG	ADJ
неспособность	معذوری	неспособность	معذوری	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
сатира	طنزیہ	сатира	طنزیہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
сатира	طنزیہ	сатира	طنزیہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
исламская	اسلامی	исламский	اسلامی	ADJ;NOM;FEM;SG	ADJ
иди	گزرنا	идти	گزر	V;IPFV;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
иди	چالو	идти	چالو	V;IPFV;IMP;SG;2;FIN;ACT	V;ACT
сырой	اصلی	сырой	اصلی	ADJ;NOM;MASC;SG	ADJ
сырой	اصلی	сырой	اصلی	ADJ;NOM;MASC;SG	ADJ
универсальные	جامع	универсальный	جامع	ADJ;NOM;PL	ADJ
универсальные	جامع	универсальный	جامع	ADJ;NOM;PL	ADJ
универсальные	آفاقی	универсальный	آفاقی	ADJ;NOM;PL	ADJ
глубокую	اونچا	глубокий	اونچا	ADJ;ACC;FEM;SG	ADJ;MASC;SG
глубокую	شدید	глубокий	شدید	ADJ;ACC;FEM;SG	ADJ
глубокую	اونچا	глубокий	اونچا	ADJ;ACC;FEM;SG	ADJ;MASC;SG
глубокую	شدید	глубокий	شدید	ADJ;ACC;FEM;SG	ADJ
соседка	ملحق	соседка	ملحق	N;ANIM;NOM;FEM;SG	N;NOM;MASC;SG;3
соседка	ملحق	соседка	ملحق	N;ANIM;NOM;FEM;SG	N;NOM;MASC;SG;3
майдан	میدان	майдан	میدان	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
неправильный	غلط	неправильный	غلط	ADJ;NOM;MASC;SG	ADJ
неправильный	نامناسب	неправильный	نامناسب	ADJ;NOM;MASC;SG	ADJ
неправильный	خراب	неправильный	خراب	ADJ;NOM;MASC;SG	ADJ
неправильный	غلط	неправильный	غلط	ADJ;NOM;MASC;SG	ADJ
неправильный	نامناسب	неправильный	نامناسب	ADJ;NOM;MASC;SG	ADJ
неправильный	خراب	неправильный	خراب	ADJ;NOM;MASC;SG	ADJ
компиляция	جدول	компиляция	جدول	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
компиляция	مجموعہ	компиляция	مجموعہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
компиляция	دفتر	компиляция	دفتر	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
компиляция	کتاب	компиляция	کتاب	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
компиляция	مجموعہ	компиляция	مجموعہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
компиляция	دفتر	компиляция	دفتر	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
компиляция	ترتیب	компиляция	ترتیب	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
компиляция	کتاب	компиляция	کتاب	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
компиляция	تالیف	компиляция	تالیف	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
крайние	جابرانہ	крайний	جابرانہ	ADJ;NOM;PL	ADJ
крайние	آخری	крайний	آخری	ADJ;NOM;PL	ADJ
крайние	سخت	крайний	سخت	ADJ;NOM;PL	ADJ
найдите	خزانے	найти	خزانہ	V;PFV;IMP;PL;2;FIN;ACT	V;FIN;ACT
пересмотр	اعادہ	пересмотр	اعادہ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
относительное	اضافی	относительный	اضافی	ADJ;NOM;NEUT;SG	ADJ
относительное	متعلقہ	относительный	متعلقہ	ADJ;NOM;NEUT;SG	ADJ
относительное	اضافی	относительный	اضافی	ADJ;NOM;NEUT;SG	ADJ
относительное	متعلقہ	относительный	متعلقہ	ADJ;NOM;NEUT;SG	ADJ
богат	متمول.	богатый	متمول.	ADJ;MASC;SG	ADJ
богат	دولتمند	богатый	دولتمند	ADJ;MASC;SG	ADJ
продовольствие	خوراک	продовольствие	خوراک	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
продовольствие	غذا	продовольствие	غذا	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
шествие	جلوس	шествие	جلوس	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
шествие	حرکت	шествие	حرکت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
препятствовать	روکنا.	препятствовать	روکنا.	V;IPFV;NFIN;ACT	V;PL;FIN;ACT
головка	فرد	головка	فرد	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
головка	اسم	головка	اسم	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
головка	سربراہ	головка	سربراہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
головка	فرد	головка	فرد	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
головка	اسم	головка	اسم	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
бандит	ڈاکو	бандит	ڈاکو	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
иду	پہنچ	идти	پہنچ	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;ACT
иду	پہنچ	идти	پہنچ	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;ACT
летучих	عارضی	летучий	عارضی	ADJ;GEN;PL	ADJ
выдержка	نقل	выдержка	نقل	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
выдержка	نقل	выдержка	نقل	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
кулак	لکھائی	кулак	لکھائی	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
кулак	مدد	кулак	مدد	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
сексуальная	جنسی	сексуальный	جنسی	ADJ;NOM;FEM;SG	ADJ
гала	جشن	гал	جشن	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
зуб	اثر	зуб	اثر	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
зуб	اثر	зуб	اثر	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
зуб	دانت	зуб	دانت	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
конструктивный	مفید	конструктивный	مفید	ADJ;NOM;MASC;SG	ADJ
конструктивный	مثبت	конструктивный	مثبت	ADJ;NOM;MASC;SG	ADJ
конструктивный	ماخوذ	конструктивный	ماخوذ	ADJ;NOM;MASC;SG	ADJ
конструктивный	معاون	конструктивный	معاون	ADJ;NOM;MASC;SG	ADJ
фиолетовый	ارغوانی	фиолетовый	ارغوانی	ADJ;NOM;MASC;SG	ADJ
дтп	اتفاق	дтп	اتفاق	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
дтп	حادثہ	дтп	حادثہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
обязательные	لازمی	обязательный	لازمی	ADJ;NOM;PL	ADJ
обязательные	ناگزیر	обязательный	ناگزیر	ADJ;NOM;PL	ADJ
обязательные	لازمی	обязательный	لازمی	ADJ;NOM;PL	ADJ
обязательные	ضروری	обязательный	ضروری	ADJ;NOM;PL	ADJ
бесплатные	خالی	бесплатный	خالی	ADJ;NOM;PL	ADJ
крокодил	مگرمچھ	крокодить	مگرمچھ	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
разумное	مناسب	разумный	مناسب	ADJ;NOM;NEUT;SG	ADJ
разумное	متوازن	разумный	متوازن	ADJ;NOM;NEUT;SG	ADJ
разумное	فہمیدہ.	разумный	فہمیدہ.	ADJ;NOM;NEUT;SG	ADJ
разумное	مناسب	разумный	مناسب	ADJ;NOM;NEUT;SG	ADJ
разумное	معقول	разумный	معقول	ADJ;NOM;NEUT;SG	ADJ
разумное	متوازن	разумный	متوازن	ADJ;NOM;NEUT;SG	ADJ
разумное	فہمیدہ.	разумный	فہمیدہ.	ADJ;NOM;NEUT;SG	ADJ
розовая	گلابی	розовый	گلابی	ADJ;NOM;FEM;SG	ADJ;NOM
дорого	مہنگا	дорогой	مہنگا	ADJ;NEUT;SG	ADJ
троица	بیٹا	троица	بیٹا	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
сжечь	بھڑکنا	сжечь	بھڑک	V;PFV;NFIN;ACT	V;NFIN;ACT
недоверие	اعتبار	недоверие	اعتبار	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
недоверие	شبہ	недоверие	شبہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
консоль	پردے	консоль	پردہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
преемственности	تسلسل	преемственность	تسلسل	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
уверена	یقینی	уверенный	یقینی	ADJ;FEM;SG	ADJ
грязь	کیچڑ	грязь	کیچڑ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
грязь	غلاظت	грязь	غلاظت	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
грязь	گندگی	грязь	گندگی	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
грязь	غلاظت	грязь	غلاظت	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
грязь	خاک	грязь	خاک	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
грязь	فضلہ	грязь	فضلہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
грязь	گندگی	грязь	گندگی	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
грязь	گرد	грязь	گرد	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
горячая	مشتاقانہ.	горячий	مشتاقانہ.	ADJ;NOM;FEM;SG	ADJ
горячая	برانگیختہ	горячий	برانگیختہ	ADJ;NOM;FEM;SG	ADJ
горячая	سرگرم	горячий	سرگرم	ADJ;NOM;FEM;SG	ADJ
еле	صرف	еле	صرف	PART	PART
перечислить	گننا	перечислить	گننا	V;PFV;NFIN;ACT	V;MASC;SG;ACT
тирана	ظالم	тиран	ظالم	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
роса	تازگی	роса	تازگی	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
роса	تازگی	роса	تازگی	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
вольт	وولٹ	вольта	وولٹ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
вольт	فرار	вольта	فرار	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
приветствие	تسلیم	приветствие	تسلیم	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
профилактика	تدارک	профилактика	تدارک	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
чувствую	سوچنا	чувствовать	سوچ	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;MASC;SG;NFIN;ACT
высочество	بلندی	высочество	بلندی	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
высочество	رفعت	высочество	رفعت	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
взаимосвязь	تعلق	взаимосвязь	تعلق	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
взаимосвязь	رشتہ	взаимосвязь	رشتہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
еда	خوراک	еда	خوراک	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
еда	غذا	еда	غذا	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
дэй	یوم	дэй	یوم	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
дэй	دن	дэй	دن	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
дэй	دور	дэй	دور	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
дэй	یوم	дэй	یوم	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
дэй	دن	дэй	دن	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
дэй	دور	дэй	دور	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
дэй	روز	дэй	روز	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
правосудие	انصاف	правосудие	انصاف	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
неудачная	ناکام	неудачный	ناکام	ADJ;NOM;FEM;SG	ADJ
худший	بدترین	худший	بدترین	ADJ;NOM;MASC;SG	ADJ
упростить	کھولنا	упростить	کھول	V;PFV;NFIN;ACT	V;NFIN
индивидуальное	خصوصی	индивидуальный	خصوصی	ADJ;NOM;NEUT;SG	ADJ
индивидуальное	خصوصی	индивидуальный	خصوصی	ADJ;NOM;NEUT;SG	ADJ
лиственных	عبوری	лиственный	عبوری	ADJ;GEN;PL	ADJ
лиственных	عارضی	лиственный	عارضی	ADJ;GEN;PL	ADJ
гаджет	تدبیر	гаджет	تدبیر	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
гаджет	ترکیب	гаджет	ترکیب	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
возражение	گرفت	возражение	گرفت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
возражение	اعتراض	возражение	اعتراض	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
хорн	گھگو	хорна	گھگو		
хорн	گھگو	хорна	گھگو		
величие	شان	величие	شان	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
величие	عظمت	величие	عظمت	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
успешная	کامیاب	успешный	کامیاب	ADJ;NOM;FEM;SG	ADJ
слушатель	سامع	слушатель	سامع	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
устойчивый	مستقل	устойчивый	مستقل	ADJ;NOM;MASC;SG	ADJ
устойчивый	درست	устойчивый	درست	ADJ;NOM;MASC;SG	ADJ
устойчивый	متوازن.	устойчивый	متوازن.	ADJ;NOM;MASC;SG	ADJ
устойчивый	یکساں	устойчивый	یکساں	ADJ;NOM;MASC;SG	ADJ
устойчивый	ہموار	устойчивый	ہموار	ADJ;NOM;MASC;SG	ADJ
устойчивый	راسخ	устойчивый	راسخ	ADJ;NOM;MASC;SG	ADJ
устойчивый	سنجیدہ	устойчивый	سنجیدہ	ADJ;NOM;MASC;SG	ADJ
устойчивый	محفوظ	устойчивый	محفوظ	ADJ;NOM;MASC;SG	ADJ
вспышка	جنگ	вспышка	جنگ	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
вспышка	وبا	вспышка	وبا	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
вспышка	شوخ	вспышка	شوخ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
витамин	وٹامن	витамин	وٹامن	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
витамин	وٹامن	витамин	وٹامن	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
гармония	آہنگ	гармония	آہنگ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
хороша	مناسب	хороший	مناسب	ADJ;FEM;SG	ADJ
хороша	اچھا	хороший	اچھا	ADJ;FEM;SG	ADJ;NOM;MASC;SG
хороша	مفید	хороший	مفید	ADJ;FEM;SG	ADJ
хороша	موافق	хороший	موافق	ADJ;FEM;SG	ADJ
хороша	معقول	хороший	معقول	ADJ;FEM;SG	ADJ
хороша	دلچسپ	хороший	دلچسپ	ADJ;FEM;SG	ADJ
хороша	پُرکشش	хороший	پُرکشش	ADJ;FEM;SG	ADJ
попа	چوتڑ.	попа	چوتڑ.	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
моральный	مقولہ	моральный	مقولہ	ADJ;NOM;MASC;SG	ADJ
сексуальное	جنسی	сексуальный	جنسی	ADJ;NOM;NEUT;SG	ADJ
удовлетворение	تسلی	удовлетворение	تسلی	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
удовлетворение	تسلی	удовлетворение	تسلی	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
удовлетворение	تسکین	удовлетворение	تسکین	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
удовлетворение	طمانیت	удовлетворение	طمانیت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
суждение	تبصرہ	суждение	تبصرہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
суждение	معقولیت	суждение	معقولیت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
суждение	اندازہ	суждение	اندازہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
суждение	تنقید.	суждение	تنقید.	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
суждение	رائے	суждение	رائے	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
суждение	تبصرہ	суждение	تبصرہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
суждение	معقولیت	суждение	معقولیت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
суждение	اندازہ	суждение	اندازہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
суждение	تنقید.	суждение	تنقید.	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
партнер	ساتھی	партнер	ساتھی	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
партнер	ساتھی	партнер	ساتھی	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
координация	تطبیق	координация	تطبیق	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
стационарных	کھڑی	стационарный	کھڑی	ADJ;GEN;PL	ADJ;FEM
стационарных	جامد	стационарный	جامد	ADJ;GEN;PL	ADJ
мотивация	ترغیب	мотивация	ترغیب	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
трафик	تعلق	трафик	تعلق	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
трафик	مقدار	трафик	مقدار	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
актуальным	مقامی	актуальный	مقامی	ADJ;INS;NEUT;SG	ADJ
приостановить	ٹھہرنا	приостановить	ٹھہر	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
приостановить	ٹھہرنا	приостановить	ٹھہر	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
произвол	زورازوری	произвол	زورازوری	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
кисть	طرہ	кисть	طرہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
канцелярия	مہربانی	канцелярия	مہربانی	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
канцелярия	عہدہ	канцелярия	عہدہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
канцелярия	مہربانی	канцелярия	مہربانی	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
канцелярия	دفتر	канцелярия	دفتر	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
канцелярия	عہدہ	канцелярия	عہدہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
доу	ہرنی	доу	ہرنی	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
спецификация	تخصیص	спецификация	تخصیص	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
приключение	خطرے	приключение	خطرہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
цепочка	سلسلہ	цепочка	سلسلہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
цепочка	ترتیب	цепочка	ترتیب	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
цепочка	چینل	цепочка	چینل	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
цепочка	قطار	цепочка	قطار	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
перехват	گاڑی	перехват	گاڑی	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
перехват	پیغام	перехват	پیغام	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
бензин	غاز	бензин	غاز	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
бензин	گیس	бензин	گیس	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
бензин	پٹرول	бензин	پٹرول	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
исламские	اسلامی	исламский	اسلامی	ADJ;NOM;PL	ADJ
горизонтальные	افقی	горизонтальный	افقی	ADJ;NOM;PL	ADJ
пустое	خالی	пустой	خالی	ADJ;NOM;NEUT;SG	ADJ
шевалье	بہادرآدمی	шевалье	بہادرآدمی	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
получше	پسندیدہ	хороший	پسندیدہ	ADJ;CMPR	ADJ
недовольных	ناخوش	недовольный	ناخوش	ADJ;GEN;PL	ADJ
визирь	وزیر	визирь	وزیر	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
гуд	قصابے	гуд	قصابہ		
ковёр	قالین	ковёр	قالین	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
убеждение	عقیدہ	убеждение	عقیدہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
убеждение	ایمان	убеждение	ایمان	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
убеждение	گروہ	убеждение	گروہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
убеждение	عقیدہ	убеждение	عقیدہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
убеждение	ایمان	убеждение	ایمان	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
убеждение	ترغیب	убеждение	ترغیب	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
убеждение	گروہ	убеждение	گروہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
убеждение	ایمان	убеждение	ایمان	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
убеждение	عقیدہ	убеждение	عقیدہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
распространить	بکھیرنا	распространить	بکھیر	V;PFV;NFIN;ACT	V;NFIN;ACT
спорно	مشتبہ	спорно	مشتبہ	ADJ;NEUT;SG	ADJ
беременна	پُرتخیّل	беременна	پُرتخیّل	ADJ;FEM;SG	ADJ
беременна	پُرمغز	беременна	پُرمغز	ADJ;FEM;SG	ADJ
полезность	افادیت	полезность	افادیت	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
полезность	سراسرعملی	полезность	سراسرعملی	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
полезность	افادیت	полезность	افادیت	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
качественная	صفاتی	качественный	صفاتی	ADJ;NOM;FEM;SG	ADJ;NOM
спит	سُن	спать	سُن	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;ACT
форте	خوبی	форт	خوبی	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
стабилизация	توازن	стабилизация	توازن	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
применимо	موزوں	применимый	موزوں	ADJ;NEUT;SG	ADJ
применимо	مناسب	применимый	مناسب	ADJ;NEUT;SG	ADJ
ищите	پرکھ	искать	پرکھ	V;IPFV;IMP;PL;2;FIN;ACT	V;ACT
ищите	پرکھ	искать	پرکھ	V;IPFV;IMP;PL;2;FIN;ACT	V;ACT
опора	اعتماد	опора	اعتماد	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
аренда	گھاٹی	аренда	گھاٹی	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
психологическое	ذہنی	психологический	ذہنی	ADJ;NOM;NEUT;SG	ADJ
неверное	غلط	неверный	غلط	ADJ;NOM;NEUT;SG	ADJ
уведомление	مشاہدہ	уведомление	مشاہدہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
уведомление	توجہ	уведомление	توجہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
ожидание	اُمید	ожидание	اُمید	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
ожидание	توقع	ожидание	توقع	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
ожидание	انتظار.	ожидание	انتظار.	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
твердых	اصلی	твердый	اصلی	ADJ;GEN;PL	ADJ
твердых	پختہ	твердый	پختہ	ADJ;GEN;PL	ADJ
твердых	معتبر	твердый	معتبر	ADJ;GEN;PL	ADJ
твердых	ہموار	твердый	ہموار	ADJ;GEN;PL	ADJ
твердых	اصلی	твердый	اصلی	ADJ;GEN;PL	ADJ
твердых	پختہ	твердый	پختہ	ADJ;GEN;PL	ADJ
твердых	معتبر	твердый	معتبر	ADJ;GEN;PL	ADJ
твердых	ہموار	твердый	ہموار	ADJ;GEN;PL	ADJ
твердых	ٹھوس	твердый	ٹھوس	ADJ;GEN;PL	ADJ
твердых	مضبوط	твердый	مضبوط	ADJ;GEN;PL	ADJ
твердых	سخت	твердый	سخت	ADJ;GEN;PL	ADJ
эго	خودی	эго	خودی	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
эго	خودی	эго	خودی	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
милость	رحم	милость	رحم	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
заинтересованность	دلچسپی	заинтересованность	دلچسپی	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
заинтересованность	منافع	заинтересованность	منافع	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
заинтересованность	دلچسپی	заинтересованность	دلچسپی	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
заинтересованность	فائدہ	заинтересованность	فائدہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
заинтересованность	منافع	заинтересованность	منافع	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
приятель	ساتھی	приятель	ساتھی	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
приятель	دوست	приятель	دوست	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
приятель	ساتھی	приятель	ساتھی	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
сладкий	ذاتی	сладкий	ذاتی	ADJ;NOM;MASC;SG	ADJ
сладкий	پسندیدہ	сладкий	پسندیدہ	ADJ;NOM;MASC;SG	ADJ
сладкий	خصوصی	сладкий	خصوصی	ADJ;NOM;MASC;SG	ADJ
тетрадь	سفری	тетрадь	سفری	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
атмосферных	فضائی	атмосферный	فضائی	ADJ;GEN;PL	ADJ
эффективные	نافذ	эффективный	نافذ	ADJ;NOM;PL	ADJ
