nie	ne	nie	ne	PART	PART
strepe	črte	strepe	črta	N;PL	N;NOM;FEM;PL
strepe	proge	strepe	proga	N;PL	N;NOM;FEM;PL
verdediging	obramba	verdediging	obramba	N;SG	N;NOM;FEM;SG
verdediging	obramba	verdediging	obramba	N;SG	N;NOM;FEM;SG
sand	peska	sand	pesek	N;SG	N;GEN;MASC;SG
sand	pesek	sand	pesek	N;SG	N;NOM;MASC;SG
brasiliaanse	brazilski	brasiliaans	brazilski	ADJ;NOM	ADJ;NOM;MASC;SG
christendom	krščanstvo	christendom	krščanstvo	N;SG	N;NOM;NEUT;SG
poort	pristanišče	poort	pristanišče	N;SG	N;NOM;NEUT;SG
poort	port	poort	port	N;SG	N;NOM;MASC;SG
koerante	časopisi	koerant	časopis	N;PL	N;NOM;MASC;PL
normale	normalno	normaal	normalen	ADJ;NOM	ADJ;NOM;NEUT;SG
normale	normalen	normaal	normalen	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
normale	normalna	normaal	normalen	ADJ;NOM	ADJ;NOM;FEM;SG
normale	običajna	normaal	običajen	ADJ;NOM	ADJ;NOM;FEM;SG
stories	zgodb	stories	zgodba	N;PL	N;GEN;FEM;PL
stories	zgodbice	stories	zgodbica	N;PL	N;NOM;FEM;PL
stories	zgodbe	stories	zgodba	N;PL	N;NOM;FEM;PL
vel	koža	vel	koža	N;SG	N;NOM;FEM;SG
vel	koži	vel	koža	N;SG	N;DAT;FEM;SG
vel	kože	vel	koža	N;SG	N;GEN;FEM;SG
vel	kožo	vel	koža	N;SG	N;ACC;FEM;SG
glas	steklo	glas	steklo	N;SG	N;NOM;NEUT;SG
glas	kozarec	glas	kozarec	N;SG	N;NOM;MASC;SG
individuele	individualna	individueel	individualen	ADJ;NOM	ADJ;NOM;FEM;SG
individuele	posamezna	individueel	posamezen	ADJ;NOM	ADJ;NOM;FEM;SG
individuele	posamezno	individueel	posamezno	ADJ;NOM	ADJ;NOM;NEUT;SG
individuele	posamezni	individueel	posamezen	ADJ;NOM	ADJ;NOM;MASC;PL
florida	florido	florida	florid	N;SG	N;ACC;FEM;SG
florida	florida	florida	florida	N;SG	N;NOM;FEM;SG
betrekkinge	odnosi	betrekking	odnos	N;PL	N;NOM;MASC;PL
betrekkinge	razmerja	betrekking	razmerje	N;PL	N;NOM;NEUT;PL
gotiese	gotska	goties	gotska	ADJ;NOM	ADJ;NOM;FEM;SG
pluto	pluton	pluto	pluton	N;SG	N;NOM;MASC;SG
onderhoud	vzdrževanje	onderhoud	vzdrževanje	N;SG	N;NOM;NEUT;SG
verklaring	deklaracija	verklaring	deklaracija	N;SG	N;NOM;FEM;SG
verklaring	izjava	verklaring	izjava	N;SG	N;NOM;FEM;SG
impak	učinek	impak	učinek	N;SG	N;NOM;MASC;SG
impak	trk	impak	trk	N;SG	N;NOM;MASC;SG
impak	vpliv	impak	vpliv	N;SG	N;NOM;MASC;SG
sekondêre	sekundarne	sekondêr	sekundaren	ADJ;NOM	ADJ;NOM;FEM;PL
sekondêre	sekundarni	sekondêr	sekundaren	ADJ;NOM	ADJ;NOM;MASC;SG
sekondêre	sekundarna	sekondêr	sekundarn	ADJ;NOM	ADJ;NOM;FEM;SG
komedie	komedijo	komedie	komedija	N;SG	N;ACC;FEM;SG
komedie	komedija	komedie	komedija	N;SG	N;NOM;FEM;SG
moontlikheid	možnost	moontlikheid	možnost	N;SG	N;NOM;FEM;SG
gewapende	oboroženi	gewaap	oborožen	ADJ;NOM	ADJ;NOM;MASC;PL;V.PTCP
gewapende	oborožena	gewaap	oborožen	ADJ;NOM	ADJ;NOM;FEM;SG;V.PTCP
gewapende	oborožen	gewaap	oborožen	ADJ;NOM	ADJ;NOM;INDF;MASC;SG;V.PTCP
gewapende	oborožene	gewaap	oborožen	ADJ;NOM	ADJ;NOM;FEM;PL;V.PTCP
gewapende	oklepna	gewaap	oklepen	ADJ;NOM	ADJ;NOM;FEM;SG
harde	trde	hard	trd	ADJ;NOM	ADJ;NOM;FEM;PL
harde	težko	hard	težek	ADJ;NOM	ADJ;NOM;NEUT;SG
snelheid	hitrost	snelheid	hitrost	N;SG	N;NOM;FEM;SG
roep	pokliči	roep	poklic	V;PRS	V;PFV;IMP;SG;2;FIN
roep	pokličite	roep	poklicati	V;PRS	V;PFV;IMP;PL;2;FIN
protestantse	protestantske	protestants	protestantski	ADJ;NOM	ADJ;NOM;FEM;PL
biografie	življenjepis	biografie	življenjepis	N;SG	N;NOM;MASC;SG
biografie	biografijo	biografie	biografija	N;SG	N;ACC;FEM;SG
russe	rusov	russe	rus	N;PL	N;GEN;MASC;PL
russe	rusi	russe	rus	N;PL	N;NOM;MASC;PL
russe	ruse	russe	rus	N;PL	N;ACC;MASC;PL
produseer	proizvaja	produseer	proizvajati	V;PRS	V;IPFV;IND;SG;3;PRS;FIN
satelliet	satelit	satelliet	satelit	N;SG	N;NOM;MASC;SG
onderwysers	učiteljev	onderwyser	učitelj	N;PL	N;GEN;MASC;PL
onderwysers	učitelji	onderwyser	učitelj	N;PL	N;NOM;MASC;PL
onderwysers	učiteljice	onderwyser	učiteljica	N;PL	N;NOM;FEM;PL
onderwysers	učitelje	onderwyser	učitelj	N;PL	N;ACC;MASC;PL
onderwysers	profesorji	onderwyser	profesor	N;PL	N;NOM;MASC;PL
onderwysers	vzgojitelje	onderwyser	vzgojitelj	N;PL	N;ACC;MASC;PL
modelle	modeli	modelle	model	N;PL	N;NOM;MASC;PL
modelle	modelov	modelle	model	N;PL	N;GEN;MASC;PL
persentasie	odstotek	persentasie	odstotek	N;SG	N;NOM;MASC;SG
afgevaardigdes	delegati	afvaardigde	delegati	N;PL	N;NOM;MASC;PL
grondslag	osnova	grondslag	osnova	N;SG	N;NOM;FEM;SG
grondslag	podlaga	grondslag	podlaga	N;SG	N;NOM;FEM;SG
bykomende	dodatna	bykom	dodaten	ADJ;NOM	ADJ;NOM;FEM;SG
bykomende	dodatni	bykom	dodaten	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
toetse	testi	toets	testi	N;PL	N;NOM;MASC;PL
toetse	preskusi	toets	preskusiti	N;PL	N;NOM;MASC;PL
rots	material	rots	material	N;SG	N;NOM;MASC;SG
rots	gradivo	rots	gradivo	N;SG	N;NOM;NEUT;SG
fisika	fiziko	fisika	fizika	N;SG	N;ACC;FEM;SG
fisika	fiziki	fisika	fizika	N;SG	N;NOM;FEM;SG
fisika	fizika	fisika	fizik	N;SG	N;NOM;FEM;SG
liga	league	liga	league	N;SG	N;NOM;MASC;SG
liga	ligo	liga	liga	N;SG	N;ACC;FEM;SG
liga	liga	liga	liga	N;SG	N;NOM;FEM;SG
liga	liga	liga	liga	N;SG	N;NOM;FEM;SG
ingenieur	inženir	ingenieur	inženir	N;SG	N;NOM;MASC;SG
konteks	kontekst	konteks	kontekst	N;SG	N;NOM;MASC;SG
konteks	konteksta	konteks	kontekst	N;SG	N;GEN;MASC;SG
aftrede	upokojitev	aftrede	upokojitev	N;SG	N;NOM;FEM;SG
liedjies	pesmi	liedjies	pesem	N;PL	N;NOM;FEM;PL
geologiese	geološke	geologies	geološki	ADJ;NOM	ADJ;NOM;FEM;PL
geologiese	geološko	geologies	geološki	ADJ;NOM	ADJ;NOM;NEUT;SG
geologiese	geološka	geologies	geološki	ADJ;NOM	ADJ;NOM;FEM;SG
beginsels	načela	beginsel	načelo	N;PL	N;NOM;NEUT;PL
beginsels	načeli	beginsel	načelo	N;PL	N;NOM;NEUT;PL
dokter	zdravnik	dokter	zdravnik	N;SG	N;NOM;MASC;SG
dokter	zdravnika	dokter	zdravnik	N;SG	N;ACC;MASC;SG
dokter	zdravnica	dokter	zdravnica	N;SG	N;NOM;FEM;SG
dokter	doktor	dokter	doktor	N;SG	N;NOM;MASC;SG
tydelike	začasni	tydelik	začasen	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
tydelike	začasna	tydelik	začasen	ADJ;NOM	ADJ;NOM;FEM;SG
tydelike	začasen	tydelik	začasen	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
kapasiteit	zmogljivosti	kapasiteit	zmogljivost	N;SG	N;GEN;FEM;SG
kapasiteit	zmogljivost	kapasiteit	zmogljivost	N;SG	N;NOM;FEM;SG
kapasiteit	kapaciteta	kapasiteit	kapaciteta	N;SG	N;NOM;FEM;SG
vorms	oblike	vorm	oblika	N;PL	N;NOM;FEM;PL
vorms	oblike	vorm	oblika	N;PL	N;NOM;FEM;PL
vorms	obrazci	vorm	obrazec	N;PL	N;NOM;MASC;PL
opposisie	nasprotovanje	opposisie	nasprotovanje	N;SG	N;NOM;NEUT;SG
opposisie	nasprotovanja	opposisie	nasprotovanje	N;SG	N;GEN;NEUT;SG
opposisie	opozicija	opposisie	opozicija	N;SG	N;NOM;FEM;SG
uys	uys	uys	uys		
bespreking	rezervat	bespreking	rezervat	N;SG	N;NOM;MASC;SG
bespreking	debata	bespreking	debati	N;SG	N;NOM;FEM;SG
bespreking	razpravo	bespreking	razprava	N;SG	N;ACC;FEM;SG
bespreking	razprava	bespreking	razprava	N;SG	N;NOM;FEM;SG
bespreking	pogovor	bespreking	pogovor	N;SG	N;NOM;MASC;SG
operasie	delovanje	operasie	delovanje	N;SG	N;NOM;NEUT;SG
operasie	operacija	operasie	operacija	N;SG	N;NOM;FEM;SG
operasie	operacijo	operasie	operacija	N;SG	N;ACC;FEM;SG
operasie	obratovanje	operasie	obratovanje	N;SG	N;NOM;NEUT;SG
teologie	teologijo	teologie	teologija	N;SG	N;ACC;FEM;SG
nodige	potrebno	nodig	potreben	ADJ;NOM	ADJ;NOM;NEUT;SG
gras	trava	gras	trava	N;SG	N;NOM;FEM;SG
gras	travo	gras	trava	N;SG	N;ACC;FEM;SG
dek	zajema	dek	zajema	V;PRS	V;IPFV;IND;SG;3;PRS;FIN
blankes	belci	blankes	belci	N;PL	N;NOM;MASC;PL
heen	nekje	heen	nekje	ADV	ADV
heen	nekam	heen	nekam	ADV	ADV
elektrisiteit	elektrike	elektrisiteit	elektrik	N;SG	N;GEN;FEM;SG
elektrisiteit	elektrika	elektrisiteit	elektrika	N;SG	N;NOM;FEM;SG
elektrisiteit	power	elektrisiteit	power	N;SG	N;NOM;MASC;SG
elektrisiteit	moč	elektrisiteit	moč	N;SG	N;NOM;FEM;SG
verowering	osvojitev	verowering	osvojitev	N;SG	N;NOM;FEM;SG
verowering	osvajanje	verowering	osvajanje	N;SG	N;NOM;NEUT;SG
verteenwoordigers	predstavniki	verteenwoordiger	predstavnik	N;PL	N;NOM;MASC;PL
verteenwoordigers	zastopniki	verteenwoordiger	zastopnik	N;PL	N;NOM;MASC;PL
deeltjies	delce	deeltjiie	delce	N;PL	N;ACC;MASC;PL
deeltjies	delci	deeltjiie	delec	N;PL	N;NOM;MASC;PL
lok	pritegniti	lok	pritegniti	V;PRS	V;PFV;NFIN
lok	pritegnili	lok	pritegniti	V;PRS	V;PFV;MASC;PL;V.PTCP
lok	privabiti	lok	privabiti	V;PRS	V;PFV;NFIN
lee	leeja	lee	leeja	N;SG	N;GEN;MASC;SG
omskep	pretvori	omskep	pretvor	V;PRS	V;PFV;IND;SG;3;PRS;FIN
gehalte	kakovost	gehalte	kakovost	N;SG	N;NOM;FEM;SG
gehalte	kvaliteta	gehalte	kvaliteta	N;SG	N;NOM;FEM;SG
gehalte	kakovosti	gehalte	kakovost	N;SG	N;GEN;FEM;SG
strate	ulice	straat	ulica	N;PL	N;NOM;FEM;PL
strate	ceste	straat	cesta	N;PL	N;NOM;FEM;PL
horisontale	vodoravna	horisontaal	vodoraven	ADJ;NOM	ADJ;NOM;FEM;SG
ondersteuners	podporniki	ondersteuner	podpornik	N;PL	N;NOM;MASC;PL
veranderings	spremembe	verandering	sprememba	N;PL	N;NOM;FEM;PL
gerig	režiral	rig	režirati	V;PST;V.PTCP	V;MASC;SG;V.PTCP
banke	bankam	banke	banka	N;PL	N;DAT;FEM;PL
banke	bankah	banke	banka	N;PL	N;ESS;FEM;PL
banke	bankami	banke	banka	N;PL	N;NOM;FEM;PL
banke	banke	banke	banka	N;PL	N;NOM;FEM;PL
kampioen	šampion	kampioen	šampion	N;SG	N;NOM;MASC;SG
kampioen	prvak	kampioen	prvak	N;SG	N;NOM;MASC;SG
gevlug	preskočila	gevlug	preskočiti	V;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
gevlug	preskočil	gevlug	preskočiti	V;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
rekenaars	računalniki	rekenaar	računalnik	N;PL	N;NOM;MASC;PL
rekenaars	računalnike	rekenaar	računalnik	N;PL	N;ACC;MASC;PL
mannetjie	samec	mannetjie	samec	N;SG	N;NOM;MASC;SG
jeug	mladosti	jeug	mladost	N;SG	N;GEN;FEM;SG
jeug	mladina	jeug	mladina	N;SG	N;NOM;FEM;SG
jeug	mladost	jeug	mladost	N;SG	N;NOM;FEM;SG
chemie	kemija	chemie	kemija	N;SG	N;NOM;FEM;SG
chemie	kemijo	chemie	kemija	N;SG	N;ACC;FEM;SG
dokument	dokumenta	dokument	dokument	N;SG	N;NOM;MASC;SG
dokument	dokument	dokument	dokument	N;SG	N;NOM;MASC;SG
belasting	davek	belasting	davek	N;SG	N;NOM;MASC;SG
retief	retief	retief	retief		
vang	ujeti	vang	ujeti	V;PRS	V;PFV;NFIN
vang	zajeti	vang	zajeti	V;PRS	V;PFV;NFIN
resultate	rezultati	resultate	rezultat	N;PL	N;NOM;MASC;PL
resultate	izidi	resultate	izid	N;PL	N;NOM;MASC;PL
volgorde	red	volgorde	red	N;SG	N;NOM;MASC;SG
volgorde	naročilo	volgorde	naročiti	N;SG	N;NOM;NEUT;SG
tuine	vrtovi	tuine	vrt	N;PL	N;NOM;MASC;PL
tuine	vrtovih	tuine	vrt	N;PL	N;ESS;MASC;PL
tuine	vrtov	tuine	vrt	N;PL	N;GEN;MASC;PL
tuine	vrtove	tuine	vrt	N;PL	N;ACC;MASC;PL
vuurtoring	svetilnik	vuurtoring	svetilnik	N;SG	N;NOM;MASC;SG
koper	kupca	koper	kupec	N;SG	N;ACC;MASC;SG
koper	kupec	koper	kupec	N;SG	N;NOM;MASC;SG
koper	baker	koper	baker	N;SG	N;NOM;MASC;SG
koper	bakra	koper	bakra	N;SG	N;NOM;MASC;SG
baai	zaliv	baai	zaliv	N;SG	N;NOM;MASC;SG
kandidate	kandidati	kandidaat	kandidat	N;PL	N;NOM;MASC;PL
kandidate	kandidatov	kandidaat	kandidat	N;PL	N;GEN;MASC;PL
kandidate	kandidatke	kandidaat	kandidatka	N;PL	N;NOM;FEM;PL
kandidate	kandidate	kandidaat	kandidat	N;PL	N;ACC;MASC;PL
komponente	komponente	komponent	komponent	N;PL	N;NOM;FEM;PL
romans	romane	romans	roman	N;PL	N;ACC;MASC;PL
romans	romanov	romans	roman	N;PL	N;GEN;MASC;PL
tydskrifte	revije	tydskrif	revija	N;PL	N;NOM;FEM;PL
kulture	kulture	kultuur	kultura	N;PL	N;NOM;FEM;PL
kulture	kultur	kultuur	kultura	N;PL	N;GEN;FEM;PL
indonesië	indonezija	indonesië	indonezija	N;SG	N;NOM;FEM;SG
geleer	naučil	leer	naučiti	V;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
ras	dirka	ras	dirka	N;SG	N;NOM;FEM;SG
ras	dirko	ras	dirka	N;SG	N;ACC;FEM;SG
ras	rasa	ras	ras	N;SG	N;NOM;FEM;SG
organiese	organsko	organies	organski	ADJ;NOM	ADJ;NOM;NEUT;SG
organiese	organska	organies	organski	ADJ;NOM	ADJ;NOM;FEM;SG
organiese	organski	organies	organski	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
organiese	ekološko	organies	ekološki	ADJ;NOM	ADJ;NOM;NEUT;SG
dollar	dolarja	dollar	dolar	N;SG	N;NOM;MASC;SG
dollar	dolar	dollar	dolar	N;SG	N;NOM;MASC;SG
rotse	skale	rots	skala	N;PL	N;NOM;FEM;PL
rotse	kamenje	rots	kamenje	N;PL	N;ACC;MASC;PL
rotse	kamni	rots	kamen	N;PL	N;NOM;MASC;PL
monargie	monarh	monargie	monarh	N;SG	N;NOM;MASC;SG
monargie	monarhija	monargie	monarhija	N;SG	N;NOM;FEM;SG
monargie	oligarhija	monargie	oligarhija	N;SG	N;NOM;FEM;SG
robertson	robertson	robertson	robertson	N;SG	N;NOM;MASC;SG
verbindings	povezave	verbinding	povezava	N;PL	N;NOM;FEM;PL
verbindings	priključki	verbinding	priključek	N;PL	N;NOM;MASC;PL
besetting	postava	besetting	postava	N;SG	N;NOM;FEM;SG
besetting	poklic	besetting	poklic	N;SG	N;NOM;MASC;SG
geloop	hodil	geloop	hoditi	V;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
crusaders	križarji	crusader	križar	N;PL	N;NOM;MASC;PL
evangelie	evangelij	evangelie	evangelij	N;SG	N;NOM;MASC;SG
romantiese	romantičen	romanties	romantičen	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
romantiese	romantična	romanties	romantičen	ADJ;NOM	ADJ;NOM;FEM;SG
handhaaf	ohrani	handhaaf	ohran	V;PRS	V;PFV;IND;SG;3;PRS;FIN
personeel	osebje	personeel	osebje	N;SG	N;NOM;NEUT;SG
oortuig	prepričal	oortuig	prepričati	V;PRS	V;PFV;MASC;SG;V.PTCP
take	naloge	taak	naloga	N;PL	N;NOM;FEM;PL
veroordeel	obsoditi	veroordeel	obsoditi	V;PRS	V;PFV;NFIN
navorsers	raziskovalcem	navorser	raziskovalec	N;PL	N;DAT;MASC;PL
navorsers	raziskovalci	navorser	raziskovalec	N;PL	N;NOM;MASC;PL
navorsers	raziskovalce	navorser	raziskovalec	N;PL	N;ACC;MASC;PL
oorsaak	vzrok	oorsaak	vzrok	N;SG	N;NOM;MASC;SG
administrateur	administrator	administrateur	administrator	N;SG	N;NOM;MASC;SG
administrateur	upravitelj	administrateur	upravitelj	N;SG	N;NOM;MASC;SG
administrateur	administratorja	administrateur	administrator	N;SG	N;ANIM;ACC;MASC;SG
ekstra	ekstra	ekstra	ekstra		
ekstra	extra	ekstra	extra		
grieke	grki	griek	grk	ADJ;NOM	ADJ;NOM;MASC;PL
aanvanklike	začetni	aanvanklik	začeten	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
aanvanklike	začetna	aanvanklik	začeten	ADJ;NOM	ADJ;NOM;FEM;SG
aanvanklike	začetno	aanvanklik	začeten	ADJ;NOM	ADJ;NOM;NEUT;SG
krisis	kriza	krisis	kriza	N;SG	N;NOM;FEM;SG
krisis	krizo	krisis	kriza	N;SG	N;ACC;FEM;SG
geroep	poklical	roep	poklicati	V;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
skepping	stvaritev	skepping	stvaritev	N;SG	N;NOM;FEM;SG
skepping	ustanovitev	skepping	ustanovitev	N;SG	N;NOM;FEM;SG
skepping	ustvarjanje	skepping	ustvarjanje	N;SG	N;NOM;NEUT;SG
stowwe	učinkovine	stof	učinkovina	N;PL	N;NOM;FEM;PL
stowwe	snovi	stof	snov	N;PL	N;NOM;FEM;PL
gevang	ujel	gevang	ujeti	V;PRS	V;PFV;MASC;SG;V.PTCP
gevang	ujeli	gevang	ujeti	V;PRS	V;PFV;MASC;PL;V.PTCP
vyftig	petdeset	vyftig	petdeset	NUM	NUM;NOM;PL
minerale	mineralov	mineraal	mineral	N;PL	N;GEN;MASC;PL
minerale	minerali	mineraal	minerati	N;PL	N;NOM;MASC;PL
deelname	udeležba	deelname	udeležba	N;SG	N;NOM;FEM;SG
deelname	udeležbo	deelname	udeležba	N;SG	N;ACC;FEM;SG
deelname	sodelovanje	deelname	sodelovanje	N;SG	N;NOM;NEUT;SG
perde	konje	perd	konj	N;PL	N;ACC;MASC;PL
perde	konjev	perd	konj	N;PL	N;GEN;MASC;PL
perde	konji	perd	konj	N;PL	N;NOM;MASC;PL
kantoor	pisarna	kantoor	pisarna	N;SG	N;NOM;FEM;SG
kantoor	urad	kantoor	urad	N;SG	N;NOM;MASC;SG
getuig	pričal	tuig	pričati	V;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
getuig	pričati	tuig	pričati	V;PST;V.PTCP	V;IPFV;NFIN
brandstof	gorivo	brandstof	gorivo	N;SG	N;NOM;NEUT;SG
brandstof	goriva	brandstof	gorivo	N;SG	N;GEN;NEUT;SG
aangrensende	sosednji	aangrens	sosednji	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
aangrensende	sosednja	aangrens	sosednji	ADJ;NOM	ADJ;NOM;FEM;SG
aangrensende	sosednje	aangrens	sosednji	ADJ;NOM	ADJ;NOM;FEM;PL
gelees	preberite	gelees	prebrati	V;PST;V.PTCP	V;PFV;IMP;PL;2;FIN
sitplekke	sedeže	sitplek	sedež	N;PL	N;ACC;MASC;PL
sitplekke	sedeži	sitplek	sedež	N;PL	N;NOM;MASC;PL
individue	posamezniki	individu	posameznik	N;PL	N;NOM;MASC;PL
individue	posameznike	individu	posameznik	N;PL	N;ACC;MASC;PL
individue	posameznikov	individu	posameznik	N;PL	N;GEN;MASC;PL
religieuse	verske	religieus	verski	ADJ;NOM	ADJ;NOM;FEM;PL
religieuse	verski	religieus	verski	ADJ;NOM	ADJ;NOM;MASC;SG
religieuse	versko	religieus	versko	ADJ;NOM	ADJ;NOM;NEUT;SG
religieuse	verska	religieus	verski	ADJ;NOM	ADJ;NOM;FEM;SG
anoniem	anonimno	anoniem	anonimen	ADV	ADV
gemengde	mešani	gemeng	mešan	ADJ;NOM	ADJ;NOM;MASC;SG;V.PTCP
gemengde	mešana	gemeng	mešan	ADJ;NOM	ADJ;NOM;FEM;SG;V.PTCP
gemengde	mešane	gemeng	mešan	ADJ;NOM	ADJ;NOM;FEM;PL;V.PTCP
gemengde	mešano	gemeng	mešan	ADJ;NOM	ADJ;NOM;NEUT;SG;V.PTCP
aansoek	zahtevek	aansoek	zahtevek	N;SG	N;NOM;MASC;SG
aansoek	vloga	aansoek	vloga	N;SG	N;NOM;FEM;SG
vinniger	hitreje	vinnig	hitro	ADV;CMPR	ADV;CMPR
opera	opera	opera	opera	N;SG	N;NOM;FEM;SG
opera	operi	opera	opera	N;SG	N;DAT;FEM;SG
opera	opero	opera	opera	N;SG	N;ACC;FEM;SG
figure	številke	figure	številka	N;PL	N;NOM;FEM;PL
figure	figure	figure	figura	N;PL	N;NOM;FEM;PL
identiteit	identiteto	identiteit	identiteta	N;SG	N;ACC;FEM;SG
identiteit	identiteta	identiteit	identiteta	N;SG	N;NOM;FEM;SG
steenkool	premog	steenkool	premog	N;SG	N;NOM;MASC;SG
geskuif	preselil	skuif	preseliti	V;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
verdedig	braniti	verdedig	braniti	V;PRS	V;IPFV;NFIN
verdedig	branili	verdedig	braniti	V;PRS	V;IPFV;MASC;PL;V.PTCP
verdedig	brani	verdedig	braniti	V;PRS	V;IPFV;IND;SG;3;PRS;FIN
swaartekrag	gravitacija	swaartekrag	gravitacija	N;SG	N;NOM;FEM;SG
swaartekrag	gravitacijo	swaartekrag	gravitacija	N;SG	N;ACC;FEM;SG
swaartekrag	težnost	swaartekrag	težnost	N;SG	N;NOM;FEM;SG
alliansie	zavezništvo	alliansie	zavezništvo	N;SG	N;NOM;NEUT;SG
instrumente	inštrumenti	instrument	inštrument	N;PL	N;NOM;MASC;PL
instrumente	instrumenti	instrument	instrument	N;PL	N;NOM;MASC;PL
max	max	max	maxa	N;SG	N;NOM;MASC;SG
florence	florence	florenc	florenca	N;SG	N;NOM;FEM;SG
besluite	odločitve	besluit	odločitev	N;PL	N;NOM;FEM;PL
besluite	odločbe	besluit	odločba	N;PL	N;NOM;FEM;PL
besluite	sklepi	besluit	sklep	N;PL	N;NOM;MASC;PL
geskikte	primerno	geskik	primeren	ADJ;NOM	ADJ;NOM;NEUT;SG
geskikte	ustrezna	geskik	ustrezen	ADJ;NOM	ADJ;NOM;FEM;SG
geskikte	primerna	geskik	primeren	ADJ;NOM	ADJ;NOM;FEM;SG
geskikte	ustrezen	geskik	ustrezen	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
hollywood	hollywood	hollywood	hollywood	N;SG	N;NOM;MASC;SG
kuslyn	obalo	kuslyn	obala	N;SG	N;ACC;FEM;SG
kuslyn	obala	kuslyn	obala	N;SG	N;NOM;FEM;SG
regerings	vladam	regering	vlada	N;PL	N;DAT;FEM;PL
regerings	vlade	regering	vlada	N;PL	N;NOM;FEM;PL
vlakte	flats	vlak	flats	N;SG	N;NOM;MASC;SG
pres	pres	pres	pres		
moeite	napora	moeite	napor	N;SG	N;GEN;MASC;SG
moeite	napor	moeite	napor	N;SG	N;NOM;MASC;SG
moeite	trud	moeite	trud	N;SG	N;NOM;MASC;SG
moeite	prizadevanje	moeite	prizadevanje	N;SG	N;NOM;NEUT;SG
vermont	vermontu	vermont	vermont	N;SG	N;DAT;MASC;SG
nasionaliteit	državljanstvo	nasionaliteit	državljanstvo	N;SG	N;NOM;NEUT;SG
materiale	materiali	materiaal	material	N;PL	N;NOM;MASC;PL
materiale	materialov	materiaal	material	N;PL	N;GEN;MASC;PL
statistiek	statistika	statistiek	statistika	N;SG	N;NOM;FEM;SG
statistiek	statistiko	statistiek	statistika	N;SG	N;ACC;FEM;SG
statistiek	statistika	statistiek	statistika	N;SG	N;NOM;FEM;SG
statistiek	statistiko	statistiek	statistika	N;SG	N;ACC;FEM;SG
magnetiese	magnetno	magneties	magneten	ADJ;NOM	ADJ;NOM;NEUT;SG
magnetiese	magnetni	magneties	magneten	ADJ;NOM	ADJ;NOM;MASC;SG
magnetiese	magnetna	magneties	magneten	ADJ;NOM	ADJ;NOM;FEM;SG
vestiging	ustanova	vestiging	ustanova	N;SG	N;NOM;FEM;SG
vestiging	ustanavljanje	vestiging	ustanavljanje	N;SG	N;NOM;NEUT;SG
vestiging	ustanovitev	vestiging	ustanovitev	N;SG	N;NOM;FEM;SG
vestiging	obrat	vestiging	obrat	N;SG	N;NOM;MASC;SG
vestiging	vzpostavitev	vestiging	vzpostavitev	N;SG	N;NOM;FEM;SG
antarktika	antarktiko	antarktika	antarktika	N;SG	N;ACC;FEM;SG
handelaars	preprodajalci	handelaar	preprodajalec	N;PL	N;NOM;MASC;PL
handelaars	trgovci	handelaar	trgovec	N;PL	N;NOM;MASC;PL
handelaars	prodajalci	handelaar	prodajalec	N;PL	N;NOM;MASC;PL
generasie	generacija	generasie	generacija	N;SG	N;NOM;FEM;SG
generasie	ustvarjanje	generasie	ustvarjanje	N;SG	N;NOM;NEUT;SG
generasie	generacijo	generasie	generacija	N;SG	N;ACC;FEM;SG
prosesse	procesi	proses	proces	N;PL	N;NOM;MASC;PL
prosesse	postopki	proses	postopek	N;PL	N;NOM;MASC;PL
prosesse	procesov	proses	proces	N;PL	N;GEN;MASC;PL
eienskap	atribut	eienskap	atribut	N;SG	N;NOM;MASC;SG
eienskap	lastnost	eienskap	lastnost	N;SG	N;NOM;FEM;SG
eienskap	značilnost	eienskap	značilnost	N;SG	N;NOM;FEM;SG
hoofstuk	poglavje	hoofstuk	poglavje	N;SG	N;NOM;NEUT;SG
verhoudings	odnosi	verhouding	odnos	N;PL	N;NOM;MASC;PL
verhoudings	razmerja	verhouding	razmerje	N;PL	N;NOM;NEUT;PL
verhoudings	zveze	verhouding	zveza	N;PL	N;NOM;FEM;PL
standaarde	standarde	standaard	standard	N;PL	N;ACC;MASC;PL
standaarde	standardi	standaard	standard	N;PL	N;NOM;MASC;PL
sone	cona	sone	cona	N;SG	N;NOM;FEM;SG
sone	območje	sone	območje	N;SG	N;NOM;NEUT;SG
argitekte	arhitekti	argitek	arhitekt	N;PL	N;NOM;MASC;PL
