den	میرا	den	میں	PRO;DEF;MASC+FEM;SG	PRO;NOM;SG;1
poesi	لطافت	poesi	لطافت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
block	سر	block	سر	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
block	ٹکڑا	block	ٹکڑا	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
brant	غیرمعمولی	brant	غیرمعمولی	ADJ;NOM;INDF;NEUT;SG	ADJ
försäljning	بکری	försäljning	بکری	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
försäljning	فروخت	försäljning	فروخت	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
försäljning	بکری	försäljning	بکری	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
musikgrupp	پٹی	musikgrupp	پٹی	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
project	فلم	project	فلم	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
stödja	گرنے	stödja	گر	V;IMP;FIN;ACT	V;ACC;NFIN
stödja	ڈوبنے	stödja	ڈوب	V;IMP;FIN;ACT	V;NFIN
fördel	امتیاز	fördel	امتیاز	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fördel	امتیاز	fördel	امتیاز	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fördel	فائدہ	fördel	فائدہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fördel	نفع	fördel	نفع	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
stoppa	تاننا	stoppa	تان	V;IMP;FIN;ACT	V;SG;NFIN;ACT
stoppa	تاننا	stoppa	تان	V;IMP;FIN;ACT	V;SG;NFIN;ACT
stoppa	ٹھہرنا	stoppa	ٹھہر	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
stoppa	تھامنا	stoppa	تھامنا	V;IMP;FIN;ACT	V;SG;NFIN;ACT
congress	اجتماع	congress	اجتماع	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
verkligheten	حقیقت	verklighet	حقیقت	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
ställe	مرتبہ	ställe	مرتبہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
ställe	منصب	ställe	منصب	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
ställe	احاطہ	ställe	احاطہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
ställe	نشست	ställe	نشست	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
ställe	مرتبہ	ställe	مرتبہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
ställe	مقام	ställe	مقام	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
ställe	منصب	ställe	منصب	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
ställe	احاطہ	ställe	احاطہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
ställe	نشست	ställe	نشست	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
avsked	استعفا	avsked	استعفا	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
avsked	روانگی	avsked	روانگی	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
avsked	اجازت	avsked	اجازت	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
avsked	رخصت	avsked	رخصت	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
play	عمل	play	عمل	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
play	سرگرمی	play	سرگرم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
play	کھیل	play	کھیل	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
play	عمل	play	عمل	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
play	سرگرمی	play	سرگرم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fysiska	جسمانی	fysisk	جسمانی	ADJ;NOM;PL	ADJ
styre	قبضہ	styre	قبضہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
styre	اختیار	styre	اختیار	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
styre	قدرت	styre	قدرت	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
off	من	off	من	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
off	سواری	off	سواری	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
off	حالت	off	حالت	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
off	سیدھی	off	سیدھی	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
off	دور	off	دور	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
djupt	انتہائی	djup	انتہائی	ADV	ADV
djupt	انتہائی	djup	انتہائی	ADV	ADV
ändamål	مقصد	ändamål	مقصد	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
flotta	کھوہ	flotta	کھوہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
födda	پیدا	född	پیدا	ADJ;NOM;PL;PST;V.PTCP	ADJ
födda	پیدا	född	پیدا	ADJ;NOM;PL;PST;V.PTCP	ADJ
anknytning	الحاق	anknytning	الحاق	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anknytning	نقطہ	anknytning	نقطہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anknytning	سرا	anknytning	سرا	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anknytning	ساتھی	anknytning	ساتھی	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anknytning	اتصال	anknytning	اتصال	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anknytning	موضوع	anknytning	موضوع	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anknytning	معاملہ	anknytning	معاملہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anknytning	نقطہ	anknytning	نقطہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anknytning	سرا	anknytning	سرا	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anknytning	واسطہ	anknytning	واسطہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anknytning	ساتھی	anknytning	ساتھی	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anknytning	اتصال	anknytning	اتصال	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anknytning	موضوع	anknytning	موضوع	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anknytning	میل	anknytning	میل	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anknytning	معاملہ	anknytning	معاملہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anställning	نوکری	anställning	نوکری	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
anställning	مشغولیت	anställning	مشغولیت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anställning	مصروفیت	anställning	مصروفیت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anställning	نوکری	anställning	نوکری	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
anställning	مشغولیت	anställning	مشغولیت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anställning	روزگار	anställning	روزگار	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anställning	مصروفیت	anställning	مصروفیت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
rummet	اوطاق	rum	اوطاق	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
rummet	اوطاق	rum	اوطاق	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
rummet	سمائی	rum	سمائی	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
tillgänglig	موجود	tillgänglig	موجود	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
community	وحدت	community	وحدت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
community	گروہ	community	گروہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
community	جماعت	community	جماعت	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
community	اتحاد	community	اتحاد	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
snabba	روزہ.	snabb	روزہ.	ADJ;NOM;PL	ADJ
snabba	زندہ	snabb	زندہ	ADJ;NOM;PL	ADJ
snabba	تیز	snabb	تیز	ADJ;NOM;PL	ADJ
snabba	زندہ	snabb	زندہ	ADJ;NOM;PL	ADJ
robusta	پختہ	robust	پختہ	ADJ;NOM;PL	ADJ
robusta	مرتکز	robust	مرتکز	ADJ;NOM;PL	ADJ
robusta	مضبوط	robust	مضبوط	ADJ;NOM;PL	ADJ
woman	ملازمہ	woman	ملازمہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
woman	عورت	woman	عورت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
woman	ملازمہ	woman	ملازمہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
woman	عورت	woman	عورت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
woman	زن	woman	زن	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
religiös	محتاط	religiös	محتاط	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
religiös	متقی	religiös	متقی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
classic	آرٹسٹ	classic	آرٹسٹ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
upptäcker	جاننا	upptäcka	جان	V;IND;PRS;FIN;ACT	V;MASC;SG;NFIN;ACT
torra	سادہ	torr	سادہ	ADJ;NOM;PL	ADJ
torra	خشک	torr	خشک	ADJ;NOM;PL	ADJ
torra	سادہ	torr	سادہ	ADJ;NOM;PL	ADJ
torra	خشک	torr	خشک	ADJ;NOM;PL	ADJ
påverkan	اثر	påverkan	اثر	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kol	کوئلہ	kol	کوئلہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
offer	شکار	offer	شکار	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
offer	نشانہ	offer	نشانہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
förteckning	فہرست	förteckning	فہرست	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
förteckning	جدول	förteckning	جدول	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
rika	متمول.	rik	متمول.	ADJ;NOM;PL	ADJ
rika	دولتمند	rik	دولتمند	ADJ;NOM;PL	ADJ
kapacitet	اہلیت.	kapacitet	اہلیت.	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kapacitet	قدرت	kapacitet	قدرت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kapacitet	حیثیت	kapacitet	حیثیت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
personlig	ذاتی	personlig	ذاتی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
insats	عمل	insats	عمل	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
insats	کارنامہ	insats	کارنامہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
insats	کارنامہ	insats	کارنامہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
insats	کوشش	insats	کوشش	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
utställningen	وظیفہ	utställning	وظیفہ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
länken	واسطہ	länk	واسطہ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
orsak	ہوش	orsak	ہوش	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
orsak	وجدان	orsak	وجدان	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
orsak	مقصد	orsak	مقصد	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
orsak	منطق	orsak	منطق	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
orsak	دلیل	orsak	دلیل	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
orsak	فہم	orsak	فہم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
orsak	ہوش	orsak	ہوش	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
orsak	عقل	orsak	عقل	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
orsak	وجدان	orsak	وجدان	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
orsak	مقصد	orsak	مقصد	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
orsak	منطق	orsak	منطق	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
orsak	دلیل	orsak	دلیل	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
orsak	فہم	orsak	فہم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
orsak	نتیجے	orsak	نتیجہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
orsak	اثر	orsak	اثر	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
orsak	موجب	orsak	موجب	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
orsak	مقصد	orsak	مقصد	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
orsak	غایت	orsak	غایت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
orsak	نتیجے	orsak	نتیجہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
orsak	اثر	orsak	اثر	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
orsak	موجب	orsak	موجب	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
orsak	مقصد	orsak	مقصد	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
orsak	غایت	orsak	غایت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kyrkogård	قبرستان	kyrkogård	قبرستان	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
trafiken	تعلق	trafik	تعلق	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
trafiken	مقدار	trafik	مقدار	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
läser	جانچنا	läsa	جانچ	V;IND;PRS;FIN;ACT	V;MASC;SG;NFIN;ACT
läser	بھانپنا	läsa	بھانپنا	V;IND;PRS;FIN;ACT	V;SG;NFIN;ACT
tempel	صومعہ	tempel	صومعہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
erfarenhet	اثر	erfarenhet	اثر	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
erfarenhet	حاصل	erfarenhet	حاصل	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
flytande	شفاف	flyta	شفاف	ADJ;NOM;PRS;V.PTCP	ADJ
flytande	ُسریلی	flyta	ُسریلی	ADJ;NOM;PRS;V.PTCP	ADJ
flytande	شفاف	flyta	شفاف	ADJ;NOM;PRS;V.PTCP	ADJ
flytande	ُسریلی	flyta	ُسریلی	ADJ;NOM;PRS;V.PTCP	ADJ
hell	دوزخ	hell	دوزخ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hell	تسلیم	hell	تسلیم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hell	حملہ	hell	حملہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
after	اتباع	after	اتباع	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
after	نسبت	after	نسبت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
after	بابت	after	بابت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
after	اتباع	after	اتباع	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
after	نسبت	after	نسبت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
after	بابت	after	بابت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
revolution	گردش	revolution	گردش	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
revolution	گردش	revolution	گردش	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hav	سمندر	hav	سمندر	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
string	حروف	string	حرف	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kyrkogården	قبرستان	kyrkogård	قبرستان	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
extremt	انتہائی	extrem	انتہائی	ADV	ADV
tillägg	تعدیل	tillägg	تعدیل	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
tillägg	تکمیل	tillägg	تکمیل	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
tillägg	اضافہ	tillägg	اضافہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
tillägg	اضافہ	tillägg	اضافہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
tillägg	افزائش	tillägg	افزائش	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
set	موج	se	موج	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
set	جماعت	se	جماعت	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
set	بہاؤ	se	بہاؤ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
set	وضع	se	وضع	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
set	کل	se	کل	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
set	گروہ	se	گروہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
set	بغض	se	بغض	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
set	رجحان	se	رجحان	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
set	مشین	se	مشین	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
set	موج	se	موج	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
set	جماعت	se	جماعت	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
set	بہاؤ	se	بہاؤ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
set	وضع	se	وضع	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
set	کل	se	کل	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
set	گروہ	se	گروہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
set	بغض	se	بغض	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
set	رجحان	se	رجحان	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
set	مشین	se	مشین	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
självständiga	مستقل.	självständig	مستقل.	ADJ;NOM;PL	ADJ
spridning	نشر	spridning	نشر	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
spridning	تقسیم	spridning	تقسیم	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
spridning	نفوذ	spridning	نفوذ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
rang	ترتیب	rang	ترتیب	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
mod	ہمت	mod	ہمت	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
mod	بہادری	mod	بہادری	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
vackra	عمدہ	vacker	عمدہ	ADJ;NOM;PL	ADJ
vackra	اعلیٰ	vacker	اعلیٰ	ADJ;NOM;PL	ADJ
vackra	خوبصورت	vacker	خوبصورت	ADJ;NOM;PL	ADJ
popularitet	شہرت	popularitet	شہرت	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
popularitet	شہرت	popularitet	شہرت	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
popularitet	مقبولیت	popularitet	مقبولیت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
jämförelse	مشابہت	jämförelse	مشابہت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
läs	جانچنا	läsa	جانچ	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
läs	بھانپنا	läsa	بھانپنا	V;IMP;FIN;ACT	V;SG;NFIN;ACT
liberal	تعبیر	liberal	تعبیر	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
liberal	تشریح	liberal	تشریح	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fars	مذاق	fara	مذاق	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
producera	جانچنے	producera	جانچ	V;IMP;FIN;ACT	V;NFIN
ball	تفریح	ball	تفریح	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
juridiska	قانونی	juridisk	قانونی	ADJ;NOM;PL	ADJ
base	نیچ	base	نیچ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
base	مادّہ	base	مادّہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
base	نیچ	base	نیچ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
base	مادّہ	base	مادّہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
edit	فلم	edit	فلم	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
nytta	فائدہ	nytta	فائدہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ovanstående	اونچا	ovanstående	اونچا	ADJ;NOM	ADJ;MASC;SG
ovanstående	سابقہ-	ovanstående	سابقہ-	ADJ;NOM	ADJ
ovanstående	بالائی	ovanstående	بالائی	ADJ;NOM	ADJ
away	دور	away	دور	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
felaktigt	غلط	felaktig	غلط	ADJ;NOM;INDF;NEUT;SG	ADJ
positivt	ظاہر	positiv	ظاہر	ADJ;NOM;INDF;NEUT;SG	ADJ
positivt	بامقصد	positiv	بامقصد	ADJ;NOM;INDF;NEUT;SG	ADJ
positivt	تعمیری	positiv	تعمیری	ADJ;NOM;INDF;NEUT;SG	ADJ
positivt	مثبت	positiv	مثبت	ADJ;NOM;INDF;NEUT;SG	ADJ
positivt	زائد	positiv	زائد	ADJ;NOM;INDF;NEUT;SG	ADJ
positivt	قطعی	positiv	قطعی	ADJ;NOM;INDF;NEUT;SG	ADJ
positivt	حقیقی	positiv	حقیقی	ADJ;NOM;INDF;NEUT;SG	ADJ
positivt	مثبت	positiv	مثبت	ADJ;NOM;INDF;NEUT;SG	ADJ
gap	خلا	gap	خلا	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
gap	مذاق	gap	مذاق	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
gap	گھاٹی	gap	گھاٹی	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
gap	فصل	gap	فصل	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
gap	خلا	gap	خلا	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
gap	رخنہ	gap	رخنہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
gap	مذاق	gap	مذاق	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
gap	گھاٹی	gap	گھاٹی	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
gap	فصل	gap	فصل	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
specifika	واضح	specifik	واضح	ADJ;NOM;PL	ADJ
blivande	متوقع	blivande	متوقع	ADJ;NOM;PRS;V.PTCP	ADJ
äta	نگلنا	äta	نگل	V;IMP;FIN;ACT	V;SG;NFIN;ACT
äta	چبانا	äta	چبانا	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
separata	الگ	separat	الگ	ADJ;NOM;PL	ADJ
separata	جداگانہ	separat	جداگانہ	ADJ;NOM;PL	ADJ
årliga	سالانہ	årlig	سالانہ	ADJ;NOM;PL	ADJ
family	ذات	family	ذات	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
kunglig	عمدہ	kunglig	عمدہ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
kunglig	اعلیٰ	kunglig	اعلیٰ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
höjden	فراز.	höjd	فراز.	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
höjden	فراز.	höjd	فراز.	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
höjden	بلندی	höjd	بلندی	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
himlen	آسمان	himle	آسمان	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
änka	بیوہ	änka	بیوہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bostad	مکان	bostad	مکان	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bostad	مکان	bostad	مکان	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bostad	قیام	bostad	قیام	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kommitté	گروہ	kommitté	گروہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
act	حرکت	act	حرکت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
act	اقدام	act	اقدام	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
act	حرکت	act	حرکت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
act	اقدام	act	اقدام	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
act	عمل	act	عمل	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sprida	پھیلنا	sprida	پھیل	V;IMP;NFIN;ACT	V;SG;NFIN;ACT
sprida	اڑنا	sprida	اڑنا	V;IMP;NFIN;ACT	V;MASC;SG;NFIN;ACT
sprida	پھیلانے	sprida	پھیلا	V;IMP;NFIN;ACT	V;ACC;NFIN
sprida	پھیرنے	sprida	پھیر	V;IMP;NFIN;ACT	V;NFIN;ACT
sprida	بکھیرنے	sprida	بکھیر	V;IMP;NFIN;ACT	V;ACC;NFIN
sprida	چھدرے	sprida	چھدرا	V;IMP;NFIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
sprida	بکھیرنا	sprida	بکھیر	V;IMP;NFIN;ACT	V;NFIN;ACT
viken	گھاٹی	viken	گھاٹی	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
viken	خانہ	viken	خانہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
viken	ضلع	viken	ضلع	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
viken	خانہ	viken	خانہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
