que	که	que	که	CONJ	CONJ
marido	همسر	marido	همسر	N;MASC;SG	N;SG
marido	شوهر	marido	شوهر	N;MASC;SG	N;SG
marido	شوهری	marido	شوهر	N;MASC;SG	N;SG
marido	شوهرش	marido	شوهرش	N;MASC;SG	N;SG
herrera	هررا	herrera	هررا	N;FEM;SG	N;SG
buques	کشتیها	buque	کشتی	N;MASC;PL	N;PL
buques	رگها	buque	رگ	N;MASC;PL	N;PL
diccionario	دیکشنری	diccionario	دیکشنری	N;MASC;SG	N;SG
profesión	حرفه	profesión	None	N;FEM;SG	N;SG
profesión	شغلی	profesión	شغلی	N;FEM;SG	N;SG
profesión	شغل	profesión	شغل	N;FEM;SG	N;SG
profesión	اشغال	profesión	اشغال	N;FEM;SG	N;SG
consulta	پرس	consulta	پرس	N;FEM;SG	N;SG
consulta	مشورت	consulta	مشورت	N;FEM;SG	N;SG
consulta	مشاوره	consulta	مشاوره	N;FEM;SG	N;SG
consulta	مشورت	consulta	مشورت	N;FEM;SG	N;SG
consulta	مشاوره	consulta	مشاوره	N;FEM;SG	N;SG
historiadores	مورخان	historiador	مورخ	N;MASC;PL	N;PL
mitología	اساطیر	mitología	اساطیر	N;FEM;SG	N;SG
mitología	اسطوره	mitología	اسطوره	N;FEM;SG	N;SG
debate	بحثش	debate	بحثش	N;MASC;SG	N;SG
debate	بحث	debate	بحث	N;MASC;SG	N;SG
debate	مناظره	debate	مناظره	N;MASC;SG	N;SG
debate	مناظره	debate	مناظره	N;MASC;SG	N;SG
componentes	قطعات	componente	قطعه	N;MASC;PL	N;PL
componentes	اجزای	componente	اجزا	N;MASC;PL	N;PL
belleza	زیبایی	belleza	زیبایی	N;FEM;SG	N;SG
ácido	اسید	ácido	اسید	N;MASC;SG	N;SG
ácido	اسیدی	ácido	اسیدی	N;MASC;SG	N;SG
infancia	کودکی	infancia	None	N;FEM;SG	N;SG
infancia	بچگی	infancia	بچگی	N;FEM;SG	N;SG
líderes	رهبران	líder	رهبر	N;PL	N;PL
predecesor	اسبق	predecesor	اسبق	N;MASC;SG	N;SG
oscuro	مبهم	oscuro	مبهم	ADJ;MASC;SG	ADJ
verdadero	واقعی	verdadero	واقعی	ADJ;MASC;SG	ADJ
verdadero	راست	verdadero	راست	ADJ;MASC;SG	ADJ
verdadero	درست	verdadero	درست	ADJ;MASC;SG	ADJ
margen	حاشیه	margen	حاشیه	N;SG	N;SG
cañón	کانن	cañón	کانن	N;MASC;SG	N;SG
cañón	کانیون	cañón	کانیون	N;MASC;SG	N;SG
cañón	بشکه	cañón	بشکه	N;MASC;SG	N;SG
religioso	مذهبی	religioso	مذهبی	ADJ;MASC;SG	ADJ
net	تور	net	تور	N	N;SG
net	net	net	net	N	N;SG
zamora	سامرا	zamora	سامرا	N;FEM;SG	N;SG
columna	ستون	columna	ستون	N;FEM;SG	N;SG
columna	ستونی	columna	ستون	N;FEM;SG	N;SG
high	رفیع	high	None	N	N;SG
danza	dance	danza	dance	N;FEM;SG	N;SG
danza	رقص	danza	رقص	N;FEM;SG	N;SG
danza	رقص	danza	رقص	N;FEM;SG	N;SG
danza	رقصیدن	danza	رقصیدن	N;FEM;SG	N;SG
veinte	بیست	veinte	بیست	NUM;PL	NUM
periodistas	خبرنگاران	periodista	خبرنگار	N;PL	N;PL
periodistas	خبرنگارها	periodista	خبرنگار	N;PL	N;PL
periodistas	خبرنگاران	periodista	خبرنگار	N;PL	N;PL
asunción	فرض	asunción	فرض	N;FEM;SG	N;SG
asunción	پندار	asunción	پندار	N;FEM;SG	N;SG
asunción	گمان	asunción	گمان	N;FEM;SG	N;SG
fondos	وجوه	fondo	وجوه	N;MASC;PL	N;PL
factores	عوامل	factor	عامل	N;MASC;PL	N;PL
barcos	کشتیها	barco	کشتی	N;MASC;PL	N;PL
barcos	رگها	barco	رگ	N;MASC;PL	N;PL
barcos	قایقهای	barco	قایق	N;MASC;PL	N;PL
barcos	قایقها	barco	قایق	N;MASC;PL	N;PL
chica	دختری	chica	None	N;FEM;SG	N;SG
chica	دختر	chica	دختر	N;FEM;SG	N;SG
precio	قیمتش	precio	قیمتش	N;MASC;SG	N;SG
precio	بهای	precio	None	N;MASC;SG	N;SG
precio	پرایس	precio	پرایس	N;MASC;SG	N;SG
precio	بهایی	precio	بهایی	N;MASC;SG	N;SG
precio	قیمتی	precio	None	N;MASC;SG	N;SG
precio	قیمت	precio	قیمت	N;MASC;SG	N;SG
pensamiento	تفکر	pensamiento	تفکر	N;MASC;SG	N;SG
pensamiento	تفکر	pensamiento	تفکر	N;MASC;SG	N;SG
pensamiento	فکر	pensamiento	فکر	N;MASC;SG	N;SG
pensamiento	افکارش	pensamiento	افکارش	N;MASC;SG	N;SG
leer	بخوان	leer	None	V;NFIN	V;IMP;SG;2
leer	خوانده	leer	خواند#خوان	V;NFIN	V;SG;3;V.PTCP
leer	بخوانند	leer	خواند#خوان	V;NFIN	V;SBJV;PL;3;PRS
leer	بخوانید	leer	خواند#خوان	V;NFIN	V;SBJV;PL;2;PRS
declaración	بیانیه	declaración	بیانیه	N;FEM;SG	N;SG
declaración	اعلام	declaración	اعلام	N;FEM;SG	N;SG
declaración	اعلان	declaración	اعلان	N;FEM;SG	N;SG
deportistas	ورزشکاران	deportista	ورزشکار	N;PL	N;PL
mala	بد	malo	بد	ADJ;FEM;SG	ADJ
argumento	رسم	argumento	رسم	N;MASC;SG	N;SG
argumento	نیرنگ	argumento	نیرنگ	N;MASC;SG	N;SG
argumento	حجت	argumento	None	N;MASC;SG	N;SG
argumento	برهان	argumento	برهان	N;MASC;SG	N;SG
argumento	استدلال	argumento	استدلال	N;MASC;SG	N;SG
portal	پورتال	portal	پورتال	N;MASC;SG	N;SG
portal	دروازه	portal	دروازه	N;MASC;SG	N;SG
médicos	پزشکان	médico	پزشک	N;MASC;PL	N;PL
médicos	پزشکان	médico	پزشک	N;MASC;PL	N;PL
médicos	دکترها	médico	دکتر	N;MASC;PL	N;PL
sacerdote	کاهن	sacerdote	کاهن	N;MASC;SG	N;SG
sacerdote	کشیش	sacerdote	کشیش	N;MASC;SG	N;SG
sacerdote	کشیشی	sacerdote	کشیش	N;MASC;SG	N;SG
night	شبها	night	شب	N	N;PL
night	شبی	night	شب	N	N;SG
night	شب	night	شب	N	N;SG
cultivo	تمدن	cultivo	تمدن	N;MASC;SG	N;SG
cultivo	فرهنگی	cultivo	فرهنگی	N;MASC;SG	N;SG
cultivo	فرهنگ	cultivo	فرهنگ	N;MASC;SG	N;SG
cultivo	برش	cultivo	None	N;MASC;SG	N;SG
guion	فیلمنامه	guion	فیلمنامه	N;MASC;SG	N;SG
guion	دستنوشته	guion	دستنوشته	N;MASC;SG	N;SG
rodrigo	رودریگو	rodrigo	رودریگو	N;MASC;SG	N;SG
mancha	لکه	mancha	None	N;FEM;SG	N;SG
mancha	لکه	mancha	None	N;FEM;SG	N;SG
conocidas	معلوم	conocido	معلوم	ADJ;FEM;PL;V.PTCP	ADJ
retirado	بازنشسته	retirado	بازنشسته	ADJ;MASC;SG;V.PTCP	ADJ;SG;3;V.PTCP
inteligencia	هوش	inteligencia	هوش	N;FEM;SG	N;SG
inteligencia	هوشی	inteligencia	هوشی	N;FEM;SG	N;SG
inteligencia	اینتل	inteligencia	اینتل	N;FEM;SG	N;SG
baile	dance	baile	dance	N;MASC;SG	N;SG
baile	رقص	baile	رقص	N;MASC;SG	N;SG
baile	رقص	baile	رقص	N;MASC;SG	N;SG
baile	رقصیدن	baile	رقصیدن	N;MASC;SG	N;SG
fundamental	اساسی	fundamental	اساسی	ADJ;SG	ADJ
disney	دیزنی	disney	دیزنی	N;MASC;SG	N;SG
relevante	مربوط	relevante	مربوط	ADJ;SG	ADJ
relevante	مربوطه	relevante	مربوطه	ADJ;SG	ADJ
paseo	سوار	paseo	سوار	N;MASC;SG	N;SG
paseo	سواری	paseo	سواری	N;MASC;SG	N;SG
albert	آلبرت	albert	آلبرت	N;SG	N;SG
albert	آلبر	albert	آلبر	N;SG	N;SG
green	گرین	green	گرین	N;SG	N;SG
famosa	معروف	famoso	معروف	ADJ;FEM;SG	ADJ
romero	رومرو	romero	رومرو	N;MASC;SG	N;SG
romero	رزماری	romero	رزماری	N;MASC;SG	N;SG
compañías	شرکتها	compañía	شرکت	N;FEM;PL	N;PL
compañías	شرکتهای	compañía	شرکت	N;FEM;PL	N;PL
compañías	احزاب	compañía	حزب	N;FEM;PL	N;PL
reciente	اخیر	reciente	اخیر	ADJ;SG	ADJ
intereses	علایق	interés	علایق	N;MASC;PL	N;PL
intereses	منافع	interés	منفعت	N;MASC;PL	N;PL
senado	سنا	senado	سنا	N;MASC;SG	N;SG
senado	سنای	senado	سنا	N;MASC;SG	N;SG
johnson	جانسن	johnson	جانسن	N;MASC;SG	N;SG
johnson	جانسون	johnson	جانسون	N;MASC;SG	N;SG
edward	ادوارد	edward	ادوارد	N;MASC;SG	N;SG
vicepresidente	وایس	vicepresidente	وایس	N;MASC;SG	N;SG
vicepresidente	معاون	vicepresidente	معاون	N;MASC;SG	N;SG
disputa	نزاع	disputa	نزاع	N;FEM;SG	N;SG
disputa	جدال	disputa	None	N;FEM;SG	N;SG
disputa	ستیزه	disputa	ستیزه	N;FEM;SG	N;SG
disputa	پرخاش	disputa	پرخاش	N;FEM;SG	N;SG
ave	پرنده	ave	پرنده	N;FEM;SG	N;SG
post	پست	post	پست	N;MASC;SG	N;SG
post	پستی	post	پستی	N;MASC;SG	N;SG
post	post	post	post	N;MASC;SG	N;SG
globo	گلوبو	globo	گلوبو	N;MASC;SG	N;SG
globo	بالن	globo	بالن	N;MASC;SG	N;SG
globo	بالون	globo	بالون	N;MASC;SG	N;SG
globo	بادکنک	globo	بادکنک	N;MASC;SG	N;SG
globo	گلوب	globo	گلوب	N;MASC;SG	N;SG
éstos	اینها	este	این	PRO;MASC;PL	PRO;PL
aliados	متفقین	aliado	متفقین	N;MASC;PL	N;PL
aliados	متفقین	aliado	متفقین	N;MASC;PL	N;PL
rally	اجتماع	rally	None	N;MASC;SG	N;SG
rally	رالی	rally	رالی	N;MASC;SG	N;SG
detalles	جزئیات	detalle	جزئی	N;MASC;PL	N;PL
salto	جهش	salto	None	N;MASC;SG	N;SG
salto	پرش	salto	None	N;MASC;SG	N;SG
salto	پرشی	salto	پرشی	N;MASC;SG	N;SG
salto	اسکیپ	salto	اسکیپ	N;MASC;SG	N;SG
salto	پرش	salto	None	N;MASC;SG	N;SG
salto	سالتو	salto	سالتو	N;MASC;SG	N;SG
salto	پریدن	salto	پریدن	N;MASC;SG	N;SG
state	حالت	state	حالت	N	N;SG
state	استیت	state	استیت	N	N;SG
state	دولت	state	دولت	N	N;SG
state	وضعیت	state	وضعیت	N	N;SG
state	ایالت	state	ایالت	N	N;SG
marine	دریایی	marine	دریا	N	N;SG
marine	مارین	marine	مارین	N	N;SG
bilbao	بیلبائو	bilbao	بیلبائو	N;MASC;SG	N;SG
dictadura	دیکتاتوری	dictadura	دیکتاتوری	N;FEM;SG	N;SG
academy	آکادمی	academy	آکادمی	N	N;SG
academy	فرهنگستان	academy	فرهنگست	N	N;SG
medina	مدینا	medina	مدین	N;FEM;SG	N;SG
medina	مدینه	medina	مدینه	N;FEM;SG	N;SG
difusión	انتشار	difusión	انتشار	N;FEM;SG	N;SG
difusión	پخش	difusión	پخش	N;FEM;SG	N;SG
difusión	مخابره	difusión	None	N;FEM;SG	N;SG
rio	ریو	rio	ریو	N;MASC;SG	N;SG
rio	ریور	rio	ریور	N;MASC;SG	N;SG
rio	رودخانه	rio	رودخانه	N;MASC;SG	N;SG
alcanza	میرسد	alcanzar	میرسد	V;IND;SG;3;PRS;FIN	V;SG;3;PRS
ejecución	اعدام	ejecución	None	N;FEM;SG	N;SG
ejecución	اعدامی	ejecución	اعدامی	N;FEM;SG	N;SG
ejecución	اجرا	ejecución	اجرا	N;FEM;SG	N;SG
ejecución	اجرای	ejecución	اجرا	N;FEM;SG	N;SG
ejecución	اعدامش	ejecución	اعدامش	N;FEM;SG	N;SG
ensayo	مقاله	ensayo	مقاله	N;MASC;SG	N;SG
ensayo	آزمون	ensayo	آزمون	N;MASC;SG	N;SG
ensayo	آزمودن	ensayo	آزمودن	N;MASC;SG	N;SG
ensayo	آزمایش	ensayo	آزمایش	N;MASC;SG	N;SG
ensayo	تست	ensayo	None	N;MASC;SG	N;SG
ensayo	تمرین	ensayo	تمرین	N;MASC;SG	N;SG
ensayo	محاکمه	ensayo	محاکمه	N;MASC;SG	N;SG
ensayo	دادرسی	ensayo	دادرسی	N;MASC;SG	N;SG
ensayo	آزمون	ensayo	آزمون	N;MASC;SG	N;SG
ensayo	آزمایش	ensayo	آزمایش	N;MASC;SG	N;SG
ensayo	تست	ensayo	None	N;MASC;SG	N;SG
boston	بوستون	boston	بوستون	N;MASC;SG	N;SG
reglas	قواعد	regla	None	N;FEM;PL	N;PL
reglas	قوانین	regla	قانون	N;FEM;PL	N;PL
viernes	آدینه	viernes	آدینه	N	N;SG
viernes	جمعه	viernes	جمعه	N	N;SG
suerte	شانس	suerte	شانس	N;FEM;SG	N;SG
golfo	خلیج	golfo	None	N;MASC;SG	N;SG
augusto	آگوستو	augusto	آگوستو	N;MASC;SG	N;SG
augusto	آگوستوس	augusto	آگوستوس	N;MASC;SG	N;SG
yucatán	یوکاتان	yucatán	یوکات	N;MASC;SG	N;SG
mandato	فرمانی	mandato	فرمانی	N;MASC;SG	N;SG
trenes	قطارها	tren	قطار	N;MASC;PL	N;PL
trenes	متقاضیان	tren	متقاضی	N;MASC;PL	N;PL
feria	فر	feria	فر	N;FEM;SG	N;SG
feria	انصاف	feria	انصاف	N;FEM;SG	N;SG
feria	منصف	feria	منصف	N;FEM;SG	N;SG
comida	غذایی	comida	غذا	N;FEM;SG	N;SG
comida	خوراک	comida	خوراک	N;FEM;SG	N;SG
comida	غذا	comida	غذا	N;FEM;SG	N;SG
etapas	مراحل	etapa	مرحله	N;FEM;PL	N;PL
fotos	عکسها	foto	عکس	N;FEM;PL	N;PL
fotos	تصاویر	foto	تصویر	N;FEM;PL	N;PL
fotos	عکسها	foto	عکس	N;FEM;PL	N;PL
amistad	دوستی	amistad	دوستی	N;FEM;SG	N;SG
amistad	رفاقت	amistad	رفاقت	N;FEM;SG	N;SG
extranjeros	بیگانگان	extranjero	بیگانه	N;MASC;PL	N;PL
artillería	توپخانه	artillería	توپخانه	N;FEM;SG	N;SG
concentración	غلظت	concentración	None	N;FEM;SG	N;SG
concentración	کانون	concentración	کانون	N;FEM;SG	N;SG
concentración	تمرکز	concentración	تمرکز	N;FEM;SG	N;SG
máquina	ماشینی	máquina	ماشینی	N;FEM;SG	N;SG
máquina	ماشین	máquina	ماشین	N;FEM;SG	N;SG
máquina	دستگاه	máquina	دستگاه	N;FEM;SG	N;SG
frecuentemente	غالبا	frecuentemente	غالبا	ADV	ADV
frecuentemente	اغلب	frecuentemente	اغلب	ADV	ADV
montes	کوهها	monte	کوه	N;MASC;PL	N;PL
hot	داغ	hot	None	N	N;SG
fruto	میوه	fruto	میوه	N;MASC;SG	N;SG
coche	خودرو	coche	خودرو	N;MASC;SG	N;SG
coche	خودروی	coche	خودرو	N;MASC;SG	N;SG
coche	ماشین	coche	ماشین	N;MASC;SG	N;SG
bernardo	برنارد	bernardo	رفت#رن	N;MASC;SG	N;SG
bernardo	برنار	bernardo	برنار	N;MASC;SG	N;SG
bernardo	برنهارد	bernardo	برن	N;MASC;SG	N;SG
bernardo	برناردو	bernardo	برناردو	N;MASC;SG	N;SG
brasileño	برزیلی	brasileño	برزیلی	N;MASC;SG	N;SG
brasileño	برزیل	brasileño	برزیل	N;MASC;SG	N;SG
terrenos	طرحها	terreno	طرح	N;MASC;PL	N;PL
terrenos	عوارض	terreno	عارضه	N;MASC;PL	N;PL
ceremonia	مراسمی	ceremonia	مراسم	N;FEM;SG	N;SG
ceremonia	مراسمی	ceremonia	مراسم	N;FEM;SG	N;SG
columbia	کلمبیا	columbia	کلمبیا	N;FEM;SG	N;SG
conflictos	درگیریهای	conflicto	درگیری	N;MASC;PL	N;PL
pregunta	سؤال	pregunta	سؤال	N;FEM;SG	N;SG
pregunta	سوال	pregunta	None	N;FEM;SG	N;SG
pregunta	پرسش	pregunta	پرسش	N;FEM;SG	N;SG
drama	درام	drama	درام	N;MASC;SG	N;SG
juez	داوری	juez	داوری	N;SG	N;SG
juez	قاضی	juez	قاضی	N;SG	N;SG
familiares	نزدیکان	familiar	نزدیک	N;MASC;PL	N;PL
familiares	خویشاوندان	familiar	None	N;MASC;PL	N;PL
patrón	الگو	patrón	الگو	N;MASC;SG	N;SG
patrón	حامی	patrón	حامی	N;MASC;SG	N;SG
ala	الا	ala	None		
ala	ala	ala	ala		
taylor	تیلر	taylor	تیلر	N;SG	N;SG
taylor	تایلور	taylor	تایلور	N;SG	N;SG
taylor	تیلور	taylor	تیلور	N;SG	N;SG
sexo	جنسیتی	sexo	جنسیتی	N;MASC;SG	N;SG
sexo	جنسیت	sexo	جنسیت	N;MASC;SG	N;SG
sexo	سکس	sexo	سکس	N;MASC;SG	N;SG
sexo	جنسیت	sexo	جنسیت	N;MASC;SG	N;SG
sexo	جنسی	sexo	جنسی	N;MASC;SG	N;SG
celebración	جشن	celebración	جشن	N;FEM;SG	N;SG
celebración	تجلیل	celebración	None	N;FEM;SG	N;SG
mínimo	کمترین	mínimo	کم	ADJ;MASC;SG	ADJ;RL
mínimo	کمترین	mínimo	کم	ADJ;MASC;SG	ADJ;RL
milán	میلان	milán	None	N;MASC;SG	N;SG
descenso	کاهش	descenso	کاهش	N;MASC;SG	N;SG
descenso	نزول	descenso	نزول	N;MASC;SG	N;SG
viajes	سفرها	viaje	سفر	N;MASC;PL	N;PL
bloqueo	قفل	bloqueo	None	N;MASC;SG	N;SG
bloqueo	محاصره	bloqueo	محاصره	N;MASC;SG	N;SG
bloqueo	بلوکه	bloqueo	بلوکه	N;MASC;SG	N;SG
bloqueo	بلوک	bloqueo	بلوک	N;MASC;SG	N;SG
bloqueo	بلاک	bloqueo	بلاک	N;MASC;SG	N;SG
empleados	کارمندان	empleado	کارمند	N;MASC;PL	N;PL
empleados	کارکنان	empleado	کارکن	N;MASC;PL	N;PL
batallas	نبردهای	batalla	نبرد	N;FEM;PL	N;PL
demanda	مطالبه	demanda	None	N;FEM;SG	N;SG
demanda	تقاضا	demanda	تقاضا	N;FEM;SG	N;SG
demanda	دعوی	demanda	دعوی	N;FEM;SG	N;SG
demanda	دادخواهی	demanda	دادخواهی	N;FEM;SG	N;SG
agrupación	گروهبندی	agrupación	گروهبندی	N;FEM;SG	N;SG
fenómeno	پدیده	fenómeno	پدیده	N;MASC;SG	N;SG
paredes	دیوارها	pared	دیوار	N;FEM;PL	N;PL
paredes	دیوارهای	pared	دیوار	N;FEM;PL	N;PL
muñoz	مونیوز	muñoz	مونیوز	N;MASC;SG	N;SG
muñoz	مونز	muñoz	مونز	N;MASC;SG	N;SG
empleo	جابز	empleo	جابز	N;MASC;SG	N;SG
empleo	شغل	empleo	شغل	N;MASC;SG	N;SG
empleo	کار	empleo	کار	N;MASC;SG	N;SG
empleo	ایوب	empleo	ایوب	N;MASC;SG	N;SG
empleo	استخدام	empleo	استخدام	N;MASC;SG	N;SG
empleo	اشتغال	empleo	اشتغال	N;MASC;SG	N;SG
confederación	متحدین	confederación	None	N;FEM;SG	N;SG
confederación	کنفدراسیون	confederación	کنفدراسیون	N;FEM;SG	N;SG
upper	آپر	upper	آپر	N	N;SG
upper	فوقانی	upper	فوقانی	N	N;SG
cabezas	سرها	cabeza	سر	N;FEM;PL	N;PL
cabezas	سرهای	cabeza	سر	N;FEM;PL	N;PL
misuri	میزوری	misuri	میزوری	N;MASC;SG	N;SG
aniversario	سالگرد	aniversario	سالگرد	N;MASC;SG	N;SG
niña	دختری	niña	None	N;FEM;SG	N;SG
niña	دختر	niña	دختر	N;FEM;SG	N;SG
niña	کودک	niña	کودک	N;FEM;SG	N;SG
niña	فرزند	niña	فرزند	N;FEM;SG	N;SG
niña	بچه	niña	بچه	N;FEM;SG	N;SG
terremoto	زلزله	terremoto	زلزله	N;MASC;SG	N;SG
casco	کلاه	casco	کلاه	N;MASC;SG	N;SG
casco	هال	casco	هال	N;MASC;SG	N;SG
casco	بدنه	casco	بدنه	N;MASC;SG	N;SG
factor	فاکتور	factor	فاکتور	N;MASC;SG	N;SG
factor	عامل	factor	عامل	N;MASC;SG	N;SG
hollywood	هالیوود	hollywood	هالیوود	N;MASC;SG	N;SG
hollywood	هالیوودی	hollywood	هالیوودی	N;MASC;SG	N;SG
suma	مجموع	suma	مجموع	N;FEM;SG	N;SG
suma	مبلغ	suma	مبلغ	N;FEM;SG	N;SG
oxford	آکسفورد	oxford	آکسفورد	N;MASC;SG	N;SG
gonzalo	گونزالو	gonzalo	گونزالو	N;MASC;SG	N;SG
buque	مجرا	buque	None	N;MASC;SG	N;SG
buque	سفینه	buque	سفینه	N;MASC;SG	N;SG
buque	کشتی	buque	کشتی	N;MASC;SG	N;SG
ausencia	غیبت	ausencia	غیبت	N;FEM;SG	N;SG
ausencia	غیاب	ausencia	None	N;FEM;SG	N;SG
lanza	لنس	lanza	لنس	N;FEM;SG	N;SG
lanza	نیزه	lanza	نیزه	N;FEM;SG	N;SG
lanza	اسپیر	lanza	اسپیر	N;FEM;SG	N;SG
wheeler	ویلر	wheeler	ویلر	N;SG	N;SG
coalición	ائتلاف	coalición	ائتلاف	N;FEM;SG	N;SG
naves	کشتیها	nave	کشتی	N;FEM;PL	N;PL
naves	رگها	nave	رگ	N;FEM;PL	N;PL
realización	فهم	realización	فهم	N;FEM;SG	N;SG
realización	تحقق	realización	تحقق	N;FEM;SG	N;SG
interna	داخلی	interno	داخلی	ADJ;FEM;SG	ADJ
interna	درونی	interno	درونی	ADJ;FEM;SG	ADJ
personalidad	شخصیت	personalidad	شخصیت	N;FEM;SG	N;SG
personalidad	شخصیتی	personalidad	شخصیت	N;FEM;SG	N;SG
totalidad	کلیت	totalidad	کلیت	N;FEM;SG	N;SG
flor	شکوفه	flor	شکوفه	N;FEM;SG	N;SG
flor	فلور	flor	فلور	N;FEM;SG	N;SG
flor	گل	flor	گل	N;FEM;SG	N;SG
flor	شکوفه	flor	شکوفه	N;FEM;SG	N;SG
flor	فلاور	flor	فلاور	N;FEM;SG	N;SG
jardines	باغها	jardín	باغ	N;MASC;PL	N;PL
muro	دیواری	muro	دیواری	N;MASC;SG	N;SG
muro	دیوار	muro	دیوار	N;MASC;SG	N;SG
grados	مراتب	grado	مراتب	N;MASC;PL	N;PL
santuario	پناهگاه	santuario	پناهگاه	N;MASC;SG	N;SG
santuario	محراب	santuario	None	N;MASC;SG	N;SG
santuario	حرم	santuario	حرم	N;MASC;SG	N;SG
santuario	عبادتگاه	santuario	عبادتگاه	N;MASC;SG	N;SG
santuario	معبد	santuario	None	N;MASC;SG	N;SG
santuario	زیارتگاه	santuario	زیارتگاه	N;MASC;SG	N;SG
destrucción	تخریب	destrucción	تخریب	N;FEM;SG	N;SG
destrucción	هلاکت	destrucción	هلاکت	N;FEM;SG	N;SG
destrucción	نابودی	destrucción	نابودی	N;FEM;SG	N;SG
destrucción	خرابی	destrucción	خرابی	N;FEM;SG	N;SG
destrucción	ویرانی	destrucción	None	N;FEM;SG	N;SG
empresario	کارآفرین	empresario	کارآفرین	N;MASC;SG	N;SG
empresario	کارفرما	empresario	None	N;MASC;SG	N;SG
empresario	کارفرمای	empresario	None	N;MASC;SG	N;SG
empresario	کارآفرین	empresario	کارآفرین	N;MASC;SG	N;SG
empresario	کاسب	empresario	کاسب	N;MASC;SG	N;SG
entrenamiento	آموزش	entrenamiento	آموزش	N;MASC;SG	N;SG
entrenamiento	تمرین	entrenamiento	تمرین	N;MASC;SG	N;SG
entrenamiento	تعلیم	entrenamiento	تعلیم	N;MASC;SG	N;SG
entrenamiento	اموزش	entrenamiento	اموزش	N;MASC;SG	N;SG
propietario	مالک	propietario	مالک	N;MASC;SG	N;SG
propietario	صاحب	propietario	صاحب	N;MASC;SG	N;SG
propietario	صاحبش	propietario	صاحبش	N;MASC;SG	N;SG
claramente	آشکارا	claramente	آشکارا	ADV	ADV
pasos	گامهای	paso	گام	N;MASC;PL	N;PL
descubrimiento	اکتشاف	descubrimiento	اکتشاف	N;MASC;SG	N;SG
descubrimiento	دیسکاوری	descubrimiento	دیسکاوری	N;MASC;SG	N;SG
descubrimiento	کشف	descubrimiento	کشف	N;MASC;SG	N;SG
retirada	بازنشست	retirada	بازنشست	N;FEM;SG	N;SG
retirada	نشینی	retirada	نشینی	N;FEM;SG	N;SG
ciclista	cyclist	ciclista	cyclist	N;SG	N;SG
catálogo	فهرست	catálogo	فهرست	N;MASC;SG	N;SG
catálogo	کاتالوگ	catálogo	کاتالوگ	N;MASC;SG	N;SG
catálogo	فهرست	catálogo	فهرست	N;MASC;SG	N;SG
revisión	مرور	revisión	مرور	N;FEM;SG	N;SG
revisión	بازبینی	revisión	بازبینی	N;FEM;SG	N;SG
revisión	بازدید	revisión	None	N;FEM;SG	N;SG
revisión	بازبینی	revisión	بازبینی	N;FEM;SG	N;SG
tarea	تکلیف	tarea	تکلیف	N;FEM;SG	N;SG
tarea	تکلیف	tarea	تکلیف	N;FEM;SG	N;SG
extranjero	alien	extranjero	alien	N;MASC;SG	N;SG
extranjero	فضایی	extranjero	فضا	N;MASC;SG	N;SG
divisiones	تقسیمات	división	تقسیمه	N;FEM;PL	N;PL
divisiones	بخشها	división	بخش	N;FEM;PL	N;PL
vieja	کهنه	viejo	کهنه	ADJ;FEM;SG	ADJ
espectáculo	نمایش	espectáculo	نمایش	N;MASC;SG	N;SG
journal	ژورنال	journal	ژورنال	N;SG	N;SG
journal	مجله	journal	مجله	N;SG	N;SG
journal	نشریه	journal	نشریه	N;SG	N;SG
grave	جدی	grave	جدی	ADJ;SG	ADJ
héctor	هکتور	héctor	هکتور	N;MASC;SG	N;SG
habana	هاوانا	habanar	None	N;FEM;SG	N;SG
habana	habana	habanar	habana	N;FEM;SG	N;SG
punk	ولگرد	punk	ولگرد	N;SG	N;SG
punk	پانک	punk	پانک	N;SG	N;SG
organismo	ارگانیسم	organismo	ارگانیسم	N;MASC;SG	N;SG
organismo	ارگانیزم	organismo	ارگانیزم	N;MASC;SG	N;SG
encuentros	جلسات	encuentro	None	N;MASC;PL	N;PL
auto	خودکار	auto	خودکار	N;MASC;SG	N;SG
auto	نفس	auto	نفس	N;MASC;SG	N;SG
auto	خودرو	auto	خودرو	N;MASC;SG	N;SG
auto	خودروی	auto	خودرو	N;MASC;SG	N;SG
auto	ماشین	auto	ماشین	N;MASC;SG	N;SG
columnas	ستونها	columna	ستون	N;FEM;PL	N;PL
columnas	ستونهای	columna	ستون	N;FEM;PL	N;PL
incluida	شامل	incluido	شامل	ADJ;FEM;SG;V.PTCP	ADJ
comunicaciones	ارتباطات	comunicación	ارتباط	N;FEM;PL	N;PL
comunicaciones	آیات	comunicación	None	N;FEM;PL	N;PL
elena	هلنا	eleno	هلنا	N;FEM;SG	N;SG
elena	الینا	eleno	الینا	N;FEM;SG	N;SG
elena	النا	eleno	النا	N;FEM;SG	N;SG
elena	هلن	eleno	هلن	N;FEM;SG	N;SG
racing	مسابقه	racing	مسابقه	N;MASC;SG	N;SG
secciones	بخشهای	sección	بخش	N;FEM;PL	N;PL
secciones	بخشها	sección	بخش	N;FEM;PL	N;PL
guzmán	گوزمان	guzmán	گوزمان	N;MASC;SG	N;SG
tesis	تز	tesis	تز	N;FEM	N;SG
conexión	ارتباط	conexión	ارتباط	N;FEM;SG	N;SG
conexión	اتصال	conexión	اتصال	N;FEM;SG	N;SG
conexión	اتصال	conexión	اتصال	N;FEM;SG	N;SG
