ansässig	مقيمة	ansässig	مُقَيَّمَة	ADJ	ADJ;NOM;INDF;FEM;SG
abwarten	انتظروا	abwarten	اِنتَظَر	V;NFIN	V;PFV;MASC;PL;3;ACT
nominierungen	المرشحون	nominierung	مُرَشَّح	N;NOM;FEM;PL	N;NOM;DEF;PL
nominierungen	ترشيحات	nominierung	تَرشِيح	N;NOM;FEM;PL	N;NOM;INDF;PL
nominierungen	الترشيحات	nominierung	تَرشِيح	N;NOM;FEM;PL	N;NOM;DEF;PL
sauber	نظيفة	sauber	نَظِيف	ADJ	ADJ;NOM;INDF;FEM;SG
heilig	المقدسة	heilig	مُقَدَّس	ADJ	ADJ;NOM;DEF;FEM;SG
heilig	مقدسة	heilig	مُقَدَّس	ADJ	ADJ;NOM;INDF;FEM;SG
heilig	مقدس	heilig	مَقدَس	ADJ	ADJ;NOM;INDF;MASC;SG
heilig	المقدسة	heilig	مُقَدَّس	ADJ	ADJ;NOM;DEF;FEM;SG
heilig	مقدس	heilig	مَقدَس	ADJ	ADJ;NOM;INDF;MASC;SG
geholfen	ساعدت	helfen	سَاعَد	V;V.PTCP	V;PFV;FEM;SG;3;ACT
ergänzungen	يكمل	ergänzung	أَكمَل	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
trennt	يفصل	trennen	فَصَل	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
verbundene	المنتسبة	verbunden	مُنتَسِب	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
verbundene	المرتبط	verbunden	مُرتَبِط	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
verbundene	متصلة	verbunden	مُتَّصِل	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
verbundene	متصل	verbunden	مُتَّصِل	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
verbundene	مرتبطة	verbunden	مُرتَبِط	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
verbundene	مرتبط	verbunden	مُرتَبِط	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
umfassend	شاملة	umfassend	شَامِل	ADJ	ADJ;NOM;INDF;FEM;SG
umfassend	شامل	umfassend	شَامِل	ADJ	ADJ;NOM;INDF;MASC;SG
variiert	تختلف	variieren	اِختَلَف	V;V.PTCP	V;IPFV;FEM;IND;SG;3;FIN;ACT
realen	حقيقي	real	حَقِيقِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
realen	حقيقية	real	حَقِيقِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
abwesenheit	غائبة	abwesenheit	غَائِبَة	ADJ	ADJ;NOM;INDF;FEM;SG
abwesenheit	غائب	abwesenheit	غَائِب	ADJ	ADJ;NOM;INDF;MASC;SG
abwesenheit	غائبا	abwesenheit	غَائِب	ADJ	ADJ;ACC;INDF;MASC;SG
bezahlen	ادفع	bezahlen	أَدفَع	V;NFIN	V;MASC;IMP;SG;FIN
bezahlen	دفع	bezahlen	دَفَع	V;NFIN	V;PFV;MASC;SG;3;ACT
pädagogischen	تربوية	pädagogisch	تَربَوِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
durchquert	عبرت	durchqueren	عَبَر	V;V.PTCP	V;PFV;FEM;SG;3;ACT
ausgegeben	قضيت	ausgeben	قَضَى	V;V.PTCP	V;PFV;FEM;SG;3;ACT
gewährt	منحت	gewähren|währen	مَنَح	V;V.PTCP	V;PFV;FEM;SG;3;ACT
gewährt	منح	gewähren|währen	مَنَح	V;V.PTCP	V;PFV;MASC;SG;3;ACT
festgehalten	عقدت	festhalten	عَقَد	V;V.PTCP	V;PFV;FEM;SG;3;PASS
repräsentiert	يمثل	repräsentieren	مَثَّل	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
stärksten	الاقوى	stark	أَقوَى	ADJ	ADJ;NOM;DEF;MASC;SG
prägte	صاغ	prägen	صَاغّ	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
entnommen	استخرجت	entnehmen	اِستَخرَج	V;V.PTCP	V;PFV;FEM;SG;3;ACT
attentat	اغتيال	attentaben	اِغتِيَال	N;NOM;SG	N;NOM;INDF;SG
attentat	الاغتيال	attentaben	اِغتِيَال	N;NOM;SG	N;NOM;DEF;SG
gezeichnet	اشتركت	zeichnen	اِشتَرَك	V;V.PTCP	V;PFV;FEM;SG;3;ACT
gesichtet	رصدت	sichten	رَصَد	V;V.PTCP	V;PFV;FEM;SG;3;ACT
gesichtet	شوهد	sichten	شوهد	V;V.PTCP	V;PFV;MASC;SG;3;ACT
gesichtet	شوهدت	sichten	شَاهَد	V;V.PTCP	V;PFV;FEM;SG;3;ACT
endgültigen	النهائي	endgültig	نِهَائِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
unrecht	خاطئ	unrecht	خَاطِئ	ADJ	ADJ;NOM;INDF;MASC;SG
diplomatischen	دبلوماسية	diplomatisch	دِبلُومَاسِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
diplomatischen	دبلوماسي	diplomatisch	دِبلُومَاسِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
diplomatischen	دبلوماسية	diplomatisch	دِبلُومَاسِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
ware	السلعة	sein	سُلعَة	N;NOM;SG	N;NOM;DEF;SG
ware	سلعة	sein	سِلعَة	N;NOM;SG	N;NOM;INDF;SG
ware	البضاعة	sein	بِضَاعَة	N;NOM;SG	N;NOM;DEF;SG
ware	بضاعة	sein	بِضَاعَة	N;NOM;SG	N;NOM;INDF;SG
kantone	الكانتونات	kanton	الكانتونات	N;NOM;FEM;PL	N;NOM;DEF;PL
schicken	ارسل	schicken	أَرسَل	V;NFIN	V;PFV;MASC;SG;3;ACT
stärken	يقوي	stärken	قَوَّى	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
elektronik	الالكترونيات	elektronik	إِلِكترُونِيّ	ADJ	ADJ;NOM;DEF;FEM;PL
elektronik	الالكتروني	elektronik	إِلِكترُونِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
elektronik	الكتروني	elektronik	إِلِكترُونِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
elektronik	الالكترونية	elektronik	إِلِكترُونِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
elektronik	الكترونية	elektronik	إِلِكترُونِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
elektronik	الكترونيا	elektronik	كِترُونِيَا	ADJ	ADJ;ACC;INDF;MASC;SG
flüssen	الانهار	flüssen	إِنهَار	N;NOM;FEM;PL	N;NOM;DEF;PL
unterhaltung	المحادثة	unterhaltung	مُحَادَثَة	N;NOM;SG	N;NOM;DEF;SG
unterhaltung	محادثة	unterhaltung	محادثة	N;NOM;SG	N;NOM;INDF;SG
unterhaltung	ترفيه	unterhaltung	تَرفِيه	N;NOM;SG	N;NOM;INDF;SG
unterhaltung	الترفيه	unterhaltung	تَرفِيه	N;NOM;SG	N;NOM;DEF;SG
unterhaltung	تسلية	unterhaltung	تَسلِيَة	N;NOM;SG	N;NOM;INDF;SG
festgenommen	اعتقل	festnehmen	اِعتَقَل	V;V.PTCP	V;PFV;MASC;SG;3;PASS
konstruiert	شيدت	konstruieren	شَيَّد	V;V.PTCP	V;PFV;FEM;SG;3;PASS
nationalparks	حدائق	nationalparks	حَدِيقَة	N;NOM;PL	N;NOM;INDF;PL
nationalparks	الحدائق	nationalparks	حَدِيقَة	N;NOM;PL	N;NOM;DEF;PL
aktiver	نشطة	aktiv	نَشَاط	ADJ	ADJ;NOM;INDF;FEM;SG
aktiver	نشط	aktiv	نَشِط	ADJ	ADJ;NOM;INDF;MASC;SG
fluggesellschaft	حاملة	fluggesellschaft	حَامِل	ADJ	ADJ;NOM;INDF;FEM;SG
liberale	الليبراليين	liberal	لِيبِرَالِيّ	ADJ;NOM;FEM;PL	ADJ;NOM;DEF;MASC;PL
gross	الاجمالي	groß	إِجمَالِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
durchzusetzen	فرض	durchsetzen	فَرَض	V;NFIN	V;PFV;MASC;SG;3;ACT
vertreibung	طرد	vertreibung	طَرد	N;NOM;FEM;SG	N;NOM;INDF;SG
vertreibung	الطرد	vertreibung	طَرد	N;NOM;FEM;SG	N;NOM;DEF;SG
vertreibung	التشرد	vertreibung	تَشَرُّد	N;NOM;FEM;SG	N;NOM;DEF;SG
vertreibung	ازاحة	vertreibung	إِزَاحَة	N;NOM;FEM;SG	N;NOM;INDF;SG
anbindung	الربط	anbindung	رَبط	N;SG	N;NOM;DEF;SG
liberal	الليبراليين	liberal	لِيبِرَالِيّ	ADJ	ADJ;NOM;DEF;MASC;PL
liberal	الليبرالي	liberal	لِيبِرَالِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
nah	قريب	nah	قَرِيب	ADJ	ADJ;NOM;INDF;MASC;SG
nah	الوثيق	nah	وَثِيق	ADJ	ADJ;NOM;DEF;MASC;SG
nah	مقرب	nah	مقرب	ADJ	ADJ;NOM;INDF;MASC;SG
höhlen	الكهوف	höhlen	كَهف	N;NOM;PL	N;NOM;DEF;PL
harten	صعب	hart	صَعب	ADJ	ADJ;NOM;INDF;MASC;SG
harten	صعبة	hart	صَعب	ADJ	ADJ;NOM;INDF;FEM;SG
harten	قاسية	hart	قَاسِي	ADJ	ADJ;NOM;INDF;FEM;SG
kopieren	علم	kopieren	عَلِم	V;NFIN	V;PFV;MASC;SG;3;ACT
kopieren	انسخ	kopieren	انسخ	V;NFIN	V;MASC;IMP;SG;FIN
verstärkte	عزز	verstärken	عَزَّز	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
verstärkte	عزز	verstärken	عَزَّز	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
singt	يغني	singen	غَنَّى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
singt	تغني	singen	غَنِيّ	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
singt	يغني	singen	غَنَّى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
singt	تغني	singen	غَنِيّ	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
singt	يغني	singen	غَنَّى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
fertigung	الصنع	Fertigung	صَنع	N;NOM;FEM;SG	N;NOM;DEF;SG
fertigung	تصنيع	Fertigung	تَصنِيع	N;NOM;FEM;SG	N;NOM;INDF;SG
fertigung	التصنيع	Fertigung	تَصنِيع	N;NOM;FEM;SG	N;NOM;DEF;SG
fertigung	الانتاج	Fertigung	إِنتَاج	N;NOM;FEM;SG	N;NOM;DEF;SG
fertigung	انتاج	Fertigung	إِنتَاج	N;NOM;FEM;SG	N;NOM;INDF;SG
fertigung	تصنيع	Fertigung	تَصنِيع	N;NOM;FEM;SG	N;NOM;INDF;SG
fertigung	التصنيع	Fertigung	تَصنِيع	N;NOM;FEM;SG	N;NOM;DEF;SG
fertigung	تلفيق	Fertigung	تَلفِيق	N;NOM;FEM;SG	N;NOM;INDF;SG
erlassen	تسن	erlassen	سَنّ	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
erlassen	اعتمدت	erlassen	اِعتَمَد	V;NFIN	V;PFV;FEM;SG;3;ACT
gelebt	عشت	peben	عَشَى	V;V.PTCP	V;PFV;MASC;SG;2;ACT
maschinenbau	ميكانيكي	maschinenbau	مِيكَانِيكِي	ADJ	ADJ;NOM;INDF;MASC;SG
maschinenbau	ميكانيكية	maschinenbau	مِيكَانِيكِيَّة	ADJ	ADJ;NOM;INDF;FEM;SG
verziert	زينت	verzieren	زينت	V;V.PTCP	V;PFV;FEM;SG;3;ACT
einigung	التوحيد	einigung	تَوحِيد	N;NOM;FEM;SG	N;NOM;DEF;SG
einigung	توحيد	einigung	تَوحِيد	N;NOM;FEM;SG	N;NOM;INDF;SG
ringen	تصارع	ringen	تَصَارُع	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
zentren	مراكز	zentren	مَركَز	N	N;NOM;INDF;PL
zentren	المراكز	zentren	مَركَز	N	N;NOM;DEF;PL
zentren	مراكز	zentren	مَركَز	N	N;NOM;INDF;PL
zentren	المراكز	zentren	مَركَز	N	N;NOM;DEF;PL
kommerziell	التجاري	kommerziell	تِجَارِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
kommerziell	تجاري	kommerziell	تِجَارِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
kommerziell	تجارية	kommerziell	تِجَارِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
überschritten	عبرت	überschreiten	عَبَر	V;V.PTCP	V;PFV;FEM;SG;3;ACT
überschritten	تجاوز	überschreiten	تَجَاوَز	V;V.PTCP	V;PFV;MASC;SG;3;ACT
angekommen	وصل	ankommen	وَصَل	V;V.PTCP	V;PFV;MASC;SG;3;ACT
angekommen	وصلت	ankommen	وَصَل	V;V.PTCP	V;PFV;FEM;SG;3;ACT
tödlich	مميت	tödlich	مُمَيَّت	ADJ	ADJ;NOM;INDF;MASC;SG
geworfen	رمى	werfen	رَمَى	V;V.PTCP	V;PFV;MASC;SG;3;ACT
geworfen	رميت	werfen	رَمَى	V;V.PTCP	V;PFV;FEM;SG;3;ACT
geworfen	القى	werfen	أَلقَى	V;V.PTCP	V;PFV;MASC;SG;3;ACT
zufrieden	مسرور	zufrieden	مَسرُور	ADJ	ADJ;NOM;INDF;MASC;SG
zufrieden	راضية	zufrieden	رَاضِي	ADJ	ADJ;NOM;INDF;FEM;SG
zufrieden	سعيدة	zufrieden	سَعِيد	ADJ	ADJ;NOM;INDF;FEM;SG
widerspricht	يتناقض	widersprechen	تَنَاقَض	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
widerspricht	يناقض	widersprechen	نَاقَض	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
eroberte	غزا	erobern	غَز	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
gehirn	الدماغ	gehern	دِمَاغ	N;NOM;SG	N;NOM;DEF;SG
gehirn	دماغ	gehern	دماغ	N;NOM;SG	N;NOM;INDF;SG
gehirn	المخ	gehern	مُخّ	N;NOM;SG	N;NOM;DEF;SG
begegnet	واجهت	begegnen	وَاجَه	V;V.PTCP	V;PFV;FEM;SG;3;ACT
empfehlen	اقترح	empfehlen	اِقتَرَح	V;NFIN	V;PFV;MASC;SG;3;ACT
empfehlen	نقترح	empfehlen	نقترح	V;NFIN	V;IPFV;MASC;IND;PL;1;FIN;ACT
empfehlen	توصي	empfehlen	أَوصَى	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
empfehlen	يوصي	empfehlen	أَوصَى	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
fazit	الخلاصة	fazit	خَلَاصَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
fazit	خاتمة	fazit	خاتمة	N;NOM;NEUT;SG	N;NOM;INDF;SG
fazit	الخاتمة	fazit	خَاتِم	N;NOM;NEUT;SG	N;NOM;DEF;SG
fazit	الختام	fazit	خِتَام	N;NOM;NEUT;SG	N;NOM;DEF;SG
fazit	استنتاج	fazit	اِستِنتَاج	N;NOM;NEUT;SG	N;NOM;INDF;SG
fazit	الاستنتاج	fazit	اِستِنتَاج	N;NOM;NEUT;SG	N;NOM;DEF;SG
montiert	شنت	montieren	شَنّ	V;V.PTCP	V;PFV;FEM;SG;3;ACT
montiert	جمعت	montieren	جَمَع	V;V.PTCP	V;PFV;FEM;SG;3;ACT
konzentrieren	ركز	konzentrieren	رَكَّز	V;NFIN	V;PFV;MASC;SG;3;ACT
industrialisierung	تصنيع	industrialisierung	تَصنِيع	N;NOM;FEM;SG	N;NOM;INDF;SG
industrialisierung	التصنيع	industrialisierung	تَصنِيع	N;NOM;FEM;SG	N;NOM;DEF;SG
überquert	عبرت	überqueren	عَبَر	V;V.PTCP	V;PFV;FEM;SG;3;ACT
entkommen	هربت	entkommen	هَرَب	V;NFIN	V;PFV;FEM;SG;3;ACT
entkommen	هرب	entkommen	هَرَب	V;NFIN	V;PFV;MASC;SG;3;ACT
senkrecht	عمودي	senkrecht	عمودي	ADJ	ADJ;NOM;INDF;MASC;SG
senkrecht	عمودي	senkrecht	عمودي	ADJ	ADJ;NOM;INDF;MASC;SG
senkrecht	عمودية	senkrecht	عمودية	ADJ	ADJ;NOM;INDF;FEM;SG
gekürzt	قصرت	kürzen	قَصَر	V;V.PTCP	V;PFV;FEM;SG;3;ACT
aufgerufen	دعا	aufrufen	دَعَا	V;V.PTCP	V;PFV;MASC;SG;3;ACT
aufgerufen	اتصلت	aufrufen	اِتَّصَل	V;V.PTCP	V;PFV;FEM;SG;3;ACT
warte	تنتظر	wart	اِنتَظَر	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
skandal	فضيحة	skandal	فَضِيحَة	N	N;NOM;INDF;SG
skandal	الفضيحة	skandal	فَضِيح	N	N;NOM;DEF;SG
fördert	يشجع	fördern	شَجَّع	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
fördert	تشجع	fördern	شَجَّع	V;V.PTCP	V;IPFV;FEM;IND;SG;3;FIN;ACT
fördert	يروج	fördern	رَاج	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
fördert	يشجع	fördern	شَجَّع	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
mächtigen	قوي	mächtig	قَوِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
mächtigen	قوية	mächtig	قَوِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
blockiert	تسد	blockieren	سَدّ	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
engagements	الاشتباكات	engagements	اِشتِبَاك	N;NOM;NEUT;PL	N;NOM;DEF;PL
engagements	ارتباطات	engagements	اِرتِبَاط	N;NOM;NEUT;PL	N;NOM;INDF;PL
engagements	الارتباطات	engagements	اِرتِبَاط	N;NOM;NEUT;PL	N;NOM;DEF;PL
engagements	المشاركات	engagements	المشاركات	N;NOM;NEUT;PL	N;NOM;DEF;PL
fünfter	خامس	fünft	خَامِس	ADJ	ADJ;NOM;INDF;MASC;SG
fünfter	الخامس	fünft	خَامِس	ADJ	ADJ;NOM;DEF;MASC;SG
fünfter	الخامسة	fünft	خَامِس	ADJ	ADJ;NOM;DEF;FEM;SG
fächer	المعجبين	fach	مَعجِب	ADJ	ADJ;ACC;DEF;MASC;PL
fächer	معجبين	fach	مُعَجِّب	ADJ	ADJ;NOM;INDF;MASC;PL
fächer	المقصورات	fach	مَقصُور	ADJ	ADJ;NOM;DEF;FEM;PL
gefährdung	المخاطرة	gefährdung	مُخَاطَرَة	N;FEM;SG	N;NOM;DEF;SG
gefährdung	مخاطرة	gefährdung	مُخَاطَرَة	N;FEM;SG	N;NOM;INDF;SG
gefährdung	الخطر	gefährdung	خَطَر	N;FEM;SG	N;NOM;DEF;SG
gefährdung	خطر	gefährdung	خَطَر	N;FEM;SG	N;NOM;INDF;SG
gefährdung	الاخطار	gefährdung	خَطَر	N;FEM;SG	N;NOM;DEF;SG
begeistert	متحمسة	begeistern	مُتَحَمِّس	ADJ	ADJ;NOM;INDF;FEM;SG
begeistert	متحمسين	begeistern	مُتَحَمِّس	ADJ	ADJ;NOM;INDF;MASC;PL
begeistert	متحمس	begeistern	مُتَحَمِّس	ADJ	ADJ;NOM;INDF;MASC;SG
treu	مخلص	treu	مُخَلَّص	ADJ	ADJ;NOM;INDF;MASC;SG
treu	مخلص	treu	مُخَلَّص	ADJ	ADJ;NOM;INDF;MASC;SG
treu	المؤمنين	treu	مُؤَمِّن	ADJ	ADJ;NOM;DEF;MASC;PL
treu	مخلصة	treu	مخلصة	ADJ	ADJ;NOM;INDF;FEM;SG
nachdenken	تفكر	nachdenken	فَكَّر	V;NFIN	V;IPFV;MASC;IND;SG;2;FIN;ACT
gemeinsames	مشتركة	gemeinsam	مُشتَرَك	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
gemeinsames	شائعة	gemeinsam	شَائِعَة	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
gemeinsames	شائع	gemeinsam	شَائِع	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
handschriften	المخطوطات	handschreifen	مَخطُوط	N	N;NOM;DEF;PL
werkzeug	الاداة	werkzeug	إِدَاةَة	N;NOM;SG	N;NOM;DEF;SG
werkzeug	اداة	werkzeug	إِدَاةَ	N;NOM;SG	N;NOM;INDF;SG
werkzeug	المنفعة	werkzeug	مَنفَعَة	N;NOM;SG	N;NOM;DEF;SG
werkzeug	الفائدة	werkzeug	فَائِدَة	N;NOM;SG	N;NOM;DEF;SG
unvollständig	ناقصة	unvollständig	نَاقِصَة	ADJ	ADJ;NOM;INDF;FEM;SG
umstellung	تحويل	umstellung	تَحوِيل	N;NOM;FEM;SG	N;NOM;INDF;SG
umstellung	التحويل	umstellung	تَحوِيل	N;NOM;FEM;SG	N;NOM;DEF;SG
zerstören	دمر	zerstören	دَمَّر	V;NFIN	V;PFV;MASC;SG;3;ACT
ausgenommen	يستبعد	ausgenommen	اِستَبعَد	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
anschlag	هجوم	anschlagen	هُجُوم	N;SG	N;NOM;INDF;SG
anschlag	الهجوم	anschlagen	هُجُوم	N;SG	N;NOM;DEF;SG
anschlag	اغتيال	anschlagen	اِغتِيَال	N;SG	N;NOM;INDF;SG
anschlag	الاغتيال	anschlagen	اِغتِيَال	N;SG	N;NOM;DEF;SG
anschlag	الهجوم	anschlagen	هُجُوم	N;SG	N;NOM;DEF;SG
anschlag	الاعتداء	anschlagen	اِعتِدَاء	N;SG	N;NOM;DEF;SG
anschlag	اعتداء	anschlagen	اِعتِدَاء	N;SG	N;NOM;INDF;SG
anschlag	التفجير	anschlagen	تَفجِير	N;SG	N;NOM;DEF;SG
anschlag	قصف	anschlagen	قَصف	N;SG	N;NOM;INDF;SG
anschlag	القصف	anschlagen	قَصف	N;SG	N;NOM;DEF;SG
anschlag	تفجير	anschlagen	تَفجِير	N;SG	N;NOM;INDF;SG
heimlich	سرية	heimlich	سِرِّيّ	ADJ	ADJ;NOM;INDF;FEM;SG
droht	يهدد	drohen	هَدَّد	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
verbracht	قضيت	verbringen	قَضَى	V;V.PTCP	V;PFV;FEM;SG;3;ACT
professionellen	مهنية	professionell	مِهنِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
professionellen	مهني	professionell	مِهنِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
professionellen	محترف	professionell	مُحتَرَف	ADJ	ADJ;NOM;INDF;MASC;SG
professionellen	احترافية	professionell	احترافية	ADJ	ADJ;NOM;INDF;FEM;SG
geistes	الروح	geist	رُوح	N;NOM;NEUT;SG	N;NOM;DEF;SG
unmittelbaren	الفوري	unmittelbar	فَورِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
unmittelbaren	فوري	unmittelbar	فَورِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
gewährleistet	يكفل	gewährleisten	كَفَل	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
optisch	بصرية	optisch	بَصَرِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
optisch	البصرية	optisch	بَصَرِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
optisch	بصرية	optisch	بَصَرِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
hinzufügen	يضاف	hinfügen	أَضَاف	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
hinzufügen	نضيف	hinfügen	أَضَاف	V;NFIN	V;IPFV;MASC;IND;PL;1;FIN;ACT
statuen	تماثيل	statu	تِمثَال	N;NOM;FEM;PL	N;NOM;INDF;PL
statuen	التماثيل	statu	تَمثِيل	N;NOM;FEM;PL	N;NOM;DEF;PL
verehrt	يعبد	verehren	عَبِد	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
flog	طارت	fliegen	طَار	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
flog	طار	fliegen	طَار	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
betrag	المبلغ	betragen	مَبلَغ	N	N;NOM;DEF;SG
betrag	المبلغ	betragen	مَبلَغ	N	N;NOM;DEF;SG
betrag	مبلغ	betragen	مَبلَغ	N	N;NOM;INDF;SG
blind	عمياء	blind	عَمِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
geltenden	ينطبق	geltend	اِنطَبَق	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
beamte	مسؤولين	beamt	مَسؤُول	N;NOM;FEM;PL	N;NOM;INDF;PL
beamte	المسؤولين	beamt	مَسؤُول	N;NOM;FEM;PL	N;NOM;DEF;PL
beamte	ضباط	beamt	ضَابِط	N;NOM;FEM;PL	N;NOM;INDF;PL
beamte	الضباط	beamt	ضَابِط	N;NOM;FEM;PL	N;NOM;DEF;PL
regierte	حكمت	regieren	حَكَم	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
amerikanisches	امريكية	amerikanisch	أَمرِيكِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
amerikanisches	امريكي	amerikanisch	أَمرِيكِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
zusammenstellung	التجميع	zusammenstellung	تَجمِيع	N;NOM;FEM;SG	N;NOM;DEF;SG
zusammenstellung	تجميع	zusammenstellung	تَجمِيع	N;NOM;FEM;SG	N;NOM;INDF;SG
neutralen	محايدة	neutral	مُحَايَدَة	ADJ	ADJ;NOM;INDF;FEM;SG
täglichen	يوميا	täglich	يَومِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
hölzerne	خشبية	hölzern	خَشَبِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
hölzerne	خشبي	hölzern	خشبي	ADJ	ADJ;NOM;INDF;MASC;SG
verhältnismäßig	متناسبة	verhältnismäßig	مُتَنَاسِب	ADJ	ADJ;NOM;INDF;FEM;SG
verhältnismäßig	متناسب	verhältnismäßig	مُتَنَاسِب	ADJ	ADJ;NOM;INDF;MASC;SG
verhältnismäßig	نسبيا	verhältnismäßig	نِسبِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
brechen	تكسر	brechen	كَسَّر	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
brechen	تكسر	brechen	كَسَّر	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
brechen	ينكسر	brechen	اِنكَسَر	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
treiben	تطفو	treiben	طَفَا	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
treiben	يطفو	treiben	طَفَا	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
treiben	تنجرف	treiben	تَنَجُّف	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
gesetzlich	قانونيا	gesetzlich	قَانُونِيَا	ADJ	ADJ;ACC;INDF;MASC;SG
handwerker	الحرفيين	handwerker	حَرفِيّ	ADJ	ADJ;NOM;DEF;MASC;PL
handwerker	الحرفيين	handwerker	حَرفِيّ	ADJ	ADJ;NOM;DEF;MASC;PL
