catégorie	категорія	catégorie	категорія	N;FEM;SG	N;INAN;NOM;FEM;SG
déclaré	заявила	déclarer	заявити	V;MASC;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
déclaré	оголосив	déclarer	оголосити	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
présidentielle	президентський	présidentiel	президентський	ADJ;FEM;SG	ADJ;NOM;MASC;SG
compter	рахувати	compter	рахувати	V;NFIN	V;IPFV;NFIN
normale	звичайна	normal	звичайний	ADJ;FEM;SG	ADJ;NOM;FEM;SG
normale	нормальний	normal	нормальний	ADJ;FEM;SG	ADJ;NOM;MASC;SG
normale	звичайний	normal	звичайний	ADJ;FEM;SG	ADJ;NOM;MASC;SG
normale	звичайне	normal	звичайний	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
pilotes	драйвери	pilote	драйвер	N;MASC;PL	N;INAN;NOM;MASC;PL
pilotes	водії	pilote	водій	N;MASC;PL	N;ANIM;NOM;MASC;PL
pilotes	пілотів	pilote	пілотіти	N;MASC;PL	N;INAN;GEN;MASC;PL
conquête	завоювання	conquête	завоювання	N;FEM;SG	N;INAN;NOM;NEUT;SG
conquête	підкорення	conquête	підкорення	N;FEM;SG	N;INAN;NOM;NEUT;SG
conquête	підкорення	conquête	підкорення	N;FEM;SG	N;INAN;NOM;NEUT;SG
colonie	колонія	colonie	колонія	N;FEM;SG	N;INAN;NOM;FEM;SG
besoins	потреби	besoin	потреба	N;MASC;PL	N;INAN;NOM;FEM;PL
besoins	потреб	besoin	потреб	N;MASC;PL	N;INAN;GEN;FEM;PL
besoins	потреби	besoin	потреба	N;MASC;PL	N;INAN;NOM;FEM;PL
genres	жанрів	genre	жанр	N;MASC;PL	N;INAN;GEN;MASC;PL
inférieur	нижній	inférieur	нижній	ADJ;MASC;SG	ADJ;DAT;FEM;SG
inférieur	нижня	inférieur	нижній	ADJ;MASC;SG	ADJ;NOM;FEM;SG
inférieur	нижча	inférieur	нижча	ADJ;MASC;SG	ADJ;NOM;RL;FEM;SG
tenir	затримати	tenir	затримати	V;NFIN	V;PFV;NFIN
tenir	тримай	tenir	тримай	V;NFIN	V;IPFV;IMP;SG;2;FIN
neige	сніг	neige	сніг	N;FEM;SG	N;INAN;NOM;MASC;SG
postes	пости	poste	пост	N;MASC;PL	N;INAN;NOM;MASC;PL
postes	дописи	poste	допис	N;MASC;PL	N;INAN;NOM;MASC;PL
discussions	дискусії	discussion	дискусія	N;FEM;PL	N;INAN;NOM;FEM;PL
discussions	балачки	discussion	балачка	N;FEM;PL	N;INAN;NOM;FEM;PL
discussions	дискусії	discussion	дискусія	N;FEM;PL	N;INAN;NOM;FEM;PL
installer	установити	installer	установити	V;NFIN	V;PFV;NFIN
installer	встановити	installer	встановити	V;NFIN	V;PFV;NFIN
défaut	дефект	défaut	дефект	N;MASC;SG	N;INAN;NOM;MASC;SG
discipline	дисципліна	discipline	дисципліна	N;FEM;SG	N;INAN;NOM;FEM;SG
responsabilité	відповідальність	responsabilité	відповідальність	N;FEM;SG	N;INAN;NOM;FEM;SG
responsabilité	достовірність	responsabilité	достовірність	N;FEM;SG	N;INAN;NOM;FEM;SG
responsabilité	відповідальність	responsabilité	відповідальність	N;FEM;SG	N;INAN;NOM;FEM;SG
paysage	краєвид	paysage	краєвид	N;MASC;SG	N;INAN;NOM;MASC;SG
paysage	ландшафт	paysage	ландшафт	N;MASC;SG	N;INAN;NOM;MASC;SG
paysage	краєвид	paysage	краєвид	N;MASC;SG	N;INAN;NOM;MASC;SG
paysage	пейзаж	paysage	пейзазати	N;MASC;SG	N;INAN;NOM;MASC;SG
poissons	риби	poisson	риба	N;MASC;PL	N;ANIM;NOM;FEM;PL
poissons	риб	poisson	риба	N;MASC;PL	N;ANIM;ACC;FEM;PL
poissons	риби	poisson	риба	N;MASC;PL	N;ANIM;NOM;FEM;PL
poissons	рибки	poisson	рибка	N;MASC;PL	N;ANIM;NOM;FEM;PL
couvent	монастир	couvent	монастир	N;MASC;SG	N;INAN;NOM;MASC;SG
violence	насилля	violence	насилля	N;FEM;SG	N;INAN;NOM;NEUT;SG
violence	насильство	violence	насильство	N;FEM;SG	N;INAN;NOM;NEUT;SG
coût	вартість	coût	вартість	N;MASC;SG	N;INAN;NOM;FEM;SG
bains	бані	bain	бан	N;MASC;PL	N;INAN;NOM;FEM;PL
bains	ванни	bain	ванна	N;MASC;PL	N;INAN;NOM;FEM;PL
espoirs	сподівань	espoir	сподівання	N;MASC;PL	N;INAN;GEN;NEUT;PL
espoirs	надії	espoir	надія	N;MASC;PL	N;INAN;NOM;FEM;PL
espoirs	надії	espoir	надія	N;MASC;PL	N;INAN;NOM;FEM;PL
comics	комікс	comics	комікс	N;MASC;SG	N;INAN;NOM;MASC;SG
africain	африканська	africain	африканський	ADJ;MASC;SG	ADJ;NOM;FEM;SG
africain	африканський	africain	африканський	ADJ;MASC;SG	ADJ;NOM;MASC;SG
bandes	гурти	bande	гурти	N;FEM;PL	N;ANIM;NOM;MASC;PL
bandes	смужки	bande	смужка	N;FEM;PL	N;INAN;NOM;FEM;PL
bandes	стрічок	bande	стрічка	N;FEM;PL	N;INAN;GEN;FEM;PL
cellules	комірки	cellule	комірка	N;FEM;PL	N;INAN;NOM;FEM;PL
cellules	клітини	cellule	клітина	N;FEM;PL	N;INAN;NOM;FEM;PL
cellules	комірки	cellule	комірка	N;FEM;PL	N;INAN;NOM;FEM;PL
fosse	глибині	fosse	глибина	N;FEM;SG	N;INAN;DAT;FEM;SG
fosse	ямі	fosse	яма	N;FEM;SG	N;INAN;DAT;FEM;SG
fosse	фосс	fosse	фосс	N;FEM;SG	N;INAN;NOM;MASC;SG
costumes	масті	costume	мастий	N;MASC;PL	N;INAN;NOM;FEM;PL
costumes	костюми	costume	костюм	N;MASC;PL	N;INAN;NOM;MASC;PL
costumes	костюми	costume	костюм	N;MASC;PL	N;INAN;NOM;MASC;PL
précisément	спеціально	précisément	спеціально	ADV	ADV
précisément	конкретно	précisément	конкретно	ADV	ADV
espoir	надія	espoir	надія	N;MASC;SG	N;INAN;NOM;FEM;SG
actuels	поточні	actuel	поточний	ADJ;MASC;PL	ADJ;NOM;PL
jardins	сади	jardin	сад	N;MASC;PL	N;INAN;NOM;MASC;PL
jardins	садів	jardin	сад	N;MASC;PL	N;INAN;GEN;MASC;PL
médailles	медалі	médaille	медалі	N;FEM;PL	N;INAN;NOM;FEM;PL
détails	відомості	détail	відомість	N;MASC;PL	N;INAN;NOM;FEM;PL
détails	подробиці	détail	подробиця	N;MASC;PL	N;INAN;NOM;FEM;PL
détails	деталі	détail	деталі	N;MASC;PL	N;INAN;NOM;FEM;PL
détails	подробиці	détail	подробиця	N;MASC;PL	N;INAN;NOM;FEM;PL
déclaration	заява	déclaration	заява	N;FEM;SG	N;INAN;NOM;FEM;SG
déclaration	виписка	déclaration	виписка	N;FEM;SG	N;INAN;NOM;FEM;SG
déclaration	твердження	déclaration	твердження	N;FEM;SG	N;INAN;NOM;NEUT;SG
déclaration	декларація	déclaration	декларація	N;FEM;SG	N;INAN;NOM;FEM;SG
déclaration	оголошення	déclaration	оголошення	N;FEM;SG	N;INAN;NOM;NEUT;SG
colonne	колонка	colonne	колонка	N;FEM;SG	N;INAN;NOM;FEM;SG
colonne	стовпчик	colonne	стовпчик	N;FEM;SG	N;INAN;NOM;MASC;SG
colonne	колона	colonne	колоно	N;FEM;SG	N;INAN;NOM;FEM;SG
populaires	популярні	populaire	популярний	ADJ;MASC;PL	ADJ;NOM;PL
populaires	актуальні	populaire	актуальний	ADJ;MASC;PL	ADJ;NOM;PL
populaires	популярні	populaire	популярний	ADJ;MASC;PL	ADJ;NOM;PL
effectuer	виконують	effectuer	виконувати	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
effectuer	виконати	effectuer	виконати	V;NFIN	V;PFV;NFIN
fêtes	святкуваннях	fête	святкування	N;FEM;PL	N;INAN;ESS;NEUT;PL
fêtes	фестивалів	fête	фестивал	N;FEM;PL	N;INAN;GEN;MASC;PL
gagner	заробляти	gagner	заробляти	V;NFIN	V;IPFV;NFIN
gagner	заслужити	gagner	заслужити	V;NFIN	V;PFV;NFIN
gagner	переможе	gagner	перемогти	V;NFIN	V;PFV;IND;SG;3;FUT;FIN
gagner	вигравати	gagner	вигравати	V;NFIN	V;IPFV;NFIN
gagner	забив	gagner	забити	V;NFIN	V;PFV;MASC;IND;SG;PST;FIN
gagner	перемагає	gagner	перемагати	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
invité	запросив	inviter	запросити	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
invité	запрошено	inviter	запрошити	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;FIN
affiche	плакат	affiche	плакат	N;FEM;SG	N;INAN;NOM;MASC;SG
affiche	постер	affiche	постер	N;FEM;SG	N;INAN;NOM;MASC;SG
affiche	відображення	affiche	відображення	N;FEM;SG	N;INAN;NOM;NEUT;SG
affiche	дисплей	affiche	диспля	N;FEM;SG	N;INAN;NOM;MASC;SG
affiche	показ	affiche	показ	N;FEM;SG	N;INAN;NOM;MASC;SG
outil	засіб	outil	засіб	N;MASC;SG	N;INAN;NOM;MASC;SG
outil	інструмент	outil	інструмент	N;MASC;SG	N;INAN;NOM;MASC;SG
orientales	східних	oriental	східний	ADJ;FEM;PL	ADJ;GEN;PL
prêt	готовий	prêt	готовий	ADJ;MASC;SG	ADJ;NOM;MASC;SG
prêt	готове	prêt	готовий	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
prêt	готова	prêt	готовий	ADJ;MASC;SG	ADJ;NOM;FEM;SG
publiés	оприлюднено	publier	оприлюднити	V;MASC;PL;PST;V.PTCP	V;PFV;IND;0;FIN
publiés	опубліковано	publier	опубліковано	V;MASC;PL;PST;V.PTCP	V;PFV;IND;0;FIN
mauvaise	погана	mauvais	поганий	ADJ;FEM;SG	ADJ;NOM;FEM;SG
mauvaise	погане	mauvais	поганий	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
inventaire	запас	inventaire	запас	N;MASC;SG	N;INAN;NOM;MASC;SG
violon	скрипка	violon	скрипка	N;MASC;SG	N;ANIM;NOM;FEM;SG
effectué	виступала	effectuer	виступати	V;MASC;SG;PST;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN
élevage	розмноження	élevage	розмноження	N;MASC;SG	N;INAN;NOM;NEUT;SG
traditionnelle	традиційний	traditionnel	традиційний	ADJ;FEM;SG	ADJ;NOM;MASC;SG
traditionnelle	традиційна	traditionnel	традиційний	ADJ;FEM;SG	ADJ;NOM;FEM;SG
traditionnelle	традиційне	traditionnel	традиційний	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
remplacement	заміна	remplacement	заміна	N;MASC;SG	N;INAN;NOM;FEM;SG
remplacement	заміна	remplacement	заміна	N;MASC;SG	N;INAN;NOM;FEM;SG
remplacement	замінник	remplacement	замінник	N;MASC;SG	N;INAN;NOM;MASC;SG
islam	іслам	islam	іслам	N;MASC;SG	N;INAN;NOM;MASC;SG
battu	бив	battre	бити	V;MASC;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
envoie	посилає	envoyer	посилати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
envoie	надсилає	envoyer	надсилати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
envoie	відправляє	envoyer	відправляти	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
envoie	надіслати	envoyer	надіслати	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
envoie	відправити	envoyer	відправити	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
envoie	надсилати	envoyer	надсилати	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN
envoie	відіслати	envoyer	відіслати	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
traces	сліди	trace	слід	N;FEM;PL	N;INAN;NOM;MASC;PL
traces	траси	trace	траси	N;FEM;PL	N;INAN;NOM;FEM;PL
war	війна	war	війна	N;SG	N;INAN;NOM;FEM;SG
égalité	рівність	égalité	рівність	N;FEM;SG	N;INAN;NOM;FEM;SG
créateur	дизайнер	créateur	дизайнер	N;MASC;SG	N;ANIM;NOM;MASC;SG
créateur	дизайнера	créateur	дизайнер	N;MASC;SG	N;ANIM;ACC;MASC;SG
créateur	творець	créateur	творець	N;MASC;SG	N;ANIM;NOM;MASC;SG
créateur	автор	créateur	автор	N;MASC;SG	N;ANIM;NOM;MASC;SG
expliquer	пояснюю	expliquer	пояснювати	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
expliquer	поясніть	expliquer	пояснути	V;NFIN	V;PFV;IMP;PL;2;FIN
expliquer	пояснити	expliquer	пояснити	V;NFIN	V;PFV;NFIN
juridique	юридична	juridique	юридичний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
juridique	юридичний	juridique	юридичний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
coalition	коаліція	coalition	коаліція	N;FEM;SG	N;INAN;NOM;FEM;SG
intérêts	інтереси	intérêt	інтерес	N;MASC;PL	N;INAN;NOM;MASC;PL
intérêts	інтересів	intérêt	інтерес	N;MASC;PL	N;INAN;GEN;MASC;PL
intérêts	відсотки	intérêt	відсоток	N;MASC;PL	N;INAN;NOM;MASC;PL
municipale	муніципальна	municipal	муніципальний	ADJ;FEM;SG	ADJ;NOM;FEM;SG
municipale	муніципальний	municipal	муніципальний	ADJ;FEM;SG	ADJ;NOM;MASC;SG
inspecteur	детектив	inspecteur	детектив	N;MASC;SG	N;ANIM;NOM;MASC;SG
inspecteur	ревізор	inspecteur	ревізор	N;MASC;SG	N;ANIM;NOM;MASC;SG
inspecteur	інспектор	inspecteur	інспектор	N;MASC;SG	N;ANIM;NOM;MASC;SG
marais	болото	marais	болото	N;MASC;SG	N;INAN;NOM;NEUT;SG
marais	марш	marais	марш	N;MASC;SG	N;INAN;NOM;MASC;SG
moines	монахи	moine	монаха	N;MASC;PL	N;ANIM;NOM;FEM;PL
chimie	хімія	chimie	хімія	N;FEM;SG	N;INAN;NOM;FEM;SG
prenant	веду	prendre	вести	V;PRS;V.PTCP	V;IPFV;IND;SG;1;PRS;FIN
prenant	взяти	prendre	взяти	V;PRS;V.PTCP	V;PFV;NFIN
prenant	беру	prendre	бера	V;PRS;V.PTCP	V;IPFV;IND;SG;1;PRS;FIN
poisson	риба	poisson	риба	N;MASC;SG	N;ANIM;NOM;FEM;SG
poisson	рибу	poisson	риба	N;MASC;SG	N;ANIM;ACC;FEM;SG
poisson	рибка	poisson	рибка	N;MASC;SG	N;ANIM;NOM;FEM;SG
fruits	фрукти	fruit	фрукт	N;MASC;PL	N;INAN;NOM;MASC;PL
fruits	плоди	fruit	плода	N;MASC;PL	N;INAN;NOM;MASC;PL
fruits	фрукти	fruit	фрукт	N;MASC;PL	N;INAN;NOM;MASC;PL
fruits	плоди	fruit	плода	N;MASC;PL	N;INAN;NOM;MASC;PL
passion	пристрасть	passion	пристрасть	N;FEM;SG	N;INAN;NOM;FEM;SG
secours	рельєф	secours	рельєф	N;MASC;SG	N;INAN;NOM;MASC;SG
secours	полегшенням	secours	полегшення	N;MASC;SG	N;INAN;INS;NEUT;SG
secours	рятівник	secours	рятівник	N;MASC;SG	N;ANIM;NOM;MASC;SG
secours	порятунок	secours	порятунок	N;MASC;SG	N;INAN;NOM;MASC;SG
chat	спілкування	chat	спілкування	N;MASC;SG	N;INAN;NOM;NEUT;SG
chat	чат	chat	чат	N;MASC;SG	N;INAN;NOM;MASC;SG
chat	кіт	chat	кіт	N;MASC;SG	N;ANIM;NOM;MASC;SG
chat	кішка	chat	кішка	N;MASC;SG	N;ANIM;NOM;FEM;SG
stratégie	стратегія	stratégie	стратегія	N;FEM;SG	N;INAN;NOM;FEM;SG
tirs	стрільби	tir	стрільба	N;MASC;PL	N;INAN;NOM;FEM;PL
tirs	зйомки	tir	зйомка	N;MASC;PL	N;INAN;NOM;FEM;PL
interprété	розібрати	interpréter	розібрати	V;MASC;SG;PST;V.PTCP	V;PFV;NFIN
retrait	усадка	retrait	усадка	N;MASC;SG	N;INAN;NOM;FEM;SG
retrait	зняття	retrait	зняття	N;MASC;SG	N;INAN;NOM;NEUT;SG
coopération	співпраці	coopération	співпраця	N;FEM;SG	N;INAN;NOM;FEM;SG
coopération	співробітництво	coopération	співробітництво	N;FEM;SG	N;INAN;NOM;NEUT;SG
coopération	співпрацю	coopération	співпраця	N;FEM;SG	N;INAN;ACC;FEM;SG
archipel	архіпелаг	archipel	архіпелаг	N;MASC;SG	N;INAN;NOM;MASC;SG
compagnies	компанії	compagnie	компанія	N;FEM;PL	N;INAN;NOM;FEM;PL
compagnies	компаній	compagnie	компанія	N;FEM;PL	N;INAN;GEN;FEM;PL
compagnies	компаніями	compagnie	компанія	N;FEM;PL	N;INAN;INS;FEM;PL
cités	навели	citer	навеля	V;FEM;PL;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
âme	душу	âme	душа	N;FEM;SG	N;INAN;ACC;FEM;SG
âme	душа	âme	душа	N;FEM;SG	N;INAN;NOM;FEM;SG
âme	душею	âme	душа	N;FEM;SG	N;INAN;INS;FEM;SG
bloc	блок	bloc	блок	N;MASC;SG	N;INAN;NOM;MASC;SG
bloc	блок	bloc	блок	N;MASC;SG	N;INAN;NOM;MASC;SG
visiteurs	відвідувачів	visiteur	відвідувач	N;MASC;PL	N;ANIM;ACC;MASC;PL
visiteurs	відвідувачі	visiteur	відвідувач	N;MASC;PL	N;INAN;NOM;MASC;PL
clan	клан	clan	клан	N;MASC;SG	N;INAN;NOM;MASC;SG
clan	рід	clan	рід	N;MASC;SG	N;INAN;NOM;MASC;SG
répond	реагує	répondre	реагувати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
capital	капітал	capital	капітал	N;MASC;SG	N;INAN;NOM;MASC;SG
capital	столиця	capital	столиця	N;MASC;SG	N;INAN;NOM;FEM;SG
surnom	псевдонім	surnom	псевдонім	N;MASC;SG	N;INAN;NOM;MASC;SG
surnom	прізвисько	surnom	прізвиський	N;MASC;SG	N;INAN;NOM;NEUT;SG
express	експрес	express	експрес	N;MASC;SG	N;INAN;NOM;MASC;SG
veux	хочу	vouloir	хотіти	V;IND;SG;1;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN
électricité	електрику	électricité	електрика	N;FEM;SG	N;INAN;ACC;FEM;SG
électricité	електрика	électricité	електрик	N;FEM;SG	N;INAN;NOM;FEM;SG
facile	легка	facile	легка	ADJ;MASC;SG	ADJ;NOM;FEM;SG
facile	легке	facile	легке	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
davantage	більше	davantage	більше	ADV	ADV;CMPR
découvrir	дослідити	découvrir	дослідити	V;NFIN	V;PFV;NFIN
découvrir	знайдіть	découvrir	знайти	V;NFIN	V;PFV;IMP;PL;2;FIN
changements	зміни	changement	зміна	N;MASC;PL	N;INAN;NOM;FEM;PL
chrétien	християнський	chrétien	християнський	ADJ;MASC;SG	ADJ;NOM;MASC;SG
chrétien	християнська	chrétien	християнський	ADJ;MASC;SG	ADJ;NOM;FEM;SG
croatie	хорватія	croatie	хорватія	N;FEM;SG	N;INAN;NOM;FEM;SG
ange	янгол	ange	янгол	N;MASC;SG	N;ANIM;NOM;MASC;SG
ange	ангел	ange	ангел	N;MASC;SG	N;ANIM;NOM;MASC;SG
chasseurs	мисливці	chasseur	мисливка	N;MASC;PL	N;ANIM;NOM;MASC;PL
opinion	думка	opinion	думка	N;FEM;SG	N;INAN;NOM;FEM;SG
bonnes	хороші	bon	хороший	ADJ;FEM;PL	ADJ;NOM;PL
bonnes	гарні	bon	гарний	ADJ;FEM;PL	ADJ;NOM;PL
classements	рейтинги	classement	рейтинг	N;MASC;PL	N;INAN;NOM;MASC;PL
classements	оцінки	classement	оцінка	N;MASC;PL	N;INAN;NOM;FEM;PL
récompenses	винагороди	récompense	винагорода	N;FEM;PL	N;INAN;NOM;FEM;PL
récompenses	нагороди	récompense	нагорода	N;FEM;PL	N;INAN;NOM;MASC;PL
conflits	конфлікти	conflit	конфлікт	N;MASC;PL	N;INAN;NOM;MASC;PL
conflits	конфліктів	conflit	конфлікт	N;MASC;PL	N;INAN;GEN;MASC;PL
conflits	суперечки	conflit	суперечка	N;MASC;PL	N;INAN;NOM;FEM;PL
transformation	опрацювання	transformation	опрацювання	N;FEM;SG	N;INAN;NOM;NEUT;SG
transformation	обробку	transformation	обробка	N;FEM;SG	N;INAN;ACC;FEM;SG
transformation	обробка	transformation	обробка	N;FEM;SG	N;INAN;NOM;FEM;SG
transformation	трансформація	transformation	трансформація	N;FEM;SG	N;INAN;NOM;FEM;SG
transformation	перетворення	transformation	перетворення	N;FEM;SG	N;INAN;NOM;NEUT;SG
transformation	перетворення	transformation	перетворення	N;FEM;SG	N;INAN;NOM;NEUT;SG
remplace	замінює	remplacer	замінювати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
remplace	замінити	remplacer	замінити	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
cultures	посіви	culture	посів	N;FEM;PL	N;INAN;NOM;MASC;PL
cultures	культур	culture	культура	N;FEM;PL	N;INAN;GEN;FEM;PL
étudier	вчиться	étudier	вчитися	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
étudier	навчається	étudier	навчатися	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
lundi	понеділок	lundi	понеділок	N;MASC;SG	N;INAN;NOM;MASC;SG
accessible	доступний	accessible	доступний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
universités	університети	université	університети	N;FEM;PL	N;INAN;NOM;MASC;PL
avantage	користь	avantage	користь	N;MASC;SG	N;INAN;ACC;FEM;SG
avantage	перевагу	avantage	перевага	N;MASC;SG	N;INAN;ACC;FEM;SG
avantage	перевага	avantage	перевага	N;MASC;SG	N;INAN;NOM;FEM;SG
avantage	перевагою	avantage	перевага	N;MASC;SG	N;INAN;INS;FEM;SG
monts	гори	mont	гора	N;MASC;PL	N;INAN;NOM;FEM;PL
deviennent	стати	devenir	стати	V;IND;PL;3;PRS;FIN	V;PFV;NFIN
deviennent	стають	devenir	ставати	V;IND;PL;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN
appui	підтримка	appui	підтримка	N;MASC;SG	N;INAN;NOM;FEM;SG
partout	всюди	partout	всюди	ADV	ADV
partout	нікуди	partout	нікуди	ADV	ADV
partout	всюди	partout	всюди	ADV	ADV
partout	скрізь	partout	скрізь	ADV	ADV
engagé	найняв	engager	найняти	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
engagé	вчинив	engager	вчинити	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
engagé	скоїв	engager	скоїти	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
objectifs	голи	objectif	голий	N;MASC;PL	N;INAN;NOM;MASC;PL
écossais	шотландська	écossais	шотландський	ADJ;MASC;SG	ADJ;NOM;FEM;SG
écossais	шотландська	écossais	шотландський	ADJ;MASC;SG	ADJ;NOM;FEM;SG
métier	професія	métier	професія	N;MASC;SG	N;INAN;NOM;FEM;SG
soirée	вечірка	soirée	вечірка	N;FEM;SG	N;INAN;NOM;FEM;SG
soirée	партії	soirée	партія	N;FEM;SG	N;INAN;GEN;FEM;SG
soirée	партія	soirée	партія	N;FEM;SG	N;INAN;NOM;FEM;SG
soirée	вечір	soirée	вечір	N;FEM;SG	N;INAN;NOM;MASC;SG
soirée	ніч	soirée	ніч	N;FEM;SG	N;INAN;NOM;FEM;SG
mélange	суміш	mélange	суміш	N;MASC;SG	N;INAN;NOM;FEM;SG
mélange	мікс	mélange	мікс	N;MASC;SG	N;INAN;NOM;MASC;SG
mélange	суміш	mélange	суміш	N;MASC;SG	N;INAN;NOM;FEM;SG
mélange	змішування	mélange	змішування	N;MASC;SG	N;INAN;NOM;NEUT;SG
mélange	змішування	mélange	змішування	N;MASC;SG	N;INAN;NOM;NEUT;SG
mine	копальня	mine	копальня	N;FEM;SG	N;INAN;NOM;FEM;SG
mine	міна	mine	міна	N;FEM;SG	N;INAN;NOM;FEM;SG
montée	змонтовано	monter	змонтовано	V;FEM;SG;PST;V.PTCP	V;PFV;IND;0;FIN
disques	диски	disque	диск	N;MASC;PL	N;INAN;NOM;MASC;PL
disques	диски	disque	диск	N;MASC;PL	N;INAN;NOM;MASC;PL
représentent	представляють	représenter	представляти	V;IND;PL;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN
représentent	представляти	représenter	представляти	V;IND;PL;3;PRS;FIN	V;IPFV;NFIN
introduit	представила	introduire	представити	V;MASC;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
introduit	познайомила	introduire	познайомити	V;MASC;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
introduit	представив	introduire	представити	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
guitariste	гітарист	guitariste	гітарист	N;MASC;SG	N;ANIM;NOM;MASC;SG
évêques	єпископи	évêque	єпископ	N;MASC;PL	N;ANIM;NOM;MASC;PL
évêques	єпископів	évêque	єпископ	N;MASC;PL	N;ANIM;ACC;MASC;PL
défendre	захищатися	défendre	захищатися	V;NFIN	V;IPFV;NFIN
défendre	захищають	défendre	захищати	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
défendre	захищав	défendre	захищати	V;NFIN	V;IPFV;MASC;IND;SG;PST;FIN
conséquences	наслідки	conséquence	наслідок	N;FEM;PL	N;INAN;NOM;MASC;PL
maires	мерів	maire	меріти	N;MASC;PL	N;ANIM;NOM;MASC;PL
recevoir	отримувати	recevoir	отримувати	V;NFIN	V;IPFV;NFIN
performances	виступів	performance	виступ	N;FEM;PL	N;INAN;GEN;MASC;PL
autrichien	австрійська	autrichien	австрійський	ADJ;MASC;SG	ADJ;NOM;FEM;SG
autrichien	австрійський	autrichien	австрійський	ADJ;MASC;SG	ADJ;NOM;MASC;SG
pianiste	піаніст	pianiste	піаніст	N;MASC;SG	N;ANIM;NOM;MASC;SG
étrangère	іноземний	étranger	іноземний	ADJ;FEM;SG	ADJ;NOM;MASC;SG
occupé	зайнято	occuper	зайнято	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;FIN
occupé	зайнято	occuper	зайнято	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;FIN
archéologique	археологічний	archéologique	археологічний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
réussi	вдалась	réussir	вдатися	V;MASC;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
antiquité	антикваріат	antiquité	антикваріат	N;FEM;SG	N;INAN;NOM;FEM;SG
antiquité	низки	antiquité	низка	N;FEM;SG	N;INAN;GEN;FEM;SG
brésilien	бразильська	brésilien	бразильський	ADJ;MASC;SG	ADJ;NOM;FEM;SG
centaines	сотні	centaine	сотня	N;FEM;PL	N;INAN;NOM;FEM;PL
vestiges	реліквій	vestige	реліква	N;MASC;PL	N;INAN;GEN;FEM;PL
calcul	числення	calcul	числення	N;MASC;SG	N;INAN;NOM;NEUT;SG
calcul	підрахунок	calcul	підрахунок	N;MASC;SG	N;INAN;NOM;MASC;SG
calcul	обчислення	calcul	обчислення	N;MASC;SG	N;INAN;NOM;NEUT;SG
calcul	підрахунку	calcul	підрахунок	N;MASC;SG	N;INAN;GEN;MASC;SG
rêve	сон	rêve	сон	N;MASC;SG	N;INAN;NOM;MASC;SG
rêve	мрія	rêve	мрія	N;MASC;SG	N;INAN;NOM;FEM;SG
