експлуатація	exploatering	експлуатація	exploatering	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
гніздо	slot	гніздо	slot	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
гніздо	näste	гніздо	näste	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
безкоштовно	fritt	безкоштовно	fri	ADV	ADV
тепло	värme	тепло	värme	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
ріст	tillväxten	ріст	tillväxt	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
ріст	tillväxt	ріст	tillväxt	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
дізнатися	läs	дізнатися	läsa	V;PFV;NFIN	V;IMP;FIN;ACT
дізнатися	lär	дізнатися	lära	V;PFV;NFIN	V;IND;PRS;FIN;ACT
дізнатися	lära	дізнатися	lära	V;PFV;NFIN	V;IMP;FIN;ACT
відійшли	bröt	відійти	bryta	V;PFV;IND;PL;PST;FIN	V;IND;PST;FIN;ACT
кристали	kristaller	кристал	kristalla	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
інтерпретації	tolkningar	інтерпретація	tolkning	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
пожежа	fire	пожежа	fire	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
пожежа	brand	пожежа	brand	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
пожежа	eld	пожежа	eld	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
підвіска	avstängning	підвіска	avstängning	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
підвіска	suspension	підвіска	suspension	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
підвіска	upphävande	підвіска	upphävande	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
дехто	vissa	дехто	vissa	PRO;ANIM;NOM	PRO;INDF;PL
дехто	somliga	дехто	somlig	PRO;ANIM;NOM	PRO;INDF;PL
гребля	dam	гребль	dam	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
гребля	dammen	гребль	damm	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
гребля	damm	гребль	damm	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
оснащений	dubbel	оснащений	dubbel	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG
чоловічі	manliga	чоловічий	manlig	ADJ;NOM;PL	ADJ;NOM;PL
купив	köptes	купити	köpa	V;PFV;MASC;IND;SG;PST;FIN	V;IND;PST;FIN;PASS
купив	köpte	купити	köpa	V;PFV;MASC;IND;SG;PST;FIN	V;IND;PST;FIN;ACT
вибрати	välja	вибрати	välja	V;PFV;NFIN	V;IMP;FIN;ACT
вибрати	väljer	вибрати	välja	V;PFV;NFIN	V;IND;PRS;FIN;ACT
вибрати	välj	вибрати	välj	V;PFV;NFIN	V;IMP;FIN;ACT
вибрати	markera	вибрати	markera	V;PFV;NFIN	V;IMP;FIN;ACT
вибрати	välj	вибрати	välj	V;PFV;NFIN	V;IMP;FIN;ACT
унікальні	unika	унікальний	unik	ADJ;NOM;PL	ADJ;NOM;PL
оцінити	bedöma	оцінити	bedöma	V;PFV;NFIN	V;IMP;FIN;ACT
оцінити	utvärdera	оцінити	utvärdera	V;PFV;NFIN	V;IMP;FIN;ACT
оцінити	utvärderar	оцінити	utvärder	V;PFV;NFIN	V;IND;PRS;FIN;ACT
архіви	arkiven	архів	arkive	N;INAN;NOM;MASC;PL	N;NOM;DEF;NEUT;PL
статевий	sexuell	статевий	sexuell	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
відійшов	trampade	відійти	trampa	V;PFV;MASC;IND;SG;PST;FIN	V;IND;PST;FIN;ACT
відійшов	återfås	відійти	återfås	V;PFV;MASC;IND;SG;PST;FIN	V;NFIN;PASS
теоретично	teoretiskt	теоретично	teoretisk	ADV	ADV
вчителі	lärare	вчитель	lärare	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
вчителі	lärarna	вчитель	lärare	N;ANIM;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
заявила	förklarade	заявити	förklara	V;PFV;FEM;IND;SG;PST;FIN	V;IND;PST;FIN;ACT
однакові	identiska	однаковий	identisk	ADJ;NOM;PL	ADJ;NOM;PL
секс	kön	секс	kön	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
несуть	medföras	нести	medföra	V;IPFV;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;PASS
несуть	burit	нести	burit	V;IPFV;IND;PL;3;PRS;FIN	V;V.CVB;ACT
методика	teknik	методика	teknik	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
методика	tekniken	методика	teknik	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
пейзаж	landskap	пейзазати	landskap	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
джаз	jazz	джаз	jazz	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
бомби	bomber	бомба	bomber	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
закладено	tillhandahåller	закласти	tillhandahålla	V;PFV;IND;0;FIN	V;IND;PRS;FIN;ACT
віки	åldrar	вік	ålder	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
менеджмент	management	менеджмент	management	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
менеджмент	ledning	менеджмент	ledning	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
менеджмент	hantering	менеджмент	hantering	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
менеджмент	förvaltning	менеджмент	förvaltning	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
течія	flux	течія	flux	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
робітники	arbetare	робітник	arbetare	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
робітники	arbetstagare	робітник	arbetstagare	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
розмови	konversationer	розмова	konversation	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
розмови	konversationer	розмова	konversation	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
відмовляється	vägrar	відмовлятися	vägra	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
відмовляється	avböjer	відмовлятися	avböja	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
корона	krona	корона	krona	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
корона	kronan	корона	krona	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
однаково	lika	однаково	lika	ADV	ADV
комуністична	kommunistisk	комуністичний	kommunistisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
тропічні	tropiska	тропічний	tropisk	ADJ;NOM;PL	ADJ;NOM;PL
етимологія	etymologi	етимологія	etymologi	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
преса	tryck	преса	tryck	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
преса	press	преса	press	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
преса	pressen	преса	press	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ціль	målsättning	ціль	målsättning	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ціль	objektiv	ціль	objektiv	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ціль	målet	ціль	måle	N;INAN;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
ціль	target	ціль	targ	N;INAN;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
ціль	måltavla	ціль	måltavla	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
добровільно	villigt	добровільно	villig	ADV	ADV
добровільно	frivilligt	добровільно	frivillig	ADV	ADV
добровільно	avsiktligt	добровільно	avsiktlig	ADV	ADV
добровільно	frivilligt	добровільно	frivillig	ADV	ADV
підтримується	stöds	підтримуватися	stödja	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;PASS
пізно	sen	пізно	sen	ADV	ADV
пізно	sent	пізно	sen	ADV	ADV
тель	tel	тель	tel	N;INAN;NOM;MASC;SG	N
коди	koder	код	kod	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
коди	koderna	код	kod	N;INAN;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
гурток	circle	гурток	circle	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
гурток	cirkel	гурток	cirkel	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
гурток	cirkeln	гурток	cirkel	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
моменти	stunder	момент	stund	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
вилча	vâlcea	вилча	välcen	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
затемнення	mörke	затемнення	mörke	N;INAN;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
затемнення	eclipse	затемнення	eclipse	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
лавки	bänkar	лавка	bänka	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
трудова	arbetsmarknad	трудовий	arbetsmarknad	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
трудова	arbetarpartiet	трудовий	arbetarparti	N;INAN;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
трудова	arbetskraft	трудовий	arbetskraft	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
тріо	trio	тріо	trio	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
еволюція	evolutionen	еволюція	evolution	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
еволюція	evolution	еволюція	evolution	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
еволюція	utveckling	еволюція	utveckling	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
еволюція	utvecklingen	еволюція	utveckling	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
викладає	undervisar	викладати	undervisa	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
порушує	kränker	порушувати	kränka	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
перебіг	påverkan	перебігти	påverkan	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
перебіг	inflytande	перебігти	inflytande	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
вимагав	krävt	вимагати	kräva	V;IPFV;MASC;IND;SG;PST;FIN	V;V.CVB;ACT
вимагав	krävde	вимагати	kräva	V;IPFV;MASC;IND;SG;PST;FIN	V;IND;PST;FIN;ACT
рів	reeve	рів	reev	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
клієнт	kunden	клієнт	kund	N;ANIM;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
клієнт	kund	клієнт	kund	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
клієнт	klienten	клієнт	klient	N;ANIM;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
клієнт	kunden	клієнт	kund	N;ANIM;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
клієнт	klient	клієнт	klient	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
клієнт	kund	клієнт	kund	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
сервіс	gudstjänst	сервес	gudstjänst	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
сервіс	tjänsten	сервес	tjänst	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
сервіс	service	сервес	service	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
сервіс	tjänst	сервес	tjänst	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
придбати	köpa	придбати	köpa	V;PFV;NFIN	V;IMP;NFIN;ACT
придбати	köper	придбати	köpa	V;PFV;NFIN	V;IND;PRS;FIN;ACT
придбати	köpa	придбати	köpa	V;PFV;NFIN	V;IMP;NFIN;ACT
різдво	christmas	різдво	christma	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
різдво	jul	різдво	jul	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
різдво	julen	різдво	jul	N;INAN;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
молитви	böner	молитва	böna	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
проста	enkelt	простий	enkel	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
проста	enkel	простий	enkel	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
собаки	hundar	собака	hund	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
фантастичний	fantastisk	фантастичний	fantastisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
фантастичний	fantastiskt	фантастичний	fantastisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
реставрація	restaurering	реставрація	restaurering	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
реставрація	återställning	реставрація	återställning	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
реставрація	återupprättande	реставрація	återupprättande	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
проникнення	penetration	проникнення	penetration	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
проникнення	infiltration	проникнення	infiltration	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
презентація	presentation	презентація	presentation	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
отриманий	mottagen	отриманий	mottag	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
отриманий	resulterande	отриманий	resulterande	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;PRS;V.PTCP
перевірка	validering	перевірка	validering	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
перевірка	verifiering	перевірка	verifiering	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
перевірка	verifikation	перевірка	verifikation	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
перевірка	test	перевірка	test	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
перевірка	provning	перевірка	provning	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
перевірка	validering	перевірка	validering	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
заяви	uttalanden	заява	uttalande	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;PL
гості	gästerna	гість	gäst	N;ANIM;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
гості	gäster	гість	gästa	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
представив	introducerade	представити	introducerad	V;PFV;MASC;IND;SG;PST;FIN	V;IND;PST;V.PTCP;ACT
представив	introducerades	представити	introducera	V;PFV;MASC;IND;SG;PST;FIN	V;IND;PST;FIN;PASS
представив	infördes	представити	införa	V;PFV;MASC;IND;SG;PST;FIN	V;IND;PST;FIN;PASS
розбіжності	meningsskiljaktigheter	розбіжність	meningsskiljaktighet	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
турецька	turkisk	турецький	turkisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
турецька	turkiskt	турецький	turkisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
барон	baron	барон	baron	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
барон	baronen	барон	baron	N;ANIM;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
відправляється	avgår	відправлятися	avgå	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
відправляється	lämnar	відправлятися	lämna	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
визнає	medger	визнавати	medge	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
північне	nordlig	північний	nordlig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
північне	norra	північний	norra	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;SG
напруга	spänning	напруга	spänning	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
напруга	spänt	напруга	spänna	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
залишитися	stanna	залишитися	stanna	V;PFV;NFIN	V;IMP;FIN;ACT
піраміди	pyramider	піраміда	pyramid	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
піраміди	pyramiderna	піраміда	pyramid	N;INAN;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
додавати	addera	додавати	addera	V;IPFV;NFIN	V;IMP;FIN;ACT
вектор	vektor	вектор	vektor	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
братство	broderskap	братство	broderskap	N;INAN;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
братство	broderskap	братство	broderskap	N;INAN;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
братство	brödraskap	братство	brödraskap	N;INAN;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
братство	brödraskapet	братство	brödraskap	N;INAN;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
ланцюг	kedja	ланцюг	kedja	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ланцюг	kedjan	ланцюг	kedjan	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
паспорт	passet	паспорт	pass	N;INAN;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
паспорт	pass	паспорт	pass	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
внутрішнє	intern	внутрішній	intern	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
внутрішнє	inre	внутрішній	inre	ADJ;NOM;NEUT;SG	ADJ;NOM;CMPR
внутрішнє	inre	внутрішній	inre	ADJ;NOM;NEUT;SG	ADJ;NOM;CMPR
практична	praktiskt	практичний	praktisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
практична	praktisk	практичний	praktisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
панель	panelen	панель	panel	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
панель	panel	панель	panel	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
вихідні	avgående	вихідний	avgående	ADJ;NOM;PL	ADJ;NOM;PRS;V.PTCP
лавка	bänk	лавка	bänka	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
настає	bryter	наставати	bryta	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
покинули	ryckte	покинути	rycka	V;PFV;IND;PL;PST;FIN	V;IND;PST;FIN;ACT
зазначає	listat	зазначати	listad	V;IPFV;IND;SG;3;PRS;FIN	V;V.CVB;ACT
зазначає	anges	зазначати	ange	V;IPFV;IND;SG;3;PRS;FIN	V;NFIN;PASS
шанс	chance	шанс	chance	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
шанс	slumpen	шанс	slump	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
шанс	chans	шанс	chans	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
збільшує	ökar	збільшувати	öka	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
збільшує	förstorar	збільшувати	förstora	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
заборона	förbud	заборона	förbud	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
легіон	legion	легіон	legion	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
легіон	legionen	легіон	legion	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
полотна	duk	полотний	duk	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
хронологія	kronologi	хронологія	kronologi	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
хронологія	tidslinjen	хронологія	tidslinje	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
хронологія	tidslinje	хронологія	tidslinje	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
консультант	konsulten	консультант	konsult	N;ANIM;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
консультант	konsult	консультант	konsult	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
консультант	samråd	консультант	samråd	N;ANIM;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
консультант	konsult	консультант	konsult	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
фінанси	finanser	фінанса	finans	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
фінанси	finanser	фінанса	finans	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
фінанси	finanserna	фінанса	finans	N;INAN;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
сталь	stål	сталь	stål	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
темні	mörka	темний	mörka	ADJ;NOM;PL	ADJ;NOM;PL
інженери	tekniker	інженер	teknik	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
інженери	ingenjörer	інженер	ingenjör	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
соціологія	sociologi	соціологія	sociologi	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
читає	läser	читати	läsa	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
флоренція	florence	флоренція	florence	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
шкіра	läder	шкіра	lad	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
шкіра	hud	шкіра	hud	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
шкіра	skinn	шкіра	skinn	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
шкіра	skin	шкіра	skin	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
життєпис	tidslinjen	життєпис	tidslinje	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
життєпис	tidslinje	життєпис	tidslinje	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
записано	registreras	записати	registrera	V;PFV;IND;0;FIN	V;NFIN;PASS
визначений	definierad	визначений	definierad	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
визначений	definierat	визначений	definiera	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
поклоніння	gudstjänst	поклоніння	gudstjänst	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
поклоніння	tillbedjan	поклоніння	tillbedjan	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
поклоніння	dyrkan	поклоніння	dyrka	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
комети	kometer	комет	komet	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
щоденник	tidskrift	щоденник	tidskrift	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
щоденник	journal	щоденник	journal	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
щоденник	tidning	щоденник	tidning	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
щоденник	dagboken	щоденник	dagbok	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
щоденник	dagbok	щоденник	dagbok	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
римляни	romare	римлянин	rom	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
римляни	romarna	римлянин	rom	N;ANIM;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
промислова	industriellt	промисловий	industriell	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
схожість	likhet	схожість	likhet	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
спільна	gemensamt	спільний	gemensam	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
спільна	gemensam	спільний	gemensam	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
феномен	fenomenet	феномен	fenomen	N;INAN;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
феномен	fenomen	феномен	fenom	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
феномен	företeelsen	феномен	företeelse	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
феномен	företeelse	феномен	företeelse	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
турецький	turkisk	турецький	turkisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
турецький	turkiskt	турецький	turkisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
союзники	bundsförvanter	союзник	bundsförvant	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
довше	längre	довше	länge	ADV;CMPR	ADV;CMPR
сіра	grå	сіра	grå	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
симптоми	symtom	симптом	symtom	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;PL
симптоми	symptom	симптом	symptom	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;PL
індіанці	indianer	індіанець	indian	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
індіанці	indianerna	індіанець	indian	N;ANIM;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
присвоєння	uppdrag	присвоєння	uppdrag	N;INAN;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
присвоєння	överlåtelse	присвоєння	överlåtelse	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
необхідне	obligatoriskt	необхідне	obligatorisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
власна	själv	власний	själv	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
рівно	stadigt	рівно	stadig	ADV	ADV
