geheimen	hemmelige	geheimen	hemmelig	ADJ	ADJ;PL
erlernte	lært	erlernen	lære	V;IND;SG;3;PST;FIN	V;V.PTCP
grammatik	grammatisk	grammatik	grammatisk	ADJ	ADJ;INDF;NEUT;SG
lustig	artig	lustig	artig	ADJ	ADJ;INDF;NEUT;SG
lustig	gøy	lustig	gøy	ADJ	ADJ;INDF;NEUT;SG
lustig	morsomt	lustig	morsomt	ADJ	ADJ;INDF;NEUT;SG
lustig	morsom	lustig	morsom	ADJ	ADJ;INDF;SG
lustig	pussig	lustig	pussig	ADJ	ADJ;INDF;NEUT;SG
lustig	artig	lustig	artig	ADJ	ADJ;INDF;NEUT;SG
lustig	festlig	lustig	festlig	ADJ	ADJ;INDF;NEUT;SG
charakteristisch	karakteristisk	charakteristisch	karakteristisk	ADJ	ADJ;INDF;NEUT;SG
belgische	belgiske	belgisch	belgisk	ADJ;NOM;FEM;PL	ADJ;PL
bakterien	bakterier	bakterien	bakterium	N;NOM;PL	N;INDF;MASC;PL
angefangen	begynte	anfangen	begynne	V;V.PTCP	V;IND;PST;FIN
angefangen	starter	anfangen	starte	V;V.PTCP	V;IND;PRS;FIN
angefangen	begynner	anfangen	begynne	V;V.PTCP	V;IND;PRS;FIN
juristen	advokater	juristen	advokat	N;NOM;PL	N;INDF;FEM;PL
fuhren	kjørte	fahren	kjøre	V;IND;PL;3;PST;FIN	V;IND;PST;FIN
benötigen	trenge	benötigen	trenge	V;NFIN	V;IMP;NFIN
benötigen	treng	benötigen	trenge	V;NFIN	V;IND;PRS;FIN
benötigen	trenger	benötigen	trenger	V;NFIN	V;IND;PRS;FIN
benötigen	krever	benötigen	kreve	V;NFIN	V;IND;PRS;FIN
benötigen	krev	benötigen	krevje	V;NFIN	V;IND;PRS;FIN
benötigen	trenge	benötigen	trenge	V;NFIN	V;IMP;NFIN
gültige	gyldige	gültig	gyldig	ADJ;NOM;FEM;PL	ADJ;PL
störung	forstyrrelse	störung	forstyrrelse	N;FEM;SG	N;INDF;MASC;SG
störung	innblanding	störung	innblanding	N;FEM;SG	N;INDF;FEM;SG
störung	forstyrrelser	störung	forstyrrelser	N;FEM;SG	N;INDF;NEUT;SG
störung	forstyrrelse	störung	forstyrrelse	N;FEM;SG	N;INDF;MASC;SG
gelernt	lærte	lernen	lære	V;V.PTCP	V;IND;PST;FIN
gelernt	lært	lernen	lære	V;V.PTCP	V;V.PTCP
gelernt	lært	lernen	lære	V;V.PTCP	V;V.PTCP
installation	installasjon	installation	installasjon	N;SG	N;INDF;MASC;SG
installation	installering	installation	installering	N;SG	N;INDF;FEM;SG
installation	installasjonen	installation	installasjon	N;SG	N;DEF;MASC;SG
installation	installeringen	installation	installering	N;SG	N;DEF;MASC;SG
installation	installering	installation	installering	N;SG	N;INDF;FEM;SG
installation	installasjon	installation	installasjon	N;SG	N;INDF;MASC;SG
installation	installering	installation	installering	N;SG	N;INDF;FEM;SG
schöner	vakker	schön	vakker	ADJ	ADJ;INDF;SG
schöner	nydelige	schön	nydelig	ADJ	ADJ;PL
schöner	vakkert	schön	vakker	ADJ	ADJ;INDF;NEUT;SG
schöner	fin	schön	fin	ADJ	ADJ;INDF;SG
schöner	fint	schön	fin	ADJ	ADJ;INDF;NEUT;SG
schöner	fine	schön	fin	ADJ	ADJ;PL
speichern	lagrer	speichern	lagre	V;NFIN	V;IND;PRS;FIN
speichern	sparer	speichern	spare	V;NFIN	V;IND;PRS;FIN
sprachlich	språklige	sprachlich	språklig	ADJ	ADJ;PL
schuss	skutt	schassen	skutt	ADJ	ADJ;INDF;NEUT;SG;V.PTCP
freundlich	snill	freundlich	snill	ADJ	ADJ;INDF;SG
freundlich	vennlige	freundlich	vennlig	ADJ	ADJ;PL
vorschlagen	foreslår	vorschlagen	foreslå	V;NFIN	V;IND;PRS;FIN
vorschlagen	foreslår	vorschlagen	foreslå	V;NFIN	V;IND;PRS;FIN
portugiesisch	portugisiske	portugiesisch	portugisk	ADJ	ADJ;PL
portugiesisch	portugisisk	portugiesisch	portugisisk	ADJ	ADJ;INDF;NEUT;SG
reduzieren	reduserer	reduzieren	redusere	V;NFIN	V;IND;PRS;FIN
reduzieren	reduserer	reduzieren	redusere	V;NFIN	V;IND;PRS;FIN
reduzieren	redusere	reduzieren	redusere	V;NFIN	V;NFIN
filmmusik	soundtrack	filmmusik	soundtrack	N	N;INDF;NEUT;SG
filmmusik	lydspor	filmmusik	lydspor	N	N;INDF;NEUT;SG
filmmusik	poeng	filmmusik	poeng	N	N;INDF;NEUT;SG
filmmusik	score	filmmusik	score	N	N;INDF;NEUT;SG
filmmusik	poengsum	filmmusik	poengsum	N	N;INDF;NEUT;SG
filmmusik	snes	filmmusik	snes	N	N;INDF;MASC;SG
zuständige	kompetente	zuständig	kompetent	ADJ;NOM;FEM;PL	ADJ;PL
wände	murer	wanden	mure	N;NOM;PL	N;INDF;FEM;PL
wände	vegger	wanden	vegg	N;NOM;PL	N;INDF;MASC;PL
begleitung	overvåking	begleitung	overvåking	N;NOM;FEM;SG	N;INDF;FEM;SG
begleitung	akkompagnement	begleitung	akkompagnement	N;NOM;FEM;SG	N;INDF;NEUT;SG
begleitung	eskortere	begleitung	eskortere	N;NOM;FEM;SG	N;INDF;FEM;SG
begleitung	medfølgende	begleitung	medfølgende	N;NOM;FEM;SG	N;INDF;MASC;SG
abwehr	forsvar	abwehr	forsvar	N;SG	N;INDF;NEUT;SG
abwehr	defense	abwehr	defense	N;SG	N;INDF;MASC;SG
genres	sjangrer	gen	sjangre	N;NOM;NEUT;PL	N;INDF;FEM;PL
landstraße	landevei	landstraße	landevei	N;NOM;FEM;SG	N;INDF;MASC;SG
landstraße	highway	landstraße	highway	N;NOM;FEM;SG	N
stören	forstyrre	stören	forstyrre	V;NFIN	V;NFIN
stören	forstyrre	stören	forstyrre	V;NFIN	V;NFIN
wünschen	ønsker	wünschen	ønske	V;NFIN	V;IND;PRS;FIN
wünschen	ønsker	wünschen	ønske	V;NFIN	V;IND;PRS;FIN
rosen	roser	rosen	rose	N;NOM;PL	N;INDF;FEM;PL
rosen	rosene	rosen	rose	N;NOM;PL	N;DEF;FEM;PL
selbständig	uavhengige	selbständig	uavhengig	ADJ	ADJ;PL
selbständig	uavhengig	selbständig	uavhengig	ADJ	ADJ;INDF;NEUT;SG
selbständig	selvstendig	selbständig	selvstendig	ADJ	ADJ;INDF;NEUT;SG
meisterin	elskerinne	meisterin	elskerinne	N;NOM;FEM;SG	N;INDF;FEM;SG
meisterin	herskerinne	meisterin	herskerinne	N;NOM;FEM;SG	N;INDF;FEM;SG
meisterin	elskerinnen	meisterin	elskerinn	N;NOM;FEM;SG	N;DEF;MASC;SG
jüngsten	yngst	jung	yng	ADJ;PL	ADJ;INDF;RL
jüngsten	yngste	jung	ung	ADJ;PL	ADJ;DEF;RL
jüngsten	nylige	jung	nylig	ADJ;PL	ADJ;PL
nase	nese	nase	nese	N;SG	N;INDF;MASC;SG
nase	nesen	nase	nesen	N;SG	N;DEF;MASC;SG
nase	nesa	nase	nesa	N;SG	N;INDF;MASC;SG
nase	neser	nase	neser	N;SG	N;INDF;MASC;SG
fresken	fresco	fresken	fresco	N;NOM;PL	N
sauer	sint	sauer	sint	ADJ	ADJ;INDF;SG
sauer	surt	sauer	sur	ADJ	ADJ;INDF;NEUT;SG
sauer	sure	sauer	sure	ADJ	ADJ;PL
massive	massive	massiv	massiv	ADJ;NOM;FEM;PL	ADJ;PL
portugiesische	portugisiske	portugiesisch	portugisk	ADJ;NOM;FEM;PL	ADJ;PL
kommende	kommende	kommend	kommende	ADJ;NOM;FEM;PL	ADJ;PL
betreten	oppgi	betreten	oppgi	V;NFIN	V;IMP;FIN
betreten	angi	betreten	angi	V;NFIN	V;IMP;FIN
richten	rydder	richten	rydde	V;NFIN	V;IND;PRS;FIN
estnischen	estiske	estnisch	estisk	ADJ;NOM;MASC;PL	ADJ;PL
sortiert	sortert	sortieren	sortere	ADJ;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
sportlichen	atletisk	sportlich	atletisk	ADJ	ADJ;INDF;NEUT;SG
sportlichen	sportive	sportlich	sportive	ADJ	ADJ;PL
sportlichen	sportslig	sportlich	sportslig	ADJ	ADJ;INDF;NEUT;SG
dreht	roterer	drehen	rotere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
inspiriert	inspirerer	inspirieren	inspirere	V;V.PTCP	V;IND;PRS;FIN
inspiriert	inspirere	inspirieren	inspirere	V;V.PTCP	V;IMP;NFIN
schriftliche	skriftlige	schriftlich	skriftlig	ADJ;NOM;FEM;PL	ADJ;PL
niedergang	avslå	niedergang	avslå	N	N;INDF;MASC;SG
niedergang	nedgang	niedergang	nedgang	N	N;INDF;MASC;SG
niedergang	undergang	niedergang	undergang	N	N;INDF;MASC;SG
niedergang	bortgang	niedergang	bortgang	N	N;INDF;MASC;SG
raketen	missilene	raket	missil	N;PL	N;DEF;FEM;PL
