από	من	από	مِن	ADP	ADP
άθροισμα	المبلغ	άθροισμα	مَبلَغ	N;NOM;NEUT;SG	N;NOM;DEF;SG
άθροισμα	مبلغ	άθροισμα	مَبلَغ	N;NOM;NEUT;SG	N;NOM;INDF;SG
παρακολούθησε	شاهدت	παρακολουθώ	شَاهَد	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
φυλακές	السجون	φυλακή	سِجن	N;NOM;FEM;PL	N;NOM;DEF;PL
φυλακές	سجون	φυλακή	سِجن	N;NOM;FEM;PL	N;NOM;INDF;PL
ηλεκτρονικό	الالكتروني	ηλεκτρονικός	إِلِكترُونِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
ηλεκτρονικό	الكتروني	ηλεκτρονικός	إِلِكترُونِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
ηλεκτρονικό	الالكترونية	ηλεκτρονικός	إِلِكترُونِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
ηλεκτρονικό	الكترونية	ηλεκτρονικός	إِلِكترُونِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
σύνδρομο	متلازمة	σύνδρομος	مُتَلَازِم	N;NOM;NEUT;SG	N;NOM;INDF;SG
ανακοινώνει	يعلن	ανακοινώνω	أَعلَن	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
συνοικίες	المناطق	συνοικία	مِنطَقَة	N;NOM;FEM;PL	N;NOM;DEF;PL
συνοικίες	المقاطعات	συνοικία	مُقَاطَعَة	N;NOM;FEM;PL	N;NOM;DEF;PL
συνοικίες	مقاطعات	συνοικία	مُقَاطَعَة	N;NOM;FEM;PL	N;NOM;INDF;PL
σημείωση	ملاحظة	σημείωση	مُلَاحِظَة	N;NOM;FEM;SG	N;NOM;INDF;SG
σημείωση	الملاحظة	σημείωση	مُلَاحَظَة	N;NOM;FEM;SG	N;NOM;DEF;SG
συμβολίζει	ترمز	συμβολίζω	رَمَز	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
συμβολίζει	يرمز	συμβολίζω	رَمَز	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
επιπτώσεις	النتائج	επίπτωση	نَتِيجَة	N;NOM;FEM;PL	N;NOM;DEF;PL
επιπτώσεις	العواقب	επίπτωση	عَاقِبَة	N;NOM;FEM;PL	N;NOM;DEF;PL
επιπτώσεις	التبعات	επίπτωση	تَبَعُّس	N;NOM;FEM;PL	N;NOM;DEF;PL
επιπτώσεις	عواقب	επίπτωση	عَاقِبَة	N;NOM;FEM;PL	N;NOM;INDF;PL
επιπτώσεις	التاثيرات	επίπτωση	تَاثِير	N;NOM;FEM;PL	N;NOM;DEF;PL
επιπτώσεις	الاثار	επίπτωση	أَثَر	N;NOM;FEM;PL	N;NOM;DEF;PL
επιπτώσεις	التاثيرات	επίπτωση	تَاثِير	N;NOM;FEM;PL	N;NOM;DEF;PL
επιπτώσεις	تاثيرات	επίπτωση	تَاثِير	N;NOM;FEM;PL	N;NOM;INDF;PL
αγροτική	ريفية	αγροτικός	رِيفِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
ξέρει	يعلم	ξέρω	عَلِم	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
κλειδί	المفتاح	κλειδί	مُفتَاح	N;NOM;NEUT;SG	N;NOM;DEF;SG
κλειδί	مفتاح	κλειδί	مفتاح	N;NOM;NEUT;SG	N;NOM;INDF;SG
πρωταθλητές	الابطال	πρωταθλητής	بَطَل	N;NOM;MASC;PL	N;NOM;DEF;PL
πρωταθλητές	ابطال	πρωταθλητής	بَطَل	N;NOM;MASC;PL	N;NOM;INDF;PL
αναπληρωτής	النائب	αναπληρωτής	نَائِب	N;NOM;MASC;SG	N;NOM;DEF;SG
αναπληρωτής	نائب	αναπληρωτής	نَائِب	N;NOM;MASC;SG	N;NOM;INDF;SG
μόρια	جزيئات	μόριο	جَزِيمَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
αυτόνομη	مستقلة	αυτόνομος	مُستَقِلّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
διαταγές	الطلبات	διαταγή	طَلَب	N;NOM;FEM;PL	N;NOM;DEF;PL
διαταγές	الاوامر	διαταγή	الاوامر	N;NOM;FEM;PL	N;NOM;DEF;PL
διαταγές	اوامر	διαταγή	أَمر	N;NOM;FEM;PL	N;NOM;INDF;PL
διαταγές	طلبات	διαταγή	طَلَب	N;NOM;FEM;PL	N;NOM;INDF;PL
παιδεία	تعليم	παιδεία	تَعلِيم	N;NOM;FEM;SG	N;NOM;INDF;SG
παιδεία	التربية	παιδεία	تَربِيَة	N;NOM;FEM;SG	N;NOM;DEF;SG
παιδεία	التعليم	παιδεία	تَعلِيم	N;NOM;FEM;SG	N;NOM;DEF;SG
αντίγραφο	مكرر	αντίγραφο	مُكرَر	N;NOM;NEUT;SG	N;NOM;INDF;SG
αντίγραφο	تكرار	αντίγραφο	تَكرَار	N;NOM;NEUT;SG	N;NOM;INDF;SG
αντίγραφο	نسخة	αντίγραφο	نُسخَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
αντίγραφο	نسخ	αντίγραφο	نُسخَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
ανοικτό	مفتوح	ανοιχτός	مَفتُوح	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
μυθιστορήματα	روايات	μυθιστόρημα	رِوَايَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
μυθιστορήματα	الروايات	μυθιστόρημα	رِوَايَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
ορολογία	المصطلح	ορολογία	المصطلح	N;NOM;FEM;SG	N;NOM;DEF;SG
εντολές	الطلبات	εντολή	طَلَب	N;NOM;FEM;PL	N;NOM;DEF;PL
εντολές	الاوامر	εντολή	الاوامر	N;NOM;FEM;PL	N;NOM;DEF;PL
εντολές	اوامر	εντολή	أَمر	N;NOM;FEM;PL	N;NOM;INDF;PL
εντολές	طلبات	εντολή	طَلَب	N;NOM;FEM;PL	N;NOM;INDF;PL
χειρόγραφα	المخطوطات	χειρόγραφο	مَخطُوط	N;NOM;NEUT;PL	N;NOM;DEF;PL
πόλο	القطب	πόλος	قُطب	N;NOM;MASC;SG	N;NOM;DEF;SG
κάτοχος	صاحب	κάτοχος	صَاحِب	N;NOM;MASC;SG	N;NOM;INDF;SG
κάτοχος	المالك	κάτοχος	مَالِك	N;NOM;MASC;SG	N;NOM;DEF;SG
κάτοχος	حائز	κάτοχος	حَائِز	N;NOM;MASC;SG	N;NOM;INDF;SG
κάτοχος	الحائز	κάτοχος	حَائِز	N;NOM;MASC;SG	N;NOM;DEF;SG
περιφερειακή	اقليمية	περιφερειακός	إِقلِيمِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
περιφερειακή	اقليمي	περιφερειακός	إِقلِيمِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
περιφερειακή	الاقليمي	περιφερειακός	إِقلِيمِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
προστέθηκε	اضيفت	προσθέτω	أَضَاف	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;FEM;SG;3;PASS
κυνήγι	الصيد	κυνήγι	صَيد	N;NOM;NEUT;SG	N;NOM;DEF;SG
χριστιανούς	المسيحيين	χριστιανός	مَسِيحِيّ	N;ACC;MASC;PL	N;ACC;DEF;PL
πλεονέκτημα	الميزة	πλεονέκτημα	مِيزَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
πλεονέκτημα	ميزة	πλεονέκτημα	مِيزَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
πλεονέκτημα	مزية	πλεονέκτημα	مَزِيَّة	N;NOM;NEUT;SG	N;NOM;INDF;SG
κόκκινη	حمراء	κόκκινος	أَحمَر	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
μοναχός	راهب	μοναχός	راهب	N;NOM;MASC;SG	N;NOM;INDF;SG
κανονικό	منتظم	κανονικός	مُنتَظِم	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
κανονικό	منتظمة	κανονικός	مُنتَظِم	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
κανονικό	طبيعي	κανονικός	طَبِيعِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
κανονικό	عادي	κανονικός	عَادِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
διάσημο	الشهيرة	διάσημος	شَهِير	N;NOM;NEUT;SG	N;NOM;DEF;SG
τζαμί	مسجد	τζαμί	مَسجِد	N;NOM;NEUT;SG	N;NOM;INDF;SG
τζαμί	المسجد	τζαμί	مَسجِد	N;NOM;NEUT;SG	N;NOM;DEF;SG
τζαμί	الجامع	τζαμί	جَامِع	N;NOM;NEUT;SG	N;NOM;DEF;SG
πάλη	مصارعة	πάλη	مُصَارَعَة	N;NOM;FEM;SG	N;NOM;INDF;SG
πάλη	المصارعة	πάλη	مُصَارَعَة	N;NOM;FEM;SG	N;NOM;DEF;SG
πάλη	صراع	πάλη	صِرَاع	N;NOM;FEM;SG	N;NOM;INDF;SG
πάλη	النضال	πάλη	نِضَال	N;NOM;FEM;SG	N;NOM;DEF;SG
πάλη	الكفاح	πάλη	كَفَاح	N;NOM;FEM;SG	N;NOM;DEF;SG
πάλη	شجار	πάλη	شَاجِر	N;NOM;FEM;SG	N;NOM;INDF;SG
πάλη	قتال	πάλη	قِتَال	N;NOM;FEM;SG	N;NOM;INDF;SG
πάλη	القتال	πάλη	قِتَال	N;NOM;FEM;SG	N;NOM;DEF;SG
οχυρό	قلعة	οχυρός	قلعة	N;NOM;NEUT;SG	N;NOM;INDF;SG
οχυρό	القلعة	οχυρός	قَلعَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
οχυρό	الحصن	οχυρός	حَصن	N;NOM;NEUT;SG	N;NOM;DEF;SG
οχυρό	الحصن	οχυρός	حَصن	N;NOM;NEUT;SG	N;NOM;DEF;SG
μαθηματική	رياضية	μαθηματικός	رِيَاضِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
αγορές	المشتريات	αγορά	مُشتَرَى	N;NOM;FEM;PL	N;NOM;DEF;PL
αγορές	اسواق	αγορά	سُوق	N;NOM;FEM;PL	N;NOM;INDF;PL
αγορές	الاسواق	αγορά	سُوق	N;NOM;FEM;PL	N;NOM;DEF;PL
εργάτες	العمال	εργάτης	عَامِل	N;NOM;MASC;PL	N;NOM;DEF;PL
εργάτες	العاملون	εργάτης	عَامِل	N;NOM;MASC;PL	N;NOM;DEF;PL
εργάτες	عمال	εργάτης	عَامِل	N;NOM;MASC;PL	N;NOM;INDF;PL
φόρμουλα	المعادلة	φόρμουλος	مُعَادَلَة	N;NOM;MASC;SG	N;NOM;DEF;SG
φόρμουλα	الصيغة	φόρμουλος	صِيغَة	N;NOM;MASC;SG	N;NOM;DEF;SG
φόρμουλα	صيغة	φόρμουλος	صِيغَة	N;NOM;MASC;SG	N;NOM;INDF;SG
συντεταγμένες	الاحداثيات	συντεταγμένος	حَدَثِيَّة	ADJ;NOM;FEM;PL	ADJ;NOM;DEF;FEM;PL
συντεταγμένες	احداثيات	συντεταγμένος	حَدَثِيَّة	ADJ;NOM;FEM;PL	ADJ;NOM;INDF;FEM;PL
λόγοι	دواعي	λόγος	دَاعِي	N;NOM;MASC;PL	N;NOM;INDF;PL
λόγοι	الاسباب	λόγος	سَبَب	N;NOM;MASC;PL	N;NOM;DEF;PL
λύσεις	الحلول	λύση	حَلّ	N;NOM;FEM;PL	N;NOM;DEF;PL
πτήσεις	رحلات	πτήση	رِحلَة	N;NOM;FEM;PL	N;NOM;INDF;PL
πτήσεις	الرحلات	πτήση	رِحلَة	N;NOM;FEM;PL	N;NOM;DEF;PL
κρασί	النبيذ	κρασί	نَبِيذ	N;NOM;NEUT;SG	N;NOM;DEF;SG
αποδεκτή	مقبولة	αποδεκτός	مَقبُول	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
σύμπαν	الكون	σύμπαν	كَون	N;NOM;NEUT;SG	N;NOM;DEF;SG
σύμπαν	الكون	σύμπαν	كَون	N;NOM;NEUT;SG	N;NOM;DEF;SG
πρακτικές	الممارسات	πρακτική	مُمَارَسَة	N;NOM;FEM;PL	N;NOM;DEF;PL
πρακτικές	ممارسات	πρακτική	مُمَارَسَة	N;NOM;FEM;PL	N;NOM;INDF;PL
συντάκτες	المحررين	συντάκτης	مُحَرِّر	N;NOM;MASC;PL	N;NOM;DEF;PL
διαταραχή	الاضطراب	διαταραχή	اِضطِرَاب	N;NOM;FEM;SG	N;NOM;DEF;SG
διαταραχή	اضطراب	διαταραχή	اِضطِرَاب	N;NOM;FEM;SG	N;NOM;INDF;SG
συνεισφορές	الاشتراكات	συνεισφορά	اِشتِرَاك	N;NOM;FEM;PL	N;NOM;DEF;PL
συνεισφορές	المساهمات	συνεισφορά	مُسَاهَمَة	N;NOM;FEM;PL	N;NOM;DEF;PL
συνεισφορές	مساهمات	συνεισφορά	مُسَاهَمَة	N;NOM;FEM;PL	N;NOM;INDF;PL
συνεισφορές	التبرعات	συνεισφορά	تَبَرُّع	N;NOM;FEM;PL	N;NOM;DEF;PL
επιστημονικό	علمية	επιστημονικός	عِلمِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
πόδι	القدم	πόδι	قَدَم	N;NOM;NEUT;SG	N;NOM;DEF;SG
πόδι	الساق	πόδι	سَاق	N;NOM;NEUT;SG	N;NOM;DEF;SG
πόδι	القدم	πόδι	قَدَم	N;NOM;NEUT;SG	N;NOM;DEF;SG
αστέρι	نجمة	αστέρι	نَجمَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
αστέρι	النجم	αστέρι	نَجم	N;NOM;NEUT;SG	N;NOM;DEF;SG
αστέρι	النجمة	αστέρι	نَجمَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
συνέβαλε	ساهمت	συμβάλλω	سَاهَم	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
συνέβαλε	ساهم	συμβάλλω	سَاهَم	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
συνέβαλε	اسهمت	συμβάλλω	أَسهَم	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
δωμάτιο	غرفة	δωμάτιο	غُرفَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
δωμάτιο	الغرفة	δωμάτιο	غُرفَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
δωμάτιο	حجرة	δωμάτιο	حُجرَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
πάσχα	الفصح	πάσχα	فَصح	N;NOM;NEUT;SG	N;NOM;DEF;SG
πάσχα	الفصح	πάσχα	فَصح	N;NOM;NEUT;SG	N;NOM;DEF;SG
βοηθά	يساعد	βοηθός	سَاعَد	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
συμφώνησε	اتفق	συμφωνώ	اِتَّفَق	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
γραμματεία	الامانة	γραμματείο	إِمَانَة	N;NOM;FEM;SG	N;NOM;DEF;SG
φτερά	الاجنحة	φτερά	جَنَاح	N;NOM;NEUT;PL	N;NOM;DEF;PL
αίθουσες	الغرف	αίθουσα	غُرفَة	N;NOM;FEM;PL	N;NOM;DEF;PL
αίθουσες	غرف	αίθουσα	غُرفَة	N;NOM;FEM;PL	N;NOM;INDF;PL
αίθουσες	قاعات	αίθουσα	قَاعَة	N;NOM;FEM;PL	N;NOM;INDF;PL
αίθουσες	القاعات	αίθουσα	قَاعَة	N;NOM;FEM;PL	N;NOM;DEF;PL
επιβάτες	المسافرون	επιβάτης	مُسَافِر	N;NOM;MASC;PL	N;NOM;DEF;PL
επιβάτες	مسافرين	επιβάτης	مُسَافِر	N;NOM;MASC;PL	N;NOM;INDF;PL
επιβάτες	المسافرين	επιβάτης	مُسَافِر	N;NOM;MASC;PL	N;NOM;DEF;PL
επιβάτες	الركاب	επιβάτης	رَاكِب	N;NOM;MASC;PL	N;NOM;DEF;PL
επιβάτες	ركاب	επιβάτης	رَاكِب	N;NOM;MASC;PL	N;NOM;INDF;PL
υιός	الابن	υιός	اِبن	N;NOM;MASC;SG	N;NOM;DEF;SG
φιλοξενεί	يستضيف	φιλοξενώ	اِستَضَاف	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
φιλοξενεί	تستضيف	φιλοξενώ	اِستَضَاف	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
διάλυμα	حل	διάλυμα	حَلّ	N;NOM;NEUT;SG	N;NOM;INDF;SG
διάλυμα	الحل	διάλυμα	حَلّ	N;NOM;NEUT;SG	N;NOM;DEF;SG
σύνολα	المجاميع	σύνολο	مَجمُوع	N;NOM;NEUT;PL	N;NOM;DEF;PL
αξίες	القيم	αξία	قِيمَة	N;NOM;FEM;PL	N;NOM;DEF;PL
ανατροπή	الاطاحة	ανατροπή	إِطَاحَة	N;NOM;FEM;SG	N;NOM;DEF;SG
επιλογές	خيارات	επιλογή	خِيَار	N;NOM;FEM;PL	N;NOM;INDF;PL
επιλογές	الخيارات	επιλογή	خِيَار	N;NOM;FEM;PL	N;NOM;DEF;PL
επιλογές	اختيارات	επιλογή	اِختِيَار	N;NOM;FEM;PL	N;NOM;INDF;PL
επιλογές	الاختيارات	επιλογή	اِختِيَار	N;NOM;FEM;PL	N;NOM;DEF;PL
φωνές	اصوات	φωνή	صَوت	N;NOM;FEM;PL	N;NOM;INDF;PL
φωνές	الاصوات	φωνή	صَوت	N;NOM;FEM;PL	N;NOM;DEF;PL
ενότητες	وحدات	ενότητα	وَحدَة	N;NOM;FEM;PL	N;NOM;INDF;PL
ενότητες	الاقسام	ενότητα	قِسم	N;NOM;FEM;PL	N;NOM;DEF;PL
ενότητες	اقسام	ενότητα	قِسم	N;NOM;FEM;PL	N;NOM;INDF;PL
αντιπολίτευση	معارضة	αντιπολίτευση	مُعَارَضَة	N;NOM;FEM;SG	N;NOM;INDF;SG
αντιπολίτευση	المعارضة	αντιπολίτευση	مُعَارَضَة	N;NOM;FEM;SG	N;NOM;DEF;SG
θρησκευτικό	الدينية	θρησκευτικός	دِينِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
θρησκευτικό	دينية	θρησκευτικός	دِينِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
θρησκευτικό	الديني	θρησκευτικός	دِينِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
τελειώνει	ينتهي	τελειώνω	اِنتَهَى	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
φορτίο	تحميل	φορτίο	تَحمِيل	N;NOM;NEUT;SG	N;NOM;INDF;SG
φορτίο	حمولة	φορτίο	حُمُولَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
φορτίο	التحميل	φορτίο	تَحمِيل	N;NOM;NEUT;SG	N;NOM;DEF;SG
φορτίο	حمولة	φορτίο	حُمُولَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
φορτίο	الشحن	φορτίο	شَحن	N;NOM;NEUT;SG	N;NOM;DEF;SG
φορτίο	شحنة	φορτίο	شَحنَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
φορτίο	شحن	φορτίο	شَحن	N;NOM;NEUT;SG	N;NOM;INDF;SG
φορτίο	الحمولة	φορτίο	حُمُولَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
φορτίο	شحنة	φορτίο	شَحنَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
φορτίο	الشحنة	φορτίο	شَحنَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
γαλαξίας	مجرة	γαλαξία	مِجرَة	N;NOM;MASC;SG	N;NOM;INDF;SG
γαλαξίας	المجرة	γαλαξία	مَجرَة	N;NOM;MASC;SG	N;NOM;DEF;SG
παίζοντας	يلعب	παίζω	لَعِب	V;IPFV;V.CVB;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
ελάχιστο	الادنى	λίγο	أَدنَى	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;DEF;MASC;SG
κεντρικός	مركزية	κεντρικός	مَركَزِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
κεντρικός	مركزي	κεντρικός	مركزي	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
κουλτούρα	الثقافة	κουλτούρα	ثَقَافَة	N;NOM;FEM;SG	N;NOM;DEF;SG
κουλτούρα	ثقافة	κουλτούρα	ثَقَافَة	N;NOM;FEM;SG	N;NOM;INDF;SG
προφήτη	النبي	πρόφητος	نَبِيّ	N;NOM;MASC;SG	N;NOM;DEF;SG
χαρτί	الورقة	χαρτί	وَرَقَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
χαρτί	ورق	χαρτί	وَرَق	N;NOM;NEUT;SG	N;NOM;INDF;SG
χαρτί	ورقة	χαρτί	وَرَقَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
χαρτί	الورق	χαρτί	وَرَق	N;NOM;NEUT;SG	N;NOM;DEF;SG
σημειώθηκε	لوحظ	σημειώνω	لَاحَظ	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;MASC;SG;3;PASS
φαραώ	الفرعون	φαραάνω	فَرع	N;NOM;MASC;SG	N;NOM;DEF;SG
εξαιρετική	ممتازة	εξαιρετικός	مُمتَاز	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
εξαιρετική	ممتاز	εξαιρετικός	مُمتَاز	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
τρόφιμα	الاطعمة	τρόφιμα	الاطعمة	N;NOM;NEUT;PL	N;NOM;DEF;PL
χρήσιμο	مفيدة	χρήσιμο	مُفِيد	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
χρήσιμο	مفيد	χρήσιμο	مفيد	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
χρήσιμο	مفيدة	χρήσιμο	مُفِيد	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
χρήσιμο	مفيد	χρήσιμο	مفيد	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
προσδιορισμός	العزيمة	προσδιορισμός	عَزِيمَة	N;NOM;MASC;SG	N;NOM;DEF;SG
προσδιορισμός	عزم	προσδιορισμός	عَزم	N;NOM;MASC;SG	N;NOM;INDF;SG
θετική	ايجابي	θετικός	إِيجَابِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
θετική	الايجابي	θετικός	إِيجَابِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
θετική	ايجابية	θετικός	إِيجَابِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
θετική	الايجابية	θετικός	إِيجَابِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
χαμηλό	منخفض	χαμηλός	مُنخَفِض	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
χαμηλό	منخفضة	χαμηλός	مُنخَفِض	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
αποστάσεις	مسافات	απόσταση	مَسَاف	N;NOM;FEM;PL	N;NOM;INDF;PL
αποστάσεις	المسافات	απόσταση	المسافات	N;NOM;FEM;PL	N;NOM;DEF;PL
ομόνοια	الوفاق	ομόνοια	وِفَاق	N;NOM;FEM;SG	N;NOM;DEF;SG
αστική	حضرية	αστικός	حَضَرِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
οδηγία	توجيه	οδηγία	تَوجِيه	N;NOM;FEM;SG	N;NOM;INDF;SG
οδηγία	التوجيه	οδηγία	تَوجِيه	N;NOM;FEM;SG	N;NOM;DEF;SG
χειρόγραφο	المخطوطة	χειρόγραφο	مَخطُوط	N;NOM;NEUT;SG	N;NOM;DEF;SG
έντομα	الحشرات	έντομα	حَشَرَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
έντομα	حشرات	έντομα	حَشَرَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
έντομα	الحشرات	έντομα	حَشَرَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
αθλητισμός	رياضة	αθλητισμός	رِيَاضَة	N;NOM;MASC;SG	N;NOM;INDF;SG
αθλητισμός	الرياضة	αθλητισμός	رِيَاضَة	N;NOM;MASC;SG	N;NOM;DEF;SG
αθλητισμός	رياضة	αθλητισμός	رِيَاضَة	N;NOM;MASC;SG	N;NOM;INDF;SG
αθλητισμός	الرياضة	αθλητισμός	رِيَاضَة	N;NOM;MASC;SG	N;NOM;DEF;SG
δουλεύει	يعمل	δουλεύω	عَمِل	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
δουλεύει	يشتغل	δουλεύω	اِشتَغَل	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
δουλεύει	ينفع	δουλεύω	نَفَع	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
λειτουργικό	وظيفية	λειτουργικός	وَظِيفِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
λειτουργικό	وظيفي	λειτουργικός	وظيفي	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
παρατηρηθεί	لوحظ	παρατηρώ	لَاحَظ	V;PFV;NFIN;PASS	V;PFV;MASC;SG;3;PASS
σκάκι	الشطرنج	σκάκι	شَطرَنج	N;NOM;NEUT;SG	N;NOM;DEF;SG
ποτάμι	النهر	ποτάμι	نَهر	N;NOM;NEUT;SG	N;NOM;DEF;SG
ποτάμι	نهر	ποτάμι	نَهر	N;NOM;NEUT;SG	N;NOM;INDF;SG
αρέσει	يحب	αρίσκω	حَبّ	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
διάγραμμα	التخطيط	διάγραμμα	تَخطِيط	N;NOM;NEUT;SG	N;NOM;DEF;SG
διάγραμμα	المخطط	διάγραμμα	مُخَطَّط	N;NOM;NEUT;SG	N;NOM;DEF;SG
διάγραμμα	مخطط	διάγραμμα	مُخَطَّط	N;NOM;NEUT;SG	N;NOM;INDF;SG
ονόματι	مسمى	ονόματι	مُسَمَّى	N;SG	N;NOM;INDF;SG
εκφράζει	يعرب	εκφράζω	عَرَب	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
τραυματίες	جرحى	τραυματίας	جَرِيح	N;NOM;MASC;PL	N;NOM;INDF;PL
τραυματίες	الجرحى	τραυματίας	جَرِيح	N;NOM;MASC;PL	N;NOM;DEF;PL
σμήνος	قطيع	σμήνος	قطيع	N;NOM;NEUT;SG	N;NOM;INDF;SG
