त्रिज्या	radius	त्रिज्या	radius	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
बैग	tasken	बैग	taske	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
बैग	pose	बैग	pose	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
बैग	taske	बैग	taske	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
बैग	sæk	बैग	sæk	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
ग्लूकोज	glukose	ग्लूकोज	glukos	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
नीतियाँ	politikker	नीति	politik	N;NOM;FEM;PL;3	N;INDF;MASC+FEM;PL
नीतियाँ	politikkerne	नीति	politik	N;NOM;FEM;PL;3	N;DEF;MASC+FEM;PL
प्रतिभागियों	deltagere	प्रतिभागी	deltager	N;ACC;FEM;PL;3	N;INDF;MASC+FEM;PL
प्रतिभागियों	deltagerne	प्रतिभागी	deltager	N;ACC;FEM;PL;3	N;DEF;MASC+FEM;PL
पढ़ना	læser	पढ़	læse	V;MASC;NFIN;ACT	V;IND;PRS;FIN;ACT
पढ़ना	læse	पढ़	læse	V;MASC;NFIN;ACT	V;NFIN;ACT
आपरेशन	betjening	आपरेशन	betjening	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
आपरेशन	operation	आपरेशन	operation	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
आपरेशन	drift	आपरेशन	drift	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
आपरेशन	operationen	आपरेशन	operation	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
ब्रॉडबैंड	bredbånd	ब्रॉडबैंड	bredbånd	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
मैनुअल	manual	मैनुअल	manual	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
मैनुअल	håndbog	मैनुअल	håndbog	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
दर्जन	dusin	दर्जन	dusin	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
सुखद	fornøjelig	सुखद	fornøjelig	ADJ	ADJ;INDF;MASC+FEM;SG
सुखद	behageligt	सुखद	behagelig	ADJ	ADJ;INDF;NEUT;SG
सुखद	hyggelig	सुखद	hyggelig	ADJ	ADJ;INDF;MASC+FEM;SG
सुखद	behagelig	सुखद	behagelig	ADJ	ADJ;INDF;MASC+FEM;SG
सस्ती	billigt	सस्ती	billigt	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
सस्ती	nærig	सस्ती	nærig	ADJ;NOM;FEM;SG	ADJ;INDF;MASC+FEM;SG
सस्ती	billig	सस्ती	billig	ADJ;NOM;FEM;SG	ADJ;INDF;MASC+FEM;SG
परम्पराओं	traditioner	परम्परा	tradition	N;ACC;FEM;PL;3	N;INDF;MASC+FEM;PL
परम्पराओं	traditionerne	परम्परा	tradition	N;ACC;FEM;PL;3	N;DEF;MASC+FEM;PL
पूछे	spørger	पूछ	spørge	V;PFV;MASC;PL;V.PTCP;ACT	V;IND;PRS;FIN;ACT
पूछे	spørge	पूछ	spørge	V;PFV;MASC;PL;V.PTCP;ACT	V;NFIN;ACT
पूछे	spurgte	पूछ	spørge	V;PFV;MASC;PL;V.PTCP;ACT	V;IND;PST;FIN;ACT
सेब	æble	सेब	æble	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
सेब	apple	सेब	apple	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
पुस्तकालयों	bibliotekerne	पुस्तकाल	bibliotek	N;ACC;MASC;PL;3	N;DEF;NEUT;PL
पुस्तकालयों	biblioteker	पुस्तकाल	bibliotek	N;ACC;MASC;PL;3	N;INDF;NEUT;PL
चौकी	checkpoint	चौकी	checkpoint	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
चौकी	forpost	चौकी	forpost	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
बहनों	søstre	बहन	søster	N;ACC;FEM;PL;3	N;INDF;MASC+FEM;PL
बहनों	søstrene	बहन	søster	N;ACC;FEM;PL;3	N;DEF;MASC+FEM;PL
आपात	nødstilfælde	आपात	nødstilfælde	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
आपात	nødsituation	आपात	nødsituation	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
आपात	akut	आपात	akut	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
रेसलमेनिया	wrestlemania	रेसलमेनिया	wrestlemania	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
स्त्रियाँ	kvinderne	स्त्री	kvinde	N;NOM;FEM;PL;3	N;DEF;MASC+FEM;PL
स्त्रियाँ	kvinder	स्त्री	kvinde	N;NOM;FEM;PL;3	N;INDF;MASC+FEM;PL
मामा	mor	मामा	mor	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
मामा	onkel	मामा	onkel	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
मामा	farbror	मामा	farbror	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
रूपांतर	variant	रूपांतर	variant	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
क्रोधित	rasende	क्रोधित	rasende	ADJ	ADJ
क्रोधित	vrede	क्रोधित	vred	ADJ	ADJ;PL
क्रोधित	gal	क्रोधित	gal	ADJ	ADJ;INDF;MASC+FEM;SG
क्रोधित	sur	क्रोधित	sur	ADJ	ADJ;INDF;MASC+FEM;SG
क्रोधित	vred	क्रोधित	vride	ADJ	ADJ;INDF;MASC+FEM;SG
हुक्म	nik	हुक्म	nik	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
कमांड	kommandoen	कमांड	kommando	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
कमांड	kommando	कमांड	kommando	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
बुराई	ondskab	बुराई	ondskab	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
टाइपिंग	skrivning	टाइपिंग	skrivning	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
फ्लाइट	fly	फ्लाइट	fly	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
फ्लाइट	flyvning	फ्लाइट	flyvning	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
निकटता	nærhed	निकटता	nærhed	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
निकटता	nærhed	निकटता	nærhed	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
सैर	promenade	सैर	promenad	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
सैर	gåtur	सैर	gåtur	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
चिकनी	jævn	चिकना	jævn	ADJ;NOM;FEM;SG	ADJ;INDF;MASC+FEM;SG
चिकनी	glat	चिकना	glat	ADJ;NOM;FEM;SG	ADJ;INDF;MASC+FEM;SG
विदेशियों	udlændinge	विदेशी	udlænding	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;PL
इंजीनियरों	ingeniører	इंजीनियर	ingeniør	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;PL
गा	syng	गा	syng	V;SG;FIN;ACT	V;IMP
गा	synge	गा	synge	V;SG;FIN;ACT	V;NFIN;ACT
पूछताछ	forespørgsel	पूछताछ	forespørgsel	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
पूछताछ	undersøgelse	पूछताछ	undersøgelse	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
सर्पिल	spiral	सर्पिल	spiral	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
परिशिष्ट	tillæg	परिशिष्ट	tillæg	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
परिशिष्ट	appendiks	परिशिष्ट	appendiks	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
गवाही	vidneudsagn	गवाही	vidneudsagn	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
गवाही	vidnesbyrd	गवाही	vidnesbyrd	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
गवाही	vidneforklaring	गवाही	vidneforklaring	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
लेआउट	indretning	लेआउट	indretning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
लेआउट	layout	लेआउट	layout	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
कैदियों	fangerne	कैदी	fange	N;ACC;MASC;PL;3	N;DEF;MASC+FEM;PL
कैदियों	fanger	कैदी	fange	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;PL
हुक	krog	हुक	krog	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
हुक	klo	हुक	klo	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
हुक	krogen	हुक	krog	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
हुक	hook	हुक	hook	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
रिटर्न	afkast	रिटर्न	afkast	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
रिटर्न	retur	रिटर्न	retur	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
रिटर्न	afkast	रिटर्न	afkast	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
प्लैटिनम	platin	प्लैटिनम	platin	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
दीवारें	vægge	दीवार	vægge	N;NOM;FEM;PL;3	N;INDF;MASC+FEM;PL
दीवारें	væggene	दीवार	væg	N;NOM;FEM;PL;3	N;DEF;MASC+FEM;PL
दीवारें	mure	दीवार	mur	N;NOM;FEM;PL;3	N;INDF;MASC+FEM;PL
नक़ल	kopiering	नक़ल	kopiering	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
नक़ल	kopi	नक़ल	kopi	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
फ्रेमवर्क	ramme	फ्रेमवर्क	ramme	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
देशभक्ति	patriotisme	देशभक्ति	patriotisme	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
कस्टम	toldvæsenet	कस्टम	toldvæsen	N;NOM;MASC;SG;3	N;DEF;NEUT;SG
कस्टम	skik	कस्टम	skik	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
कस्टम	sædvane	कस्टम	sædvane	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
कोलेस्ट्रॉल	kolesterol	कोलेस्ट्रॉल	kolesterol	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
ईमान	troen	ईमान	tro	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
पोटैशियम	kalium	पोटैशियम	kalium	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
लोकगीत	folklore	लोकगीत	folklor	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
लोकगीत	sagn	लोकगीत	sagn	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
स्प्रिंगस्टीन	springsteen	स्प्रिंगस्टीन	springste	N;NOM;FEM;SG;3	N;DEF;MASC+FEM;SG
धर्मनिरपेक्ष	verdslige	धर्मनिरपेक्ष	verdslig	ADJ	ADJ;PL
तोप	kanonen	तोप	kanon	N;NOM;FEM;SG;3	N;DEF;MASC+FEM;SG
तोप	kanon	तोप	kanon	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
शेंगेन	schengen	शेंगेन	scheng	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
दुल्हन	bruden	दुल्हन	brud	N;NOM;FEM;SG;3	N;DEF;MASC+FEM;SG
दुल्हन	brud	दुल्हन	brud	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
जस्ता	zink	जस्ता	zink	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
उड़	flyver	उड़	flyve	V;ACT	V;IND;PRS;FIN;ACT
उड़	flyv	उड़	flyv	V;ACT	V;IMP
उड़	flyve	उड़	flyve	V;ACT	V;NFIN;ACT
गुजरता	passerer	गुजरता	passere	V;IPFV;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
परियोजनाएं	projekter	परियोजना	projekt	N;NOM;FEM;PL;3	N;INDF;NEUT;PL
परियोजनाएं	projekterne	परियोजना	projekt	N;NOM;FEM;PL;3	N;DEF;NEUT;PL
जन्मस्थान	fødested	जन्मस्थान	fødested	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
जन्मस्थान	fødeby	जन्मस्थान	fødeby	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
बाँस	bambus	बाँस	bambus	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
अठारह	atten	अठारह	atten	NUM	NUM
उत्खनन	udgravning	उत्खनन	udgravning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
उन्नयन	opgradering	उन्नयन	opgradering	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
पेंशन	pension	पेंशन	pension	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
गरिमा	værdighed	गरिमा	værdighed	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
बताना	fortæl	बता	fortæl	V;MASC;NFIN;ACT	V;IMP
खोपड़ी	kranie	खोपडी	kranie	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
खोपड़ी	kranium	खोपडी	kranium	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
खोपड़ी	kraniet	खोपडी	kranie	N;NOM;FEM;SG;3	N;DEF;NEUT;SG
विद्रोहियों	rebellerne	विद्रोही	rebel	N;ACC;MASC;PL;3	N;DEF;MASC+FEM;PL
विद्रोहियों	rebeller	विद्रोही	rebel	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;PL
विद्रोहियों	oprørere	विद्रोही	oprører	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;PL
विद्रोहियों	oprørerne	विद्रोही	oprører	N;ACC;MASC;PL;3	N;DEF;MASC+FEM;PL
सूर्योदय	solopgangen	सूर्योदय	solopgang	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
सूर्योदय	solopgang	सूर्योदय	solopgang	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
रणनीतिक	taktiske	रणनीतिक	taktisk	ADJ;NOM	ADJ;PL
रणनीतिक	taktisk	रणनीतिक	taktisk	ADJ;NOM	ADJ;INDF;SG
प्रक्षेप	fremskrivning	प्रक्षेप	fremskrivning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
प्रक्षेप	projektion	प्रक्षेप	projektion	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
पर्यवेक्षण	opsyn	पर्यवेक्षण	opsyn	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
पर्यवेक्षण	tilsyn	पर्यवेक्षण	tilsyn	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
पर्यवेक्षण	overvågning	पर्यवेक्षण	overvågning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
एमी	amy	एमी	amy	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
एमी	emmy	एमी	emmy	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
प्लेटो	platon	प्लेटो	platon	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
रिसाव	lækage	रिसाव	lækage	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
रिसाव	læk	रिसाव	læk	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
रिसाव	utæthed	रिसाव	utæthed	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
शोधन	raffinering	शोधन	raffinering	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
बरसात	brusebad	बरसात	brusebad	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
बरसात	regnvejr	बरसात	regnvejr	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
बरसात	regn	बरसात	regn	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
बरसात	regnvejr	बरसात	regnvejr	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
दर्शनशास्त्र	filosofien	दर्शनशास्त्र	filosofi	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
दर्शनशास्त्र	filosofi	दर्शनशास्त्र	filosofi	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
कर्ज	gælden	कर्ज	gælde	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
कर्ज	gæld	कर्ज	gæld	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
सलाद	salat	सलाद	salat	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
सलाद	salat	सलाद	salat	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
जलन	irritation	जलन	irritation	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
शौकिया	amatør	शौकिया	amatør	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
अनूठा	unik	अनूठा	unik	ADJ;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
अनूठा	enestående	अनूठा	enestående	ADJ;NOM;MASC;SG	ADJ
अनूठा	unikt	अनूठा	unikt	ADJ;NOM;MASC;SG	ADJ;INDF;NEUT;SG
रक्तस्राव	blødning	रक्तस्राव	blødning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
चादर	sjal	चादर	sjulle	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
चादर	ark	चादर	ark	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
चादर	lagen	चादर	lag	N;NOM;FEM;SG;3	N;DEF;MASC+FEM;SG
एथिलीन	ethylen	एथिलीन	ethyle	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
सेकेंड	sekund	सेकेंड	sekund	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
मानविकी	humaniora	मानविकी	humaniora	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
महापौर	borgmester	महापौर	borgmester	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
महापौर	borgmesteren	महापौर	borgmester	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
आयताकार	rektangel	आयताकार	rektangel	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
आयताकार	rektangulær	आयताकार	rektangulær	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
प्रस्तावना	introduktion	प्रस्तावना	introduktion	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
प्रस्तावना	indledning	प्रस्तावना	indledning	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
प्रस्तावना	prolog	प्रस्तावना	prolog	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
प्रस्तावना	præambel	प्रस्तावना	præambel	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
लावा	lava	लावा	lava	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
बाधाओं	barrierer	बाधा	barriere	N;ACC;FEM;PL;3	N;INDF;MASC+FEM;PL
बाधाओं	forhindringer	बाधा	forhindring	N;ACC;FEM;PL;3	N;INDF;MASC+FEM;PL
बाधाओं	hindringer	बाधा	hindring	N;ACC;FEM;PL;3	N;INDF;MASC+FEM;PL
बाधाओं	forhindringer	बाधा	forhindring	N;ACC;FEM;PL;3	N;INDF;MASC+FEM;PL
बाधाओं	hindringer	बाधा	hindring	N;ACC;FEM;PL;3	N;INDF;MASC+FEM;PL
माइग्रेन	migræne	माइग्रेन	migræn	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
परिधान	kjole	परिधान	kjole	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
परिधान	dress	परिधान	dress	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
परिधान	påklædning	परिधान	påklædning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
परिधान	udklædning	परिधान	udklædning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
परिधान	beklædningsgenstand	परिधान	beklædningsgenstand	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
परिधान	beklædning	परिधान	beklædning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
गोलीबारी	skudveksling	गोलीबारी	skudveksling	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
गोलीबारी	skydning	गोलीबारी	skydning	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
गोलीबारी	skyderi	गोलीबारी	skyderi	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
पम्प	pumpe	पम्प	pumpe	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
पम्प	pumpen	पम्प	pump	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
नाल	hestesko	नाल	hestesko	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
पवित्रता	ukrænkelighed	पवित्रता	ukrænkelighed	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
पवित्रता	renhed	पवित्रता	renhed	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
पवित्रता	renheden	पवित्रता	renheden	N;NOM;FEM;SG;3	N;DEF;MASC+FEM;SG
पवित्रता	hellighed	पवित्रता	hellighed	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
श्रेष्ठता	overlegenhed	श्रेष्ठता	overlegenhed	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
मुलाक़ात	hangout	मुलाक़ात	hangout	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
सीढ़ी	stigen	सीढ़ी	stig	N;NOM;FEM;SG;3	N;DEF;MASC+FEM;SG
प्रतिकृति	mønsteret	प्रतिकृति	mønstere	N;NOM;FEM;SG;3	N;DEF;NEUT;SG
प्रतिकृति	mønster	प्रतिकृति	mønster	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
प्रतिकृति	kopi	प्रतिकृति	kopi	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
ताड़	palme	ताड़	palme	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
ताड़	palm	ताड़	palm	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
परोसा	tjent	परोसा	tjene	V;PFV;MASC;SG;V.PTCP;ACT	V;INDF;SG;PST;V.PTCP
परोसा	serveret	परोसा	servere	V;PFV;MASC;SG;V.PTCP;ACT	V;INDF;SG;PST;V.PTCP
परोसा	forkyndt	परोसा	forkynde	V;PFV;MASC;SG;V.PTCP;ACT	V;INDF;SG;PST;V.PTCP
परोसा	afsonet	परोसा	afson	V;PFV;MASC;SG;V.PTCP;ACT	V;INDF;SG;PST;V.PTCP
सिरदर्द	hovedpine	सिरदर्द	hovedpine	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
उपनिवेशवाद	kolonialisme	उपनिवेशवाद	kolonialisme	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
उपनिवेशवाद	koloni	उपनिवेशवाद	koloni	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
उपनिवेशवाद	kolonien	उपनिवेशवाद	kolonie	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
सैंडविच	sandwich	सैंडविच	sandwich	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
सैंडविच	smørrebrød	सैंडविच	smørrebrød	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
सैंडविच	sandwiches	सैंडविच	sandwiches	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
सैंडविच	sandwich	सैंडविच	sandwich	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
चिप्स	chips	चिप्स	chips	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
गुड़	melasse	गुड़	melasse	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
विधियां	metoderne	विधि	metoder	N;NOM;FEM;PL;3	N;DEF;MASC+FEM;PL
विधियां	metoder	विधि	metoder	N;NOM;FEM;PL;3	N;INDF;MASC+FEM;PL
वेस्टमिंस्टर	westminster	वेस्टमिंस्टर	westminst	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
सुनाया	udtalt	सुना	udtale	V;PFV;MASC;SG;V.PTCP;ACT	V;INDF;SG;PST;V.PTCP
सुनाया	udpræget	सुना	udpræge	V;PFV;MASC;SG;V.PTCP;ACT	V;INDF;SG;PST;V.PTCP
उद्धार	redning	उद्धार	redning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
उद्धार	undsætning	उद्धार	undsætning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
उद्धार	rednings	उद्धार	redning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
उद्धार	redningsaktion	उद्धार	redningsaktion	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
पैकेजिंग	emballage	पैकेजिंग	emballage	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
पैकेजिंग	pakning	पैकेजिंग	pakning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
पैकेजिंग	indpakning	पैकेजिंग	indpakning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
बिस्तर	sengen	बिस्तर	seng	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
बिस्तर	seng	बिस्तर	seng	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
दोहराया	gentaget	दोहरा	gentage	V;PFV;MASC;SG;V.PTCP;ACT	V;INDF;SG;PST;V.PTCP
गुम्बद	kuppel	गुम्बद	kuppel	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
गुम्बद	kuplen	गुम्बद	kupdel	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
सेवानिवृत्ति	pensionering	सेवानिवृत्ति	pensionering	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
जश्न	festdag	जश्न	festdag	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
जश्न	fest	जश्न	fest	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
जश्न	fejring	जश्न	fejring	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
जश्न	spejderlejr	जश्न	spejderlejr	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
लहरों	bølger	लहर	bølge	N;ACC;FEM;PL;3	N;INDF;MASC+FEM;PL
लहरों	bølgerne	लहर	bolger	N;ACC;FEM;PL;3	N;DEF;MASC+FEM;PL
अस्थिरता	ustabilitet	अस्थिरता	ustabilitet	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
स्पाइवेयर	spyware	स्पाइवेयर	spywar	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
सीसा	føring	सीसा	føring	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
सीसा	bly	सीसा	bly	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
कंकाल	skelettet	कंकाल	skelettet	N;NOM;MASC;SG;3	N;DEF;NEUT;SG
कंकाल	skelet	कंकाल	skele	N;NOM;MASC;SG;3	N;DEF;NEUT;SG
नाइट्राइट	nitrit	नाइट्राइट	nitrit	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
फेरारी	ferrari	फेरारी	ferrari	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
माईस्पेस	myspace	माईस्पेस	myspace	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
संभावनाओं	muligheder	संभावना	mulighed	N;ACC;FEM;PL;3	N;INDF;MASC+FEM;PL
संभावनाओं	mulighederne	संभावना	mulighed	N;ACC;FEM;PL;3	N;DEF;MASC+FEM;PL
केक	kage	केक	kage	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
