not	ne	not	ne	PART	PART
resulted	vyústila	result	vyústit	V;PST;V.PTCP	V;PFV;POS;PST;V.PTCP;ACT
posted	zveřejnil	post	zveřejnit	V;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
contain	obsahovat	contain	obsahovat	V;IMP;FIN	V;IPFV;POS;NFIN
brazilian	brazilské	brazilian	brazilský	ADJ	ADJ;NOM;MASC;PL;POS
brazilian	brazilský	brazilian	brazilský	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
sexual	pohlavní	sexual	pohlavní	ADJ	ADJ;NOM;MASC;SG;POS
sexual	sexuální	sexual	sexuální	ADJ	ADJ;NOM;FEM;SG;POS
defence	obrana	defence	obrana	N;SG	N;NOM;FEM;SG;POS
defence	obhajoba	defence	obhajoba	N;SG	N;NOM;FEM;SG;POS
defence	obrany	defence	obrana	N;SG	N;NOM;FEM;SG;POS
rich	bohaté	rich	bohatý	ADJ	ADJ;NOM;NEUT;SG;POS
rich	bohatí	rich	bohatý	ADJ	ADJ;ANIM;NOM;MASC;PL;POS
rich	bohatá	rich	bohatý	ADJ	ADJ;NOM;FEM;SG;POS
rich	bohatý	rich	bohatý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
fast	rychlé	fast	rychlý	ADJ	ADJ;NOM;NEUT;SG;POS
fast	rychlá	fast	rychlý	ADJ	ADJ;NOM;FEM;SG;POS
fast	rychlý	fast	rychlý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
properties	vlastnosti	property	vlastnost	N;PL	N;NOM;FEM;PL;POS
properties	nemovitosti	property	nemovitost	N;PL	N;NOM;FEM;PL;POS
taught	učila	teach	učit	V;PST;V.PTCP	V;IPFV;POS;PST;V.PTCP;ACT
taught	naučil	teach	naučit	V;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
taught	učil	teach	učit	V;PST;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
extensive	rozsáhlý	extensive	rozsáhlý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
extensive	rozsáhlou	extensive	rozsáhlý	ADJ	ADJ;ACC;FEM;SG;POS
extensive	rozsáhlé	extensive	rozsáhlý	ADJ	ADJ;NOM;MASC;PL;POS
extensive	rozsáhlá	extensive	rozsáhlý	ADJ	ADJ;NOM;FEM;SG;POS
exhibition	výstava	exhibition	výstava	N;SG	N;NOM;FEM;SG;POS
speech	proslov	speech	proslov	N;SG	N;INAN;NOM;MASC;SG;POS
speech	projev	speech	projev	N;SG	N;INAN;NOM;MASC;SG;POS
speech	řeč	speech	řeč	N;SG	N;NOM;FEM;SG;POS
proposal	návrh	proposal	návrh	N;SG	N;INAN;NOM;MASC;SG;POS
straight	rovné	straight	rovný	ADJ	ADJ;NOM;NEUT;SG;POS
internal	vnitřní	internal	vnitřní	ADJ	ADJ;NOM;MASC;SG;POS
internal	interní	internal	interní	ADJ	ADJ;NOM;MASC;SG;POS
effective	účinná	effective	účinný	ADJ	ADJ;NOM;FEM;SG;POS
effective	účinné	effective	účinný	ADJ	ADJ;NOM;NEUT;SG;POS
effective	efektivní	effective	efektivní	ADJ	ADJ;NOM;MASC;SG;POS
effective	účinný	effective	účinný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
solution	roztok	solution	roztok	N;SG	N;INAN;NOM;MASC;SG;POS
solution	řešení	solution	řešení	N;SG	N;NOM;NEUT;SG;POS
fashion	móda	fashion	móda	N;SG	N;NOM;FEM;SG;POS
foot	noha	foot	noha	N;SG	N;NOM;FEM;SG;POS
foot	nohu	foot	noha	N;SG	N;ACC;FEM;SG;POS
performances	výkony	performance	výkon	N;PL	N;INAN;NOM;MASC;PL;POS
adult	dospělých	adult	dospělý	ADJ	ADJ;ANIM;GEN;MASC;PL;POS
adult	dospělé	adult	dospělý	ADJ	ADJ;ANIM;NOM;MASC;PL;POS
adult	dospělá	adult	dospělý	ADJ	ADJ;NOM;FEM;SG;POS
adult	dospělí	adult	dospělý	ADJ	ADJ;ANIM;NOM;MASC;PL;POS
adult	dospělý	adult	dospělý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
newly	nově	newly	nově	ADV	ADV;POS
identity	identitu	identity	identita	N;SG	N;ACC;FEM;SG;POS
identity	totožnost	identity	totožnost	N;SG	N;NOM;FEM;SG;POS
identity	identity	identity	identita	N;SG	N;NOM;FEM;SG;POS
identity	identita	identity	identita	N;SG	N;NOM;FEM;SG;POS
singers	zpěváci	singer	zpěvák	N;PL	N;ANIM;NOM;MASC;PL;POS
inspired	inspirovala	inspire	inspirovat	V;PST;V.PTCP	V;POS;PST;V.PTCP;ACT
inspired	inspiroval	inspire	inspirovat	V;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
discussed	probírali	discuss	probírat	V;PST;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
require	požadovat	require	požadovat	V;IND;PRS;FIN	V;IPFV;POS;NFIN
require	vyžadují	require	vyžadovat	V;IND;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT
require	vyžadovat	require	vyžadovat	V;IND;PRS;FIN	V;IPFV;POS;NFIN
transfer	transfer	transfer	transfer	N;SG	N;INAN;NOM;MASC;SG;POS
transfer	přesun	transfer	přesun	N;SG	N;INAN;NOM;MASC;SG;POS
transfer	převod	transfer	převod	N;SG	N;INAN;NOM;MASC;SG;POS
transfer	přenos	transfer	přenos	N;SG	N;INAN;NOM;MASC;SG;POS
cells	buňky	cell	buňka	N;PL	N;NOM;FEM;PL;POS
cells	cely	cell	cela	N;PL	N;NOM;MASC;PL;POS
scoring	bodování	scoring	bodování	N;SG	N;NOM;NEUT;SG;POS
permanent	trvalý	permanent	trvalý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
permanent	trvalá	permanent	trvalý	ADJ	ADJ;NOM;FEM;SG;POS
permanent	permanentní	permanent	permanentní	ADJ	ADJ;NOM;MASC;SG;POS
permanent	trvalé	permanent	trvalý	ADJ	ADJ;NOM;NEUT;SG;POS
permanent	stálá	permanent	stálý	ADJ	ADJ;NOM;FEM;SG;POS
phase	fáze	phase	fáze	N;SG	N;NOM;FEM;SG;POS
phase	etapa	phase	etapa	N;SG	N;NOM;FEM;SG;POS
audience	publikum	audience	publikum	N;SG	N;NOM;NEUT;SG;POS
audience	audience	audience	audience	N;SG	N;NOM;FEM;SG;POS
motion	návrh	motion	návrh	N;SG	N;INAN;NOM;MASC;SG;POS
motion	pohybu	motion	pohyb	N;SG	N;INAN;GEN;MASC;SG;POS
motion	pohyb	motion	pohyb	N;SG	N;INAN;NOM;MASC;SG;POS
hungarian	maďarská	hungarian	maďarský	ADJ	ADJ;NOM;FEM;SG;POS
hungarian	maďarský	hungarian	maďarský	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
hungarian	maďarské	hungarian	maďarský	ADJ	ADJ;NOM;MASC;SG;POS
arab	arabský	arab	arabský	ADJ	ADJ;INAN;NOM;MASC;SG;POS
arab	arabské	arab	arabský	ADJ	ADJ;NOM;MASC;PL;POS
trains	vlaky	train	vlak	N;PL	N;INAN;NOM;MASC;PL;POS
trains	vlaků	train	vlak	N;PL	N;INAN;GEN;MASC;PL;POS
sets	sady	set	sada	N;PL	N;NOM;FEM;PL;POS
sets	soupravy	set	souprava	N;PL	N;NOM;FEM;PL;POS
begin	začít	begin	začít	V;IMP;FIN	V;POS;NFIN
begin	začněte	begin	začít	V;IMP;FIN	V;IMP;PL;2;POS;FIN
eyes	oči	eye	oko	N;PL	N;NOM;FEM;PL;POS
studios	studia	studio	studium	N;PL	N;NOM;NEUT;PL;POS
criminal	kriminální	criminal	kriminální	ADJ	ADJ;NOM;MASC;SG;POS
criminal	trestní	criminal	trestní	ADJ	ADJ;NOM;MASC;SG;POS
commonwealth	společenství	commonwealth	společenství	N;SG	N;NOM;NEUT;SG;POS
communication	sdělení	communication	sdělení	N;SG	N;NOM;NEUT;SG;POS
communication	komunikace	communication	komunikace	N;SG	N;NOM;FEM;SG;POS
communication	sdělování	communication	sdělování	N;SG	N;NOM;NEUT;SG;POS
scope	působnosti	scope	působnost	N;SG	N;NOM;FEM;SG;POS
scope	působnost	scope	působnost	N;SG	N;NOM;FEM;SG;POS
scope	rozsah	scope	rozsah	N;SG	N;INAN;NOM;MASC;SG;POS
accept	přijmout	accept	přijmout	V;IMP;FIN	V;POS;NFIN
warning	výstraha	warning	výstraha	N;SG	N;NOM;FEM;SG;POS
warning	upozornění	warning	upozornění	N;SG	N;NOM;NEUT;SG;POS
warning	varování	warning	varování	N;SG	N;NOM;NEUT;SG;POS
objects	objekty	object	objekt	N;PL	N;INAN;NOM;MASC;PL;POS
objects	předměty	object	předmět	N;PL	N;INAN;NOM;MASC;PL;POS
objects	objektů	object	objekt	N;PL	N;INAN;GEN;MASC;PL;POS
contest	soutěž	contest	soutěž	N;SG	N;NOM;FEM;SG;POS
fighter	bojovnice	fighter	bojovnice	N;SG	N;NOM;FEM;SG;POS
fighter	stíhačka	fighter	stíhačka	N;SG	N;NOM;FEM;SG;POS
fighter	bojovník	fighter	bojovník	N;SG	N;ANIM;NOM;MASC;SG;POS
fighter	zápasník	fighter	zápasník	N;SG	N;ANIM;NOM;MASC;SG;POS
finds	najde	find	najít	V;IND;SG;3;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
coaches	trenéři	coach	trenér	N;PL	N;ANIM;NOM;MASC;PL;POS
beat	porazit	beat	porazit	V;IMP;FIN	V;PFV;POS;NFIN
extremely	mimořádně	extremely	mimořádně	ADV	ADV;POS
extremely	nesmírně	extremely	smírně	ADV	ADV;NEG
extremely	nadmíru	extremely	nadmíru	ADV	ADV
extremely	extrémně	extremely	extrémně	ADV	ADV;POS
sorry	promiň	sorry	promiň	INTJ	INTJ
worldwide	celosvětově	worldwide	celosvětově	ADV	ADV;POS
showed	ukázal	show	ukázat	V;IND;PST;FIN	V;MASC;SG;POS;PST;V.PTCP;ACT
showed	ukázala	show	ukázat	V;IND;PST;FIN	V;POS;PST;V.PTCP;ACT
cathedral	katedrála	cathedral	katedrála	N;SG	N;NOM;FEM;SG;POS
losing	ztrácí	lose	ztrácet	V;V.MSDR	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
advance	záloha	advance	záloha	N;SG	N;NOM;FEM;SG;POS
advance	zálohu	advance	záloha	N;SG	N;ACC;FEM;SG;POS
reality	skutečnost	reality	skutečnost	N;SG	N;NOM;FEM;SG;POS
reality	realita	reality	realita	N;SG	N;NOM;FEM;SG;POS
broadcasting	vysílání	broadcasting	vysílání	N;SG	N;NOM;NEUT;SG;POS
vandalism	vandalismus	vandalism	vandalismus	N;SG	N;INAN;NOM;MASC;SG;POS
enemy	nepříteli	enemy	nepřítel	N;SG	N;ANIM;DAT;MASC;SG;POS
enemy	nepřítel	enemy	nepřítel	N;SG	N;ANIM;NOM;MASC;SG;POS
respect	úctu	respect	úcta	N;SG	N;ACC;FEM;SG;POS
respect	respekt	respect	respekt	N;SG	N;INAN;NOM;MASC;SG;POS
respect	úcta	respect	úcta	N;SG	N;NOM;FEM;SG;POS
respect	respektu	respect	respekt	N;SG	N;INAN;DAT;MASC;SG;POS
rare	vzácný	rare	vzácný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
rare	vzácné	rare	vzácný	ADJ	ADJ;NOM;NEUT;SG;POS
rare	vzácná	rare	vzácný	ADJ	ADJ;NOM;FEM;SG;POS
graduate	absolvent	graduate	absolvent	N;SG	N;ANIM;NOM;MASC;SG;POS
explain	vysvětlit	explain	vysvětlit	V;IMP;FIN	V;PFV;POS;NFIN
explain	vysvětlete	explain	vysvětlet	V;IMP;FIN	V;IMP;PL;2;POS;FIN
authorities	úřady	authority	úřad	N;PL	N;INAN;NOM;MASC;PL;POS
authorities	orgány	authority	orgán	N;PL	N;INAN;NOM;MASC;PL;POS
killing	zabíjení	killing	zabíjení	N;SG	N;NOM;NEUT;SG;POS
killing	zabití	killing	zabití	N;SG	N;NOM;NEUT;SG;POS
maximum	maximální	maximum	maximální	ADJ	ADJ;NOM;MASC;SG;POS
fan	fanynka	fan	fanynka	N;SG	N;NOM;FEM;SG;POS
fan	větrák	fan	větrák	N;SG	N;INAN;NOM;MASC;SG;POS
fan	fanoušek	fan	fanoušek	N;SG	N;ANIM;NOM;MASC;SG;POS
fan	fanda	fan	fanda	N;SG	N;ANIM;NOM;MASC;SG;POS
notify	upozornit	notify	upozornit	V;IMP;FIN	V;PFV;POS;NFIN
notify	uvědomit	notify	uvědomit	V;IMP;FIN	V;PFV;POS;NFIN
notify	oznámit	notify	oznámit	V;IMP;FIN	V;PFV;POS;NFIN
painter	malíř	painter	malíř	N;SG	N;ANIM;NOM;MASC;SG;POS
painter	malíře	painter	malíř	N;SG	N;ANIM;ACC;MASC;SG;POS
universe	vesmíru	universe	vesmír	N;SG	N;INAN;GEN;MASC;SG;POS
universe	vesmír	universe	vesmír	N;SG	N;INAN;NOM;MASC;SG;POS
obvious	zřejmý	obvious	zřejmý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
obvious	zjevné	obvious	zjevný	ADJ	ADJ;NOM;NEUT;SG;POS
obvious	zřejmá	obvious	zřejmý	ADJ	ADJ;NOM;FEM;SG;POS
obvious	zřejmé	obvious	zřejmý	ADJ	ADJ;NOM;NEUT;SG;POS
suffered	trpěli	suffer	trpět	V;PST;V.PTCP	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
suffered	trpěla	suffer	trpět	V;PST;V.PTCP	V;POS;PST;V.PTCP;ACT
suffered	trpěl	suffer	trpět	V;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
pieces	kusy	piece	kus	N;PL	N;INAN;NOM;MASC;PL;POS
pieces	kousky	piece	kousek	N;PL	N;INAN;NOM;MASC;PL;POS
pieces	kusů	piece	kus	N;PL	N;INAN;GEN;MASC;PL;POS
apply	aplikovat	apply	aplikovat	V;IMP;FIN	V;POS;NFIN
apply	uplatnit	apply	uplatnit	V;IMP;FIN	V;POS;NFIN
actresses	herečky	actress	herečka	N;PL	N;NOM;FEM;PL;POS
competitions	soutěže	competition	soutěž	N;PL	N;NOM;FEM;PL;POS
aid	podpory	aid	podpora	N;SG	N;NOM;FEM;SG;POS
aid	podpora	aid	podpora	N;SG	N;NOM;FEM;SG;POS
driver	řidiče	driver	řidič	N;SG	N;ANIM;ACC;MASC;SG;POS
driver	řidič	driver	řidič	N;SG	N;ANIM;NOM;MASC;SG;POS
baby	baby	baby	baby	N;SG	N;FEM;SG;POS
baby	zlato	baby	zlato	N;SG	N;NOM;NEUT;SG;POS
baby	dítě	baby	dítě	N;SG	N;NOM;NEUT;SG;POS
baby	miláček	baby	miláček	N;SG	N;ANIM;NOM;MASC;SG;POS
billboard	billboard	billboard	billboard	N;SG	N;INAN;NOM;MASC;SG;POS
calling	volám	call	volat	V;V.MSDR	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
danish	dánský	danish	dánský	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
danish	dánská	danish	dánský	ADJ	ADJ;NOM;FEM;SG;POS
danish	dánské	danish	dánský	ADJ	ADJ;NOM;NEUT;SG;POS
wants	chce	want	chtít	V;IND;SG;3;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
formula	vzorec	formula	vzorec	N;SG	N;INAN;NOM;MASC;SG;POS
formula	formule	formula	formule	N;SG	N;NOM;FEM;SG;POS
interior	interiér	interior	interiér	N;SG	N;INAN;NOM;MASC;SG;POS
interior	vnitra	interior	vnitro	N;SG	N;NOM;NEUT;SG;POS
weather	počasí	weather	počasí	N;SG	N;NOM;NEUT;SG;POS
powerful	mocná	powerful	mocný	ADJ	ADJ;NOM;FEM;SG;POS
powerful	mocný	powerful	mocný	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
powerful	mocní	powerful	mocní	ADJ	ADJ;ANIM;NOM;MASC;PL;POS
muslim	muslimské	muslim	muslimský	ADJ	ADJ;NOM;MASC;PL;POS
publisher	vydavatel	publisher	vydavatel	N;SG	N;ANIM;NOM;MASC;SG;POS
publisher	vydavatele	publisher	vydavatel	N;SG	N;ANIM;ACC;MASC;SG;POS
publisher	nakladatelství	publisher	nakladatelství	N;SG	N;NOM;NEUT;SG;POS
sounds	zní	sound	znít	V;IND;SG;3;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
fund	fond	fund	fond	N;SG	N;INAN;NOM;MASC;SG;POS
fund	fondu	fund	fond	N;SG	N;INAN;GEN;MASC;SG;POS
athletes	sportovci	athlete	sportovec	N;PL	N;ANIM;NOM;MASC;PL;POS
athletes	sportovce	athlete	sportovec	N;PL	N;ANIM;ACC;MASC;PL;POS
bird	pták	bird	pták	N;SG	N;ANIM;NOM;MASC;SG;POS
bird	ptáček	bird	ptáček	N;SG	N;ANIM;NOM;MASC;SG;POS
bands	kapel	band	kapela	N;PL	N;GEN;FEM;PL;POS
bands	pásma	band	pásmo	N;PL	N;NOM;NEUT;PL;POS
bands	kapely	band	kapela	N;PL	N;NOM;FEM;PL;POS
audio	zvuk	audio	zvuk	N;SG	N;INAN;NOM;MASC;SG;POS
audio	audio	audio	audio	N;SG	N;NOM;NEUT;SG;POS
cat	kocka	cat	kocka	N;SG	N;NOM;FEM;SG;POS
cat	kočka	cat	kočka	N;SG	N;NOM;FEM;SG;POS
cat	kocour	cat	kocour	N;SG	N;ANIM;NOM;MASC;SG;POS
bureau	předsednictvo	bureau	předsednictvo	N;SG	N;NOM;NEUT;SG;POS
bureau	úřad	bureau	úřad	N;SG	N;INAN;NOM;MASC;SG;POS
centuries	staletí	century	století	N;PL	N;NOM;NEUT;PL;POS
valid	platné	valid	platný	ADJ	ADJ;NOM;NEUT;SG;POS
valid	platná	valid	platný	ADJ	ADJ;NOM;FEM;SG;POS
valid	platný	valid	platný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
chemical	chemická	chemical	chemický	ADJ	ADJ;NOM;FEM;SG;POS
chemical	chemické	chemical	chemický	ADJ	ADJ;NOM;MASC;SG;POS
chemical	chemický	chemical	chemický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
items	položky	item	položka	N;PL	N;NOM;FEM;PL;POS
items	předměty	item	předmět	N;PL	N;INAN;NOM;MASC;PL;POS
items	položek	item	položka	N;PL	N;GEN;FEM;PL;POS
lane	pruh	lane	pruh	N;SG	N;INAN;NOM;MASC;SG;POS
holding	držení	holding	držení	N;SG	N;NOM;NEUT;SG;POS
holding	hospodářství	holding	hospodářství	N;SG	N;NOM;NEUT;SG;POS
counties	okresů	county	okres	N;PL	N;INAN;GEN;MASC;PL;POS
counties	kraje	county	kraj	N;PL	N;INAN;NOM;MASC;PL;POS
update	aktualizace	update	aktualizace	N;SG	N;NOM;FEM;SG;POS
speak	mluv	speak	mluv	V;IMP;FIN	V;IMP;SG;2;POS;FIN
finding	nález	finding	nález	N;SG	N;INAN;NOM;MASC;SG;POS
finding	nalezení	finding	nalezení	N;SG	N;NOM;NEUT;SG;POS
domestic	domácí	domestic	domácí	ADJ	ADJ;ANIM;NOM;MASC;PL;POS
false	nepravdivé	false	pravdivý	ADJ	ADJ;NOM;NEUT;SG;NEG
false	falešné	false	falešný	ADJ	ADJ;NOM;NEUT;PL;POS
equivalent	rovnocenná	equivalent	rovnocenný	ADJ	ADJ;NOM;FEM;SG;POS
equivalent	ekvivalentní	equivalent	ekvivalentní	ADJ	ADJ;NOM;MASC;SG;POS
equivalent	rovnocenný	equivalent	rovnocenný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
equivalent	rovnocenné	equivalent	rovnocenný	ADJ	ADJ;NOM;NEUT;PL;POS
caught	chytil	catch	chytit	V;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
ending	ukončení	end	ukončení	N;SG	N;NOM;NEUT;SG;POS
perform	vystupovat	perform	vystupovat	V;IMP;FIN	V;IPFV;POS;NFIN
perform	provádět	perform	provádět	V;IMP;FIN	V;IPFV;POS;NFIN
partner	partner	partner	partner	N;SG	N;ANIM;NOM;MASC;SG;POS
partner	partnera	partner	partner	N;SG	N;ANIM;ACC;MASC;SG;POS
partner	parťák	partner	parťák	N;SG	N;ANIM;NOM;MASC;SG;POS
partner	partnerka	partner	partnerka	N;SG	N;NOM;FEM;SG;POS
aviation	letectví	aviation	letectví	N;SG	N;NOM;NEUT;SG;POS
failure	neúspěch	failure	neúspěch	N;SG	N;INAN;NOM;MASC;SG;POS
failure	selhání	failure	selhání	N;SG	N;NOM;NEUT;SG;POS
strength	sílu	strength	síla	N;SG	N;ACC;FEM;SG;POS
strength	síla	strength	síla	N;SG	N;NOM;FEM;SG;POS
knight	rytíř	knight	rytíř	N;SG	N;ANIM;NOM;MASC;SG;POS
concern	znepokojení	concern	znepokojení	N;SG	N;NOM;NEUT;SG;POS
concern	obava	concern	obava	N;SG	N;NOM;FEM;SG;POS
recordings	nahrávky	recording	nahrávka	N;PL	N;NOM;FEM;PL;POS
calls	telefonáty	call	telefonát	N;PL	N;INAN;NOM;MASC;PL;POS
calls	hovory	call	hovor	N;PL	N;INAN;NOM;MASC;PL;POS
criticism	kritika	criticism	kritika	N;SG	N;NOM;FEM;SG;POS
criticism	kritiku	criticism	kritika	N;SG	N;ACC;FEM;SG;POS
magic	magie	magic	magie	N;SG	N;NOM;FEM;SG;POS
magic	kouzlo	magic	kouzlo	N;SG	N;NOM;NEUT;SG;POS
treaty	smlouvu	treaty	smlouva	N;SG	N;ACC;FEM;SG;POS
treaty	smlouva	treaty	smlouva	N;SG	N;NOM;FEM;SG;POS
selection	výběr	selection	výběr	N;SG	N;INAN;NOM;MASC;SG;POS
colonial	koloniální	colonial	koloniální	ADJ	ADJ;NOM;MASC;SG;POS
motor	motor	motor	motor	N;SG	N;INAN;NOM;MASC;SG;POS
circuit	okruh	circuit	okruh	N;SG	N;INAN;NOM;MASC;SG;POS
circuit	obvod	circuit	obvod	N;SG	N;INAN;NOM;MASC;SG;POS
circuit	okruhu	circuit	okruh	N;SG	N;INAN;GEN;MASC;SG;POS
wish	přeji	wish	přát	V;IND;PRS;FIN	V;IND;SG;1;POS;PRS;FIN;ACT
compilation	sestavování	compilation	sestavování	N;SG	N;NOM;NEUT;SG;POS
compilation	sestavení	compilation	sestavení	N;SG	N;NOM;NEUT;SG;POS
islamic	islámský	islamic	islámský	ADJ	ADJ;INAN;NOM;MASC;SG;POS
islamic	islámské	islamic	islámský	ADJ	ADJ;NOM;NEUT;SG;POS
determined	odhodlaný	determined	odhodlaný	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
determined	odhodlaná	determined	odhodlaný	ADJ	ADJ;NOM;FEM;SG;POS
geography	zeměpis	geography	zeměpis	N;SG	N;INAN;NOM;MASC;SG;POS
fuel	palivo	fuel	palivo	N;SG	N;NOM;NEUT;SG;POS
artillery	dělostřelectvo	artillery	dělostřelectvo	N;SG	N;NOM;NEUT;SG;POS
medieval	středověké	medieval	středověký	ADJ	ADJ;NOM;FEM;PL;POS
locations	lokace	location	lokace	N;PL	N;NOM;FEM;PL;POS
locations	lokality	location	lokalita	N;PL	N;NOM;FEM;PL;POS
inclusion	začlenění	inclusion	začlenění	N;SG	N;NOM;NEUT;SG;POS
inclusion	začleňování	inclusion	začleňování	N;SG	N;NOM;NEUT;SG;POS
inclusion	zařazení	inclusion	zařazení	N;SG	N;NOM;NEUT;SG;POS
inclusion	zahrnutí	inclusion	zahrnutí	N;SG	N;NOM;NEUT;SG;POS
recognition	uznávání	recognition	uznávání	N;SG	N;NOM;NEUT;SG;POS
recognition	uznání	recognition	uznání	N;SG	N;NOM;NEUT;SG;POS
recognition	rozpoznání	recognition	rozpoznání	N;SG	N;NOM;NEUT;SG;POS
recognition	rozpoznávání	recognition	rozpoznávání	N;SG	N;NOM;NEUT;SG;POS
chamber	komora	chamber	komora	N;SG	N;NOM;FEM;SG;POS
moment	okamžik	moment	okamžik	N;SG	N;INAN;NOM;MASC;SG;POS
moment	moment	moment	moment	N;SG	N;INAN;NOM;MASC;SG;POS
moment	chvilka	moment	chvilka	N;SG	N;NOM;FEM;SG;POS
succeeded	uspěli	succeed	uspět	V;PST;V.PTCP	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
succeeded	uspěl	succeed	uspět	V;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
historian	historik	historian	historik	N;SG	N;ANIM;NOM;MASC;SG;POS
condition	stav	condition	stav	N;SG	N;INAN;NOM;MASC;SG;POS
condition	podmínkou	condition	podmínka	N;SG	N;INS;FEM;SG;POS
condition	podmínka	condition	podmínka	N;SG	N;NOM;FEM;SG;POS
physics	fyziky	physics	fyzika	N;PL	N;NOM;FEM;PL;POS
newspapers	noviny	newspaper	noviny	N;PL	N;NOM;FEM;PL;POS
represent	reprezentovat	represent	reprezentovat	V;IMP;FIN	V;POS;NFIN
represent	zastupovat	represent	zastupovat	V;IMP;FIN	V;IPFV;POS;NFIN
watch	sledujte	watch	sledovat	V;IMP;FIN	V;PFV;IMP;PL;2;POS;FIN
watch	sledovat	watch	sledovat	V;IMP;FIN	V;IPFV;POS;NFIN
protect	chránit	protect	chránit	V;IMP;FIN	V;IPFV;POS;NFIN
protect	chraňte	protect	chránit	V;IMP;FIN	V;PFV;IMP;PL;2;POS;FIN
protect	ochránit	protect	ochránit	V;IMP;FIN	V;PFV;POS;NFIN
launch	spustit	launch	spustit	V;IMP;FIN	V;PFV;POS;NFIN
municipalities	obce	municipality	obec	N;PL	N;NOM;FEM;PL;POS
mix	mix	mix	miximra	N;SG	N;INAN;NOM;MASC;SG;POS
shift	směnu	shift	směna	N;SG	N;ACC;FEM;SG;POS
shift	směna	shift	směna	N;SG	N;NOM;FEM;SG;POS
shift	posun	shift	posun	N;SG	N;INAN;NOM;MASC;SG;POS
austrian	rakouský	austrian	rakouský	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
austrian	rakouské	austrian	rakouský	ADJ	ADJ;NOM;NEUT;SG;POS
investigation	šetření	investigation	šetření	N;SG	N;NOM;NEUT;SG;POS
investigation	vyšetřování	investigation	vyšetřování	N;SG	N;NOM;NEUT;SG;POS
institution	instituci	institution	instituce	N;SG	N;ACC;FEM;SG;POS
princess	princezna	princess	princezna	N;SG	N;NOM;FEM;SG;POS
trail	stopu	trail	stopa	N;SG	N;ACC;FEM;SG;POS
trail	stezka	trail	stezka	N;SG	N;NOM;FEM;SG;POS
trail	stopa	trail	stopa	N;SG	N;NOM;FEM;SG;POS
parks	parků	park	park	N;PL	N;INAN;GEN;MASC;PL;POS
parks	parky	park	park	N;PL	N;INAN;NOM;MASC;PL;POS
applications	žádosti	application	žádost	N;PL	N;NOM;FEM;PL;POS
applications	přihlášky	application	přihláška	N;PL	N;NOM;FEM;PL;POS
requirements	požadavky	requirement	požadavek	N;PL	N;INAN;NOM;MASC;PL;POS
metres	metry	metre	metr	N;PL	N;INAN;NOM;MASC;PL;POS
metres	metrů	metre	metr	N;PL	N;INAN;GEN;MASC;PL;POS
gray	šedé	gray	šedý	ADJ	ADJ;NOM;NEUT;SG;POS
gray	šedý	gray	šedý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
gray	šedivý	gray	šedivý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
gray	šedá	gray	šedý	ADJ	ADJ;NOM;FEM;SG;POS
sector	sektor	sector	sektor	N;SG	N;INAN;NOM;MASC;SG;POS
sector	odvětví	sector	odvětví	N;SG	N;NOM;NEUT;SG;POS
sector	sektoru	sector	sektor	N;SG	N;INAN;GEN;MASC;SG;POS
agricultural	zemědělské	agricultural	zemědělský	ADJ	ADJ;NOM;MASC;SG;POS
