tudi	بھی	tudi	بھی	PART	PART
ohranjanje	تحفظ	ohranjanje	تحفظ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ohranjanje	بچاؤ	ohranjanje	بچاؤ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
tradicije	اقوال	tradicija	اقوال	N;NOM;FEM;PL	N;NOM;MASC;PL;3
ločeno	علاحدگی	ločen	علاحدگی	ADJ;NOM;NEUT;SG;V.PTCP	ADJ
ločeno	الگ	ločen	الگ	ADJ;NOM;NEUT;SG;V.PTCP	ADJ
ločeno	جداگانہ	ločen	جداگانہ	ADJ;NOM;NEUT;SG;V.PTCP	ADJ
punk	خام	punk	خام	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kmet	کسان	kmet	کسان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kmet	کاشتکار	kmet	کاشتکار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kmet	پیدل	kmet	پیدل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kmet	کاشتکار	kmet	کاشتکار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
svetišče	صومعہ	svetišče	صومعہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zanimiva	دلچسپ	zanimiv	دلچسپ	ADJ;NOM;FEM;SG	ADJ
hrana	خوراک	hrana	خوراک	N;NOM;FEM;SG	N;NOM;FEM;SG;3
hrana	غذا	hrana	غذا	N;NOM;FEM;SG	N;NOM;FEM;SG;3
živega	موجود	živ	موجود	ADJ;GEN;NEUT;SG	ADJ
živega	خبردار	živ	خبردار	ADJ;GEN;NEUT;SG	ADJ
nizke	پست	nizek	پست	ADJ;NOM;FEM;PL	ADJ
nizke	ناموافق	nizek	ناموافق	ADJ;NOM;FEM;PL	ADJ
nizke	افسردہ	nizek	افسردہ	ADJ;NOM;FEM;PL	ADJ
nizke	مبتذل	nizek	مبتذل	ADJ;NOM;FEM;PL	ADJ
nizke	پست	nizek	پست	ADJ;NOM;FEM;PL	ADJ
nizke	ناموافق	nizek	ناموافق	ADJ;NOM;FEM;PL	ADJ
nizke	افسردہ	nizek	افسردہ	ADJ;NOM;FEM;PL	ADJ
nizke	مبتذل	nizek	مبتذل	ADJ;NOM;FEM;PL	ADJ
nizke	گھٹیا	nizek	گھٹیا	ADJ;NOM;FEM;PL	ADJ
modri	افسردہ	moder	افسردہ	ADJ;NOM;DEF;MASC;SG	ADJ
dogovor	اقرار	dogovor	اقرار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dogovor	معاہدہ	dogovor	معاہدہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dogovor	توافق	dogovor	توافق	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dogovor	سلوک	dogovor	سلوک	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dogovor	کثرت	dogovor	کثرت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dogovor	معاملہ	dogovor	معاملہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dogovor	انعقاد	dogovor	انعقاد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dogovor	تنظیم	dogovor	تنظیم	N;NOM;MASC;SG	N;NOM;FEM;SG;3
dogovor	ترتیب	dogovor	ترتیب	N;NOM;MASC;SG	N;NOM;FEM;SG;3
dogovor	انعقاد	dogovor	انعقاد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
blok	سر	blok	سر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
blok	ٹکڑا	blok	ٹکڑا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pogosti	مشترکہ	pogost	مشترکہ	ADJ;NOM;MASC;PL	ADJ
pogosti	مبتذل	pogost	مبتذل	ADJ;NOM;MASC;PL	ADJ
pogosti	گھٹیا	pogost	گھٹیا	ADJ;NOM;MASC;PL	ADJ
postavitev	کتاب	postavitev	کتاب	N;NOM;FEM;SG	N;NOM;MASC;SG;3
postavitev	زمین	postavitev	زمین	N;NOM;FEM;SG	N;NOM;FEM;SG;3
modre	افسردہ	moder	افسردہ	ADJ;NOM;FEM;PL	ADJ
uradnik	بینک	uradnik	بینک	N;NOM;MASC;SG	N;NOM;MASC;SG;3
lastni	مخصوص-	lasten	مخصوص-	ADJ;NOM;MASC;PL	ADJ
lastni	امتیازی	lasten	امتیازی	ADJ;NOM;MASC;PL	ADJ
lastni	مخصوص-	lasten	مخصوص-	ADJ;NOM;MASC;PL	ADJ
lastni	امتیازی	lasten	امتیازی	ADJ;NOM;MASC;PL	ADJ
mladost	جوش	mladost	جوش	N;NOM;FEM;SG	N;NOM;MASC;SG;3
mladost	توانائی	mladost	توانائی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
poklic	پیشہ	poklic	پیشہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
poklic	عملداری.	poklic	عملداریؤ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
poklic	کاروبار	poklic	کاروبار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
poklic	قبضہ	poklic	قبضہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
poklic	روزگار	poklic	روزگار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
poklic	عملداری.	poklic	عملداریؤ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
poklic	کاروبار	poklic	کاروبار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
poklic	قبضہ	poklic	قبضہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
poklic	دخل	poklic	دخل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
poklic	روزگار	poklic	روزگار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pokopališče	قبرستان	pokopališče	قبرستان	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
steber	لکڑی	steber	لکڑی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
steber	لکڑی	steber	لکڑی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
lega	مرتبہ	leg	مرتبہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
lega	موقف	leg	موقف	N;NOM;FEM;SG	N;NOM;MASC;SG;3
lega	ترتیب	leg	ترتیب	N;NOM;FEM;SG	N;NOM;FEM;SG;3
lega	روزگار	leg	روزگار	N;NOM;FEM;SG	N;NOM;MASC;SG;3
lega	کیفیت	leg	کیفیت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
zamisel	مقصد	zamisel	مقصد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zamisel	ارادہ	zamisel	ارادہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zamisel	نقشہ	zamisel	نقشہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
izguba	نقصان	izguba	نقصان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
izguba	نقصان	izguba	نقصان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
izguba	ضرر	izguba	ضرر	N;NOM;FEM;SG	N;NOM;MASC;SG;3
avto	لفٹ	avto	لفٹ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
cross	دھوکا	cross	دھوکا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
golob	معصوم	golob	معصوم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
preživetje	شے	preživetje	شے	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
preživetje	عمل	preživetje	عمل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ustanova	تشکیل	ustanova	تشکیل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ustanova	تاسیس	ustanova	تاسیس	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ustvariti	جھگڑنا.	ustvariti	جھگڑنا.	V;PFV;NFIN	V;SG;FIN;ACT
vidna	واضح	viden	واضح	ADJ;NOM;FEM;SG	ADJ
vidna	ظاہری	viden	ظاہری	ADJ;NOM;FEM;SG	ADJ
samica	پرزہ	samica	پرزہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
samica	عورت	samica	عورت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
samica	پرزہ	samica	پرزہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
samica	عورت	samica	عورت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dodatek	تعدیل	dodatek	تعدیل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dodatek	تکمیل	dodatek	تکمیل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
gospa	مادہ	gospa	مادہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
gospa	مالکن	gospa	مالکن	N;NOM;FEM;SG	N;NOM;MASC;SG;3
gospa	زن	gospa	زن	N;NOM;FEM;SG	N;NOM;MASC;SG;3
plemstvo	شرافت	plemstvo	شرافت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
težke	پتھریلی	težek	پتھریلی	ADJ;NOM;FEM;PL	ADJ
težke	باوقار	težek	باوقار	ADJ;NOM;FEM;PL	ADJ
težke	سنجیدہ	težek	سنجیدہ	ADJ;NOM;FEM;PL	ADJ
težke	سخت	težek	سخت	ADJ;NOM;FEM;PL	ADJ
težke	پتھریلی	težek	پتھریلی	ADJ;NOM;FEM;PL	ADJ
težke	شدید	težek	شدید	ADJ;NOM;FEM;PL	ADJ
težke	باوقار	težek	باوقار	ADJ;NOM;FEM;PL	ADJ
težke	وزنی	težek	وزنی	ADJ;NOM;FEM;PL	ADJ
težke	سنجیدہ	težek	سنجیدہ	ADJ;NOM;FEM;PL	ADJ
težke	سخت	težek	سخت	ADJ;NOM;FEM;PL	ADJ
castle	حصار	castla	حصار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
castle	حصار	castla	حصار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
poudarek	زور	poudarek	زور	N;NOM;MASC;SG	N;NOM;MASC;SG;3
poudarek	بیان	poudarek	بیان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
poudarek	سختی	poudarek	سختی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
komentar	توضیح	komentar	توضیح	N;NOM;MASC;SG	N;NOM;MASC;SG;3
komentar	تصویر	komentar	تصویر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
komentar	مثال	komentar	مثال	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vesolje	کائنات	vesolje	کائنات	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
vesolje	طباعت	vesolje	طباعت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
učenec	شاگرد	učenec	شاگرد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
neskončno	مسلسل	neskončno	مسلسل	ADV	ADV
deček	حیرت	deček	حیرت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
deček	حیرت	deček	حیرت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
deček	لڑکا	deček	لڑکا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zagotovo	یقیناً	zagotovo	یقیناً	ADV	ADV
nasilje	زیادتی	nasilje	زیادتی	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pogoj	شرط	pogoj	شرط	N;NOM;MASC;SG	N;NOM;FEM;SG;3
pogoj	موجب	pogoj	موجب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pogoj	کیفیت	pogoj	کیفیت	N;NOM;MASC;SG	N;NOM;FEM;SG;3
sposoben	سازگار	sposoben	سازگار	ADJ;NOM;INDF;MASC;SG	ADJ
sposoben	باصلاحیت.	sposoben	باصلاحیت.	ADJ;NOM;INDF;MASC;SG	ADJ
sposoben	لائق	sposoben	لائق	ADJ;NOM;INDF;MASC;SG	ADJ
sposoben	سازگار	sposoben	سازگار	ADJ;NOM;INDF;MASC;SG	ADJ
sposoben	باصلاحیت.	sposoben	باصلاحیت.	ADJ;NOM;INDF;MASC;SG	ADJ
okvir	جسم	okvir	جسم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
okvir	وضع	okvir	وضع	N;NOM;MASC;SG	N;NOM;MASC;SG;3
okvir	قالب	okvir	قالب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
okvir	کھڑکی	okvir	کھڑکی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
okvir	تعمیر	okvir	تعمیر	N;NOM;MASC;SG	N;NOM;FEM;SG;3
okvir	گاڑی	okvir	گاڑی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
okvir	ساخت	okvir	ساخت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
okvir	کیفیت	okvir	کیفیت	N;NOM;MASC;SG	N;NOM;FEM;SG;3
okvir	جسم	okvir	جسم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
okvir	وضع	okvir	وضع	N;NOM;MASC;SG	N;NOM;MASC;SG;3
okvir	قالب	okvir	قالب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
okvir	کھڑکی	okvir	کھڑکی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
okvir	تعمیر	okvir	تعمیر	N;NOM;MASC;SG	N;NOM;FEM;SG;3
okvir	گاڑی	okvir	گاڑی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
okvir	ساخت	okvir	ساخت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
okvir	کیفیت	okvir	کیفیت	N;NOM;MASC;SG	N;NOM;FEM;SG;3
nizka	پست	nizek	پست	ADJ;NOM;FEM;SG	ADJ
nizka	ناموافق	nizek	ناموافق	ADJ;NOM;FEM;SG	ADJ
nizka	افسردہ	nizek	افسردہ	ADJ;NOM;FEM;SG	ADJ
nizka	مبتذل	nizek	مبتذل	ADJ;NOM;FEM;SG	ADJ
nizka	پست	nizek	پست	ADJ;NOM;FEM;SG	ADJ
nizka	ناموافق	nizek	ناموافق	ADJ;NOM;FEM;SG	ADJ
nizka	افسردہ	nizek	افسردہ	ADJ;NOM;FEM;SG	ADJ
nizka	مبتذل	nizek	مبتذل	ADJ;NOM;FEM;SG	ADJ
nizka	گھٹیا	nizek	گھٹیا	ADJ;NOM;FEM;SG	ADJ
nenavadno	انوکھا	nenavaden	انوکھا	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
nenavadno	غیرمعمولی	nenavaden	غیرمعمولی	ADJ;NOM;NEUT;SG	ADJ
nenavadno	غیر	nenavaden	غیر	ADJ;NOM;NEUT;SG	ADJ
nenavadno	نامانوس	nenavaden	نامانوس	ADJ;NOM;NEUT;SG	ADJ
nenavadno	غیر	nenavaden	غیر	ADJ;NOM;NEUT;SG	ADJ
nenavadno	نامانوس	nenavaden	نامانوس	ADJ;NOM;NEUT;SG	ADJ
nenavadno	عجیب	nenavaden	عجیب	ADJ;NOM;NEUT;SG	ADJ
nenavadno	ضمنی	nenavaden	ضمنی	ADJ;NOM;NEUT;SG	ADJ
nenavadno	ہنگامی	nenavaden	ہنگامی	ADJ;NOM;NEUT;SG	ADJ
nenavadno	انوکھا	nenavaden	انوکھا	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
nenavadno	زائد	nenavaden	زائد	ADJ;NOM;NEUT;SG	ADJ
nenavadno	اتفاقی	nenavaden	اتفاقی	ADJ;NOM;NEUT;SG	ADJ
nenavadno	ضمنی	nenavaden	ضمنی	ADJ;NOM;NEUT;SG	ADJ
nenavadno	ہنگامی	nenavaden	ہنگامی	ADJ;NOM;NEUT;SG	ADJ
nenavadno	انوکھا	nenavaden	انوکھا	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
nenavadno	زائد	nenavaden	زائد	ADJ;NOM;NEUT;SG	ADJ
nenavadno	اتفاقی	nenavaden	اتفاقی	ADJ;NOM;NEUT;SG	ADJ
nenavadno	عجیب	nenavaden	عجیب	ADJ;NOM;NEUT;SG	ADJ
podpora	توثیق	podpora	توثیق	N;NOM;FEM;SG	N;NOM;MASC;SG;3
podpora	نظریے	podpora	نظریہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kongres	اجتماع	kongres	اجتماع	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ustavi	تاننا	ustaviti	تان	V;PFV;IND;SG;3;PRS;FIN	V;SG;NFIN;ACT
ustavi	تاننا	ustaviti	تان	V;PFV;IND;SG;3;PRS;FIN	V;SG;NFIN;ACT
ustavi	ٹھہرنا	ustaviti	ٹھہر	V;PFV;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
ustavi	تھامنا	ustaviti	تھامنا	V;PFV;IND;SG;3;PRS;FIN	V;SG;NFIN;ACT
medicina	تدارک	medicina	تدارک	N;NOM;FEM;SG	N;NOM;MASC;SG;3
medicina	علاج	medicina	علاج	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tekočina	متغیر	tekočina	متغیر	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tekočina	متغیر	tekočina	متغیر	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tekočina	ہائڈروجن	tekočina	ہائڈروجن	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tekočina	ہائڈروجن	tekočina	ہائڈروجن	N;NOM;FEM;SG	N;NOM;MASC;SG;3
lahka	شاندار	lahek	شاندار	ADJ;NOM;FEM;SG	ADJ
lahka	گھٹیا	lahek	گھٹیا	ADJ;NOM;FEM;SG	ADJ
lahka	روشن	lahek	روشن	ADJ;NOM;FEM;SG	ADJ
lahka	ہلکا	lahek	ہلکا	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
lahka	ہلکے	lahek	ہلکا	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
lahka	تیز	lahek	تیز	ADJ;NOM;FEM;SG	ADJ
lahka	شاندار	lahek	شاندار	ADJ;NOM;FEM;SG	ADJ
lahka	گھٹیا	lahek	گھٹیا	ADJ;NOM;FEM;SG	ADJ
lahka	روشن	lahek	روشن	ADJ;NOM;FEM;SG	ADJ
lahka	ہلکا	lahek	ہلکا	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
lahka	ہلکے	lahek	ہلکا	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
lahka	تیز	lahek	تیز	ADJ;NOM;FEM;SG	ADJ
invazija	حملہ	invazija	حملہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
učiteljica	استاد	učiteljica	استاد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ekonomski	معاشی	ekonomski	معاشی	ADJ;NOM;MASC;PL	ADJ
ekonomski	عملی	ekonomski	عملی	ADJ;NOM;MASC;PL	ADJ
ekonomski	کاروباری	ekonomski	کاروباری	ADJ;NOM;MASC;PL	ADJ
nenadoma	فوراً	nenadoma	فوراً	ADV	ADV
vez	تعلق	vez	تعلق	N;NOM;FEM;SG	N;NOM;MASC;SG;3
vez	معاہدہ	vez	معاہدہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
bogata	متمول.	bogat	متمول.	ADJ;NOM;FEM;SG	ADJ
bogata	دولتمند	bogat	دولتمند	ADJ;NOM;FEM;SG	ADJ
ogled	نظر	ogled	نظر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sestavljeni	مخلوط	sestavljen	مخلوط	ADJ;NOM;MASC;PL;V.PTCP	ADJ
sestavljeni	مخلوط.	sestavljen	مخلوط.	ADJ;NOM;MASC;PL;V.PTCP	ADJ
vtis	چھاپہ	vtis	چھاپہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vtis	رائے	vtis	رائے	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vtis	نقش	vtis	نقش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vtis	چھاپہ	vtis	چھاپہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vtis	رائے	vtis	رائے	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vtis	مہر	vtis	مہر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kapaciteta	حیثیت	kapaciteta	حیثیت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
primarni	ابتدائی	primaren	ابتدائی	ADJ;NOM;DEF;MASC;SG	ADJ
primarni	اصلی	primaren	اصلی	ADJ;NOM;DEF;MASC;SG	ADJ
obnova	اعادہ	obnova	اعادہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
obnova	تجدید	obnova	تجدید	N;NOM;FEM;SG	N;NOM;MASC;SG;3
obnova	اعادہ	obnova	اعادہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
obnova	بحالی	obnova	بحالی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
obnova	تجدید	obnova	تجدید	N;NOM;FEM;SG	N;NOM;MASC;SG;3
obnova	بحالی	obnova	بحالی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
prazna	خالی	prazen	خالی	ADJ;NOM;FEM;SG	ADJ
dovoljeno	جائز	dovoljen	جائز	ADJ;NOM;NEUT;SG;V.PTCP	ADJ
fotografija	عکاسی.	fotografija	عکاس	N;NOM;FEM;SG	N;NOM;MASC;SG;3
težka	پتھریلی	težek	پتھریلی	ADJ;NOM;FEM;SG	ADJ
težka	باوقار	težek	باوقار	ADJ;NOM;FEM;SG	ADJ
težka	سنجیدہ	težek	سنجیدہ	ADJ;NOM;FEM;SG	ADJ
težka	سخت	težek	سخت	ADJ;NOM;FEM;SG	ADJ
težka	پتھریلی	težek	پتھریلی	ADJ;NOM;FEM;SG	ADJ
težka	شدید	težek	شدید	ADJ;NOM;FEM;SG	ADJ
težka	باوقار	težek	باوقار	ADJ;NOM;FEM;SG	ADJ
težka	وزنی	težek	وزنی	ADJ;NOM;FEM;SG	ADJ
težka	سنجیدہ	težek	سنجیدہ	ADJ;NOM;FEM;SG	ADJ
težka	سخت	težek	سخت	ADJ;NOM;FEM;SG	ADJ
dodatni	زائد	dodaten	زائد	ADJ;NOM;DEF;MASC;SG	ADJ
dodatni	زائد	dodaten	زائد	ADJ;NOM;DEF;MASC;SG	ADJ
dodatni	مزید	dodaten	مزید	ADJ;NOM;DEF;MASC;SG	ADJ
vstopi	بتانا	vstop	بتا	V;PFV;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
vstopi	جتانا	vstop	جتا	V;PFV;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
vektor	سمتیہ	vektor	سمتیہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mount	منصب	mount	منصب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
oddaljen	مبہم	oddaljen	مبہم	ADJ;NOM;INDF;MASC;SG	ADJ
oddaljen	متفاوت	oddaljen	متفاوت	ADJ;NOM;INDF;MASC;SG	ADJ
oddaljen	مبہم	oddaljen	مبہم	ADJ;NOM;INDF;MASC;SG	ADJ
oddaljen	متفاوت	oddaljen	متفاوت	ADJ;NOM;INDF;MASC;SG	ADJ
premoženje	وصف	premoženje	وصف	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
premoženje	خصوصیت	premoženje	خصوصیت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
premoženje	مکان	premoženje	مکان	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
premoženje	ملکیت	premoženje	ملکیت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
premoženje	بہبود	premoženje	بہبود	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
premoženje	دولت	premoženje	دولت	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
premoženje	فلاح	premoženje	فلاح	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
motnja	رکاوٹ	motnja	رکاوٹ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
motnja	ہیجان	motnja	ہیجان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
motnja	مزاحمت	motnja	مزاحمت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
motnja	انتشار	motnja	انتشار	N;NOM;FEM;SG	N;NOM;MASC;SG;3
popolna	پورا	popoln	پورا	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
popolna	ماہر	popoln	ماہر	ADJ;NOM;FEM;SG	ADJ
popolna	پورا	popoln	پورا	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
popolna	ماہر	popoln	ماہر	ADJ;NOM;FEM;SG	ADJ
popolna	تمام	popoln	تمام	ADJ;NOM;FEM;SG	ADJ
suha	سادہ	suh	سادہ	ADJ;NOM;FEM;SG	ADJ
suha	خشک	suh	خشک	ADJ;NOM;FEM;SG	ADJ
suha	سادہ	suh	سادہ	ADJ;NOM;FEM;SG	ADJ
suha	خشک	suh	خشک	ADJ;NOM;FEM;SG	ADJ
ravnanje	انتظام	ravnanje	انتظام	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ravnanje	رہنمائی	ravnanje	رہنمائی	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
mlin	غلہ	mlin	غلہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mlin	دانے	mlin	دا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
temelj	سطح	temelj	سطح	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vnuk	پوتا	vnuk	پوتا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
split	انشقاق.	split	انشقاق.	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tir	آدمی	tir	آدمی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tir	ٹینک	tir	ٹینک	N;NOM;MASC;SG	N;NOM;MASC;SG;3
straža	نگرانی	straž	نگرانی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
straža	چوکسی	straž	چوکسی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
straža	محافظ	straž	محافظ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
letna	سالانہ	leten	سالانہ	ADJ;NOM;FEM;SG	ADJ
body	مقدار	body	مقدار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
body	جسم	body	جسم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
body	فرد	body	فرد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
body	آدمی	body	آدمی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
poroka	شادی	poroka	شادی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
poroka	بیاہ	poroka	بیاہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
uporabna	موزوں	uporaben	موزوں	ADJ;NOM;FEM;SG	ADJ
uporabna	مناسب	uporaben	مناسب	ADJ;NOM;FEM;SG	ADJ
ptica	چڑیا	ptica	چڑ	N;NOM;FEM;SG	N;NOM;FEM;SG;3
ptica	پرندہ	ptica	پرندہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ptica	چڑیا	ptica	چڑ	N;NOM;FEM;SG	N;NOM;FEM;SG;3
jet	پانی	jet	پانی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
prevajanje	تقریر	prevajanje	تقریر	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
klasična	متوازن	klasičen	متوازن	ADJ;NOM;FEM;SG	ADJ
premik	فریب	premik	فریب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ven	باہر	ven	باہر	ADV	ADV;NOM;MASC;SG;3
peč	تنور	peč	تنور	N;NOM;FEM;SG	N;NOM;MASC;SG;3
uspešni	کامیاب	uspešen	کامیاب	ADJ;NOM;MASC;PL	ADJ
lady	مادہ	lady	مادہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
lady	مالکن	lady	مالکن	N;NOM;MASC;SG	N;NOM;MASC;SG;3
lady	زن	lady	زن	N;NOM;MASC;SG	N;NOM;MASC;SG;3
borec	لڑاکا	borec	لڑاکا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
drugačno	علاحدہ	drugačen	علحدہ	ADJ;NOM;NEUT;SG	ADJ
tekoče	شفاف	tekoče	شفاف	ADJ;NOM;NEUT;SG;V.PTCP	ADJ
