एक	ühe	एक	üks	NUM	NUM;GEN;SG
उम्मीद	lootus	उम्मीद	lootus	N;NOM;FEM;SG;3	N;NOM;SG
मास्टर्स	isandad	मास्टर	isand	N;NOM;MASC;PL;3	N;NOM;PL
मास्टर्स	meistrid	मास्टर	meister	N;NOM;MASC;PL;3	N;NOM;PL
प्रोफेसर	professor	प्रोफेसर	professor	N;NOM;MASC;SG;3	N;NOM;SG
विकिरण	radiatsioon	विकिरण	radiatsioon	N;NOM;MASC;SG;3	N;NOM;SG
विकिरण	kiirgus	विकिरण	kiirgus	N;NOM;MASC;SG;3	N;NOM;SG
संरक्षित	kaitstud	संरक्षित	kaitstud	ADJ;NOM	ADJ;PST;V.PTCP;PASS
बदला	muutunud	बदल	muutuma	V;PFV;MASC;SG;V.PTCP;ACT	V;PST;V.PTCP;ACT
बदला	muutis	बदल	muutma	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN;ACT
बदला	asendus	बदल	asenduma	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN;ACT
काला	musta	काला	must	ADJ;NOM;MASC;SG	ADJ;NOM;SG
काला	must	काला	must	ADJ;NOM;MASC;SG	ADJ;NOM;SG
पंक्ति	liin	पंक्ति	liin	N;NOM;FEM;SG;3	N;NOM;SG
पंक्ति	joon	पंक्ति	joon	N;NOM;FEM;SG;3	N;NOM;SG
पंक्ति	rida	पंक्ति	rida	N;NOM;FEM;SG;3	N;NOM;SG
पंक्ति	rida	पंक्ति	rida	N;NOM;FEM;SG;3	N;NOM;SG
लोकप्रियता	populaarsus	लोकप्रियता	populaarsus	N;NOM;FEM;SG;3	N;NOM;SG
गतिविधि	tegevus	गतिविधि	tegevus	N;NOM;FEM;SG;3	N;NOM;SG
गतिविधि	aktiivsus	गतिविधि	aktiivsus	N;NOM;FEM;SG;3	N;NOM;SG
बर्फ	lumesadu	बर्फ	lume_sadu	N;NOM;FEM;SG;3	N;NOM;SG
बर्फ	lumi	बर्फ	lumi	N;NOM;FEM;SG;3	N;NOM;SG
बर्फ	jää	बर्फ	jää	N;NOM;FEM;SG;3	N;NOM;SG
बर्फ	ice	बर्फ	ice	N;NOM;FEM;SG;3	N;NOM;SG
कार्रवाई	tegevus	कार्रवाई	tegevus	N;NOM;FEM;SG;3	N;NOM;SG
कार्रवाई	võte	कार्रवाई	võte	N;NOM;FEM;SG;3	N;NOM;SG
कार्रवाई	toiming	कार्रवाई	toiming	N;NOM;FEM;SG;3	N;NOM;SG
शिशु	imiku	शिशु	imik	N;NOM;MASC;SG;3	N;NOM;SG
शिशु	imik	शिशु	imik	N;NOM;MASC;SG;3	N;NOM;SG
ट्रैक	pala	ट्रैक	pala	N;NOM;MASC;SG;3	N;NOM;SG
ट्रैक	raja	ट्रैक	rada	N;NOM;MASC;SG;3	N;NOM;SG
ट्रैक	rööbastee	ट्रैक	rööbas_tee	N;NOM;MASC;SG;3	N;NOM;SG
मनोवैज्ञानिक	psühholoog	मनोवैज्ञानिक	psühholoog	N;NOM;MASC;SG;3	N;NOM;SG
गर्मी	suvi	गर्मी	suvi	N;NOM;FEM;SG;3	N;NOM;SG
गर्मी	kuumus	गर्मी	kuumus	N;NOM;FEM;SG;3	N;NOM;SG
गर्मी	soojus	गर्मी	soojus	N;NOM;FEM;SG;3	N;NOM;SG
जिम्मेदार	vastutustundlik	जिम्मेदार	vastutus_tundlik	ADJ	ADJ;NOM;SG
जिम्मेदार	vastutav	जिम्मेदार	vastutav	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
आवृत्ति	kordumine	आवृत्ति	kordumine	N;NOM;FEM;SG;3	N;NOM;SG
आवृत्ति	esinemissagedus	आवृत्ति	esinemis_sagedus	N;NOM;FEM;SG;3	N;NOM;SG
आवृत्ति	sagedus	आवृत्ति	sagedus	N;NOM;FEM;SG;3	N;NOM;SG
कोण	nurk	कोण	nurk	N;NOM;MASC;SG;3	N;NOM;SG
संज्ञा	nimisõna	संज्ञा	nimi_sõna	N;NOM;FEM;SG;3	N;NOM;SG
खतरा	oht	खतरा	oht	N;NOM;MASC;SG;3	N;NOM;SG
टूर्नामेंट	turniir	टूर्नामेंट	turniir	N;NOM;MASC;SG;3	N;NOM;SG
चिंता	ärevus	चिंता	ärevus	N;NOM;FEM;SG;3	N;NOM;SG
चिंता	mure	चिंता	mure	N;NOM;FEM;SG;3	N;NOM;SG
सहमत	kokkulepitud	सहमत	kokku_lepitud	ADJ	ADJ;PST;V.PTCP;PASS
हिसाब	arvepidamine	हिसाब	arve_pidamine	N;NOM;MASC;SG;3	N;NOM;SG
हिसाब	raamatupidamine	हिसाब	raamatu_pidamine	N;NOM;MASC;SG;3	N;NOM;SG
हिसाब	arvestus	हिसाब	arvestus	N;NOM;MASC;SG;3	N;NOM;SG
पहुंचा	saavutas	पहुंच	saavutama	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN;ACT
प्रयोगशाला	labor	प्रयोगशाला	labor	N;NOM;FEM;SG;3	N;NOM;SG
प्रयोगशाला	laboratoorium	प्रयोगशाला	laboratoorium	N;NOM;FEM;SG;3	N;NOM;SG
प्रार्थना	palve	प्रार्थना	palve	N;NOM;FEM;SG;3	N;NOM;SG
गद्य	proosa	गद्य	proosa	N;NOM;MASC;SG;3	N;NOM;SG
समानता	sarnasus	समानता	sarnasus	N;NOM;FEM;SG;3	N;NOM;SG
समानता	võrdõiguslikkus	समानता	võrd_õiguslikkus	N;NOM;FEM;SG;3	N;NOM;SG
समानता	võrdsus	समानता	võrdsus	N;NOM;FEM;SG;3	N;NOM;SG
समानता	sarnasus	समानता	sarnasus	N;NOM;FEM;SG;3	N;NOM;SG
बम	bam	बम	bam	N;NOM;MASC;SG;3	N;NOM;SG
बम	pomm	बम	pomm	N;NOM;MASC;SG;3	N;NOM;SG
कैथोलिक	katoliiklane	कैथोलिक	katoliiklane	N;NOM;MASC;SG;3	N;NOM;SG
कैथोलिक	katoliku	कैथोलिक	katoliku	N;NOM;MASC;SG;3	N;NOM;SG
लम्बाई	pikkus	लम्बाई	pikkus	N;NOM;FEM;SG;3	N;NOM;SG
दुर्घटना	avarii	दुर्घटना	avarii	N;NOM;FEM;SG;3	N;NOM;SG
दुर्घटना	õnnetus	दुर्घटना	õnnetus	N;NOM;FEM;SG;3	N;NOM;SG
उपनाम	nick	उपनाम	nick	N;NOM;MASC;SG;3	N;NOM;SG
उपनाम	perekonnanimi	उपनाम	perekonna_nimi	N;NOM;MASC;SG;3	N;NOM;SG
उपनाम	hüüdnimi	उपनाम	hüüd_nimi	N;NOM;MASC;SG;3	N;NOM;SG
घायल	vigastatud	घायल	vigastatud	ADJ	ADJ;PST;V.PTCP;PASS
चेतना	teadvus	चेत	teadvus	N;NOM;FEM;SG;3	N;NOM;SG
पट्टी	baar	पट्टी	baar	N;NOM;FEM;SG;3	N;NOM;SG
पट्टी	bar	पट्टी	bar	N;NOM;FEM;SG;3	N;NOM;SG
पट्टी	patti	पट्टी	patt	N;NOM;FEM;SG;3	N;NOM;SG
रास्ता	way	रास्ता	way	N;NOM;MASC;SG;3	N;NOM;SG
रास्ता	rasta	रास्ता	rasta	N;NOM;MASC;SG;3	N;NOM;SG
सोच	mõeldes	सोच	mõtlema	V;SG;FIN;ACT	V;V.CVB
सोच	mõtled	सोच	mõtlema	V;SG;FIN;ACT	V;IND;SG;2;PRS;FIN;ACT
सोच	mõtleb	सोच	mõtlema	V;SG;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
पृष्ठभूमि	taust	पृष्ठभूमि	taust	N;NOM;FEM;SG;3	N;NOM;SG
टन	tonn	टन	tonn	N;NOM;MASC;SG;3	N;NOM;SG
टन	tonn	टन	tonn	N;NOM;MASC;SG;3	N;NOM;SG
दर्शनीय	maaliline	दर्शनीय	maaliline	ADJ	ADJ;NOM;SG
ऋतु	hooaeg	ऋतु	hoo_aeg	N;NOM;FEM;SG;3	N;NOM;SG
शाम	õhtu	शाम	õhtu	N;NOM;FEM;SG;3	N;NOM;SG
नामकरण	nimetamine	नामकरण	nimetamine	N;NOM;MASC;SG;3	N;NOM;SG
नामकरण	nomenklatuur	नामकरण	nomenklatuur	N;NOM;MASC;SG;3	N;NOM;SG
नामकरण	ristimine	नामकरण	ristimine	N;NOM;MASC;SG;3	N;NOM;SG
हस्तक्षेप	sekkumine	हस्तक्षेप	sekkumine	N;NOM;MASC;SG;3	N;NOM;SG
हस्तक्षेप	sekkumine	हस्तक्षेप	sekkumine	N;NOM;MASC;SG;3	N;NOM;SG
पतन	degeneratsioon	पतन	degeneratsioon	N;NOM;MASC;SG;3	N;NOM;SG
पतन	kokkuvarisemine	पतन	kokku_varise=mine	N;NOM;MASC;SG;3	N;NOM;SG
पतन	kukkumine	पतन	kukkumine	N;NOM;MASC;SG;3	N;NOM;SG
पतन	kuku	पतन	kuku	N;NOM;MASC;SG;3	N;NOM;SG
स्वाभाविक	looduslik	स्वाभाविक	looduslik	ADJ	ADJ;NOM;SG
स्वाभाविक	loomulik	स्वाभाविक	loomulik	ADJ	ADJ;NOM;SG
स्वाभाविक	naturaalne	स्वाभाविक	naturaalne	ADJ	ADJ;NOM;SG
स्वाभाविक	looduslikud	स्वाभाविक	looduslik	ADJ	ADJ;NOM;PL
स्नान	vann	स्नान	vann	N;NOM;MASC;SG;3	N;NOM;SG
वेग	kiirus	वेग	kiirus	N;NOM;MASC;SG;3	N;NOM;SG
फ़ाइल	fail	फााइल	fail	N;NOM;MASC;SG;3	N;NOM;SG
विरासत	pärand	विरासत	pärand	N;NOM;FEM;SG;3	N;NOM;SG
विरासत	pärand	विरासत	pärand	N;NOM;FEM;SG;3	N;NOM;SG
विरासत	päri	विरासत	päri	N;NOM;FEM;SG;3	N;NOM;SG
गोली	lask	गोली	lask	N;NOM;FEM;SG;3	N;NOM;SG
गोली	pill	गोली	pill	N;NOM;FEM;SG;3	N;NOM;SG
गोली	kuul	गोली	kuu	N;NOM;FEM;SG;3	N;NOM;SG
विलोपन	eritumine	विलोपन	eritumine	N;NOM;MASC;SG;3	N;NOM;SG
विलोपन	kõrvaldamine	विलोपन	kõrvaldamine	N;NOM;MASC;SG;3	N;NOM;SG
एकता	ühtsus	एकता	ühtsus	N;NOM;FEM;SG;3	N;NOM;SG
मतदान	hääletus	मतदान	hääletus	N;NOM;MASC;SG;3	N;NOM;SG
मतदान	hääletamine	मतदान	hääletamine	N;NOM;MASC;SG;3	N;NOM;SG
नेपाली	nepali	नेपाली	nepali	ADJ;NOM	ADJ
चावल	riis	चावल	riis	N;NOM;MASC;SG;3	N;NOM;SG
मूलतः	põhimõtteliselt	मूलतः	põhi_mõtteliselt	ADV	ADV
गहरा	tume	गहरा	tume	ADJ;NOM;MASC;SG	ADJ;NOM;SG
गहरा	sügav	गहरा	sügav	ADJ;NOM;MASC;SG	ADJ;NOM;SG
गहरा	tumedam	गहरा	tumedam	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;SG
बारह	kaksteist	बारह	kaks_teist	NUM	NUM;NOM;SG
संकलन	koostamine	संकलन	koostamine	N;NOM;MASC;SG;3	N;NOM;SG
लड़की	chick	लड़की	chick	N;NOM;FEM;SG;3	N;NOM;SG
लड़की	tibi	लड़की	tibi	N;NOM;FEM;SG;3	N;NOM;SG
लड़की	tibu	लड़की	tibu	N;NOM;FEM;SG;3	N;NOM;SG
लड़की	tüdruk	लड़की	tüdruk	N;NOM;FEM;SG;3	N;NOM;SG
वर्गीकृत	salastatud	वर्गीकृत	salasta=tud	ADJ	ADJ;PST;V.PTCP;PASS
आकर्षक	võluv	आकर्षक	võluv	ADJ	ADJ;NOM;SG
आकर्षक	võluvad	आकर्षक	võluma	ADJ	ADJ;NOM;PL
आकर्षक	atraktiivne	आकर्षक	atraktiivne	ADJ	ADJ;NOM;SG
सवाल	küsimused	सवाल	küsimus	N;NOM;MASC;PL;3	N;NOM;PL
संतुलन	saldo	संतुलन	saldo	N;NOM;MASC;SG;3	N;NOM;SG
संतुलन	tasakaal	संतुलन	tasa_kaal	N;NOM;MASC;SG;3	N;NOM;SG
संतुलन	bilanss	संतुलन	bilanss	N;NOM;MASC;SG;3	N;NOM;SG
संतुलन	tasakaal	संतुलन	tasa_kaal	N;NOM;MASC;SG;3	N;NOM;SG
स्क्रीन	ekraan	स्क्रीन	ekraan	N;NOM;MASC;SG;3	N;NOM;SG
पथ	asukoht	पथ	asu_koht	N;NOM;MASC;SG;3	N;NOM;SG
शिक्षक	instruktor	शिक्षक	instruktor	N;NOM;MASC;SG;3	N;NOM;SG
शिक्षक	juhendaja	शिक्षक	juhendaja	N;NOM;MASC;SG;3	N;NOM;SG
शिक्षक	õpetaja	शिक्षक	õpetaja	N;NOM;MASC;SG;3	N;NOM;SG
नोट	noot	नोट	noot	N;NOM;MASC;SG;3	N;NOM;SG
नोट	märkus	नोट	märkus	N;NOM;MASC;SG;3	N;NOM;SG
पेज	leht	पेज	leht	N;NOM;MASC;SG;3	N;NOM;SG
पेज	lehekülg	पेज	lehe_külg	N;NOM;MASC;SG;3	N;NOM;SG
पेज	page	पेज	page	N;NOM;MASC;SG;3	N;NOM;SG
अर्जित	tõstatatud	अर्जित	tõstatama	ADJ	ADJ;PST;V.PTCP;PASS
अर्जित	teenitud	अर्जित	teenitud	ADJ	ADJ;PST;V.PTCP;PASS
खुला	ava	खुल	ava	V;PFV;MASC;SG;V.PTCP;ACT	V;IMP;SG;2;PRS;FIN;ACT
खुला	avada	खुल	avama	V;PFV;MASC;SG;V.PTCP;ACT	V;NFIN
वास्तुकला	arhitekt	वास्तुकला	arhitekt	N;NOM;FEM;SG;3	N;NOM;SG
वास्तुकला	arhitektuur	वास्तुकला	arhitektuur	N;NOM;FEM;SG;3	N;NOM;SG
नकारात्मक	negatiivne	नकारात्मक	negatiivne	ADJ	ADJ;NOM;SG
नकारात्मक	negatiivsed	नकारात्मक	negatiivne	ADJ	ADJ;NOM;PL
वक्त	kellaaeg	वक्त	kella_aeg	N;NOM;MASC;SG;3	N;NOM;SG
वक्त	aeg	वक्त	aeg	N;NOM;MASC;SG;3	N;NOM;SG
निगरानी	järelevalve	निगरानी	järele_valve	N;NOM;FEM;SG;3	N;NOM;SG
निगरानी	jälgimine	निगरानी	jälgimine	N;NOM;FEM;SG;3	N;NOM;SG
निगरानी	seire	निगरानी	seir	N;NOM;FEM;SG;3	N;NOM;SG
निगरानी	järelevalve	निगरानी	järele_valve	N;NOM;FEM;SG;3	N;NOM;SG
राजस्व	tulu	राजस्व	tulu	N;NOM;MASC;SG;3	N;NOM;SG
व्यवस्थित	organiseeritud	व्यवस्थित	organiseeritud	ADJ	ADJ;PST;V.PTCP;PASS
व्यवस्थित	süstemaatiline	व्यवस्थित	süstemaatiline	ADJ	ADJ;NOM;SG
स्लैम	slam	स्लैम	slam	N;NOM;MASC;SG;3	N;NOM;SG
डॉक्टर	arst	डॉक्टर	arst	N;NOM;MASC;SG;3	N;NOM;SG
डॉक्टर	doktor	डॉक्टर	doktor	N;NOM;MASC;SG;3	N;NOM;SG
ऑक्सीजन	hapnik	ऑक्सीजन	hapnik	N;NOM;MASC;SG;3	N;NOM;SG
टैग	tag	टैग	tag	N;NOM;MASC;SG;3	N;NOM;SG
टैग	silt	टैग	silt	N;NOM;MASC;SG;3	N;NOM;SG
गणितीय	matemaatik	गणितीय	matemaatik	N;NOM;MASC;SG;3	N;NOM;SG
प्रदूषण	reostus	प्रदूषण	reostus	N;NOM;MASC;SG;3	N;NOM;SG
प्रदूषण	saaste	प्रदूषण	saaste	N;NOM;MASC;SG;3	N;NOM;SG
सबूत	tõendusmaterjal	सबूत	tõendus_materjal	N;NOM;MASC;SG;3	N;NOM;SG
सबूत	asitõend	सबूत	asi_tõend	N;NOM;MASC;SG;3	N;NOM;SG
सबूत	tõestus	सबूत	tõestus	N;NOM;MASC;SG;3	N;NOM;SG
सटीक	täpne	सटीक	täpne	ADJ	ADJ;NOM;SG
सटीक	täpsed	सटीक	täpne	ADJ	ADJ;NOM;PL
सटीक	täpne	सटीक	täpne	ADJ	ADJ;NOM;SG
समाप्ति	lõpetamine	समाप्ति	lõpetamine	N;NOM;FEM;SG;3	N;NOM;SG
समाप्ति	lõpuleviimine	समाप्ति	lõpu+le_viimine	N;NOM;FEM;SG;3	N;NOM;SG
समाप्ति	lõpp	समाप्ति	lõpp	N;NOM;FEM;SG;3	N;NOM;SG
समाप्ति	lõpp	समाप्ति	lõpp	N;NOM;FEM;SG;3	N;NOM;SG
उल्लंघन	rikkumine	उल्लंघन	rikkumine	N;NOM;MASC;SG;3	N;NOM;SG
पूंजी	pealinn	पूंजी	pea_linn	N;NOM;FEM;SG;3	N;NOM;SG
पूंजी	kapital	पूंजी	kapital	N;NOM;FEM;SG;3	N;NOM;SG
एजेंसी	agentuur	एजेंसी	agentuur	N;NOM;FEM;SG;3	N;NOM;SG
एजेंसी	amet	एजेंसी	amet	N;NOM;FEM;SG;3	N;NOM;SG
इतिहासकार	ajaloolane	इतिहासकार	aja_loolane	N;NOM;MASC;SG;3	N;NOM;SG
चार्ट	joonis	चार्ट	joonis	N;NOM;MASC;SG;3	N;NOM;SG
चार्ट	diagramm	चार्ट	dia_gramm	N;NOM;MASC;SG;3	N;NOM;SG
औषधि	meditsiin	औषधि	meditsiin	N;NOM;FEM;SG;3	N;NOM;SG
औषधि	herb	औषधि	herb	N;NOM;FEM;SG;3	N;NOM;SG
मांस	liha	माँस	liha	N;NOM;MASC;SG;3	N;NOM;SG
प्रतिस्पर्धा	konkurents	प्रतिस्पर्धा	konkurents	N;NOM;FEM;SG;3	N;NOM;SG
प्रतिस्पर्धा	võistlus	प्रतिस्पर्धा	võistlus	N;NOM;FEM;SG;3	N;NOM;SG
बिन्दु	täpp	बिंदु	täpp	N;NOM;MASC;SG;3	N;NOM;SG
बिन्दु	punkt	बिंदु	punkt	N;NOM;MASC;SG;3	N;NOM;SG
बिन्दु	point	बिंदु	point	N;NOM;MASC;SG;3	N;NOM;SG
पराजित	võidetud	पराजित	võidetud	ADJ	ADJ;PST;V.PTCP;PASS
पराजित	löödud	पराजित	lööma	ADJ	ADJ;PST;V.PTCP;PASS
कप्तान	kapten	कप्तान	kapten	N;NOM;MASC;SG;3	N;NOM;SG
कायम	hooldatud	कायम	hooldama	ADJ	ADJ;PST;V.PTCP;PASS
खूबसूरत	kaunist	खूबसूरत	kaunis	ADJ	ADJ;PRT;SG
खूबसूरत	ilus	खूबसूरत	ilus	ADJ	ADJ;NOM;SG
खूबसूरत	kaunid	खूबसूरत	kaunis	ADJ	ADJ;NOM;PL
खूबसूरत	ilusad	खूबसूरत	ilus	ADJ	ADJ;NOM;PL
खूबसूरत	kaunis	खूबसूरत	kaunis	ADJ	ADJ;NOM;SG
संयंत्र	taim	संयंत्र	taim	N;NOM;MASC;SG;3	N;NOM;SG
संयंत्र	tehas	संयंत्र	tehas	N;NOM;MASC;SG;3	N;NOM;SG
अणु	aatom	अणु	aatom	N;NOM;MASC;SG;3	N;NOM;SG
भीड़	rahvas	भीड़	rahvas	N;NOM;FEM;SG;3	N;NOM;SG
भीड़	publik	भीड़	publik	N;NOM;FEM;SG;3	N;NOM;SG
रिकॉर्डिंग	salvestus	रिकॉर्डिंग	salvestus	N;NOM;FEM;SG;3	N;NOM;SG
रिकॉर्डिंग	salvestamine	रिकॉर्डिंग	salvestamine	N;NOM;FEM;SG;3	N;NOM;SG
रिकॉर्डिंग	registreerimine	रिकॉर्डिंग	registreerimine	N;NOM;FEM;SG;3	N;NOM;SG
क्रेडिट	krediit	क्रेडिट	krediit	N;NOM;MASC;SG;3	N;NOM;SG
क्रेडिट	krediit	क्रेडिट	krediit	N;NOM;MASC;SG;3	N;NOM;SG
द्वीपसमूह	saarestik	द्वीपसमूह	saarestik	N;NOM;MASC;SG;3	N;NOM;SG
स्कोर	skoor	स्कोर	skoor	N;NOM;MASC;SG;3	N;NOM;SG
स्कोर	punktisumma	स्कोर	punkti_summa	N;NOM;MASC;SG;3	N;NOM;SG
अवशेष	jäägid	अवशेष	jääma	N;NOM;MASC;PL;3	N;NOM;PL
चेतावनी	hoiatus	चेतावनी	hoiatus	N;NOM;FEM;SG;3	N;NOM;SG
चेतावनी	hoiatus	चेतावनी	hoiatus	N;NOM;FEM;SG;3	N;NOM;SG
चेतावनी	häire	चेतावनी	häire	N;NOM;FEM;SG;3	N;NOM;SG
परामर्श	konsulteerimine	परामर्श	konsulteerimine	N;NOM;MASC;SG;3	N;NOM;SG
परामर्श	konsulteerimine	परामर्श	konsulteerimine	N;NOM;MASC;SG;3	N;NOM;SG
गोत्र	klanni	गोत्र	klann	N;NOM;MASC;SG;3	N;NOM;SG
गोत्र	klann	गोत्र	klann	N;NOM;MASC;SG;3	N;NOM;SG
दंड	karistus	दंड	karistus	N;NOM;MASC;SG;3	N;NOM;SG
दंड	karistus	दंड	karistus	N;NOM;MASC;SG;3	N;NOM;SG
प्रतिबंध	piirang	प्रतिबंध	piirang	N;NOM;MASC;SG;3	N;NOM;SG
पढ़ाई	uuring	पढ़ाई	uuring	N;NOM;FEM;SG;3	N;NOM;SG
पहाड़	mäe	पहाड	mägi	N;NOM;MASC;SG;3	N;NOM;SG
पहाड़	mägi	पहाड	mägi	N;NOM;MASC;SG;3	N;NOM;SG
मठ	kloostri	मठ	klooster	N;NOM;MASC;SG;3	N;NOM;SG
मठ	klooster	मठ	klooster	N;NOM;MASC;SG;3	N;NOM;SG
आउट	out	आउट	out	N;NOM;MASC;SG;3	N;NOM;SG
संशोधित	modifitseeritud	संशोधित	modifitseeri=tud	ADJ	ADJ;PST;V.PTCP;PASS
नौसेना	mereväe	नौसेना	mere_vägi	N;NOM;FEM;SG;3	N;NOM;SG
नौसेना	merevägi	नौसेना	mere_vägi	N;NOM;FEM;SG;3	N;NOM;SG
गिटार	kitarr	गिटार	kitarr	N;NOM;MASC;SG;3	N;NOM;SG
सहमति	nõusolek	सहमति	nõus_olek	N;NOM;FEM;SG;3	N;NOM;SG
लोहे	raud	लोहा	rau	N;NOM;MASC;SG;3	N;NOM;SG
लोहे	raua	लोहा	raud	N;NOM;MASC;SG;3	N;NOM;SG
सूचित	informeeritud	सूचित	informeeritud	ADJ	ADJ;PST;V.PTCP;PASS
भय	hirm	भय	hirm	N;NOM;MASC;SG;3	N;NOM;SG
अस्थायी	temp	अस्थायी	temp	N;NOM;MASC;SG;3	N;NOM;SG
प्रमाणित	sertifitseeritud	प्रमाणित	sertifitseeri=tud	ADJ	ADJ;PST;V.PTCP;PASS
एसिड	hape	एसिड	hape	N;NOM;MASC;SG;3	N;NOM;SG
एसिड	happe	एसिड	happ	N;NOM;MASC;SG;3	N;NOM;SG
बुक	raamat	बुक	raamat	N;NOM;MASC;SG;3	N;NOM;SG
तीव्रता	osatähtsus	तीव्रता	osa_tähtsus	N;NOM;FEM;SG;3	N;NOM;SG
तीव्रता	intensiivsus	तीव्रता	intensiivsus	N;NOM;FEM;SG;3	N;NOM;SG
तीव्रता	valgustugevus	तीव्रता	valgus_tugevus	N;NOM;FEM;SG;3	N;NOM;SG
हथियार	relvad	हथियार	relv	N;NOM;MASC;PL;3	N;NOM;PL
कागज	paber	कागज	paber	N;NOM;MASC;SG;3	N;NOM;SG
चुनौती	väljakutse	चुनौती	välja_kutse	N;NOM;FEM;SG;3	N;NOM;SG
वसा	rasv	वसा	rasv	N;NOM;MASC;SG;3	N;NOM;SG
पाता	leiab	पा	leidma	V;IPFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN;ACT
कमजोर	nõrk	कमजोर	nõrk	ADJ	ADJ;NOM;SG
कमजोर	nõrga	कमजोर	nõrk	ADJ	ADJ;GEN;SG
कमजोर	nõrgad	कमजोर	nõrk	ADJ	ADJ;NOM;PL
नजर	silm	नजर	silm	N;NOM;FEM;SG;3	N;NOM;SG
असर	efekt	असर	efekt	N;NOM;MASC;SG;3	N;NOM;SG
असर	mõju	असर	mõju	N;NOM;MASC;SG;3	N;NOM;SG
असर	toime	असर	toime	N;NOM;MASC;SG;3	N;NOM;SG
रीति	riitus	रीति	riit	N;NOM;FEM;SG;3	N;NOM;SG
सीधा	sirge	सीधा	sirge	ADJ;NOM;MASC;SG	ADJ;NOM;SG
सीधा	otsene	सीधा	otsene	ADJ;NOM;MASC;SG	ADJ;NOM;SG
सीधा	vahetu	सीधा	vahetu	ADJ;NOM;MASC;SG	ADJ;NOM;SG
भाषण	sõnavõtt	भाषण	sõna_võtt	N;NOM;MASC;SG;3	N;NOM;SG
भाषण	kõne	भाषण	kõne	N;NOM;MASC;SG;3	N;NOM;SG
सृष्टि	loomine	सृष्टि	loomine	N;NOM;FEM;SG;3	N;NOM;SG
सृष्टि	looming	सृष्टि	looming	N;NOM;FEM;SG;3	N;NOM;SG
नामित	nimetatud	नामित	nimetatud	ADJ	ADJ;PST;V.PTCP;PASS
स्वस्थ	terved	स्वस्थ	terve	ADJ	ADJ;NOM;PL
स्वस्थ	tervislik	स्वस्थ	tervislik	ADJ	ADJ;NOM;SG
भागीदारी	partnerlus	भागीदारी	partnerlus	N;NOM;FEM;SG;3	N;NOM;SG
भागीदारी	kaasamine	भागीदारी	kaasamine	N;NOM;FEM;SG;3	N;NOM;SG
भागीदारी	kaasatus	भागीदारी	kaasatus	N;NOM;FEM;SG;3	N;NOM;SG
भागीदारी	osalus	भागीदारी	osalus	N;NOM;FEM;SG;3	N;NOM;SG
भागीदारी	osalemine	भागीदारी	osalemine	N;NOM;FEM;SG;3	N;NOM;SG
स्टॉक	varu	स्टॉक	varu	N;NOM;MASC;SG;3	N;NOM;SG
गहरी	sügav	गहरा	sügav	ADJ;NOM;FEM;SG	ADJ;NOM;SG
लिंक्स	ilves	लिंक्स	ilves	N;NOM;FEM;SG;3	N;NOM;SG
विस्फोट	plahvatus	विस्फोट	plahvatus	N;NOM;MASC;SG;3	N;NOM;SG
जावा	java	जावा	java	N;NOM;MASC;SG;3	N;NOM;SG
नक्शा	kaart	नक्शा	kaart	N;NOM;MASC;SG;3	N;NOM;SG
हॉकी	hoki	हॉकी	hoki	N;NOM;FEM;SG;3	N;NOM;SG
सोडियम	naatrium	सोडियम	naatrium	N;NOM;MASC;SG;3	N;NOM;SG
बिल्कुल	absoluutselt	बिल्कुल	absoluutselt	ADV	ADV
घास	muru	घास	muru	N;NOM;MASC;SG;3	N;NOM;SG
घास	rohi	घास	rohi	N;NOM;MASC;SG;3	N;NOM;SG
घास	muru	घास	muru	N;NOM;MASC;SG;3	N;NOM;SG
कथन	avaldus	कथन	avaldus	N;NOM;MASC;SG;3	N;NOM;SG
ज्वालामुखी	vulkaan	ज्वालामुखी	vulkama	N;NOM;MASC;SG;3	N;NOM;SG
सिविल	tsiviil	सिविल	tsiviil	N;NOM;MASC;SG;3	N;NOM;SG
शेर	lõvi	शेर	lõvi	N;NOM;MASC;SG;3	N;NOM;SG
शेर	sher	शेर	sher	N;NOM;MASC;SG;3	N;NOM;SG
बैंकिंग	pangandus	बैंकिंग	pangandus	N;NOM;FEM;SG;3	N;NOM;SG
कमरे	ruum	कमरा	ruum	N;NOM;MASC;SG;3	N;NOM;SG
कमरे	tuba	कमरा	tuba	N;NOM;MASC;SG;3	N;NOM;SG
मंत्र	mantra	मंत्र	mantra	N;NOM;MASC;SG;3	N;NOM;SG
स्वाद	maitse	स्वाद	maitse	N;NOM;MASC;SG;3	N;NOM;SG
चित्रकार	kunstnik	चित्रकार	kunstnik	N;NOM;MASC;SG;3	N;NOM;SG
विद्यार्थी	tudeng	विद्यार्थी	tudeng	N;NOM;MASC;SG;3	N;NOM;SG
विद्यार्थी	õpilane	विद्यार्थी	õpilane	N;NOM;MASC;SG;3	N;NOM;SG
