tradución	تقریر	tradución	تقریر	N	N;NOM;FEM;SG;3
orgánico	آئینی	orgánico	آئینی	ADJ	ADJ
orgánico	مربوط	orgánico	مربوط	ADJ	ADJ
vides	کردار	vide	کردار	N	N;NOM;MASC;SG;3
vides	کردار	vide	کردار	N	N;NOM;MASC;SG;3
rápidos	روزہ.	rápido	روزہ.	ADJ	ADJ
xudicial	قانونی	xudicial	قانونی	ADJ	ADJ
xudicial	ناقدانہ.	xudicial	ناقدانہ.	ADJ	ADJ
xudicial	ناقدانہ.	xudicial	ناقدانہ.	ADJ	ADJ
xudicial	عدالتی	xudicial	عدالتی	ADJ	ADJ;NOM
manual	جسمانی	manual	جسمانی	ADJ	ADJ
manual	جسمانی	manual	جسمانی	ADJ	ADJ
manual	دستی	manual	دستی	ADJ	ADJ
agradezo	ماننا	agradezo	مان	V	V;MASC;SG;NFIN
agradezo	جاننا	agradezo	جان	V	V;MASC;SG;NFIN;ACT
agradezo	پہچاننا	agradezo	پہچان	V	V;SG;NFIN;ACT
complexa	مربوط	complexo	مربوط	ADJ	ADJ
complexa	مربوط	complexo	مربوط	ADJ	ADJ
complexa	پیچیدہ	complexo	پیچیدہ	ADJ	ADJ
invento	اختراعیت.	invento	اختراعیت.	N	N;NOM;MASC;SG;3
usalo	رواج	usalo	رواج	N	N;NOM;MASC;SG;3
usalo	استعمال	usalo	استعمال	N	N;NOM;MASC;SG;3
aparello	ساخت	aparello	ساخت	N	N;NOM;MASC;SG;3
aparello	شکل	aparello	شکل	N	N;NOM;MASC;SG;3
aparello	وضع	aparello	وضع	N	N;NOM;MASC;SG;3
noción	اندازہ	noción	اندازہ	N	N;NOM;MASC;SG;3
noción	تصوّر	noción	تصوّر	N	N;NOM;MASC;SG;3
noción	رجحان	noción	رجحان	N	N;NOM;MASC;SG;3
abstracto	خلاصہ	abstracto	خلاصہ	N	N;NOM;MASC;SG;3
abstracto	دھیان	abstracto	دھیان	N	N;NOM;MASC;SG;3
abstracto	خلاصہ	abstracto	خلاصہ	N	N;NOM;MASC;SG;3
abstracto	دھیان	abstracto	دھیان	N	N;NOM;MASC;SG;3
íntimo	نجی	íntimo	نجی	N	N;NOM;MASC;SG;3
íntimo	نجی	íntimo	نجی	N	N;NOM;MASC;SG;3
intervención	مداخلت.	intervención	مداخلت.	N	N;NOM;MASC;SG;3
sintas	سوچنا	sintar	سوچ	V	V;MASC;SG;NFIN;ACT
incremento	آبادی	incremento	آبادی	N	N;NOM;FEM;SG;3
incremento	اضافہ	incremento	اضافہ	N	N;NOM;MASC;SG;3
incremento	بڑھوتری	incremento	بڑھوتری	N	N;NOM;MASC;SG;3
incremento	خوبی	incremento	خوبی	N	N;NOM;MASC;SG;3
incremento	ترقی	incremento	ترقی	N	N;NOM;FEM;SG;3
incremento	نفری	incremento	نفری	N	N;NOM;MASC;SG;3
incremento	جسامت	incremento	جسامت	N	N;NOM;MASC;SG;3
incremento	آبادی	incremento	آبادی	N	N;NOM;FEM;SG;3
incremento	اضافہ	incremento	اضافہ	N	N;NOM;MASC;SG;3
incremento	بڑھوتری	incremento	بڑھوتری	N	N;NOM;MASC;SG;3
incremento	خوبی	incremento	خوبی	N	N;NOM;MASC;SG;3
incremento	ترقی	incremento	ترقی	N	N;NOM;FEM;SG;3
incremento	نفری	incremento	نفری	N	N;NOM;MASC;SG;3
incremento	جسامت	incremento	جسامت	N	N;NOM;MASC;SG;3
dependen	ڈھاپتے	depender	ڈھاپ	V	V;IPFV;MASC;PL;V.PTCP;ACT
dependen	ڈھاپتے	depender	ڈھاپ	V	V;IPFV;MASC;PL;V.PTCP;ACT
preguntamos	پوچھنا	preguntar	پوچھ	V	V;MASC;SG;NFIN;ACT
efectiva	نافذ	efectivo	نافذ	ADJ	ADJ
quinta	پانچواں	quinto	پانچواں	ADJ	ADJ
desfacerse	موقع	desfacerse	موقع	N	N;NOM;MASC;SG;3
desfacerse	موقع	desfacerse	موقع	N	N;NOM;MASC;SG;3
utilizando	بجا	utilizar	بجا	V	V;ACT
legais	قانونی	legal	قانونی	ADJ	ADJ
distinción	خطاب	distinción	خطاب	N	N;NOM;MASC;SG;3
distinción	عظمت	distinción	عظمت	N	N;NOM;FEM;SG;3
distinción	برتری	distinción	برتری	N	N;NOM;MASC;SG;3
distinción	نام	distinción	نام	N	N;NOM;MASC;SG;3
distinción	خطاب	distinción	خطاب	N	N;NOM;MASC;SG;3
distinción	عظمت	distinción	عظمت	N	N;NOM;FEM;SG;3
distinción	برتری	distinción	برتری	N	N;NOM;MASC;SG;3
distinción	نام	distinción	نام	N	N;NOM;MASC;SG;3
distinción	فرق	distinción	فرق	N	N;ACC;MASC;SG;3
miran	گھورنا	merar	گھور	V	V;MASC;SG;NFIN;ACT
miran	گھورنا	merar	گھور	V	V;MASC;SG;NFIN;ACT
acababa	بجا	acabar	بجا	V	V;ACT
achegouse	قبضہ	achegar	قبضہ	N	N;NOM;MASC;SG;3
achegouse	ختم	achegar	ختم	N	N;NOM;MASC;SG;3
louza	تحویل	louza	تحویل	N	N;NOM;MASC;SG;3
louza	واقعہ	louza	واقعہ	N	N;NOM;MASC;SG;3
louza	تبدیل	louza	تبدیل	N	N;NOM;MASC;SG;3
louza	دھوکا	louza	دھوکا	N	N;NOM;MASC;SG;3
louza	ماضی	louza	ماضی	N	N;NOM;MASC;SG;3
louza	تحویل	louza	تحویل	N	N;NOM;MASC;SG;3
louza	واقعہ	louza	واقعہ	N	N;NOM;MASC;SG;3
louza	تبدیل	louza	تبدیل	N	N;NOM;MASC;SG;3
louza	دھوکا	louza	دھوکا	N	N;NOM;MASC;SG;3
louza	ماضی	louza	ماضی	N	N;NOM;MASC;SG;3
pechan	تنگ	pechar	تنگ	V	V;ACT
pechan	تنگ	pechar	تنگ	V	V;ACT
puxemos	پھینکنا	poxer	پھینکنا	V	V;NFIN;ACT
fuxindo	چالو	focir	چالو	V	V;ACT
sabémolo	لوگ	sabémolo	لوگ	N	N;NOM;MASC;SG;3
sabémolo	عمل	sabémolo	عمل	N	N;NOM;MASC;SG;3
alimento	خوراک	alimento	خوراک	N	N;NOM;FEM;SG;3
alimento	غذا	alimento	غذا	N	N;NOM;FEM;SG;3
tellados	ڈھاپتے	tellar	ڈھاپ	V	V;IPFV;MASC;PL;V.PTCP;ACT
tellados	ڈھاپتے	tellar	ڈھاپ	V	V;IPFV;MASC;PL;V.PTCP;ACT
aceptas	پانا	acepta	پانا	V	V;SG;NFIN;ACT
aceptas	کھانا	acepta	کھا	V	V;MASC;SG;NFIN;ACT
aceptas	سمجھنا	acepta	سمجھ	V	V;MASC;SG;NFIN;ACT
aceptas	پکڑنا	acepta	پکڑ	V	V;MASC;SG;NFIN;ACT
aceptas	چُننا	acepta	چُن	V	V;MASC;SG;NFIN;ACT
aceptas	آزمانا	acepta	آزما	V	V;SG;ACT
aceptas	ڈالنا	acepta	ڈال	V	V;MASC;SG;NFIN;ACT
aceptas	کمانا	acepta	کمانا	V	V;MASC;SG;NFIN;ACT
aceptas	چاہنا	acepta	چاہ	V	V;MASC;SG;NFIN;ACT
presentimento	اشارہ	presentimento	اشارہ	N	N;NOM;MASC;SG;3
presentimento	اندازہ	presentimento	اندازہ	N	N;NOM;MASC;SG;3
razoable	مناسب	razoable	مناسب	ADJ	ADJ
razoable	متوازن	razoable	متوازن	ADJ	ADJ
razoable	فہمیدہ.	razoable	فہمیدہ.	ADJ	ADJ
razoable	مناسب	razoable	مناسب	ADJ	ADJ
razoable	معقول	razoable	معقول	ADJ	ADJ
razoable	متوازن	razoable	متوازن	ADJ	ADJ
razoable	فہمیدہ.	razoable	فہمیدہ.	ADJ	ADJ
xeografía	وسائل	xeografía	وسائل	N	N;NOM;MASC;SG;3
sucios	فحش	sucio	فحش	N	N;NOM;MASC;SG;3
sucios	فحش	sucio	فحش	N	N;NOM;MASC;SG;3
aceptalo	عہدے	aceptalo	عہدہ	N	N;NOM;MASC;SG;3
aceptalo	عہدے	aceptalo	عہدہ	N	N;NOM;MASC;SG;3
relixiosa	محتاط	relixioso	محتاط	ADJ	ADJ
relixiosa	متقی	relixioso	متقی	ADJ	ADJ
reparar	سدھارنا	reparar	سدھار	V	V;MASC;SG;NFIN;ACT
arrefriado	جوش	arrefriar	جوش	N	N;NOM;MASC;SG;3
arrefriado	جذبہ	arrefriar	جذبہ	N	N;NOM;MASC;SG;3
arrefriado	مہر	arrefriar	مہر	N	N;NOM;MASC;SG;3
arrefriado	زکام	arrefriar	زکام	N	N;NOM;MASC;SG;3
arrefriado	یکلخت	arrefriar	یکلخت	N	N;NOM;MASC;SG;3
arrefriado	جوش	arrefriar	جوش	N	N;NOM;MASC;SG;3
arrefriado	سرد	arrefriar	سرد	N	N;NOM;MASC;SG;3
arrefriado	جذبہ	arrefriar	جذبہ	N	N;NOM;MASC;SG;3
arrefriado	نزلہ	arrefriar	نزلہ	N	N;NOM;MASC;SG;3
arrefriado	مہر	arrefriar	مہر	N	N;NOM;MASC;SG;3
arrefriado	زکام	arrefriar	زکام	N	N;NOM;MASC;SG;3
arrefriado	یکلخت	arrefriar	یکلخت	N	N;NOM;MASC;SG;3
fagámolo	تحویل	fagámolo	تحویل	N	N;NOM;MASC;SG;3
fagámolo	واقعہ	fagámolo	واقعہ	N	N;NOM;MASC;SG;3
fagámolo	تبدیل	fagámolo	تبدیل	N	N;NOM;MASC;SG;3
fagámolo	دھوکا	fagámolo	دھوکا	N	N;NOM;MASC;SG;3
fagámolo	ماضی	fagámolo	ماضی	N	N;NOM;MASC;SG;3
fagámolo	تحویل	fagámolo	تحویل	N	N;NOM;MASC;SG;3
fagámolo	واقعہ	fagámolo	واقعہ	N	N;NOM;MASC;SG;3
fagámolo	تبدیل	fagámolo	تبدیل	N	N;NOM;MASC;SG;3
fagámolo	دھوکا	fagámolo	دھوکا	N	N;NOM;MASC;SG;3
fagámolo	ماضی	fagámolo	ماضی	N	N;NOM;MASC;SG;3
morría	اکتانا	morría	اکتانا	V	V;MASC;SG;NFIN;ACT
intercambio	افراد	intercambio	فرد	N	N;NOM;MASC;PL;3
cambie	بدلنا	cambie	بدل	V	V;MASC;SG;NFIN;ACT
bando	پہلو	bando	پہلو	N	N;NOM;MASC;SG;3
bando	عنصر	bando	عنصر	N	N;NOM;MASC;SG;3
bando	تحتی	bando	تحتی	N	N;NOM;MASC;SG;3
bando	رخ	bando	رخ	N	N;NOM;MASC;SG;3
bando	کھیل	bando	کھیل	N	N;NOM;MASC;SG;3
bando	کردار	bando	کردار	N	N;NOM;MASC;SG;3
bando	بازو	bando	بازو	N	N;NOM;MASC;SG;3
bando	پہلو	bando	پہلو	N	N;NOM;MASC;SG;3
bando	عنصر	bando	عنصر	N	N;NOM;MASC;SG;3
bando	تحتی	bando	تحتی	N	N;NOM;MASC;SG;3
bando	رخ	bando	رخ	N	N;NOM;MASC;SG;3
bando	کھیل	bando	کھیل	N	N;NOM;MASC;SG;3
bando	کردار	bando	کردار	N	N;NOM;MASC;SG;3
bando	بازو	bando	بازو	N	N;NOM;MASC;SG;3
documentación	پہچان	documentación	پہچان	N	N;NOM;MASC;SG;3
xordo	وزن	xordo	وزن	N	N;NOM;MASC;SG;3
extraordinaria	ممتاز	extraordinario	ممتاز	ADJ	ADJ
achegar	بڑھنا.	achegar	بڑھنا.	V	V;SG;NFIN;ACT
achegar	پھیلانا	achegar	پھیلانا	V	V;MASC;SG;NFIN;ACT
achegar	پہنچنا	achegar	پہنچ	V	V;MASC;SG;NFIN;ACT
achegar	پانا	achegar	پانا	V	V;SG;NFIN;ACT
achegar	پہنچ	achegar	پہنچ	V	V;ACT
achegar	بڑھنا.	achegar	بڑھنا.	V	V;SG;NFIN;ACT
achegar	پھیلانا	achegar	پھیلانا	V	V;MASC;SG;NFIN;ACT
importe	جھگڑا	importe	جھگڑا	N	N;NOM;MASC;SG;3
importe	قصہ	importe	قصہ	N	N;NOM;MASC;SG;3
importe	سبب	importe	سبب	N	N;ACC;MASC;SG;3
importe	مصروفیات	importe	مصروفیت	N	N;NOM;MASC;PL;3
importe	جھگڑا	importe	جھگڑا	N	N;NOM;MASC;SG;3
importe	قصہ	importe	قصہ	N	N;NOM;MASC;SG;3
importe	سبب	importe	سبب	N	N;ACC;MASC;SG;3
importe	کاروبار	importe	کاروبار	N	N;NOM;MASC;SG;3
importe	کام	importe	کام	N	N;NOM;MASC;SG;3
importe	مصروفیات	importe	مصروفیت	N	N;NOM;MASC;PL;3
atractivo	دلفریب	atractivo	دلفریب	ADJ	ADJ
atractivo	دلچسپ	atractivo	دلچسپ	ADJ	ADJ
atractivo	پُرکشش	atractivo	پُرکشش	ADJ	ADJ
atractivo	دلفریب	atractivo	دلفریب	ADJ	ADJ
atractivo	دلچسپ	atractivo	دلچسپ	ADJ	ADJ
atractivo	پُرکشش	atractivo	پُرکشش	ADJ	ADJ
abandono	تیاگ	abandono	تیاگ	N	N;NOM;MASC;SG;3
abandono	تیاگ	abandono	تیاگ	N	N;NOM;MASC;SG;3
dalgúns	خاصا	dalgún	خاصا	ADJ	ADJ
dalgúns	کافی	dalgún	کافی	ADJ	ADJ
dalgúns	خاصا	dalgún	خاصا	ADJ	ADJ
dalgúns	کافی	dalgún	کافی	ADJ	ADJ
interna	اندرونی	interno	اندرونی	ADJ	ADJ
rango	خط	rango	خط	N	N;NOM;MASC;SG;3
rango	سمت	rango	سمت	N	N;NOM;MASC;SG;3
rango	سلسلہ	rango	سلسلہ	N	N;NOM;MASC;SG;3
rango	حدود	rango	حد	N	N;NOM;MASC;SG;3
rango	قطار	rango	قطار	N	N;NOM;MASC;SG;3
rango	ترتیب	rango	ترتیب	N	N;NOM;FEM;SG;3
escribía	لکھائی.	escribir	لکھائی	V	V;PFV;MASC;SG;V.PTCP;ACT
escribía	لکھائی.	escribir	لکھائی	V	V;PFV;MASC;SG;V.PTCP;ACT
combates	مبارزت	combate	مبارزت	N	N;NOM;MASC;SG;3
combates	مقابلہ	combate	مقابلہ	N	N;NOM;MASC;SG;3
combates	لڑائی	combate	لڑائی	N	N;NOM;FEM;SG;3
combates	سعی	combate	سعی	N	N;NOM;MASC;SG;3
famosos	نامور	famoso	نامور	ADJ	ADJ
pinga	مقدار	pingar	مقدار	N	N;NOM;MASC;SG;3
pinga	سمت	pingar	سمت	N	N;NOM;MASC;SG;3
pinga	ختم	pingar	ختم	N	N;NOM;MASC;SG;3
pinga	حالت	pingar	حالت	N	N;NOM;FEM;SG;3
queirades	خصوصیت	queirade	خصوصیت	N	N;NOM;MASC;SG;3
queirades	جواب	queirade	جواب	N	N;NOM;MASC;SG;3
queirades	طور	queirade	طور	N	N;NOM;MASC;SG;3
queirades	خصوصیت	queirade	خصوصیت	N	N;NOM;MASC;SG;3
queirades	جواب	queirade	جواب	N	N;NOM;MASC;SG;3
queirades	طور	queirade	طور	N	N;NOM;MASC;SG;3
queirades	طرح	queirade	طرح	N	N;NOM;MASC;SG;3
facermos	دیکھنا	facer	دیکھ	V	V;NFIN
facermos	بچارنا	facer	بچار	V	V;NFIN;ACT
facermos	پکانا	facer	پکانا	V	V;MASC;SG;V.PTCP;ACT
facermos	بخشنا	facer	بخشنا	V	V;SG;ACT
facermos	سنوارنا	facer	سنوار	V	V;MASC;SG;NFIN;ACT
facermos	کارروائی.	facer	کارروائی.	V	V;PFV;FEM;SG;V.PTCP;ACT
facermos	دیکھنا	facer	دیکھ	V	V;NFIN
facermos	بچارنا	facer	بچار	V	V;NFIN;ACT
facermos	پکانا	facer	پکانا	V	V;MASC;SG;V.PTCP;ACT
facermos	بخشنا	facer	بخشنا	V	V;SG;ACT
facermos	کرنا	facer	کر	V	V;MASC;SG;NFIN;ACT
facermos	سنوارنا	facer	سنوار	V	V;MASC;SG;NFIN;ACT
facermos	کارروائی.	facer	کارروائی.	V	V;PFV;FEM;SG;V.PTCP;ACT
máxica	پُراسرار	máxica	پُراسرار	ADJ	ADJ
máxica	ساحرانہ.	máxica	ساحرانہ.	ADJ	ADJ
máxica	عجیب	máxica	عجیب	ADJ	ADJ
máxica	پُراسرار.	máxica	پُراسرار.	ADJ	ADJ
percorrido	رویہ	percorrido	رویہ	N	N;NOM;MASC;SG;3
percorrido	روش	percorrido	روش	N	N;NOM;MASC;SG;3
separado	افتراق	separado	افتراق	N	N;NOM;MASC;SG;3
dirías	بتانا	diría	بتا	V	V;MASC;SG;NFIN;ACT
dirías	بولنا	diría	بول	V	V;MASC;SG;NFIN;ACT
sona	امتیاز	sona	امتیاز	N	N;NOM;MASC;SG;3
sona	اعتبار	sona	اعتبار	N	N;NOM;MASC;SG;3
ribeira	گھاٹ	ribeira	گھاٹ	N	N;NOM;MASC;SG;3
ribeira	بادل	ribeira	بادل	N	N;NOM;MASC;SG;3
ribeira	ڈھلان	ribeira	ڈھلان	N	N;NOM;MASC;SG;3
intente	آزمانا.	intente	آزمانا.	V	V;PL;FIN;ACT
abres	مقابلہ	abre	مقابلہ	N	N;NOM;MASC;SG;3
abres	آماجگاہ	abre	آماجگاہ	N	N;NOM;MASC;SG;3
abres	ڈبہ	abre	ڈبہ	N	N;NOM;MASC;SG;3
abres	مقابلہ	abre	مقابلہ	N	N;NOM;MASC;SG;3
abres	آماجگاہ	abre	آماجگاہ	N	N;NOM;MASC;SG;3
abres	باز	abre	باز	N	N;NOM;MASC;SG;3
abres	ڈبہ	abre	ڈبہ	N	N;NOM;MASC;SG;3
explotar	بڑھانا	explotar	بڑھا	V	V;MASC;SG;NFIN;ACT
aforro	بچت	aforro	بچت	N	N;NOM;FEM;SG;3
aforro	کفایت	aforro	کفایت	N	N;NOM;MASC;SG;3
baseado	ڈھاپتے	basear	ڈھاپ	V	V;IPFV;MASC;PL;V.PTCP;ACT
baseado	ڈھاپتے	basear	ڈھاپ	V	V;IPFV;MASC;PL;V.PTCP;ACT
transmisión	جوار	transmisión	جوار	N	N;NOM;MASC;SG;3
transmisión	دلدل	transmisión	دلدل	N	N;NOM;MASC;SG;3
transmisión	رقم	transmisión	رقم	N	N;NOM;MASC;SG;3
transmisión	بہتات	transmisión	بہتات	N	N;NOM;MASC;SG;3
transmisión	مائع	transmisión	مائع	N	N;NOM;MASC;SG;3
transmisión	جوار	transmisión	جوار	N	N;NOM;MASC;SG;3
transmisión	دلدل	transmisión	دلدل	N	N;NOM;MASC;SG;3
transmisión	رقم	transmisión	رقم	N	N;NOM;MASC;SG;3
transmisión	بہتات	transmisión	بہتات	N	N;NOM;MASC;SG;3
transmisión	مائع	transmisión	مائع	N	N;NOM;MASC;SG;3
fundamentais	ابتدائی	fundamental	ابتدائی	ADJ	ADJ
fundamentais	بنیادی	fundamental	بنیادی	ADJ	ADJ
fundamentais	ابتدائی	fundamental	ابتدائی	ADJ	ADJ
fundamentais	اصلی	fundamental	اصلی	ADJ	ADJ
fundamentais	بنیادی	fundamental	بنیادی	ADJ	ADJ
separada	کاٹنا	separada	کاٹنا	V	V;MASC;SG;NFIN;ACT
separada	چھنٹائی	separada	چھنٹائی	V	V;PFV;FEM;SG;V.PTCP;ACT
separada	کاٹنا	separada	کاٹنا	V	V;MASC;SG;NFIN;ACT
separada	چھنٹائی	separada	چھنٹائی	V	V;PFV;FEM;SG;V.PTCP;ACT
fachenda	غرور	fachenda	غرور	N	N;NOM;MASC;SG;3
fachenda	سبب	fachenda	سبب	N	N;ACC;MASC;SG;3
fachenda	غرور	fachenda	غرور	N	N;NOM;MASC;SG;3
fachenda	سبب	fachenda	سبب	N	N;ACC;MASC;SG;3
suxestión	خیال	suxestión	خیال	N	N;NOM;MASC;SG;3
suxestión	خیال	suxestión	خیال	N	N;NOM;MASC;SG;3
suxestión	تجویز	suxestión	تجویز	N	N;NOM;FEM;SG;3
ficción	اختراع	ficción	اختراع	N	N;NOM;MASC;SG;3
ficción	بیان	ficción	بیان	N	N;NOM;MASC;SG;3
ficción	افسانہ	ficción	افسانہ	N	N;NOM;MASC;SG;3
ficción	ایجاد	ficción	ایجاد	N	N;NOM;MASC;SG;3
derramamentos	پیٹرولیم.	derramamento	پیٹرولیم.	N	N;NOM;MASC;SG;3
derramamentos	چکنائی	derramamento	چکنائی	N	N;NOM;FEM;SG;3
derramamentos	پیٹرولیم.	derramamento	پیٹرولیم.	N	N;NOM;MASC;SG;3
derramamentos	تیل	derramamento	تیل	N	N;NOM;MASC;SG;3
derramamentos	چکنائی	derramamento	چکنائی	N	N;NOM;FEM;SG;3
diploma	نسبت	diploma	نسبت	N	N;NOM;MASC;SG;3
vodas	بیاہ	vodo	بیاہ	N	N;NOM;MASC;SG;3
vindeiros	معلوم	vindeiro	معلوم	ADJ	ADJ
trama	خاکہ	tramar	خاکہ	N	N;NOM;MASC;SG;3
trama	سازش	tramar	سازش	N	N;NOM;FEM;SG;3
trama	ڈرامے	tramar	ڈرامہ	N	N;NOM;MASC;SG;3
deixaremos	بٹھانا	deixar	بٹھا	V	V;MASC;SG;NFIN;ACT
deixaremos	اتارنا	deixar	اتار	V	V;NFIN;ACT
marchade	جوش	marchade	جوش	N	N;NOM;MASC;SG;3
marchade	حوصلہ	marchade	حوصلہ	N	N;NOM;MASC;SG;3
marchade	احوال	marchade	احوال	N	N;NOM;MASC;SG;3
marchade	کامیابی	marchade	کامیابی	N	N;NOM;FEM;SG;3
marchade	جذبہ	marchade	جذبہ	N	N;NOM;MASC;SG;3
marchade	شعر	marchade	شعر	N	N;NOM;MASC;SG;3
marchade	معاملہ	marchade	معاملہ	N	N;NOM;MASC;SG;3
marchade	توانائی	marchade	توانائی	N	N;NOM;FEM;SG;3
marchade	کیفیت	marchade	کیفیت	N	N;NOM;FEM;SG;3
marchade	سرگرمی	marchade	سرگرم	N	N;NOM;MASC;SG;3
marcharei	گزرنا	marcharal	گزر	V	V;MASC;SG;NFIN;ACT
marcharei	چالو	marcharal	چالو	V	V;ACT
sentade	باریک	sentade	باریک	N	N;NOM;MASC;SG;3
sentade	باریک	sentade	باریک	N	N;NOM;MASC;SG;3
clemencia	رحم	clemencia	رحم	N	N;NOM;MASC;SG;3
tranquilidade	خاموشی	tranquilidade	خاموشی	N	N;NOM;MASC;SG;3
tranquilidade	ساکن	tranquilidade	ساکن	N	N;NOM;MASC;SG;3
tranquilidade	خاموشی	tranquilidade	خاموشی	N	N;NOM;MASC;SG;3
tranquilidade	ساکن	tranquilidade	ساکن	N	N;NOM;MASC;SG;3
beba	دھوکا	beber	دھوکا	N	N;NOM;MASC;SG;3
beba	استعداد	beber	استعداد	N	N;NOM;MASC;SG;3
precise	مانگنا	precisar	مانگ	V	V;MASC;SG;NFIN;ACT
precise	مانگنا	precisar	مانگ	V	V;MASC;SG;NFIN;ACT
precise	چاہنا	precisar	چاہ	V	V;MASC;SG;NFIN;ACT
prométoo	قول	prométoo	قول	N	N;NOM;MASC;SG;3
prométoo	عہد	prométoo	عہد	N	N;NOM;MASC;SG;3
prométoo	قول	prométoo	قول	N	N;NOM;MASC;SG;3
prométoo	وعدہ	prométoo	وعدہ	N	N;NOM;MASC;SG;3
gustas	خصوصیت	gusto	خصوصیت	N	N;NOM;MASC;SG;3
gustas	جواب	gusto	جواب	N	N;NOM;MASC;SG;3
gustas	طور	gusto	طور	N	N;NOM;MASC;SG;3
gustas	خصوصیت	gusto	خصوصیت	N	N;NOM;MASC;SG;3
gustas	جواب	gusto	جواب	N	N;NOM;MASC;SG;3
gustas	طور	gusto	طور	N	N;NOM;MASC;SG;3
gustas	طرح	gusto	طرح	N	N;NOM;MASC;SG;3
traian	دلانا	traiar	دلانا	V	V;MASC;SG;NFIN;ACT
deixarte	بچنا.	deixartir	بچنا.	V	V;MASC;SG;ACT
deixarte	سدھارنا	deixartir	سدھار	V	V;MASC;SG;NFIN;ACT
deixarte	رخصت.	deixartir	رخصت.	V	V;SG;V.PTCP;ACT
deixarte	چھوڑنا	deixartir	چھوڑ	V	V;NFIN
deixarte	بچنا.	deixartir	بچنا.	V	V;MASC;SG;ACT
deixarte	سدھارنا	deixartir	سدھار	V	V;MASC;SG;NFIN;ACT
deixarte	رخصت.	deixartir	رخصت.	V	V;SG;V.PTCP;ACT
deixarte	بٹھانا	deixartir	بٹھا	V	V;MASC;SG;NFIN;ACT
deixarte	اتارنا	deixartir	اتار	V	V;NFIN;ACT
deixase	بٹھانا	deixar	بٹھا	V	V;MASC;SG;NFIN;ACT
deixase	اتارنا	deixar	اتار	V	V;NFIN;ACT
indulto	درگزر	indulto	درگزر	N	N;NOM;MASC;SG;3
indulto	معافی	indulto	معافی	N	N;NOM;MASC;SG;3
mosca	پرواز	mosca	پرواز	N	N;NOM;MASC;SG;3
mosca	گھڑی	mosca	گھڑی	N	N;NOM;FEM;SG;3
mosca	پرواز	mosca	پرواز	N	N;NOM;MASC;SG;3
mosca	گھڑی	mosca	گھڑی	N	N;NOM;FEM;SG;3
falará	چاہنا	falar	چاہ	V	V;MASC;SG;NFIN;ACT
granxeiro	کاشتکار	granxeiro	کاشتکار	N	N;NOM;MASC;SG;3
berra	انوروں	berra	انور	N	N;ACC;MASC;PL;3
berra	انوروں	berra	انور	N	N;ACC;MASC;PL;3
fríos	جوش	frío	جوش	N	N;NOM;MASC;SG;3
fríos	جذبہ	frío	جذبہ	N	N;NOM;MASC;SG;3
fríos	مہر	frío	مہر	N	N;NOM;MASC;SG;3
fríos	زکام	frío	زکام	N	N;NOM;MASC;SG;3
fríos	یکلخت	frío	یکلخت	N	N;NOM;MASC;SG;3
fríos	جوش	frío	جوش	N	N;NOM;MASC;SG;3
fríos	سرد	frío	سرد	N	N;NOM;MASC;SG;3
fríos	جذبہ	frío	جذبہ	N	N;NOM;MASC;SG;3
fríos	نزلہ	frío	نزلہ	N	N;NOM;MASC;SG;3
fríos	مہر	frío	مہر	N	N;NOM;MASC;SG;3
fríos	زکام	frío	زکام	N	N;NOM;MASC;SG;3
fríos	یکلخت	frío	یکلخت	N	N;NOM;MASC;SG;3
sucia	فحش	sucio	فحش	N	N;NOM;MASC;SG;3
sucia	فحش	sucio	فحش	N	N;NOM;MASC;SG;3
rancho	باریک	rancho	باریک	N	N;NOM;MASC;SG;3
rancho	باریک	rancho	باریک	N	N;NOM;MASC;SG;3
miolos	ڈانٹ	miolo	ڈانٹ	N	N;NOM;MASC;SG;3
miolos	دور	miolo	دور	N	N;NOM;MASC;SG;3
miolos	ڈانٹ	miolo	ڈانٹ	N	N;NOM;MASC;SG;3
miolos	دور	miolo	دور	N	N;NOM;MASC;SG;3
inventa	بڑھانا	invento	بڑھا	V	V;MASC;SG;NFIN;ACT
puros	خالص	puro	خالص	N	N;NOM;MASC;SG;3
puros	آواز	puro	آواز	N	N;NOM;FEM;SG;3
puros	خالص	puro	خالص	N	N;NOM;MASC;SG;3
puros	آواز	puro	آواز	N	N;NOM;FEM;SG;3
tardarei	دھکیلنا	tardar	دھکیل	V	V;NFIN;ACT
tardarei	دھکیلنا	tardar	دھکیل	V	V;NFIN;ACT
estoupar	بڑھانا	estoupar	بڑھا	V	V;MASC;SG;NFIN;ACT
adoito	شفقت	adoito	شفقت	N	N;NOM;FEM;SG;3
adoito	محبت	adoito	محبت	N	N;NOM;FEM;SG;3
tardar	پانا	tardar	پانا	V	V;SG;NFIN;ACT
tardar	کھانا	tardar	کھا	V	V;MASC;SG;NFIN;ACT
tardar	سمجھنا	tardar	سمجھ	V	V;MASC;SG;NFIN;ACT
tardar	پکڑنا	tardar	پکڑ	V	V;MASC;SG;NFIN;ACT
tardar	چُننا	tardar	چُن	V	V;MASC;SG;NFIN;ACT
tardar	آزمانا	tardar	آزما	V	V;SG;ACT
tardar	ڈالنا	tardar	ڈال	V	V;MASC;SG;NFIN;ACT
tardar	کمانا	tardar	کمانا	V	V;MASC;SG;NFIN;ACT
tardar	چاہنا	tardar	چاہ	V	V;MASC;SG;NFIN;ACT
