oldalakon	頁	oldal	頁	N;ON+ESS;PL	N
toll	鋼筆	toll	鋼筆	N;NOM;SG	N
toll	筆	toll	筆	N;NOM;SG	N
toll	鋼筆	toll	鋼筆	N;NOM;SG	N
toll	筆	toll	筆	N;NOM;SG	N
toll	羽	toll	羽	N;NOM;SG	N
toll	羽毛	toll	羽毛	N;NOM;SG	N
gabonát	糧食	gabona	糧食	N;ACC;SG	N
gabonát	穀物	gabona	穀物	N;ACC;SG	N
gabonát	糧	gabona	糧	N;ACC;SG	N
meggyőzte	深信	meggyőz	深信	V;DEF;IND;SG;3;PST;FIN;ACT	V
elhagyatott	廢棄	elhagyatott	廢棄	V;INDF;IND;SG;3;PST;FIN;ACT	V
elhagyatott	遺棄	elhagyatott	遺棄	V;INDF;IND;SG;3;PST;FIN;ACT	V
joker	小丑	joker	小丑	N;NOM;SG	N
ajánlja	推薦	ajánl	推薦	V;DEF;IND;SG;3;PRS;FIN;ACT	V
tégla	磚頭	tégla	磚頭	N;NOM;SG	N
tégla	磚	tégla	磚	N;NOM;SG	N
tégla	磚塊	tégla	磚塊	N;NOM;SG	N
tégla	磚頭	tégla	磚頭	N;NOM;SG	N
tégla	磚	tégla	磚	N;NOM;SG	N
tégla	磚塊	tégla	磚塊	N;NOM;SG	N
tégla	痣	tégla	痣	N;NOM;SG	N
tégla	鼴鼠	tégla	鼴鼠	N;NOM;SG	N
egyenletek	方程	egyenlet	方程	N;NOM;PL	N
egyenletek	方程	egyenlet	方程	N;NOM;PL	N
sztárok	名人	sztár	名人	N;NOM;PL	N
sztárok	星星	sztár	星星	N;NOM;PL	N
sztárok	明星	sztár	明星	N;NOM;PL	N
sztárok	星空	sztár	星空	N;NOM;PL	N
sztárok	星	sztár	星	N;NOM;PL	N
sztárok	恆星	sztár	恆星	N;NOM;PL	N
patkány	鼠	patkány	鼠	N;NOM;SG	N
patkány	耗子	patkány	耗子	N;NOM;SG	N
patkány	老鼠	patkány	老鼠	N;NOM;SG	N
szolgálni	服務	szolgál	服務	V;NFIN;ACT	V
szolgálni	發球	szolgál	發球	V;NFIN;ACT	V
bányászok	礦	bányász	礦	N;NOM;PL	N
ügyész	檢察	ügyész	檢察	N;NOM;SG	N
osztag	班長	osztag	班長	N;NOM;SG	N
osztag	小隊	osztag	小隊	N;NOM;SG	N
csend	寂	csend	寂	N;NOM;SG	N
vipera	毒蛇	vipera	毒蛇	N;NOM;SG	N
partner	伴侶	partner	伴侶	N;NOM;SG	N
partner	夥伴	partner	夥伴	N;NOM;SG	N
partner	搭檔	partner	搭檔	N;NOM;SG	N
séta	步行	séta	步行	N;NOM;SG	N
séta	漫步	séta	漫步	N;NOM;SG	N
séta	步行	séta	步行	N;NOM;SG	N
szegénység	貧窮	szegénység	貧窮	N;NOM;SG	N
szegénység	貧困	szegénység	貧困	N;NOM;SG	N
interjúk	面試	interjúk	面試	N;NOM;PL	N
bába	助產士	bába	助產士	N;NOM;SG	N
méretek	尺寸	méret	尺寸	N;NOM;PL	N
méretek	大小	méret	大小	N;NOM;PL	N
méretek	尺碼	méret	尺碼	N;NOM;PL	N
méretek	尺寸	méret	尺寸	N;NOM;PL	N
utasításokat	指令	utasítás	指令	N;ACC;PL	N
állatorvosi	獸	állatorvosi	獸	N;NOM;SG	N
enzimek	酶	enzim	酶	N;NOM;PL	N
bohóc	小丑	bohóc	小丑	N;NOM;SG	N
skálán	比例尺	skálán	比例尺	N;ON+ESS;SG	N
skálán	規模	skálán	規模	N;ON+ESS;SG	N
munkatársak	僱員	munkatárs	僱員	N;NOM;PL	N
munkatársak	員工	munkatárs	員工	N;NOM;PL	N
munkatársak	同事	munkatárs	同事	N;NOM;PL	N
kritérium	標準	kritérium	標準	N;NOM;SG	N
kritérium	標準	kritérium	標準	N;NOM;SG	N
bőre	肌膚	bő	肌膚	N;NOM;SG	N
galaxisok	星系	galaxisok	星系	N;NOM;PL	N
elítélt	定罪	elítélt	定罪	V;INDF;IND;SG;3;PST;FIN;ACT	V
elítélt	判刑	elítélt	判刑	V;INDF;IND;SG;3;PST;FIN;ACT	V
kiterjesztett	延伸	kiterjesztett	延伸	V;INDF;IND;SG;3;PST;FIN;ACT	V
kiterjesztett	擴展	kiterjesztett	擴展	V;INDF;IND;SG;3;PST;FIN;ACT	V
kiterjesztett	延長	kiterjesztett	延長	V;INDF;IND;SG;3;PST;FIN;ACT	V
kiterjesztett	擴大	kiterjesztett	擴大	V;INDF;IND;SG;3;PST;FIN;ACT	V
portálok	門戶	portál	門戶	N;NOM;PL	N
fülke	攤位	fülk	攤位	N;NOM;SG	N
kötél	繩	kötél	繩	N;NOM;SG	N
kötél	繩子	kötél	繩子	N;NOM;SG	N
kötél	繩索	kötél	繩索	N;NOM;SG	N
vadászik	狩獵	vadászik	狩獵	V;INDF;IND;SG;3;PRS;FIN;ACT	V
vadászik	打獵	vadászik	打獵	V;INDF;IND;SG;3;PRS;FIN;ACT	V
holdat	月球	holdat	月球	N;ACC;SG	N
holdat	月亮	holdat	月亮	N;ACC;SG	N
holdat	月	holdat	月	N;ACC;SG	N
testvériség	友愛	testvériség	友愛	N;NOM;SG	N
testvériség	博愛	testvériség	博愛	N;NOM;SG	N
testvériség	義氣	testvériség	義氣	N;NOM;SG	N
gyermekeknek	兒童	gyermek	兒童	N;DAT;PL	N
csésze	盃	csésze	盃	N;NOM;SG	N
csésze	杯	csésze	杯	N;NOM;SG	N
csésze	杯子	csésze	杯子	N;NOM;SG	N
idéz	報價	idéz	報價	V;INDF;IND;SG;3;PRS;FIN;ACT	V
idéz	引述	idéz	引述	V;INDF;IND;SG;3;PRS;FIN;ACT	V
idéz	引用	idéz	引用	V;INDF;IND;SG;3;PRS;FIN;ACT	V
gyárak	工廠	gyárak	工廠	N;NOM;PL	N
napfogyatkozás	日蝕	napfogyatkozás	日蝕	N;NOM;SG	N
működőképes	功能	működőképes	功能	N;NOM;SG	N
többszörösen	多	többszörös	多	ADJ;FRML;SG	ADJ
szótag	音節	szótag	音節	N;NOM;SG	N
szótag	音節	szótag	音節	N;NOM;SG	N
szerelmesek	戀人	szerelmes	戀人	N;NOM;PL	N
szerelmesek	愛人	szerelmes	愛人	N;NOM;PL	N
szerelmesek	情侶	szerelmes	情侶	N;NOM;PL	N
szerelmesek	情人	szerelmes	情人	N;NOM;PL	N
homokkő	砂岩	homokkő	砂岩	N;NOM;PL	N
effektus	特效	effektus	特效	N;NOM;SG	N
effektus	效果	effektus	效果	N;NOM;SG	N
effektus	效應	effektus	效應	N;NOM;SG	N
példákat	例子	példa	例子	N;ACC;PL	N
példákat	範例	példa	範例	N;ACC;PL	N
üdvözlet	問候	üdvözlet	問候	N;NOM;SG	N
pénznem	貨幣	pénz	貨幣	N;NOM;SG	N
pénznem	幣值	pénz	幣值	N;NOM;SG	N
pénznem	貨幣	pénz	貨幣	N;NOM;SG	N
beszámolók	報告	beszámoló	報告	N;NOM;PL	N
telített	飽和	telített	飽和	V;INDF;IND;SG;3;PST;FIN;ACT	V
képernyő	螢幕	képernyő	螢幕	N;NOM;SG	N
üzletemberek	商人	üzlet	商人	N;NOM;PL	N
füle	耳	fül	耳	N;NOM;SG	N
füle	耳朵	fül	耳朵	N;NOM;SG	N
füle	耳	fül	耳	N;NOM;SG	N
füle	耳朵	fül	耳朵	N;NOM;SG	N
elrendezés	版面	elrendezés	版面	N;NOM;SG	N
elrendezés	佈局	elrendezés	佈局	N;NOM;SG	N
üzletek	企業	üzlet	企業	N;NOM;PL	N
üzletek	店鋪	üzlet	店鋪	N;NOM;PL	N
üzletek	商店	üzlet	商店	N;NOM;PL	N
leszbikus	女同	leszbikus	女同	N;NOM;SG	N
mentor	導師	mentor	導師	N;NOM;SG	N
karate	空手	karat	空手	N;NOM;SG	N
fájdalmat	痛	fájdalom	痛	N;ACC;SG	N
fájdalmat	傷痛	fájdalom	傷痛	N;ACC;SG	N
fájdalmat	疼痛	fájdalom	疼痛	N;ACC;SG	N
fájdalmat	痛苦	fájdalom	痛苦	N;ACC;SG	N
műveltség	掃盲	műveltség	掃盲	N;NOM;SG	N
csodák	奇蹟	csoda	奇蹟	N;NOM;PL	N
csodák	奇跡	csoda	奇跡	N;NOM;PL	N
csodák	奇觀	csoda	奇觀	N;NOM;PL	N
csodák	奇跡	csoda	奇跡	N;NOM;PL	N
clay	黏土	clay	黏土		
clay	粘土	clay	粘土		
leleteket	工藝	lelet	工藝	N;ACC;PL	N
leleteket	文物	lelet	文物	N;ACC;PL	N
ciklusban	週期	ciklus	週期	N;IN+ESS;SG	N
ciklusban	迴圈	ciklus	迴圈	N;IN+ESS;SG	N
kikötők	港口	ki+kötő	港口	N;NOM;PL	N
kikötők	埠	ki+kötő	埠	N;NOM;PL	N
kikötők	港口	ki+kötő	港口	N;NOM;PL	N
rendeletek	條例	rendelet	條例	N;NOM;PL	N
rendeletek	法令	rendelet	法令	N;NOM;PL	N
rendeletek	政令	rendelet	政令	N;NOM;PL	N
mentés	儲蓄	mentés	儲蓄	N;NOM;SG	N
infláció	通貨	infláció	通貨	N;NOM;SG	N
motors	馬達	motors	馬達	N;NOM;SG	N
paradoxon	矛盾	paradoz	矛盾	N;NOM;SG	N
hajózás	航行	hajózás	航行	N;NOM;SG	N
hajózás	帆船	hajózás	帆船	N;NOM;SG	N
hajózás	航海	hajózás	航海	N;NOM;SG	N
hajózás	運費	hajózás	運費	N;NOM;SG	N
hajózás	航運	hajózás	航運	N;NOM;SG	N
izotóp	同位	izotóp	同位	N;NOM;SG	N
kapacitás	容量	kapacitás	容量	N;NOM;SG	N
kapacitás	能力	kapacitás	能力	N;NOM;SG	N
szeminárium	神學	szeminárium	神學	N;NOM;SG	N
hulladék	廢物	hulladék	廢物	N;NOM;SG	N
hulladék	廢物	hulladék	廢物	N;NOM;SG	N
temetése	葬禮	temetés	葬禮	N;NOM;SG	N
depresszió	抑鬱	depresszió	抑鬱	N;NOM;SG	N
depresszió	沮喪	depresszió	沮喪	N;NOM;SG	N
szellemek	魂靈	szellem	魂靈	N;NOM;PL	N
ujj	指頭	ujj	指頭	N;NOM;SG	N
ujj	手指	ujj	手指	N;NOM;SG	N
ujj	手指	ujj	手指	N;NOM;SG	N
keverék	組合	kevér	組合	N;NOM;SG	N
borok	酒	bor	酒	N;NOM;PL	N
borok	葡萄	bor	葡萄	N;NOM;PL	N
szörnyeteg	野獸	szörnyeteg	野獸	N;NOM;SG	N
szörnyeteg	獸	szörnyeteg	獸	N;NOM;SG	N
szörnyeteg	妖怪	szörnyeteg	妖怪	N;NOM;SG	N
szörnyeteg	怪物	szörnyeteg	怪物	N;NOM;SG	N
gazdagok	富人	gazdag	富人	N;NOM;PL	N
úszók	泳者	úszók	泳者	N;NOM;PL	N
akták	文件	ak	文件	N;NOM;PL	N
akták	檔案	ak	檔案	N;NOM;PL	N
ionok	離子	ion	離子	N;NOM;PL	N
kazetta	帶子	kazett	帶子	N;NOM;SG	N
kazetta	膠帶	kazett	膠帶	N;NOM;SG	N
kazetta	磁帶	kazett	磁帶	N;NOM;SG	N
alapok	基金	alap	基金	N;NOM;PL	N
alapok	資金	alap	資金	N;NOM;PL	N
talajban	泥土	talaj	泥土	N;IN+ESS;SG	N
talajban	土壤	talaj	土壤	N;IN+ESS;SG	N
talajban	土	talaj	土	N;IN+ESS;SG	N
hálás	感恩	hálás	感恩		
hálás	感恩	hálás	感恩		
virágot	花	virág	花	N;ACC;SG	N
virágot	鮮花	virág	鮮花	N;ACC;SG	N
virágot	花卉	virág	花卉	N;ACC;SG	N
virágot	花兒	virág	花兒	N;ACC;SG	N
virágot	花朵	virág	花朵	N;ACC;SG	N
párbaj	決鬥	pár	決鬥	N;NOM;SG	N
párbaj	決戰	pár	決戰	N;NOM;SG	N
hegymászó	登山	hegymászó	登山	N;NOM;SG	N
superior	上級	superior	上級	N;NOM;SG	N
csatahajó	戰艦	csatahajó	戰艦	N;NOM;SG	N
tehén	奶牛	téhe	奶牛	N;NOM;SG	N
tehén	牛	téhe	牛	N;NOM;SG	N
tehén	奶牛	téhe	奶牛	N;NOM;SG	N
tehén	母牛	téhe	母牛	N;NOM;SG	N
bug	臭蟲	bug	臭蟲	N;NOM;SG	N
nehézséget	困難	nehézség	困難	N;ACC;SG	N
nehézséget	難度	nehézség	難度	N;ACC;SG	N
szikra	火花	szikra	火花	N;NOM;SG	N
szikra	閃亮	szikra	閃亮	N;NOM;SG	N
szikra	火花	szikra	火花	N;NOM;SG	N
szikra	火種	szikra	火種	N;NOM;SG	N
útmutatók	指南	útmutató	指南	N;NOM;PL	N
útmutatók	嚮導	útmutató	嚮導	N;NOM;PL	N
mellékfolyói	支流	mellékfolyói	支流	N;NOM;PL	N
üzeneteket	訊息	üzenet	訊息	N;ACC;PL	N
üzeneteket	信件	üzenet	信件	N;ACC;PL	N
kibővített	延伸	kibővít	延伸	V;INDF;IND;SG;3;PST;FIN;ACT	V
kibővített	擴展	kibővít	擴展	V;INDF;IND;SG;3;PST;FIN;ACT	V
kibővített	延長	kibővít	延長	V;INDF;IND;SG;3;PST;FIN;ACT	V
kibővített	擴大	kibővít	擴大	V;INDF;IND;SG;3;PST;FIN;ACT	V
kibővített	擴大	kibővít	擴大	V;INDF;IND;SG;3;PST;FIN;ACT	V
pince	基底	pince	基底	N;NOM;SG	N
pince	地下	pince	地下	N;NOM;SG	N
lefordítani	翻譯	lefordít	翻譯	V;NFIN;ACT	V
környezetvédelem	環境	környezetvédelem	環境	N;NOM;SG	N
edények	壺	edény	壺	N;NOM;PL	N
edények	鍋	edény	鍋	N;NOM;PL	N
edények	菜	edény	菜	N;NOM;PL	N
húst	肉	húst	肉	N;ACC;SG	N
húst	肉類	húst	肉類	N;ACC;SG	N
háló	網	háló	網	N;NOM;SG	N
háló	網路	háló	網路	N;NOM;SG	N
háló	網	háló	網	N;NOM;SG	N
háló	籃網	háló	籃網	N;NOM;SG	N
háló	漁網	háló	漁網	N;NOM;SG	N
háló	蚊帳	háló	蚊帳	N;NOM;SG	N
háló	臥室	háló	臥室	N;NOM;SG	N
háló	臥房	háló	臥房	N;NOM;SG	N
halat	魚類	hal	魚類	N;ACC;SG	N
halat	魚	hal	魚	N;ACC;SG	N
halat	魚兒	hal	魚兒	N;ACC;SG	N
kommunikálni	溝通	kommunikál	溝通	V;NFIN;ACT	V
pusztítást	浩劫	pusztítás	浩劫	N;ACC;SG	N
száműzött	流亡	száműzött	流亡	V;INDF;IND;SG;3;PST;FIN;ACT	V
száműzött	放逐	száműzött	放逐	V;INDF;IND;SG;3;PST;FIN;ACT	V
száműzött	流放	száműzött	流放	V;INDF;IND;SG;3;PST;FIN;ACT	V
száműzött	流亡	száműzött	流亡	V;INDF;IND;SG;3;PST;FIN;ACT	V
száműzött	流放	száműzött	流放	V;INDF;IND;SG;3;PST;FIN;ACT	V
meglepetés	驚喜	meglepetés	驚喜	N;NOM;SG	N
meglepetés	驚奇	meglepetés	驚奇	N;NOM;SG	N
összecsapások	衝突	összecsapás	衝突	N;NOM;PL	N
társulás	協會	társulás	協會	N;NOM;SG	N
kötelezettség	義務	kötelezettség	義務	N;NOM;SG	N
kötelezettség	責任	kötelezettség	責任	N;NOM;SG	N
kötelezettség	負債	kötelezettség	負債	N;NOM;SG	N
kötelezettség	義務	kötelezettség	義務	N;NOM;SG	N
elítélték	定罪	elítél	定罪	V;DEF;IND;PL;3;PST;FIN;ACT	V
elítélték	定罪	elítél	定罪	V;DEF;IND;PL;3;PST;FIN;ACT	V
elítélték	判罪	elítél	判罪	V;DEF;IND;PL;3;PST;FIN;ACT	V
bárka	駁船	bárka	駁船	N;NOM;SG	N
gumi	橡膠	gumi	橡膠	N;NOM;SG	N
gumi	橡皮	gumi	橡皮	N;NOM;SG	N
folklór	民俗	folklór	民俗	N;NOM;SG	N
ősök	祖先	ősök	祖先	N;NOM;PL	N
ősök	古人	ősök	古人	N;NOM;PL	N
íjászat	射箭	íjász	射箭	N;NOM;SG	N
fogadalmat	誓言	fogadalom	誓言	N;ACC;SG	N
fogadalmat	誓詞	fogadalom	誓詞	N;ACC;SG	N
jogai	權利	jogai	權利	N;NOM;PL	N
száj	嘴	száj	嘴	N;NOM;SG	N
száj	唇	száj	唇	N;NOM;SG	N
száj	嘴	száj	嘴	N;NOM;SG	N
száj	口	száj	口	N;NOM;SG	N
száj	嘴	száj	嘴	N;NOM;SG	N
száj	口腔	száj	口腔	N;NOM;SG	N
beruházások	投資	beruházás	投資	N;NOM;PL	N
beruházások	投資	beruházás	投資	N;NOM;PL	N
ideg	神經	ideg	神經	N;NOM;SG	N
vízvezeték	管道	vízvezeték	管道	N;NOM;SG	N
vízvezeték	水道	vízvezeték	水道	N;NOM;SG	N
vízvezeték	水渠	vízvezeték	水渠	N;NOM;SG	N
busszal	公車	busszú	公車	N;ON+ESS;SG	N
busszal	巴士	busszú	巴士	N;ON+ESS;SG	N
halhatatlanok	不朽	halhatatlan	不朽	N;NOM;PL	N
csökkentik	減少	csökkent	減少	V;DEF;IND;PL;3;PRS;FIN;ACT	V
vakok	瞎	vak	瞎		
pisztoly	手槍	pisztoly	手槍	N;NOM;SG	N
pisztoly	手槍	pisztoly	手槍	N;NOM;SG	N
pisztoly	槍支	pisztoly	槍支	N;NOM;SG	N
pisztoly	槍	pisztoly	槍	N;NOM;SG	N
pisztoly	炮	pisztoly	炮	N;NOM;SG	N
lítium	鋰	lítium	鋰	N;NOM;SG	N
kéreg	吠	kéreg	吠	N;NOM;SG	N
kéreg	樹皮	kéreg	樹皮	N;NOM;SG	N
elégtelen	不足	elégtelen	不足	ADJ;NOM;SG	ADJ
elégtelen	不足	elégtelen	不足	ADJ;NOM;SG	ADJ
unokahúga	外甥	unokahúga	外甥	N;NOM;SG	N
unokahúga	姪女	unokahúga	姪女	N;NOM;SG	N
csepp	滴	csepp	滴	N;NOM;SG	N
csepp	滴水	csepp	滴水	N;NOM;SG	N
csepp	點	csepp	點	N;NOM;SG	N
csepp	滴	csepp	滴	N;NOM;SG	N
csepp	滴	csepp	滴	N;NOM;SG	N
apácák	尼姑	apáca	尼姑	N;NOM;PL	N
pecsét	蓋章	pecsé	蓋章	N;NOM;SG	N
pecsét	郵票	pecsé	郵票	N;NOM;SG	N
pecsét	印章	pecsé	印章	N;NOM;SG	N
pecsét	密封	pecsé	密封	N;NOM;SG	N
pecsét	印章	pecsé	印章	N;NOM;SG	N
gránit	花崗	gránit	花崗	N;NOM;SG	N
kerekek	輪	kerek	輪	N;NOM;PL	N
kerekek	車輪	kerek	車輪	N;NOM;PL	N
intellektuális	智力	intellektuális	智力	N;NOM;SG	N
kormányok	政府	kormány	政府	N;NOM;PL	N
nagykövetség	大使	nagykövetség	大使	N;NOM;SG	N
nagykövetség	使館	nagykövetség	使館	N;NOM;SG	N
földeket	土地	föld	土地	N;ACC;PL	N
bevételek	收益	bevétel	收益	N;NOM;PL	N
bevételek	稅	bevétel	稅	N;NOM;PL	N
bevételek	收入	bevétel	收入	N;NOM;PL	N
bevételek	收入	bevétel	收入	N;NOM;PL	N
bevételek	收入	bevétel	收入	N;NOM;PL	N
bevételek	收益	bevétel	收益	N;NOM;PL	N
puska	獵槍	puska	獵槍	N;NOM;SG	N
puska	步槍	puska	步槍	N;NOM;SG	N
ágyúk	槍支	ágyúk	槍支	N;NOM;PL	N
ágyúk	槍械	ágyúk	槍械	N;NOM;PL	N
meditáció	冥想	meditáció	冥想	N;NOM;SG	N
sajt	乳酪	sajt	乳酪	N;NOM;SG	N
sajt	乾酪	sajt	乾酪	N;NOM;SG	N
vámpírok	吸血	vámpír	吸血	N;NOM;PL	N
hónapokig	月	hónap	月	N;PL	N
hónapokig	月份	hónap	月份	N;PL	N
visszaélés	濫用	visszaélés	濫用	N;NOM;SG	N
visszaélés	濫用	visszaélés	濫用	N;NOM;SG	N
struktúrák	結構	struktúra	結構	N;NOM;PL	N
terrorista	恐怖	terrorista	恐怖	N;NOM;SG	N
birtokolt	擁有	birtokolt	擁有	V;INDF;IND;SG;3;PST;FIN;ACT	V
belvárosban	市區	belváros	市區	N;IN+ESS;SG	N
korrupció	腐敗	korrupció	腐敗	N;NOM;SG	N
fizet	付費	fizet	付費	V;INDF;IND;SG;3;PRS;FIN;ACT	V
fizet	付款	fizet	付款	V;INDF;IND;SG;3;PRS;FIN;ACT	V
fizet	支付	fizet	支付	V;INDF;IND;SG;3;PRS;FIN;ACT	V
demokraták	民主	demokrata	民主	N;NOM;PL	N
ellentmondás	矛盾	ellentmondás	矛盾	N;NOM;SG	N
polgárság	公民	polgárság	公民	N;NOM;SG	N
evangélium	福音	evangélium	福音	N;NOM;SG	N
alszik	睡	alszik	睡	V;INDF;IND;SG;3;PRS;FIN;ACT	V
alszik	睡覺	alszik	睡覺	V;INDF;IND;SG;3;PRS;FIN;ACT	V
olvadt	融化	olvad	融化	V;INDF;IND;SG;3;PST;FIN;ACT	V
harmónia	和睦	harmónia	和睦	N;NOM;SG	N
örökletes	世襲	örökletes	世襲	N;NOM;SG	N
örökletes	遺傳	örökletes	遺傳	N;NOM;SG	N
ritmus	韻律	ritmus	韻律	N;NOM;SG	N
ritmus	節奏	ritmus	節奏	N;NOM;SG	N
múmia	木乃伊	múmia	木乃伊	N;NOM;SG	N
életrajzok	傳記	életrajz	傳記	N;NOM;PL	N
codex	法典	codex	法典	N;NOM;SG	N
tinta	墨	tinta	墨	N;NOM;SG	N
tinta	墨水	tinta	墨水	N;NOM;SG	N
tinta	油墨	tinta	油墨	N;NOM;SG	N
darabos	矮胖	darabos	矮胖	N;NOM;SG	N
darabos	結節	darabos	結節	N;NOM;SG	N
méreg	毒	méreg	毒	N;NOM;SG	N
méreg	毒液	méreg	毒液	N;NOM;SG	N
méreg	毒藥	méreg	毒藥	N;NOM;SG	N
méreg	毒	méreg	毒	N;NOM;SG	N
méreg	毒物	méreg	毒物	N;NOM;SG	N
egyensúlyi	平衡	egyensúlyi	平衡	N;NOM;SG	N
egyensúlyi	均衡	egyensúlyi	均衡	N;NOM;SG	N
szentírás	經文	szentírás	經文	N;NOM;SG	N
szentírás	經文	szentírás	經文	N;NOM;SG	N
sugárút	大道	sugárú	大道	N;NOM;SG	N
sugárút	大街	sugárú	大街	N;NOM;SG	N
sugárút	大道	sugárú	大道	N;NOM;SG	N
ízeltlábúak	節肢	ízeltlábú	節肢	N;NOM;PL	N
bankjegyek	紙幣	bankjegy	紙幣	N;NOM;PL	N
bankjegyek	鈔	bankjegy	鈔	N;NOM;PL	N
korlát	上限	korlát	上限	N;NOM;SG	N
korlát	極限	korlát	極限	N;NOM;SG	N
korlát	限	korlát	限	N;NOM;SG	N
korlát	限額	korlát	限額	N;NOM;SG	N
korlát	屏障	korlát	屏障	N;NOM;SG	N
gyümölcsöt	果實	gyümölcsöt	果實	N;ACC;SG	N
gyümölcsöt	水果	gyümölcsöt	水果	N;ACC;SG	N
gyümölcsöt	果	gyümölcsöt	果	N;ACC;SG	N
fészkelő	築	fészkelő	築	N;NOM;SG	N
energetikai	高能	energetikai	高能	N;NOM;SG	N
monk	僧侶	monk	僧侶	N;NOM;SG	N
monk	僧	monk	僧	N;NOM;SG	N
komponens	元件	komponens	元件	N;NOM;SG	N
tanítvány	門徒	tanítvány	門徒	N;NOM;SG	N
tanítvány	徒弟	tanítvány	徒弟	N;NOM;SG	N
tanítvány	弟子	tanítvány	弟子	N;NOM;SG	N
tanítvány	瞳孔	tanítvány	瞳孔	N;NOM;SG	N
tanítvány	學生	tanítvány	學生	N;NOM;SG	N
tanítvány	學徒	tanítvány	學徒	N;NOM;SG	N
tanítvány	徒弟	tanítvány	徒弟	N;NOM;SG	N
kormányzás	施政	kormányzás	施政	N;NOM;SG	N
kormányzás	治理	kormányzás	治理	N;NOM;SG	N
bevásárlóközpont	商場	bevásárlóközpon	商場	N;NOM;PL	N
fáklya	火	fákly	火	N;NOM;SG	N
mélyebben	更	mély	更	ADV	ADV
szabadban	室外	szabad	室外	N;IN+ESS;SG	N
szabadban	戶外	szabad	戶外	N;IN+ESS;SG	N
exkluzív	獨家	exkluzív	獨家		
beállítani	調整	beállít	調整	V;NFIN;ACT	V
bűnök	惡習	bűnök	惡習	N;NOM;PL	N
bűnök	罪行	bűnök	罪行	N;NOM;PL	N
bűnök	犯罪	bűnök	犯罪	N;NOM;PL	N
bűnök	罪孽	bűnök	罪孽	N;NOM;PL	N
bűnök	罪	bűnök	罪	N;NOM;PL	N
bűnök	罪惡	bűnök	罪惡	N;NOM;PL	N
dicsőség	榮耀	dicsőség	榮耀	N;NOM;SG	N
dicsőség	光榮	dicsőség	光榮	N;NOM;SG	N
sztyeppe	草原	sztyep	草原	N;NOM;SG	N
pusztítás	浩劫	pusztítás	浩劫	N;NOM;SG	N
pusztítás	毀滅	pusztítás	毀滅	N;NOM;SG	N
zsákmány	獵物	zsákmány	獵物	N;NOM;SG	N
zsákmány	戰利	zsákmány	戰利	N;NOM;SG	N
szulfát	硫酸	szulfát	硫酸	N;ACC;SG	N
szulfát	硫酸鹽	szulfát	硫酸鹽	N;ACC;SG	N
genetika	遺傳	genetika	遺傳	N;NOM;SG	N
genetika	遺傳	genetika	遺傳	N;NOM;SG	N
meteorit	隕石	meteorit	隕石	N;NOM;SG	N
keresem	尋找	keresem	尋找	V;DEF;IND;SG;1;PRS;FIN;ACT	V
légitársaságok	航空	légitársaság	航空	N;NOM;PL	N
légitársaságok	航空	légitársaság	航空	N;NOM;PL	N
felszabadult	解放	fel+szabadul	解放	V;INDF;IND;SG;3;PST;FIN;ACT	V
burkolat	船體	burkolat	船體	N;NOM;SG	N
festés	印染	festés	印染	N;NOM;SG	N
festés	畫	festés	畫	N;NOM;SG	N
festés	油漆	festés	油漆	N;NOM;SG	N
festés	顏料	festés	顏料	N;NOM;SG	N
festés	畫	festés	畫	N;NOM;SG	N
festés	油畫	festés	油畫	N;NOM;SG	N
festés	繪畫	festés	繪畫	N;NOM;SG	N
tészta	麵食	tészta	麵食	N;NOM;SG	N
tészta	麵	tészta	麵	N;NOM;SG	N
tészta	面	tészta	面	N;NOM;SG	N
tészta	面面	tészta	面面	N;NOM;SG	N
tészta	麵團	tészta	麵團	N;NOM;SG	N
tészta	糕點	tészta	糕點	N;NOM;SG	N
tészta	麵	tészta	麵	N;NOM;SG	N
áramlás	流	áramlás	流	N;NOM;SG	N
áramlás	流程	áramlás	流程	N;NOM;SG	N
áramlás	流動	áramlás	流動	N;NOM;SG	N
áramlás	流量	áramlás	流量	N;NOM;SG	N
vőlegény	新郎	vőlegény	新郎	N;NOM;SG	N
vőlegény	新郎	vőlegény	新郎	N;NOM;SG	N
mítoszok	神話	mítosz	神話	N;NOM;PL	N
pán	泛	pán	泛		
tükrözik	反映	tükrözik	反映	V;DEF;IND;PL;3;PRS;FIN;ACT	V
enyém	礦山	enyém	礦山	N;NOM;SG	N
előnyei	優點	előnyei	優點	N;NOM;PL	N
előnyei	長處	előnyei	長處	N;NOM;PL	N
előnyei	優勢	előnyei	優勢	N;NOM;PL	N
