egy	een	egy	een	DET;INDF	DET;INDF
times	times	times	time	N;NOM;SG	N;MASC+FEM;SG
françois	francois	françois	francois	N;NOM;SG	N;MASC+FEM;SG
françois	françois	françois	françois	N;NOM;SG	N;MASC+FEM;SG
françois	francois	françois	francois	N;NOM;SG	N;MASC+FEM;SG
françois	françois	françois	françois	N;NOM;SG	N;MASC+FEM;SG
elhelyezett	geplaatst	elhelyezett	plaatsen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
elhelyezett	gepositioneerd	elhelyezett	positioneren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
elhelyezett	gehuisvest	elhelyezett	gehuisvest	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
fórum	forum	fórum	forum	N;NOM;SG	N;NEUT;SG
zágráb	zagreb	zágráb	zagreb	N;NOM;SG	N;NEUT;SG
csökken	vermindert	csökken	verminderen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
csökken	verminderen	csökken	verminderen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
csökken	dalende	csökken	dalen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
csökken	afnemende	csökken	afnemen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
tudományok	wetenschappen	tudomány	wetenschap	N;NOM;PL	N;PL
anya	mama	anya	mama	N;NOM;SG	N;MASC+FEM;SG
anya	moeder	anya	moeder	N;NOM;SG	N;MASC+FEM;SG
anya	ma	anya	ma	N;NOM;SG	N;MASC+FEM;SG
anya	mam	anya	mam	N;NOM;SG	N;MASC+FEM;SG
anya	moeder	anya	moeder	N;NOM;SG	N;MASC+FEM;SG
anya	moedertje	anya	moeder	N;NOM;SG	N;NEUT;SG
anya	mama	anya	mama	N;NOM;SG	N;MASC+FEM;SG
anya	mam	anya	mam	N;NOM;SG	N;MASC+FEM;SG
méret	grootte	méret	grootte	N;NOM;SG	N;MASC+FEM;SG
méret	afmeting	méret	afmeting	N;NOM;SG	N;MASC+FEM;SG
méret	omvang	méret	omvang	N;NOM;SG	N;MASC+FEM;SG
méret	formaat	méret	formaat	N;NOM;SG	N;NEUT;SG
méret	maat	méret	maat	N;NOM;SG	N;MASC+FEM;SG
országokban	landen	ország	land	N;IN+ESS;PL	N;PL
legszebb	knapste	szép	knap	ADJ;NOM;RL;SG	ADJ;RL
legszebb	mooiste	szép	mooi	ADJ;NOM;RL;SG	ADJ;RL
fordítás	vertaling	fordítás	vertaling	N;NOM;SG	N;MASC+FEM;SG
beszéd	spraak	beszéd	spraak	N;NOM;SG	N;MASC+FEM;SG
beszéd	toespraak	beszéd	toespraak	N;NOM;SG	N;MASC+FEM;SG
beszéd	speech	beszéd	speech	N;NOM;SG	N;MASC+FEM;SG
beszéd	redevoering	beszéd	redevoering	N;NOM;SG	N;MASC+FEM;SG
velence	venetie	velence	venetie	N;NOM;SG	N;MASC+FEM;SG
velence	venetië	velence	venetië	N;NOM;SG	N;NEUT;SG
számítógép	computer	számítógép	computer	N;NOM;SG	N;MASC+FEM;SG
hatás	impact	hatás	impact	N;NOM;SG	N;MASC+FEM;SG
hatás	inslag	hatás	inslag	N;NOM;SG	N;MASC+FEM;SG
hatás	effect	hatás	effect	N;NOM;SG	N;NEUT;SG
hatás	botsing	hatás	botsing	N;NOM;SG	N;MASC+FEM;SG
hatás	effect	hatás	effect	N;NOM;SG	N;NEUT;SG
journal	tijdschrift	journal	tijdschrift	N;NOM;SG	N;NEUT;SG
journal	dagboek	journal	dagboek	N;NOM;SG	N;NEUT;SG
tanulmány	studie	tanulmány	studie	N;NOM;SG	N;MASC+FEM;SG
kérdések	kwesties	kérdés	kwestie	N;NOM;PL	N;PL
kritikusok	critici	kritikus	criticus	N;NOM;PL	N;PL
olvasó	lezer	olvasó	lezer	N;NOM;SG	N;MASC+FEM;SG
olvasó	reader	olvasó	reader	N;NOM;SG	N;MASC+FEM;SG
olvasó	lezer	olvasó	lezer	N;NOM;SG	N;MASC+FEM;SG
házasságot	huwelijk	házasság	huwelijk	N;ACC;SG	N;NEUT;SG
etnikai	etniciteit	etnikai	etniciteit	N;NOM;SG	N;MASC+FEM;SG
irányelv	richtlijn	irányelv	richtlijn	N;NOM;SG	N;MASC+FEM;SG
szexuális	seksuele	szexuális	seksueel	ADJ;NOM;SG	ADJ
szexuális	seksueel	szexuális	seksueel	ADJ;NOM;SG	ADJ
megoldást	oplossing	megoldás	oplossing	N;ACC;SG	N;MASC+FEM;SG
biztosított	beveiligde	biztosított	beveiligen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
biztosított	beveiligd	biztosított	beveiligen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
biztosított	verzekerde	biztosított	verzekeren	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
biztosított	verzekerd	biztosított	verzekeren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
napló	logboek	napló	logboek	N;NOM;SG	N;NEUT;SG
napló	tijdschrift	napló	tijdschrift	N;NOM;SG	N;NEUT;SG
napló	dagboek	napló	dagboek	N;NOM;SG	N;NEUT;SG
napló	dagboek	napló	dagboek	N;NOM;SG	N;NEUT;SG
napló	logboek	napló	logboek	N;NOM;SG	N;NEUT;SG
napló	log	napló	log	N;NOM;SG	N;MASC+FEM;SG
eljárások	processen	eljárás	proces	N;NOM;PL	N;PL
eljárások	procedures	eljárás	procedure	N;NOM;PL	N;PL
betegségek	ziektes	betegség	ziekte	N;NOM;PL	N;PL
betegségek	ziekten	betegség	ziekte	N;NOM;PL	N;PL
betegségek	ziektes	betegség	ziekte	N;NOM;PL	N;PL
betegségek	ziekten	betegség	ziekte	N;NOM;PL	N;PL
orvosok	artsen	orvos	arts	N;NOM;PL	N;PL
orvosok	dokters	orvos	dokter	N;NOM;PL	N;PL
orvosok	artsen	orvos	arts	N;NOM;PL	N;PL
baleset	ongeval	baleset	ongeval	N;NOM;SG	N;NEUT;SG
baleset	ongeluk	baleset	ongeluk	N;NOM;SG	N;NEUT;SG
baleset	ongelukje	baleset	ongeluk	N;NOM;SG	N;NEUT;SG
baleset	crash	baleset	crash	N;NOM;SG	N;MASC+FEM;SG
találkozó	ontmoeting	találkozó	ontmoeting	N;NOM;SG	N;MASC+FEM;SG
találkozó	vergadering	találkozó	vergadering	N;NOM;SG	N;MASC+FEM;SG
találkozó	meeting	találkozó	meeting	N;NOM;SG	N;MASC+FEM;SG
találkozó	bijeenkomst	találkozó	bijeenkomst	N;NOM;SG	N;MASC+FEM;SG
találkozó	weerzien	találkozó	weerzien	N;NOM;SG	N;NEUT;SG
találkozó	reünie	találkozó	reünie	N;NOM;SG	N;MASC+FEM;SG
találkozó	hereniging	találkozó	hereniging	N;NOM;SG	N;MASC+FEM;SG
találkozó	réunion	találkozó	réunion	N;NOM;SG	N;MASC+FEM;SG
szerkesztett	bewerkt	szerkesztett	bewerken	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
szerkesztett	bewerkte	szerkesztett	bewerken	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
átlagosan	gemiddelde	átlagos	gemiddeld	ADJ;FRML;SG	ADJ
átlagosan	gemiddeld	átlagos	gemiddeld	ADJ;FRML;SG	ADJ
listák	lijstjes	lista	lijst	N;NOM;PL	N;PL
listák	lijsten	lista	lijst	N;NOM;PL	N;PL
operatőr	cameraman	operatőr	cameraman	N;NOM;SG	N;MASC+FEM;SG
hozzájárult	toegestemd	hozzájárul	toestemmen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
hozzájárult	bijgedragen	hozzájárul	bijdragen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
hozzájárult	bijdroeg	hozzájárul	bijdraag	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
barátságos	vriendschappelijk	barátságos	vriendschappelijk	ADJ;NOM;SG	ADJ
barátságos	vriendelijke	barátságos	vriendelijk	ADJ;NOM;SG	ADJ
barátságos	vriendelijk	barátságos	vriendelijk	ADJ;NOM;SG	ADJ
uralma	heerschappij	uralma	heerschappij	N;NOM;SG	N;MASC+FEM;SG
uralma	regeerperiode	uralma	regeerperiode	N;NOM;SG	N;MASC+FEM;SG
megállapodás	overeenkomst	megállapodás	overeenkomst	N;NOM;SG	N;MASC+FEM;SG
megállapodás	regeling	megállapodás	regeling	N;NOM;SG	N;MASC+FEM;SG
megállapodás	arrangement	megállapodás	arrangement	N;NOM;SG	N;NEUT;SG
megelőző	preventief	megelőző	preventief	ADJ;NOM;SG	ADJ
megelőző	preventieve	megelőző	preventief	ADJ;NOM;SG	ADJ
megelőző	preventief	megelőző	preventief	ADJ;NOM;SG	ADJ
személyesen	persoonlijk	személyes	persoonlijk	ADJ;FRML;SG	ADJ
állapota	conditie	állapot	conditie	N;NOM;SG	N;MASC+FEM;SG
állapota	aandoening	állapot	aandoening	N;NOM;SG	N;MASC+FEM;SG
állapota	voorwaarde	állapot	voorwaard	N;NOM;SG	N;MASC+FEM;SG
állapota	toestand	állapot	toestand	N;NOM;SG	N;MASC+FEM;SG
istenek	goden	ist	god	N;NOM;PL	N;PL
olimpia	olympia	olimpia	olympia	N;NOM;SG	N;MASC+FEM;SG
olimpia	olympiade	olimpia	olympiade	N;NOM;SG	N;MASC+FEM;SG
vetett	gezaaid	vetett	zaaien	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
házasság	huwelijk	házasság	huwelijk	N;NOM;SG	N;NEUT;SG
pszichológiai	psych	pszichológiai	psych	N;NOM;SG	N;MASC+FEM;SG
megváltozott	veranderde	megváltozott	veranderen	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
megváltozott	gewijzigd	megváltozott	wijzigen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
megváltozott	veranderd	megváltozott	veranderen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
megváltozott	veranderen	megváltozott	veranderen	V;INDF;IND;SG;3;PST;FIN;ACT	V;NFIN
megváltozott	wijzigen	megváltozott	wijzigen	V;INDF;IND;SG;3;PST;FIN;ACT	V;NFIN
egyházmegye	bisdom	egyházmegy	bisdom	N;NOM;SG	N;NEUT;SG
tagság	lidmaatschap	tagság	lidmaatschap	N;NOM;SG	N;NEUT;SG
xix	xix	xix	xix	N;NOM;SG	N;MASC+FEM;SG
megbeszélés	discussie	megbeszélés	discussie	N;NOM;SG	N;MASC+FEM;SG
megbeszélés	ontmoeting	megbeszélés	ontmoeting	N;NOM;SG	N;MASC+FEM;SG
megbeszélés	vergadering	megbeszélés	vergadering	N;NOM;SG	N;MASC+FEM;SG
megbeszélés	meeting	megbeszélés	meeting	N;NOM;SG	N;MASC+FEM;SG
megbeszélés	bijeenkomst	megbeszélés	bijeenkomst	N;NOM;SG	N;MASC+FEM;SG
warner	warner	warner	warn	N;NOM;SG	N;MASC+FEM;SG
utazás	reis	utazás	reis	N;NOM;SG	N;MASC+FEM;SG
utazás	journey	utazás	journey	N;NOM;SG	N;MASC+FEM;SG
utazás	reis	utazás	reis	N;NOM;SG	N;MASC+FEM;SG
utazás	trip	utazás	trip	N;NOM;SG	N;MASC+FEM;SG
beosztás	titel	beosztás	titel	N;NOM;SG	N;MASC+FEM;SG
beosztás	planning	beosztás	planning	N;NOM;SG	N;MASC+FEM;SG
beosztás	tijdschema	beosztás	tijdschema	N;NOM;SG	N;NEUT;SG
beosztás	schema	beosztás	schema	N;NOM;SG	N;NEUT;SG
technika	techniek	technika	techniek	N;NOM;SG	N;MASC+FEM;SG
technika	technologie	technika	technologie	N;NOM;SG	N;MASC+FEM;SG
pénz	geld	pénz	geld	N;NOM;SG	N;NEUT;SG
siker	succes	siker	succes	N;NOM;SG	N;NEUT;SG
fizika	natuurkunde	fizika	natuurkunde	N;NOM;SG	N;MASC+FEM;SG
fizika	fysica	fizika	fysica	N;NOM;SG	N;MASC+FEM;SG
dolgokat	dingen	dolog	dingen	N;ACC;PL	N;PL
lombardia	lombardije	lombardia	lombardije	N;NOM;SG	N;MASC+FEM;SG
erősebb	krachtiger	erős	krachtig	ADJ;NOM;CMPR;SG	ADJ;CMPR
erősebb	sterker	erős	sterk	ADJ;NOM;CMPR;SG	ADJ;CMPR
lépés	step	lépés	step	N;NOM;SG	N;MASC+FEM;SG
lépés	stap	lépés	stap	N;NOM;SG	N;MASC+FEM;SG
lépés	stapje	lépés	stap	N;NOM;SG	N;NEUT;SG
viktória	victoria	viktória	victoria	N;NOM;SG	N;MASC+FEM;SG
balaton	balatonmeer	balaton	balatonmeer	N;NOM;SG	N;NEUT;SG
egységek	units	egység	unit	N;NOM;PL	N;PL
egységek	eenheden	egység	eenheid	N;NOM;PL	N;PL
parancsnok	gezagvoerder	parancsnok	gezagvoerder	N;NOM;SG	N;MASC+FEM;SG
parancsnok	commander	parancsnok	commander	N;NOM;SG	N;MASC+FEM;SG
parancsnok	bevelhebber	parancsnok	bevelhebber	N;NOM;SG	N;MASC+FEM;SG
parancsnok	commandant	parancsnok	commandant	N;NOM;SG	N;MASC+FEM;SG
parancsnok	overste	parancsnok	overste	N;NOM;SG	N;MASC+FEM;SG
lövések	geweerschoten	lövés	geweerschoot	N;NOM;PL	N;PL
lövések	schoten	lövés	schot	N;NOM;PL	N;PL
lövések	geweerschoten	lövés	geweerschoot	N;NOM;PL	N;PL
lövések	schoten	lövés	schot	N;NOM;PL	N;PL
lövések	schoten	lövés	schot	N;NOM;PL	N;PL
lövések	shots	lövés	shot	N;NOM;PL	N;PL
héten	week	hét	week	N;ON+ESS;SG	N;MASC+FEM;SG
héten	weekje	hét	weekje	N;ON+ESS;SG	N;NEUT;SG
biblia	bijbel	biblia	bijbel	N;NOM;SG	N;MASC+FEM;SG
székesfehérvár	székesfehérvár	székesfehérvár	székesfehérvár	N;NOM;SG	N;NEUT;SG
szív	hart	szív	hart	N;NOM;SG	N;NEUT;SG
szív	hartje	szív	hartje	N;NOM;SG	N;NEUT;SG
forgalmazó	distributeur	forgalmazó	distributeur	N;NOM;SG	N;MASC+FEM;SG
forgalmazó	verdeler	forgalmazó	verdeler	N;NOM;SG	N;MASC+FEM;SG
javaslom	suggereren	javaslom	suggereren	V;DEF;IMP;SG;1;PRS;FIN;ACT	V;NFIN
ferrari	ferrari	ferrari	ferrari	N;NOM;SG	N;MASC+FEM;SG
környezet	omgeving	környezet	omgeving	N;NOM;SG	N;MASC+FEM;SG
környezet	milieu	környezet	milieu	N;NOM;SG	N;NEUT;SG
környezet	omgeving	környezet	omgeving	N;NOM;SG	N;MASC+FEM;SG
tárgyak	items	tárgy	item	N;NOM;PL	N;PL
tárgyak	objecten	tárgy	object	N;NOM;PL	N;PL
tárgyak	voorwerpen	tárgy	voorwerp	N;NOM;PL	N;PL
sorban	wachtrij	sor	wachtrij	N;IN+ESS;SG	N;MASC+FEM;SG
epizódok	afleveringen	epizód	aflevering	N;NOM;PL	N;PL
betű	brief	betű	brief	N;NOM;SG	N;MASC+FEM;SG
betű	letter	betű	letter	N;NOM;SG	N;MASC+FEM;SG
nőstény	vrouw	nőstény	vrouw	N;NOM;SG	N;MASC+FEM;SG
nőstény	vrouwtje	nőstény	vrouwtje	N;NOM;SG	N;NEUT;SG
léteznek	bestaan	létezik	bestaan	V;INDF;IND;PL;3;PRS;FIN;ACT	V;NFIN
johanna	johanna	johanna	johanna	N;NOM;SG	N;MASC+FEM;SG
württemberg	württemberg	württemberg	württemberg	N;NOM;SG	N;MASC+FEM;SG
szerette	bemind	szeret	beminnen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
szerette	hield	szeret	houden	V;DEF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
meccs	wedstrijd	meccs	wedstrijd	N;NOM;SG	N;MASC+FEM;SG
meccs	spel	meccs	spel	N;NOM;SG	N;NEUT;SG
meccs	spelletje	meccs	spel	N;NOM;SG	N;NEUT;SG
meccs	match	meccs	match	N;NOM;SG	N;MASC+FEM;SG
karakter	personage	karakter	personage	N;NOM;SG	N;NEUT;SG
karakter	karakter	karakter	karakter	N;NOM;SG	N;NEUT;SG
haditengerészet	zeemacht	haditengerészet	zeemacht	N;NOM;SG	N;MASC+FEM;SG
haditengerészet	marine	haditengerészet	marine	N;NOM;SG	N;MASC+FEM;SG
alkotmány	grondwet	alkotmány	grondwet	N;NOM;SG	N;MASC+FEM;SG
alkotmány	constitutie	alkotmány	constitutie	N;NOM;SG	N;MASC+FEM;SG
zenészek	musici	zenész	musicus	N;NOM;PL	N;PL
zenészek	muzikanten	zenész	muzikant	N;NOM;PL	N;PL
vér	bloed	vér	bloed	N;NOM;SG	N;NEUT;SG
kritika	kritiek	kritika	kritiek	N;NOM;SG	N;MASC+FEM;SG
kritika	beoordeling	kritika	beoordeling	N;NOM;SG	N;MASC+FEM;SG
kritika	recensie	kritika	recensie	N;NOM;SG	N;MASC+FEM;SG
kritika	herziening	kritika	herziening	N;NOM;SG	N;MASC+FEM;SG
kritika	kritiek	kritika	kritiek	N;NOM;SG	N;MASC+FEM;SG
izabella	isabella	izabella	isabella	N;NOM;SG	N;MASC+FEM;SG
polgármester	burgemeester	polgármester	burgemeester	N;NOM;SG	N;MASC+FEM;SG
flotta	zeemacht	flotta	zeemacht	N;NOM;SG	N;MASC+FEM;SG
flotta	marine	flotta	marine	N;NOM;SG	N;MASC+FEM;SG
flotta	vloot	flotta	vloot	N;NOM;SG	N;MASC+FEM;SG
flotta	wagenpark	flotta	wagenpark	N;NOM;SG	N;NEUT;SG
növényi	groente	növényi	groente	N;NOM;SG	N;MASC+FEM;SG
krisztina	krisztina	krisztina	krisztina	N;NOM;SG	N;MASC+FEM;SG
krisztina	christine	krisztina	christine	N;NOM;SG	N;MASC+FEM;SG
hajtott	gedreven	hajt	drijven	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
hajtott	gereden	hajt	rijden	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
állandóan	voortdurend	állandó	voortdurend	ADJ;FRML;SG	ADJ
állandóan	constant	állandó	constant	ADJ;FRML;SG	ADJ
állandóan	continu	állandó	continu	ADJ;FRML;SG	ADJ
pontok	puntjes	pont	punt	N;NOM;PL	N;PL
pontok	stippen	pont	stippen	N;NOM;PL	N;PL
pontok	punten	pont	punt	N;NOM;PL	N;PL
ipar	industrie	ipar	industrie	N;NOM;SG	N;MASC+FEM;SG
ipar	bedrijfstak	ipar	bedrijfstak	N;NOM;SG	N;MASC+FEM;SG
járművek	voertuigen	jármű	voertuig	N;NOM;PL	N;PL
diákok	studenten	diák	student	N;NOM;PL	N;PL
diákok	leerlingen	diák	leerling	N;NOM;PL	N;PL
eszter	eszter	eszter	eszter	N;NOM;SG	N;MASC+FEM;SG
eszter	esther	eszter	esther	N;NOM;SG	N;MASC+FEM;SG
stratégiai	strategisch	stratégiai	strategisch	ADJ;NOM;SG	ADJ
tonna	ton	tonna	ton	N;NOM;SG	N;MASC+FEM;SG
tonna	ton	tonna	ton	N;NOM;SG	N;MASC+FEM;SG
tonna	ton	tonna	ton	N;NOM;SG	N;MASC+FEM;SG
tonna	ton	tonna	ton	N;NOM;SG	N;MASC+FEM;SG
sárkány	vlieger	sárkány	vlieger	N;NOM;SG	N;MASC+FEM;SG
sárkány	draak	sárkány	draak	N;NOM;SG	N;MASC+FEM;SG
sárkány	dragon	sárkány	dragon	N;NOM;SG	N;MASC+FEM;SG
jogok	rechten	jog	recht	N;NOM;PL	N;PL
szolgálat	dienst	szolgálat	dienst	N;NOM;SG	N;MASC+FEM;SG
szolgálat	service	szolgálat	service	N;NOM;SG	N;MASC+FEM;SG
kerülete	omtrek	kerület	omtrek	N;NOM;SG	N;MASC+FEM;SG
kedvező	gunstig	kedvező	gunstig	ADJ;NOM;SG	ADJ
kedvező	gunstige	kedvező	gunstig	ADJ;NOM;SG	ADJ
kedvező	veelbelovend	kedvező	veelbelovend	ADJ;NOM;SG	ADJ
kedvező	gunstige	kedvező	gunstig	ADJ;NOM;SG	ADJ
kedvező	gunstig	kedvező	gunstig	ADJ;NOM;SG	ADJ
konferencia	conferentie	konferencia	conferentie	N;NOM;SG	N;MASC+FEM;SG
ferences	franciscaner	ferences	franciscaner	N;NOM;SG	N;MASC+FEM;SG
közgazdász	econoom	közgazdász	econoom	N;NOM;SG	N;MASC+FEM;SG
hatóságok	autoriteiten	hatóság	autoriteit	N;NOM;PL	N;PL
hagyományosan	traditioneel	hagyományos	traditioneel	ADJ;FRML;SG	ADJ
kiállítása	tentoonstelling	kiállítás	tentoonstelling	N;NOM;SG	N;MASC+FEM;SG
kiállítása	expositie	kiállítás	expositie	N;NOM;SG	N;MASC+FEM;SG
szeretett	bemind	szeret	beminnen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
szeretett	hield	szeret	houden	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
blokk	blokkering	blokk	blokkering	N;NOM;SG	N;MASC+FEM;SG
blokk	blok	blokk	blok	N;NOM;SG	N;NEUT;SG
blokk	block	blokk	block	N;NOM;SG	N;MASC+FEM;SG
személyi	persoonlijke	személyi	persoonlijk	ADJ;NOM;SG	ADJ
személyi	persoonlijk	személyi	persoonlijk	ADJ;NOM;SG	ADJ
tábla	tafel	tábla	tafel	N;NOM;SG	N;MASC+FEM;SG
tábla	tafeltje	tábla	tafel	N;NOM;SG	N;NEUT;SG
tábla	tabel	tábla	tabel	N;NOM;SG	N;MASC+FEM;SG
tábla	bestuur	tábla	bestuur	N;NOM;SG	N;NEUT;SG
tábla	bord	tábla	bord	N;NOM;SG	N;NEUT;SG
tábla	tablet	tábla	tablet	N;NOM;SG	N;MASC+FEM;SG
könnyebb	eenvoudiger	könnyű	eenvoudig	ADJ;NOM;CMPR;SG	ADJ;CMPR
könnyebb	gemakkelijker	könnyű	gemakkelijk	ADJ;NOM;CMPR;SG	ADJ;CMPR
könnyebb	makkelijker	könnyű	makkelijk	ADJ;NOM;CMPR;SG	ADJ;CMPR
könnyebb	lichter	könnyű	licht	ADJ;NOM;CMPR;SG	ADJ;CMPR
könnyebb	lichtere	könnyű	licht	ADJ;NOM;CMPR;SG	ADJ;CMPR
fut	rennen	fut	rennen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
fut	hardlopen	fut	hardlopen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
fut	loopt	fut	lopen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
nato	nato	nato	nato	N;NOM;SG	N;MASC+FEM;SG
nato	navo	nato	navo	N;NOM;SG	N;MASC+FEM;SG
helyszínek	sites	helyszín	sites	N;NOM;PL	N;PL
helyszínek	locaties	helyszín	locatie	N;NOM;PL	N;PL
helyszínek	plaatsen	helyszín	plaats	N;NOM;PL	N;PL
hírek	nieuwsberichten	hír	nieuwsbericht	N;NOM;PL	N;PL
iroda	bureau	iroda	bureau	N;NOM;SG	N;NEUT;SG
iroda	kantoor	iroda	kantoor	N;NOM;SG	N;NEUT;SG
turné	rondreis	tur	rondreis	N;NOM;SG	N;MASC+FEM;SG
turné	tour	tur	tour	N;NOM;SG	N;MASC+FEM;SG
turné	rondleiding	tur	rondleiding	N;NOM;SG	N;MASC+FEM;SG
turné	tournee	tur	tournee	N;NOM;SG	N;MASC+FEM;SG
felvételek	opnames	felvétel	opname	N;NOM;PL	N;PL
választások	verkiezingen	választás	verkiezing	N;NOM;PL	N;PL
választások	verkiezingen	választás	verkiezing	N;NOM;PL	N;PL
iskolák	scholen	iskolák	school	N;NOM;PL	N;PL
unokája	kleindochter	unoka	kleindochter	N;NOM;SG	N;MASC+FEM;SG
unokája	kleinzoon	unoka	kleinzoon	N;NOM;SG	N;MASC+FEM;SG
fej	hoofd	fej	hoofd	N;NOM;SG	N;NEUT;SG
fej	head	fej	head	N;NOM;SG	N;MASC+FEM;SG
fej	kop	fej	kop	N;NOM;SG	N;MASC+FEM;SG
szicíliai	siciliaanse	szicíliai	siciliaans	ADJ;NOM;SG	ADJ
regisztrált	geregistreerd	regisztrált	registreren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
regisztrált	ingeschreven	regisztrált	inschrijven	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
regisztrált	geregistreerde	regisztrált	registreren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
regisztrált	geregistreerd	regisztrált	registreren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
regisztrált	opgenomen	regisztrált	opnemen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
regisztrált	genoteerd	regisztrált	noteren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
fegyver	wapen	fegyver	wapen	N;NOM;SG	N;NEUT;SG
fegyver	wapen	fegyver	wapen	N;NOM;SG	N;NEUT;SG
fegyver	pistool	fegyver	pistool	N;NOM;SG	N;NEUT;SG
fegyver	geweer	fegyver	geweer	N;NOM;SG	N;NEUT;SG
környék	omgeving	környék	omgeving	N;NOM;SG	N;MASC+FEM;SG
környék	buurt	környék	buurt	N;NOM;SG	N;MASC+FEM;SG
környék	buurt	környék	buurt	N;NOM;SG	N;MASC+FEM;SG
környék	nabuurschap	környék	nabuurschap	N;NOM;SG	N;NEUT;SG
környék	gebied	környék	gebied	N;NOM;SG	N;NEUT;SG
környék	oppervlakte	környék	oppervlakte	N;NOM;SG	N;MASC+FEM;SG
fal	prikbord	fal	prikbord	N;NOM;SG	N;NEUT;SG
fal	wand	fal	wand	N;NOM;SG	N;MASC+FEM;SG
fal	muur	fal	muur	N;NOM;SG	N;MASC+FEM;SG
vonat	trein	vonat	trein	N;NOM;SG	N;MASC+FEM;SG
alakított	gevormde	alakított	vormen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
alakított	gevormd	alakított	vormen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
rakéta	raket	rakéta	raket	N;NOM;SG	N;MASC+FEM;SG
rakéta	rocket	rakéta	rocket	N;NOM;SG	N;MASC+FEM;SG
rakéta	raket	rakéta	raket	N;NOM;SG	N;MASC+FEM;SG
teljesítmény	prestatie	teljesítmény	prestatie	N;NOM;SG	N;MASC+FEM;SG
csillagászati	astronomie	csillagászati	astronomie	N;NOM;SG	N;MASC+FEM;SG
jelentés	verslag	jelentés	verslag	N;NOM;SG	N;NEUT;SG
jelentés	rapport	jelentés	rapport	N;NOM;SG	N;NEUT;SG
jelentés	rapportage	jelentés	rapportage	N;NOM;SG	N;MASC+FEM;SG
jelentés	verslaglegging	jelentés	verslaglegging	N;NOM;SG	N;MASC+FEM;SG
tábor	kamp	tábor	kamp	N;NOM;SG	N;NEUT;SG
keretek	frames	keret	frame	N;NOM;PL	N;PL
keretek	kaders	keret	kader	N;NOM;PL	N;PL
keretek	kaders	keret	kader	N;NOM;PL	N;PL
erőd	burcht	erőd	burcht	N;NOM;SG	N;MASC+FEM;SG
erőd	vesting	erőd	vesting	N;NOM;SG	N;MASC+FEM;SG
erőd	fort	erőd	fort	N;NOM;SG	N;NEUT;SG
erőd	fort	erőd	fort	N;NOM;SG	N;NEUT;SG
énekesek	zangers	énekes	zanger	N;NOM;PL	N;PL
másodlagos	secundaire	másodlagos	secundair	ADJ;NOM;SG	ADJ
másodlagos	secundair	másodlagos	secundair	ADJ;NOM;SG	ADJ
playstation	playstation	playstation	playstation	N;NOM;SG	N;MASC+FEM;SG
templomok	kerken	templom	kerk	N;NOM;PL	N;PL
templomok	tempels	templom	tempel	N;NOM;PL	N;PL
