com	con	com	con	ADP	ADP
pedras	rocas	pedra	roca	N;FEM;PL	N;FEM;PL
pedras	piedras	pedra	piedra	N;FEM;PL	N;FEM;PL
araújo	araújo	araújo	araújo	N;MASC;SG	N;MASC;SG
plant	planta	plant	planta	N;MASC;SG	N;FEM;SG
desenhos	diseños	desenho	diseño	N;MASC;PL	N;MASC;PL
desenhos	dibujos	desenho	dibujo	N;MASC;PL	N;MASC;PL
sucessão	sucesión	sucessão	sucesión	N;FEM;SG	N;FEM;SG
download	descarga	download	descarga	N;MASC;SG	N;FEM;SG
aparência	aspecto	aparência	aspecto	N;FEM;SG	N;MASC;SG
aparência	aparición	aparência	aparición	N;FEM;SG	N;FEM;SG
aparência	comparecencia	aparência	comparecencia	N;FEM;SG	N;FEM;SG
aparência	apariencia	aparência	apariencia	N;FEM;SG	N;FEM;SG
comunas	comunas	comuna	comuna	N;FEM;PL	N;FEM;PL
apresentações	presentaciones	apresentação	presentación	N;FEM;PL	N;FEM;PL
apresentações	ponencias	apresentação	ponencia	N;FEM;PL	N;FEM;PL
apresentações	presentaciones	apresentação	presentación	N;FEM;PL	N;FEM;PL
freguesias	parroquias	freguesia	parroquia	N;FEM;PL	N;FEM;PL
observação	observación	observação	observación	N;FEM;SG	N;FEM;SG
excelente	excelente	excelente	excelente	ADJ;MASC;SG	ADJ;SG
descobrir	descubrir	descobrir	descubrir	V;NFIN	V;NFIN
descobrir	descubriendo	descobrir	descubrir	V;NFIN	V;V.MSDR
descobrir	descubrir	descobrir	descubrir	V;NFIN	V;NFIN
descobrir	descubra	descobrir	descubrir	V;NFIN	V;IND;SG;3;PRS;FIN
descobrir	descubre	descobrir	descubrir	V;NFIN	V;IND;SG;3;PRS;FIN
descobrir	descubren	descobrir	descubrir	V;NFIN	V;IND;PL;3;PRS;FIN
chão	planta	chão	planta	N;MASC;SG	N;FEM;SG
chão	piso	chão	piso	N;MASC;SG	N;MASC;SG
chão	suelo	chão	suelo	N;MASC;SG	N;MASC;SG
deuses	dioses	deus	dios	N;MASC;PL	N;MASC;PL
lagos	lagos	lago	lago	N;MASC;PL	N;MASC;PL
lagos	lagos	lago	lago	N;MASC;PL	N;MASC;PL
grão	grano	grão	grano	N;MASC;SG	N;MASC;SG
inúmeras	innumerables	inúmero	innumerable	ADJ;FEM;PL	ADJ;PL
inúmeras	innumerables	inúmero	innumerable	ADJ;FEM;PL	ADJ;PL
inúmeras	incontables	inúmero	incontable	ADJ;FEM;PL	ADJ;PL
johnny	johnny	johnny	johnny	N;MASC;SG	N;SG
nick	nick	nick	nick	N;MASC;SG	N;MASC;SG
confiança	confianza	confiança	confianza	N;FEM;SG	N;FEM;SG
confiança	trust	confiança	trust	N;FEM;SG	N
confiança	confianza	confiança	confianza	N;FEM;SG	N;FEM;SG
confiança	fideicomiso	confiança	fideicomiso	N;FEM;SG	N;MASC;SG
habilidade	habilidad	habilidade	habilidad	N;FEM;SG	N;FEM;SG
habilidade	destreza	habilidade	destreza	N;FEM;SG	N;FEM;SG
habilidade	capacidad	habilidade	capacidad	N;FEM;SG	N;FEM;SG
habilidade	habilidad	habilidade	habilidad	N;FEM;SG	N;FEM;SG
árabes	arab	árabe	arab	N;MASC;PL	N
árabes	árabes	árabe	árabe	N;MASC;PL	N;PL
árabes	árabes	árabe	árabe	N;MASC;PL	N;PL
aspecto	aspecto	aspecto	aspecto	N;MASC;SG	N;MASC;SG
bot	bot	bot	bot	N;MASC;SG	N;MASC
tratar	tratar	tratar	tratar	V;NFIN	V;NFIN
ginástica	gimnasio	ginástica	gimnasio	N;FEM;SG	N;MASC;SG
ginástica	gym	ginástica	gym	N;FEM;SG	N;MASC;SG
ginástica	gimnasia	ginástica	gimnasia	N;FEM;SG	N;FEM;SG
ginástica	gimnasia	ginástica	gimnasia	N;FEM;SG	N;FEM;SG
sugestões	consejos	sugestão	consejo	N;FEM;PL	N;MASC;PL
sugestões	puntas	sugestão	punta	N;FEM;PL	N;FEM;PL
sugestões	sugerencias	sugestão	sugerencia	N;FEM;PL	N;FEM;PL
sugestões	propinas	sugestão	propina	N;FEM;PL	N;FEM;PL
sugestões	sugerencias	sugestão	sugerencia	N;FEM;PL	N;FEM;PL
blog	blog	blog	blog	N;MASC;SG	N;MASC;SG
blog	bitácora	blog	bitácora	N;MASC;SG	N;FEM;SG
açúcar	azucar	açúcar	azucar	N;MASC;SG	N;MASC;SG
açúcar	azúcar	açúcar	azúcar	N;MASC;SG	N;MASC;SG
laboratório	laboratorio	laboratório	laboratorio	N;MASC;SG	N;MASC;SG
laboratório	laboratorio	laboratório	laboratorio	N;MASC;SG	N;MASC;SG
laboratório	lab	laboratório	lab	N;MASC;SG	N
enviou	envió	enviar	enviar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
drogas	fármacos	droga	fármaco	N;FEM;PL	N;MASC;PL
drogas	medicamentos	droga	medicamento	N;FEM;PL	N;MASC;PL
drogas	drogas	droga	droga	N;FEM;PL	N;FEM;PL
fases	etapas	fase	etapa	N;FEM;PL	N;FEM;PL
fases	fases	fase	fase	N;FEM;PL	N;FEM;PL
fases	etapas	fase	etapa	N;FEM;PL	N;FEM;PL
fases	fases	fase	fase	N;FEM;PL	N;FEM;PL
jerusalém	jerusalén	jerusalém	jerusalén	N;MASC;SG	N;MASC;SG
moda	moda	moda	moda	N;FEM;SG	N;FEM;SG
moda	fashion	moda	fashion	N;FEM;SG	N
lançar	lanzar	lançar	lanzar	V;NFIN	V;NFIN
doutrina	doctrina	doutrina	doctrina	N;FEM;SG	N;FEM;SG
eixo	eje	eixo	eje	N;MASC;SG	N;MASC;SG
eixo	eje	eixo	eje	N;MASC;SG	N;MASC;SG
inteligência	inteligencia	inteligência	inteligencia	N;FEM;SG	N;FEM;SG
space	space	space	spacer	N;MASC;SG	N
space	espacio	space	espacio	N;MASC;SG	N;MASC;SG
escritores	guionistas	escritor	guionista	N;MASC;PL	N;PL
escritores	escritores	escritor	escritor	N;MASC;PL	N;MASC;PL
escritores	redactores	escritor	redactor	N;MASC;PL	N;MASC;PL
notícia	noticia	notícia	noticia	N;FEM;SG	N;FEM;SG
claramente	claramente	claramente	claramente	ADV	ADV
claramente	evidentemente	claramente	evidentemente	ADV	ADV
olho	ojo	olho	ojo	N;MASC;SG	N;MASC;SG
ocorrido	ocurrió	ocorrer	ocurrir	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
california	california	california	california	N;FEM;SG	N;FEM;SG
blues	blues	blues	blues	N;MASC;SG	N
dificuldade	dificultad	dificuldade	dificultad	N;FEM;SG	N;FEM;SG
costas	costas	costa	costa	N;FEM;PL	N;FEM;PL
opiniões	críticas	opinião	crítica	N;FEM;PL	N;FEM;PL
opiniões	opiniones	opinião	opinión	N;FEM;PL	N;FEM;PL
opiniões	reseñas	opinião	reseña	N;FEM;PL	N;FEM;PL
opiniões	dictámenes	opinião	dictamen	N;FEM;PL	N;MASC;PL
opiniões	opiniones	opinião	opinión	N;FEM;PL	N;FEM;PL
opiniões	comentarios	opinião	comentario	N;FEM;PL	N;MASC;PL
instalações	instalaciones	instalação	instalación	N;FEM;PL	N;FEM;PL
instalações	facilidades	instalação	facilidad	N;FEM;PL	N;FEM;PL
instalações	instalaciones	instalação	instalación	N;FEM;PL	N;FEM;PL
instalações	instalaciones	instalação	instalación	N;FEM;PL	N;FEM;PL
objetivos	objetivos	objetivo	objetivo	N;MASC;PL	N;MASC;PL
objetivos	metas	objetivo	meta	N;MASC;PL	N;FEM;PL
objetivos	objetivos	objetivo	objetivo	N;MASC;PL	N;MASC;PL
objetivos	goles	objetivo	gol	N;MASC;PL	N;MASC;PL
alfredo	alfredo	alfredo	alfredo	N;MASC;SG	N;MASC;SG
alfredo	alfredo	alfredo	alfredo	N;MASC;SG	N;MASC;SG
parcial	parcial	parcial	parcial	ADJ;MASC;SG	ADJ;SG
aplicações	aplicaciones	aplicação	aplicación	N;FEM;PL	N;FEM;PL
aplicações	solicitudes	aplicação	solicitud	N;FEM;PL	N;FEM;PL
aplicações	aplicaciones	aplicação	aplicación	N;FEM;PL	N;FEM;PL
graça	gracia	graça	gracia	N;FEM;SG	N;FEM;SG
graça	graça	graça	graça	N;FEM;SG	N;FEM;SG
inteiro	entero	inteiro	entero	ADJ;MASC;SG	ADJ;MASC;SG
inteiro	entera	inteiro	entero	ADJ;MASC;SG	ADJ;FEM;SG
inteiro	entera	inteiro	entero	ADJ;MASC;SG	ADJ;FEM;SG
inteiro	entero	inteiro	entero	ADJ;MASC;SG	ADJ;MASC;SG
descreve	describe	descrever	describir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
descreve	describe	descrever	describir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
descreve	describir	descrever	describir	V;IND;SG;3;PRS;FIN	V;NFIN
stephen	stephen	stephen	stephar	N;MASC;SG	N;MASC;SG
marcas	marcas	marca	marca	N;FEM;PL	N;FEM;PL
marcas	marcas	marca	marca	N;FEM;PL	N;FEM;PL
marcas	marks	marca	marks	N;FEM;PL	N
marcas	marcas	marca	marca	N;FEM;PL	N;FEM;PL
cuba	cuba	cubar	cuba	N;FEM;SG	N;FEM;SG
tarefa	tarea	tarefa	tarea	N;FEM;SG	N;FEM;SG
corresponde	corresponde	corresponder	corresponder	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
círculo	circunferencia	círculo	circunferencia	N;MASC;SG	N;FEM;SG
círculo	círculo	círculo	círculo	N;MASC;SG	N;MASC;SG
círculo	circle	círculo	circle	N;MASC;SG	N
círculo	circulo	círculo	circulo	N;MASC;SG	N;MASC;SG
alcance	alcance	alcance	alcance	N;MASC;SG	N;MASC;SG
alcance	intervalo	alcance	intervalo	N;MASC;SG	N;MASC;SG
alcance	gama	alcance	gama	N;MASC;SG	N;FEM;SG
alcance	rango	alcance	rango	N;MASC;SG	N;MASC;SG
alcance	cordillera	alcance	cordillera	N;MASC;SG	N;FEM;SG
alcance	alcance	alcance	alcance	N;MASC;SG	N;MASC;SG
alcance	reach	alcance	reach	N;MASC;SG	N
consciência	consciencia	consciência	consciencia	N;FEM;SG	N;FEM;SG
consciência	conciencia	consciência	conciencia	N;FEM;SG	N;FEM;SG
consciência	consciencia	consciência	consciencia	N;FEM;SG	N;FEM;SG
consciência	concientización	consciência	concientización	N;FEM;SG	N;FEM;SG
consciência	sensibilización	consciência	sensibilización	N;FEM;SG	N;FEM;SG
consciência	conciencia	consciência	conciencia	N;FEM;SG	N;FEM;SG
consciência	concienciación	consciência	concienciación	N;FEM;SG	N;FEM;SG
consciência	consciencia	consciência	consciencia	N;FEM;SG	N;FEM;SG
consciência	conciencia	consciência	conciencia	N;FEM;SG	N;FEM;SG
participa	participa	participar	participar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
participa	participa	participar	participar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
participa	participar	participar	participar	V;IND;SG;3;PRS;FIN	V;NFIN
preço	precio	preço	precio	N;MASC;SG	N;MASC;SG
preço	price	preço	price	N;MASC;SG	N
caminhos	carreteras	caminho	carretera	N;MASC;PL	N;FEM;PL
caminhos	caminos	caminho	camino	N;MASC;PL	N;MASC;PL
caminhos	senderos	caminho	sendero	N;MASC;PL	N;MASC;PL
caminhos	caminos	caminho	camino	N;MASC;PL	N;MASC;PL
universidades	universidades	universidade	universidad	N;FEM;PL	N;FEM;PL
shopping	mall	shopping	mall	N;MASC;SG	N;MASC;SG
constitucional	constitucional	constitucional	constitucional	ADJ;MASC;SG	ADJ;SG
bases	bases	base	base	N;FEM;PL	N;PL
bases	fundamentos	base	fundamento	N;FEM;PL	N;MASC;PL
story	historia	story	historia	N;MASC;SG	N;FEM;SG
story	story	story	story	N;MASC;SG	N
empate	tie	empate	tie	N;MASC;SG	N
empate	empate	empate	empate	N;MASC;SG	N;MASC;SG
empate	corbata	empate	corbata	N;MASC;SG	N;FEM;SG
empate	empate	empate	empate	N;MASC;SG	N;MASC;SG
empate	sorteo	empate	sorteo	N;MASC;SG	N;MASC;SG
ginásio	gimnasio	ginásio	gimnasio	N;MASC;SG	N;MASC;SG
ginásio	gym	ginásio	gym	N;MASC;SG	N;MASC;SG
ginásio	gimnasia	ginásio	gimnasia	N;MASC;SG	N;FEM;SG
ginásio	gimnasio	ginásio	gimnasio	N;MASC;SG	N;MASC;SG
facebook	facebook	facebook	facebook	N;MASC;SG	N;MASC;SG
areia	arena	areiar	arena	N;FEM;SG	N;FEM;SG
areia	sand	areiar	sand	N;FEM;SG	N
areia	sands	areiar	sands	N;FEM;SG	N;MASC
períodos	periodos	período	periodo	N;MASC;PL	N;MASC;PL
períodos	períodos	período	período	N;MASC;PL	N;MASC;PL
jason	jasón	jason	jasón	N;MASC;SG	N;MASC;SG
aprovação	homologación	aprovação	homologación	N;FEM;SG	N;FEM;SG
aprovação	aprobación	aprovação	aprobación	N;FEM;SG	N;FEM;SG
inaugurada	inauguró	inaugurar	inaugurar	V;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
teclado	teclado	teclado	teclado	N;MASC;SG	N;MASC;SG
teclado	teclado	teclado	teclado	N;MASC;SG	N;MASC;SG
cavalaria	caballería	cavalaria	caballería	N;FEM;SG	N;FEM;SG
aceita	acepta	aceitar	aceptar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
aceita	aceptar	aceitar	aceptar	V;IND;SG;3;PRS;FIN	V;NFIN
aceita	acepta	aceitar	aceptar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
extinção	extinción	extinção	extinción	N;FEM;SG	N;FEM;SG
lobo	lobo	lobo	lobo	N;MASC;SG	N;MASC;SG
lobo	loba	lobo	loba	N;MASC;SG	N;FEM;SG
lobo	wolf	lobo	wolf	N;MASC;SG	N
lobo	lobo	lobo	lobo	N;MASC;SG	N;MASC;SG
patrick	patrick	patrick	patrick	N;MASC;SG	N;MASC;SG
abriu	abrió	abrir	abrir	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
dead	dead	dead	dead	N;MASC;SG	N
vídeos	vídeos	vídeo	vídeo	N;MASC;PL	N;MASC;PL
vídeos	videos	vídeo	video	N;MASC;PL	N;MASC;PL
convenção	convención	convenção	convención	N;FEM;SG	N;FEM;SG
convenção	convenio	convenção	convenio	N;FEM;SG	N;MASC;SG
regimento	regimiento	regimento	regimiento	N;MASC;SG	N;MASC;SG
perdendo	perder	perder	perder	V;V.MSDR	V;NFIN
perdendo	perdiendo	perder	perder	V;V.MSDR	V;V.MSDR
espaços	espacios	espaço	espacio	N;MASC;PL	N;MASC;PL
editorial	editorial	editorial	editorial	N;MASC;SG	N;FEM;SG
editorial	redacción	editorial	redacción	N;MASC;SG	N;FEM;SG
garota	chica	garota	chica	N;FEM;SG	N;FEM;SG
garota	niña	garota	niña	N;FEM;SG	N;FEM;SG
garota	muchacha	garota	muchacha	N;FEM;SG	N;FEM;SG
xiii	xiii	xiii	xiii	N;MASC;SG	N
culto	culto	culto	culto	N;MASC;SG	N;MASC;SG
culto	secta	culto	secta	N;MASC;SG	N;FEM;SG
culto	adoración	culto	adoración	N;MASC;SG	N;FEM;SG
culto	culto	culto	culto	N;MASC;SG	N;MASC;SG
democracia	democracia	democracia	democracia	N;FEM;SG	N;FEM;SG
billy	billy	billy	billy	N;MASC;SG	N;MASC;SG
moral	moral	moral	moral	N;FEM;SG	N;FEM;SG
moral	moraleja	moral	moraleja	N;FEM;SG	N;FEM;SG
moral	moral	moral	moral	N;FEM;SG	N;FEM;SG
moral	moral	moral	moral	N;FEM;SG	N;FEM;SG
moral	moralidad	moral	moralidad	N;FEM;SG	N;FEM;SG
moral	moral	moral	moral	N;FEM;SG	N;FEM;SG
microrregião	microrregión	microrregião	microrregión	N;FEM;SG	N;FEM;SG
retirar	retira	retirar	retirar	V;NFIN	V;IND;SG;3;PRS;FIN
retirar	retirar	retirar	retirar	V;NFIN	V;NFIN
retirar	retirarse	retirar	retirar	V;NFIN	V;SBJV;SG;3;IPFV;FIN
flórida	florida	flórida	florida	N;FEM;SG	N;FEM;SG
calor	heat	calor	heat	N;MASC;SG	N;MASC
calor	calor	calor	calor	N;MASC;SG	N;MASC;SG
calor	calidez	calor	calidez	N;MASC;SG	N;FEM;SG
calor	calor	calor	calor	N;MASC;SG	N;MASC;SG
provável	probable	provável	probable	ADJ;MASC;SG	ADJ;SG
provável	probable	provável	probable	ADJ;MASC;SG	ADJ;SG
atletismo	atletismo	atletismo	atletismo	N;MASC;SG	N;MASC;SG
irmãs	hermanas	irmã	hermana	N;FEM;PL	N;FEM;PL
fiáveis	confiables	fiável	confiable	ADJ;MASC;PL	ADJ;PL
fiáveis	fiables	fiável	fiable	ADJ;MASC;PL	ADJ;PL
vítima	víctima	vítima	víctima	N;FEM;SG	N;FEM;SG
vítima	victima	vítima	victima	N;FEM;SG	N;FEM;SG
discutir	discuta	discutir	discuta	V;NFIN	V;IMP;SG;3;FIN
discutir	discutir	discutir	discutir	V;NFIN	V;NFIN
liberal	liberal	liberal	liberal	ADJ;MASC;SG	ADJ;SG
lourenço	laurence	lourenço	laurence	N;MASC;SG	N;SG
lourenço	lorenzo	lourenço	lorenzo	N;MASC;SG	N;MASC;SG
lourenço	lorenzo	lourenço	lorenzo	N;MASC;SG	N;MASC;SG
lourenço	lourenço	lourenço	lourenço	N;MASC;SG	N;MASC;SG
lourenço	lorenzo	lourenço	lorenzo	N;MASC;SG	N;MASC;SG
lourenço	lawrence	lourenço	lawrence	N;MASC;SG	N;SG
mérito	mérito	mérito	mérito	N;MASC;SG	N;MASC;SG
rival	rival	rival	rival	N;MASC;SG	N;SG
interno	interna	interno	interno	ADJ;MASC;SG	ADJ;FEM;SG
interno	pasante	interno	pasante	ADJ;MASC;SG	ADJ;SG
interno	interno	interno	interno	ADJ;MASC;SG	ADJ;MASC;SG
interno	interno	interno	interno	ADJ;MASC;SG	ADJ;MASC;SG
interno	interna	interno	interno	ADJ;MASC;SG	ADJ;FEM;SG
interno	doméstica	interno	doméstico	ADJ;MASC;SG	ADJ;FEM;SG
interno	doméstico	interno	doméstico	ADJ;MASC;SG	ADJ;MASC;SG
práticas	practicas	prática	practica	N;FEM;PL	N;FEM;PL
práticas	prácticas	prática	práctica	N;FEM;PL	N;FEM;PL
depressão	depresión	depressão	depresión	N;FEM;SG	N;FEM;SG
caetano	caetano	caetano	caetano	N;MASC;SG	N;MASC;SG
moreira	moreira	moreira	moreira	N;MASC;SG	N;SG
compra	compra	compra	compra	N;FEM;SG	N;FEM;SG
compra	adquisición	compra	adquisición	N;FEM;SG	N;FEM;SG
compra	compra	compra	compra	N;FEM;SG	N;FEM;SG
computadores	computadores	computador	computador	N;MASC;PL	N;MASC;PL
computadores	computadoras	computador	computador	N;MASC;PL	N;FEM;PL
computadores	ordenadores	computador	ordenador	N;MASC;PL	N;MASC;PL
leve	tomar	levar	tomar	V;SBJV;SG;3;PRS;FIN	V;NFIN
conceitos	conceptos	conceito	concepto	N;MASC;PL	N;MASC;PL
conceitos	nociones	conceito	noción	N;MASC;PL	N;FEM;PL
dark	dark	dark	dark	N;MASC;SG	N
dark	oscuridad	dark	oscuridad	N;MASC;SG	N;FEM;SG
alteração	modificación	alteração	modificación	N;FEM;SG	N;FEM;SG
alteração	enmienda	alteração	enmienda	N;FEM;SG	N;FEM;SG
nintendo	nintendo	nintender	nintendo	N;MASC;SG	N;MASC;SG
artilheiro	artillero	artilheiro	artillero	N;MASC;SG	N;MASC;SG
raimundo	ramón	raimundo	ramón	N;MASC;SG	N;MASC;SG
raimundo	raymond	raimundo	raymond	N;MASC;SG	N;MASC;SG
raimundo	raimundo	raimundo	raimundo	N;MASC;SG	N;MASC;SG
raimundo	raimundo	raimundo	raimundo	N;MASC;SG	N;MASC;SG
representar	representar	representar	representar	V;NFIN	V;NFIN
representar	representa	representar	representar	V;NFIN	V;IND;SG;3;PRS;FIN
representar	representan	representar	representar	V;NFIN	V;IND;PL;3;PRS;FIN
representar	represente	representar	represente	V;NFIN	V;SBJV;SG;3;PRS;FIN
representar	representar	representar	representar	V;NFIN	V;NFIN
representar	representando	representar	representar	V;NFIN	V;V.MSDR
rota	ruta	rota	ruta	N;FEM;SG	N;FEM;SG
elizabeth	isabel	elizabeth	isabel	N;FEM;SG	N;FEM;SG
elizabeth	elizabeth	elizabeth	elizabeth	N;FEM;SG	N;FEM;SG
microsoft	microsoft	microsoft	microsoft	N;MASC;SG	N;MASC;SG
sun	sun	sun	sun	N;MASC;SG	N;SG
sun	sol	sun	sol	N;MASC;SG	N;MASC;SG
cristianismo	cristiandad	cristianismo	cristiandad	N;MASC;SG	N;FEM;SG
cristianismo	cristianismo	cristianismo	cristianismo	N;MASC;SG	N;MASC;SG
aparecer	aparecer	aparecer	aparecer	V;NFIN	V;NFIN
aparecer	aparecen	aparecer	aparecer	V;NFIN	V;IND;PL;3;PRS;FIN
uefa	eurocopa	uefa	eurocopa	N;FEM;SG	N;FEM;SG
uefa	uefa	uefa	uefa	N;FEM;SG	N;FEM;SG
revela	revela	revelar	revelar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
pensar	pensando	pensar	pensar	V;NFIN	V;V.MSDR
pensar	pensar	pensar	pensar	V;NFIN	V;NFIN
pensar	piensen	pensar	pensar	V;NFIN	V;IMP;PL;3;FIN
pensar	piensa	pensar	pensar	V;NFIN	V;IND;SG;3;PRS;FIN
pensar	piense	pensar	pensar	V;NFIN	V;IMP;SG;3;FIN
pensar	pensar	pensar	pensar	V;NFIN	V;NFIN
trama	trama	trama	trama	N;FEM;SG	N;FEM;SG
trama	argumento	trama	argumento	N;FEM;SG	N;MASC;SG
trama	complot	trama	complot	N;FEM;SG	N;MASC;SG
trama	parcela	trama	parcela	N;FEM;SG	N;FEM;SG
revelou	reveló	revelar	revelar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
foco	enfoque	foco	enfoque	N;MASC;SG	N;MASC;SG
foco	concentración	foco	concentración	N;MASC;SG	N;FEM;SG
foco	focus	foco	focu	N;MASC;SG	N
foco	foco	foco	foco	N;MASC;SG	N;MASC;SG
sucessos	exitos	sucesso	exito	N;MASC;PL	N;MASC;PL
sucessos	aciertos	sucesso	acierto	N;MASC;PL	N;MASC;PL
sucessos	éxitos	sucesso	éxito	N;MASC;PL	N;MASC;PL
sucessos	aciertos	sucesso	acierto	N;MASC;PL	N;MASC;PL
sucessos	hits	sucesso	hit	N;MASC;PL	N;MASC;PL
sucessos	éxitos	sucesso	éxito	N;MASC;PL	N;MASC;PL
sucessos	exitos	sucesso	exito	N;MASC;PL	N;MASC;PL
sucessos	éxitos	sucesso	éxito	N;MASC;PL	N;MASC;PL
molecular	molecular	molecular	molecular	ADJ;MASC;SG	ADJ;SG
dimensões	dimensiones	dimensão	dimensión	N;FEM;PL	N;FEM;PL
warner	warner	warner	warner	N;FEM;SG	N;SG
auxiliar	auxiliar	auxiliar	auxiliar	V;NFIN	V;NFIN
estudante	alumna	estudante	alumna	N;MASC;SG	N;FEM;SG
estudante	alumno	estudante	alumno	N;MASC;SG	N;MASC;SG
estudante	estudiante	estudante	estudiante	N;MASC;SG	N;SG
amizade	amistad	amizade	amistad	N;FEM;SG	N;FEM;SG
gaúcho	gaucho	gaúcho	gaucho	N;MASC;SG	N;MASC;SG
amiga	amiga	amiga	amiga	N;FEM;SG	N;FEM;SG
amiga	amigo	amiga	amigo	N;FEM;SG	N;MASC;SG
amiga	friend	amiga	friend	N;FEM;SG	N
amiga	amiga	amiga	amiga	N;FEM;SG	N;FEM;SG
giovanni	giovanni	giovanni	giovanni	N;MASC;SG	N;MASC;SG
mostrando	mostrando	mostrar	mostrar	V;V.MSDR	V;V.MSDR
mostrando	mostrando	mostrar	mostrar	V;V.MSDR	V;V.MSDR
descendência	progenie	descendência	progenie	N;FEM;SG	N;FEM;SG
descendência	descendencia	descendência	descendencia	N;FEM;SG	N;FEM;SG
descendência	descendencia	descendência	descendencia	N;FEM;SG	N;FEM;SG
vantagem	provecho	vantagem	provecho	N;FEM;SG	N;MASC;SG
vantagem	ventaja	vantagem	ventaja	N;FEM;SG	N;FEM;SG
peixes	peces	peixe	pez	N;MASC;PL	N;MASC;PL
peixes	pescados	peixe	pescado	N;MASC;PL	N;MASC;PL
peixes	piscis	peixe	piscis	N;MASC;PL	N
peixes	peces	peixe	pez	N;MASC;PL	N;MASC;PL
peixes	pescados	peixe	pescado	N;MASC;PL	N;MASC;PL
goethe	goethe	goethe	goethe	N;MASC;SG	N;MASC;SG
médicos	medicos	médico	medico	N;MASC;PL	N;MASC;PL
médicos	facultativos	médico	facultativo	N;MASC;PL	N;MASC;PL
médicos	médicos	médico	médico	N;MASC;PL	N;MASC;PL
médicos	médicos	médico	médico	N;MASC;PL	N;MASC;PL
médicos	doctores	médico	doctor	N;MASC;PL	N;MASC;PL
médicos	medicos	médico	medico	N;MASC;PL	N;MASC;PL
médicos	médicos	médico	médico	N;MASC;PL	N;MASC;PL
sanderson	sanderson	sanderson	sanderso	N;MASC;SG	N;MASC;SG
modalidade	modalidad	modalidade	modalidad	N;FEM;SG	N;FEM;SG
modalidade	mode	modalidade	mode	N;FEM;SG	N
modalidade	modo	modalidade	modo	N;FEM;SG	N;MASC;SG
modalidade	modalidad	modalidade	modalidad	N;FEM;SG	N;FEM;SG
transição	transición	transição	transición	N;FEM;SG	N;FEM;SG
muda	silenciar	mudar	silenciar	V;IND;SG;3;PRS;FIN	V;NFIN
ferroviária	ferrocarril	ferroviário	ferrocarril	N;FEM;SG	N;MASC;SG
terror	terror	terror	terror	N;MASC;SG	N;MASC;SG
terror	terrorismo	terror	terrorismo	N;MASC;SG	N;MASC;SG
terror	horror	terror	horror	N;MASC;SG	N;MASC;SG
terror	espanto	terror	espanto	N;MASC;SG	N;MASC;SG
durou	duró	durar	durar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
poemas	poemas	poema	poema	N;MASC;PL	N;MASC;PL
baterista	baterista	baterista	baterista	N;MASC;SG	N;SG
religiosas	religiosos	religioso	religioso	ADJ;FEM;PL	ADJ;MASC;PL
religiosas	religiosas	religioso	religioso	ADJ;FEM;PL	ADJ;FEM;PL
bad	bad	bad	bad	N;MASC;SG	N;MASC;SG
net	net	net	net	N;FEM;SG	N
net	red	net	red	N;FEM;SG	N;FEM;SG
fundadores	fundadores	fundador	fundador	N;MASC;PL	N;MASC;PL
clark	clark	clark	clark	N;MASC;SG	N;MASC;SG
conquistar	conquistar	conquistar	conquistar	V;NFIN	V;NFIN
experiências	experimentos	experiência	experimento	N;FEM;PL	N;MASC;PL
experiências	experiencias	experiência	experiencia	N;FEM;PL	N;FEM;PL
apresentando	introduciendo	apresentar	introducir	V;V.MSDR	V;V.MSDR
apresentando	presentando	apresentar	presentar	V;V.MSDR	V;V.MSDR
apresentando	presentamos	apresentar	presentar	V;V.MSDR	V;IND;PL;1;PRS;FIN
apresentando	presentando	apresentar	presentar	V;V.MSDR	V;V.MSDR
apresentando	presentamos	apresentar	presentar	V;V.MSDR	V;IND;PL;1;PRS;FIN
privada	privado	privado	privado	ADJ;FEM;SG	ADJ;MASC;SG;V.PTCP
privada	privada	privado	privado	ADJ;FEM;SG	ADJ;FEM;SG;V.PTCP
moeda	divisa	moeda	divisa	N;FEM;SG	N;FEM;SG
moeda	moneda	moeda	moneda	N;FEM;SG	N;FEM;SG
moeda	moneda	moeda	moneda	N;FEM;SG	N;FEM;SG
visconde	vizconde	visconder	vizconder	N;MASC;SG	N;MASC;SG
visconde	vizconde	visconder	vizconder	N;MASC;SG	N;MASC;SG
rose	rose	rose	rose	N;FEM;SG	N
