for	для	for	для	ADP	ADP;GEN
sand	пісок	sand	пісок	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
sand	істина	sand	істина	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
sand	правда	sand	правда	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
stykker	шматки	stykke	шматок	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
stykker	шматків	stykke	шматок	N;INDF;NEUT;PL	N;INAN;GEN;MASC;PL
stykker	шматочки	stykke	шматочок	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
naturen	природа	natur	природа	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
prøver	намагаючись	prøve	намагатися	V;IND;PRS;FIN;ACT	V;IPFV;PRS;V.CVB
prøver	вкриває	prøve	вкривати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
forskere	науковці	forsker	науковець	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
forskere	науковців	forsker	науковець	N;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
dårligt	погано	dårligt	погано	ADV	ADV
dårligt	погано	dårligt	погано	ADV	ADV
ansvar	відповідальність	ansvar	відповідальність	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
ansvar	відповідальності	ansvar	відповідальність	N;INDF;NEUT;SG	N;INAN;GEN;FEM;SG
ansvar	відповідальність	ansvar	відповідальність	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
mennesket	людина	menneske	людина	N;DEF;NEUT;SG	N;ANIM;NOM;FEM;SG
mennesket	чоловік	menneske	чоловік	N;DEF;NEUT;SG	N;ANIM;NOM;MASC;SG
mennesket	мужчина	menneske	мужчина	N;DEF;NEUT;SG	N;ANIM;NOM;MASC;SG
litterære	літературні	litterære	літературний	ADJ;PL	ADJ;NOM;PL
format	формат	format	формат	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
format	форматування	format	форматування	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
struktur	структура	struktur	структура	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
månekrater	кратер	månekrat	кратер	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
ledere	менеджерів	leder	менеджер	N;INDF;MASC+FEM;PL	N;ANIM;GEN;MASC;PL
ledere	лідери	leder	лідер	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
ledere	лідерів	leder	лідер	N;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
bands	гурти	band	гурти	N;INDF;NEUT;PL	N;ANIM;NOM;MASC;PL
beskyttelse	захист	beskyttelse	захист	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
fysiske	фізичні	fysisk	фізичний	ADJ;PL	ADJ;NOM;PL
ishockey	хокей	ishockey	хокей	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
naturligt	натуральний	naturlig	натуральний	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
naturligt	натуральна	naturlig	натуральний	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
naturligt	природний	naturlig	природний	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
naturligt	природним	naturlig	природний	ADJ;INDF;NEUT;SG	ADJ;INS;NEUT;SG
carolina	кароліна	carolina	каролін	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
gennemførte	реалізовано	gennemføre	реалізувати	V;IND;PST;FIN;ACT	V;PFV;IND;0;FIN
interesser	інтереси	interesse	інтерес	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
interesser	інтересів	interesse	інтерес	N;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
interesser	відсотки	interesse	відсоток	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
systemer	систем	system	система	N;INDF;NEUT;PL	N;INAN;GEN;FEM;PL
portræt	портрет	portræt	портрет	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
herre	господь	herre	господь	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
herre	господа	herre	господа	N;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
herre	володар	herre	володар	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
herre	майстер	herre	майстер	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
herre	магістр	herre	магістр	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
herre	вчителю	herre	вчитель	N;INDF;MASC+FEM;SG	N;ANIM;DAT;FEM;SG
drama	драма	drama	драма	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
stoppede	зупинено	stoppe	зупинути	V;IND;PST;FIN;ACT	V;PFV;IND;0;FIN
stoppede	зупинили	stoppe	зупинити	V;IND;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN
stoppede	зупинився	stoppe	зупинитися	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
ændring	поправка	ændring	поправка	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
ændring	зміна	ændring	зміна	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
undtagelse	виключення	undtagelse	виключення	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
guitarist	гітарист	guitarist	гітарист	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
medarbejdere	співробітників	medarbejder	співробітник	N;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
medarbejdere	працівників	medarbejder	працівник	N;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
medarbejdere	працівники	medarbejder	працівник	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
medarbejdere	службовців	medarbejder	службовець	N;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
tilføjet	додано	tilføje	додати	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
bay	губа	bay	губа	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
bay	затока	bay	затока	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
sur	злий	sur	злий	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
sur	агресивний	sur	агресивний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
sur	гірка	sur	гіркий	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
sur	божевільна	sur	божевільний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
sur	скажений	sur	скажений	ADJ;INDF;MASC+FEM;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
eng	лузі	eng	луг	N;INDF;MASC+FEM;SG	N;INAN;DAT;MASC;SG
kampvogne	танки	kampvogne	танка	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
kampvogne	танків	kampvogne	танок	N;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
hastighed	швидкість	hastighed	швидкість	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
hastighed	швидкість	hastighed	швидкість	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
udpeget	призначив	udpege	призначити	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
kommandoen	команда	kommando	команда	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
disciplin	дисципліна	disciplin	дисципліна	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
hoved	голова	hoved	голова	N;INDF;NEUT;SG	N;ANIM;NOM;FEM;SG
hoved	голівка	hoved	голівка	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
piger	дівчатка	pige	дівчатко	N;INDF;MASC+FEM;PL	N;ANIM;NOM;FEM;PL
piger	дівчата	pige	дівчина	N;INDF;MASC+FEM;PL	N;ANIM;NOM;FEM;PL
arabisk	арабська	arabisk	арабський	ADJ;INDF;SG	ADJ;NOM;FEM;SG
mødes	зустрічаються	mødes	зустрічатися	V;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
lokal	локальна	lokal	локальний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
lokal	локальний	lokal	локальний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
lokal	місцевий	lokal	місцевий	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
held	вдача	held	вдач	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
held	удача	held	удач	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
samtidigt	одночасно	samtidigt	одночасно	ADV	ADV
praktisk	практичне	praktisk	практичний	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
praktisk	практичний	praktisk	практичний	ADJ;INDF;SG	ADJ;NOM;MASC;SG
praktisk	практична	praktisk	практичний	ADJ;INDF;SG	ADJ;NOM;FEM;SG
praktisk	зручний	praktisk	зручний	ADJ;INDF;SG	ADJ;NOM;MASC;SG
praktisk	зручна	praktisk	зручний	ADJ;INDF;SG	ADJ;NOM;FEM;SG
praktisk	зручний	praktisk	зручний	ADJ;INDF;SG	ADJ;NOM;MASC;SG
kulturelle	культурні	kulturel	культурний	ADJ;PL	ADJ;NOM;PL
medlemmerne	учасники	medlem	учасник	N;DEF;NEUT;PL	N;ANIM;NOM;MASC;PL
medlemmerne	члени	medlem	член	N;DEF;NEUT;PL	N;ANIM;NOM;MASC;PL
musikere	музикантів	musiker	музикант	N;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
musikere	музиканти	musiker	музикант	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
town	містечко	town	містечко	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
town	місто	town	місто	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
stillinger	позиції	stilling	позиція	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
stillinger	позицій	stilling	позиція	N;INDF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
stillinger	пости	stilling	пост	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
stillinger	дописи	stilling	допис	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
tårn	вежа	tårn	вежа	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
tårn	башта	tårn	башта	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
tårn	тура	tårn	тур	N;INDF;NEUT;SG	N;ANIM;NOM;FEM;SG
godsejer	землевласник	godsej	землевласник	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
institutioner	закладів	institution	заклад	N;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
institutioner	установи	institution	установа	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
institutioner	інституції	institution	інституція	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
institutioner	установ	institution	установа	N;INDF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
brødre	браття	broder	браття	N;INDF;MASC+FEM;PL	N;ANIM;NOM;NEUT;PL
brødre	брати	broder	брат	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
brede	широкі	bred	широкий	ADJ;PL	ADJ;NOM;PL
forkortet	скоротити	forkorte	скоротити	V;INDF;SG;PST;V.PTCP	V;PFV;NFIN
flygtede	втік	flygte	втекти	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
flygtede	утік	flygte	утік	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
flygtede	втекла	flygte	втекти	V;IND;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
flygtede	втекли	flygte	втекти	V;IND;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN
flygtede	втік	flygte	втекти	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
flygtede	утік	flygte	утік	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
flygtede	втекли	flygte	втекти	V;IND;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN
flygtede	втекла	flygte	втекти	V;IND;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
funktioner	функції	funktion	функція	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
funktioner	особливості	funktion	особливість	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
funktioner	можливості	funktion	можливість	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
marked	ринок	marked	ринок	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
marked	ринку	marked	ринка	N;INDF;NEUT;SG	N;INAN;DAT;FEM;SG
part	вечірка	part	вечірка	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
part	партії	part	партія	N;INDF;MASC+FEM;SG	N;INAN;GEN;FEM;SG
part	партія	part	партія	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
holdning	розташування	holdning	розташування	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
holdning	позиція	holdning	позиція	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
holdning	положення	holdning	положення	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
holdning	ставлення	holdning	ставлення	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
holdning	стійка	holdning	стійка	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
briterne	британці	brit	британець	N;DEF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
ovenstående	вище	ovenstående	вище	ADV	ADV;CMPR
latinske	латинські	latinsk	латинський	ADJ;PL	ADJ;NOM;PL
søer	озер	søe	озер	N;INDF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
søer	озера	søe	озеро	N;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;PL
korrekt	точна	korrekt	точний	ADJ;INDF;SG	ADJ;NOM;FEM;SG
korrekt	правильна	korrekt	правильний	ADJ;INDF;SG	ADJ;NOM;FEM;SG
korrekt	правильний	korrekt	правильний	ADJ;INDF;SG	ADJ;NOM;MASC;SG
hovedkvarter	штаб	hovedkvarter	штаб	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
trafik	навантаження	trafik	навантаження	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
trafik	трафік	trafik	трафік	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
trafik	рух	trafik	рух	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
enke	вдова	enke	вдова	N;INDF;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
sager	випадках	sag	випадок	N;INDF;MASC+FEM;PL	N;INAN;ESS;MASC;PL
sager	випадки	sag	випадок	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
sager	випадків	sag	випадок	N;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
kyst	берега	kyst	берег	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
kyst	берег	kyst	берег	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
kyst	узбережжя	kyst	узбережжя	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
kyst	берег	kyst	берег	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
vinderen	переможець	vinder	переможець	N;DEF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
aften	вечір	aften	вечір	N;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
aften	ніч	aften	ніч	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
samle	зібрати	samle	зібрати	V;NFIN;ACT	V;PFV;NFIN
samle	збирати	samle	збирати	V;NFIN;ACT	V;IPFV;NFIN
breve	повідомлень	brev	повідомлення	N;INDF;NEUT;PL	N;INAN;GEN;NEUT;PL
breve	листи	brev	лист	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
breve	літер	brev	літер	N;INDF;NEUT;PL	N;INAN;GEN;FEM;PL
breve	літери	brev	літера	N;INDF;NEUT;PL	N;INAN;NOM;FEM;PL
invasion	вторгнення	invasion	вторгнення	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
airport	аеропорт	airport	аеропорт	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
såret	рана	sår	рана	N;DEF;NEUT;SG	N;INAN;NOM;FEM;SG
gratis	безкоштовно	gratis	безкоштовно	ADV	ADV
gratis	вільно	gratis	вільно	ADV	ADV
handlinger	дії	handling	дія	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
anderledes	різні	anderledes	різний	ADJ	ADJ;NOM;PL
anderledes	різних	anderledes	різний	ADJ	ADJ;ACC;PL
anderledes	відмінні	anderledes	відмінний	ADJ	ADJ;NOM;PL
baron	барон	baron	барон	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
blanding	змішування	blanding	змішування	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
blanding	мікс	blanding	мікс	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
blanding	суміш	blanding	суміш	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
blanding	суміш	blanding	суміш	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
blanding	змішування	blanding	змішування	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
blanding	змішування	blanding	змішування	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
rejst	вирушив	rejse	вирушити	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
rejst	подорожував	rejse	подорожувати	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
kvalitet	якість	kvalitet	якість	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
resulterede	призвела	resultere	призвести	V;IND;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
næppe	навряд	næppe	навряд	ADV	ADV
storm	шторм	storm	шторма	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
storm	буря	storm	буря	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
målet	призначення	mål	призначення	N;DEF;NEUT;SG	N;INAN;NOM;NEUT;SG
målet	ціль	mål	ціль	N;DEF;NEUT;SG	N;INAN;NOM;FEM;SG
stationer	станції	station	станція	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
skoven	лісі	skov	ліс	N;DEF;MASC+FEM;SG	N;INAN;DAT;MASC;SG
skoven	ліс	skov	ліс	N;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
slettet	вилучено	slette	вилучити	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
sent	пізно	sent	пізно	ADV	ADV
sent	запізно	sent	запізно	ADV	ADV
historiker	історик	historike	історик	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
udseende	вигляд	udseende	вигляд	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
tryk	преса	tryk	преса	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
tryk	тиск	tryk	тиск	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
tryk	друк	tryk	друк	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
tryk	кран	tryk	кран	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
skuespil	заступник	skuespil	заступник	N;INDF;NEUT;SG	N;ANIM;NOM;MASC;SG
alternativ	альтернатива	alternativ	альтернатива	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
alternativ	варіант	alternativ	варіант	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
samlinger	суглоби	samling	суглоб	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
samlinger	зустрічей	samling	зустріч	N;INDF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
samlinger	зустрічі	samling	зустріч	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
samlinger	збірок	samling	збірка	N;INDF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
samlinger	колекції	samling	колекція	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
samlinger	збірки	samling	збірка	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
udføre	виконують	udføre	виконувати	V;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
udføre	виконати	udføre	виконати	V;NFIN;ACT	V;PFV;NFIN
dna	днк	dna	днк	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
vælger	підбирає	vælge	підбирати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
vælger	вибрати	vælge	вибрати	V;IND;PRS;FIN;ACT	V;PFV;NFIN
vælger	обрати	vælge	обрати	V;IND;PRS;FIN;ACT	V;PFV;NFIN
vælger	вибирає	vælge	вибирати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
vælger	обирає	vælge	обирати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
skyld	провина	skyld	провина	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
skyld	вини	skyld	вина	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
kongelig	королівська	kongelig	королівський	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
kongelig	королівський	kongelig	королівський	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
kongelig	королівське	kongelig	королівський	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
ære	честь	ære	честь	N;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
ære	честь	ære	честь	N;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
ære	вшанування	ære	вшанування	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
ære	славу	ære	слава	N;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
ære	слава	ære	слава	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
normale	нормальні	normal	нормальний	ADJ;PL	ADJ;NOM;PL
søger	шукаємо	søge	шукати	V;IND;PRS;FIN;ACT	V;IPFV;IND;PL;1;PRS;FIN
søger	дивиться	søge	дивитися	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
søger	дивлюся	søge	дивитися	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN
søger	шукають	søge	шукати	V;IND;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
søger	шукати	søge	шукати	V;IND;PRS;FIN;ACT	V;IPFV;NFIN
sproget	мова	sprog	мова	N;DEF;NEUT;SG	N;INAN;NOM;FEM;SG
sproget	мову	sprog	мова	N;DEF;NEUT;SG	N;INAN;ACC;FEM;SG
admiral	адмірал	admiral	адмірал	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
fag	звернення	fag	звернення	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
tanker	думки	tanke	думка	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
markedet	ринок	marked	ринок	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
markedet	ринку	marked	ринка	N;DEF;NEUT;SG	N;INAN;DAT;FEM;SG
referencer	посилання	reference	посилання	N;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;PL
victor	переможцю	victor	переможець	N;INDF;MASC+FEM;SG	N;INAN;DAT;FEM;SG
indspillede	записано	indspille	записати	V;IND;PST;FIN;ACT	V;PFV;IND;0;FIN
indspillede	записав	indspille	записати	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
holdene	команди	holde	команда	N;DEF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
lake	озеро	lake	озеро	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
skud	постріл	skud	постріл	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
skud	постріл	skud	постріл	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
grunde	причини	grund	причина	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
grunde	дичини	grund	дичина	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
definition	визначення	definition	визначення	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
traktaten	договір	traktat	договір	N;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
traktaten	договору	traktat	договір	N;DEF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
trukket	намальовано	trække	намальовано	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
ombygget	відбудувати	ombygge	відбудувати	V;INDF;SG;PST;V.PTCP	V;IPFV;NFIN
ombygget	перетворено	ombygge	перетворити	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
ombygget	змінено	ombygge	змінити	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
forum	форум	forum	форум	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
gennemføre	реалізувати	gennemføre	реалізувати	V;NFIN;ACT	V;PFV;NFIN
introduceret	представила	introducere	представити	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
introduceret	познайомила	introducere	познайомити	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
introduceret	представив	introducere	представити	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
note	нота	note	нота	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
kritisk	критична	kritisk	критичний	ADJ;INDF;SG	ADJ;NOM;FEM;SG
kritisk	критичний	kritisk	критичний	ADJ;INDF;SG	ADJ;NOM;MASC;SG
fortalte	розповіла	fortælle	розповісти	V;IND;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
fortalte	розповіли	fortælle	розповісти	V;IND;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN
fortalte	казав	fortælle	казати	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN
regioner	регіони	region	регіон	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
regioner	регіонів	region	регіон	N;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
regioner	регіонах	region	регіон	N;INDF;MASC+FEM;PL	N;INAN;ESS;MASC;PL
regioner	областях	region	область	N;INDF;MASC+FEM;PL	N;INAN;ESS;FEM;PL
scenen	сцена	scene	сцена	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
scenen	стадія	scene	стадія	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
omvendt	зворотний	omvendt	зворотний	ADJ;INDF;SG	ADJ;NOM;MASC;SG
freden	миру	fred	мир	N;DEF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
freden	мир	fred	мир	N;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
bille	жук	bille	жук	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
ejendom	властивість	ejendom	властивість	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
ejendom	майна	ejendom	майна	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
ejendom	власність	ejendom	власність	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
ejendom	майно	ejendom	майно	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
drives	здійснюються	drive	здійснюватися	V;IND;PRS;FIN;PASS	V;IPFV;IND;PL;3;PRS;FIN
prøve	перевірити	prøve	перевірити	V;NFIN;ACT	V;PFV;NFIN
