was	бе	be	съм	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PST;FIN;ACT
sector	сектора	sector	сектор	N;SG	N;DEF;MASC;SG
sector	сектор	sector	сектор	N;SG	N;INDF;MASC;SG
agricultural	селскостопански	agricultural	селскостопански	ADJ	ADJ;INDF;MASC;SG
agricultural	селскостопанска	agricultural	селскостопански	ADJ	ADJ;INDF;FEM;SG
agricultural	земеделски	agricultural	земеделски	ADJ	ADJ;INDF;MASC;SG
orders	нареждания	order	нареждане	N;PL	N;INDF;NEUT;PL
orders	заповеди	order	заповедя	N;PL	N;INDF;MASC;PL
orders	поръчки	order	поръчка	N;PL	N;INDF;FEM;PL
corner	ъгъл	corner	ъгъл	N;SG	N;INDF;MASC;SG
corner	ъгъла	corner	ъгъл	N;SG	N;DEF;MASC;SG
subjects	субекти	subject	субект	N;PL	N;INDF;MASC;PL
subjects	поданици	subject	поданик	N;PL	N;INDF;MASC;PL
subjects	теми	subject	тема	N;PL	N;INDF;FEM;PL
subjects	обекти	subject	обект	N;PL	N;INDF;MASC;PL
temperature	температурата	temperature	температура	N;SG	N;DEF;FEM;SG
temperature	температура	temperature	температура	N;SG	N;INDF;FEM;SG
remember	запомни	remember	запомня	V;IMP;FIN	V;PFV;IMP;SG;2;FIN
remember	помни	remember	помня	V;IMP;FIN	V;IPFV;IMP;SG;2;FIN
values	ценности	value	ценност	N;PL	N;INDF;FEM;PL
values	стойности	value	стойност	N;PL	N;INDF;FEM;PL
spot	спот	spot	спот	N;SG	N;INDF;MASC;SG
spot	петно	spot	петно	N;SG	N;INDF;NEUT;SG
progress	прогрес	progress	прогрес	N;SG	N;INDF;MASC;SG
progress	напредък	progress	напредък	N;SG	N;INDF;MASC;SG
learn	научи	learn	науча-(се)	V;IMP;FIN	V;PFV;IMP;SG;2;FIN
learn	научете	learn	науча-(се)	V;IMP;FIN	V;PFV;IMP;PL;2;FIN
planet	планета	planet	планета	N;SG	N;INDF;FEM;SG
planet	планетата	planet	планета	N;SG	N;DEF;FEM;SG
occupied	заето	occupy	заема-(се)	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
usage	използване	usage	използване	N;SG	N;INDF;NEUT;SG
usage	употреба	usage	употреба	N;SG	N;INDF;FEM;SG
refused	отказа	refuse	откажа-(се)	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
refused	отказано	refuse	откажа-(се)	V;IND;PST;FIN	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
refused	отказан	refuse	откажа-(се)	V;IND;PST;FIN	V;PFV;INDF;MASC;SG;V.PTCP;PASS
truth	истина	truth	истина	N;SG	N;INDF;FEM;SG
truth	истината	truth	истина	N;SG	N;DEF;FEM;SG
sufficient	достатъчен	sufficient	достатъчен	ADJ	ADJ;INDF;MASC;SG
sufficient	достатъчни	sufficient	достатъчен	ADJ	ADJ;INDF;PL
sufficient	достатъчна	sufficient	достатъчен	ADJ	ADJ;INDF;FEM;SG
equal	равен	equal	равен	ADJ	ADJ;INDF;MASC;SG
equal	равни	equal	равен	ADJ	ADJ;INDF;PL
administrator	администратор	administrator	администратор	N;SG	N;INDF;MASC;SG
persons	лица	person	лице	N;PL	N;INDF;NEUT;PL
factory	фабрика	factory	фабрика	N;SG	N;INDF;FEM;SG
factory	завод	factory	завод	N;SG	N;INDF;MASC;SG
factory	фабриката	factory	фабрика	N;SG	N;DEF;FEM;SG
outstanding	изключителен	outstanding	изключителен	ADJ	ADJ;INDF;MASC;SG
outstanding	изключителна	outstanding	изключителен	ADJ	ADJ;INDF;FEM;SG
magazines	списанията	magazine	списание	N;PL	N;DEF;NEUT;PL
magazines	списания	magazine	списание	N;PL	N;INDF;NEUT;PL
flow	поток	flow	поток	N;SG	N;INDF;MASC;SG
attacked	атакуван	attack	атакувам	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
attacked	атакувани	attack	атакувам	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
shape	формата	shape	форма	N;SG	N;DEF;FEM;SG
shape	форма	shape	форма	N;SG	N;INDF;FEM;SG
creator	създател	creator	създател	N;SG	N;INDF;MASC;SG
requires	изисква	require	изисквам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
option	опция	option	опция	N;SG	N;INDF;FEM;SG
option	вариант	option	вариант	N;SG	N;INDF;MASC;SG
starts	започва	start	започвам-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
stands	стои	stand	стоя	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
establishment	учреждение	establishment	учреждение	N;SG	N;INDF;NEUT;SG
establishment	установяване	establishment	установяване	N;SG	N;INDF;NEUT;SG
selling	продаване	sell	продаване	N;SG	N;INDF;NEUT;SG
selling	продажба	sell	продажба	N;SG	N;INDF;FEM;SG
causes	каузи	cause	кауза	N;PL	N;INDF;FEM;PL
causes	причини	cause	причина	N;PL	N;INDF;FEM;PL
budget	бюджет	budget	бюджет	N;SG	N;INDF;MASC;SG
battles	сражения	battle	сражение	N;PL	N;INDF;NEUT;PL
battles	битки	battle	битка	N;PL	N;INDF;FEM;PL
battles	битките	battle	битка	N;PL	N;DEF;FEM;PL
sky	скай	sky	скай	N;SG	N;INDF;MASC;SG
sky	небе	sky	небе	N;SG	N;INDF;NEUT;SG
sky	небето	sky	небе	N;SG	N;DEF;NEUT;SG
legend	легендата	legend	легенда	N;SG	N;DEF;FEM;SG
legend	легенда	legend	легенда	N;SG	N;INDF;FEM;SG
arrested	арестувани	arrest	арестувам	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
arrested	арестувана	arrest	арестувам	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
arrested	арестуван	arrest	арестувам	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
forum	форум	forum	форум	N;SG	N;INDF;MASC;SG
strike	страйк	strike	страйк	N;SG	N;INDF;MASC;SG
strike	стачка	strike	стачка	N;SG	N;INDF;FEM;SG
injury	нараняване	injury	нараняване	N;SG	N;INDF;NEUT;SG
injury	контузия	injury	контузия	N;SG	N;INDF;FEM;SG
injury	травма	injury	травма	N;SG	N;INDF;FEM;SG
injury	вреда	injury	вреда	N;SG	N;INDF;FEM;SG
converted	превърнати	converted	превърна-(се)	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
converted	преобразуван	converted	преобразувам	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
violence	насилието	violence	насилие	N;SG	N;DEF;NEUT;SG
violence	насилие	violence	насилие	N;SG	N;INDF;NEUT;SG
significantly	значително	significantly	значително	ADV	ADV
statements	отчети	statement	отчета-(се)	N;PL	N;INDF;MASC;PL
statements	изявления	statement	изявление	N;PL	N;INDF;NEUT;PL
controlled	контролирана	control	контролирам	V;PST;V.PTCP	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
controlled	контролиран	control	контролирам	V;PST;V.PTCP	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
controlled	контролирани	control	контролирам	V;PST;V.PTCP	V;IPFV;INDF;PL;V.PTCP;PASS
controlled	контролирано	control	контролирам	V;PST;V.PTCP	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
translated	преведени	translate	преведа	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
papers	хартии	papers	хартия	N;PL	N;INDF;FEM;PL
papers	документи	papers	документ	N;PL	N;INDF;MASC;PL
papers	вестници	papers	вестник	N;PL	N;INDF;MASC;PL
detail	подробност	detail	подробност	N;SG	N;INDF;FEM;SG
detail	детайл	detail	детайл	N;SG	N;INDF;MASC;SG
chapel	капела	chapel	капел	N;SG	N;INDF;FEM;SG
chapel	параклис	chapel	параклис	N;SG	N;INDF;MASC;SG
chapel	параклиса	chapel	параклис	N;SG	N;INDF;FEM;SG
thousands	хиляди	thousand	хиляда	N;PL	N;INDF;FEM;PL
banks	банките	bank	банка	N;PL	N;DEF;FEM;PL
banks	банки	bank	банка	N;PL	N;INDF;FEM;PL
kings	царе	king	царе	N;PL	N;INDF;MASC;PL
kings	кралете	king	крал	N;PL	N;DEF;MASC;PL
kings	крале	king	крал	N;PL	N;INDF;MASC;PL
factor	фактор	factor	фактор	N;SG	N;INDF;MASC;SG
factor	коефициент	factor	коефициент	N;SG	N;INDF;MASC;SG
replace	замени	replace	заменя	V;IMP;FIN	V;PFV;IMP;SG;2;FIN
museums	музеите	museum	музей	N;PL	N;DEF;FEM;PL
museums	музеи	museum	музей	N;PL	N;INDF;MASC;PL
resistance	съпротива	resistance	съпротива	N;SG	N;INDF;FEM;SG
resistance	резистентност	resistance	резистентност	N;SG	N;INDF;FEM;SG
resistance	устойчивост	resistance	устойчивост	N;SG	N;INDF;FEM;SG
resistance	съпротивление	resistance	съпротивление	N;SG	N;INDF;NEUT;SG
junction	възел	junction	възел	N;SG	N;INDF;MASC;SG
junction	кръстовище	junction	кръстовище	N;SG	N;INDF;NEUT;SG
engines	двигатели	engines	двигател	N;PL	N;INDF;MASC;PL
contributed	допринесе	contribute	допринеса	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
contributed	допринесъл	contribute	допринесъл	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
device	устройство	device	устройство	N;SG	N;INDF;NEUT;SG
device	устройството	device	устройство	N;SG	N;DEF;NEUT;SG
profit	печалба	profit	печалба	N;SG	N;INDF;FEM;SG
dream	сън	dream	сън	N;SG	N;INDF;MASC;SG
dream	мечта	dream	мечта	N;SG	N;INDF;FEM;SG
enter	влезте	enter	вляза	V;IMP;FIN	V;PFV;IMP;PL;2;FIN
enter	въведете	enter	въведа	V;IMP;FIN	V;PFV;IMP;PL;2;FIN
twelve	дванадесет	twelve	дванадесет	NUM	NUM;INDF;PL
twelve	дванайсет	twelve	дванайсет	NUM	NUM;INDF;PL
universal	универсален	universal	универсален	ADJ	ADJ;INDF;MASC;SG
universal	универсална	universal	универсален	ADJ	ADJ;INDF;FEM;SG
universal	универсални	universal	универсален	ADJ	ADJ;INDF;PL
typical	типичен	typical	типичен	ADJ	ADJ;INDF;MASC;SG
typical	типична	typical	типичен	ADJ	ADJ;INDF;FEM;SG
typical	типични	typical	типичен	ADJ	ADJ;INDF;PL
seeing	виждайки	see	виждам-(се)	V;V.MSDR	V;IPFV;IMP;SG;2;FIN
skills	умения	skill	умение	N;PL	N;INDF;NEUT;PL
bought	купена	buy	купен	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
bought	купих	buy	купя	V;PST;V.PTCP	V;PFV;IND;SG;1;PST;FIN;ACT
bought	купил	buy	купя	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
bought	купен	buy	купен	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
passenger	пътник	passenger	пътник	N;SG	N;INDF;MASC;SG
passenger	пътника	passenger	пътник	N;SG	N;DEF;MASC;SG
funding	финансиране	funding	финансиране	N;SG	N;INDF;NEUT;SG
agriculture	земеделието	agriculture	земеделие	N;SG	N;DEF;NEUT;SG
agriculture	земеделие	agriculture	земеделие	N;SG	N;INDF;NEUT;SG
parent	родител	parent	родител	N;SG	N;INDF;MASC;SG
decades	десетилетия	decade	десетилетие	N;PL	N;INDF;NEUT;PL
signal	сигнал	signal	сигнал	N;SG	N;INDF;MASC;SG
reform	реформата	reform	реформа	N;SG	N;DEF;FEM;SG
reform	реформиране	reform	реформиране	N;SG	N;INDF;NEUT;SG
reform	реформа	reform	реформа	N;SG	N;INDF;FEM;SG
organisation	организация	organisation	организация	N;SG	N;INDF;FEM;SG
column	колона	column	колона	N;SG	N;INDF;FEM;SG
managers	мениджъри	manager	мениджър	N;PL	N;INDF;MASC;PL
managers	управители	manager	управител	N;PL	N;INDF;MASC;PL
indicate	посочете	indicate	посоча	V;IMP;FIN	V;PFV;IMP;PL;2;FIN
ukrainian	украински	ukrainian	украински	ADJ	ADJ;INDF;MASC;SG
gay	обратен	gay	обратя	ADJ	ADJ;INDF;MASC;SG
amateur	аматьор	amateur	аматьор	N;SG	N;INDF;MASC;SG
obviously	очевидно	obviously	очевидно	ADV	ADV
flora	флора	flora	флор	N;SG	N;INDF;FEM;SG
gene	ген	gene	генерал	N;SG	N;INDF;MASC;SG
gene	гена	gene	гена	N;SG	N;INDF;FEM;SG
soul	душа	soul	душа	N;SG	N;INDF;FEM;SG
soul	соул	soul	соул	N;SG	N;INDF;MASC;SG
soul	душата	soul	душа	N;SG	N;DEF;FEM;SG
discussions	обсъждания	discussion	обсъждане	N;PL	N;INDF;NEUT;PL
discussions	дискусии	discussion	дискусия	N;PL	N;INDF;FEM;PL
entrance	появяване	entrance	появяване	N;SG	N;INDF;NEUT;SG
entrance	вход	entrance	вход	N;SG	N;INDF;MASC;SG
path	пътека	path	пътека	N;SG	N;INDF;FEM;SG
path	път	path	път	N;SG	N;INDF;MASC;SG
nice	хубав	nice	хубав	ADJ	ADJ;INDF;MASC;SG
nice	хубава	nice	хубав	ADJ	ADJ;INDF;FEM;SG
string	връв	string	връв	N;SG	N;INDF;FEM;SG
string	низ	string	низ	N;SG	N;INDF;MASC;SG
string	струна	string	струна	N;SG	N;INDF;FEM;SG
influenced	повлиян	influence	повлиян-(се)	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
influenced	повлияни	influence	повлияя-(се)	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
abandoned	изоставени	abandon	изоставя	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
abandoned	изоставено	abandon	изоставя	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
abandoned	изоставен	abandon	изоставя	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
abandoned	изоставена	abandon	изоставя	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
humans	човеци	human	човек	N;PL	N;INDF;MASC;PL
humans	човеците	human	човек	N;PL	N;DEF;MASC;PL
pair	двойка	pair	двойка	N;SG	N;INDF;FEM;SG
pair	чифт	pair	чифт	N;SG	N;INDF;MASC;SG
flat	апартамент	flat	апартамент	N;SG	N;INDF;MASC;SG
flat	плоска	flat	плоска	N;SG	N;INDF;FEM;SG
sample	мостра	sample	мостра	N;SG	N;INDF;FEM;SG
sample	проба	sample	проба	N;SG	N;INDF;FEM;SG
sample	извадка	sample	извадка	N;SG	N;INDF;FEM;SG
banned	забранено	ban	забраня	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
banned	забранени	ban	забраня	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
banned	забранен	ban	забраня	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
banned	забранена	ban	забраня	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
visited	посетиха	visit	посетя	V;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;ACT
visited	посети	visit	посетя	V;PST;V.PTCP	V;PFV;IMP;SG;2;FIN
visited	посетих	visit	посетя	V;PST;V.PTCP	V;PFV;IND;SG;1;PST;FIN;ACT
attorney	адвокат	attorney	адвокат	N;SG	N;INDF;MASC;SG
arm	ръка	arm	ръка	N;SG	N;INDF;FEM;SG
mathematics	математика	mathematics	математика	N;SG	N;INDF;FEM;SG
canal	канал	canal	канал	N;SG	N;INDF;MASC;SG
charts	диаграми	chart	диаграма	N;PL	N;INDF;MASC;PL
thinking	мислене	thinking	мислене	N;SG	N;INDF;NEUT;SG
suggests	предполага	suggest	предполагам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
surname	фамилия	surname	фамилия	N;SG	N;INDF;FEM;SG
brain	мозък	brain	мозък	N;SG	N;INDF;MASC;SG
brain	мозъка	brain	мозък	N;SG	N;DEF;MASC;SG
blog	блог	blog	блог	N;SG	N;INDF;MASC;SG
authors	авторите	author	автор	N;PL	N;DEF;MASC;PL
authors	автори	author	автор	N;PL	N;INDF;MASC;PL
paintings	картини	painting	картина	N;PL	N;INDF;FEM;PL
paintings	картините	painting	картина	N;PL	N;DEF;FEM;PL
concerned	загрижен	concerned	загрижа-(се)	ADJ	ADJ;INDF;MASC;SG
recipients	получатели	recipient	получател	N;PL	N;INDF;MASC;PL
scholars	учени	scholar	учен	N;PL	N;INDF;MASC;PL
controversial	спорни	controversial	спорен	ADJ	ADJ;INDF;PL
controversial	спорна	controversial	спорен	ADJ	ADJ;INDF;FEM;SG
controversial	спорен	controversial	спорен	ADJ	ADJ;INDF;MASC;SG
controversy	спор	controversy	спор	N;SG	N;INDF;MASC;SG
expressed	изразена	express	изразя-(се)	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
expressed	изразено	express	изразя-(се)	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
expressed	изразен	express	изразя-(се)	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
expressed	изразени	express	изразя-(се)	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
bodies	телата	body	тяло	N;PL	N;DEF;NEUT;PL
bodies	тела	body	тяло	N;PL	N;INDF;NEUT;PL
bodies	трупове	body	труп	N;PL	N;INDF;MASC;PL
conservation	опазване	conservation	опазване	N;SG	N;INDF;NEUT;SG
maps	картите	map	карта	N;PL	N;DEF;FEM;PL
maps	карти	map	карта	N;PL	N;INDF;FEM;PL
arguments	доводи	argument	доводя	N;PL	N;INDF;MASC;PL
arguments	спорове	argument	спор	N;PL	N;INDF;MASC;PL
arguments	аргументи	argument	аргумент	N;PL	N;INDF;MASC;PL
chain	верига	chain	верига	N;SG	N;INDF;FEM;SG
chain	верижка	chain	верижка	N;SG	N;INDF;FEM;SG
chain	веригата	chain	верига	N;SG	N;DEF;FEM;SG
focused	фокусиран	focus	фокусирам	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
focused	фокусирана	focus	фокусирам	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
focused	съсредоточен	focus	съсредоточен	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
focused	съсредоточена	focus	съсредоточа	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
readers	читатели	reader	читател	N;PL	N;INDF;MASC;PL
readers	читателите	reader	читател	N;PL	N;DEF;MASC;PL
violation	нарушение	violation	нарушение	N;SG	N;INDF;NEUT;SG
offices	офиси	office	офис	N;PL	N;INDF;MASC;PL
offices	офисите	office	офис	N;PL	N;DEF;MASC;PL
wave	вълната	wave	вълна	N;SG	N;DEF;FEM;SG
wave	вълна	wave	вълна	N;SG	N;INDF;FEM;SG
circle	кръгче	circle	кръг	N;SG	N;INDF;NEUT;SG
circle	кръгът	circle	кръг	N;SG	N;DEF;MASC;SG
circle	окръжност	circle	окръжност	N;SG	N;INDF;FEM;SG
circle	кръговрат	circle	кръговрат	N;SG	N;INDF;MASC;SG
circle	кръг	circle	кръг	N;SG	N;INDF;MASC;SG
invasion	инвазия	invasion	инвазия	N;SG	N;INDF;FEM;SG
invasion	нашествие	invasion	нашествие	N;SG	N;INDF;NEUT;SG
invasion	нахлуване	invasion	нахлуване	N;SG	N;INDF;NEUT;SG
opportunity	възможност	opportunity	възможност	N;SG	N;INDF;FEM;SG
orthodox	православна	orthodox	православен	ADJ	ADJ;INDF;FEM;SG
voted	гласували	vote	гласувам	V;IND;PST;FIN	V;IPFV;INDF;PL;PST;V.PTCP;ACT
voted	гласуваха	vote	гласувам	V;IND;PST;FIN	V;IPFV;IND;PL;3;PST;FIN;ACT
formal	официален	formal	официален	ADJ	ADJ;INDF;MASC;SG
formal	официална	formal	официален	ADJ	ADJ;INDF;FEM;SG
describes	описва	describe	описвам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
seconds	секунди	seconds	секунда	N;PL	N;INDF;FEM;PL
cycle	цикъл	cycle	цикъл	N;SG	N;INDF;MASC;SG
cycle	цикъла	cycle	цикъл	N;SG	N;DEF;MASC;SG
doubt	съмнението	doubt	съмнение	N;SG	N;DEF;NEUT;SG
doubt	съмнение	doubt	съмнение	N;SG	N;INDF;NEUT;SG
walls	стени	wall	стена	N;PL	N;INDF;FEM;PL
walls	стените	wall	стена	N;PL	N;DEF;FEM;PL
productions	постановки	production	постановка	N;PL	N;INDF;FEM;PL
productions	продукции	production	продукция	N;PL	N;INDF;FEM;PL
occurs	настъпва	occur	настъпвам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
huge	огромен	huge	огромен	ADJ	ADJ;INDF;MASC;SG
huge	огромна	huge	огромен	ADJ	ADJ;INDF;FEM;SG
huge	огромни	huge	огромен	ADJ	ADJ;INDF;PL
drawn	привлечени	draw	привлека	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
diocese	епархия	diocese	епархия	N;SG	N;INDF;FEM;SG
tank	резервоар	tank	резервоар	N;SG	N;INDF;MASC;SG
tank	танк	tank	танк	N;SG	N;INDF;MASC;SG
tank	цистерна	tank	цистерна	N;SG	N;INDF;FEM;SG
advice	съвет	advice	съвет	N;SG	N;INDF;MASC;SG
generated	генерирани	generate	генерирам	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
lawyer	адвокатка	lawyer	адвокатка	N;SG	N;INDF;FEM;SG
lawyer	адвокат	lawyer	адвокат	N;SG	N;INDF;MASC;SG
lawyer	юрист	lawyer	юрист	N;SG	N;INDF;MASC;SG
index	индекс	index	индекс	N;SG	N;INDF;MASC;SG
index	показател	index	показател	N;SG	N;INDF;MASC;SG
saints	светците	saint	светец	N;PL	N;DEF;MASC;PL
saints	светци	saint	светц	N;PL	N;INDF;MASC;PL
saints	светии	saint	светия	N;PL	N;INDF;FEM;PL
runner	бегач	runner	бегач	N;SG	N;INDF;MASC;SG
crisis	кризата	crisis	криза	N;SG	N;DEF;FEM;SG
crisis	криза	crisis	криза	N;SG	N;INDF;FEM;SG
cinema	киното	cinema	кино	N;SG	N;DEF;NEUT;SG
cinema	кино	cinema	кино	N;SG	N;INDF;NEUT;SG
reaction	реакция	reaction	реакция	N;SG	N;INDF;FEM;SG
medals	медали	medal	медал	N;PL	N;INDF;MASC;PL
medals	медалите	medal	медал	N;PL	N;DEF;MASC;PL
documents	документите	document	документ	N;PL	N;DEF;MASC;PL
documents	документи	document	документ	N;PL	N;INDF;MASC;PL
reader	четец	reader	четец	N;SG	N;INDF;MASC;SG
reader	читател	reader	читател	N;SG	N;INDF;MASC;SG
archives	архиви	archive	архив	N;PL	N;INDF;MASC;PL
voting	гласуването	voting	гласуване	N;SG	N;DEF;NEUT;SG
voting	гласуване	voting	гласуване	N;SG	N;INDF;NEUT;SG
bear	мечок	bear	мечок	N;SG	N;INDF;MASC;SG
bear	беър	bear	беър	N;SG	N;INDF;MASC;SG
bear	мече	bear	аз	N;SG	N;INDF;NEUT;SG
bear	мечо	bear	мечо	N;SG	N;INDF;MASC;SG
bear	мечка	bear	мечка	N;SG	N;INDF;FEM;SG
perfect	перфектна	perfect	перфектен	ADJ	ADJ;INDF;FEM;SG
perfect	перфектен	perfect	перфектен	ADJ	ADJ;INDF;MASC;SG
perfect	съвършен	perfect	съвършен	ADJ	ADJ;INDF;MASC;SG
restored	възстановено	restore	възстановя-(се)	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
restored	възстановен	restore	възстановя-(се)	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
restored	възстановени	restore	възстановя-(се)	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
restored	възстановена	restore	възстановя-(се)	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
pan	пан	pan	пан	N;SG	N;INDF;MASC;SG
pan	тиган	pan	тиган	N;SG	N;INDF;MASC;SG
commune	комуна	commune	комуна	N;SG	N;INDF;FEM;SG
fantasy	фантазия	fantasy	фантазия	N;SG	N;INDF;FEM;SG
fantasy	фантазията	fantasy	фантазия	N;SG	N;DEF;FEM;SG
duty	мито	duty	мито	N;SG	N;INDF;NEUT;SG
duty	дълг	duty	дълг	N;SG	N;INDF;MASC;SG
duty	задължение	duty	задължение	N;SG	N;INDF;NEUT;SG
chair	стол	chair	стол	N;SG	N;INDF;MASC;SG
chair	столче	chair	столче	N;SG	N;INDF;NEUT;SG
chair	столът	chair	стол	N;SG	N;DEF;MASC;SG
scenes	сцените	scene	сцена	N;PL	N;DEF;FEM;PL
scenes	сцени	scene	сцена	N;PL	N;INDF;FEM;PL
streets	улиците	street	улица	N;PL	N;DEF;FEM;PL
streets	улици	street	улица	N;PL	N;INDF;FEM;PL
extension	продължение	extension	продължение	N;SG	N;INDF;NEUT;SG
extension	удължаване	extension	удължаване	N;SG	N;INDF;NEUT;SG
extension	разширение	extension	разширение	N;SG	N;INDF;NEUT;SG
parliamentary	парламентарна	parliamentary	парламентарен	ADJ	ADJ;INDF;FEM;SG
parliamentary	парламентарни	parliamentary	парламентарен	ADJ	ADJ;INDF;PL
shooting	стрелба	shooting	стрелба	N;SG	N;INDF;FEM;SG
ready	готови	ready	готов	ADJ	ADJ;INDF;PL
pick	избери	pick	изберя	V;IMP;FIN	V;PFV;IMP;SG;2;FIN
songwriter	текстописец	songwriter	текстописец	N;SG	N;INDF;MASC;SG
dictionary	речник	dictionary	речник	N;SG	N;INDF;MASC;SG
composition	състав	composition	състав	N;SG	N;INDF;MASC;SG
composition	композиция	composition	композиция	N;SG	N;INDF;FEM;SG
salt	солта	salt	сол	N;SG	N;DEF;FEM;SG
salt	сол	salt	сол	N;SG	N;INDF;FEM;SG
bot	бот	bot	бот	N;SG	N;INDF;MASC;SG
successfully	успешно	successfully	успешно	ADV	ADV
benefit	полза	benefit	полза	N;SG	N;INDF;FEM;SG
lands	земи	land	земя	N;PL	N;INDF;FEM;PL
interests	интереси	interest	интерес	N;PL	N;INDF;MASC;PL
scheduled	насрочено	schedule	насроча	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
scheduled	планирано	schedule	планирам	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
teachers	преподаватели	teacher	преподавател	N;PL	N;INDF;MASC;PL
teachers	учителите	teacher	учител	N;PL	N;DEF;MASC;PL
teachers	учители	teacher	учител	N;PL	N;INDF;MASC;PL
closing	затваряне	closing	затваряне	N;SG	N;INDF;NEUT;SG
closing	закриване	closing	закриване	N;SG	N;INDF;NEUT;SG
advertising	реклама	advertising	реклама	N;SG	N;INDF;FEM;SG
contribution	вноска	contribution	вноска	N;SG	N;INDF;FEM;SG
contribution	принос	contribution	принос	N;SG	N;INDF;MASC;SG
retirement	пенсиониране	retirement	пенсиониране	N;SG	N;INDF;NEUT;SG
scientists	учени	scientist	учен	N;PL	N;INDF;MASC;PL
dam	язовир	dam	язовир	N;SG	N;INDF;MASC;SG
blocks	блокове	block	блок	N;PL	N;INDF;MASC;PL
blocks	блокчета	block	блокче	N;PL	N;INDF;NEUT;PL
techniques	техники	technique	техника	N;PL	N;INDF;FEM;PL
anniversary	юбилей	anniversary	юбилей	N;SG	N;INDF;MASC;SG
anniversary	годишнина	anniversary	годишнина	N;SG	N;INDF;FEM;SG
anniversary	годишнината	anniversary	годишнина	N;SG	N;DEF;FEM;SG
