mdr	mdr	mdr	mdr		
schreibe	pisać	schreibe	pisać	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN;ACT
schreibe	napisać	schreibe	napisać	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
schreibe	pisać	schreibe	pisać	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN;ACT
angemessen	odpowiednia	angemessen	odpowiedni	ADJ	ADJ;NOM;FEM;SG
angemessen	odpowiedni	angemessen	odpowiedni	ADJ	ADJ;NOM;MASC;SG
angemessen	stosowne	angemessen	stosowny	ADJ	ADJ;NOM;NEUT;SG
angemessen	właściwe	angemessen	właściwy	ADJ	ADJ;NOM;NEUT;SG
angemessen	odpowiednia	angemessen	odpowiedni	ADJ	ADJ;NOM;FEM;SG
angemessen	adekwatne	angemessen	adekwatny	ADJ	ADJ;NOM;NEUT;SG
angemessen	uzasadnione	angemessen	uzasadniony	ADJ	ADJ;NOM;NEUT;SG
angemessen	rozsądne	angemessen	rozsądny	ADJ	ADJ;NOM;NEUT;SG
angemessen	rozsądny	angemessen	rozsądny	ADJ	ADJ;NOM;MASC;SG
angemessen	rozsądna	angemessen	rozsądny	ADJ	ADJ;NOM;FEM;SG
angeben	wskazywać	angeben	wskazywać	V;V.PTCP	V;IPFV;NFIN;ACT
angeben	wskazać	angeben	wskazać	V;V.PTCP	V;PFV;NFIN;ACT
angeben	wskazują	angeben	wskazywać	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;ACT
angeben	określić	angeben	określić	V;V.PTCP	V;PFV;NFIN;ACT
industriellen	przemysłowych	industriell	przemysłowy	ADJ;PL	ADJ;GEN;MASC;PL
umwandlung	przekształcenie	umwandlung	przekształcenie	N;SG	N;NOM;NEUT;SG
umwandlung	przemiana	umwandlung	przemiać	N;SG	N;NOM;FEM;SG
umwandlung	przemiana	umwandlung	przemiać	N;SG	N;NOM;FEM;SG
umwandlung	przemiany	umwandlung	przemiać	N;SG	N;ACC;FEM;SG
umwandlung	transformacji	umwandlung	transformacja	N;SG	N;GEN;FEM;SG
umwandlung	transformacja	umwandlung	transformacja	N;SG	N;NOM;FEM;SG
umwandlung	przekształcenie	umwandlung	przekształcenie	N;SG	N;NOM;NEUT;SG
umwandlung	przemiana	umwandlung	przemiać	N;SG	N;NOM;FEM;SG
umwandlung	transformacja	umwandlung	transformacja	N;SG	N;NOM;FEM;SG
ansiedlung	ugoda	ansiedlung	ugoda	N;SG	N;NOM;FEM;SG
ansiedlung	rozliczenie	ansiedlung	rozliczyć	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ansiedlung	osada	ansiedlung	osada	N;SG	N;NOM;FEM;SG
ansiedlung	rozrachunku	ansiedlung	rozrachunek	N;SG	N;GEN;MASC;SG
gestiftet	przekazał	stiften	przekazać	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
bezahlt	zapłacił	bezahlen	zapłacić	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
bezahlt	płacą	bezahlen	płaca	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;ACT
bezahlt	opłaca	bezahlen	opłacać	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
bezahlt	płaci	bezahlen	płacić	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
bezahlt	zapłacił	bezahlen	zapłacić	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
imo	imo	imo	imo		
käfer	bug	käfer	bug		
hinterlassen	zostaw	hinterlassen	zostawić	V;V.PTCP	V;PFV;IMP;SG;2;FIN;ACT
laien	laika	laien	laika		
dekan	dziekan	dekan	dziekany	N	N;NOM;MASC;SG
ausgeliefert	dostarczono	ausliefern	dostarczyć	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
ausgeliefert	wysłano	ausliefern	wysłać	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
konzepte	koncepcje	konzepn	koncepcja	N;NOM;PL	N;NOM;FEM;PL
ganzes	cały	ganz	cały	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
ganzes	cała	ganz	cały	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ndr	ndr	ndr	ndr		
beibehalten	zachowaj	beibehalten	zachować	V;V.PTCP	V;PFV;IMP;SG;2;FIN;ACT
beibehalten	utrzymać	beibehalten	utrzymać	V;V.PTCP	V;PFV;NFIN;ACT
beibehalten	utrzymywać	beibehalten	utrzymywać	V;V.PTCP	V;IPFV;NFIN;ACT
österreicher	austriackie	österreicher	austriacki	ADJ	ADJ;NOM;NEUT;SG
stürzte	rozbił	stürzen	rozbić	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
stürzte	upadł	stürzen	upaść	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
urheberrecht	autorskie	urheberrecht	autorski	ADJ	ADJ;NOM;NEUT;SG
kannte	wiedział	kennen	wiedzieć	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
mund	mouth	mund	mouth		
löst	rozwiązuje	lösen	rozwiązywać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
soziales	społeczna	sozial	społeczny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
soziales	towarzyskie	sozial	towarzyski	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
soziales	społeczne	sozial	społeczny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
soziales	socjalna	sozial	socjalny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
soziales	społeczny	sozial	społeczny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
xiv	xiv	xiv	xiv		
sklaven	niewolnicy	sklaven	niewolnik	N;PL	N;NOM;MASC;PL
sklaven	niewolników	sklaven	niewolnik	N;PL	N;ACC;MASC;PL
sklaven	niewolnicy	sklaven	niewolnik	N;PL	N;NOM;MASC;PL
weinbau	winnic	weinbau	winnica		
weinbau	wina	weinbau	wino		
fair	sprawiedliwy	fair	sprawiedliwy	ADJ	ADJ;NOM;MASC;SG
aussieht	wygląda	aussehen	wyglądać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
erwerben	nabyć	erwerben	nabyć	V;NFIN	V;PFV;NFIN;ACT
reagieren	reagować	reagieren	reagować	V;NFIN	V;IPFV;NFIN;ACT
reagieren	zareagować	reagieren	zareagować	V;NFIN	V;PFV;NFIN;ACT
bedingung	warunkowo	bedingung	warunkowo		
entsprechender	odpowiadający	entsprechend	odpowiadać	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
entsprechender	odpowiadające	entsprechend	odpowiadać	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
entsprechender	odpowiadających	entsprechend	odpowiadać	ADJ	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
entsprechender	odpowiadająca	entsprechend	odpowiadać	ADJ	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT
ethik	etyki	ethik	etyk		
britisch	brytyjskie	britisch	brytyjski	ADJ	ADJ;NOM;NEUT;SG
britisch	brytyjska	britisch	brytyjski	ADJ	ADJ;NOM;FEM;SG
britisch	brytyjski	britisch	brytyjski	ADJ	ADJ;NOM;MASC;SG
entdecken	wykrywa	entdecken	wykrywać	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
entdecken	wykryć	entdecken	wykryć	V;NFIN	V;PFV;NFIN;ACT
entdecken	odkryć	entdecken	odkryć	V;NFIN	V;PFV;NFIN;ACT
gestapo	gestapo	gestapo	gestapo		
auffällig	krzykliwy	auffällig	krzykliwy	ADJ	ADJ;NOM;MASC;SG
auffällig	zauważalne	auffällig	zauważalny	ADJ	ADJ;NOM;NEUT;SG
auffällig	uderzające	auffällig	uderzać	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
verlinkung	łączące	verlinkung	łączyć	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
wortes	słowo	wort	słowo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
verbesserungen	poprawa	verberseringen	poprawa	V	V;IPFV;IND;SG;PRS;FIN;ACT
verbesserungen	poprawa	verberseringen	poprawa	V	V;IPFV;IND;SG;PRS;FIN;ACT
modellen	wzory	modell	wzór	N;PL	N;NOM;MASC;PL
modellen	modeli	modell	model	N;PL	N;GEN;MASC;PL
modellen	modele	modell	model	N;PL	N;NOM;MASC;PL
gedenken	upamiętnić	gedenken	upamiętnić	V;NFIN	V;PFV;NFIN;ACT
gesendet	wysłano	senden	wysłać	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
gesendet	opublikowano	senden	opublikować	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
gesendet	opublikował	senden	opublikować	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
zypern	łotwa	zypern	łotwy		
zypern	zimbabwe	zypern	zimbabwy		
zypern	malty	zypern	malt		
anleitung	przewodnictwo	anleitung	przewodnictwo	N;NOM;FEM;SG	N;NOM;NEUT;SG
anleitung	instrukcja	anleitung	instrukcja	N;NOM;FEM;SG	N;NOM;FEM;SG
anleitung	instrukcja	anleitung	instrukcja	N;NOM;FEM;SG	N;NOM;FEM;SG
anleitung	tutorial	anleitung	tutorial	N;NOM;FEM;SG	N;NOM;MASC;SG
anleitung	instrukcja	anleitung	instrukcja	N;NOM;FEM;SG	N;NOM;FEM;SG
türme	wieże	türm	wieża	N;NOM;PL	N;NOM;MASC;PL
hut	czapka	hun	czapki	N;SG	N;NOM;FEM;SG
hut	kapelusz	hun	kapelusz	N;SG	N;NOM;MASC;SG
abgeschafft	zniosła	abschaffen	znieść	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
abgeschafft	zniósł	abschaffen	znieść	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
kommerziellen	komercyjny	kommerziell	komercyjny	ADJ	ADJ;NOM;MASC;SG
kommerziellen	komercyjne	kommerziell	komercyjny	ADJ	ADJ;NOM;NEUT;SG
bestände	akcje	beständen	akcja	N;NOM	N;NOM;FEM;PL
bestände	zapasy	beständen	zapas	N;NOM	N;NOM;MASC;PL
bestände	spis	beständen	spis	N;NOM	N;NOM;MASC;SG
weswegen	dlaczego	weswegen	dlaczego	ADV	ADV
bug	bug	bugen	bug		
meilen	mile	meilen	mile		
meilen	mila	meilen	mila		
meilen	miles	meilen	miles		
meilen	mile	meilen	mile		
meilen	mil	meilen	milć		
ermitteln	zbadać	ermitteln	zbadać	V;NFIN	V;PFV;NFIN;ACT
ermitteln	wykrywa	ermitteln	wykrywać	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
ermitteln	wykryć	ermitteln	wykryć	V;NFIN	V;PFV;NFIN;ACT
ermitteln	zidentyfikować	ermitteln	zidentyfikować	V;NFIN	V;PFV;NFIN;ACT
freizeit	sport	freizeit	sport		
motorrad	motor	motorrad	motor		
motorrad	motor	motorrad	motor		
motorrad	motor	motorrad	motor		
aktueller	bieżące	aktuell	bieżący	ADJ	ADJ;NOM;NEUT;SG
aktueller	aktualne	aktuell	aktualny	ADJ	ADJ;NOM;NEUT;SG
aktueller	bieżący	aktuell	bieżący	ADJ	ADJ;NOM;MASC;SG
aktueller	aktualny	aktuell	aktualny	ADJ	ADJ;NOM;MASC;SG
wellen	fal	wellen	fala		
landete	wylądował	landen	wylądować	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
klassiker	klasycznego	klassik	klasyczny	ADJ	ADJ;ACC;MASC;SG
klassiker	klasyczna	klassik	klasyczny	ADJ	ADJ;NOM;FEM;SG
klassiker	klasyczny	klassik	klasyczny	ADJ	ADJ;NOM;MASC;SG
klassiker	klasyczne	klassik	klasyczny	ADJ	ADJ;NOM;NEUT;SG
klassiker	klasyczny	klassik	klasyczny	ADJ	ADJ;NOM;MASC;SG
klassiker	klasyczne	klassik	klasyczny	ADJ	ADJ;NOM;NEUT;SG
erfordert	zobowiązuje	erfordern	zobowiązywać	V;SG;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
erfordert	wymaga	erfordern	wymagać	V;SG;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
brot	loaf	broten	loaf		
xiii	xiii	xiii	xiii		
lehren	naucz	lehren	naucz	V;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
lehren	ucz	lehren	uczyć	V;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
äußersten	oddalonych	äußer	oddalić	ADJ	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
ostseite	wschodnie	ostseite	wschodni	ADJ	ADJ;NOM;NEUT;SG
ostseite	wschodni	ostseite	wschodni	ADJ	ADJ;NOM;MASC;SG
ostseite	wschodnia	ostseite	wschodnia	ADJ	ADJ;NOM;FEM;SG
höfe	dziedzińce	hofen	dziedzinka	N;NOM;PL	N;NOM;MASC;PL
höfe	sądy	hofen	sąd	N;NOM;PL	N;NOM;MASC;PL
beethoven	beethoven	beethoven	beethoven		
beethoven	beethovena	beethoven	beethoven		
ungarisch	węgierskiej	ungarisch	węgierski	ADJ	ADJ;GEN;FEM;SG
ungarisch	węgierskie	ungarisch	węgierski	ADJ	ADJ;NOM;NEUT;SG
ungarisch	węgierski	ungarisch	węgierski	ADJ	ADJ;NOM;MASC;SG
ungarisch	węgierska	ungarisch	węgierski	ADJ	ADJ;NOM;FEM;SG
rgb	rgb	rgb	rgba		
tool	narzędzie	tool	narzęd	N;NOM;NEUT;SG	N;NOM;NEUT;SG
glatt	gładkie	glatt	gładki	ADJ	ADJ;NOM;NEUT;SG
glatt	gładka	glatt	gładka	ADJ	ADJ;NOM;FEM;SG
glatt	sprawne	glatt	sprawny	ADJ	ADJ;NOM;NEUT;SG
beauftragte	przekazać	beauftragen	przekazać	V;IND;SG;3;PST;FIN	V;PFV;NFIN;ACT
erwerb	nabycia	erwerben	nabyć	N	N;PFV;GEN;NEUT;SG;POS;V.MSDR
erwerb	przejęcia	erwerben	przejąć	N	N;NOM;NEUT;SG
erwerb	nabywanie	erwerben	nabywać	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
erwerb	nabycie	erwerben	nabyta	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
erwerb	przejęć	erwerben	przejęć	N	N;GEN;NEUT;PL
erwerb	zakup	erwerben	zakup	N	N;NOM;MASC;SG
erwerb	zakupu	erwerben	zakup	N	N;GEN;MASC;SG
erwerb	kupno	erwerben	kupno	N	N;NOM;NEUT;SG
erwerb	pozyskanie	erwerben	pozyskać	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
erwerb	przejęcie	erwerben	przejąć	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
erwerb	nabywanie	erwerben	nabywać	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
erwerb	nabycie	erwerben	nabyta	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
erwerb	pozyskiwanie	erwerben	pozyskiwać	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
erwerb	nabycia	erwerben	nabyć	N	N;PFV;GEN;NEUT;SG;POS;V.MSDR
niedriger	niższy	niedrig	nisszyć	ADJ	ADJ;NOM;CMPR;MASC;SG
niedriger	niższa	niedrig	nissza	ADJ	ADJ;NOM;CMPR;FEM;SG
portugiesischer	portugalski	portugiesisch	portugalski	ADJ	ADJ;NOM;MASC;SG
portugiesischer	portugalska	portugiesisch	portugalski	ADJ	ADJ;NOM;FEM;SG
portugiesischer	portugalskie	portugiesisch	portugalski	ADJ	ADJ;NOM;NEUT;SG
portugiesischer	portugalskim	portugiesisch	portugalski	ADJ	ADJ;INS;MASC;SG
anime	anime	anime	anima		
bittet	zaprasza	bitten	zapraszać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
bittet	pyta	bitten	pytać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
bittet	prosi	bitten	prosić	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
bittet	błagać	bitten	błagać	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN;ACT
apostolischen	apostolski	apostolisch	apostolski	ADJ;MASC;SG	ADJ;NOM;MASC;SG
erlauben	umożliwić	erlauben	umożliwić	V;NFIN	V;PFV;NFIN;ACT
erlauben	włącz	erlauben	włączyć	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
erlauben	umożliwić	erlauben	umożliwić	V;NFIN	V;PFV;NFIN;ACT
porträts	portret	porträts	portret		
opern	opera	opern	opera		
opern	opery	opern	opera		
opern	operze	opern	operz		
opern	opery	opern	opera		
tschechisch	czeski	tschechisch	czeski	ADJ	ADJ;NOM;MASC;SG
tschechisch	czeskiej	tschechisch	czeski	ADJ	ADJ;GEN;FEM;SG
tschechisch	czeskie	tschechisch	czeski	ADJ	ADJ;NOM;NEUT;SG
tschechisch	czeska	tschechisch	czeski	ADJ	ADJ;NOM;FEM;SG
zugewiesen	przypisano	zuweisen	przypisać	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
zugewiesen	przypisano	zuweisen	przypisać	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
grundlegend	fundamentalne	grundlegend	fundamentalny	ADJ	ADJ;NOM;NEUT;SG
grundlegend	podstawowych	grundlegend	podstawowy	ADJ	ADJ;GEN;MASC;PL
grundlegend	zasadnicza	grundlegend	zasadniczy	ADJ	ADJ;NOM;FEM;SG
komitee	comité	komit	comit		
hirsch	jelenia	hirsch	jeleń		
hirsch	jelenia	hirsch	jeleń		
verwechseln	myląc	verwechseln	mylić	V;NFIN	V;IPFV;PRS;V.CVB;ACT
verwechseln	mylić	verwechseln	mylić	V;NFIN	V;IPFV;NFIN;ACT
verschieden	inna	verschieden	inny	ADJ	ADJ;NOM;FEM;SG
verschieden	różne	verschieden	różny	ADJ	ADJ;NOM;NEUT;SG
verschieden	inny	verschieden	inny	ADJ	ADJ;NOM;MASC;SG
verschieden	różnych	verschieden	różny	ADJ	ADJ;GEN;MASC;PL
verschieden	zróżnicowane	verschieden	zróżnicować	ADJ	ADJ;NOM;NEUT;SG
verschieden	różnych	verschieden	różny	ADJ	ADJ;GEN;MASC;PL
verschieden	różne	verschieden	różny	ADJ	ADJ;NOM;NEUT;SG
verschieden	zróżnicowane	verschieden	zróżnicować	ADJ	ADJ;NOM;NEUT;SG
krieger	krieger	krieg	krieger		
umstände	okoliczności	umstehen	okoliczność	N	N;ACC;FEM;PL
umstände	okoliczność	umstehen	okoliczność	N	N;NOM;FEM;SG
umstände	okoliczności	umstehen	okoliczność	N	N;ACC;FEM;PL
systematisch	systematyczny	systematisch	systematyczny	ADJ	ADJ;NOM;MASC;SG
systematisch	systematyczne	systematisch	systematyczny	ADJ	ADJ;NOM;NEUT;SG
gesetzlichen	ustawowe	gesetzlich	ustawowy	ADJ	ADJ;NOM;NEUT;SG
delta	delta	delta	delt		
durchführen	wykonać	durchfahren|durchführen	wykonać	V;NFIN	V;PFV;NFIN;ACT
stichwort	kluczowe	stechworen	kluczowy	ADJ	ADJ;NOM;NEUT;SG
erwünscht	pożądanego	erwünscht	pożądać	ADJ	ADJ;ACC;MASC;SG
erwünscht	pożądany	erwünscht	pożądać	ADJ	ADJ;NOM;MASC;SG
erwünscht	pożądane	erwünscht	pożądać	ADJ	ADJ;NOM;NEUT;SG
erwünscht	pożądane	erwünscht	pożądać	ADJ	ADJ;NOM;NEUT;SG
erwünscht	pożądany	erwünscht	pożądać	ADJ	ADJ;NOM;MASC;SG
erwünscht	poszukiwana	erwünscht	poszukiwać	ADJ	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
erwünscht	poszukiwany	erwünscht	poszukiwać	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
erwünscht	poszukiwani	erwünscht	poszukiwać	ADJ	ADJ;IPFV;NOM;MASC;PL;POS;V.PTCP;PASS
aluminium	aluminiowe	aluminium	aluminiowy	ADJ	ADJ;NOM;NEUT;SG
aluminium	aluminiowe	aluminium	aluminiowy	ADJ	ADJ;NOM;NEUT;SG
erstellte	stworzył	erstellt	stworzyć	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
rasse	race	rassen	raka		
zähne	ząb	zähnen	ząb	N;NOM;SG	N;NOM;MASC;SG
gültig	ważny	gültig	ważny	ADJ	ADJ;NOM;MASC;SG
gültig	ważne	gültig	ważny	ADJ	ADJ;NOM;NEUT;SG
gültig	poprawny	gültig	poprawny	ADJ	ADJ;NOM;MASC;SG
gültig	ważna	gültig	ważny	ADJ	ADJ;NOM;FEM;SG
umgehen	ominąć	umgehen	ominąć	V;NFIN	V;PFV;NFIN;ACT
symbole	symboli	symbol	symbolia		
symbole	ikon	symbol	ikona		
germanischen	germańskie	germanisch	germański	ADJ	ADJ;NOM;NEUT;SG
abbruch	aborcja	abbruch	aborcja	N;SG	N;NOM;FEM;SG
abbruch	aborcji	abbruch	aborcja	N;SG	N;GEN;FEM;SG
spannungen	podkreśla	spannungen	podkreślać	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
bricht	łamie	brechen	łamać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
bricht	pęka	brechen	pękać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
verarbeitung	przetwarzanie	verarbeitung	przetwarzać	N;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
verarbeitung	przetwórstwo	verarbeitung	przetwórstwo	N;NOM;FEM;SG	N;NOM;NEUT;SG
sechste	szósta	sechst	szósty	ADJ;NOM	ADJ;NOM;FEM;SG
sechste	szósty	sechst	szósty	ADJ;NOM	ADJ;NOM;MASC;SG
empfohlen	zasugerował	empfehlen	zasugerować	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
vernichtet	zniszczyć	vernichten	zniszczyć	V;V.PTCP	V;PFV;NFIN;ACT
frühling	wiosenny	frühling	wiosenny	ADJ	ADJ;NOM;MASC;SG
romanischen	romańskie	romanisch	romański	ADJ	ADJ;NOM;NEUT;SG
akzeptieren	zaakceptować	akzeptieren	zaakceptować	V;NFIN	V;PFV;NFIN;ACT
akzeptieren	akceptuje	akzeptieren	akceptować	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
akzeptieren	akceptuję	akzeptieren	akceptować	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
akzeptieren	przyjmij	akzeptieren	przyjmie	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
gräber	graves	grab	graves		
renovierung	remont	renovierung	remont	N;NOM;FEM;SG	N;NOM;MASC;SG
renovierung	remont	renovierung	remont	N;NOM;FEM;SG	N;NOM;MASC;SG
übersehen	przeoczyć	übersehen	przeoczyć	V;V.PTCP	V;PFV;NFIN;ACT
wäldern	woods	wäldern	woods		
gleichung	równanie	gleichung	równać	N;SG	N;NOM;NEUT;SG
sockel	cap	sockel	cap		
sockel	socket	sockel	socket		
sockel	lga	sockel	lgać		
mögen	lubi	mögen	lubić	V;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
schulze	schulze	schulz	schula		
dehio	dehio	dehio	dehio		
behauptete	twierdził	behaupten	twierdzić	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
behauptete	twierdziło	behaupten	twierdzić	V;IND;SG;3;PST;FIN	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
behauptete	twierdziła	behaupten	twierdzić	V;IND;SG;3;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
six	six	six	six		
six	sześć	six	sześć		
hunde	psi	hund	pieś		
krebs	raka	krebs	raka		
virus	wirusy	virus	wirus		
virus	wirusa	virus	wirus		
fett	gruba	fett	gruba		
fett	grubo	fett	grubo		
fett	fat	fett	fato		
fett	gruby	fett	gruby		
direkter	bezpośrednia	direkt	bezpośredni	ADJ	ADJ;NOM;FEM;SG
direkter	bezpośrednie	direkt	bezpośrednie	ADJ	ADJ;NOM;NEUT;SG
anzeigen	ogłoszenia	anzeigen	ogłoszenie	V;NFIN	V;PFV;IND;SG;1;FIN;ACT
anzeigen	zobacz	anzeigen	zobaczyć	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
anzeigen	ogłoszenia	anzeigen	ogłoszenie	V;NFIN	V;PFV;IND;SG;1;FIN;ACT
anzeigen	pokaż	anzeigen	pokazać	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
wiederholen	powtarza	wiederholen	powtarzać	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
wiederholen	powtórzyć	wiederholen	powtórzyć	V;NFIN	V;PFV;NFIN;ACT
reformierte	zreformowany	reformiert	zreformować	ADJ;NOM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
astronomie	astronomii	astronomie	astronomia		
wohnt	mieszka	wohnen	mieszkać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
wohnt	żyje	wohnen	żyć	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
wohnt	zamieszkuje	wohnen	zamieszkiwać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
dominiert	dominuje	dominieren	dominować	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
dominiert	zdominować	dominieren	zdominować	V;V.PTCP	V;PFV;NFIN;ACT
geschafft	udało	schaffen	udać	V;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN;ACT
linden	linden	linden	linden		
jubiläum	rocznica	jubiläum	rocznica	N;NOM;NEUT;SG	N;NOM;FEM;SG
schriftlich	napisane	schriftlich	napisać	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
schriftlich	pisemne	schriftlich	pisemny	ADJ	ADJ;NOM;NEUT;SG
schriftlich	zapisane	schriftlich	zapisać	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
angewandt	zastosowano	anwenden	zastosować	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
zehnten	dziesiątej	zehnt	dziesiąty	ADJ	ADJ;GEN;FEM;SG
zehnten	dziesiąty	zehnt	dziesiąty	ADJ	ADJ;NOM;MASC;SG
eingeleitet	wszczęła	einleiten	wszcząć	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
indirekt	pośrednie	indirekt	pośrednie	ADJ	ADJ;NOM;NEUT;SG
indirekt	pośrednia	indirekt	pośredniać	ADJ	ADJ;NOM;FEM;SG
indirekt	pośrednich	indirekt	pośredni	ADJ	ADJ;GEN;MASC;PL
bestätigung	potwierdzenie	Bestätigung	potwierdzenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
bestätigung	potwierdzenie	Bestätigung	potwierdzenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
bestätigung	zatwierdzanie	Bestätigung	zatwierdzać	N;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
bestätigung	zatwierdzenie	Bestätigung	zatwierdzenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
mühlen	mills	mühlen	mills	V;NFIN	V;IPFV;IND;SG;PRS;FIN;ACT
wiederherstellen	przywrócić	wiederherstellen	przywrócić	V;NFIN	V;PFV;NFIN;ACT
