mac	maca	mac	maca	N;NOM;MASC;SG	N;NOM;FEM;SG
božice	bohyne	božica	bohyňa	N;NOM;FEM;PL	N;NOM;FEM;PL
bože	bože	boža	bože	INTJ	INTJ
mirjana	mirjana	mirjana	mirjan	N;NOM;FEM;SG	N;NOM;FEM;SG
divlji	divé	divlji	divý	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
divlji	divá	divlji	divý	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
divlji	divoký	divlji	divoký	ADJ;NOM;DEF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
rijetka	zriedkavé	rijedak	zriedkavý	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
rijetka	vzácny	rijedak	vzácny	ADJ;NOM;DEF;FEM;SG	ADJ;ANIM;NOM;MASC;SG
singer	spevák	singer	spevák	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
singer	speváčka	singer	speváčka	N;NOM;MASC;SG	N;NOM;FEM;SG
hardcore	hardcore	hardcor	hardcore	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
otpornost	odolnosť	otpornost	odolnosť	N;NOM;FEM;SG	N;NOM;FEM;SG
spisateljica	spisovateľ	spisateljica	spisovateľ	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
spisateljica	spisovateľka	spisateljica	spisovateľka	N;NOM;FEM;SG	N;NOM;FEM;SG
otpad	šrot	otpad	šrot	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
otpad	odpad	otpad	odpad	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
otpad	plytvanie	otpad	plytvanie	N;NOM;MASC;SG	N;NOM;NEUT;SG
spremni	pripravení	spreman	pripravený	ADJ;NOM;DEF;MASC;PL	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
dvorište	dvor	dvorište	dvor	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
dvorište	dvor	dvorište	dvor	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
dvorište	lodenica	dvorište	lodenica	N;NOM;NEUT;SG	N;NOM;FEM;SG
dvorište	dvor	dvorište	dvor	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
pogreške	chyby	pogreška	chyba	N;NOM;FEM;PL	N;NOM;FEM;PL
pogreške	chyby	pogreška	chyba	N;NOM;FEM;PL	N;NOM;FEM;PL
uporište	stronghold	uporište	stronghold	N;NOM;NEUT;SG	N;NOM;FEM;SG
oslobodio	oslobodil	osloboditi	oslobodiť	V;MASC;SG;PST;V.PTCP;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
kemija	chémia	kemija	chémiť	N;NOM;FEM;SG	N;NOM;FEM;SG
marketing	marketing	marketing	marketing	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
marketing	obchodovanie	marketing	obchodovanie	N;NOM;MASC;SG	N;NOM;NEUT;SG
izložena	odhalený	izložiti	odhalený	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
izložena	vystavená	izložiti	vystavený	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
izložena	odhalené	izložiti	odhalený	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
izložena	vystavený	izložiti	vystavený	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
izložena	vystavené	izložiti	vystavený	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
mlijeko	mlieko	mlijeko	mlieko	N;NOM;NEUT;SG	N;NOM;NEUT;SG
legije	légie	legija	légia	N;NOM;FEM;PL	N;NOM;FEM;PL
počast	hold	počast	hold	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
počast	pocta	počast	pocta	N;NOM;FEM;SG	N;NOM;FEM;SG
tehničar	technik	tehničar	technik	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
tehničar	technika	tehničar	technika	N;NOM;MASC;SG	N;NOM;FEM;SG
gljiva	huba	gljivati	huba	N;NOM;FEM;SG	N;NOM;FEM;SG
generator	generátor	generator	generátor	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
ispit	test	ispit	test	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
ispit	skúška	ispit	skúška	N;NOM;MASC;SG	N;NOM;FEM;SG
poslužitelj	server	poslužitelj	server	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
pomak	posun	pomak	posun	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
pomak	posun	pomak	posun	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
pomak	vyrovnanie	pomak	vyrovnanie	N;NOM;MASC;SG	N;NOM;NEUT;SG
inicijativa	iniciatíva	inicijativa	iniciatíva	N;NOM;FEM;SG	N;NOM;FEM;SG
gubitaka	strát	gubitak	strát	N;GEN;MASC;PL	N;GEN;FEM;PL
jabuka	jablko	jabuka	jablko	N;NOM;FEM;SG	N;NOM;NEUT;SG
jabuka	apple	jabuka	apple	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
pearl	perla	pearl	pernúť	N;NOM;MASC;SG	N;NOM;FEM;SG
božanstvo	božstvo	božanstvo	božstvo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
božanstvo	božstvo	božanstvo	božstvo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
nastava	výučba	nastava	výučba	N;NOM;FEM;SG	N;NOM;FEM;SG
nastava	učenie	nastava	učenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
nastava	vyučovanie	nastava	vyučovanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
vjerska	náboženské	vjerski	náboženský	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
vjerska	náboženský	vjerski	náboženský	ADJ;NOM;DEF;FEM;SG	ADJ;ANIM;NOM;MASC;SG
vjerska	náboženská	vjerski	náboženský	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
baterije	batérie	baterija	batéria	N;NOM;FEM;PL	N;NOM;FEM;PL
baterije	akumulátory	baterija	akumulátor	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
baterije	batérie	baterija	batéria	N;NOM;FEM;PL	N;NOM;FEM;PL
baterije	baterky	baterija	baterka	N;NOM;FEM;PL	N;NOM;FEM;PL
meksički	mexické	meksički	mexický	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
meksički	mexický	meksički	mexický	ADJ;NOM;DEF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
ćelija	bunka	ćelija	bunka	N;NOM;FEM;SG	N;NOM;FEM;SG
shvati	porozumieť	shvati	porozumieť	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
shvati	pochopiť	shvati	pochopiť	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
shvati	rozumieť	shvati	rozumieť	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
uvjerenja	viery	uvjerenje	viera	N;NOM;NEUT;PL	N;NOM;FEM;PL
uvjerenja	presvedčenia	uvjerenje	presvedčenie	N;NOM;NEUT;PL	N;NOM;NEUT;PL
pjevao	spievala	pjevati	spievať	V;MASC;SG;PST;V.PTCP;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
pjevao	zaspieval	pjevati	zaspievať	V;MASC;SG;PST;V.PTCP;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
pjevao	spieval	pjevati	spievať	V;MASC;SG;PST;V.PTCP;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
krater	kráter	krater	kráter	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
vitamin	vitamín	vitamin	vitamín	N;NOM;MASC;SG	N;NOM;FEM;SG
aplikacija	prihláška	aplikacija	prihláška	N;NOM;FEM;SG	N;NOM;FEM;SG
aplikacija	aplikácia	aplikacija	aplikácia	N;NOM;FEM;SG	N;NOM;FEM;SG
aplikacija	žiadosť	aplikacija	žiadosť	N;NOM;FEM;SG	N;NOM;FEM;SG
aplikacija	uplatňovanie	aplikacija	uplatňovanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
aplikacija	aplikácia	aplikacija	aplikácia	N;NOM;FEM;SG	N;NOM;FEM;SG
igračke	hračky	igračka	hračka	N;NOM;FEM;PL	N;NOM;FEM;PL
šupljine	dutiny	šupljina	dutina	N;NOM;FEM;PL	N;NOM;FEM;PL
šupljine	dutiny	šupljina	dutina	N;NOM;FEM;PL	N;NOM;FEM;PL
spašavanje	ukladanie	spašavanje	ukladanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
spašavanje	šetrenie	spašavanje	šetrenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
spašavanje	úspora	spašavanje	úspora	N;NOM;NEUT;SG	N;NOM;FEM;SG
spašavanje	záchrana	spašavanje	záchrana	N;NOM;NEUT;SG	N;NOM;FEM;SG
stambene	obytné	stamben	obytný	ADJ;NOM;DEF;FEM;PL	ADJ;NOM;NEUT;PL
dublje	hlbšie	duboko	hlý	ADV;CMPR	ADV;CMPR
opsada	obliehanie	opsadati	obliehanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
prodor	prielom	prodor	priel	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
kampanja	kampaň	kampanja	kampaň	N;NOM;FEM;SG	N;NOM;FEM;SG
obveze	záväzky	obveza	záväzok	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
obveze	povinnosti	obveza	povinnosť	N;NOM;FEM;PL	N;NOM;FEM;PL
obveze	záväzky	obveza	záväzok	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
mara	mara	mara	mara	N;NOM;FEM;SG	N;NOM;FEM;SG
odredište	cieľ	odredište	cieľ	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
drvena	drevené	drven	drevený	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
drvena	drevená	drven	drevený	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
drvena	drevený	drven	drevený	ADJ;NOM;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG
pošta	mail	pošta	maiť	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
pošta	pošta	pošta	pošta	N;NOM;FEM;SG	N;NOM;FEM;SG
cska	cska	cska	csk	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
predavač	lektor	predavač	lektor	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
fontana	fontana	fontana	fontana	N;NOM;FEM;SG	N;NOM;FEM;SG
fontana	fontána	fontana	fontán	N;NOM;FEM;SG	N;NOM;FEM;SG
piramide	pyramídy	piramid	pyramída	N;NOM;FEM;PL	N;NOM;FEM;PL
piramide	pyramídy	piramid	pyramída	N;NOM;FEM;PL	N;NOM;FEM;PL
glad	hladomor	glad	hladomor	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
glad	hlad	glad	hlad	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
glad	hlad	glad	hlad	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
zeleno	zelený	zelen	zelený	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
zeleno	zelené	zelen	zelený	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
zeleno	zelená	zelen	zelený	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
dick	kokot	dick	kokot	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
izbjeglice	utečenci	izbjeglica	utečenec	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
senj	senj	senj	sena	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
spojena	zlúčené	spojena	zlúčený	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
spojena	zlúčený	spojena	zlúčený	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
zastupljenost	reprezentácia	zastupljenost	reprezentácia	N;NOM;FEM;SG	N;NOM;FEM;SG
zastupljenost	zastúpenie	zastupljenost	zastúpenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
zastupljenost	zastupovanie	zastupljenost	zastupovanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
putanje	trasy	putanja	tri	N;NOM;FEM;PL	N;NOM;FEM;PL
putanje	cesty	putanja	cesta	N;NOM;FEM;PL	N;NOM;FEM;PL
izumio	vynašiel	izumiti	vynašlo	V;MASC;SG;PST;V.PTCP;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
trogir	trogir	trogir	trogir	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
izvješća	hlásenia	izvješće	hlásenie	N;NOM;NEUT;PL	N;NOM;NEUT;PL
izvješća	správy	izvješće	správa	N;NOM;NEUT;PL	N;NOM;FEM;PL
zabave	večierky	zabava	večierka	N;NOM;FEM;PL	N;NOM;FEM;PL
zabave	strany	zabava	strana	N;NOM;FEM;PL	N;NOM;FEM;PL
varijacije	varianty	varijacija	variant	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
varijacije	variácie	varijacija	variácia	N;NOM;FEM;PL	N;NOM;FEM;PL
varijacije	odchýlky	varijacija	odchýlka	N;NOM;FEM;PL	N;NOM;FEM;PL
varijacije	variácie	varijacija	variácia	N;NOM;FEM;PL	N;NOM;FEM;PL
postojeći	existujúce	postojeći	existujúci	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
postojeći	existujúca	postojeći	existujúci	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;ACT
postojeći	existujúci	postojeći	existujúci	ADJ;NOM;DEF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
standardna	štandardný	standardan	štandardný	ADJ;NOM;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG
standardna	štandardné	standardan	štandardný	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
aluminija	hliník	aluminija	hliník	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
aluminija	hliník	aluminija	hliník	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
vozi	jazdiť	voziti	jazdiť	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
naredbe	príkazy	naredba	príkaz	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
naredbe	objednávky	naredba	objednávka	N;NOM;FEM;PL	N;NOM;FEM;PL
naredbe	príkazy	naredba	príkaz	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
naredbe	rozkazy	naredba	rozkaz	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
naredbe	uznesenia	naredba	uznesenie	N;NOM;FEM;PL	N;NOM;NEUT;PL
umjetni	umelé	umjetan	umelý	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
umjetni	umelá	umjetan	umelať	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
umjetni	umelý	umjetan	umelý	ADJ;NOM;DEF;MASC;SG	ADJ;INAN;NOM;MASC;SG
profesionalno	profesionálne	profesionalno	profesionálny	ADV	ADV
profesionalno	odborne	profesionalno	odborne	ADV	ADV
okus	chut	okus	chut	N;NOM;MASC;SG	N;NOM;FEM;SG
okus	chuť	okus	chuť	N;NOM;MASC;SG	N;NOM;FEM;SG
okus	chuť	okus	chuť	N;NOM;MASC;SG	N;NOM;FEM;SG
okus	príchuť	okus	príchuť	N;NOM;MASC;SG	N;NOM;FEM;SG
canis	canis	canis	canis	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
poplava	záplavy	poplava	záplava	N;NOM;FEM;PL	N;NOM;FEM;PL
poplava	povodne	poplava	povodne	N;NOM;FEM;PL	N;NOM;MASC;PL
poplava	záplavy	poplava	záplava	N;NOM;FEM;PL	N;NOM;FEM;PL
poplava	povodne	poplava	povodne	N;NOM;FEM;PL	N;NOM;MASC;PL
tramvaj	električka	tramvaj	električka	N;NOM;MASC;SG	N;NOM;FEM;SG
tramvaj	vozík	tramvaj	vozík	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
kraljevsko	kráľovská	kraljevski	kráľovský	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
kraljevsko	kráľovský	kraljevski	kráľovský	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
kraljevsko	kráľovské	kraljevski	kráľovský	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
sim	sim	biti	sim	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
sim	sim	biti	sim	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
probiti	preniknúť	probiti	preniknúť	V;NFIN	V;PFV;POS;NFIN
ukratko	krátko	ukratko	krátko	ADV	ADV
ukratko	stručne	ukratko	stručne	ADV	ADV
pjevala	spievala	pjevati	spievať	V;FEM;SG;PST;V.PTCP;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
pjevala	zaspieval	pjevati	zaspievať	V;FEM;SG;PST;V.PTCP;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
pjevala	spieval	pjevati	spievať	V;FEM;SG;PST;V.PTCP;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
japansko	japonské	japanski	japonský	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
japansko	japonská	japanski	japonský	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
japansko	japonský	japanski	japonský	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
pečat	pečiatka	pečat	pečiatka	N;NOM;MASC;SG	N;NOM;FEM;SG
pečat	známka	pečat	známka	N;NOM;MASC;SG	N;NOM;FEM;SG
pečat	pečať	pečat	pečať	N;NOM;MASC;SG	N;NOM;FEM;SG
pečat	tesnenie	pečat	tesnenie	N;NOM;MASC;SG	N;NOM;NEUT;SG
prehrane	výživy	prehrana	výživ	N;NOM;FEM;PL	N;NOM;FEM;PL
natječaj	tender	natječaj	tender	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
natječaj	súťaž	natječaj	súťaž	N;NOM;MASC;SG	N;NOM;FEM;SG
počinio	zaviazala	počiniti	zaviazať	V;MASC;SG;PST;V.PTCP;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
počinio	spáchal	počiniti	spáchať	V;MASC;SG;PST;V.PTCP;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
odbacio	zamietol	odbaciti	zamietnuť	V;MASC;SG;PST;V.PTCP;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
danilo	danilo	danilo	daniť	V;MASC;SG;PST;V.PTCP;ACT	V;IPFV;NEUT;SG;POS;PST;V.PTCP
augustin	augustin	augustin	augustin	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
zrcala	zrkadlá	zrcalo	zrkadlo	N;NOM;NEUT;PL	N;NOM;NEUT;PL
esej	esej	esej	esej	N;NOM;MASC;SG	N;NOM;FEM;SG
postizanje	dosahovanie	postizanje	dosahovanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
postizanje	dosiahnutie	postizanje	dosiahnutie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
postizanje	dosahovanie	postizanje	dosahovanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
postizanje	dosiahnutie	postizanje	dosiahnutie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
konvencije	dohovory	konvencija	dohovor	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
odražava	odzrkadľuje	odražavati	odzrkadľovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
odražava	odráža	odražavati	odráža	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
iznutra	dovnútra	iznutra	dovnútra	ADV	ADV
karakterističan	rozlišovacie	karakterističan	rozlišovací	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
karakterističan	výrazné	karakterističan	výrazný	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
bratstvo	bratstvo	bratstvo	bratstvo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
bratstvo	bratstvo	bratstvo	bratstvo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
dinara	dinár	dinar	dinár	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
pgp	pgp	pgp	pgp	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
vlakana	vlákno	vlakno	vlákno	N;NOM;FEM;SG	N;NOM;NEUT;SG
pokrenuta	spustený	pokrenuti	spustený	ADJ;NOM;FEM;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
pokrenuta	spustené	pokrenuti	spustený	ADJ;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
pokrenuta	spustená	pokrenuti	spustený	ADJ;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
glasine	klebety	glasina	klebeta	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
glasine	chýry	glasina	chýr	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
glasine	povesti	glasina	povesť	N;NOM;FEM;PL	N;NOM;FEM;PL
glasine	zvesti	glasina	zvesť	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
glasine	fámy	glasina	fám	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
glasine	chýry	glasina	chýr	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
glasine	zvesti	glasina	zvesť	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
radionica	workshop	radionica	workshop	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
radionica	seminár	radionica	seminár	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
vjenčanja	svadby	vjenčanje	svadba	N;NOM;NEUT;PL	N;NOM;FEM;PL
revoluciju	revolúciu	revolucija	revolúcia	N;ACC;FEM;SG	N;ACC;FEM;SG
leptir	motýľ	leptir	motýľ	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
prikazano	zobrazené	prikazati	zobrazený	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
prikazano	zobrazený	prikazati	zobrazený	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
prikazano	zobrazená	prikazati	zobrazený	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
prikazano	zobrazené	prikazati	zobrazený	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
prikazano	vybrané	prikazati	vybraný	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ubojice	vrahovia	ubojica	vrah	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
ubojice	zabijaci	ubojica	zabijaci	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
ubojice	vrahovia	ubojica	vrah	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
ubojice	vrahovia	ubojica	vrah	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
ubojice	zabijaci	ubojica	zabijaci	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
suha	suché	suh	suchý	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
suha	suchý	suh	suchý	ADJ;NOM;DEF;FEM;SG	ADJ;ANIM;NOM;MASC;SG
komercijalno	komerčne	komercijalno	komerčne	ADV	ADV
komercijalno	obchodne	komercijalno	obchodne	ADV	ADV
bora	bora	bor	bor	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
uši	uši	uš	ucho	N;NOM;FEM;PL	N;NOM;NEUT;PL
graf	graf	graf	graf	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
potpora	podpora	potpora	podpora	N;NOM;FEM;SG	N;NOM;FEM;SG
baterija	batéria	baterija	batérium	N;NOM;FEM;SG	N;NOM;FEM;SG
baterija	baterka	baterija	baterka	N;NOM;FEM;SG	N;NOM;FEM;SG
mita	úplatky	mit	úplatok	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
acer	acer	acer	acer	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
poznavanje	poznanie	poznavanje	poznanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
poznavanje	znalosť	poznavanje	znalosť	N;NOM;NEUT;SG	N;NOM;FEM;SG
atlanta	atlante	atlant	atlant	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
vjenčanje	svadba	vjenčanje	svadba	N;NOM;NEUT;SG	N;NOM;FEM;SG
vjenčanje	sobáš	vjenčanje	sobáš	N;NOM;NEUT;SG	N;ANIM;NOM;MASC;SG
pomogli	pomohli	pomoći	pomôcť	V;MASC;PL;PST;V.PTCP;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
vice	vice	vice	vica	N;NOM;MASC;SG	N;NOM;MASC;SG
parovi	dvojice	par	dvojica	N;NOM;MASC;PL	N;NOM;FEM;PL
parovi	páry	par	pára	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
uništavanje	ničenie	uništavanje	ničenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
uništavanje	zničenie	uništavanje	zničenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
horor	hrôza	horor	hrôza	N;NOM;MASC;SG	N;NOM;FEM;SG
horor	horor	horor	horor	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
linux	linux	linux	linux	N;NOM;MASC;SG	N;NOM;FEM;SG
faraon	faraón	faraon	faraón	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
zenit	zenit	zenit	zenit	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
liječnici	doktorov	liječnik	doktor	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
liječnici	lekári	liječnik	lekár	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
liječnici	doktori	liječnik	doktori	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
zamjene	náhradníci	zamjena	náhradník	N;NOM;FEM;PL	N;ANIM;NOM;MASC;PL
susjeda	suseda	susjed	sused	N;ANIM;ACC;MASC;SG	N;ANIM;ACC;MASC;SG
susjeda	suseda	susjed	sused	N;ANIM;ACC;MASC;SG	N;ANIM;ACC;MASC;SG
tekuće	prebiehajúce	tekući	prebiehajúci	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
tekuće	prebiehajúci	tekući	prebiehajúci	ADJ;NOM;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
tekuće	priebežné	tekući	priebežný	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
tekuće	kvapalný	tekući	kvapalný	ADJ;NOM;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG
tekuće	kvapalné	tekući	kvapalný	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
tekuće	tekuté	tekući	tekutý	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
