prototype	prototype	prototype	prototype	N;NEUT;SG	N;MASC;SG
mineralen	minéraux	mineraal	minéral	N;PL	N;MASC;PL
vaardigheden	aptitudes	vaardigheid	aptitude	N;PL	N;FEM;PL
vaardigheden	compétences	vaardigheid	compétence	N;PL	N;FEM;PL
vaardigheden	compétences	vaardigheid	compétence	N;PL	N;FEM;PL
genoteerd	enregistrées	noteren	enregistrer	V;V.PTCP	V;FEM;PL;PST;V.PTCP
genoteerd	enregistrée	noteren	enregistrer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
genoteerd	enregistrés	noteren	enregistrer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
genoteerd	enregistré	noteren	enregistrer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
genoteerd	notée	noteren	noter	V;V.PTCP	V;FEM;SG;PST;V.PTCP
genoteerd	remarqué	noteren	remarquer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
genoteerd	noté	noteren	noter	V;V.PTCP	V;MASC;SG;PST;V.PTCP
variëren	varient	variër	varier	V;NFIN	V;IND;PL;3;PRS;FIN
variëren	varie	variër	varier	V;NFIN	V;IND;SG;3;PRS;FIN
gelinkt	liée	gelinken	lier	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gelinkt	lié	gelinken	lier	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gelinkt	relié	gelinken	relier	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gelinkt	liés	gelinken	lier	V;V.PTCP	V;MASC;PL;PST;V.PTCP
hell	enfer	hell	enfer	N;MASC+FEM;SG	N;MASC;SG
filosofische	philosophique	filosofisch	philosophique	ADJ	ADJ;MASC;SG
filosofische	philosophiques	filosofisch	philosophique	ADJ	ADJ;MASC;PL
scheepvaart	livraison	scheepvaart	livraison	N;MASC+FEM;SG	N;FEM;SG
scheepvaart	expédition	scheepvaart	expédition	N;MASC+FEM;SG	N;FEM;SG
scheepvaart	envoi	scheepvaart	envoi	N;MASC+FEM;SG	N;MASC;SG
césar	cesar	césar	cesar	N;MASC+FEM;SG	N;MASC;SG
césar	césar	césar	césar	N;MASC+FEM;SG	N;MASC;SG
césar	césar	césar	césar	N;MASC+FEM;SG	N;MASC;SG
enterprise	enterprise	enterprise	enterprise	N;MASC+FEM;SG	N;FEM;SG
finalist	finaliste	finalist	finaliste	N;MASC+FEM;SG	N;MASC;SG
verzocht	demandée	verzoeken	demander	V;V.PTCP	V;FEM;SG;PST;V.PTCP
verzocht	demandé	verzoeken	demander	V;V.PTCP	V;MASC;SG;PST;V.PTCP
verzocht	sollicité	verzoeken	solliciter	V;V.PTCP	V;MASC;SG;PST;V.PTCP
verzocht	demandés	verzoeken	demander	V;V.PTCP	V;MASC;PL;PST;V.PTCP
duivel	démon	duivel	démon	N;MASC+FEM;SG	N;MASC;SG
duivel	diable	duivel	diable	N;MASC+FEM;SG	N;MASC;SG
duivel	démon	duivel	démon	N;MASC+FEM;SG	N;MASC;SG
duivel	demon	duivel	demon	N;MASC+FEM;SG	N;MASC;SG
blik	regard	blik	regard	N;MASC+FEM;SG	N;MASC;SG
kanon	canon	kanon	canon	N;NEUT;SG	N;MASC;SG
groetjes	salutations	groet	salutation	N;PL	N;FEM;PL
lens	lens	lens	lens	N;MASC+FEM;SG	N;MASC;SG
lens	objectif	lens	objectif	N;MASC+FEM;SG	N;MASC;SG
lens	lentille	lens	lentille	N;MASC+FEM;SG	N;FEM;SG
invloedrijke	influente	invloedrijk	influent	ADJ	ADJ;FEM;SG
invloedrijke	influentes	invloedrijk	influent	ADJ	ADJ;FEM;PL
invloedrijke	influents	invloedrijk	influent	ADJ	ADJ;MASC;PL
invloedrijke	influent	invloedrijk	influent	ADJ	ADJ;MASC;SG
manuscript	manuscrit	manuscript	manuscrit	N;NEUT;SG	N;MASC;SG
zuiver	pures	zuiver	pur	ADJ	ADJ;FEM;PL
zuiver	purs	zuiver	pur	ADJ	ADJ;MASC;PL
zuiver	pur	zuiver	pur	ADJ	ADJ;MASC;SG
zuiver	pure	zuiver	pur	ADJ	ADJ;FEM;SG
onrust	agitation	onrust	agitation	N;MASC+FEM;SG	N;FEM;SG
onrust	tourmente	onrust	tourmenter	N;MASC+FEM;SG	N;FEM;SG
trans	trans	trans	trans	N;MASC+FEM;SG	N;MASC;SG
miljoenen	millions	miljoenen	million	N;PL	N;MASC;PL
voorlopige	provisoire	voorlopig	provisoire	ADJ	ADJ;MASC;SG
voorlopige	provisoires	voorlopig	provisoire	ADJ	ADJ;MASC;PL
voorlopige	préliminaires	voorlopig	préliminaire	ADJ	ADJ;MASC;PL
voorlopige	préliminaire	voorlopig	préliminaire	ADJ	ADJ;MASC;SG
meeting	rencontre	meeting	rencontre	N;MASC+FEM;SG	N;FEM;SG
meeting	réunion	meeting	réunion	N;MASC+FEM;SG	N;FEM;SG
gerenoveerd	rénové	renoveren	rénover	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gerenoveerd	rénovées	renoveren	rénover	V;V.PTCP	V;FEM;PL;PST;V.PTCP
gerenoveerd	rénovés	renoveren	rénover	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gerenoveerd	rénové	renoveren	rénover	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gerenoveerd	rénovées	renoveren	rénover	V;V.PTCP	V;FEM;PL;PST;V.PTCP
gerenoveerd	rénovée	renoveren	rénover	V;V.PTCP	V;FEM;SG;PST;V.PTCP
betaling	payement	betaling	payement	N;MASC+FEM;SG	N;MASC;SG
betaling	paiement	betaling	paiement	N;MASC+FEM;SG	N;MASC;SG
grondslag	base	grondslag	base	N;MASC+FEM;SG	N;FEM;SG
grondslag	fondement	grondslag	fondement	N;MASC+FEM;SG	N;MASC;SG
bloei	floraison	bloei	floraison	N;MASC+FEM;SG	N;FEM;SG
bloei	floraison	bloei	floraison	N;MASC+FEM;SG	N;FEM;SG
interessante	intéressante	interessant	intéressant	ADJ	ADJ;FEM;SG
interessante	intéressant	interessant	intéressant	ADJ	ADJ;MASC;SG
interessante	intéressantes	interessant	intéressant	ADJ	ADJ;FEM;PL
interessante	intéressants	interessant	intéressant	ADJ	ADJ;MASC;PL
krachtig	vigoureux	krachtig	vigoureux	ADJ	ADJ;MASC;SG
krachtig	vigoureuse	krachtig	vigoureux	ADJ	ADJ;FEM;SG
krachtig	énergique	krachtig	énergique	ADJ	ADJ;MASC;SG
krachtig	puissant	krachtig	puissant	ADJ	ADJ;MASC;SG
krachtig	puissants	krachtig	puissant	ADJ	ADJ;MASC;PL
krachtig	puissante	krachtig	puissant	ADJ	ADJ;FEM;SG
krachtig	puissantes	krachtig	puissant	ADJ	ADJ;FEM;PL
brouwer	brouwer	brouw	brouwer	N;MASC+FEM;SG	N;MASC;SG
brouwer	brasseur	brouw	brasseur	N;MASC+FEM;SG	N;MASC;SG
uitgevers	éditeurs	uitgever	éditeur	N;PL	N;MASC;PL
commonwealth	commonwealth	commonwealth	commonwealth	N;MASC+FEM;SG	N;MASC;SG
bekken	bassin	bekken	bassin	N;NEUT;SG	N;MASC;SG
bekken	bassine	bekken	bassine	N;NEUT;SG	N;FEM;SG
bekken	bassin	bekken	bassin	N;NEUT;SG	N;MASC;SG
étienne	étienne	étienne	étien	N;MASC+FEM;SG	N;MASC;SG
étienne	étienne	étienne	étien	N;MASC+FEM;SG	N;MASC;SG
étienne	etienne	étienne	etienne	N;MASC+FEM;SG	N;MASC;SG
papieren	papiers	papieren	papier	N;PL	N;MASC;PL
natte	humide	nat	humide	ADJ	ADJ;MASC;SG
natte	humides	nat	humide	ADJ	ADJ;MASC;PL
bevrijd	libérée	bevrijden	libérer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
bevrijd	libérés	bevrijden	libérer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
bevrijd	libéré	bevrijden	libérer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
bevrijd	affranchi	bevrijden	affranchi	V;V.PTCP	V;MASC;SG;PST;V.PTCP
bevrijd	libérés	bevrijden	libérer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
bevrijd	libéré	bevrijden	libérer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
herinneringen	mémoires	herinnering	mémoire	N;PL	N;MASC;PL
herinneringen	souvenirs	herinnering	souvenir	N;PL	N;MASC;PL
herinneringen	rappels	herinnering	rappel	N;PL	N;MASC;PL
herinneringen	souvenirs	herinnering	souvenir	N;PL	N;MASC;PL
sterkte	résistance	sterkte	résistance	N;MASC+FEM;SG	N;FEM;SG
sterkte	solidité	sterkte	solidité	N;MASC+FEM;SG	N;FEM;SG
sterkte	force	sterkte	force	N;MASC+FEM;SG	N;FEM;SG
essays	essais	essays	essai	N;PL	N;MASC;PL
opslag	stockage	opslag	stockage	N;MASC+FEM;SG	N;MASC;SG
opslag	entreposage	opslag	entreposage	N;MASC+FEM;SG	N;MASC;SG
opslag	rangement	opslag	rangement	N;MASC+FEM;SG	N;MASC;SG
gedoopt	baptisés	dopen	baptiser	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gedoopt	baptisé	dopen	baptiser	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gedoopt	baptisés	dopen	baptiser	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gedoopt	baptisée	dopen	baptiser	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gedoopt	baptisé	dopen	baptiser	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gedoopt	baptisés	dopen	baptiser	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gedoopt	baptisée	dopen	baptiser	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gedoopt	baptisé	dopen	baptiser	V;V.PTCP	V;MASC;SG;PST;V.PTCP
farao	pharaon	farao	pharaon	N;MASC+FEM;SG	N;MASC;SG
stabiele	stables	stabiel	stable	ADJ	ADJ;MASC;PL
stabiele	stable	stabiel	stable	ADJ	ADJ;MASC;SG
turken	turcs	turken	turc	N;PL	N;MASC;PL
legendarische	légendaire	legendarisch	légendaire	ADJ	ADJ;MASC;SG
legendarische	légendaires	legendarisch	légendaire	ADJ	ADJ;MASC;PL
legendarische	mythique	legendarisch	mythique	ADJ	ADJ;MASC;SG
oekraïens	ukrainiennes	oekraïen	ukrainien	ADJ	ADJ;FEM;PL
oekraïens	ukrainien	oekraïen	ukrainien	ADJ	ADJ;MASC;SG
oekraïens	ukrainienne	oekraïen	ukrainien	ADJ	ADJ;FEM;SG
oekraïens	ukrainiens	oekraïen	ukrainien	ADJ	ADJ;MASC;PL
fictie	fiction	fictie	fiction	N;MASC+FEM;SG	N;FEM;SG
colombiaanse	colombienne	colombiaans	colombien	ADJ	ADJ;FEM;SG
dubai	dubaï	dubai	dubaï	N;NEUT;SG	N;MASC;SG
aangekocht	achetée	aankopen	acheter	V;V.PTCP	V;FEM;SG;PST;V.PTCP
aangekocht	acheté	aankopen	acheter	V;V.PTCP	V;MASC;SG;PST;V.PTCP
aangekocht	achetées	aankopen	acheter	V;V.PTCP	V;FEM;PL;PST;V.PTCP
aangekocht	achetés	aankopen	acheter	V;V.PTCP	V;MASC;PL;PST;V.PTCP
eng	effrayante	eng	effrayant	ADJ	ADJ;FEM;SG
eng	terrifiant	eng	terrifier	ADJ	ADJ;MASC;SG
eng	effrayant	eng	effrayer	ADJ	ADJ;MASC;SG
eng	sinistre	eng	sinistre	ADJ	ADJ;MASC;SG
eng	effrayant	eng	effrayer	ADJ	ADJ;MASC;SG
eng	glauque	eng	glauque	ADJ	ADJ;MASC;SG
eng	effrayant	eng	effrayer	ADJ	ADJ;MASC;SG
vie	vie	vie	vie	N;MASC+FEM;SG	N;FEM;SG
mans	mans	mans	mans	N;MASC+FEM;SG	N;MASC;SG
taalkundige	linguistique	taalkundig	linguistique	ADJ	ADJ;MASC;SG
ontwikkelt	développe	ontwikkelen	développer	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
voegt	insère	voegen	inserer	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
voegt	ajoute	voegen	ajouter	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
dalai	dalaï	dalai	dalaï	N;MASC+FEM;SG	N;MASC;SG
avro	avro	avro	avro	N;MASC+FEM;SG	N;MASC;SG
tradities	traditions	traditie	tradition	N;PL	N;FEM;PL
tradities	traditions	traditie	tradition	N;PL	N;FEM;PL
normandie	normandie	normandie	normandie	N;MASC+FEM;SG	N;FEM;SG
wisconsin	wisconsin	wisconsin	wisconsin	N;MASC+FEM;SG	N;MASC;SG
volwassenen	adulte	volwassenen	adulte	ADJ	ADJ;MASC;SG
volwassenen	adulte	volwassenen	adulte	ADJ	ADJ;MASC;SG
verpleegster	infirmier	verpleegster	infirmier	N;MASC+FEM;SG	N;MASC;SG
verpleegster	infirmière	verpleegster	infirmier	N;MASC+FEM;SG	N;FEM;SG
herhaling	réapparition	herhaling	réapparition	N;MASC+FEM;SG	N;FEM;SG
herhaling	récurrence	herhaling	récurrence	N;MASC+FEM;SG	N;FEM;SG
herhaling	répétition	herhaling	répétition	N;MASC+FEM;SG	N;FEM;SG
herhaling	redoublement	herhaling	redoublement	N;MASC+FEM;SG	N;MASC;SG
herhaling	replay	herhaling	replay	N;MASC+FEM;SG	N;MASC;SG
herhaling	répétition	herhaling	répétition	N;MASC+FEM;SG	N;FEM;SG
herhaling	rediffusion	herhaling	rediffusion	N;MASC+FEM;SG	N;FEM;SG
adelaar	aigle	adelaar	aigle	N;MASC+FEM;SG	N;MASC;SG
xii	xii	xii	xii	NUM	NUM
miste	loupé	missen	louper	V;SG;PST;FIN	V;MASC;SG;PST;V.PTCP
miste	manqué	missen	manquer	V;SG;PST;FIN	V;MASC;SG;PST;V.PTCP
miste	manquée	missen	manquer	V;SG;PST;FIN	V;FEM;SG;PST;V.PTCP
miste	raté	missen	rater	V;SG;PST;FIN	V;MASC;SG;PST;V.PTCP
staudinger	staudinger	staudinger	staudinger	N;MASC+FEM;SG	N;MASC;SG
scenarioschrijver	scénariste	scenarioschrijver	scénariste	N;MASC+FEM;SG	N;MASC;SG
rechtstreekse	directe	rechtstreeks	direct	ADJ	ADJ;FEM;SG
rechtstreekse	direct	rechtstreeks	direct	ADJ	ADJ;MASC;SG
rechtstreekse	directs	rechtstreeks	direct	ADJ	ADJ;MASC;PL
versterkte	renforcé	versterken	renforcer	V;SG;PST;FIN	V;MASC;SG;PST;V.PTCP
versterkte	renforcée	versterken	renforcer	V;SG;PST;FIN	V;FEM;SG;PST;V.PTCP
versterkte	fortifié	versterken	fortifier	V;SG;PST;FIN	V;MASC;SG;PST;V.PTCP
versterkte	fortifiée	versterken	fortifier	V;SG;PST;FIN	V;FEM;SG;PST;V.PTCP
versterkte	renforcé	versterken	renforcer	V;SG;PST;FIN	V;MASC;SG;PST;V.PTCP
versterkte	renforcée	versterken	renforcer	V;SG;PST;FIN	V;FEM;SG;PST;V.PTCP
kiss	bisou	kissen	bisou	N;MASC+FEM;SG	N;MASC;SG
beoefend	pratiqué	beoefenen	pratiquer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
beoefend	pratiquée	beoefenen	pratiquer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
beoefend	pratiqué	beoefenen	pratiquer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
beoefend	pratiquées	beoefenen	pratiquer	V;V.PTCP	V;FEM;PL;PST;V.PTCP
beoefend	pratiquée	beoefenen	pratiquer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
renovatie	rénovation	renovatie	rénovation	N;MASC+FEM;SG	N;FEM;SG
gesprekken	pourparlers	gesprek	pourparler	N;PL	N;MASC;PL
gesprekken	conversations	gesprek	conversation	N;PL	N;FEM;PL
noordse	nordiques	noords	nordique	ADJ	ADJ;MASC;PL
noordse	nordique	noords	nordique	ADJ	ADJ;MASC;SG
uitnodiging	invite	uitnodiging	invite	N;MASC+FEM;SG	N;FEM;SG
uitnodiging	invitation	uitnodiging	invitation	N;MASC+FEM;SG	N;FEM;SG
uitnodiging	invitation	uitnodiging	invitation	N;MASC+FEM;SG	N;FEM;SG
tentoongesteld	exposées	tentoonstellen	exposer	V;V.PTCP	V;FEM;PL;PST;V.PTCP
juridisch	juridique	juridisch	juridique	ADJ	ADJ;MASC;SG
juridisch	légal	juridisch	légal	ADJ	ADJ;MASC;SG
juridisch	légales	juridisch	légal	ADJ	ADJ;FEM;PL
juridisch	légale	juridisch	légal	ADJ	ADJ;FEM;SG
aangepaste	personnalisé	aanpassen	personnalisé	V;V.PTCP	V;MASC;SG;PST;V.PTCP
aangepaste	personnalisée	aanpassen	personnaliser	V;V.PTCP	V;FEM;SG;PST;V.PTCP
aangepaste	personnalisés	aanpassen	personnalisé	V;V.PTCP	V;MASC;PL;PST;V.PTCP
componenten	composants	component	composant	N;PL	N;MASC;PL
componenten	composantes	component	composante	N;PL	N;FEM;PL
nicholas	nicolas	nicholas	nicola	N;MASC+FEM;SG	N;MASC;SG
benoemen	nommer	benoemen	nommer	V;NFIN	V;NFIN
knopen	boutons	knopen	bouton	N;PL	N;MASC;PL
knopen	noeuds	knopen	noeud	N;PL	N;MASC;PL
knopen	nœuds	knopen	noeud	N;PL	N;MASC;PL
knopen	noeuds	knopen	noeud	N;PL	N;MASC;PL
knopen	nœuds	knopen	noeud	N;PL	N;MASC;PL
guatemala	guatemala	guatemala	guatemala	N;NEUT;SG	N;MASC;SG
vervullen	accomplir	vervullen	accomplir	V;NFIN	V;NFIN
waardig	dignes	waardig	digne	ADJ	ADJ;MASC;PL
waardig	digne	waardig	digne	ADJ	ADJ;MASC;SG
waardig	dignes	waardig	digne	ADJ	ADJ;MASC;PL
waardig	digne	waardig	digne	ADJ	ADJ;MASC;SG
impact	impact	impact	impact	N;MASC+FEM;SG	N;MASC;SG
impact	incidence	impact	incidence	N;MASC+FEM;SG	N;FEM;SG
gekleurde	coloré	kleuren	coloré	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gekleurde	colorée	kleuren	colorer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gekleurde	coloré	kleuren	coloré	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gekleurde	colorée	kleuren	colorer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gekleurde	colorés	kleuren	coloré	V;V.PTCP	V;MASC;PL;PST;V.PTCP
grammy	mamie	grammy	mamie	N;MASC+FEM;SG	N;FEM;SG
grammy	grammy	grammy	grammy	N;MASC+FEM;SG	N;MASC;SG
armoede	pauvreté	armoede	pauvreté	N;MASC+FEM;SG	N;FEM;SG
vooruitgang	progrès	vooruitgang	progrès	N;MASC+FEM;SG	N;MASC;SG
vooruitgang	progression	vooruitgang	progression	N;MASC+FEM;SG	N;FEM;SG
vooruitgang	avancement	vooruitgang	avancement	N;MASC+FEM;SG	N;MASC;SG
rondes	ronds	rondes	rond	N;PL	N;MASC;PL
collecties	collections	collectie	collection	N;PL	N;FEM;PL
continentale	continentale	continentaal	continental	ADJ	ADJ;FEM;SG
continentale	continental	continentaal	continental	ADJ	ADJ;MASC;SG
continentale	continentaux	continentaal	continental	ADJ	ADJ;MASC;PL
aanraking	touch	aanraking	touch	N;MASC+FEM;SG	N;MASC;SG
aanraking	touche	aanraking	touche	N;MASC+FEM;SG	N;FEM;SG
yorkshire	yorkshire	yorkshire	yorkshire	N;MASC+FEM;SG	N;MASC;SG
zwaarden	épées	zwaard	épée	N;PL	N;FEM;PL
zwaarden	sabres	zwaard	sabre	N;PL	N;MASC;PL
canon	canon	canon	canon	N;MASC+FEM;SG	N;MASC;SG
onnodig	inutile	onnodig	inutile	ADJ	ADJ;MASC;SG
onnodig	superflu	onnodig	superflu	ADJ	ADJ;MASC;SG
onnodig	inutiles	onnodig	inutile	ADJ	ADJ;MASC;PL
suggestie	suggestion	suggestie	suggestion	N;MASC+FEM;SG	N;FEM;SG
beweren	affirmer	beweren	affirmer	V;NFIN	V;NFIN
beweren	affirment	beweren	affirmer	V;NFIN	V;IND;PL;3;PRS;FIN
beweren	réclamer	beweren	réclamer	V;NFIN	V;NFIN
beweren	affirmant	beweren	affirmer	V;NFIN	V;PRS;V.PTCP
beweren	prétendant	beweren	prétendre	V;NFIN	V;PRS;V.PTCP
beweren	revendiquer	beweren	revendiquer	V;NFIN	V;NFIN
ingediend	soumise	indienen	soumettre	V;V.PTCP	V;FEM;SG;PST;V.PTCP
ingediend	soumises	indienen	soumettre	V;V.PTCP	V;FEM;PL;PST;V.PTCP
ingediend	présenté	indienen	présenter	V;V.PTCP	V;MASC;SG;PST;V.PTCP
ingediend	soumis	indienen	soumettre	V;V.PTCP	V;MASC;SG;PST;V.PTCP
ingediend	déposé	indienen	déposer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
ingediend	déposées	indienen	déposer	V;V.PTCP	V;FEM;PL;PST;V.PTCP
ingediend	classé	indienen	classer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
residentie	résidence	residentie	résidence	N;MASC+FEM;SG	N;FEM;SG
medina	médina	medina	médina	N;MASC+FEM;SG	N;FEM;SG
dwingen	forçant	dwingen	forcer	V;NFIN	V;PRS;V.PTCP
dwingen	forcer	dwingen	forcer	V;NFIN	V;NFIN
verdiensten	mérites	verdienste	mérite	N;PL	N;MASC;PL
verdiensten	gains	verdienste	gain	N;PL	N;MASC;PL
verdiensten	mérites	verdienste	mérite	N;PL	N;MASC;PL
discografie	discographie	discografie	discographie	N;MASC+FEM;SG	N;FEM;SG
pre	pré	pre	pré	N;MASC+FEM;SG	N;MASC;SG
kwetsbaar	fragile	kwetsbaar	fragile	ADJ	ADJ;MASC;SG
kwetsbaar	fragiles	kwetsbaar	fragile	ADJ	ADJ;MASC;PL
kwetsbaar	vulnérables	kwetsbaar	vulnérable	ADJ	ADJ;MASC;PL
kwetsbaar	vulnérable	kwetsbaar	vulnérable	ADJ	ADJ;MASC;SG
automatische	automatiques	automatisch	automatique	ADJ	ADJ;MASC;PL
automatische	automatique	automatisch	automatique	ADJ	ADJ;MASC;SG
plantage	plantation	plantage	plantation	N;MASC+FEM;SG	N;FEM;SG
tours	circuits	tours	circuit	N;PL	N;MASC;PL
tours	tours	tours	tour	N;PL	N;MASC;PL
tours	visites	tours	visite	N;PL	N;FEM;PL
diplomatieke	diplomatique	diplomatiek	diplomatique	ADJ	ADJ;MASC;SG
diplomatieke	diplomatiques	diplomatiek	diplomatique	ADJ	ADJ;MASC;PL
dossier	dossier	dossier	dossier	N;NEUT;SG	N;MASC;SG
dossier	dossier	dossier	dossier	N;NEUT;SG	N;MASC;SG
dossier	fichier	dossier	fichier	N;NEUT;SG	N;MASC;SG
cook	cuisinier	cook	cuisinier	N;MASC+FEM;SG	N;MASC;SG
cook	cuisinière	cook	cuisinier	N;MASC+FEM;SG	N;FEM;SG
gepromoveerd	promue	promoveren	promouvoir	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gepromoveerd	promus	promoveren	promousoir	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gepromoveerd	promu	promoveren	promouvoir	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gepromoveerd	promues	promoveren	promoe	V;V.PTCP	V;FEM;PL;PST;V.PTCP
millennium	millénaire	millennium	millénaire	N;NEUT;SG	N;MASC;SG
spring	sauter	spring	sauter	V;SG;PRS;FIN	V;NFIN
spring	saute	spring	sauter	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
roemeens	roumains	roemeens	roumain	ADJ	ADJ;MASC;PL
roemeens	roumaine	roemeens	roumain	ADJ	ADJ;FEM;SG
roemeens	roumain	roemeens	roumain	ADJ	ADJ;MASC;SG
tuba	tuba	tuba	tuba	N;MASC+FEM;SG	N;MASC;SG
emmy	emmy	emmy	emmy	N;MASC+FEM;SG	N;MASC;SG
atleten	athlètes	atleten	athlète	N;PL	N;MASC;PL
var	var	var	var	N;MASC+FEM;SG	N;MASC;SG
operaties	opérations	operatie	opération	N;PL	N;FEM;PL
operaties	chirurgies	operatie	chirurgie	N;PL	N;FEM;PL
plots	subitement	plot	subitement	ADV	ADV
plots	soudainement	plot	soudainement	ADV	ADV
plots	soudain	plot	soudain	ADV	ADV
gustave	gustave	gustave	gustave	N;MASC+FEM;SG	N;MASC;SG
integraal	intégral	integraal	intégral	ADJ	ADJ;MASC;SG
integraal	intégrale	integraal	intégral	ADJ	ADJ;FEM;SG
integraal	intégrales	integraal	intégral	ADJ	ADJ;FEM;PL
toegevoegde	ajoutés	toevoegen	ajouter	V;V.PTCP	V;MASC;PL;PST;V.PTCP
toegevoegde	ajouté	toevoegen	ajouter	V;V.PTCP	V;MASC;SG;PST;V.PTCP
toegevoegde	ajoutée	toevoegen	ajouter	V;V.PTCP	V;FEM;SG;PST;V.PTCP
hervorming	reforme	hervorming	reformer	N;MASC+FEM;SG	N;FEM;SG
hervorming	réforme	hervorming	réforme	N;MASC+FEM;SG	N;FEM;SG
verhuisd	déplacé	verhuizen	déplacer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
verhuisd	ému	verhuizen	émouvoir	V;V.PTCP	V;MASC;SG;PST;V.PTCP
verhuisd	déménagé	verhuizen	déménager	V;V.PTCP	V;MASC;SG;PST;V.PTCP
verhuisd	déplacée	verhuizen	déplacer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
beïnvloeden	affecter	beïnvloeden	affecter	V;NFIN	V;NFIN
beïnvloeden	affectent	beïnvloeden	affecter	V;NFIN	V;IND;PL;3;PRS;FIN
beïnvloeden	influer	beïnvloeden	influer	V;NFIN	V;NFIN
beïnvloeden	influant	beïnvloeden	influer	V;NFIN	V;PRS;V.PTCP
beïnvloeden	influencer	beïnvloeden	influencer	V;NFIN	V;NFIN
beïnvloeden	influencer	beïnvloeden	influencer	V;NFIN	V;NFIN
tang	pince	tang	pince	N;MASC+FEM;SG	N;FEM;SG
tang	forceps	tang	forcep	N;MASC+FEM;SG	N;MASC;SG
aangekomen	arrivés	aankomen	arriver	V;V.PTCP	V;MASC;PL;PST;V.PTCP
aangekomen	arrivé	aankomen	arriver	V;V.PTCP	V;MASC;SG;PST;V.PTCP
perron	quai	perron	quai	N;NEUT;SG	N;MASC;SG
perron	plateforme	perron	plateforme	N;NEUT;SG	N;FEM;SG
antillen	antilles	antillen	antille	N;PL	N;FEM;PL
blessure	préjudice	blessure	préjudice	N;MASC+FEM;SG	N;MASC;SG
blessure	blessure	blessure	blessure	N;MASC+FEM;SG	N;FEM;SG
blessure	lésion	blessure	lésion	N;MASC+FEM;SG	N;FEM;SG
civiele	civil	civiel	civil	ADJ	ADJ;MASC;SG
civiele	civile	civiel	civil	ADJ	ADJ;FEM;SG
civiele	civiles	civiel	civil	ADJ	ADJ;FEM;PL
cilinder	cylindre	cilinder	cylindre	N;MASC+FEM;SG	N;MASC;SG
cilinder	bouteille	cilinder	bouteille	N;MASC+FEM;SG	N;FEM;SG
cilinder	vérin	cilinder	vérin	N;MASC+FEM;SG	N;MASC;SG
trombone	trombone	trombone	trombone	N;MASC+FEM;SG	N;MASC;SG
txt	txt	txe	txt	N;MASC+FEM;SG	N;MASC;SG
theoretische	théoriques	theoretisch	théorique	ADJ	ADJ;MASC;PL
theoretische	théorique	theoretisch	théorique	ADJ	ADJ;MASC;SG
kwalificeren	qualifiée	kwalificeren	qualifier	V;NFIN	V;FEM;SG;PST;V.PTCP
kwalificeren	qualifier	kwalificeren	qualifier	V;NFIN	V;NFIN
kwalificeren	qualifier	kwalificeren	qualifier	V;NFIN	V;NFIN
inch	pouce	inch	pouce	N;MASC+FEM;SG	N;MASC;SG
inch	centimètre	inch	centimètre	N;MASC+FEM;SG	N;MASC;SG
kilometers	milles	kilometer	mille	N;PL	N;MASC;PL
kilometers	kilomètres	kilometer	kilomètre	N;PL	N;MASC;PL
