през	keresztül	през	keresztül	ADP	ADP
изпълнители	előadók	изпълнител	előadó	N;INDF;MASC;PL	N;NOM;PL
изпълнители	vállalkozók	изпълнител	vállalkozó	N;INDF;MASC;PL	N;NOM;PL
изпълнители	előadók	изпълнител	előadó	N;INDF;MASC;PL	N;NOM;PL
изпълнители	művészek	изпълнител	művész	N;INDF;MASC;PL	N;NOM;PL
луиза	louisa	луиза	louisa	N;INDF;FEM;SG	N;NOM;SG
болести	betegségek	болест	betegség	N;INDF;FEM;PL	N;NOM;PL
болести	betegségek	болест	betegség	N;INDF;FEM;PL	N;NOM;PL
болести	betegségek	болест	betegség	N;INDF;FEM;PL	N;NOM;PL
конституция	alkotmány	конституция	alkotmány	N;INDF;FEM;SG	N;NOM;SG
дипломат	diplomata	дипломат	diplomata	N;INDF;MASC;SG	N;NOM;SG
букви	leveleket	буква	levél	N;INDF;FEM;PL	N;ACC;PL
букви	betűk	буква	betű	N;INDF;FEM;PL	N;NOM;PL
букви	levelek	буква	levél	N;INDF;FEM;PL	N;NOM;PL
пътува	utazik	пътувам	utazik	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
пътува	utazik	пътувам	utazik	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
реч	beszéde	реч	beszéd	N;INDF;FEM;SG	N;NOM;SG
реч	beszéd	реч	beszéd	N;INDF;FEM;SG	N;NOM;SG
популярни	népszerűek	популярен	népszerű	ADJ;INDF;PL	ADJ;NOM;PL
продава	eladni	продавам	elad	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN;ACT
продава	elad	продавам	elad	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
продава	árul	продавам	árul	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
продава	eladja	продавам	elad	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
истории	mesék	история	mesék	N;INDF;FEM;PL	N;NOM;PL
истории	történetek	история	történet	N;INDF;FEM;PL	N;NOM;PL
истории	történeteket	история	történet	N;INDF;FEM;PL	N;ACC;PL
истории	mesék	история	mesék	N;INDF;FEM;PL	N;NOM;PL
истории	bejegyzések	история	bejegyzés	N;INDF;FEM;PL	N;NOM;PL
половината	fele	половина	fél	N;DEF;FEM;SG	N;NOM;SG
химия	kémia	химия	kémia	N;INDF;FEM;SG	N;NOM;SG
допълнение	kiegészítés	допълнение	kiegészítés	N;INDF;NEUT;SG	N;NOM;SG
допълнение	kiegészítés	допълнение	kiegészítés	N;INDF;NEUT;SG	N;NOM;SG
допълнение	kiegészítés	допълнение	kiegészítés	N;INDF;NEUT;SG	N;NOM;SG
чарлз	károly	чарлз	károly	N;INDF;MASC;SG	N;NOM;SG
светлината	fény	светлина	fény	N;DEF;FEM;SG	N;NOM;SG
светлината	fényt	светлина	fény	N;DEF;FEM;SG	N;ACC;SG
фигура	figura	фигура	figura	N;INDF;FEM;SG	N;NOM;SG
фигура	ábra	фигура	áb	N;INDF;FEM;SG	N;NOM;SG
съветник	tanácsos	съветник	tanácsos	N;INDF;MASC;SG	N;NOM;SG
старт	kezdés	старт	kezdés	N;INDF;MASC;SG	N;NOM;SG
инициатива	kezdeményezés	инициатива	kezdeményezés	N;INDF;FEM;SG	N;NOM;SG
отделение	rekesz	отделение	rekesz	N;INDF;NEUT;SG	N;NOM;SG
бозайници	emlősök	бозайник	emlős	N;INDF;FEM;PL	N;NOM;PL
бозайници	emlősök	бозайник	emlős	N;INDF;FEM;PL	N;NOM;PL
бозайници	emlősök	бозайник	emlős	N;INDF;FEM;PL	N;NOM;PL
романът	regény	роман	regény	N;DEF;MASC;SG	N;NOM;SG
въздух	levegő	въздух	levegő	N;INDF;MASC;SG	N;NOM;SG
конструкция	építkezés	конструкция	építkezés	N;INDF;FEM;SG	N;NOM;SG
конструкция	építés	конструкция	építés	N;INDF;FEM;SG	N;NOM;SG
конструкция	struktúra	конструкция	struktúra	N;INDF;FEM;SG	N;NOM;SG
конструкция	szerkezet	конструкция	szerkezet	N;INDF;FEM;SG	N;NOM;SG
конструкция	felépítés	конструкция	felépítés	N;INDF;FEM;SG	N;NOM;SG
конструкция	építmény	конструкция	építmény	N;INDF;FEM;SG	N;NOM;SG
икони	ikonok	икона	ikon	N;INDF;FEM;PL	N;NOM;PL
славата	hírnév	слава	hírnév	N;DEF;FEM;SG	N;NOM;SG
кръв	vér	кръв	vér	N;INDF;FEM;SG	N;NOM;SG
йерусалим	jeruzsálem	йерусалим	jeruzsálem	N;INDF;MASC;SG	N;NOM;SG
форум	fórum	форум	fórum	N;INDF;MASC;SG	N;NOM;SG
форум	fórumon	форум	fórum	N;INDF;MASC;SG	N;ON+ESS;SG
съединения	vegyületek	съединение	vegyület	N;INDF;NEUT;PL	N;NOM;PL
храмът	templom	храм	templom	N;DEF;MASC;SG	N;NOM;SG
храмът	szentély	храм	szentély	N;DEF;MASC;SG	N;NOM;SG
храмът	temploma	храм	temploma	N;DEF;MASC;SG	N;NOM;SG
департамент	részleg	департамент	részleg	N;INDF;MASC;SG	N;NOM;SG
участниците	résztvevőknek	участник	résztvevő	N;DEF;MASC;PL	N;DAT;PL
участниците	résztvevők	участник	résztvevő	N;DEF;MASC;PL	N;NOM;PL
традиции	hagyományok	традиция	hagyomány	N;INDF;FEM;PL	N;NOM;PL
морета	tengerek	море	tengér	N;INDF;NEUT;PL	N;NOM;PL
приложения	alkalmazások	приложение	alkalmazás	N;INDF;NEUT;PL	N;NOM;PL
приложения	kérelmek	приложение	kérelem	N;INDF;NEUT;PL	N;NOM;PL
приложения	alkalmazások	приложение	alkalmazás	N;INDF;NEUT;PL	N;NOM;PL
приложения	mellékletek	приложение	melléklet	N;INDF;NEUT;PL	N;NOM;PL
печат	bélyeg	печат	bélyeg	N;INDF;MASC;SG	N;NOM;SG
печат	bélyegző	печат	bélyegző	N;INDF;MASC;SG	N;NOM;SG
печат	pecsét	печат	pecsé	N;INDF;MASC;SG	N;NOM;SG
печат	nyomda	печат	nyomda	N;INDF;MASC;SG	N;NOM;SG
печат	nyomtatás	печат	nyomtatás	N;INDF;MASC;SG	N;NOM;SG
печат	fóka	печат	fóka	N;INDF;MASC;SG	N;NOM;SG
печат	pecsét	печат	pecsé	N;INDF;MASC;SG	N;NOM;SG
печат	ujjlenyomat	печат	ujjlenyom	N;INDF;MASC;SG	N;NOM;SG
печат	nyomtatás	печат	nyomtatás	N;INDF;MASC;SG	N;NOM;SG
служители	alkalmazottak	служител	alkalmazott	N;INDF;MASC;PL	N;NOM;PL
служители	munkavállalók	служител	munkavállaló	N;INDF;MASC;PL	N;NOM;PL
служители	munkatársak	служител	munkatárs	N;INDF;MASC;PL	N;NOM;PL
служители	szolgák	служител	szoloa	N;INDF;MASC;PL	N;NOM;PL
служители	alkalmazottak	служител	alkalmazott	N;INDF;MASC;PL	N;NOM;PL
служители	munkatársak	служител	munkatárs	N;INDF;MASC;PL	N;NOM;PL
намаляване	csökkentése	намаляване	csökkentés	N;INDF;NEUT;SG	N;NOM;SG
намаляване	csökkentést	намаляване	csökkentés	N;INDF;NEUT;SG	N;ACC;SG
намаляване	csökkentése	намаляване	csökkentés	N;INDF;NEUT;SG	N;NOM;SG
намаляване	csökkenés	намаляване	csökkenés	N;INDF;NEUT;SG	N;NOM;SG
намаляване	csökkentés	намаляване	csökkentés	N;INDF;NEUT;SG	N;NOM;SG
намаляване	csökkenés	намаляване	csökkenés	N;INDF;NEUT;SG	N;NOM;SG
доказателства	bizonyítékok	доказателство	bizonyítékok	N;INDF;NEUT;PL	N;NOM;PL
качество	minősége	качество	minőség	N;INDF;NEUT;SG	N;NOM;SG
качество	minőség	качество	minőség	N;INDF;NEUT;SG	N;NOM;SG
сезони	évszakok	сезон	évszak	N;INDF;MASC;PL	N;NOM;PL
драматичен	drámai	драматичен	drámai	ADJ;INDF;MASC;SG	ADJ;NOM;SG
франсоа	françois	франсоа	françois	N;INDF;MASC;SG	N;NOM;SG
франсоа	françois	франсоа	françois	N;INDF;MASC;SG	N;NOM;SG
диригент	kalauz	диригент	kalauz	N;INDF;MASC;SG	N;NOM;SG
личност	személyiség	личност	személyiség	N;INDF;FEM;SG	N;NOM;SG
личност	személyisége	личност	személyiség	N;INDF;FEM;SG	N;NOM;SG
личност	egyéniség	личност	egyéniség	N;INDF;FEM;SG	N;NOM;SG
ера	korszak	ера	korsz	N;INDF;FEM;SG	N;NOM;SG
разказ	mese	разказ	mese	N;INDF;MASC;SG	N;NOM;SG
разказ	elbeszélés	разказ	elbeszélés	N;INDF;MASC;SG	N;NOM;SG
фестивала	fesztivál	фестивал	fesztivál	N;DEF;MASC;SG	N;NOM;SG
раждането	születés	раждане	születés	N;DEF;NEUT;SG	N;NOM;SG
раждането	szülés	раждане	szülés	N;DEF;NEUT;SG	N;NOM;SG
модул	modul	модул	modul	N;INDF;MASC;SG	N;NOM;SG
добавя	hozzáadása	добавям	hozzáadás	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
добавя	növeli	добавям	növel	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
сърби	szerbek	сърбин	szerb	N;INDF;MASC;PL	N;NOM;PL
картина	festés	картина	festés	N;INDF;FEM;SG	N;NOM;SG
картина	festmény	картина	festmény	N;INDF;FEM;SG	N;NOM;SG
обръща	rajzol	обръщам-(се)	rajzol	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
очаква	elvárja	очаквам	elvár	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
преводач	fordító	преводач	fordító	N;INDF;MASC;SG	N;NOM;SG
преводач	tolmács	преводач	tolmács	N;INDF;MASC;SG	N;NOM;SG
преводач	tolmács	преводач	tolmács	N;INDF;MASC;SG	N;NOM;SG
обича	szereti	обичам	szeret	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
обича	kedveli	обичам	kedveli	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
обича	imád	обичам	imád	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
обича	szereti	обичам	szeret	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
обича	szeret	обичам	szeret	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
изображение	kép	изображение	kép	N;INDF;NEUT;SG	N;NOM;SG
изображение	képet	изображение	kép	N;INDF;NEUT;SG	N;ACC;SG
строителство	építkezés	строителство	építkezés	N;INDF;NEUT;SG	N;NOM;SG
строителство	építés	строителство	építés	N;INDF;NEUT;SG	N;NOM;SG
вюртемберг	württemberg	вюртемберг	württemberg	N;INDF;MASC;SG	N;NOM;SG
здраве	egészségügy	здраве	egészségügy	N;INDF;NEUT;SG	N;NOM;SG
здраве	egészség	здраве	egészség	N;INDF;NEUT;SG	N;NOM;SG
афганистан	afganisztán	афганистан	afganiszta	N;DEF;MASC;SG	N;NOM;SG
афганистан	afganisztáni	афганистан	afganisztáni	N;DEF;MASC;SG	N;NOM;SG
глави	fejek	глава	fej	N;INDF;FEM;PL	N;NOM;PL
глави	fejeket	глава	fejek	N;INDF;FEM;PL	N;ACC;PL
покрива	tető	покрив	tető	N;INDF;MASC;SG	N;NOM;SG
покрива	tetőn	покрив	tető	N;INDF;MASC;SG	N;ON+ESS;SG
екипаж	legénység	екипаж	legénység	N;INDF;MASC;SG	N;NOM;SG
екипаж	személyzet	екипаж	személyzet	N;INDF;MASC;SG	N;NOM;SG
века	évszázad	век	évszázad	N;DEF;MASC;SG	N;NOM;SG
века	század	век	század	N;DEF;MASC;SG	N;NOM;SG
асистент	asszisztens	асистент	asszisztens	N;INDF;MASC;SG	N;NOM;SG
пътуване	utazás	пътуване	utazás	N;INDF;NEUT;SG	N;NOM;SG
пътуване	utazási	пътуване	utazási	N;INDF;NEUT;SG	N;NOM;SG
пътуване	utazás	пътуване	utazás	N;INDF;NEUT;SG	N;NOM;SG
пътуване	utazás	пътуване	utazás	N;INDF;NEUT;SG	N;NOM;SG
пътуване	kirándulás	пътуване	kirándulás	N;INDF;NEUT;SG	N;NOM;SG
пътуване	utazás	пътуване	utazás	N;INDF;NEUT;SG	N;NOM;SG
пътуване	kiruccanás	пътуване	kiruccanás	N;INDF;NEUT;SG	N;NOM;SG
пътуване	utazás	пътуване	utazás	N;INDF;NEUT;SG	N;NOM;SG
продължителност	időtartam	продължителност	időtartam	N;INDF;FEM;SG	N;NOM;SG
продължителност	időtartama	продължителност	időtartam	N;INDF;FEM;SG	N;NOM;SG
специалист	szakember	специалист	szakember	N;INDF;MASC;SG	N;NOM;SG
специалист	specialista	специалист	specialista	N;INDF;MASC;SG	N;NOM;SG
хърватски	horvát	хърватски	horvát	ADJ;INDF;MASC;SG	ADJ;NOM;SG
месо	hús	месо	hús	N;INDF;NEUT;SG	N;NOM;SG
месо	húst	месо	húst	N;INDF;NEUT;SG	N;ACC;SG
цена	ára	цена	ár	N;INDF;FEM;SG	N;NOM;SG
цена	költség	цена	költség	N;INDF;FEM;SG	N;NOM;SG
правилно	jobbra	правилно	jobbra	ADV	ADV
прилага	alkalmazni	прилагам	alkalmaz	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN;ACT
водач	kalauz	водач	kalauz	N;INDF;MASC;SG	N;NOM;SG
водач	útmutató	водач	útmutató	N;INDF;MASC;SG	N;NOM;SG
ръце	karok	ръка	karok	N;INDF;FEM;PL	N;NOM;PL
ръце	karokat	ръка	karok	N;INDF;FEM;PL	N;ACC;PL
ръце	fegyverek	ръка	fegyver	N;INDF;FEM;PL	N;NOM;PL
ръце	kezek	ръка	kéz	N;INDF;FEM;PL	N;NOM;PL
коментар	megjegyzés	коментар	megjegyzés	N;INDF;MASC;SG	N;NOM;SG
стандарт	szabványos	стандарт	szabványos	N;INDF;MASC;SG	N;NOM;SG
стандарт	szabvány	стандарт	szabvány	N;INDF;MASC;SG	N;NOM;SG
региони	régiók	регион	régió	N;INDF;MASC;PL	N;NOM;PL
студио	stúdió	студио	stúdió	N;INDF;NEUT;SG	N;NOM;SG
пистата	pálya	писта	pálya	N;DEF;FEM;SG	N;NOM;SG
пистата	vágány	писта	vágány	N;DEF;FEM;SG	N;NOM;SG
съдбата	végzet	съдба	végzet	N;DEF;FEM;SG	N;NOM;SG
съдбата	sors	съдба	sors	N;DEF;FEM;SG	N;NOM;SG
съдбата	végzet	съдба	végzet	N;DEF;FEM;SG	N;NOM;SG
съдбата	sors	съдба	sors	N;DEF;FEM;SG	N;NOM;SG
чувства	érzéseit	чувство	érzés	N;INDF;NEUT;PL	N;ACC;PL
чувства	érzések	чувство	érzés	N;INDF;NEUT;PL	N;NOM;PL
чувства	érzelmek	чувство	érzelem	N;INDF;NEUT;PL	N;NOM;PL
жанр	műfaj	жанр	műfaj	N;INDF;MASC;SG	N;NOM;SG
културен	kulturális	културен	kulturális	ADJ;INDF;MASC;SG	ADJ;NOM;SG
селски	vidéki	селски	vidéki	ADJ;INDF;MASC;SG	ADJ;NOM;SG
обяснява	megmagyarázza	обяснявам-(се)	megmagyaráz	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
врата	ajtó	врата	ajtó	N;INDF;FEM;SG	N;NOM;SG
врата	nyakát	врата	nyaka	N;INDF;FEM;SG	N;ACC;SG
врата	nyaka	врата	nyaka	N;INDF;FEM;SG	N;NOM;SG
врата	nyak	врата	nyak	N;INDF;FEM;SG	N;NOM;SG
юрист	jogász	юрист	jogász	N;INDF;MASC;SG	N;NOM;SG
юрист	ügyvéd	юрист	ügyvéd	N;INDF;MASC;SG	N;NOM;SG
слава	hírnév	слава	hírnév	N;INDF;FEM;SG	N;NOM;SG
слава	dicsőség	слава	dicsőség	N;INDF;FEM;SG	N;NOM;SG
предоставя	nyújt	предоставям	nyújt	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
монарси	uralkodók	монарх	uralkodó	N;INDF;MASC;PL	N;NOM;PL
кухня	konyha	кухня	konyha	N;INDF;FEM;SG	N;NOM;SG
кухня	konyha	кухня	konyha	N;INDF;FEM;SG	N;NOM;SG
кухня	konyhában	кухня	konyha	N;INDF;FEM;SG	N;IN+ESS;SG
предприятия	létesítmények	предприятие	létesítmény	N;INDF;NEUT;PL	N;NOM;PL
предприятия	vállalatok	предприятие	vállalat	N;INDF;NEUT;PL	N;NOM;PL
предприятия	vállalkozások	предприятие	vállalkozás	N;INDF;NEUT;PL	N;NOM;PL
предприятия	vállalkozások	предприятие	vállalkozás	N;INDF;NEUT;PL	N;NOM;PL
празници	ünnepek	празник	ünnep	N;INDF;MASC;PL	N;NOM;PL
лигата	liga	лига	liga	N;DEF;FEM;SG	N;NOM;SG
редакции	módosítások	редакция	módosítás	N;INDF;FEM;PL	N;NOM;PL
редакции	módosításai	редакция	módosítás	N;INDF;FEM;PL	N;NOM;PL
редакции	módosításokkal	редакция	módosítás	N;INDF;FEM;PL	N;INS;PL
откриване	kimutatás	откриване	kimutatás	N;INDF;NEUT;SG	N;NOM;SG
откриване	felfedezés	откриване	felfedezés	N;INDF;NEUT;SG	N;NOM;SG
откриване	discovery	откриване	discovery	N;INDF;NEUT;SG	N;NOM;SG
откриване	felfedezés	откриване	felfedezés	N;INDF;NEUT;SG	N;NOM;SG
откриване	felfedezése	откриване	felfedezés	N;INDF;NEUT;SG	N;NOM;SG
откриване	megnyitás	откриване	megnyitás	N;INDF;NEUT;SG	N;NOM;SG
откриване	nyitás	откриване	nyitás	N;INDF;NEUT;SG	N;NOM;SG
откриване	megnyitó	откриване	megnyitó	N;INDF;NEUT;SG	N;NOM;SG
откриване	nyílás	откриване	nyílás	N;INDF;NEUT;SG	N;NOM;SG
пилотите	pilóták	пилот	piló	N;DEF;MASC;PL	N;NOM;PL
оборудване	berendezés	оборудване	berendezés	N;INDF;NEUT;SG	N;NOM;SG
оборудване	felszerelés	оборудване	felszerelés	N;INDF;NEUT;SG	N;NOM;SG
фабрика	gyár	фабрика	gyár	N;INDF;FEM;SG	N;NOM;SG
фабрика	üzem	фабрика	üz	N;INDF;FEM;SG	N;NOM;SG
фабрика	gyárban	фабрика	gyár	N;INDF;FEM;SG	N;IN+ESS;SG
мисии	missziók	мисия	misszió	N;INDF;FEM;PL	N;NOM;PL
списания	naplók	списание	napló	N;INDF;NEUT;PL	N;NOM;PL
списания	magazinok	списание	magazik	N;INDF;NEUT;PL	N;NOM;PL
списания	magazinokat	списание	magazin	N;INDF;NEUT;PL	N;ACC;PL
клубът	klub	клуб	klub	N;DEF;MASC;SG	N;NOM;SG
играл	játszott	играя	játszik	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
играл	játszottam	играя	játszik	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;INDF;IND;SG;1;PST;FIN;ACT
положението	szituáció	положение	szituáció	N;DEF;NEUT;SG	N;NOM;SG
положението	helyzet	положение	helyzet	N;DEF;NEUT;SG	N;NOM;SG
проблемите	gondok	проблем	gond	N;DEF;MASC;PL	N;NOM;PL
проблемите	problémák	проблем	probléma	N;DEF;MASC;PL	N;NOM;PL
проблемите	problémákat	проблем	probléma	N;DEF;MASC;PL	N;ACC;PL
проблемите	problémákkal	проблем	probléma	N;DEF;MASC;PL	N;INS;PL
кратка	alacsony	кратък	alacsony	ADJ;INDF;FEM;SG	ADJ;NOM;SG
вокал	ének	вокал	én	N;INDF;MASC;SG	N;NOM;SG
вокал	vokál	вокал	vokál	N;INDF;MASC;SG	N;NOM;SG
усилия	erőfeszítéseket	усилие	erőfeszítés	N;INDF;NEUT;PL	N;ACC;PL
усилия	erőfeszítések	усилие	erőfeszítés	N;INDF;NEUT;PL	N;NOM;PL
усилия	erőfeszítések	усилие	erőfeszítés	N;INDF;NEUT;PL	N;NOM;PL
контакт	kapcsolatfelvétel	контакт	kapcsolatfelvétel	N;INDF;MASC;SG	N;NOM;SG
контакт	kapcsolattartó	контакт	kapcsolattartó	N;INDF;MASC;SG	N;NOM;SG
контакт	érintkezés	контакт	érintkezés	N;INDF;MASC;SG	N;NOM;SG
контакт	kapcsolat	контакт	kapcsolat	N;INDF;MASC;SG	N;NOM;SG
контакт	kapcsolatba	контакт	kapcsolat	N;INDF;MASC;SG	N;IN+ALL;SG
космоса	kozmosz	космос	kozmosz	N;DEF;MASC;SG	N;NOM;SG
космоса	űr	космос	űr	N;DEF;MASC;SG	N;NOM;SG
космоса	tér	космос	tér	N;DEF;MASC;SG	N;NOM;SG
костур	sügér	костур	sügér	N;INDF;MASC;SG	N;NOM;SG
костур	basszus	костур	basszus	N;INDF;MASC;SG	N;NOM;SG
среден	átlagos	среден	átlagos	ADJ;INDF;MASC;SG	ADJ;NOM;SG
среден	átlagosan	среден	átlagos	ADJ;INDF;MASC;SG	ADJ;FRML;SG
среден	közepes	среден	közepes	ADJ;INDF;MASC;SG	ADJ;NOM;SG
фактори	tényezők	фактор	tényező	N;INDF;MASC;PL	N;NOM;PL
горски	erdészeti	горски	erdészeti	ADJ;INDF;MASC;SG	ADJ;NOM;SG
туризъм	turizmus	туризъм	turizmus	N;INDF;MASC;SG	N;NOM;SG
туризъм	idegenforgalom	туризъм	idegenforgalom	N;INDF;MASC;SG	N;NOM;SG
туризъм	túrázás	туризъм	túrázás	N;INDF;MASC;SG	N;NOM;SG
туризъм	kirándulás	туризъм	kirándulás	N;INDF;MASC;SG	N;NOM;SG
туризъм	túra	туризъм	túra	N;INDF;MASC;SG	N;NOM;SG
географска	földrajzi	географски	földrajz	ADJ;INDF;FEM;SG	ADJ;NOM;SG
географска	földrajzi	географски	földrajz	ADJ;INDF;FEM;SG	ADJ;NOM;SG
достигне	elérni	достигна	el+ér	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN;ACT
динамо	dinamo	динамо	dinamo	N;INDF;NEUT;SG	N;NOM;SG
буква	levélben	буква	levél	N;INDF;FEM;SG	N;IN+ESS;SG
буква	betű	буква	betű	N;INDF;FEM;SG	N;NOM;SG
буква	levél	буква	levél	N;INDF;FEM;SG	N;NOM;SG
буква	levelet	буква	levél	N;INDF;FEM;SG	N;ACC;SG
буква	levele	буква	levél	N;INDF;FEM;SG	N;NOM;SG
спомени	emlékek	споменя	emlék	N;INDF;MASC;PL	N;NOM;PL
спомени	emlékek	споменя	emlék	N;INDF;MASC;PL	N;NOM;PL
отваря	nyit	отварям-(се)	nyit	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
изследовател	kutató	изследовател	kutató	N;INDF;MASC;SG	N;NOM;SG
изследовател	felfedező	изследовател	felfedező	N;INDF;MASC;SG	N;NOM;SG
хранене	tápanyag	хранене	tápanyag	N;INDF;NEUT;SG	N;NOM;SG
хранене	táplálkozás	хранене	táplálkozás	N;INDF;NEUT;SG	N;NOM;SG
хранене	táplálék	хранене	táplálék	N;INDF;NEUT;SG	N;NOM;SG
хранене	etetés	хранене	etetés	N;INDF;NEUT;SG	N;NOM;SG
хранене	étkező	хранене	étkező	N;INDF;NEUT;SG	N;NOM;SG
хранене	étkezés	хранене	étkezés	N;INDF;NEUT;SG	N;NOM;SG
хранене	étel	хранене	étel	N;INDF;NEUT;SG	N;NOM;SG
племе	törzs	племе	törzs	N;INDF;NEUT;SG	N;NOM;SG
псевдоним	álnév	псевдоня	álnév	N;INDF;MASC;SG	N;NOM;SG
псевдоним	álnév	псевдоня	álnév	N;INDF;MASC;SG	N;NOM;SG
пети	ötödik	пети	ötödik	ADJ;INDF;MASC;SG	ADJ;NOM;SG
азбука	ábécé	азбукам	ábéc	N;INDF;FEM;SG	N;NOM;SG
вино	bor	вино	bor	N;INDF;NEUT;SG	N;NOM;SG
кратък	alacsony	кратък	alacsony	ADJ;INDF;MASC;SG	ADJ;NOM;SG
типове	típusok	тип	típus	N;INDF;MASC;PL	N;NOM;PL
типове	típusai	тип	típus	N;INDF;MASC;PL	N;NOM;PL
диск	lemez	диск	lemez	N;INDF;MASC;SG	N;NOM;SG
диск	lemezt	диск	lemez	N;INDF;MASC;SG	N;ACC;SG
диск	lemez	диск	lemez	N;INDF;MASC;SG	N;NOM;SG
диск	lemezt	диск	lemez	N;INDF;MASC;SG	N;ACC;SG
разкрива	felfedni	разкривам-(се)	felfed	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN;ACT
кожа	bőr	кожа	bőr	N;INDF;FEM;SG	N;NOM;SG
кожа	bőre	кожа	bő	N;INDF;FEM;SG	N;NOM;SG
кожа	bőr	кожа	bőr	N;INDF;FEM;SG	N;NOM;SG
стихотворения	verseket	стихотворен	vers	N;INDF;NEUT;PL	N;ACC;PL
надежда	remény	надежда	remény	N;INDF;FEM;SG	N;NOM;SG
раздел	részleg	раздел	részleg	N;INDF;MASC;SG	N;NOM;SG
раздел	szakasz	раздел	szakasz	N;INDF;MASC;SG	N;NOM;SG
раздел	szekció	раздел	szekció	N;INDF;MASC;SG	N;NOM;SG
бундеслига	bundesliga	бундеслига	bundesliga	N;INDF;FEM;SG	N;NOM;SG
ракета	rakéta	ракета	rakéta	N;INDF;FEM;SG	N;NOM;SG
ракета	rakéta	ракета	rakéta	N;INDF;FEM;SG	N;NOM;SG
манастири	kolostorok	манастирам	kolostorok	N;INDF;FEM;PL	N;NOM;PL
кожата	bőre	кожа	bő	N;DEF;FEM;SG	N;NOM;SG
кожата	bőr	кожа	bőr	N;DEF;FEM;SG	N;NOM;SG
адвокат	ügyvéd	адвокат	ügyvéd	N;INDF;MASC;SG	N;NOM;SG
адвокат	advocate	адвокат	advocat	N;INDF;MASC;SG	N;NOM;SG
адвокат	jogász	адвокат	jogász	N;INDF;MASC;SG	N;NOM;SG
адвокат	ügyvéd	адвокат	ügyvéd	N;INDF;MASC;SG	N;NOM;SG
конфликти	konfliktusok	конфликт	konfliktus	N;INDF;MASC;PL	N;NOM;PL
конфликти	konfliktusok	конфликт	konfliktus	N;INDF;MASC;PL	N;NOM;PL
колонии	kolóniák	колония	kolónia	N;INDF;FEM;PL	N;NOM;PL
колонии	telepek	колония	telep	N;INDF;FEM;PL	N;NOM;PL
сингапур	szingapúr	сингапур	szingapúr	N;INDF;MASC;SG	N;NOM;SG
грешка	tévedés	грешка	tévedés	N;INDF;FEM;SG	N;NOM;SG
грешка	hiba	грешка	hiba	N;INDF;FEM;SG	N;NOM;SG
грешка	tévedés	грешка	tévedés	N;INDF;FEM;SG	N;NOM;SG
грешка	hiba	грешка	hiba	N;INDF;FEM;SG	N;NOM;SG
вечер	estét	вечер	est	N;INDF;FEM;SG	N;ACC;SG
вечер	éjszaka	вечер	éjszaka	N;INDF;FEM;SG	N;NOM;SG
проучване	vizsgálat	проучване	vizsgálat	N;INDF;NEUT;SG	N;NOM;SG
проучване	tanulás	проучване	tanulás	N;INDF;NEUT;SG	N;NOM;SG
проучване	tanulmány	проучване	tanulmány	N;INDF;NEUT;SG	N;NOM;SG
проучване	kutatás	проучване	kutatás	N;INDF;NEUT;SG	N;NOM;SG
проучване	kutatási	проучване	kutatási	N;INDF;NEUT;SG	N;NOM;SG
проучване	felmérés	проучване	felmérés	N;INDF;NEUT;SG	N;NOM;SG
