من	de	مِن	de	ADP	ADP
الصف	turma	صَفّ	turma	N;NOM;DEF;SG	N;FEM;SG
الصف	classe	صَفّ	classe	N;NOM;DEF;SG	N;FEM;SG
الصف	aula	صَفّ	aula	N;NOM;DEF;SG	N;FEM;SG
الحج	peregrinação	حَجّ	peregrinação	N;NOM;DEF;SG	N;FEM;SG
الحج	haj	حَجّ	haver	N;NOM;DEF;SG	N;MASC;SG
الحج	hajj	حَجّ	hajj	N;NOM;DEF;SG	N;MASC;SG
الدخل	renda	دَخل	renda	N;NOM;DEF;SG	N;FEM;SG
الدخل	rendimento	دَخل	rendimento	N;NOM;DEF;SG	N;MASC;SG
متوسطة	médio	مُتَوَسِّط	médio	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
صار	aconteceu	صَار	acontecer	V;PFV;MASC;SG;3;ACT	V;IND;SG;3;PST;FIN
اتصال	ligação	اِتِّصَال	ligação	N;NOM;INDF;SG	N;FEM;SG
اتصال	conexão	اِتِّصَال	conexão	N;NOM;INDF;SG	N;FEM;SG
اتصال	contacto	اِتِّصَال	contacto	N;NOM;INDF;SG	N;MASC;SG
اتصال	contato	اِتِّصَال	contato	N;NOM;INDF;SG	N;MASC;SG
الانتقال	transição	اِنتِقَال	transição	N;NOM;DEF;SG	N;FEM;SG
شراء	compra	شِرَاء	compra	N;NOM;INDF;SG	N;FEM;SG
شراء	compra	شِرَاء	compra	N;NOM;INDF;SG	N;FEM;SG
شراء	buy	شِرَاء	buy	N;NOM;INDF;SG	N;MASC;SG
تشريح	anatomia	تَشرِيح	anatomia	N;NOM;INDF;SG	N;FEM;SG
الاول	primeira	أَوَّل	primeiro	ADJ;NOM;DEF;MASC;SG	ADJ;FEM;SG
ضابط	agente	ضَابِط	agente	N;NOM;INDF;SG	N;MASC;SG
ضابط	policial	ضَابِط	policial	N;NOM;INDF;SG	N;MASC;SG
جملة	granel	جُملَة	granel	N;NOM;INDF;SG	N;FEM;SG
جملة	grosso	جُملَة	grosso	N;NOM;INDF;SG	N;MASC;SG
جملة	grossista	جُملَة	grossista	N;NOM;INDF;SG	N;MASC;SG
جملة	varejo	جُملَة	varejo	N;NOM;INDF;SG	N;MASC;SG
جملة	frase	جُملَة	frase	N;NOM;INDF;SG	N;FEM;SG
جملة	frase	جُملَة	frase	N;NOM;INDF;SG	N;FEM;SG
جملة	sentença	جُملَة	sentença	N;NOM;INDF;SG	N;FEM;SG
شاشة	tela	شَاشَة	tela	N;NOM;INDF;SG	N;FEM;SG
شاشة	ecrã	شَاشَة	ecrã	N;NOM;INDF;SG	N;MASC;SG
يعاني	sofre	عَانَى	sofrer	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
الممثلة	atriz	مُمَثَّل	atriz	N;NOM;DEF;SG	N;FEM;SG
الممثلة	actriz	مُمَثَّل	actriz	N;NOM;DEF;SG	N;FEM;SG
المباريات	partidas	مُبَارَاة	partida	N;NOM;DEF;PL	N;FEM;PL
المباريات	correspondências	مُبَارَاة	correspondência	N;NOM;DEF;PL	N;FEM;PL
المباريات	fósforos	مُبَارَاة	fósforo	N;NOM;DEF;PL	N;MASC;PL
المباريات	games	مُبَارَاة	game	N;NOM;DEF;PL	N;MASC;PL
المباريات	jogos	مُبَارَاة	jogo	N;NOM;DEF;PL	N;MASC;PL
دوائر	círculos	دَائِرَة	círculo	N;NOM;INDF;PL	N;MASC;PL
الفكرية	intelectual	فِكرِيّ	intelectual	ADJ;NOM;DEF;FEM;SG	ADJ;MASC;SG
الروم	cachaça	رُومِيم	cachaça	N;NOM;DEF;SG	N;FEM;SG
الروم	rum	رُومِيم	rum	N;NOM;DEF;SG	N;MASC;SG
بنات	miúdas	بِنَة	miúda	N;NOM;INDF;PL	N;FEM;PL
بنات	garotas	بِنَة	garota	N;NOM;INDF;PL	N;FEM;PL
بنات	raparigas	بِنَة	rapariga	N;NOM;INDF;PL	N;FEM;PL
بنات	meninas	بِنَة	menina	N;NOM;INDF;PL	N;FEM;PL
لبناني	libanesa	لُبنَانِيّ	libanês	N;NOM;INDF;SG	N;FEM;SG
لبناني	libanês	لُبنَانِيّ	libanês	N;NOM;INDF;SG	N;MASC;SG
تفاصيل	pormenores	تَفصِيل	pormenor	N;NOM;INDF;PL	N;MASC;PL
تفاصيل	detalhes	تَفصِيل	detalhe	N;NOM;INDF;PL	N;MASC;PL
تفاصيل	detalhes	تَفصِيل	detalhe	N;NOM;INDF;PL	N;MASC;PL
الفردية	individual	فَردِيّ	individual	ADJ;NOM;DEF;FEM;SG	ADJ;MASC;SG
محرر	editor	محرر	editor	N;NOM;INDF;SG	N;MASC;SG
محرر	editora	محرر	editora	N;NOM;INDF;SG	N;FEM;SG
الاتجاه	tendência	اِتِّجَاه	tendência	N;NOM;DEF;SG	N;FEM;SG
الاتجاه	direção	اِتِّجَاه	direção	N;NOM;DEF;SG	N;FEM;SG
الاتجاه	direcção	اِتِّجَاه	direcção	N;NOM;DEF;SG	N;FEM;SG
الاتجاه	destino	اِتِّجَاه	destino	N;NOM;DEF;SG	N;MASC;SG
الشهرة	fama	شُهرَة	fama	N;NOM;DEF;SG	N;FEM;SG
الشهرة	fame	شُهرَة	fame	N;NOM;DEF;SG	N;MASC;SG
شرطة	polícia	شُرطَة	polícia	N;NOM;INDF;SG	N;FEM;SG
شرطة	policia	شُرطَة	policia	N;NOM;INDF;SG	N;FEM;SG
الرئاسة	presidência	رِئَاسَة	presidência	N;NOM;DEF;SG	N;FEM;SG
ثابتة	firme	ثَابِت	firme	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG
سحب	retirada	سَحب	retirada	N;NOM;INDF;SG	N;FEM;SG
سحب	abstinência	سَحب	abstinência	N;NOM;INDF;SG	N;FEM;SG
امتداد	alongamento	اِمتِدَاد	alongamento	N;NOM;INDF;SG	N;MASC;SG
امتداد	prolongamento	اِمتِدَاد	prolongamento	N;NOM;INDF;SG	N;MASC;SG
امتداد	extensão	اِمتِدَاد	extensão	N;NOM;INDF;SG	N;FEM;SG
امتداد	prorrogação	اِمتِدَاد	prorrogação	N;NOM;INDF;SG	N;FEM;SG
تعطي	confere	أَعطَى	conferir	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
تعطي	dá	أَعطَى	dar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
القادة	comandantes	قَائِد	comandante	N;NOM;DEF;PL	N;MASC;PL
القادة	lideres	قَائِد	lider	N;NOM;DEF;PL	N;MASC;PL
القادة	dirigentes	قَائِد	dirigente	N;NOM;DEF;PL	N;MASC;PL
القادة	líderes	قَائِد	líder	N;NOM;DEF;PL	N;MASC;PL
التحقيق	investigação	تَحقِيق	investigação	N;NOM;DEF;SG	N;FEM;SG
التحقيق	inquérito	تَحقِيق	inquérito	N;NOM;DEF;SG	N;MASC;SG
السنين	anos	سَنَة	ano	N;NOM;DEF;PL	N;MASC;PL
الضباط	oficiais	ضَابِط	oficial	N;NOM;DEF;PL	N;MASC;PL
المستقلة	independente	مُستَقِلّ	independente	ADJ;NOM;DEF;FEM;SG	ADJ;MASC;SG
التدخل	ingerência	تَدَخُّل	ingerência	N;NOM;DEF;SG	N;FEM;SG
التدخل	interferência	تَدَخُّل	interferência	N;NOM;DEF;SG	N;FEM;SG
التدخل	intervenção	تَدَخُّل	intervenção	N;NOM;DEF;SG	N;FEM;SG
حارس	guarda	حَارِس	guarda	N;NOM;INDF;SG	N;FEM;SG
الرسائل	cartas	رِسَالَة	carta	N;NOM;DEF;PL	N;FEM;PL
الرسائل	letras	رِسَالَة	letra	N;NOM;DEF;PL	N;FEM;PL
الرسائل	mensagens	رِسَالَة	mensagem	N;NOM;DEF;PL	N;FEM;PL
سلوك	comportamento	سُلُوك	comportamento	N;NOM;INDF;SG	N;MASC;SG
سلوك	atitude	سُلُوك	atitude	N;NOM;INDF;SG	N;FEM;SG
سلوك	comportamento	سُلُوك	comportamento	N;NOM;INDF;SG	N;MASC;SG
طائر	ave	طَائِر	ave	N;NOM;INDF;SG	N;FEM;SG
طائر	bird	طَائِر	bird	N;NOM;INDF;SG	N;MASC;SG
طائر	passarinho	طَائِر	passarinho	N;NOM;INDF;SG	N;MASC;SG
طائر	pássaro	طَائِر	pássaro	N;NOM;INDF;SG	N;MASC;SG
ضباط	oficiais	ضَابِط	oficial	N;NOM;INDF;PL	N;MASC;PL
توجيه	orientação	تَوجِيه	orientação	N;NOM;INDF;SG	N;FEM;SG
توجيه	directiva	تَوجِيه	directivo	N;NOM;INDF;SG	N;FEM;SG
توجيه	orientação	تَوجِيه	orientação	N;NOM;INDF;SG	N;FEM;SG
الغرض	finalidade	غَرَض	finalidade	N;NOM;DEF;SG	N;FEM;SG
الغرض	objetivo	غَرَض	objetivo	N;NOM;DEF;SG	N;MASC;SG
الغرض	objectivo	غَرَض	objectivo	N;NOM;DEF;SG	N;MASC;SG
الغرض	propósito	غَرَض	propósito	N;NOM;DEF;SG	N;MASC;SG
مغني	cantora	مَغِين	cantora	N;NOM;INDF;SG	N;FEM;SG
مغني	singer	مَغِين	singer	N;NOM;INDF;SG	N;MASC;SG
مغني	cantor	مَغِين	cantor	N;NOM;INDF;SG	N;MASC;SG
الوصف	descrição	وَصف	descrição	N;NOM;DEF;SG	N;FEM;SG
القنوات	canais	قَنَاة	canal	N;NOM;DEF;PL	N;MASC;PL
القنوات	condutas	قَنَاة	conduta	N;NOM;DEF;PL	N;FEM;PL
تمثال	escultura	تِمثَال	escultura	N;NOM;INDF;SG	N;FEM;SG
تمثال	estátua	تِمثَال	estátua	N;NOM;INDF;SG	N;FEM;SG
القارات	continentes	قَارَّة	continente	N;NOM;DEF;PL	N;MASC;PL
تحالف	aliança	تَحَالُف	aliança	N;NOM;INDF;SG	N;FEM;SG
تحالف	alliance	تَحَالُف	alliance	N;NOM;INDF;SG	N;MASC;SG
تحالف	coligação	تَحَالُف	coligação	N;NOM;INDF;SG	N;FEM;SG
تحالف	coalizão	تَحَالُف	coalizão	N;NOM;INDF;SG	N;FEM;SG
درب	rasto	دَرَّب	rasto	N;NOM;INDF;SG	N;MASC;SG
درب	trail	دَرَّب	trail	N;NOM;INDF;SG	N;MASC;SG
درب	trilha	دَرَّب	trilha	N;NOM;INDF;SG	N;FEM;SG
درب	trilho	دَرَّب	trilho	N;NOM;INDF;SG	N;MASC;SG
درب	rastro	دَرَّب	rastro	N;NOM;INDF;SG	N;MASC;SG
الخشب	madeira	خَشَب	madeira	N;NOM;DEF;SG	N;FEM;SG
مهندس	engenheira	مُهَندِس	engenheira	N;NOM;INDF;SG	N;FEM;SG
مهندس	engenheiro	مُهَندِس	engenheiro	N;NOM;INDF;SG	N;MASC;SG
خسر	perdido	خَسِر	perder	V;PFV;MASC;SG;3;ACT	V;MASC;SG;V.PTCP
خسر	perdida	خَسِر	perder	V;PFV;MASC;SG;3;ACT	V;FEM;SG;V.PTCP
خسر	perdeu	خَسِر	perder	V;PFV;MASC;SG;3;ACT	V;IND;SG;3;PST;FIN
دعوة	convite	دَعوَة	convite	N;NOM;INDF;SG	N;MASC;SG
دعوة	convite	دَعوَة	convite	N;NOM;INDF;SG	N;MASC;SG
دائم	duradouro	دَائِم	duradouro	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
دائم	duradoura	دَائِم	duradoura	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG
دائم	durável	دَائِم	durável	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
دائم	permanente	دَائِم	permanente	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
بسيط	simples	بَسِيط	simples	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
البوسنة	bósnia	بُوسنَة	bósnia	N;NOM;DEF;SG	N;FEM;SG
البوسنة	bósnio	بُوسنَة	bósnio	N;NOM;DEF;SG	N;MASC;SG
البوسنة	bósnia	بُوسنَة	bósnia	N;NOM;DEF;SG	N;FEM;SG
الدوائر	círculos	دَائِرَة	círculo	N;NOM;DEF;PL	N;MASC;PL
الدوائر	secções	دَائِرَة	secção	N;NOM;DEF;PL	N;FEM;PL
الدوائر	câmaras	دَائِرَة	câmara	N;NOM;DEF;PL	N;FEM;PL
الصلب	aço	صُلب	aço	N;NOM;DEF;SG	N;MASC;SG
الصلب	siderurgia	صُلب	siderurgia	N;NOM;DEF;SG	N;FEM;SG
فضاء	espaço	فَضَاء	espaço	N;NOM;INDF;SG	N;MASC;SG
فضاء	space	فَضَاء	space	N;NOM;INDF;SG	N;MASC;SG
الجسيمات	partículas	جَسِيم	partícula	N;NOM;DEF;PL	N;FEM;PL
الجسيمات	partículas	جَسِيم	partícula	N;NOM;DEF;PL	N;FEM;PL
صديق	amigo	صَدِيق	amigo	N;NOM;INDF;SG	N;MASC;SG
صديق	amiga	صَدِيق	amiga	N;NOM;INDF;SG	N;FEM;SG
السبت	sábado	سَبت	sábado	N;NOM;DEF;SG	N;MASC;SG
السبت	sabado	سَبت	sabar	N;NOM;DEF;SG	N;MASC;SG
المراحل	fases	مَرحَلَة	fase	N;NOM;DEF;PL	N;FEM;PL
المراحل	estádios	مَرحَلَة	estádio	N;NOM;DEF;PL	N;MASC;PL
المراحل	estágios	مَرحَلَة	estágio	N;NOM;DEF;PL	N;MASC;PL
المراحل	etapas	مَرحَلَة	etapa	N;NOM;DEF;PL	N;FEM;PL
المراحل	fases	مَرحَلَة	fase	N;NOM;DEF;PL	N;FEM;PL
محاولات	tentativas	مُحَاوَلَة	tentativa	N;NOM;INDF;PL	N;FEM;PL
القطن	algodão	قُطن	algodão	N;NOM;DEF;SG	N;MASC;SG
الوجود	existência	وُجُود	existência	N;NOM;DEF;SG	N;FEM;SG
الوجود	presença	وُجُود	presença	N;NOM;DEF;SG	N;FEM;SG
النهار	diurna	نَهَار	diurno	N;NOM;DEF;SG	N;FEM;SG
دورات	ciclos	دَورَة	ciclo	N;NOM;INDF;PL	N;MASC;PL
معدلات	taxas	مُعَدَّل	taxa	N;NOM;INDF;PL	N;FEM;PL
معدلات	tarifas	مُعَدَّل	tarifa	N;NOM;INDF;PL	N;FEM;PL
حزيران	june	حَزِيرَان	june	N;NOM;INDF;SG	N;FEM;SG
حزيران	junho	حَزِيرَان	junho	N;NOM;INDF;SG	N;MASC;SG
سيناء	sinai	سِينَاء	sinai	N;NOM;INDF;SG	N;MASC;SG
قبرص	chipre	قُبرُص	chipre	N;NOM;INDF;SG	N;MASC;SG
الجاذبية	gravidade	جَاذِبِيَّة	gravidade	N;NOM;DEF;SG	N;FEM;SG
انتقال	transição	اِنتِقَال	transição	N;NOM;INDF;SG	N;FEM;SG
جنيه	libra	جُنَيه	libra	N;NOM;INDF;SG	N;FEM;SG
تدفق	caudal	تَدَفُّق	caudal	N;NOM;INDF;SG	N;MASC;SG
تدفق	flow	تَدَفُّق	flow	N;NOM;INDF;SG	N;MASC;SG
تدفق	fluxo	تَدَفُّق	fluxo	N;NOM;INDF;SG	N;MASC;SG
المركبة	veículo	مَركَبَة	veículo	N;NOM;DEF;SG	N;MASC;SG
المركبة	veiculo	مَركَبَة	veiculo	N;NOM;DEF;SG	N;MASC;SG
النسبة	proporção	نِسبَة	proporção	N;NOM;DEF;SG	N;FEM;SG
النسبة	rácio	نِسبَة	rácio	N;NOM;DEF;SG	N;MASC;SG
النسبة	proporção	نِسبَة	proporção	N;NOM;DEF;SG	N;FEM;SG
الفرصة	chance	فُرصَة	chance	N;NOM;DEF;SG	N;FEM;SG
الفرصة	oportunidade	فُرصَة	oportunidade	N;NOM;DEF;SG	N;FEM;SG
الفرصة	opportunity	فُرصَة	opportunity	N;NOM;DEF;SG	N;MASC;SG
الفرصة	oportunidade	فُرصَة	oportunidade	N;NOM;DEF;SG	N;FEM;SG
السويس	suez	سُوَيس	suez	N;NOM;DEF;SG	N;MASC;SG
بطاقة	card	بِطَاقَة	card	N;NOM;INDF;SG	N;MASC;SG
بطاقة	cartão	بِطَاقَة	cartão	N;NOM;INDF;SG	N;MASC;SG
الملف	arquivo	مِلَفّ	arquivo	N;NOM;DEF;SG	N;MASC;SG
الملف	ficheiro	مِلَفّ	ficheiro	N;NOM;DEF;SG	N;MASC;SG
قررت	decidida	قَرَّر	decidir	V;PFV;FEM;SG;3;ACT	V;FEM;SG;V.PTCP
قررت	decidiu	قَرَّر	decidir	V;PFV;FEM;SG;3;ACT	V;IND;SG;3;PST;FIN
قررت	decidido	قَرَّر	decidir	V;PFV;FEM;SG;3;ACT	V;MASC;SG;V.PTCP
اهتمام	atençao	اِهتِمَام	atençao	N;NOM;INDF;SG	N;FEM;SG
اهتمام	atenção	اِهتِمَام	atenção	N;NOM;INDF;SG	N;FEM;SG
اهتمام	interesse	اِهتِمَام	interesse	N;NOM;INDF;SG	N;MASC;SG
البحار	sailor	بَحَّار	sailor	N;NOM;DEF;SG	N;MASC;SG
البحار	marujo	بَحَّار	marujo	N;NOM;DEF;SG	N;MASC;SG
البحار	marinheiro	بَحَّار	marinheiro	N;NOM;DEF;SG	N;MASC;SG
المؤرخين	historiadores	مُؤَرِّخ	historiador	N;NOM;DEF;PL	N;MASC;PL
العامل	trabalhador	عَامِل	trabalhador	N;NOM;DEF;SG	N;MASC;SG
العامل	operário	عَامِل	operário	N;NOM;DEF;SG	N;MASC;SG
العامل	factor	عَامِل	factor	N;NOM;DEF;SG	N;MASC;SG
العامل	fator	عَامِل	fator	N;NOM;DEF;SG	N;MASC;SG
الزعيم	chief	زَعِيم	chief	N;NOM;DEF;SG	N;MASC;SG
الزعيم	chefe	زَعِيم	chefe	N;NOM;DEF;SG	N;MASC;SG
الزعيم	alcaide	زَعِيم	alcaide	N;NOM;DEF;SG	N;MASC;SG
الزعيم	patroa	زَعِيم	patroa	N;NOM;DEF;SG	N;FEM;SG
الزعيم	patrão	زَعِيم	patrão	N;NOM;DEF;SG	N;MASC;SG
الزعيم	chefe	زَعِيم	chefe	N;NOM;DEF;SG	N;MASC;SG
الزعيم	boss	زَعِيم	boss	N;NOM;DEF;SG	N;MASC;SG
التفسير	explicação	تَفسِير	explicação	N;NOM;DEF;SG	N;FEM;SG
التفسير	interpretação	تَفسِير	interpretação	N;NOM;DEF;SG	N;FEM;SG
بالفرنسية	french	بالفرنسية	french	N;NOM;DEF;SG	N;MASC;SG
بالفرنسية	francês	بالفرنسية	francês	N;NOM;DEF;SG	N;MASC;SG
موجة	onda	مَوجَة	onda	N;NOM;INDF;SG	N;FEM;SG
موجة	wave	مَوجَة	wave	N;NOM;INDF;SG	N;MASC;SG
القبيلة	tribo	قَبِيلَة	tribo	N;NOM;DEF;SG	N;FEM;SG
تدريس	ensino	تَدرِيس	ensino	N;NOM;INDF;SG	N;MASC;SG
الفلسطينيين	palestinos	فِلَسطِينِيّ	palestino	N;NOM;DEF;PL	N;MASC;PL
الفلسطينيين	palestinianos	فِلَسطِينِيّ	palestiniano	N;NOM;DEF;PL	N;MASC;PL
الباحث	pesquisador	بَاحِث	pesquisador	N;NOM;DEF;SG	N;MASC;SG
الباحث	investigadora	بَاحِث	investigadora	N;NOM;DEF;SG	N;FEM;SG
الباحث	investigador	بَاحِث	investigador	N;NOM;DEF;SG	N;MASC;SG
الباحث	seeker	بَاحِث	seeker	N;NOM;DEF;SG	N;MASC;SG
الباحث	erudito	بَاحِث	erudito	N;NOM;DEF;SG	N;MASC;SG
الباحث	estudioso	بَاحِث	estudioso	N;NOM;DEF;SG	N;MASC;SG
المعاصرة	contemporânea	مُعَاصِر	contemporâneo	N;NOM;DEF;SG	N;FEM;SG
مركبة	veículo	مَركَبَة	veículo	N;NOM;INDF;SG	N;MASC;SG
مركبة	veiculo	مَركَبَة	veiculo	N;NOM;INDF;SG	N;MASC;SG
سريع	rápido	سَرِيع	rápido	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
سريع	rápido	سَرِيع	rápido	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
الصيغة	formula	صِيغَة	formular	N;NOM;DEF;SG	N;FEM;SG
الصيغة	fórmula	صِيغَة	fórmula	N;NOM;DEF;SG	N;FEM;SG
صناديق	caixas	صُندُوق	caixa	N;NOM;INDF;PL	N;FEM;PL
صناديق	caixotes	صُندُوق	caixote	N;NOM;INDF;PL	N;MASC;PL
صناديق	caixotes	صُندُوق	caixote	N;NOM;INDF;PL	N;MASC;PL
النور	light	النور	light	N;NOM;DEF;SG	N;MASC;SG
النور	luz	النور	luz	N;NOM;DEF;SG	N;FEM;SG
غياب	ausência	غِيَاب	ausência	N;NOM;INDF;SG	N;FEM;SG
محور	pivot	مِحوَر	pivot	N;NOM;INDF;SG	N;MASC;SG
محور	pivô	مِحوَر	pivô	N;NOM;INDF;SG	N;MASC;SG
محور	hub	مِحوَر	hub	N;NOM;INDF;SG	N;MASC;SG
محور	eixo	مِحوَر	eixo	N;NOM;INDF;SG	N;MASC;SG
مقابلة	entrevista	مُقَابَلَة	entrevista	N;NOM;INDF;SG	N;FEM;SG
فردية	individual	فَردِيّ	individual	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
مشابهة	semelhante	مُشَابِه	semelhante	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
مشابهة	similar	مُشَابِه	similar	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
الخروج	saida	خُرُوج	saida	N;NOM;DEF;SG	N;FEM;SG
الخروج	saída	خُرُوج	saída	N;NOM;DEF;SG	N;FEM;SG
الصومال	somália	صُومَال	somália	N;NOM;DEF;SG	N;FEM;SG
المنازل	casas	مَنزِل	casa	N;NOM;DEF;PL	N;FEM;PL
المنازل	casas	مَنزِل	casa	N;NOM;DEF;PL	N;FEM;PL
طائفة	cult	طَائِفَة	cult	N;NOM;INDF;SG	N;MASC;SG
طائفة	seita	طَائِفَة	ser	N;NOM;INDF;SG	N;FEM;SG
طائفة	culto	طَائِفَة	culto	N;NOM;INDF;SG	N;MASC;SG
طائفة	seita	طَائِفَة	ser	N;NOM;INDF;SG	N;FEM;SG
مهام	atribuições	مَهَمَّة	atribuição	N;NOM;INDF;PL	N;FEM;PL
مهام	atribuições	مَهَمَّة	atribuição	N;NOM;INDF;PL	N;FEM;PL
مهام	tarefas	مَهَمَّة	tarefa	N;NOM;INDF;PL	N;FEM;PL
مستقل	independente	مُستَقِلّ	independente	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
الخميس	quinta	خَمِيس	quinta	N;ACC;DEF;SG	N;FEM;SG
فلسطينيون	palestinos	فِلَسطِينِيّ	palestino	N;NOM;INDF;PL	N;MASC;PL
فلسطينيون	palestinianos	فِلَسطِينِيّ	palestiniano	N;NOM;INDF;PL	N;MASC;PL
البكالوريوس	bacharel	البكالوريوس	bacharel	N;NOM;DEF;SG	N;MASC;SG
البكالوريوس	solteiro	البكالوريوس	solteiro	N;NOM;DEF;SG	N;MASC;SG
البكالوريوس	solteirão	البكالوريوس	solteirão	N;NOM;DEF;SG	N;MASC;SG
النباتي	vegan	اَلنببَاتِيّ	vegan	N;NOM;DEF;SG	N;MASC;SG
الجماعات	grupos	جَمَاعَة	grupo	N;NOM;DEF;PL	N;MASC;PL
الترجيح	ponderação	تَرجِيح	ponderação	N;NOM;DEF;SG	N;FEM;SG
خروج	saida	خُرُوج	saida	N;NOM;INDF;SG	N;FEM;SG
خروج	saída	خُرُوج	saída	N;NOM;INDF;SG	N;FEM;SG
الرابط	link	رَابِط	link	N;NOM;DEF;SG	N;MASC;SG
الرابط	ligação	رَابِط	ligação	N;NOM;DEF;SG	N;FEM;SG
الرؤية	visão	رُؤيَة	visão	N;NOM;DEF;SG	N;FEM;SG
الرؤية	vision	رُؤيَة	vision	N;NOM;DEF;SG	N;MASC;SG
الرؤية	visibilidade	رُؤيَة	visibilidade	N;NOM;DEF;SG	N;FEM;SG
العادة	hábito	عَادَة	hábito	N;NOM;DEF;SG	N;MASC;SG
الجهاد	jihad	جِهَاد	jihad	N;NOM;DEF;SG	N;FEM;SG
الحروف	cartas	حَرف	carta	N;NOM;DEF;PL	N;FEM;PL
الحروف	letras	حَرف	letra	N;NOM;DEF;PL	N;FEM;PL
شعبة	divisão	شُعبَة	divisão	N;NOM;INDF;SG	N;FEM;SG
سياسات	políticas	سِيَاسَة	política	N;NOM;INDF;PL	N;FEM;PL
الموافقة	homologação	مُوَافَقَة	homologação	N;NOM;DEF;SG	N;FEM;SG
الموافقة	aprovação	مُوَافَقَة	aprovação	N;NOM;DEF;SG	N;FEM;SG
الموافقة	consentimento	مُوَافَقَة	consentimento	N;NOM;DEF;SG	N;MASC;SG
هزم	derrotou	هَزم	derrotar	V;PFV;MASC;SG;3;ACT	V;IND;SG;3;PST;FIN
هزم	derrotado	هَزم	derrotar	V;PFV;MASC;SG;3;ACT	V;MASC;SG;V.PTCP
هزم	vencido	هَزم	vencer	V;PFV;MASC;SG;3;ACT	V;MASC;SG;V.PTCP
هزم	derrotada	هَزم	derrotar	V;PFV;MASC;SG;3;ACT	V;FEM;SG;V.PTCP
النسخ	exemplares	نُسخَة	exemplar	N;NOM;DEF;PL	N;MASC;PL
النسخ	cópias	نُسخَة	cópia	N;NOM;DEF;PL	N;FEM;PL
متطلبات	exigências	مُتَطَلَّبَات	exigência	N;NOM;INDF;PL	N;FEM;PL
متطلبات	requisitos	مُتَطَلَّبَات	requisito	N;NOM;INDF;PL	N;MASC;PL
متطلبات	prescrições	مُتَطَلَّبَات	prescrição	N;NOM;INDF;PL	N;FEM;PL
تبادل	troca	تَبَادُل	troca	N;NOM;INDF;SG	N;FEM;SG
تبادل	câmbio	تَبَادُل	câmbio	N;NOM;INDF;SG	N;MASC;SG
تبادل	intercâmbio	تَبَادُل	intercâmbio	N;NOM;INDF;SG	N;MASC;SG
تبادل	troca	تَبَادُل	troca	N;NOM;INDF;SG	N;FEM;SG
تبادل	swap	تَبَادُل	swap	N;NOM;INDF;SG	N;MASC;SG
صفة	adjectivo	صِفَة	adjectivo	N;NOM;INDF;SG	N;MASC;SG
صفة	atributo	صِفَة	atributo	N;NOM;INDF;SG	N;MASC;SG
ترشيح	candidatura	تَرشِيح	candidatura	N;NOM;INDF;SG	N;FEM;SG
ترشيح	filtração	تَرشِيح	filtração	N;NOM;INDF;SG	N;FEM;SG
ترشيح	filtragem	تَرشِيح	filtragem	N;NOM;INDF;SG	N;FEM;SG
ترشيح	nomeação	تَرشِيح	nomeação	N;NOM;INDF;SG	N;FEM;SG
اقترح	sugere	اِقتَرَح	sugerir	V;PFV;MASC;SG;3;ACT	V;IND;SG;3;PRS;FIN
اقترح	sugerir	اِقتَرَح	sugerir	V;PFV;MASC;SG;3;ACT	V;NFIN
اقترح	sugira	اِقتَرَح	sugirar	V;PFV;MASC;SG;3;ACT	V;SBJV;SG;3;FUT;FIN
الاعتماد	acreditação	اِعتِمَاد	acreditação	N;NOM;DEF;SG	N;FEM;SG
الاعتماد	dependência	اِعتِمَاد	dependência	N;NOM;DEF;SG	N;FEM;SG
الاعتماد	dependência	اِعتِمَاد	dependência	N;NOM;DEF;SG	N;FEM;SG
الاعتماد	apropriação	اِعتِمَاد	apropriação	N;NOM;DEF;SG	N;FEM;SG
الاعتماد	dotação	اِعتِمَاد	dotação	N;NOM;DEF;SG	N;FEM;SG
عالمي	global	عَالَمِيّ	global	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
التعرض	exposição	تَعَرُّض	exposição	N;NOM;DEF;SG	N;FEM;SG
سيدة	moça	سَيِّدَة	moça	N;NOM;INDF;SG	N;FEM;SG
سيدة	senhora	سَيِّدَة	senhora	N;NOM;INDF;SG	N;FEM;SG
سيدة	dama	سَيِّدَة	dama	N;NOM;INDF;SG	N;FEM;SG
