categoría	kategooria	categoría	kategooria	N;FEM;SG	N;NOM;SG
físico	füüsikaline	físico	füüsikaline	ADJ;MASC;SG	ADJ;NOM;SG
físico	füüsilise	físico	füüsiline	ADJ;MASC;SG	ADJ;GEN;SG
democracia	demokraatia	democracia	demo_kraatia	N;FEM;SG	N;NOM;SG
mediterráneo	vahemere	mediterráneo	vahe_meri	N;MASC;SG	N;NOM;SG
mediterráneo	vahemeri	mediterráneo	vahe_meri	N;MASC;SG	N;NOM;SG
convirtiéndose	muutumas	convirtiéndose	muutuma	V;SBJV;PL;3;PRS;FIN	V;IN+ESS;V.CVB;ACT
opción	variant	opción	variant	N;FEM;SG	N;NOM;SG
opción	võimalus	opción	võimalus	N;FEM;SG	N;NOM;SG
opción	valik	opción	valik	N;FEM;SG	N;NOM;SG
opción	valik	opción	valik	N;FEM;SG	N;NOM;SG
perdido	kadunud	perdido	kadunud	ADJ;MASC;SG;V.PTCP	ADJ;PST;V.PTCP;ACT
perdido	kaotatud	perdido	kaotatud	ADJ;MASC;SG;V.PTCP	ADJ;PST;V.PTCP;PASS
notable	märkimisväärne	notable	märkimis_väärne	ADJ;SG	ADJ;NOM;SG
notable	tähelepanuväärne	notable	tähele_panu_väärne	ADJ;SG	ADJ;NOM;SG
notable	märkimisväärne	notable	märkimis_väärne	ADJ;SG	ADJ;NOM;SG
notable	märkimisväärne	notable	märkimis_väärne	ADJ;SG	ADJ;NOM;SG
legal	seaduslik	legal	seaduslik	ADJ;SG	ADJ;NOM;SG
legal	legaalne	legal	legaalne	ADJ;SG	ADJ;NOM;SG
legal	õiguslik	legal	õiguslik	ADJ;SG	ADJ;NOM;SG
legal	seaduslik	legal	seaduslik	ADJ;SG	ADJ;NOM;SG
tercero	kolmas	tercero	kolmas	ADJ;MASC;SG	ADJ;NOM;SG
tercero	kolmanda	tercero	kolmas	ADJ;MASC;SG	ADJ;GEN;SG
enorme	tohutu	enorme	tohutu	ADJ;SG	ADJ;NOM;SG
enorme	hiiglaslik	enorme	hiiglaslik	ADJ;SG	ADJ;NOM;SG
enorme	tohutu	enorme	tohutu	ADJ;SG	ADJ;NOM;SG
plazo	tähtpäev	plazo	täht_päev	N;MASC;SG	N;NOM;SG
plazo	tähtaeg	plazo	täht_aeg	N;MASC;SG	N;NOM;SG
católicos	katoliiklased	católico	katoliiklane	N;MASC;PL	N;NOM;PL
escritura	kirjutamine	escritura	kirjutamine	N;FEM;SG	N;NOM;SG
escritura	kirjutamine	escritura	kirjutamine	N;FEM;SG	N;NOM;SG
escritura	käekiri	escritura	käe_kiri	N;FEM;SG	N;NOM;SG
escritura	käekirja	escritura	käe_kiri	N;FEM;SG	N;PRT;SG
documento	dokumendi	documento	dokument	N;MASC;SG	N;GEN;SG
documento	dokument	documento	dokument	N;MASC;SG	N;NOM;SG
críticos	kriitikud	crítico	kriitik	N;MASC;PL	N;NOM;PL
iowa	iowa	iowa	iowa	N;MASC;SG	N;NOM;SG
ordenó	tellis	ordenar	tellima	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
ordenó	tellitud	ordenar	telli=tud	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;PASS
oscar	oscar	oscar	oscar	N;MASC;SG	N;NOM;SG
transmisión	edastamine	transmisión	edastamine	N;FEM;SG	N;NOM;SG
transmisión	ülekanne	transmisión	üle_kanne	N;FEM;SG	N;NOM;SG
transmisión	edastus	transmisión	edastus	N;FEM;SG	N;NOM;SG
transmisión	ülekanne	transmisión	üle_kanne	N;FEM;SG	N;NOM;SG
carne	liha	carne	liha	N;FEM;SG	N;NOM;SG
carne	loomaliha	carne	looma_liha	N;FEM;SG	N;NOM;SG
carne	veiseliha	carne	veise_liha	N;FEM;SG	N;NOM;SG
poetas	poeedid	poeta	poeet	N;MASC;PL	N;NOM;PL
desarrollar	arendada	desarrollar	arendama	V;NFIN	V;NFIN
ocurre	juhtub	ocurrir	juhtuma	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
street	tänav	street	tänav	N	N;NOM;SG
vehículo	sõiduk	vehículo	sõiduk	N;MASC;SG	N;NOM;SG
vehículo	sõiduki	vehículo	sõiduk	N;MASC;SG	N;GEN;SG
reparto	jaotamine	reparto	jaotamine	N;MASC;SG	N;NOM;SG
reparto	jaotus	reparto	jaotus	N;MASC;SG	N;NOM;SG
reparto	jaotumine	reparto	jaotumine	N;MASC;SG	N;NOM;SG
círculo	ring	círculo	ring	N;MASC;SG	N;NOM;SG
círculo	circle	círculo	circle	N;MASC;SG	N;NOM;SG
harry	harry	harry	harry	N;MASC;SG	N;NOM;SG
alimentos	toidud	alimento	toit	N;MASC;PL	N;NOM;PL
participa	osaleb	participar	osalema	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
participa	osalema	participar	osalema	V;IND;SG;3;PRS;FIN	V;IN+ALL;V.CVB;ACT
association	assotsiatsioon	association	assotsiatsioon	N;FEM;SG	N;NOM;SG
abierta	avatud	abierto	avatud	ADJ;FEM;SG;V.PTCP	ADJ;PST;V.PTCP;PASS
agencia	agentuur	agencia	agentuur	N;FEM;SG	N;NOM;SG
agencia	agentuuri	agencia	agentuur	N;FEM;SG	N;PRT;SG
agencia	amet	agencia	amet	N;FEM;SG	N;NOM;SG
popularidad	populaarsus	popularidad	populaarsus	N;FEM;SG	N;NOM;SG
pinturas	maalid	pintura	maal	N;FEM;PL	N;NOM;PL
iniciativa	algatuse	iniciativa	algatus	N;FEM;SG	N;GEN;SG
iniciativa	algatus	iniciativa	algatus	N;FEM;SG	N;NOM;SG
redes	võrgustike	red	võrgustik	N;FEM;PL	N;GEN;PL
redes	võrgud	red	võrk	N;FEM;PL	N;NOM;PL
redes	võrgustikud	red	võrgustik	N;FEM;PL	N;NOM;PL
redes	võrgud	red	võrk	N;FEM;PL	N;NOM;PL
estreno	esilinastus	estreno	esi_linastus	N;MASC;SG	N;NOM;SG
aparte	kõrvale	aparte	kõrvale	ADV	ADV
localización	asukoht	localización	asu_koht	N;FEM;SG	N;NOM;SG
fortaleza	fortaleza	fortaleza	fortaleza	N;FEM;SG	N;NOM;SG
fortaleza	jõudu	fortaleza	jõud	N;FEM;SG	N;PRT;SG
fortaleza	tugevus	fortaleza	tugevus	N;FEM;SG	N;NOM;SG
fortaleza	kindlus	fortaleza	kindlus	N;FEM;SG	N;NOM;SG
fortaleza	kindlus	fortaleza	kindlus	N;FEM;SG	N;NOM;SG
fortaleza	fort	fortaleza	fort	N;FEM;SG	N;NOM;SG
deriva	triivib	derivar	triivima	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
democrática	demokraatlik	democrático	demo_kraatlik	ADJ;FEM;SG	ADJ;NOM;SG
marido	abikaasa	marido	abi_kaasa	N;MASC;SG	N;NOM;SG
electrónica	elektrooniline	electrónico	elektrooniline	ADJ;FEM;SG	ADJ;NOM;SG
electrónica	elektroonilisel	electrónico	elektrooniline	ADJ;FEM;SG	ADJ;AT+ESS
;SG
herrera	herrera	herrera	herrer	N;FEM;SG	N;NOM;SG
buques	laevu	buque	laev	N;MASC;PL	N;PRT;PL
buques	laevad	buque	laev	N;MASC;PL	N;NOM;PL
buques	laevad	buque	laev	N;MASC;PL	N;NOM;PL
buques	laevade	buque	laev	N;MASC;PL	N;GEN;PL
diccionario	sõnastik	diccionario	sõnastik	N;MASC;SG	N;NOM;SG
diccionario	sõnaraamat	diccionario	sõna_raamat	N;MASC;SG	N;NOM;SG
profesión	elukutse	profesión	elu_kutse	N;FEM;SG	N;NOM;SG
profesión	kutseala	profesión	kutse_ala	N;FEM;SG	N;NOM;SG
profesión	okupatsiooni	profesión	okupatsioon	N;FEM;SG	N;PRT;SG
profesión	amet	profesión	amet	N;FEM;SG	N;NOM;SG
consulta	päringu	consulta	päring	N;FEM;SG	N;GEN;SG
consulta	päring	consulta	päring	N;FEM;SG	N;NOM;SG
consulta	konsulteerimine	consulta	konsulteerimine	N;FEM;SG	N;NOM;SG
historiadores	ajaloolased	historiador	aja_loolane	N;MASC;PL	N;NOM;PL
mitología	mütoloogia	mitología	mütoloogia	N;FEM;SG	N;NOM;SG
debate	arutelu	debate	arutelu	N;MASC;SG	N;NOM;SG
debate	arutelu	debate	arutelu	N;MASC;SG	N;NOM;SG
debate	debatt	debate	debatt	N;MASC;SG	N;NOM;SG
perder	kaota	perder	kaotma	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
componentes	komponendid	componente	komponent	N;MASC;PL	N;NOM;PL
belleza	ilu	belleza	ilu	N;FEM;SG	N;NOM;SG
belleza	iludus	belleza	iludus	N;FEM;SG	N;NOM;SG
belleza	kaunitar	belleza	kaunitar	N;FEM;SG	N;NOM;SG
descubre	avastada	descubrir	avastama	V;IND;SG;3;PRS;FIN	V;NFIN
descubre	avastama	descubrir	avastama	V;IND;SG;3;PRS;FIN	V;IN+ALL;V.CVB;ACT
personales	isiklikud	personal	isiklik	ADJ;PL	ADJ;NOM;PL
ácido	hape	ácido	hape	N;MASC;SG	N;NOM;SG
ácido	happe	ácido	happ	N;MASC;SG	N;NOM;SG
infancia	lapsepõlv	infancia	lapse_põlv	N;FEM;SG	N;NOM;SG
infancia	lapsepõlve	infancia	lapse_põlv	N;FEM;SG	N;NOM;SG
infancia	lapsepõlves	infancia	lapse_põlv	N;FEM;SG	N;IN+ESS;SG
líderes	liidrid	líder	liider	N;PL	N;NOM;PL
líderes	juhid	líder	juht	N;PL	N;NOM;PL
espacial	ruumiline	espacial	ruumiline	ADJ;SG	ADJ;NOM;SG
predecesor	eelkäija	predecesor	eel_käija	N;MASC;SG	N;NOM;SG
oscuro	tume	oscuro	tume	ADJ;MASC;SG	ADJ;NOM;SG
verdadero	reaalne	verdadero	reaalne	ADJ;MASC;SG	ADJ;NOM;SG
verdadero	ehtne	verdadero	ehtne	ADJ;MASC;SG	ADJ;NOM;SG
verdadero	tõeline	verdadero	tõeline	ADJ;MASC;SG	ADJ;NOM;SG
verdadero	tõene	verdadero	tõene	ADJ;MASC;SG	ADJ;NOM;SG
segundos	sekundid	segundo	sekund	N;MASC;PL	N;NOM;PL
cañón	kahur	cañón	kahur	N;MASC;SG	N;NOM;SG
cañón	kanjoni	cañón	kanjon	N;MASC;SG	N;NOM;SG
cañón	tünn	cañón	tünn	N;MASC;SG	N;NOM;SG
religioso	usklik	religioso	usklik	ADJ;MASC;SG	ADJ;NOM;SG
religioso	religioosne	religioso	religioosne	ADJ;MASC;SG	ADJ;NOM;SG
net	neto	net	neto	N	N;NOM;SG
net	võrk	net	võrk	N	N;NOM;SG
net	net	net	net	N	N;NOM;SG
zamora	zamora	zamora	zamora	N;FEM;SG	N;NOM;SG
relativamente	suhteliselt	relativamente	suhteliselt	ADV	ADV
columna	sammas	columna	sammas	N;FEM;SG	N;NOM;SG
columna	kolonn	columna	kolonn	N;FEM;SG	N;NOM;SG
columna	veerg	columna	veerg	N;FEM;SG	N;NOM;SG
columna	veeru	columna	veerg	N;FEM;SG	N;GEN;SG
columna	selgroog	columna	selg_roog	N;FEM;SG	N;NOM;SG
columna	selgroo	columna	selg_roog	N;FEM;SG	N;NOM;SG
high	high	high	high	N	N;NOM;SG
danza	tantsu	danza	tants	N;FEM;SG	N;PRT;SG
danza	tants	danza	tants	N;FEM;SG	N;NOM;SG
danza	tantsi	danza	tantsima	N;FEM;SG	N;NOM;SG
danza	tantsimine	danza	tantsi=mine	N;FEM;SG	N;NOM;SG
desarrolla	arendab	desarrollar	arendama	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
desarrolla	areneb	desarrollar	arenema	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
desarrolla	arendada	desarrollar	arendama	V;IND;SG;3;PRS;FIN	V;NFIN
periodistas	reporterid	periodista	reporter	N;PL	N;NOM;PL
periodistas	ajakirjanikud	periodista	aja_kirjanik	N;PL	N;NOM;PL
periodistas	ajakirjanikud	periodista	aja_kirjanik	N;PL	N;NOM;PL
asunción	asunción	asunción	asunción	N;FEM;SG	N;NOM;SG
fondos	fondid	fondo	fond	N;MASC;PL	N;NOM;PL
factores	tegureid	factor	tegur	N;MASC;PL	N;PRT;PL
factores	tegurid	factor	tegur	N;MASC;PL	N;NOM;PL
barcos	laevu	barco	laev	N;MASC;PL	N;PRT;PL
barcos	laevad	barco	laev	N;MASC;PL	N;NOM;PL
barcos	laevad	barco	laev	N;MASC;PL	N;NOM;PL
barcos	laevade	barco	laev	N;MASC;PL	N;GEN;PL
barcos	paate	barco	paat	N;MASC;PL	N;PRT;PL
barcos	paadid	barco	paat	N;MASC;PL	N;NOM;PL
chica	tüdruk	chica	tüdruk	N;FEM;SG	N;NOM;SG
precio	price	precio	price	N;MASC;SG	N;NOM;SG
precio	hind	precio	hind	N;MASC;SG	N;NOM;SG
pensamiento	mõtlemine	pensamiento	mõtlemine	N;MASC;SG	N;NOM;SG
leer	loe	leer	lugema	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
leer	loetud	leer	lugema	V;NFIN	V;PST;V.PTCP;PASS
declaración	avaldus	declaración	avaldus	N;FEM;SG	N;NOM;SG
declaración	deklaratsioon	declaración	deklaratsioon	N;FEM;SG	N;NOM;SG
deportistas	sportlased	deportista	sportlane	N;PL	N;NOM;PL
mala	halb	malo	halb	ADJ;FEM;SG	ADJ;NOM;SG
mala	paha	malo	paha	ADJ;FEM;SG	ADJ;NOM;SG
argumento	proovitüki	argumento	proovi_tükk	N;MASC;SG	N;PRT;SG
argumento	argument	argumento	argument	N;MASC;SG	N;NOM;SG
argumento	argumendi	argumento	argument	N;MASC;SG	N;GEN;SG
portal	portaali	portal	portaal	N;MASC;SG	N;PRT;SG
portal	portaal	portal	portaal	N;MASC;SG	N;NOM;SG
portal	värav	portal	värav	N;MASC;SG	N;NOM;SG
médicos	arstid	médico	arst	N;MASC;PL	N;NOM;PL
médicos	arstid	médico	arst	N;MASC;PL	N;NOM;PL
sacerdote	preester	sacerdote	preester	N;MASC;SG	N;NOM;SG
night	õhtu	night	õhtu	N	N;NOM;SG
night	öö	night	öö	N	N;NOM;SG
night	ööd	night	öö	N	N;NOM;SG
cultivo	kultuuri	cultivo	kultuur	N;MASC;SG	N;PRT;SG
cultivo	kultuur	cultivo	kultuur	N;MASC;SG	N;NOM;SG
cultivo	kasvatamine	cultivo	kasvatamine	N;MASC;SG	N;NOM;SG
cultivo	kärpimine	cultivo	kärpimine	N;MASC;SG	N;NOM;SG
guion	skripti	guion	skript	N;MASC;SG	N;PRT;SG
guion	käsikiri	guion	käsi_kiri	N;MASC;SG	N;NOM;SG
guion	skript	guion	skript	N;MASC;SG	N;NOM;SG
regionales	piirkondlikud	regional	piirkondlik	ADJ;PL	ADJ;NOM;PL
rodrigo	rodrigo	rodrigo	rodrigo	N;MASC;SG	N;NOM;SG
arzobispo	peapiiskop	arzobispo	pea_piiskop	N;MASC;SG	N;NOM;SG
mancha	mancha	mancha	mancha	N;FEM;SG	N;NOM;SG
mancha	plekk	mancha	plekk	N;FEM;SG	N;NOM;SG
mancha	plekk	mancha	plekk	N;FEM;SG	N;NOM;SG
conocidas	tuntud	conocido	tuntud	ADJ;FEM;PL;V.PTCP	ADJ;PST;V.PTCP;PASS
inteligencia	luure	inteligencia	luur	N;FEM;SG	N;NOM;SG
envió	saadetud	enviar	saatma	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;PASS
baile	tantsu	baile	tants	N;MASC;SG	N;PRT;SG
baile	tants	baile	tants	N;MASC;SG	N;NOM;SG
baile	tantsi	baile	tantsima	N;MASC;SG	N;NOM;SG
baile	tantsimine	baile	tantsi=mine	N;MASC;SG	N;NOM;SG
viviendas	kodud	vivienda	kodu	N;FEM;PL	N;NOM;PL
disney	disney	disney	disney	N;MASC;SG	N;NOM;SG
relevante	asjakohane	relevante	asja_kohane	ADJ;SG	ADJ;NOM;SG
paseo	sõit	paseo	sõit	N;MASC;SG	N;NOM;SG
paseo	jalutuskäik	paseo	jalutus_käik	N;MASC;SG	N;NOM;SG
albert	albert	albert	albert	N;SG	N;NOM;SG
menciona	mainib	mencionar	mainima	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
menciona	mainitakse	mencionar	mainima	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;PASS
romero	romero	romero	romero	N;MASC;SG	N;NOM;SG
romero	rosemary	romero	rosemary	N;MASC;SG	N;NOM;SG
compañías	äriühingud	compañía	äri_ühing	N;FEM;PL	N;NOM;PL
compañías	firmad	compañía	firma	N;FEM;PL	N;NOM;PL
compañías	ettevõtted	compañía	ette_võte	N;FEM;PL	N;NOM;PL
diseñado	kujundatud	diseñado	kujundama	ADJ;MASC;SG;V.PTCP	ADJ;PST;V.PTCP;PASS
diseñado	disainitud	diseñado	disainitud	ADJ;MASC;SG;V.PTCP	ADJ;PST;V.PTCP;PASS
diseñado	projekteeritud	diseñado	projekteerima	ADJ;MASC;SG;V.PTCP	ADJ;PST;V.PTCP;PASS
reciente	hiljutine	reciente	hiljutine	ADJ;SG	ADJ;NOM;SG
intereses	huve	interés	huvi	N;MASC;PL	N;PRT;PL
intereses	huvid	interés	huvi	N;MASC;PL	N;NOM;PL
intereses	intressid	interés	intress	N;MASC;PL	N;NOM;PL
intereses	huvid	interés	huvi	N;MASC;PL	N;NOM;PL
senado	senati	senado	senat	N;MASC;SG	N;PRT;SG
senado	senat	senado	senat	N;MASC;SG	N;NOM;SG
johnson	johnson	johnson	johnson	N;MASC;SG	N;NOM;SG
edward	edward	edward	edward	N;MASC;SG	N;NOM;SG
disputa	vaidluse	disputa	vaidlus	N;FEM;SG	N;GEN;SG
disputa	vaidlus	disputa	vaidlus	N;FEM;SG	N;NOM;SG
ave	ave	ave	ave	N;FEM;SG	N;NOM;SG
ave	lind	ave	lind	N;FEM;SG	N;NOM;SG
ave	linnuke	ave	linnuke	N;FEM;SG	N;NOM;SG
ave	bird	ave	bird	N;FEM;SG	N;NOM;SG
post	postitust	post	postitus	N;MASC;SG	N;PRT;SG
post	post	post	post	N;MASC;SG	N;NOM;SG
post	postitus	post	postituma	N;MASC;SG	N;NOM;SG
participaron	osalenud	participar	osalema	V;IND;PL;3;PST;FIN	V;PST;V.PTCP;ACT
participaron	osalesid	participar	osalema	V;IND;PL;3;PST;FIN	V;IND;PL;3;PST;FIN;ACT
globo	õhupalli	globo	õhu_pall	N;MASC;SG	N;PRT;SG
globo	õhupall	globo	õhu_pall	N;MASC;SG	N;NOM;SG
éstos	need	este	see	PRO;MASC;PL	PRO;NOM;PL
éstos	neid	este	see	PRO;MASC;PL	PRO;PRT;PL
aliados	liitlaste	aliado	liitlane	N;MASC;PL	N;GEN;PL
aliados	liitlased	aliado	liitlane	N;MASC;PL	N;NOM;PL
rally	ralli	rally	ralli	N;MASC;SG	N;NOM;SG
detalles	detailid	detalle	detail	N;MASC;PL	N;NOM;PL
detalles	üksikasjad	detalle	üksik_asi	N;MASC;PL	N;NOM;PL
salto	hüpe	salto	hüpe	N;MASC;SG	N;NOM;SG
salto	hüppamine	salto	hüppamine	N;MASC;SG	N;NOM;SG
salto	hop	salto	hop	N;MASC;SG	N;NOM;SG
state	riik	state	riik	N	N;NOM;SG
state	olek	state	olek	N	N;NOM;SG
state	osariik	state	osa_riik	N	N;NOM;SG
marine	mereväelane	marine	mere_väelane	N	N;NOM;SG
marine	merejalaväelane	marine	mere_jala_väelane	N	N;NOM;SG
marine	marine	marine	marine	N	N;NOM;SG
marine	mere	marine	meri	N	N;NOM;SG
bilbao	bilbao	bilbao	bilbao	N;MASC;SG	N;NOM;SG
competiciones	võistlustel	competición	võistlus	N;FEM;PL	N;AT+ESS
;PL
competiciones	võistlused	competición	võistlus	N;FEM;PL	N;NOM;PL
dictadura	diktatuuri	dictadura	dikta_tuur	N;FEM;SG	N;PRT;SG
dictadura	diktatuur	dictadura	diktatuur	N;FEM;SG	N;NOM;SG
academy	akadeemia	academy	akadeemia	N	N;NOM;SG
medina	medina	medina	medin	N;FEM;SG	N;NOM;SG
difusión	difusiooni	difusión	difusioon	N;FEM;SG	N;PRT;SG
difusión	levitamine	difusión	levitamine	N;FEM;SG	N;NOM;SG
difusión	ülekanne	difusión	üle_kanne	N;FEM;SG	N;NOM;SG
rio	rio	rio	rio	N;MASC;SG	N;NOM;SG
rio	river	rio	river	N;MASC;SG	N;NOM;SG
rio	jõgi	rio	jõgi	N;MASC;SG	N;NOM;SG
alcanza	jõuab	alcanzar	jõudma	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
ejecución	hukkamine	ejecución	hukkamine	N;FEM;SG	N;NOM;SG
ejecución	täitmine	ejecución	täitmine	N;FEM;SG	N;NOM;SG
ejecución	teostus	ejecución	teostus	N;FEM;SG	N;NOM;SG
ensayo	essee	ensayo	essee	N;MASC;SG	N;NOM;SG
ensayo	testimine	ensayo	testimine	N;MASC;SG	N;NOM;SG
ensayo	katsetamine	ensayo	katsetamine	N;MASC;SG	N;NOM;SG
ensayo	proov	ensayo	proov	N;MASC;SG	N;NOM;SG
ensayo	kohtuistung	ensayo	kohtu_istung	N;MASC;SG	N;NOM;SG
ensayo	test	ensayo	test	N;MASC;SG	N;NOM;SG
ensayo	katse	ensayo	katse	N;MASC;SG	N;NOM;SG
boston	boston	boston	boston	N;MASC;SG	N;NOM;SG
boston	bostonis	boston	boston	N;MASC;SG	N;IN+ESS;SG
reglas	reeglid	regla	reegel	N;FEM;PL	N;NOM;PL
reglas	eeskirjad	regla	ees_kiri	N;FEM;PL	N;NOM;PL
viernes	reede	viernes	reede	N	N;NOM;SG
viernes	reedel	viernes	reede	N	N;AT+ESS
;SG
suerte	lucky	suerte	lucky	N;FEM;SG	N;NOM;SG
suerte	õnneseen	suerte	õnneseen	N;FEM;SG	N;NOM;SG
golfo	laht	golfo	laht	N;MASC;SG	N;NOM;SG
nobles	ülikud	noble	ülik	N;PL	N;NOM;PL
augusto	augustus	augusto	augustuma	N;MASC;SG	N;NOM;SG
radical	radikaalne	radical	radikaalne	ADJ;SG	ADJ;NOM;SG
establecido	asutatud	establecido	asuta=tud	ADJ;MASC;SG;V.PTCP	ADJ;PST;V.PTCP;PASS
mandato	mandaat	mandato	mandaat	N;MASC;SG	N;NOM;SG
mandato	volitus	mandato	volitus	N;MASC;SG	N;NOM;SG
trenes	rongid	tren	rong	N;MASC;PL	N;NOM;PL
feria	laat	feria	laat	N;FEM;SG	N;NOM;SG
comida	toit	comida	toit	N;FEM;SG	N;NOM;SG
comida	toitu	comida	toit	N;FEM;SG	N;PRT;SG
comida	söök	comida	söök	N;FEM;SG	N;NOM;SG
apellido	perekonnanimi	apellido	perekonna_nimi	N;MASC;SG	N;NOM;SG
etapas	etapid	etapa	etapp	N;FEM;PL	N;NOM;PL
etapas	etapid	etapa	etapp	N;FEM;PL	N;NOM;PL
seguro	turvaline	seguro	turvaline	ADJ;MASC;SG	ADJ;NOM;SG
seguro	ohutu	seguro	ohutu	ADJ;MASC;SG	ADJ;NOM;SG
seguro	kindel	seguro	kindel	ADJ;MASC;SG	ADJ;NOM;SG
seguro	turvaline	seguro	turvaline	ADJ;MASC;SG	ADJ;NOM;SG
fotos	fotode	foto	foto	N;FEM;PL	N;GEN;PL
fotos	fotod	foto	foto	N;FEM;PL	N;NOM;PL
fotos	fotode	foto	foto	N;FEM;PL	N;GEN;PL
fotos	fotod	foto	foto	N;FEM;PL	N;NOM;PL
fotos	pildid	foto	pilt	N;FEM;PL	N;NOM;PL
fotos	pilte	foto	pilt	N;FEM;PL	N;PRT;PL
amistad	sõprus	amistad	sõprus	N;FEM;SG	N;NOM;SG
amistad	sõpruse	amistad	sõbrus	N;FEM;SG	N;GEN;SG
amistad	sõprust	amistad	sõberus	N;FEM;SG	N;PRT;SG
particularmente	eriti	particularmente	eriti	ADV	ADV
extranjeros	tulnukad	extranjero	tulnukas	N;MASC;PL	N;NOM;PL
extranjeros	tulnukaid	extranjero	tulnukas	N;MASC;PL	N;PRT;PL
extranjeros	välismaalased	extranjero	välis_maalane	N;MASC;PL	N;NOM;PL
artillería	suurtükivägi	artillería	suur_tüki_vägi	N;FEM;SG	N;NOM;SG
concentración	koondumine	concentración	koondumine	N;FEM;SG	N;NOM;SG
concentración	keskendumine	concentración	keskendumine	N;FEM;SG	N;NOM;SG
concentración	kontsentratsioon	concentración	kontsentratsioon	N;FEM;SG	N;NOM;SG
concentración	fookus	concentración	fookus	N;FEM;SG	N;NOM;SG
concentración	fookuses	concentración	fookus	N;FEM;SG	N;IN+ESS;SG
abrió	avati	abrir	avama	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;PASS
abrió	avas	abrir	avama	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
máquina	masin	máquina	masin	N;FEM;SG	N;NOM;SG
máquina	masina	máquina	masin	N;FEM;SG	N;GEN;SG
frecuentemente	sageli	frecuentemente	sageli	ADV	ADV
frecuentemente	tihti	frecuentemente	tihti	ADV	ADV
frecuentemente	sageli	frecuentemente	sageli	ADV	ADV
frecuentemente	tihtipeale	frecuentemente	tihti_peale	ADV	ADV
frecuentemente	tihti	frecuentemente	tihti	ADV	ADV
lagos	järved	lago	järv	N;MASC;PL	N;NOM;PL
montes	mäed	monte	mägi	N;MASC;PL	N;NOM;PL
hot	hot	hot	hotm	N	N;NOM;SG
descriptiva	kirjeldav	descriptivo	kirjeldav	ADJ;FEM;SG	ADJ;NOM;SG;PRS;V.PTCP;ACT
fruto	vili	fruto	vili	N;MASC;SG	N;NOM;SG
fruto	puuvili	fruto	puu_vili	N;MASC;SG	N;NOM;SG
fruto	puuvilja	fruto	puu_vili	N;MASC;SG	N;PRT;SG
coche	auto	coche	auto	N;MASC;SG	N;NOM;SG
coche	car	coche	car	N;MASC;SG	N;NOM;SG
bernardo	bernard	bernardo	bernard	N;MASC;SG	N;NOM;SG
bernardo	bernhard	bernardo	bernhard	N;MASC;SG	N;NOM;SG
bernardo	bernardo	bernardo	bernardo	N;MASC;SG	N;NOM;SG
terrenos	maatükke	terreno	maa_tükk	N;MASC;PL	N;PRT;PL
ceremonia	tseremoonia	ceremonia	tseremoonia	N;FEM;SG	N;NOM;SG
columbia	columbia	columbia	columbia	N;FEM;SG	N;NOM;SG
lejos	kaugele	lejos	kaugele	ADV	ADV
lejos	kaugel	lejos	kaugel	ADV	ADV
lejos	eemal	lejos	eemal	ADV	ADV
lejos	eemale	lejos	eemale	ADV	ADV
conflictos	konfliktid	conflicto	konflikt	N;MASC;PL	N;NOM;PL
conflictos	konfliktid	conflicto	konflikt	N;MASC;PL	N;NOM;PL
fallecidos	surnud	fallecido	surnud	ADJ;MASC;PL;V.PTCP	ADJ;PST;V.PTCP;ACT
pregunta	küsimus	pregunta	küsimus	N;FEM;SG	N;NOM;SG
drama	draama	drama	draama	N;MASC;SG	N;NOM;SG
juez	kohtunik	juez	kohtunik	N;SG	N;NOM;SG
familiares	sugulased	familiar	sugulane	N;MASC;PL	N;NOM;PL
patrón	muster	patrón	muster	N;MASC;SG	N;NOM;SG
patrón	mustri	patrón	muster	N;MASC;SG	N;GEN;SG
patrón	kipper	patrón	kipper	N;MASC;SG	N;NOM;SG
patrón	patroon	patrón	patroon	N;MASC;SG	N;NOM;SG
requiere	nõuab	requerir	nõudma	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
endémica	endeemiline	endémica	endeemiline	ADJ;FEM;SG	ADJ;NOM;SG
taylor	taylor	taylor	taylor	N;SG	N;NOM;SG
sexo	sugu	sexo	sugu	N;MASC;SG	N;NOM;SG
sexo	sugu	sexo	sugu	N;MASC;SG	N;NOM;SG
